ID,Toepassingsgroepen,TeeltsectorenEnGewassen,Perioden,BedrijvenMetGebruik_1,OppervlakteMetGebruik_2,GebruikPerJaar_3,GebruikPerHectare_4,Januari_5,Februari_6,Maart_7,April_8,Mei_9,Juni_10,Juli_11,Augustus_12,September_13,Oktober_14,November_15,December_16
2454,GRONT ,PAP,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2455,GRONT ,PAP,1998JJ00,6.0,12.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2456,GRONT ,PAP,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2457,GRONT ,PAP,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2458,GRONT ,PAP,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2459,GRONT ,PAP,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2460,GRONT ,RAD,1995JJ00,,,,,,,,,,,,,,,,
2461,GRONT ,RAD,1998JJ00,,,,,,,,,,,,,,,,
2462,GRONT ,RAD,2000JJ00,,,,,,,,,,,,,,,,
2463,GRONT ,RAD,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2464,GRONT ,RAD,2008JJ00,,,,,,,,,,,,,,,,
2465,GRONT ,RAD,2012JJ00,,,,,,,,,,,,,,,,
2466,GRONT ,TOM,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2467,GRONT ,TOM,1998JJ00,23.0,22.0,10.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0
2468,GRONT ,TOM,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2469,GRONT ,TOM,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2470,GRONT ,TOM,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2471,GRONT ,TOM,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2472,GRONT ,BLO,1995JJ00,,289.0,954.0,0.3,2.5,3.6,11.1,10.6,13.7,6.4,12.2,9.7,3.7,22.0,0.0,4.6
2473,GRONT ,BLO,1998JJ00,,508.0,2248.0,0.5,4.7,3.4,0.7,15.1,12.0,21.0,15.0,5.2,14.5,2.8,3.4,2.1
2474,GRONT ,BLO,2000JJ00,,168.0,1388.0,0.3,0.0,2.4,0.3,38.9,48.6,1.0,2.6,0.6,0.3,2.5,1.2,1.6
2475,GRONT ,BLO,2004JJ00,,589.0,1998.0,0.5,2.5,3.0,15.6,12.2,8.4,11.9,6.3,10.2,12.7,5.7,6.2,5.3
2476,GRONT ,BLO,2008JJ00,,191.0,242.0,0.1,0.2,0.0,12.7,11.3,11.8,23.0,8.5,9.9,5.8,16.4,0.0,0.4
2477,GRONT ,BLO,2012JJ00,,232.0,549.0,0.2,27.5,17.6,4.3,6.8,6.3,0.8,5.7,4.9,4.4,2.2,4.2,15.4
2478,GRONT ,ALS,1995JJ00,,,,,,,,,,,,,,,,
2479,GRONT ,ALS,1998JJ00,,,,,,,,,,,,,,,,
2480,GRONT ,ALS,2000JJ00,,,,,,,,,,,,,,,,
2481,GRONT ,ALS,2004JJ00,42.0,44.0,325.0,3.8,3.4,4.3,22.5,10.7,1.3,6.0,7.9,2.9,12.8,2.6,15.4,10.3
2482,GRONT ,ALS,2008JJ00,,,,,,,,,,,,,,,,
2483,GRONT ,ALS,2012JJ00,,,,,,,,,,,,,,,,
2484,GRONT ,ANJ,1995JJ00,9.0,8.0,28.0,0.1,,,,,,,,,,,,
2485,GRONT ,ANJ,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2486,GRONT ,ANJ,2000JJ00,7.0,3.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2487,GRONT ,ANJ,2004JJ00,,,,,,,,,,,,,,,,
2488,GRONT ,ANJ,2008JJ00,,,,,,,,,,,,,,,,
2489,GRONT ,ANJ,2012JJ00,,,,,,,,,,,,,,,,
2490,GRONT ,CHR,1995JJ00,126.0,141.0,249.0,0.3,0.5,10.0,8.3,9.7,10.5,8.6,29.4,23.1,0.0,0.0,0.0,0.0
2491,GRONT ,CHR,1998JJ00,138.0,172.0,319.0,0.4,28.4,7.1,0.0,3.6,3.6,16.0,19.5,14.2,0.0,3.2,4.4,0.0
2492,GRONT ,CHR,2000JJ00,88.0,79.0,1291.0,1.7,0.0,0.7,0.3,43.5,54.1,1.1,0.0,0.0,0.0,0.0,0.2,0.0
2493,GRONT ,CHR,2004JJ00,79.0,210.0,798.0,1.2,4.7,3.1,21.1,6.5,4.1,9.7,6.1,7.3,13.3,7.3,8.3,8.5
2494,GRONT ,CHR,2008JJ00,25.0,96.0,60.0,0.1,0.0,0.0,27.1,13.6,0.0,59.3,0.0,0.0,0.0,0.0,0.0,0.0
2495,GRONT ,CHR,2012JJ00,48.0,152.0,445.0,0.9,32.3,20.1,3.8,7.9,5.4,0.9,1.3,3.4,4.1,1.1,3.6,16.3
2496,GRONT ,FRE,1995JJ00,39.0,39.0,76.0,0.3,0.0,1.7,5.9,0.0,47.5,19.7,1.5,1.7,1.4,0.0,0.0,20.6
2497,GRONT ,FRE,1998JJ00,87.0,61.0,95.0,0.4,3.6,1.8,8.2,16.4,6.4,12.3,48.6,0.0,0.0,0.0,2.7,0.0
2498,GRONT ,FRE,2000JJ00,39.0,53.0,40.0,0.2,0.0,23.5,0.0,0.0,5.9,0.0,0.0,0.0,0.0,39.2,0.0,31.4
2499,GRONT ,FRE,2004JJ00,133.0,136.0,541.0,2.8,0.2,1.7,10.7,18.0,7.3,21.9,9.7,16.0,12.5,1.4,0.2,0.3
2500,GRONT ,FRE,2008JJ00,4.0,17.0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,29.3,58.0,12.7,0.0,0.0,0.0
2501,GRONT ,FRE,2012JJ00,6.0,8.0,12.0,0.1,0.0,18.6,0.0,0.0,0.0,0.0,81.4,0.0,0.0,0.0,0.0,0.0
2502,GRONT ,GER,1995JJ00,,,,,,,,,,,,,,,,
2503,GRONT ,GER,1998JJ00,16.0,17.0,102.0,0.5,0.0,4.5,4.5,0.0,60.9,13.6,0.3,0.6,0.0,0.3,0.0,15.2
2504,GRONT ,GER,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2505,GRONT ,GER,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2506,GRONT ,GER,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2507,GRONT ,GER,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2508,GRONT ,LES,1995JJ00,62.0,32.0,57.0,0.3,20.4,4.1,0.0,7.5,9.2,0.0,0.0,25.7,30.0,0.0,0.0,3.2
2509,GRONT ,LES,1998JJ00,53.0,9.0,36.0,0.2,0.0,0.0,6.0,18.0,9.0,4.5,2.5,60.0,0.0,0.0,0.0,0.0
2510,GRONT ,LES,2000JJ00,35.0,23.0,38.0,0.1,0.0,21.1,0.0,0.0,0.0,0.0,24.6,21.1,12.3,21.1,0.0,0.0
2511,GRONT ,LES,2004JJ00,26.0,32.0,21.0,0.1,0.0,57.6,13.6,0.0,0.0,1.7,0.0,0.0,0.0,0.0,13.6,13.6
2512,GRONT ,LES,2008JJ00,33.0,57.0,118.0,0.5,0.5,0.0,9.8,16.3,24.2,17.0,12.1,9.7,9.6,0.0,0.0,0.8
2513,GRONT ,LES,2012JJ00,20.0,25.0,59.0,0.3,3.1,6.9,3.5,3.5,17.9,0.0,23.3,10.7,7.0,2.0,12.4,9.7
2514,GRONT ,ORC,1995JJ00,,,,,,,,,,,,,,,,
2515,GRONT ,ORC,1998JJ00,6.0,6.0,15.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2516,GRONT ,ORC,2000JJ00,8.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
2517,GRONT ,ORC,2004JJ00,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2518,GRONT ,ORC,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2519,GRONT ,ORC,2012JJ00,14.0,19.0,26.0,0.1,19.5,0.0,18.6,0.0,0.0,0.0,8.2,20.9,8.5,13.4,0.0,10.8
2520,GRONT ,PPL,1995JJ00,,,,,,,,,,,,,,,,
2521,GRONT ,PPL,1998JJ00,35.0,21.0,2.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0
2522,GRONT ,PPL,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2523,GRONT ,PPL,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2524,GRONT ,PPL,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2525,GRONT ,PPL,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2526,GRONT ,PBD,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2527,GRONT ,PBD,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2528,GRONT ,PBD,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2529,GRONT ,PBD,2004JJ00,23.0,21.0,127.0,0.3,0.0,0.0,0.4,0.0,71.7,6.4,0.0,15.7,3.5,0.0,2.3,0.0
2530,GRONT ,PBD,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2531,GRONT ,PBD,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2532,GRONT ,PBI,1995JJ00,,,,,,,,,,,,,,,,
2533,GRONT ,PBI,1998JJ00,31.0,31.0,35.0,0.1,0.0,17.7,0.0,0.0,20.3,54.4,0.0,0.0,0.0,4.6,0.0,3.0
2534,GRONT ,PBI,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2535,GRONT ,PBI,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2536,GRONT ,PBI,2008JJ00,8.0,14.0,3.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2537,GRONT ,PBI,2012JJ00,13.0,29.0,7.0,0.0,0.8,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,0.0,50.5
2538,GRONT ,ROO,1995JJ00,76.0,70.0,544.0,0.6,0.0,0.0,21.2,6.8,0.0,0.0,10.4,0.0,0.0,61.6,0.0,0.0
2539,GRONT ,ROO,1998JJ00,157.0,189.0,1644.0,1.8,0.6,2.5,0.0,18.7,11.0,22.8,13.9,1.9,19.9,3.1,3.6,1.9
2540,GRONT ,ROO,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2541,GRONT ,ROO,2004JJ00,25.0,137.0,179.0,0.2,0.0,0.0,5.5,32.8,0.0,4.4,0.0,16.4,19.1,21.9,0.0,0.0
2542,GRONT ,ROO,2008JJ00,10.0,7.0,40.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
2543,GRONT ,ROO,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2544,GRONT ,CHS,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2545,GRONT ,CHS,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2546,GRONT ,CHS,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2547,GRONT ,CHS,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2548,GRONT ,CHS,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2549,GRONT ,CHS,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2550,GRONT ,CHA,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2551,GRONT ,CHA,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2552,GRONT ,CHA,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2553,GRONT ,CHA,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2554,GRONT ,CHA,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2555,GRONT ,CHA,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2556,POOTGO,TOT,1995JJ00,,13348.0,100398.0,0.1,,,,,,,,,,,,
2557,POOTGO,TOT,1998JJ00,,21815.0,121659.0,0.1,,,,,,,,,,,,
2558,POOTGO,TOT,2000JJ00,,27752.0,96412.0,0.1,,,,,,,,,,,,
2559,POOTGO,TOT,2004JJ00,,11973.0,112057.0,0.1,23.1,0.1,0.0,10.0,0.8,0.3,2.2,6.5,18.6,38.2,0.1,0.1
2560,POOTGO,TOT,2008JJ00,,43384.0,108355.0,0.1,13.8,0.0,0.0,13.4,11.3,0.8,2.1,5.4,16.3,36.8,0.0,0.0
2561,POOTGO,TOT,2012JJ00,,18088.0,45163.0,0.1,5.5,0.0,0.0,40.0,1.4,0.3,6.6,6.9,5.9,33.4,0.0,0.0
