ID,Toepassingsgroepen,TeeltsectorenEnGewassen,Perioden,BedrijvenMetGebruik_1,OppervlakteMetGebruik_2,GebruikPerJaar_3,GebruikPerHectare_4,Januari_5,Februari_6,Maart_7,April_8,Mei_9,Juni_10,Juli_11,Augustus_12,September_13,Oktober_14,November_15,December_16
870,SCHIM ,CIC,1995JJ00,,,,,,,,,,,,,,,,
871,SCHIM ,CIC,1998JJ00,33.0,214.0,192.0,0.0,0.0,0.0,0.0,99.2,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0
872,SCHIM ,CIC,2000JJ00,11.0,31.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
873,SCHIM ,CIC,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,SCHIM ,CIC,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875,SCHIM ,CIC,2012JJ00,126.0,1044.0,224.0,0.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,42.7,28.0,22.1,0.0,0.0
876,SCHIM ,CON,1995JJ00,12668.0,80032.0,675960.0,8.4,0.1,0.0,0.0,0.6,3.7,35.0,33.6,22.1,4.9,0.0,0.0,0.0
877,SCHIM ,CON,1998JJ00,11459.0,84346.0,961096.0,11.4,0.0,0.0,0.0,0.1,0.8,38.8,36.6,17.9,5.7,0.0,0.0,0.0
878,SCHIM ,CON,2000JJ00,10543.0,87173.0,821163.0,9.4,0.0,0.0,0.0,0.4,9.1,36.9,34.0,17.3,2.2,0.0,0.0,0.0
879,SCHIM ,CON,2004JJ00,7939.0,72598.0,604009.0,8.3,0.3,0.0,0.0,1.8,8.2,38.1,30.7,19.2,1.6,0.0,0.0,0.0
880,SCHIM ,CON,2008JJ00,6512.0,68541.0,610135.0,8.8,0.0,0.0,0.0,1.1,10.7,49.1,27.3,10.5,1.2,0.0,0.0,0.0
881,SCHIM ,CON,2012JJ00,5641.0,66861.0,448449.0,6.6,0.2,0.0,0.0,0.6,5.5,30.2,50.2,11.5,1.8,0.1,0.0,0.0
882,SCHIM ,ERG,1995JJ00,416.0,2559.0,1763.0,0.2,10.1,0.0,0.0,0.0,6.4,75.5,8.0,0.0,0.0,0.0,0.0,0.0
883,SCHIM ,ERG,1998JJ00,332.0,2326.0,1340.0,0.3,0.0,0.0,0.0,0.0,0.0,67.8,32.2,0.0,0.0,0.0,0.0,0.0
884,SCHIM ,ERG,2000JJ00,420.0,2274.0,1312.0,0.2,0.0,0.0,0.0,0.0,12.5,49.5,37.9,0.0,0.0,0.0,0.0,0.0
885,SCHIM ,ERG,2004JJ00,422.0,2781.0,1521.0,0.3,0.0,0.0,0.0,0.0,2.1,60.2,37.7,0.0,0.0,0.0,0.0,0.0
886,SCHIM ,ERG,2008JJ00,488.0,3967.0,1903.0,0.3,0.0,0.0,0.0,0.0,7.7,61.8,30.5,0.0,0.0,0.0,0.0,0.0
887,SCHIM ,ERG,2012JJ00,156.0,1166.0,1483.0,0.4,0.0,0.0,0.0,0.0,19.0,65.4,15.6,0.0,0.0,0.0,0.0,0.0
888,SCHIM ,GRA,1995JJ00,1815.0,13889.0,2917.0,0.1,0.2,0.0,0.0,0.6,23.6,63.7,10.3,0.0,0.0,1.6,0.0,0.0
889,SCHIM ,GRA,1998JJ00,2284.0,19312.0,4405.0,0.2,0.0,0.0,0.0,0.0,23.1,63.9,11.1,1.9,0.0,0.0,0.0,0.0
890,SCHIM ,GRA,2000JJ00,1664.0,13614.0,2943.0,0.1,5.9,0.0,0.0,25.6,24.6,34.4,9.3,0.3,0.0,0.0,0.0,0.0
891,SCHIM ,GRA,2004JJ00,1905.0,18612.0,6688.0,0.3,1.0,0.0,0.0,3.7,3.4,74.6,16.1,1.3,0.0,0.0,0.0,0.0
892,SCHIM ,GRA,2008JJ00,1289.0,12047.0,4970.0,0.3,0.0,0.0,0.0,3.5,18.8,70.2,7.5,0.0,0.0,0.0,0.0,0.0
893,SCHIM ,GRA,2012JJ00,990.0,9525.0,5090.0,0.4,0.0,0.0,0.0,3.0,3.4,73.2,20.4,0.0,0.0,0.0,0.0,0.0
894,SCHIM ,KOO,1995JJ00,,,,,,,,,,,,,,,,
895,SCHIM ,KOO,1998JJ00,,,,,,,,,,,,,,,,
896,SCHIM ,KOO,2000JJ00,48.0,307.0,126.0,0.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,SCHIM ,KOO,2004JJ00,,,,,,,,,,,,,,,,
898,SCHIM ,KOO,2008JJ00,247.0,1866.0,367.0,0.2,2.1,0.0,0.0,69.4,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,SCHIM ,KOO,2012JJ00,180.0,1288.0,219.0,0.1,6.8,0.0,0.0,37.3,27.7,17.8,4.7,0.0,0.0,5.7,0.0,0.0
900,SCHIM ,PUI,1995JJ00,,,,,,,,,,,,,,,,
901,SCHIM ,PUI,1998JJ00,1046.0,4505.0,74580.0,16.6,0.2,0.0,0.0,1.8,15.2,46.2,33.0,3.6,0.0,0.0,0.0,0.0
902,SCHIM ,PUI,2000JJ00,1067.0,5141.0,81508.0,15.4,0.4,0.0,0.0,0.8,19.5,48.5,28.6,2.2,0.0,0.0,0.0,0.0
903,SCHIM ,PUI,2004JJ00,891.0,5603.0,86539.0,15.4,0.2,0.0,0.0,0.1,13.8,55.8,29.3,0.8,0.0,0.0,0.0,0.0
904,SCHIM ,PUI,2008JJ00,695.0,4951.0,71163.0,13.8,0.1,0.0,0.0,0.2,12.8,46.6,36.9,3.5,0.0,0.0,0.0,0.0
905,SCHIM ,PUI,2012JJ00,517.0,4549.0,58134.0,10.0,0.0,0.0,0.0,0.0,20.3,51.6,25.7,2.4,0.0,0.0,0.0,0.0
906,SCHIM ,POO,1995JJ00,3346.0,37799.0,340136.0,9.0,0.3,0.0,0.0,16.3,8.0,39.5,29.0,4.5,2.2,0.2,0.0,0.0
907,SCHIM ,POO,1998JJ00,3276.0,39948.0,495773.0,12.4,0.1,0.0,0.0,1.8,14.3,39.4,36.2,7.1,0.8,0.3,0.0,0.0
908,SCHIM ,POO,2000JJ00,3319.0,41802.0,434722.0,10.4,0.0,0.0,0.0,7.4,16.4,41.4,30.0,3.4,1.1,0.3,0.0,0.0
909,SCHIM ,POO,2004JJ00,2451.0,39739.0,304892.0,7.7,1.2,0.0,0.0,20.1,10.9,42.7,21.7,3.3,0.0,0.0,0.0,0.0
910,SCHIM ,POO,2008JJ00,2031.0,36005.0,301881.0,8.3,0.0,0.0,0.0,8.5,12.2,53.2,24.9,1.1,0.1,0.0,0.0,0.0
911,SCHIM ,POO,2012JJ00,2166.0,36811.0,270667.0,6.9,2.1,0.0,0.0,13.4,7.7,42.8,30.4,3.0,0.6,0.0,0.0,0.0
912,SCHIM ,SNY,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
913,SCHIM ,SNY,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,SCHIM ,SNY,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,SCHIM ,SNY,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916,SCHIM ,SNY,2008JJ00,525.0,5709.0,687.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
917,SCHIM ,SNY,2012JJ00,483.0,4321.0,5844.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,SCHIM ,SUI,1995JJ00,2320.0,10101.0,2862.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,6.3,22.3,45.3,17.1,0.0,0.0
919,SCHIM ,SUI,1998JJ00,2411.0,19825.0,7909.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,11.5,49.6,38.9,0.0,0.0,0.0
920,SCHIM ,SUI,2000JJ00,662.0,7728.0,2579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.4,43.6,0.0,0.0,0.0
921,SCHIM ,SUI,2004JJ00,1692.0,12357.0,1609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,30.4,51.2,1.9,0.0,0.0
922,SCHIM ,SUI,2008JJ00,5802.0,41738.0,17595.0,0.2,0.0,0.0,0.0,0.0,0.0,2.6,21.8,55.2,19.9,0.5,0.0,0.0
923,SCHIM ,SUI,2012JJ00,6024.0,54776.0,33581.0,0.5,0.1,0.0,0.0,0.0,0.0,1.5,18.1,55.5,24.3,0.5,0.0,0.0
924,SCHIM ,VEL,1995JJ00,,,,,,,,,,,,,,,,
925,SCHIM ,VEL,1998JJ00,,,,,,,,,,,,,,,,
926,SCHIM ,VEL,2000JJ00,102.0,542.0,583.0,0.9,0.0,0.0,0.0,0.0,12.3,14.1,31.8,24.7,17.1,0.0,0.0,0.0
927,SCHIM ,VEL,2004JJ00,,,,,,,,,,,,,,,,
928,SCHIM ,VEL,2008JJ00,,,,,,,,,,,,,,,,
929,SCHIM ,VEL,2012JJ00,,,,,,,,,,,,,,,,
930,SCHIM ,VLA,1995JJ00,,,,,,,,,,,,,,,,
931,SCHIM ,VLA,1998JJ00,,,,,,,,,,,,,,,,
932,SCHIM ,VLA,2000JJ00,11.0,54.0,2.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
933,SCHIM ,VLA,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,SCHIM ,VLA,2008JJ00,10.0,64.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
935,SCHIM ,VLA,2012JJ00,8.0,49.0,2.0,0.0,0.0,0.0,0.0,0.0,33.2,66.8,0.0,0.0,0.0,0.0,0.0,0.0
936,SCHIM ,WTA,1995JJ00,10407.0,115418.0,74157.0,0.6,0.0,0.0,0.0,3.6,42.5,52.9,1.0,0.0,0.0,0.0,0.0,0.0
937,SCHIM ,WTA,1998JJ00,10694.0,122945.0,112015.0,0.9,1.1,0.0,0.0,27.0,46.9,24.7,0.2,0.0,0.2,0.0,0.0,0.0
938,SCHIM ,WTA,2000JJ00,11099.0,118430.0,75096.0,0.6,0.0,0.0,0.0,20.1,51.4,28.3,0.1,0.0,0.0,0.0,0.0,0.0
939,SCHIM ,WTA,2004JJ00,9633.0,114685.0,62679.0,0.5,0.7,0.0,0.0,25.7,49.7,23.3,0.6,0.0,0.0,0.0,0.0,0.0
940,SCHIM ,WTA,2008JJ00,8864.0,135104.0,94707.0,0.7,0.1,0.0,0.0,27.0,55.6,10.7,0.0,0.0,0.0,6.6,0.0,0.0
941,SCHIM ,WTA,2012JJ00,7047.0,107531.0,73472.0,0.5,0.0,0.0,0.0,17.6,55.9,24.8,1.7,0.0,0.0,0.0,0.0,0.0
942,SCHIM ,ZUI,1995JJ00,2975.0,11239.0,115882.0,9.9,1.1,0.0,0.0,0.7,0.6,20.3,55.0,21.1,1.1,0.0,0.0,0.0
943,SCHIM ,ZUI,1998JJ00,2919.0,13078.0,211018.0,16.0,0.0,0.0,0.0,0.0,0.2,20.3,45.4,31.8,2.3,0.0,0.0,0.0
944,SCHIM ,ZUI,2000JJ00,2933.0,13978.0,204301.0,14.6,0.0,0.0,0.0,0.2,0.0,22.7,49.7,26.6,0.7,0.0,0.0,0.0
945,SCHIM ,ZUI,2004JJ00,3172.0,19888.0,323774.0,16.3,0.0,0.0,0.0,0.0,0.0,27.5,49.1,23.4,0.0,0.0,0.0,0.0
946,SCHIM ,ZUI,2008JJ00,2706.0,19998.0,328475.0,16.2,0.0,0.0,0.0,0.0,0.3,17.6,54.9,26.7,0.6,0.0,0.0,0.0
947,SCHIM ,ZUI,2012JJ00,2132.0,15471.0,257220.0,12.3,0.0,0.0,0.0,0.0,0.0,16.3,52.9,30.6,0.2,0.0,0.0,0.0
948,SCHIM ,ZET,1995JJ00,3735.0,61345.0,498838.0,8.1,0.0,0.0,0.0,1.1,1.1,15.8,41.0,25.6,14.4,0.9,0.0,0.0
949,SCHIM ,ZET,1998JJ00,3516.0,56962.0,486270.0,8.5,0.0,0.0,0.0,1.0,0.1,23.9,39.7,25.8,9.4,0.0,0.0,0.0
950,SCHIM ,ZET,2000JJ00,2918.0,50958.0,531672.0,10.4,0.0,0.0,0.0,0.7,2.2,34.4,34.7,22.9,5.1,0.0,0.0,0.0
951,SCHIM ,ZET,2004JJ00,2163.0,51496.0,580669.0,11.3,0.2,0.0,0.0,2.1,1.3,42.1,37.8,13.7,2.7,0.0,0.0,0.0
952,SCHIM ,ZET,2008JJ00,1741.0,46034.0,581879.0,12.6,0.0,0.0,0.0,0.7,0.2,32.2,39.9,21.9,5.1,0.0,0.0,0.0
953,SCHIM ,ZET,2012JJ00,1163.0,35399.0,473455.0,10.9,0.2,0.0,0.0,0.5,0.2,30.5,42.3,20.4,5.8,0.0,0.0,0.0
954,SCHIM ,ZTA,1995JJ00,,,,,,,,,,,,,,,,
955,SCHIM ,ZTA,1998JJ00,,,,,,,,,,,,,,,,
956,SCHIM ,ZTA,2000JJ00,,,,,,,,,,,,,,,,
957,SCHIM ,ZTA,2004JJ00,2944.0,16781.0,9189.0,0.4,0.2,0.0,0.0,0.0,25.8,72.4,1.5,0.0,0.0,0.0,0.0,0.0
958,SCHIM ,ZTA,2008JJ00,2353.0,15542.0,5072.0,0.3,0.0,0.0,0.0,0.0,20.4,79.6,0.0,0.0,0.0,0.0,0.0,0.0
959,SCHIM ,ZTA,2012JJ00,1635.0,11905.0,5320.0,0.3,0.0,0.0,0.0,3.1,38.2,58.7,0.0,0.0,0.0,0.0,0.0,0.0
960,SCHIM ,ZOM,1995JJ00,3599.0,20580.0,7414.0,0.2,0.2,0.0,0.0,3.0,27.9,63.9,5.0,0.0,0.0,0.0,0.0,0.0
961,SCHIM ,ZOM,1998JJ00,4753.0,29314.0,9299.0,0.3,3.3,0.0,0.0,0.4,30.4,65.9,0.0,0.0,0.0,0.0,0.0,0.0
962,SCHIM ,ZOM,2000JJ00,2341.0,37256.0,18903.0,0.4,0.0,0.0,0.0,0.3,29.6,66.7,3.4,0.0,0.0,0.0,0.0,0.0
963,SCHIM ,ZOM,2004JJ00,4942.0,38677.0,16252.0,0.4,0.0,0.0,0.0,1.9,56.4,40.1,1.5,0.0,0.0,0.0,0.0,0.0
964,SCHIM ,ZOM,2008JJ00,3719.0,35892.0,10435.0,0.2,0.0,0.0,0.0,0.0,19.5,80.5,0.0,0.0,0.0,0.0,0.0,0.0
965,SCHIM ,ZOM,2012JJ00,2839.0,23350.0,4141.0,0.2,0.0,0.0,0.0,0.0,19.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
966,SCHIM ,GRO,1995JJ00,,24011.0,67432.0,1.8,0.5,0.0,0.0,1.2,3.3,5.5,20.4,28.5,25.7,14.9,0.0,0.0
967,SCHIM ,GRO,1998JJ00,,27850.0,91039.0,2.7,1.7,0.0,0.0,1.0,2.7,7.2,22.2,34.3,22.2,8.7,0.0,0.0
968,SCHIM ,GRO,2000JJ00,,21824.0,67610.0,2.2,0.6,0.0,0.0,0.8,1.8,6.4,20.4,34.8,24.3,10.9,0.0,0.0
969,SCHIM ,GRO,2004JJ00,,25194.0,69535.0,2.2,0.6,0.0,0.0,1.7,4.1,8.5,23.5,27.7,20.0,14.0,0.0,0.0
970,SCHIM ,GRO,2008JJ00,,18891.0,38300.0,1.2,0.6,0.0,0.0,0.6,3.5,8.3,24.6,36.8,20.7,4.9,0.0,0.0
971,SCHIM ,GRO,2012JJ00,,20752.0,55024.0,1.7,0.9,0.0,0.0,0.9,4.6,8.7,30.3,26.2,20.7,7.8,0.0,0.0
972,SCHIM ,AAR,1995JJ00,1456.0,1751.0,12091.0,6.9,0.8,0.0,0.0,4.8,18.4,15.5,16.2,14.2,17.7,12.4,0.0,0.0
973,SCHIM ,AAR,1998JJ00,1269.0,1910.0,13124.0,6.7,4.7,0.0,0.0,6.0,17.2,15.9,18.4,17.6,9.1,11.1,0.0,0.0
974,SCHIM ,AAR,2000JJ00,930.0,1732.0,9906.0,5.7,2.2,0.0,0.0,8.5,18.8,25.0,18.4,15.4,6.7,5.0,0.0,0.0
975,SCHIM ,AAR,2004JJ00,713.0,2012.0,17200.0,8.1,1.8,0.0,0.0,6.0,16.0,19.1,19.3,15.0,10.3,12.7,0.0,0.0
976,SCHIM ,AAR,2008JJ00,318.0,1119.0,5445.0,4.3,1.8,0.0,0.0,4.4,21.7,23.2,22.2,19.0,5.3,2.4,0.0,0.0
977,SCHIM ,AAR,2012JJ00,281.0,1250.0,11549.0,7.8,3.8,0.0,0.0,3.2,16.9,25.9,26.0,21.1,2.7,0.3,0.0,0.0
978,SCHIM ,ASP,1995JJ00,1187.0,1712.0,9537.0,4.1,0.0,0.0,0.0,0.8,0.2,1.6,18.5,46.0,29.8,3.0,0.0,0.0
979,SCHIM ,ASP,1998JJ00,1133.0,1753.0,11209.0,4.9,0.8,0.0,0.0,0.0,0.0,5.0,18.5,50.1,25.0,0.8,0.0,0.0
980,SCHIM ,ASP,2000JJ00,837.0,1320.0,11733.0,5.6,0.4,0.0,0.0,0.0,1.1,6.4,19.2,51.8,21.1,0.0,0.0,0.0
981,SCHIM ,ASP,2004JJ00,720.0,1801.0,6523.0,2.8,0.0,0.0,0.0,1.2,1.2,9.8,20.4,43.6,23.8,0.0,0.0,0.0
982,SCHIM ,ASP,2008JJ00,331.0,1299.0,9582.0,3.9,0.0,0.0,0.0,0.0,0.0,5.1,25.6,44.3,25.0,0.0,0.0,0.0
983,SCHIM ,ASP,2012JJ00,337.0,1199.0,7176.0,2.5,0.0,0.0,0.0,0.0,0.2,5.6,29.2,41.0,23.9,0.0,0.0,0.0
984,SCHIM ,BLK,1995JJ00,,,,,,,,,,,,,,,,
985,SCHIM ,BLK,1998JJ00,,,,,,,,,,,,,,,,
986,SCHIM ,BLK,2000JJ00,,,,,,,,,,,,,,,,
987,SCHIM ,BLK,2004JJ00,113.0,1207.0,77.0,0.0,16.8,0.0,0.0,0.0,7.6,0.1,1.4,0.0,39.3,34.8,0.0,0.0
988,SCHIM ,BLK,2008JJ00,122.0,1307.0,218.0,0.1,0.4,0.0,0.0,0.0,1.2,0.0,7.8,20.0,36.2,34.4,0.0,0.0
989,SCHIM ,BLK,2012JJ00,81.0,725.0,1196.0,0.5,0.0,0.0,0.0,0.0,0.0,5.6,32.9,25.8,32.1,3.6,0.0,0.0
990,SCHIM ,BRO,1995JJ00,,,,,,,,,,,,,,,,
991,SCHIM ,BRO,1998JJ00,,,,,,,,,,,,,,,,
992,SCHIM ,BRO,2000JJ00,,,,,,,,,,,,,,,,
993,SCHIM ,BRO,2004JJ00,,,,,,,,,,,,,,,,
994,SCHIM ,BRO,2008JJ00,,,,,,,,,,,,,,,,
995,SCHIM ,BRO,2012JJ00,24.0,639.0,409.0,0.2,0.0,0.0,0.0,0.0,5.5,7.1,24.8,51.7,8.9,2.1,0.0,0.0
996,SCHIM ,PRE,1995JJ00,1485.0,3688.0,11716.0,3.0,1.4,0.0,0.0,0.8,0.8,4.0,7.3,7.8,35.4,42.5,0.0,0.0
997,SCHIM ,PRE,1998JJ00,1183.0,3596.0,18426.0,5.1,4.6,0.0,0.0,0.5,1.1,7.8,8.8,11.2,38.9,27.0,0.0,0.0
998,SCHIM ,PRE,2000JJ00,937.0,3000.0,14896.0,4.7,2.2,0.0,0.0,0.8,0.9,3.7,6.1,21.9,34.5,29.9,0.0,0.0
999,SCHIM ,PRE,2004JJ00,666.0,2960.0,13812.0,4.5,0.7,0.0,0.0,0.4,0.2,2.4,7.3,16.0,36.3,36.7,0.0,0.0
1000,SCHIM ,PRE,2008JJ00,411.0,1945.0,2983.0,1.0,3.2,0.0,0.0,0.0,2.6,4.0,13.2,31.1,36.2,9.7,0.0,0.0
1001,SCHIM ,PRE,2012JJ00,290.0,1871.0,5265.0,2.2,1.0,0.0,0.0,1.8,4.4,7.4,11.3,10.9,22.6,40.6,0.0,0.0
1002,SCHIM ,SCH,1995JJ00,406.0,1337.0,15234.0,10.3,0.0,0.0,0.0,0.0,0.0,2.1,38.6,40.9,16.7,1.6,0.0,0.0
1003,SCHIM ,SCH,1998JJ00,432.0,1713.0,19417.0,10.6,0.0,0.0,0.0,0.0,0.0,11.0,50.6,31.7,6.7,0.0,0.0,0.0
1004,SCHIM ,SCH,2000JJ00,,,,,,,,,,,,,,,,
1005,SCHIM ,SCH,2004JJ00,206.0,925.0,7457.0,7.3,0.0,0.0,0.0,0.0,0.0,6.0,51.0,34.8,8.2,0.0,0.0,0.0
1006,SCHIM ,SCH,2008JJ00,119.0,615.0,3516.0,3.7,0.0,0.0,0.0,0.0,0.0,9.6,32.0,40.8,17.6,0.0,0.0,0.0
1007,SCHIM ,SCH,2012JJ00,111.0,770.0,5953.0,6.8,0.0,0.0,0.0,0.0,4.1,3.4,54.0,10.3,28.1,0.0,0.0,0.0
1008,SCHIM ,SLA,1995JJ00,479.0,956.0,2858.0,2.7,1.9,0.0,0.0,5.4,9.5,21.5,21.0,22.5,18.2,0.2,0.0,0.0
1009,SCHIM ,SLA,1998JJ00,,,,,,,,,,,,,,,,
1010,SCHIM ,SLA,2000JJ00,,,,,,,,,,,,,,,,
1011,SCHIM ,SLA,2004JJ00,,,,,,,,,,,,,,,,
1012,SCHIM ,SLA,2008JJ00,,,,,,,,,,,,,,,,
1013,SCHIM ,SLA,2012JJ00,,,,,,,,,,,,,,,,
1014,SCHIM ,SLU,1995JJ00,780.0,1955.0,1858.0,0.6,0.0,0.0,0.0,0.0,1.2,1.2,4.3,41.9,40.6,10.9,0.0,0.0
1015,SCHIM ,SLU,1998JJ00,763.0,2476.0,1902.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,4.8,50.0,36.8,7.7,0.0,0.0
1016,SCHIM ,SLU,2000JJ00,607.0,2013.0,1638.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,7.1,51.0,38.8,3.1,0.0,0.0
1017,SCHIM ,SLU,2004JJ00,343.0,1844.0,628.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,13.1,44.7,38.4,3.8,0.0,0.0
1018,SCHIM ,SLU,2008JJ00,377.0,1776.0,2007.0,0.7,1.0,0.0,0.0,0.0,0.0,2.0,8.7,42.1,43.4,2.8,0.0,0.0
1019,SCHIM ,SLU,2012JJ00,317.0,1738.0,3140.0,1.2,0.0,0.0,0.0,0.0,0.1,1.0,18.9,31.1,46.5,2.4,0.0,0.0
1020,SCHIM ,SPR,1995JJ00,687.0,3163.0,3817.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,4.8,21.7,44.7,28.9,0.0,0.0
1021,SCHIM ,SPR,1998JJ00,751.0,4604.0,8295.0,1.8,0.1,0.0,0.0,0.0,0.0,0.7,8.2,38.3,46.6,6.0,0.0,0.0
1022,SCHIM ,SPR,2000JJ00,590.0,4690.0,16919.0,3.5,0.0,0.0,0.0,0.0,0.0,0.4,12.2,31.1,36.7,19.6,0.0,0.0
1023,SCHIM ,SPR,2004JJ00,343.0,3436.0,14789.0,4.3,0.0,0.0,0.0,0.0,0.0,7.1,28.9,25.3,23.0,15.7,0.0,0.0
1024,SCHIM ,SPR,2008JJ00,244.0,2291.0,7603.0,2.3,0.0,0.0,0.0,0.0,0.0,8.7,24.4,31.0,20.2,15.6,0.0,0.0
1025,SCHIM ,SPR,2012JJ00,164.0,2371.0,11855.0,4.4,0.0,0.0,0.0,0.0,0.0,0.9,30.8,31.9,21.8,14.7,0.0,0.0
1026,SCHIM ,STA,1995JJ00,594.0,2859.0,2203.0,0.5,0.0,0.0,0.0,0.0,0.0,9.6,39.7,47.4,3.2,0.0,0.0,0.0
1027,SCHIM ,STA,1998JJ00,677.0,4038.0,3563.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,10.5,77.3,12.2,0.0,0.0,0.0
1028,SCHIM ,STA,2000JJ00,484.0,2620.0,2890.0,0.8,0.0,0.0,0.0,0.0,0.0,15.3,19.9,52.3,11.8,0.8,0.0,0.0
1029,SCHIM ,STA,2004JJ00,604.0,4385.0,4089.0,0.9,0.0,0.0,0.0,0.0,0.0,1.7,28.6,60.7,9.0,0.0,0.0,0.0
1030,SCHIM ,STA,2008JJ00,399.0,2859.0,3151.0,0.9,0.0,0.0,0.0,0.0,0.0,0.2,39.1,59.2,1.5,0.0,0.0,0.0
1031,SCHIM ,STA,2012JJ00,285.0,1944.0,2107.0,0.9,0.0,0.0,0.0,0.0,0.2,11.3,43.7,30.9,13.9,0.0,0.0,0.0
1032,SCHIM ,WAS,1995JJ00,350.0,1385.0,1203.0,0.4,0.0,0.0,0.0,0.0,0.5,0.4,23.6,43.6,32.0,0.0,0.0,0.0
1033,SCHIM ,WAS,1998JJ00,421.0,2192.0,2563.0,0.9,0.0,0.0,0.0,0.0,0.0,11.2,41.9,32.3,14.6,0.0,0.0,0.0
1034,SCHIM ,WAS,2000JJ00,325.0,1692.0,1803.0,0.6,0.0,0.0,0.0,0.0,0.0,2.4,31.6,58.9,7.1,0.0,0.0,0.0
1035,SCHIM ,WAS,2004JJ00,336.0,1556.0,987.0,0.4,0.0,0.0,0.0,0.0,0.0,6.5,54.2,27.3,7.2,4.9,0.0,0.0
1036,SCHIM ,WAS,2008JJ00,347.0,1780.0,817.0,0.3,0.0,0.0,0.0,0.0,11.5,31.6,34.2,18.8,3.5,0.2,0.0,0.0
1037,SCHIM ,WAS,2012JJ00,262.0,1634.0,841.0,0.3,0.0,0.0,0.0,0.0,0.0,21.3,58.8,18.6,1.4,0.0,0.0,0.0
1038,SCHIM ,WPE,1995JJ00,1169.0,3738.0,5812.0,1.2,0.0,0.0,0.0,0.0,0.0,0.4,8.6,33.1,44.5,13.4,0.0,0.0
1039,SCHIM ,WPE,1998JJ00,1072.0,4032.0,12081.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,17.4,60.4,19.2,3.1,0.0,0.0
1040,SCHIM ,WPE,2000JJ00,990.0,3885.0,7303.0,1.5,0.0,0.0,0.0,0.0,0.0,1.8,12.3,44.5,38.6,2.8,0.0,0.0
1041,SCHIM ,WPE,2004JJ00,861.0,4874.0,3899.0,0.7,0.0,0.0,0.0,0.0,0.5,0.0,20.4,58.1,21.0,0.1,0.0,0.0
1042,SCHIM ,WPE,2008JJ00,688.0,3752.0,2863.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,24.2,40.8,31.4,3.2,0.0,0.0
1043,SCHIM ,WPE,2012JJ00,657.0,4762.0,5320.0,0.9,0.0,0.0,0.0,0.0,0.8,2.4,30.2,31.9,30.4,4.3,0.0,0.0
1044,SCHIM ,WIT,1995JJ00,364.0,1468.0,1104.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,1.6,16.5,27.5,53.6,0.0,0.0
1045,SCHIM ,WIT,1998JJ00,239.0,1151.0,458.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7,11.0,76.4,0.0,0.0
1046,SCHIM ,WIT,2000JJ00,200.0,873.0,522.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.1,64.9,0.0,0.0
