ID,Betalingsplichtigen,Perioden,TotaalMilieubelastingenEnHeffingen_1,TotaleOpbrengstMilieubelastingen_2,TotaalBelastingenOpMilieugrondslag_3,Afvalstoffenbelasting_4,Brandstoffenbelasting_5,Energiebelasting_6,Emissierechten_7,LeidingwaterEnGrondwaterbelasting_8,Verpakkingenbelasting_9,Vliegbelasting_10,TotaalBelastingenMBTMobiliteit_11,AccijnsOpBenzineEnOvMineraleOlien_12,BelastPersonenautoSEnMotorrijwielen_13,Motorrijtuigenbelasting_14,Mineralenheffingen_15,TotaleOpbrengstMilieuheffingen_16,AfvalstoffenheffingEnReinigingsrechten_17,GeluidsheffingBurgerluchtvaart_18,GrondwaterheffingEnNazorgheffing_19,RioolheffingEnRioolrechten_20,Waterverontreinigingsheffing_21
864,350600 ,2019JJ00,142.0,138.0,17.0,1.0,0.0,15.0,1.0,0.0,0.0,,121.0,111.0,3.0,7.0,,4.0,3.0,,0.0,1.0,0.0
865,350600 ,2020JJ00,128.0,124.0,19.0,0.0,0.0,17.0,1.0,1.0,0.0,,105.0,95.0,3.0,7.0,,4.0,2.0,,0.0,2.0,0.0
866,350600 ,2021JJ00,140.0,136.0,20.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,116.0,107.0,3.0,6.0,,4.0,2.0,,0.0,2.0,0.0
867,350600 ,2022JJ00,127.0,123.0,20.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,103.0,92.0,3.0,8.0,,4.0,2.0,,0.0,2.0,0.0
868,351900 ,1995JJ00,92.0,80.0,4.0,2.0,2.0,0.0,0.0,0.0,,,76.0,14.0,30.0,32.0,,12.0,7.0,,0.0,1.0,4.0
869,351900 ,1996JJ00,109.0,97.0,6.0,3.0,2.0,1.0,0.0,0.0,,,91.0,15.0,39.0,37.0,,12.0,8.0,,0.0,1.0,4.0
870,351900 ,1997JJ00,116.0,103.0,6.0,3.0,2.0,1.0,0.0,0.0,,,97.0,18.0,55.0,24.0,,13.0,8.0,,0.0,1.0,4.0
871,351900 ,1998JJ00,128.0,113.0,7.0,4.0,3.0,0.0,0.0,0.0,,,106.0,21.0,62.0,23.0,,15.0,10.0,,0.0,1.0,4.0
872,351900 ,1999JJ00,151.0,138.0,7.0,4.0,2.0,1.0,0.0,0.0,,,131.0,25.0,78.0,28.0,,13.0,8.0,,0.0,1.0,4.0
873,351900 ,2000JJ00,151.0,134.0,11.0,6.0,3.0,2.0,0.0,0.0,,,123.0,34.0,66.0,23.0,,17.0,12.0,,0.0,1.0,4.0
874,351900 ,2001JJ00,173.0,155.0,25.0,8.0,1.0,16.0,0.0,0.0,,,130.0,34.0,73.0,23.0,,18.0,13.0,,0.0,1.0,4.0
875,351900 ,2002JJ00,165.0,147.0,20.0,8.0,2.0,10.0,0.0,0.0,,,127.0,45.0,59.0,23.0,,18.0,13.0,,0.0,1.0,4.0
876,351900 ,2003JJ00,173.0,154.0,19.0,6.0,1.0,12.0,0.0,0.0,,,135.0,55.0,55.0,25.0,,19.0,13.0,,0.0,2.0,4.0
877,351900 ,2004JJ00,186.0,168.0,20.0,2.0,0.0,18.0,0.0,0.0,,,148.0,59.0,62.0,27.0,,18.0,13.0,,0.0,1.0,4.0
878,351900 ,2005JJ00,217.0,199.0,33.0,4.0,0.0,29.0,0.0,0.0,,,166.0,71.0,64.0,31.0,,18.0,13.0,,0.0,1.0,4.0
879,351900 ,2006JJ00,245.0,227.0,37.0,5.0,0.0,32.0,0.0,0.0,,,190.0,86.0,69.0,35.0,,18.0,12.0,,0.0,2.0,4.0
880,351900 ,2007JJ00,281.0,263.0,25.0,4.0,0.0,21.0,0.0,0.0,,,238.0,99.0,101.0,38.0,,18.0,12.0,,0.0,2.0,4.0
881,351900 ,2008JJ00,310.0,292.0,33.0,3.0,0.0,30.0,0.0,0.0,0.0,0.0,259.0,119.0,98.0,42.0,,18.0,12.0,,0.0,2.0,4.0
882,351900 ,2009JJ00,317.0,299.0,36.0,1.0,0.0,35.0,0.0,0.0,0.0,0.0,263.0,136.0,80.0,47.0,,18.0,12.0,,0.0,2.0,4.0
883,351900 ,2010JJ00,278.0,260.0,28.0,1.0,0.0,25.0,0.0,2.0,0.0,,232.0,148.0,40.0,44.0,,18.0,12.0,,0.0,2.0,4.0
884,351900 ,2011JJ00,282.0,264.0,29.0,0.0,0.0,27.0,0.0,2.0,0.0,,235.0,142.0,46.0,47.0,,18.0,12.0,,0.0,2.0,4.0
885,351900 ,2012JJ00,233.0,213.0,24.0,-1.0,0.0,23.0,0.0,2.0,0.0,,189.0,125.0,24.0,40.0,,20.0,12.0,,0.0,4.0,4.0
886,351900 ,2013JJ00,232.0,215.0,29.0,0.0,0.0,27.0,0.0,2.0,0.0,,186.0,125.0,17.0,44.0,,17.0,12.0,,0.0,2.0,3.0
887,351900 ,2014JJ00,263.0,246.0,32.0,0.0,0.0,30.0,0.0,2.0,0.0,,214.0,152.0,15.0,47.0,,17.0,12.0,,0.0,2.0,3.0
888,351900 ,2015JJ00,288.0,271.0,31.0,0.0,0.0,29.0,0.0,2.0,0.0,,240.0,173.0,16.0,51.0,,17.0,12.0,,0.0,1.0,4.0
889,351900 ,2016JJ00,295.0,278.0,30.0,0.0,0.0,28.0,0.0,2.0,0.0,,248.0,184.0,14.0,50.0,,17.0,12.0,,0.0,1.0,4.0
890,351900 ,2017JJ00,305.0,287.0,33.0,1.0,0.0,30.0,0.0,2.0,0.0,,254.0,185.0,21.0,48.0,,18.0,12.0,,0.0,1.0,5.0
891,351900 ,2018JJ00,335.0,316.0,38.0,2.0,0.0,34.0,0.0,2.0,0.0,,278.0,206.0,24.0,48.0,,19.0,13.0,,0.0,1.0,5.0
892,351900 ,2019JJ00,346.0,325.0,44.0,1.0,0.0,40.0,0.0,3.0,0.0,,281.0,209.0,22.0,50.0,,21.0,13.0,,0.0,1.0,7.0
893,351900 ,2020JJ00,352.0,330.0,55.0,2.0,0.0,51.0,0.0,2.0,0.0,,275.0,208.0,17.0,50.0,,22.0,14.0,,0.0,1.0,7.0
894,351900 ,2021JJ00,366.0,340.0,56.0,2.0,0.0,52.0,0.0,2.0,0.0,0.0,284.0,208.0,19.0,57.0,,26.0,16.0,,0.0,1.0,9.0
895,351900 ,2022JJ00,347.0,321.0,65.0,2.0,0.0,60.0,0.0,3.0,0.0,0.0,256.0,185.0,19.0,52.0,,26.0,16.0,,0.0,1.0,9.0
896,300006 ,1995JJ00,1598.0,1426.0,119.0,17.0,101.0,0.0,0.0,1.0,,,1307.0,875.0,271.0,161.0,,172.0,52.0,24.0,0.0,50.0,46.0
897,300006 ,1996JJ00,1662.0,1523.0,165.0,16.0,109.0,39.0,0.0,1.0,,,1358.0,896.0,280.0,182.0,,139.0,50.0,9.0,0.0,33.0,47.0
898,300006 ,1997JJ00,1783.0,1624.0,202.0,12.0,102.0,86.0,0.0,2.0,,,1422.0,989.0,292.0,141.0,,159.0,66.0,6.0,0.0,36.0,52.0
899,300006 ,1998JJ00,1936.0,1784.0,201.0,14.0,107.0,79.0,0.0,1.0,,,1583.0,1073.0,355.0,155.0,,152.0,59.0,6.0,0.0,39.0,48.0
900,300006 ,1999JJ00,2028.0,1881.0,278.0,16.0,113.0,148.0,0.0,1.0,,,1603.0,1054.0,373.0,176.0,,147.0,51.0,7.0,0.0,41.0,48.0
901,300006 ,2000JJ00,2120.0,1930.0,320.0,22.0,108.0,189.0,0.0,1.0,,,1610.0,1074.0,371.0,165.0,,190.0,60.0,36.0,0.0,45.0,49.0
902,300006 ,2001JJ00,1964.0,1757.0,220.0,19.0,46.0,151.0,0.0,4.0,,,1537.0,1053.0,323.0,161.0,,207.0,65.0,43.0,0.0,48.0,51.0
903,300006 ,2002JJ00,1941.0,1724.0,175.0,23.0,51.0,96.0,0.0,5.0,,,1549.0,1126.0,269.0,154.0,,217.0,73.0,38.0,0.0,52.0,54.0
904,300006 ,2003JJ00,1935.0,1712.0,168.0,12.0,54.0,96.0,0.0,6.0,,,1544.0,1095.0,291.0,158.0,,223.0,78.0,37.0,0.0,54.0,54.0
905,300006 ,2004JJ00,2055.0,1843.0,204.0,8.0,0.0,190.0,0.0,6.0,,,1639.0,1188.0,284.0,167.0,,212.0,71.0,33.0,0.0,53.0,55.0
906,300006 ,2005JJ00,2271.0,2038.0,360.0,12.0,0.0,342.0,0.0,6.0,,,1678.0,1196.0,308.0,174.0,,233.0,73.0,48.0,0.0,56.0,56.0
907,300006 ,2006JJ00,2599.0,2336.0,481.0,21.0,0.0,454.0,0.0,6.0,,,1855.0,1339.0,337.0,179.0,,263.0,75.0,54.0,0.0,77.0,57.0
908,300006 ,2007JJ00,2511.0,2243.0,340.0,17.0,0.0,317.0,0.0,6.0,,,1903.0,1349.0,374.0,180.0,,268.0,76.0,55.0,0.0,82.0,55.0
909,300006 ,2008JJ00,2805.0,2536.0,504.0,13.0,0.0,447.0,0.0,6.0,23.0,15.0,2032.0,1472.0,369.0,191.0,,269.0,77.0,56.0,0.0,81.0,55.0
910,300006 ,2009JJ00,2683.0,2427.0,489.0,6.0,0.0,422.0,0.0,6.0,39.0,16.0,1938.0,1490.0,247.0,201.0,,256.0,76.0,49.0,0.0,86.0,45.0
911,300006 ,2010JJ00,2666.0,2421.0,495.0,4.0,0.0,438.0,0.0,10.0,43.0,,1926.0,1523.0,179.0,224.0,,245.0,79.0,42.0,0.0,78.0,46.0
912,300006 ,2011JJ00,2749.0,2512.0,501.0,2.0,0.0,446.0,0.0,11.0,42.0,,2011.0,1608.0,173.0,230.0,,237.0,73.0,35.0,0.0,82.0,47.0
913,300006 ,2012JJ00,2595.0,2352.0,465.0,-2.0,0.0,417.0,0.0,8.0,42.0,,1887.0,1548.0,119.0,220.0,,243.0,72.0,49.0,0.0,81.0,41.0
914,300006 ,2013JJ00,2583.0,2359.0,508.0,0.0,0.0,499.0,0.0,8.0,1.0,,1851.0,1524.0,106.0,221.0,,224.0,70.0,39.0,0.0,76.0,39.0
915,300006 ,2014JJ00,2586.0,2360.0,503.0,6.0,0.0,479.0,0.0,18.0,0.0,,1857.0,1504.0,108.0,245.0,,226.0,72.0,39.0,0.0,77.0,38.0
916,300006 ,2015JJ00,2560.0,2337.0,511.0,11.0,0.0,479.0,6.0,15.0,0.0,,1826.0,1458.0,122.0,246.0,,223.0,73.0,31.0,0.0,81.0,38.0
917,300006 ,2016JJ00,2613.0,2408.0,537.0,10.0,0.0,506.0,6.0,15.0,0.0,,1871.0,1490.0,146.0,235.0,,205.0,75.0,8.0,0.0,83.0,39.0
918,300006 ,2017JJ00,2729.0,2527.0,605.0,9.0,0.0,578.0,1.0,17.0,0.0,,1922.0,1483.0,193.0,246.0,,202.0,71.0,1.0,0.0,89.0,41.0
919,300006 ,2018JJ00,2785.0,2578.0,680.0,10.0,0.0,649.0,3.0,18.0,0.0,,1898.0,1466.0,181.0,251.0,,207.0,73.0,2.0,0.0,89.0,43.0
920,300006 ,2019JJ00,2979.0,2750.0,813.0,25.0,0.0,764.0,7.0,17.0,0.0,,1937.0,1478.0,204.0,255.0,,229.0,75.0,2.0,0.0,100.0,52.0
921,300006 ,2020JJ00,2918.0,2685.0,952.0,26.0,0.0,900.0,8.0,18.0,0.0,,1733.0,1366.0,138.0,229.0,,233.0,85.0,1.0,0.0,100.0,47.0
922,300006 ,2021JJ00,3116.0,2881.0,1013.0,26.0,0.0,947.0,7.0,19.0,0.0,14.0,1868.0,1495.0,151.0,222.0,,235.0,91.0,1.0,0.0,99.0,44.0
923,300006 ,2022JJ00,3301.0,3043.0,1327.0,27.0,0.0,1242.0,18.0,20.0,0.0,20.0,1716.0,1355.0,148.0,213.0,,258.0,91.0,2.0,0.0,110.0,55.0
924,354200 ,1995JJ00,613.0,517.0,52.0,11.0,41.0,0.0,0.0,0.0,,,465.0,191.0,228.0,46.0,,96.0,31.0,,0.0,35.0,29.0
925,354200 ,1996JJ00,657.0,576.0,77.0,11.0,46.0,20.0,0.0,0.0,,,499.0,204.0,241.0,54.0,,81.0,28.0,,0.0,23.0,30.0
926,354200 ,1997JJ00,713.0,615.0,101.0,8.0,42.0,50.0,0.0,1.0,,,514.0,216.0,255.0,43.0,,98.0,40.0,,0.0,25.0,33.0
927,354200 ,1998JJ00,793.0,698.0,105.0,9.0,49.0,47.0,0.0,0.0,,,593.0,246.0,298.0,49.0,,95.0,37.0,,0.0,27.0,30.0
928,354200 ,1999JJ00,858.0,768.0,154.0,9.0,52.0,93.0,0.0,0.0,,,614.0,238.0,319.0,57.0,,90.0,31.0,,0.0,29.0,30.0
929,354200 ,2000JJ00,928.0,826.0,182.0,12.0,50.0,120.0,0.0,0.0,,,644.0,262.0,322.0,60.0,,102.0,39.0,,0.0,32.0,31.0
930,354200 ,2001JJ00,825.0,712.0,109.0,9.0,8.0,91.0,0.0,1.0,,,603.0,259.0,283.0,61.0,,113.0,47.0,,0.0,34.0,32.0
931,354200 ,2002JJ00,796.0,669.0,78.0,13.0,7.0,56.0,0.0,2.0,,,591.0,293.0,234.0,64.0,,127.0,55.0,,0.0,38.0,34.0
932,354200 ,2003JJ00,794.0,662.0,75.0,6.0,9.0,58.0,0.0,2.0,,,587.0,278.0,244.0,65.0,,132.0,59.0,,0.0,39.0,34.0
933,354200 ,2004JJ00,847.0,722.0,122.0,5.0,0.0,115.0,0.0,2.0,,,600.0,291.0,239.0,70.0,,125.0,53.0,,0.0,39.0,33.0
934,354200 ,2005JJ00,987.0,855.0,215.0,7.0,0.0,206.0,0.0,2.0,,,640.0,293.0,271.0,76.0,,132.0,54.0,,0.0,42.0,36.0
935,354200 ,2006JJ00,1139.0,991.0,294.0,12.0,0.0,280.0,0.0,2.0,,,697.0,329.0,291.0,77.0,,148.0,57.0,,0.0,56.0,35.0
936,354200 ,2007JJ00,1096.0,947.0,204.0,10.0,0.0,192.0,0.0,2.0,,,743.0,340.0,324.0,79.0,,149.0,55.0,,0.0,61.0,33.0
937,354200 ,2008JJ00,1234.0,1086.0,309.0,8.0,0.0,274.0,0.0,2.0,22.0,3.0,777.0,373.0,318.0,86.0,,148.0,56.0,,0.0,60.0,32.0
938,354200 ,2009JJ00,1117.0,972.0,307.0,3.0,0.0,262.0,0.0,2.0,37.0,3.0,665.0,371.0,205.0,89.0,,145.0,55.0,,0.0,64.0,26.0
939,354200 ,2010JJ00,1109.0,966.0,307.0,2.0,0.0,259.0,0.0,5.0,41.0,,659.0,406.0,155.0,98.0,,143.0,58.0,,0.0,58.0,27.0
940,354200 ,2011JJ00,1100.0,958.0,313.0,0.0,0.0,268.0,0.0,5.0,40.0,,645.0,393.0,149.0,103.0,,142.0,52.0,,0.0,62.0,28.0
941,354200 ,2012JJ00,985.0,851.0,293.0,0.0,0.0,249.0,0.0,4.0,40.0,,558.0,357.0,102.0,99.0,,134.0,51.0,,0.0,60.0,23.0
942,354200 ,2013JJ00,983.0,853.0,303.0,0.0,0.0,298.0,0.0,4.0,1.0,,550.0,360.0,92.0,98.0,,130.0,49.0,,0.0,59.0,22.0
943,354200 ,2014JJ00,998.0,866.0,289.0,5.0,0.0,276.0,0.0,8.0,0.0,,577.0,372.0,96.0,109.0,,132.0,51.0,,0.0,60.0,21.0
944,354200 ,2015JJ00,1043.0,907.0,291.0,7.0,0.0,277.0,0.0,7.0,0.0,,616.0,397.0,109.0,110.0,,136.0,52.0,,0.0,63.0,21.0
945,354200 ,2016JJ00,1076.0,936.0,302.0,7.0,0.0,287.0,1.0,7.0,0.0,,634.0,406.0,125.0,103.0,,140.0,52.0,,0.0,66.0,22.0
946,354200 ,2017JJ00,1168.0,1026.0,340.0,7.0,0.0,325.0,0.0,8.0,0.0,,686.0,419.0,161.0,106.0,,142.0,51.0,,0.0,69.0,22.0
947,354200 ,2018JJ00,1221.0,1075.0,381.0,8.0,0.0,364.0,1.0,8.0,0.0,,694.0,433.0,151.0,110.0,,146.0,51.0,,0.0,71.0,24.0
948,354200 ,2019JJ00,1346.0,1180.0,458.0,18.0,0.0,430.0,2.0,8.0,0.0,,722.0,433.0,169.0,120.0,,166.0,53.0,,0.0,82.0,31.0
949,354200 ,2020JJ00,1391.0,1220.0,573.0,19.0,0.0,543.0,2.0,9.0,0.0,,647.0,414.0,125.0,108.0,,171.0,62.0,,0.0,82.0,27.0
950,354200 ,2021JJ00,1449.0,1280.0,619.0,18.0,0.0,590.0,1.0,9.0,0.0,1.0,661.0,428.0,137.0,96.0,,169.0,65.0,,0.0,81.0,23.0
951,354200 ,2022JJ00,1494.0,1320.0,727.0,18.0,0.0,695.0,6.0,7.0,0.0,1.0,593.0,375.0,135.0,83.0,,174.0,66.0,,0.0,85.0,23.0
952,354300 ,1995JJ00,142.0,134.0,6.0,1.0,5.0,0.0,0.0,0.0,,,128.0,33.0,77.0,18.0,,8.0,4.0,,0.0,2.0,2.0
953,354300 ,1996JJ00,159.0,151.0,9.0,2.0,6.0,1.0,0.0,0.0,,,142.0,36.0,83.0,23.0,,8.0,5.0,,0.0,1.0,2.0
954,354300 ,1997JJ00,175.0,165.0,12.0,2.0,5.0,5.0,0.0,0.0,,,153.0,42.0,93.0,18.0,,10.0,7.0,,0.0,1.0,2.0
955,354300 ,1998JJ00,189.0,179.0,14.0,2.0,9.0,3.0,0.0,0.0,,,165.0,45.0,98.0,22.0,,10.0,7.0,,0.0,2.0,2.0
956,354300 ,1999JJ00,227.0,217.0,19.0,2.0,9.0,8.0,0.0,0.0,,,198.0,49.0,125.0,24.0,,10.0,6.0,,0.0,2.0,2.0
957,354300 ,2000JJ00,240.0,233.0,20.0,2.0,7.0,11.0,0.0,0.0,,,213.0,50.0,139.0,24.0,,7.0,3.0,,0.0,2.0,2.0
958,354300 ,2001JJ00,229.0,219.0,19.0,1.0,1.0,17.0,0.0,0.0,,,200.0,50.0,125.0,25.0,,10.0,6.0,,0.0,2.0,2.0
959,354300 ,2002JJ00,196.0,186.0,13.0,2.0,1.0,10.0,0.0,0.0,,,173.0,53.0,94.0,26.0,,10.0,6.0,,0.0,2.0,2.0
960,354300 ,2003JJ00,205.0,194.0,11.0,0.0,1.0,10.0,0.0,0.0,,,183.0,50.0,108.0,25.0,,11.0,6.0,,0.0,3.0,2.0
961,354300 ,2004JJ00,207.0,198.0,21.0,0.0,0.0,21.0,0.0,0.0,,,177.0,53.0,98.0,26.0,,9.0,5.0,,0.0,2.0,2.0
962,354300 ,2005JJ00,255.0,246.0,37.0,0.0,0.0,37.0,0.0,0.0,,,209.0,59.0,120.0,30.0,,9.0,5.0,,0.0,2.0,2.0
963,354300 ,2006JJ00,304.0,293.0,50.0,0.0,0.0,50.0,0.0,0.0,,,243.0,65.0,148.0,30.0,,11.0,6.0,,0.0,3.0,2.0
964,354300 ,2007JJ00,298.0,287.0,37.0,1.0,0.0,36.0,0.0,0.0,,,250.0,65.0,156.0,29.0,,11.0,6.0,,0.0,3.0,2.0
965,354300 ,2008JJ00,305.0,295.0,51.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,244.0,72.0,140.0,32.0,,10.0,5.0,,0.0,3.0,2.0
966,354300 ,2009JJ00,229.0,219.0,49.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,170.0,68.0,70.0,32.0,,10.0,5.0,,0.0,3.0,2.0
967,354300 ,2010JJ00,236.0,225.0,53.0,0.0,0.0,52.0,0.0,1.0,0.0,,172.0,72.0,65.0,35.0,,11.0,6.0,,0.0,3.0,2.0
968,354300 ,2011JJ00,215.0,204.0,52.0,0.0,0.0,52.0,0.0,0.0,0.0,,152.0,73.0,46.0,33.0,,11.0,6.0,,0.0,3.0,2.0
969,354300 ,2012JJ00,189.0,177.0,47.0,0.0,0.0,47.0,0.0,0.0,0.0,,130.0,62.0,36.0,32.0,,12.0,6.0,,0.0,4.0,2.0
970,354300 ,2013JJ00,191.0,180.0,54.0,0.0,0.0,53.0,0.0,1.0,0.0,,126.0,65.0,28.0,33.0,,11.0,6.0,,0.0,3.0,2.0
971,354300 ,2014JJ00,198.0,187.0,56.0,0.0,0.0,56.0,0.0,0.0,0.0,,131.0,60.0,34.0,37.0,,11.0,6.0,,0.0,3.0,2.0
972,354300 ,2015JJ00,207.0,196.0,55.0,0.0,0.0,55.0,0.0,0.0,0.0,,141.0,60.0,41.0,40.0,,11.0,6.0,,0.0,3.0,2.0
973,354300 ,2016JJ00,218.0,207.0,53.0,0.0,0.0,52.0,0.0,1.0,0.0,,154.0,62.0,57.0,35.0,,11.0,6.0,,0.0,3.0,2.0
974,354300 ,2017JJ00,239.0,228.0,55.0,0.0,0.0,54.0,0.0,1.0,0.0,,173.0,60.0,78.0,35.0,,11.0,6.0,,0.0,3.0,2.0
975,354300 ,2018JJ00,248.0,237.0,62.0,0.0,0.0,61.0,0.0,1.0,0.0,,175.0,61.0,78.0,36.0,,11.0,6.0,,0.0,3.0,2.0
976,354300 ,2019JJ00,281.0,270.0,77.0,2.0,0.0,74.0,0.0,1.0,0.0,,193.0,63.0,95.0,35.0,,11.0,6.0,,0.0,3.0,2.0
977,354300 ,2020JJ00,256.0,245.0,87.0,0.0,0.0,86.0,0.0,1.0,0.0,,158.0,54.0,71.0,33.0,,11.0,6.0,,0.0,3.0,2.0
978,354300 ,2021JJ00,262.0,251.0,90.0,1.0,0.0,89.0,0.0,0.0,0.0,0.0,161.0,52.0,76.0,33.0,,11.0,5.0,,0.0,4.0,2.0
979,354300 ,2022JJ00,260.0,253.0,106.0,1.0,0.0,105.0,0.0,0.0,0.0,0.0,147.0,44.0,75.0,28.0,,7.0,3.0,,0.0,3.0,1.0
980,356900 ,1995JJ00,317.0,260.0,25.0,6.0,19.0,0.0,0.0,0.0,,,235.0,119.0,99.0,17.0,,57.0,13.0,,0.0,23.0,22.0
981,356900 ,1996JJ00,329.0,282.0,35.0,4.0,21.0,10.0,0.0,0.0,,,247.0,122.0,106.0,19.0,,47.0,10.0,,0.0,15.0,22.0
982,356900 ,1997JJ00,348.0,293.0,45.0,3.0,21.0,20.0,0.0,1.0,,,248.0,128.0,104.0,16.0,,55.0,15.0,,0.0,16.0,24.0
983,356900 ,1998JJ00,411.0,356.0,48.0,5.0,22.0,21.0,0.0,0.0,,,308.0,148.0,141.0,19.0,,55.0,16.0,,0.0,18.0,22.0
984,356900 ,1999JJ00,437.0,381.0,71.0,5.0,24.0,42.0,0.0,0.0,,,310.0,138.0,150.0,22.0,,56.0,15.0,,0.0,19.0,22.0
985,356900 ,2000JJ00,470.0,409.0,82.0,6.0,24.0,52.0,0.0,0.0,,,327.0,159.0,145.0,23.0,,61.0,18.0,,0.0,20.0,22.0
986,356900 ,2001JJ00,427.0,362.0,49.0,6.0,6.0,37.0,0.0,0.0,,,313.0,161.0,128.0,24.0,,65.0,20.0,,0.0,22.0,23.0
987,356900 ,2002JJ00,427.0,356.0,38.0,9.0,5.0,23.0,0.0,1.0,,,318.0,184.0,109.0,25.0,,71.0,22.0,,0.0,25.0,24.0
988,356900 ,2003JJ00,415.0,344.0,38.0,6.0,7.0,24.0,0.0,1.0,,,306.0,172.0,108.0,26.0,,71.0,23.0,,0.0,24.0,24.0
989,356900 ,2004JJ00,441.0,369.0,52.0,5.0,0.0,46.0,0.0,1.0,,,317.0,179.0,109.0,29.0,,72.0,24.0,,0.0,25.0,23.0
990,356900 ,2005JJ00,496.0,419.0,90.0,5.0,0.0,84.0,0.0,1.0,,,329.0,176.0,122.0,31.0,,77.0,25.0,,0.0,26.0,26.0
991,356900 ,2006JJ00,549.0,464.0,121.0,8.0,0.0,112.0,0.0,1.0,,,343.0,198.0,114.0,31.0,,85.0,25.0,,0.0,35.0,25.0
992,356900 ,2007JJ00,549.0,461.0,86.0,7.0,0.0,78.0,0.0,1.0,,,375.0,209.0,133.0,33.0,,88.0,27.0,,0.0,38.0,23.0
993,356900 ,2008JJ00,637.0,549.0,140.0,6.0,0.0,110.0,0.0,1.0,21.0,2.0,409.0,230.0,144.0,35.0,,88.0,28.0,,0.0,38.0,22.0
994,356900 ,2009JJ00,606.0,521.0,147.0,3.0,0.0,105.0,0.0,1.0,36.0,2.0,374.0,231.0,106.0,37.0,,85.0,28.0,,0.0,40.0,17.0
995,356900 ,2010JJ00,595.0,512.0,141.0,2.0,0.0,95.0,0.0,4.0,40.0,,371.0,256.0,73.0,42.0,,83.0,28.0,,0.0,37.0,18.0
996,356900 ,2011JJ00,598.0,517.0,142.0,0.0,0.0,99.0,0.0,4.0,39.0,,375.0,242.0,84.0,49.0,,81.0,22.0,,0.0,40.0,19.0
997,356900 ,2012JJ00,531.0,462.0,136.0,0.0,0.0,93.0,0.0,4.0,39.0,,326.0,223.0,56.0,47.0,,69.0,21.0,,0.0,34.0,14.0
998,356900 ,2013JJ00,508.0,438.0,118.0,0.0,0.0,115.0,0.0,2.0,1.0,,320.0,223.0,49.0,48.0,,70.0,19.0,,0.0,38.0,13.0
999,356900 ,2014JJ00,526.0,454.0,114.0,3.0,0.0,105.0,0.0,6.0,0.0,,340.0,240.0,47.0,53.0,,72.0,21.0,,0.0,39.0,12.0
1000,356900 ,2015JJ00,560.0,484.0,116.0,5.0,0.0,105.0,0.0,6.0,0.0,,368.0,260.0,55.0,53.0,,76.0,22.0,,0.0,41.0,13.0
1001,356900 ,2016JJ00,568.0,490.0,118.0,5.0,0.0,107.0,1.0,5.0,0.0,,372.0,264.0,56.0,52.0,,78.0,21.0,,0.0,44.0,13.0
1002,356900 ,2017JJ00,608.0,530.0,131.0,5.0,0.0,121.0,0.0,5.0,0.0,,399.0,281.0,65.0,53.0,,78.0,21.0,,0.0,45.0,12.0
1003,356900 ,2018JJ00,627.0,550.0,148.0,6.0,0.0,136.0,1.0,5.0,0.0,,402.0,291.0,59.0,52.0,,77.0,21.0,,0.0,44.0,12.0
1004,356900 ,2019JJ00,662.0,580.0,181.0,13.0,0.0,161.0,2.0,5.0,0.0,,399.0,288.0,60.0,51.0,,82.0,23.0,,0.0,45.0,14.0
1005,356900 ,2020JJ00,658.0,577.0,219.0,16.0,0.0,195.0,2.0,6.0,0.0,,358.0,272.0,41.0,45.0,,81.0,27.0,,0.0,42.0,12.0
1006,356900 ,2021JJ00,682.0,599.0,229.0,14.0,0.0,205.0,1.0,8.0,0.0,1.0,370.0,280.0,44.0,46.0,,83.0,27.0,,0.0,43.0,13.0
1007,356900 ,2022JJ00,696.0,608.0,273.0,14.0,0.0,245.0,6.0,7.0,0.0,1.0,335.0,248.0,43.0,44.0,,88.0,29.0,,0.0,46.0,13.0
1008,371600 ,1995JJ00,154.0,123.0,21.0,4.0,17.0,0.0,0.0,0.0,,,102.0,39.0,52.0,11.0,,31.0,14.0,,0.0,10.0,6.0
1009,371600 ,1996JJ00,169.0,143.0,33.0,5.0,19.0,9.0,0.0,0.0,,,110.0,46.0,52.0,12.0,,26.0,13.0,,0.0,7.0,6.0
1010,371600 ,1997JJ00,189.0,157.0,44.0,3.0,16.0,25.0,0.0,0.0,,,113.0,46.0,58.0,9.0,,32.0,18.0,,0.0,7.0,7.0
1011,371600 ,1998JJ00,192.0,163.0,43.0,2.0,18.0,23.0,0.0,0.0,,,120.0,53.0,59.0,8.0,,29.0,14.0,,0.0,8.0,7.0
1012,371600 ,1999JJ00,195.0,170.0,64.0,2.0,19.0,43.0,0.0,0.0,,,106.0,51.0,44.0,11.0,,25.0,10.0,,0.0,9.0,7.0
1013,371600 ,2000JJ00,218.0,184.0,80.0,4.0,19.0,57.0,0.0,0.0,,,104.0,53.0,38.0,13.0,,34.0,18.0,,0.0,9.0,7.0
1014,371600 ,2001JJ00,169.0,131.0,41.0,2.0,1.0,37.0,0.0,1.0,,,90.0,48.0,30.0,12.0,,38.0,21.0,,0.0,10.0,7.0
