ID,Betalingsplichtigen,Perioden,TotaalMilieubelastingenEnHeffingen_1,TotaleOpbrengstMilieubelastingen_2,TotaalBelastingenOpMilieugrondslag_3,Afvalstoffenbelasting_4,Brandstoffenbelasting_5,Energiebelasting_6,Emissierechten_7,LeidingwaterEnGrondwaterbelasting_8,Verpakkingenbelasting_9,Vliegbelasting_10,TotaalBelastingenMBTMobiliteit_11,AccijnsOpBenzineEnOvMineraleOlien_12,BelastPersonenautoSEnMotorrijwielen_13,Motorrijtuigenbelasting_14,Mineralenheffingen_15,TotaleOpbrengstMilieuheffingen_16,AfvalstoffenheffingEnReinigingsrechten_17,GeluidsheffingBurgerluchtvaart_18,GrondwaterheffingEnNazorgheffing_19,RioolheffingEnRioolrechten_20,Waterverontreinigingsheffing_21
565,328100 ,2000JJ00,68.0,63.0,59.0,2.0,28.0,24.0,0.0,5.0,,,4.0,3.0,1.0,0.0,,5.0,3.0,,0.0,0.0,2.0
566,328100 ,2001JJ00,42.0,36.0,34.0,0.0,26.0,0.0,0.0,8.0,,,2.0,1.0,1.0,0.0,,6.0,4.0,,0.0,0.0,2.0
567,328100 ,2002JJ00,23.0,19.0,16.0,1.0,6.0,1.0,0.0,8.0,,,3.0,2.0,1.0,0.0,,4.0,2.0,,0.0,0.0,2.0
568,328100 ,2003JJ00,28.0,21.0,17.0,0.0,5.0,4.0,0.0,8.0,,,4.0,3.0,1.0,0.0,,7.0,5.0,,0.0,0.0,2.0
569,328100 ,2004JJ00,31.0,24.0,22.0,0.0,2.0,12.0,0.0,8.0,,,2.0,1.0,1.0,0.0,,7.0,5.0,,0.0,0.0,2.0
570,328100 ,2005JJ00,41.0,33.0,31.0,0.0,3.0,20.0,0.0,8.0,,,2.0,1.0,1.0,0.0,,8.0,6.0,,0.0,0.0,2.0
571,328100 ,2006JJ00,37.0,29.0,28.0,1.0,-2.0,21.0,0.0,8.0,,,1.0,0.0,1.0,0.0,,8.0,6.0,,0.0,0.0,2.0
572,328100 ,2007JJ00,29.0,22.0,21.0,1.0,0.0,12.0,0.0,8.0,,,1.0,0.0,1.0,0.0,,7.0,5.0,,0.0,0.0,2.0
573,328100 ,2008JJ00,38.0,31.0,30.0,0.0,6.0,16.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,,7.0,5.0,,0.0,0.0,2.0
574,328100 ,2009JJ00,29.0,22.0,21.0,1.0,0.0,12.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,,7.0,5.0,,0.0,0.0,2.0
575,328100 ,2010JJ00,29.0,20.0,18.0,0.0,0.0,13.0,0.0,5.0,0.0,,2.0,2.0,0.0,0.0,,9.0,5.0,,0.0,0.0,4.0
576,328100 ,2011JJ00,33.0,26.0,23.0,0.0,0.0,15.0,4.0,4.0,0.0,,3.0,2.0,1.0,0.0,,7.0,5.0,,0.0,0.0,2.0
577,328100 ,2012JJ00,27.0,18.0,17.0,0.0,0.0,11.0,4.0,2.0,0.0,,1.0,1.0,0.0,0.0,,9.0,5.0,,0.0,0.0,4.0
578,328100 ,2013JJ00,30.0,23.0,21.0,0.0,0.0,12.0,4.0,5.0,0.0,,2.0,2.0,0.0,0.0,,7.0,5.0,,0.0,0.0,2.0
579,328100 ,2014JJ00,15.0,8.0,5.0,0.0,0.0,12.0,-14.0,7.0,0.0,,3.0,3.0,0.0,0.0,,7.0,5.0,,0.0,0.0,2.0
580,328100 ,2015JJ00,13.0,6.0,2.0,0.0,0.0,12.0,-16.0,6.0,0.0,,4.0,3.0,1.0,0.0,,7.0,5.0,,0.0,0.0,2.0
581,328100 ,2016JJ00,13.0,5.0,1.0,0.0,0.0,11.0,-17.0,7.0,0.0,,4.0,3.0,1.0,0.0,,8.0,5.0,,0.0,0.0,3.0
582,328100 ,2017JJ00,18.0,10.0,6.0,0.0,0.0,14.0,-16.0,8.0,0.0,,4.0,4.0,0.0,0.0,,8.0,4.0,,0.0,0.0,4.0
583,328100 ,2018JJ00,20.0,13.0,7.0,0.0,0.0,17.0,-18.0,8.0,0.0,,6.0,5.0,1.0,0.0,,7.0,5.0,,0.0,0.0,2.0
584,328100 ,2019JJ00,1.0,-8.0,-12.0,1.0,0.0,18.0,-39.0,8.0,0.0,,4.0,4.0,0.0,0.0,,9.0,6.0,,0.0,0.0,3.0
585,328100 ,2020JJ00,-2.0,-8.0,-11.0,1.0,0.0,17.0,-34.0,5.0,0.0,,3.0,3.0,0.0,0.0,,6.0,5.0,,0.0,0.0,1.0
586,328100 ,2021JJ00,-14.0,-22.0,-28.0,1.0,0.0,17.0,-55.0,9.0,0.0,0.0,6.0,6.0,0.0,0.0,,8.0,7.0,,0.0,0.0,1.0
587,328100 ,2022JJ00,-77.0,-90.0,-95.0,1.0,0.0,20.0,-124.0,8.0,0.0,0.0,5.0,5.0,0.0,0.0,,13.0,9.0,,0.0,0.0,4.0
588,330300 ,1995JJ00,36.0,26.0,2.0,0.0,2.0,0.0,0.0,0.0,,,24.0,9.0,7.0,8.0,,10.0,7.0,,0.0,1.0,2.0
589,330300 ,1996JJ00,31.0,25.0,4.0,1.0,2.0,1.0,0.0,0.0,,,21.0,6.0,7.0,8.0,,6.0,4.0,,0.0,1.0,2.0
590,330300 ,1997JJ00,27.0,21.0,3.0,0.0,1.0,2.0,0.0,0.0,,,18.0,9.0,9.0,0.0,,6.0,3.0,,0.0,1.0,2.0
591,330300 ,1998JJ00,32.0,26.0,6.0,1.0,1.0,4.0,0.0,0.0,,,20.0,6.0,10.0,4.0,,6.0,3.0,,0.0,1.0,2.0
592,330300 ,1999JJ00,33.0,28.0,8.0,1.0,0.0,7.0,0.0,0.0,,,20.0,9.0,9.0,2.0,,5.0,2.0,,0.0,1.0,2.0
593,330300 ,2000JJ00,39.0,34.0,11.0,2.0,1.0,8.0,0.0,0.0,,,23.0,12.0,11.0,0.0,,5.0,2.0,,0.0,1.0,2.0
594,330300 ,2001JJ00,43.0,38.0,19.0,4.0,2.0,13.0,0.0,0.0,,,19.0,10.0,9.0,0.0,,5.0,2.0,,0.0,1.0,2.0
595,330300 ,2002JJ00,43.0,34.0,12.0,1.0,2.0,9.0,0.0,0.0,,,22.0,13.0,7.0,2.0,,9.0,3.0,,3.0,1.0,2.0
596,330300 ,2003JJ00,41.0,35.0,14.0,1.0,2.0,11.0,0.0,0.0,,,21.0,14.0,7.0,0.0,,6.0,3.0,,0.0,1.0,2.0
597,330300 ,2004JJ00,58.0,52.0,27.0,1.0,0.0,26.0,0.0,0.0,,,25.0,12.0,9.0,4.0,,6.0,3.0,,0.0,1.0,2.0
598,330300 ,2005JJ00,73.0,67.0,42.0,1.0,0.0,41.0,0.0,0.0,,,25.0,12.0,9.0,4.0,,6.0,3.0,,0.0,1.0,2.0
599,330300 ,2006JJ00,79.0,73.0,45.0,1.0,0.0,44.0,0.0,0.0,,,28.0,13.0,11.0,4.0,,6.0,3.0,,0.0,1.0,2.0
600,330300 ,2007JJ00,75.0,67.0,34.0,1.0,0.0,33.0,0.0,0.0,,,33.0,13.0,16.0,4.0,,8.0,5.0,,0.0,1.0,2.0
601,330300 ,2008JJ00,86.0,77.0,46.0,0.0,0.0,44.0,0.0,0.0,2.0,0.0,31.0,13.0,14.0,4.0,,9.0,5.0,,0.0,2.0,2.0
602,330300 ,2009JJ00,79.0,71.0,45.0,0.0,0.0,43.0,0.0,0.0,2.0,0.0,26.0,9.0,10.0,7.0,,8.0,5.0,,0.0,1.0,2.0
603,330300 ,2010JJ00,90.0,80.0,49.0,0.0,0.0,45.0,0.0,2.0,2.0,,31.0,15.0,7.0,9.0,,10.0,5.0,,0.0,1.0,4.0
604,330300 ,2011JJ00,86.0,75.0,46.0,0.0,0.0,44.0,0.0,0.0,2.0,,29.0,15.0,7.0,7.0,,11.0,5.0,,0.0,2.0,4.0
605,330300 ,2012JJ00,83.0,73.0,39.0,0.0,0.0,35.0,0.0,2.0,2.0,,34.0,16.0,5.0,13.0,,10.0,5.0,,0.0,1.0,4.0
606,330300 ,2013JJ00,82.0,72.0,42.0,0.0,0.0,42.0,0.0,0.0,0.0,,30.0,14.0,5.0,11.0,,10.0,5.0,,0.0,1.0,4.0
607,330300 ,2014JJ00,89.0,79.0,50.0,0.0,0.0,48.0,0.0,2.0,0.0,,29.0,14.0,4.0,11.0,,10.0,5.0,,0.0,1.0,4.0
608,330300 ,2015JJ00,87.0,79.0,52.0,0.0,0.0,50.0,0.0,2.0,0.0,,27.0,13.0,3.0,11.0,,8.0,5.0,,0.0,1.0,2.0
609,330300 ,2016JJ00,84.0,74.0,48.0,0.0,0.0,47.0,0.0,1.0,0.0,,26.0,12.0,3.0,11.0,,10.0,5.0,,0.0,2.0,3.0
610,330300 ,2017JJ00,98.0,89.0,59.0,2.0,0.0,56.0,0.0,1.0,0.0,,30.0,14.0,5.0,11.0,,9.0,5.0,,0.0,2.0,2.0
611,330300 ,2018JJ00,101.0,92.0,63.0,2.0,0.0,60.0,0.0,1.0,0.0,,29.0,14.0,5.0,10.0,,9.0,5.0,,0.0,2.0,2.0
612,330300 ,2019JJ00,115.0,106.0,74.0,2.0,0.0,71.0,0.0,1.0,0.0,,32.0,17.0,5.0,10.0,,9.0,5.0,,0.0,2.0,2.0
613,330300 ,2020JJ00,123.0,114.0,87.0,2.0,0.0,83.0,0.0,2.0,0.0,,27.0,13.0,4.0,10.0,,9.0,5.0,,0.0,2.0,2.0
614,330300 ,2021JJ00,117.0,107.0,80.0,1.0,0.0,77.0,0.0,2.0,0.0,0.0,27.0,15.0,4.0,8.0,,10.0,6.0,,0.0,1.0,3.0
615,330300 ,2022JJ00,134.0,124.0,99.0,2.0,0.0,95.0,0.0,2.0,0.0,0.0,25.0,13.0,4.0,8.0,,10.0,5.0,,0.0,1.0,4.0
616,332910 ,1995JJ00,9.0,6.0,3.0,1.0,2.0,0.0,0.0,0.0,,,3.0,1.0,1.0,1.0,,3.0,2.0,,0.0,0.0,1.0
617,332910 ,1996JJ00,14.0,10.0,4.0,1.0,1.0,2.0,0.0,0.0,,,6.0,2.0,1.0,3.0,,4.0,3.0,,0.0,0.0,1.0
618,332910 ,1997JJ00,13.0,9.0,4.0,1.0,1.0,2.0,0.0,0.0,,,5.0,1.0,3.0,1.0,,4.0,3.0,,0.0,0.0,1.0
619,332910 ,1998JJ00,14.0,10.0,5.0,1.0,1.0,3.0,0.0,0.0,,,5.0,1.0,3.0,1.0,,4.0,3.0,,0.0,0.0,1.0
620,332910 ,1999JJ00,17.0,13.0,6.0,1.0,1.0,4.0,0.0,0.0,,,7.0,1.0,5.0,1.0,,4.0,3.0,,0.0,0.0,1.0
621,332910 ,2000JJ00,19.0,15.0,8.0,2.0,1.0,5.0,0.0,0.0,,,7.0,2.0,4.0,1.0,,4.0,3.0,,0.0,0.0,1.0
622,332910 ,2001JJ00,13.0,11.0,9.0,1.0,1.0,7.0,0.0,0.0,,,2.0,1.0,1.0,0.0,,2.0,1.0,,0.0,0.0,1.0
623,332910 ,2002JJ00,14.0,12.0,7.0,1.0,1.0,5.0,0.0,0.0,,,5.0,2.0,2.0,1.0,,2.0,1.0,,0.0,0.0,1.0
624,332910 ,2003JJ00,15.0,13.0,7.0,1.0,1.0,5.0,0.0,0.0,,,6.0,2.0,1.0,3.0,,2.0,1.0,,0.0,0.0,1.0
625,332910 ,2004JJ00,19.0,17.0,12.0,1.0,0.0,11.0,0.0,0.0,,,5.0,1.0,1.0,3.0,,2.0,1.0,,0.0,0.0,1.0
626,332910 ,2005JJ00,32.0,30.0,24.0,1.0,0.0,23.0,0.0,0.0,,,6.0,1.0,2.0,3.0,,2.0,1.0,,0.0,0.0,1.0
627,332910 ,2006JJ00,31.0,29.0,24.0,1.0,0.0,23.0,0.0,0.0,,,5.0,1.0,1.0,3.0,,2.0,1.0,,0.0,0.0,1.0
628,332910 ,2007JJ00,25.0,23.0,17.0,1.0,0.0,16.0,0.0,0.0,,,6.0,1.0,2.0,3.0,,2.0,1.0,,0.0,0.0,1.0
629,332910 ,2008JJ00,34.0,31.0,25.0,1.0,0.0,22.0,0.0,0.0,2.0,0.0,6.0,1.0,2.0,3.0,,3.0,1.0,,0.0,1.0,1.0
630,332910 ,2009JJ00,35.0,32.0,25.0,0.0,0.0,22.0,0.0,0.0,3.0,0.0,7.0,1.0,3.0,3.0,,3.0,1.0,,0.0,1.0,1.0
631,332910 ,2010JJ00,29.0,27.0,23.0,1.0,0.0,18.0,0.0,1.0,3.0,,4.0,1.0,2.0,1.0,,2.0,1.0,,0.0,0.0,1.0
632,332910 ,2011JJ00,31.0,29.0,22.0,0.0,0.0,18.0,0.0,1.0,3.0,,7.0,2.0,2.0,3.0,,2.0,1.0,,0.0,0.0,1.0
633,332910 ,2012JJ00,27.0,25.0,18.0,0.0,0.0,15.0,0.0,0.0,3.0,,7.0,2.0,2.0,3.0,,2.0,1.0,,0.0,0.0,1.0
634,332910 ,2013JJ00,28.0,25.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,,5.0,1.0,1.0,3.0,,3.0,1.0,,0.0,0.0,2.0
635,332910 ,2014JJ00,32.0,29.0,25.0,1.0,0.0,22.0,0.0,2.0,0.0,,4.0,1.0,0.0,3.0,,3.0,1.0,,0.0,0.0,2.0
636,332910 ,2015JJ00,30.0,27.0,22.0,0.0,0.0,21.0,0.0,1.0,0.0,,5.0,1.0,1.0,3.0,,3.0,1.0,,0.0,0.0,2.0
637,332910 ,2016JJ00,26.0,22.0,17.0,1.0,0.0,15.0,0.0,1.0,0.0,,5.0,1.0,1.0,3.0,,4.0,1.0,,0.0,0.0,3.0
638,332910 ,2017JJ00,27.0,23.0,17.0,0.0,0.0,16.0,0.0,1.0,0.0,,6.0,1.0,2.0,3.0,,4.0,1.0,,0.0,0.0,3.0
639,332910 ,2018JJ00,28.0,24.0,18.0,0.0,0.0,17.0,0.0,1.0,0.0,,6.0,1.0,2.0,3.0,,4.0,1.0,,0.0,0.0,3.0
640,332910 ,2019JJ00,26.0,22.0,19.0,1.0,0.0,17.0,1.0,0.0,0.0,,3.0,1.0,1.0,1.0,,4.0,1.0,,0.0,0.0,3.0
641,332910 ,2020JJ00,37.0,33.0,29.0,3.0,0.0,24.0,1.0,1.0,0.0,,4.0,2.0,1.0,1.0,,4.0,1.0,,0.0,0.0,3.0
642,332910 ,2021JJ00,44.0,39.0,37.0,4.0,0.0,32.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,,5.0,1.0,,0.0,0.0,4.0
643,332910 ,2022JJ00,52.0,47.0,45.0,4.0,0.0,40.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,,5.0,2.0,,0.0,0.0,3.0
644,336500 ,1995JJ00,31.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,,,11.0,4.0,3.0,4.0,,19.0,14.0,,0.0,1.0,4.0
645,336500 ,1996JJ00,37.0,19.0,5.0,0.0,3.0,2.0,0.0,0.0,,,14.0,5.0,5.0,4.0,,18.0,14.0,,0.0,1.0,3.0
646,336500 ,1997JJ00,44.0,21.0,5.0,0.0,1.0,3.0,0.0,1.0,,,16.0,6.0,6.0,4.0,,23.0,18.0,,0.0,1.0,4.0
647,336500 ,1998JJ00,34.0,19.0,4.0,0.0,1.0,3.0,0.0,0.0,,,15.0,4.0,7.0,4.0,,15.0,11.0,,0.0,1.0,3.0
648,336500 ,1999JJ00,37.0,22.0,8.0,1.0,2.0,5.0,0.0,0.0,,,14.0,2.0,6.0,6.0,,15.0,11.0,,0.0,1.0,3.0
649,336500 ,2000JJ00,41.0,26.0,11.0,2.0,1.0,8.0,0.0,0.0,,,15.0,5.0,6.0,4.0,,15.0,11.0,,0.0,1.0,3.0
650,336500 ,2001JJ00,38.0,20.0,9.0,2.0,1.0,6.0,0.0,0.0,,,11.0,4.0,5.0,2.0,,18.0,14.0,,0.0,1.0,3.0
651,336500 ,2002JJ00,30.0,16.0,8.0,3.0,1.0,4.0,0.0,0.0,,,8.0,3.0,3.0,2.0,,14.0,10.0,,0.0,1.0,3.0
652,336500 ,2003JJ00,34.0,20.0,8.0,1.0,1.0,6.0,0.0,0.0,,,12.0,4.0,4.0,4.0,,14.0,10.0,,0.0,1.0,3.0
653,336500 ,2004JJ00,49.0,34.0,21.0,1.0,0.0,20.0,0.0,0.0,,,13.0,2.0,5.0,6.0,,15.0,11.0,,0.0,1.0,3.0
654,336500 ,2005JJ00,57.0,46.0,33.0,1.0,0.0,32.0,0.0,0.0,,,13.0,2.0,5.0,6.0,,11.0,7.0,,0.0,1.0,3.0
655,336500 ,2006JJ00,59.0,48.0,34.0,1.0,0.0,33.0,0.0,0.0,,,14.0,3.0,7.0,4.0,,11.0,7.0,,0.0,1.0,3.0
656,336500 ,2007JJ00,48.0,37.0,23.0,1.0,0.0,22.0,0.0,0.0,,,14.0,5.0,5.0,4.0,,11.0,7.0,,0.0,1.0,3.0
657,336500 ,2008JJ00,58.0,48.0,35.0,1.0,0.0,32.0,0.0,0.0,2.0,0.0,13.0,3.0,6.0,4.0,,10.0,7.0,,0.0,1.0,2.0
658,336500 ,2009JJ00,60.0,50.0,35.0,1.0,0.0,30.0,0.0,0.0,4.0,0.0,15.0,5.0,6.0,4.0,,10.0,7.0,,0.0,1.0,2.0
659,336500 ,2010JJ00,53.0,43.0,30.0,0.0,0.0,26.0,0.0,0.0,4.0,,13.0,5.0,4.0,4.0,,10.0,7.0,,0.0,1.0,2.0
660,336500 ,2011JJ00,56.0,44.0,29.0,0.0,0.0,25.0,0.0,0.0,4.0,,15.0,7.0,4.0,4.0,,12.0,7.0,,0.0,1.0,4.0
661,336500 ,2012JJ00,52.0,41.0,26.0,0.0,0.0,22.0,0.0,0.0,4.0,,15.0,6.0,3.0,6.0,,11.0,7.0,,0.0,1.0,3.0
662,336500 ,2013JJ00,49.0,38.0,24.0,0.0,0.0,24.0,0.0,0.0,0.0,,14.0,5.0,3.0,6.0,,11.0,7.0,,0.0,1.0,3.0
663,336500 ,2014JJ00,53.0,42.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,,15.0,6.0,3.0,6.0,,11.0,7.0,,0.0,1.0,3.0
664,336500 ,2015JJ00,54.0,43.0,29.0,0.0,0.0,29.0,0.0,0.0,0.0,,14.0,6.0,2.0,6.0,,11.0,7.0,,0.0,1.0,3.0
665,336500 ,2016JJ00,51.0,40.0,27.0,0.0,0.0,26.0,0.0,1.0,0.0,,13.0,6.0,2.0,5.0,,11.0,7.0,,0.0,1.0,3.0
666,336500 ,2017JJ00,57.0,47.0,32.0,0.0,0.0,31.0,0.0,1.0,0.0,,15.0,6.0,3.0,6.0,,10.0,6.0,,0.0,1.0,3.0
667,336500 ,2018JJ00,58.0,49.0,35.0,0.0,0.0,34.0,0.0,1.0,0.0,,14.0,7.0,3.0,4.0,,9.0,6.0,,0.0,1.0,2.0
668,336500 ,2019JJ00,69.0,60.0,45.0,2.0,0.0,42.0,0.0,1.0,0.0,,15.0,8.0,3.0,4.0,,9.0,6.0,,0.0,1.0,2.0
669,336500 ,2020JJ00,69.0,59.0,47.0,1.0,0.0,45.0,0.0,1.0,0.0,,12.0,6.0,2.0,4.0,,10.0,7.0,,0.0,1.0,2.0
670,336500 ,2021JJ00,72.0,62.0,48.0,1.0,0.0,46.0,0.0,1.0,0.0,0.0,14.0,7.0,2.0,5.0,,10.0,7.0,,0.0,1.0,2.0
671,336500 ,2022JJ00,96.0,85.0,71.0,1.0,0.0,68.0,0.0,2.0,0.0,0.0,14.0,7.0,2.0,5.0,,11.0,6.0,,0.0,2.0,3.0
672,339205 ,1995JJ00,18.0,13.0,3.0,2.0,1.0,0.0,0.0,0.0,,,10.0,3.0,3.0,4.0,,5.0,4.0,,0.0,0.0,1.0
673,339205 ,1996JJ00,16.0,14.0,6.0,2.0,2.0,2.0,0.0,0.0,,,8.0,3.0,1.0,4.0,,2.0,1.0,,0.0,0.0,1.0
674,339205 ,1997JJ00,10.0,9.0,3.0,1.0,1.0,1.0,0.0,0.0,,,6.0,3.0,3.0,0.0,,1.0,0.0,,0.0,0.0,1.0
675,339205 ,1998JJ00,12.0,10.0,4.0,2.0,1.0,1.0,0.0,0.0,,,6.0,3.0,1.0,2.0,,2.0,1.0,,0.0,0.0,1.0
676,339205 ,1999JJ00,17.0,15.0,7.0,2.0,1.0,4.0,0.0,0.0,,,8.0,3.0,3.0,2.0,,2.0,1.0,,0.0,0.0,1.0
677,339205 ,2000JJ00,13.0,10.0,6.0,1.0,1.0,4.0,0.0,0.0,,,4.0,2.0,2.0,0.0,,3.0,2.0,,0.0,0.0,1.0
678,339205 ,2001JJ00,13.0,10.0,6.0,1.0,0.0,5.0,0.0,0.0,,,4.0,2.0,2.0,0.0,,3.0,2.0,,0.0,0.0,1.0
679,339205 ,2002JJ00,14.0,9.0,6.0,1.0,0.0,5.0,0.0,0.0,,,3.0,2.0,1.0,0.0,,5.0,4.0,,0.0,0.0,1.0
680,339205 ,2003JJ00,14.0,9.0,5.0,1.0,0.0,4.0,0.0,0.0,,,4.0,3.0,1.0,0.0,,5.0,4.0,,0.0,0.0,1.0
681,339205 ,2004JJ00,13.0,10.0,7.0,1.0,0.0,6.0,0.0,0.0,,,3.0,2.0,1.0,0.0,,3.0,2.0,,0.0,0.0,1.0
682,339205 ,2005JJ00,19.0,16.0,14.0,0.0,0.0,14.0,0.0,0.0,,,2.0,0.0,2.0,0.0,,3.0,2.0,,0.0,0.0,1.0
683,339205 ,2006JJ00,25.0,23.0,18.0,2.0,0.0,16.0,0.0,0.0,,,5.0,3.0,2.0,0.0,,2.0,1.0,,0.0,0.0,1.0
684,339205 ,2007JJ00,21.0,18.0,11.0,0.0,0.0,11.0,0.0,0.0,,,7.0,4.0,3.0,0.0,,3.0,2.0,,0.0,0.0,1.0
685,339205 ,2008JJ00,28.0,24.0,18.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,6.0,3.0,3.0,0.0,,4.0,2.0,,0.0,1.0,1.0
686,339205 ,2009JJ00,28.0,25.0,19.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,6.0,2.0,4.0,0.0,,3.0,2.0,,0.0,1.0,0.0
687,339205 ,2010JJ00,31.0,28.0,17.0,0.0,0.0,14.0,0.0,0.0,3.0,,11.0,6.0,3.0,2.0,,3.0,2.0,,0.0,0.0,1.0
688,339205 ,2011JJ00,34.0,31.0,17.0,0.0,0.0,14.0,0.0,0.0,3.0,,14.0,8.0,4.0,2.0,,3.0,2.0,,0.0,0.0,1.0
689,339205 ,2012JJ00,31.0,27.0,17.0,-1.0,0.0,15.0,0.0,0.0,3.0,,10.0,8.0,0.0,2.0,,4.0,2.0,,0.0,0.0,2.0
690,339205 ,2013JJ00,33.0,29.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,,11.0,8.0,1.0,2.0,,4.0,2.0,,0.0,1.0,1.0
691,339205 ,2014JJ00,35.0,31.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,,11.0,9.0,0.0,2.0,,4.0,2.0,,0.0,1.0,1.0
692,339205 ,2015JJ00,36.0,32.0,19.0,0.0,0.0,19.0,0.0,0.0,0.0,,13.0,11.0,0.0,2.0,,4.0,2.0,,0.0,1.0,1.0
693,339205 ,2016JJ00,39.0,34.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,,16.0,13.0,1.0,2.0,,5.0,3.0,,0.0,1.0,1.0
694,339205 ,2017JJ00,41.0,36.0,21.0,0.0,0.0,21.0,0.0,0.0,0.0,,15.0,10.0,3.0,2.0,,5.0,3.0,,0.0,1.0,1.0
695,339205 ,2018JJ00,48.0,40.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,,13.0,10.0,1.0,2.0,,8.0,6.0,,0.0,1.0,1.0
696,339205 ,2019JJ00,53.0,45.0,33.0,0.0,0.0,32.0,0.0,1.0,0.0,,12.0,9.0,0.0,3.0,,8.0,5.0,,0.0,1.0,2.0
697,339205 ,2020JJ00,49.0,41.0,34.0,0.0,0.0,34.0,0.0,0.0,0.0,,7.0,4.0,0.0,3.0,,8.0,5.0,,0.0,1.0,2.0
698,339205 ,2021JJ00,52.0,44.0,38.0,0.0,0.0,37.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,1.0,,8.0,5.0,,0.0,2.0,1.0
699,339205 ,2022JJ00,68.0,58.0,46.0,0.0,0.0,44.0,1.0,1.0,0.0,0.0,12.0,8.0,0.0,4.0,,10.0,6.0,,0.0,3.0,1.0
700,300023 ,1995JJ00,33.0,26.0,5.0,1.0,4.0,0.0,0.0,0.0,,,21.0,11.0,6.0,4.0,,7.0,5.0,,0.0,1.0,1.0
701,300023 ,1996JJ00,34.0,28.0,3.0,0.0,3.0,0.0,0.0,0.0,,,25.0,13.0,8.0,4.0,,6.0,4.0,,0.0,1.0,1.0
702,300023 ,1997JJ00,39.0,33.0,8.0,0.0,3.0,5.0,0.0,0.0,,,25.0,12.0,11.0,2.0,,6.0,4.0,,0.0,1.0,1.0
703,300023 ,1998JJ00,37.0,32.0,9.0,0.0,4.0,5.0,0.0,0.0,,,23.0,11.0,12.0,0.0,,5.0,3.0,,0.0,1.0,1.0
704,300023 ,1999JJ00,39.0,34.0,10.0,1.0,3.0,6.0,0.0,0.0,,,24.0,13.0,11.0,0.0,,5.0,3.0,,0.0,1.0,1.0
705,300023 ,2000JJ00,50.0,44.0,17.0,2.0,4.0,11.0,0.0,0.0,,,27.0,14.0,9.0,4.0,,6.0,4.0,,0.0,1.0,1.0
706,300023 ,2001JJ00,50.0,45.0,18.0,3.0,0.0,15.0,0.0,0.0,,,27.0,13.0,10.0,4.0,,5.0,3.0,,0.0,1.0,1.0
707,300023 ,2002JJ00,49.0,43.0,12.0,2.0,1.0,9.0,0.0,0.0,,,31.0,19.0,7.0,5.0,,6.0,4.0,,0.0,1.0,1.0
708,300023 ,2003JJ00,48.0,43.0,11.0,0.0,2.0,9.0,0.0,0.0,,,32.0,17.0,8.0,7.0,,5.0,3.0,,0.0,1.0,1.0
709,300023 ,2004JJ00,53.0,48.0,14.0,0.0,0.0,14.0,0.0,0.0,,,34.0,18.0,9.0,7.0,,5.0,3.0,,0.0,1.0,1.0
710,300023 ,2005JJ00,63.0,58.0,26.0,0.0,0.0,26.0,0.0,0.0,,,32.0,16.0,9.0,7.0,,5.0,3.0,,0.0,1.0,1.0
711,300023 ,2006JJ00,72.0,67.0,30.0,1.0,0.0,29.0,0.0,0.0,,,37.0,16.0,12.0,9.0,,5.0,3.0,,0.0,1.0,1.0
712,300023 ,2007JJ00,67.0,61.0,20.0,1.0,0.0,19.0,0.0,0.0,,,41.0,17.0,11.0,13.0,,6.0,4.0,,0.0,1.0,1.0
713,300023 ,2008JJ00,93.0,88.0,30.0,0.0,0.0,28.0,0.0,0.0,2.0,0.0,58.0,19.0,21.0,18.0,,5.0,4.0,,0.0,0.0,1.0
714,300023 ,2009JJ00,84.0,79.0,24.0,0.0,0.0,21.0,0.0,0.0,3.0,0.0,55.0,21.0,16.0,18.0,,5.0,4.0,,0.0,0.0,1.0
715,300023 ,2010JJ00,84.0,78.0,26.0,1.0,0.0,20.0,0.0,2.0,3.0,,52.0,24.0,14.0,14.0,,6.0,4.0,,0.0,1.0,1.0
716,300023 ,2011JJ00,89.0,83.0,22.0,0.0,0.0,18.0,0.0,1.0,3.0,,61.0,28.0,11.0,22.0,,6.0,4.0,,0.0,1.0,1.0
717,300023 ,2012JJ00,70.0,63.0,22.0,0.0,0.0,18.0,0.0,1.0,3.0,,41.0,20.0,7.0,14.0,,7.0,4.0,,0.0,1.0,2.0
718,300023 ,2013JJ00,67.0,59.0,21.0,0.0,0.0,20.0,0.0,1.0,0.0,,38.0,20.0,6.0,12.0,,8.0,4.0,,0.0,2.0,2.0
