ID,Energieverbruikers,Perioden,Energie_1,SteenkoolEnBruinkool_2,Steenkoolcokes_3,Cokesovengas_4,Hoogovengas_5,OverigeSteenkoolderivaten_6,RuweAardolie_7,Aardgascondensaat_8,OverigeAardoliegrondstoffen_9,Lpg_10,Nafta_11,Benzine_12,Kerosine_13,GasolieEnLichteStookolie_14,Autodiesel_15,Stookolie_16,Restgas_17,Smeermiddelen_18,Bitumen_19,OverigeOlieproducten_20,Aardgas_21,HernieuwbareEnergie_22,Elektriciteit_23,StoomEnOfWarmWater_24,AnderePrimaireEnergiebronnen_25,OmzettingVerliezen_26
513,336500,1997JJ00,18.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,7.0,6.0,,3.0,0.0,,
514,336500,1998JJ00,24.0,,,,,,,,,0.0,,,,,1.0,,,0.0,,14.0,6.0,,3.0,0.0,,
515,336500,1999JJ00,23.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,12.0,6.0,,3.0,0.0,,
516,336500,2000JJ00,25.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,15.0,6.0,,3.0,,,
517,336500,2001JJ00,22.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,11.0,6.0,,3.0,1.0,,
518,336500,2002JJ00,20.0,,,,,,,,,,,0.0,,,2.0,,,0.0,,9.0,5.0,,3.0,1.0,,
519,336500,2003JJ00,23.0,,,,,,,,,0.0,,0.0,,,2.0,,,0.0,,12.0,5.0,,3.0,1.0,,
520,336500,2004JJ00,23.0,,,,,,,,,,,,,,1.0,,,0.0,,13.0,5.0,,3.0,1.0,,
521,336500,2005JJ00,24.0,,,,,,,,,,,,,,2.0,,,0.0,,14.0,5.0,,3.0,0.0,,
522,336500,2006JJ00,25.0,,,,,,,,,,,0.0,,,2.0,,,0.0,,16.0,5.0,,3.0,0.0,,
523,336500,2007JJ00,25.0,,,,,,,,,,,0.0,,,2.0,,,0.0,,16.0,4.0,,3.0,0.0,,
524,336500,2008JJ00,27.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,18.0,4.0,,3.0,0.0,,
525,336500,2009JJ00,28.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,19.0,5.0,,3.0,0.0,,
526,336500,2010JJ00,25.0,,,,,,,,,,,,,,1.0,,,0.0,,16.0,5.0,,3.0,,,
527,336500,2011JJ00,27.0,,,,,,,,,,,,,,1.0,,,0.0,,18.0,4.0,,3.0,,,
528,339205,1990JJ00,6.0,,,,,,,,,0.0,,0.0,,1.0,0.0,,,1.0,,,2.0,,2.0,,,
529,339205,1991JJ00,7.0,,,,,,,,,0.0,,0.0,,0.0,0.0,,,1.0,,,3.0,,2.0,,,
530,339205,1992JJ00,7.0,,,,,,,,,0.0,,0.0,,0.0,0.0,,,1.0,,,3.0,,2.0,,,
531,339205,1993JJ00,7.0,,,,,,,,,0.0,,0.0,,0.0,0.0,,,1.0,,,3.0,,2.0,,,
532,339205,1994JJ00,7.0,,,,,,,,,0.0,,0.0,,0.0,0.0,,,1.0,,,3.0,,2.0,,,
533,339205,1995JJ00,7.0,,,,,,,,,,,0.0,,0.0,0.0,,,1.0,,,3.0,,2.0,,,
534,339205,1996JJ00,7.0,,,,,,,,,,,0.0,,0.0,0.0,,,0.0,,,3.0,,2.0,,,
535,339205,1997JJ00,7.0,,,,,,,,,,,0.0,,0.0,0.0,,,1.0,,,3.0,,2.0,,,
536,339205,1998JJ00,7.0,,,,,,,,,,,0.0,,0.0,0.0,,,1.0,,,3.0,,2.0,,,
537,339205,1999JJ00,6.0,,,,,,,,,,,0.0,,0.0,0.0,,,1.0,,,3.0,,2.0,,,
538,339205,2000JJ00,6.0,,,,,,,,,,,0.0,,0.0,0.0,,,1.0,,,3.0,,2.0,,,
539,339205,2001JJ00,7.0,,,,,,,,,,,0.0,,0.0,0.0,,,1.0,,,3.0,,2.0,,,
540,339205,2002JJ00,7.0,,,,,,,,,,,0.0,,0.0,0.0,,,1.0,,,3.0,,3.0,,,
541,339205,2003JJ00,7.0,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,,1.0,,,3.0,,2.0,,,
542,339205,2004JJ00,6.0,,,,,,,,,,,0.0,,0.0,0.0,,,1.0,,,3.0,,2.0,,,
543,339205,2005JJ00,6.0,,,,,,,,,,,0.0,,0.0,0.0,,,1.0,,,3.0,,2.0,,,
544,339205,2006JJ00,5.0,,,,,,,,,0.0,,0.0,,0.0,0.0,,,1.0,,,2.0,,2.0,,,
545,339205,2007JJ00,5.0,,,,,,,,,,,0.0,,0.0,0.0,,,0.0,,,2.0,,2.0,,,
546,339205,2008JJ00,6.0,,,,,,,,,,,0.0,,0.0,0.0,,,1.0,,,3.0,,2.0,,,
547,339205,2009JJ00,6.0,,,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,3.0,,3.0,,,
548,339205,2010JJ00,6.0,,,,,,,,,,,0.0,,0.0,0.0,,,0.0,,,3.0,,3.0,,,
549,339205,2011JJ00,5.0,,,,,,,,,,,0.0,,,0.0,,,0.0,,,2.0,,2.0,,,
550,300023,1990JJ00,6.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,,3.0,,2.0,,,
551,300023,1991JJ00,7.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,,4.0,,2.0,,,
552,300023,1992JJ00,7.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,4.0,,2.0,,,
553,300023,1993JJ00,7.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,3.0,,2.0,,,
554,300023,1994JJ00,7.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,3.0,,2.0,,,
555,300023,1995JJ00,7.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,,3.0,,2.0,0.0,,
556,300023,1996JJ00,8.0,,,,,,,,,,,0.0,,,1.0,,,0.0,,,4.0,,2.0,0.0,,
557,300023,1997JJ00,7.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,3.0,,2.0,0.0,,
558,300023,1998JJ00,7.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,3.0,,2.0,0.0,,
559,300023,1999JJ00,7.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,3.0,,2.0,0.0,,
560,300023,2000JJ00,8.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,3.0,,2.0,,,
561,300023,2001JJ00,8.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,3.0,,3.0,,,
562,300023,2002JJ00,8.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,3.0,,3.0,0.0,,
563,300023,2003JJ00,7.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,3.0,,3.0,0.0,,
564,300023,2004JJ00,8.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,3.0,,3.0,,,
565,300023,2005JJ00,8.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,3.0,,3.0,0.0,,
566,300023,2006JJ00,8.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,3.0,,3.0,0.0,,
567,300023,2007JJ00,7.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,3.0,,3.0,0.0,,
568,300023,2008JJ00,7.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,3.0,,3.0,0.0,,
569,300023,2009JJ00,6.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,2.0,,2.0,0.0,,
570,300023,2010JJ00,6.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,2.0,,2.0,,,
571,300023,2011JJ00,7.0,,,,,,,,,0.0,,0.0,,,1.0,,,0.0,,,3.0,,2.0,,,
572,346600,1990JJ00,318.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,,1.0,,12.0,3.0,,303.0
573,346600,1991JJ00,331.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,,1.0,,14.0,3.0,,312.0
574,346600,1992JJ00,340.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,,1.0,0.0,14.0,3.0,,321.0
575,346600,1993JJ00,341.0,,,,,,,,,0.0,,,,0.0,0.0,0.0,,,,,2.0,,14.0,4.0,,320.0
576,346600,1994JJ00,350.0,,,,,,,,,0.0,,,,0.0,0.0,,,,,,1.0,0.0,15.0,4.0,,329.0
577,346600,1995JJ00,346.0,,,,,,,,,0.0,,,,,,,,,,,1.0,0.0,13.0,5.0,,326.0
578,346600,1996JJ00,343.0,,,,,,,,,0.0,,,,,,,,,,,1.0,0.0,14.0,6.0,,322.0
579,346600,1997JJ00,329.0,,,,,,,,,0.0,,,,,,,,,,,1.0,0.0,14.0,4.0,,310.0
580,346600,1998JJ00,340.0,,,,,,,,,0.0,,,,,,,,,,,1.0,0.0,15.0,5.0,,319.0
581,346600,1999JJ00,317.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,15.0,4.0,,296.0
582,346600,2000JJ00,329.0,,,,,,,,,,,,,,0.0,,,,,,1.0,0.0,15.0,5.0,,307.0
583,346600,2001JJ00,362.0,,,,,,,,,,,,,,0.0,,,,,,1.0,0.0,16.0,5.0,,340.0
584,346600,2002JJ00,372.0,,,,,,,,,,,,,,0.0,,,,,,2.0,0.0,16.0,5.0,,349.0
585,346600,2003JJ00,376.0,,,,,,,,,,,,,,0.0,,,,,,2.0,0.0,16.0,5.0,,353.0
586,346600,2004JJ00,384.0,,,,,,,,,,,,,,0.0,,,,,,2.0,0.0,16.0,5.0,,360.0
587,346600,2005JJ00,374.0,,,,,,,,,,,,,,0.0,,,,,,2.0,0.0,17.0,5.0,,350.0
588,346600,2006JJ00,348.0,,,,,,,,,,,,,,0.0,,,,,,2.0,0.0,17.0,5.0,,324.0
589,346600,2007JJ00,360.0,,,,,,,,,,,,,,0.0,,,,,,1.0,0.0,17.0,4.0,,337.0
590,346600,2008JJ00,362.0,,,,,,,,,,,,,,0.0,,,,,,2.0,,17.0,4.0,,338.0
591,346600,2009JJ00,376.0,,,,,,,,,,,,,,0.0,,,,,,2.0,,17.0,4.0,,353.0
592,346600,2010JJ00,379.0,,,,,,,,,,,,,,0.0,,,,,,2.0,,17.0,4.0,,356.0
593,346600,2011JJ00,340.0,,,,,,,,,,,,,,0.0,,,,,,2.0,,17.0,4.0,,317.0
594,348000,1990JJ00,28.0,,,,,,,,,1.0,,0.0,,0.0,0.0,,,0.0,,,2.0,1.0,4.0,2.0,1.0,18.0
595,348000,1991JJ00,32.0,,,,,,,,,1.0,,0.0,,1.0,0.0,,,0.0,,,1.0,1.0,4.0,2.0,1.0,21.0
596,348000,1992JJ00,33.0,,,,,,,,,1.0,,0.0,,1.0,0.0,,,0.0,,,1.0,1.0,4.0,2.0,1.0,22.0
597,348000,1993JJ00,33.0,,,,,,,,,1.0,,0.0,,0.0,0.0,,,0.0,,,2.0,1.0,4.0,3.0,1.0,21.0
598,348000,1994JJ00,35.0,,,,,,,,,1.0,,0.0,,0.0,1.0,,,0.0,,,2.0,1.0,4.0,3.0,1.0,23.0
599,348000,1995JJ00,33.0,,,,,,,,,1.0,,0.0,,0.0,1.0,,,,,,1.0,2.0,3.0,1.0,1.0,24.0
600,348000,1996JJ00,41.0,,,,,,,,,1.0,,0.0,,0.0,1.0,,,,,,1.0,2.0,4.0,1.0,1.0,31.0
601,348000,1997JJ00,44.0,,,,,,,,,1.0,,0.0,,0.0,1.0,,,,,,1.0,2.0,4.0,1.0,1.0,34.0
602,348000,1998JJ00,47.0,,,,,,,,,1.0,,0.0,,0.0,1.0,,,,,,1.0,2.0,4.0,1.0,1.0,36.0
603,348000,1999JJ00,49.0,,,,,,,,,1.0,,0.0,,0.0,1.0,,,,,,1.0,2.0,4.0,1.0,1.0,38.0
604,348000,2000JJ00,49.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,1.0,2.0,4.0,1.0,1.0,39.0
605,348000,2001JJ00,50.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,1.0,2.0,4.0,1.0,2.0,39.0
606,348000,2002JJ00,52.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,1.0,2.0,4.0,1.0,2.0,41.0
607,348000,2003JJ00,52.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,1.0,2.0,4.0,1.0,2.0,41.0
608,348000,2004JJ00,57.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,1.0,2.0,5.0,1.0,4.0,43.0
609,348000,2005JJ00,59.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,1.0,2.0,4.0,1.0,6.0,43.0
610,348000,2006JJ00,58.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,1.0,2.0,4.0,1.0,8.0,41.0
611,348000,2007JJ00,62.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,1.0,1.0,4.0,1.0,9.0,44.0
612,348000,2008JJ00,72.0,,,,,,,,,0.0,,0.0,,1.0,1.0,,,,,,1.0,1.0,4.0,1.0,11.0,51.0
613,348000,2009JJ00,74.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,2.0,1.0,4.0,1.0,13.0,52.0
614,348000,2010JJ00,72.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,1.0,1.0,4.0,1.0,12.0,52.0
615,348000,2011JJ00,72.0,,,,,,,,,0.0,,0.0,,0.0,1.0,,,,,,1.0,1.0,5.0,1.0,12.0,52.0
616,350000,1990JJ00,51.0,,6.0,,,,,,,0.0,,1.0,3.0,12.0,3.0,,,,20.0,2.0,2.0,,2.0,,,0.0
617,350000,1991JJ00,46.0,,4.0,,,,,,,0.0,,0.0,3.0,12.0,3.0,,,,17.0,2.0,3.0,,2.0,,,
618,350000,1992JJ00,48.0,,4.0,,,,,,,0.0,,0.0,3.0,13.0,3.0,,,,17.0,2.0,3.0,,2.0,,,
619,350000,1993JJ00,52.0,,5.0,,,,,,,0.0,,0.0,2.0,14.0,3.0,,,,17.0,4.0,3.0,,2.0,,,0.0
620,350000,1994JJ00,47.0,,4.0,,,,,,,0.0,,0.0,2.0,14.0,3.0,,,,18.0,,3.0,,2.0,,,0.0
621,350000,1995JJ00,51.0,0.0,0.0,,,6.0,,,,0.0,,0.0,2.0,16.0,3.0,,,,17.0,,4.0,,2.0,,,0.0
622,350000,1996JJ00,53.0,0.0,0.0,,,7.0,,,,0.0,,0.0,3.0,18.0,4.0,,,,15.0,,4.0,,2.0,,,0.0
623,350000,1997JJ00,52.0,0.0,0.0,,,6.0,,,,0.0,,0.0,4.0,19.0,3.0,,,,14.0,,3.0,,2.0,,,0.0
624,350000,1998JJ00,53.0,0.0,0.0,,,6.0,,,,0.0,,0.0,4.0,19.0,4.0,,,,12.0,,4.0,,3.0,,,0.0
625,350000,1999JJ00,49.0,0.0,0.0,,,2.0,,,,0.0,,0.0,3.0,18.0,5.0,,,,15.0,,3.0,,3.0,,,0.0
626,350000,2000JJ00,47.0,0.0,0.0,,,2.0,,,,0.0,,1.0,1.0,18.0,7.0,,,,12.0,,3.0,,3.0,,,0.0
627,350000,2001JJ00,54.0,0.0,,,,3.0,,,,,,1.0,2.0,18.0,7.0,,,,16.0,,3.0,,3.0,,,0.0
628,350000,2002JJ00,52.0,0.0,,,,4.0,,,,0.0,,1.0,2.0,17.0,7.0,,,,15.0,,3.0,,3.0,,,0.0
629,350000,2003JJ00,49.0,0.0,,,,4.0,,,,0.0,,1.0,2.0,16.0,7.0,,,,12.0,,3.0,,3.0,,,0.0
630,350000,2004JJ00,51.0,0.0,,,,3.0,,,,,,1.0,2.0,16.0,7.0,,,,16.0,,3.0,,3.0,,,0.0
631,350000,2005JJ00,53.0,,0.0,,,3.0,,,,,,1.0,2.0,17.0,8.0,,,,16.0,,3.0,,3.0,,,1.0
632,350000,2006JJ00,50.0,0.0,0.0,,,1.0,,,,0.0,,1.0,1.0,16.0,8.0,,,,16.0,,3.0,,3.0,,,1.0
633,350000,2007JJ00,52.0,,,,,4.0,,,,0.0,,1.0,0.0,17.0,8.0,,,,14.0,,3.0,,3.0,,,0.0
634,350000,2008JJ00,54.0,0.0,0.0,,,5.0,,,,0.0,,1.0,0.0,19.0,8.0,,,,14.0,,3.0,,3.0,,,0.0
635,350000,2009JJ00,46.0,0.0,,,,1.0,,,,,,1.0,1.0,17.0,8.0,,,,11.0,,4.0,,3.0,,,0.0
636,350000,2010JJ00,43.0,,,,,4.0,,,,0.0,,1.0,0.0,15.0,7.0,,,,9.0,,4.0,,3.0,,,0.0
637,350000,2011JJ00,43.0,,,,,4.0,,,,0.0,,1.0,0.0,15.0,8.0,,,,9.0,,3.0,,3.0,,,0.0
638,300006,1990JJ00,336.0,,,,,,,,,2.0,,5.0,76.0,41.0,104.0,29.0,,1.0,,,44.0,,35.0,0.0,,
639,300006,1991JJ00,358.0,,,,,,,,,2.0,,5.0,81.0,42.0,109.0,28.0,,2.0,,,56.0,,34.0,0.0,,
640,300006,1992JJ00,383.0,,,,,,,,,2.0,,5.0,92.0,45.0,117.0,30.0,,2.0,,,53.0,,37.0,1.0,,
641,300006,1993JJ00,410.0,,,,,,,,,2.0,,5.0,102.0,47.0,119.0,32.0,,2.0,,,60.0,,39.0,3.0,,
642,300006,1994JJ00,414.0,,,,,,,,,1.0,,5.0,107.0,50.0,120.0,34.0,,2.0,,,53.0,,40.0,3.0,,
643,300006,1995JJ00,439.0,,,,,,,,,2.0,,5.0,116.0,47.0,128.0,34.0,,3.0,,,62.0,,40.0,4.0,,
644,300006,1996JJ00,477.0,,,,,,,,,2.0,,5.0,130.0,47.0,135.0,35.0,,2.0,,,73.0,,43.0,6.0,,
645,300006,1997JJ00,486.0,,,,,,,,,1.0,,4.0,140.0,51.0,138.0,37.0,,3.0,,,60.0,,46.0,6.0,,
646,300006,1998JJ00,497.0,,,,,,,,,2.0,,4.0,148.0,49.0,134.0,42.0,,3.0,,,61.0,,49.0,7.0,,
647,300006,1999JJ00,504.0,,,,,,,,,2.0,,4.0,154.0,47.0,139.0,52.0,,3.0,,,47.0,,49.0,7.0,,
648,300006,2000JJ00,516.0,,,,,,,,,1.0,,6.0,158.0,46.0,136.0,54.0,,3.0,,,51.0,,51.0,8.0,,
649,300006,2001JJ00,523.0,,,,,,,,,1.0,,6.0,158.0,48.0,135.0,51.0,,3.0,,,62.0,,52.0,7.0,,
650,300006,2002JJ00,516.0,,,,,,,,,1.0,,6.0,158.0,46.0,135.0,47.0,,3.0,,,66.0,,51.0,4.0,,
651,300006,2003JJ00,523.0,,,,,,,,,1.0,,5.0,156.0,48.0,136.0,49.0,,3.0,,,70.0,,52.0,2.0,,
652,300006,2004JJ00,536.0,,,,,,,,,1.0,,5.0,159.0,45.0,142.0,50.0,,3.0,,,66.0,,56.0,8.0,,
653,300006,2005JJ00,538.0,,,,,,,,,1.0,,5.0,164.0,47.0,148.0,52.0,,4.0,,,58.0,,54.0,6.0,,
654,300006,2006JJ00,556.0,,,,,,,,,0.0,,5.0,173.0,45.0,154.0,40.0,,4.0,,,69.0,,58.0,7.0,,
655,300006,2007JJ00,560.0,,,,,,,,,0.0,,5.0,174.0,46.0,156.0,48.0,,3.0,,,63.0,,58.0,7.0,,
656,300006,2008JJ00,570.0,,,,,,,,,0.0,,6.0,173.0,47.0,153.0,51.0,,3.0,,,71.0,,58.0,8.0,,
657,300006,2009JJ00,533.0,,,,,,,,,0.0,,6.0,161.0,40.0,142.0,48.0,,3.0,,,74.0,,55.0,5.0,,
658,300006,2010JJ00,552.0,,,,,,,,,0.0,,6.0,165.0,40.0,142.0,45.0,,3.0,,,87.0,,57.0,6.0,,
659,300006,2011JJ00,552.0,,,,,,,,,0.0,,7.0,175.0,45.0,144.0,44.0,,3.0,,,67.0,,61.0,6.0,,
660,354200,1990JJ00,65.0,,,,,,,,,2.0,,4.0,,0.0,14.0,,,0.0,,,25.0,,21.0,0.0,,
661,354200,1991JJ00,68.0,,,,,,,,,1.0,,4.0,,0.0,14.0,,,0.0,,,29.0,,20.0,0.0,,
662,354200,1992JJ00,69.0,,,,,,,,,1.0,,4.0,,0.0,14.0,,,0.0,,,28.0,,22.0,0.0,,
663,354200,1993JJ00,77.0,,,,,,,,,1.0,,4.0,,0.0,13.0,,,0.0,,,33.0,,23.0,2.0,,
664,354200,1994JJ00,73.0,,,,,,,,,1.0,,4.0,,0.0,13.0,,,0.0,,,29.0,,23.0,2.0,,
665,354200,1995JJ00,79.0,,,,,,,,,1.0,,4.0,,0.0,14.0,,,1.0,,,33.0,,23.0,3.0,,
666,354200,1996JJ00,90.0,,,,,,,,,1.0,,4.0,,0.0,14.0,,,1.0,,,40.0,,24.0,4.0,,
667,354200,1997JJ00,83.0,,,,,,,,,1.0,,3.0,,0.0,14.0,,,1.0,,,32.0,,27.0,4.0,,
668,354200,1998JJ00,86.0,,,,,,,,,1.0,,4.0,,0.0,13.0,,,1.0,,,33.0,,29.0,5.0,,
669,354200,1999JJ00,79.0,,,,,,,,,1.0,,4.0,,0.0,12.0,,,1.0,,,26.0,,29.0,5.0,,
670,354200,2000JJ00,85.0,,,,,,,,,1.0,,5.0,,0.0,13.0,,,1.0,,,28.0,,31.0,6.0,,
671,354200,2001JJ00,90.0,,,,,,,,,1.0,,5.0,,0.0,13.0,,,1.0,,,34.0,,31.0,5.0,,
672,354200,2002JJ00,91.0,,,,,,,,,1.0,,5.0,,,14.0,,,1.0,,,37.0,,30.0,3.0,,
673,354200,2003JJ00,92.0,,,,,,,,,1.0,,5.0,,,14.0,,,1.0,,,39.0,,31.0,2.0,,
674,354200,2004JJ00,96.0,,,,,,,,,1.0,,5.0,,,14.0,,,1.0,,,37.0,,34.0,6.0,,
675,354200,2005JJ00,88.0,,,,,,,,,0.0,,5.0,,,14.0,,,1.0,,,31.0,,32.0,4.0,,
676,354200,2006JJ00,98.0,,,,,,,,,0.0,,5.0,,,15.0,,,1.0,,,37.0,,35.0,5.0,,
677,354200,2007JJ00,96.0,,,,,,,,,0.0,,5.0,,,15.0,,,1.0,,,35.0,,35.0,4.0,,
678,354200,2008JJ00,102.0,,,,,,,,,0.0,,6.0,,,16.0,,,1.0,,,40.0,,35.0,5.0,,
679,354200,2009JJ00,98.0,,,,,,,,,0.0,,5.0,,,14.0,,,1.0,,,42.0,,33.0,3.0,,
680,354200,2010JJ00,108.0,,,,,,,,,0.0,,6.0,,,14.0,,,1.0,,,48.0,,34.0,4.0,,
681,354200,2011JJ00,101.0,,,,,,,,,0.0,,6.0,,,15.0,,,1.0,,,37.0,,37.0,4.0,,
682,383100,1990JJ00,248.0,,,,,,,,,0.0,,0.0,76.0,40.0,89.0,29.0,,1.0,,,5.0,,8.0,,,
683,383100,1991JJ00,261.0,,,,,,,,,0.0,,0.0,81.0,41.0,94.0,28.0,,1.0,,,6.0,,8.0,,,
684,383100,1992JJ00,285.0,,,,,,,,,0.0,,0.0,92.0,45.0,103.0,30.0,,2.0,,,6.0,,9.0,,,
685,383100,1993JJ00,302.0,,,,,,,,,0.0,,0.0,102.0,46.0,105.0,32.0,,1.0,,,6.0,,9.0,,,
686,383100,1994JJ00,312.0,,,,,,,,,0.0,,0.0,107.0,49.0,105.0,34.0,,1.0,,,6.0,,10.0,,,
687,383100,1995JJ00,328.0,,,,,,,,,0.0,,0.0,116.0,46.0,114.0,34.0,,1.0,,,7.0,,10.0,,,
688,383100,1996JJ00,350.0,,,,,,,,,1.0,,0.0,130.0,46.0,120.0,35.0,,1.0,,,7.0,,11.0,,,
689,383100,1997JJ00,369.0,,,,,,,,,1.0,,0.0,140.0,51.0,123.0,37.0,,2.0,,,5.0,,11.0,,,
690,383100,1998JJ00,376.0,,,,,,,,,1.0,,0.0,148.0,47.0,119.0,42.0,,2.0,,,6.0,,12.0,,,
691,383100,1999JJ00,396.0,,,,,,,,,0.0,,0.0,154.0,46.0,125.0,52.0,,2.0,,,4.0,,12.0,,,
692,383100,2000JJ00,398.0,,,,,,,,,0.0,,0.0,158.0,45.0,121.0,54.0,,2.0,,,4.0,,12.0,,,
693,383100,2001JJ00,396.0,,,,,,,,,0.0,,0.0,158.0,48.0,121.0,51.0,,2.0,,,5.0,,11.0,,,
694,383100,2002JJ00,389.0,,,,,,,,,0.0,,0.0,158.0,46.0,120.0,47.0,,2.0,,,5.0,,11.0,,,
695,383100,2003JJ00,393.0,,,,,,,,,0.0,,0.0,156.0,48.0,121.0,49.0,,2.0,,,5.0,,11.0,,,
696,383100,2004JJ00,401.0,,,,,,,,,0.0,,0.0,159.0,45.0,128.0,50.0,,2.0,,,5.0,,12.0,,,
697,383100,2005JJ00,413.0,,,,,,,,,0.0,,0.0,164.0,46.0,132.0,52.0,,3.0,,,4.0,,12.0,,,
698,383100,2006JJ00,415.0,,,,,,,,,0.0,,0.0,173.0,44.0,138.0,40.0,,3.0,,,5.0,,13.0,,,
699,383100,2007JJ00,425.0,,,,,,,,,0.0,,0.0,174.0,45.0,140.0,48.0,,2.0,,,4.0,,13.0,,,
700,383100,2008JJ00,427.0,,,,,,,,,0.0,,0.0,173.0,46.0,136.0,51.0,,2.0,,,5.0,,13.0,,,
701,383100,2009JJ00,394.0,,,,,,,,,0.0,,0.0,161.0,39.0,127.0,48.0,,2.0,,,5.0,,13.0,,,
702,383100,2010JJ00,398.0,,,,,,,,,0.0,,0.0,165.0,40.0,127.0,45.0,,2.0,,,6.0,,13.0,,,
703,383100,2011JJ00,413.0,,,,,,,,,0.0,,0.0,175.0,44.0,129.0,44.0,,2.0,,,5.0,,14.0,,,
704,383200,1990JJ00,92.0,,,,,,,,,0.0,,0.0,,1.0,85.0,,,0.0,,,1.0,,5.0,,,
705,383200,1991JJ00,98.0,,,,,,,,,0.0,,0.0,,1.0,90.0,,,0.0,,,1.0,,5.0,,,
706,383200,1992JJ00,107.0,,,,,,,,,0.0,,0.0,,1.0,98.0,,,0.0,,,1.0,,5.0,,,
707,383200,1993JJ00,110.0,,,,,,,,,0.0,,0.0,,1.0,101.0,,,0.0,,,1.0,,5.0,,,
708,383200,1994JJ00,110.0,,,,,,,,,0.0,,0.0,,1.0,102.0,,,0.0,,,1.0,,5.0,,,
709,383200,1995JJ00,120.0,,,,,,,,,0.0,,0.0,,1.0,111.0,,,1.0,,,1.0,,5.0,,,
710,383200,1996JJ00,126.0,,,,,,,,,0.0,,0.0,,1.0,116.0,,,1.0,,,1.0,,6.0,,,
711,383200,1997JJ00,126.0,,,,,,,,,0.0,,0.0,,1.0,116.0,,,1.0,,,1.0,,6.0,,,
712,383200,1998JJ00,123.0,,,,,,,,,0.0,,0.0,,1.0,113.0,,,1.0,,,1.0,,6.0,,,
713,383200,1999JJ00,127.0,,,,,,,,,0.0,,0.0,,1.0,118.0,,,1.0,,,1.0,,6.0,,,
714,383200,2000JJ00,124.0,,,,,,,,,0.0,,0.0,,2.0,114.0,,,1.0,,,1.0,,6.0,,,
715,383200,2001JJ00,122.0,,,,,,,,,0.0,,0.0,,1.0,113.0,,,1.0,,,2.0,,6.0,,,
716,383200,2002JJ00,121.0,,,,,,,,,0.0,,0.0,,1.0,111.0,,,1.0,,,2.0,,6.0,,,
717,383200,2003JJ00,122.0,,,,,,,,,0.0,,0.0,,1.0,112.0,,,1.0,,,2.0,,6.0,,,
718,383200,2004JJ00,128.0,,,,,,,,,0.0,,0.0,,1.0,119.0,,,1.0,,,1.0,,6.0,,,
719,383200,2005JJ00,132.0,,,,,,,,,0.0,,0.0,,1.0,122.0,,,1.0,,,1.0,,6.0,,,
720,383200,2006JJ00,137.0,,,,,,,,,0.0,,0.0,,1.0,128.0,,,1.0,,,2.0,,6.0,,,
721,383200,2007JJ00,139.0,,,,,,,,,0.0,,0.0,,1.0,130.0,,,1.0,,,2.0,,6.0,,,
