ID,Bronnen,Perioden,CO2_1,NMVOS_2,CH4_3,SO2_4,N2O_5,CO_6,NOx_7,NH3_8,PM10_9,PM25_10
260,350000   ,2018JJ00,700,4.73,0.08,0.0,0.0,0.8,0.4,0.0,1.16,0.41
261,350000   ,2019JJ00,600,4.63,0.08,0.0,0.0,0.7,0.5,0.01,1.22,0.44
262,350000   ,2020JJ00,500,4.85,0.08,0.0,0.0,0.5,0.3,0.01,1.22,0.43
263,350000   ,2021JJ00,500,5.17,0.08,0.0,0.0,0.7,0.4,0.01,1.28,0.45
264,1050010  ,1990JJ00,22300,48.77,27.67,1.2,0.36,82.3,21.4,10.17,9.41,8.69
265,1050010  ,1995JJ00,25100,50.41,29.03,0.8,0.55,91.9,24.2,7.37,10.25,9.32
266,1050010  ,2000JJ00,22200,46.86,25.72,0.5,0.46,82.7,20.5,6.44,9.68,8.58
267,1050010  ,2001JJ00,23600,47.21,26.45,0.5,0.53,86.8,21.7,7.57,9.53,8.58
268,1050010  ,2002JJ00,22800,46.13,25.63,0.5,0.48,82.6,20.9,7.38,9.43,8.39
269,1050010  ,2003JJ00,23400,46.29,26.03,0.5,0.49,86.8,20.8,7.27,9.97,8.77
270,1050010  ,2004JJ00,22500,45.51,25.21,0.5,0.52,88.6,19.4,7.17,9.97,8.77
271,1050010  ,2005JJ00,21700,45.66,24.61,0.4,0.55,88.1,17.9,7.62,9.82,8.63
272,1050010  ,2006JJ00,21900,46.32,24.38,0.4,0.55,89.0,15.0,7.27,9.93,8.68
273,1050010  ,2007JJ00,19700,47.27,22.4,0.4,0.5,84.4,13.0,7.04,9.36,8.26
274,1050010  ,2008JJ00,22200,46.63,24.27,0.5,0.52,90.8,14.0,6.54,9.53,8.48
275,1050010  ,2009JJ00,22100,46.88,24.2,0.5,0.58,91.8,13.7,6.61,9.59,8.46
276,1050010  ,2010JJ00,25800,48.44,27.03,0.5,0.58,106.8,15.2,7.12,10.46,9.27
277,1050010  ,2011JJ00,20200,45.07,22.63,0.5,0.56,86.2,11.5,7.34,9.09,7.96
278,1050010  ,2012JJ00,21600,47.0,23.72,0.5,0.57,91.4,11.7,7.67,9.56,8.32
279,1050010  ,2013JJ00,22900,47.42,24.65,0.5,0.61,95.3,11.8,8.14,9.85,8.49
280,1050010  ,2014JJ00,17300,45.32,20.25,0.4,0.57,75.7,8.8,7.61,8.71,7.35
281,1050010  ,2015JJ00,18500,45.64,21.12,0.4,0.59,81.7,8.9,7.54,8.91,7.58
282,1050010  ,2016JJ00,19200,45.61,22.87,0.4,0.6,81.4,8.7,7.79,8.81,7.48
283,1050010  ,2017JJ00,18600,45.12,22.12,0.4,0.55,76.5,7.7,7.49,8.58,7.2
284,1050010  ,2018JJ00,18500,45.29,21.83,0.5,0.6,74.4,7.5,7.58,8.86,7.26
285,1050010  ,2019JJ00,17900,45.64,21.14,0.4,0.58,71.0,7.1,7.56,8.42,6.89
286,1050010  ,2020JJ00,17100,83.6,20.32,0.4,0.56,65.9,6.7,7.48,7.71,6.37
287,1050010  ,2021JJ00,19500,93.91,21.89,0.4,0.53,71.2,7.5,7.39,6.25,5.71
288,800051   ,1990JJ00,21000,153.18,1145.88,5.4,35.43,8.5,76.3,328.67,7.45,1.8
289,800051   ,1995JJ00,22600,102.71,1057.28,1.0,35.21,7.6,73.5,204.43,6.21,0.92
290,800051   ,2000JJ00,23100,93.78,882.3,0.4,28.84,7.3,64.0,159.94,6.52,0.87
291,800051   ,2001JJ00,23200,91.64,856.06,0.4,27.64,7.3,60.5,152.15,6.59,0.88
292,800051   ,2002JJ00,22500,89.14,811.5,0.3,25.54,6.7,56.6,145.05,6.31,0.83
293,800051   ,2003JJ00,23200,96.15,780.83,0.4,24.96,7.6,56.3,141.77,5.57,0.76
294,800051   ,2004JJ00,24300,89.04,767.16,0.3,24.26,7.4,55.7,140.89,6.02,0.81
295,800051   ,2005JJ00,23700,92.7,706.43,0.4,23.9,7.3,55.1,138.78,6.39,0.85
296,800051   ,2006JJ00,23200,94.04,693.74,0.4,24.38,7.9,56.4,142.55,6.39,0.87
297,800051   ,2007JJ00,23200,98.29,695.11,0.4,23.38,8.7,56.6,139.41,6.71,0.87
298,800051   ,2008JJ00,25000,101.21,701.21,0.5,22.93,10.4,59.2,127.53,6.98,0.9
299,800051   ,2009JJ00,25900,109.72,700.13,0.5,22.11,10.4,57.5,123.74,6.84,0.89
300,800051   ,2010JJ00,28800,113.97,690.51,0.6,22.04,11.7,55.9,121.1,6.94,0.9
301,800051   ,2011JJ00,26200,114.03,672.2,0.7,21.32,10.5,52.8,118.95,7.42,0.9
302,800051   ,2012JJ00,27400,112.59,657.19,0.5,20.67,10.3,51.4,113.49,7.24,0.91
303,800051   ,2013JJ00,27400,114.1,659.42,0.4,21.4,10.2,52.1,110.73,7.24,0.92
304,800051   ,2014JJ00,24400,105.44,647.29,0.4,21.69,8.7,49.6,115.12,7.36,0.91
305,800051   ,2015JJ00,25300,117.67,655.28,0.5,22.3,9.3,52.3,116.55,7.24,0.94
306,800051   ,2016JJ00,25600,121.13,659.94,1.3,22.01,9.4,51.2,117.22,7.09,0.93
307,800051   ,2017JJ00,25600,120.74,650.83,1.1,22.59,10.0,49.3,119.38,6.86,0.92
308,800051   ,2018JJ00,25400,117.36,630.39,0.7,22.34,10.2,48.4,117.11,6.62,0.91
309,800051   ,2019JJ00,24700,115.41,626.0,0.6,21.94,10.3,46.4,112.09,6.52,0.93
310,800051   ,2020JJ00,23800,115.37,616.1,0.6,21.99,10.2,45.1,111.19,6.33,0.93
311,800051   ,2021JJ00,24500,113.88,607.32,0.7,21.43,10.8,44.5,109.87,6.13,0.93
312,301100   ,1990JJ00,8000,97.71,583.87,0.0,32.11,2.1,58.8,328.12,4.83,0.57
313,301100   ,1995JJ00,8400,66.32,561.13,0.0,31.75,2.5,58.9,202.89,4.85,0.57
314,301100   ,2000JJ00,7700,71.36,494.09,0.0,25.51,2.4,50.6,158.22,5.34,0.6
315,301100   ,2001JJ00,7500,69.49,490.24,0.0,24.36,2.3,47.7,150.38,5.42,0.6
316,301100   ,2002JJ00,7000,68.1,464.71,0.0,22.32,2.1,45.3,143.3,5.3,0.58
317,301100   ,2003JJ00,7100,75.3,456.06,0.0,21.84,2.3,45.2,140.09,4.61,0.5
318,301100   ,2004JJ00,7300,69.0,455.99,0.0,21.11,2.5,45.4,139.09,5.07,0.55
319,301100   ,2005JJ00,7600,67.88,455.6,0.0,20.76,3.0,46.1,136.98,5.33,0.57
320,301100   ,2006JJ00,7100,69.4,460.84,0.0,21.26,3.5,47.4,140.78,5.29,0.56
321,301100   ,2007JJ00,7700,73.02,477.36,0.0,20.24,4.5,48.2,137.58,5.66,0.6
322,301100   ,2008JJ00,8600,76.34,496.7,0.0,19.77,5.9,50.2,125.68,5.85,0.62
323,301100   ,2009JJ00,8800,86.39,504.51,0.0,18.98,6.0,48.5,121.89,5.9,0.62
324,301100   ,2010JJ00,10400,87.78,508.24,0.1,18.92,7.2,46.0,119.31,5.98,0.63
325,301100   ,2011JJ00,9300,88.18,501.09,0.1,18.14,6.7,44.0,117.14,6.47,0.64
326,301100   ,2012JJ00,9400,87.54,495.49,0.1,17.51,6.4,42.7,111.67,6.3,0.63
327,301100   ,2013JJ00,9200,89.83,505.86,0.1,18.29,6.4,43.6,108.96,6.25,0.64
328,301100   ,2014JJ00,7900,81.09,503.47,0.1,18.55,5.3,42.0,113.4,6.36,0.64
329,301100   ,2015JJ00,8300,93.37,521.86,0.1,19.13,5.8,44.4,114.86,6.22,0.64
330,301100   ,2016JJ00,8300,97.23,533.46,0.1,18.7,5.6,43.6,115.35,6.13,0.64
331,301100   ,2017JJ00,8400,96.17,532.48,0.1,19.28,6.0,41.7,117.49,5.93,0.63
332,301100   ,2018JJ00,8800,92.65,515.76,0.1,19.02,6.4,41.4,115.25,5.69,0.62
333,301100   ,2019JJ00,8800,90.71,515.88,0.1,18.63,6.8,39.5,110.28,5.52,0.61
334,301100   ,2020JJ00,8500,89.76,512.39,0.1,18.68,6.8,38.6,109.31,5.42,0.62
335,301100   ,2021JJ00,8900,89.43,507.54,0.1,18.12,7.3,38.1,107.92,5.22,0.61
336,A025446  ,1990JJ00,13000,55.46,562.02,5.4,3.32,6.4,17.5,0.55,2.63,1.23
337,A025446  ,1995JJ00,14200,36.39,496.14,0.9,3.46,5.1,14.7,1.54,1.36,0.35
338,A025446  ,2000JJ00,15500,22.41,388.21,0.4,3.34,4.9,13.4,1.72,1.18,0.27
339,A025446  ,2001JJ00,15800,22.15,365.83,0.3,3.28,5.0,12.7,1.78,1.17,0.28
340,A025446  ,2002JJ00,15600,21.04,346.79,0.3,3.22,4.6,11.3,1.76,1.01,0.25
341,A025446  ,2003JJ00,16200,20.85,324.77,0.3,3.13,5.3,11.1,1.68,0.95,0.26
342,A025446  ,2004JJ00,17100,20.03,311.17,0.3,3.15,4.9,10.4,1.79,0.95,0.26
343,A025446  ,2005JJ00,16100,24.81,250.83,0.4,3.13,4.4,9.0,1.8,1.06,0.28
344,A025446  ,2006JJ00,16100,24.64,232.9,0.4,3.12,4.4,9.0,1.78,1.11,0.31
345,A025446  ,2007JJ00,15500,25.27,217.75,0.4,3.14,4.2,8.4,1.82,1.06,0.27
346,A025446  ,2008JJ00,16400,24.87,204.51,0.5,3.16,4.5,9.1,1.85,1.13,0.29
347,A025446  ,2009JJ00,17100,23.33,195.62,0.5,3.13,4.3,9.0,1.85,0.94,0.27
348,A025446  ,2010JJ00,18400,26.19,182.27,0.5,3.11,4.5,9.8,1.79,0.96,0.26
349,A025446  ,2011JJ00,16900,25.85,171.1,0.6,3.18,3.8,8.7,1.81,0.95,0.26
350,A025446  ,2012JJ00,18100,25.05,161.7,0.4,3.16,3.9,8.6,1.82,0.94,0.28
351,A025446  ,2013JJ00,18200,24.27,153.56,0.4,3.11,3.8,8.6,1.77,1.0,0.28
352,A025446  ,2014JJ00,16500,24.35,143.83,0.4,3.13,3.4,7.6,1.73,1.01,0.27
353,A025446  ,2015JJ00,17000,24.3,133.42,0.4,3.17,3.5,7.9,1.69,1.02,0.29
354,A025446  ,2016JJ00,17300,23.9,126.48,1.3,3.31,3.9,7.6,1.88,0.96,0.3
355,A025446  ,2017JJ00,17100,24.57,118.35,1.0,3.31,3.9,7.5,1.89,0.93,0.29
356,A025446  ,2018JJ00,16600,24.71,114.63,0.6,3.31,3.8,7.0,1.86,0.92,0.29
357,A025446  ,2019JJ00,16000,24.7,110.12,0.5,3.31,3.5,6.9,1.81,1.0,0.32
358,A025446  ,2020JJ00,15200,25.6,103.71,0.5,3.31,3.5,6.6,1.89,0.9,0.31
359,A025446  ,2021JJ00,15600,24.46,99.78,0.6,3.32,3.5,6.5,1.96,0.9,0.31
360,A025421  ,1990JJ00,34600,213.91,8.53,72.3,0.5,833.0,439.8,0.94,30.99,28.59
361,A025421  ,1995JJ00,36600,141.38,5.84,73.1,0.96,604.1,382.2,2.21,26.6,24.13
362,A025421  ,2000JJ00,40700,94.65,4.48,76.8,1.1,509.7,371.5,4.45,25.04,22.37
363,A025421  ,2001JJ00,41200,87.68,4.33,74.1,1.09,505.5,366.8,4.82,24.43,21.75
364,A025421  ,2002JJ00,41400,80.51,4.21,72.9,1.08,505.4,357.5,5.11,23.39,20.71
365,A025421  ,2003JJ00,41900,75.35,4.11,71.8,1.06,505.7,353.3,5.25,22.65,19.96
366,A025421  ,2004JJ00,42600,71.11,4.02,69.1,1.05,505.3,350.3,5.42,21.87,19.15
367,A025421  ,2005JJ00,42100,66.74,3.89,71.6,1.02,487.4,344.7,5.14,21.47,18.71
368,A025421  ,2006JJ00,42200,63.95,3.8,74.6,1.02,477.4,344.8,4.95,21.03,18.25
369,A025421  ,2007JJ00,41800,60.99,3.75,67.0,1.04,473.0,332.8,4.77,19.61,16.84
370,A025421  ,2008JJ00,41500,59.26,3.7,45.3,1.06,460.6,313.7,4.36,17.34,14.66
371,A025421  ,2009JJ00,40500,55.86,3.53,42.5,1.07,449.7,293.8,4.11,16.24,13.59
372,A025421  ,2010JJ00,40500,52.25,3.38,37.1,1.11,440.0,285.5,3.91,15.09,12.47
373,A025421  ,2011JJ00,40700,49.81,3.27,26.6,1.17,430.7,283.8,3.67,13.65,11.08
374,A025421  ,2012JJ00,39800,46.61,3.15,24.6,1.23,413.8,267.8,3.39,12.67,10.14
375,A025421  ,2013JJ00,38700,44.99,3.14,22.7,1.26,401.5,251.5,3.34,11.79,9.31
376,A025421  ,2014JJ00,39000,43.14,3.15,24.0,1.25,388.2,253.2,3.21,11.68,9.18
377,A025421  ,2015JJ00,39800,42.58,3.21,12.5,1.34,382.8,257.5,3.26,10.96,8.45
378,A025421  ,2016JJ00,40300,42.2,3.24,6.0,1.37,371.6,252.5,3.3,9.85,7.3
379,A025421  ,2017JJ00,40400,42.02,3.29,5.7,1.48,369.3,245.1,3.52,9.45,6.87
380,A025421  ,2018JJ00,41200,40.44,3.73,5.2,1.47,353.1,243.7,3.43,9.39,6.77
381,A025421  ,2019JJ00,41100,39.33,3.95,4.8,1.49,334.1,239.5,3.44,9.11,6.47
382,A025421  ,2020JJ00,37600,36.28,3.89,4.0,1.39,295.8,225.6,3.13,8.4,6.04
383,A025421  ,2021JJ00,38100,35.68,3.79,3.9,1.43,285.6,217.2,3.3,8.24,5.81
384,A025422  ,1990JJ00,30100,197.95,7.81,66.7,0.46,739.4,380.9,0.93,24.99,22.88
385,A025422  ,1995JJ00,31900,126.83,5.19,67.3,0.92,519.1,319.3,2.2,21.09,18.89
386,A025422  ,2000JJ00,35900,81.22,3.87,70.9,1.06,430.3,305.2,4.44,19.86,17.44
387,A025422  ,2001JJ00,36400,74.77,3.75,68.3,1.05,427.7,301.8,4.81,19.37,16.93
388,A025422  ,2002JJ00,36900,68.56,3.67,67.6,1.04,430.4,297.4,5.1,18.72,16.26
389,A025422  ,2003JJ00,37500,64.17,3.6,66.6,1.02,432.5,295.9,5.24,18.21,15.73
390,A025422  ,2004JJ00,38200,60.54,3.54,64.1,1.01,433.2,295.1,5.41,17.65,15.14
391,A025422  ,2005JJ00,37600,56.47,3.42,66.4,0.98,415.5,289.5,5.13,17.29,14.73
392,A025422  ,2006JJ00,37800,54.41,3.37,69.5,0.98,407.0,292.5,4.94,17.14,14.55
393,A025422  ,2007JJ00,37500,52.1,3.34,62.2,1.0,404.4,282.6,4.76,15.94,13.35
394,A025422  ,2008JJ00,37200,50.9,3.32,42.5,1.02,393.0,265.2,4.35,14.22,11.69
395,A025422  ,2009JJ00,36200,48.1,3.18,41.0,1.04,383.5,247.6,4.1,13.54,11.02
396,A025422  ,2010JJ00,36400,45.09,3.05,36.3,1.08,375.4,242.4,3.9,12.69,10.18
397,A025422  ,2011JJ00,36500,42.83,2.94,26.3,1.13,365.8,241.2,3.65,11.36,8.9
398,A025422  ,2012JJ00,35900,40.22,2.85,24.5,1.2,350.5,229.5,3.38,10.63,8.19
399,A025422  ,2013JJ00,34800,38.8,2.86,22.5,1.22,338.3,213.6,3.33,9.81,7.42
400,A025422  ,2014JJ00,34900,37.21,2.87,23.7,1.22,324.8,215.4,3.2,9.75,7.34
401,A025422  ,2015JJ00,35900,37.09,2.95,12.3,1.3,320.4,221.8,3.24,9.21,6.78
402,A025422  ,2016JJ00,36300,36.96,2.99,5.8,1.33,309.4,217.9,3.27,8.17,5.7
403,A025422  ,2017JJ00,36600,37.22,3.06,5.6,1.45,308.8,213.4,3.47,7.94,5.44
404,A025422  ,2018JJ00,37200,35.83,3.52,5.0,1.43,293.4,211.6,3.36,7.92,5.36
405,A025422  ,2019JJ00,37200,35.01,3.75,4.6,1.46,276.3,208.1,3.35,7.73,5.16
406,A025422  ,2020JJ00,33700,32.17,3.7,3.8,1.35,239.0,195.2,3.02,7.07,4.77
407,A025422  ,2021JJ00,34200,31.85,3.61,3.8,1.39,230.8,187.9,3.18,7.03,4.66
408,A025423  ,1990JJ00,100,0.07,0.0,0.1,0.0,0.3,2.3,0.0,0.06,0.05
409,A025423  ,1995JJ00,100,0.08,0.0,0.1,0.0,0.3,2.4,0.0,0.06,0.06
410,A025423  ,2000JJ00,100,0.09,0.0,0.1,0.0,0.3,2.9,0.0,0.07,0.07
411,A025423  ,2001JJ00,100,0.08,0.0,0.1,0.0,0.3,2.8,0.0,0.07,0.06
412,A025423  ,2002JJ00,100,0.08,0.0,0.1,0.0,0.3,2.7,0.0,0.06,0.06
413,A025423  ,2003JJ00,100,0.08,0.0,0.1,0.0,0.3,2.6,0.0,0.06,0.06
414,A025423  ,2004JJ00,100,0.08,0.0,0.1,0.0,0.3,2.8,0.0,0.07,0.06
415,A025423  ,2005JJ00,100,0.08,0.0,0.1,0.0,0.3,2.7,0.0,0.06,0.06
416,A025423  ,2006JJ00,100,0.08,0.0,0.1,0.0,0.3,2.7,0.0,0.06,0.06
417,A025423  ,2007JJ00,100,0.08,0.0,0.1,0.0,0.3,2.7,0.0,0.06,0.06
418,A025423  ,2008JJ00,100,0.08,0.0,0.1,0.0,0.3,2.7,0.0,0.06,0.06
419,A025423  ,2009JJ00,100,0.07,0.0,0.0,0.0,0.3,2.4,0.0,0.06,0.06
420,A025423  ,2010JJ00,100,0.08,0.0,0.0,0.0,0.3,2.7,0.0,0.06,0.06
421,A025423  ,2011JJ00,100,0.08,0.0,0.0,0.0,0.3,2.6,0.0,0.06,0.06
422,A025423  ,2012JJ00,100,0.07,0.0,0.0,0.0,0.2,2.2,0.0,0.06,0.05
423,A025423  ,2013JJ00,100,0.07,0.0,0.0,0.0,0.2,2.1,0.0,0.06,0.05
424,A025423  ,2014JJ00,100,0.07,0.0,0.0,0.0,0.3,2.1,0.0,0.06,0.06
425,A025423  ,2015JJ00,100,0.08,0.0,0.0,0.0,0.3,2.3,0.0,0.06,0.06
426,A025423  ,2016JJ00,100,0.08,0.0,0.0,0.0,0.3,2.3,0.0,0.06,0.06
427,A025423  ,2017JJ00,100,0.08,0.0,0.0,0.0,0.3,2.1,0.0,0.06,0.06
428,A025423  ,2018JJ00,100,0.07,0.0,0.0,0.0,0.2,1.8,0.0,0.05,0.05
429,A025423  ,2019JJ00,100,0.06,0.0,0.0,0.0,0.2,1.7,0.0,0.05,0.05
430,A025423  ,2020JJ00,100,0.07,0.0,0.0,0.0,0.2,1.7,0.0,0.05,0.05
431,A025423  ,2021JJ00,100,0.07,0.0,0.0,0.0,0.2,1.7,0.0,0.05,0.05
432,A025424  ,1990JJ00,24200,186.47,7.59,12.8,0.31,709.7,258.0,0.92,17.4,15.67
433,A025424  ,1995JJ00,25800,113.93,4.97,11.9,0.76,488.0,196.7,2.18,13.3,11.49
434,A025424  ,2000JJ00,28500,69.55,3.63,3.0,0.87,395.0,158.8,4.42,10.64,8.68
435,A025424  ,2001JJ00,28900,62.56,3.51,0.8,0.86,391.6,151.7,4.78,10.15,8.18
436,A025424  ,2002JJ00,29300,57.09,3.43,0.8,0.84,393.9,145.8,5.08,9.63,7.63
437,A025424  ,2003JJ00,29500,52.58,3.36,0.5,0.82,394.5,140.7,5.22,9.17,7.15
438,A025424  ,2004JJ00,30200,49.25,3.3,0.6,0.81,394.9,138.2,5.39,8.92,6.86
439,A025424  ,2005JJ00,29600,45.71,3.18,0.2,0.78,377.4,131.8,5.1,8.37,6.27
440,A025424  ,2006JJ00,29500,43.23,3.12,0.3,0.77,369.0,128.4,4.91,7.87,5.75
441,A025424  ,2007JJ00,29500,41.58,3.12,0.3,0.8,366.9,126.6,4.74,7.54,5.37
442,A025424  ,2008JJ00,29400,40.79,3.1,0.2,0.83,355.5,122.7,4.33,7.05,4.88
443,A025424  ,2009JJ00,29000,38.46,2.96,0.2,0.85,346.8,115.1,4.08,6.49,4.34
444,A025424  ,2010JJ00,29000,35.76,2.85,0.2,0.89,338.9,109.3,3.88,6.08,3.92
445,A025424  ,2011JJ00,28700,33.66,2.73,0.2,0.93,328.7,104.7,3.63,5.66,3.49
446,A025424  ,2012JJ00,28200,31.25,2.64,0.2,1.0,313.8,99.1,3.36,5.2,3.05
447,A025424  ,2013JJ00,27600,30.39,2.66,0.2,1.04,302.5,91.8,3.31,4.78,2.66
448,A025424  ,2014JJ00,27300,29.44,2.66,0.2,1.03,288.4,86.7,3.17,4.48,2.34
449,A025424  ,2015JJ00,27700,29.24,2.7,0.2,1.1,283.9,85.1,3.22,4.37,2.19
450,A025424  ,2016JJ00,28400,29.21,2.74,0.2,1.13,273.0,81.8,3.25,4.25,1.99
451,A025424  ,2017JJ00,28800,29.51,2.81,0.2,1.25,272.5,78.8,3.44,4.2,1.9
452,A025424  ,2018JJ00,29000,27.88,2.71,0.2,1.22,256.3,74.8,3.34,4.08,1.74
453,A025424  ,2019JJ00,28900,27.33,2.66,0.2,1.25,239.4,69.4,3.33,3.95,1.59
454,A025424  ,2020JJ00,25700,24.91,2.36,0.2,1.16,204.3,59.5,3.0,3.46,1.35
455,A025424  ,2021JJ00,26400,24.73,2.34,0.2,1.2,196.0,57.3,3.16,3.49,1.31
456,A025425  ,1990JJ00,5500,10.93,0.21,53.7,0.14,25.7,119.2,0.02,7.49,7.12
457,A025425  ,1995JJ00,5600,12.34,0.2,55.1,0.14,26.6,118.1,0.02,7.67,7.29
458,A025425  ,2000JJ00,6600,11.14,0.23,67.6,0.16,30.7,140.9,0.02,9.09,8.63
459,A025425  ,2001JJ00,6800,11.71,0.23,67.2,0.17,31.8,144.7,0.02,9.08,8.63
460,A025425  ,2002JJ00,6900,10.97,0.23,66.5,0.17,32.3,146.3,0.02,8.96,8.51
461,A025425  ,2003JJ00,7100,11.03,0.23,65.8,0.18,33.3,149.6,0.02,8.91,8.46
462,A025425  ,2004JJ00,7100,10.7,0.23,63.2,0.18,33.6,151.1,0.02,8.59,8.16
463,A025425  ,2005JJ00,7100,10.14,0.23,65.8,0.18,33.2,151.9,0.02,8.79,8.35
464,A025425  ,2006JJ00,7400,10.55,0.23,68.9,0.18,33.1,158.2,0.02,9.13,8.67
465,A025425  ,2007JJ00,7100,9.89,0.22,61.6,0.18,32.6,150.0,0.02,8.27,7.86
466,A025425  ,2008JJ00,6900,9.48,0.21,42.0,0.17,32.5,136.5,0.02,7.04,6.69
467,A025425  ,2009JJ00,6400,9.07,0.2,40.5,0.16,31.9,127.1,0.02,6.92,6.57
468,A025425  ,2010JJ00,6500,8.76,0.19,35.8,0.16,31.7,127.2,0.02,6.48,6.15
469,A025425  ,2011JJ00,6900,8.57,0.2,25.9,0.17,32.2,130.6,0.02,5.58,5.29
470,A025425  ,2012JJ00,6800,8.38,0.2,24.0,0.17,32.1,124.9,0.02,5.31,5.04
471,A025425  ,2013JJ00,6300,7.84,0.19,22.0,0.16,31.3,116.2,0.02,4.92,4.66
472,A025425  ,2014JJ00,6700,7.2,0.21,23.3,0.17,31.9,123.0,0.02,5.16,4.89
473,A025425  ,2015JJ00,7300,7.28,0.24,11.9,0.18,32.1,130.8,0.02,4.73,4.48
474,A025425  ,2016JJ00,6900,7.16,0.25,5.4,0.17,31.8,130.0,0.02,3.8,3.61
475,A025425  ,2017JJ00,6900,7.13,0.25,5.1,0.17,31.8,128.5,0.02,3.63,3.44
476,A025425  ,2018JJ00,7200,7.36,0.81,4.6,0.18,32.5,130.8,0.02,3.72,3.53
477,A025425  ,2019JJ00,7300,7.1,1.08,4.1,0.18,32.2,132.8,0.02,3.68,3.49
478,A025425  ,2020JJ00,7400,6.92,1.34,3.5,0.18,32.0,131.7,0.02,3.54,3.35
479,A025425  ,2021JJ00,7100,6.75,1.27,3.4,0.17,31.7,126.4,0.02,3.46,3.28
480,A025426  ,1990JJ00,1900,8.2,0.09,1.9,0.04,22.1,30.7,0.01,1.36,1.29
481,A025426  ,1995JJ00,1900,9.54,0.09,2.0,0.04,22.9,27.3,0.01,1.37,1.3
482,A025426  ,2000JJ00,2100,7.71,0.08,2.2,0.05,26.2,30.0,0.01,1.36,1.3
483,A025426  ,2001JJ00,2200,8.23,0.09,2.3,0.05,27.2,31.2,0.01,1.39,1.32
484,A025426  ,2002JJ00,2100,7.45,0.08,2.2,0.05,27.7,30.3,0.01,1.33,1.26
485,A025426  ,2003JJ00,2200,7.45,0.08,2.2,0.05,28.5,31.1,0.01,1.34,1.27
486,A025426  ,2004JJ00,2000,7.07,0.08,2.1,0.05,28.7,29.1,0.01,1.24,1.18
487,A025426  ,2005JJ00,2000,6.44,0.07,2.0,0.05,28.3,28.1,0.01,1.18,1.12
488,A025426  ,2006JJ00,1900,6.64,0.07,2.0,0.05,27.9,27.6,0.01,1.14,1.08
489,A025426  ,2007JJ00,2000,6.31,0.07,2.0,0.05,27.6,28.0,0.01,1.14,1.09
490,A025426  ,2008JJ00,1900,6.06,0.07,1.2,0.05,27.3,27.8,0.01,1.06,1.0
491,A025426  ,2009JJ00,1700,5.82,0.07,1.0,0.04,26.9,23.1,0.0,0.95,0.9
492,A025426  ,2010JJ00,1800,5.82,0.07,0.5,0.04,27.1,24.6,0.01,0.96,0.91
493,A025426  ,2011JJ00,1900,5.57,0.07,0.0,0.04,27.3,26.1,0.01,0.96,0.91
494,A025426  ,2012JJ00,2000,5.53,0.08,0.0,0.05,27.3,28.0,0.01,1.01,0.95
495,A025426  ,2013JJ00,2000,5.24,0.07,0.0,0.05,26.9,27.3,0.01,0.97,0.91
496,A025426  ,2014JJ00,2000,4.28,0.07,0.0,0.05,26.8,27.6,0.01,0.96,0.91
497,A025426  ,2015JJ00,2100,4.07,0.07,0.0,0.05,26.6,27.9,0.01,0.96,0.9
498,A025426  ,2016JJ00,2000,4.17,0.07,0.0,0.05,26.4,27.4,0.01,0.93,0.87
499,A025426  ,2017JJ00,2100,4.24,0.07,0.0,0.05,26.5,27.9,0.01,0.93,0.87
500,A025426  ,2018JJ00,2100,4.22,0.07,0.0,0.05,26.6,28.0,0.01,0.92,0.86
501,A025426  ,2019JJ00,1900,3.79,0.06,0.0,0.05,25.9,25.3,0.01,0.82,0.78
502,A025426  ,2020JJ00,1900,3.62,0.06,0.0,0.04,25.6,24.6,0.01,0.8,0.75
503,A025426  ,2021JJ00,1900,3.65,0.06,0.0,0.04,25.5,24.1,0.01,0.77,0.72
504,A025427  ,1990JJ00,3600,2.73,0.11,51.7,0.09,3.6,88.5,0.01,6.13,5.83
505,A025427  ,1995JJ00,3700,2.81,0.12,53.2,0.09,3.7,90.9,0.01,6.3,5.99
506,A025427  ,2000JJ00,4600,3.42,0.14,65.5,0.12,4.5,110.8,0.01,7.72,7.34
507,A025427  ,2001JJ00,4700,3.48,0.14,65.0,0.12,4.6,113.5,0.01,7.69,7.31
508,A025427  ,2002JJ00,4800,3.53,0.15,64.3,0.12,4.7,116.0,0.01,7.64,7.25
509,A025427  ,2003JJ00,4900,3.58,0.15,63.6,0.12,4.7,118.5,0.02,7.57,7.19
510,A025427  ,2004JJ00,5100,3.63,0.15,61.1,0.13,4.9,122.0,0.02,7.35,6.98
511,A025427  ,2005JJ00,5100,3.7,0.15,63.8,0.13,4.9,123.8,0.02,7.61,7.23
512,A025427  ,2006JJ00,5400,3.9,0.16,66.9,0.14,5.2,130.6,0.02,7.99,7.59
513,A025427  ,2007JJ00,5100,3.58,0.15,59.6,0.13,5.0,121.9,0.02,7.13,6.77
514,A025427  ,2008JJ00,4900,3.43,0.14,40.9,0.12,5.2,108.7,0.02,5.98,5.68
515,A025427  ,2009JJ00,4800,3.26,0.14,39.6,0.12,5.1,104.0,0.01,5.97,5.67
516,A025427  ,2010JJ00,4800,2.94,0.12,35.3,0.12,4.6,102.6,0.01,5.52,5.25
517,A025427  ,2011JJ00,5000,3.0,0.12,25.9,0.13,4.9,104.5,0.02,4.62,4.39
518,A025427  ,2012JJ00,4700,2.86,0.12,24.0,0.12,4.7,97.0,0.01,4.3,4.09
