ID,HerkomstBestemming,Perioden,NettoEnergieverbruik_1,GebruikVanLeidingwater_2,Afval_3,ZwareMetalenNaarWater_4,NutrientenNaarWater_5,KlimaatveranderingBroeikasgassen_6,VerzuringVerzurendeStoffen_7,Ozonlaagaantasting_8,FijnStof_9,OpbrengstMilieubelastingenHeffingen_10,Milieukosten_11,MilieuInvesteringen_12,ArbeidsvolumeWerkzamePersonen_13,BrutoToegevoegdeWaardeBasisprijzen_14,ArbeidsvolumeWerkzamePersonen_15,ProductieBasisprijzen_16,BrutoToegevoegdeWaardeBasisprijzen_17,InvesteringenInVasteActivaBruto_18
372,328105,2007JJ00,159.0,32.1,2933.0,2.0,113.0,7889.0,0.4,0.0,2.7,104.0,,,,,110.0,25385.0,8352.0,1196.0
373,328105,2008JJ00,155.0,34.3,3086.0,1.0,131.0,7845.0,0.4,0.0,2.5,138.0,,,,,112.0,25655.0,8367.0,1099.0
374,328105,2009JJ00,125.0,28.9,2185.0,1.0,86.0,6621.0,0.2,0.0,2.1,121.0,,,,,105.0,21562.0,7080.0,1147.0
375,328105,2010JJ00,143.0,28.9,2101.0,1.0,79.0,7453.0,0.3,0.0,2.3,146.0,,,,,102.0,24199.0,8175.0,710.0
376,328105,2011JJ00,152.0,27.3,,,,7512.0,0.4,0.0,2.4,147.0,,,,,102.0,25032.0,8510.0,714.0
377,328105,2012JJ00,140.0,,,,,7037.0,0.4,0.0,2.0,141.0,,,,,101.0,24533.0,8250.0,
378,328100,1995JJ00,143.0,,,3.0,145.0,9723.0,0.6,0.0,6.4,37.0,,,,,26.0,6377.0,1937.0,184.0
379,328100,1996JJ00,143.0,,,3.0,90.0,10160.0,0.5,0.0,5.4,44.0,,,,,25.0,6297.0,1931.0,244.0
380,328100,1997JJ00,147.0,,,3.0,80.0,10288.0,0.5,0.0,4.4,52.0,,,,,26.0,6831.0,2085.0,282.0
381,328100,1998JJ00,144.0,,,2.0,90.0,9890.0,0.4,0.0,4.5,53.0,,,,,26.0,7184.0,2119.0,374.0
382,328100,1999JJ00,138.0,,,2.0,92.0,8184.0,0.4,0.0,3.6,59.0,,,,,25.0,7034.0,2060.0,345.0
383,328100,2000JJ00,134.0,,,2.0,76.0,7811.0,0.4,0.0,2.9,58.0,,,,,25.0,7222.0,2163.0,639.0
384,328100,2001JJ00,138.0,,,2.0,70.0,7914.0,0.4,0.0,2.6,59.0,,,,,24.0,7022.0,2137.0,315.0
385,328100,2002JJ00,139.0,,2437.0,1.0,67.0,8805.0,0.4,0.0,2.5,34.0,,,,,23.0,6972.0,2192.0,250.0
386,328100,2003JJ00,144.0,27.4,2492.0,1.0,60.0,7558.0,0.4,0.0,2.5,34.0,,,,,22.0,7028.0,2269.0,311.0
387,328100,2004JJ00,149.0,29.0,2771.0,1.0,61.0,7398.0,0.4,0.0,2.5,41.0,,,,,21.0,7741.0,2567.0,231.0
388,328100,2005JJ00,148.0,28.2,2843.0,1.0,66.0,7368.0,0.4,0.0,2.1,63.0,,,,,21.0,7531.0,2488.0,270.0
389,328100,2006JJ00,138.0,28.7,2558.0,1.0,66.0,7154.0,0.4,0.0,2.1,71.0,,,,,21.0,7809.0,2548.0,373.0
390,328100,2007JJ00,149.0,29.6,2475.0,1.0,70.0,7462.0,0.4,0.0,2.2,42.0,,,,,21.0,8220.0,2729.0,527.0
391,328100,2008JJ00,144.0,31.5,2655.0,1.0,76.0,7437.0,0.4,0.0,2.0,64.0,86.0,15.0,,,21.0,8107.0,2730.0,360.0
392,328100,2009JJ00,114.0,26.5,1812.0,0.0,68.0,6190.0,0.2,0.0,1.7,47.0,67.0,15.0,,,21.0,6404.0,2184.0,620.0
393,328100,2010JJ00,131.0,26.5,1697.0,0.0,69.0,6993.0,0.3,0.0,1.9,67.0,,,,,20.0,7973.0,2813.0,257.0
394,328100,2011JJ00,142.0,25.0,,,,7111.0,0.3,0.0,1.9,74.0,,,,,20.0,7824.0,2692.0,260.0
395,328100,2012JJ00,129.0,,,,,6570.0,0.4,0.0,1.5,72.0,,,,,19.0,7776.0,2631.0,
396,330300,1995JJ00,11.0,,,2.0,91.0,429.0,0.0,0.0,0.7,29.0,,,,,91.0,12392.0,4298.0,386.0
397,330300,1996JJ00,11.0,,,2.0,30.0,446.0,0.0,0.0,0.0,27.0,,,,,94.0,13027.0,4417.0,430.0
398,330300,1997JJ00,17.0,,,2.0,27.0,420.0,0.0,0.0,0.0,25.0,,,,,94.0,13589.0,4361.0,488.0
399,330300,1998JJ00,12.0,,,1.0,22.0,453.0,0.0,0.0,0.3,31.0,,,,,95.0,14277.0,4481.0,583.0
400,330300,1999JJ00,13.0,,,1.0,23.0,510.0,0.0,0.0,0.5,37.0,,,,,96.0,14331.0,4470.0,599.0
401,330300,2000JJ00,12.0,,,1.0,21.0,474.0,0.0,0.0,0.7,38.0,,,,,96.0,15051.0,4824.0,605.0
402,330300,2001JJ00,12.0,,,1.0,26.0,490.0,0.0,0.0,0.6,42.0,,,,,96.0,14885.0,4821.0,510.0
403,330300,2002JJ00,12.0,,416.0,1.0,29.0,502.0,0.0,0.0,0.6,39.0,,,,,96.0,14448.0,4643.0,462.0
404,330300,2003JJ00,11.0,2.3,401.0,1.0,32.0,459.0,0.0,0.0,0.6,42.0,,,,,93.0,13981.0,4511.0,419.0
405,330300,2004JJ00,11.0,2.2,428.0,1.0,33.0,451.0,0.0,0.0,0.6,48.0,,,,,89.0,14391.0,4677.0,433.0
406,330300,2005JJ00,11.0,2.2,441.0,1.0,32.0,451.0,0.0,0.0,0.5,60.0,,,,,88.0,15080.0,4963.0,433.0
407,330300,2006JJ00,11.0,2.3,465.0,1.0,50.0,424.0,0.0,0.0,0.5,60.0,,,,,87.0,15752.0,5139.0,534.0
408,330300,2007JJ00,10.0,2.5,457.0,1.0,44.0,428.0,0.0,0.0,0.5,63.0,,,,,90.0,17178.0,5624.0,669.0
409,330300,2008JJ00,11.0,2.8,432.0,0.0,54.0,408.0,0.0,0.0,0.5,75.0,42.0,8.0,,,91.0,17571.0,5637.0,739.0
410,330300,2009JJ00,11.0,2.4,374.0,0.0,18.0,431.0,0.0,0.0,0.4,74.0,36.0,6.0,,,84.0,15173.0,4860.0,527.0
411,330300,2010JJ00,12.0,2.4,404.0,0.0,11.0,460.0,0.0,0.0,0.4,79.0,,,,,82.0,16345.0,5450.0,453.0
412,330300,2011JJ00,11.0,2.3,,,,400.0,0.0,0.0,0.5,74.0,,,,,82.0,17311.0,5781.0,454.0
413,330300,2012JJ00,10.0,,,,,468.0,0.0,0.0,0.4,69.0,,,,,82.0,16858.0,5594.0,
414,332910,1995JJ00,22.0,,,1.0,56.0,461.0,0.0,3.5,0.1,17.0,,,,,77.0,13518.0,3285.0,621.0
415,332910,1996JJ00,22.0,,,1.0,54.0,424.0,0.0,2.6,0.1,23.0,,,,,77.0,14144.0,3191.0,552.0
416,332910,1997JJ00,17.0,,,1.0,52.0,393.0,0.1,1.7,0.0,20.0,,,,,79.0,15532.0,3115.0,588.0
417,332910,1998JJ00,23.0,,,1.0,50.0,405.0,0.1,0.9,0.0,24.0,,,,,76.0,15739.0,3221.0,782.0
418,332910,1999JJ00,23.0,,,1.0,49.0,362.0,0.1,0.0,0.0,26.0,,,,,76.0,16795.0,3552.0,687.0
419,332910,2000JJ00,25.0,,,1.0,48.0,528.0,0.0,0.0,0.0,25.0,,,,,76.0,18749.0,4654.0,696.0
420,332910,2001JJ00,21.0,,,1.0,55.0,473.0,0.0,0.0,0.0,19.0,,,,,76.0,17351.0,3678.0,785.0
421,332910,2002JJ00,19.0,,174.0,1.0,60.0,405.0,0.0,0.0,0.0,25.0,,,,,74.0,15039.0,2915.0,589.0
422,332910,2003JJ00,21.0,2.4,160.0,1.0,64.0,462.0,0.0,0.0,0.0,25.0,,,,,68.0,14674.0,2686.0,559.0
423,332910,2004JJ00,22.0,2.3,127.0,1.0,66.0,484.0,0.0,0.0,0.0,26.0,,,,,66.0,14978.0,2772.0,512.0
424,332910,2005JJ00,24.0,2.2,115.0,0.0,79.0,485.0,0.0,0.0,0.0,37.0,,,,,63.0,15199.0,2921.0,531.0
425,332910,2006JJ00,24.0,2.3,129.0,0.0,157.0,481.0,0.0,0.0,0.0,39.0,,,,,63.0,15758.0,3002.0,645.0
426,332910,2007JJ00,24.0,2.3,127.0,1.0,189.0,490.0,0.0,0.0,0.0,32.0,,,,,62.0,15798.0,3269.0,966.0
427,332910,2008JJ00,26.0,2.5,83.0,0.0,46.0,434.0,0.0,0.0,0.0,37.0,,,,,64.0,16043.0,3306.0,871.0
428,332910,2009JJ00,28.0,2.2,69.0,0.0,6.0,452.0,0.0,0.0,0.0,44.0,,,,,61.0,14248.0,2788.0,996.0
429,332910,2010JJ00,24.0,2.3,77.0,0.0,9.0,484.0,0.0,0.0,0.1,45.0,,,,,59.0,15431.0,3132.0,623.0
430,332910,2011JJ00,25.0,2.1,,,,381.0,0.0,0.0,0.0,44.0,,,,,60.0,16059.0,3309.0,689.0
431,332910,2012JJ00,22.0,,,,,345.0,0.0,0.0,0.0,41.0,,,,,59.0,16366.0,3390.0,
432,336500,1995JJ00,10.0,,,1.0,50.0,266.0,0.0,0.0,0.1,26.0,,,,,69.0,10610.0,3097.0,307.0
433,336500,1996JJ00,11.0,,,1.0,51.0,319.0,0.0,0.0,0.1,29.0,,,,,70.0,11605.0,3339.0,393.0
434,336500,1997JJ00,11.0,,,1.0,50.0,301.0,0.0,0.0,0.0,24.0,,,,,72.0,12675.0,3681.0,398.0
435,336500,1998JJ00,11.0,,,1.0,49.0,322.0,0.0,0.0,0.1,25.0,,,,,76.0,13056.0,3534.0,547.0
436,336500,1999JJ00,12.0,,,1.0,47.0,330.0,0.0,0.0,0.0,31.0,,,,,77.0,13264.0,3480.0,486.0
437,336500,2000JJ00,11.0,,,1.0,48.0,313.0,0.0,0.0,0.0,35.0,,,,,76.0,15094.0,4493.0,523.0
438,336500,2001JJ00,11.0,,,1.0,60.0,293.0,0.0,0.0,0.1,33.0,,,,,78.0,14948.0,4188.0,603.0
439,336500,2002JJ00,11.0,,132.0,1.0,72.0,275.0,0.0,0.0,0.0,31.0,,,,,73.0,14669.0,4051.0,433.0
440,336500,2003JJ00,11.0,1.7,126.0,1.0,84.0,273.0,0.0,0.0,0.0,30.0,,,,,71.0,14301.0,4286.0,386.0
441,336500,2004JJ00,11.0,1.7,121.0,1.0,96.0,250.0,0.0,0.0,0.0,33.0,,,,,70.0,15503.0,4841.0,373.0
442,336500,2005JJ00,11.0,1.7,123.0,1.0,88.0,257.0,0.0,0.0,0.0,38.0,,,,,70.0,15704.0,4871.0,394.0
443,336500,2006JJ00,11.0,1.8,120.0,0.0,77.0,269.0,0.0,0.0,0.1,44.0,,,,,71.0,17178.0,5287.0,482.0
444,336500,2007JJ00,10.0,1.9,120.0,0.0,65.0,262.0,0.0,0.0,0.0,42.0,,,,,73.0,18443.0,5719.0,728.0
445,336500,2008JJ00,10.0,2.0,145.0,0.0,54.0,312.0,0.0,0.0,0.1,52.0,37.0,16.0,,,74.0,17807.0,5479.0,600.0
446,336500,2009JJ00,10.0,1.7,128.0,0.0,8.0,305.0,0.0,0.0,0.1,46.0,34.0,14.0,,,74.0,15018.0,4494.0,759.0
447,336500,2010JJ00,10.0,1.9,170.0,0.0,11.0,297.0,0.0,0.0,0.1,52.0,,,,,70.0,17899.0,5738.0,742.0
448,336500,2011JJ00,9.0,1.9,,,,235.0,0.0,0.0,0.1,54.0,,,,,72.0,19950.0,6459.0,975.0
449,336500,2012JJ00,8.0,,,,,281.0,0.0,0.0,0.1,55.0,,,,,73.0,19179.0,6105.0,
450,339205,1995JJ00,7.0,,,3.0,6.0,195.0,0.0,0.1,0.0,16.0,,,,,47.0,9127.0,1847.0,991.0
451,339205,1996JJ00,7.0,,,3.0,7.0,200.0,0.0,0.1,0.0,13.0,,,,,44.0,9653.0,1885.0,283.0
452,339205,1997JJ00,7.0,,,3.0,7.0,198.0,0.0,0.0,0.0,13.0,,,,,44.0,10515.0,2091.0,265.0
453,339205,1998JJ00,7.0,,,3.0,8.0,193.0,0.0,0.0,0.0,15.0,,,,,46.0,12255.0,2473.0,411.0
454,339205,1999JJ00,7.0,,,3.0,8.0,178.0,0.0,0.0,0.0,16.0,,,,,47.0,12720.0,2688.0,388.0
455,339205,2000JJ00,7.0,,,3.0,8.0,185.0,0.0,0.0,0.0,17.0,,,,,47.0,12798.0,2699.0,220.0
456,339205,2001JJ00,7.0,,,3.0,8.0,197.0,0.0,6.4,0.0,17.0,,,,,46.0,13021.0,3069.0,293.0
457,339205,2002JJ00,7.0,,226.0,3.0,7.0,191.0,0.0,7.0,0.0,23.0,,,,,45.0,12566.0,2986.0,195.0
458,339205,2003JJ00,7.0,2.2,216.0,3.0,6.0,187.0,0.0,0.0,0.0,17.0,,,,,44.0,12322.0,2915.0,259.0
459,339205,2004JJ00,7.0,1.7,203.0,3.0,6.0,178.0,0.0,0.0,0.0,17.0,,,,,41.0,12429.0,2937.0,245.0
460,339205,2005JJ00,6.0,1.6,185.0,3.0,6.0,168.0,0.0,0.0,0.0,19.0,,,,,39.0,12205.0,2929.0,299.0
461,339205,2006JJ00,6.0,1.6,161.0,3.0,5.0,147.0,0.0,0.0,0.0,23.0,,,,,39.0,12734.0,2964.0,286.0
462,339205,2007JJ00,6.0,1.8,168.0,3.0,4.0,147.0,0.0,0.0,0.0,22.0,,,,,39.0,14744.0,3347.0,400.0
463,339205,2008JJ00,7.0,1.9,190.0,3.0,4.0,174.0,0.0,0.0,0.0,30.0,,,,,40.0,15110.0,3392.0,399.0
464,339205,2009JJ00,7.0,1.6,130.0,3.0,3.0,177.0,0.0,0.0,0.0,31.0,,,,,40.0,9599.0,2180.0,262.0
465,339205,2010JJ00,7.0,1.5,114.0,3.0,4.0,187.0,0.0,0.0,0.0,39.0,,,,,38.0,11353.0,2705.0,233.0
466,339205,2011JJ00,5.0,1.5,,,,124.0,0.0,0.0,0.0,42.0,,,,,38.0,13612.0,3314.0,269.0
467,339205,2012JJ00,5.0,,,,,142.0,0.0,0.0,0.0,37.0,,,,,39.0,12506.0,3047.0,
468,300023,1995JJ00,7.0,,,0.0,0.0,471.0,0.0,0.4,0.1,23.0,,,,,170.0,13458.0,5694.0,531.0
469,300023,1996JJ00,8.0,,,0.0,0.0,498.0,0.0,0.3,0.1,31.0,,,,,171.0,13663.0,5931.0,482.0
470,300023,1997JJ00,8.0,,,0.0,0.0,466.0,0.0,0.2,0.1,27.0,,,,,175.0,14151.0,6119.0,513.0
471,300023,1998JJ00,8.0,,,0.0,0.0,459.0,0.0,0.1,0.1,27.0,,,,,180.0,15112.0,6652.0,574.0
472,300023,1999JJ00,9.0,,,0.0,0.0,474.0,0.0,0.0,0.1,37.0,,,,,181.0,15483.0,6805.0,646.0
473,300023,2000JJ00,9.0,,,0.0,0.0,455.0,0.0,0.0,0.1,41.0,,,,,182.0,15990.0,6933.0,615.0
474,300023,2001JJ00,7.0,,,0.0,0.0,464.0,0.0,0.9,0.1,36.0,,,,,181.0,16135.0,7123.0,636.0
475,300023,2002JJ00,8.0,,287.0,0.0,0.0,470.0,0.0,1.0,0.1,40.0,,,,,180.0,15902.0,7109.0,531.0
476,300023,2003JJ00,7.0,0.7,271.0,0.0,0.0,457.0,0.0,0.0,0.1,39.0,,,,,178.0,15535.0,7026.0,524.0
477,300023,2004JJ00,8.0,0.7,309.0,0.0,0.0,464.0,0.0,0.0,0.1,40.0,,,,,176.0,15604.0,7070.0,464.0
478,300023,2005JJ00,8.0,0.7,309.0,0.0,0.0,455.0,0.0,0.0,0.1,50.0,,,,,173.0,15926.0,7191.0,453.0
479,300023,2006JJ00,10.0,0.7,296.0,0.0,0.0,432.0,0.0,0.0,0.1,55.0,,,,,174.0,16554.0,7404.0,570.0
480,300023,2007JJ00,8.0,0.7,297.0,0.0,0.0,416.0,0.0,0.0,0.1,55.0,,,,,175.0,17494.0,7832.0,656.0
481,300023,2008JJ00,8.0,0.8,294.0,0.0,0.0,469.0,0.0,0.0,0.1,67.0,,,,,177.0,17791.0,8049.0,791.0
482,300023,2009JJ00,7.0,0.7,265.0,0.0,0.0,408.0,0.0,0.0,0.1,66.0,,,,,176.0,16444.0,7509.0,835.0
483,300023,2010JJ00,9.0,0.6,263.0,0.0,0.0,447.0,0.0,0.0,0.1,57.0,,,,,174.0,16456.0,7615.0,793.0
484,300023,2011JJ00,10.0,0.6,,,,483.0,0.0,0.0,0.1,53.0,,,,,170.0,16527.0,7593.0,688.0
485,300023,2012JJ00,7.0,,,,,562.0,0.0,0.0,0.1,53.0,,,,,169.0,16725.0,7628.0,
486,346600,1995JJ00,346.0,,,0.0,1.0,47725.0,1.8,0.0,0.6,330.0,,,0.0,15.0,29.0,22481.0,5145.0,2071.0
487,346600,1996JJ00,343.0,,,0.0,13.0,48344.0,1.8,0.0,0.5,357.0,,,0.0,13.0,28.0,23645.0,5386.0,2994.0
488,346600,1997JJ00,330.0,,,0.0,16.0,48710.0,1.5,0.0,0.4,334.0,,,0.0,15.0,27.0,23381.0,4891.0,1658.0
489,346600,1998JJ00,341.0,,,0.0,16.0,50435.0,1.4,0.0,0.6,331.0,,,0.0,16.0,27.0,23735.0,4907.0,1611.0
490,346600,1999JJ00,318.0,,,0.0,13.0,47489.0,1.5,0.0,0.4,306.0,,,0.0,13.0,26.0,23840.0,4773.0,1486.0
491,346600,2000JJ00,329.0,,,0.0,6.0,49023.0,1.5,0.0,0.3,293.0,,,0.0,9.0,25.0,24525.0,4979.0,1287.0
492,346600,2001JJ00,362.0,,,0.0,20.0,53000.0,1.5,0.0,0.4,295.0,,,0.0,9.0,25.0,25200.0,5214.0,1064.0
493,346600,2002JJ00,373.0,,1676.0,0.0,24.0,54495.0,1.5,0.0,0.5,232.0,,,0.0,7.0,25.0,25447.0,5943.0,950.0
494,346600,2003JJ00,376.0,3.7,1581.0,0.0,22.0,54946.0,1.5,0.0,0.5,250.0,,,0.0,14.0,24.0,25544.0,5839.0,1025.0
495,346600,2004JJ00,384.0,1.7,1507.0,0.0,14.0,56764.0,1.3,0.0,0.4,70.0,,,0.0,15.0,23.0,25940.0,5877.0,1281.0
496,346600,2005JJ00,375.0,1.6,1349.0,0.0,38.0,55319.0,1.2,0.0,0.5,36.0,,,1.0,-35.0,23.0,27334.0,6933.0,1233.0
497,346600,2006JJ00,348.0,1.8,1324.0,0.0,0.0,50990.0,1.1,0.0,0.4,38.0,,,1.0,71.0,23.0,27228.0,6757.0,1876.0
498,346600,2007JJ00,360.0,2.2,1313.0,0.0,2.0,52853.0,0.9,0.0,0.3,36.0,,,1.0,213.0,23.0,27014.0,6616.0,2299.0
499,346600,2008JJ00,362.0,2.9,1350.0,0.0,99.0,52853.0,0.7,0.0,0.3,47.0,186.0,541.0,1.0,419.0,24.0,28037.0,6853.0,1827.0
500,346600,2009JJ00,376.0,9.2,1243.0,0.0,21.0,53441.0,0.7,0.0,0.3,37.0,224.0,206.0,1.0,370.0,23.0,27797.0,6933.0,1934.0
501,346600,2010JJ00,380.0,12.1,1132.0,0.0,24.0,56126.0,0.7,0.0,0.3,38.0,,,1.0,374.0,25.0,29590.0,7435.0,2575.0
502,346600,2011JJ00,341.0,12.0,,,,51717.0,0.6,0.0,0.1,93.0,,,1.0,416.0,25.0,27826.0,6991.0,2313.0
503,346600,2012JJ00,319.0,,,,,49178.0,0.6,0.0,0.1,69.0,,,,,25.0,27599.0,6853.0,1927.0
504,348000,1995JJ00,32.0,,,26.0,7800.0,4608.0,0.1,111.6,0.2,146.0,,,22.0,1628.0,31.0,6977.0,3033.0,1611.0
505,348000,1996JJ00,37.0,,,24.0,7470.0,5396.0,0.1,80.9,0.1,146.0,,,23.0,1751.0,31.0,7405.0,3168.0,1422.0
506,348000,1997JJ00,43.0,,,23.0,7033.0,6147.0,0.1,78.0,0.1,151.0,,,25.0,1990.0,32.0,7985.0,3387.0,1785.0
507,348000,1998JJ00,46.0,,,25.0,7209.0,6441.0,0.1,75.0,0.1,158.0,,,26.0,2111.0,33.0,8511.0,3365.0,1219.0
508,348000,1999JJ00,48.0,,,25.0,6650.0,6666.0,0.2,112.4,0.1,176.0,,,27.0,2414.0,34.0,9223.0,3704.0,1259.0
509,348000,2000JJ00,49.0,,,23.0,6173.0,6845.0,0.1,119.0,0.1,200.0,,,28.0,2620.0,34.0,9615.0,3855.0,1196.0
510,348000,2001JJ00,48.0,,,24.0,6393.0,6638.0,0.1,122.0,0.1,209.0,,,29.0,2727.0,35.0,9721.0,3845.0,1247.0
511,348000,2002JJ00,52.0,,3061.0,22.0,6200.0,6908.0,0.1,118.0,0.1,219.0,,,30.0,2920.0,36.0,10154.0,4010.0,1322.0
512,348000,2003JJ00,53.0,3.5,3017.0,20.0,5583.0,6907.0,0.1,107.4,0.1,215.0,,,31.0,3187.0,37.0,10402.0,4102.0,1445.0
513,348000,2004JJ00,58.0,3.6,3745.0,16.0,5497.0,7492.0,0.1,105.9,0.1,224.0,,,30.0,3192.0,35.0,10365.0,4005.0,1503.0
514,348000,2005JJ00,61.0,3.0,2881.0,14.0,5134.0,7409.0,0.1,105.2,0.1,246.0,,,30.0,3082.0,35.0,10097.0,3943.0,1699.0
515,348000,2006JJ00,62.0,3.8,1943.0,12.0,4756.0,7594.0,0.1,106.2,0.3,275.0,,,29.0,3338.0,34.0,10258.0,4019.0,1521.0
516,348000,2007JJ00,66.0,3.2,2245.0,15.0,5225.0,8120.0,0.1,101.9,0.1,268.0,,,29.0,3501.0,35.0,10413.0,4062.0,1458.0
517,348000,2008JJ00,78.0,4.3,2174.0,11.0,4927.0,9074.0,0.1,99.4,0.2,270.0,,,30.0,3748.0,35.0,10869.0,4173.0,1976.0
518,348000,2009JJ00,79.0,3.8,912.0,11.0,4325.0,9735.0,0.1,93.3,0.2,255.0,,,31.0,3757.0,36.0,10936.0,4212.0,1972.0
519,348000,2010JJ00,83.0,3.9,951.0,11.0,4755.0,9736.0,0.2,90.1,0.2,263.0,,,31.0,3866.0,36.0,11002.0,4221.0,2142.0
520,348000,2011JJ00,83.0,2.7,,,,10344.0,0.2,88.8,0.2,258.0,,,31.0,4006.0,36.0,11332.0,4265.0,2119.0
521,348000,2012JJ00,94.0,,,,,10327.0,0.2,85.9,0.2,238.0,,,,,36.0,11471.0,4256.0,1944.0
522,350000,1995JJ00,68.0,,,1.0,6.0,3513.0,0.7,27.5,3.1,153.0,,,14.0,599.0,415.0,58815.0,23540.0,1146.0
523,350000,1996JJ00,70.0,,,1.0,6.0,3570.0,0.8,0.0,3.1,166.0,,,13.0,584.0,424.0,60879.0,23223.0,1546.0
524,350000,1997JJ00,70.0,,,1.0,6.0,3658.0,0.8,0.0,3.2,164.0,,,13.0,613.0,444.0,62438.0,23677.0,1679.0
525,350000,1998JJ00,69.0,,,1.0,0.0,3789.0,0.8,0.0,3.1,185.0,,,13.0,642.0,452.0,64843.0,24464.0,1760.0
526,350000,1999JJ00,67.0,,,1.0,0.0,3716.0,0.8,25.0,3.0,209.0,,,14.0,706.0,467.0,68983.0,25868.0,2299.0
527,350000,2000JJ00,64.0,,,1.0,0.0,4035.0,0.8,25.0,3.1,247.0,,,14.0,777.0,478.0,72195.0,26783.0,1992.0
528,350000,2001JJ00,71.0,,,1.0,0.0,4171.0,0.8,25.0,3.2,253.0,,,16.0,888.0,491.0,73833.0,27279.0,2490.0
529,350000,2002JJ00,72.0,,23822.0,1.0,0.0,3901.0,0.8,25.0,3.0,236.0,,,15.0,874.0,485.0,70782.0,26426.0,1812.0
530,350000,2003JJ00,69.0,2.8,23857.0,1.0,0.0,3877.0,0.7,25.0,2.8,229.0,,,16.0,953.0,467.0,67907.0,25127.0,1470.0
531,350000,2004JJ00,71.0,2.7,24011.0,1.0,0.0,3972.0,0.7,25.0,2.7,230.0,,,17.0,986.0,457.0,66772.0,24487.0,1475.0
532,350000,2005JJ00,73.0,2.7,23619.0,1.0,0.0,3930.0,0.7,25.0,2.7,264.0,,,18.0,1039.0,456.0,68720.0,25264.0,1574.0
533,350000,2006JJ00,70.0,2.7,24609.0,1.0,0.0,3858.0,0.7,25.0,2.6,290.0,,,18.0,1124.0,463.0,71427.0,25860.0,1786.0
534,350000,2007JJ00,72.0,2.8,24531.0,1.0,0.0,3995.0,0.6,25.0,2.5,289.0,,,20.0,1265.0,469.0,76055.0,27301.0,2197.0
535,350000,2008JJ00,71.0,2.8,25820.0,1.0,0.0,4106.0,0.6,25.0,2.5,295.0,,,19.0,1299.0,475.0,79117.0,28177.0,2465.0
536,350000,2009JJ00,66.0,2.7,24642.0,1.0,1.0,4100.0,0.6,25.0,2.4,273.0,,,20.0,1303.0,467.0,74622.0,26636.0,2027.0
537,350000,2010JJ00,65.0,2.6,23832.0,1.0,1.0,4014.0,0.5,25.0,2.2,242.0,,,18.0,1142.0,456.0,65960.0,23810.0,1718.0
538,350000,2011JJ00,61.0,2.6,,,,4046.0,0.5,25.0,2.2,233.0,,,18.0,1180.0,448.0,68718.0,25048.0,2030.0
539,350000,2012JJ00,59.0,,,,,3992.0,0.5,25.0,1.9,221.0,,,,,440.0,63588.0,23006.0,1884.0
540,300006,1995JJ00,424.0,,,6.0,20.0,28266.0,8.7,21.4,15.1,1373.0,,,9.0,1573.0,1453.0,119717.0,63216.0,9252.0
541,300006,1996JJ00,452.0,,,6.0,84.0,30067.0,8.8,18.2,14.7,1477.0,,,10.0,1538.0,1475.0,126041.0,65578.0,9418.0
542,300006,1997JJ00,466.0,,,6.0,126.0,31090.0,9.1,12.0,15.1,1552.0,,,11.0,1381.0,1503.0,134706.0,70539.0,9558.0
543,300006,1998JJ00,488.0,,,6.0,169.0,32249.0,9.7,5.9,15.3,1629.0,,,11.0,1492.0,1532.0,143582.0,75190.0,11093.0
544,300006,1999JJ00,511.0,,,6.0,211.0,33715.0,11.0,2.9,16.8,1731.0,,,11.0,1528.0,1580.0,151755.0,79653.0,12621.0
545,300006,2000JJ00,517.0,,,6.0,233.0,34274.0,11.2,1.5,17.6,1789.0,,,12.0,1756.0,1616.0,159315.0,83634.0,12620.0
546,300006,2001JJ00,522.0,,,6.0,154.0,34380.0,10.8,0.6,15.8,1816.0,,,12.0,1674.0,1626.0,160849.0,83667.0,12201.0
547,300006,2002JJ00,521.0,,,6.0,101.0,34090.0,10.2,0.0,14.6,1814.0,,,12.0,1688.0,1612.0,159970.0,82521.0,11948.0
548,300006,2003JJ00,529.0,30.8,,7.0,48.0,34648.0,10.6,0.0,14.5,1825.0,,,13.0,1689.0,1586.0,158284.0,83782.0,12635.0
549,300006,2004JJ00,537.0,30.8,,7.0,22.0,34699.0,10.7,0.0,13.9,1903.0,,,12.0,1963.0,1582.0,162830.0,87083.0,11125.0
550,300006,2005JJ00,561.0,30.7,,5.0,35.0,34772.0,10.9,0.0,14.2,2152.0,,,13.0,2054.0,1566.0,167508.0,90548.0,11662.0
551,300006,2006JJ00,544.0,31.2,,6.0,253.0,34641.0,9.4,0.0,12.3,2370.0,,,13.0,2442.0,1584.0,175854.0,95930.0,12480.0
552,300006,2007JJ00,547.0,32.1,,5.0,33.0,35399.0,9.5,0.0,12.3,2410.0,,,13.0,2648.0,1628.0,184666.0,101209.0,13111.0
553,300006,2008JJ00,542.0,32.7,,7.0,7.0,36170.0,9.4,0.0,11.9,2605.0,,,14.0,2796.0,1628.0,186688.0,101700.0,15658.0
554,300006,2009JJ00,534.0,32.1,,6.0,5.0,34239.0,8.8,0.0,11.4,2523.0,,,14.0,2395.0,1596.0,175008.0,94751.0,12689.0
555,300006,2010JJ00,547.0,32.3,0.0,6.0,4.0,34688.0,7.9,0.0,10.5,2527.0,,,15.0,3728.0,1588.0,179064.0,97760.0,12787.0
