ID,EnergyCommodities,Periods,Amount_1,ChangeYearOnYear_2,PriceIndex_3,ChangeYearOnYear_4
0,a,1995MM01,304.0,6.4,33.4,3.8
1,a,1995MM02,264.0,-9.9,33.4,4.2
2,a,1995MM03,299.0,12.8,33.0,2.7
3,a,1995KW01,867.0,2.8,33.3,3.6
4,a,1995MM04,236.0,-0.9,34.1,5.8
5,a,1995MM05,218.0,2.9,34.3,5.5
6,a,1995MM06,208.0,-0.1,33.9,3.5
7,a,1995KW02,663.0,0.6,34.1,4.9
8,a,1995MM07,193.0,5.8,32.9,-0.3
9,a,1995MM08,200.0,5.4,33.1,0.6
10,a,1995MM09,212.0,-5.2,33.3,2.1
11,a,1995KW03,605.0,1.6,33.1,0.8
12,a,1995MM10,235.0,-5.3,31.9,-2.7
13,a,1995MM11,257.0,3.5,32.1,-2.5
14,a,1995MM12,339.0,18.9,32.7,-0.2
15,a,1995KW04,831.0,6.3,32.3,-1.8
16,a,1995JJ00,2965.0,2.9,33.2,1.8
17,a,1996MM01,341.0,12.0,33.2,-0.6
18,a,1996MM02,327.0,24.1,33.1,-0.9
19,a,1996MM03,300.0,0.3,34.0,3.2
20,a,1996KW01,968.0,11.6,33.4,0.6
21,a,1996MM04,234.0,-1.1,35.7,4.6
22,a,1996MM05,235.0,7.8,35.2,2.4
23,a,1996MM06,201.0,-3.5,34.8,2.9
24,a,1996KW02,670.0,1.0,35.2,3.3
25,a,1996MM07,201.0,3.9,36.1,9.5
26,a,1996MM08,199.0,-0.4,36.3,9.6
27,a,1996MM09,215.0,1.8,37.1,11.4
28,a,1996KW03,616.0,1.7,36.5,10.2
29,a,1996MM10,242.0,3.0,37.9,18.8
30,a,1996MM11,279.0,8.5,37.4,16.3
31,a,1996MM12,329.0,-2.7,38.0,16.2
32,a,1996KW04,850.0,2.4,37.8,17.1
33,a,1996JJ00,3104.0,4.7,35.7,7.7
34,a,1997MM01,357.0,4.6,39.2,18.3
35,a,1997MM02,267.0,-18.3,38.6,16.5
36,a,1997MM03,262.0,-12.8,37.9,11.3
37,a,1997KW01,886.0,-8.5,38.6,15.3
38,a,1997MM04,256.0,9.6,37.7,5.8
39,a,1997MM05,224.0,-4.9,38.4,9.1
40,a,1997MM06,209.0,4.2,38.1,9.3
41,a,1997KW02,689.0,2.9,38.1,8.0
42,a,1997MM07,203.0,1.0,37.8,4.8
43,a,1997MM08,191.0,-4.5,38.1,4.8
44,a,1997MM09,212.0,-1.7,37.6,1.4
45,a,1997KW03,605.0,-1.7,37.8,3.6
46,a,1997MM10,252.0,4.1,38.4,1.3
47,a,1997MM11,270.0,-3.3,37.8,1.3
48,a,1997MM12,297.0,-9.7,37.3,-1.9
49,a,1997KW04,819.0,-3.7,37.9,0.2
50,a,1997JJ00,3000.0,-3.4,38.1,6.6
51,a,1998MM01,307.0,-14.0,37.8,-3.6
52,a,1998MM02,268.0,0.4,37.0,-4.2
53,a,1998MM03,285.0,8.9,36.6,-3.3
54,a,1998KW01,860.0,-2.9,37.1,-3.7
55,a,1998MM04,239.0,-6.8,35.8,-5.2
56,a,1998MM05,220.0,-1.8,36.1,-5.9
57,a,1998MM06,212.0,1.2,35.0,-8.0
58,a,1998KW02,670.0,-2.7,35.6,-6.4
59,a,1998MM07,206.0,1.6,33.4,-11.7
60,a,1998MM08,205.0,7.6,33.5,-12.1
61,a,1998MM09,223.0,5.3,33.3,-11.4
62,a,1998KW03,634.0,4.8,33.4,-11.7
63,a,1998MM10,254.0,0.9,32.8,-14.6
64,a,1998MM11,307.0,13.8,31.8,-15.9
65,a,1998MM12,296.0,-0.3,31.1,-16.5
66,a,1998KW04,858.0,4.7,31.9,-15.7
67,a,1998JJ00,3022.0,0.7,34.5,-9.3
68,a,1999MM01,295.0,-3.9,30.6,-19.1
69,a,1999MM02,287.0,6.8,30.9,-16.5
70,a,1999MM03,279.0,-2.1,31.9,-12.8
71,a,1999KW01,861.0,0.1,31.1,-16.2
72,a,1999MM04,242.0,1.5,32.7,-8.5
73,a,1999MM05,217.0,-1.1,33.0,-8.7
74,a,1999MM06,219.0,3.5,33.2,-5.2
75,a,1999KW02,680.0,1.4,33.0,-7.5
76,a,1999MM07,208.0,0.8,35.9,7.4
77,a,1999MM08,197.0,-3.6,36.3,8.4
78,a,1999MM09,210.0,-5.8,37.3,11.8
79,a,1999KW03,617.0,-2.6,36.5,9.2
80,a,1999MM10,241.0,-5.3,40.1,22.3
81,a,1999MM11,281.0,-8.5,41.5,30.4
82,a,1999MM12,315.0,6.3,42.5,36.6
83,a,1999KW04,837.0,-2.4,41.4,29.6
84,a,1999JJ00,2994.0,-0.9,35.5,2.8
85,a,2000MM01,308.0,4.3,46.1,50.6
86,a,2000MM02,285.0,-0.7,47.3,53.2
87,a,2000MM03,279.0,-0.2,46.8,46.7
88,a,2000KW01,870.0,1.0,46.7,50.1
89,a,2000MM04,237.0,-2.0,47.9,46.5
90,a,2000MM05,228.0,4.8,51.8,57.1
91,a,2000MM06,214.0,-2.6,50.6,52.5
92,a,2000KW02,680.0,0.0,50.1,52.0
93,a,2000MM07,214.0,3.1,52.1,45.3
94,a,2000MM08,216.0,9.4,54.6,50.3
95,a,2000MM09,220.0,4.8,56.5,51.7
96,a,2000KW03,651.0,5.5,54.4,49.1
97,a,2000MM10,260.0,8.0,58.9,46.8
98,a,2000MM11,287.0,1.9,59.6,43.6
99,a,2000MM12,317.0,0.7,56.3,32.4
100,a,2000KW04,865.0,3.3,58.3,40.8
101,a,2000JJ00,3067.0,2.4,52.4,47.6
102,a,2001MM01,327.0,6.3,59.8,29.8
103,a,2001MM02,291.0,2.4,61.7,30.5
104,a,2001MM03,310.0,11.1,60.5,29.2
105,a,2001KW01,927.0,6.6,60.7,29.8
106,a,2001MM04,259.0,8.9,60.8,27.0
107,a,2001MM05,240.0,5.4,60.8,17.5
108,a,2001MM06,206.0,-3.4,59.6,17.8
109,a,2001KW02,704.0,3.5,60.4,20.6
110,a,2001MM07,211.0,-1.4,56.4,8.2
111,a,2001MM08,228.0,5.3,56.5,3.4
112,a,2001MM09,226.0,3.0,55.2,-2.3
113,a,2001KW03,665.0,2.2,56.0,3.0
114,a,2001MM10,248.0,-4.5,51.5,-12.6
115,a,2001MM11,283.0,-1.2,51.0,-14.4
116,a,2001MM12,327.0,3.2,51.5,-8.5
117,a,2001KW04,859.0,-0.7,51.4,-11.9
118,a,2001JJ00,3157.0,2.9,57.1,9.0
119,a,2002MM01,325.0,-0.7,50.4,-15.7
120,a,2002MM02,288.0,-1.2,52.4,-15.2
121,a,2002MM03,289.0,-6.6,54.4,-10.1
122,a,2002KW01,901.0,-2.8,52.4,-13.6
123,a,2002MM04,253.0,-2.4,53.6,-11.9
124,a,2002MM05,228.0,-4.9,51.8,-14.9
125,a,2002MM06,217.0,5.2,50.5,-15.4
126,a,2002KW02,697.0,-1.0,51.9,-14.0
127,a,2002MM07,221.0,4.7,52.5,-7.0
128,a,2002MM08,215.0,-5.3,53.0,-6.0
129,a,2002MM09,224.0,-0.8,54.1,-2.1
130,a,2002KW03,662.0,-0.5,53.2,-5.1
131,a,2002MM10,285.0,14.8,54.6,6.0
132,a,2002MM11,296.0,4.4,54.0,5.9
133,a,2002MM12,324.0,-1.0,58.2,12.9
134,a,2002KW04,905.0,5.4,55.6,8.3
135,a,2002JJ00,3166.0,0.3,53.3,-6.7
136,a,2003MM01,341.0,4.9,61.4,21.9
137,a,2003MM02,316.0,9.9,62.9,20.1
138,a,2003MM03,281.0,-2.9,59.0,8.5
139,a,2003KW01,938.0,4.1,61.1,16.7
140,a,2003MM04,258.0,2.3,55.1,2.9
141,a,2003MM05,252.0,10.2,55.3,6.9
142,a,2003MM06,206.0,-5.2,56.0,11.0
143,a,2003KW02,716.0,2.7,55.5,6.8
144,a,2003MM07,225.0,1.6,52.8,0.6
145,a,2003MM08,216.0,0.1,53.7,1.2
146,a,2003MM09,232.0,3.3,52.9,-2.2
147,a,2003KW03,673.0,1.7,53.1,-0.1
148,a,2003MM10,305.0,6.9,54.4,-0.5
149,a,2003MM11,289.0,-2.1,55.8,3.3
150,a,2003MM12,330.0,1.7,57.5,-1.2
151,a,2003KW04,925.0,2.2,55.9,0.5
152,a,2003JJ00,3251.0,2.7,56.4,5.9
153,a,2004MM01,335.0,-1.8,57.3,-6.7
154,a,2004MM02,316.0,-0.1,57.6,-8.4
155,a,2004MM03,311.0,10.8,58.8,-0.5
156,a,2004KW01,962.0,2.6,57.9,-5.3
157,a,2004MM04,258.0,0.0,58.5,6.1
158,a,2004MM05,242.0,-3.9,60.5,9.3
159,a,2004MM06,234.0,13.5,59.3,5.8
160,a,2004KW02,734.0,2.5,59.4,7.1
161,a,2004MM07,238.0,5.9,60.5,14.6
162,a,2004MM08,229.0,6.0,63.1,17.6
163,a,2004MM09,242.0,4.6,63.4,19.8
164,a,2004KW03,708.0,5.2,62.3,17.3
165,a,2004MM10,266.0,-12.7,68.5,26.0
166,a,2004MM11,301.0,4.0,65.6,17.5
167,a,2004MM12,346.0,4.9,61.9,7.7
168,a,2004KW04,913.0,-1.3,65.3,16.9
169,a,2004JJ00,3318.0,2.1,61.2,8.6
170,a,2005MM01,331.0,-1.3,67.3,17.5
171,a,2005MM02,318.0,0.6,68.3,18.6
172,a,2005MM03,319.0,2.7,72.1,22.6
173,a,2005KW01,968.0,0.6,69.2,19.6
174,a,2005MM04,271.0,4.7,73.9,26.2
175,a,2005MM05,256.0,5.8,72.4,19.7
176,a,2005MM06,235.0,0.8,76.5,29.1
177,a,2005KW02,761.0,3.7,74.3,25.0
178,a,2005MM07,225.0,-5.5,80.0,32.4
179,a,2005MM08,233.0,1.7,83.2,31.7
180,a,2005MM09,241.0,-0.8,83.4,31.6
181,a,2005KW03,699.0,-1.3,82.2,31.9
182,a,2005MM10,252.0,-5.2,85.9,25.4
183,a,2005MM11,302.0,0.5,84.5,28.8
184,a,2005MM12,333.0,-3.6,87.8,41.9
185,a,2005KW04,887.0,-2.8,86.1,31.8
186,a,2005JJ00,3316.0,-0.1,77.9,27.3
187,a,2006MM01,352.0,6.4,95.6,42.0
188,a,2006MM02,314.0,-1.2,94.0,37.7
189,a,2006MM03,329.0,3.0,96.5,33.9
190,a,2006KW01,994.0,2.7,95.4,37.8
191,a,2006MM04,258.0,-4.6,97.0,31.3
192,a,2006MM05,242.0,-5.4,95.9,32.4
193,a,2006MM06,225.0,-4.5,96.1,25.6
194,a,2006KW02,725.0,-4.7,96.3,29.7
195,a,2006MM07,224.0,-0.6,98.7,23.3
196,a,2006MM08,228.0,-1.9,98.3,18.2
197,a,2006MM09,227.0,-5.5,94.2,12.9
198,a,2006KW03,679.0,-2.9,97.1,18.1
199,a,2006MM10,249.0,-1.5,92.8,8.1
200,a,2006MM11,281.0,-6.9,94.9,12.4
201,a,2006MM12,307.0,-7.9,94.7,7.8
202,a,2006KW04,837.0,-5.6,94.1,9.4
203,a,2006JJ00,3236.0,-2.4,95.7,22.8
204,a,2007MM01,324.0,-8.0,93.3,-2.5
205,a,2007MM02,297.0,-5.5,92.6,-1.6
206,a,2007MM03,292.0,-11.2,95.4,-1.1
207,a,2007KW01,914.0,-8.0,93.7,-1.7
208,a,2007MM04,245.0,-5.2,94.8,-2.3
209,a,2007MM05,254.0,4.9,94.9,-1.0
210,a,2007MM06,242.0,7.8,94.8,-1.3
211,a,2007KW02,741.0,2.2,94.9,-1.5
212,a,2007MM07,244.0,9.0,99.2,0.5
213,a,2007MM08,245.0,7.2,96.5,-1.8
214,a,2007MM09,255.0,12.1,99.1,5.2
215,a,2007KW03,742.0,9.3,98.3,1.3
216,a,2007MM10,295.0,18.7,102.0,9.9
217,a,2007MM11,318.0,13.1,106.4,12.1
218,a,2007MM12,345.0,12.3,106.7,12.7
219,a,2007KW04,958.0,14.5,105.0,11.6
220,a,2007JJ00,3355.0,3.7,98.0,2.4
221,a,2008MM01,338.0,4.4,109.8,17.7
222,a,2008MM02,316.0,6.4,111.8,20.8
223,a,2008MM03,320.0,9.4,112.6,18.0
224,a,2008KW01,973.0,6.5,111.4,18.8
225,a,2008MM04,273.0,11.5,118.4,24.9
226,a,2008MM05,246.0,-3.3,124.8,31.5
227,a,2008MM06,234.0,-3.7,132.8,40.0
228,a,2008KW02,751.0,1.3,125.3,32.1
229,a,2008MM07,242.0,-0.6,143.2,44.4
230,a,2008MM08,236.0,-3.6,137.3,42.2
231,a,2008MM09,248.0,-2.6,130.6,31.8
232,a,2008KW03,725.0,-2.3,137.0,39.4
233,a,2008MM10,283.0,-4.1,122.8,20.4
234,a,2008MM11,284.0,-10.6,113.4,6.5
235,a,2008MM12,318.0,-7.9,105.9,-0.7
236,a,2008KW04,885.0,-7.6,114.1,8.6
237,a,2008JJ00,3334.0,-0.6,122.0,24.5
238,a,2009MM01,342.0,1.0,99.5,-9.4
239,a,2009MM02,303.0,-4.0,98.6,-11.8
240,a,2009MM03,299.0,-6.5,94.9,-15.7
241,a,2009KW01,944.0,-3.0,97.7,-12.3
242,a,2009MM04,238.0,-12.8,85.1,-28.1
243,a,2009MM05,237.0,-3.5,86.9,-30.4
244,a,2009MM06,223.0,-4.5,90.3,-32.0
245,a,2009KW02,699.0,-6.9,87.4,-30.3
246,a,2009MM07,235.0,-2.9,83.7,-41.5
247,a,2009MM08,229.0,-2.9,85.2,-37.9
248,a,2009MM09,248.0,0.0,84.0,-35.7
249,a,2009KW03,714.0,-1.5,84.3,-38.5
250,a,2009MM10,279.0,-1.6,89.0,-27.6
251,a,2009MM11,287.0,0.8,91.3,-19.4
252,a,2009MM12,346.0,8.9,90.4,-14.6
253,a,2009KW04,910.0,2.8,90.2,-20.9
254,a,2009JJ00,3266.0,-2.0,89.9,-26.3
255,a,2010MM01,371.0,8.7,92.3,-7.2
256,a,2010MM02,326.0,7.4,91.6,-7.1
257,a,2010MM03,319.0,6.6,94.0,-1.0
258,a,2010KW01,1018.0,7.8,92.6,-5.2
259,a,2010MM04,271.0,14.1,98.7,16.0
260,a,2010MM05,266.0,12.2,98.0,12.8
261,a,2010MM06,240.0,7.4,98.9,9.5
262,a,2010KW02,776.0,11.0,98.5,12.7
263,a,2010MM07,235.0,0.2,101.1,20.7
264,a,2010MM08,233.0,1.9,101.7,19.4
265,a,2010MM09,248.0,0.0,102.8,22.3
266,a,2010KW03,718.0,0.6,101.9,20.8
267,a,2010MM10,290.0,4.1,103.5,16.3
268,a,2010MM11,320.0,11.6,107.1,17.3
269,a,2010MM12,371.0,7.3,110.4,22.1
270,a,2010KW04,981.0,7.8,107.0,18.6
271,a,2010JJ00,3493.0,7.0,100.0,11.2
272,a,2011MM01,337.0,-9.3,115.7,25.4
273,a,2011MM02,303.0,-7.0,118.1,28.9
274,a,2011MM03,303.0,-4.9,121.8,29.6
275,a,2011KW01,941.0,-7.6,118.5,28.0
276,a,2011MM04,241.0,-11.3,126.8,28.5
277,a,2011MM05,245.0,-7.8,121.5,24.0
278,a,2011MM06,233.0,-2.8,120.7,22.1
279,a,2011KW02,719.0,-7.3,123.0,24.9
280,a,2011MM07,235.0,-0.1,123.4,22.1
281,a,2011MM08,236.0,1.3,121.1,19.0
282,a,2011MM09,241.0,-2.8,123.5,20.1
283,a,2011KW03,713.0,-0.7,122.6,20.4
284,a,2011MM10,270.0,-6.8,126.9,22.6
285,a,2011MM11,293.0,-8.4,128.2,19.7
286,a,2011MM12,310.0,-16.5,129.7,17.4
287,a,2011KW04,872.0,-11.1,128.2,19.8
288,a,2011JJ00,3246.0,-7.1,123.1,23.1
289,a,2012MM01,325.0,-3.5,132.0,14.1
290,a,2012MM02,343.0,13.1,132.7,12.4
291,a,2012MM03,287.0,-5.3,137.1,12.6
292,a,2012KW01,955.0,1.5,134.0,13.0
293,a,2012MM04,267.0,11.0,135.2,6.6
294,a,2012MM05,244.0,-0.4,130.9,7.7
295,a,2012MM06,228.0,-1.9,126.2,4.5
296,a,2012KW02,740.0,2.9,130.7,6.3
297,a,2012MM07,231.0,-1.9,130.4,5.7
298,a,2012MM08,230.0,-2.7,134.1,10.7
299,a,2012MM09,233.0,-3.4,134.5,9.0
300,a,2012KW03,694.0,-2.7,133.0,8.4
301,a,2012MM10,273.0,0.9,134.8,6.2
302,a,2012MM11,292.0,-0.2,134.0,4.5
303,a,2012MM12,316.0,1.9,132.1,1.9
304,a,2012KW04,880.0,0.9,133.6,4.2
305,a,2012JJ00,3269.0,0.7,132.8,7.9
306,a,2013MM01,339.0,4.5,131.5,-0.4
307,a,2013MM02,309.0,-10.0,131.6,-0.9
308,a,2013MM03,321.0,11.7,130.4,-4.9
309,a,2013KW01,968.0,1.4,131.1,-2.1
310,a,2013MM04,261.0,-2.2,128.2,-5.2
311,a,2013MM05,252.0,3.0,125.5,-4.1
312,a,2013MM06,228.0,-0.2,124.5,-1.3
313,a,2013KW02,741.0,0.1,126.0,-3.6
314,a,2013MM07,230.0,-0.4,126.5,-3.0
315,a,2013MM08,230.0,0.0,126.4,-5.7
316,a,2013MM09,235.0,0.9,126.9,-5.6
317,a,2013KW03,694.0,0.0,126.6,-4.8
318,a,2013MM10,256.0,-6.0,125.4,-6.9
319,a,2013MM11,290.0,-0.9,126.5,-5.6
320,a,2013MM12,306.0,-3.2,127.0,-3.9
321,a,2013KW04,852.0,-3.2,126.3,-5.5
322,a,2013JJ00,3255.0,-0.4,127.5,-4.0
323,a,2014MM01,308.0,-9.2,125.0,-4.9
324,a,2014MM02,278.0,-10.0,122.8,-6.6
325,a,2014MM03,273.0,-14.9,118.9,-8.8
326,a,2014KW01,859.0,-11.3,122.3,-6.8
327,a,2014MM04,243.0,-6.8,114.8,-10.4
328,a,2014MM05,243.0,-3.5,113.4,-9.6
329,a,2014MM06,223.0,-2.3,113.5,-8.9
330,a,2014KW02,708.0,-4.5,113.9,-9.6
331,a,2014MM07,222.0,-3.4,109.2,-13.7
332,a,2014MM08,229.0,-0.3,108.1,-14.5
333,a,2014MM09,229.0,-2.8,109.4,-13.8
334,a,2014KW03,680.0,-2.0,108.9,-14.0
335,a,2014MM10,234.0,-8.5,108.6,-13.4
336,a,2014MM11,263.0,-9.4,105.5,-16.6
337,a,2014MM12,305.0,-0.3,97.2,-23.4
338,a,2014KW04,801.0,-6.0,103.8,-17.8
339,a,2014JJ00,3048.0,-6.4,112.2,-12.0
340,a,2015MM01,316.0,2.6,88.1,-29.5
341,a,2015MM02,285.0,2.7,94.1,-23.4
342,a,2015MM03,282.0,3.2,95.9,-19.4
343,a,2015KW01,882.0,2.7,92.7,-24.2
344,a,2015MM04,240.0,-1.2,96.0,-16.4
345,a,2015MM05,226.0,-7.1,93.0,-18.0
346,a,2015MM06,210.0,-5.8,92.6,-18.4
347,a,2015KW02,675.0,-4.7,93.9,-17.6
348,a,2015MM07,231.0,4.1,90.0,-17.6
349,a,2015MM08,224.0,-2.1,84.0,-22.2
350,a,2015MM09,249.0,8.6,85.8,-21.7
351,a,2015KW03,703.0,3.4,86.6,-20.5
352,a,2015MM10,278.0,18.7,83.1,-23.5
353,a,2015MM11,268.0,2.2,79.4,-24.8
354,a,2015MM12,286.0,-6.1,75.0,-22.9
355,a,2015KW04,833.0,4.0,79.2,-23.7
356,a,2015JJ00,3094.0,1.5,88.1,-21.5
357,a,2016MM01,307.0,-2.8,62.6,-29.0
358,a,2016MM02,292.0,2.4,59.0,-37.3
359,a,2016MM03,297.0,5.4,63.7,-33.5
360,a,2016KW01,895.0,1.5,61.8,-33.4
361,a,2016MM04,253.0,5.1,59.6,-37.9
362,a,2016MM05,226.0,0.3,65.9,-29.2
363,a,2016MM06,216.0,3.0,70.5,-23.9
364,a,2016KW02,695.0,3.0,65.3,-30.4
365,a,2016MM07,222.0,-3.9,66.5,-26.1
366,a,2016MM08,225.0,0.4,63.8,-24.1
367,a,2016MM09,234.0,-6.0,63.3,-26.2
368,a,2016KW03,681.0,-3.1,64.5,-25.5
369,a,2016MM10,268.0,-3.7,70.7,-15.0
370,a,2016MM11,295.0,9.9,74.1,-6.7
371,a,2016MM12,309.0,8.0,81.4,8.6
372,a,2016KW04,871.0,4.6,75.4,-4.8
373,a,2016JJ00,3141.0,1.5,66.8,-24.2
374,a,2017MM01,346.0,12.6,86.1,37.5
375,a,2017MM02,299.0,2.3,87.6,48.5
376,a,2017MM03,285.0,-4.0,84.6,32.7
377,a,2017KW01,,,86.1,39.4
378,a,2017MM04,250.0,-0.9,80.8,35.5
379,a,2017MM05,227.0,0.5,78.3,18.9
380,a,2017MM06,223.0,3.1,76.4,8.5
381,a,2017KW02,,,78.5,20.2
382,a,2017MM07,231.0,4.2,73.5,10.5
383,a,2017MM08,219.0,-2.9,75.0,17.5
384,a,2017MM09,233.0,-0.1,79.7,26.0
385,a,2017KW03,,,76.0,17.9
386,a,2017MM10,248.0,-7.4,81.6,15.5
387,a,2017MM11,281.0,-4.7,85.9,16.0
388,a,2017MM12,309.0,-0.3,82.8,1.6
389,a,2017KW04,,,83.4,10.7
390,a,2017JJ00,3151.0,0.3,81.0,21.4
391,b,1995MM01,182.0,10.4,40.6,4.4
392,b,1995MM02,144.0,-15.5,40.5,4.1
393,b,1995MM03,161.0,8.0,40.5,4.0
394,b,1995KW01,487.0,0.5,40.6,4.2
395,b,1995MM04,114.0,-4.0,41.8,8.5
396,b,1995MM05,86.0,-2.8,41.8,8.9
397,b,1995MM06,82.0,3.4,41.8,8.6
398,b,1995KW02,283.0,-1.6,41.8,8.6
399,b,1995MM07,68.0,1.9,41.0,4.4
400,b,1995MM08,74.0,2.2,41.1,4.6
401,b,1995MM09,87.0,-7.0,41.0,4.3
402,b,1995KW03,229.0,-1.6,41.0,4.4
403,b,1995MM10,103.0,-17.3,38.7,-1.3
404,b,1995MM11,143.0,18.1,38.7,-1.2
405,b,1995MM12,207.0,28.7,38.6,-1.6
406,b,1995KW04,453.0,11.5,38.7,-1.4
407,b,1995JJ00,1451.0,2.9,40.5,3.9
408,b,1996MM01,214.0,17.9,39.2,-3.5
409,b,1996MM02,197.0,37.1,39.2,-3.3
410,b,1996MM03,176.0,9.7,39.2,-3.3
411,b,1996KW01,588.0,20.9,39.2,-3.4
412,b,1996MM04,113.0,-1.3,41.7,-0.2
413,b,1996MM05,104.0,20.7,41.7,-0.2
414,b,1996MM06,77.0,-5.5,41.7,-0.2
415,b,1996KW02,294.0,4.2,41.7,-0.2
416,b,1996MM07,75.0,10.7,43.7,6.7
417,b,1996MM08,75.0,2.0,43.7,6.5
418,b,1996MM09,93.0,7.0,43.7,6.6
419,b,1996KW03,244.0,6.5,43.7,6.6
420,b,1996MM10,116.0,12.6,43.4,12.4
421,b,1996MM11,152.0,6.6,43.4,12.4
422,b,1996MM12,204.0,-1.8,43.4,12.4
423,b,1996KW04,472.0,4.1,43.4,12.4
424,b,1996JJ00,1598.0,10.1,42.0,3.7
425,b,1997MM01,224.0,4.6,45.9,17.1
426,b,1997MM02,148.0,-25.0,45.9,17.1
427,b,1997MM03,133.0,-24.6,45.9,17.1
428,b,1997KW01,505.0,-14.1,45.9,17.1
429,b,1997MM04,122.0,8.5,47.0,12.7
430,b,1997MM05,97.0,-7.4,47.0,12.7
431,b,1997MM06,81.0,4.8,47.0,12.8
432,b,1997KW02,300.0,1.9,47.0,12.7
433,b,1997MM07,81.0,7.9,44.9,2.7
434,b,1997MM08,78.0,4.0,44.9,2.7
435,b,1997MM09,89.0,-4.3,44.9,2.8
436,b,1997KW03,249.0,2.0,44.9,2.7
437,b,1997MM10,127.0,10.0,45.0,3.6
438,b,1997MM11,148.0,-2.7,45.0,3.5
439,b,1997MM12,171.0,-15.8,45.0,3.6
440,b,1997KW04,447.0,-5.2,45.0,3.6
441,b,1997JJ00,1501.0,-6.1,45.7,8.8
442,b,1998MM01,179.0,-20.3,47.0,2.3
443,b,1998MM02,145.0,-2.4,47.0,2.3
444,b,1998MM03,149.0,11.8,47.0,2.3
445,b,1998KW01,472.0,-6.6,47.0,2.3
446,b,1998MM04,119.0,-2.4,45.2,-3.9
447,b,1998MM05,92.0,-5.1,45.1,-3.9
448,b,1998MM06,80.0,-1.4,45.1,-4.0
449,b,1998KW02,291.0,-3.0,45.1,-3.9
450,b,1998MM07,81.0,-0.7,41.8,-7.0
451,b,1998MM08,78.0,0.2,41.8,-7.0
452,b,1998MM09,89.0,0.2,41.7,-7.2
453,b,1998KW03,249.0,-0.1,41.8,-7.1
454,b,1998MM10,131.0,3.1,40.2,-10.6
455,b,1998MM11,171.0,15.0,40.2,-10.5
456,b,1998MM12,178.0,3.7,40.2,-10.5
457,b,1998KW04,479.0,7.3,40.2,-10.5
458,b,1998JJ00,1491.0,-0.7,43.5,-4.8
459,b,1999MM01,166.0,-7.0,38.2,-18.7
460,b,1999MM02,166.0,14.5,38.2,-18.7
461,b,1999MM03,147.0,-1.1,38.2,-18.7
462,b,1999KW01,479.0,1.5,38.2,-18.7
463,b,1999MM04,112.0,-5.7,37.3,-17.5
464,b,1999MM05,91.0,-1.1,37.3,-17.4
465,b,1999MM06,87.0,8.6,37.2,-17.5
466,b,1999KW02,290.0,-0.3,37.3,-17.5
467,b,1999MM07,81.0,0.0,38.9,-6.8
468,b,1999MM08,76.0,-3.2,39.0,-6.7
469,b,1999MM09,81.0,-9.0,39.0,-6.5
470,b,1999KW03,238.0,-4.3,39.0,-6.7
471,b,1999MM10,121.0,-7.8,45.1,12.0
472,b,1999MM11,148.0,-13.4,45.1,12.0
473,b,1999MM12,176.0,-1.3,45.1,12.0
474,b,1999KW04,444.0,-7.4,45.1,12.0
475,b,1999JJ00,1452.0,-2.6,39.9,-8.4
476,b,2000MM01,178.0,6.8,52.2,36.7
477,b,2000MM02,157.0,-5.5,52.1,36.3
478,b,2000MM03,150.0,1.9,51.8,35.6
479,b,2000KW01,484.0,1.0,52.0,36.2
480,b,2000MM04,113.0,0.3,59.0,58.3
481,b,2000MM05,93.0,2.1,60.2,61.6
482,b,2000MM06,87.0,-0.3,57.7,54.8
483,b,2000KW02,292.0,0.7,58.9,58.2
484,b,2000MM07,83.0,3.4,62.7,61.0
485,b,2000MM08,77.0,1.5,63.5,62.9
486,b,2000MM09,84.0,2.6,63.9,64.0
487,b,2000KW03,244.0,2.5,63.4,62.6
488,b,2000MM10,120.0,-0.7,68.5,52.0
489,b,2000MM11,150.0,1.6,69.1,53.4
490,b,2000MM12,180.0,2.6,70.3,56.1
491,b,2000KW04,450.0,1.4,69.3,53.8
492,b,2000JJ00,1469.0,1.2,60.9,52.8
493,b,2001MM01,186.0,4.9,78.6,50.6
494,b,2001MM02,162.0,3.2,81.1,55.7
495,b,2001MM03,164.0,9.5,82.5,59.4
496,b,2001KW01,512.0,5.8,80.7,55.2
497,b,2001MM04,123.0,8.7,77.6,31.5
498,b,2001MM05,98.0,6.0,76.8,27.6
499,b,2001MM06,71.0,-17.8,76.4,32.6
500,b,2001KW02,292.0,0.0,77.0,30.6
501,b,2001MM07,76.0,-9.4,74.5,18.9
502,b,2001MM08,88.0,14.9,74.0,16.5
503,b,2001MM09,94.0,12.4,74.3,16.3
504,b,2001KW03,258.0,5.7,74.3,17.2
505,b,2001MM10,108.0,-10.2,69.9,2.1
506,b,2001MM11,151.0,0.4,71.4,3.2
507,b,2001MM12,188.0,4.2,70.7,0.4
508,b,2001KW04,446.0,-0.9,70.6,1.9
509,b,2001JJ00,1508.0,2.7,75.7,24.2
510,b,2002MM01,185.0,-0.9,68.1,-13.4
511,b,2002MM02,155.0,-3.8,69.3,-14.5
512,b,2002MM03,149.0,-9.3,68.5,-17.0
513,b,2002KW01,489.0,-4.5,68.6,-15.0
514,b,2002MM04,116.0,-5.3,67.3,-13.2
515,b,2002MM05,93.0,-5.3,66.2,-13.9
516,b,2002MM06,85.0,19.3,63.7,-16.7
