ID,ZorginstellingenSBI2008,Perioden,Ondernemingen_1,TotaalBedrijfsopbrengsten_2,TotaalNettoOmzet_3,WettelijkBudgetEnOfSubsidies_4,TotaalOverigeNettoOmzet_5,DBCOpbrengstenBSegment_6,TotNietGebudgetteerdeZorgprestaties_7,ZorgprestatiesTussenInstellingen_8,PersoonsgebondenEnVolgendeBudgetten_9,OvNietGebudgetteerdeZorgprestaties_10,OverigeDienstverlening_11,TotaalOverigeBedrijfsopbrengsten_12,WmoSubsidiesHuishoudelijkeHulp_13,OverigeSubsidiesEnBijdragen_14,NietEerderGenoemdeBedrijfsopbrengsten_15,TotaalBedrijfslasten_16,TotaalArbeidskosten_17,LonenEnSalarissen_18,PensioenlastenEnSocialeLasten_19,AfschrijvingenOpVasteActiva_20,BijzondereWaardeverminderingen_21,TotaalOverigeBedrijfslasten_22,TotaalAnderePersoneelskosten_23,KostenUitzendkrachtenEnOverigeInleen_24,OverigePersoneelskosten_25,TotaalNietEerderGenoemdeBedrLasten_26,VoedingEnHotelmatigeKosten_27,AlgemeneKosten_28,ClientEnBewonersgebondenKosten_29,OnderhoudsEnEnergiekosten_30,HuurOperationeleLeasingKapGoederen_31,AndereBedrijfslasten_32,Bedrijfsresultaat_33,FinancieleBaten_34,FinancieleLasten_35,FinancieelResultaat_36,BuitengewoneBaten_37,BuitengewoneLasten_38,BuitengewoonResultaat_39,ResultaatVoorBelastingen_40,TotaalWettelijkBudget_41,ZiekenhEnRevalidZorgExclGGZ_42,GeestelijkeGezondheidszorgGGZ_43,IntramuraleGehandicaptenzorg_44,IntramuraleVerplegingEnVerzorging_45,ZorgThuisEnDagactiviteit_46,OverigeZorg_47,OpbrengstenTerDekkingWettelijkBudget_48,FinancieringsverschilBudgetOpbrengsten_49,TotaalActiva_50,ImmaterieleVasteActiva_51,MaterieleVasteActiva_52,TotaalFinancieleVasteActiva_53,Deelnemingen_54,OverigeLanglopendeVorderingen_55,TotaalVoorradenInclOhwUHVDBCS_56,Voorraden_57,OnderhandenWerkUHVDBCS_58,TotaalKortlVordInclFinTekort_59,TotaalKortlopendeVorderingen_60,VorderingenOpDebiteuren_61,OverigeKortlopendeVorderingen_62,Financieringstekort_63,Effecten_64,LiquideMiddelen_65,TotaalPassiva_66,TotaalEigenVermogen_67,Kapitaal_68,CollectiefGefinGebVermogen_69,NietCollectiefGefinVrijVermogen_70,Voorzieningen_71,LanglopendeSchulden_72,TotKortlSchInclFinOverschot_73,TotaalKortlopendeSchulden_74,SchuldenAanKredietinstellingen_75,Crediteuren_76,AflossingsverplLanglLen_77,OvKortlopendeSchulden_78,Financieringsoverschot_79,BoekwaardePer1Januari_80,Investeringen_81,Herwaarderingen_82,Desinvesteringen_83,Afschrijvingen_84,BijzondereWaardeverminderingen_85,TerugnameAfgeschrevenActiva_86,BoekwaardePer31December_87,TotaalWerknemers_88,TotaalOverheadEnFacilitaireFuncties_89,AlgemeneEnAdministratieveFuncties_90,Hotelfuncties_91,TerreinEnGebouwgebondenFuncties_92,TotaalPatientEnBewonergebFuncties_93,VerpleegkundigEnVerzorgendPersoneel_94,MedischEnSociaalWetenschappFuncties_95,OvPatientEnBewonergebFuncties_96,LeerlingVerpleegkundigEnVerzorgend_97,OverigPersoneelInLoondienst_98,TotaalWerknemers_99,TotaalOverheadEnFacilitaireFuncties_100,AlgemeneEnAdministratieveFuncties_101,Hotelfuncties_102,TerreinEnGebouwgebondenFuncties_103,TotaalPatientEnBewonergebFuncties_104,VerpleegkundigEnVerzorgendPersoneel_105,MedischEnSociaalWetenschappFuncties_106,OvPatientEnBewonergebFuncties_107,LeerlingVerpleegkundigEnVerzorgend_108,OverigPersoneelInLoondienst_109,TotaalWerknemers_110,TotaalOverheadEnFacilitaireFuncties_111,AlgemeneEnAdministratieveFuncties_112,Hotelfuncties_113,TerreinEnGebouwgebondenFuncties_114,TotaalPatientEnBewonergebFuncties_115,VerpleegkundigEnVerzorgendPersoneel_116,MedischEnSociaalWetenschappFuncties_117,OvPatientEnBewonergebFuncties_118,LeerlingVerpleegkundigEnVerzorgend_119,OverigPersoneelInLoondienst_120,BeddenKlinischeDagDeeltijdbehand_121,KlinischeVerpleegdagen_122,DagEnDeeltijdbehandelingen_123,EerstePolikliniekbezoeken_124,KlinischeOpnamen_125,BeddenKlinischeBehandeling_126,PoliklinischeBehandelplaatsen_127,KlinischeVerpleegdagen_128,Revalidatiebehandeluren_129,EersteConsulten_130,BeddenKlinischeEnDeeltijdbehandGGZ_131,KlinischeVerpleegdagenGGZ_132,Deeltijdbehandelingen_133,PoliklinischeFaceToFaceContacten_134,EersteKlinischeOpnamen_135,TotaalGGZZZPExclKindEnJeugd_136,VoortgezetVerblijfInclBHInclDB_137,VoortgezetVerblijfInclBHExclDB_138,BeschutBeschermdWonenExclBHInclDB_139,BeschutBeschermdWonenExclBHExclDB_140,BeddenGGZKJ_141,PlaatsenKleinschaligWonenGGZKJ_142,VerpleegdagenGGZKJ_143,VerzorgDagKleinschaligWonenGGZKJ_144,IntramurPlaatsenMetBehandelingGHZ_145,IntramurPlaatsZonderBehandelingGHZ_146,TotaalGHZZZP_147,TotaalGHZZZPVG_148,MetEnigeBegeleidingInclDB_149,MetEnigeBegeleidingExclDB_150,OverigeZZPInclBHInclDB_151,OverigeZZPInclBHExclDB_152,OverigeZZPExclBHInclDB_153,OverigeZZPExclBHExclDB_154,LichtVerstandelijkGehandicaptenLVG_155,SterkGedragsgestLichtVerstGeh_156,TotaalGHZZZPLG_157,MetEnigeBegelEnEnigeVerz_158,OverigeZZPInclBHInclDB_159,OverigeZZPInclBHExclDB_160,OverigeZZPExclBHInclDB_161,OverigeZZPExclBHExclDB_162,TotaalGHZZZPZG_163,ZintuiglijkGehandicaptenAuditief_164,ZintuiglijkGehandicaptenVisueel_165,IntramurPlaatsenMetBehandelingVPH_166,IntramurPlaatsenZonderBehandelingVZH_167,TotaalVVZZP_168,TotaalVVZZPBeschutWonen_169,BegeleidingEnEnigeVerzorging_170,BegeleidingEnVerzorgingInclBH_171,BegeleidingEnVerzorgingExclBH_172,TotaalVVZZPBeschermdWonen_173,IntensieveDementieZorgInclBH_174,IntensieveDementieZorgExclBH_175,MetNadrukOpLichVerzorgingInclBH_176,MetNadrukOpLichVerzorgingExclBH_177,HerstelgerichteBehandeling_178,IntensiefPalliatiefTerminaleZorg_179,UrenExtramuraleHuishoudelijkeVerz_180,UrenExtramuralePersoonlijkeVerz_181,UrenExtramuraleVerpleging_182,UrenExtramBegeleidingExclDagact_183,UrenExtramuraleBehandeling_184,UrenDagactiviteitGGZ_185,DagdelenDagactiviteitGHZ_186,DagdelenDagactiviteitVV_187,TotaalVPT_188,DagenVPTGGZ_189,DagenVPTGHZ_190,DagenVPTVV_191,Capaciteit_192,Jeugdigen_193,Zorgaanspraken_194,Capaciteit_195,Jeugdigen_196,Zorgaanspraken_197,Capaciteit_198,Jeugdigen_199,Zorgaanspraken_200,Capaciteit_201,Jeugdigen_202,Zorgaanspraken_203,Capaciteit_204,Jeugdigen_205,Zorgaanspraken_206,Capaciteit_207,Jeugdigen_208
10,422800  ,2010JJ00,8.0,6640.0,4402.0,3231.0,1171.0,408.0,87.0,43.0,0.0,44.0,676.0,2238.0,0.0,1983.0,254.0,6534.0,3717.0,2983.0,734.0,420.0,21.0,2376.0,357.0,193.0,164.0,2019.0,148.0,421.0,1125.0,208.0,41.0,76.0,105.0,7.0,71.0,-65.0,0.0,0.0,0.0,41.0,3155.0,2764.0,224.0,0.0,5.0,0.0,162.0,2723.0,432.0,6284.0,20.0,4077.0,41.0,8.0,32.0,486.0,79.0,406.0,1452.0,907.0,498.0,409.0,545.0,0.0,208.0,6284.0,1089.0,16.0,751.0,323.0,499.0,2285.0,2410.0,2410.0,807.0,272.0,92.0,1239.0,0.0,3900.0,634.0,0.0,17.0,439.0,1.0,0.0,4077.0,72250.0,22170.0,17530.0,4050.0,590.0,46970.0,16050.0,16320.0,14600.0,1180.0,1930.0,55930.0,16420.0,13050.0,2780.0,590.0,36850.0,12620.0,13260.0,10970.0,1030.0,1640.0,2983.0,754.0,631.0,97.0,27.0,2097.0,542.0,1051.0,504.0,24.0,108.0,8310.0,1609.0,243.0,1108.0,243.0,0.0,0.0,0.0,38.0,0.0,730.0,289.0,87.0,693.0,5.0,111.0,100.0,11.0,0.0,0.0,18.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,,24.0,1.0,0.0,1.0,0.0,24.0,0.0,0.0,2.0,0.0,21.0,0.0,0.0,0.0,23.0,47.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,422800  ,2011JJ00,8.0,6866.0,4541.0,3300.0,1241.0,425.0,88.0,45.0,0.0,43.0,729.0,2324.0,0.0,2073.0,252.0,6683.0,3819.0,3063.0,756.0,388.0,6.0,2470.0,361.0,194.0,167.0,2109.0,150.0,441.0,1187.0,212.0,47.0,71.0,183.0,9.0,104.0,-95.0,2.0,2.0,0.0,88.0,3110.0,,,,,,,2822.0,287.0,6972.0,14.0,4435.0,40.0,10.0,30.0,716.0,92.0,624.0,1496.0,1198.0,822.0,377.0,298.0,0.0,270.0,6972.0,1198.0,19.0,843.0,336.0,516.0,2841.0,2417.0,2365.0,591.0,275.0,122.0,1377.0,52.0,4069.0,831.0,0.0,70.0,382.0,-3.0,16.0,4435.0,73750.0,22120.0,17550.0,3890.0,670.0,45560.0,15790.0,16410.0,13370.0,1100.0,4970.0,57170.0,17420.0,13900.0,2940.0,580.0,37070.0,12380.0,13950.0,10730.0,1040.0,1650.0,3063.0,774.0,652.0,96.0,27.0,2153.0,584.0,1108.0,461.0,24.0,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,422900  ,2006JJ00,82.0,10537.0,10309.0,9004.0,1305.0,,,,,,,228.0,0.0,33.0,195.0,10176.0,5603.0,4548.0,1055.0,760.0,,3814.0,441.0,217.0,224.0,3373.0,393.0,600.0,1954.0,261.0,86.0,79.0,361.0,16.0,304.0,-288.0,13.0,12.0,2.0,75.0,8975.0,8379.0,150.0,0.0,334.0,90.0,22.0,10421.0,-1446.0,12750.0,258.0,7932.0,181.0,,,1019.0,,,2858.0,,,,,0.0,502.0,12750.0,1133.0,,,,261.0,4966.0,6389.0,,,,,,,,1414.0,,,,,,7932.0,176350.0,58730.0,31940.0,24720.0,2080.0,112670.0,66220.0,8680.0,37770.0,4950.0,,123540.0,38510.0,22110.0,14450.0,1950.0,80500.0,45880.0,7550.0,27070.0,4540.0,,4548.0,1272.0,812.0,389.0,70.0,3179.0,1690.0,562.0,927.0,96.0,,45110.0,9122.0,1261.0,8311.0,1491.0,10.0,30.0,9.0,257.0,3.0,,,134.0,326.0,11.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,3650.0,2750.0,,,,,,,,,,,,,1020.0,559.0,254.0,207.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,422900  ,2007JJ00,81.0,11068.0,10412.0,9062.0,1350.0,862.0,270.0,109.0,2.0,160.0,218.0,656.0,27.0,270.0,359.0,10672.0,5812.0,4714.0,1098.0,880.0,,3980.0,477.0,258.0,219.0,3503.0,415.0,660.0,1994.0,282.0,77.0,76.0,396.0,31.0,287.0,-256.0,7.0,13.0,-6.0,134.0,8979.0,8333.0,157.0,0.0,391.0,83.0,15.0,10326.0,-1347.0,13000.0,37.0,8553.0,152.0,34.0,117.0,1236.0,143.0,1092.0,2568.0,2528.0,1867.0,662.0,39.0,3.0,450.0,13000.0,1282.0,73.0,1058.0,152.0,271.0,4936.0,6511.0,4864.0,1669.0,657.0,484.0,2054.0,1647.0,7811.0,2106.0,,564.0,823.0,,-23.0,8553.0,180320.0,57470.0,31620.0,23850.0,1990.0,116580.0,69770.0,8660.0,38150.0,4870.0,1400.0,125510.0,37590.0,21820.0,13910.0,1860.0,82720.0,47910.0,7520.0,27280.0,4270.0,930.0,4714.0,1241.0,779.0,395.0,67.0,3352.0,1826.0,565.0,961.0,91.0,30.0,45060.0,9248.0,1456.0,8897.0,1513.0,20.0,40.0,8.0,278.0,3.0,,,124.0,412.0,10.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,4280.0,3130.0,,,,,,,,,,,,,1341.0,746.0,291.0,239.0,6.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,422900  ,2008JJ00,79.0,11724.0,11039.0,8384.0,2655.0,2045.0,315.0,127.0,0.0,188.0,295.0,685.0,27.0,263.0,395.0,11331.0,6157.0,4981.0,1176.0,894.0,,4279.0,570.0,337.0,233.0,3710.0,432.0,671.0,2148.0,308.0,81.0,70.0,393.0,40.0,316.0,-277.0,16.0,16.0,0.0,116.0,8293.0,7602.0,167.0,0.0,416.0,87.0,22.0,8787.0,-493.0,13762.0,15.0,9103.0,272.0,32.0,240.0,1142.0,148.0,995.0,2732.0,2661.0,1954.0,707.0,71.0,3.0,495.0,13762.0,1416.0,78.0,1184.0,153.0,313.0,5223.0,6809.0,4937.0,1498.0,659.0,485.0,2294.0,1873.0,8537.0,1781.0,,250.0,947.0,,18.0,9103.0,183920.0,58390.0,32980.0,23490.0,1920.0,118880.0,71540.0,8940.0,38400.0,4690.0,1960.0,125460.0,37890.0,22370.0,13720.0,1800.0,82630.0,47710.0,7610.0,27310.0,3990.0,960.0,4981.0,1305.0,836.0,400.0,68.0,3528.0,1895.0,624.0,1009.0,95.0,53.0,45060.0,8765.0,1455.0,8995.0,1540.0,30.0,40.0,7.0,314.0,3.0,,,86.0,371.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4390.0,3230.0,,,,,,,,,,,,,1442.0,785.0,211.0,219.0,7.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,422900  ,2009JJ00,78.0,12659.0,11857.0,8008.0,3850.0,3235.0,333.0,149.0,1.0,183.0,282.0,802.0,36.0,285.0,481.0,12171.0,6452.0,5241.0,1211.0,979.0,22.0,4718.0,636.0,384.0,252.0,4082.0,459.0,797.0,2326.0,340.0,82.0,78.0,488.0,12.0,298.0,-286.0,13.0,0.0,13.0,215.0,7922.0,7190.0,165.0,0.0,431.0,99.0,37.0,8279.0,-358.0,14187.0,128.0,9485.0,255.0,24.0,231.0,898.0,176.0,722.0,2890.0,2789.0,2140.0,649.0,100.0,3.0,528.0,14187.0,1684.0,67.0,1454.0,163.0,348.0,5494.0,6661.0,5107.0,1652.0,644.0,534.0,2276.0,1554.0,9122.0,1925.0,43.0,518.0,933.0,59.0,96.0,9485.0,190640.0,59290.0,33770.0,23560.0,1960.0,124950.0,74170.0,9550.0,41230.0,4320.0,2070.0,129790.0,38530.0,23100.0,13600.0,1830.0,86110.0,49030.0,8090.0,28990.0,3790.0,1360.0,5241.0,1361.0,884.0,407.0,70.0,3722.0,1963.0,677.0,1082.0,87.0,71.0,44800.0,8680.0,1600.0,9329.0,1615.0,30.0,40.0,8.0,338.0,3.0,,,114.0,515.0,10.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,4160.0,3050.0,,,,,,,,,,,,,1934.0,1071.0,254.0,259.0,6.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,422900  ,2010JJ00,76.0,13845.0,13036.0,8710.0,4326.0,3617.0,347.0,173.0,1.0,173.0,362.0,810.0,42.0,313.0,454.0,13273.0,6789.0,5503.0,1286.0,1534.0,60.0,4890.0,656.0,377.0,280.0,4233.0,460.0,810.0,2490.0,346.0,71.0,57.0,572.0,22.0,327.0,-304.0,14.0,0.0,14.0,281.0,8628.0,7848.0,176.0,0.0,464.0,110.0,30.0,8400.0,227.0,14288.0,37.0,9431.0,187.0,23.0,164.0,777.0,179.0,598.0,3283.0,2943.0,2222.0,722.0,339.0,3.0,570.0,14288.0,2006.0,67.0,1764.0,175.0,438.0,5803.0,6041.0,5050.0,1606.0,677.0,559.0,2208.0,991.0,9471.0,2030.0,15.0,470.0,1117.0,117.0,381.0,9431.0,193420.0,59150.0,34690.0,22490.0,1960.0,127360.0,75350.0,11080.0,40930.0,4390.0,2530.0,133220.0,39160.0,24080.0,13260.0,1830.0,88580.0,50360.0,8620.0,29610.0,3890.0,1580.0,5503.0,1412.0,935.0,406.0,71.0,3840.0,2005.0,717.0,1117.0,91.0,160.0,44800.0,8676.0,1698.0,9558.0,1671.0,30.0,40.0,8.0,361.0,4.0,990.0,335.0,123.0,544.0,11.0,52.0,8.0,2.0,32.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,8.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,110.0,10.0,26.0,35.0,23.0,15.0,1.0,0.0,0.0,4280.0,3250.0,2486.0,865.0,354.0,59.0,452.0,1622.0,897.0,74.0,293.0,109.0,234.0,15.0,1932.0,1150.0,228.0,246.0,7.0,69.0,2.0,382.0,31.0,1.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,422900  ,2011JJ00,75.0,13775.0,12776.0,8170.0,4606.0,3829.0,392.0,188.0,1.0,203.0,385.0,999.0,44.0,458.0,497.0,13196.0,7060.0,5717.0,1343.0,1103.0,26.0,5007.0,666.0,377.0,290.0,4340.0,457.0,808.0,2607.0,338.0,77.0,54.0,579.0,21.0,340.0,-320.0,6.0,1.0,5.0,265.0,8113.0,,,,,,,8880.0,-767.0,15315.0,25.0,9844.0,215.0,35.0,180.0,953.0,184.0,769.0,3239.0,3067.0,2207.0,860.0,172.0,3.0,1035.0,15315.0,2297.0,68.0,2035.0,194.0,548.0,6525.0,5944.0,4558.0,811.0,752.0,577.0,2418.0,1386.0,9440.0,1736.0,13.0,245.0,1065.0,0.0,35.0,9844.0,195640.0,59060.0,34620.0,22480.0,1970.0,129580.0,76520.0,10810.0,42250.0,4200.0,2790.0,135110.0,39230.0,24100.0,13290.0,1840.0,90270.0,51340.0,8820.0,30110.0,4030.0,1590.0,5717.0,1465.0,978.0,415.0,71.0,3999.0,2083.0,750.0,1166.0,90.0,163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,423000  ,2006JJ00,28.0,835.0,751.0,584.0,167.0,,,,,,,84.0,0.0,42.0,42.0,800.0,507.0,414.0,94.0,54.0,,238.0,53.0,26.0,26.0,186.0,30.0,55.0,65.0,24.0,8.0,2.0,36.0,1.0,24.0,-23.0,2.0,0.0,2.0,14.0,584.0,560.0,0.0,18.0,0.0,6.0,0.0,487.0,98.0,1000.0,22.0,680.0,23.0,,,39.0,,,204.0,,,,,0.0,33.0,1000.0,166.0,,,,28.0,412.0,394.0,,,,,,,,93.0,,,,,,680.0,14080.0,4150.0,2530.0,1390.0,230.0,9760.0,3900.0,1320.0,4540.0,170.0,,9900.0,2950.0,1900.0,850.0,200.0,6830.0,2640.0,1090.0,3100.0,120.0,,414.0,105.0,76.0,23.0,7.0,305.0,94.0,85.0,126.0,4.0,,1960.0,199.0,28.0,93.0,17.0,1770.0,980.0,457.0,2090.0,36.0,,,1.0,1.0,0.0,,,,,,,,,,710.0,230.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,4.0,13.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,423000  ,2007JJ00,27.0,911.0,795.0,611.0,184.0,110.0,19.0,17.0,0.0,2.0,54.0,116.0,0.0,73.0,43.0,880.0,551.0,451.0,100.0,56.0,,272.0,51.0,29.0,22.0,221.0,32.0,59.0,87.0,31.0,9.0,3.0,31.0,2.0,25.0,-23.0,2.0,2.0,-1.0,8.0,611.0,580.0,0.0,14.0,0.0,13.0,3.0,616.0,-6.0,1039.0,3.0,729.0,11.0,1.0,10.0,50.0,5.0,46.0,203.0,185.0,106.0,79.0,18.0,3.0,39.0,1039.0,181.0,10.0,127.0,45.0,37.0,405.0,415.0,380.0,152.0,38.0,29.0,161.0,36.0,692.0,112.0,,17.0,58.0,,0.0,729.0,15280.0,4350.0,2860.0,1270.0,220.0,10750.0,3780.0,1240.0,5730.0,100.0,70.0,10770.0,3020.0,2070.0,770.0,180.0,7610.0,2560.0,940.0,4110.0,80.0,60.0,451.0,110.0,81.0,23.0,6.0,337.0,95.0,78.0,163.0,2.0,2.0,1830.0,134.0,30.0,124.0,18.0,1770.0,1030.0,447.0,2195.0,40.0,,,0.0,0.0,0.0,,,,,,,,,,710.0,160.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,0.0,2.0,28.0,5.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,423000  ,2008JJ00,27.0,980.0,830.0,613.0,218.0,123.0,28.0,11.0,0.0,17.0,66.0,149.0,0.0,95.0,54.0,940.0,586.0,480.0,106.0,66.0,,288.0,59.0,35.0,24.0,229.0,35.0,63.0,88.0,29.0,13.0,3.0,39.0,1.0,26.0,-25.0,2.0,0.0,2.0,16.0,616.0,527.0,0.0,70.0,0.0,14.0,5.0,615.0,1.0,1131.0,1.0,746.0,13.0,6.0,7.0,70.0,5.0,65.0,240.0,196.0,115.0,81.0,44.0,8.0,53.0,1131.0,184.0,9.0,129.0,47.0,31.0,431.0,484.0,443.0,158.0,40.0,37.0,208.0,40.0,723.0,89.0,,2.0,61.0,,4.0,746.0,15910.0,4790.0,3330.0,1260.0,200.0,10720.0,3780.0,1210.0,5730.0,140.0,260.0,11410.0,3440.0,2490.0,780.0,170.0,7710.0,2590.0,930.0,4190.0,100.0,160.0,480.0,128.0,98.0,24.0,6.0,344.0,97.0,82.0,165.0,3.0,5.0,1830.0,156.0,40.0,149.0,19.0,1880.0,1080.0,448.0,2285.0,40.0,,,,,,,,,,,,,,,710.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,5.0,32.0,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,423000  ,2009JJ00,25.0,1064.0,892.0,649.0,243.0,149.0,33.0,12.0,1.0,20.0,61.0,173.0,0.0,110.0,63.0,1023.0,636.0,517.0,119.0,75.0,0.0,313.0,60.0,36.0,24.0,252.0,37.0,74.0,100.0,30.0,9.0,1.0,41.0,1.0,23.0,-22.0,2.0,0.0,1.0,20.0,610.0,506.0,0.0,83.0,0.0,14.0,7.0,603.0,6.0,1230.0,0.0,788.0,10.0,5.0,5.0,102.0,7.0,95.0,278.0,229.0,137.0,92.0,49.0,9.0,43.0,1230.0,214.0,9.0,146.0,58.0,37.0,418.0,561.0,527.0,247.0,54.0,33.0,193.0,34.0,746.0,129.0,0.0,17.0,69.0,0.0,0.0,788.0,16840.0,5070.0,3580.0,1290.0,210.0,11410.0,3950.0,1240.0,6230.0,80.0,280.0,11550.0,3470.0,2530.0,770.0,170.0,7850.0,2600.0,940.0,4300.0,60.0,170.0,517.0,137.0,106.0,24.0,6.0,373.0,101.0,91.0,181.0,1.0,6.0,1820.0,162.0,42.0,153.0,20.0,1880.0,1130.0,445.0,2265.0,44.0,,,0.0,0.0,0.0,,,,,,,,,,710.0,230.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,1.0,4.0,34.0,2.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,423000  ,2010JJ00,23.0,1157.0,981.0,695.0,286.0,158.0,45.0,15.0,2.0,28.0,82.0,176.0,0.0,129.0,48.0,1112.0,675.0,552.0,123.0,83.0,23.0,330.0,68.0,41.0,27.0,262.0,37.0,76.0,103.0,30.0,11.0,5.0,46.0,1.0,27.0,-26.0,0.0,0.0,0.0,19.0,689.0,578.0,0.0,90.0,0.0,14.0,7.0,676.0,13.0,1208.0,0.0,746.0,8.0,4.0,4.0,134.0,8.0,126.0,254.0,206.0,112.0,94.0,48.0,9.0,57.0,1208.0,236.0,9.0,161.0,66.0,40.0,437.0,494.0,453.0,170.0,42.0,43.0,198.0,41.0,785.0,65.0,0.0,9.0,95.0,0.0,0.0,746.0,17490.0,5320.0,3780.0,1340.0,200.0,11840.0,4170.0,1320.0,6360.0,80.0,250.0,12130.0,3630.0,2690.0,780.0,170.0,8240.0,2740.0,1020.0,4490.0,70.0,180.0,552.0,146.0,114.0,25.0,7.0,397.0,108.0,100.0,189.0,2.0,8.0,1880.0,160.0,42.0,172.0,21.0,1860.0,1180.0,446.0,2547.0,44.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,710.0,230.0,301.0,233.0,7.0,5.0,193.0,16.0,2.0,9.0,0.0,0.0,66.0,28.0,9.0,1.0,14.0,15.0,3.0,0.0,3.0,0.0,0.0,6.0,3.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,38.0,8.0,0.0,134.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,423000  ,2011JJ00,23.0,1204.0,1018.0,713.0,304.0,171.0,47.0,14.0,2.0,31.0,86.0,187.0,0.0,120.0,67.0,1161.0,709.0,579.0,129.0,90.0,7.0,355.0,72.0,44.0,28.0,283.0,39.0,77.0,115.0,31.0,13.0,8.0,44.0,1.0,22.0,-21.0,0.0,0.0,0.0,23.0,828.0,,,,,,,840.0,-11.0,1206.0,0.0,708.0,13.0,4.0,10.0,165.0,9.0,156.0,227.0,181.0,87.0,94.0,46.0,8.0,86.0,1206.0,260.0,9.0,181.0,70.0,52.0,438.0,457.0,408.0,209.0,42.0,28.0,129.0,48.0,751.0,36.0,0.0,11.0,83.0,-15.0,1.0,708.0,17880.0,5360.0,3810.0,1370.0,190.0,12130.0,4340.0,1450.0,6330.0,80.0,300.0,12200.0,3650.0,2690.0,790.0,170.0,8280.0,2830.0,1060.0,4390.0,60.0,210.0,579.0,159.0,123.0,29.0,7.0,411.0,112.0,104.0,195.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
