ID,HerkomstBestemming,Perioden,CO2_1,N2O_2,CH4_3,BroeikasgasEquivalent_4,NOx_5,SO2_6,NH3_7,ZuurEquivalent_8,CFK12Equivalent_9,PM10_10,FijnStofEquivalent_11,CO_12,NMVOS_13
705,36,1995JJ00,1593.0,0.0,0.4,1616.0,9.9,0.8,0.1,0.2,7.7,0.4,0.4,9.9,4.6
706,36,1996JJ00,1672.0,0.0,0.5,1698.0,8.8,0.5,0.1,0.2,5.5,0.3,0.3,8.0,1.6
707,36,1997JJ00,1458.0,0.0,0.5,1483.0,7.1,0.3,0.1,0.2,3.8,0.3,0.3,7.0,1.3
708,36,1998JJ00,1531.0,0.0,0.5,1558.0,7.5,0.3,0.1,0.2,2.3,0.3,0.3,7.4,1.3
709,36,1999JJ00,1296.0,0.0,0.5,1318.0,6.1,0.3,0.1,0.1,0.9,0.2,0.2,6.9,1.1
710,36,2000JJ00,1379.0,0.0,0.5,1432.0,6.5,0.1,0.1,0.2,0.5,0.2,0.2,7.5,2.6
711,36,2001JJ00,1458.0,0.0,0.5,1520.0,6.5,0.1,0.1,0.2,0.2,0.2,0.2,6.9,2.4
712,36,2002JJ00,1574.0,0.0,0.5,1646.0,6.8,0.1,0.1,0.2,0.0,0.2,0.2,6.5,2.3
713,36,2003JJ00,1598.0,0.0,0.5,1680.0,6.7,0.1,0.1,0.2,0.0,0.2,0.2,5.6,2.2
714,36,2004JJ00,1582.0,0.0,0.4,1674.0,6.2,0.1,0.1,0.1,0.0,0.2,0.2,5.3,2.1
715,36,2005JJ00,1406.0,0.0,0.4,1493.0,5.9,0.0,0.1,0.1,0.0,0.2,0.2,4.9,2.0
716,36,2006JJ00,1545.0,0.0,0.4,1657.0,5.9,0.0,0.1,0.1,0.0,0.2,0.2,4.9,2.0
717,36,2007JJ00,1500.0,0.0,0.4,1622.0,6.1,0.1,0.1,0.1,0.0,0.2,0.2,5.0,2.0
718,36,2008JJ00,1616.0,0.0,0.5,1748.0,5.4,0.0,0.1,0.1,0.0,0.1,0.1,5.0,2.0
719,36,2009JJ00,1576.0,0.0,0.5,1707.0,4.9,0.0,0.1,0.1,0.0,0.1,0.1,4.7,1.9
720,37,1990JJ00,854.0,0.0,0.2,859.0,2.0,0.2,0.0,0.1,108.1,0.1,0.1,2.0,0.8
721,37,1991JJ00,907.0,0.0,0.2,917.0,1.9,0.2,0.0,0.1,85.6,0.1,0.1,33.9,0.7
722,37,1992JJ00,883.0,0.0,0.2,894.0,1.9,0.2,0.0,0.0,63.9,0.1,0.1,49.9,0.6
723,37,1993JJ00,1003.0,0.0,0.3,1015.0,1.8,0.2,0.0,0.0,43.2,0.1,0.1,49.9,0.6
724,37,1994JJ00,836.0,0.0,0.3,850.0,1.8,0.1,0.0,0.0,23.3,0.1,0.1,33.7,0.6
725,37,1995JJ00,951.0,0.0,0.4,967.0,1.7,0.1,0.0,0.0,4.4,0.1,0.1,1.5,0.5
726,37,1996JJ00,1076.0,0.0,0.5,1095.0,1.8,0.1,0.0,0.0,3.5,0.1,0.1,1.6,0.5
727,37,1997JJ00,865.0,0.0,0.5,884.0,1.6,0.1,0.0,0.0,2.7,0.1,0.1,1.2,0.5
728,37,1998JJ00,824.0,0.0,0.4,842.0,1.7,0.1,0.0,0.0,1.9,0.1,0.1,1.3,0.5
729,37,1999JJ00,700.0,0.0,0.4,715.0,1.7,0.1,0.0,0.0,1.1,0.1,0.1,1.6,0.5
730,37,2000JJ00,737.0,0.0,0.4,780.0,1.7,0.1,0.0,0.0,0.3,0.1,0.1,1.8,0.5
731,37,2001JJ00,865.0,0.0,0.4,918.0,1.9,0.0,0.0,0.0,0.1,0.1,0.1,1.7,0.5
732,37,2002JJ00,875.0,0.0,0.3,938.0,1.9,0.0,0.0,0.0,0.0,0.1,0.1,1.6,0.5
733,37,2003JJ00,922.0,0.0,0.4,996.0,2.0,0.0,0.0,0.0,0.0,0.1,0.1,1.4,0.4
734,37,2004JJ00,909.0,0.0,0.3,993.0,1.7,0.1,0.0,0.0,0.0,0.1,0.1,1.3,0.4
735,37,2005JJ00,779.0,0.0,0.3,858.0,1.5,0.0,0.0,0.0,0.0,0.1,0.1,1.2,0.4
736,37,2006JJ00,914.0,0.0,0.3,1018.0,1.6,0.0,0.0,0.0,0.0,0.1,0.1,1.2,0.4
737,37,2007JJ00,801.0,0.0,0.3,914.0,1.5,0.0,0.0,0.0,0.0,0.1,0.1,1.2,0.4
738,37,2008JJ00,892.0,0.0,0.4,1015.0,1.3,0.0,0.0,0.0,0.0,0.1,0.1,1.2,0.4
739,37,2009JJ00,868.0,0.0,0.3,990.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.4
740,38,1990JJ00,1041.0,0.0,0.2,1047.0,2.1,0.2,0.0,0.1,38.9,0.1,0.1,1.8,0.6
741,38,1991JJ00,1303.0,0.0,0.3,1315.0,2.3,0.2,0.0,0.1,31.6,0.1,0.1,42.7,0.7
742,38,1992JJ00,1258.0,0.0,0.3,1271.0,2.3,0.2,0.0,0.1,24.2,0.1,0.1,62.9,0.6
743,38,1993JJ00,1344.0,0.0,0.4,1359.0,2.2,0.2,0.0,0.1,16.8,0.1,0.1,62.6,0.5
744,38,1994JJ00,1194.0,0.0,0.5,1211.0,2.2,0.2,0.0,0.1,9.3,0.1,0.1,42.1,0.4
745,38,1995JJ00,1376.0,0.0,0.6,1395.0,2.2,0.1,0.0,0.1,1.8,0.1,0.1,1.5,0.4
746,38,1996JJ00,1623.0,0.0,0.8,1648.0,2.2,0.1,0.0,0.1,1.5,0.1,0.1,1.3,0.4
747,38,1997JJ00,1436.0,0.0,0.8,1463.0,2.2,0.1,0.0,0.1,1.1,0.1,0.1,1.0,0.3
748,38,1998JJ00,1430.0,0.0,0.8,1456.0,2.2,0.1,0.0,0.1,0.8,0.1,0.1,0.8,0.3
749,38,1999JJ00,1124.0,0.0,0.7,1145.0,2.1,0.1,0.0,0.0,0.5,0.1,0.1,0.6,0.3
750,38,2000JJ00,1216.0,0.0,0.8,1266.0,2.0,0.1,0.0,0.0,0.1,0.0,0.0,0.6,0.2
751,38,2001JJ00,1487.0,0.0,0.7,1546.0,2.3,0.1,0.0,0.1,0.0,0.0,0.0,0.7,0.3
752,38,2002JJ00,1493.0,0.0,0.7,1562.0,2.3,0.1,0.0,0.1,0.0,0.0,0.0,0.6,0.2
753,38,2003JJ00,1585.0,0.0,0.7,1665.0,2.5,0.1,0.0,0.1,0.0,0.1,0.1,0.6,0.3
754,38,2004JJ00,1567.0,0.0,0.7,1656.0,2.1,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.2
755,38,2005JJ00,1457.0,0.0,0.7,1542.0,1.9,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.2
756,38,2006JJ00,1703.0,0.0,0.7,1813.0,2.1,0.1,0.0,0.0,0.0,0.0,0.0,0.6,0.2
757,38,2007JJ00,1457.0,0.0,0.7,1576.0,1.8,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.2
758,38,2008JJ00,1662.0,0.0,0.8,1792.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2
759,38,2009JJ00,1658.0,0.0,0.8,1787.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2
760,39,1990JJ00,16689.0,0.4,0.8,16834.0,201.1,55.1,0.1,6.1,182.0,13.4,13.4,59.8,31.6
761,39,1991JJ00,17657.0,0.4,0.8,17810.0,204.5,53.5,0.1,6.1,143.8,13.6,13.6,60.7,30.4
762,39,1992JJ00,19344.0,0.5,0.9,19512.0,216.4,57.8,0.1,6.5,107.2,13.9,13.9,63.4,28.9
763,39,1993JJ00,20473.0,0.5,0.9,20653.0,220.9,60.9,0.1,6.7,72.2,13.5,13.5,64.0,26.8
764,39,1994JJ00,21304.0,0.5,0.9,21489.0,225.5,64.0,0.2,6.9,38.8,13.5,13.5,65.9,25.1
765,39,1995JJ00,22529.0,0.6,0.9,22726.0,228.1,64.6,0.2,7.0,6.9,13.2,13.2,62.3,22.9
766,39,1996JJ00,23483.0,0.6,0.9,23692.0,228.3,64.7,0.2,7.0,5.3,12.6,12.6,60.6,20.4
767,39,1997JJ00,24909.0,0.7,0.9,25133.0,239.3,65.1,0.2,7.2,3.8,12.7,12.7,61.4,18.1
768,39,1998JJ00,25852.0,0.7,0.9,26086.0,246.4,71.8,0.2,7.6,2.5,12.6,12.6,59.9,18.0
769,39,1999JJ00,27421.0,0.7,0.8,27671.0,270.9,86.4,0.2,8.6,1.6,13.5,13.5,61.6,17.2
770,39,2000JJ00,27213.0,0.8,0.9,27470.0,273.6,84.5,0.2,8.6,0.5,13.7,13.7,58.5,16.3
771,39,2001JJ00,27197.0,0.8,0.8,27451.0,270.0,80.2,0.2,8.4,0.2,12.5,12.5,54.3,15.3
772,39,2002JJ00,26582.0,0.7,0.7,26832.0,257.6,75.3,0.2,8.0,0.0,11.4,11.4,51.0,14.2
773,39,2003JJ00,26783.0,0.8,0.7,27034.0,265.5,80.5,0.2,8.3,0.0,11.3,11.3,50.6,13.7
774,39,2004JJ00,27269.0,0.8,0.6,27527.0,271.6,84.6,0.2,8.6,0.0,11.0,11.0,50.0,11.9
775,39,2005JJ00,27946.0,0.8,0.6,28210.0,276.6,87.3,0.2,8.7,0.0,11.2,11.2,50.6,15.8
776,39,2006JJ00,27700.0,0.8,0.6,27967.0,248.9,71.0,0.2,7.6,0.0,9.9,9.9,47.9,16.1
777,39,2007JJ00,29076.0,0.8,0.6,29351.0,280.3,85.9,0.2,8.8,0.0,10.7,10.7,50.9,16.5
778,39,2008JJ00,28464.0,0.8,0.6,28736.0,253.6,53.8,0.2,7.2,0.0,9.9,9.9,51.2,16.6
779,39,2009JJ00,26805.0,0.8,0.6,27061.0,240.6,53.3,0.2,6.9,0.0,8.8,8.8,47.4,15.0
780,40,1990JJ00,5195.0,0.1,0.4,5237.0,65.1,7.0,0.1,1.6,74.2,7.2,7.2,25.4,9.9
781,40,1991JJ00,5698.0,0.1,0.4,5743.0,69.7,7.7,0.1,1.8,58.5,7.4,7.4,26.2,10.2
782,40,1992JJ00,6216.0,0.1,0.4,6264.0,71.9,8.4,0.1,1.8,43.5,7.4,7.4,27.2,10.1
783,40,1993JJ00,6268.0,0.1,0.4,6318.0,69.9,8.5,0.1,1.8,29.3,7.0,7.0,26.5,9.3
784,40,1994JJ00,6379.0,0.1,0.4,6429.0,67.2,8.4,0.1,1.7,15.7,6.6,6.6,26.1,8.8
785,40,1995JJ00,6961.0,0.1,0.4,7015.0,68.7,8.4,0.1,1.8,2.9,6.5,6.5,26.3,8.5
786,40,1996JJ00,6817.0,0.2,0.3,6871.0,64.0,6.2,0.1,1.6,2.4,5.8,5.8,23.7,7.4
787,40,1997JJ00,6765.0,0.2,0.3,6821.0,60.5,2.7,0.1,1.4,1.8,5.3,5.3,21.1,6.5
788,40,1998JJ00,7021.0,0.2,0.3,7081.0,59.6,2.8,0.1,1.4,1.3,5.1,5.1,19.2,5.9
789,40,1999JJ00,7398.0,0.2,0.3,7464.0,60.6,2.9,0.1,1.4,0.7,5.0,5.0,18.0,5.6
790,40,2000JJ00,6745.0,0.2,0.3,6812.0,56.1,1.6,0.1,1.3,0.2,4.6,4.6,15.6,4.8
791,40,2001JJ00,6671.0,0.2,0.2,6734.0,50.8,0.4,0.1,1.1,0.1,3.9,3.9,13.2,4.0
792,40,2002JJ00,6539.0,0.2,0.2,6602.0,48.2,0.3,0.1,1.1,0.0,3.5,3.5,12.1,3.5
793,40,2003JJ00,6547.0,0.2,0.2,6611.0,47.0,0.3,0.1,1.0,0.0,3.3,3.3,11.3,3.2
794,40,2004JJ00,6877.0,0.2,0.2,6946.0,48.3,0.4,0.1,1.1,0.0,3.3,3.3,11.2,3.0
795,40,2005JJ00,7043.0,0.2,0.2,7114.0,47.8,0.2,0.1,1.1,0.0,3.2,3.2,11.0,2.8
796,40,2006JJ00,7194.0,0.2,0.1,7268.0,46.9,0.2,0.1,1.0,0.0,3.2,3.2,10.9,2.5
797,40,2007JJ00,7464.0,0.2,0.1,7539.0,48.0,0.2,0.1,1.1,0.0,3.1,3.1,11.0,2.4
798,40,2008JJ00,7289.0,0.2,0.1,7363.0,40.8,0.1,0.1,0.9,0.0,2.6,2.6,11.0,2.1
799,40,2009JJ00,7050.0,0.2,0.1,7121.0,38.5,0.1,0.1,0.8,0.0,2.4,2.4,10.1,1.8
800,41,1990JJ00,5178.0,0.1,0.2,5219.0,110.5,44.5,0.0,3.8,9.2,4.5,4.5,21.1,4.8
801,41,1991JJ00,5176.0,0.1,0.2,5217.0,107.7,42.1,0.0,3.7,7.0,4.4,4.4,20.8,4.7
802,41,1992JJ00,5566.0,0.1,0.2,5610.0,114.9,45.4,0.0,3.9,5.1,4.7,4.7,21.9,5.0
803,41,1993JJ00,5798.0,0.1,0.2,5843.0,118.7,48.1,0.0,4.1,3.3,4.9,4.9,22.6,5.2
804,41,1994JJ00,6174.0,0.1,0.3,6222.0,124.9,51.1,0.0,4.3,1.7,5.3,5.3,24.1,5.5
805,41,1995JJ00,6092.0,0.1,0.2,6139.0,123.7,51.3,0.0,4.3,0.3,5.2,5.2,23.0,5.3
806,41,1996JJ00,6112.0,0.1,0.2,6160.0,124.6,53.2,0.0,4.4,0.2,5.2,5.2,23.0,5.2
807,41,1997JJ00,6696.0,0.2,0.3,6748.0,134.9,56.5,0.0,4.7,0.2,5.7,5.7,25.1,5.7
808,41,1998JJ00,6732.0,0.1,0.3,6784.0,140.0,62.9,0.0,5.0,0.1,6.0,6.0,24.7,5.5
809,41,1999JJ00,7456.0,0.2,0.3,7514.0,159.4,77.1,0.0,5.9,0.1,7.0,7.0,27.3,6.0
810,41,2000JJ00,7587.0,0.2,0.3,7646.0,163.2,80.8,0.0,6.1,0.0,7.4,7.4,27.9,6.1
811,41,2001JJ00,7641.0,0.2,0.3,7701.0,163.9,77.8,0.0,6.0,0.0,6.9,6.9,27.7,6.1
812,41,2002JJ00,7166.0,0.2,0.3,7222.0,153.7,73.2,0.0,5.6,0.0,6.4,6.4,25.6,5.6
813,41,2003JJ00,7503.0,0.2,0.3,7562.0,161.3,77.7,0.0,5.9,0.0,6.6,6.6,26.5,5.8
814,41,2004JJ00,7394.0,0.2,0.3,7451.0,161.2,80.7,0.0,6.0,0.0,6.3,6.3,25.8,5.5
815,41,2005JJ00,7518.0,0.2,0.3,7576.0,164.1,82.6,0.0,6.2,0.0,6.7,6.7,26.1,5.5
816,41,2006JJ00,6386.0,0.1,0.2,6436.0,136.2,65.4,0.0,5.0,0.0,5.5,5.5,21.7,4.6
817,41,2007JJ00,7227.0,0.2,0.2,7282.0,161.8,82.3,0.0,6.1,0.0,6.4,6.4,24.3,5.1
818,41,2008JJ00,7239.0,0.2,0.3,7295.0,150.3,51.6,0.0,4.9,0.0,6.0,6.0,24.8,5.1
819,41,2009JJ00,6608.0,0.1,0.2,6659.0,141.0,50.3,0.0,4.6,0.0,5.1,5.1,23.0,4.5
820,42,1990JJ00,5835.0,0.2,0.1,5894.0,22.2,3.0,0.0,0.6,17.9,0.1,0.1,11.7,1.5
821,42,1991JJ00,6270.0,0.2,0.1,6334.0,23.8,3.2,0.0,0.6,14.0,0.1,0.1,12.2,1.4
822,42,1992JJ00,7065.0,0.2,0.1,7137.0,26.8,3.6,0.0,0.7,10.4,0.1,0.1,13.0,1.5
823,42,1993JJ00,7931.0,0.3,0.1,8012.0,29.9,4.1,0.0,0.8,6.9,0.1,0.1,13.8,1.6
824,42,1994JJ00,8303.0,0.3,0.1,8387.0,31.3,4.3,0.0,0.8,3.7,0.1,0.1,14.7,1.6
825,42,1995JJ00,9017.0,0.3,0.2,9109.0,33.9,4.6,0.0,0.9,0.7,0.1,0.1,12.3,1.6
826,42,1996JJ00,10059.0,0.3,0.2,10161.0,37.9,5.2,0.0,1.0,0.6,0.1,0.1,13.0,1.6
827,42,1997JJ00,10928.0,0.3,0.2,11038.0,41.4,5.7,0.0,1.1,0.4,0.2,0.2,14.1,1.7
828,42,1998JJ00,11554.0,0.4,0.2,11669.0,44.4,6.0,0.0,1.2,0.3,0.2,0.2,14.8,1.6
829,42,1999JJ00,12070.0,0.4,0.2,12191.0,48.4,6.3,0.0,1.3,0.2,0.2,0.2,15.2,1.6
830,42,2000JJ00,12380.0,0.4,0.2,12505.0,51.7,1.9,0.0,1.2,0.0,0.2,0.2,14.1,1.9
831,42,2001JJ00,12324.0,0.4,0.2,12448.0,52.6,2.0,0.0,1.2,0.0,0.2,0.2,12.5,1.7
832,42,2002JJ00,12297.0,0.4,0.2,12420.0,53.0,1.7,0.0,1.2,0.0,0.2,0.2,12.5,1.6
833,42,2003JJ00,12169.0,0.4,0.2,12290.0,54.6,2.4,0.0,1.3,0.0,0.2,0.2,12.0,1.5
834,42,2004JJ00,12408.0,0.4,0.1,12532.0,59.5,3.4,0.0,1.4,0.0,0.2,0.2,12.2,1.3
835,42,2005JJ00,12801.0,0.4,0.1,12929.0,61.9,4.5,0.0,1.5,0.0,0.2,0.2,12.8,1.3
836,42,2006JJ00,13503.0,0.4,0.1,13638.0,63.2,5.4,0.0,1.5,0.0,0.2,0.2,14.6,1.4
837,42,2007JJ00,13785.0,0.4,0.1,13922.0,67.7,3.4,0.0,1.6,0.0,0.2,0.2,14.8,1.4
838,42,2008JJ00,13312.0,0.4,0.1,13446.0,60.2,2.1,0.0,1.4,0.0,0.2,0.2,14.7,1.3
839,42,2009JJ00,12540.0,0.4,0.1,12665.0,59.0,2.9,0.0,1.4,0.0,0.2,0.2,13.6,1.3
840,43,1990JJ00,196.0,0.0,0.0,197.0,1.1,0.2,0.0,0.0,38.0,1.5,1.5,0.7,15.0
841,43,1991JJ00,203.0,0.0,0.0,204.0,1.1,0.1,0.0,0.0,29.8,1.5,1.5,0.6,13.5
842,43,1992JJ00,204.0,0.0,0.1,206.0,1.0,0.1,0.0,0.0,22.0,1.4,1.4,0.6,12.0
843,43,1993JJ00,268.0,0.0,0.1,270.0,0.8,0.0,0.0,0.0,14.7,1.4,1.4,0.5,10.4
844,43,1994JJ00,264.0,0.0,0.1,266.0,0.8,0.1,0.0,0.0,7.8,1.3,1.3,0.5,8.9
845,43,1995JJ00,282.0,0.0,0.1,284.0,0.7,0.1,0.0,0.0,1.3,1.3,1.3,0.3,7.3
846,43,1996JJ00,313.0,0.0,0.1,317.0,0.8,0.0,0.0,0.0,0.8,1.3,1.3,0.3,5.9
847,43,1997JJ00,301.0,0.0,0.1,304.0,1.2,0.0,0.0,0.0,0.3,1.3,1.3,0.5,4.0
848,43,1998JJ00,307.0,0.0,0.1,310.0,1.1,0.0,0.0,0.0,0.0,1.2,1.2,0.4,4.8
849,43,1999JJ00,266.0,0.0,0.1,269.0,1.1,0.0,0.0,0.0,0.2,1.2,1.2,0.4,3.8
850,43,2000JJ00,288.0,0.0,0.1,292.0,1.3,0.0,0.0,0.0,0.1,1.4,1.4,0.3,3.3
851,43,2001JJ00,339.0,0.0,0.1,343.0,1.4,0.0,0.0,0.0,0.0,1.3,1.3,0.3,3.3
852,43,2002JJ00,354.0,0.0,0.1,358.0,1.4,0.0,0.0,0.0,0.0,1.2,1.2,0.3,3.2
853,43,2003JJ00,338.0,0.0,0.1,342.0,1.4,0.0,0.0,0.0,0.0,1.1,1.1,0.4,3.1
854,43,2004JJ00,341.0,0.0,0.1,345.0,1.3,0.0,0.0,0.0,0.0,1.1,1.1,0.3,1.9
855,43,2005JJ00,336.0,0.0,0.1,340.0,1.4,0.0,0.0,0.0,0.0,1.0,1.0,0.4,6.0
856,43,2006JJ00,366.0,0.0,0.1,370.0,1.4,0.0,0.0,0.0,0.0,0.9,0.9,0.4,7.5
857,43,2007JJ00,357.0,0.0,0.1,362.0,1.4,0.0,0.0,0.0,0.0,1.0,1.0,0.4,7.5
858,43,2008JJ00,380.0,0.0,0.1,385.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0,0.4,7.9
859,43,2009JJ00,371.0,0.0,0.1,376.0,1.2,0.0,0.0,0.0,0.0,1.0,1.0,0.4,7.3
860,44,1990JJ00,285.0,0.0,0.0,287.0,2.2,0.3,0.0,0.1,42.7,0.2,0.2,0.9,0.4
861,44,1991JJ00,310.0,0.0,0.0,312.0,2.2,0.3,0.0,0.1,34.5,0.2,0.2,0.9,0.4
862,44,1992JJ00,292.0,0.0,0.0,294.0,1.9,0.3,0.0,0.1,26.3,0.2,0.2,0.7,0.3
863,44,1993JJ00,208.0,0.0,0.0,210.0,1.6,0.2,0.0,0.0,18.1,0.1,0.1,0.7,0.3
864,44,1994JJ00,184.0,0.0,0.0,185.0,1.3,0.2,0.0,0.0,9.9,0.1,0.1,0.5,0.2
865,44,1995JJ00,178.0,0.0,0.0,180.0,1.0,0.2,0.0,0.0,1.7,0.1,0.1,0.4,0.2
866,44,1996JJ00,181.0,0.0,0.0,183.0,0.9,0.1,0.0,0.0,1.4,0.1,0.1,0.6,0.2
867,44,1997JJ00,219.0,0.0,0.0,221.0,1.3,0.1,0.0,0.0,1.1,0.1,0.1,0.6,0.2
868,44,1998JJ00,239.0,0.0,0.0,242.0,1.3,0.1,0.0,0.0,0.7,0.1,0.1,0.8,0.3
869,44,1999JJ00,231.0,0.0,0.0,234.0,1.4,0.1,0.0,0.0,0.4,0.1,0.1,0.7,0.2
870,44,2000JJ00,213.0,0.0,0.0,216.0,1.3,0.0,0.0,0.0,0.1,0.1,0.1,0.6,0.2
871,44,2001JJ00,222.0,0.0,0.0,225.0,1.3,0.0,0.0,0.0,0.1,0.1,0.1,0.5,0.2
872,44,2002JJ00,226.0,0.0,0.0,229.0,1.3,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.2
873,44,2003JJ00,226.0,0.0,0.0,229.0,1.3,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.2
874,44,2004JJ00,249.0,0.0,0.0,253.0,1.4,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.2
875,44,2005JJ00,248.0,0.0,0.0,252.0,1.4,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.2
876,44,2006JJ00,251.0,0.0,0.0,255.0,1.3,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.1
877,44,2007JJ00,243.0,0.0,0.0,246.0,1.3,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.1
878,44,2008JJ00,244.0,0.0,0.0,248.0,1.1,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.1
879,44,2009JJ00,236.0,0.0,0.0,240.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.1
880,45,1990JJ00,2629.0,0.1,0.4,2655.0,18.2,1.7,0.1,0.5,428.8,1.5,1.5,26.6,7.9
881,45,1991JJ00,2750.0,0.1,0.4,2778.0,18.5,1.7,0.2,0.5,316.0,1.5,1.5,24.2,7.2
882,45,1992JJ00,2813.0,0.1,0.5,2845.0,19.0,1.9,0.2,0.5,219.1,1.5,1.5,24.1,6.9
883,45,1993JJ00,2955.0,0.1,0.5,2988.0,17.9,1.9,0.2,0.5,155.4,1.4,1.4,22.0,6.2
884,45,1994JJ00,2921.0,0.1,0.6,2955.0,16.6,1.8,0.2,0.4,74.1,1.4,1.4,20.3,5.6
885,45,1995JJ00,3115.0,0.1,0.7,3152.0,16.1,1.7,0.2,0.4,19.0,1.3,1.3,18.8,5.0
886,45,1996JJ00,3350.0,0.1,0.9,3393.0,16.1,1.7,0.2,0.4,15.6,1.2,1.2,18.2,4.8
887,45,1997JJ00,3470.0,0.1,0.9,3515.0,17.1,1.0,0.2,0.4,12.3,1.4,1.4,17.2,4.5
888,45,1998JJ00,3577.0,0.1,0.9,3623.0,16.7,1.0,0.3,0.4,8.7,1.3,1.3,16.2,4.2
889,45,1999JJ00,3745.0,0.1,0.9,3795.0,18.3,0.9,0.3,0.4,2.9,1.4,1.4,17.3,4.3
890,45,2000JJ00,4190.0,0.1,1.0,4252.0,20.6,0.6,0.3,0.5,1.6,1.6,1.6,18.4,4.4
891,45,2001JJ00,4434.0,0.1,0.9,4497.0,20.8,0.2,0.3,0.5,0.7,1.5,1.5,16.8,4.0
892,45,2002JJ00,4351.0,0.1,0.8,4413.0,20.0,0.2,0.3,0.5,0.0,1.4,1.4,15.3,3.6
893,45,2003JJ00,4424.0,0.1,0.8,4487.0,19.7,0.2,0.3,0.5,0.0,1.4,1.4,13.5,3.3
894,45,2004JJ00,4529.0,0.1,0.7,4593.0,19.6,0.2,0.3,0.4,0.0,1.4,1.4,13.2,3.1
895,45,2005JJ00,4414.0,0.1,0.7,4481.0,19.1,0.1,0.3,0.4,0.0,1.3,1.3,12.4,2.9
896,45,2006JJ00,4770.0,0.1,0.8,4839.0,19.3,0.1,0.3,0.4,0.0,1.3,1.3,12.2,2.9
897,45,2007JJ00,4714.0,0.1,0.8,4786.0,19.5,0.1,0.3,0.4,0.0,1.3,1.3,12.2,2.9
898,45,2008JJ00,4910.0,0.1,0.8,4984.0,17.3,0.0,0.3,0.4,0.0,1.2,1.2,12.5,2.9
899,45,2009JJ00,4771.0,0.1,0.8,4844.0,16.0,0.0,0.3,0.4,0.0,1.1,1.1,11.6,2.6
900,46,1990JJ00,2963.0,0.1,0.5,2991.0,19.8,4.7,0.2,0.6,431.8,1.1,1.1,24.0,7.1
901,46,1991JJ00,3059.0,0.1,0.6,3089.0,18.7,4.3,0.2,0.6,337.2,1.0,1.0,21.0,6.0
902,46,1992JJ00,2903.0,0.1,0.7,2937.0,18.3,4.3,0.2,0.5,248.2,0.9,0.9,21.1,5.6
903,46,1993JJ00,2902.0,0.1,0.7,2937.0,18.5,4.2,0.2,0.5,164.9,0.9,0.9,21.2,5.2
904,46,1994JJ00,2665.0,0.1,1.0,2706.0,16.5,3.8,0.2,0.5,87.3,0.8,0.8,19.3,4.5
905,46,1995JJ00,2860.0,0.1,0.8,2899.0,16.4,4.0,0.2,0.5,15.3,0.7,0.7,19.1,4.2
906,46,1996JJ00,3008.0,0.1,1.0,3050.0,16.2,3.6,0.2,0.5,12.4,0.7,0.7,19.2,4.1
907,46,1997JJ00,2801.0,0.1,1.1,2844.0,15.2,3.6,0.2,0.5,9.6,0.7,0.7,17.7,3.6
908,46,1998JJ00,3011.0,0.1,1.1,3053.0,16.3,3.8,0.2,0.5,6.7,0.8,0.8,16.2,3.3
909,46,1999JJ00,2940.0,0.1,1.1,2981.0,17.5,4.1,0.2,0.5,3.8,0.8,0.8,15.2,3.1
910,46,2000JJ00,2852.0,0.1,1.0,2894.0,16.4,3.6,0.2,0.5,1.0,0.8,0.8,14.4,2.9
911,46,2001JJ00,3121.0,0.1,1.0,3161.0,14.8,2.9,0.2,0.4,0.4,0.6,0.6,13.1,2.6
912,46,2002JJ00,3380.0,0.1,1.0,3422.0,16.0,3.3,0.2,0.5,0.0,0.7,0.7,13.3,2.6
913,46,2003JJ00,3458.0,0.1,1.0,3501.0,14.8,2.6,0.2,0.4,0.0,0.6,0.6,11.8,2.4
914,46,2004JJ00,3478.0,0.1,0.9,3520.0,14.0,2.4,0.2,0.4,0.0,0.6,0.6,11.3,2.2
915,46,2005JJ00,3178.0,0.1,0.9,3221.0,12.9,2.3,0.2,0.4,0.0,0.5,0.5,10.4,2.1
916,46,2006JJ00,3422.0,0.1,0.9,3464.0,12.9,2.3,0.2,0.4,0.0,0.5,0.5,10.4,2.0
917,46,2007JJ00,3071.0,0.0,0.9,3114.0,11.6,2.0,0.2,0.3,0.0,0.5,0.5,9.5,1.9
918,46,2008JJ00,3223.0,0.1,0.9,3267.0,10.7,1.2,0.2,0.3,0.0,0.5,0.5,9.9,1.8
919,46,2009JJ00,3363.0,0.1,1.0,3409.0,10.6,1.3,0.2,0.3,0.0,0.4,0.4,9.7,1.8
