ID,HerkomstBestemming,Perioden,CO2_1,N2O_2,CH4_3,BroeikasgasEquivalent_4,NOx_5,SO2_6,NH3_7,ZuurEquivalent_8,CFK12Equivalent_9,PM10_10,FijnStofEquivalent_11,CO_12,NMVOS_13
272,14,2002JJ00,314.0,0.0,0.0,316.0,0.4,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.6
273,14,2003JJ00,315.0,0.0,0.0,317.0,0.4,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.5
274,14,2004JJ00,281.0,0.0,0.0,283.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5
275,14,2005JJ00,239.0,0.0,0.0,240.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.5
276,14,2006JJ00,213.0,0.0,0.0,214.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.6
277,14,2007JJ00,218.0,0.0,0.0,219.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.6
278,14,2008JJ00,214.0,0.0,0.0,216.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.6
279,14,2009JJ00,208.0,0.0,0.0,209.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.5
280,15,1990JJ00,1559.0,0.0,0.2,1564.0,3.1,0.3,0.1,0.1,0.0,0.4,0.4,1.1,3.7
281,15,1991JJ00,1551.0,0.0,0.2,1555.0,3.4,0.2,0.1,0.1,0.0,0.4,0.4,1.2,3.2
282,15,1992JJ00,1534.0,0.0,0.2,1540.0,3.0,0.1,0.1,0.1,0.0,0.4,0.4,1.3,2.7
283,15,1993JJ00,1529.0,0.0,0.2,1533.0,3.0,0.2,0.1,0.1,0.0,0.4,0.4,1.4,2.1
284,15,1994JJ00,1505.0,0.0,0.2,1510.0,2.6,0.1,0.1,0.1,0.0,0.4,0.4,1.5,1.5
285,15,1995JJ00,1254.0,0.0,0.2,1259.0,2.6,0.1,0.1,0.1,0.0,0.4,0.4,1.6,1.0
286,15,1996JJ00,1357.0,0.0,0.2,1362.0,2.0,0.1,0.0,0.0,0.0,0.0,0.0,1.7,0.3
287,15,1997JJ00,1395.0,0.0,0.2,1400.0,2.0,0.1,0.1,0.1,0.0,0.0,0.0,1.5,0.2
288,15,1998JJ00,1365.0,0.0,0.2,1370.0,1.7,0.0,0.1,0.0,0.0,0.0,0.0,1.6,0.1
289,15,1999JJ00,1385.0,0.0,0.2,1389.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.2
290,15,2000JJ00,1398.0,0.0,0.2,1402.0,2.2,0.1,0.1,0.1,0.0,0.4,0.4,1.4,0.4
291,15,2001JJ00,1307.0,0.0,0.2,1311.0,1.9,0.0,0.1,0.0,0.0,0.4,0.4,1.3,0.1
292,15,2002JJ00,1354.0,0.0,0.2,1358.0,2.0,0.1,0.0,0.0,0.1,0.4,0.4,2.2,0.4
293,15,2003JJ00,1317.0,0.0,0.2,1322.0,2.1,0.1,0.0,0.1,0.0,0.4,0.4,2.1,0.2
294,15,2004JJ00,1311.0,0.0,0.1,1315.0,2.0,0.1,0.0,0.0,0.0,0.4,0.4,2.3,0.2
295,15,2005JJ00,1558.0,0.0,0.2,1563.0,1.9,0.0,0.0,0.0,0.0,0.4,0.4,2.3,0.3
296,15,2006JJ00,1520.0,0.0,0.2,1524.0,1.8,0.0,0.0,0.0,0.0,0.4,0.4,1.8,0.5
297,15,2007JJ00,1290.0,0.0,0.2,1295.0,1.7,0.0,0.0,0.0,0.0,0.4,0.4,1.7,0.6
298,15,2008JJ00,1101.0,0.0,0.1,1105.0,1.5,0.0,0.0,0.0,0.0,0.4,0.4,1.7,0.5
299,15,2009JJ00,1063.0,0.0,0.1,1067.0,1.3,0.0,0.0,0.0,0.0,0.4,0.4,1.7,0.5
300,16,1990JJ00,310.0,0.0,0.0,312.0,1.1,0.1,0.0,0.0,56.0,0.1,0.1,1.9,14.9
301,16,1991JJ00,310.0,0.0,0.8,328.0,1.1,0.1,0.0,0.0,44.8,0.1,0.1,1.7,14.8
302,16,1992JJ00,319.0,0.0,1.3,346.0,1.2,0.1,0.0,0.0,33.6,0.1,0.1,1.7,14.8
303,16,1993JJ00,284.0,0.0,1.2,311.0,0.9,0.1,0.0,0.0,22.4,0.1,0.1,0.4,14.6
304,16,1994JJ00,277.0,0.0,0.8,296.0,0.8,0.1,0.0,0.0,11.2,0.1,0.1,0.4,14.6
305,16,1995JJ00,241.0,0.0,0.0,242.0,0.8,0.1,0.0,0.0,0.0,0.1,0.1,0.4,14.6
306,16,1996JJ00,264.0,0.0,0.0,266.0,0.7,0.1,0.0,0.0,0.0,0.1,0.1,0.4,13.7
307,16,1997JJ00,216.0,0.0,0.0,217.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,13.5
308,16,1998JJ00,242.0,0.0,0.0,243.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,13.7
309,16,1999JJ00,256.0,0.0,0.0,257.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,12.4
310,16,2000JJ00,244.0,0.0,0.0,245.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,11.7
311,16,2001JJ00,248.0,0.0,0.0,250.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,8.3
312,16,2002JJ00,237.0,0.0,0.0,239.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,7.9
313,16,2003JJ00,239.0,0.0,0.0,241.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.9
314,16,2004JJ00,275.0,0.0,0.0,277.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,5.9
315,16,2005JJ00,269.0,0.0,0.0,271.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,5.8
316,16,2006JJ00,249.0,0.0,0.0,251.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5.1
317,16,2007JJ00,256.0,0.0,0.0,257.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,5.0
318,16,2008JJ00,261.0,0.0,0.0,263.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.4
319,16,2009JJ00,178.0,0.0,0.0,181.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.2
320,17,1990JJ00,11348.0,0.0,1.1,11380.0,22.0,67.5,0.0,2.6,0.0,6.8,6.8,6.3,16.3
321,17,1991JJ00,11367.0,0.0,1.0,11397.0,22.6,59.5,0.0,2.4,0.0,6.5,6.5,5.7,15.6
322,17,1992JJ00,10705.0,0.0,1.0,10735.0,20.2,59.9,0.0,2.3,0.0,6.1,6.1,5.1,14.9
323,17,1993JJ00,11754.0,0.1,0.8,11788.0,19.6,63.7,0.0,2.4,0.0,5.7,5.7,4.4,14.1
324,17,1994JJ00,11579.0,0.1,0.6,11609.0,19.0,59.2,0.0,2.3,0.0,5.4,5.4,3.8,13.4
325,17,1995JJ00,12012.0,0.1,1.0,12051.0,19.7,61.6,0.0,2.4,0.0,5.0,5.0,3.4,12.7
326,17,1996JJ00,11927.0,0.1,1.0,11967.0,18.9,55.3,0.0,2.1,0.0,5.6,5.6,3.5,14.1
327,17,1997JJ00,12265.0,0.1,1.1,12305.0,17.7,52.7,0.0,2.0,0.0,5.1,5.1,3.4,12.8
328,17,1998JJ00,12736.0,0.1,1.0,12773.0,14.3,49.7,0.0,1.9,0.0,3.6,3.6,2.9,9.9
329,17,1999JJ00,11908.0,0.0,0.9,11942.0,13.7,46.4,0.0,1.7,0.0,3.6,3.6,3.6,10.8
330,17,2000JJ00,12502.0,0.1,0.9,12538.0,13.0,33.2,0.0,1.3,0.0,3.6,3.6,3.7,15.1
331,17,2001JJ00,13040.0,0.1,0.9,13075.0,12.9,34.8,0.0,1.4,0.0,3.2,3.2,3.0,9.1
332,17,2002JJ00,12120.0,0.0,0.9,12154.0,12.6,30.4,0.0,1.2,0.0,2.6,2.6,5.3,8.3
333,17,2003JJ00,12751.0,0.1,0.9,12786.0,12.5,29.5,0.0,1.2,0.0,3.0,3.0,4.8,8.2
334,17,2004JJ00,12607.0,0.1,0.9,12644.0,12.1,32.3,0.0,1.3,0.0,2.2,2.2,4.4,8.0
335,17,2005JJ00,12733.0,0.1,0.9,12770.0,11.8,32.2,0.0,1.3,0.0,1.8,1.8,5.6,11.8
336,17,2006JJ00,12021.0,0.0,0.9,12057.0,12.6,32.4,0.0,1.3,0.0,1.9,1.9,5.9,9.9
337,17,2007JJ00,12089.0,0.1,1.1,12130.0,11.7,29.9,0.0,1.2,0.0,1.6,1.6,4.7,8.2
338,17,2008JJ00,12207.0,0.1,0.9,12245.0,10.6,25.7,0.0,1.0,0.0,1.5,1.5,6.0,7.7
339,17,2009JJ00,11189.0,0.0,0.9,11222.0,8.2,14.7,0.0,0.6,0.0,0.6,0.6,6.0,6.7
340,18,1990JJ00,20538.0,22.9,13.5,32366.0,37.0,19.7,3.3,1.6,1072.3,4.3,4.3,24.1,24.7
341,18,1991JJ00,20368.0,22.9,12.8,31997.0,35.1,13.3,3.5,1.4,820.1,4.1,4.1,26.0,22.5
342,18,1992JJ00,20067.0,23.1,13.8,32244.0,30.8,14.5,3.6,1.3,599.1,3.9,3.9,28.4,20.4
343,18,1993JJ00,19022.0,24.7,16.2,32165.0,28.1,12.3,3.1,1.2,409.4,3.7,3.7,30.7,18.3
344,18,1994JJ00,18189.0,24.2,14.6,32020.0,28.7,12.4,3.4,1.2,251.0,3.5,3.5,32.8,16.2
345,18,1995JJ00,16110.0,22.9,13.2,29251.0,26.7,10.8,3.1,1.1,123.8,3.3,3.3,34.9,14.1
346,18,1996JJ00,15457.0,22.9,13.2,29830.0,26.5,10.7,2.8,1.1,67.4,1.6,1.6,41.0,14.0
347,18,1997JJ00,15266.0,22.7,13.2,30141.0,22.8,10.0,2.5,1.0,30.6,1.7,1.7,39.8,12.3
348,18,1998JJ00,15012.0,22.7,13.2,30351.0,18.7,6.0,2.3,0.7,9.4,2.2,2.2,35.3,11.3
349,18,1999JJ00,15165.0,21.6,13.3,26720.0,16.9,3.8,2.0,0.6,0.1,1.8,1.8,37.7,10.8
350,18,2000JJ00,14861.0,22.1,13.4,24824.0,14.5,2.5,1.7,0.5,0.0,1.4,1.4,26.1,9.8
351,18,2001JJ00,14212.0,20.0,13.4,21347.0,13.8,3.7,1.7,0.5,25.9,1.0,1.0,26.7,9.1
352,18,2002JJ00,14727.0,19.2,13.9,21739.0,14.1,3.6,1.5,0.5,10.6,1.3,1.3,24.1,7.9
353,18,2003JJ00,15294.0,19.4,14.2,22070.0,15.8,3.3,1.6,0.5,0.0,1.0,1.0,20.9,7.5
354,18,2004JJ00,15131.0,21.1,14.0,22429.0,16.0,4.2,2.0,0.6,0.0,1.2,1.2,24.2,8.5
355,18,2005JJ00,15189.0,20.6,14.0,22091.0,15.2,3.6,1.3,0.5,0.0,1.0,1.0,18.8,6.7
356,18,2006JJ00,15855.0,20.2,13.3,22721.0,14.5,4.0,1.3,0.5,0.0,1.0,1.0,19.1,6.6
357,18,2007JJ00,16251.0,15.5,13.6,21616.0,13.7,3.9,1.1,0.5,0.0,0.8,0.8,19.0,5.8
358,18,2008JJ00,15815.0,3.4,13.1,17369.0,13.7,3.3,1.1,0.5,0.0,0.7,0.7,15.9,5.8
359,18,2009JJ00,15193.0,3.4,11.5,16745.0,12.8,2.4,1.1,0.4,0.0,1.1,1.1,15.9,4.8
360,19,1990JJ00,493.0,0.0,0.0,495.0,2.5,0.3,0.0,0.1,504.3,0.2,0.2,1.2,9.5
361,19,1991JJ00,494.0,0.0,0.1,496.0,2.5,0.4,0.0,0.1,429.0,0.2,0.2,1.1,8.6
362,19,1992JJ00,496.0,0.0,0.1,498.0,2.5,0.5,0.0,0.1,353.6,0.2,0.2,1.2,7.7
363,19,1993JJ00,488.0,0.0,0.1,490.0,2.6,0.6,0.0,0.1,278.2,0.3,0.3,1.3,6.9
364,19,1994JJ00,467.0,0.0,0.1,470.0,2.6,0.7,0.0,0.1,202.8,0.3,0.3,1.2,5.9
365,19,1995JJ00,877.0,0.0,0.1,879.0,2.5,0.8,0.0,0.1,127.4,0.3,0.3,0.8,5.0
366,19,1996JJ00,878.0,0.0,0.1,881.0,2.4,0.8,0.0,0.1,178.8,0.3,0.3,0.9,4.1
367,19,1997JJ00,833.0,0.0,0.1,836.0,2.4,0.8,0.0,0.1,93.2,0.3,0.3,0.8,3.9
368,19,1998JJ00,1011.0,0.0,0.1,1014.0,2.3,0.7,0.1,0.1,33.7,0.1,0.1,1.2,3.6
369,19,1999JJ00,755.0,0.0,0.1,757.0,2.4,0.7,0.1,0.1,0.3,0.2,0.2,0.5,3.1
370,19,2000JJ00,862.0,0.0,0.1,865.0,2.3,0.7,0.1,0.1,0.0,0.3,0.3,1.0,3.4
371,19,2001JJ00,899.0,0.0,0.1,902.0,1.9,0.6,0.0,0.1,0.0,0.3,0.3,1.2,2.8
372,19,2002JJ00,788.0,0.0,0.1,791.0,1.8,0.5,0.0,0.1,0.1,0.4,0.4,1.2,3.1
373,19,2003JJ00,727.0,0.0,0.1,730.0,1.5,0.3,0.0,0.0,0.0,0.4,0.4,1.2,3.0
374,19,2004JJ00,704.0,0.0,0.1,707.0,1.3,0.0,0.2,0.0,0.0,0.4,0.4,0.8,2.4
375,19,2005JJ00,713.0,0.0,0.1,717.0,1.4,0.3,0.2,0.1,0.0,0.5,0.5,1.6,2.1
376,19,2006JJ00,731.0,0.0,0.1,734.0,1.4,0.0,0.0,0.0,0.0,0.4,0.4,0.8,2.1
377,19,2007JJ00,666.0,0.0,0.1,669.0,1.3,0.0,0.0,0.0,0.0,0.4,0.4,0.7,2.1
378,19,2008JJ00,610.0,0.0,0.1,613.0,1.1,0.0,0.0,0.0,0.0,0.4,0.4,0.6,2.0
379,19,2009JJ00,529.0,0.0,0.1,532.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,1.8
380,20,1990JJ00,283.0,0.0,0.0,284.0,0.5,0.1,0.0,0.0,854.9,0.1,0.1,0.4,7.8
381,20,1991JJ00,355.0,0.0,0.0,356.0,0.4,0.1,0.0,0.0,547.2,0.1,0.1,0.4,7.2
382,20,1992JJ00,357.0,0.0,0.0,358.0,0.5,0.1,0.0,0.0,307.9,0.1,0.1,0.5,6.6
383,20,1993JJ00,352.0,0.0,0.0,353.0,0.7,0.1,0.0,0.0,136.9,0.1,0.1,0.7,6.0
384,20,1994JJ00,344.0,0.0,0.0,346.0,0.8,0.1,0.0,0.0,34.3,0.1,0.1,0.9,5.4
385,20,1995JJ00,289.0,0.0,0.0,290.0,0.7,0.1,0.0,0.0,0.0,0.1,0.1,1.0,4.8
386,20,1996JJ00,271.0,0.0,0.0,272.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.7,4.4
387,20,1997JJ00,235.0,0.0,0.0,236.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.9
388,20,1998JJ00,242.0,0.0,0.0,243.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4.2
389,20,1999JJ00,242.0,0.0,0.0,243.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.7
390,20,2000JJ00,245.0,0.0,0.0,246.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.2,2.4
391,20,2001JJ00,251.0,0.0,0.0,252.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.1,2.0
392,20,2002JJ00,229.0,0.0,0.0,230.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.2,1.9
393,20,2003JJ00,228.0,0.0,0.0,229.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.2,2.1
394,20,2004JJ00,238.0,0.0,0.0,239.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.2,2.2
395,20,2005JJ00,242.0,0.0,0.0,243.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.2,2.5
396,20,2006JJ00,264.0,0.0,0.0,265.0,0.7,0.0,0.0,0.0,0.0,0.1,0.1,0.3,2.2
397,20,2007JJ00,247.0,0.0,0.0,249.0,0.3,0.0,0.0,0.0,0.0,0.1,0.1,0.2,2.2
398,20,2008JJ00,249.0,0.0,0.1,251.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.2,2.9
399,20,2009JJ00,223.0,0.0,0.1,225.0,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.2,2.6
400,21,1990JJ00,7562.0,0.0,1.6,9844.0,7.9,14.9,0.1,0.6,37.3,10.3,10.3,225.5,5.0
401,21,1991JJ00,6914.0,0.0,2.0,8356.0,8.5,14.4,0.1,0.6,24.1,9.5,9.5,210.1,4.7
402,21,1992JJ00,6889.0,0.0,2.8,8505.0,8.9,12.1,0.1,0.6,13.8,8.6,8.6,194.8,4.4
403,21,1993JJ00,7227.0,0.0,1.1,8941.0,8.8,12.0,0.1,0.6,6.4,7.8,7.8,179.6,4.2
404,21,1994JJ00,7480.0,0.0,1.2,9495.0,8.9,12.6,0.1,0.6,1.8,7.0,7.0,164.3,3.9
405,21,1995JJ00,7790.0,0.0,1.6,9727.0,9.9,12.2,0.0,0.6,0.0,6.2,6.2,148.9,3.6
406,21,1996JJ00,7809.0,0.0,1.6,10152.0,9.6,10.9,0.0,0.6,0.0,5.2,5.2,133.8,3.0
407,21,1997JJ00,7755.0,0.0,1.6,10284.0,8.9,10.2,0.1,0.5,0.0,4.3,4.3,111.8,3.0
408,21,1998JJ00,7208.0,0.0,1.6,9885.0,7.8,8.1,0.1,0.4,0.0,4.3,4.3,116.3,3.5
409,21,1999JJ00,6636.0,0.0,1.3,8177.0,7.1,7.2,0.1,0.4,0.0,3.5,3.5,97.5,2.5
410,21,2000JJ00,6399.0,0.0,1.2,7815.0,6.7,7.0,0.0,0.4,0.0,2.6,2.6,106.1,2.0
411,21,2001JJ00,6563.0,0.0,1.3,7918.0,7.6,6.7,0.0,0.4,0.0,2.4,2.4,104.2,1.6
412,21,2002JJ00,6714.0,0.0,1.2,8809.0,7.4,6.5,0.0,0.4,0.0,2.2,2.2,95.5,1.7
413,21,2003JJ00,7097.0,0.0,1.2,7565.0,7.6,6.5,0.0,0.4,0.0,2.2,2.2,106.2,1.6
414,21,2004JJ00,7279.0,0.0,1.3,7414.0,7.9,7.3,0.0,0.4,0.0,2.2,2.2,125.1,1.2
415,21,2005JJ00,6937.0,0.0,1.3,7053.0,7.5,7.7,0.1,0.4,0.0,2.0,2.0,115.4,1.5
416,21,2006JJ00,7108.0,0.0,1.3,7198.0,7.0,6.9,0.1,0.4,0.0,2.0,2.0,125.1,1.5
417,21,2007JJ00,7336.0,0.0,1.3,7466.0,7.1,7.3,0.0,0.4,0.0,2.1,2.1,117.5,1.4
418,21,2008JJ00,7315.0,0.0,1.2,7415.0,6.7,7.1,0.0,0.4,0.0,1.9,1.9,122.0,1.7
419,21,2009JJ00,5966.0,0.0,1.0,6032.0,4.8,4.0,0.0,0.2,0.0,1.6,1.6,121.9,1.8
420,22,1990JJ00,511.0,0.0,0.0,538.0,2.5,2.8,0.2,0.2,558.3,2.1,2.1,4.5,43.5
421,22,1991JJ00,617.0,0.0,0.0,662.0,1.7,1.2,0.2,0.1,446.6,1.8,1.8,3.7,40.3
422,22,1992JJ00,638.0,0.0,0.0,688.0,2.0,0.5,0.1,0.1,335.0,1.6,1.6,3.0,37.1
423,22,1993JJ00,577.0,0.0,0.0,631.0,1.5,0.3,0.1,0.0,223.3,1.3,1.3,2.1,33.8
424,22,1994JJ00,575.0,0.0,0.1,639.0,1.2,0.2,0.0,0.0,111.7,1.0,1.0,1.4,30.6
425,22,1995JJ00,526.0,0.0,0.0,587.0,1.1,0.1,0.0,0.0,0.0,0.7,0.7,0.6,27.4
426,22,1996JJ00,494.0,0.0,0.0,568.0,0.7,0.1,0.0,0.0,0.0,0.0,0.0,0.4,22.1
427,22,1997JJ00,467.0,0.0,0.0,546.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.4,18.3
428,22,1998JJ00,498.0,0.0,0.0,581.0,0.7,0.0,0.0,0.0,0.0,0.3,0.3,0.3,15.8
429,22,1999JJ00,560.0,0.0,0.0,609.0,0.8,0.0,0.0,0.0,0.0,0.5,0.5,0.3,17.2
430,22,2000JJ00,534.0,0.0,0.0,770.0,0.8,0.0,0.0,0.0,0.0,0.7,0.7,0.3,9.0
431,22,2001JJ00,544.0,0.0,0.0,742.0,0.9,0.0,0.0,0.0,0.0,0.7,0.7,0.3,9.8
432,22,2002JJ00,559.0,0.0,0.0,703.0,1.1,0.0,0.0,0.0,0.0,0.6,0.6,0.6,8.5
433,22,2003JJ00,513.0,0.0,0.0,726.0,0.8,0.0,0.0,0.0,0.0,0.6,0.6,0.6,7.2
434,22,2004JJ00,496.0,0.0,0.0,716.0,0.6,0.0,0.0,0.0,0.0,0.6,0.6,0.6,7.1
435,22,2005JJ00,499.0,0.0,0.0,719.0,0.7,0.0,0.0,0.0,0.0,0.6,0.6,0.7,7.0
436,22,2006JJ00,479.0,0.0,0.0,712.0,0.7,0.0,0.0,0.0,0.0,0.6,0.6,0.7,6.6
437,22,2007JJ00,468.0,0.0,0.0,732.0,0.6,0.0,0.0,0.0,0.0,0.6,0.6,0.8,7.0
438,22,2008JJ00,454.0,0.0,0.1,670.0,0.6,0.0,0.0,0.0,0.0,0.6,0.6,0.6,6.7
439,22,2009JJ00,460.0,0.0,0.1,677.0,0.5,0.0,0.0,0.0,0.0,0.6,0.6,0.5,6.4
440,23,1990JJ00,281.0,0.0,0.0,282.0,1.2,0.3,0.0,0.0,0.1,0.2,0.2,0.7,0.5
441,23,1991JJ00,340.0,0.0,0.0,341.0,1.0,0.3,0.0,0.0,0.1,0.1,0.1,0.7,0.5
442,23,1992JJ00,355.0,0.0,0.0,356.0,1.2,0.2,0.0,0.0,0.0,0.1,0.1,0.8,0.5
443,23,1993JJ00,316.0,0.0,0.0,317.0,1.1,0.2,0.0,0.0,0.0,0.1,0.1,0.6,0.4
444,23,1994JJ00,311.0,0.0,0.0,312.0,0.9,0.2,0.0,0.0,0.0,0.1,0.1,0.6,0.3
445,23,1995JJ00,289.0,0.0,0.0,291.0,0.8,0.1,0.0,0.0,0.0,0.1,0.1,0.5,0.3
446,23,1996JJ00,369.0,0.0,0.0,370.0,1.1,0.2,0.0,0.0,0.0,0.1,0.1,0.6,0.3
447,23,1997JJ00,365.0,0.0,0.0,367.0,0.9,0.1,0.0,0.0,0.0,0.1,0.1,0.6,0.2
448,23,1998JJ00,361.0,0.0,0.0,363.0,0.9,0.1,0.0,0.0,0.0,0.1,0.1,0.6,0.3
449,23,1999JJ00,359.0,0.0,0.0,360.0,0.8,0.1,0.0,0.0,0.0,0.1,0.1,0.3,0.1
450,23,2000JJ00,335.0,0.0,0.0,337.0,0.8,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.2
451,23,2001JJ00,329.0,0.0,0.0,331.0,0.8,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.1
452,23,2002JJ00,328.0,0.0,0.0,330.0,0.9,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.1
453,23,2003JJ00,322.0,0.0,0.0,324.0,0.8,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.1
454,23,2004JJ00,288.0,0.0,0.0,290.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
455,23,2005JJ00,301.0,0.0,0.0,303.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
456,23,2006JJ00,316.0,0.0,0.0,319.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
457,23,2007JJ00,311.0,0.0,0.0,313.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3
458,23,2008JJ00,351.0,0.0,0.0,354.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3
459,23,2009JJ00,328.0,0.0,0.0,332.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3
460,24,1990JJ00,468.0,0.0,0.0,470.0,2.6,0.4,0.0,0.1,55.2,0.1,0.1,1.2,1.9
461,24,1991JJ00,588.0,0.0,0.0,589.0,1.4,0.4,0.0,0.0,43.5,0.1,0.1,1.1,1.8
462,24,1992JJ00,580.0,0.0,0.0,581.0,2.4,0.3,0.0,0.1,32.4,0.1,0.1,0.9,1.6
463,24,1993JJ00,559.0,0.0,0.0,560.0,1.4,0.2,0.0,0.0,22.1,0.1,0.1,0.8,1.5
464,24,1994JJ00,551.0,0.0,0.0,552.0,1.2,0.1,0.0,0.0,12.6,0.1,0.1,0.7,1.3
465,24,1995JJ00,504.0,0.0,0.0,506.0,0.9,0.1,0.0,0.0,3.8,0.1,0.1,0.5,1.2
466,24,1996JJ00,465.0,0.0,0.0,467.0,0.8,0.1,0.0,0.0,1.8,0.1,0.1,0.6,1.0
467,24,1997JJ00,411.0,0.0,0.0,412.0,1.3,0.2,0.0,0.0,0.7,0.1,0.1,0.5,0.8
468,24,1998JJ00,450.0,0.0,0.0,452.0,0.8,0.3,0.0,0.0,0.1,0.0,0.0,0.6,0.6
469,24,1999JJ00,426.0,0.0,0.0,427.0,0.6,0.3,0.0,0.0,0.0,0.0,0.0,1.0,0.1
470,24,2000JJ00,441.0,0.0,0.0,443.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.8
471,24,2001JJ00,402.0,0.0,0.0,404.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.6
472,24,2002JJ00,371.0,0.0,0.0,372.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4
473,24,2003JJ00,377.0,0.0,0.0,378.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1
474,24,2004JJ00,406.0,0.0,0.0,408.0,0.6,0.4,0.0,0.0,0.0,0.1,0.1,2.3,0.3
475,24,2005JJ00,418.0,0.0,0.0,420.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,3.0,0.2
476,24,2006JJ00,412.0,0.0,0.0,414.0,0.5,0.3,0.0,0.0,0.0,0.1,0.1,2.4,0.3
477,24,2007JJ00,397.0,0.0,0.0,399.0,0.5,0.3,0.0,0.0,0.0,0.1,0.1,2.0,0.3
478,24,2008JJ00,370.0,0.0,0.0,373.0,0.5,0.5,0.0,0.0,0.0,0.1,0.1,2.5,0.3
479,24,2009JJ00,404.0,0.0,0.0,407.0,0.5,0.4,0.0,0.0,0.0,0.1,0.1,2.5,0.3
480,25,1990JJ00,273.0,0.0,0.0,275.0,1.9,0.6,0.0,0.1,0.0,0.7,0.7,2.8,8.1
481,25,1991JJ00,335.0,0.0,0.0,337.0,2.4,0.6,0.0,0.1,0.0,0.6,0.6,2.5,7.5
482,25,1992JJ00,321.0,0.0,0.0,322.0,2.6,0.6,0.0,0.1,0.0,0.4,0.4,2.3,6.9
483,25,1993JJ00,307.0,0.0,0.0,308.0,2.4,0.6,0.0,0.1,0.1,0.3,0.3,1.9,6.3
484,25,1994JJ00,309.0,0.0,0.0,310.0,1.7,0.6,0.0,0.1,0.1,0.2,0.2,1.8,5.7
485,25,1995JJ00,289.0,0.0,0.0,291.0,1.6,0.6,0.0,0.1,0.1,0.1,0.1,1.5,5.1
486,25,1996JJ00,254.0,0.0,0.0,255.0,0.8,0.0,0.0,0.0,0.1,0.0,0.0,1.5,3.5
487,25,1997JJ00,246.0,0.0,0.0,248.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,1.1,3.9
488,25,1998JJ00,238.0,0.0,0.0,239.0,0.5,0.3,0.0,0.0,0.0,0.0,0.0,0.4,3.7
