ID,EconomischeActiviteitEnOverigePosten,Perioden,Energieverbruik_1,GebruikVanLeidingwater_2,Afval_3,ZwareMetalen_4,VermestendeStoffen_5,BroeikasgassenKlimaatverandering_6,VerzurendeStoffenVerzuring_7,Ozonlaagaantasting_8,FijnStof_9,OpbrengstMilieubelastingenHeffingen_10,Milieukosten_11,MilieuInvesteringen_12,ArbeidsvolumeWerkzamePersonen_13,BrutoToegevoegdeWaardeBasisprijzen_14,ArbeidsvolumeWerkzamePersonen_15,OutputBasisprijzen_16,BrutoToegevoegdeWaardeBasisprijzen_17,OutputBasisprijzen_18,BrutoToegevoegdeWaardeBasisprijzen_19,BrutoInvesteringenInVasteActiva_20
155,317100,2013JJ00,26.0,,,,,982.0,0.0,0.0,0.3,40.0,,,,,17.0,5897.0,1547.0,5676.0,1519.0,
156,318600,2001JJ00,8.0,,,,,165.0,0.0,0.0,0.0,21.0,,,,,44.0,6249.0,2639.0,5862.0,2227.0,401.0
157,318600,2002JJ00,9.0,,320.0,,,153.0,0.0,0.0,0.0,16.0,,,,,42.0,5971.0,2524.0,5632.0,2148.0,370.0
158,318600,2003JJ00,8.0,1.1,313.0,,,155.0,0.0,0.0,0.0,16.0,,,,,40.0,5545.0,2296.0,5310.0,2012.0,299.0
159,318600,2004JJ00,8.0,0.9,276.0,,,163.0,0.0,0.0,0.0,20.0,,,,,39.0,5392.0,2267.0,5239.0,2003.0,309.0
160,318600,2005JJ00,9.0,0.9,274.0,0.0,0.0,153.0,0.0,0.0,0.0,31.0,,,,,37.0,5474.0,2378.0,5292.0,2093.0,332.0
161,318600,2006JJ00,9.0,0.9,308.0,,,126.0,0.0,0.0,0.0,35.0,,,,,36.0,5417.0,2293.0,5237.0,2053.0,309.0
162,318600,2007JJ00,8.0,0.9,302.0,,,122.0,0.0,0.0,0.0,29.0,,,,,36.0,5655.0,2362.0,5437.0,2155.0,337.0
163,318600,2008JJ00,8.0,1.0,289.0,,,136.0,0.0,0.0,0.0,34.0,,,,,35.0,5464.0,2319.0,5261.0,2153.0,395.0
164,318600,2009JJ00,6.0,1.0,277.0,,,93.0,0.0,0.0,0.0,28.0,,,,,32.0,5129.0,2224.0,5014.0,2085.0,268.0
165,318600,2010JJ00,6.0,1.0,250.0,0.0,0.0,87.0,0.0,0.0,0.0,26.0,12.0,2.0,,,28.0,4734.0,1958.0,4734.0,1958.0,207.0
166,318600,2011JJ00,6.0,0.9,,0.0,0.0,75.0,0.0,0.0,0.0,24.0,11.0,1.0,,,26.0,4688.0,1850.0,4700.0,1942.0,256.0
167,318600,2012JJ00,6.0,0.8,,0.0,0.0,80.0,0.0,0.0,0.0,22.0,,,,,25.0,4542.0,1779.0,4574.0,1873.0,209.0
168,318600,2013JJ00,6.0,,,,,72.0,0.0,0.0,0.0,24.0,,,,,23.0,4321.0,1614.0,4479.0,1831.0,
169,320000,2001JJ00,191.0,,,,,12671.0,1.3,0.0,2.9,27.0,,,,,5.0,13941.0,1357.0,25867.0,551.0,411.0
170,320000,2002JJ00,173.0,,477.0,,,11740.0,1.2,0.0,2.4,27.0,,,,,6.0,12277.0,1238.0,24377.0,621.0,371.0
171,320000,2003JJ00,183.0,10.2,509.0,,,12358.0,1.1,0.0,2.8,29.0,,,,,6.0,12502.0,1491.0,24550.0,644.0,380.0
172,320000,2004JJ00,188.0,16.9,556.0,,,12216.0,1.2,0.0,2.0,24.0,,,,,6.0,15219.0,1802.0,25459.0,657.0,381.0
173,320000,2005JJ00,183.0,16.4,572.0,1.0,101.0,12341.0,1.2,0.0,1.6,26.0,,,,,6.0,20568.0,2358.0,25421.0,639.0,418.0
174,320000,2006JJ00,187.0,17.1,460.0,,,11643.0,1.2,0.0,1.7,30.0,,,,,5.0,23273.0,1944.0,25476.0,604.0,498.0
175,320000,2007JJ00,196.0,18.1,459.0,,,11711.0,1.1,0.0,1.5,26.0,,,,,6.0,24407.0,2047.0,25847.0,637.0,430.0
176,320000,2008JJ00,171.0,15.5,484.0,,,11845.0,1.0,0.0,1.4,29.0,,,,,6.0,29486.0,2359.0,25908.0,621.0,602.0
177,320000,2009JJ00,175.0,13.2,481.0,,,10818.0,0.7,0.0,0.5,27.0,,,,,6.0,20320.0,1399.0,25579.0,634.0,520.0
178,320000,2010JJ00,177.0,13.9,480.0,0.0,55.0,10657.0,0.5,0.0,0.3,24.0,152.0,149.0,,,6.0,26352.0,670.0,26352.0,670.0,509.0
179,320000,2011JJ00,190.0,13.1,,0.0,54.0,10841.0,0.5,0.0,0.3,46.0,159.0,52.0,,,5.0,32869.0,982.0,25848.0,930.0,669.0
180,320000,2012JJ00,180.0,11.5,,0.0,56.0,10535.0,0.6,0.0,0.2,48.0,,,,,5.0,36145.0,1938.0,25776.0,914.0,858.0
181,320000,2013JJ00,171.0,,,,,10315.0,0.4,0.0,0.2,48.0,,,,,5.0,33658.0,1469.0,25661.0,909.0,
182,320705,2001JJ00,689.0,,,,,22028.0,0.5,25.9,1.2,102.0,,,,,67.0,33724.0,9944.0,41816.0,9218.0,2036.0
183,320705,2002JJ00,707.0,,1400.0,,,22294.0,0.5,10.6,1.6,100.0,,,,,68.0,34054.0,10623.0,43196.0,10042.0,2709.0
184,320705,2003JJ00,754.0,38.6,1365.0,,,22554.0,0.5,0.0,1.3,102.0,,,,,66.0,34411.0,10491.0,43328.0,10053.0,2871.0
185,320705,2004JJ00,783.0,42.9,1279.0,,,22850.0,0.6,0.0,1.4,116.0,,,,,63.0,37177.0,10673.0,44633.0,10392.0,2327.0
186,320705,2005JJ00,837.0,38.7,1350.0,3.0,595.0,22539.0,0.5,0.0,1.3,165.0,,,,,62.0,40397.0,10652.0,45049.0,10528.0,2340.0
187,320705,2006JJ00,778.0,35.1,1315.0,,,23181.0,0.5,0.0,1.3,170.0,,,,,62.0,43954.0,11283.0,46247.0,11194.0,2869.0
188,320705,2007JJ00,901.0,34.1,1368.0,,,22000.0,0.5,0.0,1.1,137.0,,,,,60.0,46495.0,12305.0,47728.0,12073.0,2734.0
189,320705,2008JJ00,839.0,31.9,1419.0,,,17691.0,0.5,0.0,0.9,173.0,,,,,59.0,46711.0,11950.0,44921.0,11139.0,3284.0
190,320705,2009JJ00,824.0,34.7,1055.0,,,16801.0,0.4,0.0,1.3,166.0,,,,,57.0,38211.0,9453.0,43110.0,10383.0,2962.0
191,320705,2010JJ00,914.0,34.8,1209.0,3.0,395.0,18908.0,0.4,0.0,1.4,150.0,360.0,173.0,,,57.0,45208.0,11051.0,45208.0,11051.0,2621.0
192,320705,2011JJ00,835.0,29.8,,1.0,354.0,17409.0,0.4,0.0,1.3,175.0,372.0,137.0,,,56.0,53438.0,11633.0,47666.0,10840.0,3239.0
193,320705,2012JJ00,875.0,33.2,,1.0,370.0,17472.0,0.4,0.0,1.4,176.0,,,,,54.0,57349.0,11274.0,50109.0,11264.0,3399.0
194,320705,2013JJ00,869.0,,,,,17400.0,0.3,0.0,1.4,166.0,,,,,54.0,54142.0,10750.0,48012.0,10928.0,
195,320700,2001JJ00,,,,,,21615.0,0.5,25.9,1.2,86.0,,,,,51.0,28524.0,7222.0,36580.0,6780.0,1381.0
196,320700,2002JJ00,,,1367.0,,,21943.0,0.5,10.6,1.6,86.0,,,,,51.0,28524.0,7798.0,37483.0,7421.0,2024.0
197,320700,2003JJ00,,25.9,1330.0,,,22234.0,0.5,0.0,1.1,88.0,,,,,49.0,28994.0,7877.0,37604.0,7481.0,2176.0
198,320700,2004JJ00,,28.8,1192.0,,,22541.0,0.6,0.0,1.4,100.0,,,,,47.0,31881.0,8245.0,39019.0,7890.0,1693.0
199,320700,2005JJ00,,23.0,1260.0,3.0,504.0,22226.0,0.5,0.0,1.3,143.0,,,,,45.0,35188.0,8438.0,39478.0,8058.0,1694.0
200,320700,2006JJ00,,24.6,1257.0,,,22863.0,0.5,0.0,1.3,147.0,,,,,45.0,38603.0,9077.0,40529.0,8592.0,2166.0
201,320700,2007JJ00,,23.9,1307.0,,,21709.0,0.5,0.0,1.1,119.0,,,,,44.0,40655.0,9847.0,41618.0,9157.0,2082.0
202,320700,2008JJ00,,22.5,1352.0,,,17430.0,0.5,0.0,0.9,147.0,,,,,44.0,41002.0,9297.0,39234.0,8459.0,2568.0
203,320700,2009JJ00,,25.8,985.0,,,16580.0,0.4,0.0,1.3,139.0,,,,,42.0,32569.0,6579.0,37427.0,7597.0,2139.0
204,320700,2010JJ00,,26.1,1120.0,2.0,346.0,18648.0,0.4,0.0,1.4,124.0,268.0,166.0,,,42.0,39467.0,8293.0,39467.0,8293.0,1832.0
205,320700,2011JJ00,,23.1,,1.0,310.0,17187.0,0.4,0.0,1.3,149.0,286.0,130.0,,,42.0,47941.0,8963.0,42299.0,8195.0,2493.0
206,320700,2012JJ00,,27.6,,1.0,288.0,17232.0,0.4,0.0,1.4,153.0,,,,,42.0,51829.0,8694.0,44646.0,8590.0,2688.0
207,320700,2013JJ00,,,,,,17226.0,0.3,0.0,1.4,150.0,,,,,42.0,48618.0,8218.0,42516.0,8212.0,
208,323200,2001JJ00,,,,,,414.0,0.0,0.0,0.0,16.0,,,,,16.0,5200.0,2722.0,5199.0,2374.0,655.0
209,323200,2002JJ00,,,32.0,,,351.0,0.0,0.0,0.0,14.0,,,,,17.0,5530.0,2825.0,5608.0,2553.0,685.0
210,323200,2003JJ00,,12.7,35.0,,,320.0,0.0,0.0,0.2,14.0,,,,,17.0,5417.0,2614.0,5620.0,2506.0,695.0
211,323200,2004JJ00,,14.2,87.0,,,309.0,0.0,0.0,0.0,15.0,,,,,17.0,5296.0,2428.0,5564.0,2433.0,634.0
212,323200,2005JJ00,,15.7,89.0,0.0,91.0,313.0,0.0,0.0,0.0,23.0,,,,,17.0,5209.0,2214.0,5534.0,2397.0,646.0
213,323200,2006JJ00,,10.5,59.0,,,317.0,0.0,0.0,0.0,23.0,,,,,16.0,5351.0,2206.0,5680.0,2522.0,703.0
214,323200,2007JJ00,,10.3,61.0,,,291.0,0.0,0.0,0.0,18.0,,,,,16.0,5840.0,2458.0,6073.0,2852.0,652.0
215,323200,2008JJ00,,9.4,67.0,,,261.0,0.0,0.0,0.0,27.0,,,,,16.0,5709.0,2653.0,5652.0,2618.0,716.0
216,323200,2009JJ00,,9.0,70.0,,,222.0,0.0,0.0,0.0,27.0,,,,,16.0,5642.0,2874.0,5656.0,2753.0,823.0
217,323200,2010JJ00,,8.7,89.0,0.0,49.0,260.0,0.0,0.0,0.0,26.0,92.0,7.0,,,15.0,5741.0,2758.0,5741.0,2758.0,789.0
218,323200,2011JJ00,,6.8,,0.0,44.0,222.0,0.0,0.0,0.0,26.0,86.0,7.0,,,14.0,5497.0,2670.0,5367.0,2645.0,746.0
219,323200,2012JJ00,,5.6,,0.0,82.0,241.0,0.0,0.0,0.0,23.0,,,,,12.0,5520.0,2580.0,5444.0,2668.0,711.0
220,323200,2013JJ00,,,,,,174.0,0.0,0.0,0.0,16.0,,,,,12.0,5524.0,2532.0,5516.0,2716.0,
221,323705,2001JJ00,45.0,,,,,2936.0,0.3,0.0,1.6,81.0,,,,,65.0,11353.0,4120.0,13098.0,4224.0,699.0
222,323705,2002JJ00,41.0,,1116.0,,,2612.0,0.3,0.0,2.2,60.0,,,,,63.0,11428.0,4180.0,13020.0,4195.0,674.0
223,323705,2003JJ00,40.0,9.2,1054.0,,,2523.0,0.2,0.0,1.2,63.0,,,,,61.0,11257.0,4066.0,12704.0,4051.0,597.0
224,323705,2004JJ00,41.0,7.9,960.0,,,2575.0,0.2,0.0,1.3,80.0,,,,,59.0,11356.0,4032.0,12917.0,4279.0,584.0
225,323705,2005JJ00,41.0,7.3,997.0,0.0,47.0,2535.0,0.2,0.0,1.3,129.0,,,,,58.0,11828.0,4027.0,13188.0,4402.0,606.0
226,323705,2006JJ00,41.0,7.6,1058.0,,,2527.0,0.3,0.0,1.3,147.0,,,,,58.0,12735.0,4315.0,13814.0,4729.0,651.0
227,323705,2007JJ00,42.0,7.8,1040.0,,,2604.0,0.2,0.0,1.3,126.0,,,,,58.0,13616.0,4714.0,14366.0,5021.0,770.0
228,323705,2008JJ00,42.0,8.6,1095.0,,,2573.0,0.3,0.0,1.3,153.0,,,,,58.0,13893.0,4650.0,14214.0,4940.0,751.0
229,323705,2009JJ00,37.0,8.1,917.0,,,2349.0,0.2,0.0,1.3,129.0,,,,,56.0,12303.0,4706.0,12423.0,4355.0,622.0
230,323705,2010JJ00,38.0,8.3,881.0,0.0,8.0,2367.0,0.2,0.0,1.3,124.0,,,,,53.0,12287.0,4229.0,12287.0,4229.0,555.0
231,323705,2011JJ00,35.0,7.7,,0.0,6.0,2185.0,0.2,0.0,1.2,126.0,,,,,52.0,13523.0,4432.0,13065.0,4458.0,683.0
232,323705,2012JJ00,35.0,7.0,,0.0,7.0,2790.0,0.2,0.0,1.2,112.0,,,,,52.0,13283.0,4336.0,12615.0,4263.0,590.0
233,323705,2013JJ00,33.0,,,,,2609.0,0.2,0.0,1.2,117.0,,,,,50.0,13079.0,4272.0,12417.0,4201.0,
234,323700,2001JJ00,8.0,,,,,241.0,0.0,0.0,0.1,39.0,,,,,33.0,5782.0,2207.0,6599.0,2077.0,397.0
235,323700,2002JJ00,8.0,,156.0,,,218.0,0.0,0.0,0.1,29.0,,,,,32.0,6013.0,2331.0,6840.0,2181.0,377.0
236,323700,2003JJ00,8.0,5.1,152.0,,,219.0,0.0,0.0,0.1,28.0,,,,,31.0,6062.0,2346.0,6797.0,2129.0,374.0
237,323700,2004JJ00,8.0,4.3,151.0,,,229.0,0.0,0.0,0.1,39.0,,,,,31.0,6127.0,2279.0,6874.0,2186.0,373.0
238,323700,2005JJ00,8.0,4.0,157.0,0.0,38.0,230.0,0.0,0.0,0.1,62.0,,,,,30.0,6529.0,2313.0,7066.0,2252.0,398.0
239,323700,2006JJ00,8.0,4.1,209.0,,,246.0,0.0,0.0,0.1,71.0,,,,,30.0,6887.0,2376.0,7266.0,2363.0,360.0
240,323700,2007JJ00,8.0,4.1,207.0,,,229.0,0.0,0.0,0.0,58.0,,,,,30.0,7269.0,2523.0,7552.0,2545.0,460.0
241,323700,2008JJ00,8.0,4.6,164.0,,,234.0,0.0,0.0,0.0,70.0,,,,,31.0,7265.0,2435.0,7378.0,2476.0,377.0
242,323700,2009JJ00,6.0,4.5,142.0,,,207.0,0.0,0.0,0.0,57.0,,,,,29.0,6475.0,2561.0,6582.0,2277.0,337.0
243,323700,2010JJ00,6.0,4.4,155.0,0.0,3.0,234.0,0.0,0.0,0.0,55.0,16.0,6.0,,,28.0,6859.0,2362.0,6859.0,2362.0,302.0
244,323700,2011JJ00,7.0,3.8,,0.0,2.0,215.0,0.0,0.0,0.0,51.0,16.0,4.0,,,28.0,7557.0,2449.0,7202.0,2456.0,424.0
245,323700,2012JJ00,8.0,3.5,,0.0,3.0,210.0,0.0,0.0,0.0,48.0,,,,,28.0,7547.0,2447.0,7088.0,2397.0,372.0
246,323700,2013JJ00,8.0,,,,,214.0,0.0,0.0,0.0,52.0,,,,,28.0,7620.0,2489.0,7135.0,2419.0,
247,324600,2001JJ00,37.0,,,,,2695.0,0.3,0.0,1.5,42.0,,,,,32.0,5571.0,1913.0,6491.0,2176.0,302.0
248,324600,2002JJ00,33.0,,960.0,,,2394.0,0.3,0.0,2.1,31.0,,,,,31.0,5415.0,1849.0,6166.0,2019.0,297.0
249,324600,2003JJ00,32.0,4.1,902.0,,,2304.0,0.2,0.0,1.1,36.0,,,,,29.0,5195.0,1720.0,5894.0,1923.0,223.0
250,324600,2004JJ00,33.0,3.6,810.0,,,2346.0,0.2,0.0,1.2,42.0,,,,,28.0,5229.0,1753.0,6030.0,2107.0,211.0
251,324600,2005JJ00,33.0,3.3,840.0,0.0,9.0,2305.0,0.2,0.0,1.2,66.0,,,,,27.0,5299.0,1714.0,6107.0,2165.0,208.0
252,324600,2006JJ00,33.0,3.5,849.0,,,2281.0,0.2,0.0,1.3,76.0,,,,,27.0,5848.0,1939.0,6540.0,2397.0,291.0
253,324600,2007JJ00,34.0,3.7,833.0,,,2375.0,0.2,0.0,1.3,68.0,,,,,27.0,6347.0,2191.0,6807.0,2502.0,310.0
254,324600,2008JJ00,34.0,4.1,931.0,,,2339.0,0.2,0.0,1.2,83.0,,,,,27.0,6628.0,2215.0,6832.0,2493.0,374.0
255,324600,2009JJ00,31.0,3.6,775.0,,,2142.0,0.2,0.0,1.2,72.0,,,,,26.0,5828.0,2145.0,5837.0,2093.0,285.0
256,324600,2010JJ00,32.0,3.9,725.0,0.0,6.0,2134.0,0.2,0.0,1.2,68.0,37.0,10.0,,,25.0,5428.0,1867.0,5428.0,1867.0,253.0
257,324600,2011JJ00,28.0,3.9,,0.0,3.0,1970.0,0.2,0.0,1.2,75.0,37.0,9.0,,,24.0,5966.0,1983.0,5863.0,2002.0,259.0
258,324600,2012JJ00,26.0,3.5,,0.0,4.0,2580.0,0.2,0.0,1.2,64.0,,,,,24.0,5736.0,1889.0,5523.0,1866.0,218.0
259,324600,2013JJ00,24.0,,,,,2396.0,0.2,0.0,1.2,65.0,,,,,22.0,5459.0,1783.0,5275.0,1781.0,
260,328105,2001JJ00,154.0,,,,,8401.0,0.4,0.0,3.2,80.0,,,,,121.0,18425.0,6748.0,23101.0,7052.0,915.0
261,328105,2002JJ00,155.0,,2854.0,,,9303.0,0.4,0.0,3.1,59.0,,,,,120.0,17598.0,6333.0,21960.0,6661.0,815.0
262,328105,2003JJ00,158.0,4.9,2894.0,,,8013.0,0.4,0.0,3.0,63.0,,,,,115.0,17681.0,6454.0,21648.0,6638.0,817.0
263,328105,2004JJ00,164.0,4.6,3199.0,,,7844.0,0.4,0.0,3.0,79.0,,,,,111.0,19626.0,7108.0,22669.0,7017.0,720.0
264,328105,2005JJ00,163.0,4.5,3284.0,1.0,98.0,7814.0,0.4,0.0,2.7,105.0,,,,,110.0,21047.0,7543.0,23062.0,7113.0,767.0
265,328105,2006JJ00,152.0,4.4,3023.0,,,7573.0,0.4,0.0,2.6,105.0,,,,,110.0,23121.0,7957.0,24070.0,7331.0,964.0
266,328105,2007JJ00,163.0,4.5,2933.0,,,7884.0,0.4,0.0,2.7,93.0,,,,,111.0,26313.0,8867.0,26315.0,8116.0,1277.0
267,328105,2008JJ00,159.0,5.7,3086.0,,,7839.0,0.4,0.0,2.5,115.0,,,,,113.0,27412.0,8794.0,26705.0,8298.0,1168.0
268,328105,2009JJ00,129.0,4.1,2185.0,,,6616.0,0.2,0.0,2.1,101.0,,,,,106.0,21986.0,7501.0,22496.0,6999.0,1174.0
269,328105,2010JJ00,146.0,4.8,2101.0,1.0,79.0,7449.0,0.3,0.0,2.3,97.0,103.0,22.0,,,103.0,24886.0,7854.0,24886.0,7854.0,799.0
270,328105,2011JJ00,155.0,4.1,,1.0,96.0,7507.0,0.4,0.0,2.2,102.0,,,,,103.0,27440.0,8146.0,26351.0,8177.0,827.0
271,328105,2012JJ00,142.0,3.5,,1.0,107.0,6956.0,0.3,0.0,1.8,94.0,,,,,101.0,26644.0,7817.0,25884.0,8006.0,891.0
272,328105,2013JJ00,137.0,,,,,6890.0,0.3,0.0,1.7,100.0,,,,,99.0,26235.0,7997.0,25815.0,8000.0,
273,328100,2001JJ00,138.0,,,,,7914.0,0.4,0.0,2.6,42.0,,,,,24.0,5410.0,1640.0,7097.0,1529.0,274.0
274,328100,2002JJ00,139.0,,2437.0,,,8805.0,0.4,0.0,2.5,22.0,,,,,23.0,5349.0,1706.0,7080.0,1606.0,213.0
275,328100,2003JJ00,144.0,1.7,2492.0,,,7557.0,0.4,0.0,2.5,26.0,,,,,22.0,5573.0,1883.0,7172.0,1657.0,276.0
276,328100,2004JJ00,149.0,1.7,2771.0,,,7397.0,0.4,0.0,2.5,28.0,,,,,22.0,6875.0,2456.0,7924.0,1880.0,187.0
277,328100,2005JJ00,148.0,1.7,2843.0,1.0,66.0,7368.0,0.4,0.0,2.1,38.0,,,,,22.0,7442.0,2685.0,7772.0,1865.0,216.0
278,328100,2006JJ00,138.0,1.7,2558.0,,,7153.0,0.4,0.0,2.1,34.0,,,,,21.0,8424.0,2884.0,8038.0,1913.0,303.0
279,328100,2007JJ00,149.0,2.0,2475.0,,,7461.0,0.4,0.0,2.2,26.0,,,,,21.0,9332.0,3051.0,8570.0,2038.0,463.0
280,328100,2008JJ00,144.0,3.2,2655.0,,,7437.0,0.4,0.0,2.0,37.0,,,,,22.0,9211.0,2602.0,8493.0,2053.0,289.0
281,328100,2009JJ00,114.0,1.6,1812.0,,,6189.0,0.2,0.0,1.7,27.0,,,,,21.0,6386.0,1829.0,6753.0,1629.0,529.0
282,328100,2010JJ00,131.0,2.1,1697.0,0.0,68.0,6993.0,0.3,0.0,1.8,24.0,66.0,18.0,,,20.0,8005.0,1888.0,8005.0,1888.0,188.0
283,328100,2011JJ00,142.0,2.1,,0.0,69.0,7111.0,0.3,0.0,1.8,31.0,,,,,20.0,8799.0,1774.0,8121.0,1692.0,202.0
284,328100,2012JJ00,130.0,1.5,,0.0,66.0,6505.0,0.3,0.0,1.4,28.0,,,,,20.0,8379.0,1472.0,8112.0,1697.0,251.0
285,328100,2013JJ00,125.0,,,,,6444.0,0.3,0.0,1.3,29.0,,,,,19.0,8232.0,1538.0,8271.0,1774.0,
286,330300,2001JJ00,16.0,,,,,487.0,0.0,0.0,0.6,37.0,,,,,97.0,13015.0,5108.0,15816.0,5486.0,641.0
287,330300,2002JJ00,16.0,,416.0,,,498.0,0.0,0.0,0.6,37.0,,,,,96.0,12249.0,4627.0,14726.0,4996.0,602.0
288,330300,2003JJ00,15.0,3.2,401.0,,,455.0,0.0,0.0,0.6,37.0,,,,,93.0,12108.0,4571.0,14342.0,4913.0,541.0
289,330300,2004JJ00,15.0,2.9,428.0,,,447.0,0.0,0.0,0.6,52.0,,,,,90.0,12751.0,4652.0,14637.0,5036.0,533.0
290,330300,2005JJ00,15.0,2.8,441.0,1.0,32.0,446.0,0.0,0.0,0.5,67.0,,,,,89.0,13605.0,4858.0,15179.0,5162.0,551.0
291,330300,2006JJ00,15.0,2.6,465.0,,,420.0,0.0,0.0,0.5,70.0,,,,,88.0,14697.0,5073.0,15921.0,5335.0,661.0
292,330300,2007JJ00,14.0,2.6,457.0,,,423.0,0.0,0.0,0.5,68.0,,,,,90.0,16981.0,5816.0,17654.0,6033.0,814.0
293,330300,2008JJ00,15.0,2.6,432.0,,,402.0,0.0,0.0,0.5,78.0,,,,,91.0,18201.0,6192.0,18147.0,6215.0,879.0
294,330300,2009JJ00,15.0,2.5,374.0,,,426.0,0.0,0.0,0.4,74.0,,,,,85.0,15600.0,5672.0,15720.0,5374.0,645.0
295,330300,2010JJ00,15.0,2.7,404.0,0.0,10.0,456.0,0.0,0.0,0.4,73.0,37.0,4.0,,,83.0,16881.0,5966.0,16881.0,5966.0,611.0
296,330300,2011JJ00,13.0,2.0,,0.0,27.0,396.0,0.0,0.0,0.4,71.0,36.0,4.0,,,83.0,18641.0,6372.0,18230.0,6485.0,625.0
297,330300,2012JJ00,13.0,2.0,,0.0,41.0,451.0,0.0,0.0,0.4,66.0,,,,,82.0,18265.0,6345.0,17764.0,6307.0,640.0
298,330300,2013JJ00,12.0,,,,,446.0,0.0,0.0,0.4,71.0,,,,,80.0,18003.0,6459.0,17536.0,6234.0,
299,332910,2001JJ00,18.0,,,,,507.0,0.0,0.0,0.1,19.0,,,,,,25903.0,8439.0,23036.0,4347.0,2075.0
300,332910,2002JJ00,17.0,,174.0,,,432.0,0.0,0.0,0.0,16.0,,,,,,24946.0,7089.0,22205.0,3811.0,1824.0
301,332910,2003JJ00,19.0,3.5,160.0,,,496.0,0.0,0.0,0.0,14.0,,,,,,25876.0,6981.0,23410.0,4045.0,1632.0
302,332910,2004JJ00,20.0,3.2,127.0,,,517.0,0.0,0.0,0.0,22.0,,,,,,27487.0,7102.0,25311.0,4532.0,1607.0
303,332910,2005JJ00,21.0,3.1,115.0,0.0,70.0,522.0,0.0,0.0,0.0,35.0,,,,,,28002.0,6899.0,26249.0,4808.0,1596.0
304,332910,2006JJ00,22.0,3.2,129.0,,,522.0,0.0,0.0,0.1,37.0,,,,,,28898.0,6686.0,27697.0,5287.0,1736.0
305,332910,2007JJ00,22.0,3.3,127.0,,,533.0,0.0,0.0,0.1,28.0,,,,,,28896.0,6771.0,28306.0,6005.0,1704.0
306,332910,2008JJ00,24.0,3.6,83.0,,,489.0,0.0,0.0,0.1,38.0,,,,,,30837.0,6828.0,30621.0,6805.0,1790.0
307,332910,2009JJ00,26.0,3.3,69.0,,,509.0,0.0,0.0,0.1,41.0,,,,,,28996.0,6186.0,28966.0,6232.0,1521.0
308,332910,2010JJ00,22.0,3.9,77.0,0.0,8.0,528.0,0.0,0.0,0.1,35.0,,,,,,29803.0,6454.0,29803.0,6454.0,1373.0
309,332910,2011JJ00,24.0,3.7,,0.0,4.0,434.0,0.0,0.0,0.1,36.0,,,,,,33390.0,6366.0,33673.0,7018.0,1454.0
310,332910,2012JJ00,20.0,3.5,,0.0,3.0,413.0,0.0,0.0,0.1,34.0,,,,,,34085.0,6225.0,34386.0,7117.0,1515.0
311,332910,2013JJ00,15.0,,,,,360.0,0.0,0.0,0.1,34.0,,,,,,33370.0,6031.0,33672.0,6953.0,
312,336500,2001JJ00,10.0,,,,,255.0,0.0,0.0,0.0,22.0,,,,,78.0,15718.0,5332.0,17992.0,6408.0,1222.0
313,336500,2002JJ00,10.0,,132.0,,,245.0,0.0,0.0,0.0,18.0,,,,,74.0,15493.0,5337.0,17613.0,6202.0,1076.0
314,336500,2003JJ00,9.0,2.5,126.0,,,236.0,0.0,0.0,0.0,21.0,,,,,72.0,15400.0,5667.0,17293.0,6379.0,987.0
315,336500,2004JJ00,9.0,2.4,121.0,,,215.0,0.0,0.0,0.0,34.0,,,,,71.0,16482.0,5866.0,18357.0,6769.0,1004.0
316,336500,2005JJ00,9.0,2.4,123.0,1.0,97.0,217.0,0.0,0.0,0.0,45.0,,,,,70.0,17021.0,5986.0,18573.0,6717.0,995.0
317,336500,2006JJ00,9.0,2.6,120.0,,,225.0,0.0,0.0,0.0,48.0,,,,,71.0,18755.0,6624.0,20177.0,7237.0,1161.0
318,336500,2007JJ00,8.0,2.8,120.0,,,216.0,0.0,0.0,0.0,37.0,,,,,72.0,20314.0,6928.0,21400.0,7436.0,1415.0
319,336500,2008JJ00,8.0,2.9,145.0,,,254.0,0.0,0.0,0.0,48.0,,,,,74.0,20512.0,7181.0,21014.0,7509.0,1309.0
320,336500,2009JJ00,9.0,2.5,128.0,,,245.0,0.0,0.0,0.0,47.0,,,,,74.0,17591.0,6279.0,17834.0,6377.0,1362.0
321,336500,2010JJ00,9.0,3.3,170.0,0.0,12.0,247.0,0.0,0.0,0.0,44.0,,,,,69.0,21027.0,7837.0,21027.0,7837.0,1426.0
322,336500,2011JJ00,8.0,3.3,,0.0,6.0,178.0,0.0,0.0,0.0,47.0,34.0,3.0,,,71.0,25231.0,8804.0,25006.0,8786.0,1729.0
323,336500,2012JJ00,7.0,3.0,,0.0,5.0,222.0,0.0,0.0,0.0,43.0,,,,,72.0,24468.0,8525.0,23978.0,8431.0,1545.0
324,336500,2013JJ00,7.0,,,,,230.0,0.0,0.0,0.0,45.0,,,,,73.0,24752.0,8784.0,24098.0,8514.0,
325,339205,2001JJ00,7.0,,,,,196.0,0.0,6.4,0.0,15.0,,,,,44.0,12263.0,3449.0,14293.0,4162.0,663.0
326,339205,2002JJ00,7.0,,226.0,,,190.0,0.0,7.0,0.0,17.0,,,,,43.0,12258.0,3551.0,14043.0,4240.0,466.0
327,339205,2003JJ00,7.0,3.3,216.0,,,186.0,0.0,0.0,0.0,19.0,,,,,42.0,12087.0,3636.0,13712.0,4239.0,543.0
