ID,Klimaatsectoren,EmissiesNaarLucht,Perioden,EmissieBroeikasgassen_1
1305,E007211  ,A044110  ,2000JJ00,0.0
1306,E007211  ,A044110  ,2001JJ00,0.0
1307,E007211  ,A044110  ,2002JJ00,0.0
1308,E007211  ,A044110  ,2003JJ00,0.0
1309,E007211  ,A044110  ,2004JJ00,0.0
1310,E007211  ,A044110  ,2005JJ00,0.0
1311,E007211  ,A044110  ,2006JJ00,0.0
1312,E007211  ,A044110  ,2007JJ00,0.0
1313,E007211  ,A044110  ,2008JJ00,0.0
1314,E007211  ,A044110  ,2009JJ00,0.0
1315,E007211  ,A044110  ,2010JJ00,0.0
1316,E007211  ,A044110  ,2011JJ00,0.0
1317,E007211  ,A044110  ,2012JJ00,0.0
1318,E007211  ,A044110  ,2013JJ00,0.0
1319,E007211  ,A044110  ,2014JJ00,0.0
1320,E007211  ,A044110  ,2015JJ00,0.0
1321,E007211  ,A044110  ,2016JJ00,0.0
1322,E007211  ,A044110  ,2017JJ00,0.0
1323,E007211  ,A044110  ,2018JJ00,0.0
1324,E007211  ,A044110  ,2019JJ00,0.0
1325,E007211  ,A044110  ,2020JJ00,0.0
1326,E007211  ,A044110  ,2021JJ00,0.0
1327,E007211  ,A044110  ,2022JJ00,0.0
1328,E007211  ,A044110  ,2023JJ00,0.0
1329,E007211  ,A044110  ,2024JJ00,0.0
1330,E007211  ,A044107  ,1990JJ00,0.0
1331,E007211  ,A044107  ,1991JJ00,0.0
1332,E007211  ,A044107  ,1992JJ00,0.0
1333,E007211  ,A044107  ,1993JJ00,0.0
1334,E007211  ,A044107  ,1994JJ00,0.0
1335,E007211  ,A044107  ,1995JJ00,0.0
1336,E007211  ,A044107  ,1996JJ00,0.0
1337,E007211  ,A044107  ,1997JJ00,0.0
1338,E007211  ,A044107  ,1998JJ00,0.0
1339,E007211  ,A044107  ,1999JJ00,0.0
1340,E007211  ,A044107  ,2000JJ00,0.0
1341,E007211  ,A044107  ,2001JJ00,0.0
1342,E007211  ,A044107  ,2002JJ00,0.0
1343,E007211  ,A044107  ,2003JJ00,0.0
1344,E007211  ,A044107  ,2004JJ00,0.0
1345,E007211  ,A044107  ,2005JJ00,0.0
1346,E007211  ,A044107  ,2006JJ00,0.0
1347,E007211  ,A044107  ,2007JJ00,0.0
1348,E007211  ,A044107  ,2008JJ00,0.0
1349,E007211  ,A044107  ,2009JJ00,0.0
1350,E007211  ,A044107  ,2010JJ00,0.0
1351,E007211  ,A044107  ,2011JJ00,0.0
1352,E007211  ,A044107  ,2012JJ00,0.0
1353,E007211  ,A044107  ,2013JJ00,0.0
1354,E007211  ,A044107  ,2014JJ00,0.0
1355,E007211  ,A044107  ,2015JJ00,0.0
1356,E007211  ,A044107  ,2016JJ00,0.0
1357,E007211  ,A044107  ,2017JJ00,0.0
1358,E007211  ,A044107  ,2018JJ00,0.0
1359,E007211  ,A044107  ,2019JJ00,0.0
1360,E007211  ,A044107  ,2020JJ00,0.0
1361,E007211  ,A044107  ,2021JJ00,0.0
1362,E007211  ,A044107  ,2022JJ00,0.0
1363,E007211  ,A044107  ,2023JJ00,0.0
1364,E007211  ,A044107  ,2024JJ00,0.0
1365,E007211  ,A052484  ,1990JJ00,0.0
1366,E007211  ,A052484  ,1991JJ00,0.0
1367,E007211  ,A052484  ,1992JJ00,0.0
1368,E007211  ,A052484  ,1993JJ00,0.0
1369,E007211  ,A052484  ,1994JJ00,0.0
1370,E007211  ,A052484  ,1995JJ00,0.0
1371,E007211  ,A052484  ,1996JJ00,0.0
1372,E007211  ,A052484  ,1997JJ00,0.0
1373,E007211  ,A052484  ,1998JJ00,0.0
1374,E007211  ,A052484  ,1999JJ00,0.0
1375,E007211  ,A052484  ,2000JJ00,0.0
1376,E007211  ,A052484  ,2001JJ00,0.0
1377,E007211  ,A052484  ,2002JJ00,0.0
1378,E007211  ,A052484  ,2003JJ00,0.0
1379,E007211  ,A052484  ,2004JJ00,0.0
1380,E007211  ,A052484  ,2005JJ00,0.0
1381,E007211  ,A052484  ,2006JJ00,0.0
1382,E007211  ,A052484  ,2007JJ00,0.0
1383,E007211  ,A052484  ,2008JJ00,0.0
1384,E007211  ,A052484  ,2009JJ00,0.0
1385,E007211  ,A052484  ,2010JJ00,0.0
1386,E007211  ,A052484  ,2011JJ00,0.0
1387,E007211  ,A052484  ,2012JJ00,0.0
1388,E007211  ,A052484  ,2013JJ00,0.0
1389,E007211  ,A052484  ,2014JJ00,0.0
1390,E007211  ,A052484  ,2015JJ00,0.0
1391,E007211  ,A052484  ,2016JJ00,0.0
1392,E007211  ,A052484  ,2017JJ00,0.0
1393,E007211  ,A052484  ,2018JJ00,0.0
1394,E007211  ,A052484  ,2019JJ00,0.0
1395,E007211  ,A052484  ,2020JJ00,0.0
1396,E007211  ,A052484  ,2021JJ00,0.0
1397,E007211  ,A052484  ,2022JJ00,0.0
1398,E007211  ,A052484  ,2023JJ00,0.0
1399,E007211  ,A052484  ,2024JJ00,0.0
1400,307610   ,T001372  ,1990JJ00,4.3
1401,307610   ,T001372  ,1991JJ00,4.2
1402,307610   ,T001372  ,1992JJ00,4.5
1403,307610   ,T001372  ,1993JJ00,4.7
1404,307610   ,T001372  ,1994JJ00,4.5
1405,307610   ,T001372  ,1995JJ00,4.3
1406,307610   ,T001372  ,1996JJ00,4.5
1407,307610   ,T001372  ,1997JJ00,4.4
1408,307610   ,T001372  ,1998JJ00,4.5
1409,307610   ,T001372  ,1999JJ00,4.7
1410,307610   ,T001372  ,2000JJ00,4.5
1411,307610   ,T001372  ,2001JJ00,4.3
1412,307610   ,T001372  ,2002JJ00,4.4
1413,307610   ,T001372  ,2003JJ00,4.3
1414,307610   ,T001372  ,2004JJ00,4.2
1415,307610   ,T001372  ,2005JJ00,4.1
1416,307610   ,T001372  ,2006JJ00,3.9
1417,307610   ,T001372  ,2007JJ00,4.0
1418,307610   ,T001372  ,2008JJ00,3.8
1419,307610   ,T001372  ,2009JJ00,3.4
1420,307610   ,T001372  ,2010JJ00,3.5
1421,307610   ,T001372  ,2011JJ00,3.8
1422,307610   ,T001372  ,2012JJ00,3.6
1423,307610   ,T001372  ,2013JJ00,3.5
1424,307610   ,T001372  ,2014JJ00,3.7
1425,307610   ,T001372  ,2015JJ00,3.5
1426,307610   ,T001372  ,2016JJ00,3.6
1427,307610   ,T001372  ,2017JJ00,3.7
1428,307610   ,T001372  ,2018JJ00,3.7
1429,307610   ,T001372  ,2019JJ00,3.8
1430,307610   ,T001372  ,2020JJ00,3.7
1431,307610   ,T001372  ,2021JJ00,3.8
1432,307610   ,T001372  ,2022JJ00,3.6
1433,307610   ,T001372  ,2023JJ00,3.4
1434,307610   ,T001372  ,2024JJ00,3.4
1435,307610   ,A044109  ,1990JJ00,4.2
1436,307610   ,A044109  ,1991JJ00,4.2
1437,307610   ,A044109  ,1992JJ00,4.5
1438,307610   ,A044109  ,1993JJ00,4.6
1439,307610   ,A044109  ,1994JJ00,4.5
1440,307610   ,A044109  ,1995JJ00,4.2
1441,307610   ,A044109  ,1996JJ00,4.5
1442,307610   ,A044109  ,1997JJ00,4.3
1443,307610   ,A044109  ,1998JJ00,4.4
1444,307610   ,A044109  ,1999JJ00,4.7
1445,307610   ,A044109  ,2000JJ00,4.5
1446,307610   ,A044109  ,2001JJ00,4.3
1447,307610   ,A044109  ,2002JJ00,4.4
1448,307610   ,A044109  ,2003JJ00,4.2
1449,307610   ,A044109  ,2004JJ00,4.2
1450,307610   ,A044109  ,2005JJ00,4.1
1451,307610   ,A044109  ,2006JJ00,3.9
1452,307610   ,A044109  ,2007JJ00,4.0
1453,307610   ,A044109  ,2008JJ00,3.8
1454,307610   ,A044109  ,2009JJ00,3.4
1455,307610   ,A044109  ,2010JJ00,3.5
1456,307610   ,A044109  ,2011JJ00,3.7
1457,307610   ,A044109  ,2012JJ00,3.6
1458,307610   ,A044109  ,2013JJ00,3.4
1459,307610   ,A044109  ,2014JJ00,3.7
1460,307610   ,A044109  ,2015JJ00,3.5
1461,307610   ,A044109  ,2016JJ00,3.6
1462,307610   ,A044109  ,2017JJ00,3.7
1463,307610   ,A044109  ,2018JJ00,3.7
1464,307610   ,A044109  ,2019JJ00,3.7
1465,307610   ,A044109  ,2020JJ00,3.7
1466,307610   ,A044109  ,2021JJ00,3.7
1467,307610   ,A044109  ,2022JJ00,3.5
1468,307610   ,A044109  ,2023JJ00,3.4
1469,307610   ,A044109  ,2024JJ00,3.3
1470,307610   ,A044110  ,1990JJ00,0.0
1471,307610   ,A044110  ,1991JJ00,0.0
1472,307610   ,A044110  ,1992JJ00,0.0
1473,307610   ,A044110  ,1993JJ00,0.0
1474,307610   ,A044110  ,1994JJ00,0.0
1475,307610   ,A044110  ,1995JJ00,0.0
1476,307610   ,A044110  ,1996JJ00,0.0
1477,307610   ,A044110  ,1997JJ00,0.0
1478,307610   ,A044110  ,1998JJ00,0.0
1479,307610   ,A044110  ,1999JJ00,0.0
1480,307610   ,A044110  ,2000JJ00,0.0
1481,307610   ,A044110  ,2001JJ00,0.0
1482,307610   ,A044110  ,2002JJ00,0.0
1483,307610   ,A044110  ,2003JJ00,0.0
1484,307610   ,A044110  ,2004JJ00,0.0
1485,307610   ,A044110  ,2005JJ00,0.0
1486,307610   ,A044110  ,2006JJ00,0.0
1487,307610   ,A044110  ,2007JJ00,0.0
1488,307610   ,A044110  ,2008JJ00,0.0
1489,307610   ,A044110  ,2009JJ00,0.0
1490,307610   ,A044110  ,2010JJ00,0.0
1491,307610   ,A044110  ,2011JJ00,0.0
1492,307610   ,A044110  ,2012JJ00,0.0
1493,307610   ,A044110  ,2013JJ00,0.0
1494,307610   ,A044110  ,2014JJ00,0.0
1495,307610   ,A044110  ,2015JJ00,0.0
1496,307610   ,A044110  ,2016JJ00,0.0
1497,307610   ,A044110  ,2017JJ00,0.0
1498,307610   ,A044110  ,2018JJ00,0.0
1499,307610   ,A044110  ,2019JJ00,0.0
1500,307610   ,A044110  ,2020JJ00,0.0
1501,307610   ,A044110  ,2021JJ00,0.0
1502,307610   ,A044110  ,2022JJ00,0.0
1503,307610   ,A044110  ,2023JJ00,0.0
1504,307610   ,A044110  ,2024JJ00,0.0
1505,307610   ,A044107  ,1990JJ00,0.0
1506,307610   ,A044107  ,1991JJ00,0.0
1507,307610   ,A044107  ,1992JJ00,0.0
1508,307610   ,A044107  ,1993JJ00,0.0
1509,307610   ,A044107  ,1994JJ00,0.0
1510,307610   ,A044107  ,1995JJ00,0.0
1511,307610   ,A044107  ,1996JJ00,0.0
1512,307610   ,A044107  ,1997JJ00,0.0
1513,307610   ,A044107  ,1998JJ00,0.0
1514,307610   ,A044107  ,1999JJ00,0.0
1515,307610   ,A044107  ,2000JJ00,0.0
1516,307610   ,A044107  ,2001JJ00,0.0
1517,307610   ,A044107  ,2002JJ00,0.0
1518,307610   ,A044107  ,2003JJ00,0.0
1519,307610   ,A044107  ,2004JJ00,0.0
1520,307610   ,A044107  ,2005JJ00,0.0
1521,307610   ,A044107  ,2006JJ00,0.0
1522,307610   ,A044107  ,2007JJ00,0.0
1523,307610   ,A044107  ,2008JJ00,0.0
1524,307610   ,A044107  ,2009JJ00,0.0
1525,307610   ,A044107  ,2010JJ00,0.0
1526,307610   ,A044107  ,2011JJ00,0.0
1527,307610   ,A044107  ,2012JJ00,0.0
1528,307610   ,A044107  ,2013JJ00,0.0
1529,307610   ,A044107  ,2014JJ00,0.0
1530,307610   ,A044107  ,2015JJ00,0.0
1531,307610   ,A044107  ,2016JJ00,0.0
1532,307610   ,A044107  ,2017JJ00,0.0
1533,307610   ,A044107  ,2018JJ00,0.0
1534,307610   ,A044107  ,2019JJ00,0.0
1535,307610   ,A044107  ,2020JJ00,0.0
1536,307610   ,A044107  ,2021JJ00,0.0
1537,307610   ,A044107  ,2022JJ00,0.0
1538,307610   ,A044107  ,2023JJ00,0.0
1539,307610   ,A044107  ,2024JJ00,0.0
1540,307610   ,A052484  ,1990JJ00,0.0
1541,307610   ,A052484  ,1991JJ00,0.0
1542,307610   ,A052484  ,1992JJ00,0.0
1543,307610   ,A052484  ,1993JJ00,0.0
1544,307610   ,A052484  ,1994JJ00,0.0
1545,307610   ,A052484  ,1995JJ00,0.0
1546,307610   ,A052484  ,1996JJ00,0.0
1547,307610   ,A052484  ,1997JJ00,0.0
1548,307610   ,A052484  ,1998JJ00,0.0
1549,307610   ,A052484  ,1999JJ00,0.0
1550,307610   ,A052484  ,2000JJ00,0.0
1551,307610   ,A052484  ,2001JJ00,0.0
1552,307610   ,A052484  ,2002JJ00,0.0
1553,307610   ,A052484  ,2003JJ00,0.0
1554,307610   ,A052484  ,2004JJ00,0.0
1555,307610   ,A052484  ,2005JJ00,0.0
1556,307610   ,A052484  ,2006JJ00,0.0
1557,307610   ,A052484  ,2007JJ00,0.0
1558,307610   ,A052484  ,2008JJ00,0.0
1559,307610   ,A052484  ,2009JJ00,0.0
1560,307610   ,A052484  ,2010JJ00,0.0
1561,307610   ,A052484  ,2011JJ00,0.0
1562,307610   ,A052484  ,2012JJ00,0.0
1563,307610   ,A052484  ,2013JJ00,0.0
1564,307610   ,A052484  ,2014JJ00,0.0
1565,307610   ,A052484  ,2015JJ00,0.0
1566,307610   ,A052484  ,2016JJ00,0.0
1567,307610   ,A052484  ,2017JJ00,0.0
1568,307610   ,A052484  ,2018JJ00,0.0
1569,307610   ,A052484  ,2019JJ00,0.0
1570,307610   ,A052484  ,2020JJ00,0.0
1571,307610   ,A052484  ,2021JJ00,0.0
1572,307610   ,A052484  ,2022JJ00,0.0
1573,307610   ,A052484  ,2023JJ00,0.0
1574,307610   ,A052484  ,2024JJ00,0.0
1575,312505   ,T001372  ,1990JJ00,0.3
1576,312505   ,T001372  ,1991JJ00,0.3
1577,312505   ,T001372  ,1992JJ00,0.3
1578,312505   ,T001372  ,1993JJ00,0.4
1579,312505   ,T001372  ,1994JJ00,0.4
1580,312505   ,T001372  ,1995JJ00,0.4
1581,312505   ,T001372  ,1996JJ00,0.4
1582,312505   ,T001372  ,1997JJ00,0.4
1583,312505   ,T001372  ,1998JJ00,0.4
1584,312505   ,T001372  ,1999JJ00,0.3
1585,312505   ,T001372  ,2000JJ00,0.4
1586,312505   ,T001372  ,2001JJ00,0.3
1587,312505   ,T001372  ,2002JJ00,0.3
1588,312505   ,T001372  ,2003JJ00,0.3
1589,312505   ,T001372  ,2004JJ00,0.2
1590,312505   ,T001372  ,2005JJ00,0.2
1591,312505   ,T001372  ,2006JJ00,0.2
1592,312505   ,T001372  ,2007JJ00,0.2
1593,312505   ,T001372  ,2008JJ00,0.2
1594,312505   ,T001372  ,2009JJ00,0.2
1595,312505   ,T001372  ,2010JJ00,0.2
1596,312505   ,T001372  ,2011JJ00,0.2
1597,312505   ,T001372  ,2012JJ00,0.2
1598,312505   ,T001372  ,2013JJ00,0.2
1599,312505   ,T001372  ,2014JJ00,0.1
1600,312505   ,T001372  ,2015JJ00,0.2
1601,312505   ,T001372  ,2016JJ00,0.2
1602,312505   ,T001372  ,2017JJ00,0.1
1603,312505   ,T001372  ,2018JJ00,0.1
1604,312505   ,T001372  ,2019JJ00,0.2
1605,312505   ,T001372  ,2020JJ00,0.1
1606,312505   ,T001372  ,2021JJ00,0.1
1607,312505   ,T001372  ,2022JJ00,0.1
1608,312505   ,T001372  ,2023JJ00,0.1
1609,312505   ,T001372  ,2024JJ00,0.1
1610,312505   ,A044109  ,1990JJ00,0.3
1611,312505   ,A044109  ,1991JJ00,0.3
1612,312505   ,A044109  ,1992JJ00,0.3
1613,312505   ,A044109  ,1993JJ00,0.4
1614,312505   ,A044109  ,1994JJ00,0.4
1615,312505   ,A044109  ,1995JJ00,0.4
1616,312505   ,A044109  ,1996JJ00,0.4
1617,312505   ,A044109  ,1997JJ00,0.4
1618,312505   ,A044109  ,1998JJ00,0.4
1619,312505   ,A044109  ,1999JJ00,0.3
1620,312505   ,A044109  ,2000JJ00,0.4
1621,312505   ,A044109  ,2001JJ00,0.3
1622,312505   ,A044109  ,2002JJ00,0.3
1623,312505   ,A044109  ,2003JJ00,0.3
1624,312505   ,A044109  ,2004JJ00,0.2
1625,312505   ,A044109  ,2005JJ00,0.2
1626,312505   ,A044109  ,2006JJ00,0.2
1627,312505   ,A044109  ,2007JJ00,0.2
1628,312505   ,A044109  ,2008JJ00,0.2
1629,312505   ,A044109  ,2009JJ00,0.2
1630,312505   ,A044109  ,2010JJ00,0.2
1631,312505   ,A044109  ,2011JJ00,0.2
1632,312505   ,A044109  ,2012JJ00,0.2
1633,312505   ,A044109  ,2013JJ00,0.2
1634,312505   ,A044109  ,2014JJ00,0.1
1635,312505   ,A044109  ,2015JJ00,0.2
1636,312505   ,A044109  ,2016JJ00,0.2
1637,312505   ,A044109  ,2017JJ00,0.1
1638,312505   ,A044109  ,2018JJ00,0.1
1639,312505   ,A044109  ,2019JJ00,0.2
1640,312505   ,A044109  ,2020JJ00,0.1
1641,312505   ,A044109  ,2021JJ00,0.1
1642,312505   ,A044109  ,2022JJ00,0.1
1643,312505   ,A044109  ,2023JJ00,0.1
1644,312505   ,A044109  ,2024JJ00,0.1
1645,312505   ,A044110  ,1990JJ00,0.0
1646,312505   ,A044110  ,1991JJ00,0.0
1647,312505   ,A044110  ,1992JJ00,0.0
1648,312505   ,A044110  ,1993JJ00,0.0
1649,312505   ,A044110  ,1994JJ00,0.0
1650,312505   ,A044110  ,1995JJ00,0.0
1651,312505   ,A044110  ,1996JJ00,0.0
1652,312505   ,A044110  ,1997JJ00,0.0
1653,312505   ,A044110  ,1998JJ00,0.0
1654,312505   ,A044110  ,1999JJ00,0.0
1655,312505   ,A044110  ,2000JJ00,0.0
1656,312505   ,A044110  ,2001JJ00,0.0
1657,312505   ,A044110  ,2002JJ00,0.0
1658,312505   ,A044110  ,2003JJ00,0.0
1659,312505   ,A044110  ,2004JJ00,0.0
1660,312505   ,A044110  ,2005JJ00,0.0
1661,312505   ,A044110  ,2006JJ00,0.0
1662,312505   ,A044110  ,2007JJ00,0.0
1663,312505   ,A044110  ,2008JJ00,0.0
1664,312505   ,A044110  ,2009JJ00,0.0
1665,312505   ,A044110  ,2010JJ00,0.0
1666,312505   ,A044110  ,2011JJ00,0.0
1667,312505   ,A044110  ,2012JJ00,0.0
1668,312505   ,A044110  ,2013JJ00,0.0
1669,312505   ,A044110  ,2014JJ00,0.0
1670,312505   ,A044110  ,2015JJ00,0.0
1671,312505   ,A044110  ,2016JJ00,0.0
1672,312505   ,A044110  ,2017JJ00,0.0
1673,312505   ,A044110  ,2018JJ00,0.0
1674,312505   ,A044110  ,2019JJ00,0.0
1675,312505   ,A044110  ,2020JJ00,0.0
1676,312505   ,A044110  ,2021JJ00,0.0
1677,312505   ,A044110  ,2022JJ00,0.0
1678,312505   ,A044110  ,2023JJ00,0.0
1679,312505   ,A044110  ,2024JJ00,0.0
1680,312505   ,A044107  ,1990JJ00,0.0
1681,312505   ,A044107  ,1991JJ00,0.0
1682,312505   ,A044107  ,1992JJ00,0.0
1683,312505   ,A044107  ,1993JJ00,0.0
1684,312505   ,A044107  ,1994JJ00,0.0
1685,312505   ,A044107  ,1995JJ00,0.0
1686,312505   ,A044107  ,1996JJ00,0.0
1687,312505   ,A044107  ,1997JJ00,0.0
1688,312505   ,A044107  ,1998JJ00,0.0
1689,312505   ,A044107  ,1999JJ00,0.0
1690,312505   ,A044107  ,2000JJ00,0.0
1691,312505   ,A044107  ,2001JJ00,0.0
1692,312505   ,A044107  ,2002JJ00,0.0
1693,312505   ,A044107  ,2003JJ00,0.0
1694,312505   ,A044107  ,2004JJ00,0.0
1695,312505   ,A044107  ,2005JJ00,0.0
1696,312505   ,A044107  ,2006JJ00,0.0
1697,312505   ,A044107  ,2007JJ00,0.0
1698,312505   ,A044107  ,2008JJ00,0.0
1699,312505   ,A044107  ,2009JJ00,0.0
1700,312505   ,A044107  ,2010JJ00,0.0
1701,312505   ,A044107  ,2011JJ00,0.0
1702,312505   ,A044107  ,2012JJ00,0.0
1703,312505   ,A044107  ,2013JJ00,0.0
1704,312505   ,A044107  ,2014JJ00,0.0
1705,312505   ,A044107  ,2015JJ00,0.0
1706,312505   ,A044107  ,2016JJ00,0.0
1707,312505   ,A044107  ,2017JJ00,0.0
1708,312505   ,A044107  ,2018JJ00,0.0
1709,312505   ,A044107  ,2019JJ00,0.0
1710,312505   ,A044107  ,2020JJ00,0.0
1711,312505   ,A044107  ,2021JJ00,0.0
1712,312505   ,A044107  ,2022JJ00,0.0
1713,312505   ,A044107  ,2023JJ00,0.0
1714,312505   ,A044107  ,2024JJ00,0.0
1715,312505   ,A052484  ,1990JJ00,0.0
1716,312505   ,A052484  ,1991JJ00,0.0
1717,312505   ,A052484  ,1992JJ00,0.0
1718,312505   ,A052484  ,1993JJ00,0.0
1719,312505   ,A052484  ,1994JJ00,0.0
1720,312505   ,A052484  ,1995JJ00,0.0
1721,312505   ,A052484  ,1996JJ00,0.0
1722,312505   ,A052484  ,1997JJ00,0.0
1723,312505   ,A052484  ,1998JJ00,0.0
1724,312505   ,A052484  ,1999JJ00,0.0
1725,312505   ,A052484  ,2000JJ00,0.0
1726,312505   ,A052484  ,2001JJ00,0.0
1727,312505   ,A052484  ,2002JJ00,0.0
1728,312505   ,A052484  ,2003JJ00,0.0
1729,312505   ,A052484  ,2004JJ00,0.0
1730,312505   ,A052484  ,2005JJ00,0.0
1731,312505   ,A052484  ,2006JJ00,0.0
1732,312505   ,A052484  ,2007JJ00,0.0
1733,312505   ,A052484  ,2008JJ00,0.0
1734,312505   ,A052484  ,2009JJ00,0.0
1735,312505   ,A052484  ,2010JJ00,0.0
1736,312505   ,A052484  ,2011JJ00,0.0
1737,312505   ,A052484  ,2012JJ00,0.0
1738,312505   ,A052484  ,2013JJ00,0.0
1739,312505   ,A052484  ,2014JJ00,0.0
1740,312505   ,A052484  ,2015JJ00,0.0
1741,312505   ,A052484  ,2016JJ00,0.0
1742,312505   ,A052484  ,2017JJ00,0.0
1743,312505   ,A052484  ,2018JJ00,0.0
1744,312505   ,A052484  ,2019JJ00,0.0
1745,312505   ,A052484  ,2020JJ00,0.0
1746,312505   ,A052484  ,2021JJ00,0.0
1747,312505   ,A052484  ,2022JJ00,0.0
1748,312505   ,A052484  ,2023JJ00,0.0
1749,312505   ,A052484  ,2024JJ00,0.0
1750,315800   ,T001372  ,1990JJ00,0.1
1751,315800   ,T001372  ,1991JJ00,0.1
1752,315800   ,T001372  ,1992JJ00,0.1
1753,315800   ,T001372  ,1993JJ00,0.1
1754,315800   ,T001372  ,1994JJ00,0.1
1755,315800   ,T001372  ,1995JJ00,0.0
1756,315800   ,T001372  ,1996JJ00,0.0
1757,315800   ,T001372  ,1997JJ00,0.0
1758,315800   ,T001372  ,1998JJ00,0.0
1759,315800   ,T001372  ,1999JJ00,0.0
1760,315800   ,T001372  ,2000JJ00,0.1
1761,315800   ,T001372  ,2001JJ00,0.0
1762,315800   ,T001372  ,2002JJ00,0.0
1763,315800   ,T001372  ,2003JJ00,0.0
1764,315800   ,T001372  ,2004JJ00,0.0
1765,315800   ,T001372  ,2005JJ00,0.0
1766,315800   ,T001372  ,2006JJ00,0.0
1767,315800   ,T001372  ,2007JJ00,0.0
1768,315800   ,T001372  ,2008JJ00,0.0
1769,315800   ,T001372  ,2009JJ00,0.1
1770,315800   ,T001372  ,2010JJ00,0.0
1771,315800   ,T001372  ,2011JJ00,0.1
1772,315800   ,T001372  ,2012JJ00,0.1
1773,315800   ,T001372  ,2013JJ00,0.0
1774,315800   ,T001372  ,2014JJ00,0.1
1775,315800   ,T001372  ,2015JJ00,0.1
1776,315800   ,T001372  ,2016JJ00,0.1
1777,315800   ,T001372  ,2017JJ00,0.1
1778,315800   ,T001372  ,2018JJ00,0.1
1779,315800   ,T001372  ,2019JJ00,0.1
1780,315800   ,T001372  ,2020JJ00,0.0
1781,315800   ,T001372  ,2021JJ00,0.1
1782,315800   ,T001372  ,2022JJ00,0.0
1783,315800   ,T001372  ,2023JJ00,0.0
1784,315800   ,T001372  ,2024JJ00,0.0
1785,315800   ,A044109  ,1990JJ00,0.1
1786,315800   ,A044109  ,1991JJ00,0.1
1787,315800   ,A044109  ,1992JJ00,0.1
1788,315800   ,A044109  ,1993JJ00,0.1
1789,315800   ,A044109  ,1994JJ00,0.1
1790,315800   ,A044109  ,1995JJ00,0.0
1791,315800   ,A044109  ,1996JJ00,0.0
1792,315800   ,A044109  ,1997JJ00,0.0
1793,315800   ,A044109  ,1998JJ00,0.0
1794,315800   ,A044109  ,1999JJ00,0.0
1795,315800   ,A044109  ,2000JJ00,0.1
1796,315800   ,A044109  ,2001JJ00,0.0
1797,315800   ,A044109  ,2002JJ00,0.0
1798,315800   ,A044109  ,2003JJ00,0.0
1799,315800   ,A044109  ,2004JJ00,0.0
1800,315800   ,A044109  ,2005JJ00,0.0
1801,315800   ,A044109  ,2006JJ00,0.0
1802,315800   ,A044109  ,2007JJ00,0.0
1803,315800   ,A044109  ,2008JJ00,0.0
1804,315800   ,A044109  ,2009JJ00,0.1
1805,315800   ,A044109  ,2010JJ00,0.0
1806,315800   ,A044109  ,2011JJ00,0.1
1807,315800   ,A044109  ,2012JJ00,0.1
1808,315800   ,A044109  ,2013JJ00,0.0
1809,315800   ,A044109  ,2014JJ00,0.1
1810,315800   ,A044109  ,2015JJ00,0.1
1811,315800   ,A044109  ,2016JJ00,0.1
1812,315800   ,A044109  ,2017JJ00,0.1
1813,315800   ,A044109  ,2018JJ00,0.1
1814,315800   ,A044109  ,2019JJ00,0.1
1815,315800   ,A044109  ,2020JJ00,0.0
1816,315800   ,A044109  ,2021JJ00,0.1
1817,315800   ,A044109  ,2022JJ00,0.0
1818,315800   ,A044109  ,2023JJ00,0.0
1819,315800   ,A044109  ,2024JJ00,0.0
1820,315800   ,A044110  ,1990JJ00,0.0
1821,315800   ,A044110  ,1991JJ00,0.0
1822,315800   ,A044110  ,1992JJ00,0.0
1823,315800   ,A044110  ,1993JJ00,0.0
1824,315800   ,A044110  ,1994JJ00,0.0
1825,315800   ,A044110  ,1995JJ00,0.0
1826,315800   ,A044110  ,1996JJ00,0.0
1827,315800   ,A044110  ,1997JJ00,0.0
1828,315800   ,A044110  ,1998JJ00,0.0
1829,315800   ,A044110  ,1999JJ00,0.0
1830,315800   ,A044110  ,2000JJ00,0.0
1831,315800   ,A044110  ,2001JJ00,0.0
1832,315800   ,A044110  ,2002JJ00,0.0
1833,315800   ,A044110  ,2003JJ00,0.0
1834,315800   ,A044110  ,2004JJ00,0.0
1835,315800   ,A044110  ,2005JJ00,0.0
1836,315800   ,A044110  ,2006JJ00,0.0
1837,315800   ,A044110  ,2007JJ00,0.0
1838,315800   ,A044110  ,2008JJ00,0.0
1839,315800   ,A044110  ,2009JJ00,0.0
1840,315800   ,A044110  ,2010JJ00,0.0
1841,315800   ,A044110  ,2011JJ00,0.0
1842,315800   ,A044110  ,2012JJ00,0.0
1843,315800   ,A044110  ,2013JJ00,0.0
1844,315800   ,A044110  ,2014JJ00,0.0
1845,315800   ,A044110  ,2015JJ00,0.0
1846,315800   ,A044110  ,2016JJ00,0.0
1847,315800   ,A044110  ,2017JJ00,0.0
1848,315800   ,A044110  ,2018JJ00,0.0
1849,315800   ,A044110  ,2019JJ00,0.0
1850,315800   ,A044110  ,2020JJ00,0.0
1851,315800   ,A044110  ,2021JJ00,0.0
1852,315800   ,A044110  ,2022JJ00,0.0
1853,315800   ,A044110  ,2023JJ00,0.0
1854,315800   ,A044110  ,2024JJ00,0.0
1855,315800   ,A044107  ,1990JJ00,0.0
1856,315800   ,A044107  ,1991JJ00,0.0
1857,315800   ,A044107  ,1992JJ00,0.0
1858,315800   ,A044107  ,1993JJ00,0.0
