ID,SectorBranchesSIC2008,Periods,OutputBasicPrices_1,IntermediateConsumption_2,GrossValueAddedBasicPrices_3,OutputBasicPrices_4,IntermediateConsumption_5,GrossValueAddedBasicPrices_6,OutputBasicPrices_7,IntermediateConsumption_8,GrossValueAddedBasicPrices_9,OutputBasicPrices_10,IntermediateConsumption_11,GrossValueAddedBasicPrices_12,Total_13,WagesAndSalaries_14,EmployersSocialContributions_15,Gross_16,ConsumptionOfFixedCapital_17,Net_18,TaxesLessSubsidies_19,OtherTaxesOnProduction_20,OtherSubsidiesOnProduction_21,GrossValueAddedBasicPrices_22
12,T001081,2007JJ00,1143316.0,590811.0,552505.0,1248795.0,659210.0,590337.0,4.0,4.1,3.9,91.6,89.6,93.6,290422.0,232353.0,58069.0,264177.0,97227.0,166950.0,-2094.0,5623.0,7717.0,552505.0
13,T001081,2008JJ00,1203927.0,625540.0,578387.0,1274557.0,670179.0,605034.0,2.1,1.7,2.5,94.5,93.3,95.6,307606.0,243231.0,64375.0,273060.0,102612.0,170448.0,-2279.0,6101.0,8380.0,578387.0
14,T001081,2009JJ00,1156238.0,595053.0,561185.0,1229362.0,644910.0,585049.0,-3.5,-3.8,-3.3,94.1,92.3,95.9,312196.0,246623.0,65573.0,252247.0,106530.0,145717.0,-3258.0,6479.0,9737.0,561185.0
15,T001081,2010JJ00,1195401.0,621121.0,574280.0,1238414.0,644952.0,593884.0,0.7,0.0,1.5,96.5,96.3,96.7,311717.0,247590.0,64127.0,265860.0,109791.0,156069.0,-3297.0,6712.0,10009.0,574280.0
16,T001081,2011JJ00,1259736.0,673783.0,585953.0,1273641.0,669101.0,604997.0,2.8,3.7,1.9,98.9,100.7,96.9,319557.0,252880.0,66677.0,268768.0,110021.0,158747.0,-2372.0,7118.0,9490.0,585953.0
17,T001081,2012JJ00,1279698.0,689382.0,590316.0,1267133.0,667331.0,600192.0,-0.5,-0.3,-0.8,101.0,103.3,98.4,323867.0,254388.0,69479.0,267645.0,111232.0,156413.0,-1196.0,7529.0,8725.0,590316.0
18,T001081,2013JJ00,1283977.0,688268.0,595709.0,1268994.0,667645.0,601773.0,0.1,0.0,0.3,101.2,103.1,99.0,324676.0,255269.0,69407.0,270931.0,113167.0,157764.0,102.0,8280.0,8178.0,595709.0
19,T001081,2014JJ00,1303026.0,698212.0,604814.0,1294226.0,684097.0,610430.0,2.0,2.5,1.4,100.7,102.1,99.1,328166.0,254918.0,73248.0,273776.0,114366.0,159410.0,2872.0,10619.0,7747.0,604814.0
20,T001081,2015JJ00,1338856.0,718021.0,620835.0,1338856.0,718021.0,620835.0,3.4,5.0,1.7,100.0,100.0,100.0,330267.0,260690.0,69577.0,288951.0,115742.0,173209.0,1617.0,9534.0,7917.0,620835.0
21,T001081,2016JJ00,1360246.0,725422.0,634824.0,1373136.0,740093.0,633043.0,2.6,3.1,2.0,99.1,98.0,100.3,340586.0,268805.0,71781.0,292347.0,117912.0,174435.0,1891.0,10221.0,8330.0,634824.0
22,T001081,2017JJ00,1431012.0,769446.0,661566.0,1418229.0,766685.0,651596.0,3.3,3.6,2.9,100.9,100.4,101.5,352818.0,278473.0,74345.0,307072.0,121452.0,185620.0,1676.0,10608.0,8932.0,661566.0
23,T001081,2018JJ00,1514480.0,821848.0,692632.0,1468341.0,801775.0,666712.0,3.5,4.6,2.3,103.1,102.5,103.9,369840.0,290635.0,79205.0,320884.0,127456.0,193428.0,1908.0,11303.0,9395.0,692632.0
24,T001081,2019JJ00,1569815.0,844855.0,724960.0,1491458.0,811399.0,680167.0,1.6,1.2,2.0,105.3,104.1,106.6,388869.0,304470.0,84399.0,334427.0,133227.0,201200.0,1664.0,11680.0,10016.0,724960.0
25,T001081,2020JJ00,1520478.0,810850.0,709628.0,1437048.0,784619.0,652598.0,-3.6,-3.3,-4.1,105.8,103.3,108.7,402735.0,314737.0,87998.0,328166.0,139375.0,188791.0,-21273.0,12876.0,34149.0,709628.0
26,T001081,2021JJ00,1673985.0,899488.0,774497.0,1507086.0,811112.0,695568.0,4.9,3.4,6.6,111.1,110.9,111.3,419346.0,327970.0,91376.0,374017.0,146714.0,227303.0,-18866.0,13300.0,32166.0,774497.0
27,T001081,2022JJ00,1920875.0,1061072.0,859803.0,1572705.0,843396.0,728874.0,4.4,4.0,4.8,122.1,125.8,118.0,451678.0,351575.0,100103.0,415387.0,159091.0,256296.0,-7262.0,12855.0,20117.0,859803.0
28,301000 ,1995JJ00,20991.0,10761.0,10230.0,24435.0,14984.0,9358.0,,,,85.9,71.8,109.3,1831.0,1567.0,264.0,8498.0,2216.0,6282.0,-99.0,296.0,395.0,10230.0
29,301000 ,1996JJ00,21403.0,11487.0,9916.0,24334.0,15524.0,8923.0,-0.4,3.6,-4.6,88.0,74.0,111.1,1896.0,1623.0,273.0,8290.0,2251.0,6039.0,-270.0,272.0,542.0,9916.0
30,301000 ,1997JJ00,22604.0,11651.0,10953.0,25057.0,15418.0,9566.0,3.0,-0.7,7.2,90.2,75.6,114.5,1953.0,1688.0,265.0,9155.0,2277.0,6878.0,-155.0,280.0,435.0,10953.0
31,301000 ,1998JJ00,21752.0,11670.0,10082.0,24813.0,15802.0,9120.0,-1.0,2.5,-4.7,87.7,73.9,110.5,2033.0,1671.0,362.0,8223.0,2310.0,5913.0,-174.0,278.0,452.0,10082.0
32,301000 ,1999JJ00,21533.0,11761.0,9772.0,25933.0,16210.0,9736.0,4.5,2.6,6.8,83.0,72.6,100.4,2175.0,1766.0,409.0,7980.0,2371.0,5609.0,-383.0,277.0,660.0,9772.0
33,301000 ,2000JJ00,22831.0,12441.0,10390.0,26229.0,16404.0,9841.0,1.1,1.2,1.1,87.0,75.8,105.6,2302.0,1833.0,469.0,8271.0,2507.0,5764.0,-183.0,295.0,478.0,10390.0
34,301000 ,2001JJ00,23693.0,12973.0,10720.0,25626.0,16401.0,9346.0,-2.3,0.0,-5.0,92.5,79.1,114.7,2415.0,1964.0,451.0,8523.0,2638.0,5885.0,-218.0,349.0,567.0,10720.0
35,301000 ,2002JJ00,23489.0,13077.0,10412.0,25831.0,16523.0,9427.0,0.8,0.7,0.9,90.9,79.1,110.5,2573.0,2085.0,488.0,7890.0,2751.0,5139.0,-51.0,350.0,401.0,10412.0
36,301000 ,2003JJ00,23485.0,12922.0,10563.0,25807.0,16135.0,9686.0,-0.1,-2.3,2.7,91.0,80.1,109.1,2594.0,2071.0,523.0,8213.0,2795.0,5418.0,-244.0,321.0,565.0,10563.0
37,301000 ,2004JJ00,23293.0,13415.0,9878.0,26724.0,16443.0,10224.0,3.6,1.9,5.6,87.2,81.6,96.6,2547.0,2050.0,497.0,7564.0,2848.0,4716.0,-233.0,324.0,557.0,9878.0
38,301000 ,2005JJ00,23964.0,13729.0,10235.0,26836.0,16528.0,10254.0,0.4,0.5,0.3,89.3,83.1,99.8,2518.0,2040.0,478.0,7875.0,2903.0,4972.0,-158.0,355.0,513.0,10235.0
39,301000 ,2006JJ00,26000.0,14625.0,11375.0,27195.0,16870.0,10290.0,1.3,2.1,0.4,95.6,86.7,110.5,2563.0,2101.0,462.0,9250.0,2960.0,6290.0,-438.0,352.0,790.0,11375.0
40,301000 ,2007JJ00,27288.0,16037.0,11251.0,28072.0,17505.0,10551.0,3.2,3.8,2.5,97.2,91.6,106.6,2695.0,2203.0,492.0,9185.0,3064.0,6121.0,-629.0,340.0,969.0,11251.0
41,301000 ,2008JJ00,28262.0,17680.0,10582.0,28980.0,18155.0,10820.0,3.2,3.7,2.6,97.5,97.4,97.8,2773.0,2265.0,508.0,8517.0,3215.0,5302.0,-708.0,354.0,1062.0,10582.0
42,301000 ,2009JJ00,26564.0,16859.0,9705.0,29451.0,18245.0,11200.0,1.6,0.5,3.5,90.2,92.4,86.7,2798.0,2276.0,522.0,7575.0,3359.0,4216.0,-668.0,397.0,1065.0,9705.0
43,301000 ,2010JJ00,28823.0,17455.0,11368.0,29844.0,18606.0,11224.0,1.3,2.0,0.2,96.6,93.8,101.3,2851.0,2307.0,544.0,9214.0,3468.0,5746.0,-697.0,399.0,1096.0,11368.0
44,301000 ,2011JJ00,29360.0,19091.0,10269.0,29764.0,18633.0,11123.0,-0.3,0.1,-0.9,98.6,102.5,92.3,2926.0,2339.0,587.0,8165.0,3543.0,4622.0,-822.0,406.0,1228.0,10269.0
45,301000 ,2012JJ00,30345.0,19509.0,10836.0,29527.0,18471.0,11049.0,-0.8,-0.9,-0.7,102.8,105.6,98.1,2996.0,2372.0,624.0,8630.0,3673.0,4957.0,-790.0,389.0,1179.0,10836.0
46,301000 ,2013JJ00,31810.0,19982.0,11828.0,29807.0,18655.0,11145.0,0.9,1.0,0.9,106.7,107.1,106.1,3046.0,2423.0,623.0,9647.0,3833.0,5814.0,-865.0,353.0,1218.0,11828.0
47,301000 ,2014JJ00,30660.0,18986.0,11674.0,30090.0,18430.0,11656.0,0.9,-1.2,4.6,101.9,103.0,100.2,3054.0,2413.0,641.0,9388.0,3934.0,5454.0,-768.0,334.0,1102.0,11674.0
48,301000 ,2015JJ00,30359.0,18461.0,11898.0,30359.0,18461.0,11898.0,0.9,0.2,2.1,100.0,100.0,100.0,3038.0,2421.0,617.0,9586.0,4030.0,5556.0,-726.0,351.0,1077.0,11898.0
49,301000 ,2016JJ00,30813.0,18300.0,12513.0,30925.0,18762.0,12163.0,1.9,1.6,2.2,99.6,97.5,102.9,3125.0,2484.0,641.0,9935.0,4117.0,5818.0,-547.0,361.0,908.0,12513.0
50,301000 ,2017JJ00,32801.0,19104.0,13697.0,31259.0,19043.0,12220.0,1.1,1.5,0.5,104.9,100.3,112.1,3269.0,2615.0,654.0,10958.0,4173.0,6785.0,-530.0,383.0,913.0,13697.0
51,301000 ,2018JJ00,32058.0,19282.0,12776.0,30890.0,18834.0,12062.0,-1.2,-1.1,-1.3,103.8,102.4,105.9,3471.0,2768.0,703.0,9903.0,4307.0,5596.0,-598.0,392.0,990.0,12776.0
52,301000 ,2019JJ00,33130.0,19830.0,13300.0,31235.0,18968.0,12270.0,1.1,0.7,1.7,106.1,104.5,108.4,3670.0,2903.0,767.0,10265.0,4544.0,5721.0,-635.0,397.0,1032.0,13300.0
53,301000 ,2020JJ00,32349.0,19612.0,12737.0,31271.0,18898.0,12373.0,0.1,-0.4,0.8,103.4,103.8,102.9,3826.0,3028.0,798.0,10057.0,4746.0,5311.0,-1146.0,400.0,1546.0,12737.0
54,301000 ,2021JJ00,34871.0,21665.0,13206.0,31558.0,19026.0,12533.0,0.9,0.7,1.3,110.5,113.9,105.4,3959.0,3134.0,825.0,10608.0,4966.0,5642.0,-1361.0,372.0,1733.0,13206.0
55,301000 ,2022JJ00,40798.0,26372.0,14426.0,30766.0,18597.0,12166.0,-2.5,-2.3,-2.9,132.6,141.8,118.6,4155.0,3300.0,855.0,11103.0,5348.0,5755.0,-832.0,331.0,1163.0,14426.0
56,301100 ,1995JJ00,20342.0,10541.0,9801.0,23519.0,14654.0,8801.0,,,,86.5,71.9,111.4,1655.0,1419.0,236.0,8245.0,2126.0,6119.0,-99.0,291.0,390.0,9801.0
57,301100 ,1996JJ00,20774.0,11269.0,9505.0,23455.0,15200.0,8399.0,-0.3,3.7,-4.6,88.6,74.1,113.2,1731.0,1488.0,243.0,8043.0,2163.0,5880.0,-269.0,267.0,536.0,9505.0
58,301100 ,1997JJ00,21973.0,11428.0,10545.0,24214.0,15095.0,9062.0,3.2,-0.7,7.9,90.7,75.7,116.4,1796.0,1552.0,244.0,8903.0,2191.0,6712.0,-154.0,275.0,429.0,10545.0
59,301100 ,1998JJ00,21072.0,11439.0,9633.0,23932.0,15466.0,8600.0,-1.2,2.5,-5.1,88.0,74.0,112.0,1875.0,1540.0,335.0,7931.0,2221.0,5710.0,-173.0,271.0,444.0,9633.0
60,301100 ,1999JJ00,20808.0,11514.0,9294.0,25021.0,15861.0,9196.0,4.6,2.6,6.9,83.2,72.6,101.1,2007.0,1626.0,381.0,7671.0,2280.0,5391.0,-384.0,269.0,653.0,9294.0
61,301100 ,2000JJ00,22118.0,12178.0,9940.0,25394.0,16061.0,9359.0,1.5,1.3,1.8,87.1,75.8,106.2,2136.0,1700.0,436.0,7985.0,2412.0,5573.0,-181.0,286.0,467.0,9940.0
62,301100 ,2001JJ00,22932.0,12702.0,10230.0,24766.0,16049.0,8853.0,-2.5,-0.1,-5.4,92.6,79.1,115.6,2250.0,1829.0,421.0,8198.0,2543.0,5655.0,-218.0,338.0,556.0,10230.0
63,301100 ,2002JJ00,22780.0,12811.0,9969.0,25042.0,16181.0,8983.0,1.1,0.8,1.5,91.0,79.2,111.0,2418.0,1958.0,460.0,7599.0,2650.0,4949.0,-48.0,340.0,388.0,9969.0
64,301100 ,2003JJ00,22760.0,12639.0,10121.0,24994.0,15781.0,9229.0,-0.2,-2.5,2.7,91.1,80.1,109.7,2429.0,1938.0,491.0,7930.0,2693.0,5237.0,-238.0,312.0,550.0,10121.0
65,301100 ,2004JJ00,22585.0,13122.0,9463.0,25888.0,16082.0,9752.0,3.6,1.9,5.7,87.2,81.6,97.0,2390.0,1925.0,465.0,7302.0,2749.0,4553.0,-229.0,312.0,541.0,9463.0
66,301100 ,2005JJ00,23231.0,13419.0,9812.0,25991.0,16155.0,9783.0,0.4,0.5,0.3,89.4,83.1,100.3,2380.0,1928.0,452.0,7585.0,2804.0,4781.0,-153.0,344.0,497.0,9812.0
67,301100 ,2006JJ00,25244.0,14303.0,10941.0,26380.0,16496.0,9848.0,1.5,2.1,0.7,95.7,86.7,111.1,2429.0,1991.0,438.0,8946.0,2864.0,6082.0,-434.0,341.0,775.0,10941.0
68,301100 ,2007JJ00,26474.0,15685.0,10789.0,27157.0,17099.0,10046.0,2.9,3.7,2.0,97.5,91.7,107.4,2549.0,2083.0,466.0,8868.0,2970.0,5898.0,-628.0,328.0,956.0,10789.0
69,301100 ,2008JJ00,27445.0,17305.0,10140.0,28061.0,17740.0,10319.0,3.3,3.7,2.7,97.8,97.5,98.3,2634.0,2147.0,487.0,8217.0,3122.0,5095.0,-711.0,342.0,1053.0,10140.0
70,301100 ,2009JJ00,25846.0,16509.0,9337.0,28577.0,17844.0,10729.0,1.8,0.6,4.0,90.4,92.5,87.0,2657.0,2158.0,499.0,7353.0,3266.0,4087.0,-673.0,385.0,1058.0,9337.0
71,301100 ,2010JJ00,28053.0,17089.0,10964.0,28942.0,18202.0,10728.0,1.3,2.0,0.0,96.9,93.9,102.2,2700.0,2182.0,518.0,8962.0,3375.0,5587.0,-698.0,390.0,1088.0,10964.0
72,301100 ,2011JJ00,28604.0,18726.0,9878.0,28935.0,18261.0,10668.0,0.0,0.3,-0.6,98.9,102.5,92.6,2776.0,2215.0,561.0,7925.0,3453.0,4472.0,-823.0,397.0,1220.0,9878.0
73,301100 ,2012JJ00,29575.0,19142.0,10433.0,28732.0,18111.0,10617.0,-0.7,-0.8,-0.5,102.9,105.7,98.3,2843.0,2251.0,592.0,8377.0,3584.0,4793.0,-787.0,384.0,1171.0,10433.0
74,301100 ,2013JJ00,31091.0,19611.0,11480.0,29025.0,18290.0,10731.0,1.0,1.0,1.1,107.1,107.2,107.0,2891.0,2297.0,594.0,9453.0,3744.0,5709.0,-864.0,346.0,1210.0,11480.0
75,301100 ,2014JJ00,29950.0,18634.0,11316.0,29336.0,18077.0,11256.0,1.1,-1.2,4.9,102.1,103.1,100.5,2894.0,2283.0,611.0,9185.0,3845.0,5340.0,-763.0,332.0,1095.0,11316.0
76,301100 ,2015JJ00,29594.0,18117.0,11477.0,29594.0,18117.0,11477.0,0.9,0.2,2.0,100.0,100.0,100.0,2881.0,2294.0,587.0,9317.0,3940.0,5377.0,-721.0,349.0,1070.0,11477.0
77,301100 ,2016JJ00,29972.0,17944.0,12028.0,30140.0,18413.0,11727.0,1.8,1.6,2.2,99.4,97.5,102.6,2962.0,2352.0,610.0,9611.0,4028.0,5583.0,-545.0,357.0,902.0,12028.0
78,301100 ,2017JJ00,31957.0,18759.0,13198.0,30512.0,18715.0,11801.0,1.2,1.6,0.6,104.7,100.2,111.8,3086.0,2466.0,620.0,10641.0,4085.0,6556.0,-529.0,378.0,907.0,13198.0
79,301100 ,2018JJ00,31155.0,18882.0,12273.0,30060.0,18470.0,11597.0,-1.5,-1.3,-1.7,103.6,102.2,105.8,3277.0,2611.0,666.0,9594.0,4219.0,5375.0,-598.0,385.0,983.0,12273.0
80,301100 ,2019JJ00,32271.0,19448.0,12823.0,30468.0,18638.0,11834.0,1.4,0.9,2.0,105.9,104.3,108.4,3468.0,2741.0,727.0,9989.0,4456.0,5533.0,-634.0,391.0,1025.0,12823.0
81,301100 ,2020JJ00,31521.0,19241.0,12280.0,30520.0,18576.0,11944.0,0.2,-0.3,0.9,103.3,103.6,102.8,3610.0,2855.0,755.0,9803.0,4661.0,5142.0,-1133.0,395.0,1528.0,12280.0
82,301100 ,2021JJ00,33978.0,21249.0,12729.0,30800.0,18692.0,12110.0,0.9,0.6,1.4,110.3,113.7,105.1,3736.0,2956.0,780.0,10338.0,4880.0,5458.0,-1345.0,366.0,1711.0,12729.0
83,301100 ,2022JJ00,39821.0,25895.0,13926.0,30056.0,18295.0,11758.0,-2.4,-2.1,-2.9,132.5,141.5,118.4,3916.0,3106.0,810.0,10836.0,,,-826.0,325.0,1151.0,13926.0
84,304300 ,1995JJ00,124.0,50.0,74.0,166.0,67.0,97.0,,,,74.7,75.2,76.7,61.0,45.0,16.0,16.0,7.0,9.0,-3.0,2.0,5.0,74.0
85,304300 ,1996JJ00,126.0,52.0,74.0,166.0,71.0,93.0,0.0,6.0,-4.1,75.9,73.7,79.9,62.0,42.0,20.0,16.0,6.0,10.0,-4.0,2.0,6.0,74.0
86,304300 ,1997JJ00,130.0,57.0,73.0,166.0,76.0,88.0,0.0,7.7,-5.4,78.3,75.1,83.3,58.0,45.0,13.0,19.0,6.0,13.0,-4.0,2.0,6.0,73.0
87,304300 ,1998JJ00,133.0,58.0,75.0,165.0,77.0,85.0,-0.8,1.8,-2.7,80.7,75.1,88.0,57.0,45.0,12.0,22.0,6.0,16.0,-4.0,4.0,8.0,75.0
88,304300 ,1999JJ00,143.0,64.0,79.0,173.0,84.0,87.0,5.3,8.6,2.7,82.4,76.3,90.3,61.0,49.0,12.0,21.0,6.0,15.0,-3.0,4.0,7.0,79.0
89,304300 ,2000JJ00,146.0,70.0,76.0,175.0,89.0,84.0,0.7,6.3,-3.8,83.6,78.5,90.3,65.0,49.0,16.0,17.0,7.0,10.0,-6.0,5.0,11.0,76.0
90,304300 ,2001JJ00,158.0,71.0,87.0,183.0,90.0,91.0,4.8,1.4,7.9,86.3,78.5,95.8,71.0,55.0,16.0,22.0,7.0,15.0,-6.0,5.0,11.0,87.0
91,304300 ,2002JJ00,162.0,76.0,86.0,185.0,96.0,89.0,1.3,5.6,-2.3,87.4,79.5,96.9,71.0,55.0,16.0,22.0,8.0,14.0,-7.0,6.0,13.0,86.0
92,304300 ,2003JJ00,166.0,83.0,83.0,189.0,103.0,86.0,1.9,7.9,-3.5,87.9,80.5,96.9,77.0,57.0,20.0,15.0,8.0,7.0,-9.0,6.0,15.0,83.0
93,304300 ,2004JJ00,181.0,88.0,93.0,205.0,108.0,96.0,8.4,4.8,12.0,88.4,81.4,96.9,77.0,57.0,20.0,22.0,8.0,14.0,-6.0,9.0,15.0,93.0
94,304300 ,2005JJ00,193.0,95.0,98.0,215.0,115.0,99.0,5.0,6.8,3.2,89.8,82.3,98.9,67.0,51.0,16.0,38.0,9.0,29.0,-7.0,8.0,15.0,98.0
95,304300 ,2006JJ00,205.0,105.0,100.0,226.0,124.0,102.0,5.2,7.4,3.1,90.7,84.7,98.0,68.0,52.0,16.0,38.0,9.0,29.0,-6.0,8.0,14.0,100.0
96,304300 ,2007JJ00,205.0,113.0,92.0,226.0,132.0,95.0,0.0,6.7,-7.0,90.7,85.5,96.9,73.0,56.0,17.0,22.0,9.0,13.0,-3.0,9.0,12.0,92.0
97,304300 ,2008JJ00,223.0,124.0,99.0,243.0,142.0,102.0,7.3,7.1,7.6,91.9,87.6,96.9,71.0,59.0,12.0,28.0,10.0,18.0,0.0,8.0,8.0,99.0
98,304300 ,2009JJ00,228.0,124.0,104.0,248.0,140.0,108.0,2.2,-0.8,6.1,91.9,88.3,96.0,76.0,61.0,15.0,26.0,10.0,16.0,2.0,8.0,6.0,104.0
99,304300 ,2010JJ00,239.0,128.0,111.0,259.0,142.0,118.0,4.4,0.8,8.7,92.3,90.4,94.3,86.0,68.0,18.0,26.0,11.0,15.0,-1.0,6.0,7.0,111.0
100,304300 ,2011JJ00,244.0,126.0,118.0,248.0,134.0,115.0,-4.2,-5.5,-2.7,98.3,94.2,103.0,83.0,65.0,18.0,36.0,11.0,25.0,-1.0,6.0,7.0,118.0
101,304300 ,2012JJ00,260.0,133.0,127.0,253.0,135.0,118.0,2.0,0.8,3.4,102.7,98.6,107.2,83.0,63.0,20.0,49.0,11.0,38.0,-5.0,2.0,7.0,127.0
102,304300 ,2013JJ00,273.0,147.0,126.0,265.0,147.0,118.0,4.6,9.0,0.0,103.1,100.0,106.4,83.0,65.0,18.0,44.0,11.0,33.0,-1.0,6.0,7.0,126.0
103,304300 ,2014JJ00,260.0,138.0,122.0,256.0,139.0,117.0,-3.3,-5.4,-0.8,101.5,99.3,103.8,82.0,64.0,18.0,45.0,11.0,34.0,-5.0,2.0,7.0,122.0
104,304300 ,2015JJ00,265.0,135.0,130.0,265.0,135.0,130.0,3.5,-2.9,10.7,100.0,100.0,100.0,82.0,64.0,18.0,53.0,11.0,42.0,-5.0,2.0,7.0,130.0
105,304300 ,2016JJ00,268.0,135.0,133.0,258.0,129.0,129.0,-2.6,-4.4,-0.8,103.9,104.7,103.1,89.0,70.0,19.0,46.0,11.0,35.0,-2.0,4.0,6.0,133.0
106,304300 ,2017JJ00,275.0,134.0,141.0,252.0,120.0,132.0,-2.2,-6.7,2.3,109.0,111.3,106.9,99.0,78.0,21.0,43.0,12.0,31.0,-1.0,5.0,6.0,141.0
107,304300 ,2018JJ00,321.0,163.0,158.0,286.0,136.0,151.0,13.5,12.7,14.2,112.2,120.1,104.9,105.0,82.0,23.0,53.0,13.0,40.0,0.0,7.0,7.0,158.0
108,304300 ,2019JJ00,350.0,179.0,171.0,299.0,135.0,165.0,4.4,-0.6,9.5,117.2,132.7,103.7,111.0,86.0,25.0,61.0,14.0,47.0,-1.0,6.0,7.0,171.0
109,304300 ,2020JJ00,348.0,179.0,169.0,300.0,133.0,170.0,0.6,-1.7,2.9,115.9,135.0,99.6,118.0,91.0,27.0,54.0,14.0,40.0,-3.0,5.0,8.0,169.0
110,304300 ,2021JJ00,389.0,212.0,177.0,319.0,146.0,174.0,6.3,10.1,2.4,121.8,145.3,101.9,120.0,92.0,28.0,60.0,15.0,45.0,-3.0,6.0,9.0,177.0
111,304300 ,2022JJ00,460.0,245.0,215.0,309.0,133.0,180.0,-3.3,-9.0,3.4,149.0,184.4,119.7,130.0,104.0,26.0,86.0,,,-1.0,6.0,7.0,215.0
112,305000 ,1995JJ00,525.0,170.0,355.0,824.0,270.0,561.0,,,,63.7,62.9,63.3,115.0,103.0,12.0,237.0,83.0,154.0,3.0,3.0,0.0,355.0
113,305000 ,1996JJ00,503.0,166.0,337.0,774.0,258.0,523.0,-6.1,-4.7,-6.8,65.0,64.4,64.4,103.0,93.0,10.0,231.0,82.0,149.0,3.0,3.0,0.0,337.0
114,305000 ,1997JJ00,501.0,166.0,335.0,718.0,251.0,473.0,-7.2,-2.4,-9.5,69.8,66.0,70.8,99.0,91.0,8.0,233.0,80.0,153.0,3.0,3.0,0.0,335.0
115,305000 ,1998JJ00,547.0,173.0,374.0,771.0,264.0,514.0,7.4,4.8,8.7,70.9,65.6,72.7,101.0,86.0,15.0,270.0,83.0,187.0,3.0,3.0,0.0,374.0
116,305000 ,1999JJ00,582.0,183.0,399.0,794.0,270.0,531.0,2.9,2.3,3.2,73.3,67.9,75.2,107.0,91.0,16.0,288.0,85.0,203.0,4.0,4.0,0.0,399.0
117,305000 ,2000JJ00,567.0,193.0,374.0,705.0,258.0,455.0,-11.2,-4.4,-14.3,80.4,74.8,82.2,101.0,84.0,17.0,269.0,88.0,181.0,4.0,4.0,0.0,374.0
