ID,Sources,Periods,Total_1,UrbanRoads_2,RuralRoads_3,Motorways_4,Total_5,UrbanRoads_6,RuralRoads_7,Motorways_8,Total_9,UrbanRoads_10,RuralRoads_11,Motorways_12,Total_13,UrbanRoads_14,RuralRoads_15,Motorways_16,Total_17,UrbanRoads_18,RuralRoads_19,Motorways_20,Total_21,UrbanRoads_22,RuralRoads_23,Motorways_24,Total_25,UrbanRoads_26,RuralRoads_27,Motorways_28,Total_29,UrbanRoads_30,RuralRoads_31,Motorways_32,Total_33,UrbanRoads_34,RuralRoads_35,Motorways_36,Total_37,UrbanRoads_38,RuralRoads_39,Motorways_40,Total_41,UrbanRoads_42,RuralRoads_43,Motorways_44,Total_45,UrbanRoads_46,RuralRoads_47,Motorways_48,Total_49,UrbanRoads_50,RuralRoads_51,Motorways_52,Total_53,UrbanRoads_54,RuralRoads_55,Motorways_56,Total_57,UrbanRoads_58,RuralRoads_59,Motorways_60,Total_61,UrbanRoads_62,RuralRoads_63,Motorways_64,Total_65,UrbanRoads_66,RuralRoads_67,Motorways_68
535,Svben,1996JJ00,0.2,0.1,0.0,0.1,0.05,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.06,0.01,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3,55.8,24.1,24.0,3.04,6.09,2.73,2.29,8.1,5.0,5.9,10.1,0.213,0.229,0.179,0.225,0.029,0.038,0.021,0.03,649,855,464,678.0,0.006,0.006,0.005,0.006,0.152,0.305,0.137,0.115
536,Svben,1997JJ00,0.2,0.1,0.0,0.1,0.05,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.06,0.01,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,54.4,23.5,23.5,2.98,5.98,2.67,2.26,8.0,5.0,5.7,9.9,0.208,0.222,0.172,0.22,0.028,0.037,0.02,0.029,634,836,453,663.0,0.006,0.007,0.005,0.006,0.15,0.3,0.134,0.113
537,Svben,1998JJ00,0.2,0.1,0.0,0.1,0.05,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.06,0.01,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,51.5,22.2,22.3,2.87,5.82,2.57,2.16,7.6,4.8,5.5,9.5,0.192,0.207,0.157,0.205,0.027,0.035,0.019,0.028,599,791,427,628.0,0.006,0.006,0.005,0.006,0.144,0.292,0.129,0.108
538,Svben,1999JJ00,0.2,0.1,0.0,0.1,0.04,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.05,0.01,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,48.4,20.8,20.9,2.76,5.65,2.48,2.05,7.3,4.7,5.2,9.1,0.174,0.189,0.141,0.187,0.025,0.033,0.018,0.026,559,740,398,588.0,0.006,0.006,0.005,0.006,0.139,0.284,0.124,0.103
539,Svben,2000JJ00,0.2,0.1,0.0,0.1,0.06,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.05,0.01,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,45.6,19.7,19.7,2.62,5.38,2.34,1.94,6.9,4.4,4.9,8.6,0.162,0.176,0.129,0.174,0.013,0.017,0.01,0.013,289,380,222,297.0,0.007,0.008,0.006,0.007,0.132,0.271,0.118,0.098
540,Svben,2001JJ00,0.2,0.1,0.0,0.1,0.05,0.03,0.01,0.01,0.02,0.01,0.0,0.01,0.05,0.01,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,41.4,18.2,17.9,2.38,4.93,2.12,1.76,6.2,4.1,4.4,7.9,0.143,0.157,0.113,0.155,0.009,0.011,0.007,0.009,280,368,216,287.0,0.01,0.011,0.01,0.01,0.121,0.25,0.108,0.089
541,Svben,2002JJ00,0.1,0.0,0.0,0.1,0.03,0.02,0.01,0.01,0.02,0.01,0.0,0.01,0.04,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,34.5,15.9,14.8,2.02,4.25,1.8,1.47,5.2,3.5,3.7,6.6,0.11,0.122,0.085,0.12,0.009,0.012,0.007,0.01,263,346,205,270.0,0.014,0.016,0.014,0.014,0.104,0.219,0.093,0.075
542,Svben,2003JJ00,0.1,0.0,0.0,0.1,0.03,0.02,0.01,0.01,0.01,0.0,0.0,0.01,0.04,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,31.9,15.2,13.6,1.84,3.89,1.64,1.34,4.8,3.2,3.4,6.0,0.098,0.11,0.075,0.107,0.004,0.005,0.003,0.004,258,340,202,264.0,0.018,0.02,0.018,0.017,0.096,0.203,0.086,0.069
543,Svben,2004JJ00,0.1,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.03,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,28.9,14.2,12.3,1.63,3.45,1.44,1.19,4.2,2.9,3.0,5.3,0.088,0.098,0.067,0.096,0.004,0.006,0.003,0.005,254,334,200,260.0,0.02,0.023,0.02,0.02,0.086,0.183,0.077,0.062
544,Svben,2005JJ00,0.1,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.03,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,29.8,14.2,12.9,1.63,3.4,1.41,1.22,4.2,2.8,3.0,5.3,0.095,0.106,0.073,0.105,0.003,0.004,0.002,0.003,258,340,203,265.0,0.021,0.024,0.021,0.02,0.086,0.18,0.076,0.063
545,Svben,2006JJ00,0.1,0.0,0.0,0.0,0.02,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.03,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,26.9,12.7,11.9,1.47,3.06,1.25,1.11,3.7,2.5,2.6,4.7,0.083,0.093,0.064,0.091,0.003,0.004,0.003,0.003,252,331,198,258.0,0.021,0.024,0.021,0.02,0.078,0.165,0.068,0.058
546,Svben,2007JJ00,0.1,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,24.3,11.5,10.8,1.3,2.72,1.1,0.99,3.4,2.3,2.4,4.2,0.076,0.085,0.058,0.084,0.003,0.004,0.003,0.003,247,325,195,253.0,0.022,0.025,0.022,0.021,0.07,0.148,0.06,0.052
547,Svben,2008JJ00,0.1,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,22.2,10.4,9.9,1.16,2.42,0.97,0.89,3.0,2.0,2.1,3.8,0.07,0.079,0.053,0.078,0.001,0.002,0.001,0.002,244,321,193,249.0,0.022,0.025,0.022,0.021,0.063,0.134,0.054,0.048
548,Svben,2009JJ00,0.1,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,18.7,9.0,8.5,0.97,2.04,0.8,0.74,2.5,1.7,1.7,3.1,0.057,0.065,0.043,0.063,0.001,0.002,0.001,0.001,237,312,188,242.0,0.022,0.025,0.021,0.021,0.054,0.116,0.045,0.04
549,Svben,2010JJ00,0.1,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,22.5,9.9,10.1,1.11,2.27,0.88,0.88,2.9,1.9,2.0,3.8,0.08,0.087,0.06,0.089,0.002,0.002,0.001,0.002,249,328,196,255.0,0.019,0.022,0.019,0.018,0.06,0.126,0.048,0.047
550,Svben,2011JJ00,0.1,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,22.5,9.6,10.3,1.1,2.25,0.85,0.89,2.9,1.9,1.9,3.7,0.081,0.089,0.061,0.09,0.002,0.002,0.001,0.002,250,329,196,256.0,0.017,0.02,0.017,0.016,0.06,0.125,0.047,0.047
551,Svben,2012JJ00,0.1,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,18.3,7.8,8.4,0.89,1.86,0.69,0.72,2.3,1.5,1.5,3.0,0.064,0.07,0.047,0.071,0.001,0.002,0.001,0.002,241,318,191,247.0,0.015,0.018,0.015,0.014,0.049,0.106,0.038,0.038
552,Svben,2013JJ00,0.1,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,22.2,8.8,10.1,1.06,2.15,0.8,0.87,2.8,1.8,1.8,3.7,0.085,0.092,0.063,0.095,0.002,0.002,0.001,0.002,253,333,198,259.0,0.013,0.015,0.012,0.012,0.057,0.12,0.043,0.046
553,Svben,2014JJ00,0.1,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,22.4,8.6,10.2,1.06,2.15,0.79,0.88,2.8,1.8,1.8,3.7,0.088,0.095,0.066,0.099,0.002,0.002,0.001,0.002,255,335,199,261.0,0.011,0.013,0.011,0.011,0.057,0.12,0.042,0.046
554,Svben,2015JJ00,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,15.4,6.0,7.1,0.74,1.54,0.54,0.6,1.9,1.2,1.2,2.5,0.057,0.062,0.042,0.065,0.001,0.002,0.001,0.001,238,314,189,244.0,0.01,0.012,0.01,0.01,0.041,0.091,0.029,0.032
555,Svben,2016JJ00,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,18.4,6.9,8.4,0.86,1.77,0.62,0.72,2.3,1.4,1.5,3.0,0.072,0.078,0.053,0.082,0.002,0.002,0.001,0.002,247,325,195,253.0,0.009,0.011,0.008,0.009,0.047,0.102,0.033,0.038
556,Svben,2017JJ00,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,20.7,7.7,9.3,0.96,1.95,0.69,0.81,2.6,1.6,1.7,3.4,0.084,0.09,0.062,0.095,0.002,0.002,0.001,0.002,253,333,198,260.0,0.008,0.01,0.008,0.008,0.051,0.11,0.036,0.042
557,Svben,2018JJ00,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.5,5.7,7.0,0.72,1.49,0.51,0.6,1.9,1.2,1.2,2.5,0.062,0.066,0.044,0.07,0.001,0.002,0.001,0.002,242,318,192,248.0,0.007,0.009,0.007,0.007,0.039,0.088,0.027,0.031
558,Todie,1980JJ00,52.7,32.2,11.4,9.1,33.51,20.47,7.56,5.48,33.51,20.47,7.56,5.48,109.71,35.53,33.91,40.27,20.73,12.36,4.89,3.47,13.67,5.63,4.07,3.97,6825,2812,2031,1982.0,0.23,0.08,0.07,0.07,1.34,0.82,0.3,0.22,4.5,7.8,2.8,2.7,2.88,4.95,1.87,1.59,9.4,8.6,8.4,11.7,1.784,2.988,1.21,1.01,1.177,1.361,1.006,1.155,587,680,502,577.0,0.02,0.02,0.018,0.021,0.115,0.198,0.075,0.064
559,Todie,1985JJ00,47.0,26.6,10.0,10.4,26.37,15.17,5.86,5.33,26.37,15.17,5.86,5.33,111.16,32.93,35.63,42.59,17.32,9.43,4.27,3.62,9.73,3.82,2.87,3.04,8015,3147,2368,2500.0,0.27,0.1,0.08,0.09,1.05,0.61,0.23,0.21,2.6,4.0,1.6,1.9,1.45,2.3,0.96,0.97,6.1,5.0,5.8,7.7,0.951,1.432,0.701,0.654,0.534,0.58,0.472,0.549,440,478,389,453.0,0.015,0.015,0.014,0.016,0.058,0.092,0.038,0.039
560,Todie,1990JJ00,43.4,19.2,11.7,12.4,19.79,9.99,5.42,4.38,19.79,9.99,5.42,4.38,115.87,33.48,33.92,48.46,13.26,6.14,3.72,3.4,11.19,3.79,3.31,4.09,10489,3550,3101,3838.0,0.06,0.02,0.02,0.02,0.79,0.4,0.22,0.18,1.5,2.5,1.2,1.1,0.69,1.32,0.53,0.4,4.0,4.4,3.3,4.4,0.462,0.812,0.365,0.309,0.39,0.501,0.325,0.373,365,469,304,350.0,0.002,0.003,0.002,0.002,0.028,0.053,0.021,0.016
561,Todie,1991JJ00,43.2,18.1,11.8,13.3,19.45,9.6,5.21,4.63,19.45,9.6,5.21,4.63,119.31,33.1,34.11,52.1,12.86,5.57,3.61,3.68,11.62,3.7,3.39,4.52,10768,3432,3147,4189.0,0.08,0.02,0.02,0.03,0.78,0.38,0.21,0.19,1.5,2.6,1.1,1.1,0.66,1.36,0.51,0.38,4.1,4.7,3.3,4.3,0.437,0.79,0.35,0.305,0.395,0.525,0.329,0.375,366,487,305,347.0,0.003,0.003,0.002,0.003,0.026,0.055,0.02,0.015
562,Todie,1992JJ00,44.1,18.3,11.8,14.0,18.82,9.14,4.95,4.74,18.82,9.14,4.95,4.74,121.41,32.88,33.93,54.61,12.48,5.2,3.48,3.79,12.2,3.78,3.51,4.9,11311,3508,3257,4546.0,0.09,0.02,0.03,0.04,0.75,0.37,0.2,0.19,1.4,2.5,1.1,1.1,0.6,1.25,0.46,0.37,3.9,4.5,3.1,4.2,0.4,0.71,0.321,0.292,0.392,0.517,0.324,0.378,363,479,300,350.0,0.003,0.003,0.003,0.003,0.024,0.05,0.018,0.015
563,Todie,1993JJ00,43.0,18.0,11.3,13.6,17.25,8.24,4.51,4.49,17.25,8.24,4.51,4.49,116.01,30.95,31.78,53.28,11.48,4.63,3.22,3.63,12.23,3.68,3.51,5.04,11336,3415,3249,4671.0,0.1,0.02,0.03,0.04,0.69,0.33,0.18,0.18,1.4,2.5,1.0,1.0,0.55,1.15,0.41,0.34,3.7,4.3,2.9,4.0,0.365,0.647,0.291,0.275,0.389,0.515,0.316,0.382,361,477,293,354.0,0.003,0.003,0.003,0.003,0.022,0.046,0.016,0.014
564,Todie,1994JJ00,41.8,17.7,10.8,13.3,16.04,7.53,4.18,4.33,16.04,7.53,4.18,4.33,110.66,29.06,29.76,51.85,10.64,4.15,2.98,3.51,11.97,3.49,3.4,5.08,11411,3330,3237,4843.0,0.11,0.02,0.04,0.05,0.64,0.3,0.17,0.17,1.3,2.5,1.0,1.0,0.5,1.08,0.37,0.31,3.5,4.2,2.6,3.8,0.333,0.593,0.266,0.255,0.374,0.499,0.302,0.37,357,476,288,352.0,0.003,0.003,0.003,0.004,0.02,0.043,0.015,0.013
565,Todie,1995JJ00,40.2,17.1,10.1,13.1,14.8,6.75,3.82,4.23,14.8,6.75,3.82,4.23,107.94,27.8,28.21,51.92,9.8,3.73,2.66,3.4,11.16,3.17,3.05,4.94,11637,3309,3176,5151.0,0.12,0.03,0.04,0.06,0.59,0.27,0.15,0.17,1.2,2.4,0.9,0.9,0.46,0.95,0.35,0.29,3.3,3.9,2.6,3.6,0.301,0.528,0.245,0.233,0.343,0.449,0.281,0.338,358,468,293,353.0,0.004,0.004,0.004,0.004,0.018,0.038,0.014,0.012
566,Todie,1996JJ00,37.2,15.6,9.3,12.3,13.24,5.84,3.46,3.94,13.24,5.84,3.46,3.94,102.81,25.83,26.4,50.57,8.93,3.25,2.42,3.26,8.36,2.26,2.27,3.83,11733,3174,3182,5377.0,0.14,0.03,0.04,0.07,0.53,0.23,0.14,0.16,1.1,2.3,0.8,0.8,0.4,0.85,0.31,0.26,3.1,3.8,2.4,3.3,0.267,0.476,0.217,0.212,0.25,0.331,0.203,0.249,351,464,285,349.0,0.004,0.004,0.004,0.004,0.016,0.034,0.012,0.01
567,Todie,1997JJ00,34.3,14.1,8.6,11.6,11.88,5.1,3.13,3.65,11.88,5.1,3.13,3.65,100.39,24.44,25.24,50.71,8.24,2.85,2.18,3.21,3.63,0.93,0.97,1.74,12115,3091,3231,5793.0,0.16,0.03,0.05,0.08,0.48,0.2,0.13,0.15,1.0,2.1,0.7,0.7,0.34,0.76,0.27,0.21,2.8,3.6,2.2,3.0,0.233,0.423,0.188,0.189,0.103,0.138,0.083,0.102,342,459,278,340.0,0.005,0.004,0.004,0.005,0.013,0.03,0.011,0.009
568,Todie,1998JJ00,31.6,12.5,8.0,11.0,10.76,4.42,2.87,3.47,10.76,4.42,2.87,3.47,99.67,23.12,24.58,51.97,7.79,2.51,2.01,3.27,3.81,0.91,1.0,1.9,12708,3017,3342,6349.0,0.19,0.03,0.06,0.1,0.43,0.18,0.11,0.14,0.8,1.9,0.6,0.6,0.28,0.66,0.23,0.18,2.6,3.5,2.0,2.7,0.204,0.375,0.163,0.171,0.1,0.135,0.081,0.1,333,452,270,332.0,0.005,0.005,0.005,0.005,0.011,0.027,0.009,0.007
569,Todie,1999JJ00,30.3,11.5,7.8,11.0,10.43,4.13,2.82,3.48,10.43,4.13,2.82,3.48,104.5,22.8,25.32,56.39,7.75,2.31,1.93,3.51,4.15,0.91,1.08,2.17,13853,3024,3592,7237.0,0.23,0.03,0.07,0.13,0.42,0.17,0.11,0.14,0.7,1.7,0.6,0.5,0.25,0.61,0.21,0.16,2.5,3.4,1.9,2.5,0.182,0.342,0.143,0.158,0.098,0.134,0.079,0.098,326,448,265,326.0,0.005,0.005,0.005,0.006,0.01,0.025,0.008,0.006
570,Todie,2000JJ00,28.1,10.0,7.4,10.6,9.01,3.34,2.42,3.25,9.01,3.34,2.42,3.25,103.94,21.28,24.79,57.86,7.33,1.92,1.8,3.61,2.43,0.49,0.62,1.32,13972,2797,3583,7592.0,0.25,0.03,0.08,0.14,0.38,0.14,0.1,0.14,0.6,1.5,0.5,0.4,0.2,0.52,0.17,0.13,2.3,3.3,1.8,2.4,0.163,0.297,0.127,0.149,0.054,0.075,0.044,0.054,311,432,254,313.0,0.006,0.005,0.005,0.006,0.009,0.022,0.007,0.006
571,Todie,2001JJ00,26.3,9.4,7.0,9.9,8.13,2.98,2.19,2.96,8.13,2.98,2.19,2.96,103.0,20.68,24.63,57.69,6.9,1.75,1.67,3.47,0.36,0.07,0.09,0.2,14317,2784,3627,7906.0,0.26,0.04,0.08,0.14,0.37,0.13,0.1,0.13,0.6,1.4,0.5,0.4,0.17,0.44,0.15,0.12,2.2,3.1,1.7,2.3,0.147,0.259,0.113,0.137,0.008,0.011,0.006,0.008,304,411,244,311.0,0.006,0.006,0.005,0.006,0.008,0.02,0.007,0.005
572,Todie,2002JJ00,24.9,8.9,6.6,9.4,7.39,2.72,1.99,2.68,7.39,2.72,1.99,2.68,102.47,20.7,24.47,57.3,6.4,1.62,1.54,3.24,0.3,0.06,0.08,0.16,14651,2835,3722,8093.0,0.27,0.05,0.08,0.14,0.35,0.13,0.1,0.13,0.5,1.3,0.4,0.4,0.15,0.39,0.13,0.1,2.1,2.9,1.6,2.2,0.131,0.23,0.099,0.123,0.006,0.008,0.005,0.006,300,404,240,307.0,0.006,0.006,0.005,0.005,0.007,0.018,0.006,0.005
573,Todie,2003JJ00,23.9,8.5,6.4,9.1,6.7,2.44,1.79,2.46,6.7,2.44,1.79,2.46,102.28,20.51,24.4,57.36,5.96,1.46,1.41,3.08,0.28,0.05,0.07,0.15,14980,2873,3818,8289.0,0.28,0.05,0.09,0.14,0.33,0.12,0.09,0.12,0.5,1.2,0.4,0.3,0.13,0.34,0.11,0.09,2.0,2.8,1.5,2.1,0.117,0.201,0.088,0.113,0.005,0.007,0.004,0.006,295,395,236,304.0,0.006,0.007,0.005,0.005,0.007,0.016,0.006,0.004
574,Todie,2004JJ00,23.3,8.1,6.3,9.0,6.17,2.18,1.65,2.33,6.17,2.18,1.65,2.33,103.46,20.47,24.71,58.28,5.68,1.34,1.34,3.0,0.31,0.06,0.08,0.17,15426,2931,3945,8550.0,0.29,0.06,0.09,0.15,0.32,0.11,0.09,0.12,0.4,1.1,0.4,0.3,0.12,0.29,0.1,0.08,2.0,2.7,1.5,2.0,0.107,0.177,0.079,0.106,0.006,0.008,0.005,0.006,291,387,233,301.0,0.005,0.008,0.005,0.005,0.006,0.015,0.005,0.004
575,Todie,2005JJ00,23.0,7.8,6.2,9.0,5.74,1.97,1.53,2.24,5.74,1.97,1.53,2.24,104.34,20.43,24.89,59.02,5.39,1.24,1.27,2.88,0.08,0.01,0.02,0.04,15766,2998,4075,8693.0,0.3,0.06,0.09,0.15,0.3,0.1,0.08,0.12,0.4,1.0,0.4,0.3,0.11,0.25,0.09,0.08,1.9,2.6,1.4,2.0,0.099,0.159,0.073,0.098,0.001,0.002,0.001,0.001,289,385,234,297.0,0.005,0.008,0.005,0.005,0.006,0.013,0.005,0.004
576,Todie,2006JJ00,23.0,7.6,6.2,9.2,5.23,1.73,1.4,2.1,5.23,1.73,1.4,2.1,103.76,20.04,24.71,59.01,5.02,1.14,1.19,2.69,0.11,0.02,0.03,0.06,16004,3022,4140,8842.0,0.31,0.07,0.09,0.15,0.28,0.09,0.08,0.11,0.4,1.0,0.3,0.3,0.09,0.22,0.08,0.07,1.9,2.5,1.4,2.0,0.09,0.144,0.067,0.09,0.002,0.003,0.002,0.002,288,381,232,297.0,0.006,0.008,0.005,0.005,0.005,0.012,0.004,0.004
577,Todie,2007JJ00,23.8,7.9,6.4,9.6,4.87,1.59,1.31,1.97,4.87,1.59,1.31,1.97,104.1,20.08,24.81,59.21,4.73,1.09,1.13,2.51,0.11,0.02,0.03,0.06,16302,3035,4141,9126.0,0.34,0.07,0.1,0.17,0.27,0.09,0.08,0.11,0.4,1.0,0.3,0.3,0.08,0.19,0.07,0.06,1.8,2.4,1.3,1.9,0.082,0.132,0.061,0.081,0.002,0.002,0.002,0.002,284,369,224,297.0,0.006,0.009,0.005,0.006,0.005,0.011,0.004,0.003
578,Todie,2008JJ00,24.3,8.2,6.2,9.9,4.38,1.43,1.17,1.77,4.38,1.43,1.17,1.77,102.35,19.82,23.77,58.76,4.32,1.02,1.02,2.28,0.1,0.02,0.02,0.06,16583,3133,3947,9502.0,0.38,0.08,0.1,0.2,0.25,0.08,0.07,0.1,0.4,0.9,0.4,0.3,0.08,0.17,0.07,0.05,1.8,2.3,1.4,1.8,0.074,0.118,0.06,0.07,0.002,0.002,0.001,0.002,285,362,234,291.0,0.007,0.01,0.006,0.006,0.004,0.01,0.004,0.003
579,Todie,2009JJ00,23.9,8.0,6.1,9.8,3.74,1.22,1.01,1.51,3.74,1.22,1.01,1.51,96.43,18.8,22.56,55.08,3.82,0.91,0.91,2.01,0.1,0.02,0.02,0.06,16333,3090,3906,9337.0,0.42,0.09,0.1,0.23,0.21,0.07,0.06,0.08,0.4,0.9,0.4,0.3,0.07,0.14,0.06,0.05,1.7,2.2,1.3,1.7,0.067,0.106,0.054,0.063,0.002,0.002,0.001,0.002,284,362,233,291.0,0.007,0.01,0.006,0.007,0.004,0.008,0.003,0.003
580,Todie,2010JJ00,23.4,7.7,6.0,9.6,3.27,1.06,0.89,1.32,3.27,1.06,0.89,1.32,91.49,17.84,21.62,52.04,3.45,0.82,0.83,1.8,0.1,0.02,0.02,0.06,16344,3080,3958,9306.0,0.45,0.09,0.11,0.25,0.19,0.06,0.05,0.07,0.4,0.9,0.4,0.3,0.06,0.12,0.05,0.04,1.6,2.1,1.3,1.6,0.06,0.096,0.049,0.057,0.002,0.002,0.001,0.002,286,362,233,294.0,0.008,0.011,0.007,0.008,0.003,0.007,0.003,0.002
581,Todie,2011JJ00,22.6,7.3,5.9,9.4,2.93,0.95,0.81,1.17,2.93,0.95,0.81,1.17,87.45,17.08,20.78,49.59,3.08,0.74,0.76,1.57,0.1,0.02,0.02,0.06,16050,3024,3902,9123.0,0.48,0.09,0.12,0.26,0.17,0.06,0.05,0.07,0.4,0.9,0.3,0.3,0.05,0.11,0.05,0.04,1.5,2.0,1.2,1.6,0.054,0.088,0.045,0.05,0.002,0.002,0.001,0.002,282,356,230,290.0,0.008,0.011,0.007,0.008,0.003,0.007,0.003,0.002
582,Todie,2012JJ00,21.5,6.8,5.6,9.0,2.53,0.82,0.7,1.01,2.53,0.82,0.7,1.01,82.98,16.19,19.77,47.02,2.66,0.65,0.68,1.33,0.1,0.02,0.02,0.05,15779,2966,3815,8998.0,0.5,0.1,0.12,0.28,0.15,0.05,0.04,0.06,0.4,0.8,0.3,0.3,0.04,0.1,0.04,0.03,1.5,1.9,1.2,1.5,0.047,0.077,0.04,0.042,0.002,0.002,0.001,0.002,277,349,227,285.0,0.009,0.012,0.007,0.009,0.003,0.006,0.003,0.002
