ID,SITCEnergy,Countries,Periods,ImportValue_1,ExportValue_2
23581,A042495,L008639,1965JJ00,,
23582,A042495,L008639,1966JJ00,,
23583,A042495,L008639,1967JJ00,,
23584,A042495,L008639,1968JJ00,,
23585,A042495,L008639,1969JJ00,,
23586,A042495,L008639,1970JJ00,,
23587,A042495,L008639,1971JJ00,,
23588,A042495,L008639,1972JJ00,,
23589,A042495,L008639,1973JJ00,,
23590,A042495,L008639,1974JJ00,,
23591,A042495,L008639,1975JJ00,,
23592,A042495,L008639,1976JJ00,,
23593,A042495,L008639,1977JJ00,,
23594,A042495,L008639,1978JJ00,,
23595,A042495,L008639,1979JJ00,,
23596,A042495,L008639,1980JJ00,,
23597,A042495,L008639,1981JJ00,,
23598,A042495,L008639,1982JJ00,,
23599,A042495,L008639,1983JJ00,,
23600,A042495,L008639,1984JJ00,,
23601,A042495,L008639,1985JJ00,,
23602,A042495,L008639,1986JJ00,,
23603,A042495,L008639,1987JJ00,,
23604,A042495,L008639,1988JJ00,,
23605,A042495,L008639,1989JJ00,,
23606,A042495,L008639,1990JJ00,,
23607,A042495,L008639,1991JJ00,,
23608,A042495,L008639,1992JJ00,,
23609,A042495,L008639,1993JJ00,,
23610,A042495,L008639,1994JJ00,,
23611,A042495,L008639,1995JJ00,,
23612,A042495,L008639,1996JJ00,,
23613,A042495,L008639,1997JJ00,,
23614,A042495,L008639,1998JJ00,,
23615,A042495,L008639,1999JJ00,,
23616,A042495,L008639,2000JJ00,,
23617,A042495,L008639,2001JJ00,,
23618,A042495,L008639,2002JJ00,,
23619,A042495,L008639,2003JJ00,,
23620,A042495,L008639,2004JJ00,,
23621,A042495,L008639,2005JJ00,,
23622,A042495,L008639,2006JJ00,,
23623,A042495,L008639,2007JJ00,,
23624,A042495,L008639,2008JJ00,,
23625,A042495,L008639,2009JJ00,,
23626,A042495,L008639,2010JJ00,,
23627,A042495,L008639,2011JJ00,,
23628,A042495,L008639,2012JJ00,,
23629,A042495,L008639,2013JJ00,,
23630,A042495,L008639,2014JJ00,,
23631,A042495,L008639,2015JJ00,,
23632,A042495,L008639,2016JJ00,,
23633,A042495,L008639,2017JJ00,,
23634,A042495,L008663,1917JJ00,,
23635,A042495,L008663,1918JJ00,,
23636,A042495,L008663,1919JJ00,,
23637,A042495,L008663,1920JJ00,,
23638,A042495,L008663,1921JJ00,,
23639,A042495,L008663,1922JJ00,,
23640,A042495,L008663,1923JJ00,,
23641,A042495,L008663,1924JJ00,,
23642,A042495,L008663,1925JJ00,,
23643,A042495,L008663,1926JJ00,,
23644,A042495,L008663,1927JJ00,,
23645,A042495,L008663,1928JJ00,,
23646,A042495,L008663,1929JJ00,,
23647,A042495,L008663,1930JJ00,,
23648,A042495,L008663,1931JJ00,,
23649,A042495,L008663,1932JJ00,,
23650,A042495,L008663,1933JJ00,,
23651,A042495,L008663,1934JJ00,,
23652,A042495,L008663,1935JJ00,,
23653,A042495,L008663,1936JJ00,,
23654,A042495,L008663,1937JJ00,,
23655,A042495,L008663,1938JJ00,,
23656,A042495,L008663,1939JJ00,,
23657,A042495,L008663,1940JJ00,,
23658,A042495,L008663,1941JJ00,,
23659,A042495,L008663,1942JJ00,,
23660,A042495,L008663,1943JJ00,,
23661,A042495,L008663,1944JJ00,,
23662,A042495,L008663,1945JJ00,,
23663,A042495,L008663,1946JJ00,,
23664,A042495,L008663,1947JJ00,,
23665,A042495,L008663,1948JJ00,,
23666,A042495,L008663,1949JJ00,,
23667,A042495,L008663,1950JJ00,,
23668,A042495,L008663,1951JJ00,,
23669,A042495,L008663,1952JJ00,,
23670,A042495,L008663,1953JJ00,,
23671,A042495,L008663,1954JJ00,,
23672,A042495,L008663,1955JJ00,,
23673,A042495,L008663,1956JJ00,,
23674,A042495,L008663,1957JJ00,,
23675,A042495,L008663,1958JJ00,,
23676,A042495,L008663,1959JJ00,,
23677,A042495,L008663,1960JJ00,,
23678,A042495,L008663,1961JJ00,,
23679,A042495,L008663,1962JJ00,,
23680,A042495,L008663,1963JJ00,,
23681,A042495,L008663,1964JJ00,,
23682,A042495,L008663,1965JJ00,,
23683,A042495,L008663,1966JJ00,,
23684,A042495,L008663,1967JJ00,,
23685,A042495,L008663,1968JJ00,,
23686,A042495,L008663,1969JJ00,,
23687,A042495,L008663,1970JJ00,,
23688,A042495,L008663,1971JJ00,,
23689,A042495,L008663,1972JJ00,,
23690,A042495,L008663,1973JJ00,,
23691,A042495,L008663,1974JJ00,,
23692,A042495,L008663,1975JJ00,,
23693,A042495,L008663,1976JJ00,,
23694,A042495,L008663,1977JJ00,,
23695,A042495,L008663,1978JJ00,,
23696,A042495,L008663,1979JJ00,,
23697,A042495,L008663,1980JJ00,,
23698,A042495,L008663,1981JJ00,,
23699,A042495,L008663,1982JJ00,,
23700,A042495,L008663,1983JJ00,,
23701,A042495,L008663,1984JJ00,,
23702,A042495,L008663,1985JJ00,,
23703,A042495,L008663,1986JJ00,,
23704,A042495,L008663,1987JJ00,,
23705,A042495,L008663,1988JJ00,,
23706,A042495,L008663,1989JJ00,,
23707,A042495,L008663,1990JJ00,,
23708,A042495,L008663,1991JJ00,,
23709,A042495,L008663,1992JJ00,,
23710,A042495,L008663,1993JJ00,,
23711,A042495,L008663,1994JJ00,,
23712,A042495,L008663,1995JJ00,,
23713,A042495,L008663,1996JJ00,,
23714,A042495,L008663,1997JJ00,,
23715,A042495,L008663,1998JJ00,,
23716,A042495,L008663,1999JJ00,,
23717,A042495,L008663,2000JJ00,,
23718,A042495,L008663,2001JJ00,,
23719,A042495,L008663,2002JJ00,,
23720,A042495,L008663,2003JJ00,,
23721,A042495,L008663,2004JJ00,,
23722,A042495,L008663,2005JJ00,,
23723,A042495,L008663,2006JJ00,,
23724,A042495,L008663,2007JJ00,,
23725,A042495,L008663,2008JJ00,,
23726,A042495,L008663,2009JJ00,,
23727,A042495,L008663,2010JJ00,,
23728,A042495,L008663,2011JJ00,,
23729,A042495,L008663,2012JJ00,,
23730,A042495,L008663,2013JJ00,,
23731,A042495,L008663,2014JJ00,,
23732,A042495,L008663,2015JJ00,,
23733,A042495,L008663,2016JJ00,,
23734,A042495,L008663,2017JJ00,,
23735,A042495,L008724,1917JJ00,,
23736,A042495,L008724,1918JJ00,,
23737,A042495,L008724,1919JJ00,,
23738,A042495,L008724,1920JJ00,,
23739,A042495,L008724,1921JJ00,,
23740,A042495,L008724,1922JJ00,,
23741,A042495,L008724,1923JJ00,,
23742,A042495,L008724,1924JJ00,,
23743,A042495,L008724,1925JJ00,,
23744,A042495,L008724,1926JJ00,,
23745,A042495,L008724,1927JJ00,,
23746,A042495,L008724,1928JJ00,,
23747,A042495,L008724,1929JJ00,,
23748,A042495,L008724,1930JJ00,,
23749,A042495,L008724,1931JJ00,,
23750,A042495,L008724,1932JJ00,,
23751,A042495,L008724,1933JJ00,,
23752,A042495,L008724,1934JJ00,,
23753,A042495,L008724,1935JJ00,,
23754,A042495,L008724,1936JJ00,,
23755,A042495,L008724,1937JJ00,,
23756,A042495,L008724,1938JJ00,,
23757,A042495,L008724,1939JJ00,,
23758,A042495,L008724,1940JJ00,,
23759,A042495,L008724,1941JJ00,,
23760,A042495,L008724,1942JJ00,,
23761,A042495,L008724,1943JJ00,,
23762,A042495,L008724,1944JJ00,,
23763,A042495,L008724,1945JJ00,,
23764,A042495,L008724,1946JJ00,,
23765,A042495,L008724,1947JJ00,,
23766,A042495,L008724,1948JJ00,,
23767,A042495,L008724,1949JJ00,,
23768,A042495,L008724,1950JJ00,,
23769,A042495,L008724,1951JJ00,,
23770,A042495,L008724,1952JJ00,,
23771,A042495,L008724,1953JJ00,,
23772,A042495,L008724,1954JJ00,,
23773,A042495,L008724,1955JJ00,,
23774,A042495,L008724,1956JJ00,,
23775,A042495,L008724,1957JJ00,,
23776,A042495,L008724,1958JJ00,,
23777,A042495,L008724,1959JJ00,,
23778,A042495,L008724,1960JJ00,,
23779,A042495,L008724,1961JJ00,,
23780,A042495,L008724,1962JJ00,,
23781,A042495,L008724,1963JJ00,,
23782,A042495,L008724,1964JJ00,,
23783,A042495,L008724,1965JJ00,,
23784,A042495,L008724,1966JJ00,,
23785,A042495,L008724,1967JJ00,,
23786,A042495,L008724,1968JJ00,,
23787,A042495,L008724,1969JJ00,,
23788,A042495,L008724,1970JJ00,,
23789,A042495,L008724,1971JJ00,,
23790,A042495,L008724,1972JJ00,,
23791,A042495,L008724,1973JJ00,,
23792,A042495,L008724,1974JJ00,,
23793,A042495,L008724,1975JJ00,,
23794,A042495,L008724,1976JJ00,,
23795,A042495,L008724,1977JJ00,,
23796,A042495,L008724,1978JJ00,,
23797,A042495,L008724,1979JJ00,,
23798,A042495,L008724,1980JJ00,,
23799,A042495,L008724,1981JJ00,,
23800,A042495,L008724,1982JJ00,,
23801,A042495,L008724,1983JJ00,,
23802,A042495,L008724,1984JJ00,,
23803,A042495,L008724,1985JJ00,,
23804,A042495,L008724,1986JJ00,,
23805,A042495,L008724,1987JJ00,,
23806,A042495,L008724,1988JJ00,,
23807,A042495,L008724,1989JJ00,,
23808,A042495,L008724,1990JJ00,,
23809,A042495,L008724,1991JJ00,,
23810,A042495,L008724,1992JJ00,,
23811,A042495,L008724,1993JJ00,,
23812,A042495,L008724,1994JJ00,,
23813,A042495,L008724,1995JJ00,,
23814,A042495,L008724,1996JJ00,,
23815,A042495,L008724,1997JJ00,,
23816,A042495,L008724,1998JJ00,,
23817,A042495,L008724,1999JJ00,,
23818,A042495,L008724,2000JJ00,,
23819,A042495,L008724,2001JJ00,,
23820,A042495,L008724,2002JJ00,,
23821,A042495,L008724,2003JJ00,,
23822,A042495,L008724,2004JJ00,,
23823,A042495,L008724,2005JJ00,,
23824,A042495,L008724,2006JJ00,,
23825,A042495,L008724,2007JJ00,,
23826,A042495,L008724,2008JJ00,,
23827,A042495,L008724,2009JJ00,,
23828,A042495,L008724,2010JJ00,,
23829,A042495,L008724,2011JJ00,,
23830,A042495,L008724,2012JJ00,,
23831,A042495,L008724,2013JJ00,,
23832,A042495,L008724,2014JJ00,,
23833,A042495,L008724,2015JJ00,,
23834,A042495,L008724,2016JJ00,,
23835,A042495,L008724,2017JJ00,,
23836,A042495,L008734,1917JJ00,,
23837,A042495,L008734,1918JJ00,,
23838,A042495,L008734,1919JJ00,,
23839,A042495,L008734,1920JJ00,,
23840,A042495,L008734,1921JJ00,,
23841,A042495,L008734,1922JJ00,,
23842,A042495,L008734,1923JJ00,,
23843,A042495,L008734,1924JJ00,,
23844,A042495,L008734,1925JJ00,,
23845,A042495,L008734,1926JJ00,,
23846,A042495,L008734,1927JJ00,,
23847,A042495,L008734,1928JJ00,,
23848,A042495,L008734,1929JJ00,,
23849,A042495,L008734,1930JJ00,,
23850,A042495,L008734,1931JJ00,,
23851,A042495,L008734,1932JJ00,,
23852,A042495,L008734,1933JJ00,,
23853,A042495,L008734,1934JJ00,,
23854,A042495,L008734,1935JJ00,,
23855,A042495,L008734,1936JJ00,,
23856,A042495,L008734,1937JJ00,,
23857,A042495,L008734,1938JJ00,,
23858,A042495,L008734,1939JJ00,,
23859,A042495,L008734,1940JJ00,,
23860,A042495,L008734,1941JJ00,,
23861,A042495,L008734,1942JJ00,,
23862,A042495,L008734,1943JJ00,,
23863,A042495,L008734,1944JJ00,,
23864,A042495,L008734,1945JJ00,,
23865,A042495,L008734,1946JJ00,,
23866,A042495,L008734,1947JJ00,,
23867,A042495,L008734,1948JJ00,,
23868,A042495,L008734,1949JJ00,,
23869,A042495,L008734,1950JJ00,,
23870,A042495,L008734,1951JJ00,,
23871,A042495,L008734,1952JJ00,,
23872,A042495,L008734,1953JJ00,,
23873,A042495,L008734,1954JJ00,,
23874,A042495,L008734,1955JJ00,,
23875,A042495,L008734,1956JJ00,,
23876,A042495,L008734,1957JJ00,,
23877,A042495,L008734,1958JJ00,,
23878,A042495,L008734,1959JJ00,,
23879,A042495,L008734,1960JJ00,,
23880,A042495,L008734,1961JJ00,,
23881,A042495,L008734,1962JJ00,,
23882,A042495,L008734,1963JJ00,,
23883,A042495,L008734,1964JJ00,,
23884,A042495,L008734,1965JJ00,,
23885,A042495,L008734,1966JJ00,,
23886,A042495,L008734,1967JJ00,,
23887,A042495,L008734,1968JJ00,,
23888,A042495,L008734,1969JJ00,,
23889,A042495,L008734,1970JJ00,,
23890,A042495,L008734,1971JJ00,,
23891,A042495,L008734,1972JJ00,,
23892,A042495,L008734,1973JJ00,,
23893,A042495,L008734,1974JJ00,,
23894,A042495,L008734,1975JJ00,,
23895,A042495,L008734,1976JJ00,,
23896,A042495,L008734,1977JJ00,,
23897,A042495,L008734,1978JJ00,,
23898,A042495,L008734,1979JJ00,,
23899,A042495,L008734,1980JJ00,,
23900,A042495,L008734,1981JJ00,,
23901,A042495,L008734,1982JJ00,,
23902,A042495,L008734,1983JJ00,,
23903,A042495,L008734,1984JJ00,,
23904,A042495,L008734,1985JJ00,,
23905,A042495,L008734,1986JJ00,,
23906,A042495,L008734,1987JJ00,,
23907,A042495,L008734,1988JJ00,,
23908,A042495,L008734,1989JJ00,,
23909,A042495,L008734,1990JJ00,,
23910,A042495,L008734,1991JJ00,,
23911,A042495,L008734,1992JJ00,,
23912,A042495,L008734,1993JJ00,,
23913,A042495,L008734,1994JJ00,,
23914,A042495,L008734,1995JJ00,,
23915,A042495,L008734,1996JJ00,,
23916,A042495,L008734,1997JJ00,,
23917,A042495,L008734,1998JJ00,,
23918,A042495,L008734,1999JJ00,,
23919,A042495,L008734,2000JJ00,,
23920,A042495,L008734,2001JJ00,,
23921,A042495,L008734,2002JJ00,,
23922,A042495,L008734,2003JJ00,,
23923,A042495,L008734,2004JJ00,,
23924,A042495,L008734,2005JJ00,,
23925,A042495,L008734,2006JJ00,,
23926,A042495,L008734,2007JJ00,,
23927,A042495,L008734,2008JJ00,,
23928,A042495,L008734,2009JJ00,,
23929,A042495,L008734,2010JJ00,,
23930,A042495,L008734,2011JJ00,,
23931,A042495,L008734,2012JJ00,,
23932,A042495,L008734,2013JJ00,,
23933,A042495,L008734,2014JJ00,,
23934,A042495,L008734,2015JJ00,,
23935,A042495,L008734,2016JJ00,,
23936,A042495,L008734,2017JJ00,,
23937,A042495,L008776,1917JJ00,,
23938,A042495,L008776,1918JJ00,,
23939,A042495,L008776,1919JJ00,,
23940,A042495,L008776,1920JJ00,,
23941,A042495,L008776,1921JJ00,,
23942,A042495,L008776,1922JJ00,,
23943,A042495,L008776,1923JJ00,,
23944,A042495,L008776,1924JJ00,,
23945,A042495,L008776,1925JJ00,,
23946,A042495,L008776,1926JJ00,,
23947,A042495,L008776,1927JJ00,,
23948,A042495,L008776,1928JJ00,,
23949,A042495,L008776,1929JJ00,,
23950,A042495,L008776,1930JJ00,,
23951,A042495,L008776,1931JJ00,,
23952,A042495,L008776,1932JJ00,,
23953,A042495,L008776,1933JJ00,,
23954,A042495,L008776,1934JJ00,,
23955,A042495,L008776,1935JJ00,,
23956,A042495,L008776,1936JJ00,,
23957,A042495,L008776,1937JJ00,,
23958,A042495,L008776,1938JJ00,,
23959,A042495,L008776,1939JJ00,,
23960,A042495,L008776,1940JJ00,,
23961,A042495,L008776,1941JJ00,,
23962,A042495,L008776,1942JJ00,,
23963,A042495,L008776,1943JJ00,,
23964,A042495,L008776,1944JJ00,,
23965,A042495,L008776,1945JJ00,,
23966,A042495,L008776,1946JJ00,,
23967,A042495,L008776,1947JJ00,,
23968,A042495,L008776,1948JJ00,,
23969,A042495,L008776,1949JJ00,,
23970,A042495,L008776,1950JJ00,,
23971,A042495,L008776,1951JJ00,,
23972,A042495,L008776,1952JJ00,,
23973,A042495,L008776,1953JJ00,,
23974,A042495,L008776,1954JJ00,,
23975,A042495,L008776,1955JJ00,,
23976,A042495,L008776,1956JJ00,,
23977,A042495,L008776,1957JJ00,,
23978,A042495,L008776,1958JJ00,,
23979,A042495,L008776,1959JJ00,,
23980,A042495,L008776,1960JJ00,,
23981,A042495,L008776,1961JJ00,,
23982,A042495,L008776,1962JJ00,,
23983,A042495,L008776,1963JJ00,,
23984,A042495,L008776,1964JJ00,,
23985,A042495,L008776,1965JJ00,,
23986,A042495,L008776,1966JJ00,,
23987,A042495,L008776,1967JJ00,,
23988,A042495,L008776,1968JJ00,,
23989,A042495,L008776,1969JJ00,,
23990,A042495,L008776,1970JJ00,,
23991,A042495,L008776,1971JJ00,,
23992,A042495,L008776,1972JJ00,,
23993,A042495,L008776,1973JJ00,,
23994,A042495,L008776,1974JJ00,,
23995,A042495,L008776,1975JJ00,,
23996,A042495,L008776,1976JJ00,,
23997,A042495,L008776,1977JJ00,,
23998,A042495,L008776,1978JJ00,,
23999,A042495,L008776,1979JJ00,,
24000,A042495,L008776,1980JJ00,,
24001,A042495,L008776,1981JJ00,,
24002,A042495,L008776,1982JJ00,,
24003,A042495,L008776,1983JJ00,,
24004,A042495,L008776,1984JJ00,,
24005,A042495,L008776,1985JJ00,,
24006,A042495,L008776,1986JJ00,,
24007,A042495,L008776,1987JJ00,,
24008,A042495,L008776,1988JJ00,,
24009,A042495,L008776,1989JJ00,,
24010,A042495,L008776,1990JJ00,,
24011,A042495,L008776,1991JJ00,,
24012,A042495,L008776,1992JJ00,,
24013,A042495,L008776,1993JJ00,,
24014,A042495,L008776,1994JJ00,,
24015,A042495,L008776,1995JJ00,,
24016,A042495,L008776,1996JJ00,,
24017,A042495,L008776,1997JJ00,,
24018,A042495,L008776,1998JJ00,,
24019,A042495,L008776,1999JJ00,,
24020,A042495,L008776,2000JJ00,,
24021,A042495,L008776,2001JJ00,,
24022,A042495,L008776,2002JJ00,,
24023,A042495,L008776,2003JJ00,,
24024,A042495,L008776,2004JJ00,,
24025,A042495,L008776,2005JJ00,,
24026,A042495,L008776,2006JJ00,,
24027,A042495,L008776,2007JJ00,,
24028,A042495,L008776,2008JJ00,,
24029,A042495,L008776,2009JJ00,,
24030,A042495,L008776,2010JJ00,,
24031,A042495,L008776,2011JJ00,,
24032,A042495,L008776,2012JJ00,,
24033,A042495,L008776,2013JJ00,,
24034,A042495,L008776,2014JJ00,,
24035,A042495,L008776,2015JJ00,,
24036,A042495,L008776,2016JJ00,,
24037,A042495,L008776,2017JJ00,,
24038,A042495,L008778,1917JJ00,,
24039,A042495,L008778,1918JJ00,,
24040,A042495,L008778,1919JJ00,,
24041,A042495,L008778,1920JJ00,,
24042,A042495,L008778,1921JJ00,,
24043,A042495,L008778,1922JJ00,,
24044,A042495,L008778,1923JJ00,,
24045,A042495,L008778,1924JJ00,,
24046,A042495,L008778,1925JJ00,,
24047,A042495,L008778,1926JJ00,,
24048,A042495,L008778,1927JJ00,,
24049,A042495,L008778,1928JJ00,,
24050,A042495,L008778,1929JJ00,,
24051,A042495,L008778,1930JJ00,,
24052,A042495,L008778,1931JJ00,,
24053,A042495,L008778,1932JJ00,,
24054,A042495,L008778,1933JJ00,,
24055,A042495,L008778,1934JJ00,,
24056,A042495,L008778,1935JJ00,,
24057,A042495,L008778,1936JJ00,,
24058,A042495,L008778,1937JJ00,,
24059,A042495,L008778,1938JJ00,,
24060,A042495,L008778,1939JJ00,,
24061,A042495,L008778,1940JJ00,,
24062,A042495,L008778,1941JJ00,,
24063,A042495,L008778,1942JJ00,,
24064,A042495,L008778,1943JJ00,,
24065,A042495,L008778,1944JJ00,,
24066,A042495,L008778,1945JJ00,,
24067,A042495,L008778,1946JJ00,,
24068,A042495,L008778,1947JJ00,,
24069,A042495,L008778,1948JJ00,,
24070,A042495,L008778,1949JJ00,,
24071,A042495,L008778,1950JJ00,,
24072,A042495,L008778,1951JJ00,,
24073,A042495,L008778,1952JJ00,,
24074,A042495,L008778,1953JJ00,,
24075,A042495,L008778,1954JJ00,,
24076,A042495,L008778,1955JJ00,,
24077,A042495,L008778,1956JJ00,,
24078,A042495,L008778,1957JJ00,,
24079,A042495,L008778,1958JJ00,,
24080,A042495,L008778,1959JJ00,,
24081,A042495,L008778,1960JJ00,,
24082,A042495,L008778,1961JJ00,,
24083,A042495,L008778,1962JJ00,,
24084,A042495,L008778,1963JJ00,,
24085,A042495,L008778,1964JJ00,,
24086,A042495,L008778,1965JJ00,,
24087,A042495,L008778,1966JJ00,,
24088,A042495,L008778,1967JJ00,,
24089,A042495,L008778,1968JJ00,,
24090,A042495,L008778,1969JJ00,,
24091,A042495,L008778,1970JJ00,,
24092,A042495,L008778,1971JJ00,,
24093,A042495,L008778,1972JJ00,,
24094,A042495,L008778,1973JJ00,,
24095,A042495,L008778,1974JJ00,,
24096,A042495,L008778,1975JJ00,,
24097,A042495,L008778,1976JJ00,,
24098,A042495,L008778,1977JJ00,,
24099,A042495,L008778,1978JJ00,,
24100,A042495,L008778,1979JJ00,,
24101,A042495,L008778,1980JJ00,,
24102,A042495,L008778,1981JJ00,,
24103,A042495,L008778,1982JJ00,,
24104,A042495,L008778,1983JJ00,,
24105,A042495,L008778,1984JJ00,,
24106,A042495,L008778,1985JJ00,,
24107,A042495,L008778,1986JJ00,,
24108,A042495,L008778,1987JJ00,,
24109,A042495,L008778,1988JJ00,,
24110,A042495,L008778,1989JJ00,,
24111,A042495,L008778,1990JJ00,,
24112,A042495,L008778,1991JJ00,,
24113,A042495,L008778,1992JJ00,,
24114,A042495,L008778,1993JJ00,,
24115,A042495,L008778,1994JJ00,,
24116,A042495,L008778,1995JJ00,,
24117,A042495,L008778,1996JJ00,,
24118,A042495,L008778,1997JJ00,,
24119,A042495,L008778,1998JJ00,,
24120,A042495,L008778,1999JJ00,,
24121,A042495,L008778,2000JJ00,,
24122,A042495,L008778,2001JJ00,,
24123,A042495,L008778,2002JJ00,,
24124,A042495,L008778,2003JJ00,,
24125,A042495,L008778,2004JJ00,,
24126,A042495,L008778,2005JJ00,,
24127,A042495,L008778,2006JJ00,,
24128,A042495,L008778,2007JJ00,,
24129,A042495,L008778,2008JJ00,,
24130,A042495,L008778,2009JJ00,,
24131,A042495,L008778,2010JJ00,,
24132,A042495,L008778,2011JJ00,,
24133,A042495,L008778,2012JJ00,,
24134,A042495,L008778,2013JJ00,,
24135,A042495,L008778,2014JJ00,,
24136,A042495,L008778,2015JJ00,,
24137,A042495,L008778,2016JJ00,,
24138,A042495,L008778,2017JJ00,,
24139,A042495,L999998,1917JJ00,,
24140,A042495,L999998,1918JJ00,,
24141,A042495,L999998,1919JJ00,,
24142,A042495,L999998,1920JJ00,,
24143,A042495,L999998,1921JJ00,,
24144,A042495,L999998,1922JJ00,,
24145,A042495,L999998,1923JJ00,,
24146,A042495,L999998,1924JJ00,,
24147,A042495,L999998,1925JJ00,,
24148,A042495,L999998,1926JJ00,,
24149,A042495,L999998,1927JJ00,,
24150,A042495,L999998,1928JJ00,,
24151,A042495,L999998,1929JJ00,,
24152,A042495,L999998,1930JJ00,,
24153,A042495,L999998,1931JJ00,,
24154,A042495,L999998,1932JJ00,,
24155,A042495,L999998,1933JJ00,,
24156,A042495,L999998,1934JJ00,,
24157,A042495,L999998,1935JJ00,,
24158,A042495,L999998,1936JJ00,,
24159,A042495,L999998,1937JJ00,,
24160,A042495,L999998,1938JJ00,,
24161,A042495,L999998,1939JJ00,,
24162,A042495,L999998,1940JJ00,,
24163,A042495,L999998,1941JJ00,,
24164,A042495,L999998,1942JJ00,,
24165,A042495,L999998,1943JJ00,,
24166,A042495,L999998,1944JJ00,,
24167,A042495,L999998,1945JJ00,,
24168,A042495,L999998,1946JJ00,,
24169,A042495,L999998,1947JJ00,,
24170,A042495,L999998,1948JJ00,,
24171,A042495,L999998,1949JJ00,,
24172,A042495,L999998,1950JJ00,,
24173,A042495,L999998,1951JJ00,,
24174,A042495,L999998,1952JJ00,,
24175,A042495,L999998,1953JJ00,,
24176,A042495,L999998,1954JJ00,,
24177,A042495,L999998,1955JJ00,,
24178,A042495,L999998,1956JJ00,,
24179,A042495,L999998,1957JJ00,,
24180,A042495,L999998,1958JJ00,,
24181,A042495,L999998,1959JJ00,,
24182,A042495,L999998,1960JJ00,,
24183,A042495,L999998,1961JJ00,,
24184,A042495,L999998,1962JJ00,,
24185,A042495,L999998,1963JJ00,,
24186,A042495,L999998,1964JJ00,,
24187,A042495,L999998,1965JJ00,,
24188,A042495,L999998,1966JJ00,,
24189,A042495,L999998,1967JJ00,,
24190,A042495,L999998,1968JJ00,,
24191,A042495,L999998,1969JJ00,,
24192,A042495,L999998,1970JJ00,,
24193,A042495,L999998,1971JJ00,,
24194,A042495,L999998,1972JJ00,,
24195,A042495,L999998,1973JJ00,,
24196,A042495,L999998,1974JJ00,,
24197,A042495,L999998,1975JJ00,,
24198,A042495,L999998,1976JJ00,,
24199,A042495,L999998,1977JJ00,,
24200,A042495,L999998,1978JJ00,,
24201,A042495,L999998,1979JJ00,,
24202,A042495,L999998,1980JJ00,,
24203,A042495,L999998,1981JJ00,,
24204,A042495,L999998,1982JJ00,,
24205,A042495,L999998,1983JJ00,,
24206,A042495,L999998,1984JJ00,,
24207,A042495,L999998,1985JJ00,,
24208,A042495,L999998,1986JJ00,,
24209,A042495,L999998,1987JJ00,,
24210,A042495,L999998,1988JJ00,,
24211,A042495,L999998,1989JJ00,,
24212,A042495,L999998,1990JJ00,,
24213,A042495,L999998,1991JJ00,,
24214,A042495,L999998,1992JJ00,,
24215,A042495,L999998,1993JJ00,,
24216,A042495,L999998,1994JJ00,,
24217,A042495,L999998,1995JJ00,,
24218,A042495,L999998,1996JJ00,,
24219,A042495,L999998,1997JJ00,,
24220,A042495,L999998,1998JJ00,,
24221,A042495,L999998,1999JJ00,,
24222,A042495,L999998,2000JJ00,,
24223,A042495,L999998,2001JJ00,,
24224,A042495,L999998,2002JJ00,,
24225,A042495,L999998,2003JJ00,,
24226,A042495,L999998,2004JJ00,,
24227,A042495,L999998,2005JJ00,,
24228,A042495,L999998,2006JJ00,,
24229,A042495,L999998,2007JJ00,,
24230,A042495,L999998,2008JJ00,,
24231,A042495,L999998,2009JJ00,,
24232,A042495,L999998,2010JJ00,,
24233,A042495,L999998,2011JJ00,,
24234,A042495,L999998,2012JJ00,,
24235,A042495,L999998,2013JJ00,,
24236,A042495,L999998,2014JJ00,,
24237,A042495,L999998,2015JJ00,,
24238,A042495,L999998,2016JJ00,,
24239,A042495,L999998,2017JJ00,,
24240,A042496,T001047,1917JJ00,,
24241,A042496,T001047,1918JJ00,,
24242,A042496,T001047,1919JJ00,,
24243,A042496,T001047,1920JJ00,346.0,143.0
24244,A042496,T001047,1921JJ00,,
24245,A042496,T001047,1922JJ00,,
24246,A042496,T001047,1923JJ00,,
24247,A042496,T001047,1924JJ00,,
24248,A042496,T001047,1925JJ00,280.0,123.0
24249,A042496,T001047,1926JJ00,,
24250,A042496,T001047,1927JJ00,,
24251,A042496,T001047,1928JJ00,,
24252,A042496,T001047,1929JJ00,,
24253,A042496,T001047,1930JJ00,250.0,117.0
24254,A042496,T001047,1931JJ00,,
24255,A042496,T001047,1932JJ00,,
24256,A042496,T001047,1933JJ00,,
24257,A042496,T001047,1934JJ00,,
24258,A042496,T001047,1935JJ00,101.0,55.0
24259,A042496,T001047,1936JJ00,121.0,59.0
24260,A042496,T001047,1937JJ00,195.0,88.0
24261,A042496,T001047,1938JJ00,160.0,70.0
24262,A042496,T001047,1939JJ00,158.0,64.0
24263,A042496,T001047,1940JJ00,82.0,48.0
24264,A042496,T001047,1941JJ00,47.0,32.0
24265,A042496,T001047,1942JJ00,35.0,41.0
24266,A042496,T001047,1943JJ00,34.0,45.0
24267,A042496,T001047,1944JJ00,,
24268,A042496,T001047,1945JJ00,,
24269,A042496,T001047,1946JJ00,175.0,69.0
24270,A042496,T001047,1947JJ00,432.0,108.0
24271,A042496,T001047,1948JJ00,519.0,129.0
24272,A042496,T001047,1949JJ00,575.0,172.0
24273,A042496,T001047,1950JJ00,839.0,239.0
