ID,BronTechniek,Energietoepassingen,Perioden,BrutoEindverbruik_1,BrutoEindverbruikRelatief_2,VermedenVerbruik_3,VermedenVerbruikRelatief_4,VermedenEmissie_5,VermedenEmissieRelatief_6
1531,E006595 ,E007028 ,1991JJ00,,,,,,
1532,E006595 ,E007028 ,1992JJ00,,,,,,
1533,E006595 ,E007028 ,1993JJ00,,,,,,
1534,E006595 ,E007028 ,1994JJ00,,,,,,
1535,E006595 ,E007028 ,1995JJ00,,,,,,
1536,E006595 ,E007028 ,1996JJ00,,,,,,
1537,E006595 ,E007028 ,1997JJ00,,,,,,
1538,E006595 ,E007028 ,1998JJ00,,,,,,
1539,E006595 ,E007028 ,1999JJ00,,,,,,
1540,E006595 ,E007028 ,2000JJ00,,,,,,
1541,E006595 ,E007028 ,2001JJ00,,,,,,
1542,E006595 ,E007028 ,2002JJ00,,,,,,
1543,E006595 ,E007028 ,2003JJ00,,,,,,
1544,E006595 ,E007028 ,2004JJ00,,,,,,
1545,E006595 ,E007028 ,2005JJ00,,,,,,
1546,E006595 ,E007028 ,2006JJ00,,,,,,
1547,E006595 ,E007028 ,2007JJ00,,,,,,
1548,E006595 ,E007028 ,2008JJ00,,,,,,
1549,E006595 ,E007028 ,2009JJ00,,,,,,
1550,E006595 ,E007028 ,2010JJ00,,,,,,
1551,E006595 ,E007028 ,2011JJ00,,,,,,
1552,E006595 ,E007028 ,2012JJ00,,,,,,
1553,E006595 ,E007028 ,2013JJ00,,,,,,
1554,E006595 ,E007028 ,2014JJ00,,,,,,
1555,E006595 ,E007028 ,2015JJ00,,,,,,
1556,E006595 ,E007028 ,2016JJ00,,,,,,
1557,E006595 ,E007028 ,2017JJ00,,,,,,
1558,E006595 ,E007028 ,2018JJ00,,,,,,
1559,E006595 ,E007028 ,2019JJ00,,,,,,
1560,E006596 ,E007022 ,1990JJ00,,,4.0,0.0,0.0,0.0
1561,E006596 ,E007022 ,1991JJ00,,,5.0,0.0,0.0,0.0
1562,E006596 ,E007022 ,1992JJ00,,,9.0,0.0,1.0,0.0
1563,E006596 ,E007022 ,1993JJ00,,,14.0,0.0,1.0,0.0
1564,E006596 ,E007022 ,1994JJ00,28.0,0.0,40.0,0.0,2.0,0.0
1565,E006596 ,E007022 ,1995JJ00,31.0,0.0,56.0,0.0,3.0,0.0
1566,E006596 ,E007022 ,1996JJ00,36.0,0.0,79.0,0.0,5.0,0.0
1567,E006596 ,E007022 ,1997JJ00,56.0,0.0,118.0,0.0,7.0,0.0
1568,E006596 ,E007022 ,1998JJ00,90.0,0.0,174.0,0.01,10.0,0.01
1569,E006596 ,E007022 ,1999JJ00,117.0,0.01,229.0,0.01,13.0,0.01
1570,E006596 ,E007022 ,2000JJ00,156.0,0.01,286.0,0.01,17.0,0.01
1571,E006596 ,E007022 ,2001JJ00,187.0,0.01,354.0,0.01,21.0,0.01
1572,E006596 ,E007022 ,2002JJ00,244.0,0.01,453.0,0.01,26.0,0.01
1573,E006596 ,E007022 ,2003JJ00,311.0,0.01,549.0,0.02,32.0,0.02
1574,E006596 ,E007022 ,2004JJ00,452.0,0.02,670.0,0.02,37.0,0.02
1575,E006596 ,E007022 ,2005JJ00,628.0,0.03,848.0,0.03,46.0,0.03
1576,E006596 ,E007022 ,2006JJ00,840.0,0.04,1085.0,0.03,58.0,0.03
1577,E006596 ,E007022 ,2007JJ00,1141.0,0.05,1305.0,0.04,68.0,0.04
1578,E006596 ,E007022 ,2008JJ00,1488.0,0.07,1616.0,0.05,84.0,0.05
1579,E006596 ,E007022 ,2009JJ00,1841.0,0.08,1969.0,0.06,102.0,0.06
1580,E006596 ,E007022 ,2010JJ00,2183.0,0.09,2383.0,0.07,125.0,0.07
1581,E006596 ,E007022 ,2011JJ00,2538.0,0.12,2618.0,0.08,136.0,0.08
1582,E006596 ,E007022 ,2012JJ00,2852.0,0.13,2841.0,0.09,141.0,0.08
1583,E006596 ,E007022 ,2013JJ00,3147.0,0.14,3097.0,0.1,149.0,0.09
1584,E006596 ,E007022 ,2014JJ00,3404.0,0.17,3149.0,0.1,147.0,0.09
1585,E006596 ,E007022 ,2015JJ00,3634.0,0.18,3243.0,0.1,135.0,0.08
1586,E006596 ,E007022 ,2016JJ00,3855.0,0.18,3601.0,0.11,170.0,0.1
1587,E006596 ,E007022 ,2017JJ00,4081.0,0.19,3956.0,0.12,193.0,0.12
1588,E006596 ,E007022 ,2018JJ00,4383.0,0.21,4173.0,0.13,208.0,0.13
1589,E006596 ,E007022 ,2019JJ00,4714.0,0.23,4396.0,0.14,217.0,0.14
1590,E006596 ,E006607 ,1990JJ00,,,,,,
1591,E006596 ,E006607 ,1991JJ00,,,,,,
1592,E006596 ,E006607 ,1992JJ00,,,,,,
1593,E006596 ,E006607 ,1993JJ00,,,,,,
1594,E006596 ,E006607 ,1994JJ00,,,,,,
1595,E006596 ,E006607 ,1995JJ00,,,,,,
1596,E006596 ,E006607 ,1996JJ00,,,,,,
1597,E006596 ,E006607 ,1997JJ00,,,,,,
1598,E006596 ,E006607 ,1998JJ00,,,,,,
1599,E006596 ,E006607 ,1999JJ00,,,,,,
1600,E006596 ,E006607 ,2000JJ00,,,,,,
1601,E006596 ,E006607 ,2001JJ00,,,,,,
1602,E006596 ,E006607 ,2002JJ00,,,,,,
1603,E006596 ,E006607 ,2003JJ00,,,,,,
1604,E006596 ,E006607 ,2004JJ00,,,,,,
1605,E006596 ,E006607 ,2005JJ00,,,,,,
1606,E006596 ,E006607 ,2006JJ00,,,,,,
1607,E006596 ,E006607 ,2007JJ00,,,,,,
1608,E006596 ,E006607 ,2008JJ00,,,,,,
1609,E006596 ,E006607 ,2009JJ00,,,,,,
1610,E006596 ,E006607 ,2010JJ00,,,,,,
1611,E006596 ,E006607 ,2011JJ00,,,,,,
1612,E006596 ,E006607 ,2012JJ00,,,,,,
1613,E006596 ,E006607 ,2013JJ00,,,,,,
1614,E006596 ,E006607 ,2014JJ00,,,,,,
1615,E006596 ,E006607 ,2015JJ00,,,,,,
1616,E006596 ,E006607 ,2016JJ00,,,,,,
1617,E006596 ,E006607 ,2017JJ00,,,,,,
1618,E006596 ,E006607 ,2018JJ00,,,,,,
1619,E006596 ,E006607 ,2019JJ00,,,,,,
1620,E006596 ,E006608 ,1990JJ00,,,4.0,0.0,0.0,0.0
1621,E006596 ,E006608 ,1991JJ00,,,5.0,0.0,0.0,0.0
1622,E006596 ,E006608 ,1992JJ00,,,9.0,0.0,1.0,0.0
1623,E006596 ,E006608 ,1993JJ00,,,14.0,0.0,1.0,0.0
1624,E006596 ,E006608 ,1994JJ00,28.0,0.0,40.0,0.0,2.0,0.0
1625,E006596 ,E006608 ,1995JJ00,31.0,0.0,56.0,0.0,3.0,0.0
1626,E006596 ,E006608 ,1996JJ00,36.0,0.0,79.0,0.0,5.0,0.0
1627,E006596 ,E006608 ,1997JJ00,56.0,0.0,118.0,0.0,7.0,0.0
1628,E006596 ,E006608 ,1998JJ00,90.0,0.0,174.0,0.01,10.0,0.01
1629,E006596 ,E006608 ,1999JJ00,117.0,0.01,229.0,0.01,13.0,0.01
1630,E006596 ,E006608 ,2000JJ00,156.0,0.01,286.0,0.01,17.0,0.01
1631,E006596 ,E006608 ,2001JJ00,187.0,0.01,354.0,0.01,21.0,0.01
1632,E006596 ,E006608 ,2002JJ00,244.0,0.01,453.0,0.01,26.0,0.01
1633,E006596 ,E006608 ,2003JJ00,311.0,0.01,549.0,0.02,32.0,0.02
1634,E006596 ,E006608 ,2004JJ00,452.0,0.02,670.0,0.02,37.0,0.02
1635,E006596 ,E006608 ,2005JJ00,628.0,0.03,848.0,0.03,46.0,0.03
1636,E006596 ,E006608 ,2006JJ00,840.0,0.04,1085.0,0.03,58.0,0.03
1637,E006596 ,E006608 ,2007JJ00,1141.0,0.05,1305.0,0.04,68.0,0.04
1638,E006596 ,E006608 ,2008JJ00,1488.0,0.07,1616.0,0.05,84.0,0.05
1639,E006596 ,E006608 ,2009JJ00,1841.0,0.08,1969.0,0.06,102.0,0.06
1640,E006596 ,E006608 ,2010JJ00,2183.0,0.09,2383.0,0.07,125.0,0.07
1641,E006596 ,E006608 ,2011JJ00,2538.0,0.12,2618.0,0.08,136.0,0.08
1642,E006596 ,E006608 ,2012JJ00,2852.0,0.13,2841.0,0.09,141.0,0.08
1643,E006596 ,E006608 ,2013JJ00,3147.0,0.14,3097.0,0.1,149.0,0.09
1644,E006596 ,E006608 ,2014JJ00,3404.0,0.17,3149.0,0.1,147.0,0.09
1645,E006596 ,E006608 ,2015JJ00,3634.0,0.18,3243.0,0.1,135.0,0.08
1646,E006596 ,E006608 ,2016JJ00,3855.0,0.18,3601.0,0.11,170.0,0.1
1647,E006596 ,E006608 ,2017JJ00,4081.0,0.19,3956.0,0.12,193.0,0.12
1648,E006596 ,E006608 ,2018JJ00,4383.0,0.21,4173.0,0.13,208.0,0.13
1649,E006596 ,E006608 ,2019JJ00,4714.0,0.23,4396.0,0.14,217.0,0.14
1650,E006596 ,E007028 ,1990JJ00,,,,,,
1651,E006596 ,E007028 ,1991JJ00,,,,,,
1652,E006596 ,E007028 ,1992JJ00,,,,,,
1653,E006596 ,E007028 ,1993JJ00,,,,,,
1654,E006596 ,E007028 ,1994JJ00,,,,,,
1655,E006596 ,E007028 ,1995JJ00,,,,,,
1656,E006596 ,E007028 ,1996JJ00,,,,,,
1657,E006596 ,E007028 ,1997JJ00,,,,,,
1658,E006596 ,E007028 ,1998JJ00,,,,,,
1659,E006596 ,E007028 ,1999JJ00,,,,,,
1660,E006596 ,E007028 ,2000JJ00,,,,,,
1661,E006596 ,E007028 ,2001JJ00,,,,,,
1662,E006596 ,E007028 ,2002JJ00,,,,,,
1663,E006596 ,E007028 ,2003JJ00,,,,,,
1664,E006596 ,E007028 ,2004JJ00,,,,,,
1665,E006596 ,E007028 ,2005JJ00,,,,,,
1666,E006596 ,E007028 ,2006JJ00,,,,,,
1667,E006596 ,E007028 ,2007JJ00,,,,,,
1668,E006596 ,E007028 ,2008JJ00,,,,,,
1669,E006596 ,E007028 ,2009JJ00,,,,,,
1670,E006596 ,E007028 ,2010JJ00,,,,,,
1671,E006596 ,E007028 ,2011JJ00,,,,,,
1672,E006596 ,E007028 ,2012JJ00,,,,,,
1673,E006596 ,E007028 ,2013JJ00,,,,,,
1674,E006596 ,E007028 ,2014JJ00,,,,,,
1675,E006596 ,E007028 ,2015JJ00,,,,,,
1676,E006596 ,E007028 ,2016JJ00,,,,,,
1677,E006596 ,E007028 ,2017JJ00,,,,,,
1678,E006596 ,E007028 ,2018JJ00,,,,,,
1679,E006596 ,E007028 ,2019JJ00,,,,,,
1680,E006651 ,E007022 ,1990JJ00,,,,,,
1681,E006651 ,E007022 ,1991JJ00,,,1.0,0.0,0.0,0.0
1682,E006651 ,E007022 ,1992JJ00,,,2.0,0.0,0.0,0.0
1683,E006651 ,E007022 ,1993JJ00,,,4.0,0.0,0.0,0.0
1684,E006651 ,E007022 ,1994JJ00,28.0,0.0,27.0,0.0,1.0,0.0
1685,E006651 ,E007022 ,1995JJ00,31.0,0.0,31.0,0.0,2.0,0.0
1686,E006651 ,E007022 ,1996JJ00,36.0,0.0,38.0,0.0,2.0,0.0
1687,E006651 ,E007022 ,1997JJ00,56.0,0.0,55.0,0.0,3.0,0.0
1688,E006651 ,E007022 ,1998JJ00,90.0,0.0,82.0,0.0,4.0,0.0
1689,E006651 ,E007022 ,1999JJ00,117.0,0.01,105.0,0.0,5.0,0.0
1690,E006651 ,E007022 ,2000JJ00,156.0,0.01,133.0,0.0,6.0,0.0
1691,E006651 ,E007022 ,2001JJ00,187.0,0.01,159.0,0.0,7.0,0.0
1692,E006651 ,E007022 ,2002JJ00,244.0,0.01,199.0,0.01,8.0,0.0
1693,E006651 ,E007022 ,2003JJ00,311.0,0.01,245.0,0.01,10.0,0.01
1694,E006651 ,E007022 ,2004JJ00,452.0,0.02,331.0,0.01,14.0,0.01
1695,E006651 ,E007022 ,2005JJ00,628.0,0.03,443.0,0.01,18.0,0.01
1696,E006651 ,E007022 ,2006JJ00,840.0,0.04,588.0,0.02,24.0,0.01
1697,E006651 ,E007022 ,2007JJ00,1141.0,0.05,777.0,0.02,32.0,0.02
1698,E006651 ,E007022 ,2008JJ00,1488.0,0.07,987.0,0.03,40.0,0.02
1699,E006651 ,E007022 ,2009JJ00,1841.0,0.08,1236.0,0.04,52.0,0.03
1700,E006651 ,E007022 ,2010JJ00,2183.0,0.09,1507.0,0.04,66.0,0.04
1701,E006651 ,E007022 ,2011JJ00,2538.0,0.12,1747.0,0.05,77.0,0.05
1702,E006651 ,E007022 ,2012JJ00,2852.0,0.13,1873.0,0.06,72.0,0.04
1703,E006651 ,E007022 ,2013JJ00,3147.0,0.14,2086.0,0.07,74.0,0.04
1704,E006651 ,E007022 ,2014JJ00,3404.0,0.17,2169.0,0.07,74.0,0.05
1705,E006651 ,E007022 ,2015JJ00,3634.0,0.18,2293.0,0.07,66.0,0.04
1706,E006651 ,E007022 ,2016JJ00,3855.0,0.18,2547.0,0.08,88.0,0.05
1707,E006651 ,E007022 ,2017JJ00,4081.0,0.19,2814.0,0.09,108.0,0.07
1708,E006651 ,E007022 ,2018JJ00,4383.0,0.21,3072.0,0.1,128.0,0.08
1709,E006651 ,E007022 ,2019JJ00,4714.0,0.23,3294.0,0.11,137.0,0.09
1710,E006651 ,E006607 ,1990JJ00,,,,,,
1711,E006651 ,E006607 ,1991JJ00,,,,,,
1712,E006651 ,E006607 ,1992JJ00,,,,,,
1713,E006651 ,E006607 ,1993JJ00,,,,,,
1714,E006651 ,E006607 ,1994JJ00,,,,,,
1715,E006651 ,E006607 ,1995JJ00,,,,,,
1716,E006651 ,E006607 ,1996JJ00,,,,,,
1717,E006651 ,E006607 ,1997JJ00,,,,,,
1718,E006651 ,E006607 ,1998JJ00,,,,,,
1719,E006651 ,E006607 ,1999JJ00,,,,,,
1720,E006651 ,E006607 ,2000JJ00,,,,,,
1721,E006651 ,E006607 ,2001JJ00,,,,,,
1722,E006651 ,E006607 ,2002JJ00,,,,,,
1723,E006651 ,E006607 ,2003JJ00,,,,,,
1724,E006651 ,E006607 ,2004JJ00,,,,,,
1725,E006651 ,E006607 ,2005JJ00,,,,,,
1726,E006651 ,E006607 ,2006JJ00,,,,,,
1727,E006651 ,E006607 ,2007JJ00,,,,,,
1728,E006651 ,E006607 ,2008JJ00,,,,,,
1729,E006651 ,E006607 ,2009JJ00,,,,,,
1730,E006651 ,E006607 ,2010JJ00,,,,,,
1731,E006651 ,E006607 ,2011JJ00,,,,,,
1732,E006651 ,E006607 ,2012JJ00,,,,,,
1733,E006651 ,E006607 ,2013JJ00,,,,,,
1734,E006651 ,E006607 ,2014JJ00,,,,,,
1735,E006651 ,E006607 ,2015JJ00,,,,,,
1736,E006651 ,E006607 ,2016JJ00,,,,,,
1737,E006651 ,E006607 ,2017JJ00,,,,,,
1738,E006651 ,E006607 ,2018JJ00,,,,,,
1739,E006651 ,E006607 ,2019JJ00,,,,,,
1740,E006651 ,E006608 ,1990JJ00,,,,,,
1741,E006651 ,E006608 ,1991JJ00,,,1.0,0.0,0.0,0.0
1742,E006651 ,E006608 ,1992JJ00,,,2.0,0.0,0.0,0.0
1743,E006651 ,E006608 ,1993JJ00,,,4.0,0.0,0.0,0.0
1744,E006651 ,E006608 ,1994JJ00,28.0,0.0,27.0,0.0,1.0,0.0
1745,E006651 ,E006608 ,1995JJ00,31.0,0.0,31.0,0.0,2.0,0.0
1746,E006651 ,E006608 ,1996JJ00,36.0,0.0,38.0,0.0,2.0,0.0
1747,E006651 ,E006608 ,1997JJ00,56.0,0.0,55.0,0.0,3.0,0.0
1748,E006651 ,E006608 ,1998JJ00,90.0,0.0,82.0,0.0,4.0,0.0
1749,E006651 ,E006608 ,1999JJ00,117.0,0.01,105.0,0.0,5.0,0.0
1750,E006651 ,E006608 ,2000JJ00,156.0,0.01,133.0,0.0,6.0,0.0
1751,E006651 ,E006608 ,2001JJ00,187.0,0.01,159.0,0.0,7.0,0.0
1752,E006651 ,E006608 ,2002JJ00,244.0,0.01,199.0,0.01,8.0,0.0
1753,E006651 ,E006608 ,2003JJ00,311.0,0.01,245.0,0.01,10.0,0.01
1754,E006651 ,E006608 ,2004JJ00,452.0,0.02,331.0,0.01,14.0,0.01
1755,E006651 ,E006608 ,2005JJ00,628.0,0.03,443.0,0.01,18.0,0.01
1756,E006651 ,E006608 ,2006JJ00,840.0,0.04,588.0,0.02,24.0,0.01
1757,E006651 ,E006608 ,2007JJ00,1141.0,0.05,777.0,0.02,32.0,0.02
1758,E006651 ,E006608 ,2008JJ00,1488.0,0.07,987.0,0.03,40.0,0.02
1759,E006651 ,E006608 ,2009JJ00,1841.0,0.08,1236.0,0.04,52.0,0.03
1760,E006651 ,E006608 ,2010JJ00,2183.0,0.09,1507.0,0.04,66.0,0.04
1761,E006651 ,E006608 ,2011JJ00,2538.0,0.12,1747.0,0.05,77.0,0.05
1762,E006651 ,E006608 ,2012JJ00,2852.0,0.13,1873.0,0.06,72.0,0.04
1763,E006651 ,E006608 ,2013JJ00,3147.0,0.14,2086.0,0.07,74.0,0.04
1764,E006651 ,E006608 ,2014JJ00,3404.0,0.17,2169.0,0.07,74.0,0.05
1765,E006651 ,E006608 ,2015JJ00,3634.0,0.18,2293.0,0.07,66.0,0.04
1766,E006651 ,E006608 ,2016JJ00,3855.0,0.18,2547.0,0.08,88.0,0.05
1767,E006651 ,E006608 ,2017JJ00,4081.0,0.19,2814.0,0.09,108.0,0.07
1768,E006651 ,E006608 ,2018JJ00,4383.0,0.21,3072.0,0.1,128.0,0.08
1769,E006651 ,E006608 ,2019JJ00,4714.0,0.23,3294.0,0.11,137.0,0.09
1770,E006651 ,E007028 ,1990JJ00,,,,,,
1771,E006651 ,E007028 ,1991JJ00,,,,,,
1772,E006651 ,E007028 ,1992JJ00,,,,,,
1773,E006651 ,E007028 ,1993JJ00,,,,,,
1774,E006651 ,E007028 ,1994JJ00,,,,,,
1775,E006651 ,E007028 ,1995JJ00,,,,,,
1776,E006651 ,E007028 ,1996JJ00,,,,,,
1777,E006651 ,E007028 ,1997JJ00,,,,,,
1778,E006651 ,E007028 ,1998JJ00,,,,,,
1779,E006651 ,E007028 ,1999JJ00,,,,,,
1780,E006651 ,E007028 ,2000JJ00,,,,,,
1781,E006651 ,E007028 ,2001JJ00,,,,,,
1782,E006651 ,E007028 ,2002JJ00,,,,,,
1783,E006651 ,E007028 ,2003JJ00,,,,,,
1784,E006651 ,E007028 ,2004JJ00,,,,,,
1785,E006651 ,E007028 ,2005JJ00,,,,,,
1786,E006651 ,E007028 ,2006JJ00,,,,,,
1787,E006651 ,E007028 ,2007JJ00,,,,,,
1788,E006651 ,E007028 ,2008JJ00,,,,,,
1789,E006651 ,E007028 ,2009JJ00,,,,,,
1790,E006651 ,E007028 ,2010JJ00,,,,,,
1791,E006651 ,E007028 ,2011JJ00,,,,,,
1792,E006651 ,E007028 ,2012JJ00,,,,,,
1793,E006651 ,E007028 ,2013JJ00,,,,,,
1794,E006651 ,E007028 ,2014JJ00,,,,,,
1795,E006651 ,E007028 ,2015JJ00,,,,,,
1796,E006651 ,E007028 ,2016JJ00,,,,,,
1797,E006651 ,E007028 ,2017JJ00,,,,,,
1798,E006651 ,E007028 ,2018JJ00,,,,,,
1799,E006651 ,E007028 ,2019JJ00,,,,,,
1800,E006597 ,E007022 ,1990JJ00,,,,,,
1801,E006597 ,E007022 ,1991JJ00,,,,,,
1802,E006597 ,E007022 ,1992JJ00,,,,,,
1803,E006597 ,E007022 ,1993JJ00,,,,,,
1804,E006597 ,E007022 ,1994JJ00,28.0,0.0,23.0,0.0,1.0,0.0
1805,E006597 ,E007022 ,1995JJ00,31.0,0.0,24.0,0.0,1.0,0.0
1806,E006597 ,E007022 ,1996JJ00,36.0,0.0,27.0,0.0,1.0,0.0
1807,E006597 ,E007022 ,1997JJ00,56.0,0.0,39.0,0.0,2.0,0.0
1808,E006597 ,E007022 ,1998JJ00,90.0,0.0,58.0,0.0,2.0,0.0
1809,E006597 ,E007022 ,1999JJ00,117.0,0.01,72.0,0.0,3.0,0.0
1810,E006597 ,E007022 ,2000JJ00,156.0,0.01,91.0,0.0,3.0,0.0
1811,E006597 ,E007022 ,2001JJ00,187.0,0.01,105.0,0.0,4.0,0.0
1812,E006597 ,E007022 ,2002JJ00,244.0,0.01,135.0,0.0,5.0,0.0
1813,E006597 ,E007022 ,2003JJ00,311.0,0.01,170.0,0.01,6.0,0.0
1814,E006597 ,E007022 ,2004JJ00,452.0,0.02,247.0,0.01,9.0,0.0
1815,E006597 ,E007022 ,2005JJ00,628.0,0.03,339.0,0.01,13.0,0.01
1816,E006597 ,E007022 ,2006JJ00,840.0,0.04,460.0,0.01,16.0,0.01
1817,E006597 ,E007022 ,2007JJ00,1141.0,0.05,644.0,0.02,24.0,0.01
1818,E006597 ,E007022 ,2008JJ00,1488.0,0.07,830.0,0.03,31.0,0.02
1819,E006597 ,E007022 ,2009JJ00,1841.0,0.08,1064.0,0.03,42.0,0.02
1820,E006597 ,E007022 ,2010JJ00,2183.0,0.09,1312.0,0.04,55.0,0.03
1821,E006597 ,E007022 ,2011JJ00,2538.0,0.12,1582.0,0.05,67.0,0.04
1822,E006597 ,E007022 ,2012JJ00,2852.0,0.13,1700.0,0.05,62.0,0.04
1823,E006597 ,E007022 ,2013JJ00,3147.0,0.14,1908.0,0.06,64.0,0.04
1824,E006597 ,E007022 ,2014JJ00,3404.0,0.17,2007.0,0.07,65.0,0.04
1825,E006597 ,E007022 ,2015JJ00,3634.0,0.18,2138.0,0.07,57.0,0.03
1826,E006597 ,E007022 ,2016JJ00,3855.0,0.18,2374.0,0.08,78.0,0.05
1827,E006597 ,E007022 ,2017JJ00,4081.0,0.19,2645.0,0.08,98.0,0.06
1828,E006597 ,E007022 ,2018JJ00,4383.0,0.21,2905.0,0.09,118.0,0.07
1829,E006597 ,E007022 ,2019JJ00,4714.0,0.23,3127.0,0.1,127.0,0.08
1830,E006597 ,E006607 ,1990JJ00,,,,,,
1831,E006597 ,E006607 ,1991JJ00,,,,,,
1832,E006597 ,E006607 ,1992JJ00,,,,,,
1833,E006597 ,E006607 ,1993JJ00,,,,,,
1834,E006597 ,E006607 ,1994JJ00,,,,,,
1835,E006597 ,E006607 ,1995JJ00,,,,,,
1836,E006597 ,E006607 ,1996JJ00,,,,,,
1837,E006597 ,E006607 ,1997JJ00,,,,,,
1838,E006597 ,E006607 ,1998JJ00,,,,,,
1839,E006597 ,E006607 ,1999JJ00,,,,,,
1840,E006597 ,E006607 ,2000JJ00,,,,,,
1841,E006597 ,E006607 ,2001JJ00,,,,,,
1842,E006597 ,E006607 ,2002JJ00,,,,,,
1843,E006597 ,E006607 ,2003JJ00,,,,,,
1844,E006597 ,E006607 ,2004JJ00,,,,,,
1845,E006597 ,E006607 ,2005JJ00,,,,,,
1846,E006597 ,E006607 ,2006JJ00,,,,,,
1847,E006597 ,E006607 ,2007JJ00,,,,,,
1848,E006597 ,E006607 ,2008JJ00,,,,,,
1849,E006597 ,E006607 ,2009JJ00,,,,,,
1850,E006597 ,E006607 ,2010JJ00,,,,,,
1851,E006597 ,E006607 ,2011JJ00,,,,,,
1852,E006597 ,E006607 ,2012JJ00,,,,,,
1853,E006597 ,E006607 ,2013JJ00,,,,,,
1854,E006597 ,E006607 ,2014JJ00,,,,,,
1855,E006597 ,E006607 ,2015JJ00,,,,,,
1856,E006597 ,E006607 ,2016JJ00,,,,,,
1857,E006597 ,E006607 ,2017JJ00,,,,,,
1858,E006597 ,E006607 ,2018JJ00,,,,,,
1859,E006597 ,E006607 ,2019JJ00,,,,,,
1860,E006597 ,E006608 ,1990JJ00,,,,,,
1861,E006597 ,E006608 ,1991JJ00,,,,,,
1862,E006597 ,E006608 ,1992JJ00,,,,,,
1863,E006597 ,E006608 ,1993JJ00,,,,,,
1864,E006597 ,E006608 ,1994JJ00,28.0,0.0,23.0,0.0,1.0,0.0
1865,E006597 ,E006608 ,1995JJ00,31.0,0.0,24.0,0.0,1.0,0.0
1866,E006597 ,E006608 ,1996JJ00,36.0,0.0,27.0,0.0,1.0,0.0
1867,E006597 ,E006608 ,1997JJ00,56.0,0.0,39.0,0.0,2.0,0.0
1868,E006597 ,E006608 ,1998JJ00,90.0,0.0,58.0,0.0,2.0,0.0
1869,E006597 ,E006608 ,1999JJ00,117.0,0.01,72.0,0.0,3.0,0.0
1870,E006597 ,E006608 ,2000JJ00,156.0,0.01,91.0,0.0,3.0,0.0
1871,E006597 ,E006608 ,2001JJ00,187.0,0.01,105.0,0.0,4.0,0.0
1872,E006597 ,E006608 ,2002JJ00,244.0,0.01,135.0,0.0,5.0,0.0
1873,E006597 ,E006608 ,2003JJ00,311.0,0.01,170.0,0.01,6.0,0.0
1874,E006597 ,E006608 ,2004JJ00,452.0,0.02,247.0,0.01,9.0,0.0
1875,E006597 ,E006608 ,2005JJ00,628.0,0.03,339.0,0.01,13.0,0.01
1876,E006597 ,E006608 ,2006JJ00,840.0,0.04,460.0,0.01,16.0,0.01
1877,E006597 ,E006608 ,2007JJ00,1141.0,0.05,644.0,0.02,24.0,0.01
1878,E006597 ,E006608 ,2008JJ00,1488.0,0.07,830.0,0.03,31.0,0.02
1879,E006597 ,E006608 ,2009JJ00,1841.0,0.08,1064.0,0.03,42.0,0.02
1880,E006597 ,E006608 ,2010JJ00,2183.0,0.09,1312.0,0.04,55.0,0.03
1881,E006597 ,E006608 ,2011JJ00,2538.0,0.12,1582.0,0.05,67.0,0.04
1882,E006597 ,E006608 ,2012JJ00,2852.0,0.13,1700.0,0.05,62.0,0.04
1883,E006597 ,E006608 ,2013JJ00,3147.0,0.14,1908.0,0.06,64.0,0.04
1884,E006597 ,E006608 ,2014JJ00,3404.0,0.17,2007.0,0.07,65.0,0.04
1885,E006597 ,E006608 ,2015JJ00,3634.0,0.18,2138.0,0.07,57.0,0.03
1886,E006597 ,E006608 ,2016JJ00,3855.0,0.18,2374.0,0.08,78.0,0.05
1887,E006597 ,E006608 ,2017JJ00,4081.0,0.19,2645.0,0.08,98.0,0.06
1888,E006597 ,E006608 ,2018JJ00,4383.0,0.21,2905.0,0.09,118.0,0.07
1889,E006597 ,E006608 ,2019JJ00,4714.0,0.23,3127.0,0.1,127.0,0.08
1890,E006597 ,E007028 ,1990JJ00,,,,,,
1891,E006597 ,E007028 ,1991JJ00,,,,,,
1892,E006597 ,E007028 ,1992JJ00,,,,,,
1893,E006597 ,E007028 ,1993JJ00,,,,,,
1894,E006597 ,E007028 ,1994JJ00,,,,,,
1895,E006597 ,E007028 ,1995JJ00,,,,,,
1896,E006597 ,E007028 ,1996JJ00,,,,,,
1897,E006597 ,E007028 ,1997JJ00,,,,,,
1898,E006597 ,E007028 ,1998JJ00,,,,,,
1899,E006597 ,E007028 ,1999JJ00,,,,,,
1900,E006597 ,E007028 ,2000JJ00,,,,,,
1901,E006597 ,E007028 ,2001JJ00,,,,,,
1902,E006597 ,E007028 ,2002JJ00,,,,,,
1903,E006597 ,E007028 ,2003JJ00,,,,,,
1904,E006597 ,E007028 ,2004JJ00,,,,,,
1905,E006597 ,E007028 ,2005JJ00,,,,,,
1906,E006597 ,E007028 ,2006JJ00,,,,,,
1907,E006597 ,E007028 ,2007JJ00,,,,,,
1908,E006597 ,E007028 ,2008JJ00,,,,,,
1909,E006597 ,E007028 ,2009JJ00,,,,,,
1910,E006597 ,E007028 ,2010JJ00,,,,,,
1911,E006597 ,E007028 ,2011JJ00,,,,,,
1912,E006597 ,E007028 ,2012JJ00,,,,,,
1913,E006597 ,E007028 ,2013JJ00,,,,,,
1914,E006597 ,E007028 ,2014JJ00,,,,,,
