ID,GoodsAndServices,Periods,ValueChangesConsHouseholds_1,VolumeChangesConsOfHouseholds_2,ShoppingDayAdjustedVolumeCh_3,ValueIndicesConsHouseholds_4,VolumeIndicesConsOfHouseholds_5,ShareInDomesticConsOfHouseholds_6,ValuesConsumptionOfHouseholds_7,ValueChangesActIndConsHouseh_8,VolumeChangesActIndConsHouseh_9,ValueIndicesActIndConsHouseh_10,VolumeIndicesActIndConsHouseh_11,ShareInDomesticConsActIndConsH_12,ValuesActIndConsOfHouseholds_13
270,      9000,2000KW01,8.1,5.0,,130.9,118.8,,,7.9,4.4,128.8,116.3,,
271,      9000,2000MM04,6.1,3.1,,135.4,122.1,,,6.4,3.2,135.8,122.0,,
272,      9000,2000MM05,7.7,4.2,,138.6,124.7,,,7.7,3.9,138.4,123.8,,
273,      9000,2000MM06,5.7,2.1,,136.4,122.9,,,6.1,2.2,136.9,122.8,,
274,      9000,2000KW02,6.5,3.1,,136.8,123.2,,,6.8,3.1,137.0,122.9,,
275,      9000,2000MM07,2.7,-0.4,,132.2,119.7,,,3.8,0.5,131.2,118.1,,
276,      9000,2000MM08,8.2,5.1,,131.6,118.4,,,8.3,4.5,130.5,116.2,,
277,      9000,2000MM09,7.7,4.2,,135.0,120.3,,,7.9,3.9,133.6,118.1,,
278,      9000,2000KW03,6.1,2.9,,132.9,119.5,,,6.6,2.9,131.7,117.5,,
279,      9000,2000MM10,4.4,0.6,,139.0,123.8,,,5.1,1.0,136.8,121.0,,
280,      9000,2000MM11,8.6,4.5,,140.2,124.8,,,8.5,4.2,137.8,121.9,,
281,      9000,2000MM12,8.3,4.6,,143.2,128.1,,,8.3,4.2,140.2,124.6,,
282,      9000,2000KW04,7.1,3.2,,140.8,125.6,,,7.3,3.1,138.2,122.5,,
283,      9000,2000JJ00,7.0,3.5,,135.4,121.8,,200642.0,7.1,3.4,134.0,119.8,,249091.0
284,      9000,2001MM01,6.5,1.8,,139.6,122.0,,,7.1,2.1,138.1,119.6,,
285,      9000,2001MM02,4.4,-0.4,,131.1,113.5,,,5.4,0.4,131.2,112.6,,
286,      9000,2001MM03,6.7,1.8,,145.0,124.8,,,7.3,2.1,142.8,122.1,,
287,      9000,2001KW01,5.9,1.1,,138.6,120.1,,,6.6,1.6,137.3,118.1,,
288,      9000,2001MM04,4.7,-0.4,,141.8,121.7,,,5.8,0.5,143.8,122.7,,
289,      9000,2001MM05,7.9,2.8,,149.5,128.1,,,8.4,3.0,149.9,127.6,,
290,      9000,2001MM06,7.3,2.5,,146.4,126.0,,,7.9,2.8,147.8,126.2,,
291,      9000,2001KW02,6.6,1.6,,145.9,125.3,,,7.4,2.1,147.2,125.5,,
292,      9000,2001MM07,6.1,1.3,,140.2,121.2,,,6.8,1.6,140.1,119.9,,
293,      9000,2001MM08,6.8,2.1,,140.6,120.8,,,7.4,2.2,140.1,118.8,,
294,      9000,2001MM09,4.9,0.4,,141.6,120.8,,,5.9,0.8,141.4,119.1,,
295,      9000,2001KW03,5.9,1.2,,140.8,120.9,,,6.7,1.5,140.5,119.3,,
296,      9000,2001MM10,6.9,2.7,,148.7,127.1,,,7.5,2.8,147.1,124.3,,
297,      9000,2001MM11,6.6,2.5,,149.5,127.9,,,7.2,2.5,147.7,125.0,,
298,      9000,2001MM12,3.8,-0.8,,148.7,127.2,,,4.9,-0.1,147.1,124.4,,
299,      9000,2001KW04,5.8,1.4,,148.9,127.4,,,6.5,1.7,147.3,124.6,,
300,      9000,2001JJ00,6.1,1.4,,143.5,123.4,,212790.0,6.8,1.7,143.1,121.9,,266034.0
301,      9000,2002MM01,5.9,2.7,,147.8,125.3,,,6.5,2.9,147.1,123.1,,
302,      9000,2002MM02,4.6,1.7,,137.2,115.4,,,5.5,2.2,138.5,115.1,,
303,      9000,2002MM03,3.6,0.8,,150.3,125.8,,,4.6,1.4,149.4,123.7,,
304,      9000,2002KW01,4.7,1.7,,145.1,122.2,,,5.6,2.1,145.0,120.6,,
305,      9000,2002MM04,4.4,1.8,,148.1,123.9,,,6.1,2.8,152.6,126.1,,
306,      9000,2002MM05,3.5,1.1,,154.7,129.6,,,5.3,2.2,157.9,130.3,,
307,      9000,2002MM06,3.0,0.5,,150.7,126.7,,,5.0,1.7,155.2,128.5,,
308,      9000,2002KW02,3.6,1.1,,151.2,126.7,,,5.5,2.2,155.2,128.3,,
309,      9000,2002MM07,4.8,1.9,,146.9,123.6,,,6.0,2.5,148.5,122.9,,
310,      9000,2002MM08,4.2,1.2,,146.4,122.3,,,5.5,1.9,147.8,121.1,,
311,      9000,2002MM09,2.8,0.0,,145.6,120.8,,,4.4,0.9,147.6,120.2,,
312,      9000,2002KW03,3.9,1.0,,146.3,122.2,,,5.3,1.8,148.0,121.4,,
313,      9000,2002MM10,5.2,2.5,,156.4,130.3,,,6.3,2.9,156.3,128.0,,
314,      9000,2002MM11,2.6,0.0,,153.3,127.9,,,4.1,0.9,153.8,126.1,,
315,      9000,2002MM12,3.5,0.9,,153.8,128.3,,,4.8,1.6,154.2,126.5,,
316,      9000,2002KW04,3.8,1.1,,154.5,128.8,,,5.1,1.8,154.7,126.9,,
317,      9000,2002JJ00,4.0,1.3,,149.3,125.0,,221284.0,5.4,2.0,150.7,124.3,,280270.0
318,      9000,2003MM01,4.2,1.5,,154.0,127.2,,,4.9,1.9,154.2,125.5,,
319,      9000,2003MM02,4.1,1.2,,142.8,116.8,,,4.8,1.7,145.1,117.1,,
320,      9000,2003MM03,0.7,-2.0,,151.4,123.3,,,2.1,-0.9,152.5,122.7,,
321,      9000,2003KW01,3.0,0.2,,149.4,122.4,,,3.9,0.9,150.6,121.7,,
322,      9000,2003MM04,2.1,-0.2,,151.2,123.6,,,3.4,-0.1,157.8,126.0,,
323,      9000,2003MM05,2.0,-0.2,,157.7,129.3,,,3.2,-0.1,163.0,130.2,,
324,      9000,2003MM06,-0.1,-2.1,,150.5,124.0,,,1.7,-1.6,157.7,126.5,,
325,      9000,2003KW02,1.3,-0.8,,153.2,125.7,,,2.8,-0.6,159.5,127.6,,
326,      9000,2003MM07,1.0,-1.2,,148.5,122.1,,,2.4,-0.3,152.1,122.6,,
327,      9000,2003MM08,-0.2,-2.5,,146.1,119.2,,,1.4,-1.4,149.9,119.4,,
328,      9000,2003MM09,1.2,-0.9,,147.4,119.7,,,2.5,0.0,151.4,120.3,,
329,      9000,2003KW03,0.7,-1.5,,147.3,120.4,,,2.1,-0.5,151.1,120.7,,
330,      9000,2003MM10,1.9,-0.3,,159.3,129.8,,,2.9,0.7,160.9,128.9,,
331,      9000,2003MM11,-0.6,-2.8,,152.5,124.3,,,1.0,-1.2,155.4,124.6,,
332,      9000,2003MM12,0.2,-1.7,,154.2,126.1,,,1.6,-0.4,156.7,126.0,,
333,      9000,2003KW04,0.5,-1.6,,155.3,126.7,,,1.9,-0.3,157.6,126.5,,
334,      9000,2003JJ00,1.4,-0.9,,151.3,123.8,,224294.0,2.6,-0.1,154.7,124.1,,287693.0
335,      9000,2004MM01,1.8,0.5,,156.9,127.8,,,2.1,0.2,157.5,125.7,,
336,      9000,2004MM02,0.9,-0.4,,144.2,116.3,,,1.5,-0.6,147.2,116.4,,
337,      9000,2004MM03,1.9,0.7,,154.2,124.2,,,2.2,0.3,155.8,123.1,,
338,      9000,2004KW01,1.6,0.3,,151.7,122.7,,,1.9,0.0,153.5,121.7,,
339,      9000,2004MM04,2.2,0.9,,154.6,124.7,,,1.9,0.7,160.9,126.8,,
340,      9000,2004MM05,-1.0,-2.4,,156.2,126.2,,,-0.5,-1.8,162.2,127.8,,
341,      9000,2004MM06,3.4,2.1,,155.7,126.7,,,2.9,1.7,162.3,128.6,,
342,      9000,2004KW02,1.5,0.2,,155.5,125.9,,,1.4,0.2,161.8,127.8,,
343,      9000,2004MM07,3.2,2.3,,153.2,124.9,,,3.1,2.1,156.9,125.1,,
344,      9000,2004MM08,-0.2,-1.3,,145.8,117.7,,,0.5,-0.6,150.7,118.7,,
345,      9000,2004MM09,1.9,1.0,,150.2,120.9,,,2.2,1.0,154.7,121.5,,
346,      9000,2004KW03,1.6,0.7,,149.7,121.2,,,1.9,0.8,154.1,121.8,,
347,      9000,2004MM10,-0.1,-1.3,,159.2,128.1,,,0.6,-0.8,161.7,127.9,,
348,      9000,2004MM11,1.0,-0.3,,154.0,123.9,,,1.4,0.0,157.6,124.5,,
349,      9000,2004MM12,3.1,2.2,,159.0,128.9,,,3.1,2.0,161.5,128.4,,
350,      9000,2004KW04,1.3,0.2,,157.4,126.9,,,1.7,0.4,160.3,127.0,,
351,      9000,2004JJ00,1.5,0.3,,153.6,124.2,,,1.7,0.3,157.4,124.5,,
352,      9000,2005MM01,-1.8,-3.3,,154.1,123.5,,,,,,,,
353,      9000,2005MM02,0.3,-1.5,,144.6,114.6,,,,,,,,
354,      9000,2005MM03,1.8,0.1,,157.0,124.3,,,,,,,,
355,      9000,2005KW01,0.1,-1.6,,151.9,120.8,,,,,,,,
356,      9000,2005MM04,0.9,-0.6,,155.9,124.0,,,,,,,,
357,      9000,2005MM05,0.0,-1.2,,156.2,124.7,,,,,,,,
358,      9000,2005MM06,2.3,0.9,,159.4,127.8,,,,,,,,
359,      9000,2005KW02,1.1,-0.3,,157.2,125.5,,,,,,,,
360,      9000,2005MM07,,,,,,,,,,,,,
361,      9000,2005MM08,,,,,,,,,,,,,
362,      9000,2005MM09,,,,,,,,,,,,,
363,      9000,2005KW03,,,,,,,,,,,,,
364,      4005,1995MM01,,,,,100.3,,,,,,,,
365,      4005,1995MM02,,,,,88.2,,,,,,,,
366,      4005,1995MM03,,,,,103.2,,,,,,,,
367,      4005,1995KW01,,,,,97.2,,,,,,,,
368,      4005,1995MM04,,,,,96.8,,,,,,,,
369,      4005,1995MM05,,,,,99.8,,,,,,,,
370,      4005,1995MM06,,,,,104.7,,,,,,,,
371,      4005,1995KW02,,,,,100.4,,,,,,,,
372,      4005,1995MM07,,,,,96.2,,,,,,,,
373,      4005,1995MM08,,,,,95.7,,,,,,,,
374,      4005,1995MM09,,,,,100.9,,,,,,,,
375,      4005,1995KW03,,,,,97.6,,,,,,,,
376,      4005,1995MM10,,,,,100.8,,,,,,,,
377,      4005,1995MM11,,,,,104.8,,,,,,,,
378,      4005,1995MM12,,,,,108.7,,,,,,,,
379,      4005,1995KW04,,,,,104.8,,,,,,,,
380,      4005,1995JJ00,2.5,2.3,,100.0,100.0,52.7,76954.0,,,100.0,100.0,43.6,79981.0
381,      4005,1996MM01,5.0,4.6,2.7,,104.9,,,4.1,3.7,,,,
382,      4005,1996MM02,9.2,8.9,6.1,,96.1,,,8.0,7.7,,,,
383,      4005,1996MM03,2.7,1.7,3.4,,105.0,,,1.7,0.9,,,,
384,      4005,1996KW01,5.4,4.9,3.9,,102.0,,,4.4,3.9,,,,
385,      4005,1996MM04,4.4,3.3,3.7,,99.9,,,3.5,2.4,,,,
386,      4005,1996MM05,8.6,7.7,4.5,,107.5,,,7.6,6.8,,,,
387,      4005,1996MM06,1.0,0.6,3.7,,105.3,,,-0.2,-0.2,,,,
388,      4005,1996KW02,4.6,3.8,4.0,,104.3,,,3.6,3.0,,,,
389,      4005,1996MM07,7.2,6.4,5.5,,102.4,,,5.8,5.4,,,,
390,      4005,1996MM08,8.0,8.0,5.4,,103.4,,,6.7,7.1,,,,
391,      4005,1996MM09,-0.3,-0.7,4.0,,100.2,,,-1.3,-1.3,,,,
392,      4005,1996KW03,4.8,4.5,5.0,,102.0,,,3.6,3.6,,,,
393,      4005,1996MM10,9.1,8.0,4.4,,108.9,,,7.6,6.9,,,,
394,      4005,1996MM11,5.1,4.2,3.0,,109.2,,,3.8,3.3,,,,
395,      4005,1996MM12,1.7,0.2,3.7,,108.9,,,0.6,-0.5,,,,
396,      4005,1996KW04,5.2,4.0,3.7,,109.0,,,3.9,3.1,,,,
397,      4005,1996JJ00,5.0,4.3,4.1,105.0,104.3,52.2,80809.0,3.9,3.4,,,43.3,83093.0
398,      4005,1997MM01,7.6,6.0,3.0,,111.2,,,7.5,6.2,,,,
399,      4005,1997MM02,-0.5,-1.7,1.0,,94.5,,,-0.3,-1.3,,,,
400,      4005,1997MM03,1.6,0.8,2.4,,105.8,,,1.6,1.1,,,,
401,      4005,1997KW01,3.0,1.8,2.1,,103.8,,,3.0,2.1,,,,
402,      4005,1997MM04,4.9,4.7,4.1,,104.6,,,4.9,4.9,,,,
403,      4005,1997MM05,4.7,3.7,3.2,,111.5,,,4.7,3.8,,,,
404,      4005,1997MM06,2.7,1.8,3.2,,107.2,,,3.0,1.9,,,,
405,      4005,1997KW02,4.1,3.4,3.5,,107.8,,,4.2,3.5,,,,
406,      4005,1997MM07,6.9,5.3,4.0,,107.8,,,7.0,5.4,,,,
407,      4005,1997MM08,1.3,-1.3,1.3,,102.0,,,1.6,-1.1,,,,
408,      4005,1997MM09,7.1,4.6,3.3,,104.8,,,7.3,4.8,,,,
409,      4005,1997KW03,5.1,2.9,2.9,,104.9,,,5.3,3.0,,,,
410,      4005,1997MM10,8.9,6.6,4.7,,116.1,,,9.1,6.7,,,,
411,      4005,1997MM11,2.2,-0.3,2.8,,108.8,,,2.6,0.0,,,,
412,      4005,1997MM12,5.9,3.3,1.1,,112.5,,,6.1,3.5,,,,
413,      4005,1997KW04,5.7,3.2,2.8,,112.5,,,5.9,3.4,,,,
414,      4005,1997JJ00,4.5,2.8,2.8,109.7,107.2,51.8,84436.0,4.6,3.0,,,42.9,86934.0
415,      4005,1998MM01,5.9,4.1,3.7,,115.8,,,6.2,4.3,,,,
416,      4005,1998MM02,5.5,3.2,3.2,,97.5,,,5.7,3.3,,,,
417,      4005,1998MM03,3.8,1.7,3.6,,107.6,,,3.7,1.6,,,,
418,      4005,1998KW01,5.1,3.0,3.5,,106.9,,,5.2,3.1,,,,
419,      4005,1998MM04,8.8,6.4,4.5,,111.3,,,9.0,6.6,,,,
420,      4005,1998MM05,5.4,3.7,6.2,,115.6,,,5.4,3.7,,,,
421,      4005,1998MM06,6.8,5.1,3.9,,112.7,,,6.6,5.0,,,,
422,      4005,1998KW02,7.0,5.0,4.8,,113.2,,,7.0,5.1,,,,
423,      4005,1998MM07,9.8,8.1,6.1,,116.5,,,9.8,8.1,,,,
424,      4005,1998MM08,4.2,3.2,5.3,,105.3,,,4.4,3.4,,,,
425,      4005,1998MM09,5.6,4.5,3.5,,109.5,,,5.6,4.6,,,,
426,      4005,1998KW03,6.6,5.3,5.0,,110.5,,,6.6,5.4,,,,
427,      4005,1998MM10,6.2,5.5,5.1,,122.5,,,6.1,5.4,,,,
428,      4005,1998MM11,5.1,4.9,6.4,,114.1,,,5.0,4.7,,,,
429,      4005,1998MM12,6.9,6.7,5.5,,120.1,,,6.9,6.8,,,,
430,      4005,1998KW04,6.1,5.7,5.6,,118.9,,,6.0,5.6,,,,
431,      4005,1998JJ00,6.2,4.8,4.8,116.5,112.4,51.6,89657.0,6.2,4.8,,,42.8,92324.0
432,      4005,1999MM01,3.0,2.2,4.6,,118.3,,,3.2,2.5,,,,
433,      4005,1999MM02,7.0,6.5,6.6,,103.8,,,7.1,6.7,,,,
434,      4005,1999MM03,10.2,9.4,6.6,,117.7,,,10.2,9.5,,,,
435,      4005,1999KW01,6.7,5.9,5.9,,113.3,,,6.8,6.1,,,,
436,      4005,1999MM04,6.8,5.8,5.3,,117.8,,,6.9,6.0,,,,
437,      4005,1999MM05,3.3,2.0,4.1,,117.9,,,3.4,2.2,,,,
438,      4005,1999MM06,9.0,7.6,6.4,,121.2,,,9.1,7.7,,,,
439,      4005,1999KW02,6.3,5.1,5.3,,119.0,,,6.4,5.3,,,,
440,      4005,1999MM07,6.6,5.0,4.5,,122.4,,,6.8,5.2,,,,
441,      4005,1999MM08,5.3,2.7,4.0,,108.1,,,5.5,2.9,,,,
442,      4005,1999MM09,5.5,3.8,2.6,,113.7,,,5.7,4.1,,,,
443,      4005,1999KW03,5.8,3.9,3.7,,114.7,,,6.0,4.1,,,,
444,      4005,1999MM10,2.1,0.7,3.1,,123.3,,,2.4,0.9,,,,
445,      4005,1999MM11,6.6,4.8,3.5,,119.6,,,6.8,5.1,,,,
446,      4005,1999MM12,7.3,5.6,3.5,,126.8,,,7.4,5.8,,,,
447,      4005,1999KW04,5.3,3.7,3.4,,123.3,,,5.5,3.9,,,,
448,      4005,1999JJ00,6.0,4.6,4.5,123.5,117.6,51.4,95037.0,6.2,4.8,,,42.6,98020.0
449,      4005,2000MM01,5.2,2.8,4.8,,121.7,,,5.2,2.9,,,,
450,      4005,2000MM02,10.4,7.6,6.0,,111.7,,,10.3,7.5,,,,
451,      4005,2000MM03,8.7,6.0,3.4,,124.7,,,8.6,6.0,,,,
452,      4005,2000KW01,8.0,5.4,4.7,,119.3,,,7.9,5.4,,,,
453,      4005,2000MM04,4.1,1.6,4.1,,119.7,,,4.2,1.7,,,,
454,      4005,2000MM05,7.1,4.0,2.9,,122.6,,,7.0,4.1,,,,
455,      4005,2000MM06,3.2,-0.2,-2.1,,121.0,,,3.3,0.0,,,,
456,      4005,2000KW02,4.8,1.8,1.6,,121.1,,,4.8,1.9,,,,
457,      4005,2000MM07,-0.5,-2.9,1.5,,118.8,,,-0.3,-2.7,,,,
458,      4005,2000MM08,9.5,7.2,3.6,,115.9,,,9.4,7.1,,,,
459,      4005,2000MM09,8.1,4.9,3.7,,119.2,,,8.0,4.9,,,,
460,      4005,2000KW03,5.5,2.9,2.9,,118.0,,,5.5,2.9,,,,
461,      4005,2000MM10,2.9,-0.9,2.3,,122.2,,,3.0,-0.7,,,,
462,      4005,2000MM11,9.6,5.5,3.4,,126.2,,,9.5,5.5,,,,
463,      4005,2000MM12,8.5,4.9,7.1,,133.0,,,8.4,4.9,,,,
464,      4005,2000KW04,7.0,3.2,4.3,,127.2,,,7.0,3.2,,,,
465,      4005,2000JJ00,6.3,3.3,3.3,131.3,121.4,51.1,101041.0,6.3,3.3,,,42.3,104205.0
466,      4005,2001MM01,5.1,0.3,-0.5,,122.1,,,5.2,0.5,,,,
467,      4005,2001MM02,1.5,-3.5,-2.0,,107.8,,,1.7,-3.2,,,,
468,      4005,2001MM03,6.9,1.5,1.0,,126.6,,,7.0,1.7,,,,
469,      4005,2001KW01,4.6,-0.5,-0.4,,118.8,,,4.7,-0.2,,,,
470,      4005,2001MM04,2.4,-3.1,-1.7,,116.0,,,2.7,-2.8,,,,
471,      4005,2001MM05,6.5,1.1,0.0,,124.0,,,6.6,1.3,,,,
472,      4005,2001MM06,7.3,2.5,2.3,,124.1,,,7.5,2.7,,,,
473,      4005,2001KW02,5.4,0.2,0.2,,121.4,,,5.6,0.5,,,,
474,      4005,2001MM07,5.0,0.0,1.2,,118.8,,,5.2,0.2,,,,
475,      4005,2001MM08,7.4,2.4,0.6,,118.7,,,7.5,2.6,,,,
476,      4005,2001MM09,4.2,-0.5,2.6,,118.7,,,4.4,-0.3,,,,
477,      4005,2001KW03,5.5,0.6,1.5,,118.7,,,5.6,0.8,,,,
478,      4005,2001MM10,8.0,3.8,1.7,,126.9,,,8.1,4.0,,,,
479,      4005,2001MM11,7.3,3.1,2.2,,130.2,,,7.4,3.4,,,,
480,      4005,2001MM12,2.6,-2.3,-0.5,,129.9,,,2.8,-2.0,,,,
481,      4005,2001KW04,5.9,1.4,1.1,,129.0,,,6.0,1.7,,,,
482,      4005,2001JJ00,5.4,0.5,0.6,138.3,122.0,50.8,106459.0,5.5,0.7,,,41.8,109953.0
483,      4005,2002MM01,6.1,2.6,1.4,,125.2,,,6.2,2.6,,,,
484,      4005,2002MM02,4.2,1.4,1.4,,109.3,,,4.3,1.4,,,,
485,      4005,2002MM03,2.2,-0.3,1.3,,126.1,,,2.4,-0.2,,,,
486,      4005,2002KW01,4.2,1.2,1.3,,120.2,,,4.3,1.2,,,,
487,      4005,2002MM04,4.5,2.5,2.0,,118.9,,,4.8,2.7,,,,
488,      4005,2002MM05,2.8,1.5,-0.2,,125.8,,,3.1,1.7,,,,
489,      4005,2002MM06,1.8,0.2,3.2,,124.3,,,2.1,0.5,,,,
490,      4005,2002KW02,3.0,1.4,1.7,,123.0,,,3.3,1.6,,,,
491,      4005,2002MM07,4.9,2.3,0.2,,121.5,,,5.1,2.5,,,,
492,      4005,2002MM08,3.8,1.2,0.7,,120.1,,,4.0,1.4,,,,
493,      4005,2002MM09,1.0,-1.4,0.0,,117.0,,,1.2,-1.2,,,,
494,      4005,2002KW03,3.2,0.7,0.3,,119.6,,,3.4,0.9,,,,
495,      4005,2002MM10,5.2,3.3,2.0,,131.1,,,5.2,3.4,,,,
496,      4005,2002MM11,1.0,-0.6,-0.7,,129.4,,,1.1,-0.5,,,,
497,      4005,2002MM12,2.2,0.6,2.0,,130.8,,,2.2,0.7,,,,
498,      4005,2002KW04,2.8,1.1,1.1,,130.4,,,2.8,1.2,,,,
499,      4005,2002JJ00,3.3,1.1,1.1,142.9,123.3,50.4,109943.0,3.4,1.2,,,41.0,113717.0
500,      4005,2003MM01,4.6,3.2,1.4,,129.2,,,4.8,3.4,,,,
501,      4005,2003MM02,4.8,3.1,3.1,,112.6,,,5.1,3.4,,,,
502,      4005,2003MM03,-1.7,-3.2,-0.6,,122.1,,,-1.3,-2.8,,,,
503,      4005,2003KW01,2.5,0.9,1.2,,121.3,,,2.7,1.2,,,,
504,      4005,2003MM04,0.5,-0.4,-2.1,,118.4,,,0.7,-0.1,,,,
505,      4005,2003MM05,0.4,-0.5,-1.0,,125.3,,,0.6,-0.2,,,,
506,      4005,2003MM06,-3.9,-4.4,-3.0,,118.8,,,-3.5,-3.9,,,,
507,      4005,2003KW02,-1.0,-1.8,-2.1,,120.8,,,-0.7,-1.4,,,,
508,      4005,2003MM07,-2.2,-2.7,-4.0,,118.2,,,-1.9,-2.4,,,,
509,      4005,2003MM08,-4.4,-5.0,-2.6,,114.1,,,-4.1,-4.6,,,,
510,      4005,2003MM09,-1.8,-1.9,-3.1,,114.8,,,-1.6,-1.4,,,,
511,      4005,2003KW03,-2.8,-3.2,-3.2,,115.7,,,-2.5,-2.8,,,,
512,      4005,2003MM10,-0.5,-1.0,-2.7,,129.7,,,-0.2,-0.7,,,,
513,      4005,2003MM11,-5.0,-5.7,-2.9,,122.0,,,-4.7,-5.2,,,,
514,      4005,2003MM12,-3.8,-3.9,-5.9,,125.6,,,-3.6,-3.6,,,,
515,      4005,2003KW04,-3.1,-3.5,-3.9,,125.8,,,-2.8,-3.2,,,,
516,      4005,2003JJ00,-1.2,-1.9,-2.0,141.2,120.9,49.1,108665.0,-0.9,-1.6,,,39.6,112718.0
517,      4005,2004MM01,-0.5,-0.3,-0.7,,128.8,,,-0.4,-0.2,,,,
518,      4005,2004MM02,-3.0,-2.7,-2.9,,109.6,,,-2.8,-2.7,,,,
519,      4005,2004MM03,0.2,0.7,-0.1,,122.9,,,0.2,0.6,,,,
520,      4005,2004KW01,-1.0,-0.7,-1.2,,120.4,,,-1.0,-0.7,,,,
521,      4005,2004MM04,0.2,0.4,-1.7,,118.9,,,0.1,0.6,,,,
522,      4005,2004MM05,-5.4,-5.4,-1.1,,118.5,,,-5.3,-5.1,,,,
523,      4005,2004MM06,3.3,3.7,1.3,,123.2,,,3.2,3.9,,,,
524,      4005,2004KW02,-0.8,-0.5,-0.4,,120.2,,,-0.7,-0.3,,,,
525,      4005,2004MM07,2.9,3.7,1.3,,122.5,,,2.8,3.6,,,,
526,      4005,2004MM08,-3.9,-3.3,0.0,,110.4,,,-3.7,-3.0,,,,
527,      4005,2004MM09,0.1,0.7,-1.4,,115.6,,,0.0,0.5,,,,
528,      4005,2004KW03,-0.3,0.4,-0.1,,116.1,,,-0.3,0.4,,,,
529,      4005,2004MM10,-3.7,-3.9,-2.0,,124.7,,,-3.5,-3.8,,,,
530,      4005,2004MM11,-0.8,-1.0,-0.9,,120.9,,,-0.6,-0.9,,,,
531,      4005,2004MM12,2.7,3.2,0.0,,129.7,,,2.7,3.1,,,,
532,      4005,2004KW04,-0.6,-0.6,-1.0,,125.1,,,-0.5,-0.5,,,,
533,      4005,2004JJ00,-0.7,-0.4,-0.7,,120.5,48.0,107923.0,-0.6,-0.3,,,38.7,112025.0
534,      4005,2005MM01,-4.8,-5.8,-1.7,,121.4,,,,,,,,
535,      4005,2005MM02,-0.6,-2.1,-1.8,,107.3,,,,,,,,
536,      4005,2005MM03,2.0,0.8,-1.1,,123.9,,,,,,,,
537,      4005,2005KW01,-1.2,-2.4,-1.5,,117.5,,,,,,,,
538,      4005,2005MM04,-1.1,-1.6,-1.1,,117.0,,,,,,,,
539,      4005,2005MM05,-2.6,-2.8,-1.5,,115.2,,,,,,,,
540,      4005,2005MM06,1.5,0.9,-0.1,,124.4,,,,,,,,
541,      4005,2005KW02,-0.7,-1.1,-0.9,,118.8,,,,,,,,
542,      4005,2005MM07,-1.5,-1.9,0.5,,120.1,,,,,,,,
543,      4005,2005MM08,4.1,3.3,1.2,,114.1,,,,,,,,
544,      4005,2005MM09,3.7,2.6,1.6,,118.7,,,,,,,,
545,      4005,2005KW03,2.0,1.3,1.1,,117.6,,,,,,,,
546,      2005,1995MM01,,,,89.9,89.7,,,,,89.9,89.7,,
547,      2005,1995MM02,,,,89.2,88.7,,,,,89.2,88.7,,
548,      2005,1995MM03,,,,102.3,101.4,,,,,102.3,101.4,,
549,      2005,1995KW01,,,,93.8,93.3,,,,,93.8,93.3,,
550,      2005,1995MM04,,,,97.9,97.1,,,,,97.9,97.1,,
551,      2005,1995MM05,,,,100.8,100.3,,,,,100.8,100.3,,
552,      2005,1995MM06,,,,105.9,105.1,,,,,105.9,105.1,,
553,      2005,1995KW02,,,,101.5,100.9,,,,,101.5,100.9,,
554,      2005,1995MM07,,,,101.0,100.9,,,,,101.0,100.9,,
555,      2005,1995MM08,,,,101.8,102.5,,,,,101.8,102.5,,
556,      2005,1995MM09,,,,101.4,102.4,,,,,101.4,102.4,,
557,      2005,1995KW03,,,,101.4,101.9,,,,,101.4,101.9,,
558,      2005,1995MM10,,,,93.6,94.4,,,,,93.6,94.4,,
559,      2005,1995MM11,,,,98.6,99.2,,,,,98.6,99.2,,
560,      2005,1995MM12,,,,117.5,118.2,,,,,117.5,118.2,,
561,      2005,1995KW04,,,,103.2,103.9,,,,,103.2,103.9,,
562,      2005,1995JJ00,1.7,1.4,,100.0,100.0,16.6,24229.0,,,100.0,100.0,13.2,24229.0
563,      2005,1996MM01,3.0,2.5,-0.1,92.6,92.0,,,3.0,2.5,92.6,92.0,,
564,      2005,1996MM02,6.2,5.9,0.6,94.7,94.0,,,6.2,5.9,94.7,94.0,,
565,      2005,1996MM03,1.3,0.0,1.7,103.6,101.4,,,1.3,0.0,103.6,101.4,,
566,      2005,1996KW01,3.4,2.7,0.8,97.0,95.8,,,3.4,2.7,97.0,95.8,,
567,      2005,1996MM04,1.9,0.7,2.0,99.7,97.8,,,1.9,0.7,99.7,97.8,,
568,      2005,1996MM05,8.3,7.5,1.4,109.2,107.8,,,8.3,7.5,109.2,107.8,,
569,      2005,1996MM06,-2.5,-2.6,2.5,103.3,102.4,,,-2.5,-2.6,103.3,102.4,,
570,      2005,1996KW02,2.5,1.8,2.0,104.1,102.7,,,2.5,1.8,104.1,102.7,,
571,      2005,1996MM07,1.2,0.8,0.8,102.2,101.7,,,1.2,0.8,102.2,101.7,,
572,      2005,1996MM08,5.9,5.9,0.4,107.9,108.5,,,5.9,5.9,107.9,108.5,,
573,      2005,1996MM09,-6.0,-6.6,1.2,95.4,95.6,,,-6.0,-6.6,95.4,95.6,,
574,      2005,1996KW03,0.4,0.0,0.8,101.8,102.0,,,0.4,0.0,101.8,102.0,,
575,      2005,1996MM10,9.3,7.9,2.7,102.3,101.9,,,9.3,7.9,102.3,101.9,,
