ID,Kenmerken,Perioden,TotaalAantalDagtochten_1,TotaalZonnenZwemmenEnDergelijke_2,OpStrandBijDeZee_3,OpStrandBijMeerPlas_4,InOpenluchtzwembad_5,NietAanHetWater_6,InBinnenbad_7,TotaalSportEnSportieveRecreatie_8,Wandelen_9,Fietsen_10,Golfen_11,Watersport_12,Vissen_13,Paardrijden_14,TrimmenHardlopenFitnessED_15,Schaatsen_16,OverigeBinnensport_17,OverigeBuitensport_18,ToeschouwerBegeleiderBijSport_19,Toeren_20,TotaalBezoekAttractiepuntED_21,TotaalBezoekAttractiepunt_22,BezoekSpeeltuinUitspanning_23,BezoekPretparkED_24,BezoekAanDierentuinVogelparkED_25,BezoekKinderboerderijHeemtuinED_26,TotaalBezoekBezienswaardigheid_27,BezoekOudeStadDorp_28,BezoekMuseum_29,BezoekMonumentenED_30,TotaalBezoekEvenement_31,BezoekJaarmarktBraderieCorsoED_32,BezoekBeursTentoonstellingShow_33,BezoekOverigeEvenementen_34,RecreatiefWinkelen_35,TotaalUitgaan_36,TotaalFilmToneelConcertED_37,NaarDeFilm_38,NaarToneelConcertBalletED_39,TotaalOverigUitgaan_40,TerrasjeZittenKoffieDrinkenED_41,UitEtenGaan_42,BarCafebezoek_43,KermisCircus_44,DiscoBowling_45,OverigUitgaan_46,TotaalOverigeDagtochten_47,BezoekDenksportActiviteit_48,VerenigingsactiviteitenHobbyclubsED_49,BezoekKinderactiviteiten_50,BezoekVolkstuin_51,BezoekNatuurEnOverigeActiviteiten_52,TotaalAantalDagtochten_53,TotaalZonnenEnDergelijke_54,OpStrandBijDeZee_55,OpStrandBijMeerPlas_56,InOpenluchtzwembad_57,NietAanHetWater_58,InBinnenbad_59,TotaalSportEnSportieveRecreatie_60,Wandelen_61,Fietsen_62,Golfen_63,Watersport_64,Vissen_65,Paardrijden_66,TrimmenHardlopenFitnessED_67,Schaatsen_68,OverigeBinnensport_69,OverigeBuitensport_70,ToeschouwerBegeleiderBijSport_71,Toeren_72,TotaalBezoekAttractiepuntED_73,TotaalBezoekAttractiepunt_74,BezoekSpeeltuinUitspanning_75,BezoekPretparkED_76,BezoekAanDierentuinVogelparkED_77,BezoekKinderboerderijHeemtuinED_78,TotaalBezoekBezienswaardigheid_79,BezoekOudeStadDorp_80,BezoekMuseum_81,BezoekMonumentenED_82,TotaalBezoekEvenement_83,BezoekJaarmarktBraderieCorsoED_84,BezoekBeursTentoonstellingShow_85,BezoekOverigeEvenementen_86,RecreatiefWinkelen_87,TotaalUitgaan_88,TotaalFilmToneelConcertED_89,NaarDeFilm_90,NaarToneelConcertBalletED_91,TotaalOverigUitgaan_92,TerrasjeZittenKoffieDrinkenED_93,UitEtenGaan_94,BarCafebezoek_95,KermisCircus_96,DiscoBowling_97,OverigUitgaan_98,TotaalOverigeDagtochten_99,BezoekDenksportActiviteit_100,VerenigingsactiviteitenHobbyclubsED_101,BezoekKinderactiviteiten_102,BezoekVolkstuin_103,BezoekNatuurEnOverigeActiviteiten_104
259,65,2006SJ00,7456.0,79.0,79.0,0.0,0.0,0.0,0.0,1471.0,246.0,0.0,0.0,33.0,0.0,0.0,62.0,28.0,339.0,763.0,354.0,108.0,981.0,266.0,0.0,31.0,121.0,114.0,370.0,186.0,100.0,84.0,276.0,94.0,0.0,103.0,1274.0,2441.0,857.0,543.0,314.0,1584.0,54.0,821.0,498.0,0.0,152.0,60.0,749.0,0.0,713.0,0.0,0.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
260,66,1990SJ00,89004.0,6376.0,406.0,1351.0,1111.0,293.0,3216.0,28020.0,5237.0,4690.0,92.0,1226.0,773.0,599.0,1308.0,2939.0,5930.0,5226.0,3161.0,2913.0,8250.0,2891.0,349.0,696.0,941.0,906.0,2128.0,411.0,901.0,816.0,3231.0,1214.0,1163.0,854.0,13355.0,15592.0,3428.0,1304.0,2124.0,12165.0,528.0,3172.0,2884.0,569.0,3408.0,1602.0,11335.0,415.0,10155.0,195.0,187.0,383.0,10.0,11.0,4.0,15.0,12.0,7.0,11.0,11.0,9.0,13.0,5.0,18.0,13.0,6.0,7.0,22.0,10.0,10.0,12.0,14.0,10.0,10.0,6.0,10.0,12.0,12.0,8.0,7.0,8.0,10.0,12.0,10.0,12.0,15.0,10.0,9.0,10.0,10.0,10.0,9.0,8.0,8.0,9.0,12.0,7.0,9.0,10.0,4.0,11.0,3.0,4.0,7.0
261,66,1995SJ00,92617.0,5208.0,312.0,468.0,907.0,423.0,3099.0,29090.0,5072.0,4576.0,137.0,548.0,913.0,1414.0,2357.0,2762.0,5196.0,6115.0,4005.0,2362.0,8581.0,3226.0,288.0,551.0,1144.0,1243.0,2292.0,466.0,1124.0,702.0,3063.0,1420.0,1122.0,521.0,12770.0,17700.0,3952.0,1344.0,2608.0,13749.0,342.0,3328.0,4723.0,451.0,3319.0,1585.0,12901.0,1027.0,10229.0,367.0,316.0,961.0,10.0,10.0,4.0,10.0,16.0,9.0,10.0,10.0,9.0,11.0,4.0,10.0,15.0,12.0,8.0,16.0,8.0,11.0,12.0,14.0,10.0,10.0,5.0,7.0,12.0,14.0,9.0,7.0,12.0,8.0,10.0,11.0,10.0,8.0,10.0,10.0,10.0,8.0,11.0,9.0,7.0,8.0,10.0,15.0,6.0,8.0,10.0,10.0,11.0,4.0,8.0,10.0
262,66,2001SJ00,90889.0,5802.0,344.0,684.0,1120.0,353.0,3265.0,25395.0,5732.0,4390.0,236.0,878.0,344.0,1352.0,1796.0,658.0,5123.0,4856.0,4211.0,2925.0,11051.0,4019.0,684.0,949.0,1132.0,1254.0,2775.0,366.0,1144.0,1266.0,4237.0,1724.0,1373.0,1113.0,11428.0,18688.0,4564.0,2205.0,2359.0,14124.0,1234.0,4024.0,4430.0,642.0,2330.0,1465.0,11390.0,303.0,8674.0,419.0,284.0,1687.0,9.0,10.0,3.0,11.0,16.0,7.0,11.0,8.0,9.0,9.0,4.0,12.0,9.0,12.0,5.0,12.0,9.0,8.0,12.0,14.0,10.0,9.0,6.0,9.0,10.0,10.0,10.0,6.0,10.0,11.0,12.0,13.0,14.0,10.0,10.0,8.0,8.0,8.0,7.0,9.0,13.0,7.0,8.0,12.0,8.0,8.0,10.0,4.0,10.0,6.0,8.0,14.0
263,66,2006SJ00,89929.0,3987.0,262.0,207.0,443.0,556.0,2494.0,25273.0,4534.0,5104.0,338.0,530.0,505.0,285.0,3518.0,305.0,4941.0,4959.0,4145.0,1845.0,11511.0,3980.0,1365.0,563.0,1295.0,757.0,3351.0,1056.0,1018.0,1277.0,4122.0,1698.0,1211.0,1032.0,14500.0,18123.0,4735.0,1849.0,2886.0,13388.0,537.0,4176.0,3550.0,803.0,1657.0,2632.0,10545.0,353.0,7130.0,560.0,103.0,2187.0,10.0,10.0,4.0,7.0,14.0,11.0,11.0,10.0,9.0,15.0,5.0,7.0,15.0,4.0,12.0,8.0,10.0,8.0,11.0,17.0,10.0,8.0,9.0,6.0,9.0,8.0,10.0,13.0,8.0,12.0,11.0,11.0,13.0,9.0,11.0,8.0,8.0,7.0,9.0,8.0,6.0,7.0,8.0,10.0,11.0,13.0,11.0,4.0,12.0,6.0,5.0,14.0
264,67,1990SJ00,170749.0,11744.0,447.0,1917.0,1838.0,809.0,6732.0,49938.0,11651.0,7144.0,198.0,732.0,1070.0,1608.0,3643.0,2765.0,11396.0,9731.0,6576.0,4887.0,16219.0,5605.0,1086.0,1605.0,1768.0,1146.0,4806.0,1377.0,1828.0,1601.0,5807.0,2798.0,1732.0,1277.0,26452.0,32401.0,6507.0,2312.0,4196.0,25894.0,1008.0,7845.0,5256.0,1797.0,6493.0,3495.0,22533.0,1319.0,18377.0,1150.0,414.0,1272.0,20.0,20.0,5.0,22.0,20.0,21.0,24.0,19.0,19.0,19.0,10.0,11.0,18.0,17.0,20.0,20.0,20.0,18.0,24.0,24.0,20.0,20.0,20.0,23.0,23.0,16.0,19.0,22.0,17.0,19.0,21.0,22.0,18.0,22.0,21.0,19.0,18.0,17.0,19.0,20.0,16.0,19.0,17.0,23.0,22.0,20.0,19.0,14.0,20.0,18.0,8.0,22.0
265,67,1995SJ00,179430.0,9927.0,426.0,1396.0,1219.0,825.0,6061.0,57710.0,10244.0,9096.0,401.0,905.0,1728.0,1907.0,4881.0,3431.0,13165.0,11951.0,6325.0,3886.0,17503.0,6110.0,1220.0,1451.0,2034.0,1406.0,3749.0,776.0,1422.0,1551.0,7645.0,3174.0,2604.0,1867.0,25154.0,32672.0,6365.0,2732.0,3633.0,26308.0,518.0,7337.0,8198.0,1660.0,4889.0,3706.0,26253.0,1624.0,20542.0,1743.0,655.0,1689.0,19.0,19.0,5.0,29.0,21.0,19.0,21.0,19.0,17.0,21.0,11.0,17.0,29.0,16.0,16.0,20.0,21.0,21.0,19.0,22.0,19.0,19.0,20.0,17.0,22.0,16.0,15.0,12.0,15.0,17.0,24.0,24.0,22.0,28.0,19.0,18.0,15.0,16.0,15.0,18.0,11.0,17.0,17.0,22.0,21.0,20.0,20.0,16.0,21.0,21.0,16.0,18.0
266,67,2001SJ00,188470.0,10901.0,304.0,1428.0,1446.0,1240.0,6460.0,55118.0,12335.0,9871.0,856.0,1223.0,869.0,2492.0,4366.0,845.0,10269.0,11908.0,7578.0,5709.0,21547.0,8345.0,1818.0,2065.0,2361.0,2101.0,5765.0,1409.0,2097.0,2259.0,7437.0,2659.0,2291.0,2450.0,23073.0,42425.0,10451.0,5037.0,5414.0,31974.0,1599.0,9140.0,10678.0,1675.0,4573.0,4309.0,22119.0,1096.0,16499.0,1432.0,368.0,2684.0,19.0,19.0,3.0,23.0,21.0,26.0,22.0,18.0,19.0,21.0,14.0,17.0,23.0,22.0,13.0,15.0,17.0,19.0,21.0,27.0,20.0,18.0,15.0,20.0,22.0,16.0,20.0,22.0,19.0,20.0,22.0,20.0,23.0,22.0,20.0,19.0,18.0,19.0,17.0,19.0,17.0,17.0,20.0,24.0,20.0,23.0,19.0,14.0,20.0,19.0,11.0,22.0
267,67,2006SJ00,175836.0,7341.0,280.0,682.0,505.0,689.0,5135.0,49982.0,8893.0,6486.0,1167.0,884.0,889.0,1793.0,4843.0,234.0,11409.0,12917.0,7643.0,2111.0,23756.0,9518.0,2896.0,2020.0,2675.0,1926.0,6368.0,1504.0,2232.0,2632.0,7779.0,3299.0,1818.0,2467.0,28503.0,39294.0,9858.0,4094.0,5764.0,29436.0,921.0,10588.0,8322.0,2005.0,3755.0,3845.0,17206.0,1608.0,10503.0,2005.0,122.0,2746.0,19.0,18.0,4.0,25.0,16.0,14.0,22.0,20.0,18.0,19.0,17.0,12.0,26.0,23.0,17.0,6.0,24.0,21.0,20.0,19.0,20.0,19.0,19.0,20.0,20.0,19.0,20.0,18.0,18.0,24.0,21.0,21.0,20.0,21.0,21.0,18.0,17.0,16.0,18.0,18.0,11.0,17.0,19.0,24.0,27.0,19.0,18.0,19.0,18.0,22.0,6.0,18.0
268,68,1990SJ00,391651.0,27212.0,7347.0,3761.0,2841.0,1850.0,11414.0,123371.0,29606.0,16004.0,1144.0,3804.0,2726.0,4374.0,9197.0,6143.0,25494.0,24880.0,11372.0,8191.0,36350.0,12264.0,2185.0,2637.0,3730.0,3712.0,12950.0,2752.0,6133.0,4065.0,11136.0,4554.0,4066.0,2517.0,57405.0,74331.0,17491.0,6594.0,10897.0,56840.0,2995.0,20666.0,13541.0,2440.0,10416.0,6782.0,53419.0,4922.0,39090.0,2223.0,4095.0,3089.0,45.0,46.0,81.0,43.0,31.0,47.0,40.0,47.0,50.0,43.0,60.0,55.0,46.0,46.0,50.0,45.0,44.0,47.0,42.0,40.0,45.0,44.0,39.0,37.0,49.0,51.0,51.0,44.0,58.0,47.0,40.0,37.0,41.0,44.0,45.0,44.0,49.0,48.0,50.0,43.0,47.0,51.0,43.0,38.0,30.0,39.0,45.0,51.0,43.0,35.0,77.0,53.0
269,68,1995SJ00,452216.0,27106.0,7279.0,2227.0,2056.0,2555.0,12989.0,146656.0,31107.0,18967.0,2439.0,3616.0,2373.0,5061.0,17656.0,8966.0,30676.0,25795.0,14424.0,7273.0,43656.0,15550.0,2916.0,3425.0,4757.0,4451.0,14468.0,3872.0,5955.0,4641.0,13639.0,4897.0,5562.0,3179.0,62009.0,91549.0,22759.0,9851.0,12908.0,68790.0,2482.0,24264.0,21361.0,2745.0,9018.0,8920.0,59542.0,5174.0,44124.0,3405.0,2522.0,4317.0,48.0,51.0,85.0,46.0,36.0,57.0,44.0,49.0,52.0,44.0,65.0,67.0,40.0,42.0,57.0,53.0,49.0,45.0,44.0,42.0,49.0,47.0,47.0,41.0,50.0,51.0,57.0,60.0,62.0,51.0,43.0,37.0,47.0,48.0,48.0,49.0,55.0,56.0,54.0,47.0,52.0,56.0,45.0,40.0,35.0,47.0,46.0,51.0,45.0,40.0,61.0,46.0
270,68,2001SJ00,484646.0,30941.0,8854.0,2854.0,2936.0,2479.0,13751.0,155545.0,34432.0,22268.0,3558.0,4588.0,1843.0,5237.0,18387.0,3126.0,31757.0,30265.0,16115.0,8657.0,54919.0,24224.0,6469.0,4406.0,5796.0,7552.0,15624.0,3438.0,6270.0,5917.0,14929.0,5338.0,4519.0,5006.0,54313.0,109694.0,30144.0,13036.0,17108.0,79550.0,4593.0,31222.0,24237.0,2975.0,8625.0,7898.0,54462.0,5100.0,38072.0,3500.0,2512.0,5253.0,49.0,53.0,84.0,46.0,43.0,52.0,47.0,51.0,52.0,47.0,57.0,64.0,49.0,45.0,55.0,55.0,53.0,48.0,44.0,40.0,50.0,52.0,54.0,42.0,53.0,58.0,54.0,53.0,56.0,53.0,44.0,41.0,45.0,46.0,48.0,49.0,52.0,50.0,54.0,48.0,48.0,57.0,45.0,45.0,36.0,41.0,47.0,63.0,45.0,47.0,73.0,44.0
271,68,2006SJ00,425287.0,21805.0,5349.0,1578.0,1512.0,2513.0,10688.0,117061.0,23292.0,15466.0,3148.0,4830.0,1191.0,3132.0,13815.0,2754.0,21285.0,27289.0,16343.0,4670.0,56230.0,23633.0,6837.0,4155.0,6972.0,5669.0,16073.0,3722.0,7421.0,4930.0,16376.0,5789.0,4308.0,5948.0,59955.0,105453.0,29443.0,13383.0,16060.0,76010.0,4668.0,35301.0,17424.0,2198.0,7008.0,8813.0,43770.0,4466.0,25762.0,4051.0,1527.0,7265.0,47.0,53.0,79.0,57.0,48.0,51.0,46.0,47.0,48.0,44.0,46.0,67.0,35.0,41.0,49.0,73.0,44.0,45.0,43.0,43.0,47.0,48.0,45.0,42.0,51.0,57.0,50.0,45.0,59.0,45.0,44.0,37.0,47.0,50.0,45.0,49.0,52.0,54.0,51.0,48.0,56.0,56.0,40.0,44.0,29.0,43.0,46.0,53.0,43.0,44.0,81.0,48.0
272,69,1990SJ00,216089.0,14198.0,875.0,1760.0,3323.0,976.0,7265.0,63076.0,13291.0,9679.0,488.0,1104.0,1331.0,2912.0,4154.0,1669.0,15065.0,13385.0,6164.0,4468.0,20286.0,6901.0,1948.0,2188.0,1196.0,1569.0,5490.0,1649.0,1763.0,2079.0,7895.0,3894.0,2863.0,1137.0,31468.0,45171.0,7953.0,3440.0,4513.0,37218.0,1853.0,8901.0,10038.0,3390.0,7373.0,5663.0,31258.0,2927.0,23934.0,2695.0,614.0,1088.0,25.0,24.0,10.0,20.0,36.0,25.0,25.0,24.0,22.0,26.0,25.0,16.0,23.0,31.0,23.0,12.0,26.0,25.0,23.0,22.0,25.0,25.0,35.0,31.0,16.0,21.0,22.0,27.0,17.0,24.0,28.0,31.0,29.0,20.0,24.0,27.0,22.0,25.0,21.0,28.0,29.0,22.0,32.0,27.0,41.0,32.0,26.0,31.0,26.0,43.0,12.0,19.0
273,69,1995SJ00,211504.0,10971.0,588.0,786.0,1574.0,657.0,7367.0,64274.0,12960.0,10332.0,802.0,319.0,938.0,3759.0,6346.0,1823.0,13878.0,13116.0,8387.0,3857.0,20053.0,7902.0,1720.0,3018.0,1500.0,1665.0,4662.0,1333.0,1162.0,2167.0,7489.0,3920.0,2488.0,1081.0,29132.0,44273.0,8232.0,3523.0,4709.0,36042.0,1476.0,8276.0,13383.0,3072.0,5054.0,4780.0,30556.0,2330.0,22259.0,2973.0,624.0,2370.0,23.0,21.0,7.0,16.0,27.0,15.0,25.0,22.0,22.0,24.0,21.0,6.0,16.0,31.0,20.0,11.0,22.0,23.0,25.0,22.0,22.0,24.0,28.0,36.0,16.0,19.0,19.0,21.0,12.0,24.0,24.0,29.0,21.0,16.0,23.0,24.0,20.0,20.0,20.0,25.0,31.0,19.0,28.0,23.0,39.0,25.0,24.0,23.0,23.0,35.0,15.0,25.0
274,69,2001SJ00,217620.0,10406.0,1094.0,1236.0,1367.0,708.0,5999.0,68445.0,13409.0,11326.0,1575.0,478.0,725.0,2463.0,8898.0,1033.0,12419.0,15998.0,8397.0,4182.0,22313.0,9951.0,3066.0,3140.0,1676.0,2069.0,4725.0,1247.0,1726.0,1752.0,7609.0,3278.0,1868.0,2412.0,23973.0,52840.0,12879.0,5977.0,6903.0,39960.0,2077.0,10746.0,14961.0,2994.0,3748.0,5433.0,27066.0,1601.0,20592.0,2175.0,284.0,2414.0,22.0,18.0,10.0,20.0,20.0,15.0,20.0,22.0,20.0,24.0,25.0,7.0,19.0,21.0,27.0,18.0,21.0,25.0,23.0,19.0,20.0,21.0,25.0,30.0,15.0,16.0,16.0,19.0,15.0,16.0,22.0,25.0,19.0,22.0,21.0,24.0,22.0,23.0,22.0,24.0,22.0,19.0,28.0,19.0,36.0,28.0,24.0,20.0,25.0,29.0,8.0,20.0
275,69,2006SJ00,215590.0,8241.0,850.0,315.0,686.0,1147.0,5118.0,58480.0,11383.0,7771.0,2120.0,999.0,775.0,2445.0,6251.0,464.0,10383.0,15237.0,9860.0,2291.0,27518.0,11692.0,4111.0,3214.0,2714.0,1653.0,6242.0,2020.0,1987.0,2235.0,9292.0,4660.0,1866.0,2560.0,31328.0,53426.0,12644.0,5607.0,7037.0,40782.0,2183.0,13246.0,13779.0,2547.0,3360.0,5402.0,24446.0,2059.0,16330.0,2574.0,131.0,2902.0,24.0,20.0,13.0,11.0,22.0,23.0,22.0,23.0,24.0,22.0,31.0,14.0,23.0,32.0,22.0,12.0,22.0,25.0,26.0,21.0,23.0,24.0,27.0,32.0,20.0,17.0,19.0,24.0,16.0,20.0,25.0,30.0,20.0,21.0,23.0,25.0,22.0,22.0,22.0,26.0,26.0,21.0,32.0,21.0,34.0,26.0,25.0,24.0,27.0,28.0,7.0,19.0
