ID,Kenmerken,Perioden,TotaalAantalDagtochten_1,TotaalZonnenZwemmenEnDergelijke_2,OpStrandBijDeZee_3,OpStrandBijMeerPlas_4,InOpenluchtzwembad_5,NietAanHetWater_6,InBinnenbad_7,TotaalSportEnSportieveRecreatie_8,Wandelen_9,Fietsen_10,Golfen_11,Watersport_12,Vissen_13,Paardrijden_14,TrimmenHardlopenFitnessED_15,Schaatsen_16,OverigeBinnensport_17,OverigeBuitensport_18,ToeschouwerBegeleiderBijSport_19,Toeren_20,TotaalBezoekAttractiepuntED_21,TotaalBezoekAttractiepunt_22,BezoekSpeeltuinUitspanning_23,BezoekPretparkED_24,BezoekAanDierentuinVogelparkED_25,BezoekKinderboerderijHeemtuinED_26,TotaalBezoekBezienswaardigheid_27,BezoekOudeStadDorp_28,BezoekMuseum_29,BezoekMonumentenED_30,TotaalBezoekEvenement_31,BezoekJaarmarktBraderieCorsoED_32,BezoekBeursTentoonstellingShow_33,BezoekOverigeEvenementen_34,RecreatiefWinkelen_35,TotaalUitgaan_36,TotaalFilmToneelConcertED_37,NaarDeFilm_38,NaarToneelConcertBalletED_39,TotaalOverigUitgaan_40,TerrasjeZittenKoffieDrinkenED_41,UitEtenGaan_42,BarCafebezoek_43,KermisCircus_44,DiscoBowling_45,OverigUitgaan_46,TotaalOverigeDagtochten_47,BezoekDenksportActiviteit_48,VerenigingsactiviteitenHobbyclubsED_49,BezoekKinderactiviteiten_50,BezoekVolkstuin_51,BezoekNatuurEnOverigeActiviteiten_52,TotaalAantalDagtochten_53,TotaalZonnenEnDergelijke_54,OpStrandBijDeZee_55,OpStrandBijMeerPlas_56,InOpenluchtzwembad_57,NietAanHetWater_58,InBinnenbad_59,TotaalSportEnSportieveRecreatie_60,Wandelen_61,Fietsen_62,Golfen_63,Watersport_64,Vissen_65,Paardrijden_66,TrimmenHardlopenFitnessED_67,Schaatsen_68,OverigeBinnensport_69,OverigeBuitensport_70,ToeschouwerBegeleiderBijSport_71,Toeren_72,TotaalBezoekAttractiepuntED_73,TotaalBezoekAttractiepunt_74,BezoekSpeeltuinUitspanning_75,BezoekPretparkED_76,BezoekAanDierentuinVogelparkED_77,BezoekKinderboerderijHeemtuinED_78,TotaalBezoekBezienswaardigheid_79,BezoekOudeStadDorp_80,BezoekMuseum_81,BezoekMonumentenED_82,TotaalBezoekEvenement_83,BezoekJaarmarktBraderieCorsoED_84,BezoekBeursTentoonstellingShow_85,BezoekOverigeEvenementen_86,RecreatiefWinkelen_87,TotaalUitgaan_88,TotaalFilmToneelConcertED_89,NaarDeFilm_90,NaarToneelConcertBalletED_91,TotaalOverigUitgaan_92,TerrasjeZittenKoffieDrinkenED_93,UitEtenGaan_94,BarCafebezoek_95,KermisCircus_96,DiscoBowling_97,OverigUitgaan_98,TotaalOverigeDagtochten_99,BezoekDenksportActiviteit_100,VerenigingsactiviteitenHobbyclubsED_101,BezoekKinderactiviteiten_102,BezoekVolkstuin_103,BezoekNatuurEnOverigeActiviteiten_104
80,21,1990SJ00,136474.0,8470.0,3418.0,1126.0,533.0,512.0,2882.0,41657.0,9449.0,5306.0,301.0,1775.0,902.0,1627.0,3049.0,1701.0,8813.0,8733.0,3702.0,2401.0,14085.0,3098.0,1047.0,132.0,844.0,1075.0,5978.0,1416.0,2664.0,1898.0,5009.0,1708.0,2282.0,1019.0,21479.0,26435.0,7031.0,2316.0,4715.0,19404.0,984.0,7090.0,4862.0,1029.0,2980.0,2458.0,18245.0,1528.0,14406.0,568.0,872.0,872.0,16.0,14.0,38.0,13.0,6.0,13.0,10.0,16.0,16.0,14.0,16.0,26.0,15.0,17.0,17.0,13.0,15.0,16.0,14.0,12.0,17.0,11.0,19.0,2.0,11.0,15.0,24.0,23.0,25.0,22.0,18.0,14.0,23.0,18.0,17.0,16.0,20.0,17.0,22.0,15.0,15.0,17.0,15.0,11.0,13.0,14.0,15.0,16.0,16.0,9.0,16.0,15.0
81,21,1995SJ00,159670.0,8697.0,2464.0,867.0,710.0,836.0,3819.0,48778.0,10573.0,6224.0,946.0,1042.0,617.0,1536.0,5712.0,3332.0,9602.0,9192.0,5419.0,2270.0,16070.0,3632.0,1160.0,190.0,1209.0,1073.0,6959.0,1416.0,2757.0,2785.0,5479.0,1983.0,2385.0,1111.0,24144.0,33717.0,9407.0,3790.0,5616.0,24311.0,781.0,8408.0,7727.0,1220.0,3167.0,3008.0,20575.0,1850.0,15041.0,1289.0,1034.0,1361.0,17.0,17.0,29.0,18.0,13.0,20.0,13.0,17.0,18.0,15.0,25.0,19.0,10.0,13.0,18.0,20.0,15.0,16.0,17.0,14.0,19.0,12.0,20.0,3.0,13.0,12.0,29.0,25.0,29.0,32.0,18.0,15.0,21.0,17.0,19.0,18.0,23.0,22.0,24.0,17.0,17.0,20.0,16.0,15.0,16.0,16.0,16.0,18.0,16.0,15.0,25.0,15.0
82,21,2001SJ00,172439.0,10795.0,3227.0,845.0,1279.0,534.0,4890.0,55151.0,12351.0,6506.0,1393.0,1395.0,442.0,1959.0,6453.0,1562.0,11591.0,11499.0,5479.0,2798.0,22407.0,8967.0,2621.0,713.0,1524.0,4109.0,8039.0,1245.0,2933.0,3861.0,5379.0,1586.0,1894.0,1899.0,18434.0,39644.0,11610.0,4794.0,6816.0,28034.0,1634.0,11188.0,8625.0,1556.0,2296.0,2734.0,17732.0,1963.0,12366.0,976.0,489.0,1938.0,18.0,19.0,31.0,14.0,19.0,11.0,17.0,18.0,19.0,14.0,23.0,20.0,12.0,17.0,19.0,29.0,20.0,18.0,15.0,14.0,21.0,20.0,22.0,7.0,14.0,32.0,30.0,23.0,28.0,35.0,16.0,13.0,19.0,18.0,17.0,18.0,20.0,19.0,22.0,17.0,17.0,21.0,16.0,12.0,19.0,14.0,15.0,24.0,15.0,13.0,14.0,16.0
83,21,2006SJ00,155329.0,7634.0,2145.0,403.0,603.0,822.0,3542.0,42073.0,8352.0,4421.0,1493.0,2739.0,305.0,1202.0,4375.0,1609.0,7364.0,9667.0,6376.0,1848.0,21172.0,6659.0,2512.0,674.0,1917.0,1556.0,7857.0,2114.0,3179.0,2564.0,6557.0,2095.0,2272.0,2100.0,22019.0,40158.0,12869.0,5415.0,7454.0,27289.0,2041.0,12172.0,6769.0,1111.0,2343.0,2696.0,14050.0,826.0,8792.0,1337.0,767.0,2081.0,18.0,19.0,32.0,14.0,20.0,17.0,15.0,17.0,18.0,13.0,23.0,38.0,10.0,16.0,16.0,44.0,15.0,16.0,17.0,18.0,19.0,14.0,17.0,7.0,15.0,16.0,25.0,28.0,26.0,24.0,18.0,14.0,26.0,18.0,17.0,19.0,23.0,23.0,24.0,17.0,25.0,20.0,16.0,15.0,15.0,13.0,15.0,10.0,15.0,15.0,41.0,14.0
84,22,1990SJ00,178658.0,14450.0,4108.0,1703.0,1612.0,459.0,6570.0,56362.0,14162.0,6548.0,415.0,1513.0,1284.0,1935.0,4156.0,3407.0,11531.0,11412.0,5557.0,2182.0,15248.0,5567.0,665.0,1161.0,1700.0,2040.0,5463.0,870.0,3058.0,1535.0,4218.0,1744.0,1309.0,1165.0,26219.0,33910.0,8398.0,3255.0,5143.0,25513.0,1556.0,9258.0,5794.0,840.0,5160.0,2905.0,24730.0,2302.0,17427.0,1081.0,2521.0,1399.0,21.0,24.0,45.0,19.0,18.0,12.0,23.0,21.0,24.0,17.0,22.0,22.0,22.0,20.0,23.0,25.0,20.0,21.0,20.0,11.0,19.0,20.0,12.0,16.0,22.0,28.0,22.0,14.0,29.0,18.0,15.0,14.0,13.0,20.0,20.0,20.0,24.0,24.0,24.0,19.0,24.0,23.0,18.0,19.0,10.0,17.0,21.0,24.0,19.0,17.0,47.0,24.0
85,22,1995SJ00,201408.0,13451.0,4571.0,932.0,943.0,638.0,6368.0,65989.0,13400.0,7829.0,1013.0,1346.0,1621.0,2023.0,8541.0,3957.0,14525.0,11734.0,7003.0,2336.0,17932.0,6811.0,1269.0,1457.0,1943.0,2142.0,5773.0,1529.0,2742.0,1502.0,5348.0,1931.0,2130.0,1287.0,27266.0,40392.0,9967.0,4308.0,5659.0,30425.0,1441.0,10683.0,8919.0,1203.0,4142.0,4037.0,27040.0,2380.0,19879.0,1572.0,1145.0,2064.0,22.0,26.0,54.0,19.0,17.0,15.0,22.0,22.0,23.0,19.0,27.0,25.0,27.0,17.0,27.0,23.0,23.0,21.0,21.0,15.0,21.0,22.0,22.0,19.0,21.0,25.0,24.0,27.0,29.0,17.0,17.0,15.0,19.0,20.0,22.0,22.0,25.0,25.0,24.0,21.0,30.0,25.0,19.0,19.0,15.0,21.0,21.0,23.0,21.0,19.0,28.0,22.0
86,22,2001SJ00,215191.0,13903.0,5324.0,1000.0,1028.0,707.0,5796.0,68798.0,14565.0,9141.0,1164.0,2081.0,1029.0,2122.0,9427.0,902.0,14114.0,14186.0,7747.0,2719.0,22040.0,9732.0,2780.0,1476.0,2686.0,2790.0,5647.0,1754.0,2516.0,1377.0,6540.0,2701.0,1470.0,2331.0,26007.0,48349.0,13367.0,5604.0,7764.0,34982.0,2079.0,13358.0,10866.0,997.0,4112.0,3568.0,25628.0,2498.0,17648.0,1593.0,1633.0,2231.0,22.0,24.0,51.0,16.0,15.0,15.0,20.0,23.0,23.0,20.0,19.0,29.0,27.0,18.0,28.0,17.0,24.0,23.0,21.0,14.0,21.0,22.0,24.0,15.0,26.0,22.0,21.0,32.0,24.0,13.0,20.0,22.0,15.0,21.0,24.0,22.0,23.0,22.0,25.0,21.0,22.0,25.0,20.0,22.0,12.0,19.0,22.0,31.0,21.0,21.0,47.0,19.0
87,22,2006SJ00,185198.0,10311.0,3244.0,489.0,620.0,919.0,4992.0,50504.0,9608.0,6860.0,811.0,1631.0,662.0,1053.0,6236.0,866.0,9663.0,12970.0,7079.0,1681.0,22186.0,9839.0,2536.0,1575.0,3154.0,2573.0,6391.0,1314.0,3330.0,1746.0,5957.0,2145.0,1064.0,2549.0,27216.0,46657.0,12810.0,5713.0,7098.0,33847.0,1862.0,16071.0,7340.0,834.0,3496.0,4075.0,19563.0,2831.0,10780.0,1711.0,348.0,3567.0,21.0,25.0,49.0,18.0,21.0,19.0,22.0,20.0,21.0,21.0,12.0,23.0,21.0,14.0,22.0,24.0,20.0,22.0,19.0,16.0,19.0,21.0,17.0,17.0,24.0,26.0,21.0,17.0,27.0,16.0,16.0,14.0,12.0,21.0,21.0,22.0,23.0,24.0,23.0,21.0,23.0,26.0,17.0,23.0,11.0,20.0,21.0,33.0,18.0,19.0,19.0,24.0
88,23,1990SJ00,21686.0,2253.0,1202.0,295.0,54.0,146.0,556.0,6841.0,1834.0,1034.0,61.0,419.0,294.0,264.0,338.0,456.0,1236.0,906.0,466.0,1139.0,1876.0,291.0,88.0,44.0,35.0,123.0,815.0,278.0,153.0,384.0,770.0,441.0,169.0,159.0,2685.0,3692.0,674.0,271.0,403.0,3018.0,115.0,850.0,728.0,266.0,705.0,353.0,2734.0,370.0,1852.0,172.0,160.0,180.0,2.0,4.0,13.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,6.0,5.0,3.0,2.0,3.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0
89,23,1995SJ00,21808.0,2675.0,1299.0,50.0,184.0,402.0,740.0,7082.0,1716.0,1089.0,63.0,281.0,116.0,128.0,919.0,311.0,1294.0,1164.0,528.0,586.0,1810.0,422.0,134.0,52.0,0.0,236.0,493.0,187.0,128.0,178.0,896.0,499.0,143.0,253.0,2205.0,3678.0,666.0,194.0,472.0,3011.0,206.0,986.0,1186.0,76.0,154.0,403.0,3244.0,226.0,2445.0,244.0,140.0,190.0,2.0,5.0,15.0,1.0,3.0,10.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0
90,23,2001SJ00,21248.0,2666.0,1581.0,183.0,89.0,209.0,605.0,6889.0,1570.0,1267.0,51.0,345.0,285.0,304.0,488.0,0.0,1184.0,1377.0,766.0,1009.0,1932.0,692.0,423.0,26.0,0.0,243.0,617.0,316.0,91.0,210.0,622.0,264.0,126.0,203.0,1844.0,4350.0,1144.0,654.0,490.0,3206.0,247.0,899.0,856.0,95.0,740.0,368.0,1791.0,66.0,1088.0,218.0,73.0,348.0,2.0,5.0,15.0,3.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,5.0,8.0,3.0,1.0,0.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,0.0,0.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0
91,23,2006SJ00,18857.0,1864.0,873.0,241.0,0.0,143.0,607.0,5002.0,1017.0,1114.0,236.0,98.0,167.0,170.0,334.0,0.0,822.0,1044.0,314.0,318.0,2535.0,911.0,400.0,0.0,0.0,511.0,748.0,435.0,144.0,168.0,876.0,331.0,273.0,272.0,2787.0,3814.0,1148.0,796.0,351.0,2666.0,151.0,1222.0,676.0,27.0,267.0,282.0,2224.0,34.0,1188.0,315.0,218.0,385.0,2.0,5.0,13.0,9.0,0.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,5.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,0.0,0.0,5.0,2.0,6.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,3.0,12.0,3.0
92,24,1990SJ00,130878.0,8102.0,,1204.0,2265.0,516.0,4116.0,39140.0,6456.0,6093.0,303.0,934.0,662.0,2133.0,2607.0,1164.0,9907.0,8881.0,3959.0,1997.0,11446.0,5110.0,790.0,3316.0,342.0,662.0,1950.0,395.0,840.0,716.0,4386.0,2289.0,1379.0,719.0,18077.0,28141.0,4711.0,2240.0,2471.0,23430.0,752.0,5316.0,7029.0,2152.0,4962.0,3219.0,20016.0,1972.0,15159.0,1710.0,522.0,653.0,15.0,14.0,0.0,14.0,25.0,13.0,14.0,15.0,11.0,16.0,16.0,14.0,11.0,22.0,14.0,9.0,17.0,17.0,15.0,10.0,14.0,18.0,14.0,47.0,4.0,9.0,8.0,6.0,8.0,8.0,16.0,18.0,14.0,12.0,14.0,17.0,13.0,16.0,11.0,18.0,12.0,13.0,22.0,18.0,26.0,18.0,17.0,21.0,17.0,27.0,10.0,11.0
93,24,1995SJ00,132913.0,6147.0,,540.0,1046.0,362.0,4199.0,41192.0,6706.0,6731.0,598.0,242.0,657.0,2408.0,4255.0,1421.0,9038.0,9135.0,5987.0,1980.0,12472.0,6020.0,972.0,3536.0,566.0,946.0,2227.0,532.0,647.0,1049.0,4225.0,2259.0,1298.0,668.0,18196.0,28071.0,5220.0,2110.0,3110.0,22851.0,725.0,5238.0,8653.0,1928.0,3389.0,2919.0,18868.0,1385.0,13524.0,2011.0,381.0,1568.0,14.0,12.0,,11.0,19.0,9.0,14.0,14.0,12.0,16.0,16.0,4.0,11.0,20.0,14.0,8.0,14.0,16.0,18.0,12.0,14.0,19.0,16.0,47.0,6.0,11.0,9.0,9.0,7.0,12.0,14.0,17.0,12.0,10.0,14.0,15.0,13.0,12.0,13.0,16.0,15.0,12.0,18.0,16.0,25.0,16.0,15.0,14.0,14.0,24.0,9.0,17.0
94,24,2001SJ00,142168.0,6824.0,,1315.0,1168.0,691.0,3651.0,45021.0,7478.0,8008.0,1127.0,224.0,409.0,1783.0,5040.0,738.0,7862.0,12255.0,6667.0,2059.0,15135.0,8018.0,2147.0,3915.0,892.0,1064.0,2110.0,538.0,747.0,825.0,5007.0,1884.0,1288.0,1814.0,14546.0,34969.0,8399.0,3630.0,4769.0,26570.0,1128.0,7838.0,10040.0,2354.0,1828.0,3382.0,16947.0,1122.0,12328.0,1492.0,411.0,1594.0,15.0,12.0,,21.0,17.0,15.0,12.0,15.0,12.0,17.0,19.0,3.0,11.0,16.0,15.0,14.0,13.0,20.0,18.0,10.0,14.0,18.0,18.0,39.0,8.0,8.0,8.0,10.0,7.0,8.0,15.0,15.0,13.0,17.0,13.0,16.0,15.0,14.0,15.0,16.0,12.0,14.0,19.0,10.0,29.0,18.0,15.0,14.0,15.0,20.0,12.0,13.0
95,24,2006SJ00,133979.0,4616.0,,267.0,508.0,903.0,2893.0,36828.0,5795.0,4373.0,1656.0,633.0,217.0,1840.0,3430.0,401.0,7226.0,10869.0,6698.0,1261.0,17283.0,8755.0,2597.0,3372.0,1700.0,1086.0,3188.0,699.0,1456.0,1033.0,5282.0,2443.0,737.0,2045.0,18902.0,34684.0,7549.0,2876.0,4672.0,27135.0,1300.0,9173.0,8911.0,2017.0,1876.0,3488.0,13708.0,1219.0,9024.0,1497.0,131.0,1573.0,15.0,11.0,,10.0,17.0,19.0,13.0,15.0,12.0,13.0,25.0,9.0,7.0,24.0,12.0,11.0,15.0,18.0,18.0,12.0,15.0,19.0,18.0,37.0,13.0,11.0,10.0,9.0,12.0,10.0,15.0,17.0,9.0,17.0,15.0,16.0,14.0,12.0,15.0,17.0,16.0,15.0,21.0,12.0,27.0,17.0,14.0,14.0,15.0,17.0,7.0,10.0
96,25,1990SJ00,72466.0,4928.0,,531.0,1049.0,286.0,3063.0,21744.0,6194.0,2601.0,104.0,119.0,439.0,856.0,1522.0,469.0,5145.0,4295.0,2176.0,1396.0,6178.0,2077.0,1020.0,152.0,61.0,844.0,1675.0,610.0,305.0,761.0,2425.0,1259.0,847.0,320.0,9970.0,15083.0,2553.0,940.0,1614.0,12530.0,922.0,2980.0,2999.0,1220.0,2170.0,2238.0,10991.0,921.0,8548.0,951.0,80.0,491.0,8.0,8.0,0.0,6.0,12.0,7.0,11.0,8.0,10.0,7.0,5.0,2.0,7.0,9.0,8.0,3.0,9.0,8.0,8.0,7.0,8.0,8.0,18.0,2.0,1.0,12.0,7.0,10.0,3.0,9.0,9.0,10.0,9.0,6.0,8.0,9.0,7.0,7.0,7.0,9.0,14.0,7.0,9.0,8.0,15.0,13.0,9.0,10.0,9.0,15.0,2.0,8.0
97,25,1995SJ00,67733.0,3916.0,,225.0,375.0,243.0,3073.0,21236.0,5875.0,2480.0,71.0,27.0,198.0,1252.0,1930.0,248.0,5028.0,4126.0,2328.0,1107.0,4444.0,1299.0,544.0,83.0,50.0,623.0,938.0,270.0,251.0,417.0,2207.0,1371.0,509.0,327.0,9165.0,14355.0,2089.0,970.0,1119.0,12266.0,495.0,2535.0,4838.0,1117.0,1547.0,1733.0,11181.0,913.0,8355.0,905.0,225.0,783.0,7.0,7.0,,5.0,7.0,6.0,10.0,7.0,10.0,6.0,2.0,1.0,3.0,10.0,6.0,1.0,8.0,7.0,7.0,7.0,5.0,4.0,9.0,1.0,1.0,7.0,4.0,5.0,3.0,5.0,7.0,10.0,5.0,5.0,7.0,8.0,5.0,6.0,5.0,9.0,10.0,6.0,10.0,7.0,14.0,9.0,9.0,9.0,9.0,11.0,5.0,8.0
98,25,2001SJ00,65363.0,2935.0,,168.0,113.0,431.0,2222.0,20407.0,4670.0,2303.0,78.0,92.0,146.0,556.0,3639.0,266.0,5099.0,3535.0,1846.0,1218.0,5723.0,1907.0,748.0,313.0,92.0,754.0,1272.0,227.0,401.0,644.0,2517.0,1173.0,643.0,671.0,7175.0,16264.0,3388.0,1580.0,1808.0,12876.0,880.0,2938.0,4950.0,711.0,1624.0,1774.0,9795.0,532.0,7752.0,674.0,0.0,836.0,7.0,5.0,,3.0,2.0,9.0,8.0,7.0,7.0,5.0,1.0,1.0,4.0,5.0,11.0,5.0,9.0,6.0,5.0,6.0,5.0,4.0,6.0,3.0,1.0,6.0,5.0,4.0,4.0,6.0,8.0,9.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,8.0,9.0,5.0,9.0,9.0,9.0,9.0,9.0,7.0,9.0,9.0,0.0,7.0
99,25,2006SJ00,66158.0,2397.0,,97.0,116.0,161.0,1943.0,18073.0,4558.0,2220.0,235.0,59.0,256.0,605.0,2884.0,59.0,3163.0,3884.0,2855.0,766.0,7521.0,2741.0,1199.0,604.0,600.0,339.0,1671.0,429.0,421.0,821.0,2969.0,2042.0,264.0,575.0,9345.0,14978.0,3030.0,1483.0,1547.0,11948.0,555.0,3588.0,4321.0,529.0,1230.0,1695.0,10223.0,841.0,7060.0,1075.0,0.0,1164.0,7.0,6.0,,3.0,4.0,3.0,8.0,7.0,10.0,7.0,4.0,1.0,8.0,8.0,10.0,2.0,7.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,5.0,3.0,5.0,6.0,3.0,8.0,8.0,14.0,3.0,5.0,7.0,7.0,5.0,6.0,5.0,8.0,7.0,6.0,10.0,8.0,7.0,8.0,11.0,10.0,12.0,12.0,0.0,8.0
100,26,1990SJ00,38800.0,1167.0,,216.0,49.0,166.0,736.0,6681.0,1810.0,399.0,49.0,434.0,95.0,40.0,881.0,211.0,1383.0,1379.0,997.0,403.0,6725.0,1207.0,235.0,,800.0,173.0,3562.0,743.0,1855.0,964.0,1956.0,294.0,1370.0,293.0,8096.0,10145.0,3639.0,1022.0,2617.0,6507.0,612.0,2386.0,1983.0,117.0,897.0,510.0,4586.0,378.0,3652.0,58.0,217.0,283.0,4.0,2.0,0.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,3.0,6.0,2.0,0.0,5.0,2.0,2.0,3.0,4.0,2.0,8.0,4.0,4.0,0.0,10.0,2.0,14.0,12.0,17.0,11.0,7.0,2.0,14.0,5.0,6.0,6.0,10.0,7.0,12.0,5.0,10.0,6.0,6.0,3.0,1.0,3.0,4.0,4.0,4.0,1.0,4.0,5.0
101,26,1995SJ00,46566.0,1234.0,,17.0,75.0,356.0,786.0,8982.0,2520.0,809.0,136.0,0.0,64.0,222.0,1962.0,402.0,1831.0,1037.0,1608.0,447.0,7079.0,1711.0,281.0,0.0,1169.0,260.0,3143.0,688.0,1501.0,955.0,2225.0,295.0,1383.0,547.0,8145.0,15163.0,5290.0,2076.0,3214.0,9873.0,429.0,3514.0,3498.0,212.0,1224.0,997.0,3907.0,377.0,2957.0,83.0,310.0,179.0,32.0,23.0,,15.0,47.0,60.0,33.0,29.0,29.0,33.0,47.0,0.0,12.0,29.0,37.0,25.0,28.0,23.0,35.0,30.0,38.0,32.0,26.0,0.0,40.0,31.0,42.0,42.0,39.0,49.0,37.0,30.0,37.0,39.0,32.0,37.0,37.0,34.0,39.0,38.0,28.0,37.0,40.0,45.0,32.0,34.0,24.0,26.0,24.0,11.0,63.0,17.0
102,26,2001SJ00,53961.0,1454.0,,77.0,366.0,94.0,918.0,12853.0,1724.0,806.0,302.0,470.0,0.0,404.0,2697.0,574.0,2572.0,3303.0,1390.0,483.0,9182.0,2293.0,372.0,44.0,1137.0,740.0,4705.0,783.0,2239.0,1682.0,2184.0,158.0,1157.0,869.0,6330.0,17777.0,6837.0,2628.0,4208.0,10940.0,765.0,4433.0,3460.0,395.0,962.0,925.0,4492.0,505.0,2978.0,232.0,205.0,573.0,35.0,27.0,,44.0,77.0,27.0,46.0,36.0,21.0,24.0,86.0,51.0,0.0,59.0,44.0,38.0,38.0,42.0,26.0,25.0,42.0,30.0,24.0,5.0,33.0,41.0,57.0,48.0,53.0,70.0,38.0,16.0,37.0,51.0,30.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,33.0,64.0,34.0,31.0,39.0,28.0,33.0,26.0,44.0
103,26,2006SJ00,55158.0,957.0,,123.0,146.0,114.0,574.0,10206.0,1592.0,756.0,212.0,1036.0,239.0,322.0,1293.0,620.0,1864.0,2222.0,1889.0,565.0,9751.0,2475.0,356.0,80.0,1626.0,414.0,4380.0,1504.0,1697.0,1179.0,2867.0,740.0,1353.0,743.0,8844.0,18395.0,7449.0,2952.0,4497.0,10946.0,514.0,5055.0,3052.0,242.0,805.0,1234.0,4551.0,106.0,3070.0,248.0,447.0,581.0,36.0,25.0,,61.0,39.0,34.0,54.0,35.0,27.0,25.0,70.0,63.0,70.0,53.0,31.0,52.0,34.0,35.0,34.0,31.0,39.0,30.0,19.0,10.0,39.0,27.0,47.0,70.0,37.0,46.0,40.0,39.0,42.0,43.0,37.0,37.0,41.0,38.0,43.0,34.0,24.0,35.0,37.0,27.0,40.0,36.0,36.0,15.0,35.0,42.0,77.0,38.0
104,27,1990SJ00,36586.0,1393.0,70.0,74.0,40.0,22.0,1186.0,6880.0,1855.0,317.0,103.0,153.0,46.0,76.0,844.0,353.0,2086.0,1048.0,1315.0,259.0,4481.0,1785.0,93.0,25.0,1329.0,337.0,1748.0,173.0,1153.0,423.0,948.0,336.0,436.0,176.0,8874.0,8628.0,2885.0,1007.0,1878.0,5744.0,316.0,2054.0,1597.0,210.0,1020.0,546.0,4755.0,502.0,3452.0,197.0,323.0,280.0,4.0,2.0,1.0,1.0,0.0,1.0,4.0,3.0,3.0,1.0,5.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,5.0,1.0,6.0,6.0,2.0,0.0,17.0,5.0,7.0,3.0,11.0,5.0,3.0,3.0,4.0,3.0,7.0,5.0,8.0,7.0,9.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,3.0,6.0,5.0
105,27,1995SJ00,40355.0,1206.0,350.0,72.0,35.0,126.0,623.0,8391.0,1876.0,751.0,102.0,158.0,249.0,146.0,1535.0,199.0,1882.0,1493.0,1745.0,694.0,5714.0,2402.0,595.0,0.0,1506.0,301.0,1984.0,418.0,970.0,596.0,1328.0,390.0,649.0,288.0,7537.0,9813.0,3401.0,1552.0,1848.0,6413.0,227.0,2126.0,2279.0,239.0,802.0,739.0,5256.0,261.0,4232.0,294.0,97.0,372.0,28.0,22.0,16.0,62.0,22.0,21.0,26.0,27.0,22.0,30.0,35.0,51.0,45.0,19.0,29.0,12.0,29.0,33.0,38.0,47.0,30.0,45.0,56.0,0.0,51.0,36.0,27.0,26.0,25.0,30.0,22.0,40.0,17.0,21.0,30.0,24.0,24.0,25.0,23.0,24.0,15.0,22.0,26.0,29.0,36.0,25.0,33.0,18.0,34.0,40.0,20.0,35.0
106,27,2001SJ00,40386.0,1336.0,644.0,53.0,107.0,35.0,497.0,7451.0,1827.0,1023.0,0.0,0.0,0.0,110.0,1374.0,0.0,1370.0,1747.0,2590.0,858.0,6579.0,3658.0,652.0,116.0,2171.0,719.0,1421.0,400.0,713.0,307.0,1500.0,434.0,596.0,433.0,7147.0,10842.0,3920.0,1792.0,2128.0,6922.0,170.0,2716.0,2415.0,163.0,838.0,620.0,3583.0,0.0,2656.0,188.0,534.0,205.0,26.0,25.0,27.0,30.0,23.0,10.0,25.0,21.0,22.0,30.0,0.0,0.0,0.0,16.0,22.0,0.0,20.0,22.0,49.0,45.0,30.0,48.0,42.0,14.0,63.0,40.0,17.0,25.0,17.0,13.0,26.0,45.0,19.0,25.0,34.0,22.0,21.0,25.0,19.0,23.0,8.0,22.0,26.0,29.0,27.0,23.0,24.0,0.0,25.0,27.0,69.0,16.0
