ID,RegioS,BronEnTechniek,Perioden,OpgesteldElektrischVermogen_1,NietGenormaliseerdeProductie_2,GenormaliseerdeProductie_3
1254,ES99  ,E006637 ,2019JJ00,,,
1255,ES99  ,E006637 ,2020JJ00,,,
1256,ES99  ,E006637 ,2021JJ00,,,
1257,ES99  ,E006637 ,2022JJ00,,,
1258,ES99  ,E006637 ,2023JJ00,,,
1259,ES99  ,E006637 ,2024JJ00,,,
1260,ET0101,E006590 ,2018JJ00,272.0,233.0,233.0
1261,ET0101,E006590 ,2019JJ00,492.0,304.0,304.0
1262,ET0101,E006590 ,2020JJ00,943.0,594.0,594.0
1263,ET0101,E006590 ,2021JJ00,1156.0,901.0,901.0
1264,ET0101,E006590 ,2022JJ00,1335.0,1182.0,1182.0
1265,ET0101,E006590 ,2023JJ00,1668.0,1342.0,1342.0
1266,ET0101,E006590 ,2024JJ00,1877.0,1469.0,1469.0
1267,ET0101,A050176 ,2018JJ00,127.0,111.0,111.0
1268,ET0101,A050176 ,2019JJ00,161.0,130.0,130.0
1269,ET0101,A050176 ,2020JJ00,213.0,171.0,171.0
1270,ET0101,A050176 ,2021JJ00,276.0,211.0,211.0
1271,ET0101,A050176 ,2022JJ00,359.0,288.0,288.0
1272,ET0101,A050176 ,2023JJ00,463.0,369.0,369.0
1273,ET0101,A050176 ,2024JJ00,519.0,425.0,425.0
1274,ET0101,A050177 ,2018JJ00,146.0,122.0,122.0
1275,ET0101,A050177 ,2019JJ00,330.0,175.0,175.0
1276,ET0101,A050177 ,2020JJ00,730.0,423.0,423.0
1277,ET0101,A050177 ,2021JJ00,881.0,689.0,689.0
1278,ET0101,A050177 ,2022JJ00,976.0,894.0,894.0
1279,ET0101,A050177 ,2023JJ00,1205.0,973.0,973.0
1280,ET0101,A050177 ,2024JJ00,1358.0,1045.0,1045.0
1281,ET0101,E006637 ,2018JJ00,447.0,975.0,927.0
1282,ET0101,E006637 ,2019JJ00,450.0,1054.0,986.0
1283,ET0101,E006637 ,2020JJ00,620.0,1154.0,1056.0
1284,ET0101,E006637 ,2021JJ00,731.0,1563.0,1624.0
1285,ET0101,E006637 ,2022JJ00,839.0,2043.0,1970.0
1286,ET0101,E006637 ,2023JJ00,868.0,2315.0,2039.0
1287,ET0101,E006637 ,2024JJ00,916.0,2303.0,2198.0
1288,ET0201,E006590 ,2018JJ00,325.0,247.0,247.0
1289,ET0201,E006590 ,2019JJ00,441.0,345.0,345.0
1290,ET0201,E006590 ,2020JJ00,702.0,513.0,513.0
1291,ET0201,E006590 ,2021JJ00,865.0,690.0,690.0
1292,ET0201,E006590 ,2022JJ00,1040.0,917.0,917.0
1293,ET0201,E006590 ,2023JJ00,1292.0,1061.0,1061.0
1294,ET0201,E006590 ,2024JJ00,1410.0,1155.0,1155.0
1295,ET0201,A050176 ,2018JJ00,140.0,117.0,117.0
1296,ET0201,A050176 ,2019JJ00,193.0,153.0,153.0
1297,ET0201,A050176 ,2020JJ00,257.0,217.0,217.0
1298,ET0201,A050176 ,2021JJ00,323.0,257.0,257.0
1299,ET0201,A050176 ,2022JJ00,427.0,360.0,360.0
1300,ET0201,A050176 ,2023JJ00,537.0,434.0,434.0
1301,ET0201,A050176 ,2024JJ00,595.0,496.0,496.0
1302,ET0201,A050177 ,2018JJ00,185.0,130.0,130.0
1303,ET0201,A050177 ,2019JJ00,248.0,192.0,192.0
1304,ET0201,A050177 ,2020JJ00,444.0,296.0,296.0
1305,ET0201,A050177 ,2021JJ00,542.0,433.0,433.0
1306,ET0201,A050177 ,2022JJ00,613.0,557.0,557.0
1307,ET0201,A050177 ,2023JJ00,755.0,627.0,627.0
1308,ET0201,A050177 ,2024JJ00,814.0,658.0,658.0
1309,ET0201,E006637 ,2018JJ00,196.0,408.0,388.0
1310,ET0201,E006637 ,2019JJ00,197.0,444.0,415.0
1311,ET0201,E006637 ,2020JJ00,198.0,495.0,453.0
1312,ET0201,E006637 ,2021JJ00,576.0,946.0,983.0
1313,ET0201,E006637 ,2022JJ00,619.0,1679.0,1619.0
1314,ET0201,E006637 ,2023JJ00,616.0,1915.0,1687.0
1315,ET0201,E006637 ,2024JJ00,617.0,1891.0,1804.0
1316,ET0301,E006590 ,2018JJ00,249.0,192.0,192.0
1317,ET0301,E006590 ,2019JJ00,372.0,281.0,281.0
1318,ET0301,E006590 ,2020JJ00,603.0,450.0,450.0
1319,ET0301,E006590 ,2021JJ00,897.0,692.0,692.0
1320,ET0301,E006590 ,2022JJ00,1374.0,1072.0,1072.0
1321,ET0301,E006590 ,2023JJ00,1632.0,1342.0,1342.0
1322,ET0301,E006590 ,2024JJ00,1782.0,1356.0,1356.0
1323,ET0301,A050176 ,2018JJ00,139.0,121.0,121.0
1324,ET0301,A050176 ,2019JJ00,184.0,150.0,150.0
1325,ET0301,A050176 ,2020JJ00,232.0,193.0,193.0
1326,ET0301,A050176 ,2021JJ00,284.0,224.0,224.0
1327,ET0301,A050176 ,2022JJ00,364.0,293.0,293.0
1328,ET0301,A050176 ,2023JJ00,481.0,379.0,379.0
1329,ET0301,A050176 ,2024JJ00,529.0,436.0,436.0
1330,ET0301,A050177 ,2018JJ00,111.0,70.0,70.0
1331,ET0301,A050177 ,2019JJ00,189.0,132.0,132.0
1332,ET0301,A050177 ,2020JJ00,371.0,257.0,257.0
1333,ET0301,A050177 ,2021JJ00,614.0,468.0,468.0
1334,ET0301,A050177 ,2022JJ00,1010.0,780.0,780.0
1335,ET0301,A050177 ,2023JJ00,1152.0,963.0,963.0
1336,ET0301,A050177 ,2024JJ00,1253.0,919.0,919.0
1337,ET0301,E006637 ,2018JJ00,22.0,,
1338,ET0301,E006637 ,2019JJ00,22.0,,
1339,ET0301,E006637 ,2020JJ00,50.0,,
1340,ET0301,E006637 ,2021JJ00,221.0,207.0,216.0
1341,ET0301,E006637 ,2022JJ00,246.0,643.0,620.0
1342,ET0301,E006637 ,2023JJ00,271.0,786.0,692.0
1343,ET0301,E006637 ,2024JJ00,271.0,767.0,732.0
1344,ET0401,E006590 ,2018JJ00,185.0,146.0,146.0
1345,ET0401,E006590 ,2019JJ00,311.0,206.0,206.0
1346,ET0401,E006590 ,2020JJ00,477.0,362.0,362.0
1347,ET0401,E006590 ,2021JJ00,682.0,472.0,472.0
1348,ET0401,E006590 ,2022JJ00,852.0,731.0,731.0
1349,ET0401,E006590 ,2023JJ00,1062.0,837.0,837.0
1350,ET0401,E006590 ,2024JJ00,1230.0,950.0,950.0
1351,ET0401,A050176 ,2018JJ00,100.0,90.0,90.0
1352,ET0401,A050176 ,2019JJ00,135.0,111.0,111.0
1353,ET0401,A050176 ,2020JJ00,185.0,148.0,148.0
1354,ET0401,A050176 ,2021JJ00,246.0,189.0,189.0
1355,ET0401,A050176 ,2022JJ00,352.0,285.0,285.0
1356,ET0401,A050176 ,2023JJ00,488.0,382.0,382.0
1357,ET0401,A050176 ,2024JJ00,545.0,445.0,445.0
1358,ET0401,A050177 ,2018JJ00,84.0,57.0,57.0
1359,ET0401,A050177 ,2019JJ00,177.0,95.0,95.0
1360,ET0401,A050177 ,2020JJ00,292.0,214.0,214.0
1361,ET0401,A050177 ,2021JJ00,436.0,284.0,284.0
1362,ET0401,A050177 ,2022JJ00,500.0,446.0,446.0
1363,ET0401,A050177 ,2023JJ00,574.0,455.0,455.0
1364,ET0401,A050177 ,2024JJ00,685.0,506.0,506.0
1365,ET0401,E006637 ,2018JJ00,,,
1366,ET0401,E006637 ,2019JJ00,,,
1367,ET0401,E006637 ,2020JJ00,,,
1368,ET0401,E006637 ,2021JJ00,,,
1369,ET0401,E006637 ,2022JJ00,,,
1370,ET0401,E006637 ,2023JJ00,,,
1371,ET0401,E006637 ,2024JJ00,,,
1372,ET0501,E006590 ,2018JJ00,214.0,185.0,185.0
1373,ET0501,E006590 ,2019JJ00,294.0,230.0,230.0
1374,ET0501,E006590 ,2020JJ00,469.0,350.0,350.0
1375,ET0501,E006590 ,2021JJ00,587.0,459.0,459.0
1376,ET0501,E006590 ,2022JJ00,759.0,654.0,654.0
1377,ET0501,E006590 ,2023JJ00,949.0,750.0,750.0
1378,ET0501,E006590 ,2024JJ00,1068.0,826.0,826.0
1379,ET0501,A050176 ,2018JJ00,109.0,97.0,97.0
1380,ET0501,A050176 ,2019JJ00,143.0,118.0,118.0
1381,ET0501,A050176 ,2020JJ00,186.0,155.0,155.0
1382,ET0501,A050176 ,2021JJ00,236.0,185.0,185.0
1383,ET0501,A050176 ,2022JJ00,307.0,256.0,256.0
1384,ET0501,A050176 ,2023JJ00,413.0,326.0,326.0
1385,ET0501,A050176 ,2024JJ00,467.0,383.0,383.0
1386,ET0501,A050177 ,2018JJ00,105.0,88.0,88.0
1387,ET0501,A050177 ,2019JJ00,152.0,112.0,112.0
1388,ET0501,A050177 ,2020JJ00,283.0,194.0,194.0
1389,ET0501,A050177 ,2021JJ00,351.0,273.0,273.0
1390,ET0501,A050177 ,2022JJ00,451.0,397.0,397.0
1391,ET0501,A050177 ,2023JJ00,536.0,424.0,424.0
1392,ET0501,A050177 ,2024JJ00,601.0,443.0,443.0
1393,ET0501,E006637 ,2018JJ00,43.0,71.0,67.0
1394,ET0501,E006637 ,2019JJ00,61.0,92.0,86.0
1395,ET0501,E006637 ,2020JJ00,66.0,153.0,140.0
1396,ET0501,E006637 ,2021JJ00,74.0,135.0,141.0
1397,ET0501,E006637 ,2022JJ00,74.0,155.0,149.0
1398,ET0501,E006637 ,2023JJ00,87.0,188.0,165.0
1399,ET0501,E006637 ,2024JJ00,87.0,190.0,181.0
1400,ET0601,E006590 ,2018JJ00,189.0,158.0,158.0
1401,ET0601,E006590 ,2019JJ00,329.0,233.0,233.0
1402,ET0601,E006590 ,2020JJ00,484.0,376.0,376.0
1403,ET0601,E006590 ,2021JJ00,586.0,436.0,436.0
1404,ET0601,E006590 ,2022JJ00,893.0,654.0,654.0
1405,ET0601,E006590 ,2023JJ00,1166.0,919.0,919.0
1406,ET0601,E006590 ,2024JJ00,1297.0,1001.0,1001.0
1407,ET0601,A050176 ,2018JJ00,71.0,62.0,62.0
1408,ET0601,A050176 ,2019JJ00,97.0,78.0,78.0
1409,ET0601,A050176 ,2020JJ00,127.0,110.0,110.0
1410,ET0601,A050176 ,2021JJ00,162.0,130.0,130.0
1411,ET0601,A050176 ,2022JJ00,221.0,190.0,190.0
1412,ET0601,A050176 ,2023JJ00,282.0,226.0,226.0
1413,ET0601,A050176 ,2024JJ00,318.0,267.0,267.0
1414,ET0601,A050177 ,2018JJ00,118.0,96.0,96.0
1415,ET0601,A050177 ,2019JJ00,232.0,155.0,155.0
1416,ET0601,A050177 ,2020JJ00,356.0,266.0,266.0
1417,ET0601,A050177 ,2021JJ00,424.0,306.0,306.0
1418,ET0601,A050177 ,2022JJ00,672.0,464.0,464.0
1419,ET0601,A050177 ,2023JJ00,884.0,693.0,693.0
1420,ET0601,A050177 ,2024JJ00,980.0,735.0,735.0
1421,ET0601,E006637 ,2018JJ00,1198.0,2483.0,2361.0
1422,ET0601,E006637 ,2019JJ00,1175.0,2589.0,2424.0
1423,ET0601,E006637 ,2020JJ00,1169.0,2780.0,2544.0
1424,ET0601,E006637 ,2021JJ00,1285.0,2285.0,2375.0
1425,ET0601,E006637 ,2022JJ00,1584.0,3043.0,2933.0
1426,ET0601,E006637 ,2023JJ00,1933.0,4572.0,4027.0
1427,ET0601,E006637 ,2024JJ00,2161.0,5471.0,5221.0
1428,ET0701,E006590 ,2018JJ00,112.0,98.0,98.0
1429,ET0701,E006590 ,2019JJ00,166.0,125.0,125.0
1430,ET0701,E006590 ,2020JJ00,243.0,191.0,191.0
1431,ET0701,E006590 ,2021JJ00,329.0,245.0,245.0
1432,ET0701,E006590 ,2022JJ00,421.0,360.0,360.0
1433,ET0701,E006590 ,2023JJ00,574.0,426.0,426.0
1434,ET0701,E006590 ,2024JJ00,755.0,569.0,569.0
1435,ET0701,A050176 ,2018JJ00,75.0,67.0,67.0
1436,ET0701,A050176 ,2019JJ00,99.0,82.0,82.0
1437,ET0701,A050176 ,2020JJ00,127.0,107.0,107.0
1438,ET0701,A050176 ,2021JJ00,159.0,128.0,128.0
1439,ET0701,A050176 ,2022JJ00,208.0,176.0,176.0
1440,ET0701,A050176 ,2023JJ00,273.0,218.0,218.0
1441,ET0701,A050176 ,2024JJ00,303.0,251.0,251.0
1442,ET0701,A050177 ,2018JJ00,37.0,31.0,31.0
1443,ET0701,A050177 ,2019JJ00,67.0,44.0,44.0
1444,ET0701,A050177 ,2020JJ00,116.0,84.0,84.0
1445,ET0701,A050177 ,2021JJ00,170.0,117.0,117.0
1446,ET0701,A050177 ,2022JJ00,213.0,184.0,184.0
1447,ET0701,A050177 ,2023JJ00,301.0,208.0,208.0
1448,ET0701,A050177 ,2024JJ00,452.0,318.0,318.0
1449,ET0701,E006637 ,2018JJ00,30.0,56.0,53.0
1450,ET0701,E006637 ,2019JJ00,30.0,57.0,53.0
1451,ET0701,E006637 ,2020JJ00,30.0,63.0,57.0
1452,ET0701,E006637 ,2021JJ00,30.0,48.0,50.0
1453,ET0701,E006637 ,2022JJ00,63.0,90.0,87.0
1454,ET0701,E006637 ,2023JJ00,63.0,147.0,130.0
1455,ET0701,E006637 ,2024JJ00,63.0,129.0,123.0
1456,ET0801,E006590 ,2018JJ00,148.0,119.0,119.0
1457,ET0801,E006590 ,2019JJ00,239.0,166.0,166.0
1458,ET0801,E006590 ,2020JJ00,358.0,277.0,277.0
1459,ET0801,E006590 ,2021JJ00,493.0,371.0,371.0
1460,ET0801,E006590 ,2022JJ00,665.0,565.0,565.0
1461,ET0801,E006590 ,2023JJ00,955.0,677.0,677.0
1462,ET0801,E006590 ,2024JJ00,1078.0,859.0,859.0
1463,ET0801,A050176 ,2018JJ00,100.0,84.0,84.0
1464,ET0801,A050176 ,2019JJ00,148.0,114.0,114.0
1465,ET0801,A050176 ,2020JJ00,205.0,167.0,167.0
1466,ET0801,A050176 ,2021JJ00,264.0,209.0,209.0
1467,ET0801,A050176 ,2022JJ00,353.0,298.0,298.0
1468,ET0801,A050176 ,2023JJ00,454.0,358.0,358.0
1469,ET0801,A050176 ,2024JJ00,507.0,412.0,412.0
1470,ET0801,A050177 ,2018JJ00,47.0,35.0,35.0
1471,ET0801,A050177 ,2019JJ00,91.0,52.0,52.0
1472,ET0801,A050177 ,2020JJ00,153.0,110.0,110.0
1473,ET0801,A050177 ,2021JJ00,230.0,162.0,162.0
1474,ET0801,A050177 ,2022JJ00,312.0,267.0,267.0
1475,ET0801,A050177 ,2023JJ00,501.0,319.0,319.0
1476,ET0801,A050177 ,2024JJ00,571.0,447.0,447.0
1477,ET0801,E006637 ,2018JJ00,18.0,34.0,32.0
1478,ET0801,E006637 ,2019JJ00,18.0,41.0,39.0
1479,ET0801,E006637 ,2020JJ00,18.0,46.0,42.0
1480,ET0801,E006637 ,2021JJ00,31.0,61.0,63.0
1481,ET0801,E006637 ,2022JJ00,51.0,101.0,98.0
1482,ET0801,E006637 ,2023JJ00,64.0,143.0,126.0
1483,ET0801,E006637 ,2024JJ00,64.0,163.0,156.0
1484,ET0901,E006590 ,2018JJ00,81.0,64.0,64.0
1485,ET0901,E006590 ,2019JJ00,132.0,91.0,91.0
1486,ET0901,E006590 ,2020JJ00,192.0,145.0,145.0
1487,ET0901,E006590 ,2021JJ00,249.0,183.0,183.0
1488,ET0901,E006590 ,2022JJ00,327.0,271.0,271.0
1489,ET0901,E006590 ,2023JJ00,398.0,309.0,309.0
1490,ET0901,E006590 ,2024JJ00,462.0,359.0,359.0
1491,ET0901,A050176 ,2018JJ00,43.0,36.0,36.0
1492,ET0901,A050176 ,2019JJ00,59.0,47.0,47.0
1493,ET0901,A050176 ,2020JJ00,79.0,65.0,65.0
1494,ET0901,A050176 ,2021JJ00,100.0,78.0,78.0
1495,ET0901,A050176 ,2022JJ00,136.0,114.0,114.0
1496,ET0901,A050176 ,2023JJ00,177.0,140.0,140.0
1497,ET0901,A050176 ,2024JJ00,196.0,160.0,160.0
1498,ET0901,A050177 ,2018JJ00,38.0,28.0,28.0
1499,ET0901,A050177 ,2019JJ00,73.0,43.0,43.0
1500,ET0901,A050177 ,2020JJ00,113.0,80.0,80.0
1501,ET0901,A050177 ,2021JJ00,150.0,105.0,105.0
1502,ET0901,A050177 ,2022JJ00,190.0,157.0,157.0
1503,ET0901,A050177 ,2023JJ00,221.0,170.0,170.0
1504,ET0901,A050177 ,2024JJ00,265.0,199.0,199.0
1505,ET0901,E006637 ,2018JJ00,,,
1506,ET0901,E006637 ,2019JJ00,6.0,12.0,11.0
1507,ET0901,E006637 ,2020JJ00,6.0,,
1508,ET0901,E006637 ,2021JJ00,6.0,,
1509,ET0901,E006637 ,2022JJ00,6.0,,
1510,ET0901,E006637 ,2023JJ00,6.0,,
1511,ET0901,E006637 ,2024JJ00,6.0,,
1512,ET0902,E006590 ,2018JJ00,17.0,13.0,13.0
1513,ET0902,E006590 ,2019JJ00,31.0,22.0,22.0
1514,ET0902,E006590 ,2020JJ00,46.0,34.0,34.0
1515,ET0902,E006590 ,2021JJ00,59.0,45.0,45.0
1516,ET0902,E006590 ,2022JJ00,80.0,69.0,69.0
1517,ET0902,E006590 ,2023JJ00,96.0,77.0,77.0
1518,ET0902,E006590 ,2024JJ00,108.0,85.0,85.0
1519,ET0902,A050176 ,2018JJ00,10.0,9.0,9.0
1520,ET0902,A050176 ,2019JJ00,18.0,13.0,13.0
1521,ET0902,A050176 ,2020JJ00,25.0,20.0,20.0
1522,ET0902,A050176 ,2021JJ00,33.0,26.0,26.0
1523,ET0902,A050176 ,2022JJ00,47.0,39.0,39.0
1524,ET0902,A050176 ,2023JJ00,60.0,47.0,47.0
1525,ET0902,A050176 ,2024JJ00,68.0,55.0,55.0
1526,ET0902,A050177 ,2018JJ00,7.0,4.0,4.0
1527,ET0902,A050177 ,2019JJ00,14.0,9.0,9.0
1528,ET0902,A050177 ,2020JJ00,21.0,14.0,14.0
1529,ET0902,A050177 ,2021JJ00,26.0,20.0,20.0
1530,ET0902,A050177 ,2022JJ00,33.0,30.0,30.0
1531,ET0902,A050177 ,2023JJ00,36.0,29.0,29.0
1532,ET0902,A050177 ,2024JJ00,40.0,30.0,30.0
1533,ET0902,E006637 ,2018JJ00,,,
1534,ET0902,E006637 ,2019JJ00,,,
1535,ET0902,E006637 ,2020JJ00,,,
1536,ET0902,E006637 ,2021JJ00,,,
1537,ET0902,E006637 ,2022JJ00,,,
1538,ET0902,E006637 ,2023JJ00,,,
1539,ET0902,E006637 ,2024JJ00,,,
1540,ET1001,E006590 ,2018JJ00,47.0,39.0,39.0
1541,ET1001,E006590 ,2019JJ00,77.0,55.0,55.0
1542,ET1001,E006590 ,2020JJ00,113.0,88.0,88.0
1543,ET1001,E006590 ,2021JJ00,142.0,108.0,108.0
1544,ET1001,E006590 ,2022JJ00,192.0,168.0,168.0
1545,ET1001,E006590 ,2023JJ00,235.0,190.0,190.0
1546,ET1001,E006590 ,2024JJ00,272.0,220.0,220.0
1547,ET1001,A050176 ,2018JJ00,30.0,25.0,25.0
1548,ET1001,A050176 ,2019JJ00,44.0,34.0,34.0
1549,ET1001,A050176 ,2020JJ00,59.0,50.0,50.0
1550,ET1001,A050176 ,2021JJ00,74.0,60.0,60.0
1551,ET1001,A050176 ,2022JJ00,100.0,86.0,86.0
1552,ET1001,A050176 ,2023JJ00,130.0,104.0,104.0
1553,ET1001,A050176 ,2024JJ00,146.0,123.0,123.0
1554,ET1001,A050177 ,2018JJ00,17.0,15.0,15.0
1555,ET1001,A050177 ,2019JJ00,33.0,21.0,21.0
1556,ET1001,A050177 ,2020JJ00,54.0,38.0,38.0
1557,ET1001,A050177 ,2021JJ00,68.0,48.0,48.0
1558,ET1001,A050177 ,2022JJ00,91.0,82.0,82.0
1559,ET1001,A050177 ,2023JJ00,105.0,86.0,86.0
1560,ET1001,A050177 ,2024JJ00,126.0,97.0,97.0
1561,ET1001,E006637 ,2018JJ00,,,
1562,ET1001,E006637 ,2019JJ00,,,
1563,ET1001,E006637 ,2020JJ00,,,
1564,ET1001,E006637 ,2021JJ00,14.0,16.0,16.0
1565,ET1001,E006637 ,2022JJ00,14.0,36.0,35.0
1566,ET1001,E006637 ,2023JJ00,14.0,41.0,36.0
1567,ET1001,E006637 ,2024JJ00,14.0,36.0,35.0
1568,ET1101,E006590 ,2018JJ00,95.0,83.0,83.0
1569,ET1101,E006590 ,2019JJ00,151.0,109.0,109.0
1570,ET1101,E006590 ,2020JJ00,210.0,176.0,176.0
1571,ET1101,E006590 ,2021JJ00,280.0,215.0,215.0
1572,ET1101,E006590 ,2022JJ00,387.0,333.0,333.0
1573,ET1101,E006590 ,2023JJ00,477.0,383.0,383.0
1574,ET1101,E006590 ,2024JJ00,535.0,423.0,423.0
1575,ET1101,A050176 ,2018JJ00,47.0,42.0,42.0
1576,ET1101,A050176 ,2019JJ00,65.0,51.0,51.0
1577,ET1101,A050176 ,2020JJ00,88.0,76.0,76.0
1578,ET1101,A050176 ,2021JJ00,113.0,91.0,91.0
1579,ET1101,A050176 ,2022JJ00,159.0,135.0,135.0
1580,ET1101,A050176 ,2023JJ00,207.0,168.0,168.0
1581,ET1101,A050176 ,2024JJ00,231.0,194.0,194.0
1582,ET1101,A050177 ,2018JJ00,47.0,41.0,41.0
1583,ET1101,A050177 ,2019JJ00,86.0,58.0,58.0
1584,ET1101,A050177 ,2020JJ00,122.0,100.0,100.0
1585,ET1101,A050177 ,2021JJ00,167.0,125.0,125.0
1586,ET1101,A050177 ,2022JJ00,228.0,197.0,197.0
1587,ET1101,A050177 ,2023JJ00,270.0,215.0,215.0
1588,ET1101,A050177 ,2024JJ00,303.0,229.0,229.0
1589,ET1101,E006637 ,2018JJ00,22.0,41.0,39.0
1590,ET1101,E006637 ,2019JJ00,22.0,43.0,40.0
1591,ET1101,E006637 ,2020JJ00,83.0,202.0,185.0
1592,ET1101,E006637 ,2021JJ00,83.0,219.0,227.0
1593,ET1101,E006637 ,2022JJ00,94.0,210.0,203.0
1594,ET1101,E006637 ,2023JJ00,94.0,272.0,240.0
1595,ET1101,E006637 ,2024JJ00,94.0,248.0,237.0
1596,ET1201,E006590 ,2018JJ00,82.0,69.0,69.0
1597,ET1201,E006590 ,2019JJ00,123.0,93.0,93.0
1598,ET1201,E006590 ,2020JJ00,246.0,162.0,162.0
1599,ET1201,E006590 ,2021JJ00,392.0,290.0,290.0
1600,ET1201,E006590 ,2022JJ00,501.0,462.0,462.0
1601,ET1201,E006590 ,2023JJ00,609.0,500.0,500.0
1602,ET1201,E006590 ,2024JJ00,667.0,560.0,560.0
1603,ET1201,A050176 ,2018JJ00,55.0,47.0,47.0
1604,ET1201,A050176 ,2019JJ00,79.0,61.0,61.0
1605,ET1201,A050176 ,2020JJ00,108.0,87.0,87.0
1606,ET1201,A050176 ,2021JJ00,139.0,109.0,109.0
1607,ET1201,A050176 ,2022JJ00,187.0,157.0,157.0
1608,ET1201,A050176 ,2023JJ00,247.0,192.0,192.0
1609,ET1201,A050176 ,2024JJ00,278.0,226.0,226.0
1610,ET1201,A050177 ,2018JJ00,27.0,22.0,22.0
1611,ET1201,A050177 ,2019JJ00,44.0,33.0,33.0
1612,ET1201,A050177 ,2020JJ00,138.0,76.0,76.0
1613,ET1201,A050177 ,2021JJ00,253.0,181.0,181.0
1614,ET1201,A050177 ,2022JJ00,314.0,304.0,304.0
1615,ET1201,A050177 ,2023JJ00,362.0,308.0,308.0
1616,ET1201,A050177 ,2024JJ00,389.0,334.0,334.0
1617,ET1201,E006637 ,2018JJ00,6.0,11.0,11.0
1618,ET1201,E006637 ,2019JJ00,6.0,9.0,9.0
1619,ET1201,E006637 ,2020JJ00,6.0,,
1620,ET1201,E006637 ,2021JJ00,6.0,7.0,8.0
1621,ET1201,E006637 ,2022JJ00,6.0,8.0,7.0
1622,ET1201,E006637 ,2023JJ00,6.0,8.0,7.0
1623,ET1201,E006637 ,2024JJ00,6.0,8.0,7.0
1624,ET1301,E006590 ,2018JJ00,71.0,54.0,54.0
1625,ET1301,E006590 ,2019JJ00,102.0,78.0,78.0
1626,ET1301,E006590 ,2020JJ00,143.0,115.0,115.0
1627,ET1301,E006590 ,2021JJ00,187.0,137.0,137.0
1628,ET1301,E006590 ,2022JJ00,256.0,224.0,224.0
1629,ET1301,E006590 ,2023JJ00,302.0,247.0,247.0
1630,ET1301,E006590 ,2024JJ00,333.0,270.0,270.0
1631,ET1301,A050176 ,2018JJ00,43.0,36.0,36.0
1632,ET1301,A050176 ,2019JJ00,62.0,50.0,50.0
1633,ET1301,A050176 ,2020JJ00,82.0,68.0,68.0
1634,ET1301,A050176 ,2021JJ00,108.0,84.0,84.0
1635,ET1301,A050176 ,2022JJ00,150.0,126.0,126.0
1636,ET1301,A050176 ,2023JJ00,188.0,150.0,150.0
1637,ET1301,A050176 ,2024JJ00,213.0,177.0,177.0
1638,ET1301,A050177 ,2018JJ00,28.0,18.0,18.0
1639,ET1301,A050177 ,2019JJ00,40.0,28.0,28.0
1640,ET1301,A050177 ,2020JJ00,61.0,47.0,47.0
1641,ET1301,A050177 ,2021JJ00,80.0,54.0,54.0
1642,ET1301,A050177 ,2022JJ00,105.0,97.0,97.0
1643,ET1301,A050177 ,2023JJ00,114.0,97.0,97.0
1644,ET1301,A050177 ,2024JJ00,120.0,94.0,94.0
1645,ET1301,E006637 ,2018JJ00,,,
1646,ET1301,E006637 ,2019JJ00,,,
1647,ET1301,E006637 ,2020JJ00,,,
1648,ET1301,E006637 ,2021JJ00,,,
1649,ET1301,E006637 ,2022JJ00,,,
1650,ET1301,E006637 ,2023JJ00,,,
1651,ET1301,E006637 ,2024JJ00,,,
1652,ET1401,E006590 ,2018JJ00,176.0,143.0,143.0
1653,ET1401,E006590 ,2019JJ00,272.0,207.0,207.0
1654,ET1401,E006590 ,2020JJ00,406.0,318.0,318.0
1655,ET1401,E006590 ,2021JJ00,535.0,414.0,414.0
1656,ET1401,E006590 ,2022JJ00,711.0,616.0,616.0
1657,ET1401,E006590 ,2023JJ00,910.0,690.0,690.0
1658,ET1401,E006590 ,2024JJ00,1069.0,859.0,859.0
1659,ET1401,A050176 ,2018JJ00,105.0,91.0,91.0
1660,ET1401,A050176 ,2019JJ00,151.0,121.0,121.0
1661,ET1401,A050176 ,2020JJ00,205.0,171.0,171.0
1662,ET1401,A050176 ,2021JJ00,282.0,219.0,219.0
1663,ET1401,A050176 ,2022JJ00,405.0,343.0,343.0
1664,ET1401,A050176 ,2023JJ00,510.0,408.0,408.0
1665,ET1401,A050176 ,2024JJ00,580.0,482.0,482.0
1666,ET1401,A050177 ,2018JJ00,71.0,53.0,53.0
1667,ET1401,A050177 ,2019JJ00,122.0,86.0,86.0
1668,ET1401,A050177 ,2020JJ00,200.0,147.0,147.0
1669,ET1401,A050177 ,2021JJ00,253.0,195.0,195.0
1670,ET1401,A050177 ,2022JJ00,307.0,272.0,272.0
1671,ET1401,A050177 ,2023JJ00,400.0,281.0,281.0
1672,ET1401,A050177 ,2024JJ00,489.0,377.0,377.0
1673,ET1401,E006637 ,2018JJ00,34.0,78.0,74.0
1674,ET1401,E006637 ,2019JJ00,34.0,83.0,78.0
1675,ET1401,E006637 ,2020JJ00,34.0,96.0,88.0
1676,ET1401,E006637 ,2021JJ00,34.0,73.0,76.0
1677,ET1401,E006637 ,2022JJ00,34.0,78.0,76.0
1678,ET1401,E006637 ,2023JJ00,34.0,94.0,82.0
1679,ET1401,E006637 ,2024JJ00,34.0,84.0,80.0
1680,ET1501,E006590 ,2018JJ00,74.0,62.0,62.0
1681,ET1501,E006590 ,2019JJ00,129.0,91.0,91.0
1682,ET1501,E006590 ,2020JJ00,193.0,158.0,158.0
