ID,GWW,Periods,InputPriceIndices_1,ChangesComparedTo1YearEarlier_2
1388,A048145,2024MM11,122.1,3.9
1389,A048145,2024MM12,122.3,3.8
1390,A048145,2025MM01,123.8,4.1
1391,A048145,2025MM02,123.9,3.7
1392,A048145,2025MM03,124.3,4.0
1393,A048145,2025MM04,124.4,3.5
1394,A048145,2025MM05,124.7,4.6
1395,A048145,2025MM06,125.6,4.8
1396,A048145,2025MM07,125.0,2.7
1397,A048145,2025MM08,125.1,2.7
1398,A048145,2025MM09,125.2,2.7
1399,A048145,2025MM10,126.0,3.5
1400,A048146,2020MM01,99.8,
1401,A048146,2020MM02,99.9,
1402,A048146,2020MM03,99.8,
1403,A048146,2020MM04,99.6,
1404,A048146,2020MM05,99.4,
1405,A048146,2020MM06,99.5,
1406,A048146,2020MM07,100.2,
1407,A048146,2020MM08,100.3,
1408,A048146,2020MM09,100.3,
1409,A048146,2020MM10,100.1,
1410,A048146,2020MM11,100.2,
1411,A048146,2020MM12,100.9,
1412,A048146,2021MM01,102.0,2.2
1413,A048146,2021MM02,102.5,2.6
1414,A048146,2021MM03,102.7,2.9
1415,A048146,2021MM04,103.5,3.8
1416,A048146,2021MM05,104.3,4.9
1417,A048146,2021MM06,105.4,6.0
1418,A048146,2021MM07,107.4,7.2
1419,A048146,2021MM08,107.4,7.1
1420,A048146,2021MM09,107.5,7.2
1421,A048146,2021MM10,108.7,8.6
1422,A048146,2021MM11,108.7,8.5
1423,A048146,2021MM12,109.0,8.0
1424,A048146,2022MM01,111.4,9.2
1425,A048146,2022MM02,112.2,9.5
1426,A048146,2022MM03,114.1,11.1
1427,A048146,2022MM04,117.5,13.6
1428,A048146,2022MM05,118.6,13.7
1429,A048146,2022MM06,117.1,11.1
1430,A048146,2022MM07,118.5,10.3
1431,A048146,2022MM08,118.3,10.1
1432,A048146,2022MM09,119.1,10.8
1433,A048146,2022MM10,118.6,9.0
1434,A048146,2022MM11,118.3,8.8
1435,A048146,2022MM12,117.3,7.6
1436,A048146,2023MM01,118.5,6.4
1437,A048146,2023MM02,118.6,5.7
1438,A048146,2023MM03,119.4,4.6
1439,A048146,2023MM04,119.8,2.0
1440,A048146,2023MM05,119.5,0.8
1441,A048146,2023MM06,119.1,1.7
1442,A048146,2023MM07,119.2,0.6
1443,A048146,2023MM08,118.6,0.2
1444,A048146,2023MM09,118.6,-0.4
1445,A048146,2023MM10,118.2,-0.3
1446,A048146,2023MM11,117.8,-0.4
1447,A048146,2023MM12,118.1,0.7
1448,A048146,2024MM01,120.1,1.3
1449,A048146,2024MM02,120.1,1.3
1450,A048146,2024MM03,120.0,0.5
1451,A048146,2024MM04,119.8,0.0
1452,A048146,2024MM05,119.4,-0.1
1453,A048146,2024MM06,119.9,0.7
1454,A048146,2024MM07,123.2,3.3
1455,A048146,2024MM08,123.3,4.0
1456,A048146,2024MM09,123.5,4.1
1457,A048146,2024MM10,123.1,4.1
1458,A048146,2024MM11,123.5,4.8
1459,A048146,2024MM12,123.5,4.5
1460,A048146,2025MM01,124.2,3.4
1461,A048146,2025MM02,124.5,3.7
1462,A048146,2025MM03,125.3,4.4
1463,A048146,2025MM04,125.3,4.5
1464,A048146,2025MM05,126.3,5.8
1465,A048146,2025MM06,126.5,5.5
1466,A048146,2025MM07,126.6,2.8
1467,A048146,2025MM08,126.5,2.6
1468,A048146,2025MM09,126.5,2.5
1469,A048146,2025MM10,127.4,3.4
1470,A048131,2020MM01,100.0,
1471,A048131,2020MM02,99.7,
1472,A048131,2020MM03,99.4,
1473,A048131,2020MM04,99.2,
1474,A048131,2020MM05,99.1,
1475,A048131,2020MM06,99.4,
1476,A048131,2020MM07,100.0,
1477,A048131,2020MM08,100.2,
1478,A048131,2020MM09,100.5,
1479,A048131,2020MM10,100.6,
1480,A048131,2020MM11,100.7,
1481,A048131,2020MM12,101.4,
1482,A048131,2021MM01,102.8,2.9
1483,A048131,2021MM02,103.0,3.3
1484,A048131,2021MM03,103.3,4.0
1485,A048131,2021MM04,103.9,4.7
1486,A048131,2021MM05,104.6,5.6
1487,A048131,2021MM06,105.8,6.4
1488,A048131,2021MM07,107.5,7.5
1489,A048131,2021MM08,107.5,7.3
1490,A048131,2021MM09,109.4,8.9
1491,A048131,2021MM10,111.6,11.0
1492,A048131,2021MM11,112.9,12.1
1493,A048131,2021MM12,115.5,13.9
1494,A048131,2022MM01,118.5,15.2
1495,A048131,2022MM02,118.2,14.8
1496,A048131,2022MM03,121.5,17.6
1497,A048131,2022MM04,122.6,18.0
1498,A048131,2022MM05,122.8,17.4
1499,A048131,2022MM06,123.0,16.3
1500,A048131,2022MM07,127.0,18.2
1501,A048131,2022MM08,131.4,22.3
1502,A048131,2022MM09,129.8,18.6
1503,A048131,2022MM10,127.3,14.1
1504,A048131,2022MM11,126.6,12.2
1505,A048131,2022MM12,128.6,11.3
1506,A048131,2023MM01,129.5,9.3
1507,A048131,2023MM02,129.8,9.8
1508,A048131,2023MM03,128.5,5.7
1509,A048131,2023MM04,125.5,2.3
1510,A048131,2023MM05,124.6,1.5
1511,A048131,2023MM06,125.2,1.8
1512,A048131,2023MM07,123.7,-2.6
1513,A048131,2023MM08,124.0,-5.7
1514,A048131,2023MM09,124.5,-4.1
1515,A048131,2023MM10,124.6,-2.2
1516,A048131,2023MM11,125.3,-1.1
1517,A048131,2023MM12,124.5,-3.2
1518,A048131,2024MM01,124.8,-3.6
1519,A048131,2024MM02,124.5,-4.1
1520,A048131,2024MM03,124.4,-3.2
1521,A048131,2024MM04,123.8,-1.3
1522,A048131,2024MM05,123.7,-0.7
1523,A048131,2024MM06,124.2,-0.8
1524,A048131,2024MM07,126.1,2.0
1525,A048131,2024MM08,126.5,2.0
1526,A048131,2024MM09,126.7,1.8
1527,A048131,2024MM10,127.4,2.3
1528,A048131,2024MM11,128.7,2.7
1529,A048131,2024MM12,128.6,3.3
1530,A048131,2025MM01,130.4,4.5
1531,A048131,2025MM02,130.9,5.2
1532,A048131,2025MM03,129.8,4.4
1533,A048131,2025MM04,128.7,4.0
1534,A048131,2025MM05,128.8,4.1
1535,A048131,2025MM06,129.1,4.0
1536,A048131,2025MM07,130.8,3.7
1537,A048131,2025MM08,130.1,2.9
1538,A048131,2025MM09,130.2,2.8
1539,A048131,2025MM10,131.3,3.1
1540,A023222,2020MM01,100.3,
1541,A023222,2020MM02,100.1,
1542,A023222,2020MM03,99.8,
1543,A023222,2020MM04,99.5,
1544,A023222,2020MM05,99.0,
1545,A023222,2020MM06,98.9,
1546,A023222,2020MM07,99.8,
1547,A023222,2020MM08,100.0,
1548,A023222,2020MM09,99.9,
1549,A023222,2020MM10,100.0,
1550,A023222,2020MM11,100.5,
1551,A023222,2020MM12,102.1,
1552,A023222,2021MM01,104.3,3.9
1553,A023222,2021MM02,105.0,4.9
1554,A023222,2021MM03,105.2,5.5
1555,A023222,2021MM04,106.2,6.7
1556,A023222,2021MM05,108.2,9.3
1557,A023222,2021MM06,110.2,11.4
1558,A023222,2021MM07,112.4,12.6
1559,A023222,2021MM08,113.1,13.1
1560,A023222,2021MM09,112.9,13.0
1561,A023222,2021MM10,114.0,14.0
1562,A023222,2021MM11,114.1,13.5
1563,A023222,2021MM12,114.5,12.1
1564,A023222,2022MM01,118.0,13.2
1565,A023222,2022MM02,119.3,13.6
1566,A023222,2022MM03,125.1,18.8
1567,A023222,2022MM04,130.0,22.4
1568,A023222,2022MM05,131.0,21.0
1569,A023222,2022MM06,128.0,16.1
1570,A023222,2022MM07,128.5,14.3
1571,A023222,2022MM08,127.8,13.0
1572,A023222,2022MM09,128.0,13.4
1573,A023222,2022MM10,127.3,11.7
1574,A023222,2022MM11,125.6,10.1
1575,A023222,2022MM12,123.8,8.1
1576,A023222,2023MM01,126.7,7.4
1577,A023222,2023MM02,126.0,5.6
1578,A023222,2023MM03,126.9,1.5
1579,A023222,2023MM04,126.7,-2.5
1580,A023222,2023MM05,126.3,-3.5
1581,A023222,2023MM06,125.6,-1.9
1582,A023222,2023MM07,125.1,-2.7
1583,A023222,2023MM08,124.7,-2.4
1584,A023222,2023MM09,124.6,-2.7
1585,A023222,2023MM10,124.5,-2.2
1586,A023222,2023MM11,124.1,-1.2
1587,A023222,2023MM12,124.6,0.7
1588,A023222,2024MM01,126.0,-0.5
1589,A023222,2024MM02,125.9,-0.1
1590,A023222,2024MM03,126.1,-0.6
1591,A023222,2024MM04,125.9,-0.6
1592,A023222,2024MM05,125.2,-0.9
1593,A023222,2024MM06,125.7,0.0
1594,A023222,2024MM07,128.1,2.4
1595,A023222,2024MM08,128.1,2.7
1596,A023222,2024MM09,127.6,2.4
1597,A023222,2024MM10,127.3,2.3
1598,A023222,2024MM11,127.5,2.8
1599,A023222,2024MM12,127.6,2.4
1600,A023222,2025MM01,128.6,2.1
1601,A023222,2025MM02,129.1,2.5
1602,A023222,2025MM03,129.7,2.8
1603,A023222,2025MM04,129.8,3.1
1604,A023222,2025MM05,130.5,4.2
1605,A023222,2025MM06,130.9,4.1
1606,A023222,2025MM07,130.8,2.1
1607,A023222,2025MM08,130.8,2.1
1608,A023222,2025MM09,130.4,2.2
1609,A023222,2025MM10,131.2,3.1
1610,A023228,2020MM01,99.3,
1611,A023228,2020MM02,99.9,
1612,A023228,2020MM03,98.3,
1613,A023228,2020MM04,99.2,
1614,A023228,2020MM05,100.9,
1615,A023228,2020MM06,101.4,
1616,A023228,2020MM07,99.7,
1617,A023228,2020MM08,99.9,
1618,A023228,2020MM09,100.3,
1619,A023228,2020MM10,100.4,
1620,A023228,2020MM11,99.8,
1621,A023228,2020MM12,100.9,
1622,A023228,2021MM01,101.3,2.0
1623,A023228,2021MM02,102.6,2.7
1624,A023228,2021MM03,102.7,4.5
1625,A023228,2021MM04,105.5,6.4
1626,A023228,2021MM05,105.4,4.5
1627,A023228,2021MM06,103.0,1.6
1628,A023228,2021MM07,107.5,7.8
1629,A023228,2021MM08,106.8,6.9
1630,A023228,2021MM09,107.0,6.6
1631,A023228,2021MM10,104.1,3.7
1632,A023228,2021MM11,106.3,6.4
1633,A023228,2021MM12,105.8,4.9
1634,A023228,2022MM01,110.5,9.1
1635,A023228,2022MM02,117.3,14.4
1636,A023228,2022MM03,117.3,14.3
1637,A023228,2022MM04,119.8,13.6
1638,A023228,2022MM05,118.9,12.8
1639,A023228,2022MM06,121.0,17.4
1640,A023228,2022MM07,118.9,10.6
1641,A023228,2022MM08,120.7,13.0
1642,A023228,2022MM09,123.4,15.4
1643,A023228,2022MM10,127.1,22.1
1644,A023228,2022MM11,125.5,18.1
1645,A023228,2022MM12,125.1,18.2
1646,A023228,2023MM01,124.0,12.2
1647,A023228,2023MM02,127.9,9.1
1648,A023228,2023MM03,127.0,8.2
1649,A023228,2023MM04,127.1,6.1
1650,A023228,2023MM05,127.1,6.9
1651,A023228,2023MM06,131.5,8.7
1652,A023228,2023MM07,131.9,10.9
1653,A023228,2023MM08,132.5,9.7
1654,A023228,2023MM09,131.1,6.2
1655,A023228,2023MM10,131.5,3.5
1656,A023228,2023MM11,131.2,4.6
1657,A023228,2023MM12,131.1,4.8
1658,A023228,2024MM01,132.7,7.1
1659,A023228,2024MM02,134.9,5.4
1660,A023228,2024MM03,131.5,3.6
1661,A023228,2024MM04,133.4,5.0
1662,A023228,2024MM05,133.2,4.9
1663,A023228,2024MM06,132.7,0.9
1664,A023228,2024MM07,136.3,3.3
1665,A023228,2024MM08,137.7,4.0
1666,A023228,2024MM09,136.0,3.8
1667,A023228,2024MM10,137.0,4.2
1668,A023228,2024MM11,134.6,2.5
1669,A023228,2024MM12,134.7,2.7
1670,A023228,2025MM01,137.2,3.4
1671,A023228,2025MM02,137.1,1.7
1672,A023228,2025MM03,139.9,6.4
1673,A023228,2025MM04,135.5,1.5
1674,A023228,2025MM05,137.3,3.0
1675,A023228,2025MM06,136.1,2.5
1676,A023228,2025MM07,138.4,1.6
1677,A023228,2025MM08,139.1,1.0
1678,A023228,2025MM09,139.2,2.3
1679,A023228,2025MM10,139.8,2.1
1680,A023248,2020MM01,101.5,
1681,A023248,2020MM02,101.2,
1682,A023248,2020MM03,99.7,
1683,A023248,2020MM04,98.9,
1684,A023248,2020MM05,98.6,
1685,A023248,2020MM06,99.2,
1686,A023248,2020MM07,100.8,
1687,A023248,2020MM08,100.6,
1688,A023248,2020MM09,99.2,
1689,A023248,2020MM10,100.1,
1690,A023248,2020MM11,99.9,
1691,A023248,2020MM12,100.4,
1692,A023248,2021MM01,104.5,3.0
1693,A023248,2021MM02,105.1,3.8
1694,A023248,2021MM03,106.3,6.7
1695,A023248,2021MM04,103.4,4.6
1696,A023248,2021MM05,107.1,8.7
1697,A023248,2021MM06,107.4,8.3
1698,A023248,2021MM07,106.8,5.9
1699,A023248,2021MM08,108.1,7.4
1700,A023248,2021MM09,108.2,9.0
1701,A023248,2021MM10,109.6,9.5
1702,A023248,2021MM11,111.5,11.6
1703,A023248,2021MM12,112.0,11.6
1704,A023248,2022MM01,114.8,9.9
1705,A023248,2022MM02,117.4,11.7
1706,A023248,2022MM03,121.4,14.1
1707,A023248,2022MM04,125.4,21.3
1708,A023248,2022MM05,125.8,17.4
1709,A023248,2022MM06,127.9,19.0
1710,A023248,2022MM07,127.4,19.3
1711,A023248,2022MM08,129.1,19.5
1712,A023248,2022MM09,127.8,18.1
1713,A023248,2022MM10,128.0,16.8
1714,A023248,2022MM11,126.2,13.2
1715,A023248,2022MM12,125.2,11.7
1716,A023248,2023MM01,127.0,10.6
1717,A023248,2023MM02,125.8,7.1
1718,A023248,2023MM03,126.9,4.6
1719,A023248,2023MM04,129.8,3.5
1720,A023248,2023MM05,130.8,4.0
1721,A023248,2023MM06,129.9,1.6
1722,A023248,2023MM07,133.8,5.0
1723,A023248,2023MM08,135.2,4.7
1724,A023248,2023MM09,137.7,7.7
1725,A023248,2023MM10,137.6,7.5
1726,A023248,2023MM11,135.7,7.5
1727,A023248,2023MM12,134.8,7.7
1728,A023248,2024MM01,139.7,10.0
1729,A023248,2024MM02,140.2,11.4
1730,A023248,2024MM03,140.6,10.8
1731,A023248,2024MM04,140.7,8.4
1732,A023248,2024MM05,140.6,7.5
1733,A023248,2024MM06,140.1,7.8
1734,A023248,2024MM07,141.8,6.0
1735,A023248,2024MM08,141.2,4.4
1736,A023248,2024MM09,139.9,1.7
1737,A023248,2024MM10,140.9,2.4
1738,A023248,2024MM11,142.2,4.8
1739,A023248,2024MM12,141.6,5.1
1740,A023248,2025MM01,142.4,1.9
1741,A023248,2025MM02,143.6,2.5
1742,A023248,2025MM03,144.1,2.5
1743,A023248,2025MM04,142.5,1.3
1744,A023248,2025MM05,142.5,1.3
1745,A023248,2025MM06,142.6,1.8
1746,A023248,2025MM07,143.8,1.5
1747,A023248,2025MM08,143.7,1.8
1748,A023248,2025MM09,143.3,2.4
1749,A023248,2025MM10,143.9,2.1
1750,A023267,2020MM01,103.2,
1751,A023267,2020MM02,102.3,
1752,A023267,2020MM03,99.5,
1753,A023267,2020MM04,99.7,
1754,A023267,2020MM05,99.1,
1755,A023267,2020MM06,99.6,
1756,A023267,2020MM07,100.3,
1757,A023267,2020MM08,99.9,
1758,A023267,2020MM09,97.7,
1759,A023267,2020MM10,99.2,
1760,A023267,2020MM11,99.3,
1761,A023267,2020MM12,100.2,
1762,A023267,2021MM01,104.8,1.5
1763,A023267,2021MM02,105.8,3.4
1764,A023267,2021MM03,106.7,7.2
1765,A023267,2021MM04,102.7,3.1
1766,A023267,2021MM05,107.9,8.9
1767,A023267,2021MM06,108.3,8.7
1768,A023267,2021MM07,107.3,6.9
1769,A023267,2021MM08,108.8,8.9
1770,A023267,2021MM09,109.3,11.9
1771,A023267,2021MM10,111.8,12.7
1772,A023267,2021MM11,113.4,14.1
1773,A023267,2021MM12,114.4,14.2
1774,A023267,2022MM01,117.1,11.8
1775,A023267,2022MM02,120.6,14.0
1776,A023267,2022MM03,129.1,21.0
1777,A023267,2022MM04,129.9,26.5
1778,A023267,2022MM05,131.2,21.6
1779,A023267,2022MM06,135.5,25.1
1780,A023267,2022MM07,134.5,25.4
1781,A023267,2022MM08,137.0,25.9
1782,A023267,2022MM09,134.6,23.1
1783,A023267,2022MM10,138.3,23.7
1784,A023267,2022MM11,134.3,18.4
1785,A023267,2022MM12,130.6,14.2
1786,A023267,2023MM01,131.9,12.6
1787,A023267,2023MM02,128.1,6.2
1788,A023267,2023MM03,128.7,-0.3
1789,A023267,2023MM04,130.5,0.5
1790,A023267,2023MM05,130.1,-0.8
1791,A023267,2023MM06,129.7,-4.2
1792,A023267,2023MM07,133.4,-0.8
1793,A023267,2023MM08,137.2,0.1
1794,A023267,2023MM09,139.8,3.9
1795,A023267,2023MM10,139.2,0.6
1796,A023267,2023MM11,137.3,2.2
1797,A023267,2023MM12,136.3,4.4
1798,A023267,2024MM01,141.8,7.5
1799,A023267,2024MM02,143.3,11.9
1800,A023267,2024MM03,143.6,11.6
1801,A023267,2024MM04,143.6,10.1
1802,A023267,2024MM05,141.8,8.9
1803,A023267,2024MM06,140.9,8.6
1804,A023267,2024MM07,143.1,7.2
1805,A023267,2024MM08,141.4,3.0
1806,A023267,2024MM09,139.6,-0.1
1807,A023267,2024MM10,142.1,2.1
1808,A023267,2024MM11,142.9,4.1
1809,A023267,2024MM12,142.7,4.6
1810,A023267,2025MM01,143.8,1.4
1811,A023267,2025MM02,144.7,1.0
1812,A023267,2025MM03,144.6,0.7
1813,A023267,2025MM04,142.2,-1.0
1814,A023267,2025MM05,142.7,0.7
1815,A023267,2025MM06,143.4,1.8
1816,A023267,2025MM07,145.0,1.3
1817,A023267,2025MM08,144.7,2.4
1818,A023267,2025MM09,144.7,3.6
1819,A023267,2025MM10,145.5,2.4
1820,A023275,2020MM01,101.2,
1821,A023275,2020MM02,101.0,
1822,A023275,2020MM03,100.2,
1823,A023275,2020MM04,100.1,
1824,A023275,2020MM05,100.1,
1825,A023275,2020MM06,99.8,
1826,A023275,2020MM07,100.0,
1827,A023275,2020MM08,100.0,
1828,A023275,2020MM09,99.7,
1829,A023275,2020MM10,99.2,
1830,A023275,2020MM11,99.2,
1831,A023275,2020MM12,99.5,
1832,A023275,2021MM01,100.6,-0.6
1833,A023275,2021MM02,101.2,0.2
1834,A023275,2021MM03,102.1,1.9
1835,A023275,2021MM04,103.4,3.3
1836,A023275,2021MM05,104.7,4.6
1837,A023275,2021MM06,106.0,6.3
1838,A023275,2021MM07,108.0,8.1
1839,A023275,2021MM08,108.1,8.1
1840,A023275,2021MM09,109.2,9.5
1841,A023275,2021MM10,111.5,12.3
1842,A023275,2021MM11,112.0,12.9
1843,A023275,2021MM12,112.4,12.9
1844,A023275,2022MM01,114.4,13.7
1845,A023275,2022MM02,116.0,14.6
1846,A023275,2022MM03,118.7,16.3
1847,A023275,2022MM04,122.3,18.2
1848,A023275,2022MM05,124.7,19.1
1849,A023275,2022MM06,124.6,17.5
1850,A023275,2022MM07,125.6,16.3
1851,A023275,2022MM08,125.1,15.7
1852,A023275,2022MM09,125.6,15.0
1853,A023275,2022MM10,124.5,11.7
1854,A023275,2022MM11,124.3,11.0
1855,A023275,2022MM12,122.3,8.8
1856,A023275,2023MM01,122.4,7.0
1857,A023275,2023MM02,121.9,5.1
1858,A023275,2023MM03,122.0,2.7
1859,A023275,2023MM04,121.4,-0.7
1860,A023275,2023MM05,119.9,-3.8
1861,A023275,2023MM06,119.5,-4.1
1862,A023275,2023MM07,118.7,-5.5
1863,A023275,2023MM08,118.3,-5.4
1864,A023275,2023MM09,119.0,-5.3
1865,A023275,2023MM10,118.2,-5.1
1866,A023275,2023MM11,117.2,-5.7
1867,A023275,2023MM12,117.3,-4.0
1868,A023275,2024MM01,119.2,-2.7
1869,A023275,2024MM02,119.4,-2.0
1870,A023275,2024MM03,119.6,-2.0
1871,A023275,2024MM04,119.9,-1.3
1872,A023275,2024MM05,119.8,-0.1
1873,A023275,2024MM06,119.9,0.4
1874,A023275,2024MM07,121.5,2.3
1875,A023275,2024MM08,121.0,2.3
1876,A023275,2024MM09,120.0,0.8
1877,A023275,2024MM10,120.4,1.9
1878,A023275,2024MM11,120.8,3.1
1879,A023275,2024MM12,120.8,3.0
1880,A023275,2025MM01,121.6,2.1
1881,A023275,2025MM02,122.2,2.3
1882,A023275,2025MM03,122.5,2.4
1883,A023275,2025MM04,123.0,2.5
1884,A023275,2025MM05,123.2,2.8
1885,A023275,2025MM06,123.9,3.3
1886,A023275,2025MM07,123.1,1.3
1887,A023275,2025MM08,122.2,1.0
1888,A023275,2025MM09,122.6,2.2
1889,A023275,2025MM10,123.8,2.8
