ID,SoortAfzet,Perioden,TotaalVervoer_1,TotaalWegverkeer_2,AutogasLpg_3,TotaalMotorbenzine_4,Euro95_5,SuperOngelood98_6,NormaalGelood_7,SuperGelood_8,TotaalAutodiesel_9,Laagzwavelig_10,Hoogzwavelig_11,Aardgas_12,Elektriciteit_13,TotaalScheepvaart_14,TotaalGasolieEnLichteStookolie_15,AfzetAanBinnenvaart_16,AfzetAanZeevaart_17,AfzetAanHandelarenScheepvaart_18,TotaalStookolie_19,Laagzwavelig_20,Hoogzwavelig_21,TotaalLuchtvaart_22,Vliegtuigkerosine_23,Vliegtuigbenzine_24,JetfuelOpBenzinebasis_25,TotaalRailverkeer_26,GasolieEnLichteStookolie_27,Elektriciteit_28,AutogasLpg_29,TotaalMotorbenzine_30,Euro95_31,SuperOngelood98_32,NormaalGelood_33,SuperGelood_34,TotaalAutodiesel_35,Laagzwavelig_36,Hoogzwavelig_37,Aardgas_38,Elektriciteit_39,TotaalGasolieEnLichteStookolie_40,AfzetAanBinnenvaart_41,AfzetAanZeevaart_42,AfzetAanHandelarenScheepvaart_43,TotaalStookolie_44,Laagzwavelig_45,Hoogzwavelig_46,Vliegtuigkerosine_47,Vliegtuigbenzine_48,JetfuelOpBenzinebasis_49,GasolieEnLichteStookolie_50,Elektriciteit_51,AutogasLpg_52,TotaalMotorbenzine_53,Euro95_54,SuperOngelood98_55,NormaalGelood_56,SuperGelood_57,TotaalAutodiesel_58,Laagzwavelig_59,Hoogzwavelig_60
421,b,2001MM12,37.9,36.0,1.9,15.7,14.4,1.3,,,18.4,18.4,0.0,,,1.2,1.2,1.2,,,,,,0.2,0.2,0.0,,,,,43.0,357.0,328.0,28.0,,,430.0,430.0,0.0,,,27.0,27.0,,,,,,4.0,0.0,,,,81.0,474.0,436.0,38.0,,,514.0,514.0,0.0
422,b,2001KW04,122.4,116.4,6.1,48.2,44.3,3.9,,,62.1,62.1,0.0,0.0,0.0,3.5,3.5,3.5,,,,,,0.7,0.7,0.0,,1.8,0.4,1.5,135.0,1095.0,1007.0,88.0,,,1455.0,1455.0,0.0,0.0,1.0,81.0,81.0,,,,,,16.0,0.0,,9.0,408.0,254.0,1455.0,1338.0,117.0,,,1739.0,1739.0,0.0
423,b,2001JJ00,464.1,441.0,23.5,181.3,165.7,15.5,,,236.1,236.1,0.0,0.0,0.0,13.3,13.3,13.3,,,,,,2.7,2.6,0.1,,7.1,1.5,5.7,521.0,4120.0,3767.0,353.0,,,5530.0,5530.0,0.0,0.0,5.0,311.0,311.0,,,,,,59.0,3.0,,34.0,1572.0,982.0,5481.0,5012.0,469.0,,,6611.0,6611.0,0.0
424,b,2002MM01,37.6,35.8,1.9,14.9,13.7,1.2,,,19.0,19.0,0.0,,,1.0,1.0,1.0,,,,,,0.2,0.2,0.0,,,,,43.0,338.0,311.0,27.0,,,445.0,445.0,0.0,,,23.0,23.0,,,,,,5.0,0.0,,,,80.0,452.0,417.0,36.0,,,536.0,536.0,0.0
425,b,2002MM02,36.9,35.0,1.8,14.0,12.9,1.1,,,19.2,19.2,0.0,,,0.9,0.9,0.9,,,,,,0.3,0.3,0.0,,,,,41.0,318.0,292.0,26.0,,,450.0,450.0,0.0,,,21.0,21.0,,,,,,6.0,0.0,,,,77.0,427.0,392.0,35.0,,,539.0,539.0,0.0
426,b,2002MM03,40.6,38.6,1.8,15.6,14.4,1.2,,,21.2,21.2,0.0,,,1.0,1.0,1.0,,,,,,0.3,0.2,0.0,,,,,39.0,355.0,328.0,28.0,,,497.0,497.0,0.0,,,24.0,24.0,,,,,,6.0,0.0,,,,74.0,474.0,437.0,37.0,,,593.0,593.0,0.0
427,b,2002KW01,115.1,109.4,5.5,44.5,41.0,3.5,,,59.4,59.4,0.0,0.0,0.0,2.9,2.9,2.9,,,,,,0.8,0.7,0.0,,1.9,0.4,1.6,122.0,1011.0,931.0,80.0,,,1391.0,1391.0,0.0,0.0,1.0,68.0,68.0,,,,,,17.0,1.0,,8.0,443.0,231.0,1354.0,1246.0,108.0,,,1668.0,1668.0,0.0
428,b,2002MM04,39.5,37.5,2.1,15.2,13.9,1.2,,,20.3,20.3,0.0,,,1.1,1.1,1.1,,,,,,0.3,0.2,0.0,,,,,46.0,345.0,316.0,28.0,,,475.0,475.0,0.0,,,26.0,26.0,,,,,,6.0,0.0,,,,87.0,462.0,424.0,39.0,,,567.0,567.0,0.0
429,b,2002MM05,41.1,39.2,2.0,16.2,14.9,1.3,,,20.9,20.9,0.0,,,1.1,1.1,1.1,,,,,,0.3,0.3,0.0,,,,,45.0,369.0,338.0,31.0,,,489.0,489.0,0.0,,,25.0,25.0,,,,,,7.0,0.0,,,,85.0,494.0,452.0,41.0,,,585.0,585.0,0.0
430,b,2002MM06,38.3,36.5,1.7,14.7,13.4,1.3,,,20.0,20.0,0.0,,,1.0,1.0,1.0,,,,,,0.2,0.2,0.0,,,,,38.0,334.0,305.0,29.0,,,469.0,469.0,0.0,,,23.0,23.0,,,,,,5.0,0.0,,,,72.0,448.0,409.0,39.0,,,560.0,560.0,0.0
431,b,2002KW02,118.8,113.1,5.9,46.1,42.2,3.9,,,61.2,61.2,0.0,0.0,0.0,3.2,3.2,3.2,,,,,,0.8,0.7,0.0,,1.7,0.4,1.4,130.0,1048.0,960.0,88.0,,,1433.0,1433.0,0.0,0.0,1.0,74.0,74.0,,,,,,17.0,1.0,,8.0,379.0,244.0,1404.0,1285.0,119.0,,,1712.0,1712.0,0.0
432,b,2002MM07,39.4,37.7,1.8,15.7,14.5,1.2,,,20.2,20.2,0.0,,,0.9,0.9,0.9,,,,,,0.2,0.2,0.0,,,,,40.0,357.0,330.0,27.0,,,474.0,474.0,0.0,,,21.0,21.0,,,,,,5.0,0.0,,,,76.0,475.0,439.0,36.0,,,566.0,566.0,0.0
433,b,2002MM08,36.7,35.0,1.7,14.4,13.3,1.2,,,18.8,18.8,0.0,,,1.0,1.0,1.0,,,,,,0.2,0.2,0.0,,,,,38.0,328.0,302.0,27.0,,,441.0,441.0,0.0,,,24.0,24.0,,,,,,5.0,0.0,,,,71.0,439.0,403.0,36.0,,,526.0,526.0,0.0
434,b,2002MM09,39.1,37.0,1.8,14.7,13.6,1.1,,,20.5,20.5,0.0,,,1.2,1.2,1.2,,,,,,0.3,0.3,0.0,,,,,40.0,334.0,310.0,24.0,,,481.0,481.0,0.0,,,29.0,29.0,,,,,,6.0,0.0,,,,76.0,448.0,415.0,33.0,,,574.0,574.0,0.0
435,b,2002KW03,115.2,109.7,5.3,44.8,41.4,3.4,,,59.6,59.6,0.0,0.0,0.0,3.1,3.1,3.1,,,,,,0.7,0.7,0.0,,1.6,0.4,1.3,118.0,1019.0,941.0,77.0,,,1395.0,1395.0,0.0,0.0,1.0,73.0,73.0,,,,,,16.0,1.0,,8.0,351.0,222.0,1361.0,1257.0,104.0,,,1666.0,1666.0,0.0
436,b,2002MM10,43.3,41.3,2.0,16.3,15.2,1.1,,,23.0,23.0,0.0,,,1.2,1.2,1.2,,,,,,0.3,0.2,0.0,,,,,43.0,370.0,345.0,25.0,,,540.0,540.0,0.0,,,29.0,29.0,,,,,,6.0,0.0,,,,82.0,495.0,461.0,34.0,,,645.0,645.0,0.0
437,b,2002MM11,40.7,38.7,1.8,15.9,14.8,1.0,,,21.1,21.1,0.0,,,1.2,1.2,1.2,,,,,,0.3,0.3,0.0,,,,,39.0,361.0,337.0,24.0,,,494.0,494.0,0.0,,,27.0,27.0,,,,,,6.0,0.0,,,,74.0,481.0,449.0,32.0,,,589.0,589.0,0.0
438,b,2002MM12,39.7,37.8,1.7,15.9,14.8,1.0,,,20.3,20.3,0.0,,,1.1,1.1,1.1,,,,,,0.3,0.3,0.0,,,,,37.0,361.0,337.0,24.0,,,475.0,475.0,0.0,,,25.0,25.0,,,,,,6.0,0.0,,,,69.0,484.0,452.0,32.0,,,568.0,568.0,0.0
439,b,2002KW04,123.8,117.8,5.4,48.0,44.8,3.2,,,64.4,64.4,0.0,0.0,0.0,3.5,3.5,3.5,,,,,,0.8,0.8,0.0,,1.7,0.4,1.4,120.0,1091.0,1019.0,72.0,,,1508.0,1508.0,0.0,0.0,1.0,81.0,81.0,,,,,,17.0,0.0,,8.0,379.0,226.0,1460.0,1362.0,98.0,,,1802.0,1802.0,0.0
440,b,2002JJ00,472.9,450.1,22.1,183.4,169.4,14.0,,,244.6,244.6,0.0,0.0,0.0,12.7,12.7,12.7,,,,,,3.1,2.9,0.1,,7.0,1.4,5.6,489.0,4169.0,3851.0,318.0,,,5727.0,5727.0,0.0,1.0,6.0,298.0,298.0,,,,,,68.0,3.0,,33.0,1551.0,923.0,5579.0,5150.0,429.0,,,6848.0,6848.0,0.0
441,b,2003MM01,37.5,35.8,1.7,14.8,13.9,0.9,,,19.4,19.4,0.0,,,0.9,0.9,0.9,,,,,,0.2,0.2,0.0,,,,,37.0,336.0,315.0,20.0,,,454.0,454.0,0.0,,,21.0,21.0,,,,,,4.0,0.0,,,,70.0,447.0,420.0,27.0,,,542.0,542.0,0.0
442,b,2003MM02,38.1,36.3,1.7,14.4,13.5,0.9,,,20.2,20.2,0.0,,,1.0,1.0,1.0,,,,,,0.2,0.2,0.0,,,,,38.0,326.0,306.0,20.0,,,473.0,473.0,0.0,,,23.0,23.0,,,,,,4.0,0.0,,,,71.0,435.0,408.0,27.0,,,565.0,565.0,0.0
443,b,2003MM03,39.3,37.3,1.6,14.7,13.8,1.0,,,21.0,21.0,0.0,,,1.1,1.1,1.1,,,,,,0.2,0.2,0.0,,,,,36.0,335.0,313.0,22.0,,,491.0,491.0,0.0,,,26.0,26.0,,,,,,5.0,0.0,,,,68.0,447.0,418.0,29.0,,,587.0,587.0,0.0
444,b,2003KW01,114.9,109.4,5.0,43.8,41.1,2.7,,,60.6,60.6,0.0,0.0,0.0,3.0,3.0,3.0,,,,,,0.6,0.6,0.0,,1.8,0.3,1.5,111.0,996.0,934.0,62.0,,,1418.0,1418.0,0.0,0.0,1.0,70.0,70.0,,,,,,14.0,1.0,,8.0,417.0,209.0,1329.0,1246.0,83.0,,,1694.0,1694.0,0.0
445,b,2003MM04,40.6,38.7,1.7,15.6,14.5,1.0,,,21.5,21.5,0.0,,,1.0,1.0,1.0,,,,,,0.3,0.3,0.0,,,,,37.0,354.0,330.0,24.0,,,503.0,503.0,0.0,,,24.0,24.0,,,,,,6.0,0.0,,,,70.0,472.0,440.0,32.0,,,601.0,601.0,0.0
446,b,2003MM05,42.1,40.1,1.8,16.0,14.9,1.1,,,22.3,22.3,0.0,,,1.1,1.1,1.1,,,,,,0.4,0.3,0.0,,,,,40.0,363.0,339.0,24.0,,,523.0,523.0,0.0,,,25.0,25.0,,,,,,8.0,0.0,,,,76.0,484.0,452.0,32.0,,,624.0,624.0,0.0
447,b,2003MM06,39.3,37.6,1.7,15.5,14.4,1.1,,,20.4,20.4,0.0,,,0.9,0.9,0.9,,,,,,0.2,0.2,0.0,,,,,37.0,352.0,328.0,24.0,,,479.0,479.0,0.0,,,22.0,22.0,,,,,,5.0,0.0,,,,70.0,470.0,437.0,32.0,,,572.0,572.0,0.0
448,b,2003KW02,122.0,116.4,5.2,47.0,43.8,3.2,,,64.2,64.2,0.0,0.0,0.0,3.0,3.0,3.0,,,,,,0.8,0.8,0.0,,1.7,0.3,1.4,115.0,1068.0,996.0,72.0,,,1504.0,1504.0,0.0,0.0,1.0,71.0,71.0,,,,,,18.0,1.0,,8.0,378.0,217.0,1425.0,1329.0,96.0,,,1797.0,1797.0,0.0
449,b,2003MM07,39.2,37.6,1.6,15.6,14.5,1.1,,,20.5,20.5,0.0,,,0.8,0.8,0.8,,,,,,0.2,0.2,0.0,,,,,36.0,353.0,329.0,25.0,,,479.0,479.0,0.0,,,20.0,20.0,,,,,,4.0,0.0,,,,69.0,472.0,438.0,33.0,,,572.0,572.0,0.0
450,b,2003MM08,36.1,34.5,1.4,14.3,13.3,1.0,,,18.8,18.8,0.0,,,0.8,0.8,0.8,,,,,,0.3,0.2,0.0,,,,,31.0,325.0,303.0,22.0,,,439.0,439.0,0.0,,,19.0,19.0,,,,,,5.0,0.0,,,,59.0,434.0,404.0,30.0,,,525.0,525.0,0.0
451,b,2003MM09,41.9,40.0,1.7,15.8,14.8,1.0,,,22.6,22.6,0.0,,,1.1,1.1,1.1,,,,,,0.2,0.2,0.0,,,,,37.0,358.0,335.0,23.0,,,529.0,529.0,0.0,,,26.0,26.0,,,,,,4.0,0.0,,,,69.0,478.0,447.0,31.0,,,632.0,632.0,0.0
452,b,2003KW03,117.2,112.1,4.7,45.6,42.5,3.1,,,61.8,61.8,0.0,0.0,0.0,2.7,2.7,2.7,,,,,,0.6,0.6,0.0,,1.6,0.3,1.3,104.0,1037.0,967.0,70.0,,,1447.0,1447.0,0.0,0.0,1.0,64.0,64.0,,,,,,14.0,1.0,,8.0,361.0,197.0,1384.0,1290.0,94.0,,,1729.0,1729.0,0.0
453,b,2003MM10,43.4,41.5,1.8,16.4,15.3,1.0,,,23.4,23.4,0.0,,,1.0,1.0,1.0,,,,,,0.2,0.2,0.0,,,,,39.0,372.0,349.0,23.0,,,548.0,548.0,0.0,,,23.0,23.0,,,,,,5.0,0.0,,,,74.0,496.0,465.0,31.0,,,655.0,655.0,0.0
454,b,2003MM11,38.9,37.3,1.3,14.5,13.7,0.9,,,21.4,21.4,0.0,,,0.9,0.9,0.9,,,,,,0.2,0.2,0.0,,,,,30.0,331.0,311.0,20.0,,,500.0,500.0,0.0,,,21.0,21.0,,,,,,4.0,0.0,,,,56.0,441.0,415.0,26.0,,,597.0,597.0,0.0
455,b,2003MM12,42.7,40.9,1.5,16.8,15.8,1.0,,,22.6,22.6,0.0,,,1.1,1.1,1.1,,,,,,0.2,0.1,0.0,,,,,33.0,382.0,359.0,23.0,,,529.0,529.0,0.0,,,25.0,25.0,,,,,,3.0,0.0,,,,63.0,509.0,479.0,31.0,,,632.0,632.0,0.0
456,b,2003KW04,125.1,119.7,4.6,47.7,44.8,2.9,,,67.3,67.3,0.0,0.0,0.0,2.9,2.9,2.9,,,,,,0.6,0.5,0.0,,1.9,0.3,1.5,103.0,1084.0,1019.0,66.0,,,1577.0,1577.0,0.0,0.0,1.0,69.0,69.0,,,,,,12.0,1.0,,8.0,424.0,193.0,1446.0,1358.0,88.0,,,1884.0,1884.0,0.0
457,b,2003JJ00,479.2,457.7,19.5,184.2,172.3,11.9,,,254.0,254.0,0.0,0.0,0.0,11.7,11.7,11.7,,,,,,2.7,2.5,0.1,,7.1,1.4,5.7,433.0,4186.0,3916.0,269.0,,,5947.0,5947.0,0.0,1.0,6.0,274.0,274.0,,,,,,58.0,3.0,,33.0,1579.0,816.0,5584.0,5224.0,360.0,,,7104.0,7104.0,0.0
458,b,2004MM01,37.3,35.5,1.5,14.2,13.5,0.7,,,19.8,19.8,0.0,,,0.9,0.9,0.9,,,,,,0.2,0.2,0.0,,,,,34.0,322.0,306.0,16.0,,,464.0,464.0,0.0,,,21.0,21.0,,,,,,4.0,0.0,,,,64.0,430.0,408.0,22.0,,,554.0,554.0,0.0
459,b,2004MM02,37.6,35.8,1.5,13.8,12.7,1.1,,,20.6,20.6,0.0,,,0.9,0.9,0.9,,,,,,0.2,0.2,0.0,,,,,32.0,313.0,288.0,25.0,,,482.0,482.0,0.0,,,21.0,21.0,,,,,,4.0,0.0,,,,61.0,417.0,384.0,33.0,,,576.0,576.0,0.0
460,b,2004MM03,43.8,41.9,1.7,16.4,15.1,1.2,,,23.8,23.8,0.0,,,1.0,1.0,1.0,,,,,,0.3,0.2,0.0,,,,,38.0,372.0,343.0,28.0,,,557.0,557.0,0.0,,,23.0,23.0,,,,,,6.0,0.0,,,,73.0,496.0,458.0,38.0,,,666.0,666.0,0.0
461,b,2004KW01,118.6,113.2,4.7,44.3,41.2,3.1,,,64.2,64.2,0.0,0.0,0.0,2.8,2.8,2.8,,,,,,0.6,0.6,0.0,,2.0,0.4,1.7,104.0,1007.0,937.0,70.0,,,1503.0,1503.0,0.0,0.0,1.0,65.0,65.0,,,,,,13.0,0.0,,9.0,463.0,197.0,1343.0,1250.0,93.0,,,1796.0,1796.0,0.0
462,b,2004MM04,42.1,40.3,1.5,16.7,15.3,1.4,,,22.1,22.1,0.0,,,1.0,1.0,1.0,,,,,,0.2,0.2,0.0,,,,,33.0,379.0,347.0,32.0,,,517.0,517.0,0.0,,,24.0,24.0,,,,,,5.0,0.0,,,,63.0,505.0,463.0,42.0,,,618.0,618.0,0.0
463,b,2004MM05,39.0,37.2,1.4,14.9,14.0,0.9,,,20.9,20.9,0.0,,,1.0,1.0,1.0,,,,,,0.2,0.2,0.0,,,,,31.0,338.0,318.0,20.0,,,490.0,490.0,0.0,,,23.0,23.0,,,,,,4.0,0.0,,,,59.0,450.0,424.0,26.0,,,585.0,585.0,0.0
464,b,2004MM06,41.7,39.8,1.4,15.6,14.8,0.9,,,22.7,22.7,0.0,,,1.0,1.0,1.0,,,,,,0.2,0.2,0.0,,,,,32.0,356.0,336.0,20.0,,,533.0,533.0,0.0,,,24.0,24.0,,,,,,4.0,0.0,,,,59.0,475.0,448.0,27.0,,,637.0,637.0,0.0
465,b,2004KW02,122.7,117.3,4.3,47.2,44.0,3.1,,,65.7,65.7,0.0,0.0,0.0,3.1,3.1,3.1,,,,,,0.6,0.6,0.0,,1.8,0.4,1.4,96.0,1072.0,1001.0,71.0,,,1540.0,1540.0,0.0,0.0,1.0,72.0,72.0,,,,,,14.0,1.0,,9.0,393.0,181.0,1430.0,1335.0,95.0,,,1841.0,1841.0,0.0
466,b,2004MM07,39.2,37.3,1.3,14.7,13.9,0.8,,,21.3,21.3,0.0,,,1.1,1.1,1.1,,,,,,0.2,0.2,0.0,,,,,30.0,334.0,315.0,19.0,,,498.0,498.0,0.0,,,26.0,26.0,,,,,,5.0,0.0,,,,56.0,445.0,420.0,25.0,,,596.0,596.0,0.0
467,b,2004MM08,37.3,35.5,1.2,14.4,13.5,0.9,,,19.9,19.9,0.0,,,1.0,1.0,1.0,,,,,,0.3,0.2,0.0,,,,,26.0,327.0,307.0,20.0,,,467.0,467.0,0.0,,,23.0,23.0,,,,,,6.0,0.0,,,,48.0,436.0,410.0,26.0,,,558.0,558.0,0.0
468,b,2004MM09,41.4,39.5,1.2,15.3,14.5,0.8,,,23.0,23.0,0.0,,,1.1,1.1,1.1,,,,,,0.2,0.2,0.0,,,,,27.0,348.0,329.0,19.0,,,538.0,538.0,0.0,,,26.0,26.0,,,,,,4.0,0.0,,,,51.0,464.0,438.0,26.0,,,643.0,643.0,0.0
469,b,2004KW03,117.9,112.3,3.7,44.4,41.8,2.5,,,64.2,64.2,0.0,0.0,0.0,3.2,3.2,3.2,,,,,,0.7,0.7,0.0,,1.7,0.4,1.3,82.0,1008.0,951.0,57.0,,,1503.0,1503.0,0.0,0.0,1.0,75.0,75.0,,,,,,15.0,1.0,,9.0,372.0,155.0,1345.0,1268.0,77.0,,,1797.0,1797.0,0.0
470,b,2004MM10,41.1,39.2,1.4,15.1,14.3,0.7,,,22.8,22.8,0.0,,,1.0,1.0,1.0,,,,,,0.2,0.2,0.0,,,,,30.0,343.0,326.0,17.0,,,534.0,534.0,0.0,,,24.0,24.0,,,,,,4.0,0.0,,,,57.0,457.0,435.0,23.0,,,638.0,638.0,0.0
471,b,2004MM11,42.0,40.2,1.5,15.8,15.1,0.7,,,23.0,23.0,0.0,,,0.9,0.9,0.9,,,,,,0.3,0.3,0.0,,,,,32.0,359.0,343.0,16.0,,,538.0,538.0,0.0,,,22.0,22.0,,,,,,6.0,0.0,,,,61.0,478.0,457.0,21.0,,,642.0,642.0,0.0
472,b,2004MM12,42.4,40.8,1.5,16.3,15.5,0.8,,,23.0,23.0,0.0,,,0.9,0.9,0.9,,,,,,0.2,0.2,0.0,,,,,33.0,370.0,352.0,18.0,,,538.0,538.0,0.0,,,21.0,21.0,,,,,,4.0,0.0,,,,63.0,494.0,470.0,23.0,,,643.0,643.0,0.0
473,b,2004KW04,125.6,120.2,4.3,47.1,44.9,2.2,,,68.7,68.7,0.0,0.0,0.0,2.8,2.8,2.8,,,,,,0.6,0.6,0.0,,1.9,0.4,1.5,96.0,1071.0,1021.0,50.0,,,1609.0,1609.0,0.0,0.0,1.0,67.0,67.0,,,,,,14.0,1.0,,9.0,414.0,181.0,1429.0,1362.0,67.0,,,1923.0,1923.0,0.0
474,b,2004JJ00,484.8,462.9,17.1,183.0,172.0,10.9,,,262.8,262.8,0.0,0.0,0.0,11.9,11.9,11.9,,,,,,2.6,2.4,0.1,,7.4,1.5,5.9,378.0,4158.0,3910.0,248.0,,,6155.0,6155.0,0.0,1.0,6.0,279.0,279.0,,,,,,56.0,3.0,,34.0,1643.0,713.0,5547.0,5215.0,332.0,,,7357.0,7357.0,0.0
475,b,2005MM01,37.3,35.8,1.1,14.4,13.8,0.6,,,20.2,20.2,,,,0.6,0.6,0.6,,,,,,0.3,0.3,0.0,,,,,25.0,328.0,314.0,14.0,,,473.0,473.0,,,,14.0,14.0,,,,,,6.0,0.0,,,,48.0,437.0,419.0,18.0,,,565.0,565.0,
476,b,2005MM02,36.8,35.2,1.2,13.8,13.2,0.6,,,20.3,20.3,,,,0.6,0.6,0.6,,,,,,0.2,0.2,0.0,,,,,26.0,313.0,300.0,13.0,,,475.0,475.0,,,,15.0,15.0,,,,,,5.0,0.0,,,,49.0,418.0,401.0,17.0,,,568.0,568.0,
477,b,2005MM03,42.6,40.9,1.4,15.9,15.3,0.7,,,23.6,23.6,,,,0.8,0.8,0.8,,,,,,0.2,0.2,0.0,,,,,31.0,362.0,347.0,15.0,,,552.0,552.0,,,,19.0,19.0,,,,,,5.0,0.0,,,,58.0,483.0,464.0,20.0,,,659.0,659.0,
478,b,2005KW01,116.6,111.9,3.7,44.1,42.3,1.8,,,64.0,64.0,,0.0,0.0,2.1,2.1,2.1,,,,,,0.8,0.7,0.0,,1.9,0.4,1.6,82.0,1003.0,962.0,41.0,,,1499.0,1499.0,,0.0,1.0,48.0,48.0,,,,,,17.0,0.0,,8.0,438.0,155.0,1338.0,1283.0,55.0,,,1792.0,1792.0,
479,b,2005MM04,41.0,39.3,1.4,15.3,14.5,0.7,,,22.6,22.6,,,,0.8,0.8,0.8,,,,,,0.3,0.2,0.0,,,,,32.0,347.0,331.0,16.0,,,530.0,530.0,,,,19.0,19.0,,,,,,6.0,0.0,,,,60.0,463.0,441.0,22.0,,,634.0,634.0,
480,b,2005MM05,40.9,39.2,1.4,15.4,14.7,0.7,,,22.4,22.4,,,,0.8,0.8,0.8,,,,,,0.3,0.3,0.0,,,,,31.0,350.0,334.0,16.0,,,525.0,525.0,,,,19.0,19.0,,,,,,7.0,0.0,,,,58.0,468.0,446.0,22.0,,,627.0,627.0,
481,b,2005MM06,41.4,39.8,1.3,15.1,14.4,0.7,,,23.4,23.4,,,,0.7,0.7,0.7,,,,,,0.3,0.3,0.0,,,,,28.0,344.0,328.0,16.0,,,548.0,548.0,,,,17.0,17.0,,,,,,7.0,0.0,,,,53.0,459.0,438.0,21.0,,,656.0,656.0,
482,b,2005KW02,123.3,118.3,4.1,45.8,43.7,2.1,,,68.4,68.4,,0.0,0.0,2.3,2.3,2.3,,,,,,0.9,0.9,0.0,,1.7,0.4,1.4,90.0,1041.0,993.0,48.0,,,1602.0,1602.0,,0.0,1.0,54.0,54.0,,,,,,20.0,1.0,,8.0,385.0,170.0,1389.0,1325.0,65.0,,,1917.0,1917.0,
483,b,2005MM07,37.6,36.1,1.2,14.1,13.5,0.6,,,20.8,20.8,,,,0.6,0.6,0.6,,,,,,0.3,0.3,0.0,,,,,27.0,321.0,307.0,14.0,,,487.0,487.0,,,,14.0,14.0,,,,,,7.0,0.0,,,,51.0,429.0,410.0,19.0,,,582.0,582.0,
484,b,2005MM08,38.4,36.8,1.3,14.9,14.3,0.6,,,20.6,20.6,,,,0.8,0.8,0.8,,,,,,0.3,0.3,0.0,,,,,28.0,338.0,324.0,14.0,,,483.0,483.0,,,,18.0,18.0,,,,,,6.0,0.0,,,,53.0,451.0,432.0,19.0,,,578.0,578.0,
485,b,2005MM09,41.4,40.1,1.5,15.1,14.5,0.6,,,23.5,23.5,,,,0.5,0.5,0.5,,,,,,0.2,0.2,0.0,,,,,34.0,343.0,330.0,13.0,,,550.0,550.0,,,,13.0,13.0,,,,,,5.0,0.0,,,,64.0,458.0,440.0,18.0,,,658.0,658.0,
486,b,2005KW03,117.4,113.0,4.0,44.1,42.3,1.8,,,64.9,64.9,,0.0,0.0,1.9,1.9,1.9,,,,,,0.8,0.8,0.0,,1.7,0.4,1.3,89.0,1003.0,961.0,42.0,,,1520.0,1520.0,,0.0,1.0,45.0,45.0,,,,,,17.0,1.0,,8.0,364.0,167.0,1338.0,1282.0,56.0,,,1818.0,1818.0,
487,b,2005MM10,40.2,38.7,1.4,14.7,14.2,0.6,,,22.5,22.5,,,,0.7,0.7,0.7,,,,,,0.2,0.2,0.0,,,,,31.0,335.0,322.0,13.0,,,528.0,528.0,,,,16.0,16.0,,,,,,5.0,0.0,,,,58.0,447.0,429.0,18.0,,,632.0,632.0,
488,b,2005MM11,42.4,40.8,1.5,15.5,14.9,0.6,,,23.9,23.9,,,,0.7,0.7,0.7,,,,,,0.2,0.2,0.0,,,,,33.0,352.0,338.0,13.0,,,560.0,560.0,,,,17.0,17.0,,,,,,4.0,0.0,,,,61.0,469.0,451.0,18.0,,,669.0,669.0,
489,b,2005MM12,42.3,40.9,1.6,16.0,15.4,0.6,,,23.3,23.3,,,,0.7,0.7,0.7,,,,,,0.2,0.2,0.0,,,,,34.0,363.0,350.0,14.0,,,546.0,546.0,,,,16.0,16.0,,,,,,5.0,0.0,,,,65.0,485.0,466.0,19.0,,,653.0,653.0,
490,b,2005KW04,124.9,120.4,4.4,46.2,44.4,1.8,,,69.7,69.7,,0.0,0.0,2.1,2.1,2.1,,,,,,0.6,0.6,0.0,,1.9,0.4,1.5,98.0,1050.0,1010.0,40.0,,,1633.0,1633.0,,0.0,1.0,49.0,49.0,,,,,,14.0,0.0,,8.0,416.0,184.0,1400.0,1347.0,54.0,,,1954.0,1954.0,
491,b,2005JJ00,482.2,463.6,16.2,180.2,172.7,7.5,,,267.1,267.1,,0.0,0.0,8.4,8.4,8.4,,,,,,3.1,3.0,0.1,,7.2,1.4,5.8,358.0,4096.0,3925.0,171.0,,,6255.0,6255.0,,1.0,6.0,196.0,196.0,,,,,,68.0,2.0,,33.0,1603.0,676.0,5466.0,5236.0,230.0,,,7481.0,7481.0,
492,b,2006MM01,39.9,38.5,1.4,14.9,14.4,0.5,,,22.3,22.3,,,,0.6,0.6,0.6,,,,,,0.2,0.2,0.0,,,,,30.0,339.0,328.0,11.0,,,521.0,521.0,,,,14.0,14.0,,,,,,4.0,0.0,,,,56.0,452.0,437.0,15.0,,,623.0,623.0,
493,b,2006MM02,38.0,36.7,1.3,13.7,13.3,0.5,,,21.6,21.6,,,,0.6,0.6,0.6,,,,,,0.1,0.1,0.0,,,,,29.0,312.0,301.0,11.0,,,507.0,507.0,,,,14.0,14.0,,,,,,3.0,0.0,,,,54.0,416.0,402.0,14.0,,,606.0,606.0,
494,b,2006MM03,44.4,42.8,1.3,16.0,15.4,0.6,,,25.5,25.5,,,,0.7,0.7,0.7,,,,,,0.2,0.2,0.0,,,,,30.0,364.0,350.0,14.0,,,596.0,596.0,,,,17.0,17.0,,,,,,5.0,0.0,,,,56.0,485.0,467.0,19.0,,,713.0,713.0,
