ID,Geslacht,Leeftijd,TypeZorg,Herkomstgroepering,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
2091,0,2, 7,8,2009JJ00,70,1.67,26,364,6.08
2092,0,2, 7,8,2010JJ00,85,1.71,30,356,6.08
2093,0,2, 7,9,2004JJ00,160,1.72,36,224,3.85
2094,0,2, 7,9,2005JJ00,140,1.4,38,274,3.83
2095,0,2, 7,9,2006JJ00,155,1.49,44,284,4.25
2096,0,2, 7,9,2007JJ00,125,1.12,37,295,3.31
2097,0,2, 7,9,2008JJ00,125,1.01,33,268,2.69
2098,0,2, 7,9,2009JJ00,100,0.76,27,266,2.04
2099,0,2, 7,9,2010JJ00,120,0.81,36,302,2.45
2100,0,2, 8,0,2004JJ00,169750,9.66,15323,90,8.72
2101,0,2, 8,0,2005JJ00,167570,9.39,18646,111,10.45
2102,0,2, 8,0,2006JJ00,167545,9.27,19518,116,10.8
2103,0,2, 8,0,2007JJ00,157820,8.59,18951,120,10.32
2104,0,2, 8,0,2008JJ00,155075,8.25,18836,121,10.02
2105,0,2, 8,0,2009JJ00,153460,7.96,19299,126,10.01
2106,0,2, 8,0,2010JJ00,149760,7.62,19120,128,9.73
2107,0,2, 8,1,2004JJ00,149800,9.71,13518,90,8.76
2108,0,2, 8,1,2005JJ00,147080,9.43,16348,111,10.48
2109,0,2, 8,1,2006JJ00,146295,9.3,17014,116,10.81
2110,0,2, 8,1,2007JJ00,137255,8.61,16480,120,10.34
2111,0,2, 8,1,2008JJ00,134200,8.25,16331,122,10.04
2112,0,2, 8,1,2009JJ00,132185,7.92,16662,126,9.99
2113,0,2, 8,1,2010JJ00,128065,7.55,16385,128,9.65
2114,0,2, 8,2,2004JJ00,19950,9.32,1805,90,8.43
2115,0,2, 8,2,2005JJ00,20490,9.1,2298,112,10.21
2116,0,2, 8,2,2006JJ00,21250,9.09,2504,118,10.71
2117,0,2, 8,2,2007JJ00,20560,8.46,2471,120,10.17
2118,0,2, 8,2,2008JJ00,20875,8.29,2505,120,9.95
2119,0,2, 8,2,2009JJ00,21275,8.18,2638,124,10.14
2120,0,2, 8,2,2010JJ00,21695,8.08,2735,126,10.19
2121,0,2, 8,3,2004JJ00,16130,9.48,1463,91,8.6
2122,0,2, 8,3,2005JJ00,16340,9.28,1835,112,10.42
2123,0,2, 8,3,2006JJ00,16570,9.15,1961,118,10.83
2124,0,2, 8,3,2007JJ00,15700,8.44,1905,121,10.24
2125,0,2, 8,3,2008JJ00,15720,8.27,1932,123,10.16
2126,0,2, 8,3,2009JJ00,15785,8.14,2000,127,10.32
2127,0,2, 8,3,2010JJ00,15610,7.92,2002,128,10.15
2128,0,2, 8,4,2004JJ00,3825,8.71,342,90,7.8
2129,0,2, 8,4,2005JJ00,4145,8.45,464,112,9.45
2130,0,2, 8,4,2006JJ00,4680,8.89,543,116,10.3
2131,0,2, 8,4,2007JJ00,4865,8.52,567,117,9.93
2132,0,2, 8,4,2008JJ00,5155,8.37,573,111,9.3
2133,0,2, 8,4,2009JJ00,5490,8.29,638,116,9.63
2134,0,2, 8,4,2010JJ00,6085,8.54,733,120,10.29
2135,0,2, 8,5,2004JJ00,150,1.64,8,54,0.88
2136,0,2, 8,5,2005JJ00,190,1.71,18,95,1.63
2137,0,2, 8,5,2006JJ00,330,2.75,38,116,3.18
2138,0,2, 8,5,2007JJ00,370,2.79,47,126,3.5
2139,0,2, 8,5,2008JJ00,400,2.75,43,109,3.0
2140,0,2, 8,5,2009JJ00,485,3.11,62,128,3.97
2141,0,2, 8,5,2010JJ00,555,3.41,74,134,4.58
2142,0,2, 8,6,2004JJ00,490,4.9,34,69,3.39
2143,0,2, 8,6,2005JJ00,585,5.02,52,89,4.48
2144,0,2, 8,6,2006JJ00,690,5.36,67,98,5.25
2145,0,2, 8,6,2007JJ00,750,5.33,76,102,5.43
2146,0,2, 8,6,2008JJ00,820,5.42,75,91,4.95
2147,0,2, 8,6,2009JJ00,875,5.42,86,99,5.35
2148,0,2, 8,6,2010JJ00,1095,6.33,111,102,6.44
2149,0,2, 8,7,2004JJ00,2295,18.0,231,101,18.16
2150,0,2, 8,7,2005JJ00,2390,17.83,295,124,22.02
2151,0,2, 8,7,2006JJ00,2580,18.13,326,126,22.93
2152,0,2, 8,7,2007JJ00,2660,17.64,330,124,21.93
2153,0,2, 8,7,2008JJ00,2725,17.06,329,121,20.59
2154,0,2, 8,7,2009JJ00,2765,16.34,346,125,20.44
2155,0,2, 8,7,2010JJ00,2860,15.68,375,131,20.55
2156,0,2, 8,8,2004JJ00,245,8.66,18,75,6.46
2157,0,2, 8,8,2005JJ00,270,9.07,27,98,8.86
2158,0,2, 8,8,2006JJ00,330,10.38,34,102,10.57
2159,0,2, 8,8,2007JJ00,315,9.05,34,107,9.68
2160,0,2, 8,8,2008JJ00,335,8.75,36,106,9.29
2161,0,2, 8,8,2009JJ00,365,8.5,40,109,9.23
2162,0,2, 8,8,2010JJ00,450,9.22,48,108,9.98
2163,0,2, 8,9,2004JJ00,650,6.98,51,78,5.48
2164,0,2, 8,9,2005JJ00,710,7.15,72,101,7.21
2165,0,2, 8,9,2006JJ00,755,7.23,78,103,7.43
2166,0,2, 8,9,2007JJ00,770,6.91,80,103,7.16
2167,0,2, 8,9,2008JJ00,875,7.17,91,103,7.4
2168,0,2, 8,9,2009JJ00,1000,7.51,104,104,7.81
2169,0,2, 8,9,2010JJ00,1130,7.72,124,110,8.47
2170,0,2, 9,0,2004JJ00,125215,7.13,10443,83,5.94
2171,0,2, 9,0,2005JJ00,101640,5.7,7700,76,4.32
2172,0,2, 9,0,2006JJ00,97250,5.38,7879,81,4.36
2173,0,2, 9,0,2007JJ00,99550,5.42,8207,82,4.47
2174,0,2, 9,0,2008JJ00,104135,5.54,9079,87,4.83
2175,0,2, 9,0,2009JJ00,105970,5.5,9539,90,4.95
2176,0,2, 9,0,2010JJ00,109790,5.59,10083,92,5.13
2177,0,2, 9,1,2004JJ00,110445,7.16,9291,84,6.02
2178,0,2, 9,1,2005JJ00,90170,5.78,6846,76,4.39
2179,0,2, 9,1,2006JJ00,86000,5.47,6931,81,4.41
2180,0,2, 9,1,2007JJ00,87580,5.49,7182,82,4.51
2181,0,2, 9,1,2008JJ00,91065,5.6,7884,87,4.84
2182,0,2, 9,1,2009JJ00,92370,5.54,8244,89,4.94
2183,0,2, 9,1,2010JJ00,95260,5.61,8629,91,5.08
2184,0,2, 9,2,2004JJ00,14770,6.9,1151,78,5.38
2185,0,2, 9,2,2005JJ00,11470,5.09,854,74,3.79
2186,0,2, 9,2,2006JJ00,11255,4.81,949,84,4.06
2187,0,2, 9,2,2007JJ00,11975,4.93,1025,86,4.22
2188,0,2, 9,2,2008JJ00,13070,5.19,1195,91,4.75
2189,0,2, 9,2,2009JJ00,13600,5.23,1295,95,4.98
2190,0,2, 9,2,2010JJ00,14530,5.41,1454,100,5.42
2191,0,2, 9,3,2004JJ00,11685,6.87,942,81,5.54
2192,0,2, 9,3,2005JJ00,9330,5.3,695,75,3.95
2193,0,2, 9,3,2006JJ00,8975,4.95,732,82,4.04
2194,0,2, 9,3,2007JJ00,9360,5.04,764,82,4.11
2195,0,2, 9,3,2008JJ00,10020,5.27,871,87,4.58
2196,0,2, 9,3,2009JJ00,10310,5.32,925,90,4.77
2197,0,2, 9,3,2010JJ00,10845,5.5,992,91,5.03
2198,0,2, 9,4,2004JJ00,3085,7.03,209,68,4.77
2199,0,2, 9,4,2005JJ00,2140,4.37,159,74,3.25
2200,0,2, 9,4,2006JJ00,2280,4.33,217,95,4.11
2201,0,2, 9,4,2007JJ00,2610,4.58,261,100,4.57
2202,0,2, 9,4,2008JJ00,3050,4.95,324,106,5.26
2203,0,2, 9,4,2009JJ00,3290,4.96,371,113,5.6
2204,0,2, 9,4,2010JJ00,3680,5.17,461,125,6.48
2205,0,2, 9,5,2004JJ00,235,2.61,10,41,1.07
2206,0,2, 9,5,2005JJ00,235,2.11,20,85,1.8
2207,0,2, 9,5,2006JJ00,370,3.1,47,127,3.92
2208,0,2, 9,5,2007JJ00,520,3.9,73,140,5.46
2209,0,2, 9,5,2008JJ00,590,4.07,85,145,5.91
2210,0,2, 9,5,2009JJ00,695,4.48,106,153,6.84
2211,0,2, 9,5,2010JJ00,805,4.96,135,168,8.34
2212,0,2, 9,6,2004JJ00,445,4.45,22,49,2.16
2213,0,2, 9,6,2005JJ00,385,3.3,20,52,1.71
2214,0,2, 9,6,2006JJ00,440,3.42,33,74,2.54
2215,0,2, 9,6,2007JJ00,535,3.81,41,77,2.91
2216,0,2, 9,6,2008JJ00,695,4.61,67,96,4.42
2217,0,2, 9,6,2009JJ00,765,4.74,73,96,4.55
2218,0,2, 9,6,2010JJ00,830,4.81,89,107,5.14
2219,0,2, 9,7,2004JJ00,1685,13.24,131,78,10.28
2220,0,2, 9,7,2005JJ00,990,7.38,83,84,6.17
2221,0,2, 9,7,2006JJ00,930,6.54,96,104,6.78
2222,0,2, 9,7,2007JJ00,985,6.53,99,101,6.57
2223,0,2, 9,7,2008JJ00,1075,6.72,115,107,7.17
2224,0,2, 9,7,2009JJ00,1080,6.38,119,110,7.04
2225,0,2, 9,7,2010JJ00,1145,6.28,141,123,7.75
2226,0,2, 9,8,2004JJ00,200,7.09,14,69,4.86
2227,0,2, 9,8,2005JJ00,145,4.83,10,72,3.46
2228,0,2, 9,8,2006JJ00,185,5.72,13,70,3.99
2229,0,2, 9,8,2007JJ00,185,5.39,15,79,4.24
2230,0,2, 9,8,2008JJ00,195,5.06,19,100,5.05
2231,0,2, 9,8,2009JJ00,215,5.0,23,106,5.27
2232,0,2, 9,8,2010JJ00,275,5.62,29,107,5.99
2233,0,2, 9,9,2004JJ00,520,5.58,33,64,3.59
2234,0,2, 9,9,2005JJ00,390,3.93,26,68,2.66
2235,0,2, 9,9,2006JJ00,355,3.41,28,78,2.66
2236,0,2, 9,9,2007JJ00,385,3.47,33,86,2.99
2237,0,2, 9,9,2008JJ00,495,4.06,38,76,3.11
2238,0,2, 9,9,2009JJ00,530,3.99,49,92,3.68
2239,0,2, 9,9,2010JJ00,630,4.29,67,106,4.56
2240,0,2,10,0,2004JJ00,101595,5.78,4159,41,2.37
2241,0,2,10,0,2005JJ00,99775,5.59,3535,35,1.98
2242,0,2,10,0,2006JJ00,99270,5.49,3565,36,1.97
2243,0,2,10,0,2007JJ00,90760,4.94,3211,35,1.75
2244,0,2,10,0,2008JJ00,79445,4.23,2511,32,1.34
2245,0,2,10,0,2009JJ00,68740,3.56,2105,31,1.09
2246,0,2,10,0,2010JJ00,64470,3.28,1986,31,1.01
2247,0,2,10,1,2004JJ00,90225,5.85,3638,40,2.36
2248,0,2,10,1,2005JJ00,88340,5.67,3073,35,1.97
2249,0,2,10,1,2006JJ00,87135,5.54,3066,35,1.95
2250,0,2,10,1,2007JJ00,79110,4.96,2742,35,1.72
2251,0,2,10,1,2008JJ00,68775,4.23,2117,31,1.3
2252,0,2,10,1,2009JJ00,59565,3.57,1760,30,1.05
2253,0,2,10,1,2010JJ00,55625,3.28,1648,30,0.97
2254,0,2,10,2,2004JJ00,11375,5.31,522,46,2.44
2255,0,2,10,2,2005JJ00,11440,5.08,462,40,2.05
2256,0,2,10,2,2006JJ00,12135,5.19,499,41,2.14
2257,0,2,10,2,2007JJ00,11655,4.8,469,40,1.93
2258,0,2,10,2,2008JJ00,10665,4.24,395,37,1.57
2259,0,2,10,2,2009JJ00,9175,3.53,346,38,1.33
2260,0,2,10,2,2010JJ00,8845,3.3,338,38,1.26
2261,0,2,10,3,2004JJ00,9315,5.47,415,45,2.44
2262,0,2,10,3,2005JJ00,9170,5.21,340,37,1.93
2263,0,2,10,3,2006JJ00,9360,5.17,347,37,1.92
2264,0,2,10,3,2007JJ00,8730,4.7,314,36,1.69
2265,0,2,10,3,2008JJ00,7850,4.13,260,33,1.37
2266,0,2,10,3,2009JJ00,6735,3.47,219,32,1.13
2267,0,2,10,3,2010JJ00,6355,3.22,199,31,1.01
2268,0,2,10,4,2004JJ00,2060,4.69,106,52,2.42
2269,0,2,10,4,2005JJ00,2265,4.62,122,54,2.49
2270,0,2,10,4,2006JJ00,2775,5.27,152,55,2.89
2271,0,2,10,4,2007JJ00,2925,5.12,156,53,2.73
2272,0,2,10,4,2008JJ00,2815,4.57,135,48,2.19
2273,0,2,10,4,2009JJ00,2440,3.69,127,52,1.91
2274,0,2,10,4,2010JJ00,2490,3.5,139,56,1.95
2275,0,2,10,5,2004JJ00,305,3.36,19,62,2.08
2276,0,2,10,5,2005JJ00,375,3.4,24,63,2.15
2277,0,2,10,5,2006JJ00,515,4.29,37,71,3.06
2278,0,2,10,5,2007JJ00,620,4.64,43,70,3.25
2279,0,2,10,5,2008JJ00,605,4.17,36,60,2.52
2280,0,2,10,5,2009JJ00,575,3.7,39,69,2.54
2281,0,2,10,5,2010JJ00,550,3.4,41,74,2.52
2282,0,2,10,6,2004JJ00,355,3.59,12,33,1.19
2283,0,2,10,6,2005JJ00,450,3.85,17,38,1.46
2284,0,2,10,6,2006JJ00,575,4.49,24,41,1.83
2285,0,2,10,6,2007JJ00,650,4.62,28,44,2.02
2286,0,2,10,6,2008JJ00,680,4.48,27,40,1.79
2287,0,2,10,6,2009JJ00,585,3.61,25,43,1.55
2288,0,2,10,6,2010JJ00,605,3.51,29,49,1.71
2289,0,2,10,7,2004JJ00,880,6.9,52,59,4.06
2290,0,2,10,7,2005JJ00,915,6.84,57,62,4.25
2291,0,2,10,7,2006JJ00,1050,7.39,62,59,4.33
2292,0,2,10,7,2007JJ00,1040,6.9,54,52,3.59
2293,0,2,10,7,2008JJ00,930,5.83,44,47,2.73
2294,0,2,10,7,2009JJ00,760,4.49,37,49,2.2
2295,0,2,10,7,2010JJ00,710,3.89,40,56,2.17
2296,0,2,10,8,2004JJ00,155,5.6,6,38,2.12
2297,0,2,10,8,2005JJ00,160,5.37,8,47,2.53
2298,0,2,10,8,2006JJ00,205,6.41,10,48,3.1
2299,0,2,10,8,2007JJ00,205,5.85,11,54,3.18
2300,0,2,10,8,2008JJ00,190,4.96,11,59,2.93
2301,0,2,10,8,2009JJ00,160,3.76,10,60,2.25
2302,0,2,10,8,2010JJ00,210,4.3,11,52,2.24
2303,0,2,10,9,2004JJ00,360,3.9,18,49,1.91
2304,0,2,10,9,2005JJ00,365,3.67,17,46,1.68
2305,0,2,10,9,2006JJ00,430,4.12,20,47,1.95
2306,0,2,10,9,2007JJ00,415,3.72,19,45,1.69
2307,0,2,10,9,2008JJ00,415,3.38,17,40,1.37
2308,0,2,10,9,2009JJ00,360,2.71,15,43,1.16
2309,0,2,10,9,2010JJ00,415,2.84,18,44,1.25
2310,0,3, 0,0,2004JJ00,248660,38.84,46429,187,72.52
2311,0,3, 0,0,2005JJ00,254715,38.9,48247,189,73.69
2312,0,3, 0,0,2006JJ00,266270,39.79,51535,194,77.01
2313,0,3, 0,0,2007JJ00,273105,40.0,52546,192,76.96
2314,0,3, 0,0,2008JJ00,280660,40.01,53299,190,75.98
2315,0,3, 0,0,2009JJ00,286550,39.94,55108,192,76.82
2316,0,3, 0,0,2010JJ00,291915,39.54,56537,194,76.57
2317,0,3, 0,1,2004JJ00,229545,39.01,42882,187,72.88
2318,0,3, 0,1,2005JJ00,234790,39.09,44505,190,74.1
2319,0,3, 0,1,2006JJ00,245170,40.0,47493,194,77.48
2320,0,3, 0,1,2007JJ00,251145,40.22,48378,193,77.48
2321,0,3, 0,1,2008JJ00,257610,40.24,49007,190,76.55
2322,0,3, 0,1,2009JJ00,262685,40.19,50600,193,77.41
2323,0,3, 0,1,2010JJ00,267045,39.79,51723,194,77.08
2324,0,3, 0,2,2004JJ00,19115,36.85,3547,186,68.37
2325,0,3, 0,2,2005JJ00,19925,36.84,3742,188,69.18
2326,0,3, 0,2,2006JJ00,21100,37.53,4042,192,71.88
2327,0,3, 0,2,2007JJ00,21965,37.64,4169,190,71.44
2328,0,3, 0,2,2008JJ00,23050,37.61,4292,186,70.04
2329,0,3, 0,2,2009JJ00,23865,37.44,4508,189,70.73
2330,0,3, 0,2,2010JJ00,24870,36.97,4813,194,71.55
2331,0,3, 0,3,2004JJ00,17530,37.37,3253,186,69.36
2332,0,3, 0,3,2005JJ00,18190,37.35,3424,188,70.3
2333,0,3, 0,3,2006JJ00,19210,38.07,3688,192,73.08
2334,0,3, 0,3,2007JJ00,19915,38.09,3774,189,72.19
2335,0,3, 0,3,2008JJ00,20820,38.15,3871,186,70.92
2336,0,3, 0,3,2009JJ00,21535,38.14,4068,189,72.06
2337,0,3, 0,3,2010JJ00,22285,37.71,4284,192,72.49
2338,0,3, 0,4,2004JJ00,1585,31.87,294,185,59.01
2339,0,3, 0,4,2005JJ00,1735,32.2,318,183,59.09
2340,0,3, 0,4,2006JJ00,1890,32.77,354,187,61.41
2341,0,3, 0,4,2007JJ00,2050,33.71,395,193,64.98
2342,0,3, 0,4,2008JJ00,2225,33.2,422,189,62.86
2343,0,3, 0,4,2009JJ00,2330,32.03,440,189,60.45
2344,0,3, 0,4,2010JJ00,2585,31.59,530,205,64.72
2345,0,3, 0,5,2004JJ00,25,11.95,2,81,9.63
2346,0,3, 0,5,2005JJ00,35,12.54,7,192,24.06
2347,0,3, 0,5,2006JJ00,50,15.08,13,264,39.87
2348,0,3, 0,5,2007JJ00,60,15.58,20,317,49.42
2349,0,3, 0,5,2008JJ00,90,18.53,18,207,38.42
2350,0,3, 0,5,2009JJ00,85,15.17,20,243,36.83
2351,0,3, 0,5,2010JJ00,145,17.15,38,261,44.8
2352,0,3, 0,6,2004JJ00,60,17.18,6,106,18.28
2353,0,3, 0,6,2005JJ00,70,18.62,10,143,26.63
2354,0,3, 0,6,2006JJ00,100,21.89,14,138,30.31
2355,0,3, 0,6,2007JJ00,120,22.37,18,147,32.96
2356,0,3, 0,6,2008JJ00,150,23.21,22,150,34.85
2357,0,3, 0,6,2009JJ00,170,22.15,28,162,35.8
2358,0,3, 0,6,2010JJ00,210,23.0,37,175,40.27
2359,0,3, 0,7,2004JJ00,1015,39.03,206,202,79.01
2360,0,3, 0,7,2005JJ00,1105,39.96,217,196,78.29
2361,0,3, 0,7,2006JJ00,1170,40.59,232,198,80.5
2362,0,3, 0,7,2007JJ00,1225,41.82,248,203,84.72
2363,0,3, 0,7,2008JJ00,1290,41.05,262,203,83.15
2364,0,3, 0,7,2009JJ00,1335,40.19,272,204,81.8
2365,0,3, 0,7,2010JJ00,1400,39.71,306,219,86.82
2366,0,3, 0,8,2004JJ00,135,32.13,23,177,56.74
2367,0,3, 0,8,2005JJ00,145,35.01,25,171,59.75
2368,0,3, 0,8,2006JJ00,155,35.16,30,198,69.58
2369,0,3, 0,8,2007JJ00,165,37.22,32,195,72.55
2370,0,3, 0,8,2008JJ00,180,36.25,35,190,68.78
2371,0,3, 0,8,2009JJ00,190,36.78,38,200,73.74
2372,0,3, 0,8,2010JJ00,205,36.44,43,210,76.58
2373,0,3, 0,9,2004JJ00,350,25.29,56,160,40.46
2374,0,3, 0,9,2005JJ00,375,24.37,60,159,38.68
2375,0,3, 0,9,2006JJ00,415,25.02,64,155,38.89
2376,0,3, 0,9,2007JJ00,475,26.88,77,162,43.55
2377,0,3, 0,9,2008JJ00,515,26.59,85,164,43.73
2378,0,3, 0,9,2009JJ00,550,25.99,82,149,38.73
2379,0,3, 0,9,2010JJ00,620,26.77,105,169,45.17
2380,0,3, 1,0,2004JJ00,61450,9.6,6501,106,10.15
2381,0,3, 1,0,2005JJ00,81460,12.44,9339,115,14.26
2382,0,3, 1,0,2006JJ00,88655,13.25,10330,117,15.44
2383,0,3, 1,0,2007JJ00,91615,13.42,10745,117,15.74
2384,0,3, 1,0,2008JJ00,93265,13.3,11082,119,15.8
2385,0,3, 1,0,2009JJ00,94670,13.2,11605,123,16.18
2386,0,3, 1,0,2010JJ00,92320,12.5,11662,126,15.79
2387,0,3, 1,1,2004JJ00,56820,9.66,6020,106,10.23
2388,0,3, 1,1,2005JJ00,74910,12.47,8590,115,14.3
2389,0,3, 1,1,2006JJ00,81320,13.27,9475,117,15.46
2390,0,3, 1,1,2007JJ00,83935,13.44,9844,117,15.77
2391,0,3, 1,1,2008JJ00,85255,13.32,10134,119,15.83
2392,0,3, 1,1,2009JJ00,86265,13.2,10582,123,16.19
2393,0,3, 1,1,2010JJ00,84090,12.53,10622,126,15.83
2394,0,3, 1,2,2004JJ00,4630,8.92,481,104,9.27
2395,0,3, 1,2,2005JJ00,6550,12.11,749,114,13.85
2396,0,3, 1,2,2006JJ00,7335,13.05,856,117,15.22
2397,0,3, 1,2,2007JJ00,7685,13.17,901,117,15.44
2398,0,3, 1,2,2008JJ00,8010,13.07,948,118,15.48
2399,0,3, 1,2,2009JJ00,8405,13.19,1023,122,16.05
2400,0,3, 1,2,2010JJ00,8230,12.24,1040,126,15.46
2401,0,3, 1,3,2004JJ00,4305,9.18,448,104,9.55
2402,0,3, 1,3,2005JJ00,5935,12.19,676,114,13.89
2403,0,3, 1,3,2006JJ00,6635,13.15,773,116,15.32
2404,0,3, 1,3,2007JJ00,6890,13.18,810,117,15.48
2405,0,3, 1,3,2008JJ00,7190,13.18,854,119,15.65
2406,0,3, 1,3,2009JJ00,7485,13.26,915,122,16.2
2407,0,3, 1,3,2010JJ00,7290,12.34,925,127,15.65
2408,0,3, 1,4,2004JJ00,325,6.55,33,102,6.69
2409,0,3, 1,4,2005JJ00,615,11.38,73,119,13.5
2410,0,3, 1,4,2006JJ00,700,12.18,83,118,14.34
2411,0,3, 1,4,2007JJ00,795,13.07,91,115,15.03
2412,0,3, 1,4,2008JJ00,820,12.21,94,115,14.03
2413,0,3, 1,4,2009JJ00,920,12.64,108,118,14.85
2414,0,3, 1,4,2010JJ00,940,11.5,115,122,14.05
2415,0,3, 1,5,2004JJ00,0,0.44,0,153,0.68
2416,0,3, 1,5,2005JJ00,5,1.79,1,102,1.82
2417,0,3, 1,5,2006JJ00,5,1.54,0,96,1.48
2418,0,3, 1,5,2007JJ00,5,1.01,0,55,0.55
2419,0,3, 1,5,2008JJ00,5,1.26,0,71,0.89
2420,0,3, 1,5,2009JJ00,5,1.28,1,79,1.01
2421,0,3, 1,5,2010JJ00,25,3.03,3,97,2.93
2422,0,3, 1,6,2004JJ00,10,3.1,1,90,2.79
2423,0,3, 1,6,2005JJ00,25,6.91,3,106,7.35
2424,0,3, 1,6,2006JJ00,25,5.79,3,103,5.96
2425,0,3, 1,6,2007JJ00,35,6.58,4,114,7.53
2426,0,3, 1,6,2008JJ00,40,6.23,4,104,6.49
2427,0,3, 1,6,2009JJ00,45,5.83,5,103,5.98
2428,0,3, 1,6,2010JJ00,55,6.24,7,128,8.01
2429,0,3, 1,7,2004JJ00,205,7.87,22,105,8.26
