ID,Geslacht,Leeftijd,TypeZorg,Herkomstgroepering,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
4550,1,1,10,0,2004JJ00,21410,0.41,884,41,0.17
4551,1,1,10,0,2005JJ00,22095,0.42,789,36,0.15
4552,1,1,10,0,2006JJ00,22640,0.44,779,34,0.15
4553,1,1,10,0,2007JJ00,22155,0.43,754,34,0.15
4554,1,1,10,0,2008JJ00,21285,0.41,681,32,0.13
4555,1,1,10,0,2009JJ00,18115,0.35,573,32,0.11
4556,1,1,10,0,2010JJ00,16380,0.31,523,32,0.1
4557,1,1,10,1,2004JJ00,17895,0.42,744,42,0.18
4558,1,1,10,1,2005JJ00,18335,0.43,657,36,0.16
4559,1,1,10,1,2006JJ00,18970,0.45,650,34,0.15
4560,1,1,10,1,2007JJ00,18560,0.44,630,34,0.15
4561,1,1,10,1,2008JJ00,17735,0.42,568,32,0.14
4562,1,1,10,1,2009JJ00,15230,0.36,482,32,0.11
4563,1,1,10,1,2010JJ00,13665,0.33,427,31,0.1
4564,1,1,10,2,2004JJ00,3515,0.36,140,40,0.14
4565,1,1,10,2,2005JJ00,3760,0.38,133,35,0.13
4566,1,1,10,2,2006JJ00,3670,0.37,130,35,0.13
4567,1,1,10,2,2007JJ00,3590,0.36,124,35,0.13
4568,1,1,10,2,2008JJ00,3550,0.35,113,32,0.11
4569,1,1,10,2,2009JJ00,2885,0.28,92,32,0.09
4570,1,1,10,2,2010JJ00,2715,0.26,96,35,0.09
4571,1,1,10,3,2004JJ00,2050,0.44,83,40,0.18
4572,1,1,10,3,2005JJ00,2120,0.46,73,34,0.16
4573,1,1,10,3,2006JJ00,2030,0.45,70,35,0.16
4574,1,1,10,3,2007JJ00,1960,0.44,63,32,0.14
4575,1,1,10,3,2008JJ00,1965,0.43,60,31,0.13
4576,1,1,10,3,2009JJ00,1585,0.34,46,29,0.1
4577,1,1,10,3,2010JJ00,1495,0.32,47,31,0.1
4578,1,1,10,4,2004JJ00,1465,0.28,58,39,0.11
4579,1,1,10,4,2005JJ00,1645,0.31,60,36,0.11
4580,1,1,10,4,2006JJ00,1645,0.31,59,36,0.11
4581,1,1,10,4,2007JJ00,1635,0.3,61,37,0.11
4582,1,1,10,4,2008JJ00,1585,0.28,53,34,0.1
4583,1,1,10,4,2009JJ00,1300,0.23,46,35,0.08
4584,1,1,10,4,2010JJ00,1220,0.21,49,40,0.08
4585,1,1,10,5,2004JJ00,260,0.27,10,40,0.11
4586,1,1,10,5,2005JJ00,280,0.29,9,32,0.09
4587,1,1,10,5,2006JJ00,290,0.3,11,37,0.11
4588,1,1,10,5,2007JJ00,265,0.27,10,38,0.1
4589,1,1,10,5,2008JJ00,245,0.25,8,32,0.08
4590,1,1,10,5,2009JJ00,200,0.2,7,37,0.07
4591,1,1,10,5,2010JJ00,190,0.19,9,46,0.09
4592,1,1,10,6,2004JJ00,275,0.24,10,35,0.08
4593,1,1,10,6,2005JJ00,330,0.29,9,28,0.08
4594,1,1,10,6,2006JJ00,315,0.27,9,30,0.08
4595,1,1,10,6,2007JJ00,320,0.27,10,30,0.08
4596,1,1,10,6,2008JJ00,315,0.26,8,24,0.06
4597,1,1,10,6,2009JJ00,270,0.22,7,27,0.06
4598,1,1,10,6,2010JJ00,255,0.2,7,27,0.05
4599,1,1,10,7,2004JJ00,385,0.37,15,40,0.15
4600,1,1,10,7,2005JJ00,420,0.4,18,42,0.17
4601,1,1,10,7,2006JJ00,430,0.41,18,41,0.17
4602,1,1,10,7,2007JJ00,420,0.4,18,42,0.17
4603,1,1,10,7,2008JJ00,430,0.4,18,41,0.16
4604,1,1,10,7,2009JJ00,325,0.3,14,42,0.12
4605,1,1,10,7,2010JJ00,305,0.27,12,39,0.11
4606,1,1,10,8,2004JJ00,150,0.38,6,38,0.15
4607,1,1,10,8,2005JJ00,160,0.41,8,51,0.21
4608,1,1,10,8,2006JJ00,180,0.45,5,30,0.14
4609,1,1,10,8,2007JJ00,160,0.4,6,37,0.15
4610,1,1,10,8,2008JJ00,155,0.37,4,28,0.11
4611,1,1,10,8,2009JJ00,125,0.29,4,30,0.09
4612,1,1,10,8,2010JJ00,95,0.21,4,39,0.08
4613,1,1,10,9,2004JJ00,400,0.22,17,42,0.09
4614,1,1,10,9,2005JJ00,455,0.25,16,35,0.09
4615,1,1,10,9,2006JJ00,430,0.24,16,37,0.09
4616,1,1,10,9,2007JJ00,470,0.27,18,38,0.1
4617,1,1,10,9,2008JJ00,440,0.23,16,36,0.08
4618,1,1,10,9,2009JJ00,380,0.19,14,37,0.07
4619,1,1,10,9,2010JJ00,375,0.18,18,48,0.09
4620,1,2, 0,0,2004JJ00,65835,8.16,7426,113,9.2
4621,1,2, 0,0,2005JJ00,65430,7.93,7406,113,8.98
4622,1,2, 0,0,2006JJ00,66405,7.9,7777,117,9.25
4623,1,2, 0,0,2007JJ00,66500,7.74,7655,115,8.91
4624,1,2, 0,0,2008JJ00,67820,7.66,7842,116,8.86
4625,1,2, 0,0,2009JJ00,67290,7.37,8094,120,8.86
4626,1,2, 0,0,2010JJ00,68405,7.31,8345,122,8.92
4627,1,2, 0,1,2004JJ00,58810,8.31,6630,113,9.37
4628,1,2, 0,1,2005JJ00,58035,8.07,6564,113,9.13
4629,1,2, 0,1,2006JJ00,58425,8.01,6827,117,9.36
4630,1,2, 0,1,2007JJ00,58250,7.84,6678,115,8.99
4631,1,2, 0,1,2008JJ00,59055,7.74,6818,115,8.94
4632,1,2, 0,1,2009JJ00,58320,7.41,6999,120,8.9
4633,1,2, 0,1,2010JJ00,58930,7.33,7141,121,8.88
4634,1,2, 0,2,2004JJ00,7025,7.08,796,113,8.02
4635,1,2, 0,2,2005JJ00,7390,6.96,842,114,7.92
4636,1,2, 0,2,2006JJ00,7980,7.16,950,119,8.52
4637,1,2, 0,2,2007JJ00,8250,7.07,978,118,8.37
4638,1,2, 0,2,2008JJ00,8765,7.19,1025,117,8.4
4639,1,2, 0,2,2009JJ00,8970,7.08,1095,122,8.65
4640,1,2, 0,2,2010JJ00,9475,7.23,1205,127,9.19
4641,1,2, 0,3,2004JJ00,5640,7.37,643,114,8.39
4642,1,2, 0,3,2005JJ00,5810,7.23,654,113,8.14
4643,1,2, 0,3,2006JJ00,6155,7.37,710,115,8.51
4644,1,2, 0,3,2007JJ00,6230,7.21,708,114,8.19
4645,1,2, 0,3,2008JJ00,6515,7.31,747,115,8.38
4646,1,2, 0,3,2009JJ00,6580,7.2,784,119,8.58
4647,1,2, 0,3,2010JJ00,6825,7.29,830,122,8.87
4648,1,2, 0,4,2004JJ00,1385,6.1,154,111,6.75
4649,1,2, 0,4,2005JJ00,1585,6.12,188,119,7.26
4650,1,2, 0,4,2006JJ00,1830,6.53,240,131,8.57
4651,1,2, 0,4,2007JJ00,2020,6.66,270,133,8.89
4652,1,2, 0,4,2008JJ00,2250,6.85,278,123,8.45
4653,1,2, 0,4,2009JJ00,2390,6.78,311,130,8.83
4654,1,2, 0,4,2010JJ00,2650,7.06,374,141,9.97
4655,1,2, 0,5,2004JJ00,235,3.85,21,89,3.43
4656,1,2, 0,5,2005JJ00,265,3.63,31,120,4.34
4657,1,2, 0,5,2006JJ00,335,4.24,54,162,6.85
4658,1,2, 0,5,2007JJ00,415,4.79,67,160,7.66
4659,1,2, 0,5,2008JJ00,455,4.78,63,139,6.65
4660,1,2, 0,5,2009JJ00,515,5.07,81,157,7.97
4661,1,2, 0,5,2010JJ00,595,5.63,104,175,9.87
4662,1,2, 0,6,2004JJ00,255,4.36,19,75,3.25
4663,1,2, 0,6,2005JJ00,340,4.89,29,86,4.2
4664,1,2, 0,6,2006JJ00,415,5.41,41,100,5.39
4665,1,2, 0,6,2007JJ00,475,5.74,47,100,5.75
4666,1,2, 0,6,2008JJ00,550,6.3,57,104,6.58
4667,1,2, 0,6,2009JJ00,600,6.51,61,102,6.67
4668,1,2, 0,6,2010JJ00,635,6.61,70,110,7.23
4669,1,2, 0,7,2004JJ00,545,10.42,78,142,14.83
4670,1,2, 0,7,2005JJ00,585,10.38,85,146,15.17
4671,1,2, 0,7,2006JJ00,645,10.68,94,146,15.61
4672,1,2, 0,7,2007JJ00,685,10.64,101,147,15.66
4673,1,2, 0,7,2008JJ00,730,10.55,99,135,14.25
4674,1,2, 0,7,2009JJ00,730,9.87,101,139,13.71
4675,1,2, 0,7,2010JJ00,780,9.77,114,146,14.3
4676,1,2, 0,8,2004JJ00,75,7.28,7,96,6.97
4677,1,2, 0,8,2005JJ00,90,7.67,10,109,8.39
4678,1,2, 0,8,2006JJ00,100,8.18,13,128,10.47
4679,1,2, 0,8,2007JJ00,100,7.33,14,136,9.95
4680,1,2, 0,8,2008JJ00,110,6.9,14,132,9.1
4681,1,2, 0,8,2009JJ00,115,6.33,17,150,9.48
4682,1,2, 0,8,2010JJ00,155,7.43,23,149,11.07
4683,1,2, 0,9,2004JJ00,275,6.05,29,104,6.29
4684,1,2, 0,9,2005JJ00,310,6.3,32,104,6.57
4685,1,2, 0,9,2006JJ00,335,6.42,38,112,7.2
4686,1,2, 0,9,2007JJ00,345,6.18,41,119,7.38
4687,1,2, 0,9,2008JJ00,405,6.63,44,109,7.2
4688,1,2, 0,9,2009JJ00,435,6.45,51,117,7.56
4689,1,2, 0,9,2010JJ00,490,6.63,64,131,8.69
4690,1,2, 1,0,2004JJ00,13390,1.66,1292,96,1.6
4691,1,2, 1,0,2005JJ00,17640,2.14,1888,107,2.29
4692,1,2, 1,0,2006JJ00,18785,2.23,2051,109,2.44
4693,1,2, 1,0,2007JJ00,18960,2.21,2094,110,2.44
4694,1,2, 1,0,2008JJ00,19465,2.2,2164,111,2.45
4695,1,2, 1,0,2009JJ00,19810,2.17,2304,116,2.52
4696,1,2, 1,0,2010JJ00,19960,2.13,2371,119,2.54
4697,1,2, 1,1,2004JJ00,12020,1.7,1166,97,1.65
4698,1,2, 1,1,2005JJ00,15585,2.17,1673,107,2.33
4699,1,2, 1,1,2006JJ00,16450,2.26,1801,109,2.47
4700,1,2, 1,1,2007JJ00,16520,2.22,1832,111,2.47
4701,1,2, 1,1,2008JJ00,16835,2.21,1884,112,2.47
4702,1,2, 1,1,2009JJ00,17030,2.17,1992,117,2.53
4703,1,2, 1,1,2010JJ00,17000,2.11,2029,119,2.52
4704,1,2, 1,2,2004JJ00,1370,1.38,126,92,1.27
4705,1,2, 1,2,2005JJ00,2055,1.93,214,104,2.01
4706,1,2, 1,2,2006JJ00,2330,2.09,250,107,2.24
4707,1,2, 1,2,2007JJ00,2440,2.09,262,107,2.24
4708,1,2, 1,2,2008JJ00,2630,2.16,280,106,2.29
4709,1,2, 1,2,2009JJ00,2780,2.2,311,112,2.46
4710,1,2, 1,2,2010JJ00,2960,2.26,342,116,2.61
4711,1,2, 1,3,2004JJ00,1160,1.52,107,92,1.4
4712,1,2, 1,3,2005JJ00,1610,2.0,170,105,2.11
4713,1,2, 1,3,2006JJ00,1805,2.16,194,108,2.33
4714,1,2, 1,3,2007JJ00,1865,2.16,201,108,2.33
4715,1,2, 1,3,2008JJ00,1965,2.2,216,110,2.43
4716,1,2, 1,3,2009JJ00,2035,2.23,237,117,2.59
4717,1,2, 1,3,2010JJ00,2080,2.22,251,121,2.68
4718,1,2, 1,4,2004JJ00,210,0.92,19,93,0.86
4719,1,2, 1,4,2005JJ00,445,1.72,44,100,1.72
4720,1,2, 1,4,2006JJ00,530,1.89,56,105,1.98
4721,1,2, 1,4,2007JJ00,575,1.9,61,106,2.0
4722,1,2, 1,4,2008JJ00,665,2.02,64,96,1.94
4723,1,2, 1,4,2009JJ00,745,2.12,74,99,2.1
4724,1,2, 1,4,2010JJ00,880,2.34,92,104,2.44
4725,1,2, 1,5,2004JJ00,5,0.08,0,70,0.06
4726,1,2, 1,5,2005JJ00,15,0.18,1,94,0.17
4727,1,2, 1,5,2006JJ00,30,0.36,2,89,0.32
4728,1,2, 1,5,2007JJ00,35,0.43,4,116,0.49
4729,1,2, 1,5,2008JJ00,45,0.48,4,92,0.44
4730,1,2, 1,5,2009JJ00,60,0.59,6,96,0.57
4731,1,2, 1,5,2010JJ00,90,0.84,10,110,0.93
4732,1,2, 1,6,2004JJ00,25,0.39,2,78,0.31
4733,1,2, 1,6,2005JJ00,75,1.11,6,83,0.92
4734,1,2, 1,6,2006JJ00,90,1.15,8,94,1.08
4735,1,2, 1,6,2007JJ00,100,1.2,8,86,1.03
4736,1,2, 1,6,2008JJ00,110,1.24,8,70,0.87
4737,1,2, 1,6,2009JJ00,135,1.48,11,79,1.17
4738,1,2, 1,6,2010JJ00,175,1.84,16,88,1.62
4739,1,2, 1,7,2004JJ00,110,2.06,11,101,2.07
4740,1,2, 1,7,2005JJ00,220,3.9,25,114,4.45
4741,1,2, 1,7,2006JJ00,265,4.35,30,113,4.9
4742,1,2, 1,7,2007JJ00,285,4.44,33,116,5.13
4743,1,2, 1,7,2008JJ00,335,4.8,35,105,5.02
4744,1,2, 1,7,2009JJ00,335,4.56,38,113,5.13
4745,1,2, 1,7,2010JJ00,360,4.5,41,115,5.18
4746,1,2, 1,8,2004JJ00,10,1.15,1,90,1.04
4747,1,2, 1,8,2005JJ00,25,2.0,2,86,1.72
4748,1,2, 1,8,2006JJ00,30,2.27,3,91,2.07
4749,1,2, 1,8,2007JJ00,25,1.82,2,93,1.68
4750,1,2, 1,8,2008JJ00,35,2.11,3,96,2.03
4751,1,2, 1,8,2009JJ00,35,1.98,3,77,1.53
4752,1,2, 1,8,2010JJ00,50,2.53,5,97,2.45
4753,1,2, 1,9,2004JJ00,60,1.34,5,89,1.18
4754,1,2, 1,9,2005JJ00,110,2.28,10,88,1.99
4755,1,2, 1,9,2006JJ00,120,2.32,13,104,2.41
4756,1,2, 1,9,2007JJ00,130,2.31,13,98,2.27
4757,1,2, 1,9,2008JJ00,145,2.36,14,96,2.26
4758,1,2, 1,9,2009JJ00,180,2.67,17,95,2.53
4759,1,2, 1,9,2010JJ00,205,2.77,20,98,2.72
4760,1,2, 2,0,2004JJ00,4165,0.52,385,92,0.48
4761,1,2, 2,0,2005JJ00,4350,0.53,311,71,0.38
4762,1,2, 2,0,2006JJ00,5040,0.6,357,71,0.42
4763,1,2, 2,0,2007JJ00,7610,0.89,444,58,0.52
4764,1,2, 2,0,2008JJ00,10530,1.19,630,60,0.71
4765,1,2, 2,0,2009JJ00,12625,1.38,788,62,0.86
4766,1,2, 2,0,2010JJ00,14535,1.55,922,63,0.99
4767,1,2, 2,1,2004JJ00,3725,0.53,353,95,0.5
4768,1,2, 2,1,2005JJ00,3910,0.54,283,72,0.39
4769,1,2, 2,1,2006JJ00,4515,0.62,326,72,0.45
4770,1,2, 2,1,2007JJ00,6750,0.91,397,59,0.53
4771,1,2, 2,1,2008JJ00,9295,1.22,553,59,0.72
4772,1,2, 2,1,2009JJ00,11015,1.4,681,62,0.87
4773,1,2, 2,1,2010JJ00,12585,1.57,773,61,0.96
4774,1,2, 2,2,2004JJ00,435,0.44,32,73,0.32
4775,1,2, 2,2,2005JJ00,440,0.42,28,63,0.26
4776,1,2, 2,2,2006JJ00,525,0.47,31,58,0.27
4777,1,2, 2,2,2007JJ00,860,0.73,48,56,0.41
4778,1,2, 2,2,2008JJ00,1235,1.01,78,63,0.64
4779,1,2, 2,2,2009JJ00,1610,1.27,107,66,0.84
4780,1,2, 2,2,2010JJ00,1955,1.49,149,76,1.13
4781,1,2, 2,3,2004JJ00,355,0.46,27,77,0.36
4782,1,2, 2,3,2005JJ00,355,0.44,24,67,0.29
4783,1,2, 2,3,2006JJ00,435,0.52,27,61,0.32
4784,1,2, 2,3,2007JJ00,695,0.8,39,56,0.45
4785,1,2, 2,3,2008JJ00,940,1.05,54,58,0.61
4786,1,2, 2,3,2009JJ00,1185,1.3,71,60,0.77
4787,1,2, 2,3,2010JJ00,1420,1.52,92,65,0.98
4788,1,2, 2,4,2004JJ00,85,0.37,5,55,0.2
4789,1,2, 2,4,2005JJ00,90,0.34,4,50,0.17
4790,1,2, 2,4,2006JJ00,90,0.31,4,45,0.14
4791,1,2, 2,4,2007JJ00,165,0.54,9,53,0.29
4792,1,2, 2,4,2008JJ00,295,0.9,23,79,0.71
4793,1,2, 2,4,2009JJ00,425,1.21,36,85,1.02
4794,1,2, 2,4,2010JJ00,535,1.42,57,106,1.51
4795,1,2, 2,5,2004JJ00,15,0.26,1,39,0.1
4796,1,2, 2,5,2005JJ00,15,0.23,1,84,0.2
4797,1,2, 2,5,2006JJ00,25,0.32,2,66,0.21
4798,1,2, 2,5,2007JJ00,55,0.63,4,81,0.51
4799,1,2, 2,5,2008JJ00,80,0.87,8,100,0.87
4800,1,2, 2,5,2009JJ00,120,1.2,16,135,1.62
4801,1,2, 2,5,2010JJ00,190,1.81,27,141,2.56
4802,1,2, 2,6,2004JJ00,15,0.29,1,35,0.1
4803,1,2, 2,6,2005JJ00,25,0.36,1,26,0.1
4804,1,2, 2,6,2006JJ00,30,0.37,1,38,0.14
4805,1,2, 2,6,2007JJ00,55,0.64,2,32,0.2
4806,1,2, 2,6,2008JJ00,100,1.16,8,78,0.91
4807,1,2, 2,6,2009JJ00,145,1.6,10,70,1.11
4808,1,2, 2,6,2010JJ00,150,1.57,13,87,1.37
4809,1,2, 2,7,2004JJ00,30,0.55,2,54,0.3
4810,1,2, 2,7,2005JJ00,25,0.44,1,52,0.23
4811,1,2, 2,7,2006JJ00,15,0.26,1,35,0.09
4812,1,2, 2,7,2007JJ00,35,0.51,2,46,0.24
4813,1,2, 2,7,2008JJ00,55,0.76,3,65,0.5
4814,1,2, 2,7,2009JJ00,80,1.08,5,59,0.64
4815,1,2, 2,7,2010JJ00,100,1.28,8,76,0.98
4816,1,2, 2,8,2004JJ00,5,0.29,0,124,0.36
4817,1,2, 2,8,2005JJ00,5,0.44,0,20,0.09
4818,1,2, 2,8,2006JJ00,5,0.41,0,24,0.1
4819,1,2, 2,8,2007JJ00,5,0.29,0,58,0.17
4820,1,2, 2,8,2008JJ00,10,0.7,1,96,0.67
4821,1,2, 2,8,2009JJ00,15,0.72,1,44,0.31
4822,1,2, 2,8,2010JJ00,20,1.07,1,42,0.44
4823,1,2, 2,9,2004JJ00,20,0.42,1,75,0.31
4824,1,2, 2,9,2005JJ00,15,0.35,1,58,0.2
4825,1,2, 2,9,2006JJ00,15,0.27,1,40,0.11
4826,1,2, 2,9,2007JJ00,20,0.36,1,44,0.16
4827,1,2, 2,9,2008JJ00,50,0.78,3,57,0.45
4828,1,2, 2,9,2009JJ00,65,0.94,4,63,0.59
4829,1,2, 2,9,2010JJ00,70,0.94,8,111,1.04
4830,1,2, 3,0,2004JJ00,14540,1.8,343,24,0.42
4831,1,2, 3,0,2005JJ00,11755,1.42,192,16,0.23
4832,1,2, 3,0,2006JJ00,11715,1.39,181,15,0.22
4833,1,2, 3,0,2007JJ00,10765,1.25,179,17,0.21
4834,1,2, 3,0,2008JJ00,9700,1.1,163,17,0.18
4835,1,2, 3,0,2009JJ00,8000,0.88,134,17,0.15
4836,1,2, 3,0,2010JJ00,7465,0.8,124,17,0.13
4837,1,2, 3,1,2004JJ00,12995,1.84,311,24,0.44
4838,1,2, 3,1,2005JJ00,10310,1.43,168,16,0.23
4839,1,2, 3,1,2006JJ00,10140,1.39,156,15,0.21
4840,1,2, 3,1,2007JJ00,9310,1.25,154,17,0.21
4841,1,2, 3,1,2008JJ00,8365,1.1,140,17,0.18
4842,1,2, 3,1,2009JJ00,6895,0.88,114,17,0.15
4843,1,2, 3,1,2010JJ00,6410,0.8,102,16,0.13
4844,1,2, 3,2,2004JJ00,1545,1.55,32,21,0.32
4845,1,2, 3,2,2005JJ00,1445,1.36,25,17,0.23
4846,1,2, 3,2,2006JJ00,1570,1.41,26,16,0.23
4847,1,2, 3,2,2007JJ00,1460,1.25,24,17,0.21
4848,1,2, 3,2,2008JJ00,1330,1.09,24,18,0.2
4849,1,2, 3,2,2009JJ00,1110,0.87,20,18,0.16
4850,1,2, 3,2,2010JJ00,1055,0.8,22,21,0.17
4851,1,2, 3,3,2004JJ00,1245,1.63,25,20,0.33
4852,1,2, 3,3,2005JJ00,1090,1.36,18,17,0.22
4853,1,2, 3,3,2006JJ00,1165,1.39,18,15,0.21
4854,1,2, 3,3,2007JJ00,1060,1.23,16,15,0.18
4855,1,2, 3,3,2008JJ00,950,1.06,15,16,0.17
4856,1,2, 3,3,2009JJ00,795,0.87,12,16,0.14
4857,1,2, 3,3,2010JJ00,750,0.8,14,18,0.15
4858,1,2, 3,4,2004JJ00,300,1.31,7,22,0.29
4859,1,2, 3,4,2005JJ00,355,1.37,7,19,0.26
4860,1,2, 3,4,2006JJ00,410,1.46,8,20,0.29
4861,1,2, 3,4,2007JJ00,400,1.31,9,21,0.28
4862,1,2, 3,4,2008JJ00,385,1.17,9,23,0.26
4863,1,2, 3,4,2009JJ00,310,0.88,7,23,0.21
4864,1,2, 3,4,2010JJ00,300,0.8,8,28,0.22
4865,1,2, 3,5,2004JJ00,95,1.59,3,30,0.48
4866,1,2, 3,5,2005JJ00,115,1.56,3,24,0.38
4867,1,2, 3,5,2006JJ00,115,1.45,2,21,0.31
4868,1,2, 3,5,2007JJ00,115,1.32,3,24,0.31
4869,1,2, 3,5,2008JJ00,120,1.26,3,22,0.27
4870,1,2, 3,5,2009JJ00,100,0.97,3,28,0.27
4871,1,2, 3,5,2010JJ00,95,0.89,3,27,0.24
4872,1,2, 3,6,2004JJ00,85,1.42,1,14,0.19
4873,1,2, 3,6,2005JJ00,90,1.27,1,17,0.22
4874,1,2, 3,6,2006JJ00,115,1.48,2,14,0.21
4875,1,2, 3,6,2007JJ00,120,1.45,2,20,0.29
4876,1,2, 3,6,2008JJ00,120,1.36,2,17,0.24
4877,1,2, 3,6,2009JJ00,100,1.08,2,22,0.24
4878,1,2, 3,6,2010JJ00,90,0.95,2,26,0.25
4879,1,2, 3,7,2004JJ00,60,1.14,1,21,0.24
4880,1,2, 3,7,2005JJ00,75,1.3,1,13,0.17
4881,1,2, 3,7,2006JJ00,90,1.49,2,18,0.26
4882,1,2, 3,7,2007JJ00,80,1.23,1,17,0.21
4883,1,2, 3,7,2008JJ00,65,0.91,2,32,0.29
4884,1,2, 3,7,2009JJ00,55,0.73,1,25,0.19
4885,1,2, 3,7,2010JJ00,55,0.72,2,27,0.2
4886,1,2, 3,8,2004JJ00,15,1.63,0,14,0.23
4887,1,2, 3,8,2005JJ00,30,2.44,0,16,0.39
4888,1,2, 3,8,2006JJ00,15,1.38,0,26,0.35
4889,1,2, 3,8,2007JJ00,15,1.23,0,24,0.29
4890,1,2, 3,8,2008JJ00,20,1.15,1,38,0.43
4891,1,2, 3,8,2009JJ00,10,0.55,0,11,0.06
4892,1,2, 3,8,2010JJ00,15,0.78,1,36,0.28
4893,1,2, 3,9,2004JJ00,40,0.92,1,25,0.23
4894,1,2, 3,9,2005JJ00,50,1.06,1,20,0.21
4895,1,2, 3,9,2006JJ00,75,1.42,2,26,0.36
4896,1,2, 3,9,2007JJ00,65,1.2,2,25,0.3
4897,1,2, 3,9,2008JJ00,65,1.04,1,21,0.22
4898,1,2, 3,9,2009JJ00,50,0.73,1,18,0.13
4899,1,2, 3,9,2010JJ00,40,0.57,1,30,0.17
4900,1,2, 4,0,2004JJ00,9625,1.19,1326,138,1.64
4901,1,2, 4,0,2005JJ00,4885,0.59,726,149,0.88
4902,1,2, 4,0,2006JJ00,3785,0.45,606,160,0.72
4903,1,2, 4,0,2007JJ00,3730,0.43,665,178,0.77
4904,1,2, 4,0,2008JJ00,5005,0.57,1021,204,1.15
4905,1,2, 4,0,2009JJ00,6195,0.68,1384,223,1.52
4906,1,2, 4,0,2010JJ00,6835,0.73,1638,240,1.75
4907,1,2, 4,1,2004JJ00,8505,1.2,1181,139,1.67
4908,1,2, 4,1,2005JJ00,4315,0.6,644,149,0.9
4909,1,2, 4,1,2006JJ00,3350,0.46,540,161,0.74
4910,1,2, 4,1,2007JJ00,3295,0.44,584,177,0.79
4911,1,2, 4,1,2008JJ00,4425,0.58,900,204,1.18
4912,1,2, 4,1,2009JJ00,5410,0.69,1213,224,1.54
4913,1,2, 4,1,2010JJ00,5915,0.74,1419,240,1.76
4914,1,2, 4,2,2004JJ00,1125,1.13,145,129,1.46
4915,1,2, 4,2,2005JJ00,570,0.54,82,143,0.77
4916,1,2, 4,2,2006JJ00,435,0.39,66,151,0.59
4917,1,2, 4,2,2007JJ00,435,0.37,81,187,0.7
4918,1,2, 4,2,2008JJ00,585,0.48,120,206,0.99
4919,1,2, 4,2,2009JJ00,785,0.62,171,219,1.35
4920,1,2, 4,2,2010JJ00,915,0.7,219,239,1.67
4921,1,2, 4,3,2004JJ00,835,1.09,112,135,1.47
4922,1,2, 4,3,2005JJ00,450,0.56,65,145,0.81
4923,1,2, 4,3,2006JJ00,365,0.43,56,155,0.67
4924,1,2, 4,3,2007JJ00,355,0.41,68,192,0.79
4925,1,2, 4,3,2008JJ00,470,0.53,98,208,1.09
4926,1,2, 4,3,2009JJ00,615,0.67,138,224,1.51
4927,1,2, 4,3,2010JJ00,725,0.77,169,233,1.8
4928,1,2, 4,4,2004JJ00,290,1.27,33,114,1.45
4929,1,2, 4,4,2005JJ00,120,0.47,16,135,0.64
4930,1,2, 4,4,2006JJ00,70,0.26,9,131,0.34
4931,1,2, 4,4,2007JJ00,80,0.27,13,162,0.43
4932,1,2, 4,4,2008JJ00,115,0.35,23,197,0.69
4933,1,2, 4,4,2009JJ00,165,0.47,34,201,0.95
4934,1,2, 4,4,2010JJ00,195,0.52,50,260,1.34
4935,1,2, 4,5,2004JJ00,15,0.23,1,77,0.18
4936,1,2, 4,5,2005JJ00,5,0.1,1,110,0.11
4937,1,2, 4,5,2006JJ00,5,0.06,1,206,0.13
4938,1,2, 4,5,2007JJ00,10,0.09,1,163,0.15
4939,1,2, 4,5,2008JJ00,10,0.13,3,248,0.31
4940,1,2, 4,5,2009JJ00,30,0.3,8,271,0.82
4941,1,2, 4,5,2010JJ00,30,0.27,10,372,0.99
4942,1,2, 4,6,2004JJ00,45,0.75,4,97,0.73
4943,1,2, 4,6,2005JJ00,25,0.33,2,94,0.31
4944,1,2, 4,6,2006JJ00,15,0.22,2,98,0.22
4945,1,2, 4,6,2007JJ00,15,0.21,2,132,0.27
4946,1,2, 4,6,2008JJ00,15,0.19,3,188,0.36
4947,1,2, 4,6,2009JJ00,30,0.33,4,145,0.47
4948,1,2, 4,6,2010JJ00,35,0.35,7,211,0.74
4949,1,2, 4,7,2004JJ00,155,2.97,20,126,3.75
4950,1,2, 4,7,2005JJ00,60,1.09,8,135,1.47
4951,1,2, 4,7,2006JJ00,30,0.46,3,119,0.55
4952,1,2, 4,7,2007JJ00,30,0.44,4,152,0.66
4953,1,2, 4,7,2008JJ00,45,0.66,9,196,1.3
4954,1,2, 4,7,2009JJ00,65,0.87,13,206,1.79
4955,1,2, 4,7,2010JJ00,80,0.98,21,273,2.67
4956,1,2, 4,8,2004JJ00,15,1.25,1,102,1.27
4957,1,2, 4,8,2005JJ00,5,0.44,1,125,0.54
4958,1,2, 4,8,2006JJ00,10,0.65,1,99,0.64
4959,1,2, 4,8,2007JJ00,10,0.65,1,158,1.03
4960,1,2, 4,8,2008JJ00,5,0.38,1,176,0.67
4961,1,2, 4,8,2009JJ00,5,0.39,1,163,0.63
4962,1,2, 4,8,2010JJ00,10,0.58,2,192,1.12
4963,1,2, 4,9,2004JJ00,60,1.36,7,107,1.45
4964,1,2, 4,9,2005JJ00,25,0.53,5,178,0.94
4965,1,2, 4,9,2006JJ00,15,0.27,3,187,0.5
