ID,Bedrijfstype,RegioS,Perioden,TotaalMestproductie_1,DunneMestInDeStal_2,DunneMestInDeWei_3,VasteMestInDeStal_4,Stikstofuitscheiding_5,TotaalGasvormigeStikstofverliezen_6,TotaalVerliezenInStalEnOpslag_7,AmmoniakUitgedruktInN_8,OverigeStikstofverliezen_9,AmmoniakverliesTijdensBeweidingN_10,StikstofInGeproduceerdeMestN_11,FosfaatuitscheidingP205_12,PlaatsingsruimteStikstofN_13,PlaatsingsruimteFosfaatP205_14,AandeelBedrijvenZonderOverproductie_15,ResterendePlaatsingsruimteStikstof_16,ResterendePlaatsingsruimteFosfaat_17,AandeelBedrijvenMetOverproductie_18,Stikstofoverschot_19,Fosfaatoverschot_20,SaldoPlaatsingsruimteStikstof_21,SaldoPlaatsingsruimteStikstofPerHa_22,SaldoPlaatsingsruimteFosfaat_23,SaldoPlaatsingsruimteFosfaatPerHa_24
2232,T20,PV24  ,2000JJ00,42.0,26.0,1.0,14.0,670.0,190.0,190.0,180.0,10.0,0.0,480.0,350.0,,20.0,0.0,,0.0,100.0,440.0,330.0,,,-330.0,-2195.0
2233,T20,PV24  ,2001JJ00,47.0,30.0,3.0,14.0,680.0,130.0,130.0,120.0,10.0,0.0,550.0,310.0,,30.0,0.0,,0.0,100.0,470.0,280.0,,,-280.0,-858.0
2234,T20,PV24  ,2002JJ00,48.0,31.0,2.0,15.0,680.0,130.0,130.0,130.0,10.0,0.0,540.0,320.0,,30.0,0.0,,0.0,100.0,480.0,290.0,,,-290.0,-1055.0
2235,T20,PV24  ,2003JJ00,45.0,30.0,2.0,14.0,780.0,160.0,160.0,150.0,10.0,0.0,610.0,380.0,,30.0,0.0,,0.0,100.0,540.0,340.0,,,-340.0,-982.0
2236,T20,PV24  ,2004JJ00,44.0,27.0,2.0,15.0,750.0,160.0,160.0,150.0,10.0,0.0,590.0,350.0,,30.0,0.0,,0.0,100.0,530.0,320.0,,,-320.0,-1047.0
2237,T20,PV24  ,2005JJ00,45.0,29.0,2.0,15.0,690.0,140.0,140.0,130.0,10.0,0.0,550.0,340.0,,30.0,0.0,,0.0,100.0,500.0,310.0,,,-310.0,-1089.0
2238,T20,PV24  ,2006JJ00,59.0,38.0,2.0,20.0,980.0,190.0,190.0,180.0,10.0,0.0,790.0,480.0,80.0,40.0,0.0,0.0,0.0,100.0,720.0,450.0,-720.0,-1788.0,-450.0,-1108.0
2239,T20,PV24  ,2007JJ00,72.0,50.0,1.0,20.0,1120.0,200.0,200.0,190.0,10.0,0.0,920.0,520.0,80.0,40.0,0.0,0.0,0.0,100.0,850.0,490.0,-850.0,-1990.0,-490.0,-1143.0
2240,T20,PV24  ,2008JJ00,68.0,48.0,2.0,19.0,1040.0,180.0,180.0,170.0,10.0,0.0,850.0,490.0,70.0,30.0,4.0,0.0,0.0,96.0,790.0,460.0,-790.0,-2312.0,-460.0,-1348.0
2241,T20,PV24  ,2009JJ00,72.0,51.0,1.0,19.0,1120.0,200.0,200.0,190.0,10.0,0.0,920.0,540.0,100.0,40.0,3.0,0.0,0.0,97.0,840.0,500.0,-840.0,-1667.0,-500.0,-987.0
2242,T20,PV24  ,2010JJ00,89.0,56.0,1.0,32.0,1730.0,290.0,290.0,270.0,20.0,0.0,1450.0,800.0,230.0,110.0,0.0,0.0,0.0,100.0,1250.0,700.0,-1250.0,-952.0,-700.0,-537.0
2243,T20,PV24  ,2011JJ00,92.0,59.0,1.0,32.0,1780.0,290.0,290.0,270.0,20.0,0.0,1490.0,810.0,240.0,100.0,0.0,0.0,0.0,100.0,1300.0,710.0,-1300.0,-972.0,-710.0,-536.0
2244,T20,PV24  ,2012JJ00,101.0,65.0,2.0,34.0,1740.0,290.0,290.0,270.0,20.0,0.0,1460.0,780.0,260.0,110.0,0.0,0.0,0.0,100.0,1250.0,680.0,-1250.0,-851.0,-680.0,-462.0
2245,T20,PV24  ,2013JJ00,103.0,67.0,2.0,34.0,1920.0,280.0,280.0,260.0,20.0,0.0,1640.0,880.0,260.0,100.0,0.0,0.0,0.0,100.0,1440.0,790.0,-1440.0,-983.0,-790.0,-537.0
2246,T20,PV24  ,2014JJ00,109.0,67.0,1.0,41.0,2040.0,300.0,300.0,280.0,20.0,0.0,1740.0,980.0,270.0,110.0,2.0,0.0,0.0,98.0,1530.0,870.0,-1530.0,-991.0,-870.0,-563.0
