ID,Bedrijfstype,RegioS,Perioden,TotaalMestproductie_1,DunneMestInDeStal_2,DunneMestInDeWei_3,VasteMestInDeStal_4,Stikstofuitscheiding_5,TotaalGasvormigeStikstofverliezen_6,TotaalVerliezenInStalEnOpslag_7,AmmoniakUitgedruktInN_8,OverigeStikstofverliezen_9,AmmoniakverliesTijdensBeweidingN_10,StikstofInGeproduceerdeMestN_11,FosfaatuitscheidingP205_12,PlaatsingsruimteStikstofN_13,PlaatsingsruimteFosfaatP205_14,AandeelBedrijvenZonderOverproductie_15,ResterendePlaatsingsruimteStikstof_16,ResterendePlaatsingsruimteFosfaat_17,AandeelBedrijvenMetOverproductie_18,Stikstofoverschot_19,Fosfaatoverschot_20,SaldoPlaatsingsruimteStikstof_21,SaldoPlaatsingsruimteStikstofPerHa_22,SaldoPlaatsingsruimteFosfaat_23,SaldoPlaatsingsruimteFosfaatPerHa_24
413,T00,PV31  ,2006JJ00,4005.0,3090.0,542.0,372.0,35190.0,6160.0,6070.0,5440.0,630.0,90.0,29120.0,14560.0,19090.0,9320.0,69.0,8490.0,4700.0,31.0,18680.0,10500.0,-10190.0,-102.0,-5800.0,-58.0
414,T00,PV31  ,2007JJ00,4004.0,3098.0,515.0,391.0,35970.0,6100.0,6010.0,5360.0,650.0,90.0,29960.0,14570.0,19150.0,9130.0,68.0,8620.0,4620.0,32.0,19570.0,10560.0,-10950.0,-110.0,-5940.0,-60.0
415,T00,PV31  ,2008JJ00,4156.0,3215.0,539.0,403.0,37600.0,6360.0,6270.0,5590.0,680.0,90.0,31330.0,15330.0,19150.0,8970.0,68.0,8750.0,4600.0,32.0,21080.0,11350.0,-12320.0,-124.0,-6750.0,-68.0
416,T00,PV31  ,2009JJ00,4290.0,3472.0,412.0,406.0,38370.0,6620.0,6540.0,5850.0,700.0,80.0,31820.0,16020.0,18590.0,8730.0,69.0,8510.0,4500.0,31.0,21930.0,12180.0,-13430.0,-138.0,-7680.0,-79.0
417,T00,PV31  ,2010JJ00,4245.0,3427.0,418.0,400.0,38680.0,6200.0,6120.0,5420.0,700.0,80.0,32560.0,16120.0,18160.0,7700.0,67.0,8210.0,3770.0,33.0,22990.0,12390.0,-14790.0,-155.0,-8630.0,-91.0
418,T00,PV31  ,2011JJ00,4242.0,3505.0,366.0,371.0,37760.0,5780.0,5720.0,5010.0,710.0,70.0,32040.0,15240.0,18000.0,7330.0,69.0,8330.0,3610.0,31.0,22710.0,11720.0,-14380.0,-153.0,-8100.0,-86.0
419,T00,PV31  ,2012JJ00,4180.0,3458.0,357.0,364.0,36430.0,5500.0,5440.0,4740.0,690.0,60.0,30990.0,14280.0,17670.0,6760.0,70.0,8520.0,3390.0,30.0,22310.0,11050.0,-13790.0,-149.0,-7650.0,-83.0
420,T00,PV31  ,2013JJ00,4238.0,3496.0,360.0,382.0,37110.0,4910.0,4850.0,4150.0,690.0,60.0,32260.0,14830.0,17540.0,6130.0,69.0,8410.0,2930.0,31.0,23860.0,11730.0,-15440.0,-167.0,-8800.0,-95.0
421,T00,PV31  ,2014JJ00,4269.0,3537.0,356.0,377.0,36910.0,4840.0,4780.0,4080.0,700.0,60.0,32120.0,14840.0,16830.0,6190.0,68.0,8230.0,2950.0,32.0,24050.0,11830.0,-15810.0,-171.0,-8880.0,-96.0
422,T00,PV31  ,2015JJ00,4234.0,3527.0,338.0,368.0,37950.0,4880.0,4830.0,4100.0,720.0,60.0,33120.0,15440.0,17000.0,5970.0,67.0,8340.0,2770.0,33.0,25280.0,12440.0,-16940.0,-184.0,-9670.0,-105.0
423,T00,PV31  ,2016JJ00,4249.0,3589.0,304.0,357.0,38400.0,4900.0,4850.0,4120.0,720.0,50.0,33550.0,15530.0,16560.0,5710.0,67.0,8050.0,2640.0,33.0,25780.0,12720.0,-17730.0,-197.0,-10070.0,-112.0
424,T00,PV31  ,2017JJ00,4187.0,3541.0,298.0,348.0,37580.0,4860.0,4800.0,4090.0,710.0,50.0,32770.0,14790.0,17700.0,6010.0,68.0,8630.0,2900.0,32.0,24560.0,11910.0,-15930.0,-168.0,-9020.0,-95.0
425,T00,CG01  ,1990JJ00,23076.0,17194.0,5287.0,596.0,177470.0,29650.0,26360.0,23260.0,3100.0,3290.0,151110.0,61450.0,,84830.0,73.0,,42020.0,27.0,28720.0,18650.0,,,23380.0,72.0
426,T00,CG01  ,1994JJ00,21955.0,16280.0,4978.0,697.0,173430.0,28540.0,26240.0,23130.0,3100.0,2310.0,147190.0,59810.0,,58900.0,65.0,,21650.0,35.0,36740.0,22560.0,,,-910.0,-3.0
427,T00,CG01  ,1995JJ00,21865.0,16149.0,5006.0,710.0,174450.0,28630.0,25670.0,22570.0,3090.0,2960.0,148790.0,57080.0,,44390.0,56.0,,11790.0,44.0,44380.0,24480.0,,,-12690.0,-40.0
428,T00,CG01  ,1996JJ00,21411.0,15803.0,4895.0,712.0,170980.0,28570.0,24830.0,21880.0,2950.0,3740.0,146150.0,52230.0,,41950.0,57.0,,12810.0,43.0,42840.0,23080.0,,,-10270.0,-31.0
429,T00,CG01  ,1997JJ00,21255.0,15786.0,4736.0,733.0,170190.0,28120.0,25570.0,22560.0,3010.0,2550.0,144610.0,54330.0,,40820.0,55.0,,11450.0,45.0,46340.0,24950.0,,,-13510.0,-42.0
430,T00,CG01  ,1998JJ00,20724.0,15276.0,4644.0,804.0,154940.0,24900.0,23730.0,20910.0,2820.0,1170.0,131210.0,52680.0,,37300.0,53.0,,9590.0,47.0,44030.0,24970.0,,,-15380.0,-48.0
431,T00,CG01  ,1999JJ00,19732.0,14371.0,4523.0,838.0,146130.0,23040.0,21710.0,19100.0,2610.0,1320.0,124420.0,50900.0,,36710.0,55.0,,9110.0,45.0,41610.0,23300.0,,,-14190.0,-45.0
432,T00,CG01  ,2000JJ00,19802.0,14565.0,4382.0,855.0,136490.0,20430.0,19510.0,17040.0,2460.0,920.0,116990.0,48520.0,,35390.0,56.0,,9320.0,44.0,39460.0,22440.0,,,-13130.0,-41.0
433,T00,CG01  ,2001JJ00,19402.0,14150.0,4381.0,871.0,133350.0,19400.0,18080.0,15690.0,2390.0,1320.0,115280.0,46480.0,,33830.0,53.0,,7860.0,47.0,38510.0,20510.0,,,-12650.0,-40.0
434,T00,CG01  ,2002JJ00,18513.0,14129.0,3523.0,861.0,123440.0,18100.0,17260.0,14980.0,2280.0,840.0,106180.0,43480.0,,33380.0,59.0,,8390.0,41.0,33010.0,18490.0,,,-10100.0,-31.0
435,T00,CG01  ,2003JJ00,17897.0,13833.0,3389.0,675.0,116770.0,16840.0,16240.0,14000.0,2240.0,600.0,100530.0,41070.0,,29720.0,52.0,,6170.0,48.0,32900.0,17530.0,,,-11350.0,-36.0
436,T00,CG01  ,2004JJ00,18097.0,13881.0,3434.0,783.0,115210.0,17030.0,16480.0,14300.0,2180.0,550.0,98730.0,40660.0,,30750.0,59.0,,7500.0,41.0,31560.0,17410.0,,,-9910.0,-31.0
437,T00,CG01  ,2005JJ00,18060.0,13823.0,3397.0,840.0,117960.0,16770.0,16190.0,13980.0,2210.0,580.0,101770.0,42630.0,,29150.0,55.0,,6470.0,45.0,36620.0,19950.0,,,-13480.0,-43.0
438,T00,CG01  ,2006JJ00,17849.0,13846.0,3183.0,821.0,116730.0,16840.0,16310.0,14100.0,2210.0,530.0,100420.0,42920.0,72310.0,32160.0,51.0,12900.0,7960.0,49.0,41170.0,21530.0,-28270.0,-90.0,-13570.0,-43.0
439,T00,CG01  ,2007JJ00,17718.0,13907.0,2975.0,835.0,118850.0,17100.0,16620.0,14320.0,2300.0,480.0,102230.0,42710.0,71880.0,30780.0,50.0,12220.0,7020.0,50.0,42720.0,21490.0,-30500.0,-98.0,-14470.0,-47.0
440,T00,CG01  ,2008JJ00,18206.0,14159.0,3216.0,832.0,122030.0,17520.0,17010.0,14670.0,2340.0,510.0,105020.0,44360.0,72080.0,29760.0,49.0,12190.0,6430.0,51.0,45300.0,22760.0,-33120.0,-106.0,-16330.0,-52.0
441,T00,CG01  ,2009JJ00,18529.0,15479.0,2240.0,811.0,119600.0,17310.0,16890.0,14540.0,2340.0,430.0,102720.0,43910.0,72100.0,29700.0,52.0,13260.0,7020.0,48.0,44130.0,22880.0,-30870.0,-99.0,-15860.0,-51.0
442,T00,CG01  ,2010JJ00,18345.0,15324.0,2219.0,803.0,121220.0,16670.0,16230.0,13860.0,2370.0,440.0,104990.0,44920.0,70900.0,26760.0,50.0,12750.0,5370.0,50.0,47630.0,24000.0,-34880.0,-114.0,-18630.0,-61.0
443,T00,CG01  ,2011JJ00,18057.0,15390.0,1901.0,766.0,118390.0,15800.0,15460.0,13080.0,2380.0,340.0,102930.0,42720.0,69850.0,26060.0,54.0,13830.0,5780.0,46.0,47470.0,23040.0,-33630.0,-112.0,-17270.0,-57.0
444,T00,CG01  ,2012JJ00,17777.0,15185.0,1853.0,739.0,112690.0,14840.0,14540.0,12260.0,2280.0,300.0,98150.0,39910.0,69220.0,24600.0,56.0,15130.0,5610.0,44.0,45330.0,21230.0,-30210.0,-101.0,-15630.0,-52.0
445,T00,CG01  ,2013JJ00,18307.0,15718.0,1874.0,715.0,115070.0,13960.0,13640.0,11320.0,2310.0,330.0,101430.0,41020.0,68980.0,23740.0,53.0,14160.0,4890.0,47.0,48840.0,22400.0,-34690.0,-117.0,-17520.0,-59.0
446,T00,CG01  ,2014JJ00,18536.0,15881.0,1911.0,745.0,119430.0,14610.0,14280.0,11860.0,2430.0,330.0,105140.0,42830.0,62820.0,24030.0,47.0,11320.0,4480.0,53.0,54540.0,24810.0,-43210.0,-146.0,-20330.0,-69.0
447,T00,CG01  ,2015JJ00,18782.0,16315.0,1763.0,704.0,120380.0,14540.0,14240.0,11760.0,2470.0,300.0,106140.0,43950.0,64680.0,23130.0,46.0,11470.0,3990.0,54.0,55350.0,25240.0,-43880.0,-149.0,-21250.0,-72.0
448,T00,CG01  ,2016JJ00,19189.0,16922.0,1620.0,647.0,121880.0,14560.0,14310.0,11760.0,2550.0,260.0,107570.0,43110.0,62940.0,22400.0,42.0,10300.0,3840.0,58.0,56510.0,25520.0,-46210.0,-160.0,-21690.0,-75.0
449,T00,CG01  ,2017JJ00,18733.0,16552.0,1541.0,639.0,120250.0,14620.0,14360.0,11840.0,2520.0,260.0,105890.0,41250.0,65130.0,23010.0,44.0,10600.0,4010.0,56.0,52870.0,23530.0,-42270.0,-144.0,-19520.0,-67.0
450,T00,CG02  ,1990JJ00,22263.0,17651.0,3843.0,769.0,192810.0,38340.0,35940.0,32430.0,3510.0,2400.0,156870.0,75120.0,,67950.0,67.0,,31760.0,33.0,60730.0,38940.0,,,-7170.0,-26.0
451,T00,CG02  ,1994JJ00,21633.0,17159.0,3571.0,903.0,193000.0,38770.0,37110.0,33490.0,3620.0,1660.0,155890.0,74060.0,,44510.0,60.0,,15780.0,40.0,74770.0,45340.0,,,-29550.0,-110.0
452,T00,CG02  ,1995JJ00,21298.0,16833.0,3555.0,911.0,190240.0,37780.0,35670.0,32130.0,3550.0,2110.0,154570.0,68410.0,,34350.0,53.0,,10100.0,47.0,80960.0,44170.0,,,-34070.0,-126.0
453,T00,CG02  ,1996JJ00,20944.0,16548.0,3449.0,947.0,187800.0,37910.0,35270.0,31830.0,3440.0,2650.0,152530.0,64570.0,,32270.0,55.0,,10290.0,45.0,79380.0,42580.0,,,-32290.0,-121.0
454,T00,CG02  ,1997JJ00,19089.0,14767.0,3366.0,955.0,168920.0,31630.0,29820.0,26760.0,3060.0,1820.0,139110.0,59280.0,,32360.0,55.0,,10540.0,45.0,69990.0,37450.0,,,-26920.0,-100.0
455,T00,CG02  ,1998JJ00,18957.0,14622.0,3260.0,1076.0,159900.0,30290.0,29460.0,26490.0,2970.0,830.0,130440.0,58980.0,,29830.0,55.0,,9640.0,45.0,70340.0,38800.0,,,-29160.0,-109.0
456,T00,CG02  ,1999JJ00,18875.0,14667.0,3104.0,1103.0,162790.0,31880.0,30970.0,27940.0,3030.0,910.0,131820.0,60870.0,,29240.0,55.0,,9340.0,45.0,75230.0,40970.0,,,-31630.0,-120.0
457,T00,CG02  ,2000JJ00,18547.0,14471.0,2945.0,1132.0,151040.0,28410.0,27780.0,24960.0,2820.0,620.0,123260.0,58620.0,,27810.0,56.0,,9170.0,44.0,70890.0,39980.0,,,-30810.0,-117.0
458,T00,CG02  ,2001JJ00,18070.0,14035.0,2887.0,1148.0,144740.0,26620.0,25750.0,23040.0,2710.0,870.0,119000.0,54380.0,,26620.0,54.0,,8480.0,46.0,68240.0,36240.0,,,-27760.0,-108.0
459,T00,CG02  ,2002JJ00,16619.0,13266.0,2248.0,1105.0,131710.0,24360.0,23830.0,21340.0,2490.0,540.0,107880.0,50170.0,,25880.0,57.0,,8670.0,43.0,60280.0,32960.0,,,-24290.0,-94.0
460,T00,CG02  ,2003JJ00,15724.0,12740.0,2170.0,815.0,120280.0,21970.0,21580.0,19190.0,2390.0,390.0,98710.0,45840.0,,24090.0,55.0,,8030.0,45.0,55290.0,29780.0,,,-21750.0,-85.0
461,T00,CG02  ,2004JJ00,16018.0,12876.0,2196.0,946.0,121840.0,22630.0,22280.0,19920.0,2360.0,350.0,99560.0,46150.0,,23920.0,58.0,,8150.0,42.0,56610.0,30390.0,,,-22230.0,-87.0
462,T00,CG02  ,2005JJ00,16070.0,12889.0,2164.0,1017.0,128330.0,22120.0,21740.0,19280.0,2460.0,370.0,106580.0,50090.0,,22570.0,55.0,,7520.0,45.0,65930.0,35050.0,,,-27530.0,-109.0
463,T00,CG02  ,2006JJ00,15783.0,12818.0,1984.0,981.0,126960.0,22150.0,21810.0,19360.0,2460.0,330.0,105150.0,50340.0,51120.0,24070.0,53.0,14510.0,7970.0,47.0,69000.0,36480.0,-54480.0,-216.0,-28520.0,-113.0
464,T00,CG02  ,2007JJ00,15766.0,12910.0,1852.0,1004.0,129410.0,22200.0,21900.0,19360.0,2540.0,300.0,107510.0,50180.0,50640.0,23290.0,51.0,14600.0,7730.0,49.0,71820.0,36640.0,-57220.0,-229.0,-28910.0,-116.0
465,T00,CG02  ,2008JJ00,16342.0,13334.0,1995.0,1013.0,133800.0,23010.0,22690.0,20060.0,2640.0,320.0,111110.0,52450.0,50340.0,22730.0,52.0,14740.0,7650.0,48.0,75930.0,38930.0,-61190.0,-245.0,-31280.0,-125.0
466,T00,CG02  ,2009JJ00,16739.0,14355.0,1402.0,981.0,134650.0,23510.0,23240.0,20560.0,2670.0,270.0,111410.0,53920.0,49050.0,22220.0,52.0,14330.0,7480.0,48.0,77290.0,40810.0,-62970.0,-258.0,-33330.0,-137.0
467,T00,CG02  ,2010JJ00,16487.0,14100.0,1407.0,980.0,135530.0,22030.0,21760.0,19080.0,2680.0,280.0,113770.0,54410.0,47880.0,19580.0,52.0,14230.0,6380.0,48.0,81410.0,41890.0,-67180.0,-281.0,-35520.0,-149.0
468,T00,CG02  ,2011JJ00,16546.0,14402.0,1218.0,925.0,134860.0,20290.0,20070.0,17340.0,2730.0,220.0,114790.0,52340.0,47580.0,18750.0,53.0,14680.0,6240.0,47.0,83000.0,40450.0,-68320.0,-288.0,-34210.0,-144.0
469,T00,CG02  ,2012JJ00,16451.0,14339.0,1191.0,922.0,131080.0,19380.0,19180.0,16500.0,2690.0,190.0,111900.0,48890.0,46820.0,17340.0,54.0,15180.0,5880.0,46.0,81940.0,37850.0,-66760.0,-286.0,-31970.0,-137.0
470,T00,CG02  ,2013JJ00,16711.0,14571.0,1217.0,923.0,131740.0,17110.0,16900.0,14230.0,2670.0,210.0,114840.0,50090.0,46310.0,15880.0,54.0,15150.0,5130.0,46.0,86360.0,39630.0,-71210.0,-305.0,-34500.0,-148.0
471,T00,CG02  ,2014JJ00,16824.0,14677.0,1218.0,930.0,131960.0,17210.0,17000.0,14290.0,2710.0,210.0,114960.0,50550.0,43240.0,15980.0,52.0,14630.0,5180.0,48.0,87950.0,40540.0,-73320.0,-317.0,-35360.0,-153.0
472,T00,CG02  ,2015JJ00,16807.0,14758.0,1129.0,920.0,136050.0,17450.0,17260.0,14450.0,2810.0,190.0,118790.0,52930.0,44670.0,15510.0,53.0,15360.0,5010.0,47.0,92300.0,42860.0,-76940.0,-333.0,-37850.0,-164.0
473,T00,CG02  ,2016JJ00,17041.0,15115.0,1042.0,884.0,137000.0,17350.0,17180.0,14340.0,2840.0,170.0,119820.0,52560.0,43340.0,14880.0,51.0,14300.0,4710.0,49.0,93230.0,43040.0,-78930.0,-349.0,-38340.0,-170.0
474,T00,CG02  ,2017JJ00,16823.0,14950.0,1000.0,873.0,135650.0,16940.0,16770.0,13950.0,2810.0,170.0,118880.0,50620.0,46180.0,15290.0,51.0,15430.0,4960.0,49.0,90980.0,40920.0,-75550.0,-318.0,-35950.0,-151.0
475,T00,CG03  ,1990JJ00,42106.0,27624.0,13350.0,1132.0,320860.0,39670.0,30720.0,25720.0,5000.0,8950.0,290150.0,92490.0,,278740.0,94.0,,199790.0,6.0,22240.0,13550.0,,,186250.0,133.0
476,T00,CG03  ,1994JJ00,39415.0,25466.0,12591.0,1359.0,314530.0,37060.0,30570.0,25520.0,5050.0,6490.0,283960.0,92660.0,,225720.0,94.0,,147140.0,6.0,24120.0,14080.0,,,133060.0,97.0
477,T00,CG03  ,1995JJ00,39391.0,25394.0,12605.0,1391.0,315270.0,38460.0,30380.0,25350.0,5030.0,8080.0,284890.0,90380.0,,178070.0,91.0,,102500.0,9.0,28710.0,14820.0,,,87680.0,64.0
478,T00,CG03  ,1996JJ00,38837.0,24952.0,12461.0,1423.0,309780.0,39020.0,29090.0,24320.0,4770.0,9930.0,280690.0,81330.0,,168530.0,91.0,,101430.0,9.0,28060.0,14240.0,,,87200.0,64.0
479,T00,CG03  ,1997JJ00,37528.0,24172.0,11941.0,1415.0,305490.0,36460.0,29450.0,24620.0,4830.0,7000.0,276030.0,83200.0,,167190.0,91.0,,99560.0,9.0,30390.0,15570.0,,,83990.0,62.0
480,T00,CG03  ,1998JJ00,37250.0,23959.0,11790.0,1502.0,287610.0,32000.0,28400.0,23720.0,4670.0,3600.0,259210.0,84390.0,,153910.0,89.0,,85550.0,11.0,30570.0,16040.0,,,69520.0,51.0
481,T00,CG03  ,1999JJ00,36838.0,23519.0,11722.0,1598.0,276400.0,31320.0,27530.0,23040.0,4490.0,3790.0,248870.0,87880.0,,153020.0,88.0,,82080.0,12.0,31980.0,16950.0,,,65130.0,48.0
482,T00,CG03  ,2000JJ00,37211.0,24288.0,11292.0,1630.0,261540.0,28150.0,25460.0,21190.0,4270.0,2690.0,236090.0,83790.0,,144530.0,88.0,,77580.0,12.0,31270.0,16840.0,,,60740.0,45.0
483,T00,CG03  ,2001JJ00,37517.0,24571.0,11314.0,1631.0,263630.0,28630.0,24810.0,20500.0,4310.0,3810.0,238810.0,84000.0,,139100.0,84.0,,71080.0,16.0,33140.0,15980.0,,,55100.0,42.0
484,T00,CG03  ,2002JJ00,36396.0,24923.0,9840.0,1633.0,249270.0,27500.0,24880.0,20680.0,4200.0,2620.0,224390.0,79270.0,,134600.0,87.0,,70170.0,13.0,30120.0,14850.0,,,55320.0,42.0
485,T00,CG03  ,2003JJ00,35626.0,24497.0,9627.0,1502.0,242110.0,26310.0,24350.0,20220.0,4130.0,1960.0,217760.0,78950.0,,123760.0,79.0,,62150.0,21.0,36760.0,17340.0,,,44810.0,34.0
486,T00,CG03  ,2004JJ00,36275.0,24770.0,9969.0,1535.0,229930.0,25510.0,23770.0,19810.0,3950.0,1740.0,206160.0,74970.0,,125670.0,85.0,,65320.0,15.0,29570.0,14610.0,,,50710.0,38.0
487,T00,CG03  ,2005JJ00,35988.0,24454.0,9922.0,1612.0,232560.0,25600.0,23820.0,19860.0,3970.0,1780.0,208740.0,76960.0,,118690.0,83.0,,58940.0,17.0,35380.0,17210.0,,,41730.0,32.0
488,T00,CG03  ,2006JJ00,35652.0,24695.0,9376.0,1580.0,227550.0,25230.0,23520.0,19630.0,3890.0,1700.0,204030.0,75930.0,277430.0,128200.0,77.0,114540.0,63000.0,23.0,41440.0,19390.0,73100.0,56.0,43610.0,33.0
489,T00,CG03  ,2007JJ00,35752.0,25304.0,8788.0,1660.0,231340.0,26250.0,24710.0,20620.0,4090.0,1540.0,206630.0,76490.0,277500.0,124750.0,76.0,114490.0,61010.0,24.0,43910.0,20080.0,70580.0,54.0,40930.0,31.0
490,T00,CG03  ,2008JJ00,36728.0,25630.0,9472.0,1626.0,235520.0,26610.0,25010.0,20880.0,4120.0,1600.0,210510.0,79120.0,280240.0,122500.0,76.0,115480.0,59340.0,24.0,46090.0,21130.0,69390.0,52.0,38210.0,29.0
491,T00,CG03  ,2009JJ00,37435.0,28905.0,7029.0,1501.0,229990.0,26140.0,24800.0,20610.0,4190.0,1350.0,205190.0,76990.0,276050.0,120570.0,77.0,114340.0,59300.0,23.0,43870.0,20530.0,70470.0,54.0,38770.0,30.0
492,T00,CG03  ,2010JJ00,37339.0,29364.0,6487.0,1488.0,232970.0,25630.0,24250.0,20000.0,4250.0,1380.0,208720.0,79540.0,268150.0,107970.0,73.0,109410.0,49280.0,27.0,50960.0,23070.0,58440.0,46.0,26220.0,21.0
493,T00,CG03  ,2011JJ00,36831.0,29661.0,5738.0,1432.0,224160.0,24370.0,23240.0,19020.0,4220.0,1130.0,200930.0,74670.0,265310.0,104570.0,76.0,111940.0,48650.0,24.0,48330.0,21390.0,63610.0,51.0,27270.0,22.0
494,T00,CG03  ,2012JJ00,36979.0,29870.0,5719.0,1390.0,217120.0,23230.0,22180.0,18040.0,4140.0,1050.0,194950.0,71780.0,263760.0,99100.0,76.0,112390.0,45210.0,24.0,46170.0,19680.0,66230.0,53.0,25540.0,21.0
495,T00,CG03  ,2013JJ00,38137.0,31302.0,5492.0,1343.0,225880.0,23400.0,22270.0,17980.0,4290.0,1130.0,203610.0,74530.0,264280.0,95260.0,73.0,110590.0,41020.0,27.0,53050.0,22230.0,57550.0,46.0,18790.0,15.0
496,T00,CG03  ,2014JJ00,38728.0,31511.0,5850.0,1367.0,235270.0,24790.0,23650.0,19120.0,4530.0,1140.0,211620.0,78310.0,257700.0,96680.0,70.0,105650.0,40380.0,30.0,61840.0,25700.0,43820.0,35.0,14680.0,12.0
497,T00,CG03  ,2015JJ00,40737.0,33610.0,5794.0,1333.0,241030.0,25020.0,23980.0,19250.0,4720.0,1050.0,217050.0,83210.0,267670.0,95680.0,68.0,108990.0,38490.0,32.0,65730.0,27560.0,43270.0,35.0,10920.0,9.0
498,T00,CG03  ,2016JJ00,41981.0,35370.0,5413.0,1199.0,245420.0,24440.0,23570.0,18650.0,4920.0,870.0,221850.0,79550.0,261000.0,92900.0,67.0,103350.0,37460.0,33.0,68000.0,27520.0,35350.0,29.0,9940.0,8.0
499,T00,CG03  ,2017JJ00,40642.0,34236.0,5223.0,1183.0,244060.0,25420.0,24520.0,19630.0,4890.0,900.0,219540.0,76080.0,273820.0,97120.0,69.0,107580.0,40460.0,31.0,59520.0,23880.0,48060.0,38.0,16580.0,13.0
500,T10,NL01  ,1990JJ00,64569.0,43069.0,20298.0,1202.0,456400.0,52600.0,39500.0,32100.0,7300.0,13100.0,417000.0,126400.0,,290300.0,93.0,,168200.0,7.0,8400.0,4300.0,,,164000.0,146.0
501,T10,NL01  ,1994JJ00,61687.0,40788.0,19438.0,1460.0,450900.0,49200.0,39600.0,32100.0,7500.0,9600.0,411300.0,128100.0,,215600.0,87.0,,96000.0,13.0,17500.0,8500.0,,,87500.0,78.0
502,T10,NL01  ,1995JJ00,61481.0,40556.0,19464.0,1461.0,451700.0,51000.0,38900.0,31500.0,7500.0,12000.0,412700.0,125200.0,,161300.0,78.0,,49500.0,22.0,31100.0,13500.0,,,36100.0,32.0
503,T10,NL01  ,1996JJ00,60066.0,39464.0,19110.0,1492.0,441300.0,51700.0,36800.0,29800.0,7000.0,14900.0,404500.0,110300.0,,148600.0,79.0,,49900.0,21.0,28000.0,11600.0,,,38300.0,34.0
504,T10,NL01  ,1997JJ00,57735.0,37893.0,18367.0,1474.0,425200.0,45700.0,35400.0,28500.0,6900.0,10400.0,389900.0,110900.0,,145500.0,78.0,,46800.0,22.0,29600.0,12200.0,,,34600.0,31.0
505,T10,NL01  ,1998JJ00,56824.0,37284.0,18043.0,1496.0,390100.0,38000.0,32900.0,26300.0,6600.0,5100.0,357200.0,110400.0,,130900.0,75.0,,34400.0,25.0,30800.0,13900.0,,,20500.0,18.0
506,T10,NL01  ,1999JJ00,55460.0,36130.0,17746.0,1584.0,369900.0,36000.0,30500.0,24300.0,6300.0,5500.0,339400.0,112600.0,,130300.0,74.0,,31600.0,26.0,30800.0,14000.0,,,17700.0,16.0
507,T10,NL01  ,2000JJ00,55821.0,37140.0,17028.0,1653.0,346800.0,31800.0,28000.0,22000.0,5900.0,3800.0,318800.0,105800.0,,123700.0,73.0,,31100.0,27.0,29500.0,13100.0,,,18000.0,16.0
508,T10,NL01  ,2001JJ00,56559.0,37712.0,17174.0,1673.0,356300.0,33900.0,28400.0,22300.0,6100.0,5500.0,327900.0,110000.0,,119500.0,66.0,,24700.0,34.0,36600.0,15200.0,,,9500.0,9.0
509,T10,NL01  ,2002JJ00,54411.0,38379.0,14386.0,1646.0,328700.0,31600.0,27900.0,22000.0,5900.0,3700.0,300800.0,101200.0,,116700.0,73.0,,27200.0,27.0,26400.0,11600.0,,,15500.0,14.0
510,T10,NL01  ,2003JJ00,54222.0,38449.0,14112.0,1661.0,328500.0,31700.0,29000.0,23000.0,6000.0,2700.0,299500.0,104200.0,,103400.0,58.0,,17000.0,42.0,41800.0,17700.0,,,-800.0,-1.0
511,T10,NL01  ,2004JJ00,54938.0,38769.0,14493.0,1676.0,310100.0,30200.0,27800.0,22100.0,5700.0,2400.0,282300.0,97500.0,,108100.0,70.0,,23100.0,30.0,28600.0,12500.0,,,10700.0,10.0
512,T10,NL01  ,2005JJ00,53765.0,37761.0,14277.0,1727.0,304900.0,29700.0,27100.0,21600.0,5600.0,2500.0,277700.0,96900.0,,102200.0,65.0,,19400.0,35.0,32800.0,14000.0,,,5400.0,5.0
513,T10,NL01  ,2006JJ00,53158.0,38064.0,13420.0,1673.0,297600.0,29100.0,26800.0,21300.0,5500.0,2400.0,270800.0,95400.0,264100.0,115200.0,56.0,37000.0,24500.0,44.0,43800.0,17300.0,-6800.0,-6.0,7200.0,7.0
514,T10,NL01  ,2007JJ00,52815.0,38568.0,12532.0,1716.0,300800.0,30600.0,28400.0,22700.0,5700.0,2100.0,272400.0,95100.0,263400.0,110100.0,55.0,37000.0,21900.0,45.0,46100.0,17800.0,-9200.0,-8.0,4200.0,4.0
515,T10,NL01  ,2008JJ00,54570.0,39253.0,13645.0,1671.0,306900.0,31000.0,28800.0,23000.0,5800.0,2300.0,278100.0,98700.0,265800.0,106600.0,54.0,37000.0,19300.0,46.0,49500.0,19000.0,-12400.0,-11.0,300.0,0.0
516,T10,NL01  ,2009JJ00,55930.0,44497.0,9838.0,1595.0,299900.0,30200.0,28300.0,22400.0,5900.0,1900.0,271600.0,95600.0,264000.0,105900.0,57.0,38300.0,20600.0,43.0,46000.0,17700.0,-7700.0,-7.0,2900.0,3.0
517,T10,NL01  ,2010JJ00,56145.0,45137.0,9420.0,1588.0,307100.0,30800.0,28800.0,22800.0,6100.0,2000.0,278300.0,100400.0,256200.0,95300.0,52.0,32900.0,13700.0,48.0,56100.0,21700.0,-23100.0,-22.0,-8000.0,-8.0
518,T10,NL01  ,2011JJ00,55611.0,45847.0,8270.0,1494.0,296000.0,30200.0,28600.0,22500.0,6100.0,1600.0,267400.0,94200.0,253100.0,93800.0,57.0,36400.0,15600.0,43.0,51400.0,19500.0,-15000.0,-14.0,-4000.0,-4.0
