ID,Geslacht,Leeftijden,TypeZorg,Stedelijkheid,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
1426,0,3, 0,5,2009JJ00,36175,41.66,8056,223,92.77
1427,0,3, 0,5,2010JJ00,35995,41.63,7791,216,90.11
1428,0,3, 1,0,2004JJ00,61450,9.6,6501,106,10.15
1429,0,3, 1,0,2005JJ00,81460,12.44,9339,115,14.26
1430,0,3, 1,0,2006JJ00,88655,13.25,10330,117,15.44
1431,0,3, 1,0,2007JJ00,91615,13.42,10745,117,15.74
1432,0,3, 1,0,2008JJ00,93265,13.3,11082,119,15.8
1433,0,3, 1,0,2009JJ00,94670,13.2,11605,123,16.18
1434,0,3, 1,0,2010JJ00,92320,12.5,11662,126,15.79
1435,0,3, 1,1,2004JJ00,14330,10.15,1436,100,10.17
1436,0,3, 1,1,2005JJ00,19365,13.74,2195,113,15.57
1437,0,3, 1,1,2006JJ00,21070,14.94,2407,114,17.06
1438,0,3, 1,1,2007JJ00,19005,14.94,2154,113,16.93
1439,0,3, 1,1,2008JJ00,18560,14.57,2107,114,16.54
1440,0,3, 1,1,2009JJ00,20095,14.94,2293,114,17.05
1441,0,3, 1,1,2010JJ00,19085,13.88,2305,121,16.77
1442,0,3, 1,2,2004JJ00,18345,10.95,1872,102,11.18
1443,0,3, 1,2,2005JJ00,24220,13.85,2694,111,15.41
1444,0,3, 1,2,2006JJ00,26440,14.58,3002,114,16.56
1445,0,3, 1,2,2007JJ00,28050,14.43,3186,114,16.39
1446,0,3, 1,2,2008JJ00,29100,14.41,3350,115,16.59
1447,0,3, 1,2,2009JJ00,28710,14.18,3442,120,17.0
1448,0,3, 1,2,2010JJ00,27765,13.56,3435,124,16.77
1449,0,3, 1,3,2004JJ00,10860,9.85,1143,105,10.36
1450,0,3, 1,3,2005JJ00,14115,12.35,1595,113,13.95
1451,0,3, 1,3,2006JJ00,15345,12.93,1755,114,14.79
1452,0,3, 1,3,2007JJ00,17785,13.13,2090,117,15.42
1453,0,3, 1,3,2008JJ00,17930,13.0,2141,119,15.53
1454,0,3, 1,3,2009JJ00,17745,12.81,2193,124,15.83
1455,0,3, 1,3,2010JJ00,17985,12.3,2267,126,15.51
1456,0,3, 1,4,2004JJ00,9585,8.32,1065,111,9.24
1457,0,3, 1,4,2005JJ00,12655,10.91,1486,117,12.81
1458,0,3, 1,4,2006JJ00,13935,11.69,1668,120,13.99
1459,0,3, 1,4,2007JJ00,17040,11.89,2093,123,14.6
1460,0,3, 1,4,2008JJ00,17740,11.8,2223,125,14.78
1461,0,3, 1,4,2009JJ00,18060,11.65,2358,131,15.21
1462,0,3, 1,4,2010JJ00,17850,10.92,2375,133,14.53
1463,0,3, 1,5,2004JJ00,8335,7.85,986,118,9.29
1464,0,3, 1,5,2005JJ00,11105,10.22,1370,123,12.6
1465,0,3, 1,5,2006JJ00,11865,10.89,1498,126,13.75
1466,0,3, 1,5,2007JJ00,9740,11.82,1224,126,14.85
1467,0,3, 1,5,2008JJ00,9940,11.85,1262,127,15.04
1468,0,3, 1,5,2009JJ00,10060,11.59,1319,131,15.19
1469,0,3, 1,5,2010JJ00,9635,11.15,1280,133,14.8
1470,0,3, 2,0,2004JJ00,13840,2.16,4137,299,6.46
1471,0,3, 2,0,2005JJ00,13710,2.09,3346,244,5.11
1472,0,3, 2,0,2006JJ00,15310,2.29,2879,188,4.3
1473,0,3, 2,0,2007JJ00,23445,3.43,3199,136,4.68
1474,0,3, 2,0,2008JJ00,34335,4.89,3978,116,5.67
1475,0,3, 2,0,2009JJ00,42115,5.87,4731,112,6.59
1476,0,3, 2,0,2010JJ00,49705,6.73,5135,103,6.95
1477,0,3, 2,1,2004JJ00,2485,1.76,161,65,1.14
1478,0,3, 2,1,2005JJ00,2175,1.54,127,58,0.9
1479,0,3, 2,1,2006JJ00,2190,1.55,109,50,0.77
1480,0,3, 2,1,2007JJ00,2965,2.33,154,52,1.21
1481,0,3, 2,1,2008JJ00,4640,3.64,320,69,2.51
1482,0,3, 2,1,2009JJ00,6270,4.66,468,75,3.48
1483,0,3, 2,1,2010JJ00,7595,5.53,680,89,4.94
1484,0,3, 2,2,2004JJ00,3505,2.09,538,154,3.21
1485,0,3, 2,2,2005JJ00,3440,1.97,502,146,2.87
1486,0,3, 2,2,2006JJ00,3955,2.18,461,117,2.54
1487,0,3, 2,2,2007JJ00,5960,3.07,317,53,1.63
1488,0,3, 2,2,2008JJ00,8895,4.4,595,67,2.95
1489,0,3, 2,2,2009JJ00,10695,5.28,796,74,3.93
1490,0,3, 2,2,2010JJ00,12480,6.09,1035,83,5.06
1491,0,3, 2,3,2004JJ00,2515,2.28,1079,429,9.79
1492,0,3, 2,3,2005JJ00,2550,2.23,898,352,7.86
1493,0,3, 2,3,2006JJ00,2785,2.35,703,252,5.92
1494,0,3, 2,3,2007JJ00,5045,3.73,758,150,5.59
1495,0,3, 2,3,2008JJ00,7050,5.11,929,132,6.74
1496,0,3, 2,3,2009JJ00,8550,6.17,1071,125,7.73
1497,0,3, 2,3,2010JJ00,9940,6.8,1042,105,7.13
1498,0,3, 2,4,2004JJ00,2655,2.3,864,326,7.5
1499,0,3, 2,4,2005JJ00,2655,2.29,580,219,5.0
1500,0,3, 2,4,2006JJ00,3000,2.52,495,165,4.15
1501,0,3, 2,4,2007JJ00,5730,4.0,801,140,5.59
1502,0,3, 2,4,2008JJ00,8570,5.7,1046,122,6.96
1503,0,3, 2,4,2009JJ00,10455,6.74,1217,116,7.85
1504,0,3, 2,4,2010JJ00,12745,7.8,1331,104,8.15
1505,0,3, 2,5,2004JJ00,2680,2.53,1494,557,14.08
1506,0,3, 2,5,2005JJ00,2890,2.66,1238,429,11.39
1507,0,3, 2,5,2006JJ00,3375,3.1,1112,330,10.2
1508,0,3, 2,5,2007JJ00,3745,4.54,1168,312,14.18
1509,0,3, 2,5,2008JJ00,5185,6.18,1087,210,12.97
1510,0,3, 2,5,2009JJ00,6145,7.08,1179,192,13.57
1511,0,3, 2,5,2010JJ00,6940,8.03,1047,151,12.11
1512,0,3, 3,0,2004JJ00,14865,2.32,530,36,0.83
1513,0,3, 3,0,2005JJ00,12830,1.96,278,22,0.43
1514,0,3, 3,0,2006JJ00,13245,1.98,267,20,0.4
1515,0,3, 3,0,2007JJ00,11360,1.66,237,21,0.35
1516,0,3, 3,0,2008JJ00,9345,1.33,184,20,0.26
1517,0,3, 3,0,2009JJ00,7945,1.11,159,20,0.22
1518,0,3, 3,0,2010JJ00,7830,1.06,162,21,0.22
1519,0,3, 3,1,2004JJ00,2615,1.85,61,24,0.44
1520,0,3, 3,1,2005JJ00,2590,1.84,55,21,0.39
1521,0,3, 3,1,2006JJ00,2640,1.87,48,18,0.34
1522,0,3, 3,1,2007JJ00,2060,1.62,34,17,0.27
1523,0,3, 3,1,2008JJ00,1755,1.38,28,16,0.22
1524,0,3, 3,1,2009JJ00,1395,1.04,27,19,0.2
1525,0,3, 3,1,2010JJ00,1435,1.04,27,19,0.2
1526,0,3, 3,2,2004JJ00,3625,2.16,206,57,1.23
1527,0,3, 3,2,2005JJ00,3350,1.91,78,23,0.44
1528,0,3, 3,2,2006JJ00,3500,1.93,71,20,0.39
1529,0,3, 3,2,2007JJ00,3145,1.62,73,23,0.38
1530,0,3, 3,2,2008JJ00,2650,1.31,55,21,0.27
1531,0,3, 3,2,2009JJ00,2265,1.12,47,21,0.23
1532,0,3, 3,2,2010JJ00,2165,1.06,51,24,0.25
1533,0,3, 3,3,2004JJ00,2615,2.37,85,33,0.77
1534,0,3, 3,3,2005JJ00,2245,1.96,46,20,0.4
1535,0,3, 3,3,2006JJ00,2255,1.9,43,19,0.36
1536,0,3, 3,3,2007JJ00,2160,1.59,49,23,0.36
1537,0,3, 3,3,2008JJ00,1770,1.28,39,22,0.28
1538,0,3, 3,3,2009JJ00,1490,1.07,32,21,0.23
1539,0,3, 3,3,2010JJ00,1460,1.0,28,19,0.19
1540,0,3, 3,4,2004JJ00,2885,2.5,81,28,0.71
1541,0,3, 3,4,2005JJ00,2290,1.98,51,22,0.44
1542,0,3, 3,4,2006JJ00,2455,2.06,55,22,0.46
1543,0,3, 3,4,2007JJ00,2520,1.76,50,20,0.35
1544,0,3, 3,4,2008JJ00,2045,1.36,39,19,0.26
1545,0,3, 3,4,2009JJ00,1780,1.15,35,20,0.23
1546,0,3, 3,4,2010JJ00,1790,1.09,35,20,0.22
1547,0,3, 3,5,2004JJ00,3130,2.95,96,31,0.91
1548,0,3, 3,5,2005JJ00,2360,2.17,48,20,0.45
1549,0,3, 3,5,2006JJ00,2395,2.2,51,21,0.46
1550,0,3, 3,5,2007JJ00,1480,1.79,30,20,0.37
1551,0,3, 3,5,2008JJ00,1125,1.34,23,20,0.27
1552,0,3, 3,5,2009JJ00,1015,1.17,20,19,0.23
1553,0,3, 3,5,2010JJ00,980,1.13,21,22,0.24
1554,0,3, 4,0,2004JJ00,46495,7.26,7509,161,11.73
1555,0,3, 4,0,2005JJ00,30920,4.72,5748,186,8.78
1556,0,3, 4,0,2006JJ00,28885,4.32,5816,201,8.69
1557,0,3, 4,0,2007JJ00,33480,4.9,7209,215,10.56
1558,0,3, 4,0,2008JJ00,48270,6.88,11563,240,16.48
1559,0,3, 4,0,2009JJ00,60285,8.4,15753,261,21.96
1560,0,3, 4,0,2010JJ00,66190,8.96,18328,277,24.82
1561,0,3, 4,1,2004JJ00,11890,8.42,1730,146,12.26
1562,0,3, 4,1,2005JJ00,6890,4.89,1167,169,8.28
1563,0,3, 4,1,2006JJ00,5650,4.0,1071,190,7.6
1564,0,3, 4,1,2007JJ00,5035,3.96,1001,199,7.87
1565,0,3, 4,1,2008JJ00,7230,5.67,1638,227,12.86
1566,0,3, 4,1,2009JJ00,10350,7.7,2565,248,19.07
1567,0,3, 4,1,2010JJ00,11240,8.17,3058,272,22.24
1568,0,3, 4,2,2004JJ00,12440,7.43,1997,161,11.92
1569,0,3, 4,2,2005JJ00,8560,4.9,1602,187,9.16
1570,0,3, 4,2,2006JJ00,8160,4.5,1618,198,8.92
1571,0,3, 4,2,2007JJ00,9560,4.92,1933,202,9.94
1572,0,3, 4,2,2008JJ00,13770,6.82,3139,228,15.54
1573,0,3, 4,2,2009JJ00,16625,8.21,4182,252,20.65
1574,0,3, 4,2,2010JJ00,18115,8.84,4806,265,23.47
1575,0,3, 4,3,2004JJ00,7625,6.91,1223,160,11.09
1576,0,3, 4,3,2005JJ00,5210,4.56,950,182,8.31
1577,0,3, 4,3,2006JJ00,5175,4.36,1003,194,8.45
1578,0,3, 4,3,2007JJ00,7050,5.2,1548,220,11.43
1579,0,3, 4,3,2008JJ00,9780,7.09,2382,244,17.28
1580,0,3, 4,3,2009JJ00,11800,8.52,3073,260,22.18
1581,0,3, 4,3,2010JJ00,13115,8.97,3603,275,24.65
1582,0,3, 4,4,2004JJ00,7710,6.69,1330,172,11.54
1583,0,3, 4,4,2005JJ00,5240,4.52,1014,194,8.75
1584,0,3, 4,4,2006JJ00,5140,4.31,1090,212,9.15
1585,0,3, 4,4,2007JJ00,7255,5.06,1611,222,11.24
1586,0,3, 4,4,2008JJ00,10910,7.26,2677,245,17.81
1587,0,3, 4,4,2009JJ00,13435,8.67,3660,272,23.62
1588,0,3, 4,4,2010JJ00,15145,9.27,4352,287,26.63
1589,0,3, 4,5,2004JJ00,6840,6.44,1230,180,11.59
1590,0,3, 4,5,2005JJ00,5020,4.62,1015,202,9.34
1591,0,3, 4,5,2006JJ00,4760,4.37,1032,217,9.48
1592,0,3, 4,5,2007JJ00,4575,5.55,1116,244,13.54
1593,0,3, 4,5,2008JJ00,6580,7.84,1726,262,20.58
1594,0,3, 4,5,2009JJ00,8075,9.3,2272,281,26.17
1595,0,3, 4,5,2010JJ00,8575,9.92,2510,293,29.03
1596,0,3, 5,0,2004JJ00,8060,1.26,1077,134,1.68
1597,0,3, 5,0,2005JJ00,10195,1.56,1399,137,2.14
1598,0,3, 5,0,2006JJ00,11795,1.76,1706,145,2.55
1599,0,3, 5,0,2007JJ00,9170,1.34,1373,150,2.01
1600,0,3, 5,0,2008JJ00,6225,0.89,938,151,1.34
1601,0,3, 5,0,2009JJ00,4785,0.67,739,154,1.03
1602,0,3, 5,0,2010JJ00,4135,0.56,659,159,0.89
1603,0,3, 5,1,2004JJ00,1665,1.18,196,118,1.39
1604,0,3, 5,1,2005JJ00,2685,1.91,375,139,2.66
1605,0,3, 5,1,2006JJ00,2905,2.06,409,141,2.9
1606,0,3, 5,1,2007JJ00,2130,1.67,296,139,2.33
1607,0,3, 5,1,2008JJ00,1455,1.14,205,141,1.61
1608,0,3, 5,1,2009JJ00,1090,0.81,159,146,1.19
1609,0,3, 5,1,2010JJ00,945,0.69,151,160,1.1
1610,0,3, 5,2,2004JJ00,2295,1.37,288,125,1.72
1611,0,3, 5,2,2005JJ00,2905,1.66,389,134,2.22
1612,0,3, 5,2,2006JJ00,3485,1.92,496,142,2.74
1613,0,3, 5,2,2007JJ00,2680,1.38,389,145,2.0
1614,0,3, 5,2,2008JJ00,1855,0.92,269,145,1.33
1615,0,3, 5,2,2009JJ00,1455,0.72,218,150,1.08
1616,0,3, 5,2,2010JJ00,1185,0.58,186,157,0.91
1617,0,3, 5,3,2004JJ00,1330,1.21,175,131,1.59
1618,0,3, 5,3,2005JJ00,1710,1.5,227,132,1.98
1619,0,3, 5,3,2006JJ00,2000,1.68,286,143,2.41
1620,0,3, 5,3,2007JJ00,1730,1.28,266,154,1.96
1621,0,3, 5,3,2008JJ00,1130,0.82,176,156,1.28
1622,0,3, 5,3,2009JJ00,840,0.61,133,158,0.96
1623,0,3, 5,3,2010JJ00,760,0.52,117,154,0.8
1624,0,3, 5,4,2004JJ00,1450,1.26,219,151,1.9
1625,0,3, 5,4,2005JJ00,1585,1.37,221,139,1.9
1626,0,3, 5,4,2006JJ00,1830,1.54,269,147,2.26
1627,0,3, 5,4,2007JJ00,1640,1.15,260,159,1.82
1628,0,3, 5,4,2008JJ00,1125,0.75,181,161,1.2
1629,0,3, 5,4,2009JJ00,915,0.59,147,160,0.95
1630,0,3, 5,4,2010JJ00,785,0.48,129,164,0.79
1631,0,3, 5,5,2004JJ00,1315,1.24,199,151,1.87
1632,0,3, 5,5,2005JJ00,1310,1.21,188,144,1.73
1633,0,3, 5,5,2006JJ00,1575,1.45,246,156,2.26
1634,0,3, 5,5,2007JJ00,990,1.2,162,163,1.96
1635,0,3, 5,5,2008JJ00,660,0.79,107,162,1.27
1636,0,3, 5,5,2009JJ00,485,0.56,81,169,0.94
1637,0,3, 5,5,2010JJ00,465,0.54,77,166,0.89
1638,0,3, 6,0,2004JJ00,32485,5.07,4743,146,7.41
1639,0,3, 6,0,2005JJ00,30395,4.64,3811,125,5.82
1640,0,3, 6,0,2006JJ00,30555,4.57,3986,130,5.96
1641,0,3, 6,0,2007JJ00,35260,5.16,5362,152,7.85
1642,0,3, 6,0,2008JJ00,32760,4.67,5162,158,7.36
1643,0,3, 6,0,2009JJ00,29965,4.18,4763,159,6.64
1644,0,3, 6,0,2010JJ00,30140,4.08,4946,164,6.7
1645,0,3, 6,1,2004JJ00,5845,4.14,759,130,5.37
1646,0,3, 6,1,2005JJ00,5200,3.69,620,119,4.4
1647,0,3, 6,1,2006JJ00,5315,3.77,646,121,4.58
1648,0,3, 6,1,2007JJ00,5545,4.36,771,139,6.06
1649,0,3, 6,1,2008JJ00,5315,4.17,815,153,6.39
1650,0,3, 6,1,2009JJ00,4715,3.51,735,156,5.47
1651,0,3, 6,1,2010JJ00,4550,3.31,728,160,5.3
1652,0,3, 6,2,2004JJ00,8005,4.78,1104,138,6.59
1653,0,3, 6,2,2005JJ00,7505,4.29,922,123,5.27
1654,0,3, 6,2,2006JJ00,7605,4.19,945,124,5.21
1655,0,3, 6,2,2007JJ00,9505,4.89,1351,142,6.95
1656,0,3, 6,2,2008JJ00,9095,4.5,1308,144,6.47
1657,0,3, 6,2,2009JJ00,8225,4.06,1228,149,6.07
1658,0,3, 6,2,2010JJ00,8170,3.99,1231,151,6.01
1659,0,3, 6,3,2004JJ00,5525,5.01,864,156,7.84
1660,0,3, 6,3,2005JJ00,5295,4.63,674,127,5.9
1661,0,3, 6,3,2006JJ00,5375,4.53,663,123,5.58
1662,0,3, 6,3,2007JJ00,6905,5.1,1071,155,7.91
1663,0,3, 6,3,2008JJ00,6290,4.56,998,159,7.24
1664,0,3, 6,3,2009JJ00,5830,4.21,934,160,6.74
1665,0,3, 6,3,2010JJ00,5940,4.06,970,163,6.64
1666,0,3, 6,4,2004JJ00,6040,5.24,932,154,8.09
1667,0,3, 6,4,2005JJ00,5535,4.77,668,121,5.76
1668,0,3, 6,4,2006JJ00,5720,4.8,776,136,6.51
1669,0,3, 6,4,2007JJ00,8225,5.74,1266,154,8.83
1670,0,3, 6,4,2008JJ00,7585,5.04,1224,161,8.14
1671,0,3, 6,4,2009JJ00,7005,4.52,1152,164,7.43
1672,0,3, 6,4,2010JJ00,7410,4.53,1269,171,7.77
1673,0,3, 6,5,2004JJ00,7070,6.66,1085,153,10.22
1674,0,3, 6,5,2005JJ00,6855,6.31,927,135,8.53
1675,0,3, 6,5,2006JJ00,6540,6.0,956,146,8.78
1676,0,3, 6,5,2007JJ00,5080,6.17,903,178,10.95
1677,0,3, 6,5,2008JJ00,4475,5.34,817,183,9.75
1678,0,3, 6,5,2009JJ00,4185,4.82,714,170,8.22
1679,0,3, 6,5,2010JJ00,4070,4.71,748,184,8.65
1680,0,3, 7,0,2004JJ00,71460,11.16,21932,307,34.26
1681,0,3, 7,0,2005JJ00,75200,11.49,24326,323,37.15
1682,0,3, 7,0,2006JJ00,77830,11.63,26551,341,39.67
1683,0,3, 7,0,2007JJ00,68765,10.07,24421,355,35.77
1684,0,3, 7,0,2008JJ00,56460,8.05,20392,361,29.07
1685,0,3, 7,0,2009JJ00,46785,6.52,17358,371,24.2
1686,0,3, 7,0,2010JJ00,41600,5.63,15644,376,21.19
1687,0,3, 7,1,2004JJ00,17460,12.37,5314,304,37.65
1688,0,3, 7,1,2005JJ00,16515,11.72,5358,324,38.02
1689,0,3, 7,1,2006JJ00,17045,12.08,5679,333,40.26
1690,0,3, 7,1,2007JJ00,13770,10.83,4784,347,37.61
1691,0,3, 7,1,2008JJ00,10765,8.45,3784,351,29.7
1692,0,3, 7,1,2009JJ00,8445,6.28,3081,365,22.91
1693,0,3, 7,1,2010JJ00,7210,5.24,2736,379,19.9
1694,0,3, 7,2,2004JJ00,19290,11.52,5753,298,34.35
1695,0,3, 7,2,2005JJ00,20350,11.64,6459,317,36.94
1696,0,3, 7,2,2006JJ00,21450,11.83,7188,335,39.64
1697,0,3, 7,2,2007JJ00,19700,10.14,6710,341,34.52
1698,0,3, 7,2,2008JJ00,16570,8.2,5699,344,28.22
1699,0,3, 7,2,2009JJ00,13550,6.69,4788,353,23.65
1700,0,3, 7,2,2010JJ00,11920,5.82,4246,356,20.73
1701,0,3, 7,3,2004JJ00,11925,10.82,3557,298,32.27
1702,0,3, 7,3,2005JJ00,13090,11.45,4147,317,36.28
1703,0,3, 7,3,2006JJ00,13765,11.6,4566,332,38.48
1704,0,3, 7,3,2007JJ00,12560,9.27,4468,356,32.98
1705,0,3, 7,3,2008JJ00,10260,7.44,3723,363,27.0
1706,0,3, 7,3,2009JJ00,8650,6.24,3232,374,23.32
1707,0,3, 7,3,2010JJ00,8215,5.62,3087,376,21.12
1708,0,3, 7,4,2004JJ00,11825,10.26,3788,320,32.87
1709,0,3, 7,4,2005JJ00,13100,11.29,4322,330,37.26
1710,0,3, 7,4,2006JJ00,13540,11.36,4819,356,40.43
1711,0,3, 7,4,2007JJ00,14095,9.83,5136,364,35.83
1712,0,3, 7,4,2008JJ00,11805,7.85,4411,374,29.34
1713,0,3, 7,4,2009JJ00,9925,6.4,3785,381,24.42
1714,0,3, 7,4,2010JJ00,8925,5.46,3465,388,21.2
1715,0,3, 7,5,2004JJ00,10965,10.33,3519,321,33.16
1716,0,3, 7,5,2005JJ00,12140,11.17,4039,333,37.17
1717,0,3, 7,5,2006JJ00,12030,11.04,4299,357,39.46
1718,0,3, 7,5,2007JJ00,8640,10.48,3324,385,40.33
1719,0,3, 7,5,2008JJ00,7060,8.42,2775,393,33.09
1720,0,3, 7,5,2009JJ00,6215,7.16,2472,398,28.47
1721,0,3, 7,5,2010JJ00,5330,6.16,2109,396,24.39
1722,0,3, 8,0,2004JJ00,187470,29.28,18335,98,28.64
1723,0,3, 8,0,2005JJ00,197780,30.21,23555,119,35.98
1724,0,3, 8,0,2006JJ00,207165,30.96,25875,125,38.66
1725,0,3, 8,0,2007JJ00,203035,29.74,26044,128,38.14
1726,0,3, 8,0,2008JJ00,204220,29.11,26420,129,37.66
1727,0,3, 8,0,2009JJ00,206525,28.79,27630,134,38.51
1728,0,3, 8,0,2010JJ00,204245,27.66,28031,137,37.96
1729,0,3, 8,1,2004JJ00,45345,32.13,4314,95,30.57
1730,0,3, 8,1,2005JJ00,45455,32.26,5432,120,38.55
1731,0,3, 8,1,2006JJ00,46670,33.09,5740,123,40.69
1732,0,3, 8,1,2007JJ00,39940,31.4,4929,123,38.75
1733,0,3, 8,1,2008JJ00,38010,29.84,4656,122,36.55
1734,0,3, 8,1,2009JJ00,39980,29.73,4972,124,36.97
1735,0,3, 8,1,2010JJ00,38480,27.99,5050,131,36.73
1736,0,3, 8,2,2004JJ00,52370,31.27,5049,96,30.14
1737,0,3, 8,2,2005JJ00,56040,32.05,6536,117,37.38
1738,0,3, 8,2,2006JJ00,59535,32.83,7293,122,40.22
1739,0,3, 8,2,2007JJ00,59990,30.86,7435,124,38.25
1740,0,3, 8,2,2008JJ00,61300,30.35,7691,125,38.08
1741,0,3, 8,2,2009JJ00,60345,29.8,7893,131,38.98
1742,0,3, 8,2,2010JJ00,58985,28.8,7915,134,38.64
1743,0,3, 8,3,2004JJ00,31740,28.79,3061,96,27.77
1744,0,3, 8,3,2005JJ00,34130,29.86,3961,116,34.65
1745,0,3, 8,3,2006JJ00,36285,30.58,4432,122,37.35
1746,0,3, 8,3,2007JJ00,39130,28.88,5036,129,37.17
1747,0,3, 8,3,2008JJ00,39095,28.36,5077,130,36.82
1748,0,3, 8,3,2009JJ00,39035,28.17,5245,134,37.85
1749,0,3, 8,3,2010JJ00,40070,27.42,5479,137,37.49
1750,0,3, 8,4,2004JJ00,30560,26.52,3092,101,26.83
1751,0,3, 8,4,2005JJ00,32580,28.09,3970,122,34.22
1752,0,3, 8,4,2006JJ00,34445,28.9,4432,129,37.18
1753,0,3, 8,4,2007JJ00,40030,27.93,5369,134,37.46
1754,0,3, 8,4,2008JJ00,41575,27.65,5650,136,37.58
1755,0,3, 8,4,2009JJ00,42335,27.32,5984,141,38.61
1756,0,3, 8,4,2010JJ00,42705,26.13,6147,144,37.61
1757,0,3, 8,5,2004JJ00,27455,25.87,2818,103,26.55
1758,0,3, 8,5,2005JJ00,29575,27.22,3657,124,33.65
1759,0,3, 8,5,2006JJ00,30230,27.75,3978,132,36.52
1760,0,3, 8,5,2007JJ00,23945,29.06,3275,137,39.74
1761,0,3, 8,5,2008JJ00,24235,28.9,3346,138,39.9
1762,0,3, 8,5,2009JJ00,24830,28.6,3536,142,40.73
1763,0,3, 8,5,2010JJ00,24005,27.77,3440,143,39.79
1764,0,3, 9,0,2004JJ00,164280,25.66,22034,134,34.41
1765,0,3, 9,0,2005JJ00,150225,22.94,19092,127,29.16
1766,0,3, 9,0,2006JJ00,152575,22.8,19659,129,29.38
1767,0,3, 9,0,2007JJ00,160955,23.57,20933,130,30.66
1768,0,3, 9,0,2008JJ00,171820,24.5,23047,134,32.86
1769,0,3, 9,0,2009JJ00,179150,24.97,24428,136,34.05
1770,0,3, 9,0,2010JJ00,187630,25.41,25666,137,34.76
1771,0,3, 9,1,2004JJ00,37675,26.69,4070,108,28.83
1772,0,3, 9,1,2005JJ00,30780,21.84,3190,104,22.64
1773,0,3, 9,1,2006JJ00,30200,21.41,3346,111,23.72
1774,0,3, 9,1,2007JJ00,27315,21.48,3203,117,25.18
1775,0,3, 9,1,2008JJ00,27950,21.94,3551,127,27.87
1776,0,3, 9,1,2009JJ00,29785,22.15,3811,128,28.34
1777,0,3, 9,1,2010JJ00,30600,22.26,4136,135,30.08
1778,0,3, 9,2,2004JJ00,43240,25.81,5114,118,30.53
1779,0,3, 9,2,2005JJ00,39860,22.8,4649,117,26.59
1780,0,3, 9,2,2006JJ00,41170,22.7,4908,119,27.07
1781,0,3, 9,2,2007JJ00,44730,23.01,5025,112,25.85
1782,0,3, 9,2,2008JJ00,48330,23.93,5688,118,28.16
1783,0,3, 9,2,2009JJ00,49100,24.25,6015,123,29.71
1784,0,3, 9,2,2010JJ00,50685,24.75,6344,125,30.98
1785,0,3, 9,3,2004JJ00,27590,25.02,4048,147,36.72
1786,0,3, 9,3,2005JJ00,26145,22.87,3656,140,31.99
1787,0,3, 9,3,2006JJ00,27100,22.84,3564,131,30.03
1788,0,3, 9,3,2007JJ00,31565,23.3,4165,132,30.74
1789,0,3, 9,3,2008JJ00,33380,24.21,4598,138,33.35
1790,0,3, 9,3,2009JJ00,34830,25.13,4847,139,34.98
1791,0,3, 9,3,2010JJ00,37210,25.46,5092,137,34.84
1792,0,3, 9,4,2004JJ00,28225,24.49,4103,145,35.6
1793,0,3, 9,4,2005JJ00,26530,22.87,3407,128,29.37
1794,0,3, 9,4,2006JJ00,27405,22.99,3648,133,30.6
1795,0,3, 9,4,2007JJ00,35305,24.63,4670,132,32.58
1796,0,3, 9,4,2008JJ00,38870,25.85,5302,136,35.26
1797,0,3, 9,4,2009JJ00,40820,26.34,5683,139,36.67
1798,0,3, 9,4,2010JJ00,44220,27.06,6147,139,37.61
1799,0,3, 9,5,2004JJ00,27555,25.96,4699,171,44.28
1800,0,3, 9,5,2005JJ00,26905,24.76,4190,156,38.55
1801,0,3, 9,5,2006JJ00,26700,24.51,4193,157,38.49
1802,0,3, 9,5,2007JJ00,22045,26.75,3871,176,46.97
1803,0,3, 9,5,2008JJ00,23295,27.78,3909,168,46.61
1804,0,3, 9,5,2009JJ00,24620,28.35,4071,165,46.88
1805,0,3, 9,5,2010JJ00,24915,28.82,3947,158,45.66
1806,0,3,10,0,2004JJ00,126875,19.82,6061,48,9.47
1807,0,3,10,0,2005JJ00,128625,19.65,5599,44,8.55
1808,0,3,10,0,2006JJ00,133420,19.94,6001,45,8.97
1809,0,3,10,0,2007JJ00,124560,18.24,5568,45,8.16
1810,0,3,10,0,2008JJ00,104790,14.94,3833,37,5.46
1811,0,3,10,0,2009JJ00,89475,12.47,3050,34,4.25
1812,0,3,10,0,2010JJ00,83700,11.34,2840,34,3.85
1813,0,3,10,1,2004JJ00,27585,19.54,1274,46,9.02
1814,0,3,10,1,2005JJ00,26985,19.15,1274,47,9.04
1815,0,3,10,1,2006JJ00,27905,19.79,1282,46,9.09
1816,0,3,10,1,2007JJ00,23510,18.48,1063,45,8.36
1817,0,3,10,1,2008JJ00,19290,15.14,691,36,5.43
1818,0,3,10,1,2009JJ00,15650,11.64,546,35,4.06
1819,0,3,10,1,2010JJ00,14140,10.29,500,35,3.63
1820,0,3,10,2,2004JJ00,33215,19.83,1596,48,9.53
1821,0,3,10,2,2005JJ00,34115,19.51,1461,43,8.35
1822,0,3,10,2,2006JJ00,36040,19.87,1581,44,8.72
1823,0,3,10,2,2007JJ00,35030,18.02,1498,43,7.71
1824,0,3,10,2,2008JJ00,30170,14.94,1036,34,5.13
1825,0,3,10,2,2009JJ00,25500,12.59,794,31,3.92
