ID,Slachtdieren,Perioden,AantalSlachtingen_1,GeslachtGewicht_2
648,A048695,2004MM01,57.8,17531.0
649,A048695,2004MM02,49.5,15378.0
650,A048695,2004MM03,50.9,16132.0
651,A048695,2004MM04,44.4,14053.0
652,A048695,2004MM05,36.2,11502.0
653,A048695,2004MM06,44.8,13940.0
654,A048695,2004MM07,40.4,12368.0
655,A048695,2004MM08,48.4,14513.0
656,A048695,2004MM09,55.6,16632.0
657,A048695,2004MM10,55.8,16844.0
658,A048695,2004MM11,59.9,18005.0
659,A048695,2004MM12,55.8,17005.0
660,A048695,2004JJ00,599.5,183903.0
661,A048695,2005MM01,60.8,18361.0
662,A048695,2005MM02,45.4,14309.0
663,A048695,2005MM03,49.5,15828.0
664,A048695,2005MM04,45.3,14486.0
665,A048695,2005MM05,39.3,12623.0
666,A048695,2005MM06,42.4,13481.0
667,A048695,2005MM07,36.8,11360.0
668,A048695,2005MM08,46.9,14472.0
669,A048695,2005MM09,56.9,17261.0
670,A048695,2005MM10,53.6,16289.0
671,A048695,2005MM11,59.8,18329.0
672,A048695,2005MM12,58.0,17915.0
673,A048695,2005JJ00,594.7,184714.0
674,A048695,2006MM01,53.3,16603.0
675,A048695,2006MM02,46.3,14562.0
676,A048695,2006MM03,55.0,17308.0
677,A048695,2006MM04,39.9,12527.0
678,A048695,2006MM05,42.5,13314.0
679,A048695,2006MM06,42.6,13084.0
680,A048695,2006MM07,34.0,10277.0
681,A048695,2006MM08,43.5,12833.0
682,A048695,2006MM09,51.4,15658.0
683,A048695,2006MM10,58.1,17588.0
684,A048695,2006MM11,63.5,19299.0
685,A048695,2006MM12,50.9,15565.0
686,A048695,2006JJ00,581.0,178618.0
687,A048695,2007MM01,52.3,16156.0
688,A048695,2007MM02,41.8,12854.0
689,A048695,2007MM03,54.9,17193.0
690,A048695,2007MM04,43.6,13747.0
691,A048695,2007MM05,42.4,13512.0
692,A048695,2007MM06,41.2,12936.0
693,A048695,2007MM07,32.8,10066.0
694,A048695,2007MM08,44.1,13699.0
695,A048695,2007MM09,45.1,13775.0
696,A048695,2007MM10,60.8,18543.0
697,A048695,2007MM11,56.4,17112.0
698,A048695,2007MM12,44.6,13841.0
699,A048695,2007JJ00,560.0,173434.0
700,A048695,2008MM01,47.4,14538.0
701,A048695,2008MM02,43.6,13335.0
702,A048695,2008MM03,38.6,12099.0
703,A048695,2008MM04,35.9,11251.0
704,A048695,2008MM05,33.2,10474.0
705,A048695,2008MM06,34.4,10707.0
706,A048695,2008MM07,33.5,10385.0
707,A048695,2008MM08,38.3,11759.0
708,A048695,2008MM09,48.4,14910.0
709,A048695,2008MM10,50.7,15415.0
710,A048695,2008MM11,49.4,15088.0
711,A048695,2008MM12,51.7,15743.0
712,A048695,2008JJ00,505.1,155704.0
713,A048695,2009MM01,52.5,16030.0
714,A048695,2009MM02,45.0,13780.0
715,A048695,2009MM03,46.1,14504.0
716,A048695,2009MM04,35.2,11064.0
717,A048695,2009MM05,43.8,13705.0
718,A048695,2009MM06,43.7,13478.0
719,A048695,2009MM07,44.4,13372.0
720,A048695,2009MM08,47.0,14223.0
721,A048695,2009MM09,56.3,16923.0
722,A048695,2009MM10,55.3,16681.0
723,A048695,2009MM11,58.1,17574.0
724,A048695,2009MM12,56.6,17288.0
725,A048695,2009JJ00,584.0,178622.0
726,A048695,2010MM01,39.4,12335.0
727,A048695,2010MM02,37.4,11776.0
728,A048695,2010MM03,47.0,15022.0
729,A048695,2010MM04,38.5,12224.0
730,A048695,2010MM05,36.6,11697.0
731,A048695,2010MM06,39.9,12640.0
732,A048695,2010MM07,37.0,11290.0
733,A048695,2010MM08,43.4,13175.0
734,A048695,2010MM09,51.8,15660.0
735,A048695,2010MM10,56.0,16916.0
736,A048695,2010MM11,59.1,17857.0
737,A048695,2010MM12,52.2,15825.0
738,A048695,2010JJ00,538.3,166417.0
739,A048695,2011MM01,51.4,15720.0
740,A048695,2011MM02,44.5,13753.0
741,A048695,2011MM03,46.6,14678.0
742,A048695,2011MM04,38.2,12067.0
743,A048695,2011MM05,41.0,12947.0
744,A048695,2011MM06,38.1,11778.0
745,A048695,2011MM07,37.5,11316.0
746,A048695,2011MM08,43.0,13068.0
747,A048695,2011MM09,49.8,15074.0
748,A048695,2011MM10,44.7,13535.0
749,A048695,2011MM11,50.5,15444.0
750,A048695,2011MM12,43.8,13459.0
751,A048695,2011JJ00,529.1,162841.0
752,A048695,2012MM01,46.8,14389.0
753,A048695,2012MM02,39.0,12183.0
754,A048695,2012MM03,45.5,14330.0
755,A048695,2012MM04,37.9,11985.0
756,A048695,2012MM05,38.1,12126.0
757,A048695,2012MM06,40.6,12644.0
758,A048695,2012MM07,35.2,10888.0
759,A048695,2012MM08,43.0,13218.0
760,A048695,2012MM09,45.0,13794.0
761,A048695,2012MM10,52.4,16051.0
762,A048695,2012MM11,49.3,15235.0
763,A048695,2012MM12,38.5,12106.0
764,A048695,2012JJ00,511.3,158948.0
765,A048695,2013MM01,42.2,13275.0
766,A048695,2013MM02,34.3,10822.0
767,A048695,2013MM03,40.2,12838.0
768,A048695,2013MM04,37.5,12003.0
769,A048695,2013MM05,42.4,13679.0
770,A048695,2013MM06,33.1,10567.0
771,A048695,2013MM07,36.2,11362.0
772,A048695,2013MM08,42.3,12907.0
773,A048695,2013MM09,47.0,14306.0
774,A048695,2013MM10,52.3,15791.0
775,A048695,2013MM11,52.8,15969.0
776,A048695,2013MM12,42.7,13160.0
777,A048695,2013JJ00,503.1,156678.0
778,A048695,2014MM01,53.6,16338.0
779,A048695,2014MM02,41.3,12297.0
780,A048695,2014MM03,38.7,11968.0
781,A048695,2014MM04,37.7,11782.0
782,A048695,2014MM05,37.9,11781.0
783,A048695,2014MM06,36.5,11269.0
784,A048695,2014MM07,36.7,11008.0
785,A048695,2014MM08,42.4,12546.0
786,A048695,2014MM09,44.1,13299.0
787,A048695,2014MM10,54.4,16282.0
788,A048695,2014MM11,49.7,14871.0
789,A048695,2014MM12,52.1,15531.0
790,A048695,2014JJ00,525.3,158974.0
791,A048695,2015MM01,51.0,15360.0
792,A048695,2015MM02,39.8,12223.0
793,A048695,2015MM03,38.9,12444.0
794,A048695,2015MM04,34.2,11057.0
795,A048695,2015MM05,31.7,10390.0
796,A048695,2015MM06,38.8,12686.0
797,A048695,2015MM07,37.4,11759.0
798,A048695,2015MM08,38.4,11860.0
799,A048695,2015MM09,49.0,15092.0
800,A048695,2015MM10,46.6,14582.0
801,A048695,2015MM11,48.4,15103.0
802,A048695,2015MM12,47.2,14945.0
803,A048695,2015JJ00,501.4,157501.0
804,A048695,2016MM01,44.2,13703.0
805,A048695,2016MM02,42.7,13491.0
806,A048695,2016MM03,43.7,13950.0
807,A048695,2016MM04,49.2,15613.0
808,A048695,2016MM05,40.4,12817.0
809,A048695,2016MM06,45.3,14363.0
810,A048695,2016MM07,40.4,12400.0
811,A048695,2016MM08,44.9,13589.0
812,A048695,2016MM09,55.9,16837.0
813,A048695,2016MM10,48.1,14710.0
814,A048695,2016MM11,56.9,17519.0
815,A048695,2016MM12,59.2,18735.0
816,A048695,2016JJ00,570.9,177727.0
817,A048695,2017MM01,59.1,18693.0
818,A048695,2017MM02,57.1,17674.0
819,A048695,2017MM03,73.4,22286.0
820,A048695,2017MM04,53.8,16182.0
821,A048695,2017MM05,52.8,16571.0
822,A048695,2017MM06,51.3,16096.0
823,A048695,2017MM07,41.8,13161.0
824,A048695,2017MM08,48.9,15058.0
825,A048695,2017MM09,45.8,14369.0
826,A048695,2017MM10,51.6,16081.0
827,A048695,2017MM11,61.6,19354.0
828,A048695,2017MM12,56.4,17639.0
829,A048695,2017JJ00,653.6,203164.0
830,A048695,2018MM01,58.2,18053.0
831,A048695,2018MM02,48.2,15201.0
832,A048695,2018MM03,58.1,18693.0
833,A048695,2018MM04,43.4,14064.0
834,A048695,2018MM05,46.5,15244.0
835,A048695,2018MM06,51.0,16958.0
836,A048695,2018MM07,48.8,16052.0
837,A048695,2018MM08,55.6,17629.0
838,A048695,2018MM09,53.4,17008.0
839,A048695,2018MM10,56.0,18065.0
840,A048695,2018MM11,50.6,16772.0
841,A048695,2018MM12,38.0,12996.0
842,A048695,2018JJ00,607.8,196735.0
843,A048695,2019MM01,42.9,14539.0
844,A048695,2019MM02,37.2,12593.0
845,A048695,2019MM03,37.3,12737.0
846,A048695,2019MM04,36.8,12644.0
847,A048695,2019MM05,36.0,12418.0
848,A048695,2019MM06,34.6,11835.0
849,A048695,2019MM07,35.6,11777.0
850,A048695,2019MM08,39.1,12882.0
851,A048695,2019MM09,40.7,13595.0
852,A048695,2019MM10,46.8,15588.0
853,A048695,2019MM11,47.1,15893.0
854,A048695,2019MM12,40.9,14101.0
855,A048695,2019JJ00,475.1,160602.0
856,A048695,2020MM01,51.3,17634.0
857,A048695,2020MM02,41.3,14054.0
858,A048695,2020MM03,44.8,15531.0
859,A048695,2020MM04,36.7,12787.0
860,A048695,2020MM05,37.6,13015.0
861,A048695,2020MM06,40.2,13961.0
862,A048695,2020MM07,44.3,14894.0
863,A048695,2020MM08,40.4,13543.0
864,A048695,2020MM09,49.1,16221.0
865,A048695,2020MM10,52.0,17347.0
866,A048695,2020MM11,44.8,15061.0
867,A048695,2020MM12,47.3,16041.0
868,A048695,2020JJ00,529.8,180089.0
869,A048695,2021MM01,46.2,15149.0
870,A048695,2021MM02,40.1,13242.0
871,A048695,2021MM03,48.6,16166.0
872,A048695,2021MM04,42.7,14224.0
873,A048695,2021MM05,38.6,12819.0
874,A048695,2021MM06,49.2,16078.0
875,A048695,2021MM07,42.4,13511.0
876,A048695,2021MM08,42.6,13524.0
877,A048695,2021MM09,48.7,15442.0
878,A048695,2021MM10,49.0,15562.0
879,A048695,2021MM11,51.9,16572.0
880,A048695,2021MM12,44.6,14257.0
881,A048695,2021JJ00,544.7,176547.0
882,A048695,2022MM01,41.5,13292.0
883,A048695,2022MM02,39.2,12727.0
884,A048695,2022MM03,45.8,14695.0
885,A048695,2022MM04,41.9,13775.0
886,A048695,2022MM05,44.4,14504.0
887,A048695,2022MM06,38.5,12622.0
888,A048695,2022MM07,37.9,12213.0
889,A048695,2022MM08,45.7,14433.0
890,A048695,2022MM09,50.5,15974.0
891,A048695,2022MM10,47.5,15147.0
892,A048695,2022MM11,50.1,16064.0
893,A048695,2022MM12,43.6,14339.0
894,A048695,2022JJ00,526.6,169785.0
895,A048695,2023MM01,49.4,15896.0
896,A048695,2023MM02,44.2,14373.0
897,A048695,2023MM03,52.5,17298.0
898,A048695,2023MM04,39.8,13116.0
899,A048695,2023MM05,47.4,15846.0
900,A048695,2023MM06,50.3,16582.0
901,A048695,2023MM07,44.5,14388.0
902,A048695,2023MM08,47.9,15398.0
903,A048695,2023MM09,51.6,16548.0
904,A048695,2023MM10,53.2,16918.0
905,A048695,2023MM11,52.9,16933.0
906,A048695,2023MM12,51.0,16868.0
907,A048695,2023JJ00,585.1,190218.0
908,A048695,2024MM01,51.7,16883.0
909,A048695,2024MM02,48.6,15807.0
910,A048695,2024MM03,48.1,15948.0
911,A048695,2024MM04,48.1,16054.0
912,A048695,2024MM05,44.3,14700.0
913,A048695,2024MM06,41.8,13869.0
914,A048695,2024MM07,43.9,14216.0
915,A048695,2024MM08,47.0,14913.0
916,A048695,2024MM09,47.2,15036.0
917,A048695,2024MM10,56.0,17927.0
918,A048695,2024MM11,50.4,16361.0
919,A048695,2024MM12,48.9,16035.0
920,A048695,2024JJ00,575.9,187748.0
921,A048695,2025MM01,49.9,16229.0
922,A048695,2025MM02,45.4,14795.0
923,A048695,2025MM03,45.1,14791.0
924,A048695,2025MM04,44.5,14657.0
925,A048695,2025MM05,42.0,13849.0
926,A048695,2025MM06,41.8,13636.0
927,A048695,2025MM07,47.1,15285.0
928,A048695,2025MM08,41.9,13747.0
929,A048695,2025MM09,50.0,16536.0
930,A048695,2025MM10,56.2,18178.0
931,A048695,2025MM11,49.3,15999.0
932,A028975,1990MM01,65.8,19431.0
933,A028975,1990MM02,58.5,17290.0
934,A028975,1990MM03,63.9,18990.0
935,A028975,1990MM04,48.9,14240.0
936,A028975,1990MM05,54.2,15437.0
937,A028975,1990MM06,49.3,13894.0
938,A028975,1990MM07,41.6,11699.0
939,A028975,1990MM08,50.0,14458.0
940,A028975,1990MM09,53.0,15306.0
941,A028975,1990MM10,71.5,20650.0
942,A028975,1990MM11,73.0,21102.0
943,A028975,1990MM12,63.2,18468.0
944,A028975,1990JJ00,692.9,200965.0
945,A028975,1991MM01,79.5,23598.0
946,A028975,1991MM02,69.2,20567.0
947,A028975,1991MM03,67.3,19995.0
948,A028975,1991MM04,66.7,19536.0
949,A028975,1991MM05,70.6,21117.0
950,A028975,1991MM06,61.5,18315.0
951,A028975,1991MM07,60.4,18005.0
952,A028975,1991MM08,66.9,19877.0
953,A028975,1991MM09,74.1,22135.0
954,A028975,1991MM10,81.8,24306.0
955,A028975,1991MM11,79.9,23732.0
956,A028975,1991MM12,70.7,20995.0
957,A028975,1991JJ00,848.6,252178.0
958,A028975,1992MM01,80.3,24109.0
959,A028975,1992MM02,66.3,20275.0
960,A028975,1992MM03,72.2,22038.0
961,A028975,1992MM04,63.6,19330.0
962,A028975,1992MM05,65.0,19721.0
963,A028975,1992MM06,65.3,19838.0
964,A028975,1992MM07,60.5,18109.0
965,A028975,1992MM08,60.7,18220.0
966,A028975,1992MM09,75.2,22546.0
967,A028975,1992MM10,74.3,22375.0
968,A028975,1992MM11,68.0,20701.0
969,A028975,1992MM12,69.2,21200.0
970,A028975,1992JJ00,820.6,248462.0
971,A028975,1993MM01,73.7,22397.0
972,A028975,1993MM02,69.9,21224.0
973,A028975,1993MM03,79.0,24213.0
974,A028975,1993MM04,64.0,19468.0
975,A028975,1993MM05,59.3,17997.0
976,A028975,1993MM06,66.5,20092.0
977,A028975,1993MM07,56.5,16931.0
978,A028975,1993MM08,59.5,18042.0
979,A028975,1993MM09,64.2,19031.0
980,A028975,1993MM10,64.5,19111.0
981,A028975,1993MM11,73.1,21942.0
982,A028975,1993MM12,71.0,21533.0
983,A028975,1993JJ00,801.2,241981.0
984,A028975,1994MM01,74.5,22787.0
985,A028975,1994MM02,66.8,20450.0
986,A028975,1994MM03,76.7,23483.0
987,A028975,1994MM04,61.9,18753.0
988,A028975,1994MM05,59.3,18100.0
989,A028975,1994MM06,56.1,16951.0
990,A028975,1994MM07,43.9,13205.0
991,A028975,1994MM08,57.8,17283.0
992,A028975,1994MM09,64.8,19404.0
993,A028975,1994MM10,64.2,19121.0
994,A028975,1994MM11,70.3,20880.0
995,A028975,1994MM12,65.8,19771.0
996,A028975,1994JJ00,762.1,230188.0
997,A028975,1995MM01,70.2,21279.0
998,A028975,1995MM02,61.1,18574.0
999,A028975,1995MM03,67.8,20749.0
1000,A028975,1995MM04,55.6,17047.0
1001,A028975,1995MM05,62.1,19046.0
1002,A028975,1995MM06,56.5,17183.0
1003,A028975,1995MM07,44.3,13461.0
1004,A028975,1995MM08,55.5,16637.0
1005,A028975,1995MM09,60.0,18005.0
1006,A028975,1995MM10,71.0,21285.0
1007,A028975,1995MM11,74.2,22044.0
1008,A028975,1995MM12,64.9,19467.0
1009,A028975,1995JJ00,743.2,224777.0
1010,A028975,1996MM01,79.4,23959.0
1011,A028975,1996MM02,69.0,21074.0
1012,A028975,1996MM03,66.6,20407.0
1013,A028975,1996MM04,46.7,14419.0
1014,A028975,1996MM05,62.3,19144.0
1015,A028975,1996MM06,56.4,17205.0
1016,A028975,1996MM07,62.6,18535.0
1017,A028975,1996MM08,67.0,19436.0
1018,A028975,1996MM09,69.1,20504.0
1019,A028975,1996MM10,80.7,23748.0
1020,A028975,1996MM11,80.4,23271.0
1021,A028975,1996MM12,74.1,21760.0
1022,A028975,1996JJ00,814.3,243462.0
1023,A028975,1997MM01,85.1,25159.0
1024,A028975,1997MM02,71.0,21022.0
1025,A028975,1997MM03,70.4,21037.0
1026,A028975,1997MM04,66.5,19890.0
1027,A028975,1997MM05,63.2,18753.0
1028,A028975,1997MM06,60.4,18063.0
1029,A028975,1997MM07,54.2,16202.0
1030,A028975,1997MM08,54.1,16084.0
1031,A028975,1997MM09,63.3,18740.0
1032,A028975,1997MM10,72.3,21865.0
1033,A028975,1997MM11,67.3,20422.0
1034,A028975,1997MM12,67.2,20405.0
1035,A028975,1997JJ00,795.0,237642.0
1036,A028975,1998MM01,71.4,21762.0
1037,A028975,1998MM02,57.9,17774.0
1038,A028975,1998MM03,66.2,20527.0
1039,A028975,1998MM04,53.6,16552.0
1040,A028975,1998MM05,47.7,14790.0
1041,A028975,1998MM06,48.7,14916.0
1042,A028975,1998MM07,45.4,13698.0
1043,A028975,1998MM08,47.0,14303.0
1044,A028975,1998MM09,54.8,16522.0
1045,A028975,1998MM10,63.3,18947.0
1046,A028975,1998MM11,64.4,19136.0
1047,A028975,1998MM12,63.8,19416.0
1048,A028975,1998JJ00,684.2,208343.0
1049,A028975,1999MM01,62.6,18899.0
1050,A028975,1999MM02,52.1,15974.0
1051,A028975,1999MM03,62.1,18978.0
1052,A028975,1999MM04,51.0,15599.0
1053,A028975,1999MM05,45.2,13812.0
1054,A028975,1999MM06,50.9,15457.0
1055,A028975,1999MM07,44.7,13428.0
1056,A028975,1999MM08,49.1,14674.0
1057,A028975,1999MM09,57.2,17194.0
1058,A028975,1999MM10,58.4,17434.0
1059,A028975,1999MM11,66.4,19705.0
1060,A028975,1999MM12,64.9,19347.0
1061,A028975,1999JJ00,664.6,200501.0
1062,A028975,2000MM01,66.5,19962.0
1063,A028975,2000MM02,62.5,18975.0
1064,A028975,2000MM03,60.5,18625.0
1065,A028975,2000MM04,47.2,14734.0
1066,A028975,2000MM05,53.0,16372.0
1067,A028975,2000MM06,44.3,13471.0
1068,A028975,2000MM07,44.6,13587.0
1069,A028975,2000MM08,49.9,15249.0
1070,A028975,2000MM09,54.4,16575.0
1071,A028975,2000MM10,61.4,18563.0
1072,A028975,2000MM11,55.0,16517.0
1073,A028975,2000MM12,47.6,14542.0
1074,A028975,2000JJ00,646.9,197172.0
1075,A028975,2001MM01,41.6,13354.0
1076,A028975,2001MM02,35.7,11380.0
1077,A028975,2001MM03,21.5,7060.0
1078,A028975,2001MM04,5.0,1661.0
1079,A028975,2001MM05,24.2,8057.0
1080,A028975,2001MM06,38.9,12990.0
1081,A028975,2001MM07,36.4,11954.0
1082,A028975,2001MM08,43.8,13922.0
1083,A028975,2001MM09,52.8,16339.0
1084,A028975,2001MM10,59.9,18429.0
1085,A028975,2001MM11,64.8,19883.0
1086,A028975,2001MM12,46.6,14536.0
1087,A028975,2001JJ00,471.2,149565.0
1088,A028975,2002MM01,62.2,18603.0
1089,A028975,2002MM02,49.4,14891.0
1090,A028975,2002MM03,47.2,14558.0
1091,A028975,2002MM04,41.9,12980.0
1092,A028975,2002MM05,41.8,12882.0
1093,A028975,2002MM06,36.9,11221.0
1094,A028975,2002MM07,33.7,10163.0
1095,A028975,2002MM08,40.7,12278.0
1096,A028975,2002MM09,47.2,14086.0
1097,A028975,2002MM10,54.8,16368.0
1098,A028975,2002MM11,51.3,15328.0
1099,A028975,2002MM12,41.9,12763.0
1100,A028975,2002JJ00,549.0,166121.0
1101,A028975,2003MM01,48.2,14317.0
1102,A028975,2003MM02,38.6,11515.0
1103,A028975,2003MM03,37.6,11396.0
1104,A028975,2003MM04,35.9,10969.0
1105,A028975,2003MM05,34.2,10439.0
1106,A028975,2003MM06,29.5,8891.0
1107,A028975,2003MM07,31.5,9346.0
1108,A028975,2003MM08,37.7,11046.0
1109,A028975,2003MM09,43.5,12696.0
1110,A028975,2003MM10,56.0,16381.0
1111,A028975,2003MM11,51.8,15135.0
1112,A028975,2003MM12,49.8,14667.0
1113,A028975,2003JJ00,494.3,146798.0
1114,A028975,2004MM01,51.7,15317.0
1115,A028975,2004MM02,42.6,12855.0
1116,A028975,2004MM03,44.1,13568.0
1117,A028975,2004MM04,38.0,11617.0
1118,A028975,2004MM05,29.6,8955.0
1119,A028975,2004MM06,38.2,11484.0
1120,A028975,2004MM07,34.4,10151.0
1121,A028975,2004MM08,42.7,12489.0
1122,A028975,2004MM09,49.2,14247.0
1123,A028975,2004MM10,49.3,14550.0
1124,A028975,2004MM11,53.5,15738.0
1125,A028975,2004MM12,49.5,14595.0
1126,A028975,2004JJ00,522.8,155566.0
1127,A028975,2005MM01,54.6,16161.0
1128,A028975,2005MM02,38.9,11910.0
1129,A028975,2005MM03,42.3,13124.0
1130,A028975,2005MM04,38.3,11864.0
1131,A028975,2005MM05,31.7,9759.0
1132,A028975,2005MM06,35.4,10825.0
1133,A028975,2005MM07,31.3,9350.0
1134,A028975,2005MM08,39.8,11899.0
1135,A028975,2005MM09,49.5,14620.0
1136,A028975,2005MM10,46.4,13725.0
1137,A028975,2005MM11,52.4,15643.0
1138,A028975,2005MM12,50.3,15119.0
1139,A028975,2005JJ00,510.9,153999.0
1140,A028975,2006MM01,46.0,14005.0
1141,A028975,2006MM02,40.0,12267.0
1142,A028975,2006MM03,47.4,14567.0
1143,A028975,2006MM04,34.4,10519.0
1144,A028975,2006MM05,36.7,11180.0
1145,A028975,2006MM06,36.7,10962.0
1146,A028975,2006MM07,29.3,8619.0
1147,A028975,2006MM08,37.5,10770.0
1148,A028975,2006MM09,44.4,13090.0
1149,A028975,2006MM10,50.1,14786.0
1150,A028975,2006MM11,54.7,16217.0
1151,A028975,2006MM12,43.9,12985.0
1152,A028975,2006JJ00,501.1,149967.0
1153,A028975,2007MM01,43.9,13121.0
1154,A028975,2007MM02,35.1,10617.0
1155,A028975,2007MM03,46.1,14230.0
1156,A028975,2007MM04,36.6,11339.0
1157,A028975,2007MM05,35.6,11013.0
1158,A028975,2007MM06,34.6,10495.0
1159,A028975,2007MM07,27.5,8178.0
1160,A028975,2007MM08,37.0,11130.0
1161,A028975,2007MM09,37.9,11406.0
1162,A028975,2007MM10,51.0,15374.0
1163,A028975,2007MM11,47.3,14248.0
1164,A028975,2007MM12,37.5,11418.0
1165,A028975,2007JJ00,470.1,142569.0
1166,A028975,2008MM01,40.3,12291.0
1167,A028975,2008MM02,36.4,11108.0
1168,A028975,2008MM03,31.5,9803.0
1169,A028975,2008MM04,29.3,9142.0
1170,A028975,2008MM05,25.0,7734.0
1171,A028975,2008MM06,25.9,7970.0
1172,A028975,2008MM07,28.1,8420.0
1173,A028975,2008MM08,32.6,9651.0
1174,A028975,2008MM09,41.9,12523.0
1175,A028975,2008MM10,45.0,13406.0
1176,A028975,2008MM11,43.6,13007.0
1177,A028975,2008MM12,45.6,13621.0
1178,A028975,2008JJ00,425.2,128676.0
1179,A028975,2009MM01,46.6,13907.0
1180,A028975,2009MM02,39.4,11783.0
1181,A028975,2009MM03,39.5,12104.0
1182,A028975,2009MM04,29.6,9041.0
1183,A028975,2009MM05,36.8,11127.0
1184,A028975,2009MM06,37.1,11054.0
1185,A028975,2009MM07,38.8,11303.0
1186,A028975,2009MM08,41.0,12023.0
1187,A028975,2009MM09,49.8,14575.0
1188,A028975,2009MM10,49.4,14538.0
1189,A028975,2009MM11,51.5,15191.0
1190,A028975,2009MM12,49.8,14805.0
1191,A028975,2009JJ00,509.3,151451.0
1192,A028975,2010MM01,35.2,10753.0
1193,A028975,2010MM02,32.5,9975.0
1194,A028975,2010MM03,40.8,12673.0
1195,A028975,2010MM04,33.5,10307.0
1196,A028975,2010MM05,31.2,9596.0
1197,A028975,2010MM06,33.8,10326.0
1198,A028975,2010MM07,31.9,9427.0
1199,A028975,2010MM08,37.2,10953.0
1200,A028975,2010MM09,44.8,13228.0
1201,A028975,2010MM10,48.7,14529.0
1202,A028975,2010MM11,50.7,15187.0
1203,A028975,2010MM12,45.1,13592.0
1204,A028975,2010JJ00,465.4,140546.0
1205,A028975,2011MM01,45.2,13571.0
1206,A028975,2011MM02,40.2,12189.0
1207,A028975,2011MM03,41.3,12617.0
1208,A028975,2011MM04,33.5,10262.0
1209,A028975,2011MM05,35.6,10806.0
1210,A028975,2011MM06,33.4,9971.0
1211,A028975,2011MM07,33.1,9723.0
1212,A028975,2011MM08,38.0,11203.0
1213,A028975,2011MM09,44.5,13089.0
1214,A028975,2011MM10,39.9,11767.0
1215,A028975,2011MM11,45.0,13447.0
1216,A028975,2011MM12,39.2,11783.0
1217,A028975,2011JJ00,468.8,140428.0
1218,A028975,2012MM01,41.8,12521.0
1219,A028975,2012MM02,34.6,10525.0
1220,A028975,2012MM03,40.3,12334.0
1221,A028975,2012MM04,33.2,10186.0
1222,A028975,2012MM05,32.4,9891.0
1223,A028975,2012MM06,35.2,10594.0
1224,A028975,2012MM07,30.1,8912.0
1225,A028975,2012MM08,37.2,10971.0
1226,A028975,2012MM09,39.5,11687.0
1227,A028975,2012MM10,45.6,13536.0
1228,A028975,2012MM11,43.4,13033.0
1229,A028975,2012MM12,33.4,10132.0
1230,A028975,2012JJ00,446.6,134322.0
1231,A028975,2013MM01,37.0,11268.0
1232,A028975,2013MM02,29.8,9052.0
1233,A028975,2013MM03,34.9,10737.0
1234,A028975,2013MM04,32.2,9904.0
1235,A028975,2013MM05,35.5,10858.0
1236,A028975,2013MM06,27.5,8324.0
1237,A028975,2013MM07,30.6,9169.0
1238,A028975,2013MM08,36.8,10783.0
1239,A028975,2013MM09,41.6,12217.0
1240,A028975,2013MM10,45.6,13370.0
1241,A028975,2013MM11,46.9,13769.0
1242,A028975,2013MM12,37.4,11068.0
1243,A028975,2013JJ00,435.6,130519.0
1244,A028975,2014MM01,48.2,14259.0
1245,A028975,2014MM02,36.8,10722.0
1246,A028975,2014MM03,34.2,10248.0
1247,A028975,2014MM04,32.6,9830.0
1248,A028975,2014MM05,32.5,9714.0
1249,A028975,2014MM06,31.3,9240.0
1250,A028975,2014MM07,32.2,9303.0
1251,A028975,2014MM08,38.1,10941.0
1252,A028975,2014MM09,38.7,11176.0
1253,A028975,2014MM10,48.2,13997.0
1254,A028975,2014MM11,44.5,12944.0
1255,A028975,2014MM12,47.2,13699.0
1256,A028975,2014JJ00,464.5,136073.0
1257,A028975,2015MM01,46.0,13484.0
1258,A028975,2015MM02,34.9,10343.0
1259,A028975,2015MM03,33.0,10102.0
1260,A028975,2015MM04,28.5,8894.0
1261,A028975,2015MM05,25.8,7968.0
1262,A028975,2015MM06,31.8,9830.0
1263,A028975,2015MM07,32.1,9634.0
1264,A028975,2015MM08,33.4,9889.0
1265,A028975,2015MM09,41.9,12358.0
1266,A028975,2015MM10,40.1,12008.0
1267,A028975,2015MM11,41.8,12613.0
1268,A028975,2015MM12,40.2,12157.0
1269,A028975,2015JJ00,429.6,129281.0
1270,A028975,2016MM01,39.2,11748.0
1271,A028975,2016MM02,37.1,11259.0
1272,A028975,2016MM03,37.9,11622.0
1273,A028975,2016MM04,42.7,12966.0
1274,A028975,2016MM05,34.7,10467.0
1275,A028975,2016MM06,38.4,11554.0
1276,A028975,2016MM07,35.2,10268.0
1277,A028975,2016MM08,39.2,11313.0
1278,A028975,2016MM09,48.7,14024.0
1279,A028975,2016MM10,41.7,12201.0
1280,A028975,2016MM11,50.2,14903.0
1281,A028975,2016MM12,50.6,15147.0
1282,A028975,2016JJ00,495.6,147473.0
1283,A028975,2017MM01,50.5,15112.0
1284,A028975,2017MM02,50.1,14879.0
1285,A028975,2017MM03,65.5,19129.0
1286,A028975,2017MM04,48.4,14011.0
1287,A028975,2017MM05,44.6,13100.0
1288,A028975,2017MM06,43.3,12671.0
1289,A028975,2017MM07,35.0,10211.0
1290,A028975,2017MM08,42.0,12160.0
1291,A028975,2017MM09,38.4,11419.0
1292,A028975,2017MM10,44.9,13344.0
1293,A028975,2017MM11,53.3,16025.0
1294,A028975,2017MM12,49.8,14934.0
1295,A028975,2017JJ00,565.8,166995.0
