ID,Slachtdieren,Perioden,AantalSlachtingen_1,GeslachtGewicht_2
3543,A048701,2011MM09,15.8,2915.0
3544,A048701,2011MM10,15.2,2838.0
3545,A048701,2011MM11,14.8,2743.0
3546,A048701,2011MM12,15.0,2785.0
3547,A048701,2011JJ00,202.3,37769.0
3548,A048701,2012MM01,12.8,2388.0
3549,A048701,2012MM02,11.2,2096.0
3550,A048701,2012MM03,12.8,2383.0
3551,A048701,2012MM04,13.1,2486.0
3552,A048701,2012MM05,18.6,3672.0
3553,A048701,2012MM06,19.3,3795.0
3554,A048701,2012MM07,18.6,3613.0
3555,A048701,2012MM08,17.6,3417.0
3556,A048701,2012MM09,18.5,3569.0
3557,A048701,2012MM10,17.3,3375.0
3558,A048701,2012MM11,15.4,2967.0
3559,A048701,2012MM12,15.6,2987.0
3560,A048701,2012JJ00,190.8,36749.0
3561,A048701,2013MM01,15.7,3002.0
3562,A048701,2013MM02,13.9,2672.0
3563,A048701,2013MM03,14.0,2674.0
3564,A048701,2013MM04,16.2,3110.0
3565,A048701,2013MM05,19.1,3689.0
3566,A048701,2013MM06,24.4,4749.0
3567,A048701,2013MM07,20.7,4007.0
3568,A048701,2013MM08,18.9,3618.0
3569,A048701,2013MM09,20.5,3843.0
3570,A048701,2013MM10,21.6,4101.0
3571,A048701,2013MM11,13.6,2650.0
3572,A048701,2013MM12,16.4,3178.0
3573,A048701,2013JJ00,214.8,41296.0
3574,A048701,2014MM01,13.1,2501.0
3575,A048701,2014MM02,11.4,2182.0
3576,A048701,2014MM03,13.7,2625.0
3577,A048701,2014MM04,16.1,3052.0
3578,A048701,2014MM05,18.1,3446.0
3579,A048701,2014MM06,17.3,3329.0
3580,A048701,2014MM07,15.6,3018.0
3581,A048701,2014MM08,12.0,2255.0
3582,A048701,2014MM09,19.8,3770.0
3583,A048701,2014MM10,16.4,3162.0
3584,A048701,2014MM11,11.7,2286.0
3585,A048701,2014MM12,13.6,2596.0
3586,A048701,2014JJ00,178.9,34224.0
3587,A048701,2015MM01,12.8,2477.0
3588,A048701,2015MM02,12.6,2397.0
3589,A048701,2015MM03,15.7,3008.0
3590,A048701,2015MM04,15.5,3048.0
3591,A048701,2015MM05,14.4,2833.0
3592,A048701,2015MM06,18.1,3601.0
3593,A048701,2015MM07,19.7,3950.0
3594,A048701,2015MM08,15.2,3089.0
3595,A048701,2015MM09,17.3,3474.0
3596,A048701,2015MM10,14.3,2895.0
3597,A048701,2015MM11,12.0,2374.0
3598,A048701,2015MM12,11.2,2185.0
3599,A048701,2015JJ00,178.8,35331.0
3600,A048701,2016MM01,10.6,2026.0
3601,A048701,2016MM02,11.2,2139.0
3602,A048701,2016MM03,10.8,2071.0
3603,A048701,2016MM04,13.0,2507.0
3604,A048701,2016MM05,17.0,3335.0
3605,A048701,2016MM06,13.3,2612.0
3606,A048701,2016MM07,13.6,2643.0
3607,A048701,2016MM08,15.4,3064.0
3608,A048701,2016MM09,15.1,3039.0
3609,A048701,2016MM10,15.3,3093.0
3610,A048701,2016MM11,12.7,2538.0
3611,A048701,2016MM12,10.8,2120.0
3612,A048701,2016JJ00,158.7,31188.0
3613,A048701,2017MM01,9.0,1769.0
3614,A048701,2017MM02,11.8,2372.0
3615,A048701,2017MM03,12.3,2438.0
3616,A048701,2017MM04,10.7,2117.0
3617,A048701,2017MM05,13.8,2683.0
3618,A048701,2017MM06,10.8,2097.0
3619,A048701,2017MM07,11.5,2236.0
3620,A048701,2017MM08,11.2,2296.0
3621,A048701,2017MM09,12.4,2513.0
3622,A048701,2017MM10,12.6,2512.0
3623,A048701,2017MM11,14.2,2836.0
3624,A048701,2017MM12,12.2,2451.0
3625,A048701,2017JJ00,142.4,28320.0
3626,A048701,2018MM01,11.8,2397.0
3627,A048701,2018MM02,10.6,2127.0
3628,A048701,2018MM03,14.9,2865.0
3629,A048701,2018MM04,11.6,2298.0
3630,A048701,2018MM05,13.9,2764.0
3631,A048701,2018MM06,13.6,2674.0
3632,A048701,2018MM07,12.5,2546.0
3633,A048701,2018MM08,13.7,2751.0
3634,A048701,2018MM09,13.0,2695.0
3635,A048701,2018MM10,15.5,3253.0
3636,A048701,2018MM11,14.2,2953.0
3637,A048701,2018MM12,13.6,2835.0
3638,A048701,2018JJ00,158.9,32158.0
3639,A048701,2019MM01,13.0,2543.0
3640,A048701,2019MM02,12.1,2427.0
3641,A048701,2019MM03,12.5,2558.0
3642,A048701,2019MM04,15.3,3090.0
3643,A048701,2019MM05,14.4,2886.0
3644,A048701,2019MM06,12.5,2478.0
3645,A048701,2019MM07,13.2,2707.0
3646,A048701,2019MM08,12.2,2480.0
3647,A048701,2019MM09,13.5,2812.0
3648,A048701,2019MM10,14.3,2911.0
3649,A048701,2019MM11,13.3,2785.0
3650,A048701,2019MM12,14.4,2707.0
3651,A048701,2019JJ00,160.7,32384.0
3652,A048701,2020MM01,13.1,2709.0
3653,A048701,2020MM02,12.4,2542.0
3654,A048701,2020MM03,11.7,2402.0
3655,A048701,2020MM04,11.0,2216.0
3656,A048701,2020MM05,12.1,2397.0
3657,A048701,2020MM06,13.2,2460.0
3658,A048701,2020MM07,12.8,2548.0
3659,A048701,2020MM08,12.7,2596.0
3660,A048701,2020MM09,13.7,2836.0
3661,A048701,2020MM10,14.0,2911.0
3662,A048701,2020MM11,11.5,2495.0
3663,A048701,2020MM12,13.7,2857.0
3664,A048701,2020JJ00,152.0,30969.0
3665,A048701,2021MM01,10.2,2139.0
3666,A048701,2021MM02,10.6,2072.0
3667,A048701,2021MM03,14.1,2729.0
3668,A048701,2021MM04,12.2,2432.0
3669,A048701,2021MM05,12.4,2535.0
3670,A048701,2021MM06,13.1,2627.0
3671,A048701,2021MM07,12.0,2566.0
3672,A048701,2021MM08,12.0,2408.0
3673,A048701,2021MM09,13.6,2786.0
3674,A048701,2021MM10,12.3,2563.0
3675,A048701,2021MM11,13.8,2686.0
3676,A048701,2021MM12,14.7,2915.0
3677,A048701,2021JJ00,151.0,30458.0
3678,A048701,2022MM01,11.6,2370.0
3679,A048701,2022MM02,11.5,2318.0
3680,A048701,2022MM03,14.3,2902.0
3681,A048701,2022MM04,12.6,2538.0
3682,A048701,2022MM05,13.3,2717.0
3683,A048701,2022MM06,13.5,2833.0
3684,A048701,2022MM07,11.7,2498.0
3685,A048701,2022MM08,13.0,2741.0
3686,A048701,2022MM09,13.4,2770.0
3687,A048701,2022MM10,12.4,2608.0
3688,A048701,2022MM11,13.2,2754.0
3689,A048701,2022MM12,13.8,2853.0
3690,A048701,2022JJ00,154.3,31902.0
3691,A048701,2023MM01,12.2,2510.0
3692,A048701,2023MM02,12.0,2424.0
3693,A048701,2023MM03,14.0,2829.0
3694,A048701,2023MM04,11.2,2243.0
3695,A048701,2023MM05,13.6,2728.0
3696,A048701,2023MM06,12.0,2421.0
3697,A048701,2023MM07,11.5,2293.0
3698,A048701,2023MM08,13.0,2675.0
3699,A048701,2023MM09,12.5,2644.0
3700,A048701,2023MM10,13.2,2744.0
3701,A048701,2023MM11,13.5,2862.0
3702,A048701,2023MM12,13.1,2785.0
3703,A048701,2023JJ00,151.9,31158.0
3704,A048701,2024MM01,13.3,2862.0
3705,A048701,2024MM02,12.2,2483.0
3706,A048701,2024MM03,13.6,2752.0
3707,A048701,2024MM04,12.7,2550.0
3708,A048701,2024MM05,12.2,2509.0
3709,A048701,2024MM06,11.3,2432.0
3710,A048701,2024MM07,12.0,2596.0
3711,A048701,2024MM08,11.9,2494.0
3712,A048701,2024MM09,12.2,2564.0
3713,A048701,2024MM10,13.8,2870.0
3714,A048701,2024MM11,11.7,2466.0
3715,A048701,2024MM12,12.7,2631.0
3716,A048701,2024JJ00,149.5,31209.0
3717,A048701,2025MM01,10.7,2164.0
3718,A048701,2025MM02,10.2,2084.0
3719,A048701,2025MM03,11.1,2276.0
3720,A048701,2025MM04,11.9,2425.0
3721,A048701,2025MM05,11.1,2299.0
3722,A048701,2025MM06,10.5,2208.0
3723,A048701,2025MM07,10.9,2281.0
3724,A048701,2025MM08,10.2,2192.0
3725,A048701,2025MM09,12.0,2552.0
3726,A048701,2025MM10,12.2,2583.0
3727,A048701,2025MM11,10.8,2301.0
3728,A028991,1990MM01,1753.1,147319.0
3729,A028991,1990MM02,1555.2,130559.0
3730,A028991,1990MM03,1750.3,147105.0
3731,A028991,1990MM04,1467.2,120662.0
3732,A028991,1990MM05,1745.8,142201.0
3733,A028991,1990MM06,1582.2,128872.0
3734,A028991,1990MM07,1685.2,140478.0
3735,A028991,1990MM08,1672.4,139329.0
3736,A028991,1990MM09,1564.1,130363.0
3737,A028991,1990MM10,1870.2,157101.0
3738,A028991,1990MM11,1764.3,148429.0
3739,A028991,1990MM12,1531.5,129111.0
3740,A028991,1990JJ00,19941.5,1661529.0
3741,A028991,1991MM01,1828.0,155249.0
3742,A028991,1991MM02,1513.9,127095.0
3743,A028991,1991MM03,1618.1,137216.0
3744,A028991,1991MM04,1560.8,132045.0
3745,A028991,1991MM05,1740.8,148835.0
3746,A028991,1991MM06,1488.6,126444.0
3747,A028991,1991MM07,1683.7,140482.0
3748,A028991,1991MM08,1445.4,122020.0
3749,A028991,1991MM09,1422.9,120716.0
3750,A028991,1991MM10,1565.6,134392.0
3751,A028991,1991MM11,1455.3,124337.0
3752,A028991,1991MM12,1441.2,122299.0
3753,A028991,1991JJ00,18764.3,1591130.0
3754,A028991,1992MM01,1563.8,130578.0
3755,A028991,1992MM02,1479.1,124101.0
3756,A028991,1992MM03,1499.0,126667.0
3757,A028991,1992MM04,1457.6,123171.0
3758,A028991,1992MM05,1422.6,119709.0
3759,A028991,1992MM06,1519.5,126850.0
3760,A028991,1992MM07,1590.5,131993.0
3761,A028991,1992MM08,1436.1,119742.0
3762,A028991,1992MM09,1685.1,142322.0
3763,A028991,1992MM10,1686.0,144645.0
3764,A028991,1992MM11,1716.5,147225.0
3765,A028991,1992MM12,1733.1,146866.0
3766,A028991,1992JJ00,18788.9,1583869.0
3767,A028991,1993MM01,1650.4,140759.0
3768,A028991,1993MM02,1490.1,126506.0
3769,A028991,1993MM03,1959.6,168111.0
3770,A028991,1993MM04,1688.6,144747.0
3771,A028991,1993MM05,1482.0,127381.0
3772,A028991,1993MM06,1751.9,149980.0
3773,A028991,1993MM07,1695.6,145620.0
3774,A028991,1993MM08,1717.4,149072.0
3775,A028991,1993MM09,1735.0,151237.0
3776,A028991,1993MM10,1683.6,146036.0
3777,A028991,1993MM11,1744.3,149330.0
3778,A028991,1993MM12,1746.5,147999.0
3779,A028991,1993JJ00,20345.0,1746778.0
3780,A028991,1994MM01,1621.9,139693.0
3781,A028991,1994MM02,1513.8,130508.0
3782,A028991,1994MM03,1775.3,153726.0
3783,A028991,1994MM04,1544.9,133728.0
3784,A028991,1994MM05,1588.0,136885.0
3785,A028991,1994MM06,1618.3,138917.0
3786,A028991,1994MM07,1428.3,121330.0
3787,A028991,1994MM08,1616.1,137010.0
3788,A028991,1994MM09,1696.0,146225.0
3789,A028991,1994MM10,1666.3,145431.0
3790,A028991,1994MM11,1694.5,148117.0
3791,A028991,1994MM12,1632.1,141733.0
3792,A028991,1994JJ00,19395.5,1673303.0
3793,A028991,1995MM01,1595.8,139487.0
3794,A028991,1995MM02,1475.6,129037.0
3795,A028991,1995MM03,1742.1,152784.0
3796,A028991,1995MM04,1436.7,126600.0
3797,A028991,1995MM05,1604.1,140442.0
3798,A028991,1995MM06,1563.3,136167.0
3799,A028991,1995MM07,1411.5,121308.0
3800,A028991,1995MM08,1590.2,136217.0
3801,A028991,1995MM09,1546.4,132461.0
3802,A028991,1995MM10,1628.6,142420.0
3803,A028991,1995MM11,1601.3,140678.0
3804,A028991,1995MM12,1420.0,124473.0
3805,A028991,1995JJ00,18615.6,1622074.0
3806,A028991,1996MM01,1628.8,144262.0
3807,A028991,1996MM02,1509.8,133449.0
3808,A028991,1996MM03,1556.1,137324.0
3809,A028991,1996MM04,1503.2,132703.0
3810,A028991,1996MM05,1565.7,137574.0
3811,A028991,1996MM06,1364.7,118457.0
3812,A028991,1996MM07,1622.2,141128.0
3813,A028991,1996MM08,1497.1,130546.0
3814,A028991,1996MM09,1498.3,131249.0
3815,A028991,1996MM10,1687.4,148663.0
3816,A028991,1996MM11,1544.1,136495.0
3817,A028991,1996MM12,1503.1,132121.0
3818,A028991,1996JJ00,18480.5,1623971.0
3819,A028991,1997MM01,1678.3,149706.0
3820,A028991,1997MM02,1435.8,127208.0
3821,A028991,1997MM03,1285.6,113907.0
3822,A028991,1997MM04,1169.8,103295.0
3823,A028991,1997MM05,1159.5,103427.0
3824,A028991,1997MM06,1118.2,99293.0
3825,A028991,1997MM07,1214.7,107864.0
3826,A028991,1997MM08,1020.8,90541.0
3827,A028991,1997MM09,1195.8,107144.0
3828,A028991,1997MM10,1356.6,123184.0
3829,A028991,1997MM11,1281.6,119448.0
3830,A028991,1997MM12,1394.9,130561.0
3831,A028991,1997JJ00,15311.6,1375578.0
3832,A028991,1998MM01,1504.0,141371.0
3833,A028991,1998MM02,1407.8,128958.0
3834,A028991,1998MM03,1539.4,139165.0
3835,A028991,1998MM04,1540.4,138331.0
3836,A028991,1998MM05,1566.3,139555.0
3837,A028991,1998MM06,1521.3,133723.0
3838,A028991,1998MM07,1620.8,141176.0
3839,A028991,1998MM08,1522.6,132465.0
3840,A028991,1998MM09,1759.3,153935.0
3841,A028991,1998MM10,1793.2,157979.0
3842,A028991,1998MM11,1744.8,153890.0
3843,A028991,1998MM12,1757.5,154660.0
3844,A028991,1998JJ00,19277.4,1715208.0
3845,A028991,1999MM01,1578.6,139545.0
3846,A028991,1999MM02,1506.4,132413.0
3847,A028991,1999MM03,1781.0,156548.0
3848,A028991,1999MM04,1583.7,139047.0
3849,A028991,1999MM05,1506.0,131925.0
3850,A028991,1999MM06,1626.7,142014.0
3851,A028991,1999MM07,1623.8,140950.0
3852,A028991,1999MM08,1613.2,140030.0
3853,A028991,1999MM09,1681.7,146477.0
3854,A028991,1999MM10,1624.3,141964.0
3855,A028991,1999MM11,1712.5,149840.0
3856,A028991,1999MM12,1716.1,149990.0
3857,A028991,1999JJ00,19554.0,1710743.0
3858,A028991,2000MM01,1576.7,138275.0
3859,A028991,2000MM02,1579.3,138818.0
3860,A028991,2000MM03,1651.2,145142.0
3861,A028991,2000MM04,1402.9,123037.0
3862,A028991,2000MM05,1647.8,144019.0
3863,A028991,2000MM06,1458.8,126621.0
3864,A028991,2000MM07,1460.3,126751.0
3865,A028991,2000MM08,1618.3,140795.0
3866,A028991,2000MM09,1514.8,132094.0
3867,A028991,2000MM10,1601.9,140008.0
3868,A028991,2000MM11,1644.1,144026.0
3869,A028991,2000MM12,1407.7,123175.0
3870,A028991,2000JJ00,18563.8,1622761.0
3871,A028991,2001MM01,1620.4,143572.0
3872,A028991,2001MM02,1366.1,120898.0
3873,A028991,2001MM03,852.9,75823.0
3874,A028991,2001MM04,561.6,55987.0
3875,A028991,2001MM05,1419.9,145684.0
3876,A028991,2001MM06,1480.9,144385.0
3877,A028991,2001MM07,1430.5,130033.0
3878,A028991,2001MM08,1484.1,130897.0
3879,A028991,2001MM09,1287.0,113132.0
3880,A028991,2001MM10,1536.0,135940.0
3881,A028991,2001MM11,1412.7,125876.0
3882,A028991,2001MM12,1248.5,110243.0
3883,A028991,2001JJ00,15700.6,1432470.0
3884,A028991,2002MM01,1472.5,132082.0
3885,A028991,2002MM02,1227.9,109772.0
3886,A028991,2002MM03,1336.2,119459.0
3887,A028991,2002MM04,1272.0,113848.0
3888,A028991,2002MM05,1370.5,122932.0
3889,A028991,2002MM06,1166.4,103577.0
3890,A028991,2002MM07,1233.9,109693.0
3891,A028991,2002MM08,1240.3,110885.0
3892,A028991,2002MM09,1312.2,116784.0
3893,A028991,2002MM10,1362.5,121943.0
3894,A028991,2002MM11,1236.4,111276.0
3895,A028991,2002MM12,1170.4,104870.0
3896,A028991,2002JJ00,15401.2,1377121.0
3897,A028991,2003MM01,1318.2,120091.0
3898,A028991,2003MM02,1121.5,102056.0
3899,A028991,2003MM03,1165.1,106255.0
3900,A028991,2003MM04,1055.7,95858.0
3901,A028991,2003MM05,1170.8,106310.0
3902,A028991,2003MM06,1082.1,97064.0
3903,A028991,2003MM07,1168.8,103910.0
3904,A028991,2003MM08,1015.8,89902.0
3905,A028991,2003MM09,1183.0,105401.0
3906,A028991,2003MM10,1266.6,114119.0
3907,A028991,2003MM11,1148.0,104124.0
3908,A028991,2003MM12,1193.8,107797.0
3909,A028991,2003JJ00,13889.4,1252887.0
3910,A028991,2004MM01,1239.6,114047.0
3911,A028991,2004MM02,1113.9,101583.0
3912,A028991,2004MM03,1306.7,118652.0
3913,A028991,2004MM04,1149.2,103544.0
3914,A028991,2004MM05,1074.0,96442.0
3915,A028991,2004MM06,1245.0,111053.0
3916,A028991,2004MM07,1154.5,102053.0
3917,A028991,2004MM08,1106.0,97324.0
3918,A028991,2004MM09,1220.9,108298.0
3919,A028991,2004MM10,1182.9,105399.0
3920,A028991,2004MM11,1238.5,111098.0
3921,A028991,2004MM12,1309.8,117749.0
3922,A028991,2004JJ00,14341.0,1287242.0
3923,A028991,2005MM01,1209.5,109341.0
3924,A028991,2005MM02,1135.4,102980.0
3925,A028991,2005MM03,1263.2,114317.0
3926,A028991,2005MM04,1184.0,107150.0
3927,A028991,2005MM05,1187.9,107507.0
3928,A028991,2005MM06,1185.3,106444.0
3929,A028991,2005MM07,1073.6,95662.0
3930,A028991,2005MM08,1239.0,111261.0
3931,A028991,2005MM09,1220.5,109720.0
3932,A028991,2005MM10,1208.6,109258.0
3933,A028991,2005MM11,1271.7,115214.0
3934,A028991,2005MM12,1210.1,109513.0
3935,A028991,2005JJ00,14388.8,1298367.0
3936,A028991,2006MM01,1222.7,111390.0
3937,A028991,2006MM02,1058.0,96279.0
3938,A028991,2006MM03,1272.9,115707.0
3939,A028991,2006MM04,1108.4,100532.0
3940,A028991,2006MM05,1436.5,129574.0
3941,A028991,2006MM06,1170.9,105261.0
3942,A028991,2006MM07,1010.6,89543.0
3943,A028991,2006MM08,1097.5,97349.0
3944,A028991,2006MM09,1140.9,102107.0
3945,A028991,2006MM10,1232.8,111200.0
3946,A028991,2006MM11,1226.2,110969.0
3947,A028991,2006MM12,1049.6,94984.0
3948,A028991,2006JJ00,14027.0,1264895.0
3949,A028991,2007MM01,1242.2,114035.0
3950,A028991,2007MM02,1218.0,111568.0
3951,A028991,2007MM03,1214.5,111124.0
3952,A028991,2007MM04,1040.4,94986.0
3953,A028991,2007MM05,1152.3,104860.0
3954,A028991,2007MM06,1110.7,100403.0
3955,A028991,2007MM07,1130.2,101946.0
3956,A028991,2007MM08,1224.6,110823.0
3957,A028991,2007MM09,1139.6,103360.0
3958,A028991,2007MM10,1334.8,121063.0
3959,A028991,2007MM11,1295.9,117665.0
3960,A028991,2007MM12,1084.0,98102.0
3961,A028991,2007JJ00,14187.2,1289935.0
3962,A028991,2008MM01,1326.1,122134.0
3963,A028991,2008MM02,1244.5,113869.0
3964,A028991,2008MM03,1176.6,107655.0
3965,A028991,2008MM04,1271.2,115807.0
3966,A028991,2008MM05,1180.1,107150.0
3967,A028991,2008MM06,1227.9,110387.0
3968,A028991,2008MM07,1159.3,104102.0
3969,A028991,2008MM08,1092.8,98463.0
3970,A028991,2008MM09,1211.3,109505.0
3971,A028991,2008MM10,1287.8,116932.0
3972,A028991,2008MM11,1100.6,100374.0
3973,A028991,2008MM12,1152.1,104496.0
3974,A028991,2008JJ00,14430.3,1310874.0
3975,A028991,2009MM01,1161.5,107318.0
3976,A028991,2009MM02,1055.3,97406.0
3977,A028991,2009MM03,1166.4,108009.0
3978,A028991,2009MM04,1094.7,101256.0
3979,A028991,2009MM05,1063.6,98381.0
3980,A028991,2009MM06,1083.0,99749.0
3981,A028991,2009MM07,1210.3,110866.0
3982,A028991,2009MM08,1093.9,100421.0
3983,A028991,2009MM09,1190.1,109606.0
3984,A028991,2009MM10,1254.9,115956.0
3985,A028991,2009MM11,1238.7,114954.0
3986,A028991,2009MM12,1203.2,111058.0
3987,A028991,2009JJ00,13815.6,1274980.0
3988,A028991,2010MM01,1190.4,111541.0
3989,A028991,2010MM02,1079.0,100674.0
3990,A028991,2010MM03,1298.5,121021.0
3991,A028991,2010MM04,1152.2,107037.0
3992,A028991,2010MM05,1051.2,97442.0
3993,A028991,2010MM06,1143.0,105251.0
3994,A028991,2010MM07,1030.0,93448.0
3995,A028991,2010MM08,1174.6,107251.0
3996,A028991,2010MM09,1205.9,110642.0
3997,A028991,2010MM10,1156.6,106684.0
3998,A028991,2010MM11,1247.0,115385.0
3999,A028991,2010MM12,1215.2,111898.0
4000,A028991,2010JJ00,13943.6,1288274.0
4001,A028991,2011MM01,1244.8,115754.0
4002,A028991,2011MM02,1206.4,112248.0
4003,A028991,2011MM03,1309.9,121564.0
4004,A028991,2011MM04,1165.0,107781.0
4005,A028991,2011MM05,1192.1,109852.0
4006,A028991,2011MM06,1193.8,109527.0
4007,A028991,2011MM07,1070.3,98017.0
4008,A028991,2011MM08,1263.9,116506.0
4009,A028991,2011MM09,1257.3,115766.0
4010,A028991,2011MM10,1250.1,115010.0
4011,A028991,2011MM11,1266.5,117024.0
4012,A028991,2011MM12,1173.5,108116.0
4013,A028991,2011JJ00,14593.7,1347166.0
4014,A028991,2012MM01,1244.6,115839.0
4015,A028991,2012MM02,1211.7,113120.0
4016,A028991,2012MM03,1283.6,120111.0
4017,A028991,2012MM04,1066.9,99304.0
4018,A028991,2012MM05,1299.6,120807.0
4019,A028991,2012MM06,1128.7,105391.0
4020,A028991,2012MM07,1125.6,104604.0
4021,A028991,2012MM08,1202.9,112109.0
4022,A028991,2012MM09,1088.0,100728.0
4023,A028991,2012MM10,1284.6,118994.0
4024,A028991,2012MM11,1324.1,123013.0
4025,A028991,2012MM12,1057.4,97711.0
4026,A028991,2012JJ00,14317.7,1331731.0
4027,A028991,2013MM01,1290.9,121821.0
4028,A028991,2013MM02,1080.8,101677.0
4029,A028991,2013MM03,1176.0,110256.0
4030,A028991,2013MM04,1332.4,124570.0
4031,A028991,2013MM05,1201.4,112396.0
4032,A028991,2013MM06,1048.5,97504.0
4033,A028991,2013MM07,1059.7,97874.0
4034,A028991,2013MM08,1093.8,100834.0
4035,A028991,2013MM09,1154.9,106849.0
4036,A028991,2013MM10,1283.1,119580.0
4037,A028991,2013MM11,1175.0,109682.0
4038,A028991,2013MM12,1117.2,103910.0
4039,A028991,2013JJ00,14013.6,1306954.0
4040,A028991,2014MM01,1272.4,121315.0
4041,A028991,2014MM02,1169.6,110657.0
4042,A028991,2014MM03,1154.3,109077.0
4043,A028991,2014MM04,1124.3,106003.0
4044,A028991,2014MM05,1153.7,108366.0
4045,A028991,2014MM06,1203.4,112623.0
4046,A028991,2014MM07,1291.5,120135.0
4047,A028991,2014MM08,1199.6,111835.0
4048,A028991,2014MM09,1242.6,116358.0
4049,A028991,2014MM10,1323.3,124412.0
4050,A028991,2014MM11,1304.2,122517.0
4051,A028991,2014MM12,1157.1,107595.0
4052,A028991,2014JJ00,14595.9,1370893.0
4053,A028991,2015MM01,1230.6,117206.0
4054,A028991,2015MM02,1337.2,126677.0
4055,A028991,2015MM03,1307.2,123648.0
4056,A028991,2015MM04,1210.7,114255.0
4057,A028991,2015MM05,1339.2,126538.0
4058,A028991,2015MM06,1227.4,115128.0
4059,A028991,2015MM07,1207.0,111989.0
4060,A028991,2015MM08,1136.6,105683.0
4061,A028991,2015MM09,1385.1,129448.0
4062,A028991,2015MM10,1373.7,129434.0
4063,A028991,2015MM11,1478.6,139162.0
4064,A028991,2015MM12,1251.7,117047.0
4065,A028991,2015JJ00,15485.1,1456215.0
4066,A028991,2016MM01,1209.3,115259.0
4067,A028991,2016MM02,1200.9,114266.0
4068,A028991,2016MM03,1422.5,135068.0
4069,A028991,2016MM04,1248.0,118450.0
4070,A028991,2016MM05,1249.1,118141.0
4071,A028991,2016MM06,1474.5,138368.0
4072,A028991,2016MM07,1205.1,112764.0
4073,A028991,2016MM08,1304.5,122218.0
4074,A028991,2016MM09,1264.7,118706.0
4075,A028991,2016MM10,1176.1,110706.0
4076,A028991,2016MM11,1305.6,123984.0
4077,A028991,2016MM12,1313.4,124907.0
4078,A028991,2016JJ00,15373.9,1452838.0
4079,A028991,2017MM01,1349.2,128312.0
4080,A028991,2017MM02,1167.1,112065.0
4081,A028991,2017MM03,1365.0,131179.0
4082,A028991,2017MM04,1046.5,100910.0
4083,A028991,2017MM05,1388.3,133833.0
4084,A028991,2017MM06,1266.6,121083.0
4085,A028991,2017MM07,1154.9,109828.0
4086,A028991,2017MM08,1330.9,127237.0
4087,A028991,2017MM09,1260.7,121280.0
4088,A028991,2017MM10,1215.7,116832.0
4089,A028991,2017MM11,1385.4,133828.0
4090,A028991,2017MM12,1238.7,119289.0
4091,A028991,2017JJ00,15169.0,1455677.0
4092,A028991,2018MM01,1431.6,140444.0
4093,A028991,2018MM02,1218.6,119425.0
4094,A028991,2018MM03,1476.1,143920.0
4095,A028991,2018MM04,1141.7,111088.0
4096,A028991,2018MM05,1384.4,133732.0
4097,A028991,2018MM06,1229.7,116820.0
4098,A028991,2018MM07,1311.2,124692.0
4099,A028991,2018MM08,1299.0,123011.0
4100,A028991,2018MM09,1329.2,126740.0
4101,A028991,2018MM10,1525.5,147213.0
4102,A028991,2018MM11,1349.3,131017.0
4103,A028991,2018MM12,1210.7,117078.0
4104,A028991,2018JJ00,15907.0,1535180.0
4105,A028991,2019MM01,1384.0,137565.0
4106,A028991,2019MM02,1337.3,133194.0
4107,A028991,2019MM03,1294.2,127608.0
4108,A028991,2019MM04,1305.9,128789.0
4109,A028991,2019MM05,1676.9,164789.0
4110,A028991,2019MM06,1142.2,111251.0
4111,A028991,2019MM07,1343.1,129076.0
4112,A028991,2019MM08,1322.5,127684.0
4113,A028991,2019MM09,1390.5,135116.0
4114,A028991,2019MM10,1502.6,148071.0
4115,A028991,2019MM11,1470.0,145527.0
4116,A028991,2019MM12,1414.6,139622.0
4117,A028991,2019JJ00,16583.8,1628293.0
4118,A028991,2020MM01,1499.8,151778.0
4119,A028991,2020MM02,1304.8,130876.0
4120,A028991,2020MM03,1389.5,138673.0
4121,A028991,2020MM04,1311.8,130789.0
4122,A028991,2020MM05,1221.6,120694.0
4123,A028991,2020MM06,1198.4,118883.0
4124,A028991,2020MM07,1440.3,143026.0
4125,A028991,2020MM08,1313.3,130014.0
4126,A028991,2020MM09,1421.6,140881.0
4127,A028991,2020MM10,1509.8,150825.0
4128,A028991,2020MM11,1520.1,152010.0
4129,A028991,2020MM12,1535.0,153197.0
4130,A028991,2020JJ00,16666.1,1661645.0
4131,A028991,2021MM01,1438.4,147149.0
4132,A028991,2021MM02,1399.0,142277.0
4133,A028991,2021MM03,1613.2,162123.0
4134,A028991,2021MM04,1391.2,138981.0
4135,A028991,2021MM05,1326.6,133584.0
4136,A028991,2021MM06,1451.2,143958.0
4137,A028991,2021MM07,1364.3,132607.0
4138,A028991,2021MM08,1403.3,137661.0
4139,A028991,2021MM09,1455.1,143471.0
4140,A028991,2021MM10,1392.3,138119.0
4141,A028991,2021MM11,1509.2,150618.0
4142,A028991,2021MM12,1493.2,148871.0
4143,A028991,2021JJ00,17236.8,1719419.0
4144,A028991,2022MM01,1465.8,147312.0
4145,A028991,2022MM02,1372.3,139421.0
4146,A028991,2022MM03,1530.1,155000.0
4147,A028991,2022MM04,1283.3,129352.0
4148,A028991,2022MM05,1421.6,142443.0
4149,A028991,2022MM06,1426.2,140907.0
4150,A028991,2022MM07,1345.4,131913.0
4151,A028991,2022MM08,1463.4,143087.0
4152,A028991,2022MM09,1445.0,141029.0
4153,A028991,2022MM10,1439.7,142677.0
