ID,RegioS,Perioden,JongerenMetJeugdhulpInNatura_1,JongerenMetJeugdhMetVerblInNat_2,JongerenMetJeugdbescherming_3,JeugdbeschEnJeugdhMetVerblInNat_4,JongerenMetJeugdreclassering_5
7114,GM0851 ,2017HJ02,11.0,13.0,1.2,57.7,0.3
7115,GM0851 ,2017JJ00,12.4,12.4,1.4,49.2,0.3
7116,GM0851 ,2018HJ01,10.6,12.4,1.2,57.7,
7117,GM0851 ,2018HJ02,11.2,11.7,1.2,52.1,
7118,GM0851 ,2018JJ00,12.1,11.7,1.3,54.5,
7119,GM0851 ,2019HJ01,9.7,13.6,1.0,62.5,0.3
7120,GM0851 ,2019HJ02,10.0,6.0,1.0,,0.3
7121,GM0851 ,2019JJ00,11.9,11.1,1.0,59.5,0.3
7122,GM0851 ,2020HJ01,10.1,4.7,1.0,,0.4
7123,GM0851 ,2020HJ02,9.8,4.9,1.0,,
7124,GM0851 ,2020JJ00,11.9,5.0,1.1,21.7,0.4
7125,GM1708 ,2015KW01,6.5,18.2,1.3,44.8,0.5
7126,GM1708 ,2015HJ01,7.4,16.8,1.4,43.9,0.6
7127,GM1708 ,2015HJ02,7.7,17.1,1.3,42.6,0.6
7128,GM1708 ,2015JJ00,8.5,16.5,1.5,40.9,0.6
7129,GM1708 ,2016HJ01,7.3,20.6,1.3,51.7,0.4
7130,GM1708 ,2016HJ02,7.4,20.3,1.2,50.5,0.4
7131,GM1708 ,2016JJ00,8.3,19.4,1.4,46.9,0.5
7132,GM1708 ,2017HJ01,8.5,17.7,1.3,50.4,0.3
7133,GM1708 ,2017HJ02,9.4,17.2,1.3,50.4,0.4
7134,GM1708 ,2017JJ00,10.2,17.1,1.5,53.8,0.4
7135,GM1708 ,2018HJ01,9.1,18.6,1.4,53.7,0.3
7136,GM1708 ,2018HJ02,9.1,18.5,1.5,50.8,0.3
7137,GM1708 ,2018JJ00,10.5,17.7,1.6,50.4,0.4
7138,GM1708 ,2019HJ01,9.4,17.6,1.4,44.0,0.3
7139,GM1708 ,2019HJ02,9.7,16.7,1.4,37.8,0.3
7140,GM1708 ,2019JJ00,11.0,16.7,1.6,44.1,0.3
7141,GM1708 ,2020HJ01,9.1,14.8,1.3,39.8,0.3
7142,GM1708 ,2020HJ02,9.8,13.8,1.4,46.6,0.3
7143,GM1708 ,2020JJ00,10.9,15.0,1.5,48.0,0.3
7144,GM0971 ,2015KW01,8.3,10.9,1.0,39.0,0.5
7145,GM0971 ,2015HJ01,9.6,10.1,1.0,41.9,0.5
7146,GM0971 ,2015HJ02,10.4,7.8,0.9,46.2,0.4
7147,GM0971 ,2015JJ00,11.3,8.6,1.0,42.9,0.6
7148,GM0971 ,2016HJ01,9.5,10.3,1.0,52.6,0.4
7149,GM0971 ,2016HJ02,10.2,10.7,0.8,58.8,0.4
7150,GM0971 ,2016JJ00,11.5,10.5,1.0,61.0,0.4
7151,GM0971 ,2017HJ01,10.1,9.8,0.7,50.0,
7152,GM0971 ,2017HJ02,10.2,9.6,0.7,33.3,
7153,GM0971 ,2017JJ00,11.7,9.5,0.9,40.5,
7154,GM0971 ,2018HJ01,11.4,8.8,0.9,44.1,
7155,GM0971 ,2018HJ02,11.6,10.8,1.0,51.3,
7156,GM0971 ,2018JJ00,13.3,11.4,1.1,58.1,
7157,GM0971 ,2019HJ01,11.9,11.0,0.9,60.6,
7158,GM0971 ,2019HJ02,12.8,10.2,1.0,52.6,
7159,GM0971 ,2019JJ00,13.8,10.3,1.0,59.5,0.4
7160,GM0971 ,2020HJ01,13.0,12.1,1.1,64.1,
7161,GM0971 ,2020HJ02,13.2,11.0,1.1,52.6,
7162,GM0971 ,2020JJ00,15.0,10.5,1.1,48.8,
7163,GM1904 ,2015KW01,6.1,8.7,0.5,55.4,0.2
7164,GM1904 ,2015HJ01,7.3,8.0,0.6,57.1,0.2
7165,GM1904 ,2015HJ02,7.9,7.2,0.5,58.3,0.2
7166,GM1904 ,2015JJ00,9.1,6.8,0.6,54.3,0.2
7167,GM1904 ,2016HJ01,8.0,7.8,0.7,51.1,0.1
7168,GM1904 ,2016HJ02,8.3,7.6,0.7,50.0,0.3
7169,GM1904 ,2016JJ00,9.7,6.8,0.7,44.6,0.3
7170,GM1904 ,2017HJ01,7.8,8.0,0.7,38.5,0.2
7171,GM1904 ,2017HJ02,8.0,7.4,0.6,41.7,0.2
7172,GM1904 ,2017JJ00,9.6,6.5,0.7,35.7,0.2
7173,GM1904 ,2018HJ01,7.6,7.3,0.7,38.0,0.2
7174,GM1904 ,2018HJ02,8.2,7.7,0.7,40.8,0.2
7175,GM1904 ,2018JJ00,9.6,6.9,0.8,43.7,0.3
7176,GM1904 ,2019HJ01,8.5,8.4,0.8,45.5,0.2
7177,GM1904 ,2019HJ02,8.2,8.7,0.8,44.6,0.2
7178,GM1904 ,2019JJ00,10.3,7.7,0.8,45.5,0.3
7179,GM1904 ,2020HJ01,7.3,7.7,0.7,38.5,0.2
7180,GM1904 ,2020HJ02,7.7,8.3,0.8,38.1,0.2
7181,GM1904 ,2020JJ00,9.3,7.7,0.8,41.3,0.3
7182,GM0617 ,2015KW01,10.0,20.8,2.1,64.7,
7183,GM0617 ,2015HJ01,11.3,18.3,2.2,65.7,
7184,GM0617 ,2015HJ02,12.1,15.6,1.8,72.4,
7185,GM0617 ,2015JJ00,13.2,14.8,2.2,62.9,
7186,GM0617 ,2016HJ01,11.3,19.9,1.6,74.1,
7187,GM0617 ,2016HJ02,10.7,18.4,1.6,87.0,
7188,GM0617 ,2016JJ00,13.3,17.1,1.6,80.0,
7189,GM0617 ,2017HJ01,10.8,18.4,1.3,75.0,
7190,GM0617 ,2017HJ02,10.8,15.3,1.3,75.0,
7191,GM0617 ,2017JJ00,12.5,13.2,1.3,71.4,
7192,GM0617 ,2018HJ01,9.9,20.1,1.3,75.0,
7193,GM0617 ,2018HJ02,10.9,18.2,1.3,75.0,
7194,GM0617 ,2018JJ00,12.5,15.9,1.3,75.0,
7195,GM0617 ,2019HJ01,,,,,
7196,GM0617 ,2019HJ02,,,,,
7197,GM0617 ,2019JJ00,,,,,
7198,GM0617 ,2020HJ01,,,,,
7199,GM0617 ,2020HJ02,,,,,
7200,GM0617 ,2020JJ00,,,,,
7201,GM1900 ,2015KW01,6.3,13.0,0.9,47.7,0.2
7202,GM1900 ,2015HJ01,7.5,12.3,1.0,50.0,0.3
7203,GM1900 ,2015HJ02,7.6,12.1,1.0,52.5,0.2
7204,GM1900 ,2015JJ00,8.9,11.1,1.1,50.0,0.3
7205,GM1900 ,2016HJ01,7.0,13.5,1.0,52.0,0.3
7206,GM1900 ,2016HJ02,6.6,14.6,0.9,55.2,0.3
7207,GM1900 ,2016JJ00,8.0,12.7,1.1,49.7,0.3
7208,GM1900 ,2017HJ01,8.1,11.4,0.9,55.2,0.3
7209,GM1900 ,2017HJ02,8.3,11.1,0.9,53.1,0.2
7210,GM1900 ,2017JJ00,9.4,11.0,1.0,50.6,0.3
7211,GM1900 ,2018HJ01,7.9,12.1,1.0,48.4,0.2
7212,GM1900 ,2018HJ02,8.2,12.0,1.0,47.2,0.2
7213,GM1900 ,2018JJ00,9.4,12.1,1.1,49.0,0.3
7214,GM1900 ,2019HJ01,8.8,12.4,1.1,41.0,0.2
7215,GM1900 ,2019HJ02,8.8,12.3,1.1,41.3,0.2
7216,GM1900 ,2019JJ00,10.6,12.3,1.2,45.3,0.2
7217,GM1900 ,2020HJ01,8.8,12.2,1.3,40.9,0.2
7218,GM1900 ,2020HJ02,9.1,11.6,1.2,42.0,0.2
7219,GM1900 ,2020JJ00,10.7,11.9,1.4,45.1,0.2
7220,GM0715 ,2015KW01,7.6,20.8,1.0,71.4,0.4
7221,GM0715 ,2015HJ01,8.6,18.9,1.1,70.8,0.5
7222,GM0715 ,2015HJ02,9.5,16.1,1.2,63.6,0.5
7223,GM0715 ,2015JJ00,10.3,16.7,1.3,63.6,0.6
7224,GM0715 ,2016HJ01,9.8,15.2,1.2,64.0,0.5
7225,GM0715 ,2016HJ02,10.3,15.4,1.4,61.6,0.4
7226,GM0715 ,2016JJ00,12.0,13.7,1.5,60.4,0.6
7227,GM0715 ,2017HJ01,10.8,16.7,1.3,65.0,0.5
7228,GM0715 ,2017HJ02,11.4,15.4,1.3,56.5,0.4
7229,GM0715 ,2017JJ00,13.3,14.7,1.5,55.6,0.5
7230,GM0715 ,2018HJ01,12.1,13.5,1.4,56.3,0.5
7231,GM0715 ,2018HJ02,12.7,12.4,1.4,52.2,0.5
7232,GM0715 ,2018JJ00,14.5,12.3,1.5,50.7,0.6
7233,GM0715 ,2019HJ01,13.3,14.5,1.5,51.7,0.4
7234,GM0715 ,2019HJ02,12.7,14.3,1.5,47.1,0.4
7235,GM0715 ,2019JJ00,15.2,13.3,1.7,46.6,0.5
7236,GM0715 ,2020HJ01,13.3,13.7,1.7,48.4,0.6
7237,GM0715 ,2020HJ02,14.1,12.8,1.5,40.8,0.5
7238,GM0715 ,2020JJ00,16.4,12.3,1.8,44.9,0.6
7239,GM0093 ,2015KW01,5.5,,,,
7240,GM0093 ,2015HJ01,6.2,15.7,,,
7241,GM0093 ,2015HJ02,7.1,19.0,,,
7242,GM0093 ,2015JJ00,7.3,18.3,,,
7243,GM0093 ,2016HJ01,5.7,21.3,,,
7244,GM0093 ,2016HJ02,6.3,20.4,,,
7245,GM0093 ,2016JJ00,7.0,17.9,,,
7246,GM0093 ,2017HJ01,6.6,20.0,,,
7247,GM0093 ,2017HJ02,7.3,,,,
7248,GM0093 ,2017JJ00,7.9,16.1,,,
7249,GM0093 ,2018HJ01,6.5,19.6,,,
7250,GM0093 ,2018HJ02,8.5,,,,
7251,GM0093 ,2018JJ00,8.5,15.9,,,
7252,GM0093 ,2019HJ01,10.4,,,,
7253,GM0093 ,2019HJ02,9.7,,,,
7254,GM0093 ,2019JJ00,11.8,,,,
7255,GM0093 ,2020HJ01,9.2,,,,
7256,GM0093 ,2020HJ02,9.9,,,,
7257,GM0093 ,2020JJ00,11.3,,,,
7258,GM0448 ,2015KW01,6.3,15.3,0.5,61.5,
7259,GM0448 ,2015HJ01,7.3,14.8,0.5,61.5,
7260,GM0448 ,2015HJ02,7.8,14.9,0.6,62.5,
7261,GM0448 ,2015JJ00,9.2,13.4,0.6,62.5,
7262,GM0448 ,2016HJ01,7.3,16.4,1.0,62.5,
7263,GM0448 ,2016HJ02,8.1,14.8,1.0,62.5,
7264,GM0448 ,2016JJ00,8.7,16.1,1.2,51.7,
7265,GM0448 ,2017HJ01,7.9,15.5,1.0,55.6,
7266,GM0448 ,2017HJ02,8.1,19.9,1.4,58.8,
7267,GM0448 ,2017JJ00,9.3,19.6,1.4,58.8,
7268,GM0448 ,2018HJ01,7.4,14.1,1.1,55.6,
7269,GM0448 ,2018HJ02,8.7,12.3,1.5,42.9,
7270,GM0448 ,2018JJ00,9.5,13.3,1.5,44.1,
7271,GM0448 ,2019HJ01,8.8,12.4,1.3,32.3,
7272,GM0448 ,2019HJ02,9.2,9.6,1.3,34.5,
7273,GM0448 ,2019JJ00,10.1,10.9,1.3,31.3,
7274,GM0448 ,2020HJ01,9.0,12.6,1.1,55.6,
7275,GM0448 ,2020HJ02,9.5,14.4,1.1,55.6,
7276,GM0448 ,2020JJ00,11.0,12.3,1.4,51.7,
7277,GM1525 ,2015KW01,9.5,6.2,0.6,54.2,0.3
7278,GM1525 ,2015HJ01,10.7,6.0,0.6,56.9,0.3
7279,GM1525 ,2015HJ02,12.3,6.2,0.6,72.3,0.3
7280,GM1525 ,2015JJ00,13.7,6.3,0.8,61.3,0.3
7281,GM1525 ,2016HJ01,12.0,7.4,0.6,71.4,0.3
7282,GM1525 ,2016HJ02,12.1,6.8,0.6,71.4,0.3
7283,GM1525 ,2016JJ00,14.1,6.7,0.8,67.8,0.4
7284,GM1525 ,2017HJ01,12.1,6.4,0.5,47.6,0.3
7285,GM1525 ,2017HJ02,12.4,5.7,0.4,50.0,0.4
7286,GM1525 ,2017JJ00,14.3,5.9,0.5,48.8,0.4
7287,GM1525 ,2018HJ01,11.4,4.0,0.5,45.5,0.2
7288,GM1525 ,2018HJ02,12.7,4.1,0.4,48.4,0.2
7289,GM1525 ,2018JJ00,14.1,3.7,0.5,42.9,0.3
7290,GM1525 ,2019HJ01,12.9,4.6,0.7,37.7,0.3
7291,GM1525 ,2019HJ02,13.5,4.4,0.7,46.3,0.3
7292,GM1525 ,2019JJ00,15.4,4.7,0.8,47.6,0.4
7293,GM1525 ,2020HJ01,12.1,4.4,0.7,27.3,0.4
7294,GM1525 ,2020HJ02,12.1,4.9,0.7,39.2,0.4
7295,GM1525 ,2020JJ00,14.5,4.6,0.9,31.7,0.5
7296,GM0716 ,2015KW01,6.9,15.7,0.7,75.0,
7297,GM0716 ,2015HJ01,8.0,14.7,0.7,77.3,0.2
7298,GM0716 ,2015HJ02,8.9,12.3,0.7,70.0,
7299,GM0716 ,2015JJ00,9.8,12.3,0.8,69.6,0.2
7300,GM0716 ,2016HJ01,9.5,13.3,0.9,60.0,0.3
7301,GM0716 ,2016HJ02,10.7,15.1,1.0,59.3,
7302,GM0716 ,2016JJ00,11.8,14.3,1.1,62.5,0.3
7303,GM0716 ,2017HJ01,9.9,12.2,1.1,52.2,0.3
7304,GM0716 ,2017HJ02,10.8,12.0,1.4,50.0,0.4
7305,GM0716 ,2017JJ00,12.3,11.9,1.4,54.9,0.4
7306,GM0716 ,2018HJ01,11.2,12.4,1.5,52.3,0.3
7307,GM0716 ,2018HJ02,11.9,10.9,1.6,50.6,0.3
7308,GM0716 ,2018JJ00,13.0,11.3,1.6,54.3,0.4
7309,GM0716 ,2019HJ01,12.2,9.2,1.6,45.5,0.4
7310,GM0716 ,2019HJ02,12.5,7.6,1.5,42.2,0.4
7311,GM0716 ,2019JJ00,14.1,8.6,1.6,43.0,0.6
7312,GM0716 ,2020HJ01,10.2,9.5,1.2,48.6,0.4
7313,GM0716 ,2020HJ02,10.0,11.4,1.4,44.3,0.3
7314,GM0716 ,2020JJ00,12.0,9.6,1.4,48.8,0.4
7315,GM0281 ,2015KW01,7.2,10.6,1.0,41.1,0.5
7316,GM0281 ,2015HJ01,9.3,9.1,1.0,41.1,0.5
7317,GM0281 ,2015HJ02,11.5,7.6,1.1,40.2,0.5
7318,GM0281 ,2015JJ00,12.7,7.9,1.2,41.3,0.6
7319,GM0281 ,2016HJ01,12.9,9.1,1.2,41.3,0.6
7320,GM0281 ,2016HJ02,13.7,8.6,1.2,42.1,0.6
7321,GM0281 ,2016JJ00,16.0,8.1,1.4,43.7,0.8
7322,GM0281 ,2017HJ01,12.3,7.4,1.0,34.5,0.6
7323,GM0281 ,2017HJ02,13.0,7.1,1.1,35.7,0.7
7324,GM0281 ,2017JJ00,15.2,7.2,1.3,36.7,0.8
7325,GM0281 ,2018HJ01,13.9,5.5,1.1,36.8,0.6
7326,GM0281 ,2018HJ02,14.8,5.9,1.1,42.6,0.6
7327,GM0281 ,2018JJ00,17.3,5.8,1.2,37.7,0.7
7328,GM0281 ,2019HJ01,14.5,5.8,1.2,39.6,0.5
7329,GM0281 ,2019HJ02,15.3,5.5,1.4,34.8,0.4
7330,GM0281 ,2019JJ00,17.6,5.4,1.4,37.8,0.6
7331,GM0281 ,2020HJ01,16.8,6.6,1.6,31.3,0.4
7332,GM0281 ,2020HJ02,18.1,6.8,1.7,37.3,0.4
7333,GM0281 ,2020JJ00,20.1,6.7,1.8,37.7,0.5
7334,GM0855 ,2015KW01,6.5,20.9,1.4,54.8,0.6
7335,GM0855 ,2015HJ01,7.4,19.8,1.4,55.7,0.6
7336,GM0855 ,2015HJ02,7.8,18.8,1.4,56.3,0.5
7337,GM0855 ,2015JJ00,8.9,18.2,1.6,54.9,0.7
7338,GM0855 ,2016HJ01,8.4,16.6,1.4,55.9,0.5
7339,GM0855 ,2016HJ02,9.0,15.5,1.4,54.5,0.5
7340,GM0855 ,2016JJ00,10.6,14.3,1.5,54.3,0.6
7341,GM0855 ,2017HJ01,8.6,17.8,1.4,51.4,0.4
7342,GM0855 ,2017HJ02,9.5,17.9,1.4,54.7,0.4
7343,GM0855 ,2017JJ00,10.8,16.9,1.5,54.0,0.6
7344,GM0855 ,2018HJ01,10.6,12.4,1.3,51.7,0.4
7345,GM0855 ,2018HJ02,11.7,12.0,1.2,55.6,0.4
7346,GM0855 ,2018JJ00,13.2,11.6,1.4,53.8,0.5
7347,GM0855 ,2019HJ01,11.7,11.8,1.2,52.8,0.4
7348,GM0855 ,2019HJ02,11.8,11.7,1.2,51.6,0.4
7349,GM0855 ,2019JJ00,14.1,10.7,1.3,52.4,0.5
7350,GM0855 ,2020HJ01,11.5,11.3,1.3,48.3,0.4
7351,GM0855 ,2020HJ02,11.8,11.6,1.3,49.5,0.3
7352,GM0855 ,2020JJ00,14.0,10.6,1.4,50.3,0.4
7353,GM0183 ,2015KW01,3.7,9.1,0.3,50.0,
7354,GM0183 ,2015HJ01,4.5,8.9,0.3,52.9,
7355,GM0183 ,2015HJ02,5.0,10.1,0.4,57.9,
7356,GM0183 ,2015JJ00,5.5,9.1,0.4,57.9,
7357,GM0183 ,2016HJ01,4.9,12.6,0.5,62.5,
7358,GM0183 ,2016HJ02,5.2,13.8,0.7,41.7,
7359,GM0183 ,2016JJ00,6.1,11.7,0.8,39.5,
7360,GM0183 ,2017HJ01,5.6,16.6,0.9,54.3,
7361,GM0183 ,2017HJ02,5.8,16.2,0.9,45.5,
7362,GM0183 ,2017JJ00,6.9,15.1,0.9,54.3,
7363,GM0183 ,2018HJ01,5.2,14.2,1.2,37.7,
7364,GM0183 ,2018HJ02,5.6,13.5,1.3,32.8,
7365,GM0183 ,2018JJ00,6.5,13.1,1.3,32.3,
7366,GM0183 ,2019HJ01,6.2,8.7,1.1,30.0,
7367,GM0183 ,2019HJ02,6.4,12.2,1.1,30.0,
7368,GM0183 ,2019JJ00,7.3,11.9,1.2,36.4,
7369,GM0183 ,2020HJ01,6.1,14.8,1.3,37.7,
7370,GM0183 ,2020HJ02,7.2,14.2,1.3,35.1,
7371,GM0183 ,2020JJ00,8.3,13.7,1.4,33.3,
7372,GM1700 ,2015KW01,6.2,18.2,1.4,57.3,0.4
7373,GM1700 ,2015HJ01,7.0,17.3,1.5,54.2,0.4
7374,GM1700 ,2015HJ02,7.7,16.3,1.5,51.3,0.4
7375,GM1700 ,2015JJ00,8.3,16.4,1.5,55.2,0.4
7376,GM1700 ,2016HJ01,8.0,18.5,1.5,53.3,0.3
7377,GM1700 ,2016HJ02,8.5,18.8,1.4,60.9,0.3
7378,GM1700 ,2016JJ00,9.2,19.5,1.7,56.0,0.4
7379,GM1700 ,2017HJ01,8.7,20.8,1.5,75.0,0.2
7380,GM1700 ,2017HJ02,9.0,20.3,1.4,69.6,0.2
7381,GM1700 ,2017JJ00,10.1,19.3,1.6,69.2,0.2
7382,GM1700 ,2018HJ01,8.0,21.5,1.5,66.1,0.2
7383,GM1700 ,2018HJ02,8.5,21.1,1.5,71.4,0.2
7384,GM1700 ,2018JJ00,9.3,20.4,1.7,65.4,0.3
7385,GM1700 ,2019HJ01,8.3,24.4,1.9,64.6,
7386,GM1700 ,2019HJ02,9.1,23.1,2.1,62.9,
7387,GM1700 ,2019JJ00,10.1,22.1,2.2,62.9,0.2
7388,GM1700 ,2020HJ01,10.1,20.3,2.3,62.1,
7389,GM1700 ,2020HJ02,10.7,21.6,2.4,63.9,
7390,GM1700 ,2020JJ00,12.0,19.9,2.5,62.8,0.2
7391,GM1730 ,2015KW01,7.9,7.5,0.5,48.6,0.2
7392,GM1730 ,2015HJ01,8.8,6.8,0.5,47.2,0.3
7393,GM1730 ,2015HJ02,9.2,6.6,0.4,48.3,0.3
7394,GM1730 ,2015JJ00,9.9,7.2,0.6,50.0,0.3
7395,GM1730 ,2016HJ01,8.6,6.7,0.4,46.9,0.3
7396,GM1730 ,2016HJ02,9.0,7.9,0.5,60.6,0.3
7397,GM1730 ,2016JJ00,9.8,7.3,0.5,55.6,0.3
7398,GM1730 ,2017HJ01,8.9,8.8,0.5,41.7,0.2
7399,GM1730 ,2017HJ02,9.6,8.2,0.6,36.6,0.2
7400,GM1730 ,2017JJ00,10.5,8.1,0.6,43.5,0.2
7401,GM1730 ,2018HJ01,9.4,10.6,0.6,53.2,0.2
7402,GM1730 ,2018HJ02,9.8,10.9,0.6,53.2,0.2
7403,GM1730 ,2018JJ00,11.2,10.8,0.7,51.0,0.4
7404,GM1730 ,2019HJ01,9.6,10.4,0.6,53.2,0.2
7405,GM1730 ,2019HJ02,9.8,10.8,0.7,61.2,0.2
7406,GM1730 ,2019JJ00,11.3,10.6,0.8,61.4,0.4
7407,GM1730 ,2020HJ01,9.5,10.4,0.6,55.6,0.2
7408,GM1730 ,2020HJ02,9.4,9.1,0.8,55.6,0.2
7409,GM1730 ,2020JJ00,11.2,9.5,0.9,59.3,0.2
7410,GM0737 ,2015KW01,7.0,14.4,1.3,59.8,
7411,GM0737 ,2015HJ01,8.6,13.2,1.3,63.3,
7412,GM0737 ,2015HJ02,9.8,13.2,1.5,61.5,
7413,GM0737 ,2015JJ00,10.8,12.7,1.6,62.7,
7414,GM0737 ,2016HJ01,9.0,15.3,1.2,66.3,
7415,GM0737 ,2016HJ02,9.5,13.8,1.2,68.8,
7416,GM0737 ,2016JJ00,11.1,12.4,1.2,63.2,
7417,GM0737 ,2017HJ01,10.8,13.7,1.3,67.4,
7418,GM0737 ,2017HJ02,9.0,16.4,1.3,63.2,0.2
7419,GM0737 ,2017JJ00,11.9,13.7,1.4,64.5,0.2
7420,GM0737 ,2018HJ01,8.5,15.9,1.3,64.7,
7421,GM0737 ,2018HJ02,9.4,14.6,1.2,67.1,
7422,GM0737 ,2018JJ00,10.1,14.9,1.4,66.7,0.2
7423,GM0737 ,2019HJ01,9.4,17.2,1.3,70.6,
7424,GM0737 ,2019HJ02,9.2,18.3,1.5,63.7,
7425,GM0737 ,2019JJ00,10.9,16.9,1.6,68.0,
7426,GM0737 ,2020HJ01,8.9,16.6,1.6,61.9,
7427,GM0737 ,2020HJ02,8.4,17.6,1.6,63.1,
7428,GM0737 ,2020JJ00,10.2,15.3,1.6,61.9,
7429,GM0856 ,2015KW01,9.1,10.9,1.4,40.0,0.3
7430,GM0856 ,2015HJ01,10.9,10.0,1.5,40.9,0.3
7431,GM0856 ,2015HJ02,11.4,9.2,1.5,37.3,0.2
7432,GM0856 ,2015JJ00,14.8,7.8,1.8,36.7,0.4
7433,GM0856 ,2016HJ01,9.5,11.3,1.3,37.0,0.2
7434,GM0856 ,2016HJ02,10.3,8.7,1.2,35.4,0.3
7435,GM0856 ,2016JJ00,12.3,8.2,1.4,35.4,0.3
7436,GM0856 ,2017HJ01,10.1,12.0,1.3,47.6,0.2
7437,GM0856 ,2017HJ02,11.0,11.0,1.2,45.0,0.3
7438,GM0856 ,2017JJ00,12.5,10.6,1.4,46.6,0.3
7439,GM0856 ,2018HJ01,10.1,11.4,1.3,43.7,0.2
7440,GM0856 ,2018HJ02,10.9,11.1,1.2,51.0,
7441,GM0856 ,2018JJ00,12.9,10.3,1.4,48.7,0.2
7442,GM0856 ,2019HJ01,11.0,11.8,1.2,44.6,0.2
7443,GM0856 ,2019HJ02,10.8,11.5,1.2,35.7,0.2
7444,GM0856 ,2019JJ00,12.8,10.6,1.4,41.7,0.2
7445,GM0856 ,2020HJ01,9.9,10.8,1.2,37.6,0.2
7446,GM0856 ,2020HJ02,10.1,10.5,1.2,41.2,
7447,GM0856 ,2020JJ00,12.3,9.7,1.4,40.5,0.2
7448,GM0450 ,2015KW01,6.5,8.2,0.5,,
7449,GM0450 ,2015HJ01,7.3,6.9,0.5,,
7450,GM0450 ,2015HJ02,7.4,6.8,0.5,,
7451,GM0450 ,2015JJ00,8.4,6.3,0.5,,
7452,GM0450 ,2016HJ01,7.6,6.6,0.5,,
7453,GM0450 ,2016HJ02,7.8,4.3,0.3,,
7454,GM0450 ,2016JJ00,9.0,5.6,0.7,,
7455,GM0450 ,2017HJ01,6.1,8.3,0.3,,
7456,GM0450 ,2017HJ02,6.1,8.4,0.5,,
7457,GM0450 ,2017JJ00,6.8,9.9,0.5,,
7458,GM0450 ,2018HJ01,7.0,7.5,0.7,,
7459,GM0450 ,2018HJ02,7.8,6.6,0.7,,
7460,GM0450 ,2018JJ00,8.5,8.1,0.9,,
7461,GM0450 ,2019HJ01,8.5,4.2,0.7,,
7462,GM0450 ,2019HJ02,8.3,4.2,0.9,,
7463,GM0450 ,2019JJ00,9.7,3.6,0.9,,
7464,GM0450 ,2020HJ01,7.9,4.5,0.9,,
7465,GM0450 ,2020HJ02,7.9,4.5,0.9,,
7466,GM0450 ,2020JJ00,9.4,3.8,0.9,,
7467,GM0451 ,2015KW01,5.6,10.4,0.8,32.7,0.4
7468,GM0451 ,2015HJ01,6.5,8.7,0.8,32.7,0.4
7469,GM0451 ,2015HJ02,6.9,9.5,0.8,40.0,0.4
7470,GM0451 ,2015JJ00,7.8,9.0,0.9,36.8,0.4
7471,GM0451 ,2016HJ01,6.8,20.1,0.9,66.0,0.4
7472,GM0451 ,2016HJ02,7.2,22.4,0.8,68.6,0.3
7473,GM0451 ,2016JJ00,8.1,19.7,1.0,66.7,0.4
7474,GM0451 ,2017HJ01,7.2,12.4,0.9,47.2,
7475,GM0451 ,2017HJ02,7.8,12.5,0.9,54.5,
7476,GM0451 ,2017JJ00,9.2,11.5,1.1,47.6,
7477,GM0451 ,2018HJ01,7.5,10.8,0.6,54.1,
7478,GM0451 ,2018HJ02,8.6,9.5,0.6,58.8,
7479,GM0451 ,2018JJ00,9.6,9.4,0.7,61.0,
7480,GM0451 ,2019HJ01,8.4,7.9,0.5,62.5,0.3
7481,GM0451 ,2019HJ02,8.8,8.5,0.7,59.5,
7482,GM0451 ,2019JJ00,10.3,7.2,0.7,58.1,0.3
7483,GM0451 ,2020HJ01,8.5,7.8,0.7,52.6,
7484,GM0451 ,2020HJ02,9.0,7.4,0.7,39.5,0.3
7485,GM0451 ,2020JJ00,10.8,7.0,0.8,41.7,0.3
7486,GM0184 ,2015KW01,3.4,41.9,1.4,81.3,
7487,GM0184 ,2015HJ01,3.8,38.8,1.5,80.2,
7488,GM0184 ,2015HJ02,3.8,39.0,1.4,79.8,
7489,GM0184 ,2015JJ00,4.3,34.6,1.5,79.8,
7490,GM0184 ,2016HJ01,4.0,37.2,1.4,85.1,
7491,GM0184 ,2016HJ02,5.0,34.9,1.4,84.2,
7492,GM0184 ,2016JJ00,5.6,30.8,1.4,78.4,
7493,GM0184 ,2017HJ01,6.1,30.8,1.7,75.2,
7494,GM0184 ,2017HJ02,6.2,30.2,1.6,77.3,
7495,GM0184 ,2017JJ00,7.1,27.7,1.7,77.6,
7496,GM0184 ,2018HJ01,6.0,29.8,1.7,71.4,
7497,GM0184 ,2018HJ02,5.9,29.2,1.7,74.6,
7498,GM0184 ,2018JJ00,6.9,27.0,1.7,73.8,
7499,GM0184 ,2019HJ01,6.0,28.8,1.5,81.7,
7500,GM0184 ,2019HJ02,6.0,27.8,1.6,78.7,
7501,GM0184 ,2019JJ00,6.8,25.4,1.7,78.9,
7502,GM0184 ,2020HJ01,5.9,26.5,1.4,72.2,
7503,GM0184 ,2020HJ02,6.2,24.4,1.3,70.7,
7504,GM0184 ,2020JJ00,6.8,23.1,1.4,67.7,
7505,GM0344 ,2015KW01,5.1,12.5,1.0,39.8,0.4
7506,GM0344 ,2015HJ01,6.0,11.6,1.0,40.7,0.5
7507,GM0344 ,2015HJ02,6.2,11.7,0.9,41.5,0.4
7508,GM0344 ,2015JJ00,7.3,11.0,1.1,40.1,0.5
7509,GM0344 ,2016HJ01,10.3,7.4,0.9,46.0,0.5
