ID,HerkomstBestemming,Perioden,Arseen_1,Cadmium_2,Chroom_3,Koper_4,Kwik_5,Lood_6,Nikkel_7,Zink_8,ZwareMetaalequivalenten_9,Fosfor_10,Stikstof_11,Nutrientenequivalenten_12
81,06,2006JJ00,0.0,41.0,0.0,3302.0,0.0,583.0,4586.0,23802.0,2.1,705265.0,7949569.0,1500.0
82,06,2007JJ00,0.0,72.0,0.0,5872.0,0.0,906.0,7217.0,41492.0,3.7,1274014.0,15415345.0,2816.0
83,06,2008JJ00,0.0,55.0,0.0,4322.0,0.0,735.0,5821.0,31784.0,2.8,941912.0,10524736.0,1994.0
84,07,1995JJ00,0.0,10.0,0.0,305.0,0.0,187.0,25.0,2192.0,0.2,132390.0,1877177.0,320.0
85,07,1996JJ00,0.0,10.0,1.0,309.0,0.0,186.0,25.0,2274.0,0.2,96321.0,1080157.0,204.0
86,07,1997JJ00,0.0,10.0,2.0,311.0,0.0,184.0,25.0,2356.0,0.2,168574.0,1180788.0,287.0
87,07,1998JJ00,0.0,10.0,2.0,314.0,0.0,182.0,26.0,2521.0,0.2,431531.0,3572672.0,789.0
88,07,1999JJ00,0.0,10.0,3.0,316.0,0.0,180.0,26.0,2685.0,0.3,309419.0,2495080.0,559.0
89,07,2000JJ00,0.0,10.0,3.0,318.0,0.0,175.0,28.0,3014.0,0.3,167440.0,2339999.0,401.0
90,07,2001JJ00,0.0,10.0,3.0,312.0,0.0,169.0,27.0,3129.0,0.3,332346.0,2874765.0,620.0
91,07,2002JJ00,0.0,10.0,2.0,307.0,0.0,163.0,26.0,3244.0,0.3,334733.0,2809512.0,616.0
92,07,2003JJ00,0.0,10.0,1.0,301.0,0.0,157.0,24.0,3474.0,0.3,221194.0,3719887.0,593.0
93,07,2004JJ00,0.0,9.0,1.0,296.0,0.0,151.0,22.0,3705.0,0.3,406743.0,6047712.0,1012.0
94,07,2005JJ00,0.0,8.0,0.0,290.0,0.0,145.0,19.0,4166.0,0.3,168487.0,2737366.0,442.0
95,07,2006JJ00,0.0,6.0,0.0,289.0,0.0,138.0,17.0,4327.0,0.3,154664.0,2619382.0,417.0
96,07,2007JJ00,0.0,5.0,0.0,271.0,0.0,127.0,12.0,3647.0,0.2,138693.0,2532082.0,392.0
97,07,2008JJ00,0.0,4.0,0.0,265.0,0.0,122.0,11.0,3679.0,0.2,132427.0,2503100.0,383.0
98,08,1995JJ00,0.0,167.0,0.0,10217.0,0.0,1880.0,13609.0,81141.0,7.0,2606046.0,56118958.0,8218.0
99,08,1996JJ00,0.0,168.0,1.0,10735.0,0.0,1911.0,13935.0,82113.0,7.2,1208088.0,24215880.0,3630.0
100,08,1997JJ00,0.0,169.0,2.0,11081.0,0.0,1942.0,14262.0,83084.0,7.4,2049899.0,24197052.0,4470.0
101,08,1998JJ00,0.0,170.0,2.0,11427.0,0.0,2005.0,14915.0,85028.0,7.6,5076377.0,70831348.0,12160.0
102,08,1999JJ00,0.0,171.0,3.0,11773.0,0.0,2067.0,15568.0,86971.0,7.8,3103451.0,42547791.0,7358.0
103,08,2000JJ00,0.0,172.0,3.0,11946.0,0.0,2192.0,16874.0,90857.0,8.0,2871905.0,59326310.0,8805.0
104,08,2001JJ00,0.0,172.0,3.0,11118.0,0.0,2046.0,16325.0,87676.0,7.6,2895528.0,42971435.0,7193.0
105,08,2002JJ00,0.0,124.0,2.0,10291.0,0.0,1900.0,15777.0,84494.0,6.9,2870682.0,36007836.0,6471.0
106,08,2003JJ00,0.0,124.0,1.0,9464.0,0.0,1754.0,14680.0,78130.0,6.4,1445374.0,21032710.0,3549.0
107,08,2004JJ00,0.0,100.0,1.0,8637.0,0.0,1609.0,13583.0,71766.0,5.8,1732924.0,32916639.0,5025.0
108,08,2005JJ00,0.0,109.0,0.0,7809.0,0.0,1463.0,11389.0,59038.0,5.2,1948587.0,31038537.0,5052.0
109,08,2006JJ00,0.0,103.0,0.0,8313.0,0.0,1505.0,11378.0,59471.0,5.3,1775192.0,29710085.0,4746.0
110,08,2007JJ00,0.0,157.0,0.0,12777.0,0.0,2011.0,15550.0,89627.0,8.1,2765618.0,54405163.0,8206.0
111,08,2008JJ00,0.0,123.0,0.0,9707.0,0.0,1687.0,12912.0,70714.0,6.3,2107649.0,36347344.0,5742.0
112,09,1995JJ00,0.0,11.0,0.0,531.0,0.0,167.0,505.0,3452.0,0.4,147466.0,2468399.0,394.0
113,09,1996JJ00,0.0,11.0,1.0,565.0,0.0,168.0,522.0,3510.0,0.4,214805.0,3086059.0,523.0
114,09,1997JJ00,0.0,12.0,1.0,587.0,0.0,170.0,539.0,3568.0,0.4,372484.0,3252484.0,698.0
115,09,1998JJ00,0.0,12.0,1.0,609.0,0.0,173.0,573.0,3685.0,0.4,974760.0,10020637.0,1977.0
116,09,1999JJ00,0.0,12.0,2.0,632.0,0.0,176.0,607.0,3801.0,0.4,636645.0,6285056.0,1265.0
117,09,2000JJ00,0.0,12.0,2.0,643.0,0.0,182.0,675.0,4034.0,0.4,169703.0,2671600.0,437.0
118,09,2001JJ00,0.0,12.0,2.0,618.0,0.0,176.0,657.0,3929.0,0.4,610611.0,6364967.0,1247.0
119,09,2002JJ00,0.0,16.0,1.0,592.0,0.0,171.0,640.0,3825.0,0.4,652830.0,5929079.0,1246.0
120,09,2003JJ00,0.0,16.0,1.0,567.0,0.0,165.0,605.0,3616.0,0.4,152147.0,2335181.0,386.0
121,09,2004JJ00,0.0,18.0,0.0,542.0,0.0,160.0,569.0,3408.0,0.4,392503.0,5488790.0,941.0
122,09,2005JJ00,0.0,9.0,0.0,517.0,0.0,154.0,499.0,2990.0,0.3,128693.0,1623449.0,291.0
123,09,2006JJ00,0.0,8.0,0.0,538.0,0.0,151.0,497.0,3150.0,0.3,114140.0,1532807.0,267.0
124,09,2007JJ00,0.0,11.0,0.0,837.0,0.0,185.0,815.0,5036.0,0.5,171809.0,2499850.0,422.0
125,09,2008JJ00,0.0,9.0,0.0,641.0,0.0,162.0,626.0,3773.0,0.4,127652.0,1770158.0,305.0
126,10,1995JJ00,0.0,1.0,0.0,2930.0,0.0,4.0,0.0,2189.0,1.1,0.0,0.0,0.0
127,10,1996JJ00,0.0,1.0,0.0,2922.0,0.0,4.0,0.0,2181.0,1.1,0.0,0.0,0.0
128,10,1997JJ00,0.0,1.0,0.0,2917.0,0.0,4.0,0.0,2174.0,1.1,0.0,0.0,0.0
129,10,1998JJ00,0.0,1.0,0.0,2912.0,0.0,4.0,0.0,2160.0,1.0,0.0,0.0,0.0
130,10,1999JJ00,0.0,1.0,0.0,2907.0,0.0,4.0,0.0,2145.0,1.0,0.0,0.0,0.0
131,10,2000JJ00,0.0,1.0,0.0,2904.0,0.0,3.0,0.0,2116.0,1.0,0.0,0.0,0.0
132,10,2001JJ00,0.0,1.0,0.0,2944.0,0.0,3.0,0.0,2082.0,1.1,0.0,0.0,0.0
133,10,2002JJ00,0.0,1.0,0.0,2983.0,0.0,3.0,0.0,2047.0,1.1,0.0,0.0,0.0
134,10,2003JJ00,0.0,1.0,0.0,3023.0,0.0,3.0,0.0,1910.0,1.1,0.0,0.0,0.0
135,10,2004JJ00,0.0,1.0,0.0,3062.0,0.0,3.0,0.0,1841.0,1.1,0.0,0.0,0.0
136,10,2005JJ00,0.0,1.0,0.0,3102.0,0.0,3.0,0.0,1733.0,1.1,0.0,0.0,0.0
137,10,2006JJ00,0.0,1.0,0.0,3142.0,0.0,3.0,0.0,1714.0,1.1,0.0,0.0,0.0
138,10,2007JJ00,0.0,1.0,0.0,3144.0,0.0,2.0,0.0,1728.0,1.1,0.0,0.0,0.0
139,10,2008JJ00,0.0,1.0,0.0,2702.0,0.0,2.0,0.0,1486.0,1.0,0.0,0.0,0.0
140,11,1995JJ00,11.0,3.0,39.0,43.0,0.0,45.0,29.0,317.0,0.0,84093.0,5604.0,85.0
141,11,1996JJ00,1.0,0.0,83.0,40.0,0.0,35.0,21.0,314.0,0.0,58891.0,11329.0,60.0
142,11,1997JJ00,7.0,0.0,112.0,38.0,0.0,28.0,16.0,311.0,0.0,42089.0,15145.0,44.0
143,11,1998JJ00,12.0,0.0,142.0,37.0,0.0,22.0,11.0,306.0,0.0,25287.0,18962.0,27.0
144,11,1999JJ00,19.0,0.0,171.0,35.0,0.0,15.0,5.0,300.0,0.0,8484.0,22779.0,11.0
145,11,2000JJ00,5.0,0.0,185.0,34.0,0.0,11.0,3.0,288.0,0.0,80.0,24687.0,3.0
146,11,2001JJ00,4.0,0.0,192.0,66.0,0.0,40.0,10.0,331.0,0.0,422.0,19726.0,2.0
147,11,2002JJ00,13.0,0.0,199.0,97.0,0.0,69.0,16.0,374.0,0.1,651.0,16418.0,2.0
148,11,2003JJ00,13.0,0.0,226.0,129.0,0.0,98.0,44.0,547.0,0.1,879.0,13111.0,2.0
149,11,2004JJ00,21.0,13.0,239.0,161.0,1.0,126.0,58.0,633.0,0.2,993.0,11457.0,2.0
150,11,2005JJ00,9.0,11.0,241.0,192.0,0.0,155.0,121.0,560.0,0.2,1208.0,13973.0,3.0
151,11,2006JJ00,7.0,2.0,221.0,118.0,0.0,15.0,46.0,790.0,0.1,1152.0,6649.0,2.0
152,11,2007JJ00,3.0,5.0,159.0,64.0,0.0,7.0,22.0,293.0,0.1,0.0,0.0,0.0
153,11,2008JJ00,2.0,1.0,150.0,88.0,0.0,7.0,223.0,303.0,0.1,0.0,0.0,0.0
154,12,1995JJ00,0.0,0.0,0.0,23.0,0.0,8.0,1.0,63.0,0.0,9.0,2579.0,0.0
155,12,1996JJ00,0.0,0.0,0.0,22.0,0.0,8.0,0.0,61.0,0.0,8.0,6232.0,1.0
156,12,1997JJ00,0.0,0.0,0.0,21.0,0.0,7.0,0.0,59.0,0.0,7.0,8667.0,1.0
157,12,1998JJ00,0.0,0.0,0.0,20.0,0.0,7.0,0.0,54.0,0.0,5.0,11102.0,1.0
158,12,1999JJ00,0.0,0.0,0.0,19.0,0.0,7.0,0.0,49.0,0.0,3.0,13537.0,1.0
159,12,2000JJ00,0.0,0.0,0.0,18.0,0.0,6.0,0.0,40.0,0.0,0.0,14755.0,1.0
160,12,2001JJ00,0.0,0.0,0.0,18.0,0.0,6.0,0.0,46.0,0.0,0.0,9721.0,1.0
161,12,2002JJ00,0.0,0.0,0.0,17.0,0.0,6.0,0.0,53.0,0.0,0.0,6365.0,1.0
162,12,2003JJ00,1.0,0.0,0.0,17.0,0.0,5.0,0.0,78.0,0.0,0.0,3010.0,0.0
163,12,2004JJ00,1.0,0.0,1.0,17.0,0.0,5.0,1.0,91.0,0.0,0.0,1332.0,0.0
164,12,2005JJ00,1.0,0.0,0.0,16.0,0.0,5.0,1.0,40.0,0.0,0.0,564.0,0.0
165,12,2006JJ00,0.0,0.0,0.0,15.0,0.0,5.0,0.0,36.0,0.0,0.0,0.0,0.0
166,12,2007JJ00,0.0,0.0,0.0,15.0,0.0,4.0,0.0,29.0,0.0,0.0,0.0,0.0
167,12,2008JJ00,0.0,0.0,0.0,15.0,0.0,4.0,0.0,30.0,0.0,0.0,0.0,0.0
168,13,1995JJ00,11.0,3.0,39.0,20.0,0.0,37.0,28.0,254.0,0.0,84084.0,3025.0,84.0
169,13,1996JJ00,1.0,0.0,83.0,19.0,0.0,27.0,21.0,253.0,0.0,58883.0,5097.0,59.0
170,13,1997JJ00,7.0,0.0,112.0,18.0,0.0,21.0,16.0,253.0,0.0,42082.0,6478.0,43.0
171,13,1998JJ00,12.0,0.0,142.0,17.0,0.0,15.0,10.0,252.0,0.0,25281.0,7860.0,26.0
172,13,1999JJ00,19.0,0.0,171.0,16.0,0.0,8.0,5.0,251.0,0.0,8481.0,9242.0,9.0
173,13,2000JJ00,5.0,0.0,185.0,16.0,0.0,5.0,3.0,248.0,0.0,80.0,9932.0,1.0
174,13,2001JJ00,4.0,0.0,192.0,48.0,0.0,34.0,10.0,285.0,0.0,422.0,10004.0,1.0
175,13,2002JJ00,13.0,0.0,199.0,80.0,0.0,63.0,16.0,322.0,0.1,651.0,10053.0,2.0
176,13,2003JJ00,12.0,0.0,225.0,112.0,0.0,92.0,43.0,469.0,0.1,879.0,10101.0,2.0
177,13,2004JJ00,21.0,13.0,239.0,144.0,1.0,121.0,57.0,542.0,0.2,993.0,10125.0,2.0
178,13,2005JJ00,8.0,11.0,241.0,176.0,0.0,150.0,120.0,519.0,0.2,1208.0,13409.0,3.0
179,13,2006JJ00,7.0,2.0,221.0,102.0,0.0,10.0,46.0,754.0,0.1,1152.0,6649.0,2.0
180,13,2007JJ00,3.0,5.0,159.0,49.0,0.0,3.0,22.0,263.0,0.1,0.0,0.0,0.0
181,13,2008JJ00,2.0,1.0,150.0,73.0,0.0,2.0,223.0,273.0,0.1,0.0,0.0,0.0
182,14,1995JJ00,1837.0,820.0,38703.0,36736.0,299.0,12034.0,33341.0,85084.0,31.4,5247197.0,14565499.0,6704.0
183,14,1996JJ00,1767.0,573.0,33403.0,34095.0,242.0,9870.0,28707.0,79800.0,26.9,5006913.0,12868057.0,6294.0
184,14,1997JJ00,1807.0,591.0,30710.0,32505.0,213.0,8856.0,25618.0,76847.0,25.2,4905773.0,12385998.0,6144.0
185,14,1998JJ00,1772.0,434.0,28470.0,30875.0,168.0,7776.0,22529.0,71856.0,22.1,4937510.0,12067841.0,6144.0
186,14,1999JJ00,1805.0,351.0,25945.0,29220.0,117.0,6924.0,19440.0,66451.0,19.1,4693860.0,11755393.0,5869.0
187,14,2000JJ00,1800.0,327.0,24205.0,28406.0,32.0,6408.0,17895.0,56163.0,15.4,3126976.0,11397763.0,4267.0
188,14,2001JJ00,1490.0,301.0,23433.0,26798.0,30.0,5775.0,17789.0,57350.0,14.7,1906159.0,11558174.0,3062.0
189,14,2002JJ00,1271.0,303.0,21652.0,25204.0,31.0,5142.0,17867.0,58537.0,14.1,1705024.0,11725890.0,2878.0
190,14,2003JJ00,1260.0,253.0,22085.0,23721.0,34.0,4510.0,18072.0,63286.0,13.6,1730654.0,12022847.0,2933.0
191,14,2004JJ00,1255.0,238.0,23025.0,22506.0,40.0,3877.0,17476.0,65660.0,13.4,1678254.0,11274454.0,2806.0
192,14,2005JJ00,1059.0,184.0,23290.0,20684.0,45.0,3244.0,16258.0,45501.0,12.0,1805826.0,11808352.0,2987.0
193,14,2006JJ00,844.0,180.0,23971.0,17529.0,38.0,2953.0,16756.0,36056.0,10.4,1578220.0,10906329.0,2669.0
194,14,2007JJ00,1082.0,345.0,21492.0,15907.0,29.0,2502.0,15802.0,28186.0,10.0,1470814.0,10497904.0,2521.0
195,14,2008JJ00,1087.0,353.0,20972.0,14224.0,22.0,2640.0,14834.0,31917.0,9.4,1612330.0,9837116.0,2596.0
196,15,1995JJ00,225.0,86.0,3583.0,3848.0,11.0,944.0,2456.0,12200.0,2.7,1826272.0,5697912.0,2396.0
197,15,1996JJ00,161.0,72.0,3273.0,3524.0,10.0,252.0,2171.0,11796.0,2.4,1728852.0,5557664.0,2285.0
198,15,1997JJ00,116.0,58.0,3067.0,3308.0,9.0,220.0,1981.0,11391.0,2.2,1663905.0,5464166.0,2210.0
199,15,1998JJ00,92.0,44.0,2861.0,3092.0,7.0,122.0,1791.0,10583.0,2.0,1598958.0,5370667.0,2136.0
200,15,1999JJ00,81.0,29.0,2655.0,2876.0,5.0,252.0,1601.0,9774.0,1.7,1534011.0,5277169.0,2062.0
201,15,2000JJ00,82.0,15.0,2552.0,2768.0,1.0,226.0,1506.0,8157.0,1.4,1501537.0,5230420.0,2025.0
202,15,2001JJ00,72.0,17.0,2635.0,2658.0,1.0,220.0,1499.0,8330.0,1.4,1388000.0,5265668.0,1915.0
203,15,2002JJ00,130.0,17.0,2719.0,2548.0,1.0,213.0,1492.0,8503.0,1.4,1312309.0,5275195.0,1840.0
204,15,2003JJ00,105.0,13.0,2802.0,2438.0,1.0,207.0,1463.0,9194.0,1.3,1236617.0,5464212.0,1783.0
205,15,2004JJ00,79.0,9.0,2886.0,2328.0,1.0,200.0,1449.0,9539.0,1.3,1198772.0,4559255.0,1655.0
206,15,2005JJ00,145.0,11.0,2969.0,2218.0,1.0,194.0,1742.0,8036.0,1.2,1394821.0,4404493.0,1835.0
207,15,2006JJ00,96.0,9.0,2700.0,1361.0,1.0,155.0,1418.0,6775.0,0.9,1137737.0,4508236.0,1589.0
208,15,2007JJ00,144.0,2.0,2322.0,793.0,1.0,100.0,1324.0,3123.0,0.5,1075855.0,4625791.0,1538.0
209,15,2008JJ00,63.0,5.0,2329.0,587.0,1.0,84.0,1293.0,2136.0,0.4,1121835.0,3752664.0,1497.0
210,16,1995JJ00,10.0,3.0,3408.0,3000.0,0.0,90.0,752.0,4777.0,1.3,51490.0,627072.0,114.0
