ID,SoortGegevens,Perioden,Totaal_1,BrutoBinnenlandsProduct_2,Totaal_3,InvoerGoederen_4,Invoerdiensten_5,Totaal_6,Totaal_7,Totaal_8,Huishoudens_9,Overheid_10,Totaal_11,BedrijvenEnHuishoudens_12,Overheid_13,VeranderingInVoorraden_14,Totaal_15,Goederen_16,Diensten_17,Totaal_18,AFLandbouwEnNijverheid_19,ALandbouwBosbouwEnVisserij_20,Totaal_21,BDelfstoffenwinning_22,Totaal_23,k_1012VoedingsGenotmiddelenindustrie_24,k_1315TextielKledingLederindustrie_25,k_1618HoutPapierGrafischeIndustr_26,k_19AardolieIndustrie_27,k_2021ChemieEnFarmaceutischeIndustrie_28,k_2223KunststofEnBouwmateriaalindustr_29,k_2425BasismetaalMetaalprodIndustrie_30,k_2627ElektrischeEnElektronIndustrie_31,k_28MachineIndustrie_32,k_2930Transportmiddelenindustrie_33,k_3133OverigeIndustrieEnReparatie_34,DEnergievoorziening_35,EWaterbedrijvenEnAfvalbeheer_36,FBouwnijverheid_37,GNCommercieleDienstverlening_38,Totaal_39,GHandel_40,HVervoerEnOpslag_41,IHoreca_42,JInformatieEnCommunicatie_43,KFinancieleDienstverlening_44,LVerhuurEnHandelVanOnroerendGoed_45,Totaal_46,MSpecialistischeZakelijkeDiensten_47,Totaal_48,k_77VerhuurVanRoerendeGoederen_49,k_78UitzendbureausEnArbeidsbemiddeling_50,k_79ReisbureausReisorganisatieEnInfo_51,k_8082BeveiligingEnOverigeDiensten_52,OUNietCommercieleDienstverlening_53,Totaal_54,Totaal_55,OOpenbaarBestuurEnOverheidsdiensten_56,POnderwijs_57,QGezondheidsEnWelzijnszorg_58,RUCultuurRecreatieOverigeDiensten_59,Saldo_60,ProductgebondenBelastingen_61,ProductgebondenSubsidies_62,VerschilToegerekendeEnAfgedragenBTW_63,BrutoBinnenlandsProduct_64,BeloningVanWerknemers_65,ExploitatieOverschot_66,Saldo_67,BelastingenOpProductieEnInvoer_68,Subsidies_69,NettoBinnenlandsProduct_70,Afschrijvingen_71,BrutoBinnenlandsProduct_72,BrutoBinnenlandsProductMarktprijzen_73,Saldo_74,OntvangenPrimaireInkomens_75,BetaaldePrimaireInkomens_76,BrutoNationaalInkomen_77,Saldo_78,OntvangenInkomensoverdrachten_79,BetaaldeInkomensoverdrachten_80,BrutoBeschikbaarNationaalInkomen_81,TotaalConsumptieveBestedingen_82,CorrectiePensioenvoorziening_83,BrutoNationaleBesparingen_84,BrutoInvesteringen_85,NationaalInkomensoverschot_86,UitvoeroverschotVanGoederen_87,UitvoeroverschotVanDiensten_88,SaldoOntvangenPrimaireInkomens_89,SaldoOntvangenInkomensoverdrachten_90,CorrectiePensioenvoorziening_91,SaldoLopendeTransacties_92,Saldo_93,OntvangenKapitaaloverdrachten_94,BetaaldeKapitaaloverdrachten_95,NationaalVorderingensaldo_96,TotaalConsumptieveBestedingen_97,Totaal_98,Totaal_99,TotaalVoedingsEnGenotmiddelen_100,Voedingsmiddelen_101,Genotmiddelen_102,TotaalDuurzameConsumptiegoederen_103,KledingEnSchoeisel_104,VervoermiddelenEnOnderdelen_105,WoninginrichtingOverigeDuurzameGo_106,TotaalOverigeGoederen_107,EnergieEnWater_108,BrandstoffenEnOverigeGoederen_109,Totaal_110,Huisvesting_111,Horecadiensten_112,RecreatieEnCultuurdiensten_113,VervoerEnCommunicatiediensten_114,MedischeDienstenEnWelzijnzorg_115,FinancieleEnZakelijkeDiensten_116,OverigeDiensten_117,BinnenlandsConsumptieHuishoudens_118,ConsumptieHuishoudensInBuitenland_119,ConsumptieBuitenlandersInNederland_120,Totaal_121,IndividueleConsumptieOverheid_122,CollectieveConsumptieOverheid_123,TotaalConsumptieveBestedingen_124,WerkelijkeIndividueleConsumptie_125,WerkelijkeCollectieveConsumptie_126,TotaalBrutoInvesteringen_127,TotaalAankopen_128,Woningen_129,Totaal_130,Gebouwen_131,GWWWerken_132,Vervoermiddelen_133,Totaal_134,MachinesEnInstallaties_135,Computers_136,InCultuurGebrachteActiva_137,Totaal_138,OverigeMaterieleVasteActiva_139,ImmaterieleVasteActiva_140,OverdrachtskostenOpGrond_141,VerkopenGebruikteActiva_142,TotaalBrutoInvesteringen_143,TotaalAankopen_144,ALandbouwBosbouwEnVisserij_145,BFNijverheidEnEnergie_146,GNCommercieleDienstverlening_147,OUNietCommercieleDienstverlening_148,VerkopenGebruikteActiva_149,TotaalUitvoerGoederenEnDiensten_150,LandbouwEnVisserijproducten_151,AardolieAardgasEnOverigeDelfstoffen_152,VoedingsEnGenotmiddelen_153,TextielKledingLederEnLederwaren_154,PapierDrukwerkEnOpgenomenMedia_155,AardolieProducten_156,ChemischeProducten_157,RubberEnKunststofproducten_158,BasismetalenEnMetaalproducten_159,MachinesEnApparaten_160,ElektrotechnischeEnOptischeApparaten_161,Transportmiddelen_162,OverigeIndustrieleProducten_163,VervoerEnCommunicatie_164,FinancieleEnZakelijkeDiensten_165,OverigeProducten_166,ConsumptieBuitenlandersInNederland_167,UitvoerVanGebruikteVasteActiva_168,CifFobCorrectie_169,Totaal_170,UitvoerGoederenUitProductie_171,Wederuitvoer_172,UitvoerVanGebruikteVasteActiva_173,Totaal_174,ConsumptieBuitenlandersInNederland_175,OverigeUitvoerVanDiensten_176,CifFobCorrectie_177,TotaalInvoerGoederenEnDiensten_178,LandbouwEnVisserijproducten_179,AardolieAardgasEnOverigeDelfstoffen_180,VoedingsEnGenotmiddelen_181,TextielKledingLederEnLederwaren_182,PapierDrukwerkEnOpgenomenMedia_183,AardolieProducten_184,ChemischeProducten_185,RubberEnKunststofproducten_186,BasismetalenEnMetaalproducten_187,MachinesEnApparaten_188,ElektrotechnischeEnOptischeApparaten_189,Transportmiddelen_190,OverigeIndustrieleProducten_191,OverigeProducten_192,ConsumptieHuishoudensInBuitenland_193,CifFobCorrectie_194,Totaal_195,InvoerGoederenCif_196,CifFobCorrectieEnHerclassificatie_197,Totaal_198,InvoerDienstenCif_199,CifFobHerclassificatie_200,BelastingenOpProductieEnInvoer_201,ProductgebondenBelastingen_202,NietProductgebondenBelastingen_203,TotaalSubsidies_204,ProductgebondenSubsidies_205,NietProductgebondenSubsidies_206
419,wdwasa,1993KW02,101919.0,68694.0,33328.0,25339.0,7981.0,101919.0,64931.0,51094.0,34453.0,16508.0,14295.0,12070.0,2219.0,-294.0,37014.0,28683.0,8302.0,62987.0,19377.0,2202.0,13556.0,1720.0,10387.0,,,,,,,,,,,,955.0,513.0,3628.0,28839.0,12914.0,,,,1975.0,3394.0,4720.0,5789.0,,,,,,,14724.0,13168.0,,,,,1561.0,,,,,68694.0,,14506.0,6345.0,,,,10558.0,68694.0,68694.0,,,,,,,,,51094.0,,,14002.0,,,,,,,,,,,,51094.0,34453.0,,,,,,,,,,,,,,,,,,,,,,,16508.0,8727.0,7764.0,51094.0,43312.0,7764.0,14295.0,14515.0,3776.0,4225.0,,,1582.0,3132.0,,,83.0,1706.0,,,,209.0,14295.0,14515.0,572.0,2966.0,8358.0,2627.0,209.0,37014.0,,,,,,,,,,,,,,,,,,,,28683.0,,,,8302.0,,,,33328.0,,,,,,,,,,,,,,,,,25339.0,,,7981.0,,,,,,,,
420,wdwasa,1993KW03,104279.0,69663.0,34353.0,26230.0,8032.0,104279.0,65668.0,51579.0,34828.0,16700.0,15342.0,13149.0,2195.0,-995.0,38303.0,29963.0,8303.0,63667.0,19389.0,2060.0,13748.0,1872.0,10350.0,,,,,,,,,,,,963.0,507.0,3614.0,29603.0,13411.0,,,,2006.0,3562.0,4867.0,5786.0,,,,,,,14782.0,13220.0,,,,,1560.0,,,,,69663.0,,15785.0,6597.0,,,,10667.0,69663.0,69663.0,,,,,,,,,51579.0,,,14347.0,,,,,,,,,,,,51579.0,34828.0,,,,,,,,,,,,,,,,,,,,,,,16700.0,8854.0,7842.0,51579.0,43764.0,7842.0,15342.0,15495.0,3795.0,4141.0,,,1678.0,4123.0,,,77.0,1709.0,,,,232.0,15342.0,15495.0,553.0,4005.0,8382.0,2642.0,232.0,38303.0,,,,,,,,,,,,,,,,,,,,29963.0,,,,8303.0,,,,34353.0,,,,,,,,,,,,,,,,,26230.0,,,8032.0,,,,,,,,
421,wdwasa,1993KW04,104754.0,69798.0,34818.0,26457.0,8347.0,104754.0,64975.0,51860.0,35055.0,16895.0,14270.0,12028.0,2221.0,-1353.0,39428.0,30703.0,8802.0,63856.0,19414.0,2107.0,13650.0,1841.0,10355.0,,,,,,,,,,,,980.0,524.0,3610.0,29398.0,13025.0,,,,2037.0,3499.0,4943.0,5926.0,,,,,,,14948.0,13371.0,,,,,1573.0,,,,,69798.0,,15532.0,6667.0,,,,10776.0,69798.0,69798.0,,,,,,,,,51860.0,,,12917.0,,,,,,,,,,,,51860.0,35055.0,,,,,,,,,,,,,,,,,,,,,,,16895.0,8936.0,7962.0,51860.0,43921.0,7962.0,14270.0,14570.0,3854.0,4068.0,,,1575.0,3367.0,,,76.0,1742.0,,,,258.0,14270.0,14570.0,547.0,3086.0,8268.0,2636.0,258.0,39428.0,,,,,,,,,,,,,,,,,,,,30703.0,,,,8802.0,,,,34818.0,,,,,,,,,,,,,,,,,26457.0,,,8347.0,,,,,,,,
422,wdwasa,1993JJ00,411687.0,276013.0,135674.0,103345.0,32329.0,411687.0,261029.0,204231.0,137805.0,66426.0,58302.0,49429.0,8873.0,-1504.0,150658.0,117104.0,33554.0,252801.0,77652.0,8594.0,54545.0,7264.0,41383.0,8375.0,1414.0,4224.0,977.0,6088.0,3163.0,4932.0,3659.0,2410.0,1454.0,4687.0,3849.0,2049.0,14513.0,116074.0,52040.0,32784.0,14461.0,4795.0,7983.0,13677.0,19172.0,23202.0,,,,3264.0,467.0,,59075.0,52816.0,33610.0,,,19206.0,6259.0,23260.0,30543.0,7283.0,-48.0,276013.0,,60767.0,25782.0,33656.0,7874.0,233576.0,42437.0,276013.0,276013.0,9.0,46408.0,46399.0,276022.0,-2927.0,2445.0,5372.0,273095.0,204231.0,87.0,68951.0,56798.0,12153.0,13759.0,1225.0,9.0,-2927.0,87.0,12153.0,-1122.0,749.0,1871.0,11031.0,204231.0,137805.0,72442.0,23040.0,,,30544.0,,,,18858.0,,,63961.0,,,,,,,,136403.0,6399.0,4997.0,66426.0,35161.0,31265.0,204231.0,172966.0,31265.0,58302.0,59171.0,15140.0,16687.0,9817.0,6870.0,6193.0,13976.0,11432.0,2544.0,309.0,6866.0,3186.0,3087.0,593.0,869.0,58302.0,59171.0,2253.0,13149.0,33202.0,10567.0,869.0,150658.0,,,,,,,,,,,,,,,,,,,,117104.0,,,,33554.0,,,,135674.0,,,,,,,,,,,,,,,,,103345.0,,,32329.0,,,33656.0,30543.0,3113.0,7874.0,7283.0,591.0
423,wdwasa,1994KW01,106742.0,71090.0,35754.0,27385.0,8469.0,106742.0,66783.0,52360.0,35387.0,17020.0,14559.0,12297.0,2278.0,-315.0,40233.0,31389.0,8826.0,64913.0,19654.0,2264.0,13812.0,1768.0,10476.0,,,,,,,,,,,,998.0,540.0,3569.0,30305.0,13324.0,,,,2049.0,3811.0,5051.0,6027.0,,,,,,,14986.0,13420.0,,,,,1572.0,,,,,71090.0,,16670.0,6512.0,,,,10741.0,71090.0,71090.0,,,,,,,,,52360.0,,,14243.0,,,,,,,,,,,,52360.0,35387.0,,,,,,,,,,,,,,,,,,,,,,,17020.0,8982.0,8058.0,52360.0,44267.0,8058.0,14559.0,14841.0,3732.0,3996.0,,,1571.0,3541.0,,,86.0,1700.0,,,,240.0,14559.0,14841.0,580.0,3025.0,8370.0,2800.0,240.0,40233.0,,,,,,,,,,,,,,,,,,,,31389.0,,,,8826.0,,,,35754.0,,,,,,,,,,,,,,,,,27385.0,,,8469.0,,,,,,,,
424,wdwasa,1994KW02,108645.0,72077.0,36762.0,28262.0,8466.0,108645.0,67671.0,53267.0,35900.0,17284.0,14585.0,12230.0,2353.0,-94.0,41033.0,32107.0,8893.0,65785.0,20032.0,2358.0,13928.0,1875.0,10532.0,,,,,,,,,,,,1001.0,551.0,3768.0,30615.0,13492.0,,,,2093.0,3793.0,5115.0,6102.0,,,,,,,15053.0,13458.0,,,,,1594.0,,,,,72077.0,,16962.0,6561.0,,,,10856.0,72077.0,72077.0,,,,,,,,,53267.0,,,14491.0,,,,,,,,,,,,53267.0,35900.0,,,,,,,,,,,,,,,,,,,,,,,17284.0,9085.0,8180.0,53267.0,45053.0,8180.0,14585.0,14802.0,4146.0,4290.0,,,1570.0,3195.0,,,85.0,1575.0,,,,218.0,14585.0,14802.0,568.0,2778.0,8591.0,2876.0,218.0,41033.0,,,,,,,,,,,,,,,,,,,,32107.0,,,,8893.0,,,,36762.0,,,,,,,,,,,,,,,,,28262.0,,,8466.0,,,,,,,,
425,wdwasa,1994KW03,110761.0,72990.0,37419.0,28721.0,8629.0,110761.0,68924.0,53692.0,36261.0,17411.0,15195.0,12929.0,2264.0,176.0,41466.0,32382.0,9115.0,66517.0,20275.0,2393.0,14114.0,1846.0,10639.0,,,,,,,,,,,,990.0,567.0,3804.0,31190.0,13622.0,,,,2128.0,3852.0,5219.0,6378.0,,,,,,,15131.0,13519.0,,,,,1610.0,,,,,72990.0,,17617.0,6729.0,,,,10965.0,72990.0,72990.0,,,,,,,,,53692.0,,,15371.0,,,,,,,,,,,,53692.0,36261.0,,,,,,,,,,,,,,,,,,,,,,,17411.0,9193.0,8207.0,53692.0,45516.0,8207.0,15195.0,15363.0,4246.0,4151.0,,,1567.0,3658.0,,,98.0,1639.0,,,,241.0,15195.0,15363.0,568.0,3339.0,8731.0,2831.0,241.0,41466.0,,,,,,,,,,,,,,,,,,,,32382.0,,,,9115.0,,,,37419.0,,,,,,,,,,,,,,,,,28721.0,,,8629.0,,,,,,,,
426,wdwasa,1994KW04,112277.0,74058.0,38441.0,29654.0,8791.0,112277.0,70338.0,54018.0,36536.0,17538.0,15310.0,12962.0,2337.0,963.0,41977.0,32892.0,9105.0,67378.0,20444.0,2092.0,14483.0,1644.0,11373.0,,,,,,,,,,,,968.0,570.0,3818.0,31614.0,13852.0,,,,2156.0,3938.0,5328.0,6395.0,,,,,,,15183.0,13573.0,,,,,1607.0,,,,,74058.0,,17836.0,6923.0,,,,11074.0,74058.0,74058.0,,,,,,,,,54018.0,,,16273.0,,,,,,,,,,,,54018.0,36536.0,,,,,,,,,,,,,,,,,,,,,,,17538.0,9295.0,8255.0,54018.0,45802.0,8255.0,15310.0,15594.0,4418.0,4321.0,,,1701.0,3553.0,,,98.0,1665.0,,,,252.0,15310.0,15594.0,588.0,3053.0,9040.0,2862.0,252.0,41977.0,,,,,,,,,,,,,,,,,,,,32892.0,,,,9105.0,,,,38441.0,,,,,,,,,,,,,,,,,29654.0,,,8791.0,,,,,,,,
427,wdwasa,1994JJ00,438425.0,290048.0,148377.0,114022.0,34355.0,438425.0,273716.0,213338.0,144084.0,69254.0,59649.0,50418.0,9231.0,729.0,164709.0,128770.0,35939.0,264481.0,80404.0,9107.0,56338.0,7133.0,43021.0,8514.0,1378.0,4252.0,950.0,6891.0,3375.0,5135.0,3667.0,2622.0,1531.0,4706.0,3957.0,2227.0,14959.0,123724.0,54290.0,34277.0,15022.0,4991.0,8427.0,15394.0,20712.0,24901.0,,,,4062.0,479.0,,60353.0,53970.0,34294.0,,,19676.0,6383.0,24086.0,30740.0,6654.0,1481.0,290048.0,,69085.0,26724.0,34018.0,7294.0,246412.0,43636.0,290048.0,290048.0,1960.0,50594.0,48634.0,292008.0,-3163.0,2701.0,5864.0,288845.0,213338.0,112.0,75619.0,60378.0,15241.0,14748.0,1584.0,1960.0,-3163.0,112.0,15241.0,-1049.0,763.0,1812.0,14192.0,213338.0,144084.0,74695.0,24070.0,,,31020.0,,,,19605.0,,,68017.0,,,,,,,,142712.0,6551.0,5179.0,69254.0,36554.0,32700.0,213338.0,180638.0,32700.0,59649.0,60600.0,16542.0,16758.0,9906.0,6852.0,6408.0,13946.0,11181.0,2765.0,367.0,6579.0,3195.0,2731.0,653.0,951.0,59649.0,60600.0,2304.0,12194.0,34732.0,11370.0,951.0,164709.0,,,,,,,,,,,,,,,,,,,,128770.0,,,,35939.0,,,,148377.0,,,,,,,,,,,,,,,,,114022.0,,,34355.0,,,34018.0,30740.0,3278.0,7294.0,6654.0,640.0
428,wdwasa,1995KW01,115339.0,74960.0,40273.0,31383.0,8955.0,115339.0,70829.0,54875.0,37092.0,17810.0,15780.0,13389.0,2399.0,-9.0,44252.0,35223.0,9003.0,67858.0,20831.0,2273.0,14711.0,1749.0,11430.0,,,,,,,,,,,,1000.0,577.0,3781.0,31673.0,13745.0,,,,2174.0,4231.0,4950.0,6495.0,,,,,,,15246.0,13633.0,,,,,1619.0,,,,,74960.0,37661.0,18016.0,7682.0,,,,11133.0,74960.0,74960.0,,,,,,,,,54875.0,,,15771.0,,,,,,,,,,,,54875.0,37092.0,,,,,,,,,,,,,,,,,,,,,,,17810.0,9395.0,8446.0,54875.0,46393.0,8446.0,15780.0,16040.0,4224.0,4307.0,,,1753.0,3687.0,,,100.0,1747.0,,,,220.0,15780.0,16040.0,582.0,3408.0,9112.0,2912.0,220.0,44252.0,,,,,,,,,,,,,,,,,,,,35223.0,,,,9003.0,,,,40273.0,,,,,,,,,,,,,,,,,31383.0,,,8955.0,,,,,,,,
429,wdwasa,1995KW02,116825.0,75909.0,41375.0,32144.0,9190.0,116825.0,70988.0,55657.0,37522.0,18063.0,15946.0,13603.0,2340.0,-540.0,46101.0,36875.0,9159.0,68482.0,20809.0,2256.0,14919.0,1914.0,11389.0,,,,,,,,,,,,1068.0,588.0,3710.0,32080.0,13815.0,,,,2219.0,4274.0,5085.0,6702.0,,,,,,,15388.0,13736.0,,,,,1647.0,,,,,75909.0,38760.0,18058.0,7690.0,,,,11242.0,75909.0,75909.0,,,,,,,,,55657.0,,,15406.0,,,,,,,,,,,,55657.0,37522.0,,,,,,,,,,,,,,,,,,,,,,,18063.0,9435.0,8614.0,55657.0,47018.0,8614.0,15946.0,16105.0,4086.0,4272.0,,,1923.0,3943.0,,,107.0,1838.0,,,,164.0,15946.0,16105.0,570.0,3547.0,9099.0,2840.0,164.0,46101.0,,,,,,,,,,,,,,,,,,,,36875.0,,,,9159.0,,,,41375.0,,,,,,,,,,,,,,,,,32144.0,,,9190.0,,,,,,,,
430,wdwasa,1995KW03,117845.0,77122.0,40542.0,31105.0,9387.0,117845.0,72520.0,56470.0,38137.0,18321.0,15485.0,13072.0,2404.0,689.0,44998.0,35915.0,9232.0,69621.0,21441.0,2368.0,15140.0,1795.0,11516.0,,,,,,,,,,,,1078.0,615.0,3930.0,32700.0,14046.0,,,,2255.0,4371.0,5128.0,6925.0,,,,,,,15489.0,13827.0,,,,,1663.0,,,,,77122.0,39351.0,18560.0,7760.0,,,,11362.0,77122.0,77122.0,,,,,,,,,56470.0,,,16174.0,,,,,,,,,,,,56470.0,38137.0,,,,,,,,,,,,,,,,,,,,,,,18321.0,9568.0,8731.0,56470.0,47770.0,8731.0,15485.0,15578.0,4328.0,4377.0,,,1885.0,3137.0,,,103.0,1718.0,,,,147.0,15485.0,15578.0,565.0,3087.0,9221.0,2846.0,147.0,44998.0,,,,,,,,,,,,,,,,,,,,35915.0,,,,9232.0,,,,40542.0,,,,,,,,,,,,,,,,,31105.0,,,9387.0,,,,,,,,
431,wdwasa,1995KW04,119128.0,77887.0,41685.0,32235.0,9477.0,119128.0,73581.0,56743.0,38307.0,18493.0,16290.0,13804.0,2488.0,533.0,45868.0,36354.0,9459.0,70176.0,21027.0,2364.0,14860.0,1910.0,11379.0,,,,,,,,,,,,1006.0,617.0,3795.0,33337.0,14195.0,,,,2330.0,4508.0,5273.0,7069.0,,,,,,,15666.0,13974.0,,,,,1690.0,,,,,77887.0,40065.0,18529.0,7903.0,,,,11489.0,77887.0,77887.0,,,,,,,,,56743.0,,,16823.0,,,,,,,,,,,,56743.0,38307.0,,,,,,,,,,,,,,,,,,,,,,,18493.0,9701.0,8798.0,56743.0,47977.0,8798.0,16290.0,16486.0,4316.0,4533.0,,,1887.0,3920.0,,,104.0,1918.0,,,,180.0,16290.0,16486.0,591.0,3437.0,9431.0,2962.0,180.0,45868.0,,,,,,,,,,,,,,,,,,,,36354.0,,,,9459.0,,,,41685.0,,,,,,,,,,,,,,,,,32235.0,,,9477.0,,,,,,,,
432,wdwasa,1995JJ00,469137.0,305261.0,163876.0,126867.0,37009.0,469137.0,287918.0,223745.0,151058.0,72687.0,63500.0,53868.0,9632.0,673.0,181219.0,144366.0,36853.0,275686.0,84108.0,9261.0,59630.0,7367.0,45714.0,8939.0,1304.0,4412.0,668.0,8261.0,3431.0,5598.0,3655.0,2610.0,1773.0,5063.0,4152.0,2397.0,15217.0,129790.0,55801.0,35494.0,15194.0,5113.0,8978.0,17384.0,20436.0,27191.0,,,,5030.0,497.0,,61788.0,55170.0,34846.0,,,20324.0,6618.0,28558.0,32666.0,4108.0,1017.0,305261.0,155837.0,73163.0,31035.0,35973.0,4938.0,260035.0,45226.0,305261.0,305261.0,4535.0,53829.0,49294.0,309796.0,-3088.0,2946.0,6034.0,306708.0,223745.0,54.0,83017.0,64173.0,18844.0,17499.0,-156.0,4535.0,-3088.0,54.0,18844.0,-1102.0,826.0,1928.0,17742.0,223745.0,151058.0,77017.0,24708.0,15581.0,9127.0,31653.0,9667.0,6502.0,15484.0,20656.0,6166.0,14490.0,72416.0,23526.0,8318.0,4164.0,7508.0,6960.0,12511.0,9429.0,149433.0,7106.0,5481.0,72687.0,38099.0,34588.0,223745.0,189157.0,34588.0,63500.0,64210.0,16954.0,17488.0,10367.0,7121.0,7447.0,14687.0,11950.0,2737.0,414.0,7220.0,3352.0,3035.0,833.0,710.0,63500.0,64210.0,2308.0,13478.0,36864.0,11560.0,710.0,181219.0,11253.0,3850.0,23548.0,5857.0,5196.0,6581.0,25716.0,4559.0,10658.0,9086.0,22296.0,7398.0,4756.0,12195.0,15539.0,8372.0,5481.0,283.0,-1405.0,144366.0,96707.0,47376.0,283.0,36853.0,5481.0,32777.0,-1405.0,163876.0,7623.0,7515.0,11173.0,7740.0,5899.0,2497.0,16751.0,4712.0,10875.0,10286.0,23508.0,11752.0,7328.0,30516.0,7106.0,-1405.0,126867.0,131332.0,4465.0,37009.0,33949.0,3060.0,35973.0,32666.0,3307.0,4938.0,4108.0,830.0
433,wdwasa,1996KW01,119817.0,77892.0,42044.0,32369.0,9780.0,119817.0,73602.0,57300.0,39354.0,17777.0,15814.0,13436.0,2377.0,307.0,46396.0,36673.0,9687.0,70130.0,20869.0,2268.0,15111.0,2068.0,11220.0,,,,,,,,,,,,1101.0,628.0,3360.0,33781.0,14055.0,,,,2456.0,4429.0,5392.0,7353.0,,,,,,,15467.0,13764.0,,,,,1699.0,,,,,77892.0,39323.0,18423.0,8088.0,,,,11589.0,77892.0,77892.0,,,,,,,,,57300.0,,,16121.0,,,,,,,,,,,,57300.0,39354.0,,,,,,,,,,,,,,,,,,,,,,,17777.0,9318.0,8511.0,57300.0,48720.0,8511.0,15814.0,16041.0,3721.0,3726.0,,,1945.0,4002.0,,,90.0,2211.0,,,,196.0,15814.0,16041.0,570.0,3452.0,9149.0,2870.0,196.0,46396.0,,,,,,,,,,,,,,,,,,,,36673.0,,,,9687.0,,,,42044.0,,,,,,,,,,,,,,,,,32369.0,,,9780.0,,,,,,,,
434,wdwasa,1996KW02,122296.0,79847.0,42661.0,32564.0,10027.0,122296.0,75584.0,58013.0,39911.0,18142.0,17295.0,14605.0,2707.0,360.0,46852.0,36957.0,9868.0,71593.0,21383.0,2348.0,15140.0,2016.0,11453.0,,,,,,,,,,,,1090.0,647.0,4002.0,34437.0,14428.0,,,,2526.0,4469.0,5520.0,7537.0,,,,,,,15648.0,13924.0,,,,,1724.0,,,,,79847.0,40256.0,19720.0,8369.0,,,,11709.0,79847.0,79847.0,,,,,,,,,58013.0,,,17655.0,,,,,,,,,,,,58013.0,39911.0,,,,,,,,,,,,,,,,,,,,,,,18142.0,9391.0,8740.0,58013.0,49282.0,8740.0,17295.0,17493.0,4697.0,4811.0,,,1790.0,4078.0,,,91.0,2169.0,,,,202.0,17295.0,17493.0,573.0,3646.0,9974.0,3232.0,202.0,46852.0,,,,,,,,,,,,,,,,,,,,36957.0,,,,9868.0,,,,42661.0,,,,,,,,,,,,,,,,,32564.0,,,10027.0,,,,,,,,
435,wdwasa,1996KW03,124583.0,80587.0,43633.0,33479.0,10100.0,124583.0,76013.0,58678.0,40324.0,18383.0,17721.0,14911.0,2786.0,-182.0,48055.0,38138.0,10042.0,72280.0,21658.0,2254.0,15278.0,2059.0,11488.0,,,,,,,,,,,,1099.0,649.0,4135.0,34897.0,14426.0,,,,2589.0,4624.0,5608.0,7691.0,,,,,,,15736.0,13984.0,,,,,1754.0,,,,,80587.0,40804.0,19464.0,8465.0,,,,11849.0,80587.0,80587.0,,,,,,,,,58678.0,,,17539.0,,,,,,,,,,,,58678.0,40324.0,,,,,,,,,,,,,,,,,,,,,,,18383.0,9521.0,8829.0,58678.0,49896.0,8829.0,17721.0,17887.0,4951.0,4820.0,,,1810.0,3884.0,,,102.0,2253.0,,,,206.0,17721.0,17887.0,594.0,3822.0,10351.0,3231.0,206.0,48055.0,,,,,,,,,,,,,,,,,,,,38138.0,,,,10042.0,,,,43633.0,,,,,,,,,,,,,,,,,33479.0,,,10100.0,,,,,,,,
436,wdwasa,1996KW04,126848.0,81677.0,45452.0,35049.0,10420.0,126848.0,77671.0,59497.0,41069.0,18528.0,18320.0,15542.0,2786.0,-252.0,49371.0,39131.0,10178.0,73290.0,21723.0,2225.0,15362.0,2064.0,11571.0,,,,,,,,,,,,1076.0,660.0,4151.0,35563.0,14688.0,,,,2633.0,4713.0,5730.0,7811.0,,,,,,,15918.0,14140.0,,,,,1778.0,,,,,81677.0,41437.0,19797.0,8460.0,,,,12003.0,81677.0,81677.0,,,,,,,,,59497.0,,,18068.0,,,,,,,,,,,,59497.0,41069.0,,,,,,,,,,,,,,,,,,,,,,,18528.0,9647.0,8872.0,59497.0,50638.0,8872.0,18320.0,18526.0,4952.0,4777.0,,,2042.0,4532.0,,,106.0,2390.0,,,,195.0,18320.0,18526.0,608.0,4010.0,10611.0,3256.0,195.0,49371.0,,,,,,,,,,,,,,,,,,,,39131.0,,,,10178.0,,,,45452.0,,,,,,,,,,,,,,,,,35049.0,,,10420.0,,,,,,,,
