ID,TypeWoning,Perioden,PrijsindexVerkoopprijzen_1,OntwikkelingTOVVoorgaandePeriode_2,OntwikkelingTOVEenJaarEerder_3,VerkochteWoningen_4,OntwikkelingTOVVoorgaandePeriode_5,OntwikkelingTOVEenJaarEerder_6,GemiddeldeVerkoopprijs_7,TotaleWaardeVerkoopprijzen_8
619,ZW10300,2002JJ00,97.0,6.1,6.1,21452,1.4,1.4,228436,4900
620,ZW10300,2003KW01,98.6,0.6,3.3,4207,-24.0,-12.4,229354,965
621,ZW10300,2003KW02,99.3,0.7,2.5,5046,19.9,-6.0,230577,1163
622,ZW10300,2003KW03,100.4,1.1,2.7,5317,5.4,-7.5,233996,1244
623,ZW10300,2003KW04,101.2,0.9,3.3,6287,18.2,13.6,234569,1475
624,ZW10300,2003JJ00,99.9,3.0,3.0,20857,-2.8,-2.8,232405,4847
625,ZW10300,2004KW01,102.4,1.2,3.9,3907,-37.9,-7.1,240994,942
626,ZW10300,2004KW02,103.6,1.1,4.3,4987,27.6,-1.2,241470,1204
627,ZW10300,2004KW03,105.1,1.5,4.7,5466,9.6,2.8,246791,1349
628,ZW10300,2004KW04,106.1,0.9,4.8,5660,3.5,-10.0,242053,1370
629,ZW10300,2004JJ00,104.3,4.5,4.5,20020,-4.0,-4.0,242995,4865
630,ZW10300,2005KW01,106.6,0.5,4.1,4112,-27.4,5.2,253218,1041
631,ZW10300,2005KW02,107.9,1.2,4.1,5268,28.1,5.6,251521,1325
632,ZW10300,2005KW03,108.8,0.8,3.4,5943,12.8,8.7,260344,1547
633,ZW10300,2005KW04,109.8,1.0,3.5,6202,4.4,9.6,260972,1619
634,ZW10300,2005JJ00,108.3,3.8,3.8,21525,7.5,7.5,257004,5532
635,ZW10300,2006KW01,111.7,1.7,4.8,4747,-23.5,15.4,267622,1270
636,ZW10300,2006KW02,113.0,1.1,4.7,5593,17.8,6.2,272016,1521
637,ZW10300,2006KW03,114.4,1.3,5.2,5710,2.1,-3.9,274316,1566
638,ZW10300,2006KW04,115.2,0.7,4.9,6042,5.8,-2.6,273005,1649
639,ZW10300,2006JJ00,113.6,4.9,4.9,22092,2.6,2.6,271937,6008
640,ZW10300,2007KW01,116.0,0.7,3.8,4732,-21.7,-0.3,278534,1318
641,ZW10300,2007KW02,117.2,1.0,3.8,5397,14.1,-3.5,281779,1521
642,ZW10300,2007KW03,118.7,1.3,3.7,5529,2.4,-3.2,287906,1592
643,ZW10300,2007KW04,119.5,0.7,3.7,5951,7.6,-1.5,284041,1690
644,ZW10300,2007JJ00,117.9,3.8,3.8,21609,-2.2,-2.2,283259,6121
645,ZW10300,2008KW01,120.1,0.5,3.5,4259,-28.4,-10.0,292611,1246
646,ZW10300,2008KW02,120.0,0.0,2.4,5120,20.2,-5.1,288898,1479
647,ZW10300,2008KW03,122.3,1.9,3.1,5123,0.1,-7.3,304243,1559
648,ZW10300,2008KW04,121.8,-0.4,1.9,4801,-6.3,-19.3,292705,1405
649,ZW10300,2008JJ00,121.1,2.7,2.7,19303,-10.7,-10.7,294737,5689
650,ZW10300,2009KW01,120.4,-1.1,0.3,2755,-42.6,-35.3,283406,781
651,ZW10300,2009KW02,117.6,-2.3,-2.0,3080,11.8,-39.8,267084,823
652,ZW10300,2009KW03,115.6,-1.7,-5.5,3504,13.8,-31.6,269617,945
653,ZW10300,2009KW04,114.2,-1.2,-6.3,3756,7.2,-21.8,265026,995
654,ZW10300,2009JJ00,117.0,-3.4,-3.4,13095,-32.2,-32.2,270606,3544
655,ZW10300,2010KW01,113.8,-0.3,-5.5,2729,-27.3,-0.9,274398,749
656,ZW10300,2010KW02,114.5,0.6,-2.7,3331,22.1,8.1,272331,907
657,ZW10300,2010KW03,114.4,-0.1,-1.1,3583,7.6,2.3,275927,989
658,ZW10300,2010KW04,113.2,-1.1,-0.9,3736,4.3,-0.5,266153,994
659,ZW10300,2010JJ00,113.9,-2.6,-2.6,13379,2.2,2.2,271991,3639
660,ZW10300,2011KW01,112.5,-0.6,-1.1,3003,-19.6,10.0,273169,820
661,ZW10300,2011KW02,112.6,0.0,-1.7,3199,6.5,-4.0,281061,899
662,ZW10300,2011KW03,110.9,-1.4,-3.0,3375,5.5,-5.8,278968,942
663,ZW10300,2011KW04,108.8,-1.9,-3.8,3415,1.2,-8.6,264182,902
664,ZW10300,2011JJ00,111.2,-2.4,-2.4,12992,-2.9,-2.9,274256,3563
665,ZW10300,2012KW01,107.2,-1.5,-4.7,2574,-24.6,-14.3,264568,681
666,ZW10300,2012KW02,105.8,-1.3,-6.0,3972,54.3,24.2,261759,1040
667,ZW10300,2012KW03,101.0,-4.5,-8.9,2546,-35.9,-24.6,239143,609
668,ZW10300,2012KW04,99.9,-1.2,-8.2,4089,60.6,19.7,240023,981
669,ZW10300,2012JJ00,103.5,-7.0,-7.0,13181,1.5,1.5,251196,3311
670,ZW10300,2013KW01,97.5,-2.4,-9.1,2482,-39.3,-3.6,237333,589
671,ZW10300,2013KW02,96.0,-1.5,-9.3,2509,1.1,-36.8,232516,583
672,ZW10300,2013KW03,96.6,0.6,-4.4,3179,26.7,24.9,240608,765
673,ZW10300,2013KW04,95.4,-1.3,-4.5,3932,23.7,-3.8,231472,910
674,ZW10300,2013JJ00,96.3,-6.9,-6.9,12102,-8.2,-8.2,235291,2847
675,ZW10300,2014KW01,96.3,1.0,-1.2,2963,-24.6,19.4,235620,698
676,ZW10300,2014KW02,97.0,0.7,1.1,3527,19.0,40.6,243285,858
677,ZW10300,2014KW03,98.1,1.1,1.6,4027,14.2,26.7,252377,1016
678,ZW10300,2014KW04,98.1,0.0,2.8,5317,32.0,35.2,245602,1306
679,ZW10300,2014JJ00,97.4,1.1,1.1,15834,30.8,30.8,244941,3878
680,ZW10300,2015KW01,98.7,0.6,2.5,3237,-39.1,9.2,248377,804
681,ZW10300,2015KW02,99.3,0.7,2.4,4062,25.5,15.2,249699,1014
682,ZW10300,2015KW03,100.4,1.1,2.4,5321,31.0,32.1,261387,1391
683,ZW10300,2015KW04,101.5,1.1,3.5,5166,-2.9,-2.8,260686,1347
684,ZW10300,2015JJ00,100.0,2.7,2.7,17786,12.3,12.3,256146,4556
685,ZW10300,2016KW01,102.8,1.3,4.2,3949,-23.6,22.0,266724,1053
686,ZW10300,2016KW02,103.7,0.9,4.4,4942,25.1,21.7,267352,1321
687,ZW10300,2016KW03,106.1,2.3,5.7,6149,24.4,15.6,278890,1715
688,ZW10300,2016KW04,107.4,1.2,5.8,6212,1.0,20.2,276180,1716
689,ZW10300,2016JJ00,105.0,5.0,5.0,21252,19.5,19.5,273154,5805
690,ZW10300,2017KW01,109.2,1.7,6.3,5744,-7.5,45.5,281432,1617
691,ZW10300,2017KW02,110.7,1.3,6.7,6088,6.0,23.2,287345,1749
692,ZW10300,2017KW03,113.2,2.3,6.7,6421,5.5,4.4,291710,1873
693,ZW10300,2017KW04,115.2,1.8,7.3,6811,6.1,9.6,290136,1976
694,ZW10300,2017JJ00,112.1,6.7,6.7,25064,17.9,17.9,287867,7215
695,ZW10300,2018KW01,117.8,2.2,7.8,5185,-23.9,-9.7,300893,1560
696,ZW10300,2018KW02,119.3,1.3,7.8,5517,6.4,-9.4,303028,1672
697,ZW10300,2018KW03,122.3,2.5,8.0,6071,10.0,-5.5,308463,1873
698,ZW10300,2018KW04,123.9,1.3,7.5,6339,4.4,-6.9,304482,1930
699,ZW10300,2018JJ00,120.8,7.8,7.8,23112,-7.8,-7.8,304376,7035
700,ZW10300,2019KW01,125.7,1.4,6.7,5100,-19.5,-1.6,319663,1630
701,ZW10300,2019KW02,126.8,0.9,6.3,5699,11.7,3.3,316632,1804
702,ZW10300,2019KW03,129.2,1.9,5.6,6321,10.9,4.1,331845,2098
703,ZW10300,2019KW04,130.7,1.2,5.5,6367,0.7,0.4,327914,2088
704,ZW10300,2019JJ00,128.1,6.0,6.0,23487,1.6,1.6,324443,7620
705,ZW10300,2020KW01,133.2,1.9,6.0,5602,-12.0,9.8,339491,1902
706,ZW10300,2020KW02,136.0,2.1,7.3,6087,8.7,6.8,343462,2091
707,ZW10300,2020KW03,139.3,2.4,7.8,6895,13.3,9.1,358362,2471
708,ZW10300,2020KW04,142.2,2.1,8.8,6646,-3.6,4.4,364907,2425
709,ZW10300,2020JJ00,137.7,7.5,7.5,25230,7.4,7.4,352301,8889
710,ZW10300,2021KW01,148.4,4.3,11.4,7481,12.6,33.5,388292,2905
711,ZW10300,2021KW02,154.4,4.0,13.5,5461,-27.0,-10.3,381486,2083
712,ZW10300,2021KW03,164.2,6.4,17.9,5660,3.6,-17.9,418148,2367
713,ZW10300,2021KW04,172.0,4.7,20.9,5369,-5.1,-19.2,424653,2280
714,ZW10300,2021JJ00,159.8,16.0,16.0,23971,-5.0,-5.0,401935,9635
715,ZW10300,2022KW01,178.0,3.5,19.9,4458,-17.0,-40.4,449120,2002
716,ZW10300,2022KW02,181.9,2.2,17.8,4946,10.9,-9.4,448516,2218
717,ZW10300,2022KW03,183.9,1.1,12.0,5459,10.4,-3.6,471822,2576
718,ZW10300,2022KW04,179.4,-2.4,4.3,5335,-2.3,-0.6,448521,2393
719,ZW10300,2022JJ00,180.8,13.2,13.2,20198,-15.7,-15.7,454950,9189
720,ZW10300,2023KW01,176.9,-1.4,-0.6,4296,-19.5,-3.6,444536,1910
721,ZW10300,2023KW02,173.1,-2.1,-4.8,4649,8.2,-6.0,428530,1992
722,ZW10300,2023KW03,174.9,1.0,-4.9,4869,4.7,-10.8,444715,2165
723,ZW10300,2023KW04,178.1,1.8,-0.8,5250,7.8,-1.6,451521,2370
724,ZW10300,2023JJ00,175.8,-2.8,-2.8,19064,-5.6,-5.6,442602,8438
725,ZW10320,1995KW01,38.2,,,4019,,,133033,535
726,ZW10320,1995KW02,38.3,0.4,,5392,34.2,,132257,713
727,ZW10320,1995KW03,39.6,3.5,,5722,6.1,,140221,802
728,ZW10320,1995KW04,40.2,1.4,,6636,16.0,,138841,921
729,ZW10320,1995JJ00,39.1,,,21769,,,136501,2971
730,ZW10320,1996KW01,41.4,3.0,8.5,4677,-29.5,16.4,145153,679
731,ZW10320,1996KW02,43.5,5.0,13.5,6069,29.8,12.6,148589,902
732,ZW10320,1996KW03,45.2,3.9,13.9,6302,3.8,10.1,158696,1000
733,ZW10320,1996KW04,46.2,2.3,15.0,6580,4.4,-0.8,163684,1077
734,ZW10320,1996JJ00,44.1,12.8,12.8,23628,8.5,8.5,154808,3658
735,ZW10320,1997KW01,47.7,3.1,15.1,4234,-35.7,-9.5,165761,702
736,ZW10320,1997KW02,49.1,3.1,13.1,5961,40.8,-1.8,166693,994
737,ZW10320,1997KW03,50.9,3.6,12.7,6422,7.7,1.9,179353,1152
738,ZW10320,1997KW04,52.0,2.1,12.5,6655,3.6,1.1,178572,1188
739,ZW10320,1997JJ00,49.9,13.3,13.3,23272,-1.5,-1.5,173414,4036
740,ZW10320,1998KW01,53.6,3.1,12.5,4373,-34.3,3.3,186659,816
741,ZW10320,1998KW02,55.0,2.6,12.0,5587,27.8,-6.3,188014,1050
742,ZW10320,1998KW03,57.4,4.4,12.8,6325,13.2,-1.5,200891,1271
743,ZW10320,1998KW04,59.6,3.7,14.6,6381,0.9,-4.1,202290,1291
744,ZW10320,1998JJ00,56.4,13.0,13.0,22666,-2.6,-2.6,195365,4428
745,ZW10320,1999KW01,62.6,5.1,16.7,4685,-26.6,7.1,206128,966
746,ZW10320,1999KW02,65.7,5.0,19.4,6195,32.2,10.9,221109,1370
747,ZW10320,1999KW03,70.0,6.5,21.9,6963,12.4,10.1,239504,1668
748,ZW10320,1999KW04,73.5,5.0,23.4,6918,-0.6,8.4,252304,1745
749,ZW10320,1999JJ00,67.9,20.4,20.4,24761,9.2,9.2,232163,5749
750,ZW10320,2000KW01,78.6,7.0,25.6,4444,-35.8,-5.1,263723,1172
751,ZW10320,2000KW02,81.5,3.7,24.1,5441,22.4,-12.2,281362,1531
752,ZW10320,2000KW03,85.8,5.3,22.7,5912,8.7,-15.1,295738,1748
753,ZW10320,2000KW04,87.6,2.1,19.3,6654,12.6,-3.8,294744,1961
754,ZW10320,2000JJ00,83.4,22.7,22.7,22451,-9.3,-9.3,285622,6413
755,ZW10320,2001KW01,89.9,2.6,14.4,4188,-37.1,-5.8,308880,1294
756,ZW10320,2001KW02,93.0,3.5,14.1,5496,31.2,1.0,314706,1730
757,ZW10320,2001KW03,96.0,3.2,11.9,6022,9.6,1.9,317423,1912
758,ZW10320,2001KW04,95.5,-0.5,9.0,6588,9.4,-1.0,317066,2089
759,ZW10320,2001JJ00,93.6,12.3,12.3,22294,-0.7,-0.7,315043,7024
760,ZW10320,2002KW01,97.4,2.0,8.3,4775,-27.5,14.0,328093,1567
761,ZW10320,2002KW02,98.2,0.8,5.5,5223,9.4,-5.0,329459,1721
762,ZW10320,2002KW03,99.9,1.7,4.0,5884,12.7,-2.3,331476,1950
763,ZW10320,2002KW04,99.5,-0.4,4.2,6031,2.5,-8.5,325312,1962
764,ZW10320,2002JJ00,98.8,5.5,5.5,21913,-1.7,-1.7,328562,7200
765,ZW10320,2003KW01,99.6,0.0,2.3,4168,-30.9,-12.7,326521,1361
766,ZW10320,2003KW02,101.1,1.6,3.0,5068,21.6,-3.0,326758,1656
767,ZW10320,2003KW03,102.4,1.2,2.5,5586,10.2,-5.1,332339,1856
768,ZW10320,2003KW04,103.5,1.1,4.0,6488,16.1,7.6,334892,2173
769,ZW10320,2003JJ00,101.7,2.9,2.9,21310,-2.8,-2.8,330651,7046
770,ZW10320,2004KW01,105.1,1.5,5.5,4177,-35.6,0.2,336126,1404
771,ZW10320,2004KW02,107.3,2.1,6.1,5333,27.7,5.2,341179,1820
772,ZW10320,2004KW03,108.9,1.5,6.4,5960,11.8,6.7,350790,2091
773,ZW10320,2004KW04,109.2,0.3,5.6,6093,2.2,-6.1,338913,2065
774,ZW10320,2004JJ00,107.6,5.9,5.9,21563,1.2,1.2,342217,7379
775,ZW10320,2005KW01,110.8,1.5,5.5,4247,-30.3,1.7,358460,1522
776,ZW10320,2005KW02,112.6,1.6,5.0,5358,26.2,0.5,366717,1965
777,ZW10320,2005KW03,114.4,1.6,5.0,6039,12.7,1.3,376725,2275
778,ZW10320,2005KW04,114.7,0.3,5.0,6195,2.6,1.7,374144,2318
779,ZW10320,2005JJ00,113.1,5.1,5.1,21839,1.3,1.3,369986,8080
780,ZW10320,2006KW01,117.3,2.3,5.8,4775,-22.9,12.4,383639,1832
781,ZW10320,2006KW02,119.1,1.5,5.7,5582,16.9,4.2,386938,2160
782,ZW10320,2006KW03,120.5,1.2,5.3,5841,4.6,-3.3,396313,2315
783,ZW10320,2006KW04,121.2,0.6,5.7,6060,3.7,-2.2,389586,2361
784,ZW10320,2006JJ00,119.5,5.7,5.7,22258,1.9,1.9,389411,8668
785,ZW10320,2007KW01,123.0,1.5,4.9,4979,-17.8,4.3,415252,2068
786,ZW10320,2007KW02,124.6,1.3,4.7,5674,14.0,1.6,405915,2303
787,ZW10320,2007KW03,126.6,1.6,5.1,5962,5.1,2.1,423214,2523
788,ZW10320,2007KW04,127.1,0.4,4.8,6246,4.8,3.1,410595,2565
789,ZW10320,2007JJ00,125.3,4.9,4.9,22861,2.7,2.7,413739,9458
790,ZW10320,2008KW01,128.9,1.4,4.7,4502,-27.9,-9.6,422110,1900
791,ZW10320,2008KW02,128.4,-0.4,3.0,5187,15.2,-8.6,425420,2207
792,ZW10320,2008KW03,129.5,0.8,2.3,5298,2.1,-11.1,432162,2290
793,ZW10320,2008KW04,127.8,-1.3,0.5,4981,-6.0,-20.3,417985,2082
794,ZW10320,2008JJ00,128.6,2.6,2.6,19968,-12.7,-12.7,424608,8479
795,ZW10320,2009KW01,128.6,0.7,-0.2,2833,-43.1,-37.1,424616,1203
796,ZW10320,2009KW02,124.2,-3.4,-3.2,2907,2.6,-44.0,398755,1159
797,ZW10320,2009KW03,121.2,-2.4,-6.3,3100,6.6,-41.5,377526,1170
798,ZW10320,2009KW04,119.5,-1.5,-6.5,3811,22.9,-23.5,378188,1441
799,ZW10320,2009JJ00,123.4,-4.1,-4.1,12651,-36.6,-36.6,393149,4974
800,ZW10320,2010KW01,120.3,0.7,-6.5,2665,-30.1,-5.9,394401,1051
801,ZW10320,2010KW02,119.9,-0.3,-3.5,3233,21.3,11.2,389349,1259
802,ZW10320,2010KW03,119.9,0.0,-1.1,3384,4.7,9.2,390061,1320
803,ZW10320,2010KW04,118.1,-1.5,-1.1,3579,5.8,-6.1,375697,1345
804,ZW10320,2010JJ00,119.5,-3.1,-3.1,12861,1.7,1.7,386784,4974
805,ZW10320,2011KW01,117.2,-0.8,-2.5,2969,-17.0,11.4,392731,1166
806,ZW10320,2011KW02,116.6,-0.6,-2.8,3247,9.4,0.4,382256,1241
807,ZW10320,2011KW03,115.6,-0.8,-3.6,3531,8.7,4.3,394288,1392
808,ZW10320,2011KW04,113.8,-1.6,-3.7,3672,4.0,2.6,371157,1363
809,ZW10320,2011JJ00,115.8,-3.1,-3.1,13419,4.3,4.3,384702,5162
810,ZW10320,2012KW01,112.4,-1.2,-4.1,2775,-24.4,-6.5,371661,1031
811,ZW10320,2012KW02,109.1,-3.0,-6.4,4169,50.2,28.4,364519,1520
812,ZW10320,2012KW03,104.3,-4.3,-9.8,2609,-37.4,-26.1,332987,869
813,ZW10320,2012KW04,103.4,-0.9,-9.1,4250,62.9,15.7,331304,1408
814,ZW10320,2012JJ00,107.3,-7.3,-7.3,13803,2.9,2.9,349768,4828
815,ZW10320,2013KW01,100.9,-2.5,-10.3,2430,-42.8,-12.4,333063,809
816,ZW10320,2013KW02,97.8,-3.0,-10.3,2662,9.5,-36.1,323621,861
817,ZW10320,2013KW03,98.5,0.7,-5.6,3375,26.8,29.4,329354,1112
818,ZW10320,2013KW04,97.7,-0.8,-5.5,4396,30.3,3.4,324830,1428
819,ZW10320,2013JJ00,98.7,-8.0,-8.0,12863,-6.8,-6.8,327322,4210
820,ZW10320,2014KW01,98.0,0.3,-2.8,3262,-25.8,34.2,336098,1096
821,ZW10320,2014KW02,98.7,0.7,0.9,4052,24.2,52.2,338897,1373
822,ZW10320,2014KW03,99.0,0.3,0.5,4644,14.6,37.6,333755,1550
823,ZW10320,2014KW04,98.0,-1.0,0.3,6710,44.5,52.6,330395,2217
824,ZW10320,2014JJ00,98.4,-0.3,-0.3,18668,45.1,45.1,334073,6236
825,ZW10320,2015KW01,99.2,1.3,1.2,3917,-41.6,20.1,345831,1355
826,ZW10320,2015KW02,99.9,0.7,1.2,4953,26.4,22.2,348458,1726
827,ZW10320,2015KW03,100.3,0.4,1.3,5925,19.6,27.6,350647,2078
828,ZW10320,2015KW04,100.6,0.3,2.6,6683,12.8,-0.4,359978,2406
829,ZW10320,2015JJ00,100.0,1.6,1.6,21478,15.1,15.1,352167,7564
830,ZW10320,2016KW01,101.7,1.2,2.5,5140,-23.1,31.2,359337,1847
831,ZW10320,2016KW02,101.9,0.1,2.0,6212,20.9,25.4,359902,2236
832,ZW10320,2016KW03,104.6,2.7,4.3,7779,25.2,31.3,373447,2905
833,ZW10320,2016KW04,104.9,0.3,4.3,7728,-0.7,15.6,370687,2865
834,ZW10320,2016JJ00,103.3,3.3,3.3,26859,25.1,25.1,366820,9852
835,ZW10320,2017KW01,106.7,1.7,4.9,7562,-2.1,47.1,386422,2922
836,ZW10320,2017KW02,108.8,2.0,6.8,8062,6.6,29.8,386657,3117
837,ZW10320,2017KW03,110.5,1.6,5.6,8391,4.1,7.9,394535,3311
838,ZW10320,2017KW04,112.2,1.5,7.0,9014,7.4,16.6,399389,3600
839,ZW10320,2017JJ00,109.6,6.1,6.1,33029,23.0,23.0,392079,12950
840,ZW10320,2018KW01,115.4,2.8,8.1,7101,-21.2,-6.1,409568,2908
841,ZW10320,2018KW02,116.2,0.7,6.8,7424,4.5,-7.9,419227,3112
842,ZW10320,2018KW03,119.5,2.8,8.1,7971,7.4,-5.0,426211,3397
843,ZW10320,2018KW04,120.9,1.2,7.7,8318,4.4,-7.7,421809,3509
844,ZW10320,2018JJ00,118.0,7.7,7.7,30814,-6.7,-6.7,419505,12927
845,ZW10320,2019KW01,123.5,2.1,7.0,6526,-21.5,-8.1,437633,2856
846,ZW10320,2019KW02,124.1,0.5,6.8,7151,9.6,-3.7,438357,3135
847,ZW10320,2019KW03,126.5,1.9,5.9,8048,12.5,1.0,448881,3613
848,ZW10320,2019KW04,128.5,1.5,6.3,8087,0.5,-2.8,453404,3667
849,ZW10320,2019JJ00,125.6,6.5,6.5,29812,-3.3,-3.3,445122,13270
850,ZW10320,2020KW01,131.1,2.0,6.2,7266,-10.2,11.3,471418,3425
851,ZW10320,2020KW02,132.3,0.9,6.6,7893,8.6,10.4,475650,3754
852,ZW10320,2020KW03,135.5,2.5,7.1,8699,10.2,8.1,488177,4247
853,ZW10320,2020KW04,139.0,2.5,8.2,9368,7.7,15.8,511991,4796
854,ZW10320,2020JJ00,134.5,7.0,7.0,33226,11.5,11.5,488251,16223
855,ZW10320,2021KW01,144.0,3.6,9.8,9917,5.9,36.5,542357,5379
856,ZW10320,2021KW02,150.1,4.2,13.5,7162,-27.8,-9.3,553519,3964
857,ZW10320,2021KW03,159.5,6.3,17.7,7620,6.4,-12.4,599313,4567
858,ZW10320,2021KW04,165.8,3.9,19.3,7087,-7.0,-24.3,601539,4263
859,ZW10320,2021JJ00,154.8,15.1,15.1,31786,-4.3,-4.3,571721,18173
860,ZW10320,2022KW01,173.9,4.9,20.8,5914,-16.6,-40.4,627069,3708
861,ZW10320,2022KW02,178.9,2.9,19.2,6219,5.2,-13.2,634449,3946
862,ZW10320,2022KW03,181.3,1.3,13.7,6495,4.4,-14.8,646050,4196
863,ZW10320,2022KW04,178.1,-1.8,7.5,6538,0.7,-7.7,608153,3976
864,ZW10320,2022JJ00,178.1,15.0,15.0,25166,-20.8,-20.8,628877,15826
865,ZW10320,2023KW01,176.7,-0.8,1.6,4987,-23.7,-15.7,612985,3057
866,ZW10320,2023KW02,171.3,-3.1,-4.3,5543,11.1,-10.9,593586,3290
867,ZW10320,2023KW03,172.2,0.6,-5.0,5975,7.8,-8.0,600750,3589
868,ZW10320,2023KW04,174.6,1.4,-2.0,6914,15.7,5.8,612455,4235
869,ZW10320,2023JJ00,173.7,-2.5,-2.5,23419,-6.9,-6.9,605116,14171
870,ZW25810,1995KW01,39.7,,,6861,,,62502,429
871,ZW25810,1995KW02,40.4,1.9,,7560,10.2,,64293,486
872,ZW25810,1995KW03,41.4,2.4,,8321,10.1,,65011,541
873,ZW25810,1995KW04,41.9,1.1,,9681,16.3,,67342,652
874,ZW25810,1995JJ00,40.8,,,32423,,,65009,2108
875,ZW25810,1996KW01,43.2,3.2,8.9,8354,-13.7,21.8,70271,587
876,ZW25810,1996KW02,44.2,2.4,9.5,9319,11.6,23.3,71443,666
877,ZW25810,1996KW03,45.9,3.7,10.8,9741,4.5,17.1,72029,702
878,ZW25810,1996KW04,46.8,2.0,11.8,10707,9.9,10.6,74821,801
879,ZW25810,1996JJ00,45.0,10.3,10.3,38121,17.6,17.6,72285,2756
880,ZW25810,1997KW01,48.3,3.1,11.8,8817,-17.7,5.5,75589,666
881,ZW25810,1997KW02,50.0,3.5,12.9,10707,21.4,14.9,79223,848
882,ZW25810,1997KW03,50.7,1.6,10.6,11348,6.0,16.5,80621,915
883,ZW25810,1997KW04,51.9,2.3,11.0,12342,8.8,15.3,84613,1044
884,ZW25810,1997JJ00,50.2,11.5,11.5,43214,13.4,13.4,80388,3474
885,ZW25810,1998KW01,53.4,2.9,10.7,9425,-23.6,6.9,86239,813
886,ZW25810,1998KW02,55.3,3.5,10.7,10609,12.6,-0.9,88128,935
887,ZW25810,1998KW03,56.7,2.5,11.7,11083,4.5,-2.3,89681,994
888,ZW25810,1998KW04,58.5,3.3,12.7,12397,11.9,0.4,92936,1152
889,ZW25810,1998JJ00,56.0,11.5,11.5,43514,0.7,0.7,89484,3894
890,ZW25810,1999KW01,61.1,4.4,14.4,10309,-16.8,9.4,98932,1020
891,ZW25810,1999KW02,63.6,4.1,15.1,12085,17.2,13.9,101356,1225
892,ZW25810,1999KW03,67.0,5.3,18.2,12791,5.8,15.4,106267,1359
893,ZW25810,1999KW04,70.0,4.4,19.5,13260,3.7,7.0,111897,1484
894,ZW25810,1999JJ00,65.4,16.9,16.9,48445,11.3,11.3,105022,5088
895,ZW25810,2000KW01,73.1,4.5,19.6,10194,-23.1,-1.1,115835,1181
896,ZW25810,2000KW02,76.2,4.1,19.7,11753,15.3,-2.7,120980,1422
897,ZW25810,2000KW03,79.1,3.8,18.0,11844,0.8,-7.4,126538,1499
898,ZW25810,2000KW04,80.9,2.3,15.6,13435,13.4,1.3,131221,1763
899,ZW25810,2000JJ00,77.3,18.2,18.2,47226,-2.5,-2.5,124177,5864
900,ZW25810,2001KW01,83.3,2.9,13.9,10128,-24.6,-0.6,131918,1336
901,ZW25810,2001KW02,86.2,3.5,13.1,12213,20.6,3.9,137409,1678
902,ZW25810,2001KW03,88.1,2.2,11.4,12991,6.4,9.7,139660,1814
903,ZW25810,2001KW04,89.4,1.6,10.6,14666,12.9,9.2,143313,2102
904,ZW25810,2001JJ00,86.7,12.2,12.2,49998,5.9,5.9,138613,6930
905,ZW25810,2002KW01,91.0,1.7,9.3,12046,-17.9,18.9,145153,1749
906,ZW25810,2002KW02,92.4,1.6,7.3,12655,5.1,3.6,147508,1867
907,ZW25810,2002KW03,94.3,2.0,7.1,13563,7.2,4.4,151012,2048
908,ZW25810,2002KW04,94.5,0.2,5.6,13967,3.0,-4.8,151276,2113
909,ZW25810,2002JJ00,93.0,7.3,7.3,52231,4.5,4.5,148882,7776
910,ZW25810,2003KW01,95.0,0.6,4.5,11024,-21.1,-8.5,151631,1672
911,ZW25810,2003KW02,96.0,1.0,3.8,12232,11.0,-3.3,152141,1861
912,ZW25810,2003KW03,96.8,0.9,2.7,13119,7.3,-3.3,152217,1997
913,ZW25810,2003KW04,97.8,1.0,3.6,15415,17.5,10.4,157214,2423
914,ZW25810,2003JJ00,96.4,3.6,3.6,51790,-0.8,-0.8,153562,7953
915,ZW25810,2004KW01,98.3,0.5,3.4,11468,-25.6,4.0,156513,1795
916,ZW25810,2004KW02,99.0,0.7,3.2,13655,19.1,11.6,159251,2175
917,ZW25810,2004KW03,100.1,1.1,3.3,13749,0.7,4.8,162171,2230
918,ZW25810,2004KW04,100.3,0.2,2.5,14095,2.5,-8.6,157622,2222
919,ZW25810,2004JJ00,99.4,3.1,3.1,52967,2.3,2.3,158983,8421
920,ZW25810,2005KW01,100.8,0.5,2.5,11400,-19.1,-0.6,160181,1826
921,ZW25810,2005KW02,101.8,1.0,2.9,13307,16.7,-2.5,163567,2177
922,ZW25810,2005KW03,103.1,1.3,3.0,14020,5.4,2.0,167083,2343
923,ZW25810,2005KW04,103.6,0.5,3.3,15626,11.5,10.9,167567,2618
924,ZW25810,2005JJ00,102.3,3.0,3.0,54353,2.6,2.6,164914,8964
925,ZW25810,2006KW01,104.6,0.9,3.7,12661,-19.0,11.1,172309,2182
926,ZW25810,2006KW02,106.0,1.4,4.1,13770,8.8,3.5,173558,2390
927,ZW25810,2006KW03,107.3,1.2,4.1,13331,-3.2,-4.9,176256,2350
928,ZW25810,2006KW04,107.6,0.3,3.9,12895,-3.3,-17.5,173689,2240
929,ZW25810,2006JJ00,106.4,4.0,4.0,52657,-3.1,-3.1,173973,9161
930,ZW25810,2007KW01,108.3,0.6,3.6,10705,-17.0,-15.4,171929,1841
931,ZW25810,2007KW02,110.4,2.0,4.2,12632,18.0,-8.3,180263,2277
932,ZW25810,2007KW03,112.7,2.0,5.0,15231,20.6,14.3,192073,2925
