ID,Producten,Perioden,Kostprijsindex2005100_1,MaandOpMaandOntwikkeling_2,JaarOpJaarOntwikkeling_3,Consumentenprijsindex2005100_4,MaandOpMaandOntwikkeling_5,JaarOpJaarOntwikkeling_6
973,1160  ,2001MM02,98.3,1.84,1.5,96.21,2.37,5.21
974,1160  ,2001MM03,99.51,1.23,1.51,99.98,3.92,7.2
975,1160  ,2001MM04,100.18,0.68,1.55,103.2,3.21,8.7
976,1160  ,2001MM05,101.29,1.11,1.09,105.0,1.75,8.23
977,1160  ,2001MM06,101.99,0.7,3.92,105.28,0.26,11.3
978,1160  ,2001MM07,101.48,-0.51,3.49,107.02,1.65,13.95
979,1160  ,2001MM08,99.76,-1.69,1.53,105.76,-1.17,11.68
980,1160  ,2001MM09,99.23,-0.53,1.3,109.83,3.85,15.87
981,1160  ,2001MM10,98.85,-0.39,0.48,105.66,-3.8,13.68
982,1160  ,2001MM11,98.5,-0.35,0.76,101.47,-3.97,10.06
983,1160  ,2001MM12,99.68,1.2,3.05,102.5,1.01,10.65
984,1160  ,2002MM01,96.29,-3.41,-0.25,105.47,2.9,12.22
985,1160  ,2002MM02,96.32,0.03,-2.02,108.34,2.72,12.61
986,1160  ,2002MM03,96.49,0.18,-3.04,110.7,2.18,10.72
987,1160  ,2002MM04,96.54,0.05,-3.64,113.57,2.59,10.05
988,1160  ,2002MM05,94.72,-1.88,-6.48,111.95,-1.42,6.62
989,1160  ,2002MM06,96.12,1.47,-5.76,109.08,-2.57,3.61
990,1160  ,2002MM07,95.85,-0.28,-5.54,104.93,-3.8,-1.95
991,1160  ,2002MM08,95.4,-0.48,-4.38,106.59,1.59,0.79
992,1160  ,2002MM09,95.5,0.11,-3.76,109.57,2.79,-0.23
993,1160  ,2002MM10,94.71,-0.83,-4.18,106.84,-2.49,1.12
994,1160  ,2002MM11,95.84,1.19,-2.7,102.08,-4.45,0.61
995,1160  ,2002MM12,94.96,-0.91,-4.74,103.28,1.17,0.76
996,1160  ,2003MM01,96.65,1.78,0.38,103.88,0.58,-1.51
997,1160  ,2003MM02,96.79,0.14,0.49,103.87,-0.01,-4.13
998,1160  ,2003MM03,96.41,-0.39,-0.08,106.4,2.44,-3.89
999,1160  ,2003MM04,96.68,0.28,0.15,111.68,4.97,-1.66
1000,1160  ,2003MM05,94.27,-2.5,-0.48,112.72,0.93,0.69
1001,1160  ,2003MM06,94.79,0.55,-1.38,112.78,0.05,3.4
1002,1160  ,2003MM07,96.33,1.62,0.49,112.56,-0.2,7.27
1003,1160  ,2003MM08,97.8,1.53,2.51,108.67,-3.45,1.95
1004,1160  ,2003MM09,98.13,0.35,2.75,111.86,2.93,2.09
1005,1160  ,2003MM10,98.23,0.09,3.71,105.45,-5.73,-1.3
1006,1160  ,2003MM11,97.24,-1.0,1.47,104.76,-0.65,2.62
1007,1160  ,2003MM12,95.58,-1.71,0.65,101.21,-3.39,-2.0
1008,1160  ,2004MM01,98.77,3.33,2.19,102.83,1.6,-1.01
1009,1160  ,2004MM02,98.42,-0.35,1.69,104.16,1.3,0.29
1010,1160  ,2004MM03,100.9,2.52,4.66,104.62,0.43,-1.67
1011,1160  ,2004MM04,98.86,-2.03,2.25,105.95,1.27,-5.14
1012,1160  ,2004MM05,97.36,-1.52,3.28,107.89,1.84,-4.28
1013,1160  ,2004MM06,96.77,-0.6,2.09,105.83,-1.91,-6.16
1014,1160  ,2004MM07,97.22,0.46,0.92,105.88,0.05,-5.93
1015,1160  ,2004MM08,94.15,-3.15,-3.72,105.12,-0.72,-3.27
1016,1160  ,2004MM09,95.0,0.9,-3.19,105.22,0.1,-5.93
1017,1160  ,2004MM10,94.17,-0.87,-4.12,100.27,-4.71,-4.91
1018,1160  ,2004MM11,95.23,1.12,-2.07,96.46,-3.8,-7.92
1019,1160  ,2004MM12,94.32,-0.96,-1.32,95.88,-0.6,-5.26
1020,1160  ,2005MM01,95.77,1.55,-3.03,96.01,0.13,-6.63
1021,1160  ,2005MM02,96.7,0.97,-1.75,98.73,2.83,-5.22
1022,1160  ,2005MM03,97.1,0.42,-3.77,100.45,1.74,-3.99
1023,1160  ,2005MM04,100.71,3.72,1.88,103.44,2.98,-2.36
1024,1160  ,2005MM05,101.3,0.58,4.05,102.63,-0.79,-4.88
1025,1160  ,2005MM06,102.07,0.76,5.47,102.49,-0.14,-3.16
1026,1160  ,2005MM07,102.13,0.06,5.06,98.61,-3.78,-6.87
1027,1160  ,2005MM08,100.9,-1.2,7.17,99.26,0.66,-5.57
1028,1160  ,2005MM09,101.06,0.16,6.38,99.57,0.31,-5.37
1029,1160  ,2005MM10,100.7,-0.36,6.93,101.43,1.87,1.16
1030,1160  ,2005MM11,101.08,0.38,6.15,98.73,-2.67,2.35
1031,1160  ,2005MM12,100.47,-0.61,6.52,98.64,-0.08,2.88
1032,1160  ,2006MM01,98.47,-1.99,2.82,98.02,-0.64,2.09
1033,1160  ,2006MM02,98.8,0.33,2.17,99.89,1.91,1.18
1034,1160  ,2006MM03,98.11,-0.7,1.04,102.46,2.58,2.01
1035,1160  ,2006MM04,96.62,-1.52,-4.07,103.3,0.81,-0.14
1036,1160  ,2006MM05,95.44,-1.22,-5.78,103.52,0.21,0.86
1037,1160  ,2006MM06,95.93,0.51,-6.02,105.72,2.13,3.16
1038,1160  ,2006MM07,95.79,-0.15,-6.21,104.61,-1.05,6.08
1039,1160  ,2006MM08,95.21,-0.61,-5.65,108.25,3.48,9.06
1040,1160  ,2006MM09,94.96,-0.26,-6.04,107.39,-0.8,7.85
1041,1160  ,2006MM10,94.86,-0.11,-5.8,102.64,-4.42,1.19
1042,1160  ,2006MM11,94.35,-0.54,-6.66,99.91,-2.66,1.2
1043,1160  ,2006MM12,93.72,-0.68,-6.72,100.04,0.13,1.42
1044,1160  ,2007MM01,93.53,-0.2,-5.02,101.23,1.18,3.28
1045,1160  ,2007MM02,92.89,-0.68,-5.98,102.04,0.8,2.15
1046,1160  ,2007MM03,93.46,0.61,-4.74,103.41,1.34,0.92
1047,1160  ,2007MM04,94.86,1.5,-1.82,103.49,0.08,0.19
1048,1160  ,2007MM05,95.71,0.9,0.28,103.43,-0.06,-0.08
1049,1160  ,2007MM06,98.38,2.79,2.56,105.65,2.14,-0.07
1050,1160  ,2007MM07,97.47,-0.93,1.75,105.35,-0.28,0.71
1051,1160  ,2007MM08,97.74,0.28,2.66,105.46,0.11,-2.58
1052,1160  ,2007MM09,99.55,1.85,4.83,105.55,0.09,-1.71
1053,1160  ,2007MM10,100.66,1.12,6.12,103.99,-1.48,1.31
1054,1160  ,2007MM11,99.89,-0.77,5.87,102.58,-1.36,2.67
1055,1160  ,2007MM12,101.06,1.17,7.84,103.15,0.56,3.11
1056,1160  ,2008MM01,104.8,3.7,12.05,107.08,3.8,5.78
1057,1160  ,2008MM02,104.41,-0.37,12.41,108.55,1.38,6.38
1058,1160  ,2008MM03,103.71,-0.67,10.97,110.83,2.1,7.17
1059,1160  ,2008MM04,104.58,0.84,10.25,112.66,1.65,8.86
1060,1160  ,2008MM05,105.97,1.33,10.72,113.51,0.76,9.75
1061,1160  ,2008MM06,105.49,-0.45,7.23,114.48,0.85,8.36
1062,1160  ,2008MM07,103.74,-1.66,6.44,115.65,1.02,9.78
1063,1160  ,2008MM08,104.46,0.69,6.88,116.41,0.66,10.38
1064,1160  ,2008MM09,105.33,0.83,5.81,115.44,-0.83,9.37
1065,1160  ,2008MM10,106.01,0.65,5.32,110.94,-3.9,6.68
1066,1160  ,2008MM11,106.52,0.47,6.63,108.34,-2.34,5.62
1067,1160  ,2008MM12,103.97,-2.39,2.88,108.41,0.06,5.09
1068,1160  ,2009MM01,103.82,-0.14,-0.93,109.42,0.93,2.18
1069,1160  ,2009MM02,103.53,-0.28,-0.84,111.7,2.09,2.9
1070,1160  ,2009MM03,101.71,-1.76,-1.92,113.55,1.65,2.45
1071,1160  ,2009MM04,102.28,0.56,-2.2,113.41,-0.12,0.67
1072,1160  ,2009MM05,102.04,-0.23,-3.7,112.59,-0.73,-0.82
1073,1160  ,2009MM06,101.33,-0.7,-3.94,114.38,1.59,-0.09
1074,1160  ,2009MM07,100.92,-0.41,-2.72,109.92,-3.9,-4.95
1075,1160  ,2009MM08,100.43,-0.48,-3.86,109.89,-0.03,-5.6
1076,1160  ,2009MM09,101.56,1.12,-3.58,107.85,-1.86,-6.57
1077,1160  ,2009MM10,103.4,1.81,-2.46,106.82,-0.95,-3.71
1078,1160  ,2009MM11,100.25,-3.05,-5.89,107.06,0.22,-1.19
1079,1160  ,2009MM12,101.22,0.98,-2.64,107.15,0.09,-1.16
1080,1160  ,2010MM01,102.99,1.75,-0.8,107.2,0.05,-2.02
1081,1160  ,2010MM02,105.09,2.03,1.5,108.39,1.1,-2.97
1082,1160  ,2010MM03,105.89,0.76,4.1,110.04,1.53,-3.08
1083,1160  ,2010MM04,108.94,2.88,6.51,111.97,1.75,-1.27
1084,1160  ,2010MM05,111.28,2.15,9.05,112.71,0.66,0.11
1085,1160  ,2010MM06,113.93,2.39,12.43,114.93,1.96,0.48
1086,1160  ,2010MM07,110.32,-3.17,9.31,111.8,-2.72,1.71
1087,1160  ,2010MM08,110.94,0.57,10.46,114.17,2.12,3.9
1088,1160  ,2010MM09,111.82,0.79,10.1,113.32,-0.75,5.07
1089,1160  ,2010MM10,110.12,-1.52,6.5,113.45,0.12,6.21
1090,1160  ,2010MM11,111.32,1.09,11.04,112.54,-0.81,5.12
1091,1160  ,2010MM12,113.67,2.11,12.29,113.33,0.7,5.77
1092,1160  ,2011MM01,116.93,2.87,13.53,113.58,0.22,5.95
1093,1160  ,2011MM02,119.04,1.81,13.28,118.4,4.24,9.24
1094,1160  ,2011MM03,118.21,-0.7,11.63,119.08,0.57,8.21
1095,1160  ,2011MM04,118.25,0.04,8.55,120.97,1.59,8.04
1096,1160  ,2011MM05,121.23,2.51,8.94,118.87,-1.74,5.46
1097,1160  ,2011MM06,123.08,1.53,8.03,117.88,-0.83,2.57
1098,1160  ,2011MM07,124.59,1.23,12.94,116.4,-1.26,4.11
1099,1160  ,2011MM08,125.84,1.0,13.43,114.82,-1.35,0.57
1100,1160  ,2011MM09,128.15,1.83,14.6,116.44,1.41,2.75
1101,1160  ,2011MM10,128.21,0.05,16.43,115.49,-0.81,1.8
1102,1160  ,2011MM11,129.46,0.98,16.3,113.84,-1.43,1.16
1103,1160  ,2011MM12,132.89,2.64,16.91,114.78,0.82,1.28
1104,1160  ,2012MM01,136.73,2.89,16.94,113.76,-0.89,0.16
1105,1160  ,2012MM02,135.71,-0.75,14.0,116.73,2.61,-1.41
1106,1160  ,2012MM03,136.0,0.21,15.05,117.63,0.78,-1.21
1107,1160  ,2012MM04,134.8,-0.88,13.99,120.27,2.24,-0.58
1108,1160  ,2012MM05,135.68,0.66,11.92,119.71,-0.46,0.71
1109,1160  ,2012MM06,137.08,1.03,11.37,121.05,1.12,2.69
1110,1160  ,2012MM07,139.89,2.05,12.28,117.69,-2.78,1.11
1111,1160  ,2012MM08,141.16,0.91,12.17,117.46,-0.19,2.3
1112,1160  ,2012MM09,136.48,-3.32,6.5,121.75,3.66,4.56
1113,1160  ,2012MM10,134.17,-1.69,4.65,123.6,1.51,7.02
1114,1160  ,2012MM11,135.51,0.99,4.67,121.34,-1.82,6.59
1115,1160  ,2012MM12,132.21,-2.43,-0.51,125.35,3.3,9.21
1116,1160  ,2013MM01,131.81,-0.3,-3.6,124.32,-0.82,9.28
1117,1160  ,2013MM02,132.63,0.63,-2.26,128.25,3.16,9.87
1118,1160  ,2013MM03,134.47,1.39,-1.12,128.21,-0.03,8.99
1119,1160  ,2013MM04,135.06,0.44,0.19,131.2,2.33,9.08
1120,1170  ,2000MM01,103.11,0.0,0.0,96.01,0.0,0.0
1121,1170  ,2000MM02,102.88,-0.23,0.0,93.5,-2.62,0.0
1122,1170  ,2000MM03,103.03,0.15,0.0,92.58,-0.98,0.0
1123,1170  ,2000MM04,103.35,0.31,0.0,93.06,0.52,0.0
1124,1170  ,2000MM05,103.33,-0.02,0.0,91.48,-1.69,0.0
1125,1170  ,2000MM06,103.02,-0.3,0.0,93.22,1.89,0.0
1126,1170  ,2000MM07,103.18,0.16,0.0,89.82,-3.65,0.0
1127,1170  ,2000MM08,103.43,0.24,0.0,88.63,-1.32,0.0
1128,1170  ,2000MM09,103.54,0.11,0.0,87.5,-1.27,0.0
1129,1170  ,2000MM10,103.55,0.01,0.0,90.0,2.85,0.0
1130,1170  ,2000MM11,103.54,-0.01,0.0,93.81,4.24,0.0
1131,1170  ,2000MM12,103.66,0.12,0.0,95.83,2.16,0.0
1132,1170  ,2001MM01,100.88,-2.68,-2.16,98.61,2.89,2.7
1133,1170  ,2001MM02,101.41,0.52,-1.43,97.6,-1.02,4.39
1134,1170  ,2001MM03,101.54,0.14,-1.44,104.45,7.01,12.82
1135,1170  ,2001MM04,101.59,0.05,-1.71,102.47,-1.9,10.11
1136,1170  ,2001MM05,101.74,0.15,-1.54,106.09,3.54,15.96
1137,1170  ,2001MM06,102.0,0.25,-0.99,102.1,-3.76,9.52
1138,1170  ,2001MM07,103.16,1.14,-0.02,98.47,-3.55,9.64
1139,1170  ,2001MM08,103.08,-0.08,-0.34,96.66,-1.84,9.06
1140,1170  ,2001MM09,103.04,-0.04,-0.48,98.79,2.2,12.89
1141,1170  ,2001MM10,103.97,0.9,0.4,99.02,0.24,10.03
1142,1170  ,2001MM11,104.23,0.26,0.67,99.17,0.15,5.71
1143,1170  ,2001MM12,104.79,0.53,1.09,105.44,6.33,10.02
1144,1170  ,2002MM01,107.63,2.71,6.69,122.16,15.86,23.88
1145,1170  ,2002MM02,107.76,0.12,6.26,117.46,-3.84,20.35
1146,1170  ,2002MM03,108.47,0.66,6.82,115.34,-1.81,10.43
1147,1170  ,2002MM04,108.56,0.08,6.86,105.84,-8.23,3.3
1148,1170  ,2002MM05,108.51,-0.04,6.66,106.19,0.33,0.09
1149,1170  ,2002MM06,108.5,-0.01,6.37,102.15,-3.8,0.05
1150,1170  ,2002MM07,105.87,-2.42,2.63,106.18,3.94,7.82
1151,1170  ,2002MM08,105.73,-0.13,2.58,98.16,-7.55,1.55
1152,1170  ,2002MM09,104.92,-0.77,1.82,103.44,5.38,4.71
1153,1170  ,2002MM10,105.26,0.33,1.25,97.27,-5.97,-1.77
1154,1170  ,2002MM11,105.24,-0.02,0.97,95.83,-1.47,-3.36
1155,1170  ,2002MM12,105.4,0.14,0.58,97.97,2.23,-7.08
1156,1170  ,2003MM01,103.95,-1.38,-3.42,105.84,8.04,-13.36
1157,1170  ,2003MM02,103.94,0.0,-3.54,108.57,2.58,-7.57
1158,1170  ,2003MM03,103.9,-0.04,-4.21,115.08,5.99,-0.22
1159,1170  ,2003MM04,103.9,-0.01,-4.29,108.71,-5.54,2.7
1160,1170  ,2003MM05,103.54,-0.35,-4.58,102.51,-5.7,-3.46
1161,1170  ,2003MM06,103.69,0.15,-4.43,101.64,-0.85,-0.5
1162,1170  ,2003MM07,103.23,-0.44,-2.5,99.38,-2.22,-6.4
1163,1170  ,2003MM08,103.2,-0.03,-2.4,106.3,6.97,8.29
1164,1170  ,2003MM09,104.05,0.83,-0.83,113.87,7.12,10.09
1165,1170  ,2003MM10,103.87,-0.17,-1.32,105.29,-7.53,8.25
1166,1170  ,2003MM11,104.01,0.14,-1.17,104.3,-0.95,8.83
1167,1170  ,2003MM12,104.05,0.03,-1.28,100.88,-3.28,2.97
1168,1170  ,2004MM01,104.99,0.91,1.01,107.51,6.57,1.57
1169,1170  ,2004MM02,104.35,-0.61,0.39,104.94,-2.39,-3.35
1170,1170  ,2004MM03,104.34,-0.01,0.42,104.14,-0.76,-9.5
1171,1170  ,2004MM04,104.75,0.39,0.82,103.71,-0.42,-4.6
1172,1170  ,2004MM05,105.14,0.38,1.55,102.15,-1.5,-0.35
1173,1170  ,2004MM06,105.18,0.04,1.44,102.35,0.2,0.7
1174,1170  ,2004MM07,105.38,0.19,2.08,98.03,-4.23,-1.36
1175,1170  ,2004MM08,104.39,-0.94,1.15,92.02,-6.13,-13.43
1176,1170  ,2004MM09,104.62,0.22,0.55,94.18,2.35,-17.29
1177,1170  ,2004MM10,104.22,-0.38,0.34,93.08,-1.16,-11.6
1178,1170  ,2004MM11,104.23,0.01,0.2,92.39,-0.74,-11.42
1179,1170  ,2004MM12,104.01,-0.2,-0.03,100.6,8.88,-0.28
1180,1170  ,2005MM01,101.99,-1.95,-2.86,101.3,0.7,-5.77
1181,1170  ,2005MM02,100.78,-1.18,-3.42,107.68,6.29,2.61
1182,1170  ,2005MM03,100.61,-0.17,-3.58,112.78,4.74,8.29
1183,1170  ,2005MM04,99.29,-1.31,-5.21,100.65,-10.75,-2.94
1184,1170  ,2005MM05,99.8,0.51,-5.08,101.38,0.72,-0.76
1185,1170  ,2005MM06,99.35,-0.45,-5.54,97.58,-3.75,-4.67
1186,1170  ,2005MM07,99.58,0.23,-5.5,96.05,-1.57,-2.02
1187,1170  ,2005MM08,99.55,-0.03,-4.63,99.67,3.77,8.31
1188,1170  ,2005MM09,99.82,0.28,-4.58,91.54,-8.16,-2.8
1189,1170  ,2005MM10,99.43,-0.39,-4.6,92.23,0.76,-0.91
1190,1170  ,2005MM11,99.74,0.32,-4.3,98.64,6.95,6.77
1191,1170  ,2005MM12,100.06,0.31,-3.81,100.5,1.88,-0.1
1192,1170  ,2006MM01,100.54,0.49,-1.42,108.09,7.56,6.7
1193,1170  ,2006MM02,100.05,-0.49,-0.73,109.11,0.94,1.33
1194,1170  ,2006MM03,99.55,-0.49,-1.05,110.58,1.35,-1.94
1195,1170  ,2006MM04,99.47,-0.09,0.18,111.9,1.19,11.18
1196,1170  ,2006MM05,99.51,0.05,-0.29,110.63,-1.14,9.12
1197,1170  ,2006MM06,99.57,0.05,0.22,112.63,1.81,15.43
1198,1170  ,2006MM07,101.36,1.8,1.78,110.93,-1.51,15.5
1199,1170  ,2006MM08,101.6,0.24,2.06,115.43,4.05,15.81
1200,1170  ,2006MM09,102.29,0.68,2.47,115.4,-0.02,26.07
1201,1170  ,2006MM10,103.37,1.06,3.96,110.09,-4.6,19.36
1202,1170  ,2006MM11,103.2,-0.17,3.46,113.31,2.93,14.87
1203,1170  ,2006MM12,105.38,2.11,5.32,113.79,0.42,13.23
1204,1170  ,2007MM01,111.07,5.4,10.47,118.55,4.18,9.67
1205,1170  ,2007MM02,111.53,0.42,11.48,118.9,0.3,8.98
1206,1170  ,2007MM03,111.58,0.04,12.08,116.66,-1.89,5.49
1207,1170  ,2007MM04,111.77,0.17,12.37,119.26,2.23,6.58
1208,1170  ,2007MM05,111.08,-0.62,11.62,117.26,-1.68,5.99
1209,1170  ,2007MM06,110.85,-0.21,11.33,116.92,-0.29,3.81
1210,1170  ,2007MM07,112.63,1.61,11.12,117.03,0.09,5.49
1211,1170  ,2007MM08,111.79,-0.75,10.04,111.74,-4.52,-3.2
1212,1170  ,2007MM09,111.18,-0.55,8.69,110.58,-1.03,-4.18
1213,1170  ,2007MM10,111.85,0.6,8.2,110.75,0.15,0.6
1214,1170  ,2007MM11,111.73,-0.1,8.27,112.69,1.75,-0.55
1215,1170  ,2007MM12,113.02,1.15,7.25,114.05,1.21,0.23
1216,1170  ,2008MM01,112.3,-0.63,1.11,117.05,2.63,-1.26
1217,1170  ,2008MM02,111.15,-1.02,-0.34,115.62,-1.22,-2.76
1218,1170  ,2008MM03,110.08,-0.96,-1.34,118.27,2.29,1.38
1219,1170  ,2008MM04,108.89,-1.09,-2.58,120.21,1.65,0.8
1220,1170  ,2008MM05,109.26,0.35,-1.64,121.92,1.42,3.98
1221,1170  ,2008MM06,108.67,-0.55,-1.97,121.25,-0.55,3.7
1222,1170  ,2008MM07,108.33,-0.31,-3.82,119.09,-1.78,1.77
1223,1170  ,2008MM08,108.64,0.29,-2.82,113.23,-4.92,1.34
1224,1170  ,2008MM09,109.27,0.58,-1.71,113.25,0.01,2.41
1225,1170  ,2008MM10,110.86,1.46,-0.88,115.33,1.84,4.13
1226,1170  ,2008MM11,111.05,0.17,-0.61,115.63,0.26,2.61
1227,1170  ,2008MM12,111.25,0.17,-1.57,118.7,2.66,4.08
1228,1170  ,2009MM01,111.77,0.47,-0.47,126.83,6.85,8.36
1229,1170  ,2009MM02,113.48,1.52,2.09,130.06,2.55,12.5
1230,1170  ,2009MM03,113.21,-0.23,2.84,128.05,-1.55,8.27
1231,1170  ,2009MM04,113.63,0.37,4.36,123.42,-3.62,2.67
1232,1170  ,2009MM05,112.07,-1.38,2.57,120.58,-2.3,-1.1
1233,1170  ,2009MM06,112.19,0.11,3.24,119.52,-0.88,-1.43
1234,1170  ,2009MM07,112.3,0.1,3.67,113.82,-4.77,-4.43
1235,1170  ,2009MM08,111.56,-0.66,2.69,110.1,-3.26,-2.77
1236,1170  ,2009MM09,111.55,-0.01,2.09,105.16,-4.49,-7.14
1237,1170  ,2009MM10,112.47,0.82,1.45,108.71,3.37,-5.74
1238,1170  ,2009MM11,112.31,-0.14,1.13,110.76,1.89,-4.21
1239,1170  ,2009MM12,112.35,0.04,0.99,112.55,1.62,-5.18
1240,1170  ,2010MM01,112.11,-0.21,0.3,119.6,6.26,-5.7
1241,1170  ,2010MM02,112.31,0.18,-1.03,121.93,1.95,-6.25
1242,1170  ,2010MM03,112.3,-0.01,-0.8,125.87,3.23,-1.7
1243,1170  ,2010MM04,112.32,0.02,-1.16,127.4,1.22,3.23
1244,1170  ,2010MM05,112.02,-0.27,-0.05,121.4,-4.71,0.68
1245,1170  ,2010MM06,110.24,-1.59,-1.74,119.66,-1.43,0.12
1246,1170  ,2010MM07,110.42,0.16,-1.68,125.95,5.25,10.66
1247,1170  ,2010MM08,109.86,-0.5,-1.52,122.52,-2.73,11.27
1248,1170  ,2010MM09,110.67,0.74,-0.79,122.08,-0.36,16.09
1249,1170  ,2010MM10,111.59,0.83,-0.78,122.39,0.26,12.59
1250,1170  ,2010MM11,111.87,0.25,-0.39,124.66,1.85,12.55
1251,1170  ,2010MM12,113.27,1.25,0.82,127.49,2.27,13.27
1252,1170  ,2011MM01,113.81,0.47,1.51,127.34,-0.12,6.47
1253,1170  ,2011MM02,114.45,0.57,1.91,129.1,1.39,5.88
1254,1170  ,2011MM03,114.73,0.25,2.17,129.33,0.17,2.75
1255,1170  ,2011MM04,114.79,0.05,2.2,129.34,0.01,1.52
1256,1170  ,2011MM05,113.74,-0.91,1.54,126.69,-2.05,4.36
1257,1170  ,2011MM06,113.22,-0.45,2.71,124.99,-1.34,4.45
1258,1170  ,2011MM07,113.36,0.12,2.67,123.08,-1.53,-2.28
1259,1170  ,2011MM08,113.07,-0.26,2.92,119.04,-3.28,-2.84
1260,1170  ,2011MM09,112.78,-0.26,1.9,114.98,-3.41,-5.82
1261,1170  ,2011MM10,114.15,1.21,2.29,114.05,-0.81,-6.82
1262,1170  ,2011MM11,114.6,0.4,2.44,115.69,1.44,-7.19
1263,1170  ,2011MM12,114.74,0.12,1.3,117.57,1.62,-7.78
1264,1170  ,2012MM01,116.71,1.71,2.55,116.46,-0.95,-8.54
1265,1170  ,2012MM02,116.69,-0.01,1.96,123.56,6.1,-4.3
1266,1170  ,2012MM03,116.64,-0.05,1.66,122.93,-0.51,-4.95
1267,1170  ,2012MM04,116.46,-0.16,1.45,120.92,-1.64,-6.51
1268,1170  ,2012MM05,116.74,0.25,2.64,119.45,-1.21,-5.71
1269,1170  ,2012MM06,116.93,0.16,3.27,122.4,2.47,-2.07
1270,1170  ,2012MM07,117.12,0.17,3.31,121.76,-0.53,-1.07
1271,1170  ,2012MM08,118.37,1.07,4.69,117.58,-3.43,-1.22
1272,1170  ,2012MM09,123.04,3.94,9.1,115.71,-1.6,0.63
1273,1170  ,2012MM10,123.8,0.62,8.46,119.4,3.19,4.69
1274,1170  ,2012MM11,124.01,0.17,8.21,120.02,0.52,3.74
1275,1170  ,2012MM12,123.84,-0.13,7.93,125.66,4.7,6.88
1276,1170  ,2013MM01,126.41,2.07,8.31,123.68,-1.58,6.2
1277,1170  ,2013MM02,126.03,-0.3,8.0,126.93,2.63,2.73
1278,1170  ,2013MM03,126.46,0.35,8.42,129.36,1.91,5.23
1279,1170  ,2013MM04,126.16,-0.24,8.34,128.44,-0.71,6.22
1280,1180  ,2000MM01,93.36,0.0,0.0,94.63,0.0,0.0
1281,1180  ,2000MM02,93.49,0.13,0.0,94.13,-0.53,0.0
1282,1180  ,2000MM03,93.57,0.09,0.0,94.26,0.15,0.0
1283,1180  ,2000MM04,93.64,0.07,0.0,94.13,-0.15,0.0
1284,1180  ,2000MM05,93.72,0.08,0.0,94.27,0.16,0.0
1285,1180  ,2000MM06,93.71,-0.01,0.0,93.96,-0.33,0.0
1286,1180  ,2000MM07,93.91,0.21,0.0,93.97,0.01,0.0
1287,1180  ,2000MM08,94.02,0.12,0.0,93.87,-0.1,0.0
1288,1180  ,2000MM09,94.07,0.05,0.0,94.13,0.27,0.0
1289,1180  ,2000MM10,94.6,0.57,0.0,94.48,0.37,0.0
1290,1180  ,2000MM11,94.51,-0.09,0.0,94.79,0.33,0.0
1291,1180  ,2000MM12,94.49,-0.03,0.0,94.63,-0.18,0.0
1292,1180  ,2001MM01,94.94,0.48,1.7,96.28,1.75,1.75
1293,1180  ,2001MM02,94.76,-0.19,1.37,96.92,0.66,2.97
1294,1180  ,2001MM03,94.91,0.15,1.43,97.19,0.28,3.11
1295,1180  ,2001MM04,95.17,0.28,1.63,98.53,1.37,4.67
1296,1180  ,2001MM05,95.3,0.13,1.68,98.43,-0.1,4.41
1297,1180  ,2001MM06,95.47,0.18,1.88,98.64,0.22,4.99
1298,1180  ,2001MM07,95.65,0.18,1.85,98.95,0.31,5.3
1299,1180  ,2001MM08,95.59,-0.06,1.66,99.21,0.27,5.69
1300,1180  ,2001MM09,95.31,-0.29,1.32,99.01,-0.21,5.18
1301,1180  ,2001MM10,95.67,0.38,1.13,99.19,0.19,4.99
1302,1180  ,2001MM11,95.75,0.08,1.3,99.31,0.12,4.77
1303,1180  ,2001MM12,94.94,-0.84,0.48,99.7,0.39,5.36
1304,1180  ,2002MM01,95.46,0.55,0.55,99.8,0.1,3.65
1305,1180  ,2002MM02,95.49,0.02,0.76,99.76,-0.04,2.93
1306,1180  ,2002MM03,95.73,0.26,0.87,100.34,0.58,3.24
1307,1180  ,2002MM04,95.69,-0.05,0.54,101.06,0.72,2.58
1308,1180  ,2002MM05,95.65,-0.03,0.38,101.46,0.39,3.08
1309,1180  ,2002MM06,95.82,0.17,0.36,101.49,0.03,2.88
1310,1180  ,2002MM07,96.53,0.75,0.93,102.55,1.05,3.64
1311,1180  ,2002MM08,96.62,0.09,1.08,102.64,0.09,3.46
1312,1180  ,2002MM09,96.69,0.07,1.45,103.17,0.52,4.21
1313,1180  ,2002MM10,96.8,0.11,1.18,102.88,-0.28,3.71
1314,1180  ,2002MM11,96.9,0.1,1.2,102.94,0.06,3.65
1315,1180  ,2002MM12,96.89,0.0,2.06,103.22,0.28,3.53
1316,1180  ,2003MM01,97.88,1.02,2.54,103.39,0.16,3.59
1317,1180  ,2003MM02,98.02,0.14,2.65,104.09,0.68,4.34
1318,1180  ,2003MM03,98.17,0.15,2.54,104.54,0.43,4.19
1319,1180  ,2003MM04,98.16,-0.01,2.58,105.37,0.79,4.26
1320,1180  ,2003MM05,98.21,0.05,2.67,105.6,0.22,4.09
1321,1180  ,2003MM06,98.31,0.11,2.6,106.01,0.39,4.46
1322,1180  ,2003MM07,98.17,-0.15,1.69,106.1,0.08,3.46
1323,1180  ,2003MM08,98.19,0.02,1.62,107.27,1.1,4.51
1324,1180  ,2003MM09,98.14,-0.04,1.5,106.24,-0.96,2.97
