ID,RegioS,TypeVerwarmingsinstallatie,Perioden,Woningen_1
16978,GM0431,A050120,2021JJ00,0.9
16979,GM0431,A050120,2022JJ00,1.0
16980,GM0432,A050112,2017JJ00,96.2
16981,GM0432,A050112,2018JJ00,96.0
16982,GM0432,A050112,2019JJ00,95.9
16983,GM0432,A050112,2020JJ00,94.8
16984,GM0432,A050112,2021JJ00,93.0
16985,GM0432,A050112,2022JJ00,91.4
16986,GM0432,A050113,2017JJ00,2.0
16987,GM0432,A050113,2018JJ00,2.0
16988,GM0432,A050113,2019JJ00,2.1
16989,GM0432,A050113,2020JJ00,3.0
16990,GM0432,A050113,2021JJ00,2.2
16991,GM0432,A050113,2022JJ00,2.1
16992,GM0432,A050114,2017JJ00,0.0
16993,GM0432,A050114,2018JJ00,0.0
16994,GM0432,A050114,2019JJ00,0.0
16995,GM0432,A050114,2020JJ00,0.0
16996,GM0432,A050114,2021JJ00,0.0
16997,GM0432,A050114,2022JJ00,0.0
16998,GM0432,A050115,2017JJ00,0.0
16999,GM0432,A050115,2018JJ00,0.0
17000,GM0432,A050115,2019JJ00,0.0
17001,GM0432,A050115,2020JJ00,0.0
17002,GM0432,A050115,2021JJ00,0.0
17003,GM0432,A050115,2022JJ00,0.0
17004,GM0432,A050116,2017JJ00,0.0
17005,GM0432,A050116,2018JJ00,0.0
17006,GM0432,A050116,2019JJ00,0.0
17007,GM0432,A050116,2020JJ00,0.0
17008,GM0432,A050116,2021JJ00,0.0
17009,GM0432,A050116,2022JJ00,0.0
17010,GM0432,A050117,2017JJ00,0.3
17011,GM0432,A050117,2018JJ00,0.4
17012,GM0432,A050117,2019JJ00,0.5
17013,GM0432,A050117,2020JJ00,0.7
17014,GM0432,A050117,2021JJ00,0.8
17015,GM0432,A050117,2022JJ00,1.0
17016,GM0432,A050118,2017JJ00,0.0
17017,GM0432,A050118,2018JJ00,0.1
17018,GM0432,A050118,2019JJ00,0.1
17019,GM0432,A050118,2020JJ00,0.1
17020,GM0432,A050118,2021JJ00,0.1
17021,GM0432,A050118,2022JJ00,0.2
17022,GM0432,A050119,2017JJ00,0.1
17023,GM0432,A050119,2018JJ00,0.3
17024,GM0432,A050119,2019JJ00,0.5
17025,GM0432,A050119,2020JJ00,0.6
17026,GM0432,A050119,2021JJ00,2.3
17027,GM0432,A050119,2022JJ00,3.2
17028,GM0432,A052175,2017JJ00,0.1
17029,GM0432,A052175,2018JJ00,0.3
17030,GM0432,A052175,2019JJ00,0.5
17031,GM0432,A052175,2020JJ00,0.6
17032,GM0432,A052175,2021JJ00,2.3
17033,GM0432,A052175,2022JJ00,3.2
17034,GM0432,A050120,2017JJ00,1.3
17035,GM0432,A050120,2018JJ00,1.1
17036,GM0432,A050120,2019JJ00,0.9
17037,GM0432,A050120,2020JJ00,0.8
17038,GM0432,A050120,2021JJ00,1.6
17039,GM0432,A050120,2022JJ00,2.0
17040,GM0086,A050112,2017JJ00,94.3
17041,GM0086,A050112,2018JJ00,93.0
17042,GM0086,A050112,2019JJ00,92.6
17043,GM0086,A050112,2020JJ00,92.1
17044,GM0086,A050112,2021JJ00,90.9
17045,GM0086,A050112,2022JJ00,89.3
17046,GM0086,A050113,2017JJ00,2.3
17047,GM0086,A050113,2018JJ00,1.5
17048,GM0086,A050113,2019JJ00,1.6
17049,GM0086,A050113,2020JJ00,2.9
17050,GM0086,A050113,2021JJ00,2.9
17051,GM0086,A050113,2022JJ00,2.8
17052,GM0086,A050114,2017JJ00,0.0
17053,GM0086,A050114,2018JJ00,0.0
17054,GM0086,A050114,2019JJ00,0.0
17055,GM0086,A050114,2020JJ00,0.0
17056,GM0086,A050114,2021JJ00,0.0
17057,GM0086,A050114,2022JJ00,0.0
17058,GM0086,A050115,2017JJ00,0.0
17059,GM0086,A050115,2018JJ00,0.0
17060,GM0086,A050115,2019JJ00,0.0
17061,GM0086,A050115,2020JJ00,0.0
17062,GM0086,A050115,2021JJ00,0.0
17063,GM0086,A050115,2022JJ00,0.0
17064,GM0086,A050116,2017JJ00,0.0
17065,GM0086,A050116,2018JJ00,0.0
17066,GM0086,A050116,2019JJ00,0.0
17067,GM0086,A050116,2020JJ00,0.0
17068,GM0086,A050116,2021JJ00,0.0
17069,GM0086,A050116,2022JJ00,0.0
17070,GM0086,A050117,2017JJ00,0.3
17071,GM0086,A050117,2018JJ00,0.3
17072,GM0086,A050117,2019JJ00,0.5
17073,GM0086,A050117,2020JJ00,0.6
17074,GM0086,A050117,2021JJ00,0.9
17075,GM0086,A050117,2022JJ00,1.4
17076,GM0086,A050118,2017JJ00,0.0
17077,GM0086,A050118,2018JJ00,0.0
17078,GM0086,A050118,2019JJ00,0.1
17079,GM0086,A050118,2020JJ00,0.1
17080,GM0086,A050118,2021JJ00,0.1
17081,GM0086,A050118,2022JJ00,0.1
17082,GM0086,A050119,2017JJ00,0.3
17083,GM0086,A050119,2018JJ00,1.5
17084,GM0086,A050119,2019JJ00,2.2
17085,GM0086,A050119,2020JJ00,2.9
17086,GM0086,A050119,2021JJ00,3.9
17087,GM0086,A050119,2022JJ00,4.8
17088,GM0086,A052175,2017JJ00,0.3
17089,GM0086,A052175,2018JJ00,1.5
17090,GM0086,A052175,2019JJ00,2.2
17091,GM0086,A052175,2020JJ00,2.9
17092,GM0086,A052175,2021JJ00,3.9
17093,GM0086,A052175,2022JJ00,4.8
17094,GM0086,A050120,2017JJ00,2.8
17095,GM0086,A050120,2018JJ00,3.7
17096,GM0086,A050120,2019JJ00,3.0
17097,GM0086,A050120,2020JJ00,1.3
17098,GM0086,A050120,2021JJ00,1.4
17099,GM0086,A050120,2022JJ00,1.6
17100,GM0828,A050112,2017JJ00,94.4
17101,GM0828,A050112,2018JJ00,94.2
17102,GM0828,A050112,2019JJ00,93.7
17103,GM0828,A050112,2020JJ00,93.8
17104,GM0828,A050112,2021JJ00,93.3
17105,GM0828,A050112,2022JJ00,92.2
17106,GM0828,A050113,2017JJ00,3.2
17107,GM0828,A050113,2018JJ00,3.3
17108,GM0828,A050113,2019JJ00,3.2
17109,GM0828,A050113,2020JJ00,3.4
17110,GM0828,A050113,2021JJ00,3.2
17111,GM0828,A050113,2022JJ00,2.8
17112,GM0828,A050114,2017JJ00,0.0
17113,GM0828,A050114,2018JJ00,0.1
17114,GM0828,A050114,2019JJ00,0.1
17115,GM0828,A050114,2020JJ00,0.1
17116,GM0828,A050114,2021JJ00,0.1
17117,GM0828,A050114,2022JJ00,0.1
17118,GM0828,A050115,2017JJ00,0.0
17119,GM0828,A050115,2018JJ00,0.0
17120,GM0828,A050115,2019JJ00,0.0
17121,GM0828,A050115,2020JJ00,0.0
17122,GM0828,A050115,2021JJ00,0.0
17123,GM0828,A050115,2022JJ00,0.0
17124,GM0828,A050116,2017JJ00,0.3
17125,GM0828,A050116,2018JJ00,0.3
17126,GM0828,A050116,2019JJ00,0.3
17127,GM0828,A050116,2020JJ00,0.2
17128,GM0828,A050116,2021JJ00,0.2
17129,GM0828,A050116,2022JJ00,0.4
17130,GM0828,A050117,2017JJ00,0.2
17131,GM0828,A050117,2018JJ00,0.3
17132,GM0828,A050117,2019JJ00,0.3
17133,GM0828,A050117,2020JJ00,0.5
17134,GM0828,A050117,2021JJ00,0.5
17135,GM0828,A050117,2022JJ00,0.8
17136,GM0828,A050118,2017JJ00,0.0
17137,GM0828,A050118,2018JJ00,0.0
17138,GM0828,A050118,2019JJ00,0.0
17139,GM0828,A050118,2020JJ00,0.0
17140,GM0828,A050118,2021JJ00,0.1
17141,GM0828,A050118,2022JJ00,0.1
17142,GM0828,A050119,2017JJ00,0.1
17143,GM0828,A050119,2018JJ00,0.2
17144,GM0828,A050119,2019JJ00,0.3
17145,GM0828,A050119,2020JJ00,0.6
17146,GM0828,A050119,2021JJ00,1.1
17147,GM0828,A050119,2022JJ00,1.9
17148,GM0828,A052175,2017JJ00,0.4
17149,GM0828,A052175,2018JJ00,0.5
17150,GM0828,A052175,2019JJ00,0.6
17151,GM0828,A052175,2020JJ00,0.8
17152,GM0828,A052175,2021JJ00,1.3
17153,GM0828,A052175,2022JJ00,2.3
17154,GM0828,A050120,2017JJ00,1.7
17155,GM0828,A050120,2018JJ00,1.7
17156,GM0828,A050120,2019JJ00,2.0
17157,GM0828,A050120,2020JJ00,1.3
17158,GM0828,A050120,2021JJ00,1.5
17159,GM0828,A050120,2022JJ00,1.8
17160,GM0584,A050112,2017JJ00,93.4
17161,GM0584,A050112,2018JJ00,93.2
17162,GM0584,A050112,2019JJ00,
17163,GM0584,A050112,2020JJ00,
17164,GM0584,A050112,2021JJ00,
17165,GM0584,A050112,2022JJ00,
17166,GM0584,A050113,2017JJ00,3.2
17167,GM0584,A050113,2018JJ00,3.2
17168,GM0584,A050113,2019JJ00,
17169,GM0584,A050113,2020JJ00,
17170,GM0584,A050113,2021JJ00,
17171,GM0584,A050113,2022JJ00,
17172,GM0584,A050114,2017JJ00,0.0
17173,GM0584,A050114,2018JJ00,0.0
17174,GM0584,A050114,2019JJ00,
17175,GM0584,A050114,2020JJ00,
17176,GM0584,A050114,2021JJ00,
17177,GM0584,A050114,2022JJ00,
17178,GM0584,A050115,2017JJ00,0.0
17179,GM0584,A050115,2018JJ00,0.0
17180,GM0584,A050115,2019JJ00,
17181,GM0584,A050115,2020JJ00,
17182,GM0584,A050115,2021JJ00,
17183,GM0584,A050115,2022JJ00,
17184,GM0584,A050116,2017JJ00,0.7
17185,GM0584,A050116,2018JJ00,0.7
17186,GM0584,A050116,2019JJ00,
17187,GM0584,A050116,2020JJ00,
17188,GM0584,A050116,2021JJ00,
17189,GM0584,A050116,2022JJ00,
17190,GM0584,A050117,2017JJ00,1.5
17191,GM0584,A050117,2018JJ00,1.7
17192,GM0584,A050117,2019JJ00,
17193,GM0584,A050117,2020JJ00,
17194,GM0584,A050117,2021JJ00,
17195,GM0584,A050117,2022JJ00,
17196,GM0584,A050118,2017JJ00,0.0
17197,GM0584,A050118,2018JJ00,0.0
17198,GM0584,A050118,2019JJ00,
17199,GM0584,A050118,2020JJ00,
17200,GM0584,A050118,2021JJ00,
17201,GM0584,A050118,2022JJ00,
17202,GM0584,A050119,2017JJ00,0.0
17203,GM0584,A050119,2018JJ00,0.2
17204,GM0584,A050119,2019JJ00,
17205,GM0584,A050119,2020JJ00,
17206,GM0584,A050119,2021JJ00,
17207,GM0584,A050119,2022JJ00,
17208,GM0584,A052175,2017JJ00,0.7
17209,GM0584,A052175,2018JJ00,0.9
17210,GM0584,A052175,2019JJ00,
17211,GM0584,A052175,2020JJ00,
17212,GM0584,A052175,2021JJ00,
17213,GM0584,A052175,2022JJ00,
17214,GM0584,A050120,2017JJ00,1.0
17215,GM0584,A050120,2018JJ00,1.1
17216,GM0584,A050120,2019JJ00,
17217,GM0584,A050120,2020JJ00,
17218,GM0584,A050120,2021JJ00,
17219,GM0584,A050120,2022JJ00,
17220,GM1509,A050112,2017JJ00,94.4
17221,GM1509,A050112,2018JJ00,94.3
17222,GM1509,A050112,2019JJ00,93.7
17223,GM1509,A050112,2020JJ00,93.4
17224,GM1509,A050112,2021JJ00,93.0
17225,GM1509,A050112,2022JJ00,91.2
17226,GM1509,A050113,2017JJ00,1.5
17227,GM1509,A050113,2018JJ00,1.5
17228,GM1509,A050113,2019JJ00,1.1
17229,GM1509,A050113,2020JJ00,1.3
17230,GM1509,A050113,2021JJ00,1.3
17231,GM1509,A050113,2022JJ00,1.3
17232,GM1509,A050114,2017JJ00,0.0
17233,GM1509,A050114,2018JJ00,0.0
17234,GM1509,A050114,2019JJ00,0.0
17235,GM1509,A050114,2020JJ00,0.0
17236,GM1509,A050114,2021JJ00,0.0
17237,GM1509,A050114,2022JJ00,0.0
17238,GM1509,A050115,2017JJ00,0.1
17239,GM1509,A050115,2018JJ00,0.0
17240,GM1509,A050115,2019JJ00,0.0
17241,GM1509,A050115,2020JJ00,0.0
17242,GM1509,A050115,2021JJ00,0.0
17243,GM1509,A050115,2022JJ00,0.0
17244,GM1509,A050116,2017JJ00,0.3
17245,GM1509,A050116,2018JJ00,0.4
17246,GM1509,A050116,2019JJ00,0.4
17247,GM1509,A050116,2020JJ00,0.3
17248,GM1509,A050116,2021JJ00,0.3
17249,GM1509,A050116,2022JJ00,0.3
17250,GM1509,A050117,2017JJ00,0.2
17251,GM1509,A050117,2018JJ00,0.3
17252,GM1509,A050117,2019JJ00,0.4
17253,GM1509,A050117,2020JJ00,0.9
17254,GM1509,A050117,2021JJ00,1.0
17255,GM1509,A050117,2022JJ00,1.2
17256,GM1509,A050118,2017JJ00,0.0
17257,GM1509,A050118,2018JJ00,0.0
17258,GM1509,A050118,2019JJ00,0.1
17259,GM1509,A050118,2020JJ00,0.1
17260,GM1509,A050118,2021JJ00,0.1
17261,GM1509,A050118,2022JJ00,0.2
17262,GM1509,A050119,2017JJ00,0.6
17263,GM1509,A050119,2018JJ00,0.7
17264,GM1509,A050119,2019JJ00,1.2
17265,GM1509,A050119,2020JJ00,1.8
17266,GM1509,A050119,2021JJ00,2.3
17267,GM1509,A050119,2022JJ00,3.6
17268,GM1509,A052175,2017JJ00,0.9
17269,GM1509,A052175,2018JJ00,1.1
17270,GM1509,A052175,2019JJ00,1.6
17271,GM1509,A052175,2020JJ00,2.2
17272,GM1509,A052175,2021JJ00,2.6
17273,GM1509,A052175,2022JJ00,3.9
17274,GM1509,A050120,2017JJ00,3.0
17275,GM1509,A050120,2018JJ00,2.8
17276,GM1509,A050120,2019JJ00,3.1
17277,GM1509,A050120,2020JJ00,2.1
17278,GM1509,A050120,2021JJ00,2.1
17279,GM1509,A050120,2022JJ00,2.2
17280,GM0437,A050112,2017JJ00,76.2
17281,GM0437,A050112,2018JJ00,78.3
17282,GM0437,A050112,2019JJ00,79.1
17283,GM0437,A050112,2020JJ00,79.8
17284,GM0437,A050112,2021JJ00,80.2
17285,GM0437,A050112,2022JJ00,79.5
17286,GM0437,A050113,2017JJ00,10.8
17287,GM0437,A050113,2018JJ00,11.1
17288,GM0437,A050113,2019JJ00,11.0
17289,GM0437,A050113,2020JJ00,10.8
17290,GM0437,A050113,2021JJ00,10.0
17291,GM0437,A050113,2022JJ00,9.8
17292,GM0437,A050114,2017JJ00,7.3
17293,GM0437,A050114,2018JJ00,7.3
17294,GM0437,A050114,2019JJ00,7.0
17295,GM0437,A050114,2020JJ00,6.8
17296,GM0437,A050114,2021JJ00,0.0
17297,GM0437,A050114,2022JJ00,0.0
17298,GM0437,A050115,2017JJ00,0.0
17299,GM0437,A050115,2018JJ00,0.0
17300,GM0437,A050115,2019JJ00,0.0
17301,GM0437,A050115,2020JJ00,0.0
17302,GM0437,A050115,2021JJ00,0.0
17303,GM0437,A050115,2022JJ00,0.0
17304,GM0437,A050116,2017JJ00,0.0
17305,GM0437,A050116,2018JJ00,0.0
17306,GM0437,A050116,2019JJ00,0.0
17307,GM0437,A050116,2020JJ00,0.0
17308,GM0437,A050116,2021JJ00,6.8
17309,GM0437,A050116,2022JJ00,6.7
17310,GM0437,A050117,2017JJ00,0.1
17311,GM0437,A050117,2018JJ00,0.1
17312,GM0437,A050117,2019JJ00,0.2
17313,GM0437,A050117,2020JJ00,0.2
17314,GM0437,A050117,2021JJ00,0.3
17315,GM0437,A050117,2022JJ00,0.3
17316,GM0437,A050118,2017JJ00,0.0
17317,GM0437,A050118,2018JJ00,0.0
17318,GM0437,A050118,2019JJ00,0.0
17319,GM0437,A050118,2020JJ00,0.0
17320,GM0437,A050118,2021JJ00,0.0
17321,GM0437,A050118,2022JJ00,0.0
17322,GM0437,A050119,2017JJ00,0.1
17323,GM0437,A050119,2018JJ00,0.1
17324,GM0437,A050119,2019JJ00,0.2
17325,GM0437,A050119,2020JJ00,0.5
17326,GM0437,A050119,2021JJ00,0.7
17327,GM0437,A050119,2022JJ00,0.8
17328,GM0437,A052175,2017JJ00,0.1
17329,GM0437,A052175,2018JJ00,0.1
17330,GM0437,A052175,2019JJ00,0.2
17331,GM0437,A052175,2020JJ00,0.5
17332,GM0437,A052175,2021JJ00,7.4
17333,GM0437,A052175,2022JJ00,7.5
17334,GM0437,A050120,2017JJ00,5.5
17335,GM0437,A050120,2018JJ00,3.0
17336,GM0437,A050120,2019JJ00,2.5
17337,GM0437,A050120,2020JJ00,1.8
17338,GM0437,A050120,2021JJ00,2.0
17339,GM0437,A050120,2022JJ00,2.8
17340,GM0589,A050112,2017JJ00,89.1
17341,GM0589,A050112,2018JJ00,89.5
17342,GM0589,A050112,2019JJ00,89.8
17343,GM0589,A050112,2020JJ00,89.4
17344,GM0589,A050112,2021JJ00,90.0
17345,GM0589,A050112,2022JJ00,89.3
17346,GM0589,A050113,2017JJ00,5.9
17347,GM0589,A050113,2018JJ00,5.9
17348,GM0589,A050113,2019JJ00,4.2
17349,GM0589,A050113,2020JJ00,4.2
17350,GM0589,A050113,2021JJ00,4.3
17351,GM0589,A050113,2022JJ00,4.0
17352,GM0589,A050114,2017JJ00,0.0
17353,GM0589,A050114,2018JJ00,0.0
17354,GM0589,A050114,2019JJ00,0.0
17355,GM0589,A050114,2020JJ00,0.0
17356,GM0589,A050114,2021JJ00,0.0
17357,GM0589,A050114,2022JJ00,0.0
17358,GM0589,A050115,2017JJ00,0.0
17359,GM0589,A050115,2018JJ00,0.0
17360,GM0589,A050115,2019JJ00,0.0
17361,GM0589,A050115,2020JJ00,0.0
17362,GM0589,A050115,2021JJ00,0.0
17363,GM0589,A050115,2022JJ00,0.0
17364,GM0589,A050116,2017JJ00,0.0
17365,GM0589,A050116,2018JJ00,0.0
17366,GM0589,A050116,2019JJ00,0.0
17367,GM0589,A050116,2020JJ00,0.0
17368,GM0589,A050116,2021JJ00,0.0
17369,GM0589,A050116,2022JJ00,0.0
17370,GM0589,A050117,2017JJ00,0.2
17371,GM0589,A050117,2018JJ00,0.2
17372,GM0589,A050117,2019JJ00,0.4
17373,GM0589,A050117,2020JJ00,1.2
17374,GM0589,A050117,2021JJ00,1.2
17375,GM0589,A050117,2022JJ00,1.5
17376,GM0589,A050118,2017JJ00,0.0
17377,GM0589,A050118,2018JJ00,0.0
17378,GM0589,A050118,2019JJ00,0.0
17379,GM0589,A050118,2020JJ00,0.0
17380,GM0589,A050118,2021JJ00,0.0
17381,GM0589,A050118,2022JJ00,0.0
17382,GM0589,A050119,2017JJ00,0.1
17383,GM0589,A050119,2018JJ00,0.4
17384,GM0589,A050119,2019JJ00,0.8
17385,GM0589,A050119,2020JJ00,0.9
17386,GM0589,A050119,2021JJ00,1.4
17387,GM0589,A050119,2022JJ00,1.6
17388,GM0589,A052175,2017JJ00,0.1
17389,GM0589,A052175,2018JJ00,0.4
17390,GM0589,A052175,2019JJ00,0.8
17391,GM0589,A052175,2020JJ00,0.9
17392,GM0589,A052175,2021JJ00,1.4
17393,GM0589,A052175,2022JJ00,1.6
17394,GM0589,A050120,2017JJ00,4.7
17395,GM0589,A050120,2018JJ00,3.9
17396,GM0589,A050120,2019JJ00,4.8
17397,GM0589,A050120,2020JJ00,4.2
17398,GM0589,A050120,2021JJ00,3.0
17399,GM0589,A050120,2022JJ00,3.5
17400,GM1734,A050112,2017JJ00,92.6
17401,GM1734,A050112,2018JJ00,92.8
17402,GM1734,A050112,2019JJ00,92.9
17403,GM1734,A050112,2020JJ00,93.1
17404,GM1734,A050112,2021JJ00,92.1
17405,GM1734,A050112,2022JJ00,91.0
17406,GM1734,A050113,2017JJ00,1.5
17407,GM1734,A050113,2018JJ00,1.7
17408,GM1734,A050113,2019JJ00,1.4
17409,GM1734,A050113,2020JJ00,1.8
17410,GM1734,A050113,2021JJ00,1.9
17411,GM1734,A050113,2022JJ00,1.8
17412,GM1734,A050114,2017JJ00,0.0
17413,GM1734,A050114,2018JJ00,0.0
17414,GM1734,A050114,2019JJ00,0.0
17415,GM1734,A050114,2020JJ00,0.0
17416,GM1734,A050114,2021JJ00,0.0
17417,GM1734,A050114,2022JJ00,0.0
17418,GM1734,A050115,2017JJ00,0.0
17419,GM1734,A050115,2018JJ00,0.0
17420,GM1734,A050115,2019JJ00,0.0
17421,GM1734,A050115,2020JJ00,0.0
17422,GM1734,A050115,2021JJ00,0.0
17423,GM1734,A050115,2022JJ00,0.0
17424,GM1734,A050116,2017JJ00,0.0
17425,GM1734,A050116,2018JJ00,0.1
17426,GM1734,A050116,2019JJ00,0.1
17427,GM1734,A050116,2020JJ00,0.1
17428,GM1734,A050116,2021JJ00,0.1
17429,GM1734,A050116,2022JJ00,0.1
17430,GM1734,A050117,2017JJ00,0.3
17431,GM1734,A050117,2018JJ00,0.2
17432,GM1734,A050117,2019JJ00,0.2
17433,GM1734,A050117,2020JJ00,0.4
17434,GM1734,A050117,2021JJ00,0.4
17435,GM1734,A050117,2022JJ00,0.5
17436,GM1734,A050118,2017JJ00,0.0
17437,GM1734,A050118,2018JJ00,0.0
17438,GM1734,A050118,2019JJ00,0.0
17439,GM1734,A050118,2020JJ00,0.1
17440,GM1734,A050118,2021JJ00,0.1
17441,GM1734,A050118,2022JJ00,0.2
17442,GM1734,A050119,2017JJ00,0.2
17443,GM1734,A050119,2018JJ00,0.7
17444,GM1734,A050119,2019JJ00,0.9
17445,GM1734,A050119,2020JJ00,1.2
17446,GM1734,A050119,2021JJ00,1.9
17447,GM1734,A050119,2022JJ00,2.6
17448,GM1734,A052175,2017JJ00,0.2
17449,GM1734,A052175,2018JJ00,0.8
17450,GM1734,A052175,2019JJ00,1.0
17451,GM1734,A052175,2020JJ00,1.3
17452,GM1734,A052175,2021JJ00,2.0
17453,GM1734,A052175,2022JJ00,2.6
17454,GM1734,A050120,2017JJ00,5.4
17455,GM1734,A050120,2018JJ00,4.4
17456,GM1734,A050120,2019JJ00,4.4
17457,GM1734,A050120,2020JJ00,3.4
17458,GM1734,A050120,2021JJ00,3.5
17459,GM1734,A050120,2022JJ00,3.9
17460,GM0590,A050112,2017JJ00,79.2
17461,GM0590,A050112,2018JJ00,78.9
17462,GM0590,A050112,2019JJ00,79.0
17463,GM0590,A050112,2020JJ00,79.0
17464,GM0590,A050112,2021JJ00,79.4
17465,GM0590,A050112,2022JJ00,79.1
17466,GM0590,A050113,2017JJ00,11.4
17467,GM0590,A050113,2018JJ00,11.5
17468,GM0590,A050113,2019JJ00,11.4
17469,GM0590,A050113,2020JJ00,11.6
17470,GM0590,A050113,2021JJ00,10.9
17471,GM0590,A050113,2022JJ00,10.4
17472,GM0590,A050114,2017JJ00,0.1
17473,GM0590,A050114,2018JJ00,0.3
17474,GM0590,A050114,2019JJ00,0.3
17475,GM0590,A050114,2020JJ00,0.3
17476,GM0590,A050114,2021JJ00,0.4
17477,GM0590,A050114,2022JJ00,0.3
17478,GM0590,A050115,2017JJ00,0.2
17479,GM0590,A050115,2018JJ00,0.0
17480,GM0590,A050115,2019JJ00,0.0
17481,GM0590,A050115,2020JJ00,0.0
17482,GM0590,A050115,2021JJ00,0.0
17483,GM0590,A050115,2022JJ00,0.0
17484,GM0590,A050116,2017JJ00,8.2
17485,GM0590,A050116,2018JJ00,8.5
17486,GM0590,A050116,2019JJ00,8.5
17487,GM0590,A050116,2020JJ00,8.1
17488,GM0590,A050116,2021JJ00,7.2
17489,GM0590,A050116,2022JJ00,7.2
17490,GM0590,A050117,2017JJ00,0.1
17491,GM0590,A050117,2018JJ00,0.1
17492,GM0590,A050117,2019JJ00,0.1
17493,GM0590,A050117,2020JJ00,0.2
17494,GM0590,A050117,2021JJ00,0.2
17495,GM0590,A050117,2022JJ00,0.3
17496,GM0590,A050118,2017JJ00,0.0
17497,GM0590,A050118,2018JJ00,0.0
17498,GM0590,A050118,2019JJ00,0.0
17499,GM0590,A050118,2020JJ00,0.0
17500,GM0590,A050118,2021JJ00,0.0
17501,GM0590,A050118,2022JJ00,0.0
17502,GM0590,A050119,2017JJ00,0.0
17503,GM0590,A050119,2018JJ00,0.1
17504,GM0590,A050119,2019JJ00,0.1
17505,GM0590,A050119,2020JJ00,0.2
17506,GM0590,A050119,2021JJ00,0.4
17507,GM0590,A050119,2022JJ00,1.0
17508,GM0590,A052175,2017JJ00,8.2
17509,GM0590,A052175,2018JJ00,8.6
17510,GM0590,A052175,2019JJ00,8.6
17511,GM0590,A052175,2020JJ00,8.3
17512,GM0590,A052175,2021JJ00,7.6
17513,GM0590,A052175,2022JJ00,8.1
17514,GM0590,A050120,2017JJ00,0.7
17515,GM0590,A050120,2018JJ00,0.6
17516,GM0590,A050120,2019JJ00,0.6
17517,GM0590,A050120,2020JJ00,0.6
17518,GM0590,A050120,2021JJ00,1.5
17519,GM0590,A050120,2022JJ00,1.7
17520,GM1894,A050112,2017JJ00,95.0
17521,GM1894,A050112,2018JJ00,94.6
17522,GM1894,A050112,2019JJ00,94.1
17523,GM1894,A050112,2020JJ00,94.0
17524,GM1894,A050112,2021JJ00,93.4
17525,GM1894,A050112,2022JJ00,91.6
17526,GM1894,A050113,2017JJ00,0.6
17527,GM1894,A050113,2018JJ00,0.6
17528,GM1894,A050113,2019JJ00,0.6
17529,GM1894,A050113,2020JJ00,0.9
17530,GM1894,A050113,2021JJ00,0.6
17531,GM1894,A050113,2022JJ00,0.6
17532,GM1894,A050114,2017JJ00,0.0
17533,GM1894,A050114,2018JJ00,0.0
17534,GM1894,A050114,2019JJ00,0.0
17535,GM1894,A050114,2020JJ00,0.0
17536,GM1894,A050114,2021JJ00,0.0
17537,GM1894,A050114,2022JJ00,0.0
17538,GM1894,A050115,2017JJ00,0.0
17539,GM1894,A050115,2018JJ00,0.0
17540,GM1894,A050115,2019JJ00,0.0
17541,GM1894,A050115,2020JJ00,0.0
17542,GM1894,A050115,2021JJ00,0.0
17543,GM1894,A050115,2022JJ00,0.0
17544,GM1894,A050116,2017JJ00,0.0
17545,GM1894,A050116,2018JJ00,0.0
17546,GM1894,A050116,2019JJ00,0.0
17547,GM1894,A050116,2020JJ00,0.0
17548,GM1894,A050116,2021JJ00,0.0
17549,GM1894,A050116,2022JJ00,0.0
17550,GM1894,A050117,2017JJ00,0.9
17551,GM1894,A050117,2018JJ00,1.2
17552,GM1894,A050117,2019JJ00,1.3
17553,GM1894,A050117,2020JJ00,1.6
17554,GM1894,A050117,2021JJ00,1.6
17555,GM1894,A050117,2022JJ00,2.0
17556,GM1894,A050118,2017JJ00,0.0
17557,GM1894,A050118,2018JJ00,0.0
17558,GM1894,A050118,2019JJ00,0.1
17559,GM1894,A050118,2020JJ00,0.1
17560,GM1894,A050118,2021JJ00,0.1
17561,GM1894,A050118,2022JJ00,0.2
17562,GM1894,A050119,2017JJ00,0.3
17563,GM1894,A050119,2018JJ00,0.6
17564,GM1894,A050119,2019JJ00,1.1
17565,GM1894,A050119,2020JJ00,1.7
17566,GM1894,A050119,2021JJ00,2.5
17567,GM1894,A050119,2022JJ00,3.6
17568,GM1894,A052175,2017JJ00,0.3
17569,GM1894,A052175,2018JJ00,0.6
17570,GM1894,A052175,2019JJ00,1.1
17571,GM1894,A052175,2020JJ00,1.7
17572,GM1894,A052175,2021JJ00,2.5
17573,GM1894,A052175,2022JJ00,3.6
17574,GM1894,A050120,2017JJ00,3.1
17575,GM1894,A050120,2018JJ00,3.0
17576,GM1894,A050120,2019JJ00,2.9
17577,GM1894,A050120,2020JJ00,1.7
17578,GM1894,A050120,2021JJ00,1.8
17579,GM1894,A050120,2022JJ00,2.0
17580,GM0765,A050112,2017JJ00,95.9
17581,GM0765,A050112,2018JJ00,96.3
17582,GM0765,A050112,2019JJ00,96.2
17583,GM0765,A050112,2020JJ00,95.9
17584,GM0765,A050112,2021JJ00,97.5
17585,GM0765,A050112,2022JJ00,96.4
17586,GM0765,A050113,2017JJ00,2.0
17587,GM0765,A050113,2018JJ00,2.0
17588,GM0765,A050113,2019JJ00,2.0
17589,GM0765,A050113,2020JJ00,2.0
