ID,BedrijfstakkenBranchesSBI2008,Perioden,PrijsindexArbeid_1,JaarmutatiePrijsVanArbeid_2,LoonkostenPerGewerktUur_3,JaarmutatieLoonkostenPerGewerktUur_4,Structuureffect_5
2062,422400 ,2010VJ09,93.1,3.1,90.1,3.1,-0.1
2063,422400 ,2010VJ12,93.1,2.7,90.0,2.5,-0.2
2064,422400 ,2011VJ03,92.9,1.9,89.8,1.9,0.0
2065,422400 ,2011VJ06,92.9,0.5,89.8,0.6,0.1
2066,422400 ,2011VJ09,93.1,0.0,90.1,0.1,0.1
2067,422400 ,2011VJ12,94.5,1.4,91.5,1.6,0.2
2068,422400 ,2012VJ03,94.2,1.4,91.3,1.7,0.3
2069,422400 ,2012VJ06,94.5,1.8,91.7,2.1,0.3
2070,422400 ,2012VJ09,95.2,2.3,92.5,2.7,0.4
2071,422400 ,2012VJ12,96.3,1.9,93.7,2.4,0.4
2072,422400 ,2013VJ03,97.7,3.7,95.2,4.3,0.6
2073,422400 ,2013VJ06,97.9,3.6,95.7,4.3,0.7
2074,422400 ,2013VJ09,98.2,3.1,96.2,4.0,0.8
2075,422400 ,2013VJ12,98.3,2.1,96.6,3.1,1.0
2076,422400 ,2014VJ03,98.4,0.7,96.9,1.8,1.0
2077,422400 ,2014VJ06,99.0,1.2,97.8,2.2,1.1
2078,422400 ,2014VJ09,99.1,0.9,98.0,1.9,1.0
2079,422400 ,2014VJ12,99.8,1.6,99.0,2.5,0.9
2080,422400 ,2015VJ03,100.0,1.7,99.4,2.5,0.9
2081,422400 ,2015VJ06,100.1,1.1,99.7,1.9,0.8
2082,422400 ,2015VJ09,100.6,1.5,100.4,2.4,0.8
2083,422400 ,2015VJ12,100.0,0.2,100.0,1.1,0.8
2084,422400 ,2016VJ03,100.6,0.6,100.7,1.3,0.7
2085,422400 ,2016VJ06,99.9,-0.2,100.1,0.4,0.6
2086,422400 ,2016VJ09,100.3,-0.3,100.5,0.1,0.4
2087,422400 ,2016VJ12,101.5,1.5,101.7,1.7,0.2
2088,422400 ,2017VJ03,100.9,0.4,101.1,0.4,0.1
2089,422400 ,2017VJ06,101.7,1.8,101.8,1.7,-0.1
2090,422400 ,2017VJ09,102.3,2.0,102.3,1.8,-0.2
2091,422400 ,2017VJ12,103.3,1.7,103.3,1.5,-0.2
2092,422400 ,2018VJ03,104.0,3.0,103.8,2.7,-0.3
2093,422400 ,2018VJ06,104.5,2.8,104.3,2.5,-0.3
2094,422400 ,2018VJ09,105.0,2.6,104.8,2.4,-0.3
2095,422400 ,2018VJ12,105.2,1.8,104.9,1.5,-0.3
2096,422400 ,2019VJ03,106.3,2.3,105.8,1.9,-0.3
2097,422400 ,2019VJ06,107.0,2.4,106.4,2.0,-0.4
2098,422400 ,2019VJ09,107.0,1.9,106.2,1.4,-0.5
2099,422400 ,2019VJ12,108.3,2.9,107.4,2.4,-0.5
2100,422400 ,2020VJ03,110.5,3.9,109.5,3.5,-0.4
2101,422400 ,2020VJ06,110.5,3.2,109.6,3.0,-0.2
2102,422400 ,2020VJ09,112.9,5.5,111.9,5.4,-0.1
2103,422400 ,2020VJ12,114.5,5.7,113.4,5.6,-0.1
2104,422400 ,2021VJ03,112.5,1.9,111.5,1.8,-0.1
2105,422400 ,2021VJ06,113.8,3.1,112.6,2.8,-0.3
2106,422400 ,2021VJ09,114.9,1.7,113.6,1.5,-0.3
2107,422400 ,2021VJ12,115.3,0.7,114.0,0.5,-0.3
2108,422400 ,2022VJ03,116.1,3.1,114.6,2.8,-0.3
2109,422400 ,2022VJ06,118.4,4.0,116.9,3.8,-0.2
2110,422400 ,2022VJ09,119.6,4.1,118.0,3.9,-0.2
2111,422400 ,2022VJ12,121.4,5.3,119.8,5.1,-0.2
2112,422400 ,2023VJ03,122.0,5.1,120.3,4.9,-0.2
2113,422400 ,2023VJ06,123.8,4.6,122.0,4.4,-0.2
2114,422400 ,2023VJ09,125.7,5.1,123.8,4.9,-0.2
2115,422400 ,2023VJ12,129.0,6.2,127.1,6.1,-0.1
2116,300014 ,2001JJ00,74.8,,71.5,,
2117,300014 ,2002JJ00,78.6,5.0,75.7,5.8,0.7
2118,300014 ,2003JJ00,82.5,5.0,79.8,5.5,0.5
2119,300014 ,2004JJ00,83.8,1.5,80.9,1.3,-0.2
2120,300014 ,2005JJ00,84.9,1.3,82.3,1.8,0.5
2121,300014 ,2006JJ00,86.2,1.6,84.1,2.2,0.6
2122,300014 ,2007JJ00,87.7,1.8,85.2,1.3,-0.5
2123,300014 ,2008JJ00,90.1,2.7,87.2,2.3,-0.3
2124,300014 ,2009JJ00,92.0,2.1,89.6,2.8,0.6
2125,300014 ,2010JJ00,93.1,1.2,91.4,2.0,0.7
2126,300014 ,2011JJ00,95.0,2.0,93.4,2.2,0.2
2127,300014 ,2012JJ00,97.5,2.7,96.0,2.8,0.2
2128,300014 ,2013JJ00,98.0,0.5,97.1,1.1,0.6
2129,300014 ,2014JJ00,99.1,1.1,99.0,2.0,0.9
2130,300014 ,2015JJ00,100.0,0.9,100.0,1.0,0.1
2131,300014 ,2016JJ00,101.3,1.3,101.2,1.2,-0.2
2132,300014 ,2017JJ00,102.8,1.5,102.3,1.1,-0.3
2133,300014 ,2018JJ00,104.9,2.0,104.1,1.8,-0.2
2134,300014 ,2019JJ00,108.3,3.3,107.4,3.2,-0.1
2135,300014 ,2020JJ00,109.8,1.4,109.8,2.2,0.8
2136,300014 ,2021JJ00,108.5,-1.2,109.0,-0.7,0.5
2137,300014 ,2022JJ00,117.2,8.0,116.5,6.8,-1.1
2138,300014 ,2023JJ00,124.9,6.5,123.9,6.4,-0.1
2139,300014 ,2006VJ12,86.2,1.6,84.1,2.2,0.6
2140,300014 ,2007VJ03,86.9,,84.7,,
2141,300014 ,2007VJ06,87.4,,85.0,,
2142,300014 ,2007VJ09,87.7,,85.3,,
2143,300014 ,2007VJ12,87.7,1.8,85.2,1.3,-0.5
2144,300014 ,2008VJ03,88.2,1.5,85.6,1.1,-0.4
2145,300014 ,2008VJ06,88.8,1.6,86.1,1.3,-0.3
2146,300014 ,2008VJ09,89.1,1.6,86.3,1.2,-0.4
2147,300014 ,2008VJ12,90.1,2.7,87.2,2.3,-0.3
2148,300014 ,2009VJ03,90.7,2.8,87.9,2.6,-0.2
2149,300014 ,2009VJ06,91.6,3.2,88.9,3.2,0.0
2150,300014 ,2009VJ09,91.7,3.0,89.2,3.4,0.4
2151,300014 ,2009VJ12,92.0,2.1,89.6,2.8,0.6
2152,300014 ,2010VJ03,92.7,2.2,90.5,3.0,0.8
2153,300014 ,2010VJ06,93.2,1.7,91.3,2.7,1.0
2154,300014 ,2010VJ09,93.1,1.5,91.3,2.3,0.8
2155,300014 ,2010VJ12,93.1,1.2,91.4,2.0,0.7
2156,300014 ,2011VJ03,93.2,0.6,91.5,1.1,0.5
2157,300014 ,2011VJ06,93.5,0.3,91.8,0.6,0.3
2158,300014 ,2011VJ09,93.8,0.8,92.2,1.0,0.2
2159,300014 ,2011VJ12,95.0,2.0,93.4,2.2,0.2
2160,300014 ,2012VJ03,95.1,2.0,93.5,2.1,0.1
2161,300014 ,2012VJ06,95.4,2.1,93.8,2.2,0.1
2162,300014 ,2012VJ09,96.4,2.8,94.9,3.0,0.2
2163,300014 ,2012VJ12,97.5,2.7,96.0,2.8,0.2
2164,300014 ,2013VJ03,98.7,3.8,97.3,4.1,0.3
2165,300014 ,2013VJ06,98.5,3.2,97.3,3.7,0.5
2166,300014 ,2013VJ09,98.4,2.1,97.4,2.6,0.5
2167,300014 ,2013VJ12,98.0,0.5,97.1,1.1,0.6
2168,300014 ,2014VJ03,98.1,-0.6,97.3,0.0,0.6
2169,300014 ,2014VJ06,98.4,-0.1,97.7,0.4,0.5
2170,300014 ,2014VJ09,98.2,-0.2,97.8,0.5,0.7
2171,300014 ,2014VJ12,99.1,1.1,99.0,2.0,0.9
2172,300014 ,2015VJ03,99.3,1.3,99.3,2.1,0.8
2173,300014 ,2015VJ06,99.8,1.4,99.8,2.1,0.7
2174,300014 ,2015VJ09,100.5,2.3,100.5,2.7,0.4
2175,300014 ,2015VJ12,100.0,0.9,100.0,1.0,0.1
2176,300014 ,2016VJ03,100.5,1.2,100.5,1.2,0.0
2177,300014 ,2016VJ06,100.0,0.2,100.0,0.2,0.0
2178,300014 ,2016VJ09,100.5,0.1,100.5,0.0,-0.1
2179,300014 ,2016VJ12,101.3,1.3,101.2,1.2,-0.2
2180,300014 ,2017VJ03,101.0,0.5,100.7,0.3,-0.3
2181,300014 ,2017VJ06,101.7,1.7,101.4,1.4,-0.3
2182,300014 ,2017VJ09,102.0,1.4,101.6,1.1,-0.4
2183,300014 ,2017VJ12,102.8,1.5,102.3,1.1,-0.3
2184,300014 ,2018VJ03,103.5,2.4,102.9,2.1,-0.3
2185,300014 ,2018VJ06,104.1,2.4,103.5,2.1,-0.3
2186,300014 ,2018VJ09,104.8,2.8,104.1,2.5,-0.2
2187,300014 ,2018VJ12,104.9,2.0,104.1,1.8,-0.2
2188,300014 ,2019VJ03,106.1,2.5,105.3,2.3,-0.2
2189,300014 ,2019VJ06,106.6,2.4,105.8,2.2,-0.2
2190,300014 ,2019VJ09,107.0,2.1,106.1,1.9,-0.1
2191,300014 ,2019VJ12,108.3,3.3,107.4,3.2,-0.1
2192,300014 ,2020VJ03,109.7,3.4,108.8,3.4,0.0
2193,300014 ,2020VJ06,109.3,2.5,109.0,3.0,0.5
2194,300014 ,2020VJ09,110.4,3.2,110.2,3.8,0.6
2195,300014 ,2020VJ12,109.8,1.4,109.8,2.2,0.8
2196,300014 ,2021VJ03,107.0,-2.5,107.6,-1.1,1.4
2197,300014 ,2021VJ06,106.1,-2.9,106.8,-2.0,1.0
2198,300014 ,2021VJ09,107.1,-2.9,107.8,-2.1,0.8
2199,300014 ,2021VJ12,108.5,-1.2,109.0,-0.7,0.5
2200,300014 ,2022VJ03,109.8,2.7,109.6,1.9,-0.8
2201,300014 ,2022VJ06,113.6,7.1,112.9,5.7,-1.3
2202,300014 ,2022VJ09,115.3,7.6,114.5,6.2,-1.3
2203,300014 ,2022VJ12,117.2,8.0,116.5,6.8,-1.1
2204,300014 ,2023VJ03,119.2,8.5,118.3,7.9,-0.6
2205,300014 ,2023VJ06,121.1,6.6,120.2,6.4,-0.1
2206,300014 ,2023VJ09,122.8,6.5,121.9,6.4,-0.1
2207,300014 ,2023VJ12,124.9,6.5,123.9,6.4,-0.1
