ID,BedrijfstakkenBranchesSBI2008,Perioden,PrijsindexArbeid_1,JaarmutatiePrijsVanArbeid_2,LoonkostenPerGewerktUur_3,JaarmutatieLoonkostenPerGewerktUur_4,Structuureffect_5
0,T001081,2001JJ00,77.3,,71.6,,
1,T001081,2002JJ00,80.7,4.4,75.3,5.1,0.7
2,T001081,2003JJ00,83.1,2.9,78.2,3.8,0.9
3,T001081,2004JJ00,83.8,0.8,79.4,1.5,0.6
4,T001081,2005JJ00,85.5,2.0,81.6,2.8,0.8
5,T001081,2006JJ00,86.7,1.5,83.3,2.1,0.6
6,T001081,2007JJ00,89.3,3.0,85.9,3.1,0.1
7,T001081,2008JJ00,92.7,3.7,89.2,3.9,0.1
8,T001081,2009JJ00,94.2,1.6,91.7,2.8,1.2
9,T001081,2010JJ00,94.4,0.3,92.6,1.0,0.7
10,T001081,2011JJ00,96.0,1.7,94.4,2.0,0.2
11,T001081,2012JJ00,98.1,2.1,97.1,2.8,0.7
12,T001081,2013JJ00,99.1,1.0,98.9,1.8,0.8
13,T001081,2014JJ00,99.8,0.8,100.0,1.1,0.4
14,T001081,2015JJ00,100.0,0.2,100.0,0.0,-0.1
15,T001081,2016JJ00,101.0,1.0,100.7,0.7,-0.3
16,T001081,2017JJ00,102.6,1.6,101.7,1.0,-0.5
17,T001081,2018JJ00,104.8,2.2,103.7,1.9,-0.3
18,T001081,2019JJ00,107.3,2.4,106.3,2.5,0.1
19,T001081,2020JJ00,110.3,2.8,110.9,4.3,1.5
20,T001081,2021JJ00,111.3,0.9,111.7,0.8,-0.1
21,T001081,2022JJ00,118.7,6.7,118.5,6.1,-0.5
22,T001081,2023JJ00,126.3,6.4,126.6,6.8,0.4
23,T001081,2006VJ12,86.7,1.5,83.3,2.1,0.6
24,T001081,2007VJ03,87.5,,84.1,,
25,T001081,2007VJ06,88.1,,84.7,,
26,T001081,2007VJ09,88.6,,85.2,,
27,T001081,2007VJ12,89.3,3.0,85.9,3.1,0.1
28,T001081,2008VJ03,90.5,3.3,87.0,3.4,0.1
29,T001081,2008VJ06,91.4,3.7,87.9,3.8,0.1
30,T001081,2008VJ09,91.9,3.7,88.4,3.8,0.1
31,T001081,2008VJ12,92.7,3.7,89.2,3.9,0.1
32,T001081,2009VJ03,93.0,2.9,89.7,3.2,0.3
33,T001081,2009VJ06,93.9,2.8,90.9,3.4,0.6
34,T001081,2009VJ09,94.1,2.4,91.4,3.3,0.9
35,T001081,2009VJ12,94.2,1.6,91.7,2.8,1.2
36,T001081,2010VJ03,94.5,1.6,92.3,2.9,1.3
37,T001081,2010VJ06,94.8,0.9,92.8,2.1,1.2
38,T001081,2010VJ09,94.4,0.3,92.5,1.3,0.9
39,T001081,2010VJ12,94.4,0.3,92.6,1.0,0.7
40,T001081,2011VJ03,94.5,0.0,92.7,0.4,0.4
41,T001081,2011VJ06,94.5,-0.3,92.8,0.0,0.2
42,T001081,2011VJ09,94.8,0.5,93.2,0.7,0.3
43,T001081,2011VJ12,96.0,1.7,94.4,2.0,0.2
44,T001081,2012VJ03,96.0,1.6,94.5,1.9,0.3
45,T001081,2012VJ06,96.3,1.9,95.0,2.3,0.4
46,T001081,2012VJ09,97.2,2.5,96.0,3.0,0.5
47,T001081,2012VJ12,98.1,2.1,97.1,2.8,0.7
48,T001081,2013VJ03,99.3,3.4,98.5,4.2,0.7
49,T001081,2013VJ06,99.3,3.1,98.7,3.9,0.8
50,T001081,2013VJ09,99.3,2.1,98.9,3.0,0.9
51,T001081,2013VJ12,99.1,1.0,98.9,1.8,0.8
52,T001081,2014VJ03,99.0,-0.3,98.9,0.4,0.7
53,T001081,2014VJ06,99.2,-0.1,99.2,0.6,0.6
54,T001081,2014VJ09,99.1,-0.2,99.2,0.3,0.5
55,T001081,2014VJ12,99.8,0.8,100.0,1.1,0.4
56,T001081,2015VJ03,100.0,1.1,100.1,1.3,0.2
57,T001081,2015VJ06,100.3,1.1,100.4,1.2,0.1
58,T001081,2015VJ09,100.7,1.5,100.7,1.5,0.0
59,T001081,2015VJ12,100.0,0.2,100.0,0.0,-0.1
60,T001081,2016VJ03,100.4,0.4,100.4,0.2,-0.2
61,T001081,2016VJ06,99.8,-0.5,99.7,-0.7,-0.2
62,T001081,2016VJ09,100.2,-0.4,100.1,-0.6,-0.2
63,T001081,2016VJ12,101.0,1.0,100.7,0.7,-0.3
64,T001081,2017VJ03,100.4,0.0,100.1,-0.3,-0.3
65,T001081,2017VJ06,101.1,1.3,100.7,1.0,-0.3
66,T001081,2017VJ09,101.5,1.3,100.9,0.8,-0.5
67,T001081,2017VJ12,102.6,1.6,101.7,1.0,-0.5
68,T001081,2018VJ03,103.5,3.0,102.5,2.4,-0.6
69,T001081,2018VJ06,104.1,2.9,103.0,2.3,-0.6
70,T001081,2018VJ09,104.7,3.2,103.6,2.7,-0.5
71,T001081,2018VJ12,104.8,2.2,103.7,1.9,-0.3
72,T001081,2019VJ03,105.7,2.2,104.5,1.9,-0.2
73,T001081,2019VJ06,106.3,2.1,105.1,2.0,-0.1
74,T001081,2019VJ09,106.3,1.5,105.3,1.6,0.1
75,T001081,2019VJ12,107.3,2.4,106.3,2.5,0.1
76,T001081,2020VJ03,109.1,3.3,108.3,3.6,0.3
77,T001081,2020VJ06,108.5,2.1,108.2,2.9,0.8
78,T001081,2020VJ09,110.4,3.8,110.4,4.9,1.1
79,T001081,2020VJ12,110.3,2.8,110.9,4.3,1.5
80,T001081,2021VJ03,108.6,-0.5,109.6,1.2,1.7
81,T001081,2021VJ06,109.8,1.2,110.6,2.2,1.0
82,T001081,2021VJ09,110.7,0.3,111.3,0.8,0.5
83,T001081,2021VJ12,111.3,0.9,111.7,0.8,-0.1
84,T001081,2022VJ03,112.4,3.5,112.4,2.5,-0.9
85,T001081,2022VJ06,114.7,4.4,114.5,3.5,-0.9
86,T001081,2022VJ09,116.1,4.9,116.0,4.2,-0.7
87,T001081,2022VJ12,118.7,6.7,118.5,6.1,-0.5
88,T001081,2023VJ03,120.1,6.8,120.0,6.7,-0.1
89,T001081,2023VJ06,122.0,6.4,122.0,6.6,0.2
90,T001081,2023VJ09,123.8,6.6,124.0,6.9,0.3
91,T001081,2023VJ12,126.3,6.4,126.6,6.8,0.4
92,301000 ,2001JJ00,78.5,,72.5,,
93,301000 ,2002JJ00,82.7,5.3,76.7,5.9,0.5
94,301000 ,2003JJ00,85.4,3.3,79.7,3.9,0.6
95,301000 ,2004JJ00,84.3,-1.3,79.5,-0.3,1.0
96,301000 ,2005JJ00,85.9,1.9,79.6,0.1,-1.7
97,301000 ,2006JJ00,86.4,0.6,80.8,1.6,0.9
98,301000 ,2007JJ00,89.1,3.1,83.8,3.6,0.6
99,301000 ,2008JJ00,92.4,3.7,87.5,4.5,0.7
100,301000 ,2009JJ00,92.0,-0.4,87.3,-0.3,0.1
101,301000 ,2010JJ00,94.1,2.3,91.0,4.3,2.0
102,301000 ,2011JJ00,96.2,2.2,93.5,2.7,0.6
103,301000 ,2012JJ00,99.2,3.1,97.0,3.7,0.6
104,301000 ,2013JJ00,98.7,-0.5,97.4,0.4,0.9
105,301000 ,2014JJ00,99.0,0.3,98.6,1.3,1.0
106,301000 ,2015JJ00,100.0,1.0,100.0,1.4,0.4
107,301000 ,2016JJ00,98.7,-1.3,99.3,-0.7,0.6
108,301000 ,2017JJ00,99.5,0.7,99.9,0.6,-0.1
109,301000 ,2018JJ00,101.6,2.1,102.4,2.5,0.4
110,301000 ,2019JJ00,103.1,1.5,104.6,2.1,0.7
111,301000 ,2020JJ00,103.8,0.7,105.4,0.7,0.1
112,301000 ,2021JJ00,105.8,2.0,108.6,3.1,1.0
113,301000 ,2022JJ00,110.6,4.5,114.7,5.6,1.1
114,301000 ,2023JJ00,119.2,7.8,124.6,8.6,0.7
115,301000 ,2006VJ12,86.4,0.6,80.8,1.6,0.9
116,301000 ,2007VJ03,86.9,,81.3,,
117,301000 ,2007VJ06,87.0,,81.6,,
118,301000 ,2007VJ09,88.2,,82.8,,
119,301000 ,2007VJ12,89.1,3.1,83.8,3.6,0.6
120,301000 ,2008VJ03,89.5,3.0,84.2,3.6,0.6
121,301000 ,2008VJ06,90.4,3.8,85.3,4.5,0.6
122,301000 ,2008VJ09,92.2,4.6,87.3,5.4,0.8
123,301000 ,2008VJ12,92.4,3.7,87.5,4.5,0.7
124,301000 ,2009VJ03,92.9,3.8,88.1,4.5,0.7
125,301000 ,2009VJ06,93.0,3.0,88.3,3.5,0.6
126,301000 ,2009VJ09,93.1,0.9,88.3,1.2,0.3
127,301000 ,2009VJ12,92.0,-0.4,87.3,-0.3,0.1
128,301000 ,2010VJ03,94.3,1.5,89.9,2.1,0.6
129,301000 ,2010VJ06,94.7,1.8,90.8,2.9,1.1
130,301000 ,2010VJ09,93.0,-0.1,89.6,1.5,1.5
131,301000 ,2010VJ12,94.1,2.3,91.0,4.3,2.0
132,301000 ,2011VJ03,94.2,0.0,91.2,1.5,1.5
133,301000 ,2011VJ06,94.3,-0.4,91.5,0.7,1.1
134,301000 ,2011VJ09,94.9,2.0,92.2,2.9,0.8
135,301000 ,2011VJ12,96.2,2.2,93.5,2.7,0.6
136,301000 ,2012VJ03,96.5,2.4,93.9,2.9,0.5
137,301000 ,2012VJ06,97.2,3.0,94.8,3.6,0.6
138,301000 ,2012VJ09,98.2,3.5,95.9,4.0,0.5
139,301000 ,2012VJ12,99.2,3.1,97.0,3.7,0.6
140,301000 ,2013VJ03,99.9,3.5,97.9,4.2,0.7
141,301000 ,2013VJ06,99.6,2.5,97.9,3.3,0.7
142,301000 ,2013VJ09,99.6,1.4,98.0,2.3,0.8
143,301000 ,2013VJ12,98.7,-0.5,97.4,0.4,0.9
144,301000 ,2014VJ03,98.5,-1.4,97.4,-0.5,1.0
145,301000 ,2014VJ06,98.5,-1.2,97.5,-0.4,0.8
146,301000 ,2014VJ09,98.1,-1.5,97.5,-0.5,1.0
147,301000 ,2014VJ12,99.0,0.3,98.6,1.3,1.0
148,301000 ,2015VJ03,99.3,0.8,99.0,1.6,0.8
149,301000 ,2015VJ06,99.9,1.4,99.8,2.4,0.9
150,301000 ,2015VJ09,100.5,2.4,100.5,3.1,0.6
151,301000 ,2015VJ12,100.0,1.0,100.0,1.4,0.4
152,301000 ,2016VJ03,100.0,0.8,100.1,1.1,0.3
153,301000 ,2016VJ06,98.7,-1.1,98.9,-0.9,0.3
154,301000 ,2016VJ09,98.6,-1.8,99.1,-1.4,0.4
155,301000 ,2016VJ12,98.7,-1.3,99.3,-0.7,0.6
156,301000 ,2017VJ03,98.1,-2.0,98.7,-1.4,0.5
157,301000 ,2017VJ06,98.6,-0.1,99.2,0.2,0.4
158,301000 ,2017VJ09,98.7,0.0,99.2,0.1,0.1
159,301000 ,2017VJ12,99.5,0.7,99.9,0.6,-0.1
160,301000 ,2018VJ03,100.2,2.1,100.7,2.0,-0.1
161,301000 ,2018VJ06,101.1,2.6,101.8,2.6,0.1
162,301000 ,2018VJ09,101.7,3.0,102.4,3.3,0.2
163,301000 ,2018VJ12,101.6,2.1,102.4,2.5,0.4
164,301000 ,2019VJ03,102.2,2.0,103.1,2.4,0.4
165,301000 ,2019VJ06,102.4,1.3,103.5,1.7,0.4
166,301000 ,2019VJ09,102.4,0.8,103.7,1.3,0.5
167,301000 ,2019VJ12,103.1,1.5,104.6,2.1,0.7
168,301000 ,2020VJ03,104.3,2.1,106.1,2.9,0.8
169,301000 ,2020VJ06,103.5,1.0,105.0,1.5,0.5
170,301000 ,2020VJ09,104.9,2.4,106.5,2.7,0.3
171,301000 ,2020VJ12,103.8,0.7,105.4,0.7,0.1
172,301000 ,2021VJ03,102.5,-1.7,104.1,-1.9,-0.2
173,301000 ,2021VJ06,103.7,0.3,105.9,0.9,0.6
174,301000 ,2021VJ09,104.6,-0.2,107.1,0.6,0.8
175,301000 ,2021VJ12,105.8,2.0,108.6,3.1,1.0
176,301000 ,2022VJ03,106.5,3.9,109.6,5.3,1.3
177,301000 ,2022VJ06,108.3,4.4,111.9,5.6,1.2
178,301000 ,2022VJ09,108.8,4.0,112.7,5.2,1.2
179,301000 ,2022VJ12,110.6,4.5,114.7,5.6,1.1
180,301000 ,2023VJ03,112.2,5.4,116.6,6.4,0.9
181,301000 ,2023VJ06,114.2,5.5,118.8,6.2,0.7
182,301000 ,2023VJ09,116.9,7.4,121.9,8.1,0.7
183,301000 ,2023VJ12,119.2,7.8,124.6,8.6,0.7
184,300003 ,2001JJ00,78.1,,69.8,,
185,300003 ,2002JJ00,81.5,4.3,73.6,5.3,1.0
186,300003 ,2003JJ00,83.8,2.8,76.3,3.8,0.9
187,300003 ,2004JJ00,85.1,1.6,78.3,2.5,0.9
188,300003 ,2005JJ00,86.1,1.2,80.0,2.2,1.1
189,300003 ,2006JJ00,87.8,2.0,82.1,2.6,0.6
190,300003 ,2007JJ00,89.8,2.2,84.3,2.7,0.5
191,300003 ,2008JJ00,94.1,4.8,88.7,5.1,0.3
192,300003 ,2009JJ00,97.2,3.3,92.4,4.1,0.8
193,300003 ,2010JJ00,94.7,-2.6,91.2,-1.3,1.4
194,300003 ,2011JJ00,96.1,1.6,93.1,2.1,0.5
195,300003 ,2012JJ00,98.9,2.8,96.5,3.7,0.8
196,300003 ,2013JJ00,98.7,-0.1,97.5,1.1,1.2
197,300003 ,2014JJ00,100.4,1.7,99.9,2.4,0.7
198,300003 ,2015JJ00,100.0,-0.4,100.0,0.1,0.5
199,300003 ,2016JJ00,101.2,1.2,101.7,1.7,0.5
200,300003 ,2017JJ00,102.4,1.1,103.1,1.3,0.2
201,300003 ,2018JJ00,104.6,2.2,105.4,2.3,0.1
202,300003 ,2019JJ00,106.6,2.0,107.7,2.1,0.2
203,300003 ,2020JJ00,111.6,4.7,112.8,4.8,0.1
204,300003 ,2021JJ00,111.6,0.0,113.2,0.3,0.3
205,300003 ,2022JJ00,118.7,6.4,120.7,6.7,0.3
206,300003 ,2023JJ00,125.4,5.7,128.1,6.1,0.4
207,300003 ,2006VJ12,87.8,2.0,82.1,2.6,0.6
208,300003 ,2007VJ03,88.5,,82.9,,
209,300003 ,2007VJ06,89.1,,83.5,,
210,300003 ,2007VJ09,89.3,,83.9,,
211,300003 ,2007VJ12,89.8,2.2,84.3,2.7,0.5
212,300003 ,2008VJ03,91.3,3.1,85.9,3.6,0.5
213,300003 ,2008VJ06,92.7,4.1,87.2,4.5,0.4
214,300003 ,2008VJ09,93.3,4.5,87.9,4.8,0.3
215,300003 ,2008VJ12,94.1,4.8,88.7,5.1,0.3
216,300003 ,2009VJ03,94.9,4.0,89.6,4.3,0.3
217,300003 ,2009VJ06,96.1,3.7,90.9,4.2,0.5
218,300003 ,2009VJ09,96.8,3.8,91.8,4.4,0.7
219,300003 ,2009VJ12,97.2,3.3,92.4,4.1,0.8
220,300003 ,2010VJ03,97.3,2.4,92.7,3.5,1.1
221,300003 ,2010VJ06,96.8,0.7,92.7,2.0,1.2
222,300003 ,2010VJ09,95.4,-1.5,91.6,-0.2,1.3
223,300003 ,2010VJ12,94.7,-2.6,91.2,-1.3,1.4
224,300003 ,2011VJ03,94.7,-2.6,91.4,-1.5,1.2
225,300003 ,2011VJ06,94.6,-2.3,91.4,-1.4,0.9
226,300003 ,2011VJ09,94.9,-0.5,91.8,0.2,0.7
227,300003 ,2011VJ12,96.1,1.6,93.1,2.1,0.5
228,300003 ,2012VJ03,96.3,1.7,93.4,2.2,0.5
229,300003 ,2012VJ06,96.8,2.3,94.0,2.9,0.6
230,300003 ,2012VJ09,97.8,3.1,95.3,3.8,0.7
231,300003 ,2012VJ12,98.9,2.8,96.5,3.7,0.8
232,300003 ,2013VJ03,100.0,3.8,97.9,4.8,1.0
233,300003 ,2013VJ06,99.7,3.0,97.9,4.1,1.1
234,300003 ,2013VJ09,99.3,1.5,97.8,2.6,1.1
235,300003 ,2013VJ12,98.7,-0.1,97.5,1.1,1.2
236,300003 ,2014VJ03,98.6,-1.4,97.6,-0.3,1.1
237,300003 ,2014VJ06,99.1,-0.6,98.3,0.4,1.0
238,300003 ,2014VJ09,99.3,0.0,98.6,0.9,0.9
239,300003 ,2014VJ12,100.4,1.7,99.9,2.4,0.7
240,300003 ,2015VJ03,100.5,1.9,100.1,2.6,0.7
241,300003 ,2015VJ06,100.7,1.6,100.5,2.2,0.6
242,300003 ,2015VJ09,100.9,1.6,100.8,2.2,0.5
243,300003 ,2015VJ12,100.0,-0.4,100.0,0.1,0.5
244,300003 ,2016VJ03,100.7,0.2,100.8,0.7,0.5
245,300003 ,2016VJ06,100.1,-0.6,100.4,-0.1,0.5
246,300003 ,2016VJ09,100.6,-0.3,101.0,0.2,0.5
247,300003 ,2016VJ12,101.2,1.2,101.7,1.7,0.5
248,300003 ,2017VJ03,100.6,-0.1,101.2,0.4,0.5
249,300003 ,2017VJ06,101.1,0.9,101.8,1.4,0.5
250,300003 ,2017VJ09,101.4,0.8,102.1,1.1,0.3
251,300003 ,2017VJ12,102.4,1.1,103.1,1.3,0.2
252,300003 ,2018VJ03,103.3,2.7,104.1,2.9,0.1
253,300003 ,2018VJ06,104.1,3.0,104.9,3.1,0.1
254,300003 ,2018VJ09,104.7,3.3,105.6,3.4,0.1
255,300003 ,2018VJ12,104.6,2.2,105.4,2.3,0.1
256,300003 ,2019VJ03,105.1,1.7,105.9,1.8,0.1
257,300003 ,2019VJ06,105.6,1.4,106.5,1.5,0.1
258,300003 ,2019VJ09,105.6,0.9,106.6,1.0,0.1
259,300003 ,2019VJ12,106.6,2.0,107.7,2.1,0.2
260,300003 ,2020VJ03,108.3,3.1,109.5,3.3,0.2
261,300003 ,2020VJ06,108.3,2.5,109.5,2.8,0.3
262,300003 ,2020VJ09,111.0,5.1,112.3,5.3,0.2
263,300003 ,2020VJ12,111.6,4.7,112.8,4.8,0.1
264,300003 ,2021VJ03,110.8,2.3,112.1,2.4,0.2
265,300003 ,2021VJ06,111.6,3.1,113.1,3.3,0.2
266,300003 ,2021VJ09,111.6,0.5,113.2,0.8,0.2
267,300003 ,2021VJ12,111.6,0.0,113.2,0.3,0.3
268,300003 ,2022VJ03,112.6,1.6,114.2,1.9,0.3
269,300003 ,2022VJ06,114.9,2.9,116.7,3.2,0.2
270,300003 ,2022VJ09,116.3,4.2,118.1,4.4,0.2
271,300003 ,2022VJ12,118.7,6.4,120.7,6.7,0.3
272,300003 ,2023VJ03,119.9,6.5,122.0,6.8,0.3
273,300003 ,2023VJ06,121.8,6.0,124.1,6.4,0.3
274,300003 ,2023VJ09,123.4,6.1,125.8,6.5,0.4
275,300003 ,2023VJ12,125.4,5.7,128.1,6.1,0.4
276,300002 ,2001JJ00,76.7,,68.8,,
277,300002 ,2002JJ00,80.0,4.3,72.5,5.4,1.1
278,300002 ,2003JJ00,82.0,2.6,75.1,3.5,0.9
279,300002 ,2004JJ00,83.2,1.4,76.9,2.4,0.9
280,300002 ,2005JJ00,84.2,1.2,78.7,2.3,1.1
281,300002 ,2006JJ00,85.8,1.9,80.6,2.5,0.5
282,300002 ,2007JJ00,88.0,2.5,83.1,3.1,0.6
283,300002 ,2008JJ00,92.6,5.2,87.7,5.5,0.3
284,300002 ,2009JJ00,96.7,4.5,92.3,5.3,0.8
285,300002 ,2010JJ00,92.7,-4.2,89.7,-2.9,1.3
286,300002 ,2011JJ00,95.0,2.5,92.3,2.9,0.4
287,300002 ,2012JJ00,97.6,2.7,95.5,3.5,0.7
288,300002 ,2013JJ00,98.0,0.3,96.9,1.5,1.1
289,300002 ,2014JJ00,100.5,2.6,100.0,3.2,0.6
290,300002 ,2015JJ00,100.0,-0.5,100.0,0.0,0.5
291,300002 ,2016JJ00,100.9,0.9,101.4,1.4,0.6
292,300002 ,2017JJ00,102.2,1.3,103.1,1.6,0.3
293,300002 ,2018JJ00,104.3,2.1,105.6,2.4,0.3
294,300002 ,2019JJ00,106.5,2.1,108.0,2.4,0.3
295,300002 ,2020JJ00,110.6,3.8,112.3,3.9,0.1
296,300002 ,2021JJ00,111.2,0.6,113.6,1.2,0.6
297,300002 ,2022JJ00,119.0,7.0,122.0,7.3,0.3
298,300002 ,2023JJ00,126.2,6.1,130.1,6.7,0.6
299,300002 ,2006VJ12,85.8,1.9,80.6,2.5,0.5
300,300002 ,2007VJ03,86.5,,81.4,,
301,300002 ,2007VJ06,87.1,,82.0,,
302,300002 ,2007VJ09,87.3,,82.4,,
303,300002 ,2007VJ12,88.0,2.5,83.1,3.1,0.6
304,300002 ,2008VJ03,89.6,3.6,84.7,4.1,0.5
305,300002 ,2008VJ06,91.0,4.5,86.1,5.0,0.4
306,300002 ,2008VJ09,91.7,5.0,86.8,5.4,0.3
307,300002 ,2008VJ12,92.6,5.2,87.7,5.5,0.3
308,300002 ,2009VJ03,93.6,4.5,88.8,4.8,0.3
309,300002 ,2009VJ06,94.8,4.2,90.1,4.7,0.4
310,300002 ,2009VJ09,95.8,4.5,91.3,5.2,0.6
311,300002 ,2009VJ12,96.7,4.5,92.3,5.3,0.8
312,300002 ,2010VJ03,96.1,2.6,92.1,3.7,1.0
313,300002 ,2010VJ06,95.4,0.6,91.8,1.8,1.2
314,300002 ,2010VJ09,93.8,-2.1,90.5,-0.9,1.2
315,300002 ,2010VJ12,92.7,-4.2,89.7,-2.9,1.3
316,300002 ,2011VJ03,93.1,-3.1,90.2,-2.1,1.1
317,300002 ,2011VJ06,93.1,-2.4,90.3,-1.6,0.8
318,300002 ,2011VJ09,93.6,-0.2,90.8,0.4,0.6
319,300002 ,2011VJ12,95.0,2.5,92.3,2.9,0.4
320,300002 ,2012VJ03,95.0,2.1,92.4,2.5,0.4
321,300002 ,2012VJ06,95.5,2.5,93.0,3.0,0.5
322,300002 ,2012VJ09,96.6,3.2,94.3,3.8,0.6
323,300002 ,2012VJ12,97.6,2.7,95.5,3.5,0.7
324,300002 ,2013VJ03,98.7,3.9,96.8,4.8,0.9
325,300002 ,2013VJ06,98.7,3.4,97.1,4.4,1.0
326,300002 ,2013VJ09,98.3,1.8,97.0,2.8,1.1
327,300002 ,2013VJ12,98.0,0.3,96.9,1.5,1.1
328,300002 ,2014VJ03,98.2,-0.5,97.3,0.5,1.0
329,300002 ,2014VJ06,98.9,0.2,98.1,1.1,0.9
330,300002 ,2014VJ09,99.3,1.0,98.7,1.7,0.8
331,300002 ,2014VJ12,100.5,2.6,100.0,3.2,0.6
332,300002 ,2015VJ03,100.6,2.5,100.2,3.0,0.5
333,300002 ,2015VJ06,100.9,2.0,100.6,2.6,0.5
334,300002 ,2015VJ09,100.9,1.7,100.8,2.2,0.5
335,300002 ,2015VJ12,100.0,-0.5,100.0,0.0,0.5
336,300002 ,2016VJ03,100.5,-0.1,100.6,0.4,0.5
337,300002 ,2016VJ06,100.0,-0.9,100.2,-0.4,0.5
338,300002 ,2016VJ09,100.4,-0.6,100.8,0.0,0.6
339,300002 ,2016VJ12,100.9,0.9,101.4,1.4,0.6
340,300002 ,2017VJ03,100.2,-0.3,100.9,0.3,0.6
341,300002 ,2017VJ06,100.8,0.8,101.6,1.4,0.6
342,300002 ,2017VJ09,101.2,0.8,102.1,1.3,0.4
343,300002 ,2017VJ12,102.2,1.3,103.1,1.6,0.3
344,300002 ,2018VJ03,103.1,2.9,104.1,3.2,0.3
345,300002 ,2018VJ06,103.9,3.1,105.0,3.3,0.2
346,300002 ,2018VJ09,104.5,3.3,105.7,3.6,0.3
347,300002 ,2018VJ12,104.3,2.1,105.6,2.4,0.3
348,300002 ,2019VJ03,105.0,1.8,106.2,2.0,0.2
349,300002 ,2019VJ06,105.5,1.6,106.8,1.7,0.2
350,300002 ,2019VJ09,105.5,1.0,106.9,1.1,0.2
351,300002 ,2019VJ12,106.5,2.1,108.0,2.4,0.3
352,300002 ,2020VJ03,108.4,3.2,110.0,3.5,0.3
353,300002 ,2020VJ06,108.1,2.5,109.8,2.8,0.3
354,300002 ,2020VJ09,110.4,4.6,112.2,4.9,0.3
355,300002 ,2020VJ12,110.6,3.8,112.3,3.9,0.1
356,300002 ,2021VJ03,109.6,1.1,111.5,1.4,0.2
357,300002 ,2021VJ06,110.3,2.0,112.4,2.3,0.3
358,300002 ,2021VJ09,110.8,0.3,113.0,0.8,0.4
359,300002 ,2021VJ12,111.2,0.6,113.6,1.2,0.6
360,300002 ,2022VJ03,112.5,2.7,115.0,3.2,0.5
361,300002 ,2022VJ06,115.0,4.3,117.7,4.7,0.4
362,300002 ,2022VJ09,116.5,5.1,119.3,5.5,0.3
363,300002 ,2022VJ12,119.0,7.0,122.0,7.3,0.3
364,300002 ,2023VJ03,120.1,6.7,123.2,7.1,0.4
365,300002 ,2023VJ06,122.1,6.1,125.5,6.6,0.5
366,300002 ,2023VJ09,123.8,6.3,127.4,6.9,0.5
367,300002 ,2023VJ12,126.2,6.1,130.1,6.7,0.6
368,307500 ,2001JJ00,76.5,,68.8,,
369,307500 ,2002JJ00,79.7,4.3,72.4,5.3,1.0
370,307500 ,2003JJ00,81.7,2.5,74.9,3.5,1.0
371,307500 ,2004JJ00,82.8,1.4,76.6,2.3,0.9
372,307500 ,2005JJ00,84.1,1.5,78.8,2.8,1.2
373,307500 ,2006JJ00,85.6,1.8,80.8,2.5,0.7
374,307500 ,2007JJ00,87.8,2.5,83.2,3.0,0.5
375,307500 ,2008JJ00,92.5,5.4,87.9,5.6,0.2
376,307500 ,2009JJ00,96.9,4.7,92.7,5.5,0.8
377,307500 ,2010JJ00,92.2,-4.9,89.4,-3.6,1.3
378,307500 ,2011JJ00,94.6,2.6,92.1,3.1,0.4
379,307500 ,2012JJ00,97.2,2.7,95.3,3.4,0.7
380,307500 ,2013JJ00,97.5,0.4,96.6,1.4,1.0
381,307500 ,2014JJ00,100.3,2.9,99.9,3.4,0.5
382,307500 ,2015JJ00,100.0,-0.3,100.0,0.1,0.5
383,307500 ,2016JJ00,101.0,1.0,101.8,1.8,0.7
384,307500 ,2017JJ00,102.9,1.8,104.1,2.3,0.5
385,307500 ,2018JJ00,104.9,2.0,106.5,2.4,0.4
386,307500 ,2019JJ00,107.0,2.0,109.0,2.3,0.3
387,307500 ,2020JJ00,111.2,3.9,113.4,4.0,0.1
388,307500 ,2021JJ00,111.8,0.5,114.8,1.3,0.7
389,307500 ,2022JJ00,119.5,6.9,123.2,7.3,0.3
390,307500 ,2023JJ00,126.5,5.9,131.1,6.5,0.5
391,307500 ,2006VJ12,85.6,1.8,80.8,2.5,0.7
392,307500 ,2007VJ03,86.4,,81.6,,
393,307500 ,2007VJ06,86.9,,82.2,,
394,307500 ,2007VJ09,87.2,,82.5,,
395,307500 ,2007VJ12,87.8,2.5,83.2,3.0,0.5
396,307500 ,2008VJ03,89.6,3.7,85.0,4.2,0.5
397,307500 ,2008VJ06,91.1,4.7,86.5,5.2,0.4
398,307500 ,2008VJ09,91.8,5.3,87.2,5.6,0.3
399,307500 ,2008VJ12,92.5,5.4,87.9,5.6,0.2
400,307500 ,2009VJ03,93.6,4.5,89.0,4.8,0.2
401,307500 ,2009VJ06,94.8,4.1,90.4,4.5,0.4
402,307500 ,2009VJ09,95.8,4.4,91.6,5.0,0.6
403,307500 ,2009VJ12,96.9,4.7,92.7,5.5,0.8
404,307500 ,2010VJ03,96.1,2.7,92.3,3.7,1.0
405,307500 ,2010VJ06,95.2,0.4,91.8,1.6,1.2
406,307500 ,2010VJ09,93.4,-2.5,90.3,-1.3,1.2
407,307500 ,2010VJ12,92.2,-4.9,89.4,-3.6,1.3
408,307500 ,2011VJ03,92.6,-3.6,89.9,-2.6,1.1
409,307500 ,2011VJ06,92.7,-2.6,90.1,-1.8,0.8
410,307500 ,2011VJ09,93.2,-0.3,90.7,0.3,0.6
411,307500 ,2011VJ12,94.6,2.6,92.1,3.1,0.4
