ID,KenmerkenInstallaties,Perioden,Productie_1,VerbruikGasmotorenWKKInstallatie_2,VerbruikGasmotorenDirecteAandrijving_3,VerbruikVoorOpwarmingSlibgistingstank_4,VerbruikVoorSlibontwatering_5,Afgefakkeld_6,Afgeblazen_7,VerbruikOfToepassingOnbekend_8,Aflevering_9,Aankoop_10,ProductieInWKKInstallaties_11,TotaalVerbruik_12,Warmteproductie_13,Aardgasverbruik_14,HuisbrandolieVerbruik_15,VerbruikPerKgVerwijdBZVGemiddelde_16,VerbruikPerKgVerwijdBZVLandelijk_17,AandeelBeluchtingInTotaalverbruik_18
161,T2040          ,2006JJ00,12926.0,10874.0,0.0,963.0,0.0,883.0,31.0,175.0,0.0,211.0,21.0,232.0,125.0,6493.0,4.0,6.5,6.1,67.0
162,T2040          ,2007JJ00,12855.0,10653.0,0.0,863.0,0.0,1210.0,71.0,59.0,0.0,209.0,20.0,228.0,118.0,5638.0,3.0,6.4,6.1,67.0
163,T2040          ,2008JJ00,14143.0,11230.0,0.0,1357.0,0.0,1400.0,79.0,77.0,0.0,214.0,21.0,233.0,119.0,5744.0,3.0,6.4,5.9,66.0
164,T2040          ,2009JJ00,13786.0,10992.0,0.0,1033.0,0.0,1635.0,34.0,92.0,0.0,216.0,21.0,235.0,117.0,4228.0,4.0,6.6,6.1,66.0
165,T2040          ,2010JJ00,15264.0,12126.0,136.0,944.0,0.0,1896.0,19.0,143.0,0.0,210.0,23.0,230.0,119.0,3567.0,4.0,6.1,5.8,64.0
166,T2040          ,2011JJ00,16503.0,13340.0,0.0,1006.0,0.0,1937.0,34.0,186.0,0.0,199.0,26.0,222.0,129.0,673.0,8.0,5.6,5.4,65.0
167,T2040          ,2012JJ00,17490.0,14464.0,0.0,633.0,0.0,1909.0,42.0,441.0,0.0,194.0,27.0,221.0,158.0,833.0,5.0,5.8,5.3,64.0
168,T2050          ,1981JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,17.0,0.0,8.4,4.9,70.0
169,T2050          ,1985JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,7.5,4.8,71.0
170,T2050          ,1990JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,5.1,5.2,75.0
171,T2050          ,1991JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,5.0,0.0,5.6,5.8,72.0
172,T2050          ,1992JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,0.0,0.0,6.1,6.8,76.0
173,T2050          ,1993JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,2.0,0.0,5.5,6.0,71.0
174,T2050          ,1995JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.2,4.3,66.0
175,T2050          ,1996JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.7,4.8,78.0
176,T2050          ,1997JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.5,4.2,76.0
177,T2050          ,1998JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.8,5.3,57.0
178,T2050          ,1999JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.7,6.0,58.0
179,T2050          ,2000JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.7,5.6,77.0
180,T2050          ,2001JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.9,4.8,73.0
181,T2050          ,2002JJ00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.3,4.8,42.0
182,T2050          ,2003JJ00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.1,4.4,75.0
183,T2050          ,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,3.9,77.0
184,T2050          ,2005JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.9,7.0,65.0
185,T2050          ,2006JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.1,9.6,63.0
186,T2050          ,2007JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.4,5.4,63.0
187,T2050          ,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,4.8,4.1,74.0
188,T2050          ,2009JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,4.7,3.5,73.0
189,T2050          ,2010JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,3.2,2.8,76.0
190,T2050          ,2011JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,3.8,2.5,75.0
191,T2050          ,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,3.3,2.7,75.0
192,T2060          ,1981JJ00,1237.0,327.0,,0.0,0.0,146.0,,764.0,0.0,7.0,0.0,8.0,,231.0,2.0,3.2,2.1,69.0
193,T2060          ,1985JJ00,1454.0,962.0,,384.0,0.0,105.0,,2.0,0.0,5.0,2.0,7.0,,863.0,0.0,4.0,2.8,68.0
194,T2060          ,1990JJ00,2507.0,2173.0,,231.0,0.0,103.0,,0.0,0.0,8.0,3.0,11.0,,230.0,0.0,3.7,3.1,69.0
195,T2060          ,1991JJ00,2301.0,2040.0,,173.0,0.0,87.0,,1.0,0.0,7.0,3.0,10.0,,267.0,0.0,3.8,3.4,69.0
196,T2060          ,1992JJ00,2537.0,2020.0,,392.0,0.0,125.0,,0.0,0.0,7.0,3.0,9.0,,237.0,0.0,4.3,3.5,68.0
197,T2060          ,1993JJ00,2525.0,1738.0,,604.0,0.0,181.0,,2.0,0.0,7.0,3.0,11.0,,233.0,0.0,4.1,4.2,66.0
198,T2060          ,1995JJ00,2678.0,2046.0,,583.0,0.0,47.0,,2.0,0.0,7.0,3.0,10.0,,246.0,0.0,4.3,3.8,66.0
199,T2060          ,1996JJ00,2420.0,1935.0,,462.0,0.0,23.0,,0.0,0.0,9.0,4.0,13.0,,309.0,0.0,4.6,4.5,66.0
200,T2060          ,1997JJ00,2011.0,1723.0,,257.0,0.0,32.0,,0.0,0.0,10.0,3.0,13.0,,1941.0,0.0,4.3,3.4,56.0
201,T2060          ,1998JJ00,2617.0,1570.0,,506.0,0.0,540.0,,0.0,0.0,14.0,3.0,17.0,,187.0,0.0,5.8,6.1,54.0
202,T2060          ,1999JJ00,2664.0,2189.0,,155.0,0.0,318.0,,2.0,0.0,12.0,5.0,17.0,,322.0,0.0,7.6,6.0,45.0
203,T2060          ,2000JJ00,3202.0,2719.0,,50.0,0.0,377.0,,56.0,0.0,17.0,6.0,24.0,,684.0,0.0,4.8,4.5,67.0
204,T2060          ,2001JJ00,3055.0,2904.0,,106.0,0.0,45.0,,0.0,0.0,20.0,6.0,26.0,,708.0,0.0,6.2,4.8,54.0
205,T2060          ,2002JJ00,6530.0,5760.0,,68.0,0.0,664.0,9.0,29.0,0.0,29.0,13.0,42.0,,1069.0,0.0,6.1,4.8,51.0
206,T2060          ,2003JJ00,6079.0,4788.0,,125.0,0.0,1166.0,0.0,0.0,0.0,31.0,14.0,45.0,,1345.0,0.0,6.4,5.2,54.0
207,T2060          ,2004JJ00,7787.0,6061.0,0.0,130.0,0.0,1550.0,0.0,46.0,0.0,38.0,13.0,50.0,71.0,983.0,0.0,5.9,5.5,57.0
208,T2060          ,2005JJ00,2804.0,2583.0,0.0,0.0,0.0,186.0,0.0,35.0,0.0,19.0,5.0,24.0,29.0,529.0,0.0,6.6,5.4,53.0
209,T2060          ,2006JJ00,2571.0,2323.0,0.0,0.0,0.0,196.0,0.0,53.0,0.0,16.0,6.0,22.0,30.0,761.0,0.0,6.5,4.4,53.0
210,T2060          ,2007JJ00,2770.0,2202.0,0.0,42.0,0.0,466.0,0.0,60.0,0.0,26.0,5.0,31.0,25.0,589.0,0.0,7.2,5.3,54.0
211,T2060          ,2008JJ00,2759.0,2467.0,0.0,0.0,0.0,284.0,0.0,8.0,0.0,28.0,5.0,34.0,22.0,623.0,0.0,7.9,5.2,54.0
212,T2060          ,2009JJ00,3272.0,2613.0,0.0,45.0,0.0,568.0,0.0,47.0,0.0,26.0,5.0,31.0,19.0,453.0,0.0,6.9,5.9,57.0
213,T2060          ,2010JJ00,4609.0,3235.0,0.0,35.0,0.0,212.0,20.0,91.0,1016.0,41.0,6.0,47.0,25.0,510.0,0.0,6.9,5.9,53.0
214,T2060          ,2011JJ00,2496.0,895.0,0.0,22.0,0.0,538.0,0.0,527.0,0.0,38.0,2.0,40.0,11.0,180.0,0.0,6.4,5.6,52.0
215,T2060          ,2012JJ00,2756.0,1226.0,0.0,0.0,0.0,161.0,0.0,1368.0,0.0,38.0,2.0,40.0,13.0,160.0,0.0,6.3,5.5,54.0
216,T2080          ,1981JJ00,8255.0,1208.0,,944.0,0.0,2213.0,,3890.0,0.0,31.0,5.0,36.0,,868.0,274.0,3.2,2.4,51.0
217,T2080          ,1985JJ00,12490.0,7075.0,,2379.0,0.0,1955.0,,1082.0,0.0,36.0,12.0,48.0,,1728.0,518.0,3.4,2.7,44.0
218,T2080          ,1990JJ00,17934.0,14761.0,,1540.0,0.0,1252.0,,380.0,0.0,59.0,22.0,80.0,,1368.0,27.0,4.0,4.2,47.0
219,T2080          ,1991JJ00,20598.0,12322.0,,1904.0,0.0,1006.0,,5366.0,0.0,60.0,31.0,90.0,,1930.0,848.0,4.3,4.3,47.0
220,T2080          ,1992JJ00,17285.0,9908.0,,3110.0,0.0,1047.0,,3221.0,0.0,56.0,26.0,82.0,,1534.0,629.0,4.6,4.7,63.0
221,T2080          ,1993JJ00,19771.0,11207.0,,2565.0,0.0,1456.0,,4542.0,0.0,64.0,23.0,87.0,,2429.0,507.0,5.0,4.4,48.0
222,T2080          ,1995JJ00,18583.0,13287.0,,3364.0,0.0,1841.0,,91.0,0.0,66.0,23.0,89.0,,1434.0,313.0,5.5,5.3,47.0
223,T2080          ,1996JJ00,17539.0,13607.0,,2629.0,0.0,1302.0,,1.0,0.0,67.0,23.0,90.0,,1002.0,357.0,5.0,5.7,47.0
224,T2080          ,1997JJ00,16530.0,12881.0,,2656.0,0.0,896.0,,97.0,0.0,66.0,27.0,94.0,,1389.0,328.0,5.2,6.0,50.0
225,T2080          ,1998JJ00,16354.0,13404.0,,1427.0,931.0,585.0,,7.0,0.0,74.0,19.0,93.0,,1491.0,240.0,5.1,5.8,52.0
226,T2080          ,1999JJ00,15980.0,11747.0,,2268.0,0.0,1449.0,,516.0,0.0,75.0,22.0,96.0,,1288.0,194.0,5.6,6.1,47.0
227,T2080          ,2000JJ00,13193.0,10047.0,,2009.0,0.0,1062.0,,75.0,0.0,68.0,20.0,88.0,,1226.0,84.0,5.7,6.4,51.0
228,T2080          ,2001JJ00,13922.0,10928.0,,1569.0,0.0,1425.0,,0.0,0.0,65.0,24.0,88.0,,1012.0,104.0,5.5,5.9,51.0
229,T2080          ,2002JJ00,11628.0,9424.0,,222.0,891.0,825.0,199.0,67.0,0.0,66.0,21.0,87.0,,993.0,275.0,6.0,6.6,49.0
230,T2080          ,2003JJ00,10911.0,9256.0,,319.0,863.0,473.0,0.0,0.0,0.0,63.0,20.0,84.0,,832.0,295.0,5.8,7.0,49.0
231,T2080          ,2004JJ00,11831.0,9919.0,0.0,332.0,782.0,749.0,0.0,48.0,0.0,62.0,21.0,83.0,111.0,701.0,188.0,6.2,7.2,49.0
232,T2080          ,2005JJ00,12316.0,9735.0,0.0,314.0,813.0,988.0,18.0,447.0,0.0,62.0,21.0,83.0,104.0,839.0,183.0,6.0,6.5,50.0
233,T2080          ,2006JJ00,11783.0,9004.0,0.0,362.0,865.0,1216.0,0.0,337.0,0.0,63.0,19.0,81.0,101.0,738.0,205.0,6.5,7.0,48.0
234,T2080          ,2007JJ00,13785.0,9933.0,0.0,793.0,793.0,1489.0,587.0,189.0,0.0,64.0,20.0,85.0,108.0,673.0,260.0,6.3,7.2,49.0
235,T2080          ,2008JJ00,15671.0,11936.0,0.0,1337.0,798.0,1285.0,167.0,148.0,0.0,61.0,23.0,84.0,135.0,570.0,255.0,5.8,6.5,49.0
236,T2080          ,2009JJ00,14501.0,9990.0,0.0,979.0,793.0,1049.0,1610.0,81.0,0.0,55.0,19.0,74.0,117.0,400.0,275.0,5.6,6.5,53.0
237,T2080          ,2010JJ00,14923.0,10196.0,0.0,1010.0,883.0,2027.0,784.0,74.0,0.0,56.0,20.0,75.0,99.0,426.0,221.0,5.6,6.6,53.0
238,T2080          ,2011JJ00,14434.0,11760.0,0.0,679.0,840.0,1086.0,0.0,70.0,0.0,48.0,25.0,72.0,135.0,289.0,182.0,5.6,6.7,52.0
239,T2080          ,2012JJ00,15278.0,14198.0,0.0,70.0,363.0,631.0,2.0,14.0,0.0,42.0,30.0,71.0,186.0,272.0,182.0,5.6,6.4,53.0
240,T2090          ,1981JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
241,T2090          ,1985JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
242,T2090          ,1990JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
243,T2090          ,1991JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
244,T2090          ,1992JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
245,T2090          ,1993JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
246,T2090          ,1995JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
247,T2090          ,1996JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
248,T2090          ,1997JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
249,T2090          ,1998JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
250,T2090          ,1999JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
251,T2090          ,2000JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
252,T2090          ,2001JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
253,T2090          ,2002JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
254,T2090          ,2003JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
255,T2090          ,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,T2090          ,2005JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,11.0,0.0,11.6,11.6,28.0
257,T2090          ,2006JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,10.2,10.2,17.0
258,T2090          ,2007JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,8.0,8.0,21.0
259,T2090          ,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,9.4,9.4,17.0
260,T2090          ,2009JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,0.0,8.6,8.6,17.0
261,T2090          ,2010JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,18.0,0.0,10.1,10.1,17.0
262,T2090          ,2011JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,7.6,7.6,45.0
263,T2090          ,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,17.0,0.0,10.3,10.3,10.0
264,T2100          ,1981JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,15.0,12.1,84.0
265,T2100          ,1985JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,13.0,4.0,86.0
266,T2100          ,1990JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.8,9.8,98.0
267,T2100          ,1991JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.5,7.6,98.0
268,T2100          ,1992JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,10.6,10.6,0.0
269,T2100          ,1993JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,8.4,8.4,0.0
270,T2100          ,1995JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.0,11.0,0.0
271,T2100          ,1996JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
272,T2100          ,1997JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.7,11.7,0.0
273,T2100          ,1998JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.5,11.5,0.0
274,T2100          ,1999JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.3,2.3,0.0
275,T2100          ,2000JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
276,T2100          ,2001JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
277,T2100          ,2002JJ00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
278,T2100          ,2003JJ00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
279,T2100          ,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,T2100          ,2005JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,T2100          ,2006JJ00,101.0,84.0,0.0,0.0,0.0,15.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,45.0,0.0,4.7,4.7,37.0
282,T2100          ,2007JJ00,304.0,272.0,0.0,1.0,0.0,30.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,35.0,0.0,6.0,6.0,31.0
283,T2100          ,2008JJ00,338.0,293.0,0.0,14.0,0.0,31.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,59.0,0.0,6.1,6.1,32.0
284,T2100          ,2009JJ00,379.0,298.0,0.0,25.0,0.0,56.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,39.0,0.0,5.0,5.0,35.0
285,T2100          ,2010JJ00,389.0,346.0,0.0,14.0,0.0,29.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,34.0,0.0,5.3,5.3,35.0
286,T2100          ,2011JJ00,333.0,298.0,0.0,0.0,0.0,30.0,0.0,5.0,0.0,2.0,1.0,2.0,3.0,54.0,0.0,4.5,4.5,35.0
287,T2100          ,2012JJ00,420.0,355.0,0.0,3.0,0.0,62.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,20.0,0.0,4.6,4.6,32.0
288,T7777          ,1981JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
289,T7777          ,1985JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0
290,T7777          ,1990JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0
291,T7777          ,1991JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,,36.0,0.0,0.0,0.0,0.0
292,T7777          ,1992JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0
293,T7777          ,1993JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,3.0,,62.0,0.0,0.0,0.0,0.0
294,T7777          ,1995JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,,51.0,0.0,0.0,0.0,0.0
295,T7777          ,1996JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,,15.0,0.0,0.0,0.0,0.0
296,T7777          ,1997JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,,49.0,0.0,0.0,0.0,0.0
297,T7777          ,1998JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,,38.0,0.0,0.0,0.0,0.0
298,T7777          ,1999JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,35.0,0.0,0.0,0.0,0.0
299,T7777          ,2000JJ00,0.0,0.0,,0.0,7679.0,0.0,,0.0,0.0,16.0,37.0,33.0,,19778.0,0.0,0.0,0.0,0.0
300,T7777          ,2001JJ00,0.0,0.0,,0.0,7854.0,0.0,,0.0,0.0,16.0,30.0,33.0,,17083.0,0.0,0.0,0.0,0.0
301,T7777          ,2002JJ00,0.0,0.0,,0.0,7336.0,0.0,0.0,0.0,0.0,14.0,8.0,23.0,,13236.0,0.0,0.0,0.0,0.0
302,T7777          ,2003JJ00,0.0,0.0,,0.0,7923.0,0.0,0.0,0.0,0.0,11.0,14.0,8.0,,14708.0,0.0,0.0,0.0,0.0
303,T7777          ,2004JJ00,0.0,0.0,0.0,0.0,7838.0,0.0,0.0,0.0,0.0,7.0,25.0,31.0,286.0,16243.0,0.0,0.0,0.0,0.0
304,T7777          ,2005JJ00,0.0,0.0,0.0,0.0,5313.0,0.0,0.0,0.0,0.0,9.0,19.0,28.0,335.0,15267.0,0.0,0.0,0.0,0.0
305,T7777          ,2006JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,31.0,226.0,13438.0,0.0,0.0,0.0,0.0
306,T7777          ,2007JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,9.0,255.0,14397.0,0.0,0.0,0.0,0.0
307,T7777          ,2008JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,10.0,265.0,15635.0,0.0,0.0,0.0,0.0
308,T7777          ,2009JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,9.0,0.0,12601.0,0.0,0.0,0.0,0.0
309,T7777          ,2010JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,33.0,4.0,200.0,14645.0,0.0,0.0,0.0,0.0
310,T7777          ,2011JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,32.0,15.0,234.0,21031.0,0.0,0.0,0.0,0.0
311,T7777          ,2012JJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,38.0,13.0,289.0,19687.0,0.0,0.0,0.0,0.0
312,SGT02          ,1981JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,4.0,,126.0,38.0,3.9,2.4,49.0
313,SGT02          ,1985JJ00,70.0,0.0,,0.0,0.0,70.0,,0.0,0.0,4.0,0.0,4.0,,68.0,27.0,3.8,2.9,55.0
314,SGT02          ,1990JJ00,55.0,0.0,,0.0,0.0,46.0,,9.0,0.0,4.0,0.0,4.0,,31.0,15.0,4.8,2.4,57.0
315,SGT02          ,1991JJ00,90.0,0.0,,0.0,0.0,90.0,,0.0,0.0,3.0,0.0,3.0,,46.0,22.0,2.8,2.4,49.0
316,SGT02          ,1992JJ00,127.0,27.0,,9.0,0.0,90.0,,0.0,0.0,1.0,0.0,1.0,,11.0,8.0,2.6,2.0,35.0
317,SGT02          ,1993JJ00,34.0,0.0,,0.0,0.0,34.0,,0.0,0.0,2.0,0.0,2.0,,23.0,0.0,3.2,2.3,53.0
318,SGT02          ,1995JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,19.0,0.0,10.2,2.2,50.0
319,SGT02          ,1996JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,8.0,0.0,6.6,4.0,49.0
320,SGT02          ,1997JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,,12.0,0.0,2.6,2.4,52.0
321,SGT02          ,1998JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,3.0,,13.0,0.0,3.9,4.4,40.0
322,SGT02          ,1999JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,3.0,,16.0,0.0,3.7,4.5,43.0
323,SGT02          ,2000JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,,6.0,0.0,3.9,3.8,56.0
324,SGT02          ,2001JJ00,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,2.0,,7.0,0.0,3.3,3.7,57.0
325,SGT02          ,2002JJ00,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,,4.0,0.0,3.6,3.9,34.0
