ID,Melkvee,GrootveeEenheid,RegioS,Perioden,AlleDieren_1,WeidendeDieren_2,AlleDieren_3,WeidendeDieren_4,BedrijvenZonderWeidegang_5,DierenZonderWeidegang_6,BedrijvenMetWeidegang_7,DierenMetWeidegang_8,UrenBijDagEnNachtWeiden_9,UrenBijBeperktWeiden_10,DagEnNachtWeiden_11,OverdagWeiden_12
311,A028973,A043826,PV26  ,2021JJ00,,,,,7.0,15.0,93.0,85.0,,,,
312,A028973,A043826,PV26  ,2022JJ00,,,,,10.0,16.0,90.0,84.0,,,,
313,A028973,A043826,PV26  ,2023JJ00,,,,,9.0,16.0,91.0,84.0,,,,
314,A028973,A043826,PV26  ,2024JJ00,,,,,9.0,15.0,91.0,85.0,,,,
315,A028973,A043826,PV27  ,2010JJ00,,,,,,,,,,,,
316,A028973,A043826,PV27  ,2011JJ00,,,,,3.0,9.0,97.0,91.0,,,,
317,A028973,A043826,PV27  ,2012JJ00,,,,,4.0,7.0,96.0,93.0,,,,
318,A028973,A043826,PV27  ,2013JJ00,,,,,,,,,,,,
319,A028973,A043826,PV27  ,2014JJ00,,,,,,,,,,,,
320,A028973,A043826,PV27  ,2015JJ00,,,,,,,,,,,,
321,A028973,A043826,PV27  ,2016JJ00,,,,,9.0,12.0,91.0,88.0,,,,
322,A028973,A043826,PV27  ,2017JJ00,,,,,9.0,10.0,91.0,90.0,,,,
323,A028973,A043826,PV27  ,2018JJ00,,,,,7.0,10.0,93.0,90.0,,,,
324,A028973,A043826,PV27  ,2019JJ00,,,,,7.0,9.0,93.0,91.0,,,,
325,A028973,A043826,PV27  ,2020JJ00,,,,,3.0,9.0,97.0,91.0,,,,
326,A028973,A043826,PV27  ,2021JJ00,,,,,7.0,11.0,93.0,89.0,,,,
327,A028973,A043826,PV27  ,2022JJ00,,,,,6.0,11.0,94.0,89.0,,,,
328,A028973,A043826,PV27  ,2023JJ00,,,,,10.0,12.0,90.0,88.0,,,,
329,A028973,A043826,PV27  ,2024JJ00,,,,,8.0,9.0,92.0,91.0,,,,
330,A028973,A043826,PV28  ,2010JJ00,,,,,,,,,,,,
331,A028973,A043826,PV28  ,2011JJ00,,,,,3.0,7.0,97.0,93.0,,,,
332,A028973,A043826,PV28  ,2012JJ00,,,,,3.0,6.0,97.0,94.0,,,,
333,A028973,A043826,PV28  ,2013JJ00,,,,,,,,,,,,
334,A028973,A043826,PV28  ,2014JJ00,,,,,,,,,,,,
335,A028973,A043826,PV28  ,2015JJ00,,,,,,,,,,,,
336,A028973,A043826,PV28  ,2016JJ00,,,,,4.0,9.0,96.0,91.0,,,,
337,A028973,A043826,PV28  ,2017JJ00,,,,,7.0,11.0,93.0,89.0,,,,
338,A028973,A043826,PV28  ,2018JJ00,,,,,4.0,7.0,96.0,93.0,,,,
339,A028973,A043826,PV28  ,2019JJ00,,,,,5.0,9.0,95.0,91.0,,,,
340,A028973,A043826,PV28  ,2020JJ00,,,,,5.0,11.0,95.0,89.0,,,,
341,A028973,A043826,PV28  ,2021JJ00,,,,,5.0,9.0,95.0,91.0,,,,
342,A028973,A043826,PV28  ,2022JJ00,,,,,5.0,9.0,95.0,91.0,,,,
343,A028973,A043826,PV28  ,2023JJ00,,,,,7.0,10.0,93.0,90.0,,,,
344,A028973,A043826,PV28  ,2024JJ00,,,,,7.0,13.0,93.0,87.0,,,,
345,A028973,A043826,PV29  ,2010JJ00,,,,,,,,,,,,
346,A028973,A043826,PV29  ,2011JJ00,,,,,11.0,25.0,89.0,75.0,,,,
347,A028973,A043826,PV29  ,2012JJ00,,,,,10.0,14.0,90.0,86.0,,,,
348,A028973,A043826,PV29  ,2013JJ00,,,,,,,,,,,,
349,A028973,A043826,PV29  ,2014JJ00,,,,,,,,,,,,
350,A028973,A043826,PV29  ,2015JJ00,,,,,,,,,,,,
351,A028973,A043826,PV29  ,2016JJ00,,,,,8.0,20.0,92.0,80.0,,,,
352,A028973,A043826,PV29  ,2017JJ00,,,,,6.0,11.0,94.0,89.0,,,,
353,A028973,A043826,PV29  ,2018JJ00,,,,,8.0,10.0,92.0,90.0,,,,
354,A028973,A043826,PV29  ,2019JJ00,,,,,11.0,24.0,89.0,76.0,,,,
355,A028973,A043826,PV29  ,2020JJ00,,,,,17.0,31.0,83.0,69.0,,,,
356,A028973,A043826,PV29  ,2021JJ00,,,,,13.0,20.0,88.0,80.0,,,,
357,A028973,A043826,PV29  ,2022JJ00,,,,,4.0,18.0,96.0,82.0,,,,
358,A028973,A043826,PV29  ,2023JJ00,,,,,13.0,21.0,87.0,79.0,,,,
359,A028973,A043826,PV29  ,2024JJ00,,,,,12.0,18.0,88.0,82.0,,,,
360,A028973,A043826,PV30  ,2010JJ00,,,,,,,,,,,,
361,A028973,A043826,PV30  ,2011JJ00,,,,,24.0,39.0,76.0,61.0,,,,
362,A028973,A043826,PV30  ,2012JJ00,,,,,26.0,40.0,74.0,60.0,,,,
363,A028973,A043826,PV30  ,2013JJ00,,,,,,,,,,,,
364,A028973,A043826,PV30  ,2014JJ00,,,,,,,,,,,,
365,A028973,A043826,PV30  ,2015JJ00,,,,,,,,,,,,
366,A028973,A043826,PV30  ,2016JJ00,,,,,32.0,50.0,68.0,50.0,,,,
367,A028973,A043826,PV30  ,2017JJ00,,,,,37.0,52.0,63.0,48.0,,,,
368,A028973,A043826,PV30  ,2018JJ00,,,,,37.0,49.0,63.0,51.0,,,,
369,A028973,A043826,PV30  ,2019JJ00,,,,,36.0,47.0,64.0,53.0,,,,
370,A028973,A043826,PV30  ,2020JJ00,,,,,38.0,51.0,62.0,49.0,,,,
371,A028973,A043826,PV30  ,2021JJ00,,,,,39.0,51.0,61.0,49.0,,,,
372,A028973,A043826,PV30  ,2022JJ00,,,,,41.0,51.0,59.0,49.0,,,,
373,A028973,A043826,PV30  ,2023JJ00,,,,,42.0,55.0,58.0,45.0,,,,
374,A028973,A043826,PV30  ,2024JJ00,,,,,43.0,57.0,57.0,43.0,,,,
375,A028973,A043826,PV31  ,2010JJ00,,,,,,,,,,,,
376,A028973,A043826,PV31  ,2011JJ00,,,,,14.0,25.0,86.0,75.0,,,,
377,A028973,A043826,PV31  ,2012JJ00,,,,,13.0,26.0,87.0,74.0,,,,
378,A028973,A043826,PV31  ,2013JJ00,,,,,,,,,,,,
379,A028973,A043826,PV31  ,2014JJ00,,,,,,,,,,,,
380,A028973,A043826,PV31  ,2015JJ00,,,,,,,,,,,,
381,A028973,A043826,PV31  ,2016JJ00,,,,,22.0,32.0,78.0,68.0,,,,
382,A028973,A043826,PV31  ,2017JJ00,,,,,18.0,31.0,82.0,69.0,,,,
383,A028973,A043826,PV31  ,2018JJ00,,,,,17.0,29.0,83.0,71.0,,,,
384,A028973,A043826,PV31  ,2019JJ00,,,,,23.0,32.0,77.0,68.0,,,,
385,A028973,A043826,PV31  ,2020JJ00,,,,,23.0,35.0,77.0,65.0,,,,
386,A028973,A043826,PV31  ,2021JJ00,,,,,21.0,35.0,79.0,65.0,,,,
387,A028973,A043826,PV31  ,2022JJ00,,,,,24.0,38.0,76.0,62.0,,,,
388,A028973,A043826,PV31  ,2023JJ00,,,,,26.0,36.0,74.0,64.0,,,,
389,A028973,A043826,PV31  ,2024JJ00,,,,,27.0,41.0,73.0,59.0,,,,
390,A028973,A043827,NL01  ,2010JJ00,,,,,,,,,,,,
391,A028973,A043827,NL01  ,2011JJ00,,,,,11.0,23.0,89.0,77.0,,,,
392,A028973,A043827,NL01  ,2012JJ00,,,,,11.0,24.0,89.0,76.0,,,,
393,A028973,A043827,NL01  ,2013JJ00,,,,,,,,,,,,
394,A028973,A043827,NL01  ,2014JJ00,,,,,,,,,,,,
395,A028973,A043827,NL01  ,2015JJ00,,,,,,,,,,,,
396,A028973,A043827,NL01  ,2016JJ00,,,,,11.0,25.0,89.0,75.0,,,,
397,A028973,A043827,NL01  ,2017JJ00,,,,,11.0,25.0,89.0,75.0,,,,
398,A028973,A043827,NL01  ,2018JJ00,,,,,11.0,25.0,89.0,75.0,,,,
399,A028973,A043827,NL01  ,2019JJ00,,,,,10.0,24.0,90.0,76.0,,,,
400,A028973,A043827,NL01  ,2020JJ00,,,,,10.0,24.0,90.0,76.0,,,,
401,A028973,A043827,NL01  ,2021JJ00,,,,,10.0,24.0,90.0,76.0,,,,
402,A028973,A043827,NL01  ,2022JJ00,,,,,10.0,24.0,90.0,76.0,,,,
403,A028973,A043827,NL01  ,2023JJ00,,,,,10.0,24.0,90.0,76.0,,,,
404,A028973,A043827,NL01  ,2024JJ00,,,,,12.0,25.0,88.0,75.0,,,,
405,A028973,A043827,PV20  ,2010JJ00,,,,,,,,,,,,
406,A028973,A043827,PV20  ,2011JJ00,,,,,8.0,21.0,92.0,79.0,,,,
407,A028973,A043827,PV20  ,2012JJ00,,,,,8.0,20.0,92.0,80.0,,,,
408,A028973,A043827,PV20  ,2013JJ00,,,,,,,,,,,,
409,A028973,A043827,PV20  ,2014JJ00,,,,,,,,,,,,
410,A028973,A043827,PV20  ,2015JJ00,,,,,,,,,,,,
411,A028973,A043827,PV20  ,2016JJ00,,,,,9.0,20.0,91.0,80.0,,,,
412,A028973,A043827,PV20  ,2017JJ00,,,,,10.0,20.0,90.0,80.0,,,,
413,A028973,A043827,PV20  ,2018JJ00,,,,,10.0,21.0,90.0,79.0,,,,
414,A028973,A043827,PV20  ,2019JJ00,,,,,11.0,23.0,89.0,77.0,,,,
415,A028973,A043827,PV20  ,2020JJ00,,,,,10.0,23.0,90.0,77.0,,,,
416,A028973,A043827,PV20  ,2021JJ00,,,,,9.0,21.0,91.0,79.0,,,,
417,A028973,A043827,PV20  ,2022JJ00,,,,,10.0,21.0,90.0,79.0,,,,
418,A028973,A043827,PV20  ,2023JJ00,,,,,10.0,21.0,90.0,79.0,,,,
419,A028973,A043827,PV20  ,2024JJ00,,,,,7.0,19.0,93.0,81.0,,,,
420,A028973,A043827,PV21  ,2010JJ00,,,,,,,,,,,,
421,A028973,A043827,PV21  ,2011JJ00,,,,,9.0,24.0,91.0,76.0,,,,
422,A028973,A043827,PV21  ,2012JJ00,,,,,10.0,25.0,90.0,75.0,,,,
423,A028973,A043827,PV21  ,2013JJ00,,,,,,,,,,,,
424,A028973,A043827,PV21  ,2014JJ00,,,,,,,,,,,,
425,A028973,A043827,PV21  ,2015JJ00,,,,,,,,,,,,
426,A028973,A043827,PV21  ,2016JJ00,,,,,10.0,25.0,90.0,75.0,,,,
427,A028973,A043827,PV21  ,2017JJ00,,,,,9.0,24.0,91.0,76.0,,,,
428,A028973,A043827,PV21  ,2018JJ00,,,,,10.0,25.0,90.0,75.0,,,,
429,A028973,A043827,PV21  ,2019JJ00,,,,,9.0,24.0,91.0,76.0,,,,
430,A028973,A043827,PV21  ,2020JJ00,,,,,8.0,23.0,92.0,77.0,,,,
431,A028973,A043827,PV21  ,2021JJ00,,,,,10.0,25.0,90.0,75.0,,,,
432,A028973,A043827,PV21  ,2022JJ00,,,,,9.0,24.0,91.0,76.0,,,,
433,A028973,A043827,PV21  ,2023JJ00,,,,,10.0,23.0,90.0,77.0,,,,
434,A028973,A043827,PV21  ,2024JJ00,,,,,11.0,24.0,89.0,76.0,,,,
435,A028973,A043827,PV22  ,2010JJ00,,,,,,,,,,,,
436,A028973,A043827,PV22  ,2011JJ00,,,,,11.0,22.0,89.0,78.0,,,,
437,A028973,A043827,PV22  ,2012JJ00,,,,,11.0,23.0,89.0,77.0,,,,
438,A028973,A043827,PV22  ,2013JJ00,,,,,,,,,,,,
439,A028973,A043827,PV22  ,2014JJ00,,,,,,,,,,,,
440,A028973,A043827,PV22  ,2015JJ00,,,,,,,,,,,,
441,A028973,A043827,PV22  ,2016JJ00,,,,,14.0,27.0,86.0,73.0,,,,
442,A028973,A043827,PV22  ,2017JJ00,,,,,16.0,27.0,84.0,73.0,,,,
443,A028973,A043827,PV22  ,2018JJ00,,,,,14.0,27.0,86.0,73.0,,,,
444,A028973,A043827,PV22  ,2019JJ00,,,,,11.0,25.0,89.0,75.0,,,,
445,A028973,A043827,PV22  ,2020JJ00,,,,,12.0,25.0,88.0,75.0,,,,
446,A028973,A043827,PV22  ,2021JJ00,,,,,13.0,27.0,87.0,73.0,,,,
447,A028973,A043827,PV22  ,2022JJ00,,,,,13.0,27.0,87.0,73.0,,,,
448,A028973,A043827,PV22  ,2023JJ00,,,,,17.0,31.0,83.0,69.0,,,,
449,A028973,A043827,PV22  ,2024JJ00,,,,,16.0,30.0,84.0,70.0,,,,
450,A028973,A043827,PV23  ,2010JJ00,,,,,,,,,,,,
451,A028973,A043827,PV23  ,2011JJ00,,,,,10.0,21.0,90.0,79.0,,,,
452,A028973,A043827,PV23  ,2012JJ00,,,,,9.0,21.0,91.0,79.0,,,,
453,A028973,A043827,PV23  ,2013JJ00,,,,,,,,,,,,
454,A028973,A043827,PV23  ,2014JJ00,,,,,,,,,,,,
455,A028973,A043827,PV23  ,2015JJ00,,,,,,,,,,,,
456,A028973,A043827,PV23  ,2016JJ00,,,,,11.0,23.0,89.0,77.0,,,,
457,A028973,A043827,PV23  ,2017JJ00,,,,,10.0,22.0,90.0,78.0,,,,
458,A028973,A043827,PV23  ,2018JJ00,,,,,10.0,23.0,90.0,77.0,,,,
459,A028973,A043827,PV23  ,2019JJ00,,,,,9.0,22.0,91.0,78.0,,,,
460,A028973,A043827,PV23  ,2020JJ00,,,,,10.0,23.0,90.0,77.0,,,,
461,A028973,A043827,PV23  ,2021JJ00,,,,,9.0,23.0,91.0,77.0,,,,
462,A028973,A043827,PV23  ,2022JJ00,,,,,8.0,22.0,92.0,78.0,,,,
463,A028973,A043827,PV23  ,2023JJ00,,,,,10.0,23.0,90.0,77.0,,,,
464,A028973,A043827,PV23  ,2024JJ00,,,,,12.0,25.0,88.0,75.0,,,,
465,A028973,A043827,PV24  ,2010JJ00,,,,,,,,,,,,
466,A028973,A043827,PV24  ,2011JJ00,,,,,48.0,61.0,52.0,39.0,,,,
467,A028973,A043827,PV24  ,2012JJ00,,,,,55.0,66.0,45.0,34.0,,,,
468,A028973,A043827,PV24  ,2013JJ00,,,,,,,,,,,,
469,A028973,A043827,PV24  ,2014JJ00,,,,,,,,,,,,
470,A028973,A043827,PV24  ,2015JJ00,,,,,,,,,,,,
471,A028973,A043827,PV24  ,2016JJ00,,,,,45.0,54.0,55.0,46.0,,,,
472,A028973,A043827,PV24  ,2017JJ00,,,,,37.0,47.0,63.0,53.0,,,,
473,A028973,A043827,PV24  ,2018JJ00,,,,,48.0,56.0,52.0,44.0,,,,
474,A028973,A043827,PV24  ,2019JJ00,,,,,41.0,52.0,59.0,48.0,,,,
475,A028973,A043827,PV24  ,2020JJ00,,,,,45.0,55.0,55.0,45.0,,,,
476,A028973,A043827,PV24  ,2021JJ00,,,,,43.0,55.0,57.0,45.0,,,,
477,A028973,A043827,PV24  ,2022JJ00,,,,,37.0,50.0,63.0,50.0,,,,
478,A028973,A043827,PV24  ,2023JJ00,,,,,33.0,46.0,67.0,54.0,,,,
479,A028973,A043827,PV24  ,2024JJ00,,,,,29.0,43.0,71.0,57.0,,,,
480,A028973,A043827,PV25  ,2010JJ00,,,,,,,,,,,,
481,A028973,A043827,PV25  ,2011JJ00,,,,,11.0,24.0,89.0,76.0,,,,
482,A028973,A043827,PV25  ,2012JJ00,,,,,10.0,24.0,90.0,76.0,,,,
483,A028973,A043827,PV25  ,2013JJ00,,,,,,,,,,,,
484,A028973,A043827,PV25  ,2014JJ00,,,,,,,,,,,,
485,A028973,A043827,PV25  ,2015JJ00,,,,,,,,,,,,
486,A028973,A043827,PV25  ,2016JJ00,,,,,11.0,27.0,89.0,73.0,,,,
487,A028973,A043827,PV25  ,2017JJ00,,,,,12.0,27.0,88.0,73.0,,,,
488,A028973,A043827,PV25  ,2018JJ00,,,,,13.0,28.0,87.0,72.0,,,,
489,A028973,A043827,PV25  ,2019JJ00,,,,,11.0,26.0,89.0,74.0,,,,
490,A028973,A043827,PV25  ,2020JJ00,,,,,11.0,26.0,89.0,74.0,,,,
491,A028973,A043827,PV25  ,2021JJ00,,,,,10.0,26.0,90.0,74.0,,,,
492,A028973,A043827,PV25  ,2022JJ00,,,,,10.0,26.0,90.0,74.0,,,,
493,A028973,A043827,PV25  ,2023JJ00,,,,,11.0,26.0,89.0,74.0,,,,
494,A028973,A043827,PV25  ,2024JJ00,,,,,12.0,27.0,88.0,73.0,,,,
495,A028973,A043827,PV26  ,2010JJ00,,,,,,,,,,,,
496,A028973,A043827,PV26  ,2011JJ00,,,,,5.0,16.0,95.0,84.0,,,,
497,A028973,A043827,PV26  ,2012JJ00,,,,,5.0,15.0,95.0,85.0,,,,
498,A028973,A043827,PV26  ,2013JJ00,,,,,,,,,,,,
499,A028973,A043827,PV26  ,2014JJ00,,,,,,,,,,,,
500,A028973,A043827,PV26  ,2015JJ00,,,,,,,,,,,,
501,A028973,A043827,PV26  ,2016JJ00,,,,,6.0,16.0,94.0,84.0,,,,
502,A028973,A043827,PV26  ,2017JJ00,,,,,6.0,16.0,94.0,84.0,,,,
503,A028973,A043827,PV26  ,2018JJ00,,,,,5.0,16.0,95.0,84.0,,,,
504,A028973,A043827,PV26  ,2019JJ00,,,,,5.0,15.0,95.0,85.0,,,,
505,A028973,A043827,PV26  ,2020JJ00,,,,,4.0,14.0,96.0,86.0,,,,
506,A028973,A043827,PV26  ,2021JJ00,,,,,4.0,16.0,96.0,84.0,,,,
507,A028973,A043827,PV26  ,2022JJ00,,,,,5.0,15.0,95.0,85.0,,,,
508,A028973,A043827,PV26  ,2023JJ00,,,,,4.0,14.0,96.0,86.0,,,,
509,A028973,A043827,PV26  ,2024JJ00,,,,,5.0,15.0,95.0,85.0,,,,
510,A028973,A043827,PV27  ,2010JJ00,,,,,,,,,,,,
511,A028973,A043827,PV27  ,2011JJ00,,,,,3.0,9.0,98.0,91.0,,,,
512,A028973,A043827,PV27  ,2012JJ00,,,,,3.0,10.0,97.0,90.0,,,,
513,A028973,A043827,PV27  ,2013JJ00,,,,,,,,,,,,
514,A028973,A043827,PV27  ,2014JJ00,,,,,,,,,,,,
515,A028973,A043827,PV27  ,2015JJ00,,,,,,,,,,,,
516,A028973,A043827,PV27  ,2016JJ00,,,,,2.0,9.0,98.0,91.0,,,,
517,A028973,A043827,PV27  ,2017JJ00,,,,,1.0,8.0,99.0,92.0,,,,
518,A028973,A043827,PV27  ,2018JJ00,,,,,1.0,9.0,99.0,91.0,,,,
519,A028973,A043827,PV27  ,2019JJ00,,,,,1.0,9.0,99.0,91.0,,,,
520,A028973,A043827,PV27  ,2020JJ00,,,,,1.0,8.0,99.0,92.0,,,,
521,A028973,A043827,PV27  ,2021JJ00,,,,,1.0,8.0,99.0,92.0,,,,
522,A028973,A043827,PV27  ,2022JJ00,,,,,1.0,9.0,99.0,91.0,,,,
523,A028973,A043827,PV27  ,2023JJ00,,,,,1.0,10.0,99.0,90.0,,,,
524,A028973,A043827,PV27  ,2024JJ00,,,,,2.0,11.0,98.0,89.0,,,,
525,A028973,A043827,PV28  ,2010JJ00,,,,,,,,,,,,
526,A028973,A043827,PV28  ,2011JJ00,,,,,1.0,8.0,99.0,92.0,,,,
527,A028973,A043827,PV28  ,2012JJ00,,,,,2.0,8.0,98.0,92.0,,,,
528,A028973,A043827,PV28  ,2013JJ00,,,,,,,,,,,,
529,A028973,A043827,PV28  ,2014JJ00,,,,,,,,,,,,
530,A028973,A043827,PV28  ,2015JJ00,,,,,,,,,,,,
531,A028973,A043827,PV28  ,2016JJ00,,,,,2.0,10.0,98.0,90.0,,,,
532,A028973,A043827,PV28  ,2017JJ00,,,,,3.0,9.0,97.0,91.0,,,,
533,A028973,A043827,PV28  ,2018JJ00,,,,,3.0,11.0,97.0,89.0,,,,
534,A028973,A043827,PV28  ,2019JJ00,,,,,2.0,9.0,98.0,91.0,,,,
535,A028973,A043827,PV28  ,2020JJ00,,,,,2.0,9.0,98.0,91.0,,,,
536,A028973,A043827,PV28  ,2021JJ00,,,,,2.0,9.0,98.0,91.0,,,,
537,A028973,A043827,PV28  ,2022JJ00,,,,,2.0,9.0,98.0,91.0,,,,
538,A028973,A043827,PV28  ,2023JJ00,,,,,2.0,9.0,98.0,91.0,,,,
539,A028973,A043827,PV28  ,2024JJ00,,,,,2.0,9.0,98.0,91.0,,,,
540,A028973,A043827,PV29  ,2010JJ00,,,,,,,,,,,,
541,A028973,A043827,PV29  ,2011JJ00,,,,,6.0,18.0,94.0,82.0,,,,
542,A028973,A043827,PV29  ,2012JJ00,,,,,5.0,17.0,95.0,83.0,,,,
543,A028973,A043827,PV29  ,2013JJ00,,,,,,,,,,,,
544,A028973,A043827,PV29  ,2014JJ00,,,,,,,,,,,,
545,A028973,A043827,PV29  ,2015JJ00,,,,,,,,,,,,
546,A028973,A043827,PV29  ,2016JJ00,,,,,4.0,15.0,96.0,85.0,,,,
547,A028973,A043827,PV29  ,2017JJ00,,,,,13.0,25.0,87.0,75.0,,,,
548,A028973,A043827,PV29  ,2018JJ00,,,,,11.0,25.0,89.0,75.0,,,,
549,A028973,A043827,PV29  ,2019JJ00,,,,,12.0,26.0,88.0,74.0,,,,
550,A028973,A043827,PV29  ,2020JJ00,,,,,9.0,21.0,91.0,79.0,,,,
551,A028973,A043827,PV29  ,2021JJ00,,,,,10.0,20.0,90.0,80.0,,,,
552,A028973,A043827,PV29  ,2022JJ00,,,,,12.0,23.0,88.0,77.0,,,,
553,A028973,A043827,PV29  ,2023JJ00,,,,,13.0,22.0,88.0,78.0,,,,
554,A028973,A043827,PV29  ,2024JJ00,,,,,12.0,21.0,88.0,79.0,,,,
555,A028973,A043827,PV30  ,2010JJ00,,,,,,,,,,,,
556,A028973,A043827,PV30  ,2011JJ00,,,,,23.0,41.0,77.0,59.0,,,,
557,A028973,A043827,PV30  ,2012JJ00,,,,,24.0,42.0,76.0,58.0,,,,
558,A028973,A043827,PV30  ,2013JJ00,,,,,,,,,,,,
559,A028973,A043827,PV30  ,2014JJ00,,,,,,,,,,,,
560,A028973,A043827,PV30  ,2015JJ00,,,,,,,,,,,,
561,A028973,A043827,PV30  ,2016JJ00,,,,,26.0,46.0,74.0,54.0,,,,
562,A028973,A043827,PV30  ,2017JJ00,,,,,26.0,46.0,74.0,54.0,,,,
563,A028973,A043827,PV30  ,2018JJ00,,,,,25.0,44.0,75.0,56.0,,,,
564,A028973,A043827,PV30  ,2019JJ00,,,,,24.0,43.0,76.0,57.0,,,,
565,A028973,A043827,PV30  ,2020JJ00,,,,,22.0,42.0,78.0,58.0,,,,
566,A028973,A043827,PV30  ,2021JJ00,,,,,22.0,41.0,78.0,59.0,,,,
567,A028973,A043827,PV30  ,2022JJ00,,,,,23.0,42.0,77.0,58.0,,,,
568,A028973,A043827,PV30  ,2023JJ00,,,,,25.0,44.0,75.0,56.0,,,,
569,A028973,A043827,PV30  ,2024JJ00,,,,,29.0,47.0,71.0,53.0,,,,
570,A028973,A043827,PV31  ,2010JJ00,,,,,,,,,,,,
571,A028973,A043827,PV31  ,2011JJ00,,,,,11.0,24.0,89.0,76.0,,,,
572,A028973,A043827,PV31  ,2012JJ00,,,,,12.0,25.0,88.0,75.0,,,,
573,A028973,A043827,PV31  ,2013JJ00,,,,,,,,,,,,
574,A028973,A043827,PV31  ,2014JJ00,,,,,,,,,,,,
575,A028973,A043827,PV31  ,2015JJ00,,,,,,,,,,,,
576,A028973,A043827,PV31  ,2016JJ00,,,,,12.0,29.0,88.0,71.0,,,,
577,A028973,A043827,PV31  ,2017JJ00,,,,,13.0,31.0,88.0,69.0,,,,
578,A028973,A043827,PV31  ,2018JJ00,,,,,9.0,27.0,91.0,73.0,,,,
579,A028973,A043827,PV31  ,2019JJ00,,,,,9.0,28.0,91.0,72.0,,,,
580,A028973,A043827,PV31  ,2020JJ00,,,,,13.0,33.0,87.0,67.0,,,,
581,A028973,A043827,PV31  ,2021JJ00,,,,,15.0,34.0,85.0,66.0,,,,
582,A028973,A043827,PV31  ,2022JJ00,,,,,14.0,32.0,86.0,68.0,,,,
583,A028973,A043827,PV31  ,2023JJ00,,,,,13.0,31.0,87.0,69.0,,,,
584,A028973,A043827,PV31  ,2024JJ00,,,,,15.0,32.0,85.0,68.0,,,,
585,A028973,A051765,NL01  ,2010JJ00,,,,,,,,,,,,
586,A028973,A051765,NL01  ,2011JJ00,,,,,19.0,36.0,81.0,64.0,,,,
587,A028973,A051765,NL01  ,2012JJ00,,,,,19.0,36.0,81.0,64.0,,,,
588,A028973,A051765,NL01  ,2013JJ00,,,,,,,,,,,,
589,A028973,A051765,NL01  ,2014JJ00,,,,,,,,,,,,
590,A028973,A051765,NL01  ,2015JJ00,,,,,,,,,,,,
591,A028973,A051765,NL01  ,2016JJ00,,,,,19.0,36.0,81.0,64.0,,,,
592,A028973,A051765,NL01  ,2017JJ00,,,,,18.0,34.0,82.0,66.0,,,,
593,A028973,A051765,NL01  ,2018JJ00,,,,,17.0,34.0,83.0,66.0,,,,
594,A028973,A051765,NL01  ,2019JJ00,,,,,15.0,32.0,85.0,68.0,,,,
595,A028973,A051765,NL01  ,2020JJ00,,,,,15.0,31.0,85.0,69.0,,,,
596,A028973,A051765,NL01  ,2021JJ00,,,,,14.0,30.0,86.0,70.0,,,,
597,A028973,A051765,NL01  ,2022JJ00,,,,,13.0,29.0,87.0,71.0,,,,
598,A028973,A051765,NL01  ,2023JJ00,,,,,14.0,30.0,86.0,70.0,,,,
599,A028973,A051765,NL01  ,2024JJ00,,,,,17.0,32.0,83.0,68.0,,,,
600,A028973,A051765,PV20  ,2010JJ00,,,,,,,,,,,,
601,A028973,A051765,PV20  ,2011JJ00,,,,,17.0,32.0,83.0,68.0,,,,
602,A028973,A051765,PV20  ,2012JJ00,,,,,18.0,32.0,82.0,68.0,,,,
603,A028973,A051765,PV20  ,2013JJ00,,,,,,,,,,,,
604,A028973,A051765,PV20  ,2014JJ00,,,,,,,,,,,,
605,A028973,A051765,PV20  ,2015JJ00,,,,,,,,,,,,
606,A028973,A051765,PV20  ,2016JJ00,,,,,18.0,33.0,82.0,67.0,,,,
607,A028973,A051765,PV20  ,2017JJ00,,,,,17.0,29.0,83.0,71.0,,,,
608,A028973,A051765,PV20  ,2018JJ00,,,,,14.0,27.0,86.0,73.0,,,,
609,A028973,A051765,PV20  ,2019JJ00,,,,,13.0,27.0,87.0,73.0,,,,
610,A028973,A051765,PV20  ,2020JJ00,,,,,13.0,27.0,87.0,73.0,,,,
611,A028973,A051765,PV20  ,2021JJ00,,,,,12.0,25.0,88.0,75.0,,,,
612,A028973,A051765,PV20  ,2022JJ00,,,,,13.0,25.0,87.0,75.0,,,,
613,A028973,A051765,PV20  ,2023JJ00,,,,,13.0,26.0,87.0,74.0,,,,
614,A028973,A051765,PV20  ,2024JJ00,,,,,17.0,28.0,83.0,72.0,,,,
615,A028973,A051765,PV21  ,2010JJ00,,,,,,,,,,,,
616,A028973,A051765,PV21  ,2011JJ00,,,,,17.0,37.0,83.0,63.0,,,,
617,A028973,A051765,PV21  ,2012JJ00,,,,,17.0,35.0,83.0,65.0,,,,
618,A028973,A051765,PV21  ,2013JJ00,,,,,,,,,,,,
619,A028973,A051765,PV21  ,2014JJ00,,,,,,,,,,,,
620,A028973,A051765,PV21  ,2015JJ00,,,,,,,,,,,,
621,A028973,A051765,PV21  ,2016JJ00,,,,,19.0,37.0,81.0,63.0,,,,
622,A028973,A051765,PV21  ,2017JJ00,,,,,16.0,33.0,84.0,67.0,,,,
623,A028973,A051765,PV21  ,2018JJ00,,,,,14.0,31.0,86.0,69.0,,,,
624,A028973,A051765,PV21  ,2019JJ00,,,,,13.0,31.0,87.0,69.0,,,,
625,A028973,A051765,PV21  ,2020JJ00,,,,,13.0,30.0,87.0,70.0,,,,
