ID,SpendingCategory,CaribbeanNetherlands,Periods,ConsumerPriceIndexCPI_1,QuarterOnQuarterChangeCPI_2,YearOnYearChangeCPI_3,Weights_4
950,070000,GM9003,2016KW01,109.73,1.2,-3.1,12703
951,070000,GM9003,2016KW02,110.33,0.5,-2.6,12703
952,070000,GM9003,2016KW03,110.36,0.0,2.1,12703
953,070000,GM9003,2016KW04,110.59,0.2,2.0,12703
954,070000,GM9003,2016JJ00,110.25,,-0.5,12703
955,070000,GM9003,2017KW01,110.51,-0.1,0.7,12703
956,070000,GM9003,2017KW02,110.55,0.0,0.2,12703
957,070000,GM9003,2017KW03,109.37,-1.1,-0.9,12703
958,070000,GM9003,2017KW04,107.15,-2.0,-3.1,12703
959,070000,GM9003,2017JJ00,109.4,,-0.8,12703
960,080000,GM9001,2010KW01,98.48,,,5798
961,080000,GM9001,2010KW02,98.45,0.0,,5798
962,080000,GM9001,2010KW03,100.53,2.1,,5798
963,080000,GM9001,2010KW04,102.54,2.0,,5798
964,080000,GM9001,2010JJ00,100.0,,,5798
965,080000,GM9001,2011KW01,103.21,0.7,4.8,5798
966,080000,GM9001,2011KW02,102.67,-0.5,4.3,5798
967,080000,GM9001,2011KW03,102.52,-0.1,2.0,5798
968,080000,GM9001,2011KW04,102.52,0.0,0.0,5798
969,080000,GM9001,2011JJ00,102.73,,2.7,5798
970,080000,GM9001,2012KW01,101.7,-0.8,-1.5,5798
971,080000,GM9001,2012KW02,100.48,-1.2,-2.1,5798
972,080000,GM9001,2012KW03,101.43,0.9,-1.1,5798
973,080000,GM9001,2012KW04,101.43,0.0,-1.1,5798
974,080000,GM9001,2012JJ00,101.26,,-1.4,5798
975,080000,GM9001,2013KW01,102.36,0.9,0.6,5798
976,080000,GM9001,2013KW02,100.2,-2.1,-0.3,5798
977,080000,GM9001,2013KW03,100.13,-0.1,-1.3,5798
978,080000,GM9001,2013KW04,100.13,0.0,-1.3,5798
979,080000,GM9001,2013JJ00,100.71,,-0.5,5798
980,080000,GM9001,2014KW01,100.13,0.0,-2.2,8762
981,080000,GM9001,2014KW02,101.23,1.1,1.0,8762
982,080000,GM9001,2014KW03,99.03,-2.2,-1.1,8762
983,080000,GM9001,2014KW04,98.72,-0.3,-1.4,8762
984,080000,GM9001,2014JJ00,99.78,,-0.9,8762
985,080000,GM9001,2015KW01,98.82,0.1,-1.3,8762
986,080000,GM9001,2015KW02,98.79,0.0,-2.4,8762
987,080000,GM9001,2015KW03,98.7,-0.1,-0.3,8762
988,080000,GM9001,2015KW04,98.7,0.0,0.0,8762
989,080000,GM9001,2015JJ00,98.76,,-1.0,8762
990,080000,GM9001,2016KW01,98.71,0.0,-0.1,7885
991,080000,GM9001,2016KW02,98.68,0.0,-0.1,7885
992,080000,GM9001,2016KW03,98.63,-0.1,-0.1,7885
993,080000,GM9001,2016KW04,97.61,-1.0,-1.1,7885
994,080000,GM9001,2016JJ00,98.41,,-0.4,7885
995,080000,GM9001,2017KW01,99.06,1.5,0.4,7885
996,080000,GM9001,2017KW02,98.59,-0.5,-0.1,7885
997,080000,GM9001,2017KW03,98.68,0.1,0.1,7885
998,080000,GM9001,2017KW04,98.58,-0.1,1.0,7885
999,080000,GM9001,2017JJ00,98.73,,0.3,7885
1000,080000,GM9002,2010KW01,100.01,,,5798
1001,080000,GM9002,2010KW02,100.01,0.0,,5798
1002,080000,GM9002,2010KW03,99.99,0.0,,5798
1003,080000,GM9002,2010KW04,99.99,0.0,,5798
1004,080000,GM9002,2010JJ00,100.0,,,5798
1005,080000,GM9002,2011KW01,99.98,0.0,0.0,5798
1006,080000,GM9002,2011KW02,99.93,-0.1,-0.1,5798
1007,080000,GM9002,2011KW03,99.97,0.0,0.0,5798
1008,080000,GM9002,2011KW04,99.88,-0.1,-0.1,5798
1009,080000,GM9002,2011JJ00,99.94,,-0.1,5798
1010,080000,GM9002,2012KW01,100.06,0.2,0.1,5798
1011,080000,GM9002,2012KW02,100.66,0.6,0.7,5798
1012,080000,GM9002,2012KW03,100.68,0.0,0.7,5798
1013,080000,GM9002,2012KW04,100.68,0.0,0.8,5798
1014,080000,GM9002,2012JJ00,100.52,,0.6,5798
1015,080000,GM9002,2013KW01,100.68,0.0,0.6,5798
1016,080000,GM9002,2013KW02,100.77,0.1,0.1,5798
1017,080000,GM9002,2013KW03,100.75,0.0,0.1,5798
1018,080000,GM9002,2013KW04,100.71,0.0,0.0,5798
1019,080000,GM9002,2013JJ00,100.73,,0.2,5798
1020,080000,GM9002,2014KW01,101.63,0.9,0.9,10721
1021,080000,GM9002,2014KW02,101.63,0.0,0.9,10721
1022,080000,GM9002,2014KW03,101.63,0.0,0.9,10721
1023,080000,GM9002,2014KW04,102.26,0.6,1.5,10721
1024,080000,GM9002,2014JJ00,101.79,,1.1,10721
1025,080000,GM9002,2015KW01,102.46,0.2,0.8,10721
1026,080000,GM9002,2015KW02,102.46,0.0,0.8,10721
1027,080000,GM9002,2015KW03,102.46,0.0,0.8,10721
1028,080000,GM9002,2015KW04,102.46,0.0,0.2,10721
1029,080000,GM9002,2015JJ00,102.46,,0.7,10721
1030,080000,GM9002,2016KW01,102.46,0.0,0.0,9482
1031,080000,GM9002,2016KW02,102.46,0.0,0.0,9482
1032,080000,GM9002,2016KW03,102.46,0.0,0.0,9482
1033,080000,GM9002,2016KW04,102.46,0.0,0.0,9482
1034,080000,GM9002,2016JJ00,102.46,,0.0,9482
1035,080000,GM9002,2017KW01,102.46,0.0,0.0,9482
1036,080000,GM9002,2017KW02,102.46,0.0,0.0,9482
1037,080000,GM9002,2017KW03,96.77,-5.6,-5.6,9482
1038,080000,GM9002,2017KW04,96.77,0.0,-5.6,9482
1039,080000,GM9002,2017JJ00,99.62,,-2.8,9482
1040,080000,GM9003,2010KW01,100.02,,,5798
1041,080000,GM9003,2010KW02,100.02,0.0,,5798
1042,080000,GM9003,2010KW03,99.99,0.0,,5798
1043,080000,GM9003,2010KW04,99.98,0.0,,5798
1044,080000,GM9003,2010JJ00,100.0,,,5798
1045,080000,GM9003,2011KW01,99.93,-0.1,-0.1,5798
1046,080000,GM9003,2011KW02,99.89,0.0,-0.1,5798
1047,080000,GM9003,2011KW03,99.89,0.0,-0.1,5798
1048,080000,GM9003,2011KW04,99.73,-0.2,-0.3,5798
1049,080000,GM9003,2011JJ00,99.86,,-0.1,5798
1050,080000,GM9003,2012KW01,99.7,0.0,-0.2,5798
1051,080000,GM9003,2012KW02,100.09,0.4,0.2,5798
1052,080000,GM9003,2012KW03,100.09,0.0,0.2,5798
1053,080000,GM9003,2012KW04,100.09,0.0,0.4,5798
1054,080000,GM9003,2012JJ00,99.99,,0.1,5798
1055,080000,GM9003,2013KW01,100.09,0.0,0.4,5798
1056,080000,GM9003,2013KW02,100.18,0.1,0.1,5798
1057,080000,GM9003,2013KW03,100.16,0.0,0.1,5798
1058,080000,GM9003,2013KW04,100.12,0.0,0.0,5798
1059,080000,GM9003,2013JJ00,100.14,,0.2,5798
1060,080000,GM9003,2014KW01,100.15,0.0,0.1,8746
1061,080000,GM9003,2014KW02,100.15,0.0,0.0,8746
1062,080000,GM9003,2014KW03,100.15,0.0,0.0,8746
1063,080000,GM9003,2014KW04,100.15,0.0,0.0,8746
1064,080000,GM9003,2014JJ00,100.15,,0.0,8746
1065,080000,GM9003,2015KW01,100.74,0.6,0.6,8746
1066,080000,GM9003,2015KW02,101.72,1.0,1.6,8746
1067,080000,GM9003,2015KW03,101.72,0.0,1.6,8746
1068,080000,GM9003,2015KW04,101.72,0.0,1.6,8746
1069,080000,GM9003,2015JJ00,101.47,,1.3,8746
1070,080000,GM9003,2016KW01,101.72,0.0,1.0,7712
1071,080000,GM9003,2016KW02,101.72,0.0,0.0,7712
1072,080000,GM9003,2016KW03,101.72,0.0,0.0,7712
1073,080000,GM9003,2016KW04,101.72,0.0,0.0,7712
1074,080000,GM9003,2016JJ00,101.72,,0.2,7712
1075,080000,GM9003,2017KW01,101.78,0.1,0.1,7712
1076,080000,GM9003,2017KW02,96.27,-5.4,-5.4,7712
1077,080000,GM9003,2017KW03,90.43,-6.1,-11.1,7712
1078,080000,GM9003,2017KW04,90.43,0.0,-11.1,7712
1079,080000,GM9003,2017JJ00,94.73,,-6.9,7712
1080,090000,GM9001,2010KW01,98.69,,,9332
1081,090000,GM9001,2010KW02,99.0,0.3,,9332
1082,090000,GM9001,2010KW03,101.19,2.2,,9332
1083,090000,GM9001,2010KW04,101.11,-0.1,,9332
1084,090000,GM9001,2010JJ00,100.0,,,9332
1085,090000,GM9001,2011KW01,101.12,0.0,2.5,9332
1086,090000,GM9001,2011KW02,102.19,1.1,3.2,9332
1087,090000,GM9001,2011KW03,102.8,0.6,1.6,9332
1088,090000,GM9001,2011KW04,102.44,-0.4,1.3,9332
1089,090000,GM9001,2011JJ00,102.14,,2.1,9332
1090,090000,GM9001,2012KW01,102.06,-0.4,0.9,9332
1091,090000,GM9001,2012KW02,104.08,2.0,1.8,9332
1092,090000,GM9001,2012KW03,104.1,0.0,1.3,9332
1093,090000,GM9001,2012KW04,102.66,-1.4,0.2,9332
1094,090000,GM9001,2012JJ00,103.23,,1.1,9332
1095,090000,GM9001,2013KW01,102.61,0.0,0.5,9332
1096,090000,GM9001,2013KW02,103.33,0.7,-0.7,9332
1097,090000,GM9001,2013KW03,106.64,3.2,2.4,9332
1098,090000,GM9001,2013KW04,108.49,1.7,5.7,9332
1099,090000,GM9001,2013JJ00,105.27,,2.0,9332
1100,090000,GM9001,2014KW01,108.39,-0.1,5.6,3516
1101,090000,GM9001,2014KW02,108.41,0.0,4.9,3516
1102,090000,GM9001,2014KW03,108.06,-0.3,1.3,3516
1103,090000,GM9001,2014KW04,108.41,0.3,-0.1,3516
1104,090000,GM9001,2014JJ00,108.32,,2.9,3516
1105,090000,GM9001,2015KW01,108.11,-0.3,-0.3,3516
1106,090000,GM9001,2015KW02,110.24,2.0,1.7,3516
1107,090000,GM9001,2015KW03,112.71,2.2,4.3,3516
1108,090000,GM9001,2015KW04,113.03,0.3,4.3,3516
1109,090000,GM9001,2015JJ00,111.02,,2.5,3516
1110,090000,GM9001,2016KW01,112.05,-0.9,3.6,3164
1111,090000,GM9001,2016KW02,113.18,1.0,2.7,3164
1112,090000,GM9001,2016KW03,111.04,-1.9,-1.5,3164
1113,090000,GM9001,2016KW04,110.59,-0.4,-2.2,3164
1114,090000,GM9001,2016JJ00,111.71,,0.6,3164
1115,090000,GM9001,2017KW01,112.37,1.6,0.3,3164
1116,090000,GM9001,2017KW02,111.22,-1.0,-1.7,3164
1117,090000,GM9001,2017KW03,111.17,0.0,0.1,3164
1118,090000,GM9001,2017KW04,109.48,-1.5,-1.0,3164
1119,090000,GM9001,2017JJ00,111.06,,-0.6,3164
1120,090000,GM9002,2010KW01,99.7,,,9332
1121,090000,GM9002,2010KW02,100.04,0.3,,9332
1122,090000,GM9002,2010KW03,99.94,-0.1,,9332
1123,090000,GM9002,2010KW04,100.31,0.4,,9332
1124,090000,GM9002,2010JJ00,100.0,,,9332
1125,090000,GM9002,2011KW01,101.44,1.1,1.7,9332
1126,090000,GM9002,2011KW02,102.25,0.8,2.2,9332
1127,090000,GM9002,2011KW03,104.06,1.8,4.1,9332
1128,090000,GM9002,2011KW04,105.02,0.9,4.7,9332
1129,090000,GM9002,2011JJ00,103.19,,3.2,9332
1130,090000,GM9002,2012KW01,105.83,0.8,4.3,9332
1131,090000,GM9002,2012KW02,122.2,15.5,19.5,9332
1132,090000,GM9002,2012KW03,121.48,-0.6,16.7,9332
1133,090000,GM9002,2012KW04,121.39,-0.1,15.6,9332
1134,090000,GM9002,2012JJ00,117.72,,14.1,9332
1135,090000,GM9002,2013KW01,121.85,0.4,15.1,9332
1136,090000,GM9002,2013KW02,123.2,1.1,0.8,9332
1137,090000,GM9002,2013KW03,122.73,-0.4,1.0,9332
1138,090000,GM9002,2013KW04,122.63,-0.1,1.0,9332
1139,090000,GM9002,2013JJ00,122.6,,4.1,9332
1140,090000,GM9002,2014KW01,123.38,0.6,1.3,5438
1141,090000,GM9002,2014KW02,123.81,0.3,0.5,5438
1142,090000,GM9002,2014KW03,123.82,0.0,0.9,5438
1143,090000,GM9002,2014KW04,123.83,0.0,1.0,5438
1144,090000,GM9002,2014JJ00,123.71,,0.9,5438
1145,090000,GM9002,2015KW01,124.04,0.2,0.5,5438
1146,090000,GM9002,2015KW02,123.76,-0.2,0.0,5438
1147,090000,GM9002,2015KW03,123.56,-0.2,-0.2,5438
1148,090000,GM9002,2015KW04,123.49,-0.1,-0.3,5438
1149,090000,GM9002,2015JJ00,123.72,,0.0,5438
1150,090000,GM9002,2016KW01,123.5,0.0,-0.4,4510
1151,090000,GM9002,2016KW02,123.42,-0.1,-0.3,4510
1152,090000,GM9002,2016KW03,123.53,0.1,0.0,4510
1153,090000,GM9002,2016KW04,123.66,0.1,0.1,4510
1154,090000,GM9002,2016JJ00,123.53,,-0.2,4510
1155,090000,GM9002,2017KW01,124.32,0.5,0.7,4510
1156,090000,GM9002,2017KW02,125.96,1.3,2.1,4510
1157,090000,GM9002,2017KW03,126.56,0.5,2.5,4510
1158,090000,GM9002,2017KW04,128.29,1.4,3.7,4510
1159,090000,GM9002,2017JJ00,126.28,,2.2,4510
1160,090000,GM9003,2010KW01,99.26,,,9332
1161,090000,GM9003,2010KW02,99.51,0.3,,9332
1162,090000,GM9003,2010KW03,100.35,0.8,,9332
1163,090000,GM9003,2010KW04,100.88,0.5,,9332
1164,090000,GM9003,2010JJ00,100.0,,,9332
1165,090000,GM9003,2011KW01,101.71,0.8,2.5,9332
1166,090000,GM9003,2011KW02,101.54,-0.2,2.0,9332
1167,090000,GM9003,2011KW03,103.31,1.7,2.9,9332
1168,090000,GM9003,2011KW04,105.76,2.4,4.8,9332
1169,090000,GM9003,2011JJ00,103.08,,3.1,9332
1170,090000,GM9003,2012KW01,106.8,1.0,5.0,9332
1171,090000,GM9003,2012KW02,107.95,1.1,6.3,9332
1172,090000,GM9003,2012KW03,108.28,0.3,4.8,9332
1173,090000,GM9003,2012KW04,109.3,0.9,3.3,9332
1174,090000,GM9003,2012JJ00,108.08,,4.9,9332
1175,090000,GM9003,2013KW01,109.91,0.6,2.9,9332
1176,090000,GM9003,2013KW02,112.85,2.7,4.5,9332
1177,090000,GM9003,2013KW03,113.19,0.3,4.5,9332
1178,090000,GM9003,2013KW04,111.87,-1.2,2.4,9332
1179,090000,GM9003,2013JJ00,111.96,,3.6,9332
1180,090000,GM9003,2014KW01,111.75,-0.1,1.7,3436
1181,090000,GM9003,2014KW02,111.57,-0.2,-1.1,3436
1182,090000,GM9003,2014KW03,111.63,0.1,-1.4,3436
1183,090000,GM9003,2014KW04,111.6,0.0,-0.2,3436
1184,090000,GM9003,2014JJ00,111.64,,-0.3,3436
1185,090000,GM9003,2015KW01,111.73,0.1,0.0,3436
1186,090000,GM9003,2015KW02,111.97,0.2,0.4,3436
1187,090000,GM9003,2015KW03,111.93,0.0,0.3,3436
1188,090000,GM9003,2015KW04,111.8,-0.1,0.2,3436
1189,090000,GM9003,2015JJ00,111.86,,0.2,3436
1190,090000,GM9003,2016KW01,112.0,0.2,0.2,2688
1191,090000,GM9003,2016KW02,112.17,0.2,0.2,2688
1192,090000,GM9003,2016KW03,112.15,0.0,0.2,2688
1193,090000,GM9003,2016KW04,111.75,-0.4,0.0,2688
1194,090000,GM9003,2016JJ00,112.02,,0.1,2688
1195,090000,GM9003,2017KW01,112.6,0.8,0.5,2688
1196,090000,GM9003,2017KW02,114.77,1.9,2.3,2688
1197,090000,GM9003,2017KW03,113.49,-1.1,1.2,2688
1198,090000,GM9003,2017KW04,115.67,1.9,3.5,2688
1199,090000,GM9003,2017JJ00,114.13,,1.9,2688
1200,100000,GM9001,2010KW01,100.0,,,630
1201,100000,GM9001,2010KW02,100.0,0.0,,630
1202,100000,GM9001,2010KW03,100.0,0.0,,630
1203,100000,GM9001,2010KW04,100.0,0.0,,630
1204,100000,GM9001,2010JJ00,100.0,,,630
1205,100000,GM9001,2011KW01,100.0,0.0,0.0,630
1206,100000,GM9001,2011KW02,100.0,0.0,0.0,630
1207,100000,GM9001,2011KW03,100.0,0.0,0.0,630
1208,100000,GM9001,2011KW04,100.0,0.0,0.0,630
1209,100000,GM9001,2011JJ00,100.0,,0.0,630
1210,100000,GM9001,2012KW01,100.0,0.0,0.0,630
1211,100000,GM9001,2012KW02,100.0,0.0,0.0,630
1212,100000,GM9001,2012KW03,100.0,0.0,0.0,630
1213,100000,GM9001,2012KW04,100.0,0.0,0.0,630
1214,100000,GM9001,2012JJ00,100.0,,0.0,630
1215,100000,GM9001,2013KW01,100.0,0.0,0.0,630
1216,100000,GM9001,2013KW02,100.0,0.0,0.0,630
1217,100000,GM9001,2013KW03,100.0,0.0,0.0,630
1218,100000,GM9001,2013KW04,100.0,0.0,0.0,630
1219,100000,GM9001,2013JJ00,100.0,,0.0,630
1220,100000,GM9001,2014KW01,100.0,0.0,0.0,585
1221,100000,GM9001,2014KW02,100.0,0.0,0.0,585
1222,100000,GM9001,2014KW03,100.0,0.0,0.0,585
1223,100000,GM9001,2014KW04,100.0,0.0,0.0,585
1224,100000,GM9001,2014JJ00,100.0,,0.0,585
1225,100000,GM9001,2015KW01,100.0,0.0,0.0,585
1226,100000,GM9001,2015KW02,100.0,0.0,0.0,585
1227,100000,GM9001,2015KW03,100.0,0.0,0.0,585
1228,100000,GM9001,2015KW04,100.0,0.0,0.0,585
1229,100000,GM9001,2015JJ00,100.0,,0.0,585
1230,100000,GM9001,2016KW01,100.0,0.0,0.0,527
1231,100000,GM9001,2016KW02,100.0,0.0,0.0,527
1232,100000,GM9001,2016KW03,100.0,0.0,0.0,527
1233,100000,GM9001,2016KW04,100.0,0.0,0.0,527
1234,100000,GM9001,2016JJ00,100.0,,0.0,527
1235,100000,GM9001,2017KW01,100.0,0.0,0.0,527
1236,100000,GM9001,2017KW02,103.19,3.2,3.2,527
1237,100000,GM9001,2017KW03,101.85,-1.3,1.8,527
1238,100000,GM9001,2017KW04,101.85,0.0,1.8,527
1239,100000,GM9001,2017JJ00,101.72,,1.7,527
1240,100000,GM9002,2010KW01,100.0,,,630
1241,100000,GM9002,2010KW02,100.0,0.0,,630
1242,100000,GM9002,2010KW03,100.0,0.0,,630
1243,100000,GM9002,2010KW04,100.0,0.0,,630
1244,100000,GM9002,2010JJ00,100.0,,,630
1245,100000,GM9002,2011KW01,100.0,0.0,0.0,630
1246,100000,GM9002,2011KW02,100.0,0.0,0.0,630
1247,100000,GM9002,2011KW03,101.05,1.1,1.1,630
1248,100000,GM9002,2011KW04,101.05,0.0,1.1,630
1249,100000,GM9002,2011JJ00,100.53,,0.5,630
1250,100000,GM9002,2012KW01,101.05,0.0,1.1,630
1251,100000,GM9002,2012KW02,101.05,0.0,1.1,630
1252,100000,GM9002,2012KW03,101.05,0.0,0.0,630
1253,100000,GM9002,2012KW04,101.05,0.0,0.0,630
1254,100000,GM9002,2012JJ00,101.05,,0.5,630
1255,100000,GM9002,2013KW01,101.05,0.0,0.0,630
1256,100000,GM9002,2013KW02,101.05,0.0,0.0,630
1257,100000,GM9002,2013KW03,101.05,0.0,0.0,630
1258,100000,GM9002,2013KW04,101.05,0.0,0.0,630
1259,100000,GM9002,2013JJ00,101.05,,0.0,630
1260,100000,GM9002,2014KW01,101.05,0.0,0.0,1487
1261,100000,GM9002,2014KW02,101.05,0.0,0.0,1487
1262,100000,GM9002,2014KW03,97.43,-3.6,-3.6,1487
1263,100000,GM9002,2014KW04,97.43,0.0,-3.6,1487
1264,100000,GM9002,2014JJ00,99.24,,-1.8,1487
1265,100000,GM9002,2015KW01,97.43,0.0,-3.6,1487
1266,100000,GM9002,2015KW02,97.43,0.0,-3.6,1487
1267,100000,GM9002,2015KW03,97.43,0.0,0.0,1487
1268,100000,GM9002,2015KW04,97.43,0.0,0.0,1487
1269,100000,GM9002,2015JJ00,97.43,,-1.8,1487
1270,100000,GM9002,2016KW01,97.43,0.0,0.0,1316
1271,100000,GM9002,2016KW02,97.43,0.0,0.0,1316
1272,100000,GM9002,2016KW03,97.43,0.0,0.0,1316
1273,100000,GM9002,2016KW04,97.43,0.0,0.0,1316
1274,100000,GM9002,2016JJ00,97.43,,0.0,1316
1275,100000,GM9002,2017KW01,97.43,0.0,0.0,1316
1276,100000,GM9002,2017KW02,109.33,12.2,12.2,1316
1277,100000,GM9002,2017KW03,105.12,-3.9,7.9,1316
1278,100000,GM9002,2017KW04,105.12,0.0,7.9,1316
1279,100000,GM9002,2017JJ00,104.25,,7.0,1316
1280,100000,GM9003,2010KW01,100.0,,,630
1281,100000,GM9003,2010KW02,100.0,0.0,,630
1282,100000,GM9003,2010KW03,100.0,0.0,,630
1283,100000,GM9003,2010KW04,100.0,0.0,,630
1284,100000,GM9003,2010JJ00,100.0,,,630
1285,100000,GM9003,2011KW01,101.66,1.7,1.7,630
1286,100000,GM9003,2011KW02,104.98,3.3,5.0,630
1287,100000,GM9003,2011KW03,104.99,0.0,5.0,630
1288,100000,GM9003,2011KW04,104.99,0.0,5.0,630
1289,100000,GM9003,2011JJ00,104.16,,4.2,630
1290,100000,GM9003,2012KW01,104.99,0.0,3.3,630
1291,100000,GM9003,2012KW02,104.99,0.0,0.0,630
1292,100000,GM9003,2012KW03,104.99,0.0,0.0,630
1293,100000,GM9003,2012KW04,104.99,0.0,0.0,630
1294,100000,GM9003,2012JJ00,104.99,,0.8,630
1295,100000,GM9003,2013KW01,104.99,0.0,0.0,630
1296,100000,GM9003,2013KW02,104.99,0.0,0.0,630
1297,100000,GM9003,2013KW03,104.99,0.0,0.0,630
1298,100000,GM9003,2013KW04,104.99,0.0,0.0,630
1299,100000,GM9003,2013JJ00,104.99,,0.0,630
1300,100000,GM9003,2014KW01,104.99,0.0,0.0,2215
1301,100000,GM9003,2014KW02,104.99,0.0,0.0,2215
1302,100000,GM9003,2014KW03,104.99,0.0,0.0,2215
1303,100000,GM9003,2014KW04,104.99,0.0,0.0,2215
1304,100000,GM9003,2014JJ00,104.99,,0.0,2215
1305,100000,GM9003,2015KW01,104.99,0.0,0.0,2215
1306,100000,GM9003,2015KW02,104.99,0.0,0.0,2215
1307,100000,GM9003,2015KW03,104.99,0.0,0.0,2215
1308,100000,GM9003,2015KW04,104.99,0.0,0.0,2215
1309,100000,GM9003,2015JJ00,104.99,,0.0,2215
1310,100000,GM9003,2016KW01,104.99,0.0,0.0,1953
1311,100000,GM9003,2016KW02,104.99,0.0,0.0,1953
1312,100000,GM9003,2016KW03,104.99,0.0,0.0,1953
1313,100000,GM9003,2016KW04,104.99,0.0,0.0,1953
1314,100000,GM9003,2016JJ00,104.99,,0.0,1953
1315,100000,GM9003,2017KW01,104.99,0.0,0.0,1953
1316,100000,GM9003,2017KW02,117.82,12.2,12.2,1953
1317,100000,GM9003,2017KW03,113.28,-3.9,7.9,1953
1318,100000,GM9003,2017KW04,113.28,0.0,7.9,1953
1319,100000,GM9003,2017JJ00,112.34,,7.0,1953
1320,110000,GM9001,2010KW01,99.09,,,6173
1321,110000,GM9001,2010KW02,99.78,0.7,,6173
1322,110000,GM9001,2010KW03,100.43,0.7,,6173
1323,110000,GM9001,2010KW04,100.71,0.3,,6173
1324,110000,GM9001,2010JJ00,100.0,,,6173
1325,110000,GM9001,2011KW01,106.41,5.7,7.4,6173
1326,110000,GM9001,2011KW02,106.18,-0.2,6.4,6173
1327,110000,GM9001,2011KW03,109.02,2.7,8.6,6173
1328,110000,GM9001,2011KW04,112.2,2.9,11.4,6173
1329,110000,GM9001,2011JJ00,108.45,,8.5,6173
1330,110000,GM9001,2012KW01,110.9,-1.2,4.2,6173
1331,110000,GM9001,2012KW02,111.12,0.2,4.7,6173
1332,110000,GM9001,2012KW03,112.44,1.2,3.1,6173
1333,110000,GM9001,2012KW04,114.21,1.6,1.8,6173
1334,110000,GM9001,2012JJ00,112.17,,3.4,6173
1335,110000,GM9001,2013KW01,115.34,1.0,4.0,6173
1336,110000,GM9001,2013KW02,116.05,0.6,4.4,6173
1337,110000,GM9001,2013KW03,116.59,0.5,3.7,6173
1338,110000,GM9001,2013KW04,116.4,-0.2,1.9,6173
1339,110000,GM9001,2013JJ00,116.09,,3.5,6173
1340,110000,GM9001,2014KW01,116.01,-0.3,0.6,6460
1341,110000,GM9001,2014KW02,116.36,0.3,0.3,6460
1342,110000,GM9001,2014KW03,116.3,-0.1,-0.2,6460
1343,110000,GM9001,2014KW04,116.45,0.1,0.0,6460
1344,110000,GM9001,2014JJ00,116.28,,0.2,6460
1345,110000,GM9001,2015KW01,118.73,2.0,2.3,6460
1346,110000,GM9001,2015KW02,120.31,1.3,3.4,6460
1347,110000,GM9001,2015KW03,121.18,0.7,4.2,6460
1348,110000,GM9001,2015KW04,122.87,1.4,5.5,6460
1349,110000,GM9001,2015JJ00,120.77,,3.9,6460
1350,110000,GM9001,2016KW01,122.52,-0.3,3.2,5814
1351,110000,GM9001,2016KW02,124.38,1.5,3.4,5814
1352,110000,GM9001,2016KW03,125.21,0.7,3.3,5814
1353,110000,GM9001,2016KW04,125.51,0.2,2.1,5814
1354,110000,GM9001,2016JJ00,124.41,,3.0,5814
1355,110000,GM9001,2017KW01,125.25,-0.2,2.2,5814
1356,110000,GM9001,2017KW02,125.11,-0.1,0.6,5814
1357,110000,GM9001,2017KW03,125.12,0.0,-0.1,5814
1358,110000,GM9001,2017KW04,124.61,-0.4,-0.7,5814
1359,110000,GM9001,2017JJ00,125.02,,0.5,5814
1360,110000,GM9002,2010KW01,97.66,,,6173
1361,110000,GM9002,2010KW02,99.86,2.3,,6173
1362,110000,GM9002,2010KW03,100.84,1.0,,6173
1363,110000,GM9002,2010KW04,101.64,0.8,,6173
1364,110000,GM9002,2010JJ00,100.0,,,6173
1365,110000,GM9002,2011KW01,118.43,16.5,21.3,6173
1366,110000,GM9002,2011KW02,125.03,5.6,25.2,6173
1367,110000,GM9002,2011KW03,126.04,0.8,25.0,6173
1368,110000,GM9002,2011KW04,129.55,2.8,27.5,6173
1369,110000,GM9002,2011JJ00,124.76,,24.8,6173
1370,110000,GM9002,2012KW01,129.85,0.2,9.6,6173
1371,110000,GM9002,2012KW02,132.01,1.7,5.6,6173
1372,110000,GM9002,2012KW03,135.57,2.7,7.6,6173
1373,110000,GM9002,2012KW04,133.94,-1.2,3.4,6173
1374,110000,GM9002,2012JJ00,132.84,,6.5,6173
1375,110000,GM9002,2013KW01,134.8,0.6,3.8,6173
1376,110000,GM9002,2013KW02,135.42,0.5,2.6,6173
1377,110000,GM9002,2013KW03,135.43,0.0,-0.1,6173
1378,110000,GM9002,2013KW04,135.47,0.0,1.1,6173
1379,110000,GM9002,2013JJ00,135.28,,1.8,6173
1380,110000,GM9002,2014KW01,139.06,2.7,3.2,8249
1381,110000,GM9002,2014KW02,139.06,0.0,2.7,8249
1382,110000,GM9002,2014KW03,139.16,0.1,2.8,8249
1383,110000,GM9002,2014KW04,137.57,-1.1,1.6,8249
1384,110000,GM9002,2014JJ00,138.71,,2.5,8249
1385,110000,GM9002,2015KW01,138.64,0.8,-0.3,8249
1386,110000,GM9002,2015KW02,139.68,0.8,0.4,8249
1387,110000,GM9002,2015KW03,139.68,0.0,0.4,8249
1388,110000,GM9002,2015KW04,139.68,0.0,1.5,8249
1389,110000,GM9002,2015JJ00,139.42,,0.5,8249
1390,110000,GM9002,2016KW01,137.56,-1.5,-0.8,7296
1391,110000,GM9002,2016KW02,137.56,0.0,-1.5,7296
1392,110000,GM9002,2016KW03,138.36,0.6,-0.9,7296
1393,110000,GM9002,2016KW04,139.81,1.0,0.1,7296
1394,110000,GM9002,2016JJ00,138.32,,-0.8,7296
1395,110000,GM9002,2017KW01,139.09,-0.5,1.1,7296
