ID,Geslacht,Leeftijd,Herkomst,Perioden,TotaalUniekeGebruikersToevoegingen_1,Civiel_2,Ambtshalve_3,Straf_4,Erfrecht_5,PersonenEnFamilierecht_6,Verbintenissenrecht_7,Arbeidsrecht_8,Huurrecht_9,Faillissementsrecht_10,Goederenrecht_11,OverigCiviel_12,SocialeVoorzieningen_13,Vreemdelingenrecht_14,SocialeVerzekeringen_15,Bestuursrecht_16,Woonrecht_17,FiscaalRecht_18,Ambtenarenrecht_19,Milieurecht_20,StrafrechtVerdachten_21,StrafrechtOverig_22,Onbekend_23
617,3000,53850,1101,2009JJ00,5740,4950,350,890,10,980,1190,530,400,20,0,50,940,520,860,260,60,80,30,0,920,330,0
618,3000,53850,1101,2010JJ00,5810,4960,450,850,10,1080,1190,460,380,10,0,60,990,470,810,290,40,70,20,0,880,400,0
619,3000,53850,1101,2011JJ00,5790,4810,480,940,10,1030,1140,430,380,10,0,110,990,400,770,310,30,60,30,0,970,450,0
620,3000,53850,1251,2007JJ00,1130,1050,20,120,0,180,220,110,80,0,0,10,210,80,230,40,20,20,0,0,110,40,0
621,3000,53850,1251,2008JJ00,1190,1100,20,120,0,200,230,130,90,0,0,10,230,80,250,50,20,20,0,0,100,40,0
622,3000,53850,1251,2009JJ00,1240,1150,30,130,0,210,260,150,90,0,0,10,230,80,260,60,30,30,10,0,120,50,0
623,3000,53850,1251,2010JJ00,1270,1160,40,140,0,230,250,120,80,0,0,10,240,50,290,60,10,20,10,0,120,60,0
624,3000,53850,1251,2011JJ00,1230,1110,40,140,0,220,230,120,90,0,0,20,260,40,260,70,10,20,10,0,120,60,0
625,3000,53850,7011,2007JJ00,330,230,50,90,0,60,80,30,30,0,0,10,40,0,10,10,0,0,0,0,90,40,0
626,3000,53850,7011,2008JJ00,390,280,70,90,0,60,100,40,40,0,0,10,50,0,30,10,0,0,0,0,110,50,0
627,3000,53850,7011,2009JJ00,440,320,70,110,0,60,120,40,50,0,0,0,50,0,30,20,0,10,10,0,130,50,0
628,3000,53850,7011,2010JJ00,410,280,80,120,0,60,90,30,30,0,0,10,50,0,30,20,0,0,0,0,130,40,0
629,3000,53850,7011,2011JJ00,460,300,110,140,10,80,100,20,40,0,0,10,50,0,30,20,0,0,0,0,180,50,0
630,3000,53850,5007,2007JJ00,960,730,100,210,0,160,220,70,70,0,0,10,130,30,100,40,10,10,10,0,240,80,0
631,3000,53850,5007,2008JJ00,1110,850,150,250,10,180,240,100,80,0,0,10,170,20,120,50,10,20,10,0,270,120,0
632,3000,53850,5007,2009JJ00,1130,820,140,310,0,190,250,80,90,0,0,10,160,20,120,50,10,10,10,0,330,130,0
633,3000,53850,5007,2010JJ00,1110,840,170,230,10,200,250,70,90,0,0,10,170,20,100,60,0,10,10,0,280,110,0
634,3000,53850,5007,2011JJ00,1120,790,190,270,10,200,230,70,80,0,0,30,150,10,100,50,0,10,10,0,300,150,0
635,3000,53850,6043,2007JJ00,780,710,20,80,0,120,160,50,40,10,0,10,160,80,190,20,0,10,0,0,80,20,0
636,3000,53850,6043,2008JJ00,850,750,50,100,0,100,130,60,40,10,0,10,170,70,240,30,10,10,0,0,110,40,0
637,3000,53850,6043,2009JJ00,840,770,30,110,0,120,150,60,50,0,0,10,140,70,240,40,10,10,0,0,110,30,0
638,3000,53850,6043,2010JJ00,910,820,40,110,0,160,160,70,40,10,0,10,160,80,220,40,0,10,0,0,100,50,0
639,3000,53850,6043,2011JJ00,980,870,40,110,0,130,200,50,60,0,0,20,190,70,240,50,0,10,0,0,110,50,0
640,3000,53850,1271,2007JJ00,1710,1550,70,180,0,300,300,130,120,10,0,10,300,360,150,90,20,20,0,0,180,70,0
641,3000,53850,1271,2008JJ00,1890,1720,70,200,0,350,330,150,120,10,0,10,350,350,180,90,20,30,0,0,190,90,0
642,3000,53850,1271,2009JJ00,2090,1900,70,230,0,410,410,190,120,10,0,20,370,360,210,90,20,30,0,0,230,80,0
643,3000,53850,1271,2010JJ00,2100,1870,120,260,0,430,450,170,140,0,0,20,370,320,170,110,20,30,0,0,260,130,0
644,3000,53850,1271,2011JJ00,2000,1740,110,280,0,410,380,170,120,0,0,40,350,290,150,110,20,30,10,0,260,140,0
645,3000,53850,1272,2007JJ00,2110,1750,170,340,10,460,430,160,150,30,0,30,250,160,170,80,20,20,10,0,350,150,0
646,3000,53850,1272,2008JJ00,2100,1710,200,380,10,480,500,180,170,20,0,30,240,90,160,80,10,30,10,0,400,180,10
647,3000,53850,1272,2009JJ00,2160,1800,170,360,30,510,490,230,180,20,0,30,240,90,150,110,10,20,10,0,360,170,0
648,3000,53850,1272,2010JJ00,2020,1670,170,330,20,500,480,170,170,10,0,40,230,70,120,90,10,20,0,0,320,190,0
649,3000,53850,1272,2011JJ00,2030,1650,200,330,20,500,430,170,160,10,10,40,230,70,160,90,10,20,10,0,350,190,0
650,3000,80200,1000,2007JJ00,4120,3430,310,550,60,830,1170,80,370,20,30,50,450,120,290,180,50,50,0,0,500,370,0
651,3000,80200,1000,2008JJ00,4340,3510,430,610,50,850,1260,80,380,20,40,70,460,90,300,190,30,40,0,0,510,530,0
652,3000,80200,1000,2009JJ00,4280,3560,310,590,60,850,1320,110,380,10,40,90,400,80,280,220,30,50,0,10,520,400,0
653,3000,80200,1000,2010JJ00,4260,3490,350,590,70,870,1280,90,410,20,60,100,360,80,270,230,20,50,0,0,550,410,0
654,3000,80200,1000,2011JJ00,4120,3390,320,590,50,880,1210,70,380,10,50,120,350,100,290,210,20,40,0,0,530,390,0
655,3000,80200,6030,2007JJ00,2530,2000,250,390,50,540,770,50,240,10,30,40,140,0,140,110,30,20,0,0,350,300,0
656,3000,80200,6030,2008JJ00,2770,2130,360,420,30,560,860,50,230,10,40,40,170,0,140,120,20,20,0,0,350,440,0
657,3000,80200,6030,2009JJ00,2640,2110,250,400,50,540,860,70,220,10,40,60,140,10,120,130,10,20,0,10,360,310,0
658,3000,80200,6030,2010JJ00,2730,2170,280,400,60,590,840,60,250,20,50,70,120,0,130,150,20,30,0,0,380,310,0
659,3000,80200,6030,2011JJ00,2550,2020,240,400,40,580,790,50,230,10,50,80,130,0,110,130,10,20,0,0,360,290,0
660,3000,80200,1100,2007JJ00,1590,1430,60,160,10,290,400,30,130,10,10,10,310,120,160,70,20,30,0,0,160,70,0
661,3000,80200,1100,2008JJ00,1570,1380,70,190,20,290,410,20,150,0,10,20,290,90,160,70,10,20,0,0,160,100,0
662,3000,80200,1100,2009JJ00,1640,1450,70,190,10,310,470,30,160,0,0,20,260,70,160,80,20,20,0,0,160,100,0
663,3000,80200,1100,2010JJ00,1520,1320,70,180,20,280,440,30,160,0,10,30,240,70,150,80,10,20,0,0,170,100,0
664,3000,80200,1100,2011JJ00,1570,1370,80,180,10,300,420,20,150,0,10,40,220,100,180,80,10,20,0,0,170,100,0
665,3000,80200,1101,2007JJ00,970,900,30,90,0,170,240,20,80,0,0,10,200,90,130,50,20,10,0,0,90,30,0
666,3000,80200,1101,2008JJ00,930,850,20,100,0,170,220,10,100,0,0,10,190,70,120,50,10,10,0,0,80,40,0
667,3000,80200,1101,2009JJ00,1000,900,30,110,0,170,260,20,100,0,0,10,180,60,120,60,10,10,0,0,90,40,0
668,3000,80200,1101,2010JJ00,930,840,30,100,0,160,250,20,110,0,0,20,160,70,110,60,10,20,0,0,90,40,0
669,3000,80200,1101,2011JJ00,950,860,30,110,0,170,230,10,100,0,0,20,140,90,140,50,0,10,0,0,100,50,0
670,3000,80200,1251,2007JJ00,380,360,0,20,0,60,100,10,30,0,0,0,80,30,80,30,10,10,0,0,20,10,0
671,3000,80200,1251,2008JJ00,330,310,0,40,0,60,80,0,40,0,0,0,60,20,60,20,0,10,0,0,30,20,0
672,3000,80200,1251,2009JJ00,380,350,10,30,0,70,100,10,50,0,0,0,60,10,60,30,10,10,0,0,20,10,0
673,3000,80200,1251,2010JJ00,330,310,0,30,0,60,80,10,60,0,0,10,50,10,70,30,0,10,0,0,20,10,0
674,3000,80200,1251,2011JJ00,340,310,0,40,0,70,80,0,40,0,0,0,50,10,60,30,0,0,0,0,20,20,0
675,3000,80200,7011,2007JJ00,40,40,0,10,0,10,20,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0
676,3000,80200,7011,2008JJ00,40,40,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
677,3000,80200,7011,2009JJ00,50,40,10,10,0,10,20,0,10,0,0,0,10,0,10,0,0,0,0,0,10,10,0
678,3000,80200,7011,2010JJ00,60,40,10,10,0,10,10,0,10,0,0,0,10,0,10,0,0,0,0,0,10,0,0
679,3000,80200,7011,2011JJ00,60,50,10,10,0,10,20,0,10,0,0,0,10,0,10,0,0,0,0,0,10,0,0
680,3000,80200,5007,2007JJ00,190,170,10,20,0,40,60,0,20,0,0,0,40,0,20,10,0,0,0,0,30,10,0
681,3000,80200,5007,2008JJ00,210,180,10,30,0,40,70,10,20,0,0,10,40,0,20,10,0,0,0,0,20,10,0
682,3000,80200,5007,2009JJ00,210,180,10,30,0,40,70,10,20,0,0,0,40,0,20,10,0,0,0,0,20,10,0
683,3000,80200,5007,2010JJ00,160,140,10,20,0,30,70,0,10,0,0,10,30,0,10,10,0,0,0,0,20,10,0
684,3000,80200,5007,2011JJ00,170,150,10,30,0,30,60,0,10,0,0,0,20,0,30,10,0,0,0,0,30,10,0
685,3000,80200,6043,2007JJ00,180,150,10,20,0,20,40,0,20,0,0,0,40,10,20,10,0,0,0,0,20,10,0
686,3000,80200,6043,2008JJ00,180,160,0,20,0,30,40,0,20,0,0,0,50,0,30,0,0,0,0,0,20,10,0
687,3000,80200,6043,2009JJ00,190,170,10,30,0,30,40,0,20,0,0,0,50,10,20,10,0,0,0,0,20,10,0
688,3000,80200,6043,2010JJ00,180,160,10,20,0,30,40,0,20,0,0,0,50,0,20,10,0,0,0,0,20,10,0
689,3000,80200,6043,2011JJ00,170,160,10,20,0,20,40,0,20,0,0,0,40,10,30,10,0,0,0,0,20,10,0
690,3000,80200,1271,2007JJ00,180,170,10,10,0,40,30,0,10,0,0,0,40,50,10,10,10,0,0,0,10,10,0
691,3000,80200,1271,2008JJ00,170,150,10,10,0,30,30,0,10,0,0,0,30,50,10,10,0,0,0,0,10,10,0
692,3000,80200,1271,2009JJ00,170,150,0,10,0,20,40,0,10,0,0,0,30,40,10,10,0,0,0,0,10,10,0
693,3000,80200,1271,2010JJ00,210,190,10,20,0,30,50,0,10,0,0,0,30,60,10,10,0,0,0,0,20,10,0
694,3000,80200,1271,2011JJ00,200,190,10,20,0,40,30,0,10,0,0,10,20,70,20,10,0,0,0,0,10,10,0
695,3000,80200,1272,2007JJ00,620,540,30,70,10,120,170,10,60,0,0,10,110,20,30,20,0,20,0,0,70,40,0
696,3000,80200,1272,2008JJ00,640,540,50,90,10,120,180,10,50,0,10,10,100,20,40,20,10,10,0,0,80,50,0
697,3000,80200,1272,2009JJ00,640,550,40,80,10,140,200,10,60,0,0,10,80,10,40,30,0,10,0,0,70,50,0
698,3000,80200,1272,2010JJ00,590,490,50,80,10,120,190,10,50,0,10,20,90,10,30,30,0,0,0,0,80,60,0
699,3000,80200,1272,2011JJ00,620,520,50,70,10,120,190,10,50,0,10,20,80,10,40,30,10,10,0,0,70,60,0
700,4000,10000,1000,2007JJ00,94730,86090,4860,7090,480,48500,13100,6690,4220,310,100,510,6470,5920,4680,1470,590,460,190,0,7550,4490,410
701,4000,10000,1000,2008JJ00,97110,87800,5480,7290,570,51310,13800,6880,4260,310,90,550,6270,4790,4280,1520,530,490,200,10,7900,5060,480
702,4000,10000,1000,2009JJ00,95980,88250,3510,7610,560,52420,14650,7500,4220,260,130,590,5930,3900,3860,1820,540,530,190,10,6730,4550,110
703,4000,10000,1000,2010JJ00,94960,87670,3730,6700,620,53620,14540,6480,4230,170,110,590,5830,3780,3680,1780,440,570,170,10,5850,4700,20
704,4000,10000,1000,2011JJ00,91760,84250,3940,6590,580,52170,13140,5950,4160,100,80,800,6010,3590,3530,1630,330,410,170,0,5850,4630,10
705,4000,10000,6030,2007JJ00,53820,48720,2890,3980,380,31930,7090,3910,2380,180,80,310,2610,110,1960,610,260,200,80,0,4160,2780,360
706,4000,10000,6030,2008JJ00,55240,49860,3260,3960,430,33140,7490,3810,2360,200,80,350,2550,70,1850,680,230,200,80,10,4330,3020,420
707,4000,10000,6030,2009JJ00,54610,50210,2110,4010,400,33780,7890,4080,2300,150,100,360,2270,40,1600,780,220,230,90,10,3610,2610,90
708,4000,10000,6030,2010JJ00,53800,49640,2210,3520,450,34460,7610,3460,2260,100,90,350,2240,40,1500,770,150,190,80,10,3130,2700,20
709,4000,10000,6030,2011JJ00,51870,47640,2290,3440,430,33530,6830,3300,2170,60,60,470,2200,20,1430,670,120,140,60,0,3090,2630,10
710,4000,10000,1100,2007JJ00,40910,37360,1970,3120,110,16580,6010,2780,1840,140,20,200,3860,5800,2720,860,340,260,110,0,3390,1710,50
711,4000,10000,1100,2008JJ00,41880,37940,2220,3330,140,18170,6300,3070,1900,110,20,210,3720,4720,2430,840,300,290,120,0,3570,2030,70
712,4000,10000,1100,2009JJ00,41380,38040,1400,3600,170,18640,6760,3420,1920,110,30,230,3660,3850,2260,1040,320,310,100,0,3110,1940,10
713,4000,10000,1100,2010JJ00,41160,38030,1520,3180,170,19170,6940,3020,1960,70,30,240,3600,3740,2180,1000,290,380,90,0,2730,2010,10
714,4000,10000,1100,2011JJ00,39890,36600,1650,3150,150,18650,6310,2650,1990,40,20,340,3810,3560,2100,960,200,270,110,0,2760,2000,10
715,4000,10000,1101,2007JJ00,28990,26460,1450,2190,40,10960,4300,1900,1240,100,10,130,3000,4530,2230,660,260,180,90,0,2490,1150,20
716,4000,10000,1101,2008JJ00,29870,27030,1610,2400,70,12120,4580,2160,1300,70,10,140,2900,3910,1940,630,220,230,100,0,2650,1390,20
717,4000,10000,1101,2009JJ00,29560,27210,930,2650,80,12570,4910,2420,1290,80,20,160,2850,3230,1850,800,230,240,90,0,2250,1390,0
718,4000,10000,1101,2010JJ00,29480,27270,1020,2340,100,12940,5070,2150,1330,40,10,180,2840,3150,1800,780,210,320,70,0,1990,1400,0
719,4000,10000,1101,2011JJ00,28760,26420,1130,2320,80,12730,4600,1810,1350,20,10,240,3040,3050,1710,770,160,210,90,0,1980,1410,0
720,4000,10000,1251,2007JJ00,5520,5060,240,400,0,2300,760,500,230,10,0,10,560,530,590,110,70,40,20,0,430,210,0
721,4000,10000,1251,2008JJ00,5720,5220,260,440,10,2550,780,570,230,10,0,20,600,410,520,110,50,40,20,0,490,230,0
722,4000,10000,1251,2009JJ00,5720,5270,130,540,10,2560,920,590,250,10,0,20,590,320,480,160,60,70,30,0,420,270,0
723,4000,10000,1251,2010JJ00,5500,5120,140,440,10,2540,910,500,260,0,0,30,620,240,470,150,60,80,20,0,350,230,0
724,4000,10000,1251,2011JJ00,5470,5020,210,460,10,2550,870,420,240,0,0,50,630,200,460,160,30,40,20,0,390,270,0
725,4000,10000,7011,2007JJ00,2250,1810,260,310,0,780,480,140,190,20,0,10,220,0,80,40,20,10,10,0,400,160,0
726,4000,10000,7011,2008JJ00,2470,2020,250,330,0,950,540,200,180,10,0,20,210,10,90,30,10,10,10,0,420,160,0
727,4000,10000,7011,2009JJ00,2420,2080,120,360,10,980,540,240,150,10,0,20,220,10,100,50,20,20,10,0,340,150,0
728,4000,10000,7011,2010JJ00,2460,2150,130,320,10,1060,550,240,180,0,0,30,200,10,100,60,10,20,0,0,320,130,0
729,4000,10000,7011,2011JJ00,2350,2010,150,310,10,1010,510,170,180,0,0,20,210,0,80,40,10,10,10,0,310,140,0
730,4000,10000,5007,2007JJ00,6160,5490,370,610,20,2410,1280,530,340,20,0,40,690,270,410,130,50,40,40,0,660,320,10
731,4000,10000,5007,2008JJ00,6440,5670,450,640,40,2680,1290,530,340,10,0,50,640,250,390,130,50,60,40,0,700,410,0
732,4000,10000,5007,2009JJ00,6480,5810,320,730,30,2750,1380,660,360,30,10,50,600,180,370,140,40,50,40,0,640,420,0
733,4000,10000,5007,2010JJ00,6210,5570,350,600,30,2750,1320,520,350,10,0,50,560,150,350,140,40,60,30,0,560,390,0
734,4000,10000,5007,2011JJ00,5950,5300,350,590,40,2730,1170,440,350,10,0,80,630,100,300,110,20,50,40,0,540,390,0
735,4000,10000,6043,2007JJ00,4930,4600,200,280,0,2030,640,280,150,30,0,20,480,490,790,90,30,30,10,0,350,140,0
736,4000,10000,6043,2008JJ00,5020,4670,190,280,10,2350,710,290,170,30,0,20,440,360,650,80,30,40,10,0,330,150,0
737,4000,10000,6043,2009JJ00,4930,4660,80,310,10,2390,750,340,140,20,0,30,460,290,590,110,30,30,10,0,260,130,0
738,4000,10000,6043,2010JJ00,4980,4740,80,280,20,2480,820,350,170,10,0,20,460,240,540,120,30,60,10,0,220,150,0
739,4000,10000,6043,2011JJ00,4780,4510,100,280,0,2310,770,320,170,10,0,40,510,220,490,130,30,40,10,0,230,150,0
740,4000,10000,1271,2007JJ00,10130,9500,390,590,20,3450,1140,450,330,20,10,40,1070,3250,360,300,90,70,10,0,640,330,10
741,4000,10000,1271,2008JJ00,10220,9450,450,710,20,3590,1260,570,370,20,0,40,1020,2880,300,280,90,80,10,0,720,450,10
742,4000,10000,1271,2009JJ00,10010,9380,280,720,30,3880,1340,610,380,10,0,50,990,2440,310,350,80,70,10,0,590,420,0
743,4000,10000,1271,2010JJ00,10340,9700,330,690,30,4110,1470,540,370,20,0,50,1000,2510,330,320,70,100,10,0,540,490,0
744,4000,10000,1271,2011JJ00,10210,9580,310,680,20,4130,1280,460,410,10,0,60,1070,2530,380,320,70,70,10,0,510,460,0
745,4000,10000,1272,2007JJ00,11920,10900,520,930,60,5610,1710,880,600,40,10,70,850,1270,490,200,80,80,20,0,900,550,30
746,4000,10000,1272,2008JJ00,12010,10910,610,930,60,6050,1720,910,610,40,10,70,820,810,490,210,80,70,20,0,920,640,40
747,4000,10000,1272,2009JJ00,11820,10830,460,950,80,6070,1840,1000,630,40,10,70,800,620,420,240,90,70,10,0,870,550,10
748,4000,10000,1272,2010JJ00,11680,10760,500,830,70,6230,1870,880,630,30,20,60,750,600,380,230,80,60,20,0,740,610,0
749,4000,10000,1272,2011JJ00,11130,10190,520,830,70,5920,1710,840,640,10,10,100,770,510,390,190,40,60,20,0,780,590,0
750,4000,41400,1000,2007JJ00,5330,3030,2130,500,10,1580,410,260,50,10,0,20,120,570,30,60,10,0,0,0,2210,440,0
751,4000,41400,1000,2008JJ00,5690,3290,2250,510,20,1850,510,220,60,0,0,10,100,510,40,60,10,0,0,0,2330,490,0
752,4000,41400,1000,2009JJ00,4070,3090,780,520,30,1770,550,250,80,0,0,10,100,290,40,90,10,0,0,0,910,390,0
753,4000,41400,1000,2010JJ00,3820,3010,630,470,20,1810,560,190,50,0,0,0,110,270,40,80,10,0,0,0,710,360,0
754,4000,41400,1000,2011JJ00,3680,2730,800,450,20,1830,510,140,40,0,0,10,110,210,60,70,0,0,0,0,690,360,0
755,4000,41400,6030,2007JJ00,2790,1520,1150,290,10,1010,230,180,40,10,0,10,40,0,20,20,10,0,0,0,1210,250,0
756,4000,41400,6030,2008JJ00,3040,1730,1220,280,10,1170,290,150,40,0,0,0,40,10,20,20,10,0,0,0,1280,250,0
757,4000,41400,6030,2009JJ00,2320,1730,460,280,10,1120,310,170,60,0,0,10,50,0,30,40,10,0,0,0,550,200,0
758,4000,41400,6030,2010JJ00,2150,1670,370,250,10,1160,300,120,30,0,0,0,40,0,30,30,10,0,0,0,400,200,0
759,4000,41400,6030,2011JJ00,2040,1510,440,230,20,1140,260,100,30,0,0,0,40,0,30,30,0,0,0,0,370,190,0
760,4000,41400,1100,2007JJ00,2540,1510,980,200,0,570,180,80,20,0,0,10,80,570,10,40,0,0,0,0,1000,190,0
761,4000,41400,1100,2008JJ00,2650,1560,1030,230,0,690,220,70,20,0,0,0,60,500,20,40,0,0,0,0,1040,240,0
762,4000,41400,1100,2009JJ00,1750,1350,310,240,10,650,250,80,20,0,0,10,60,290,10,50,0,0,0,0,360,180,0
763,4000,41400,1100,2010JJ00,1670,1340,260,220,10,650,260,70,20,0,0,0,70,260,10,50,0,0,0,0,300,160,0
764,4000,41400,1100,2011JJ00,1630,1220,360,220,0,680,250,40,20,0,0,10,70,210,30,40,0,0,0,0,320,170,0
765,4000,41400,1101,2007JJ00,2010,1170,800,160,0,420,140,60,10,0,0,10,60,460,10,30,0,0,0,0,810,160,0
766,4000,41400,1101,2008JJ00,2130,1230,850,180,0,520,170,60,10,0,0,0,40,420,10,40,0,0,0,0,870,190,0
767,4000,41400,1101,2009JJ00,1340,1050,220,190,10,480,210,50,10,0,0,10,40,240,10,40,0,0,0,0,260,150,0
768,4000,41400,1101,2010JJ00,1340,1090,200,180,10,510,220,60,10,0,0,0,60,220,10,40,0,0,0,0,230,140,0
769,4000,41400,1101,2011JJ00,1310,990,280,180,0,540,210,30,10,0,0,10,60,180,30,40,0,0,0,0,240,130,0
770,4000,41400,1251,2007JJ00,360,180,160,30,0,80,30,20,0,0,0,0,20,30,0,10,0,0,0,0,160,40,0
771,4000,41400,1251,2008JJ00,400,220,180,40,0,110,50,20,0,0,0,0,10,20,0,10,0,0,0,0,180,50,0
772,4000,41400,1251,2009JJ00,260,190,50,50,0,90,60,10,0,0,0,0,10,20,0,0,0,0,0,0,50,40,0
773,4000,41400,1251,2010JJ00,250,190,50,40,0,90,60,20,10,0,0,0,10,10,0,10,0,0,0,0,50,30,0
774,4000,41400,1251,2011JJ00,260,180,80,50,0,90,60,10,0,0,0,0,10,10,10,10,0,0,0,0,70,30,0
775,4000,41400,7011,2007JJ00,230,80,140,30,0,50,20,0,0,0,0,0,0,0,0,0,0,0,0,0,140,30,0
776,4000,41400,7011,2008JJ00,250,100,150,20,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,150,20,0
777,4000,41400,7011,2009JJ00,140,100,40,20,0,70,20,10,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0
778,4000,41400,7011,2010JJ00,150,110,40,20,0,80,20,10,0,0,0,0,10,0,0,0,0,0,0,0,40,10,0
779,4000,41400,7011,2011JJ00,110,80,30,20,0,70,20,0,0,0,0,0,10,0,0,0,0,0,0,0,20,10,0
780,4000,41400,5007,2007JJ00,360,170,170,50,0,80,40,20,0,0,0,0,10,20,0,0,0,0,0,0,180,30,0
781,4000,41400,5007,2008JJ00,400,200,190,50,0,120,40,20,0,0,0,0,10,10,0,10,0,0,0,0,190,60,0
782,4000,41400,5007,2009JJ00,260,180,60,50,0,110,40,10,0,0,0,0,10,10,0,10,0,0,0,0,70,40,0
783,4000,41400,5007,2010JJ00,250,200,50,30,0,120,40,10,0,0,0,0,10,10,0,10,0,0,0,0,50,30,0
784,4000,41400,5007,2011JJ00,250,180,60,40,0,120,40,10,0,0,0,0,10,0,0,10,0,0,0,0,60,30,0
785,4000,41400,6043,2007JJ00,260,130,130,10,0,50,10,10,0,0,0,0,10,50,0,0,0,0,0,0,130,20,0
786,4000,41400,6043,2008JJ00,270,130,140,20,0,60,20,0,0,0,0,0,10,30,0,0,0,0,0,0,140,20,0
787,4000,41400,6043,2009JJ00,160,130,20,20,0,60,30,10,0,0,0,0,10,10,0,0,0,0,0,0,30,20,0
788,4000,41400,6043,2010JJ00,160,130,20,30,0,60,30,10,0,0,0,0,10,10,0,10,0,0,0,0,30,20,0
789,4000,41400,6043,2011JJ00,150,120,30,20,0,50,30,10,0,0,0,0,10,10,10,10,0,0,0,0,30,10,0
790,4000,41400,1271,2007JJ00,810,620,200,50,0,150,40,10,0,0,0,0,30,370,0,20,0,0,0,0,200,40,0
791,4000,41400,1271,2008JJ00,810,600,200,50,0,160,50,20,10,0,0,0,10,350,0,20,0,0,0,0,220,50,0
792,4000,41400,1271,2009JJ00,520,450,60,50,0,160,60,10,0,0,0,0,10,200,0,20,0,0,0,0,70,30,0
793,4000,41400,1271,2010JJ00,530,470,50,60,0,170,70,10,0,0,0,0,20,190,10,20,0,0,0,0,60,50,0
794,4000,41400,1271,2011JJ00,530,440,90,50,0,200,70,10,10,0,0,0,20,150,10,10,0,0,0,0,60,50,0
795,4000,41400,1272,2007JJ00,530,340,180,40,0,150,40,20,10,0,0,0,20,110,0,10,0,0,0,0,180,40,0
796,4000,41400,1272,2008JJ00,530,330,180,50,0,170,50,10,10,0,0,0,10,80,0,0,0,0,0,0,180,50,0
797,4000,41400,1272,2009JJ00,410,310,90,50,10,170,40,30,10,0,0,0,20,50,0,10,0,0,0,0,100,40,0
798,4000,41400,1272,2010JJ00,330,250,60,40,0,140,50,10,10,0,0,0,10,40,0,10,0,0,0,0,70,20,0
799,4000,41400,1272,2011JJ00,330,230,80,40,0,150,40,10,10,0,0,0,10,30,0,10,0,0,0,0,80,40,0
800,4000,60300,1000,2007JJ00,19980,18180,520,2040,50,8610,2830,2250,1120,70,10,80,1150,2260,690,350,130,90,40,0,1670,910,80
801,4000,60300,1000,2008JJ00,20530,18510,620,2220,60,9330,3030,2290,1130,60,20,110,1070,1860,590,330,110,90,40,0,1800,1080,100
802,4000,60300,1000,2009JJ00,20960,18880,530,2380,60,9650,3370,2460,1130,50,20,100,1000,1510,600,430,120,100,40,0,1900,1070,20
803,4000,60300,1000,2010JJ00,20400,18500,580,2070,70,9830,3320,2190,1090,40,20,100,1010,1380,580,390,110,100,40,0,1680,1010,10
804,4000,60300,1000,2011JJ00,19610,17660,580,2080,60,9630,3010,1900,1060,20,10,120,1100,1260,580,390,100,70,20,0,1720,1000,0
805,4000,60300,6030,2007JJ00,9680,8730,250,1060,40,4930,1410,1360,610,50,10,40,350,40,290,80,40,30,10,0,860,480,70
806,4000,60300,6030,2008JJ00,10290,9250,300,1110,40,5420,1590,1300,630,30,10,60,340,20,260,120,40,30,10,0,910,510,80
807,4000,60300,6030,2009JJ00,10690,9660,240,1150,40,5630,1750,1400,600,30,10,60,310,10,250,150,60,40,20,0,920,500,20
808,4000,60300,6030,2010JJ00,10400,9430,280,1020,40,5750,1630,1260,570,20,10,50,330,20,250,120,40,30,20,0,860,470,0
809,4000,60300,6030,2011JJ00,10180,9180,280,1050,40,5700,1500,1160,570,10,0,60,330,10,280,120,40,20,0,0,870,490,0
810,4000,60300,1100,2007JJ00,10300,9450,260,980,10,3680,1420,890,500,20,0,30,810,2230,400,260,90,70,30,0,820,430,10
811,4000,60300,1100,2008JJ00,10240,9260,320,1110,20,3910,1440,1000,510,20,10,50,730,1840,330,210,70,60,30,0,890,570,20
812,4000,60300,1100,2009JJ00,10270,9220,290,1230,20,4020,1620,1060,520,30,0,40,690,1500,340,290,70,60,30,0,980,570,0
813,4000,60300,1100,2010JJ00,10000,9060,300,1050,30,4070,1690,930,520,20,0,50,680,1360,330,270,70,80,20,0,820,540,0
814,4000,60300,1100,2011JJ00,9430,8480,310,1040,20,3930,1510,740,490,10,0,50,770,1250,300,270,60,50,20,0,850,510,0
815,4000,60300,1101,2007JJ00,8030,7390,200,730,10,2790,1090,630,370,20,0,30,670,1880,340,220,70,50,20,0,610,330,10
816,4000,60300,1101,2008JJ00,8050,7270,260,880,10,2970,1120,720,370,20,0,40,620,1620,270,180,50,50,20,0,700,460,10
817,4000,60300,1101,2009JJ00,8000,7170,240,980,10,3060,1220,780,360,20,0,40,570,1310,280,240,50,40,30,0,780,470,0
818,4000,60300,1101,2010JJ00,7820,7070,230,850,20,3110,1300,680,370,10,0,40,580,1180,270,230,60,70,20,0,660,440,0
819,4000,60300,1101,2011JJ00,7420,6680,250,820,20,3040,1160,500,350,10,0,40,660,1120,240,230,50,40,20,0,650,420,0
