ID,RegioS,Perioden,TotaalBedrijvenOrganisaties_1,Theaterzalen_2,StadionsEnEvenementenhallen_3,Theaterzalen_4,StadionsEnEvenementenhallen_5,TotaalVoorstellingen_6,Theatervoorstellingen_7,Muziekvoorstellingen_8,DansEnBewegingsvoorstellingen_9,Muziektheatervoorstellingen_10,CabaretEnKleinkunstvoorstellingen_11,OverigeVoorstellingen_12,TotaalBezoekenAanVoorstellingen_13,Theatervoorstellingen_14,Muziekvoorstellingen_15,DansEnBewegingsvoorstellingen_16,Muziektheatervoorstellingen_17,CabaretEnKleinkunstvoorstellingen_18,BezoekenAanOverigeVoorstellingen_19
11,NL01   ,2010JJ00,343.0,528.0,104.0,255544.0,217195.0,55933.0,17264.0,18218.0,2461.0,5638.0,7317.0,5035.0,19149.0,2593.0,7896.0,757.0,3572.0,2386.0,1944.0
12,NL01   ,2011JJ00,350.0,537.0,101.0,237792.0,175606.0,59004.0,18654.0,18684.0,2777.0,5731.0,8261.0,4897.0,19204.0,2584.0,7928.0,700.0,3447.0,2483.0,2062.0
13,NL01   ,2012JJ00,345.0,530.0,99.0,259093.0,188868.0,54880.0,17371.0,17755.0,2225.0,5057.0,7525.0,4947.0,17064.0,2435.0,7588.0,573.0,2853.0,2121.0,1493.0
14,NL01   ,2013JJ00,336.0,522.0,112.0,251785.0,198418.0,50692.0,14115.0,18041.0,2295.0,4460.0,7847.0,3934.0,17685.0,2554.0,8257.0,702.0,2398.0,2281.0,1493.0
15,NL01   ,2014JJ00,339.0,543.0,99.0,265645.0,194340.0,51883.0,13169.0,17796.0,2386.0,4627.0,7595.0,6310.0,17358.0,2268.0,8092.0,742.0,2432.0,2035.0,1789.0
16,NL01   ,2015JJ00,337.0,542.0,99.0,259987.0,186331.0,52104.0,13617.0,18320.0,2316.0,4752.0,7499.0,5600.0,18172.0,2295.0,8459.0,819.0,2629.0,2142.0,1827.0
17,NL01   ,2016JJ00,335.0,556.0,103.0,274005.0,231580.0,51947.0,11905.0,20069.0,2371.0,4751.0,7539.0,5312.0,18086.0,1980.0,8750.0,755.0,2829.0,2221.0,1552.0
18,NL01   ,2017JJ00,333.0,546.0,100.0,266128.0,242130.0,52675.0,11388.0,20071.0,2548.0,5315.0,7836.0,5516.0,18466.0,1846.0,9138.0,699.0,3026.0,2281.0,1475.0
19,NL01   ,2018JJ00,335.0,570.0,104.0,266063.0,249811.0,53583.0,11135.0,20218.0,2364.0,6017.0,8183.0,5667.0,18848.0,1742.0,9461.0,666.0,3304.0,2451.0,1224.0
20,NL01   ,2019JJ00,339.0,595.0,109.0,265957.0,245296.0,54052.0,11306.0,19836.0,2486.0,6440.0,8498.0,5488.0,19379.0,1712.0,9348.0,701.0,3641.0,2742.0,1235.0
21,NL01   ,2020JJ00,327.0,554.0,93.0,265138.0,232238.0,25571.0,6027.0,8104.0,1391.0,3143.0,4536.0,2370.0,5350.0,717.0,2381.0,257.0,731.0,968.0,296.0
22,NL01   ,2021JJ00,334.0,574.0,80.0,281672.0,89118.0,24421.0,4710.0,7006.0,1676.0,2476.0,3842.0,4710.0,4122.0,523.0,1670.0,177.0,716.0,634.0,401.0
23,NL01   ,2022JJ00,342.0,582.0,102.0,271270.0,223508.0,48051.0,7813.0,19433.0,2474.0,5786.0,6820.0,5725.0,17184.0,1062.0,9833.0,582.0,2569.0,2021.0,1116.0
24,NL01   ,2023JJ00,335.0,579.0,105.0,267551.0,229876.0,54404.0,9999.0,21509.0,2374.0,6771.0,8100.0,5651.0,21314.0,1574.0,11773.0,863.0,3220.0,2449.0,1436.0
25,NL01   ,2024JJ00,337.0,597.0,110.0,271422.0,228449.0,58179.0,10238.0,23025.0,2508.0,7139.0,9507.0,5762.0,23473.0,1693.0,13373.0,851.0,3468.0,2851.0,1236.0
26,LD01   ,1999JJ00,30.0,38.0,14.0,15344.0,7575.0,3316.0,1195.0,1045.0,195.0,232.0,533.0,116.0,946.0,191.0,364.0,53.0,114.0,189.0,36.0
27,LD01   ,2000JJ00,30.0,38.0,14.0,15344.0,7575.0,2982.0,931.0,981.0,190.0,225.0,484.0,171.0,929.0,159.0,354.0,44.0,143.0,175.0,53.0
28,LD01   ,2001JJ00,30.0,38.0,14.0,15344.0,7575.0,3160.0,881.0,1223.0,211.0,280.0,398.0,166.0,1049.0,177.0,472.0,53.0,124.0,143.0,81.0
29,LD01   ,2002JJ00,27.0,41.0,18.0,16934.0,8575.0,3245.0,896.0,1186.0,192.0,292.0,518.0,162.0,1055.0,171.0,430.0,46.0,147.0,184.0,77.0
30,LD01   ,2003JJ00,25.0,37.0,,17534.0,,3579.0,1091.0,1156.0,261.0,237.0,488.0,346.0,1227.0,205.0,544.0,91.0,112.0,187.0,88.0
31,LD01   ,2004JJ00,26.0,39.0,,18184.0,,3579.0,968.0,1340.0,225.0,362.0,558.0,126.0,1132.0,199.0,437.0,62.0,187.0,207.0,39.0
32,LD01   ,2005JJ00,30.0,47.0,10.0,20391.0,15300.0,4384.0,1237.0,1541.0,243.0,416.0,736.0,211.0,1343.0,210.0,561.0,58.0,200.0,251.0,63.0
33,LD01   ,2006JJ00,30.0,47.0,12.0,21486.0,11310.0,4290.0,1114.0,1472.0,272.0,361.0,687.0,384.0,1159.0,165.0,462.0,58.0,174.0,207.0,93.0
34,LD01   ,2007JJ00,30.0,50.0,11.0,20470.0,16310.0,4662.0,1235.0,1538.0,280.0,434.0,709.0,466.0,1437.0,187.0,544.0,60.0,280.0,261.0,103.0
35,LD01   ,2008JJ00,30.0,46.0,9.0,21773.0,8070.0,5193.0,1584.0,1571.0,297.0,444.0,787.0,509.0,1578.0,238.0,552.0,70.0,303.0,288.0,128.0
36,LD01   ,2009JJ00,30.0,45.0,7.0,19557.0,6580.0,5206.0,1560.0,1798.0,295.0,548.0,612.0,392.0,1365.0,226.0,506.0,53.0,293.0,201.0,86.0
37,LD01   ,2010JJ00,30.0,46.0,7.0,20167.0,13300.0,5187.0,1796.0,1609.0,225.0,492.0,701.0,364.0,1372.0,241.0,534.0,62.0,240.0,212.0,83.0
38,LD01   ,2011JJ00,30.0,44.0,7.0,17085.0,12005.0,5068.0,1504.0,1582.0,258.0,427.0,701.0,595.0,1318.0,213.0,501.0,55.0,206.0,228.0,113.0
39,LD01   ,2012JJ00,31.0,46.0,7.0,19079.0,14000.0,4048.0,1256.0,1405.0,177.0,286.0,589.0,335.0,1059.0,194.0,437.0,50.0,116.0,194.0,69.0
40,LD01   ,2013JJ00,30.0,46.0,7.0,19933.0,14000.0,4271.0,1269.0,1411.0,184.0,335.0,719.0,354.0,1293.0,285.0,437.0,55.0,174.0,252.0,91.0
41,LD01   ,2014JJ00,32.0,52.0,5.0,20526.0,11750.0,3965.0,1158.0,1271.0,203.0,265.0,665.0,402.0,1017.0,205.0,382.0,61.0,74.0,185.0,109.0
42,LD01   ,2015JJ00,32.0,52.0,6.0,21004.0,12250.0,4287.0,1222.0,1521.0,116.0,380.0,609.0,440.0,1061.0,243.0,428.0,31.0,86.0,173.0,99.0
43,LD01   ,2016JJ00,29.0,49.0,6.0,23014.0,,3929.0,872.0,1580.0,146.0,271.0,665.0,395.0,1082.0,168.0,477.0,43.0,102.0,200.0,92.0
44,LD01   ,2017JJ00,28.0,48.0,5.0,25246.0,,3979.0,807.0,1604.0,145.0,346.0,561.0,517.0,1036.0,131.0,493.0,35.0,124.0,169.0,84.0
45,LD01   ,2018JJ00,29.0,50.0,9.0,21634.0,,4373.0,862.0,1722.0,140.0,509.0,575.0,564.0,1229.0,146.0,560.0,35.0,201.0,186.0,101.0
46,LD01   ,2019JJ00,29.0,49.0,11.0,21185.0,,4411.0,1049.0,1535.0,133.0,532.0,633.0,530.0,1171.0,170.0,478.0,32.0,197.0,211.0,83.0
47,LD01   ,2020JJ00,29.0,47.0,11.0,20940.0,,2180.0,470.0,731.0,105.0,315.0,323.0,236.0,462.0,78.0,177.0,19.0,66.0,80.0,42.0
48,LD01   ,2021JJ00,29.0,51.0,6.0,24492.0,3000.0,1793.0,385.0,597.0,89.0,216.0,263.0,243.0,257.0,45.0,112.0,7.0,34.0,42.0,18.0
49,LD01   ,2022JJ00,29.0,54.0,11.0,25702.0,,3687.0,596.0,1607.0,159.0,361.0,441.0,523.0,908.0,72.0,493.0,40.0,107.0,145.0,50.0
50,LD01   ,2023JJ00,28.0,51.0,10.0,25532.0,,3770.0,671.0,1803.0,162.0,427.0,511.0,197.0,1161.0,120.0,596.0,52.0,153.0,196.0,44.0
51,LD01   ,2024JJ00,30.0,53.0,10.0,25854.0,13554.0,4196.0,659.0,1971.0,173.0,432.0,629.0,332.0,1342.0,127.0,682.0,48.0,183.0,226.0,76.0
52,LD02   ,1999JJ00,56.0,77.0,18.0,31919.0,29724.0,5499.0,1679.0,1391.0,424.0,582.0,1064.0,360.0,1843.0,292.0,635.0,157.0,271.0,321.0,167.0
53,LD02   ,2000JJ00,54.0,76.0,18.0,31167.0,29724.0,6132.0,2233.0,1486.0,353.0,445.0,908.0,706.0,1775.0,331.0,605.0,134.0,213.0,289.0,204.0
54,LD02   ,2001JJ00,54.0,81.0,18.0,34837.0,29724.0,5745.0,1928.0,1421.0,300.0,478.0,1085.0,533.0,1811.0,340.0,614.0,130.0,228.0,311.0,188.0
55,LD02   ,2002JJ00,54.0,83.0,18.0,35643.0,29724.0,6559.0,2284.0,1452.0,383.0,548.0,1054.0,838.0,1966.0,313.0,663.0,137.0,271.0,320.0,263.0
56,LD02   ,2003JJ00,53.0,82.0,,36311.0,,5869.0,1391.0,1778.0,401.0,560.0,1016.0,722.0,1680.0,255.0,563.0,104.0,273.0,325.0,160.0
57,LD02   ,2004JJ00,52.0,80.0,,35292.0,,5314.0,1369.0,1515.0,283.0,503.0,1102.0,542.0,1525.0,226.0,511.0,94.0,238.0,356.0,101.0
58,LD02   ,2005JJ00,64.0,96.0,23.0,42846.0,51075.0,9372.0,2411.0,3047.0,563.0,880.0,1558.0,913.0,2275.0,314.0,927.0,101.0,394.0,401.0,137.0
59,LD02   ,2006JJ00,63.0,95.0,21.0,49094.0,50575.0,9280.0,2549.0,2912.0,601.0,885.0,1571.0,762.0,2583.0,342.0,1145.0,129.0,404.0,424.0,139.0
60,LD02   ,2007JJ00,64.0,100.0,35.0,51580.0,55979.0,8827.0,2619.0,2961.0,414.0,790.0,1318.0,725.0,2561.0,352.0,1197.0,99.0,340.0,433.0,141.0
61,LD02   ,2008JJ00,63.0,100.0,24.0,51163.0,56447.0,9332.0,2823.0,2637.0,506.0,923.0,1539.0,903.0,2925.0,305.0,1380.0,106.0,480.0,440.0,214.0
62,LD02   ,2009JJ00,64.0,102.0,26.0,52044.0,56185.0,8616.0,2185.0,3242.0,379.0,831.0,1343.0,636.0,2658.0,322.0,1326.0,94.0,360.0,421.0,135.0
63,LD02   ,2010JJ00,65.0,105.0,21.0,53143.0,56385.0,9186.0,2607.0,2923.0,411.0,849.0,1321.0,1075.0,2780.0,363.0,1251.0,119.0,405.0,395.0,248.0
64,LD02   ,2011JJ00,65.0,107.0,19.0,51133.0,46430.0,8849.0,2625.0,2793.0,415.0,851.0,1372.0,794.0,2859.0,362.0,1349.0,127.0,367.0,407.0,246.0
65,LD02   ,2012JJ00,64.0,106.0,14.0,50694.0,58938.0,8614.0,2682.0,2656.0,331.0,698.0,1322.0,924.0,2213.0,328.0,983.0,120.0,243.0,364.0,174.0
66,LD02   ,2013JJ00,67.0,107.0,19.0,51370.0,50313.0,7788.0,2297.0,2669.0,296.0,592.0,1426.0,507.0,2181.0,301.0,1033.0,97.0,211.0,380.0,159.0
67,LD02   ,2014JJ00,69.0,111.0,18.0,53427.0,45363.0,8273.0,1986.0,3025.0,356.0,641.0,1240.0,1025.0,2128.0,278.0,947.0,102.0,208.0,331.0,262.0
68,LD02   ,2015JJ00,69.0,113.0,18.0,53293.0,46413.0,8353.0,1972.0,2962.0,303.0,708.0,1407.0,999.0,2197.0,260.0,1005.0,81.0,245.0,380.0,225.0
69,LD02   ,2016JJ00,69.0,123.0,24.0,56275.0,47493.0,8315.0,1810.0,3269.0,293.0,721.0,1423.0,798.0,2282.0,250.0,1120.0,78.0,230.0,401.0,203.0
70,LD02   ,2017JJ00,70.0,112.0,20.0,45165.0,47563.0,8484.0,1782.0,3176.0,330.0,763.0,1483.0,949.0,2371.0,243.0,1228.0,83.0,231.0,385.0,202.0
71,LD02   ,2018JJ00,68.0,118.0,20.0,47451.0,57013.0,8223.0,1785.0,2996.0,277.0,919.0,1431.0,815.0,2475.0,265.0,1188.0,94.0,341.0,425.0,162.0
72,LD02   ,2019JJ00,68.0,123.0,21.0,48189.0,50263.0,8514.0,1692.0,3192.0,322.0,1018.0,1573.0,716.0,2485.0,245.0,1228.0,95.0,299.0,484.0,133.0
73,LD02   ,2020JJ00,68.0,118.0,21.0,49573.0,58213.0,3834.0,653.0,1373.0,137.0,558.0,899.0,214.0,834.0,89.0,355.0,34.0,119.0,194.0,44.0
74,LD02   ,2021JJ00,68.0,122.0,13.0,52051.0,12713.0,3471.0,642.0,1182.0,184.0,352.0,813.0,298.0,537.0,88.0,226.0,16.0,59.0,115.0,33.0
75,LD02   ,2022JJ00,73.0,130.0,16.0,50199.0,43048.0,7131.0,921.0,3130.0,261.0,803.0,1316.0,700.0,2152.0,136.0,1251.0,65.0,203.0,364.0,132.0
76,LD02   ,2023JJ00,75.0,130.0,17.0,53053.0,43348.0,8434.0,1162.0,3635.0,325.0,1043.0,1490.0,779.0,2832.0,231.0,1584.0,90.0,326.0,461.0,140.0
77,LD02   ,2024JJ00,75.0,124.0,19.0,51256.0,,8872.0,1259.0,3713.0,326.0,1115.0,1560.0,899.0,3218.0,270.0,1828.0,94.0,373.0,484.0,170.0
78,LD03   ,1999JJ00,177.0,211.0,96.0,79448.0,78200.0,21977.0,7705.0,5939.0,1884.0,2277.0,2875.0,1298.0,8512.0,1144.0,3567.0,784.0,1590.0,1031.0,395.0
79,LD03   ,2000JJ00,176.0,210.0,96.0,79448.0,78200.0,22830.0,8114.0,6127.0,1655.0,2262.0,2850.0,1822.0,8808.0,1173.0,3785.0,624.0,1777.0,892.0,556.0
80,LD03   ,2001JJ00,171.0,219.0,96.0,82191.0,78200.0,24715.0,8028.0,7518.0,1255.0,2489.0,2956.0,2469.0,9653.0,1307.0,3991.0,449.0,1935.0,1161.0,811.0
81,LD03   ,2002JJ00,170.0,225.0,96.0,86580.0,78200.0,25391.0,8733.0,7570.0,1626.0,2341.0,3178.0,1942.0,9896.0,1361.0,4077.0,572.0,2036.0,1153.0,696.0
82,LD03   ,2003JJ00,168.0,234.0,,92789.0,,28844.0,9597.0,7696.0,1903.0,3032.0,3664.0,2952.0,10463.0,1404.0,4195.0,525.0,2531.0,1227.0,581.0
83,LD03   ,2004JJ00,166.0,232.0,,97359.0,,29328.0,9205.0,8843.0,1772.0,2547.0,4067.0,2893.0,10404.0,1267.0,4632.0,451.0,2127.0,1365.0,562.0
84,LD03   ,2005JJ00,181.0,271.0,79.0,131531.0,201127.0,31778.0,8943.0,9976.0,2125.0,3238.0,4715.0,2781.0,11053.0,1497.0,4421.0,467.0,2459.0,1521.0,688.0
85,LD03   ,2006JJ00,183.0,268.0,78.0,131001.0,151977.0,31966.0,9173.0,10425.0,1951.0,3544.0,4626.0,2247.0,12036.0,1321.0,5110.0,662.0,2851.0,1457.0,634.0
86,LD03   ,2007JJ00,184.0,285.0,92.0,140325.0,147075.0,34266.0,9877.0,10582.0,2287.0,3472.0,5048.0,2999.0,11850.0,1330.0,5087.0,505.0,2546.0,1432.0,950.0
87,LD03   ,2008JJ00,182.0,268.0,62.0,144047.0,173235.0,33899.0,9797.0,11428.0,1456.0,4284.0,4692.0,2241.0,12304.0,1362.0,5026.0,462.0,3129.0,1506.0,819.0
88,LD03   ,2009JJ00,178.0,274.0,69.0,126764.0,72378.0,33594.0,9565.0,12323.0,2247.0,3274.0,3846.0,2340.0,12001.0,1559.0,5413.0,410.0,2543.0,1335.0,742.0
89,LD03   ,2010JJ00,183.0,282.0,49.0,132735.0,72545.0,31438.0,10172.0,10465.0,1346.0,3178.0,3830.0,2447.0,11339.0,1581.0,4779.0,438.0,2322.0,1311.0,909.0
90,LD03   ,2011JJ00,189.0,289.0,50.0,125712.0,64593.0,34479.0,11581.0,10899.0,1582.0,3344.0,4472.0,2600.0,11544.0,1610.0,4747.0,403.0,2355.0,1374.0,1055.0
91,LD03   ,2012JJ00,186.0,281.0,55.0,144805.0,66060.0,32647.0,10426.0,10677.0,1259.0,3142.0,4158.0,2985.0,10715.0,1508.0,4919.0,294.0,2102.0,1141.0,750.0
92,LD03   ,2013JJ00,179.0,278.0,63.0,136359.0,74710.0,30016.0,8603.0,10881.0,1328.0,2627.0,4216.0,2360.0,11407.0,1653.0,5705.0,431.0,1649.0,1190.0,779.0
93,LD03   ,2014JJ00,179.0,288.0,59.0,146254.0,87747.0,31284.0,8137.0,10485.0,1350.0,3010.0,4253.0,4048.0,11402.0,1440.0,5646.0,459.0,1870.0,1085.0,902.0
94,LD03   ,2015JJ00,177.0,284.0,59.0,138753.0,83188.0,30883.0,8623.0,10662.0,1498.0,2778.0,4075.0,3246.0,11996.0,1468.0,5876.0,602.0,1913.0,1132.0,1004.0
95,LD03   ,2016JJ00,176.0,282.0,58.0,147086.0,124757.0,31274.0,7703.0,11550.0,1561.0,2913.0,4028.0,3519.0,12066.0,1294.0,5879.0,539.0,2126.0,1222.0,1007.0
96,LD03   ,2017JJ00,177.0,288.0,58.0,150621.0,133762.0,31454.0,7264.0,11843.0,1647.0,3194.0,4318.0,3188.0,12292.0,1198.0,6123.0,475.0,2254.0,1270.0,973.0
97,LD03   ,2018JJ00,176.0,294.0,62.0,151362.0,128997.0,31724.0,6973.0,11702.0,1490.0,3538.0,4763.0,3258.0,12240.0,1064.0,6315.0,434.0,2319.0,1381.0,726.0
98,LD03   ,2019JJ00,178.0,316.0,64.0,149750.0,130352.0,31997.0,6877.0,11613.0,1608.0,3782.0,4720.0,3397.0,12938.0,1026.0,6416.0,467.0,2680.0,1533.0,816.0
99,LD03   ,2020JJ00,170.0,285.0,49.0,147564.0,118360.0,15156.0,3939.0,4483.0,894.0,1752.0,2485.0,1603.0,3232.0,439.0,1539.0,161.0,404.0,515.0,174.0
100,LD03   ,2021JJ00,177.0,296.0,48.0,157786.0,68682.0,15085.0,2986.0,3829.0,1208.0,1546.0,2119.0,3397.0,2768.0,326.0,1095.0,138.0,553.0,356.0,300.0
101,LD03   ,2022JJ00,182.0,299.0,65.0,151087.0,130346.0,29685.0,5366.0,10777.0,1692.0,3867.0,3981.0,4003.0,11886.0,706.0,6752.0,413.0,2014.0,1159.0,842.0
102,LD03   ,2023JJ00,176.0,299.0,66.0,145204.0,135926.0,33208.0,7061.0,11898.0,1546.0,4174.0,4640.0,3889.0,14231.0,1011.0,8015.0,631.0,2175.0,1281.0,1118.0
103,LD03   ,2024JJ00,175.0,314.0,69.0,147222.0,130987.0,35633.0,7184.0,12975.0,1646.0,4249.0,5922.0,3657.0,15230.0,1063.0,8886.0,609.0,2282.0,1606.0,785.0
104,LD04   ,1999JJ00,71.0,81.0,32.0,37814.0,48465.0,7391.0,2107.0,2046.0,542.0,831.0,1117.0,748.0,3001.0,360.0,806.0,170.0,415.0,420.0,830.0
105,LD04   ,2000JJ00,70.0,83.0,32.0,39615.0,48465.0,7593.0,2234.0,2070.0,435.0,863.0,1218.0,773.0,3048.0,410.0,836.0,141.0,458.0,592.0,611.0
106,LD04   ,2001JJ00,67.0,83.0,32.0,39615.0,48465.0,7584.0,2228.0,2141.0,444.0,878.0,1182.0,711.0,3154.0,506.0,978.0,164.0,400.0,437.0,670.0
107,LD04   ,2002JJ00,67.0,84.0,32.0,40415.0,48465.0,8178.0,2291.0,2387.0,583.0,1003.0,1176.0,738.0,3168.0,399.0,967.0,164.0,525.0,421.0,693.0
108,LD04   ,2003JJ00,63.0,83.0,,40789.0,,7863.0,1958.0,2456.0,623.0,988.0,1227.0,611.0,2654.0,375.0,898.0,192.0,544.0,455.0,191.0
109,LD04   ,2004JJ00,63.0,83.0,,40548.0,,7777.0,2023.0,2667.0,462.0,846.0,1291.0,488.0,2543.0,296.0,1057.0,119.0,427.0,484.0,159.0
110,LD04   ,2005JJ00,61.0,88.0,24.0,45713.0,41320.0,8251.0,1871.0,3132.0,396.0,941.0,1427.0,484.0,3716.0,339.0,1634.0,121.0,979.0,510.0,134.0
111,LD04   ,2006JJ00,62.0,89.0,23.0,47181.0,70475.0,9261.0,1974.0,3373.0,486.0,1124.0,1535.0,768.0,3276.0,312.0,1388.0,141.0,828.0,466.0,141.0
112,LD04   ,2007JJ00,63.0,98.0,26.0,49926.0,78690.0,9637.0,2181.0,3169.0,495.0,1311.0,1732.0,750.0,3469.0,351.0,1596.0,124.0,649.0,571.0,178.0
113,LD04   ,2008JJ00,65.0,97.0,25.0,50886.0,74524.0,9755.0,2651.0,3252.0,527.0,1229.0,1452.0,643.0,3484.0,342.0,1259.0,140.0,658.0,491.0,595.0
114,LD04   ,2009JJ00,67.0,101.0,32.0,51009.0,77040.0,10948.0,2782.0,4036.0,464.0,1188.0,1700.0,779.0,3558.0,397.0,1378.0,106.0,614.0,517.0,546.0
115,LD04   ,2010JJ00,65.0,95.0,27.0,49499.0,74965.0,10121.0,2690.0,3220.0,478.0,1119.0,1464.0,1150.0,3657.0,408.0,1333.0,138.0,605.0,469.0,704.0
116,LD04   ,2011JJ00,66.0,97.0,25.0,43862.0,52578.0,10609.0,2944.0,3409.0,522.0,1109.0,1717.0,908.0,3484.0,399.0,1330.0,114.0,519.0,473.0,649.0
117,LD04   ,2012JJ00,64.0,97.0,23.0,44515.0,49870.0,9572.0,3007.0,3017.0,458.0,931.0,1456.0,703.0,3077.0,406.0,1250.0,109.0,391.0,421.0,500.0
118,LD04   ,2013JJ00,60.0,91.0,23.0,44123.0,59395.0,8617.0,1945.0,3079.0,488.0,905.0,1486.0,713.0,2805.0,316.0,1082.0,119.0,364.0,459.0,464.0
119,LD04   ,2014JJ00,59.0,92.0,17.0,45438.0,49480.0,8361.0,1887.0,3015.0,476.0,711.0,1437.0,835.0,2811.0,346.0,1116.0,120.0,280.0,434.0,516.0
120,LD04   ,2015JJ00,59.0,93.0,16.0,46937.0,44480.0,8582.0,1800.0,3176.0,399.0,886.0,1407.0,915.0,2918.0,324.0,1149.0,104.0,385.0,457.0,499.0
121,LD04   ,2016JJ00,61.0,102.0,15.0,47630.0,47330.0,8429.0,1520.0,3669.0,371.0,846.0,1423.0,600.0,2656.0,269.0,1274.0,95.0,371.0,398.0,250.0
122,LD04   ,2017JJ00,58.0,98.0,17.0,45096.0,46805.0,8757.0,1534.0,3448.0,426.0,1011.0,1475.0,862.0,2768.0,274.0,1295.0,107.0,418.0,458.0,216.0
123,LD04   ,2018JJ00,62.0,108.0,13.0,45616.0,47651.0,9262.0,1515.0,3797.0,457.0,1051.0,1414.0,1029.0,2904.0,268.0,1397.0,103.0,443.0,458.0,235.0
124,LD04   ,2019JJ00,64.0,107.0,13.0,46833.0,47581.0,9130.0,1688.0,3495.0,423.0,1108.0,1571.0,845.0,2786.0,271.0,1226.0,107.0,465.0,515.0,203.0
125,LD04   ,2020JJ00,60.0,104.0,12.0,47061.0,,4400.0,965.0,1517.0,254.0,518.0,830.0,316.0,822.0,111.0,309.0,43.0,142.0,179.0,37.0
126,LD04   ,2021JJ00,60.0,105.0,13.0,47343.0,4723.0,4073.0,696.0,1399.0,195.0,363.0,648.0,772.0,560.0,65.0,238.0,16.0,70.0,120.0,50.0
127,LD04   ,2022JJ00,58.0,99.0,10.0,44282.0,,7548.0,930.0,3920.0,362.0,756.0,1082.0,498.0,2239.0,147.0,1338.0,64.0,244.0,353.0,92.0
128,LD04   ,2023JJ00,56.0,99.0,12.0,43762.0,,8992.0,1105.0,4173.0,341.0,1128.0,1459.0,786.0,3090.0,211.0,1579.0,90.0,566.0,510.0,134.0
129,LD04   ,2024JJ00,57.0,106.0,12.0,47090.0,,9479.0,1136.0,4367.0,363.0,1343.0,1397.0,874.0,3682.0,233.0,1977.0,101.0,630.0,535.0,205.0
130,PV20   ,1999JJ00,13.0,13.0,4.0,5713.0,5975.0,1657.0,639.0,513.0,112.0,91.0,230.0,72.0,481.0,91.0,210.0,31.0,45.0,80.0,25.0
131,PV20   ,2000JJ00,13.0,13.0,4.0,5713.0,5975.0,1379.0,470.0,492.0,92.0,101.0,172.0,52.0,501.0,78.0,231.0,25.0,70.0,72.0,25.0
132,PV20   ,2001JJ00,13.0,13.0,4.0,5713.0,5975.0,1565.0,449.0,740.0,133.0,86.0,96.0,61.0,543.0,77.0,317.0,32.0,37.0,35.0,45.0
