ID,BelastingschijfAardgas,SBI2008,Perioden,AantalDoorDeSchijfGehaaldeEenheden_1,LeveringVoorEigenGebruik_2,InzetVoorElektriciteitsproductie_3,NietEnergetischGebruik_4,BelastVerbruik_5
0,A050892,T001081,2019JJ00,616180,32675200.0,17297200.0,3495600.0,11882400.0
1,A050892,T001081,2020JJ00,581530,32149200.0,17688800.0,3284100.0,11176300.0
2,A050892,T001081,2022JJ00,530785,23328400.0,12315800.0,2153400.0,8859100.0
3,A050892,301000 ,2019JJ00,57670,4144600.0,2970100.0,,1174500.0
4,A050892,301000 ,2020JJ00,57310,4029600.0,2903400.0,,1126200.0
5,A050892,301000 ,2022JJ00,36990,2867800.0,2241900.0,,625900.0
6,A050892,305700 ,2019JJ00,145,5100.0,,,5100.0
7,A050892,305700 ,2020JJ00,55,4300.0,,,4300.0
8,A050892,305700 ,2022JJ00,60,7600.0,,,7600.0
9,A050892,307500 ,2019JJ00,32745,12439600.0,2391200.0,3495600.0,6552800.0
10,A050892,307500 ,2020JJ00,32445,12774500.0,3244300.0,3284100.0,6246200.0
11,A050892,307500 ,2022JJ00,33615,9722600.0,2677700.0,2153400.0,4891400.0
12,A050892,307610 ,2019JJ00,4500,1905200.0,569800.0,,1335400.0
13,A050892,307610 ,2020JJ00,4400,1901600.0,617800.0,,1283800.0
14,A050892,307610 ,2022JJ00,4605,1836200.0,582700.0,,1253400.0
15,A050892,307700 ,2019JJ00,330,74100.0,,,74100.0
16,A050892,307700 ,2020JJ00,330,71800.0,,,71800.0
17,A050892,307700 ,2022JJ00,330,70500.0,,,70500.0
18,A050892,308300 ,2019JJ00,140,253300.0,34200.0,,219100.0
19,A050892,308300 ,2020JJ00,135,245900.0,30700.0,,215200.0
20,A050892,308300 ,2022JJ00,150,254300.0,34500.0,,219800.0
21,A050892,308700 ,2019JJ00,30,232700.0,130400.0,,102400.0
22,A050892,308700 ,2020JJ00,30,223400.0,149700.0,,73700.0
23,A050892,308700 ,2022JJ00,30,220500.0,137900.0,,82600.0
24,A050892,309000 ,2019JJ00,175,362600.0,31900.0,,330700.0
25,A050892,309000 ,2020JJ00,180,372700.0,66300.0,,306400.0
26,A050892,309000 ,2022JJ00,185,355300.0,60200.0,,295100.0
27,A050892,309300 ,2019JJ00,65,318300.0,212400.0,,105800.0
28,A050892,309300 ,2020JJ00,70,325400.0,222200.0,,103300.0
29,A050892,309300 ,2022JJ00,65,295500.0,201900.0,,93600.0
30,A050892,310000 ,2019JJ00,3295,423200.0,111100.0,,312100.0
31,A050892,310000 ,2020JJ00,3170,428000.0,106500.0,,321400.0
32,A050892,310000 ,2022JJ00,3265,424100.0,108700.0,,315500.0
33,A050892,311000 ,2019JJ00,165,93400.0,,,93400.0
34,A050892,311000 ,2020JJ00,160,109700.0,,,109700.0
35,A050892,311000 ,2022JJ00,160,97500.0,,,97500.0
36,A050892,312200 ,2019JJ00,300,147500.0,49800.0,,97800.0
37,A050892,312200 ,2020JJ00,330,124600.0,42400.0,,82200.0
38,A050892,312200 ,2022JJ00,420,118500.0,39600.0,,78900.0
39,A050892,312500 ,2019JJ00,860,71300.0,,,71300.0
40,A050892,312500 ,2020JJ00,870,95600.0,,,95600.0
41,A050892,312500 ,2022JJ00,915,57000.0,,,57000.0
42,A050892,312505 ,2019JJ00,1650,78600.0,,,78600.0
43,A050892,312505 ,2020JJ00,1630,104500.0,,,104500.0
44,A050892,312505 ,2022JJ00,1710,62700.0,,,62700.0
45,A050892,314000 ,2019JJ00,595,1600.0,,,1600.0
46,A050892,314000 ,2020JJ00,565,1500.0,,,1500.0
47,A050892,314000 ,2022JJ00,585,900.0,,,900.0
48,A050892,315200 ,2019JJ00,200,5700.0,,,5700.0
49,A050892,315200 ,2020JJ00,195,7500.0,,,7500.0
50,A050892,315200 ,2022JJ00,210,4800.0,,,4800.0
51,A050892,315800 ,2019JJ00,1340,11300.0,300.0,,11000.0
52,A050892,315800 ,2020JJ00,1385,8200.0,300.0,,7900.0
53,A050892,315800 ,2022JJ00,1480,11500.0,300.0,,11200.0
54,A050892,317105 ,2019JJ00,1870,519800.0,273000.0,,246700.0
55,A050892,317105 ,2020JJ00,1810,478800.0,246500.0,,232300.0
56,A050892,317105 ,2022JJ00,1700,481900.0,225400.0,,256500.0
57,A050892,317100 ,2019JJ00,295,496600.0,273000.0,,223500.0
58,A050892,317100 ,2020JJ00,300,463300.0,246500.0,,216800.0
59,A050892,317100 ,2022JJ00,290,462000.0,225400.0,,236600.0
60,A050892,318600 ,2019JJ00,1570,23200.0,,,23200.0
61,A050892,318600 ,2020JJ00,1510,15500.0,,,15500.0
62,A050892,318600 ,2022JJ00,1410,19900.0,,,19900.0
63,A050892,320000 ,2019JJ00,10,1629200.0,425600.0,,1203600.0
64,A050892,320000 ,2020JJ00,10,1628100.0,498900.0,,1129200.0
65,A050892,320000 ,2022JJ00,10,651800.0,283400.0,,368300.0
66,A050892,320705 ,2019JJ00,775,6750600.0,1084300.0,3495600.0,2170800.0
67,A050892,320705 ,2020JJ00,795,7203500.0,1839300.0,3284100.0,2080100.0
68,A050892,320705 ,2022JJ00,785,5330600.0,1549600.0,2153400.0,1627600.0
69,A050892,B000645,2019JJ00,240,6023700.0,740100.0,3495600.0,1788000.0
70,A050892,B000645,2020JJ00,230,6485100.0,1518500.0,3284100.0,1682500.0
71,A050892,B000645,2022JJ00,230,4617500.0,1211400.0,2153400.0,1252600.0
72,A050892,321100 ,2019JJ00,20,495600.0,331100.0,,164500.0
73,A050892,321100 ,2020JJ00,20,496600.0,312300.0,,184300.0
74,A050892,321100 ,2022JJ00,20,487900.0,330300.0,,157600.0
75,A050892,800046 ,2019JJ00,515,231300.0,13100.0,,218300.0
76,A050892,800046 ,2020JJ00,545,221800.0,8500.0,,213300.0
77,A050892,800046 ,2022JJ00,540,225200.0,7900.0,,217300.0
78,A050892,323700 ,2019JJ00,1045,110700.0,,,110700.0
79,A050892,323700 ,2020JJ00,1030,106300.0,,,106300.0
80,A050892,323700 ,2022JJ00,1050,98800.0,700.0,,98100.0
81,A050892,324600 ,2019JJ00,990,528900.0,6100.0,,522800.0
82,A050892,324600 ,2020JJ00,960,500600.0,6200.0,,494400.0
83,A050892,324600 ,2022JJ00,985,539600.0,6100.0,,533500.0
84,A050892,B000646,2019JJ00,340,393200.0,800.0,,392400.0
85,A050892,B000646,2020JJ00,330,378400.0,900.0,,377500.0
86,A050892,B000646,2022JJ00,350,440600.0,700.0,,439900.0
87,A050892,B000647,2019JJ00,650,135700.0,5300.0,0.0,130400.0
88,A050892,B000647,2020JJ00,630,122200.0,5300.0,0.0,116900.0
89,A050892,B000647,2022JJ00,635,99000.0,5400.0,,93600.0
90,A050892,328100 ,2019JJ00,260,454300.0,32200.0,,422200.0
91,A050892,328100 ,2020JJ00,185,422300.0,35300.0,,387000.0
92,A050892,328100 ,2022JJ00,230,368700.0,29500.0,,339200.0
93,A050892,800047 ,2019JJ00,150,364600.0,32200.0,,332500.0
94,A050892,800047 ,2020JJ00,145,350400.0,35300.0,,315100.0
95,A050892,800047 ,2022JJ00,130,292800.0,29500.0,,263200.0
96,A050892,800048 ,2019JJ00,110,89700.0,,,89700.0
97,A050892,800048 ,2020JJ00,35,72000.0,,,72000.0
98,A050892,800048 ,2022JJ00,100,75900.0,,,75900.0
99,A050892,330300 ,2019JJ00,6570,175200.0,,,175200.0
100,A050892,330300 ,2020JJ00,6660,169400.0,,,169400.0
101,A050892,330300 ,2022JJ00,6825,151200.0,,,151200.0
102,A050892,332905 ,2019JJ00,3960,154200.0,,,154200.0
103,A050892,332905 ,2020JJ00,3720,134000.0,,,134000.0
104,A050892,332905 ,2022JJ00,3640,95500.0,,,95500.0
105,A050892,339200 ,2019JJ00,485,43800.0,,,43800.0
106,A050892,339200 ,2020JJ00,475,35100.0,,,35100.0
107,A050892,339200 ,2022JJ00,495,33400.0,,,33400.0
108,A050892,339205 ,2019JJ00,1105,64400.0,,,64400.0
109,A050892,339205 ,2020JJ00,1075,55600.0,,,55600.0
110,A050892,339205 ,2022JJ00,1085,53300.0,,,53300.0
111,A050892,340200 ,2019JJ00,620,20600.0,,,20600.0
112,A050892,340200 ,2020JJ00,600,20500.0,,,20500.0
113,A050892,340200 ,2022JJ00,590,19900.0,,,19900.0
114,A050892,300023 ,2019JJ00,8665,57300.0,,,57300.0
115,A050892,300023 ,2020JJ00,8785,61600.0,,,61600.0
116,A050892,300023 ,2022JJ00,9515,40700.0,,,40700.0
117,A050892,341600 ,2019JJ00,3065,30200.0,,,30200.0
118,A050892,341600 ,2020JJ00,3090,26700.0,,,26700.0
119,A050892,341600 ,2022JJ00,3315,18000.0,,,18000.0
120,A050892,342400 ,2019JJ00,2025,7900.0,,,7900.0
121,A050892,342400 ,2020JJ00,2020,15400.0,,,15400.0
122,A050892,342400 ,2022JJ00,2080,8100.0,,,8100.0
123,A050892,344400 ,2019JJ00,3575,19200.0,,,19200.0
124,A050892,344400 ,2020JJ00,3680,19500.0,,,19500.0
125,A050892,344400 ,2022JJ00,4120,14700.0,,,14700.0
126,A050892,346600 ,2019JJ00,25,12157200.0,11895100.0,,262100.0
127,A050892,346600 ,2020JJ00,25,11765200.0,11492100.0,,273100.0
128,A050892,346600 ,2022JJ00,25,7526600.0,7324200.0,,202400.0
129,A050892,348000 ,2019JJ00,1110,119200.0,40800.0,,78400.0
130,A050892,348000 ,2020JJ00,1080,125000.0,49100.0,,75900.0
131,A050892,348000 ,2022JJ00,1075,125000.0,71900.0,,53100.0
132,A050892,350000 ,2019JJ00,33595,125500.0,,,125500.0
133,A050892,350000 ,2020JJ00,30380,111500.0,,,111500.0
134,A050892,350000 ,2022JJ00,26590,83500.0,,,83500.0
135,A050892,354200 ,2019JJ00,145535,728000.0,0.0,,728000.0
136,A050892,354200 ,2020JJ00,138730,663500.0,0.0,,663500.0
137,A050892,354200 ,2022JJ00,127305,593000.0,,,593000.0
138,A050892,383100 ,2019JJ00,20975,346300.0,0.0,,346300.0
139,A050892,383100 ,2020JJ00,19825,311200.0,0.0,,311200.0
140,A050892,383100 ,2022JJ00,16785,221500.0,,,221500.0
141,A050892,389100 ,2019JJ00,87240,503300.0,0.0,,503300.0
142,A050892,389100 ,2020JJ00,85835,447200.0,0.0,,447200.0
143,A050892,389100 ,2022JJ00,84390,424200.0,,,424200.0
144,A050892,391600 ,2019JJ00,6020,42800.0,0.0,,42800.0
145,A050892,391600 ,2020JJ00,5295,38100.0,0.0,,38100.0
146,A050892,391600 ,2022JJ00,4690,32100.0,,,32100.0
147,A050892,396300 ,2019JJ00,25485,123300.0,0.0,,123300.0
148,A050892,396300 ,2020JJ00,22310,105000.0,0.0,,105000.0
149,A050892,396300 ,2022JJ00,21630,91700.0,,,91700.0
150,A050892,402000 ,2019JJ00,13505,110200.0,0.0,,110200.0
151,A050892,402000 ,2020JJ00,12585,98100.0,0.0,,98100.0
152,A050892,402000 ,2022JJ00,13255,89200.0,,,89200.0
153,A050892,403300 ,2019JJ00,29185,165400.0,0.0,,165400.0
154,A050892,403300 ,2020JJ00,27375,153700.0,0.0,,153700.0
155,A050892,403300 ,2022JJ00,27020,144900.0,,,144900.0
156,A050892,410200 ,2019JJ00,13290,71200.0,0.0,,71200.0
157,A050892,410200 ,2020JJ00,11695,59800.0,0.0,,59800.0
158,A050892,410200 ,2022JJ00,10840,54600.0,,,54600.0
159,A050892,417400 ,2019JJ00,22840,244200.0,0.0,,244200.0
160,A050892,417400 ,2020JJ00,17355,218000.0,0.0,,218000.0
161,A050892,417400 ,2022JJ00,15405,180100.0,,,180100.0
162,A050892,419000 ,2019JJ00,14515,272000.0,0.0,,272000.0
163,A050892,419000 ,2020JJ00,13740,256800.0,0.0,,256800.0
164,A050892,419000 ,2022JJ00,13765,252600.0,,,252600.0
165,A050892,422400 ,2019JJ00,60420,684300.0,0.0,,684300.0
166,A050892,422400 ,2020JJ00,57375,647300.0,0.0,,647300.0
167,A050892,422400 ,2022JJ00,49945,579200.0,,,579200.0
168,A050892,428100 ,2019JJ00,21970,210900.0,0.0,,210900.0
169,A050892,428100 ,2020JJ00,20425,182800.0,0.0,,182800.0
170,A050892,428100 ,2022JJ00,20235,183300.0,,,183300.0
171,A050892,435500 ,2019JJ00,29385,175300.0,0.0,,175300.0
172,A050892,435500 ,2020JJ00,27175,151300.0,0.0,,151300.0
173,A050892,435500 ,2022JJ00,26655,143000.0,,,143000.0
174,A050892,440900 ,2019JJ00,530,6800.0,0.0,,6800.0
175,A050892,440900 ,2020JJ00,520,6200.0,0.0,,6200.0
176,A050892,440900 ,2022JJ00,510,5900.0,,,5900.0
177,A050893,T001081,2019JJ00,616180,4404900.0,128300.0,200.0,4276400.0
178,A050893,T001081,2020JJ00,581530,4035500.0,114900.0,0.0,3920600.0
179,A050893,T001081,2022JJ00,530785,3568400.0,162900.0,0.0,3405500.0
180,A050893,301000 ,2019JJ00,57670,723000.0,122000.0,,601000.0
181,A050893,301000 ,2020JJ00,57310,687400.0,108600.0,,578800.0
182,A050893,301000 ,2022JJ00,36990,549700.0,,,
183,A050893,305700 ,2019JJ00,145,5100.0,,,5100.0
184,A050893,305700 ,2020JJ00,55,4300.0,,,4300.0
185,A050893,305700 ,2022JJ00,60,5400.0,,,5400.0
186,A050893,307500 ,2019JJ00,32745,616000.0,1300.0,200.0,614500.0
187,A050893,307500 ,2020JJ00,32445,582400.0,1700.0,0.0,580700.0
188,A050893,307500 ,2022JJ00,33615,526600.0,1200.0,0.0,525400.0
189,A050893,307610 ,2019JJ00,4500,185500.0,200.0,,185300.0
190,A050893,307610 ,2020JJ00,4400,183000.0,200.0,,182900.0
191,A050893,307610 ,2022JJ00,4605,174500.0,200.0,,174300.0
192,A050893,307700 ,2019JJ00,330,18100.0,,,18100.0
193,A050893,307700 ,2020JJ00,330,18500.0,,,18500.0
194,A050893,307700 ,2022JJ00,330,15100.0,,,15100.0
195,A050893,308300 ,2019JJ00,140,12400.0,0.0,,12400.0
196,A050893,308300 ,2020JJ00,135,13200.0,0.0,,13200.0
197,A050893,308300 ,2022JJ00,150,14000.0,200.0,,13900.0
198,A050893,308700 ,2019JJ00,30,4400.0,0.0,,4400.0
199,A050893,308700 ,2020JJ00,30,4100.0,0.0,,4100.0
200,A050893,308700 ,2022JJ00,30,4700.0,0.0,,4700.0
201,A050893,309000 ,2019JJ00,175,9300.0,0.0,,9300.0
202,A050893,309000 ,2020JJ00,180,9700.0,0.0,,9700.0
203,A050893,309000 ,2022JJ00,185,8900.0,0.0,,8900.0
204,A050893,309300 ,2019JJ00,65,6000.0,0.0,,6000.0
205,A050893,309300 ,2020JJ00,70,6000.0,0.0,,6000.0
206,A050893,309300 ,2022JJ00,65,5800.0,0.0,,5800.0
207,A050893,310000 ,2019JJ00,3295,98100.0,200.0,,97900.0
208,A050893,310000 ,2020JJ00,3170,103700.0,200.0,,103500.0
209,A050893,310000 ,2022JJ00,3265,106300.0,0.0,,106300.0
210,A050893,311000 ,2019JJ00,165,9400.0,,,9400.0
211,A050893,311000 ,2020JJ00,160,15300.0,,,15300.0
212,A050893,311000 ,2022JJ00,160,10800.0,,,10800.0
213,A050893,312200 ,2019JJ00,300,27900.0,0.0,,27900.0
214,A050893,312200 ,2020JJ00,330,12500.0,0.0,,12500.0
215,A050893,312200 ,2022JJ00,420,8900.0,0.0,,8900.0
216,A050893,312500 ,2019JJ00,860,27300.0,,,27300.0
217,A050893,312500 ,2020JJ00,870,15800.0,,,15800.0
218,A050893,312500 ,2022JJ00,915,13700.0,,,13700.0
219,A050893,312505 ,2019JJ00,1650,33900.0,,,33900.0
220,A050893,312505 ,2020JJ00,1630,23300.0,,,23300.0
221,A050893,312505 ,2022JJ00,1710,18600.0,,,18600.0
222,A050893,314000 ,2019JJ00,595,1600.0,,,1600.0
223,A050893,314000 ,2020JJ00,565,1500.0,,,1500.0
224,A050893,314000 ,2022JJ00,585,900.0,,,900.0
225,A050893,315200 ,2019JJ00,200,5000.0,,,5000.0
226,A050893,315200 ,2020JJ00,195,6000.0,,,6000.0
227,A050893,315200 ,2022JJ00,210,4000.0,,,4000.0
228,A050893,315800 ,2019JJ00,1340,11000.0,200.0,,10800.0
229,A050893,315800 ,2020JJ00,1385,7700.0,200.0,,7600.0
230,A050893,315800 ,2022JJ00,1480,5600.0,0.0,,5600.0
231,A050893,317105 ,2019JJ00,1870,22300.0,0.0,,22300.0
232,A050893,317105 ,2020JJ00,1810,22900.0,300.0,,22500.0
233,A050893,317105 ,2022JJ00,1700,26400.0,200.0,,26200.0
234,A050893,317100 ,2019JJ00,295,15500.0,0.0,,15500.0
235,A050893,317100 ,2020JJ00,300,13600.0,300.0,,13200.0
236,A050893,317100 ,2022JJ00,290,12700.0,200.0,,12500.0
237,A050893,318600 ,2019JJ00,1570,6700.0,,,6700.0
238,A050893,318600 ,2020JJ00,1510,9300.0,,,9300.0
239,A050893,318600 ,2022JJ00,1410,13700.0,,,13700.0
240,A050893,320000 ,2019JJ00,10,1600.0,0.0,,1600.0
241,A050893,320000 ,2020JJ00,10,1600.0,0.0,,1600.0
242,A050893,320000 ,2022JJ00,10,1600.0,0.0,,1600.0
243,A050893,320705 ,2019JJ00,775,43900.0,1000.0,200.0,42700.0
244,A050893,320705 ,2020JJ00,795,44400.0,1000.0,0.0,43400.0
245,A050893,320705 ,2022JJ00,785,51700.0,800.0,0.0,50800.0
246,A050893,B000645,2019JJ00,240,17500.0,500.0,200.0,16800.0
247,A050893,B000645,2020JJ00,230,16900.0,700.0,0.0,16300.0
248,A050893,B000645,2022JJ00,230,17600.0,500.0,0.0,17100.0
249,A050893,321100 ,2019JJ00,20,2000.0,500.0,,1500.0
250,A050893,321100 ,2020JJ00,20,3000.0,300.0,,2700.0
251,A050893,321100 ,2022JJ00,20,3100.0,300.0,,2800.0
252,A050893,800046 ,2019JJ00,515,24500.0,0.0,,24500.0
253,A050893,800046 ,2020JJ00,545,24500.0,0.0,,24500.0
254,A050893,800046 ,2022JJ00,540,31000.0,0.0,,31000.0
255,A050893,323700 ,2019JJ00,1045,24900.0,,,24900.0
256,A050893,323700 ,2020JJ00,1030,27400.0,,,27400.0
257,A050893,323700 ,2022JJ00,1050,24300.0,0.0,,24300.0
258,A050893,324600 ,2019JJ00,990,41100.0,0.0,,41100.0
259,A050893,324600 ,2020JJ00,960,36700.0,0.0,,36700.0
260,A050893,324600 ,2022JJ00,985,22200.0,0.0,,22200.0
261,A050893,B000646,2019JJ00,340,10900.0,0.0,,10900.0
262,A050893,B000646,2020JJ00,330,8700.0,0.0,,8700.0
263,A050893,B000646,2022JJ00,350,9600.0,0.0,,9600.0
264,A050893,B000647,2019JJ00,650,30200.0,0.0,0.0,30200.0
265,A050893,B000647,2020JJ00,630,28000.0,0.0,0.0,28000.0
266,A050893,B000647,2022JJ00,635,12700.0,0.0,,12700.0
267,A050893,328100 ,2019JJ00,260,22000.0,0.0,,22000.0
268,A050893,328100 ,2020JJ00,185,10500.0,0.0,,10500.0
269,A050893,328100 ,2022JJ00,230,12900.0,0.0,,12900.0
270,A050893,800047 ,2019JJ00,150,5300.0,0.0,,5300.0
271,A050893,800047 ,2020JJ00,145,5800.0,0.0,,5800.0
272,A050893,800047 ,2022JJ00,130,4500.0,0.0,,4500.0
273,A050893,800048 ,2019JJ00,110,16700.0,,,16700.0
274,A050893,800048 ,2020JJ00,35,4700.0,,,4700.0
275,A050893,800048 ,2022JJ00,100,8400.0,,,8400.0
276,A050893,330300 ,2019JJ00,6570,99400.0,,,99400.0
277,A050893,330300 ,2020JJ00,6660,98200.0,,,98200.0
278,A050893,330300 ,2022JJ00,6825,82300.0,,,82300.0
279,A050893,332905 ,2019JJ00,3960,55100.0,,,55100.0
280,A050893,332905 ,2020JJ00,3720,52800.0,,,52800.0
281,A050893,332905 ,2022JJ00,3640,50500.0,,,50500.0
282,A050893,339200 ,2019JJ00,485,14900.0,,,14900.0
283,A050893,339200 ,2020JJ00,475,10000.0,,,10000.0
284,A050893,339200 ,2022JJ00,495,11200.0,,,11200.0
285,A050893,339205 ,2019JJ00,1105,25500.0,,,25500.0
286,A050893,339205 ,2020JJ00,1075,20900.0,,,20900.0
287,A050893,339205 ,2022JJ00,1085,22100.0,,,22100.0
288,A050893,340200 ,2019JJ00,620,10500.0,,,10500.0
289,A050893,340200 ,2020JJ00,600,10900.0,,,10900.0
290,A050893,340200 ,2022JJ00,590,10800.0,,,10800.0
291,A050893,300023 ,2019JJ00,8665,49700.0,,,49700.0
292,A050893,300023 ,2020JJ00,8785,52900.0,,,52900.0
293,A050893,300023 ,2022JJ00,9515,33800.0,,,33800.0
294,A050893,341600 ,2019JJ00,3065,26700.0,,,26700.0
295,A050893,341600 ,2020JJ00,3090,23800.0,,,23800.0
296,A050893,341600 ,2022JJ00,3315,16100.0,,,16100.0
297,A050893,342400 ,2019JJ00,2025,7100.0,,,7100.0
298,A050893,342400 ,2020JJ00,2020,14400.0,,,14400.0
299,A050893,342400 ,2022JJ00,2080,6600.0,,,6600.0
300,A050893,344400 ,2019JJ00,3575,15900.0,,,15900.0
301,A050893,344400 ,2020JJ00,3680,14700.0,,,14700.0
302,A050893,344400 ,2022JJ00,4120,11200.0,,,11200.0
303,A050893,346600 ,2019JJ00,25,4500.0,3100.0,,1400.0
304,A050893,346600 ,2020JJ00,25,4200.0,2800.0,,1500.0
305,A050893,346600 ,2022JJ00,25,4100.0,2900.0,,1200.0
306,A050893,348000 ,2019JJ00,1110,33400.0,1800.0,,31600.0
307,A050893,348000 ,2020JJ00,1080,26200.0,1800.0,,24400.0
308,A050893,348000 ,2022JJ00,1075,21300.0,1800.0,,19400.0
309,A050893,350000 ,2019JJ00,33595,104300.0,,,104300.0
310,A050893,350000 ,2020JJ00,30380,89400.0,,,89400.0
311,A050893,350000 ,2022JJ00,26590,75000.0,,,75000.0
312,A050893,354200 ,2019JJ00,145535,669900.0,0.0,,669900.0
313,A050893,354200 ,2020JJ00,138730,606300.0,0.0,,606300.0
314,A050893,354200 ,2022JJ00,127305,527900.0,,,527900.0
315,A050893,383100 ,2019JJ00,20975,156300.0,0.0,,156300.0
316,A050893,383100 ,2020JJ00,19825,139600.0,0.0,,139600.0
317,A050893,383100 ,2022JJ00,16785,116400.0,,,116400.0
318,A050893,389100 ,2019JJ00,87240,441900.0,0.0,,441900.0
319,A050893,389100 ,2020JJ00,85835,399000.0,0.0,,399000.0
320,A050893,389100 ,2022JJ00,84390,371500.0,,,371500.0
321,A050893,391600 ,2019JJ00,6020,35600.0,0.0,,35600.0
322,A050893,391600 ,2020JJ00,5295,31000.0,0.0,,31000.0
323,A050893,391600 ,2022JJ00,4690,26400.0,,,26400.0
324,A050893,396300 ,2019JJ00,25485,116500.0,0.0,,116500.0
325,A050893,396300 ,2020JJ00,22310,100200.0,0.0,,100200.0
326,A050893,396300 ,2022JJ00,21630,88100.0,,,88100.0
327,A050893,402000 ,2019JJ00,13505,104400.0,0.0,,104400.0
328,A050893,402000 ,2020JJ00,12585,93300.0,0.0,,93300.0
329,A050893,402000 ,2022JJ00,13255,86000.0,,,86000.0
330,A050893,403300 ,2019JJ00,29185,144900.0,0.0,,144900.0
