ID,LandbouwgoederenEnDiensten,Perioden,OutputTegenAfProducentwaarde_1,OutputBasisprijzen_2,OutputTegenAfProducentwaarde_3,OutputBasisprijzen_4,OutputTegenAfProducentwaarde_5,OutputBasisprijzen_6,OutputTegenAfProducentwaarde_7,OutputBasisprijzen_8
44,A045421,2008JJ00,26700.0,26767.0,30231.0,30222.0,3.3,3.2,88.3,88.6
45,A045421,2009JJ00,24974.0,25060.0,30855.0,30854.0,2.1,2.1,80.9,81.2
46,A045421,2010JJ00,27402.0,27436.0,30842.0,30834.0,0.0,-0.1,88.8,89.0
47,A045421,2011JJ00,28162.0,28135.0,30514.0,30506.0,-1.1,-1.1,92.3,92.2
48,A045421,2012JJ00,29221.0,29211.0,30640.0,30631.0,0.4,0.4,95.4,95.4
49,A045421,2013JJ00,30599.0,30598.0,31173.0,31164.0,1.7,1.7,98.2,98.2
50,A045421,2014JJ00,29627.0,29496.0,31653.0,31511.0,1.5,1.1,93.6,93.6
51,A045421,2015JJ00,29250.0,29116.0,31932.0,31786.0,0.9,0.9,91.6,91.6
52,A045421,2016JJ00,29563.0,29563.0,32528.0,32528.0,1.9,2.3,90.9,90.9
53,A045421,2017JJ00,31100.0,31089.0,32721.0,32709.0,0.6,0.6,95.0,95.0
54,A045421,2018JJ00,30435.0,30433.0,31974.0,31972.0,-2.3,-2.3,95.2,95.2
55,A045421,2019JJ00,31786.0,31785.0,32607.0,32606.0,2.0,2.0,97.5,97.5
56,A045421,2020JJ00,30750.0,30751.0,32651.0,32651.0,0.1,0.1,94.2,94.2
57,A045421,2021JJ00,33121.0,33121.0,33121.0,33121.0,1.4,1.4,100.0,100.0
58,A045421,2022JJ00,37916.0,37916.0,32112.0,32112.0,-3.0,-3.0,118.1,118.1
59,A045421,2023JJ00,38572.0,38573.0,31558.0,31560.0,-1.7,-1.7,122.2,122.2
60,A045421,2024JJ00,38591.0,38591.0,31066.0,31066.0,-1.6,-1.6,124.2,124.2
61,A045421,2025JJ00,39280.0,39280.0,31313.0,31314.0,0.8,0.8,125.4,125.4
62,A045422,1995JJ00,18390.0,18677.0,23259.0,23139.0,,,79.1,80.7
63,A045422,1996JJ00,18875.0,19132.0,23257.0,23106.0,0.0,-0.1,81.2,82.8
64,A045422,1997JJ00,19875.0,20049.0,24223.0,23995.0,4.2,3.8,82.1,83.6
65,A045422,1998JJ00,18915.0,19102.0,23858.0,23652.0,-1.5,-1.4,79.3,80.8
66,A045422,1999JJ00,18615.0,18811.0,24957.0,24739.0,4.6,4.6,74.6,76.0
67,A045422,2000JJ00,19797.0,19988.0,25326.0,25093.0,1.5,1.4,78.2,79.7
68,A045422,2001JJ00,20595.0,20877.0,24560.0,24454.0,-3.0,-2.5,83.9,85.4
69,A045422,2002JJ00,20161.0,20522.0,24538.0,24438.0,-0.1,-0.1,82.2,84.0
70,A045422,2003JJ00,20149.0,20503.0,24636.0,24520.0,0.4,0.3,81.8,83.6
71,A045422,2004JJ00,20162.0,20501.0,25970.0,25996.0,5.4,6.0,77.6,78.9
72,A045422,2005JJ00,20492.0,20936.0,26075.0,26108.0,0.4,0.4,78.6,80.2
73,A045422,2006JJ00,22112.0,22645.0,26220.0,26244.0,0.6,0.5,84.3,86.3
74,A045422,2007JJ00,23740.0,23852.0,26824.0,26830.0,2.3,2.2,88.5,88.9
75,A045422,2008JJ00,24454.0,24521.0,27655.0,27646.0,3.1,3.0,88.4,88.7
76,A045422,2009JJ00,22701.0,22787.0,28256.0,28255.0,2.2,2.2,80.3,80.7
77,A045422,2010JJ00,25064.0,25097.0,28164.0,28155.0,-0.3,-0.4,89.0,89.1
78,A045422,2011JJ00,25702.0,25675.0,27748.0,27739.0,-1.5,-1.5,92.6,92.6
79,A045422,2012JJ00,26802.0,26792.0,27935.0,27926.0,0.7,0.7,95.9,95.9
80,A045422,2013JJ00,28149.0,28148.0,28480.0,28469.0,1.9,1.9,98.8,98.9
81,A045422,2014JJ00,27127.0,26997.0,28924.0,28783.0,1.6,1.1,93.8,93.8
82,A045422,2015JJ00,26870.0,26736.0,29273.0,29127.0,1.2,1.2,91.8,91.8
83,A045422,2016JJ00,27176.0,27176.0,29866.0,29867.0,2.0,2.5,91.0,91.0
84,A045422,2017JJ00,28625.0,28614.0,30032.0,30020.0,0.6,0.5,95.3,95.3
85,A045422,2018JJ00,27945.0,27943.0,29310.0,29308.0,-2.4,-2.4,95.3,95.3
86,A045422,2019JJ00,29240.0,29239.0,29959.0,29958.0,2.2,2.2,97.6,97.6
87,A045422,2020JJ00,28167.0,28168.0,30003.0,30004.0,0.1,0.2,93.9,93.9
88,A045422,2021JJ00,30426.0,30427.0,30426.0,30427.0,1.4,1.4,100.0,100.0
89,A045422,2022JJ00,35157.0,35158.0,29517.0,29517.0,-3.0,-3.0,119.1,119.1
90,A045422,2023JJ00,35692.0,35693.0,28976.0,28977.0,-1.8,-1.8,123.2,123.2
91,A045422,2024JJ00,35544.0,35544.0,28500.0,28501.0,-1.6,-1.6,124.7,124.7
92,A045422,2025JJ00,36112.0,36112.0,28727.0,28728.0,0.8,0.8,125.7,125.7
93,A045423,1995JJ00,9508.0,9707.0,13586.0,13596.0,,,70.0,71.4
94,A045423,1996JJ00,9751.0,9945.0,13477.0,13485.0,-0.8,-0.8,72.4,73.7
95,A045423,1997JJ00,10205.0,10358.0,14310.0,14293.0,6.2,6.0,71.3,72.5
96,A045423,1998JJ00,10393.0,10545.0,14125.0,14110.0,-1.3,-1.3,73.6,74.7
97,A045423,1999JJ00,10514.0,10660.0,14993.0,14955.0,6.1,6.0,70.1,71.3
98,A045423,2000JJ00,10920.0,11084.0,15621.0,15593.0,4.2,4.3,69.9,71.1
99,A045423,2001JJ00,11370.0,11543.0,15124.0,15120.0,-3.2,-3.0,75.2,76.3
100,A045423,2002JJ00,11789.0,11995.0,15077.0,15079.0,-0.3,-0.3,78.2,79.6
101,A045423,2003JJ00,12388.0,12574.0,15555.0,15558.0,3.2,3.2,79.6,80.8
102,A045423,2004JJ00,11935.0,11975.0,16222.0,16216.0,4.3,4.2,73.6,73.9
103,A045423,2005JJ00,12009.0,12035.0,16253.0,16255.0,0.2,0.2,73.9,74.0
104,A045423,2006JJ00,13263.0,13283.0,16197.0,16198.0,-0.3,-0.4,81.9,82.0
105,A045423,2007JJ00,14029.0,14040.0,16534.0,16536.0,2.1,2.1,84.9,84.9
106,A045423,2008JJ00,13729.0,13738.0,17091.0,17091.0,3.4,3.4,80.3,80.4
107,A045423,2009JJ00,13152.0,13162.0,17540.0,17539.0,2.6,2.6,75.0,75.0
108,A045423,2010JJ00,14915.0,14925.0,17366.0,17365.0,-1.0,-1.0,85.9,85.9
109,A045423,2011JJ00,14944.0,14954.0,17227.0,17226.0,-0.8,-0.8,86.7,86.8
110,A045423,2012JJ00,15359.0,15366.0,17253.0,17254.0,0.2,0.2,89.0,89.1
111,A045423,2013JJ00,15785.0,15785.0,17339.0,17339.0,0.5,0.5,91.0,91.0
112,A045423,2014JJ00,15074.0,15074.0,17985.0,17985.0,3.7,3.7,83.8,83.8
113,A045423,2015JJ00,15768.0,15768.0,17835.0,17835.0,-0.8,-0.8,88.4,88.4
114,A045423,2016JJ00,15992.0,15992.0,17825.0,17825.0,-0.1,-0.1,89.7,89.7
115,A045423,2017JJ00,16195.0,16195.0,18296.0,18296.0,2.6,2.6,88.5,88.5
116,A045423,2018JJ00,16510.0,16510.0,17789.0,17789.0,-2.8,-2.8,92.8,92.8
117,A045423,2019JJ00,17200.0,17200.0,18128.0,18128.0,1.9,1.9,94.9,94.9
118,A045423,2020JJ00,16580.0,16580.0,17966.0,17966.0,-0.9,-0.9,92.3,92.3
119,A045423,2021JJ00,18628.0,18628.0,18628.0,18628.0,3.7,3.7,100.0,100.0
120,A045423,2022JJ00,19263.0,19263.0,17864.0,17864.0,-4.1,-4.1,107.8,107.8
121,A045423,2023JJ00,20369.0,20369.0,17334.0,17334.0,-3.0,-3.0,117.5,117.5
122,A045423,2024JJ00,20272.0,20272.0,17071.0,17071.0,-1.5,-1.5,118.7,118.7
123,A045423,2025JJ00,20116.0,20116.0,17830.0,17830.0,4.4,4.4,112.8,112.8
124,A045424,1995JJ00,220.0,262.0,411.0,431.0,,,53.5,60.8
125,A045424,1996JJ00,244.0,287.0,447.0,464.0,8.9,7.8,54.5,61.7
126,A045424,1997JJ00,199.0,245.0,397.0,424.0,-11.2,-8.7,50.2,57.7
127,A045424,1998JJ00,186.0,232.0,396.0,424.0,-0.3,0.0,46.9,54.6
128,A045424,1999JJ00,182.0,226.0,381.0,408.0,-3.8,-3.8,47.8,55.4
129,A045424,2000JJ00,272.0,323.0,586.0,593.0,53.7,45.4,46.5,54.4
130,A045424,2001JJ00,285.0,336.0,593.0,594.0,1.2,0.1,48.0,56.6
131,A045424,2002JJ00,268.0,360.0,586.0,589.0,-1.1,-0.9,45.8,61.1
132,A045424,2003JJ00,313.0,399.0,616.0,621.0,5.1,5.5,50.8,64.3
133,A045424,2004JJ00,278.0,268.0,629.0,624.0,2.1,0.4,44.2,43.0
134,A045424,2005JJ00,262.0,263.0,636.0,636.0,1.1,2.0,41.2,41.3
135,A045424,2006JJ00,301.0,301.0,604.0,604.0,-5.0,-5.0,49.8,49.8
136,A045424,2007JJ00,411.0,411.0,578.0,578.0,-4.3,-4.3,71.2,71.2
137,A045424,2008JJ00,459.0,459.0,735.0,735.0,27.2,27.1,62.5,62.5
138,A045424,2009JJ00,344.0,344.0,746.0,746.0,1.5,1.5,46.1,46.1
139,A045424,2010JJ00,415.0,415.0,654.0,654.0,-12.3,-12.3,63.5,63.5
140,A045424,2011JJ00,426.0,426.0,571.0,571.0,-12.7,-12.7,74.6,74.6
141,A045424,2012JJ00,611.0,611.0,619.0,619.0,8.4,8.4,98.7,98.7
142,A045424,2013JJ00,473.0,473.0,628.0,628.0,1.5,1.5,75.4,75.4
143,A045424,2014JJ00,381.0,381.0,618.0,618.0,-1.6,-1.6,61.7,61.7
144,A045424,2015JJ00,391.0,391.0,604.0,604.0,-2.3,-2.3,64.8,64.8
145,A045424,2016JJ00,305.0,305.0,482.0,482.0,-20.2,-20.2,63.3,63.3
146,A045424,2017JJ00,326.0,326.0,503.0,503.0,4.4,4.4,64.9,64.9
147,A045424,2018JJ00,383.0,383.0,478.0,478.0,-4.9,-4.9,80.1,80.1
148,A045424,2019JJ00,376.0,376.0,558.0,558.0,16.8,16.8,67.4,67.4
149,A045424,2020JJ00,372.0,372.0,487.0,487.0,-12.8,-12.8,76.4,76.4
150,A045424,2021JJ00,483.0,483.0,483.0,483.0,-0.7,-0.7,100.0,100.0
151,A045424,2022JJ00,756.0,756.0,601.0,601.0,24.3,24.3,125.8,125.8
152,A045424,2023JJ00,446.0,446.0,540.0,540.0,-10.2,-10.2,82.7,82.7
153,A045424,2024JJ00,266.0,266.0,358.0,358.0,-33.7,-33.7,74.4,74.4
154,A045424,2025JJ00,363.0,363.0,565.0,565.0,57.9,57.9,64.4,64.4
155,A045425,1995JJ00,168.0,201.0,402.0,394.0,,,41.8,51.1
156,A045425,1996JJ00,180.0,214.0,413.0,404.0,2.6,2.5,43.6,53.0
157,A045425,1997JJ00,136.0,172.0,328.0,338.0,-20.4,-16.2,41.4,50.8
158,A045425,1998JJ00,131.0,166.0,338.0,346.0,2.9,2.4,38.6,48.0
159,A045425,1999JJ00,110.0,144.0,275.0,292.0,-18.7,-15.6,39.9,49.2
160,A045425,2000JJ00,148.0,187.0,376.0,381.0,36.8,30.2,39.3,49.2
161,A045425,2001JJ00,133.0,170.0,335.0,338.0,-10.8,-11.3,39.7,50.4
162,A045425,2002JJ00,136.0,202.0,359.0,361.0,7.0,6.9,37.9,55.9
163,A045425,2003JJ00,171.0,234.0,390.0,391.0,8.8,8.1,43.8,59.9
164,A045425,2004JJ00,161.0,153.0,420.0,420.0,7.6,7.5,38.3,36.4
165,A045425,2005JJ00,141.0,142.0,407.0,408.0,-3.0,-2.9,34.7,34.8
166,A045425,2006JJ00,187.0,187.0,415.0,415.0,1.8,1.8,45.1,45.1
167,A045425,2007JJ00,248.0,248.0,362.0,363.0,-12.6,-12.6,68.4,68.4
168,A045425,2008JJ00,290.0,290.0,495.0,495.0,36.6,36.5,58.5,58.5
169,A045425,2009JJ00,206.0,206.0,511.0,511.0,3.3,3.3,40.4,40.4
170,A045425,2010JJ00,296.0,296.0,503.0,503.0,-1.6,-1.6,58.8,58.8
171,A045425,2011JJ00,303.0,303.0,428.0,428.0,-14.9,-14.9,70.9,70.9
172,A045425,2012JJ00,457.0,457.0,475.0,475.0,11.0,11.0,96.3,96.3
173,A045425,2013JJ00,352.0,352.0,487.0,487.0,2.6,2.6,72.1,72.1
174,A045425,2014JJ00,285.0,285.0,479.0,479.0,-1.8,-1.8,59.6,59.6
175,A045425,2015JJ00,302.0,302.0,479.0,479.0,0.0,0.0,63.1,63.1
176,A045425,2016JJ00,229.0,229.0,376.0,376.0,-21.4,-21.4,61.0,61.0
177,A045425,2017JJ00,242.0,242.0,391.0,391.0,3.9,3.9,61.8,61.8
178,A045425,2018JJ00,289.0,289.0,367.0,367.0,-6.1,-6.1,78.8,78.8
179,A045425,2019JJ00,282.0,282.0,435.0,435.0,18.5,18.5,64.9,64.9
180,A045425,2020JJ00,268.0,268.0,359.0,359.0,-17.3,-17.3,74.5,74.5
181,A045425,2021JJ00,367.0,367.0,367.0,367.0,2.1,2.1,100.0,100.0
182,A045425,2022JJ00,575.0,575.0,451.0,451.0,22.9,22.9,127.6,127.6
183,A045425,2023JJ00,347.0,347.0,415.0,415.0,-8.1,-8.1,83.7,83.7
184,A045425,2024JJ00,190.0,190.0,252.0,252.0,-39.2,-39.2,75.4,75.4
185,A045425,2025JJ00,276.0,276.0,427.0,427.0,69.6,69.6,64.7,64.7
186,A045426,1995JJ00,168.0,201.0,402.0,394.0,,,41.8,51.1
187,A045426,1996JJ00,180.0,214.0,413.0,404.0,2.6,2.5,43.6,53.0
188,A045426,1997JJ00,136.0,172.0,328.0,338.0,-20.4,-16.2,41.4,50.8
189,A045426,1998JJ00,131.0,166.0,338.0,346.0,2.9,2.4,38.6,48.0
190,A045426,1999JJ00,110.0,144.0,275.0,292.0,-18.7,-15.6,39.9,49.2
191,A045426,2000JJ00,148.0,187.0,376.0,381.0,36.8,30.2,39.3,49.2
192,A045426,2001JJ00,133.0,170.0,335.0,338.0,-10.8,-11.3,39.7,50.4
193,A045426,2002JJ00,136.0,202.0,359.0,361.0,7.0,6.9,37.9,55.9
194,A045426,2003JJ00,171.0,234.0,390.0,391.0,8.8,8.1,43.8,59.9
195,A045426,2004JJ00,161.0,153.0,420.0,420.0,7.6,7.5,38.3,36.4
196,A045426,2005JJ00,141.0,142.0,407.0,408.0,-3.0,-2.9,34.7,34.8
197,A045426,2006JJ00,187.0,187.0,415.0,415.0,1.8,1.8,45.1,45.1
198,A045426,2007JJ00,248.0,248.0,362.0,363.0,-12.6,-12.6,68.4,68.4
199,A045426,2008JJ00,290.0,290.0,495.0,495.0,36.6,36.5,58.5,58.5
200,A045426,2009JJ00,206.0,206.0,511.0,511.0,3.3,3.3,40.4,40.4
201,A045426,2010JJ00,296.0,296.0,503.0,503.0,-1.6,-1.6,58.8,58.8
202,A045426,2011JJ00,303.0,303.0,428.0,428.0,-14.9,-14.9,70.9,70.9
203,A045426,2012JJ00,457.0,457.0,475.0,475.0,11.0,11.0,96.3,96.3
204,A045426,2013JJ00,352.0,352.0,487.0,487.0,2.6,2.6,72.1,72.1
205,A045426,2014JJ00,285.0,285.0,479.0,479.0,-1.8,-1.8,59.6,59.6
206,A045426,2015JJ00,302.0,302.0,479.0,479.0,0.0,0.0,63.1,63.1
207,A045426,2016JJ00,229.0,229.0,376.0,376.0,-21.4,-21.4,61.0,61.0
208,A045426,2017JJ00,242.0,242.0,391.0,391.0,3.9,3.9,61.8,61.8
209,A045426,2018JJ00,289.0,289.0,367.0,367.0,-6.1,-6.1,78.8,78.8
210,A045426,2019JJ00,282.0,282.0,435.0,435.0,18.5,18.5,64.9,64.9
211,A045426,2020JJ00,268.0,268.0,359.0,359.0,-17.3,-17.3,74.5,74.5
212,A045426,2021JJ00,367.0,367.0,367.0,367.0,2.1,2.1,100.0,100.0
213,A045426,2022JJ00,575.0,575.0,451.0,451.0,22.9,22.9,127.6,127.6
214,A045426,2023JJ00,347.0,347.0,415.0,415.0,-8.1,-8.1,83.7,83.7
215,A045426,2024JJ00,190.0,190.0,252.0,252.0,-39.2,-39.2,75.4,75.4
216,A045426,2025JJ00,276.0,276.0,427.0,427.0,69.6,69.6,64.7,64.7
217,A045427,1995JJ00,4.0,6.0,16.0,23.0,,,25.9,26.9
218,A045427,1996JJ00,4.0,6.0,13.0,20.0,-18.6,-13.4,29.0,29.0
219,A045427,1997JJ00,3.0,5.0,6.0,12.0,-56.9,-38.6,52.7,40.4
220,A045427,1998JJ00,3.0,5.0,6.0,12.0,2.3,1.5,48.2,38.8
221,A045427,1999JJ00,2.0,4.0,3.0,10.0,-45.1,-21.2,49.7,38.5
222,A045427,2000JJ00,3.0,6.0,7.0,15.0,109.8,56.5,49.8,38.6
223,A045427,2001JJ00,2.0,4.0,4.0,9.0,-39.8,-40.1,49.0,38.9
224,A045427,2002JJ00,2.0,5.0,4.0,9.0,-3.4,-3.5,46.6,55.1
225,A045427,2003JJ00,2.0,5.0,4.0,9.0,2.2,6.0,51.0,51.0
226,A045427,2004JJ00,2.0,2.0,5.0,5.0,18.2,-48.2,39.3,39.3
227,A045427,2005JJ00,1.0,1.0,4.0,4.0,-24.6,-24.6,31.9,31.9
228,A045427,2006JJ00,1.0,1.0,4.0,4.0,-0.8,-0.8,39.7,39.7
229,A045427,2007JJ00,1.0,1.0,3.0,3.0,-29.1,-29.1,59.3,59.3
230,A045427,2008JJ00,1.0,1.0,2.0,2.0,-2.4,-2.4,59.5,59.5
231,A045427,2009JJ00,2.0,2.0,3.0,3.0,30.1,30.1,49.7,49.7
232,A045427,2010JJ00,2.0,2.0,3.0,3.0,-15.7,-15.7,61.9,61.9
233,A045427,2011JJ00,1.0,1.0,2.0,2.0,-38.2,-38.2,77.4,77.4
234,A045427,2012JJ00,3.0,3.0,2.0,2.0,38.7,38.7,113.1,113.1
235,A045427,2013JJ00,1.0,1.0,1.0,1.0,-40.2,-40.2,85.2,85.2
236,A045427,2014JJ00,1.0,1.0,1.0,1.0,7.0,7.0,80.5,80.5
237,A045427,2015JJ00,1.0,1.0,2.0,2.0,8.4,8.4,80.5,80.5
238,A045427,2016JJ00,1.0,1.0,2.0,2.0,7.7,7.7,80.5,80.5
239,A045427,2017JJ00,1.0,1.0,1.0,1.0,-15.5,-15.5,80.0,80.0
240,A045427,2018JJ00,1.0,1.0,2.0,2.0,4.5,4.5,80.0,80.0
241,A045427,2019JJ00,1.0,1.0,2.0,2.0,-1.8,-1.8,80.0,80.0
242,A045427,2020JJ00,2.0,2.0,2.0,2.0,43.0,43.0,80.0,80.0
243,A045427,2021JJ00,2.0,2.0,2.0,2.0,5.0,5.0,100.0,100.0
244,A045427,2022JJ00,3.0,3.0,2.0,2.0,5.2,5.2,130.3,130.3
245,A045427,2023JJ00,2.0,2.0,2.0,2.0,-20.5,-20.5,86.1,86.1
246,A045427,2024JJ00,1.0,1.0,1.0,1.0,-46.6,-46.6,78.0,78.0
247,A045427,2025JJ00,1.0,1.0,2.0,2.0,64.7,64.7,66.9,66.9
248,A045428,1995JJ00,31.0,36.0,53.0,51.0,,,58.3,71.2
249,A045428,1996JJ00,35.0,41.0,64.0,61.0,22.6,20.3,53.8,66.4
250,A045428,1997JJ00,37.0,42.0,83.0,76.0,29.2,25.2,43.9,55.5
251,A045428,1998JJ00,27.0,33.0,65.0,63.0,-21.3,-17.4,40.5,52.0
252,A045428,1999JJ00,45.0,51.0,111.0,98.0,69.3,55.0,40.4,51.8
253,A045428,2000JJ00,38.0,45.0,90.0,83.0,-19.1,-14.9,42.1,53.5
254,A045428,2001JJ00,49.0,59.0,119.0,111.0,33.1,33.4,41.4,53.3
255,A045428,2002JJ00,40.0,56.0,97.0,91.0,-18.3,-18.3,40.5,62.3
256,A045428,2003JJ00,42.0,59.0,109.0,101.0,11.3,11.1,39.1,58.3
257,A045428,2004JJ00,29.0,27.0,88.0,82.0,-19.0,-18.8,32.6,32.6
258,A045428,2005JJ00,30.0,30.0,92.0,92.0,4.8,12.6,32.9,32.9
259,A045428,2006JJ00,36.0,36.0,88.0,88.0,-4.6,-4.6,40.9,40.9
260,A045428,2007JJ00,60.0,60.0,85.0,85.0,-2.8,-2.8,70.3,70.3
261,A045428,2008JJ00,57.0,57.0,103.0,103.0,20.2,20.2,55.3,55.3
262,A045428,2009JJ00,34.0,34.0,102.0,102.0,-0.7,-0.7,32.9,32.9
263,A045428,2010JJ00,36.0,36.0,64.0,64.0,-37.7,-37.7,56.0,56.0
264,A045428,2011JJ00,44.0,44.0,64.0,64.0,1.0,1.0,68.3,68.3
265,A045428,2012JJ00,50.0,50.0,64.0,64.0,-1.0,-1.0,79.2,79.2
266,A045428,2013JJ00,39.0,39.0,64.0,64.0,0.7,0.7,60.4,60.4
267,A045428,2014JJ00,32.0,32.0,61.0,61.0,-5.4,-5.4,52.0,52.0
268,A045428,2015JJ00,39.0,39.0,68.0,68.0,12.5,12.5,56.9,56.9
269,A045428,2016JJ00,38.0,38.0,69.0,69.0,1.2,1.2,55.7,55.7
270,A045428,2017JJ00,35.0,35.0,58.0,58.0,-16.0,-16.0,59.9,59.9
271,A045428,2018JJ00,53.0,53.0,71.0,71.0,22.5,22.5,74.8,74.8
272,A045428,2019JJ00,43.0,43.0,69.0,69.0,-2.6,-2.6,62.0,62.0
273,A045428,2020JJ00,49.0,49.0,70.0,70.0,0.8,0.8,70.0,70.0
274,A045428,2021JJ00,55.0,55.0,55.0,55.0,-20.5,-20.5,100.0,100.0
275,A045428,2022JJ00,99.0,99.0,79.0,79.0,42.6,42.6,124.6,124.6
276,A045428,2023JJ00,52.0,52.0,63.0,63.0,-19.8,-19.8,82.5,82.5
277,A045428,2024JJ00,48.0,48.0,66.0,66.0,3.6,3.6,73.7,73.7
278,A045428,2025JJ00,48.0,48.0,77.0,77.0,17.0,17.0,63.1,63.1
279,A045429,1995JJ00,1.0,1.0,1.0,1.0,,,98.5,98.5
280,A045429,1996JJ00,1.0,1.0,1.0,1.0,-6.0,-6.0,90.0,90.0
281,A045429,1997JJ00,1.0,1.0,2.0,2.0,47.1,47.1,76.6,76.6
282,A045429,1998JJ00,1.0,1.0,1.0,1.0,-29.6,-29.6,71.7,71.7
283,A045429,1999JJ00,2.0,2.0,2.0,2.0,65.2,65.2,72.6,72.6
284,A045429,2000JJ00,2.0,2.0,2.0,2.0,-0.8,-0.8,72.7,72.7
285,A045429,2001JJ00,2.0,2.0,2.0,2.0,9.8,9.8,71.2,71.2
286,A045429,2002JJ00,2.0,2.0,2.0,2.0,-7.0,-7.0,67.8,67.8
287,A045429,2003JJ00,2.0,2.0,3.0,3.0,18.1,18.1,74.2,74.2
288,A045429,2004JJ00,1.0,1.0,2.0,2.0,-10.1,-10.1,57.2,57.2
