ID,BronTechniek,Perioden,Elektriciteitsproductie_1,AandeelInTotaalElektriciteitsverbruik_2,Elektriciteitsproductie_3,AandeelInTotaalElektriciteitsverbruik_4,Elektriciteitsproductie_5,AandeelInTotaalElektriciteitsverbruik_6,Elektriciteit_7,AandeelInTotaalElektriciteitsverbruik_8,Elektriciteit_9,AandeelInTotaalElektriciteitsverbruik_10
67,10000,2013KW01,,,3219.0,10.42,3027.0,10.1,13312.0,44.42,1990.0,6.64
68,10000,2013KW02,,,2976.0,10.93,2792.0,10.55,4685.0,17.71,621.0,2.35
69,10000,2013KW03,,,2514.0,9.04,2314.0,8.57,9041.0,33.48,1528.0,5.66
70,10000,2013KW04,,,3376.0,10.6,3196.0,10.34,12798.0,41.4,1928.0,6.24
71,10000,2013JJ00,11849.0,10.06,12085.0,10.26,11329.0,9.91,39835.0,34.84,6067.0,5.31
72,11000,1990JJ00,85.0,0.1,85.0,0.1,85.0,0.11,,,,
73,11000,1991JJ00,95.0,0.11,104.0,0.12,104.0,0.13,,,,
74,11000,1992JJ00,103.0,0.12,120.0,0.14,120.0,0.14,,,,
75,11000,1993JJ00,100.0,0.11,92.0,0.11,92.0,0.11,,,,
76,11000,1994JJ00,100.0,0.11,100.0,0.11,100.0,0.11,,,,
77,11000,1995JJ00,98.0,0.11,88.0,0.1,88.0,0.1,,,,
78,11000,1996JJ00,96.0,0.1,80.0,0.08,80.0,0.09,,,,
79,11000,1997JJ00,95.0,0.1,92.0,0.09,92.0,0.1,,,,
80,11000,1998JJ00,97.0,0.09,112.0,0.11,112.0,0.11,,,,
81,11000,1999JJ00,96.0,0.09,90.0,0.09,90.0,0.09,,,,
82,11000,2000JJ00,100.0,0.09,142.0,0.13,142.0,0.14,,,,
83,11000,2001JJ00,102.0,0.09,117.0,0.11,117.0,0.11,,,,
84,11000,2002KW01,,,21.0,0.07,21.0,0.08,,,,
85,11000,2002KW02,,,37.0,0.14,37.0,0.14,,,,
86,11000,2002KW03,,,24.0,0.09,24.0,0.09,,,,
87,11000,2002KW04,,,28.0,0.09,28.0,0.1,,,,
88,11000,2002JJ00,103.0,0.09,110.0,0.1,110.0,0.1,3731.0,3.44,,
89,11000,2003KW01,,,32.0,0.11,32.0,0.11,,,,
90,11000,2003KW02,,,24.0,0.09,24.0,0.09,,,,
91,11000,2003KW03,,,5.0,0.02,5.0,0.02,,,,
92,11000,2003KW04,,,11.0,0.04,11.0,0.04,,,,
93,11000,2003JJ00,100.0,0.09,72.0,0.06,72.0,0.07,769.0,0.7,,
94,11000,2004KW01,,,30.0,0.1,30.0,0.1,,,,
95,11000,2004KW02,,,24.0,0.08,24.0,0.09,,,,
96,11000,2004KW03,,,15.0,0.05,15.0,0.06,,,,
97,11000,2004KW04,,,25.0,0.08,25.0,0.08,,,,
98,11000,2004JJ00,100.0,0.08,95.0,0.08,95.0,0.08,2570.0,2.24,,
99,11000,2005KW01,,,40.0,0.13,40.0,0.14,,,,
100,11000,2005KW02,,,22.0,0.08,22.0,0.08,,,,
101,11000,2005KW03,,,11.0,0.04,11.0,0.04,,,,
102,11000,2005KW04,,,15.0,0.05,15.0,0.05,,,,
103,11000,2005JJ00,100.0,0.08,88.0,0.07,88.0,0.08,8313.0,7.26,,
104,11000,2006KW01,,,30.0,0.09,30.0,0.1,,,,
105,11000,2006KW02,,,34.0,0.12,34.0,0.12,,,,
106,11000,2006KW03,,,15.0,0.05,15.0,0.05,,,,
107,11000,2006KW04,,,27.0,0.09,27.0,0.09,,,,
108,11000,2006JJ00,100.0,0.08,106.0,0.09,106.0,0.09,7680.0,6.62,,
109,11000,2007KW01,,,30.0,0.09,30.0,0.1,,,,
110,11000,2007KW02,,,29.0,0.1,29.0,0.1,,,,
111,11000,2007KW03,,,29.0,0.1,29.0,0.1,,,,
112,11000,2007KW04,,,19.0,0.06,19.0,0.06,,,,
113,11000,2007JJ00,99.0,0.08,107.0,0.09,107.0,0.09,10684.0,9.02,,
114,11000,2008KW01,,,22.0,0.07,22.0,0.07,,,,
115,11000,2008KW02,,,27.0,0.09,27.0,0.1,,,,
116,11000,2008KW03,,,19.0,0.07,19.0,0.07,,,,
117,11000,2008KW04,,,34.0,0.1,34.0,0.11,,,,
118,11000,2008JJ00,100.0,0.08,102.0,0.08,102.0,0.09,18409.0,15.38,,
119,11000,2009KW01,,,34.0,0.11,34.0,0.11,,,,
120,11000,2009KW02,,,31.0,0.11,31.0,0.11,,,,
121,11000,2009KW03,,,11.0,0.04,11.0,0.04,,,,
122,11000,2009KW04,,,22.0,0.07,22.0,0.07,,,,
123,11000,2009JJ00,100.0,0.08,98.0,0.08,98.0,0.09,16318.0,14.33,,
124,11000,2010KW01,,,34.0,0.11,34.0,0.11,,,,
125,11000,2010KW02,,,26.0,0.09,26.0,0.1,,,,
126,11000,2010KW03,,,17.0,0.06,17.0,0.06,,,,
127,11000,2010KW04,,,28.0,0.09,28.0,0.09,,,,
128,11000,2010JJ00,101.0,0.08,105.0,0.09,105.0,0.09,15333.0,13.11,,
129,11000,2011KW01,,,32.0,0.1,32.0,0.1,,,,
130,11000,2011KW02,,,7.0,0.02,7.0,0.03,,,,
131,11000,2011KW03,,,8.0,0.03,8.0,0.03,,,,
132,11000,2011KW04,,,10.0,0.03,10.0,0.03,,,,
133,11000,2011JJ00,100.0,0.08,57.0,0.05,57.0,0.05,22213.0,18.84,,
134,11000,2012KW01,,,29.0,0.09,29.0,0.09,,,,
135,11000,2012KW02,,,32.0,0.12,32.0,0.12,,,,
136,11000,2012KW03,,,18.0,0.06,18.0,0.06,,,,
137,11000,2012KW04,,,26.0,0.08,26.0,0.08,,,,
138,11000,2012JJ00,100.0,0.08,104.0,0.09,104.0,0.09,29789.0,25.75,,
139,11000,2013KW01,,,35.0,0.11,35.0,0.12,,,,
140,11000,2013KW02,,,36.0,0.13,36.0,0.14,,,,
141,11000,2013KW03,,,14.0,0.05,14.0,0.05,,,,
142,11000,2013KW04,,,30.0,0.09,30.0,0.1,,,,
143,11000,2013JJ00,101.0,0.09,115.0,0.1,115.0,0.1,33979.0,29.72,,
144,12000,1990JJ00,56.0,0.07,56.0,0.07,56.0,0.07,,,,
145,12000,1991JJ00,88.0,0.11,88.0,0.11,88.0,0.11,,,,
146,12000,1992JJ00,137.0,0.16,147.0,0.17,147.0,0.18,,,,
147,12000,1993JJ00,173.0,0.2,174.0,0.2,174.0,0.21,,,,
148,12000,1994JJ00,221.0,0.24,238.0,0.26,238.0,0.27,,,,
149,12000,1995JJ00,314.0,0.34,317.0,0.34,317.0,0.36,,,,
150,12000,1996JJ00,435.0,0.45,437.0,0.46,437.0,0.47,,,,
151,12000,1997JJ00,489.0,0.49,475.0,0.48,475.0,0.5,,,,
152,12000,1998JJ00,571.0,0.55,640.0,0.62,640.0,0.64,,,,
153,12000,1999JJ00,642.0,0.61,645.0,0.61,645.0,0.63,,,,
154,12000,2000JJ00,744.0,0.69,829.0,0.76,829.0,0.79,,,,
155,12000,2001JJ00,822.0,0.74,825.0,0.74,825.0,0.77,,,,
156,12000,2002KW01,,,342.0,1.19,342.0,1.23,,,,
157,12000,2002KW02,,,193.0,0.72,193.0,0.75,,,,
158,12000,2002KW03,,,125.0,0.46,125.0,0.48,,,,
159,12000,2002KW04,,,287.0,0.97,287.0,1.01,,,,
160,12000,2002JJ00,1020.0,0.91,947.0,0.84,947.0,0.87,36.0,0.03,,
161,12000,2003KW01,,,338.0,1.14,338.0,1.18,,,,
162,12000,2003KW02,,,303.0,1.12,303.0,1.16,,,,
163,12000,2003KW03,,,194.0,0.71,194.0,0.74,,,,
164,12000,2003KW04,,,485.0,1.62,485.0,1.67,,,,
165,12000,2003JJ00,1359.0,1.19,1320.0,1.16,1320.0,1.2,240.0,0.22,,
166,12000,2004KW01,,,585.0,1.91,585.0,1.96,,,,
167,12000,2004KW02,,,351.0,1.24,351.0,1.29,,,,
168,12000,2004KW03,,,411.0,1.44,411.0,1.5,,,,
169,12000,2004KW04,,,524.0,1.68,524.0,1.73,,,,
170,12000,2004JJ00,1763.0,1.49,1871.0,1.58,1871.0,1.63,376.0,0.33,,
171,12000,2005KW01,,,740.0,2.38,740.0,2.48,,,,
172,12000,2005KW02,,,391.0,1.39,391.0,1.43,,,,
173,12000,2005KW03,,,340.0,1.2,340.0,1.24,,,,
174,12000,2005KW04,,,596.0,1.91,596.0,1.99,,,,
175,12000,2005JJ00,2034.0,1.71,2067.0,1.74,2067.0,1.81,4.0,0.0,,
176,12000,2006KW01,,,674.0,2.11,674.0,2.21,0.0,0.0,,
177,12000,2006KW02,,,583.0,2.06,583.0,2.09,0.0,0.0,,
178,12000,2006KW03,,,389.0,1.35,389.0,1.42,0.0,0.0,,
179,12000,2006KW04,,,1089.0,3.48,1089.0,3.59,0.0,0.0,,
180,12000,2006JJ00,2540.0,2.11,2734.0,2.27,2734.0,2.35,0.0,0.0,,
181,12000,2007KW01,,,1194.0,3.68,1194.0,3.82,,,,
182,12000,2007KW02,,,597.0,2.06,597.0,2.13,,,,
183,12000,2007KW03,,,750.0,2.58,750.0,2.67,,,,
184,12000,2007KW04,,,897.0,2.78,897.0,2.89,,,,
185,12000,2007JJ00,3166.0,2.58,3438.0,2.8,3438.0,2.9,140.0,0.12,,
186,12000,2008KW01,,,1495.0,4.5,1495.0,4.66,,,,
187,12000,2008KW02,,,712.0,2.44,712.0,2.53,,,,
188,12000,2008KW03,,,869.0,2.98,869.0,3.09,,,,
189,12000,2008KW04,,,1183.0,3.64,1183.0,3.77,,,,
190,12000,2008JJ00,3925.0,3.16,4260.0,3.43,4260.0,3.56,140.0,0.12,,
191,12000,2009KW01,,,1193.0,3.78,1193.0,3.94,,,,
192,12000,2009KW02,,,881.0,3.18,881.0,3.29,,,,
193,12000,2009KW03,,,940.0,3.44,940.0,3.59,,,,
194,12000,2009KW04,,,1566.0,4.93,1566.0,5.13,,,,
195,12000,2009JJ00,4481.0,3.78,4581.0,3.87,4581.0,4.02,360.0,0.32,,
196,12000,2010KW01,,,1112.0,3.52,1112.0,3.65,,,,
197,12000,2010KW02,,,785.0,2.79,785.0,2.89,,,,
198,12000,2010KW03,,,842.0,2.97,842.0,3.06,,,,
199,12000,2010KW04,,,1254.0,3.82,1254.0,3.95,,,,
200,12000,2010JJ00,4503.0,3.72,3993.0,3.3,3993.0,3.42,449.0,0.38,,
201,12000,2011KW01,,,1268.0,3.94,1268.0,4.08,,,,
202,12000,2011KW02,,,1049.0,3.71,1049.0,3.85,,,,
203,12000,2011KW03,,,1069.0,3.72,1069.0,3.85,,,,
204,12000,2011KW04,,,1714.0,5.2,1714.0,5.39,,,,
205,12000,2011JJ00,4725.0,3.87,5100.0,4.18,5100.0,4.33,2299.0,1.95,,
206,12000,2012KW01,,,1399.0,4.43,1399.0,4.58,,,,
207,12000,2012KW02,,,1101.0,3.95,1101.0,4.09,,,,
208,12000,2012KW03,,,921.0,3.26,921.0,3.38,,,,
209,12000,2012KW04,,,1561.0,4.88,1561.0,5.05,,,,
210,12000,2012JJ00,4939.0,4.13,4982.0,4.16,4982.0,4.31,1758.0,1.52,,
211,12000,2013KW01,,,1552.0,5.02,1552.0,5.18,,,,
212,12000,2013KW02,,,1347.0,4.95,1347.0,5.09,,,,
213,12000,2013KW03,,,785.0,2.82,785.0,2.91,,,,
214,12000,2013KW04,,,1891.0,5.93,1891.0,6.12,,,,
215,12000,2013JJ00,5352.0,4.54,5574.0,4.73,5574.0,4.87,2738.0,2.39,,
216,12010,1990JJ00,56.0,0.07,56.0,0.07,56.0,0.07,,,,
217,12010,1991JJ00,88.0,0.11,88.0,0.11,88.0,0.11,,,,
218,12010,1992JJ00,137.0,0.16,147.0,0.17,147.0,0.18,,,,
219,12010,1993JJ00,173.0,0.2,174.0,0.2,174.0,0.21,,,,
220,12010,1994JJ00,221.0,0.24,238.0,0.26,238.0,0.27,,,,
221,12010,1995JJ00,314.0,0.34,317.0,0.34,317.0,0.36,,,,
222,12010,1996JJ00,435.0,0.45,437.0,0.46,437.0,0.47,,,,
223,12010,1997JJ00,489.0,0.49,475.0,0.48,475.0,0.5,,,,
224,12010,1998JJ00,571.0,0.55,640.0,0.62,640.0,0.64,,,,
225,12010,1999JJ00,642.0,0.61,645.0,0.61,645.0,0.63,,,,
226,12010,2000JJ00,744.0,0.69,829.0,0.76,829.0,0.79,,,,
227,12010,2001JJ00,822.0,0.74,825.0,0.74,825.0,0.77,,,,
228,12010,2002KW01,,,342.0,1.19,342.0,1.23,,,,
229,12010,2002KW02,,,193.0,0.72,193.0,0.75,,,,
230,12010,2002KW03,,,125.0,0.46,125.0,0.48,,,,
231,12010,2002KW04,,,287.0,0.97,287.0,1.01,,,,
232,12010,2002JJ00,1020.0,0.91,947.0,0.84,947.0,0.87,,,,
233,12010,2003KW01,,,338.0,1.14,338.0,1.18,,,,
234,12010,2003KW02,,,303.0,1.12,303.0,1.16,,,,
235,12010,2003KW03,,,194.0,0.71,194.0,0.74,,,,
236,12010,2003KW04,,,485.0,1.62,485.0,1.67,,,,
237,12010,2003JJ00,1359.0,1.19,1320.0,1.16,1320.0,1.2,,,,
238,12010,2004KW01,,,585.0,1.91,585.0,1.96,,,,
239,12010,2004KW02,,,351.0,1.24,351.0,1.29,,,,
240,12010,2004KW03,,,411.0,1.44,411.0,1.5,,,,
241,12010,2004KW04,,,524.0,1.68,524.0,1.73,,,,
242,12010,2004JJ00,1763.0,1.49,1871.0,1.58,1871.0,1.63,,,,
243,12010,2005KW01,,,740.0,2.38,740.0,2.48,,,,
244,12010,2005KW02,,,391.0,1.39,391.0,1.43,,,,
245,12010,2005KW03,,,340.0,1.2,340.0,1.24,,,,
246,12010,2005KW04,,,596.0,1.91,596.0,1.99,,,,
247,12010,2005JJ00,2034.0,1.71,2067.0,1.74,2067.0,1.81,,,,
248,12010,2006KW01,,,674.0,2.11,674.0,2.21,0.0,0.0,,
249,12010,2006KW02,,,583.0,2.06,583.0,2.09,0.0,0.0,,
250,12010,2006KW03,,,389.0,1.35,389.0,1.42,0.0,0.0,,
251,12010,2006KW04,,,1021.0,3.26,1021.0,3.37,0.0,0.0,,
252,12010,2006JJ00,2477.0,2.06,2666.0,2.22,2666.0,2.3,0.0,0.0,,
253,12010,2007KW01,,,1086.0,3.35,1086.0,3.48,,,,
254,12010,2007KW02,,,529.0,1.83,529.0,1.89,,,,
255,12010,2007KW03,,,668.0,2.3,668.0,2.37,,,,
256,12010,2007KW04,,,825.0,2.55,825.0,2.66,,,,
257,12010,2007JJ00,2862.0,2.33,3108.0,2.53,3108.0,2.62,,,,
258,12010,2008KW01,,,1384.0,4.17,1384.0,4.32,,,,
259,12010,2008KW02,,,599.0,2.05,599.0,2.13,,,,
260,12010,2008KW03,,,709.0,2.43,709.0,2.52,,,,
261,12010,2008KW04,,,972.0,2.99,972.0,3.1,,,,
262,12010,2008JJ00,3376.0,2.72,3664.0,2.95,3664.0,3.06,,,,
263,12010,2009KW01,,,1011.0,3.2,1011.0,3.34,,,,
264,12010,2009KW02,,,742.0,2.68,742.0,2.77,,,,
265,12010,2009KW03,,,780.0,2.86,780.0,2.98,,,,
266,12010,2009KW04,,,1312.0,4.14,1312.0,4.3,,,,
267,12010,2009JJ00,3762.0,3.18,3846.0,3.25,3846.0,3.38,,,,
268,12010,2010KW01,,,915.0,2.9,915.0,3.0,,,,
269,12010,2010KW02,,,669.0,2.38,669.0,2.46,,,,
270,12010,2010KW03,,,694.0,2.45,694.0,2.52,,,,
271,12010,2010KW04,,,1035.0,3.15,1035.0,3.26,,,,
272,12010,2010JJ00,3737.0,3.09,3315.0,2.74,3315.0,2.83,,,,
273,12010,2011KW01,,,1071.0,3.33,1071.0,3.44,,,,
274,12010,2011KW02,,,890.0,3.15,890.0,3.27,,,,
275,12010,2011KW03,,,891.0,3.1,891.0,3.21,,,,
276,12010,2011KW04,,,1446.0,4.39,1446.0,4.55,,,,
277,12010,2011JJ00,3982.0,3.26,4298.0,3.52,4298.0,3.65,,,,
278,12010,2012KW01,,,1196.0,3.79,1196.0,3.92,,,,
279,12010,2012KW02,,,927.0,3.33,927.0,3.44,,,,
280,12010,2012KW03,,,763.0,2.71,763.0,2.8,,,,
281,12010,2012KW04,,,1307.0,4.09,1307.0,4.23,,,,
282,12010,2012JJ00,4156.0,3.47,4193.0,3.51,4193.0,3.62,,,,
283,12010,2013KW01,,,1326.0,4.29,1326.0,4.42,,,,
284,12010,2013KW02,,,1150.0,4.22,1150.0,4.35,,,,
285,12010,2013KW03,,,664.0,2.39,664.0,2.46,,,,
286,12010,2013KW04,,,1664.0,5.22,1664.0,5.38,,,,
287,12010,2013JJ00,4612.0,3.92,4803.0,4.08,4803.0,4.2,,,,
288,12020,1990JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
289,12020,1991JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
290,12020,1992JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
291,12020,1993JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
292,12020,1994JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
293,12020,1995JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
294,12020,1996JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
295,12020,1997JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
296,12020,1998JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
297,12020,1999JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
298,12020,2000JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
299,12020,2001JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
300,12020,2002KW01,0.0,0.0,0.0,0.0,0.0,0.0,,,,
301,12020,2002KW02,0.0,0.0,0.0,0.0,0.0,0.0,,,,
302,12020,2002KW03,0.0,0.0,0.0,0.0,0.0,0.0,,,,
303,12020,2002KW04,0.0,0.0,0.0,0.0,0.0,0.0,,,,
304,12020,2002JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
305,12020,2003KW01,0.0,0.0,0.0,0.0,0.0,0.0,,,,
306,12020,2003KW02,0.0,0.0,0.0,0.0,0.0,0.0,,,,
307,12020,2003KW03,0.0,0.0,0.0,0.0,0.0,0.0,,,,
308,12020,2003KW04,0.0,0.0,0.0,0.0,0.0,0.0,,,,
309,12020,2003JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
310,12020,2004KW01,0.0,0.0,0.0,0.0,0.0,0.0,,,,
311,12020,2004KW02,0.0,0.0,0.0,0.0,0.0,0.0,,,,
312,12020,2004KW03,0.0,0.0,0.0,0.0,0.0,0.0,,,,
313,12020,2004KW04,0.0,0.0,0.0,0.0,0.0,0.0,,,,
314,12020,2004JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
315,12020,2005KW01,0.0,0.0,0.0,0.0,0.0,0.0,,,,
316,12020,2005KW02,0.0,0.0,0.0,0.0,0.0,0.0,,,,
317,12020,2005KW03,0.0,0.0,0.0,0.0,0.0,0.0,,,,
318,12020,2005KW04,0.0,0.0,0.0,0.0,0.0,0.0,,,,
319,12020,2005JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
320,12020,2006KW01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
321,12020,2006KW02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
322,12020,2006KW03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
323,12020,2006KW04,63.0,0.2,68.0,0.22,68.0,0.22,0.0,0.0,,
324,12020,2006JJ00,63.0,0.05,68.0,0.06,68.0,0.06,0.0,0.0,,
325,12020,2007KW01,,,108.0,0.33,108.0,0.35,,,,
326,12020,2007KW02,,,67.0,0.23,67.0,0.24,,,,
327,12020,2007KW03,,,82.0,0.28,82.0,0.29,,,,
328,12020,2007KW04,,,72.0,0.22,72.0,0.23,,,,
329,12020,2007JJ00,303.0,0.25,330.0,0.27,330.0,0.28,,,,
330,12020,2008KW01,,,111.0,0.33,111.0,0.35,,,,
331,12020,2008KW02,,,114.0,0.39,114.0,0.4,,,,
332,12020,2008KW03,,,160.0,0.55,160.0,0.57,,,,
333,12020,2008KW04,,,212.0,0.65,212.0,0.67,,,,
334,12020,2008JJ00,549.0,0.44,596.0,0.48,596.0,0.5,,,,
335,12020,2009KW01,,,182.0,0.58,182.0,0.6,,,,
336,12020,2009KW02,,,139.0,0.5,139.0,0.52,,,,
337,12020,2009KW03,,,161.0,0.59,161.0,0.61,,,,
338,12020,2009KW04,,,253.0,0.8,253.0,0.83,,,,
339,12020,2009JJ00,719.0,0.61,735.0,0.62,735.0,0.65,,,,
340,12020,2010KW01,,,197.0,0.62,197.0,0.65,,,,
341,12020,2010KW02,,,116.0,0.41,116.0,0.43,,,,
342,12020,2010KW03,,,148.0,0.52,148.0,0.54,,,,
343,12020,2010KW04,,,218.0,0.67,218.0,0.69,,,,
344,12020,2010JJ00,765.0,0.63,679.0,0.56,679.0,0.58,,,,
345,12020,2011KW01,,,198.0,0.62,198.0,0.64,,,,
346,12020,2011KW02,,,159.0,0.56,159.0,0.58,,,,
347,12020,2011KW03,,,177.0,0.62,177.0,0.64,,,,
348,12020,2011KW04,,,268.0,0.81,268.0,0.84,,,,
349,12020,2011JJ00,743.0,0.61,802.0,0.66,802.0,0.68,,,,
350,12020,2012KW01,,,204.0,0.65,204.0,0.67,,,,
351,12020,2012KW02,,,174.0,0.62,174.0,0.65,,,,
352,12020,2012KW03,,,158.0,0.56,158.0,0.58,,,,
353,12020,2012KW04,,,254.0,0.79,254.0,0.82,,,,
354,12020,2012JJ00,782.0,0.65,789.0,0.66,789.0,0.68,,,,
355,12020,2013KW01,,,226.0,0.73,226.0,0.75,,,,
356,12020,2013KW02,,,197.0,0.72,197.0,0.75,,,,
357,12020,2013KW03,,,121.0,0.43,121.0,0.45,,,,
358,12020,2013KW04,,,227.0,0.71,227.0,0.73,,,,
359,12020,2013JJ00,740.0,0.63,771.0,0.65,771.0,0.67,,,,
360,13200,1990JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
361,13200,1991JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
362,13200,1992JJ00,1.0,0.0,1.0,0.0,1.0,0.0,,,,
363,13200,1993JJ00,1.0,0.0,1.0,0.0,1.0,0.0,,,,
364,13200,1994JJ00,1.0,0.0,1.0,0.0,1.0,0.0,,,,
365,13200,1995JJ00,1.0,0.0,1.0,0.0,1.0,0.0,,,,
366,13200,1996JJ00,2.0,0.0,2.0,0.0,2.0,0.0,,,,
367,13200,1997JJ00,2.0,0.0,2.0,0.0,2.0,0.0,,,,
368,13200,1998JJ00,4.0,0.0,4.0,0.0,4.0,0.0,,,,
369,13200,1999JJ00,5.0,0.01,5.0,0.01,5.0,0.01,,,,
370,13200,2000JJ00,8.0,0.01,8.0,0.01,8.0,0.01,,,,
371,13200,2001JJ00,13.0,0.01,13.0,0.01,13.0,0.01,,,,
372,13200,2002KW01,,,,,,,0.0,0.0,,
373,13200,2002KW02,,,,,,,0.0,0.0,,
374,13200,2002KW03,,,,,,,0.0,0.0,,
375,13200,2002KW04,,,,,,,0.0,0.0,,
376,13200,2002JJ00,17.0,0.02,17.0,0.02,17.0,0.02,0.0,0.0,,
377,13200,2003KW01,,,,,,,0.0,0.0,,
378,13200,2003KW02,,,,,,,0.0,0.0,,
379,13200,2003KW03,,,,,,,0.0,0.0,,
380,13200,2003KW04,,,,,,,0.0,0.0,,
381,13200,2003JJ00,31.0,0.03,31.0,0.03,31.0,0.03,0.0,0.0,,
382,13200,2004KW01,,,,,,,0.0,0.0,,
383,13200,2004KW02,,,,,,,0.0,0.0,,
384,13200,2004KW03,,,,,,,0.0,0.0,,
385,13200,2004KW04,,,,,,,0.0,0.0,,
386,13200,2004JJ00,33.0,0.03,33.0,0.03,33.0,0.03,0.0,0.0,,
387,13200,2005KW01,,,,,,,0.0,0.0,,
388,13200,2005KW02,,,,,,,0.0,0.0,,
389,13200,2005KW03,,,,,,,0.0,0.0,,
390,13200,2005KW04,,,,,,,0.0,0.0,,
391,13200,2005JJ00,34.0,0.03,34.0,0.03,34.0,0.03,0.0,0.0,,
392,13200,2006KW01,,,,,,,0.0,0.0,,
393,13200,2006KW02,,,,,,,0.0,0.0,,
394,13200,2006KW03,,,,,,,0.0,0.0,,
395,13200,2006KW04,,,,,,,0.0,0.0,,
396,13200,2006JJ00,35.0,0.03,35.0,0.03,35.0,0.03,0.0,0.0,,
397,13200,2007KW01,,,,,,,0.0,0.0,,
398,13200,2007KW02,,,,,,,0.0,0.0,,
399,13200,2007KW03,,,,,,,0.0,0.0,,
400,13200,2007KW04,,,,,,,0.0,0.0,,
401,13200,2007JJ00,36.0,0.03,36.0,0.03,36.0,0.03,0.0,0.0,,
402,13200,2008KW01,,,,,,,0.0,0.0,,
403,13200,2008KW02,,,,,,,0.0,0.0,,
404,13200,2008KW03,,,,,,,0.0,0.0,,
405,13200,2008KW04,,,,,,,0.0,0.0,,
406,13200,2008JJ00,38.0,0.03,38.0,0.03,38.0,0.03,0.0,0.0,,
407,13200,2009KW01,,,,,,,0.0,0.0,,
408,13200,2009KW02,,,,,,,0.0,0.0,,
409,13200,2009KW03,,,,,,,0.0,0.0,,
410,13200,2009KW04,,,,,,,0.0,0.0,,
411,13200,2009JJ00,46.0,0.04,46.0,0.04,46.0,0.04,0.0,0.0,,
412,13200,2010KW01,,,,,,,0.0,0.0,,
413,13200,2010KW02,,,,,,,0.0,0.0,,
414,13200,2010KW03,,,,,,,0.0,0.0,,
415,13200,2010KW04,,,,,,,0.0,0.0,,
416,13200,2010JJ00,60.0,0.05,60.0,0.05,60.0,0.05,0.0,0.0,,
417,13200,2011KW01,,,,,,,0.0,0.0,,
418,13200,2011KW02,,,,,,,0.0,0.0,,
419,13200,2011KW03,,,,,,,0.0,0.0,,
420,13200,2011KW04,,,,,,,0.0,0.0,,
421,13200,2011JJ00,100.0,0.08,100.0,0.08,100.0,0.09,0.0,0.0,,
422,13200,2012KW01,,,,,,,0.0,0.0,,
423,13200,2012KW02,,,,,,,0.0,0.0,,
424,13200,2012KW03,,,,,,,0.0,0.0,,
425,13200,2012KW04,,,,,,,0.0,0.0,,
426,13200,2012JJ00,254.0,0.21,254.0,0.21,254.0,0.22,0.0,0.0,,
427,13200,2013KW01,,,,,,,,,,
428,13200,2013KW02,,,,,,,,,,
429,13200,2013KW03,,,,,,,,,,
430,13200,2013KW04,,,,,,,,,,
431,13200,2013JJ00,,,,,,,0.0,0.0,,
432,13210,1990JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
433,13210,1991JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
434,13210,1992JJ00,0.0,0.0,0.0,0.0,0.0,0.0,,,,
435,13210,1993JJ00,1.0,0.0,1.0,0.0,1.0,0.0,,,,
436,13210,1994JJ00,1.0,0.0,1.0,0.0,1.0,0.0,,,,
437,13210,1995JJ00,1.0,0.0,1.0,0.0,1.0,0.0,,,,
438,13210,1996JJ00,1.0,0.0,1.0,0.0,1.0,0.0,,,,
439,13210,1997JJ00,1.0,0.0,1.0,0.0,1.0,0.0,,,,
440,13210,1998JJ00,1.0,0.0,1.0,0.0,1.0,0.0,,,,
441,13210,1999JJ00,2.0,0.0,2.0,0.0,2.0,0.0,,,,
442,13210,2000JJ00,2.0,0.0,2.0,0.0,2.0,0.0,,,,
443,13210,2001JJ00,2.0,0.0,2.0,0.0,2.0,0.0,,,,
444,13210,2002KW01,,,,,,,0.0,0.0,,
445,13210,2002KW02,,,,,,,0.0,0.0,,
446,13210,2002KW03,,,,,,,0.0,0.0,,
447,13210,2002KW04,,,,,,,0.0,0.0,,
