ID,Sectors,TypeOfNonFinancialAsset,Periods,OpeningBalanceSheet_1,Revaluation_2,CapitalFormation_3,OtherChangesInVolume_4,StatisticalDiscrepancy_5,ClosingBalanceSheet_6,VolumeIndices2010100_7
2610,Sector13,A11_12,2009JJ00,0.0,,,,,0.0,100.0
2611,Sector13,A11_12,2010JJ00,0.0,,,,,0.0,100.0
2612,Sector13,A11_12,2011JJ00,0.0,,,,,0.0,100.0
2613,Sector13,A11_12,2012JJ00,0.0,,,,,0.0,100.0
2614,Sector13,A11_12,2013JJ00,0.0,,,,,0.0,100.0
2615,Sector13,A11_12,2014JJ00,0.0,,,,,0.0,100.0
2616,Sector13,A11_12,2015JJ00,0.0,,,,,0.0,100.0
2617,Sector13,A11_12,2016JJ00,0.0,,,,,0.0,100.0
2618,Sector13,A23   ,1995JJ00,,,,,,10279.0,84.6
2619,Sector13,A23   ,1996JJ00,10279.0,,,,,10467.0,84.4
2620,Sector13,A23   ,1997JJ00,10467.0,,,,,10703.0,84.5
2621,Sector13,A23   ,1998JJ00,10703.0,,,,,10955.0,84.6
2622,Sector13,A23   ,1999JJ00,10955.0,,,,,11331.0,85.3
2623,Sector13,A23   ,2000JJ00,11331.0,,,,,11900.0,86.1
2624,Sector13,A23   ,2001JJ00,11900.0,,,,,12636.0,87.9
2625,Sector13,A23   ,2002JJ00,12636.0,,,,,13414.0,90.1
2626,Sector13,A23   ,2003JJ00,13414.0,,,,,14081.0,92.4
2627,Sector13,A23   ,2004JJ00,14081.0,,,,,14567.0,94.7
2628,Sector13,A23   ,2005JJ00,14567.0,,,,,15156.0,97.0
2629,Sector13,A23   ,2006JJ00,15156.0,,,,,15661.0,98.0
2630,Sector13,A23   ,2007JJ00,15661.0,,,,,16105.0,98.7
2631,Sector13,A23   ,2008JJ00,16105.0,,,,,16545.0,98.9
2632,Sector13,A23   ,2009JJ00,16545.0,,,,,17112.0,99.3
2633,Sector13,A23   ,2010JJ00,17112.0,,,,,17365.0,100.0
2634,Sector13,A23   ,2011JJ00,17365.0,,,,,17940.0,102.0
2635,Sector13,A23   ,2012JJ00,17940.0,,,,,18235.0,102.5
2636,Sector13,A23   ,2013JJ00,18235.0,,,,,18591.0,103.6
2637,Sector13,A23   ,2014JJ00,18591.0,,,,,18958.0,104.8
2638,Sector13,A23   ,2015JJ00,18958.0,,,,,19470.0,106.1
2639,Sector13,A23   ,2016JJ00,19470.0,,,,,20069.0,107.5
2640,Sector13,A18   ,1995JJ00,,,,,,1737.0,28.6
2641,Sector13,A18   ,1996JJ00,1737.0,,,,,1989.0,32.8
2642,Sector13,A18   ,1997JJ00,1989.0,,,,,2277.0,38.0
2643,Sector13,A18   ,1998JJ00,2277.0,,,,,2632.0,44.2
2644,Sector13,A18   ,1999JJ00,2632.0,,,,,3062.0,50.0
2645,Sector13,A18   ,2000JJ00,3062.0,,,,,3167.0,50.3
2646,Sector13,A18   ,2001JJ00,3167.0,,,,,3553.0,54.8
2647,Sector13,A18   ,2002JJ00,3553.0,,,,,3876.0,58.7
2648,Sector13,A18   ,2003JJ00,3876.0,,,,,4271.0,64.0
2649,Sector13,A18   ,2004JJ00,4271.0,,,,,4676.0,69.2
2650,Sector13,A18   ,2005JJ00,4676.0,,,,,5143.0,74.6
2651,Sector13,A18   ,2006JJ00,5143.0,,,,,6069.0,86.1
2652,Sector13,A18   ,2007JJ00,6069.0,,,,,6478.0,88.5
2653,Sector13,A18   ,2008JJ00,6478.0,,,,,6670.0,90.2
2654,Sector13,A18   ,2009JJ00,6670.0,,,,,6805.0,93.0
2655,Sector13,A18   ,2010JJ00,6805.0,,,,,7432.0,100.0
2656,Sector13,A18   ,2011JJ00,7432.0,,,,,7478.0,103.3
2657,Sector13,A18   ,2012JJ00,7478.0,,,,,7581.0,105.7
2658,Sector13,A18   ,2013JJ00,7581.0,,,,,7847.0,108.6
2659,Sector13,A18   ,2014JJ00,7847.0,,,,,8054.0,111.5
2660,Sector13,A18   ,2015JJ00,8054.0,,,,,8641.0,117.9
2661,Sector13,A18   ,2016JJ00,8641.0,,,,,9087.0,122.9
2662,Sector13,A17_21,1995JJ00,,,,,,0.0,100.0
2663,Sector13,A17_21,1996JJ00,0.0,,,,,0.0,100.0
2664,Sector13,A17_21,1997JJ00,0.0,,,,,0.0,100.0
2665,Sector13,A17_21,1998JJ00,0.0,,,,,0.0,100.0
2666,Sector13,A17_21,1999JJ00,0.0,,,,,0.0,100.0
2667,Sector13,A17_21,2000JJ00,0.0,,,,,0.0,100.0
2668,Sector13,A17_21,2001JJ00,0.0,,,,,0.0,100.0
2669,Sector13,A17_21,2002JJ00,0.0,,,,,0.0,100.0
2670,Sector13,A17_21,2003JJ00,0.0,,,,,0.0,100.0
2671,Sector13,A17_21,2004JJ00,0.0,,,,,0.0,100.0
2672,Sector13,A17_21,2005JJ00,0.0,,,,,0.0,100.0
2673,Sector13,A17_21,2006JJ00,0.0,,,,,0.0,100.0
2674,Sector13,A17_21,2007JJ00,0.0,,,,,0.0,100.0
2675,Sector13,A17_21,2008JJ00,0.0,,,,,0.0,100.0
2676,Sector13,A17_21,2009JJ00,0.0,,,,,0.0,100.0
2677,Sector13,A17_21,2010JJ00,0.0,,,,,0.0,100.0
2678,Sector13,A17_21,2011JJ00,0.0,,,,,0.0,100.0
2679,Sector13,A17_21,2012JJ00,0.0,,,,,0.0,100.0
2680,Sector13,A17_21,2013JJ00,0.0,,,,,0.0,100.0
2681,Sector13,A17_21,2014JJ00,0.0,,,,,0.0,100.0
2682,Sector13,A17_21,2015JJ00,0.0,,,,,0.0,100.0
2683,Sector13,A17_21,2016JJ00,0.0,,,,,0.0,100.0
2684,Sector13,VR    ,1995JJ00,,,,,,0.0,100.0
2685,Sector13,VR    ,1996JJ00,0.0,,,,,0.0,100.0
2686,Sector13,VR    ,1997JJ00,0.0,,,,,0.0,100.0
2687,Sector13,VR    ,1998JJ00,0.0,,,,,0.0,100.0
2688,Sector13,VR    ,1999JJ00,0.0,,,,,0.0,100.0
2689,Sector13,VR    ,2000JJ00,0.0,,,,,0.0,100.0
2690,Sector13,VR    ,2001JJ00,0.0,,,,,0.0,100.0
2691,Sector13,VR    ,2002JJ00,0.0,,,,,0.0,100.0
2692,Sector13,VR    ,2003JJ00,0.0,,,,,0.0,100.0
2693,Sector13,VR    ,2004JJ00,0.0,,,,,0.0,100.0
2694,Sector13,VR    ,2005JJ00,0.0,,,,,0.0,100.0
2695,Sector13,VR    ,2006JJ00,0.0,,,,,0.0,100.0
2696,Sector13,VR    ,2007JJ00,0.0,,,,,0.0,100.0
2697,Sector13,VR    ,2008JJ00,0.0,,,,,0.0,100.0
2698,Sector13,VR    ,2009JJ00,0.0,,,,,32.0,100.0
2699,Sector13,VR    ,2010JJ00,32.0,,,,,0.0,100.0
2700,Sector13,VR    ,2011JJ00,0.0,,,,,0.0,100.0
2701,Sector13,VR    ,2012JJ00,0.0,,,,,0.0,100.0
2702,Sector13,VR    ,2013JJ00,0.0,,,,,0.0,100.0
2703,Sector13,VR    ,2014JJ00,0.0,,,,,0.0,100.0
2704,Sector13,VR    ,2015JJ00,0.0,,,,,0.0,100.0
2705,Sector13,VR    ,2016JJ00,0.0,,,,,0.0,100.0
2706,Sector13,GR_T  ,1995JJ00,,,,,,13599.0,87.5
2707,Sector13,GR_T  ,1996JJ00,13599.0,,,,,17767.0,88.1
2708,Sector13,GR_T  ,1997JJ00,17767.0,,,,,21988.0,83.6
2709,Sector13,GR_T  ,1998JJ00,21988.0,,,,,26859.0,84.5
2710,Sector13,GR_T  ,1999JJ00,26859.0,,,,,33360.0,85.5
2711,Sector13,GR_T  ,2000JJ00,33360.0,,,,,38530.0,87.0
2712,Sector13,GR_T  ,2001JJ00,38530.0,,,,,40032.0,88.5
2713,Sector13,GR_T  ,2002JJ00,40032.0,,,,,40736.0,90.1
2714,Sector13,GR_T  ,2003JJ00,40736.0,,,,,42135.0,91.9
2715,Sector13,GR_T  ,2004JJ00,42135.0,,,,,44660.0,92.7
2716,Sector13,GR_T  ,2005JJ00,44660.0,,,,,46383.0,93.6
2717,Sector13,GR_T  ,2006JJ00,46383.0,,,,,48117.0,94.8
2718,Sector13,GR_T  ,2007JJ00,48117.0,,,,,51625.0,95.9
2719,Sector13,GR_T  ,2008JJ00,51625.0,,,,,53669.0,97.2
2720,Sector13,GR_T  ,2009JJ00,53669.0,,,,,51114.0,98.5
2721,Sector13,GR_T  ,2010JJ00,51114.0,,,,,49434.0,100.0
2722,Sector13,GR_T  ,2011JJ00,49434.0,,,,,48509.0,100.5
2723,Sector13,GR_T  ,2012JJ00,48509.0,,,,,44120.0,101.1
2724,Sector13,GR_T  ,2013JJ00,44120.0,,,,,39462.0,100.8
2725,Sector13,GR_T  ,2014JJ00,39462.0,,,,,36296.0,100.6
2726,Sector13,GR_T  ,2015JJ00,36296.0,,,,,36780.0,101.0
2727,Sector13,GR_T  ,2016JJ00,36780.0,,,,,35362.0,99.6
2728,Sector13,GR_W  ,1995JJ00,,,,,,503.0,90.8
2729,Sector13,GR_W  ,1996JJ00,503.0,,,,,673.0,90.3
2730,Sector13,GR_W  ,1997JJ00,673.0,,,,,891.0,88.0
2731,Sector13,GR_W  ,1998JJ00,891.0,,,,,1126.0,88.4
2732,Sector13,GR_W  ,1999JJ00,1126.0,,,,,1515.0,88.1
2733,Sector13,GR_W  ,2000JJ00,1515.0,,,,,1985.0,86.8
2734,Sector13,GR_W  ,2001JJ00,1985.0,,,,,2301.0,86.9
2735,Sector13,GR_W  ,2002JJ00,2301.0,,,,,2485.0,87.8
2736,Sector13,GR_W  ,2003JJ00,2485.0,,,,,2546.0,87.7
2737,Sector13,GR_W  ,2004JJ00,2546.0,,,,,2679.0,87.5
2738,Sector13,GR_W  ,2005JJ00,2679.0,,,,,2812.0,87.3
2739,Sector13,GR_W  ,2006JJ00,2812.0,,,,,3009.0,88.6
2740,Sector13,GR_W  ,2007JJ00,3009.0,,,,,3350.0,92.8
2741,Sector13,GR_W  ,2008JJ00,3350.0,,,,,3542.0,95.1
2742,Sector13,GR_W  ,2009JJ00,3542.0,,,,,3299.0,97.8
2743,Sector13,GR_W  ,2010JJ00,3299.0,,,,,3186.0,100.0
2744,Sector13,GR_W  ,2011JJ00,3186.0,,,,,3180.0,102.6
2745,Sector13,GR_W  ,2012JJ00,3180.0,,,,,2887.0,105.7
2746,Sector13,GR_W  ,2013JJ00,2887.0,,,,,2605.0,108.9
2747,Sector13,GR_W  ,2014JJ00,2605.0,,,,,2817.0,111.2
2748,Sector13,GR_W  ,2015JJ00,2817.0,,,,,3121.0,111.9
2749,Sector13,GR_W  ,2016JJ00,3121.0,,,,,3430.0,111.4
2750,Sector13,GR_BG ,1995JJ00,,,,,,11192.0,88.1
2751,Sector13,GR_BG ,1996JJ00,11192.0,,,,,14945.0,88.8
2752,Sector13,GR_BG ,1997JJ00,14945.0,,,,,18750.0,83.7
2753,Sector13,GR_BG ,1998JJ00,18750.0,,,,,23085.0,84.7
2754,Sector13,GR_BG ,1999JJ00,23085.0,,,,,28483.0,85.5
2755,Sector13,GR_BG ,2000JJ00,28483.0,,,,,32460.0,87.0
2756,Sector13,GR_BG ,2001JJ00,32460.0,,,,,33318.0,88.2
2757,Sector13,GR_BG ,2002JJ00,33318.0,,,,,33965.0,89.9
2758,Sector13,GR_BG ,2003JJ00,33965.0,,,,,35678.0,91.8
2759,Sector13,GR_BG ,2004JJ00,35678.0,,,,,38401.0,92.9
2760,Sector13,GR_BG ,2005JJ00,38401.0,,,,,40039.0,94.0
2761,Sector13,GR_BG ,2006JJ00,40039.0,,,,,41487.0,95.3
2762,Sector13,GR_BG ,2007JJ00,41487.0,,,,,44140.0,96.3
2763,Sector13,GR_BG ,2008JJ00,44140.0,,,,,45081.0,97.5
2764,Sector13,GR_BG ,2009JJ00,45081.0,,,,,42295.0,99.1
2765,Sector13,GR_BG ,2010JJ00,42295.0,,,,,40322.0,100.0
2766,Sector13,GR_BG ,2011JJ00,40322.0,,,,,39447.0,100.6
2767,Sector13,GR_BG ,2012JJ00,39447.0,,,,,34956.0,101.1
2768,Sector13,GR_BG ,2013JJ00,34956.0,,,,,30571.0,101.0
2769,Sector13,GR_BG ,2014JJ00,30571.0,,,,,27078.0,100.9
2770,Sector13,GR_BG ,2015JJ00,27078.0,,,,,26943.0,101.5
2771,Sector13,GR_BG ,2016JJ00,26943.0,,,,,24977.0,99.6
2772,Sector13,GR_LB ,1995JJ00,,,,,,1904.0,83.2
2773,Sector13,GR_LB ,1996JJ00,1904.0,,,,,2149.0,83.1
2774,Sector13,GR_LB ,1997JJ00,2149.0,,,,,2346.0,83.1
2775,Sector13,GR_LB ,1998JJ00,2346.0,,,,,2648.0,83.5
2776,Sector13,GR_LB ,1999JJ00,2648.0,,,,,3362.0,86.7
2777,Sector13,GR_LB ,2000JJ00,3362.0,,,,,4084.0,89.1
2778,Sector13,GR_LB ,2001JJ00,4084.0,,,,,4413.0,93.3
2779,Sector13,GR_LB ,2002JJ00,4413.0,,,,,4287.0,95.9
2780,Sector13,GR_LB ,2003JJ00,4287.0,,,,,3911.0,96.7
2781,Sector13,GR_LB ,2004JJ00,3911.0,,,,,3580.0,96.5
2782,Sector13,GR_LB ,2005JJ00,3580.0,,,,,3533.0,95.8
2783,Sector13,GR_LB ,2006JJ00,3533.0,,,,,3621.0,95.1
2784,Sector13,GR_LB ,2007JJ00,3621.0,,,,,4135.0,95.4
2785,Sector13,GR_LB ,2008JJ00,4135.0,,,,,5046.0,96.0
2786,Sector13,GR_LB ,2009JJ00,5046.0,,,,,5520.0,94.9
2787,Sector13,GR_LB ,2010JJ00,5520.0,,,,,5926.0,100.0
2788,Sector13,GR_LB ,2011JJ00,5926.0,,,,,5882.0,98.3
2789,Sector13,GR_LB ,2012JJ00,5882.0,,,,,6277.0,98.6
2790,Sector13,GR_LB ,2013JJ00,6277.0,,,,,6287.0,96.5
2791,Sector13,GR_LB ,2014JJ00,6287.0,,,,,6400.0,94.8
2792,Sector13,GR_LB ,2015JJ00,6400.0,,,,,6717.0,94.2
2793,Sector13,GR_LB ,2016JJ00,6717.0,,,,,6954.0,94.2
2794,Sector13,MR_OG ,1995JJ00,,,,,,55748.0,148.2
2795,Sector13,MR_OG ,1996JJ00,55748.0,12832.0,,-620.0,0.0,67961.0,146.9
2796,Sector13,MR_OG ,1997JJ00,67961.0,3471.0,,-85.0,0.0,71346.0,146.7
2797,Sector13,MR_OG ,1998JJ00,71346.0,-9102.0,,-1799.0,0.0,60446.0,142.4
2798,Sector13,MR_OG ,1999JJ00,60446.0,-15333.0,,-1377.0,0.0,43737.0,138.1
2799,Sector13,MR_OG ,2000JJ00,43737.0,35070.0,,-2577.0,0.0,76230.0,133.6
2800,Sector13,MR_OG ,2001JJ00,76230.0,49569.0,,-2824.0,0.0,122974.0,130.6
2801,Sector13,MR_OG ,2002JJ00,122974.0,-16909.0,,-3034.0,0.0,103030.0,126.9
2802,Sector13,MR_OG ,2003JJ00,103030.0,6497.0,,-3986.0,0.0,105541.0,122.2
2803,Sector13,MR_OG ,2004JJ00,105541.0,-252.0,,-2982.0,0.0,102307.0,118.8
2804,Sector13,MR_OG ,2005JJ00,102307.0,28601.0,,-4877.0,0.0,126031.0,114.3
2805,Sector13,MR_OG ,2006JJ00,126031.0,48949.0,,-7752.0,0.0,167227.0,109.3
2806,Sector13,MR_OG ,2007JJ00,167227.0,-5045.0,,-5544.0,0.0,156639.0,105.5
2807,Sector13,MR_OG ,2008JJ00,156639.0,50718.0,,-4172.0,0.0,203185.0,103.4
2808,Sector13,MR_OG ,2009JJ00,203185.0,-52771.0,,4742.0,0.0,155156.0,106.7
2809,Sector13,MR_OG ,2010JJ00,155156.0,-8193.0,,-9206.0,0.0,137757.0,100.0
2810,Sector13,MR_OG ,2011JJ00,137757.0,29217.0,,-9859.0,0.0,157115.0,94.1
2811,Sector13,MR_OG ,2012JJ00,157115.0,31029.0,,-12910.0,0.0,175235.0,87.6
2812,Sector13,MR_OG ,2013JJ00,175235.0,-8303.0,,-12211.0,0.0,154721.0,81.2
2813,Sector13,MR_OG ,2014JJ00,154721.0,-14264.0,,-16272.0,0.0,124185.0,71.8
2814,Sector13,MR_OG ,2015JJ00,124185.0,-21738.0,,323.0,0.0,102770.0,72.0
2815,Sector13,MR_OG ,2016JJ00,102770.0,-57054.0,,-4446.0,0.0,41270.0,65.0
2816,Sector13,DC_T  ,1995JJ00,,,,,,,
2817,Sector13,DC_T  ,1996JJ00,,,,,,,
2818,Sector13,DC_T  ,1997JJ00,,,,,,,
2819,Sector13,DC_T  ,1998JJ00,,,,,,,
2820,Sector13,DC_T  ,1999JJ00,,,,,,,
2821,Sector13,DC_T  ,2000JJ00,,,,,,,
2822,Sector13,DC_T  ,2001JJ00,,,,,,,
2823,Sector13,DC_T  ,2002JJ00,,,,,,,
2824,Sector13,DC_T  ,2003JJ00,,,,,,,
2825,Sector13,DC_T  ,2004JJ00,,,,,,,
2826,Sector13,DC_T  ,2005JJ00,,,,,,,
2827,Sector13,DC_T  ,2006JJ00,,,,,,,
2828,Sector13,DC_T  ,2007JJ00,,,,,,,
2829,Sector13,DC_T  ,2008JJ00,,,,,,,
2830,Sector13,DC_T  ,2009JJ00,,,,,,,
2831,Sector13,DC_T  ,2010JJ00,,,,,,,
2832,Sector13,DC_T  ,2011JJ00,,,,,,,
2833,Sector13,DC_T  ,2012JJ00,,,,,,,
2834,Sector13,DC_T  ,2013JJ00,,,,,,,
2835,Sector13,DC_T  ,2014JJ00,,,,,,,
2836,Sector13,DC_T  ,2015JJ00,,,,,,,
2837,Sector13,DC_T  ,2016JJ00,,,,,,,
2838,Sector13,DC_TX ,1995JJ00,,,,,,,
2839,Sector13,DC_TX ,1996JJ00,,,,,,,
2840,Sector13,DC_TX ,1997JJ00,,,,,,,
2841,Sector13,DC_TX ,1998JJ00,,,,,,,
2842,Sector13,DC_TX ,1999JJ00,,,,,,,
2843,Sector13,DC_TX ,2000JJ00,,,,,,,
2844,Sector13,DC_TX ,2001JJ00,,,,,,,
2845,Sector13,DC_TX ,2002JJ00,,,,,,,
2846,Sector13,DC_TX ,2003JJ00,,,,,,,
2847,Sector13,DC_TX ,2004JJ00,,,,,,,
2848,Sector13,DC_TX ,2005JJ00,,,,,,,
2849,Sector13,DC_TX ,2006JJ00,,,,,,,
2850,Sector13,DC_TX ,2007JJ00,,,,,,,
2851,Sector13,DC_TX ,2008JJ00,,,,,,,
2852,Sector13,DC_TX ,2009JJ00,,,,,,,
2853,Sector13,DC_TX ,2010JJ00,,,,,,,
2854,Sector13,DC_TX ,2011JJ00,,,,,,,
2855,Sector13,DC_TX ,2012JJ00,,,,,,,
2856,Sector13,DC_TX ,2013JJ00,,,,,,,
2857,Sector13,DC_TX ,2014JJ00,,,,,,,
2858,Sector13,DC_TX ,2015JJ00,,,,,,,
2859,Sector13,DC_TX ,2016JJ00,,,,,,,
2860,Sector13,DC_LW ,1995JJ00,,,,,,,
2861,Sector13,DC_LW ,1996JJ00,,,,,,,
2862,Sector13,DC_LW ,1997JJ00,,,,,,,
2863,Sector13,DC_LW ,1998JJ00,,,,,,,
2864,Sector13,DC_LW ,1999JJ00,,,,,,,
2865,Sector13,DC_LW ,2000JJ00,,,,,,,
2866,Sector13,DC_LW ,2001JJ00,,,,,,,
2867,Sector13,DC_LW ,2002JJ00,,,,,,,
2868,Sector13,DC_LW ,2003JJ00,,,,,,,
2869,Sector13,DC_LW ,2004JJ00,,,,,,,
2870,Sector13,DC_LW ,2005JJ00,,,,,,,
2871,Sector13,DC_LW ,2006JJ00,,,,,,,
2872,Sector13,DC_LW ,2007JJ00,,,,,,,
2873,Sector13,DC_LW ,2008JJ00,,,,,,,
2874,Sector13,DC_LW ,2009JJ00,,,,,,,
2875,Sector13,DC_LW ,2010JJ00,,,,,,,
2876,Sector13,DC_LW ,2011JJ00,,,,,,,
2877,Sector13,DC_LW ,2012JJ00,,,,,,,
2878,Sector13,DC_LW ,2013JJ00,,,,,,,
2879,Sector13,DC_LW ,2014JJ00,,,,,,,
2880,Sector13,DC_LW ,2015JJ00,,,,,,,
2881,Sector13,DC_LW ,2016JJ00,,,,,,,
2882,Sector13,DC_WI ,1995JJ00,,,,,,,
2883,Sector13,DC_WI ,1996JJ00,,,,,,,
2884,Sector13,DC_WI ,1997JJ00,,,,,,,
2885,Sector13,DC_WI ,1998JJ00,,,,,,,
2886,Sector13,DC_WI ,1999JJ00,,,,,,,
2887,Sector13,DC_WI ,2000JJ00,,,,,,,
2888,Sector13,DC_WI ,2001JJ00,,,,,,,
2889,Sector13,DC_WI ,2002JJ00,,,,,,,
2890,Sector13,DC_WI ,2003JJ00,,,,,,,
2891,Sector13,DC_WI ,2004JJ00,,,,,,,
2892,Sector13,DC_WI ,2005JJ00,,,,,,,
2893,Sector13,DC_WI ,2006JJ00,,,,,,,
2894,Sector13,DC_WI ,2007JJ00,,,,,,,
2895,Sector13,DC_WI ,2008JJ00,,,,,,,
2896,Sector13,DC_WI ,2009JJ00,,,,,,,
2897,Sector13,DC_WI ,2010JJ00,,,,,,,
2898,Sector13,DC_WI ,2011JJ00,,,,,,,
2899,Sector13,DC_WI ,2012JJ00,,,,,,,
2900,Sector13,DC_WI ,2013JJ00,,,,,,,
2901,Sector13,DC_WI ,2014JJ00,,,,,,,
2902,Sector13,DC_WI ,2015JJ00,,,,,,,
2903,Sector13,DC_WI ,2016JJ00,,,,,,,
2904,Sector13,DC_HAP,1995JJ00,,,,,,,
2905,Sector13,DC_HAP,1996JJ00,,,,,,,
2906,Sector13,DC_HAP,1997JJ00,,,,,,,
2907,Sector13,DC_HAP,1998JJ00,,,,,,,
2908,Sector13,DC_HAP,1999JJ00,,,,,,,
2909,Sector13,DC_HAP,2000JJ00,,,,,,,
2910,Sector13,DC_HAP,2001JJ00,,,,,,,
2911,Sector13,DC_HAP,2002JJ00,,,,,,,
2912,Sector13,DC_HAP,2003JJ00,,,,,,,
2913,Sector13,DC_HAP,2004JJ00,,,,,,,
2914,Sector13,DC_HAP,2005JJ00,,,,,,,
2915,Sector13,DC_HAP,2006JJ00,,,,,,,
2916,Sector13,DC_HAP,2007JJ00,,,,,,,
2917,Sector13,DC_HAP,2008JJ00,,,,,,,
2918,Sector13,DC_HAP,2009JJ00,,,,,,,
2919,Sector13,DC_HAP,2010JJ00,,,,,,,
2920,Sector13,DC_HAP,2011JJ00,,,,,,,
2921,Sector13,DC_HAP,2012JJ00,,,,,,,
2922,Sector13,DC_HAP,2013JJ00,,,,,,,
2923,Sector13,DC_HAP,2014JJ00,,,,,,,
2924,Sector13,DC_HAP,2015JJ00,,,,,,,
2925,Sector13,DC_HAP,2016JJ00,,,,,,,
2926,Sector13,DC_HAR,1995JJ00,,,,,,,
2927,Sector13,DC_HAR,1996JJ00,,,,,,,
2928,Sector13,DC_HAR,1997JJ00,,,,,,,
2929,Sector13,DC_HAR,1998JJ00,,,,,,,
2930,Sector13,DC_HAR,1999JJ00,,,,,,,
2931,Sector13,DC_HAR,2000JJ00,,,,,,,
2932,Sector13,DC_HAR,2001JJ00,,,,,,,
2933,Sector13,DC_HAR,2002JJ00,,,,,,,
2934,Sector13,DC_HAR,2003JJ00,,,,,,,
2935,Sector13,DC_HAR,2004JJ00,,,,,,,
2936,Sector13,DC_HAR,2005JJ00,,,,,,,
2937,Sector13,DC_HAR,2006JJ00,,,,,,,
2938,Sector13,DC_HAR,2007JJ00,,,,,,,
2939,Sector13,DC_HAR,2008JJ00,,,,,,,
2940,Sector13,DC_HAR,2009JJ00,,,,,,,
2941,Sector13,DC_HAR,2010JJ00,,,,,,,
2942,Sector13,DC_HAR,2011JJ00,,,,,,,
2943,Sector13,DC_HAR,2012JJ00,,,,,,,
2944,Sector13,DC_HAR,2013JJ00,,,,,,,
2945,Sector13,DC_HAR,2014JJ00,,,,,,,
2946,Sector13,DC_HAR,2015JJ00,,,,,,,
2947,Sector13,DC_HAR,2016JJ00,,,,,,,
2948,Sector13,DC_V  ,1995JJ00,,,,,,,
2949,Sector13,DC_V  ,1996JJ00,,,,,,,
2950,Sector13,DC_V  ,1997JJ00,,,,,,,
2951,Sector13,DC_V  ,1998JJ00,,,,,,,
2952,Sector13,DC_V  ,1999JJ00,,,,,,,
2953,Sector13,DC_V  ,2000JJ00,,,,,,,
2954,Sector13,DC_V  ,2001JJ00,,,,,,,
2955,Sector13,DC_V  ,2002JJ00,,,,,,,
2956,Sector13,DC_V  ,2003JJ00,,,,,,,
2957,Sector13,DC_V  ,2004JJ00,,,,,,,
2958,Sector13,DC_V  ,2005JJ00,,,,,,,
2959,Sector13,DC_V  ,2006JJ00,,,,,,,
2960,Sector13,DC_V  ,2007JJ00,,,,,,,
2961,Sector13,DC_V  ,2008JJ00,,,,,,,
2962,Sector13,DC_V  ,2009JJ00,,,,,,,
2963,Sector13,DC_V  ,2010JJ00,,,,,,,
2964,Sector13,DC_V  ,2011JJ00,,,,,,,
2965,Sector13,DC_V  ,2012JJ00,,,,,,,
2966,Sector13,DC_V  ,2013JJ00,,,,,,,
2967,Sector13,DC_V  ,2014JJ00,,,,,,,
2968,Sector13,DC_V  ,2015JJ00,,,,,,,
2969,Sector13,DC_V  ,2016JJ00,,,,,,,
2970,Sector13,DC_OV ,1995JJ00,,,,,,,
2971,Sector13,DC_OV ,1996JJ00,,,,,,,
2972,Sector13,DC_OV ,1997JJ00,,,,,,,
2973,Sector13,DC_OV ,1998JJ00,,,,,,,
2974,Sector13,DC_OV ,1999JJ00,,,,,,,
2975,Sector13,DC_OV ,2000JJ00,,,,,,,
2976,Sector13,DC_OV ,2001JJ00,,,,,,,
2977,Sector13,DC_OV ,2002JJ00,,,,,,,
2978,Sector13,DC_OV ,2003JJ00,,,,,,,
2979,Sector13,DC_OV ,2004JJ00,,,,,,,
2980,Sector13,DC_OV ,2005JJ00,,,,,,,
2981,Sector13,DC_OV ,2006JJ00,,,,,,,
2982,Sector13,DC_OV ,2007JJ00,,,,,,,
2983,Sector13,DC_OV ,2008JJ00,,,,,,,
2984,Sector13,DC_OV ,2009JJ00,,,,,,,
2985,Sector13,DC_OV ,2010JJ00,,,,,,,
2986,Sector13,DC_OV ,2011JJ00,,,,,,,
2987,Sector13,DC_OV ,2012JJ00,,,,,,,
2988,Sector13,DC_OV ,2013JJ00,,,,,,,
2989,Sector13,DC_OV ,2014JJ00,,,,,,,
2990,Sector13,DC_OV ,2015JJ00,,,,,,,
2991,Sector13,DC_OV ,2016JJ00,,,,,,,
2992,Sector99,NFA   ,1995JJ00,,,,,,482065.0,74.5
2993,Sector99,NFA   ,1996JJ00,482065.0,,,,,542218.0,76.1
2994,Sector99,NFA   ,1997JJ00,542218.0,,,,,616119.0,77.9
2995,Sector99,NFA   ,1998JJ00,616119.0,,,,,697838.0,80.2
2996,Sector99,NFA   ,1999JJ00,697838.0,,,,,826897.0,82.4
2997,Sector99,NFA   ,2000JJ00,826897.0,,,,,987713.0,84.2
2998,Sector99,NFA   ,2001JJ00,987713.0,,,,,1106902.0,85.8
2999,Sector99,NFA   ,2002JJ00,1106902.0,,,,,1188471.0,87.4
3000,Sector99,NFA   ,2003JJ00,1188471.0,,,,,1246199.0,89.0
3001,Sector99,NFA   ,2004JJ00,1246199.0,,,,,1316798.0,90.7
3002,Sector99,NFA   ,2005JJ00,1316798.0,,,,,1389852.0,92.5
3003,Sector99,NFA   ,2006JJ00,1389852.0,,,,,1480363.0,94.4
3004,Sector99,NFA   ,2007JJ00,1480363.0,,,,,1580234.0,96.6
3005,Sector99,NFA   ,2008JJ00,1580234.0,,,,,1662752.0,98.3
3006,Sector99,NFA   ,2009JJ00,1662752.0,,,,,1634286.0,99.4
