ID,Milieuactiviteiten,Milieudomein,Perioden,ArbeidsvolumeWerkzamePersonen_1,ProductieBasisprijzen_2,BrutoToegevoegdeWaardeBasisprijzen_3
62,10900 ,10000 ,2006JJ00,2.7,753.0,298.0
63,10900 ,10000 ,2007JJ00,2.8,809.0,303.0
64,10900 ,10000 ,2008JJ00,2.9,941.0,309.0
65,10900 ,10000 ,2009JJ00,3.0,947.0,295.0
66,10900 ,10000 ,2010JJ00,3.1,1273.0,472.0
67,10900 ,10000 ,2011JJ00,3.2,1264.0,430.0
68,10900 ,10100 ,1995JJ00,1.0,139.0,66.0
69,10900 ,10100 ,1996JJ00,1.1,172.0,78.0
70,10900 ,10100 ,1997JJ00,1.2,215.0,103.0
71,10900 ,10100 ,1998JJ00,1.6,230.0,103.0
72,10900 ,10100 ,1999JJ00,2.0,258.0,109.0
73,10900 ,10100 ,2000JJ00,2.2,366.0,162.0
74,10900 ,10100 ,2001JJ00,2.4,412.0,173.0
75,10900 ,10100 ,2002JJ00,2.4,456.0,187.0
76,10900 ,10100 ,2003JJ00,2.6,510.0,216.0
77,10900 ,10100 ,2004JJ00,2.6,569.0,220.0
78,10900 ,10100 ,2005JJ00,2.7,609.0,233.0
79,10900 ,10100 ,2006JJ00,2.7,753.0,298.0
80,10900 ,10100 ,2007JJ00,2.8,809.0,303.0
81,10900 ,10100 ,2008JJ00,2.9,941.0,309.0
82,10900 ,10100 ,2009JJ00,3.0,947.0,295.0
83,10900 ,10100 ,2010JJ00,3.1,1273.0,472.0
84,10900 ,10100 ,2011JJ00,3.2,1264.0,430.0
85,10900 ,10700 ,1995JJ00,,,
86,10900 ,10700 ,1996JJ00,,,
87,10900 ,10700 ,1997JJ00,,,
88,10900 ,10700 ,1998JJ00,,,
89,10900 ,10700 ,1999JJ00,,,
90,10900 ,10700 ,2000JJ00,,,
91,10900 ,10700 ,2001JJ00,,,
92,10900 ,10700 ,2002JJ00,,,
93,10900 ,10700 ,2003JJ00,,,
94,10900 ,10700 ,2004JJ00,,,
95,10900 ,10700 ,2005JJ00,,,
96,10900 ,10700 ,2006JJ00,,,
97,10900 ,10700 ,2007JJ00,,,
98,10900 ,10700 ,2008JJ00,,,
99,10900 ,10700 ,2009JJ00,,,
100,10900 ,10700 ,2010JJ00,,,
101,10900 ,10700 ,2011JJ00,,,
102,10300 ,10000 ,1995JJ00,8.7,1864.0,618.0
103,10300 ,10000 ,1996JJ00,10.0,2328.0,772.0
104,10300 ,10000 ,1997JJ00,10.5,2540.0,835.0
105,10300 ,10000 ,1998JJ00,10.7,2598.0,863.0
106,10300 ,10000 ,1999JJ00,11.0,2692.0,911.0
107,10300 ,10000 ,2000JJ00,11.5,2906.0,965.0
108,10300 ,10000 ,2001JJ00,12.2,3173.0,1073.0
109,10300 ,10000 ,2002JJ00,12.7,3448.0,1156.0
110,10300 ,10000 ,2003JJ00,12.8,3667.0,1201.0
111,10300 ,10000 ,2004JJ00,12.5,3273.0,1179.0
112,10300 ,10000 ,2005JJ00,12.1,3222.0,1131.0
113,10300 ,10000 ,2006JJ00,12.2,3320.0,1114.0
114,10300 ,10000 ,2007JJ00,13.0,3704.0,1210.0
115,10300 ,10000 ,2008JJ00,14.5,4497.0,1422.0
116,10300 ,10000 ,2009JJ00,15.2,4383.0,1439.0
117,10300 ,10000 ,2010JJ00,15.9,4586.0,1580.0
118,10300 ,10000 ,2011JJ00,16.3,4985.0,1563.0
119,10300 ,10100 ,1995JJ00,,,
120,10300 ,10100 ,1996JJ00,,,
121,10300 ,10100 ,1997JJ00,,,
122,10300 ,10100 ,1998JJ00,,,
123,10300 ,10100 ,1999JJ00,,,
124,10300 ,10100 ,2000JJ00,,,
125,10300 ,10100 ,2001JJ00,,,
126,10300 ,10100 ,2002JJ00,,,
127,10300 ,10100 ,2003JJ00,,,
128,10300 ,10100 ,2004JJ00,,,
129,10300 ,10100 ,2005JJ00,,,
130,10300 ,10100 ,2006JJ00,,,
131,10300 ,10100 ,2007JJ00,,,
132,10300 ,10100 ,2008JJ00,,,
133,10300 ,10100 ,2009JJ00,,,
134,10300 ,10100 ,2010JJ00,,,
135,10300 ,10100 ,2011JJ00,,,
136,10300 ,10700 ,1995JJ00,8.7,1864.0,618.0
137,10300 ,10700 ,1996JJ00,10.0,2328.0,772.0
138,10300 ,10700 ,1997JJ00,10.5,2540.0,835.0
139,10300 ,10700 ,1998JJ00,10.7,2598.0,863.0
140,10300 ,10700 ,1999JJ00,11.0,2692.0,911.0
141,10300 ,10700 ,2000JJ00,11.5,2906.0,965.0
142,10300 ,10700 ,2001JJ00,12.2,3173.0,1073.0
143,10300 ,10700 ,2002JJ00,12.7,3448.0,1156.0
144,10300 ,10700 ,2003JJ00,12.8,3667.0,1201.0
145,10300 ,10700 ,2004JJ00,12.5,3273.0,1179.0
146,10300 ,10700 ,2005JJ00,12.1,3222.0,1131.0
147,10300 ,10700 ,2006JJ00,12.2,3320.0,1114.0
148,10300 ,10700 ,2007JJ00,13.0,3704.0,1210.0
149,10300 ,10700 ,2008JJ00,14.5,4497.0,1422.0
150,10300 ,10700 ,2009JJ00,15.2,4383.0,1439.0
151,10300 ,10700 ,2010JJ00,15.9,4586.0,1580.0
152,10300 ,10700 ,2011JJ00,16.3,4985.0,1563.0
153,10100 ,10000 ,1995JJ00,5.3,1608.0,1418.0
154,10100 ,10000 ,1996JJ00,5.6,1590.0,1382.0
155,10100 ,10000 ,1997JJ00,6.0,1443.0,1225.0
156,10100 ,10000 ,1998JJ00,5.9,1520.0,1285.0
157,10100 ,10000 ,1999JJ00,6.3,1548.0,1300.0
158,10100 ,10000 ,2000JJ00,6.6,1776.0,1502.0
159,10100 ,10000 ,2001JJ00,6.5,1706.0,1411.0
160,10100 ,10000 ,2002JJ00,6.0,1719.0,1411.0
161,10100 ,10000 ,2003JJ00,5.8,1641.0,1370.0
162,10100 ,10000 ,2004JJ00,5.8,1947.0,1663.0
163,10100 ,10000 ,2005JJ00,5.9,2019.0,1732.0
164,10100 ,10000 ,2006JJ00,6.1,2428.0,2097.0
165,10100 ,10000 ,2007JJ00,6.2,2612.0,2273.0
166,10100 ,10000 ,2008JJ00,5.8,2729.0,2367.0
167,10100 ,10000 ,2009JJ00,5.7,2334.0,1975.0
168,10100 ,10000 ,2010JJ00,6.0,3701.0,3246.0
169,10100 ,10000 ,2011JJ00,6.2,4015.0,3505.0
170,10100 ,10100 ,1995JJ00,5.3,1608.0,1418.0
171,10100 ,10100 ,1996JJ00,5.6,1590.0,1382.0
172,10100 ,10100 ,1997JJ00,6.0,1443.0,1225.0
173,10100 ,10100 ,1998JJ00,5.9,1520.0,1285.0
174,10100 ,10100 ,1999JJ00,6.3,1548.0,1300.0
175,10100 ,10100 ,2000JJ00,6.6,1776.0,1502.0
176,10100 ,10100 ,2001JJ00,6.5,1706.0,1411.0
177,10100 ,10100 ,2002JJ00,6.0,1719.0,1411.0
178,10100 ,10100 ,2003JJ00,5.8,1641.0,1370.0
179,10100 ,10100 ,2004JJ00,5.8,1947.0,1663.0
180,10100 ,10100 ,2005JJ00,5.9,2019.0,1732.0
181,10100 ,10100 ,2006JJ00,6.1,2428.0,2097.0
182,10100 ,10100 ,2007JJ00,6.2,2612.0,2273.0
183,10100 ,10100 ,2008JJ00,5.8,2729.0,2367.0
184,10100 ,10100 ,2009JJ00,5.7,2334.0,1975.0
185,10100 ,10100 ,2010JJ00,6.0,3701.0,3246.0
186,10100 ,10100 ,2011JJ00,6.2,4015.0,3505.0
187,10100 ,10700 ,1995JJ00,,,
188,10100 ,10700 ,1996JJ00,,,
189,10100 ,10700 ,1997JJ00,,,
190,10100 ,10700 ,1998JJ00,,,
191,10100 ,10700 ,1999JJ00,,,
192,10100 ,10700 ,2000JJ00,,,
193,10100 ,10700 ,2001JJ00,,,
194,10100 ,10700 ,2002JJ00,,,
195,10100 ,10700 ,2003JJ00,,,
196,10100 ,10700 ,2004JJ00,,,
197,10100 ,10700 ,2005JJ00,,,
198,10100 ,10700 ,2006JJ00,,,
199,10100 ,10700 ,2007JJ00,,,
200,10100 ,10700 ,2008JJ00,,,
201,10100 ,10700 ,2009JJ00,,,
202,10100 ,10700 ,2010JJ00,,,
203,10100 ,10700 ,2011JJ00,,,
204,11300 ,10000 ,1995JJ00,0.9,46.0,28.0
205,11300 ,10000 ,1996JJ00,1.1,61.0,36.0
206,11300 ,10000 ,1997JJ00,1.2,65.0,39.0
207,11300 ,10000 ,1998JJ00,1.3,76.0,46.0
208,11300 ,10000 ,1999JJ00,1.4,82.0,49.0
209,11300 ,10000 ,2000JJ00,1.5,94.0,56.0
210,11300 ,10000 ,2001JJ00,1.6,103.0,62.0
211,11300 ,10000 ,2002JJ00,1.4,98.0,60.0
212,11300 ,10000 ,2003JJ00,1.6,116.0,70.0
213,11300 ,10000 ,2004JJ00,1.7,126.0,75.0
214,11300 ,10000 ,2005JJ00,1.7,136.0,80.0
215,11300 ,10000 ,2006JJ00,1.6,127.0,73.0
216,11300 ,10000 ,2007JJ00,1.5,126.0,71.0
217,11300 ,10000 ,2008JJ00,1.9,158.0,88.0
218,11300 ,10000 ,2009JJ00,1.9,161.0,95.0
219,11300 ,10000 ,2010JJ00,1.7,147.0,86.0
220,11300 ,10000 ,2011JJ00,1.6,141.0,85.0
221,11300 ,10100 ,1995JJ00,,,
222,11300 ,10100 ,1996JJ00,,,
223,11300 ,10100 ,1997JJ00,,,
224,11300 ,10100 ,1998JJ00,,,
225,11300 ,10100 ,1999JJ00,,,
226,11300 ,10100 ,2000JJ00,,,
227,11300 ,10100 ,2001JJ00,,,
228,11300 ,10100 ,2002JJ00,,,
229,11300 ,10100 ,2003JJ00,,,
230,11300 ,10100 ,2004JJ00,,,
231,11300 ,10100 ,2005JJ00,,,
232,11300 ,10100 ,2006JJ00,,,
233,11300 ,10100 ,2007JJ00,,,
234,11300 ,10100 ,2008JJ00,,,
235,11300 ,10100 ,2009JJ00,,,
236,11300 ,10100 ,2010JJ00,,,
237,11300 ,10100 ,2011JJ00,,,
238,11300 ,10700 ,1995JJ00,,,
239,11300 ,10700 ,1996JJ00,,,
240,11300 ,10700 ,1997JJ00,,,
241,11300 ,10700 ,1998JJ00,,,
242,11300 ,10700 ,1999JJ00,,,
243,11300 ,10700 ,2000JJ00,,,
244,11300 ,10700 ,2001JJ00,,,
245,11300 ,10700 ,2002JJ00,,,
246,11300 ,10700 ,2003JJ00,,,
247,11300 ,10700 ,2004JJ00,,,
248,11300 ,10700 ,2005JJ00,,,
249,11300 ,10700 ,2006JJ00,,,
250,11300 ,10700 ,2007JJ00,,,
251,11300 ,10700 ,2008JJ00,,,
252,11300 ,10700 ,2009JJ00,,,
253,11300 ,10700 ,2010JJ00,,,
254,11300 ,10700 ,2011JJ00,,,
255,11600 ,10000 ,1995JJ00,10.5,1254.0,561.0
256,11600 ,10000 ,1996JJ00,10.3,1282.0,565.0
257,11600 ,10000 ,1997JJ00,9.9,1337.0,595.0
258,11600 ,10000 ,1998JJ00,10.0,1457.0,627.0
259,11600 ,10000 ,1999JJ00,9.1,1510.0,655.0
260,11600 ,10000 ,2000JJ00,8.3,1530.0,653.0
261,11600 ,10000 ,2001JJ00,8.4,1587.0,662.0
262,11600 ,10000 ,2002JJ00,8.3,1635.0,697.0
263,11600 ,10000 ,2003JJ00,7.3,1615.0,679.0
264,11600 ,10000 ,2004JJ00,6.8,1573.0,634.0
265,11600 ,10000 ,2005JJ00,6.7,1548.0,590.0
266,11600 ,10000 ,2006JJ00,6.4,1557.0,611.0
267,11600 ,10000 ,2007JJ00,5.9,1533.0,601.0
268,11600 ,10000 ,2008JJ00,5.2,1460.0,562.0
269,11600 ,10000 ,2009JJ00,5.1,1413.0,542.0
270,11600 ,10000 ,2010JJ00,5.1,1412.0,536.0
271,11600 ,10000 ,2011JJ00,4.9,1437.0,528.0
272,11600 ,10100 ,1995JJ00,10.5,1254.0,561.0
273,11600 ,10100 ,1996JJ00,10.3,1282.0,565.0
274,11600 ,10100 ,1997JJ00,9.9,1337.0,595.0
275,11600 ,10100 ,1998JJ00,10.0,1457.0,627.0
276,11600 ,10100 ,1999JJ00,9.1,1510.0,655.0
277,11600 ,10100 ,2000JJ00,8.3,1530.0,653.0
278,11600 ,10100 ,2001JJ00,8.4,1587.0,662.0
279,11600 ,10100 ,2002JJ00,8.3,1635.0,697.0
280,11600 ,10100 ,2003JJ00,7.3,1615.0,679.0
281,11600 ,10100 ,2004JJ00,6.8,1573.0,634.0
282,11600 ,10100 ,2005JJ00,6.7,1548.0,590.0
283,11600 ,10100 ,2006JJ00,6.4,1557.0,611.0
284,11600 ,10100 ,2007JJ00,5.9,1533.0,601.0
285,11600 ,10100 ,2008JJ00,5.2,1460.0,562.0
286,11600 ,10100 ,2009JJ00,5.1,1413.0,542.0
287,11600 ,10100 ,2010JJ00,5.1,1412.0,536.0
288,11600 ,10100 ,2011JJ00,4.9,1437.0,528.0
289,11600 ,10700 ,1995JJ00,,,
290,11600 ,10700 ,1996JJ00,,,
291,11600 ,10700 ,1997JJ00,,,
292,11600 ,10700 ,1998JJ00,,,
293,11600 ,10700 ,1999JJ00,,,
294,11600 ,10700 ,2000JJ00,,,
295,11600 ,10700 ,2001JJ00,,,
296,11600 ,10700 ,2002JJ00,,,
297,11600 ,10700 ,2003JJ00,,,
298,11600 ,10700 ,2004JJ00,,,
299,11600 ,10700 ,2005JJ00,,,
300,11600 ,10700 ,2006JJ00,,,
301,11600 ,10700 ,2007JJ00,,,
302,11600 ,10700 ,2008JJ00,,,
303,11600 ,10700 ,2009JJ00,,,
304,11600 ,10700 ,2010JJ00,,,
305,11600 ,10700 ,2011JJ00,,,
306,10400 ,10000 ,1995JJ00,4.1,309.0,137.0
307,10400 ,10000 ,1996JJ00,3.9,305.0,131.0
308,10400 ,10000 ,1997JJ00,4.2,330.0,143.0
309,10400 ,10000 ,1998JJ00,4.3,360.0,157.0
310,10400 ,10000 ,1999JJ00,4.5,390.0,173.0
311,10400 ,10000 ,2000JJ00,4.5,424.0,189.0
312,10400 ,10000 ,2001JJ00,5.4,530.0,242.0
313,10400 ,10000 ,2002JJ00,5.2,522.0,245.0
314,10400 ,10000 ,2003JJ00,4.6,480.0,228.0
315,10400 ,10000 ,2004JJ00,5.2,539.0,253.0
316,10400 ,10000 ,2005JJ00,5.1,555.0,259.0
317,10400 ,10000 ,2006JJ00,5.6,650.0,300.0
318,10400 ,10000 ,2007JJ00,6.9,860.0,393.0
319,10400 ,10000 ,2008JJ00,6.8,904.0,413.0
320,10400 ,10000 ,2009JJ00,7.5,980.0,461.0
321,10400 ,10000 ,2010JJ00,6.2,768.0,355.0
322,10400 ,10000 ,2011JJ00,6.2,824.0,376.0
323,10400 ,10100 ,1995JJ00,,,
324,10400 ,10100 ,1996JJ00,,,
325,10400 ,10100 ,1997JJ00,,,
326,10400 ,10100 ,1998JJ00,,,
327,10400 ,10100 ,1999JJ00,,,
328,10400 ,10100 ,2000JJ00,,,
329,10400 ,10100 ,2001JJ00,,,
330,10400 ,10100 ,2002JJ00,,,
331,10400 ,10100 ,2003JJ00,,,
332,10400 ,10100 ,2004JJ00,,,
333,10400 ,10100 ,2005JJ00,,,
334,10400 ,10100 ,2006JJ00,,,
335,10400 ,10100 ,2007JJ00,,,
336,10400 ,10100 ,2008JJ00,,,
337,10400 ,10100 ,2009JJ00,,,
338,10400 ,10100 ,2010JJ00,,,
339,10400 ,10100 ,2011JJ00,,,
340,10400 ,10700 ,1995JJ00,4.1,309.0,137.0
341,10400 ,10700 ,1996JJ00,3.9,305.0,131.0
342,10400 ,10700 ,1997JJ00,4.2,330.0,143.0
343,10400 ,10700 ,1998JJ00,4.3,360.0,157.0
344,10400 ,10700 ,1999JJ00,4.5,390.0,173.0
345,10400 ,10700 ,2000JJ00,4.5,424.0,189.0
346,10400 ,10700 ,2001JJ00,5.4,530.0,242.0
347,10400 ,10700 ,2002JJ00,5.2,522.0,245.0
348,10400 ,10700 ,2003JJ00,4.6,480.0,228.0
349,10400 ,10700 ,2004JJ00,5.2,539.0,253.0
350,10400 ,10700 ,2005JJ00,5.1,555.0,259.0
351,10400 ,10700 ,2006JJ00,5.6,650.0,300.0
352,10400 ,10700 ,2007JJ00,6.9,860.0,393.0
353,10400 ,10700 ,2008JJ00,6.8,904.0,413.0
354,10400 ,10700 ,2009JJ00,7.5,980.0,461.0
355,10400 ,10700 ,2010JJ00,6.2,768.0,355.0
356,10400 ,10700 ,2011JJ00,6.2,824.0,376.0
357,10600 ,10000 ,1995JJ00,4.7,543.0,287.0
358,10600 ,10000 ,1996JJ00,5.0,576.0,304.0
359,10600 ,10000 ,1997JJ00,4.3,492.0,265.0
360,10600 ,10000 ,1998JJ00,5.8,654.0,358.0
361,10600 ,10000 ,1999JJ00,5.5,674.0,353.0
362,10600 ,10000 ,2000JJ00,5.9,747.0,377.0
363,10600 ,10000 ,2001JJ00,6.9,908.0,442.0
364,10600 ,10000 ,2002JJ00,7.5,1012.0,489.0
365,10600 ,10000 ,2003JJ00,6.8,955.0,460.0
366,10600 ,10000 ,2004JJ00,7.3,1056.0,508.0
367,10600 ,10000 ,2005JJ00,7.1,1014.0,494.0
368,10600 ,10000 ,2006JJ00,8.1,1176.0,583.0
369,10600 ,10000 ,2007JJ00,8.1,1211.0,613.0
370,10600 ,10000 ,2008JJ00,8.7,1398.0,718.0
371,10600 ,10000 ,2009JJ00,8.2,1316.0,642.0
372,10600 ,10000 ,2010JJ00,8.0,1340.0,707.0
373,10600 ,10000 ,2011JJ00,8.2,1335.0,700.0
374,10600 ,10100 ,1995JJ00,4.5,532.0,278.0
375,10600 ,10100 ,1996JJ00,4.8,562.0,294.0
376,10600 ,10100 ,1997JJ00,4.0,474.0,251.0
377,10600 ,10100 ,1998JJ00,5.5,636.0,344.0
378,10600 ,10100 ,1999JJ00,5.3,655.0,338.0
379,10600 ,10100 ,2000JJ00,5.5,720.0,357.0
380,10600 ,10100 ,2001JJ00,6.6,878.0,422.0
381,10600 ,10100 ,2002JJ00,6.9,958.0,454.0
382,10600 ,10100 ,2003JJ00,6.3,900.0,426.0
383,10600 ,10100 ,2004JJ00,6.8,1001.0,472.0
384,10600 ,10100 ,2005JJ00,6.5,955.0,457.0
385,10600 ,10100 ,2006JJ00,7.5,1108.0,541.0
386,10600 ,10100 ,2007JJ00,7.5,1138.0,568.0
387,10600 ,10100 ,2008JJ00,8.1,1320.0,669.0
388,10600 ,10100 ,2009JJ00,7.7,1239.0,595.0
389,10600 ,10100 ,2010JJ00,7.4,1263.0,663.0
390,10600 ,10100 ,2011JJ00,7.6,1257.0,654.0
391,10600 ,10700 ,1995JJ00,0.2,12.0,9.0
392,10600 ,10700 ,1996JJ00,0.2,15.0,10.0
393,10600 ,10700 ,1997JJ00,0.3,18.0,15.0
394,10600 ,10700 ,1998JJ00,0.3,18.0,14.0
395,10600 ,10700 ,1999JJ00,0.3,18.0,14.0
396,10600 ,10700 ,2000JJ00,0.4,27.0,20.0
397,10600 ,10700 ,2001JJ00,0.4,30.0,20.0
398,10600 ,10700 ,2002JJ00,0.6,54.0,34.0
399,10600 ,10700 ,2003JJ00,0.5,54.0,34.0
400,10600 ,10700 ,2004JJ00,0.6,56.0,35.0
401,10600 ,10700 ,2005JJ00,0.6,59.0,37.0
402,10600 ,10700 ,2006JJ00,0.6,68.0,42.0
403,10600 ,10700 ,2007JJ00,0.6,72.0,45.0
404,10600 ,10700 ,2008JJ00,0.6,78.0,49.0
405,10600 ,10700 ,2009JJ00,0.6,77.0,47.0
406,10600 ,10700 ,2010JJ00,0.6,77.0,44.0
407,10600 ,10700 ,2011JJ00,0.6,79.0,45.0
408,10000 ,10000 ,1995JJ00,20.7,3831.0,1513.0
409,10000 ,10000 ,1996JJ00,21.4,4092.0,1609.0
410,10000 ,10000 ,1997JJ00,22.7,4567.0,1814.0
411,10000 ,10000 ,1998JJ00,23.8,5096.0,1936.0
412,10000 ,10000 ,1999JJ00,24.5,5572.0,2153.0
413,10000 ,10000 ,2000JJ00,25.2,6151.0,2364.0
414,10000 ,10000 ,2001JJ00,26.2,6532.0,2476.0
415,10000 ,10000 ,2002JJ00,27.2,7107.0,2675.0
416,10000 ,10000 ,2003JJ00,28.2,7653.0,2918.0
417,10000 ,10000 ,2004JJ00,27.1,7765.0,2879.0
418,10000 ,10000 ,2005JJ00,26.8,7473.0,2744.0
419,10000 ,10000 ,2006JJ00,26.3,7817.0,2889.0
420,10000 ,10000 ,2007JJ00,26.6,8204.0,3034.0
421,10000 ,10000 ,2008JJ00,26.9,8979.0,3257.0
422,10000 ,10000 ,2009JJ00,28.0,9251.0,3351.0
423,10000 ,10000 ,2010JJ00,27.6,9326.0,3392.0
424,10000 ,10000 ,2011JJ00,26.9,9408.0,3325.0
425,10000 ,10100 ,1995JJ00,20.7,3831.0,1513.0
426,10000 ,10100 ,1996JJ00,21.4,4092.0,1609.0
427,10000 ,10100 ,1997JJ00,22.7,4567.0,1814.0
428,10000 ,10100 ,1998JJ00,23.8,5096.0,1936.0
429,10000 ,10100 ,1999JJ00,24.5,5572.0,2153.0
430,10000 ,10100 ,2000JJ00,25.2,6151.0,2364.0
431,10000 ,10100 ,2001JJ00,26.2,6532.0,2476.0
432,10000 ,10100 ,2002JJ00,27.2,7107.0,2675.0
433,10000 ,10100 ,2003JJ00,28.2,7653.0,2918.0
434,10000 ,10100 ,2004JJ00,27.1,7765.0,2879.0
435,10000 ,10100 ,2005JJ00,26.8,7473.0,2744.0
436,10000 ,10100 ,2006JJ00,26.3,7817.0,2889.0
437,10000 ,10100 ,2007JJ00,26.6,8204.0,3034.0
438,10000 ,10100 ,2008JJ00,26.9,8979.0,3257.0
439,10000 ,10100 ,2009JJ00,28.0,9251.0,3351.0
440,10000 ,10100 ,2010JJ00,27.6,9326.0,3392.0
441,10000 ,10100 ,2011JJ00,26.9,9408.0,3325.0
442,10000 ,10700 ,1995JJ00,,,
443,10000 ,10700 ,1996JJ00,,,
444,10000 ,10700 ,1997JJ00,,,
445,10000 ,10700 ,1998JJ00,,,
446,10000 ,10700 ,1999JJ00,,,
447,10000 ,10700 ,2000JJ00,,,
448,10000 ,10700 ,2001JJ00,,,
449,10000 ,10700 ,2002JJ00,,,
450,10000 ,10700 ,2003JJ00,,,
451,10000 ,10700 ,2004JJ00,,,
452,10000 ,10700 ,2005JJ00,,,
453,10000 ,10700 ,2006JJ00,,,
454,10000 ,10700 ,2007JJ00,,,
455,10000 ,10700 ,2008JJ00,,,
456,10000 ,10700 ,2009JJ00,,,
457,10000 ,10700 ,2010JJ00,,,
458,10000 ,10700 ,2011JJ00,,,
459,10500 ,10000 ,1995JJ00,0.1,15.0,7.0
460,10500 ,10000 ,1996JJ00,0.3,28.0,9.0
461,10500 ,10000 ,1997JJ00,0.4,38.0,12.0
462,10500 ,10000 ,1998JJ00,0.5,53.0,17.0
463,10500 ,10000 ,1999JJ00,0.6,35.0,23.0
464,10500 ,10000 ,2000JJ00,0.7,39.0,25.0
465,10500 ,10000 ,2001JJ00,0.9,58.0,31.0
466,10500 ,10000 ,2002JJ00,1.0,71.0,39.0
467,10500 ,10000 ,2003JJ00,1.3,94.0,53.0
468,10500 ,10000 ,2004JJ00,1.3,105.0,59.0
469,10500 ,10000 ,2005JJ00,1.6,123.0,71.0
470,10500 ,10000 ,2006JJ00,1.5,123.0,71.0
471,10500 ,10000 ,2007JJ00,1.6,133.0,77.0
472,10500 ,10000 ,2008JJ00,1.9,150.0,87.0
473,10500 ,10000 ,2009JJ00,2.4,200.0,115.0
