ID,Geslacht,Leeftijd,TypeZorg,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
0,0, 0, 0,2004JJ00,608095,4.77,89515,147,7.02
1,0, 0, 0,2005JJ00,595375,4.66,90493,152,7.08
2,0, 0, 0,2006JJ00,607575,4.74,95031,156,7.42
3,0, 0, 0,2007JJ00,610180,4.76,95279,156,7.43
4,0, 0, 0,2008JJ00,620190,4.79,96447,156,7.44
5,0, 0, 0,2009JJ00,620890,4.76,99194,160,7.6
6,0, 0, 0,2010JJ00,629155,4.79,101725,162,7.74
7,0, 0, 1,2004JJ00,169795,1.33,16552,97,1.3
8,0, 0, 1,2005JJ00,219245,1.71,24001,109,1.88
9,0, 0, 1,2006JJ00,234270,1.83,26167,112,2.04
10,0, 0, 1,2007JJ00,237020,1.85,26770,113,2.09
11,0, 0, 1,2008JJ00,240110,1.85,27481,114,2.12
12,0, 0, 1,2009JJ00,243535,1.87,28900,119,2.21
13,0, 0, 1,2010JJ00,242320,1.84,29442,122,2.24
14,0, 0, 2,2004JJ00,39710,0.31,6533,165,0.51
15,0, 0, 2,2005JJ00,29425,0.23,4735,161,0.37
16,0, 0, 2,2006JJ00,31910,0.25,4035,126,0.31
17,0, 0, 2,2007JJ00,48000,0.37,4672,97,0.36
18,0, 0, 2,2008JJ00,67705,0.52,5904,87,0.46
19,0, 0, 2,2009JJ00,80775,0.62,7040,87,0.54
20,0, 0, 2,2010JJ00,94740,0.72,7909,83,0.6
21,0, 0, 3,2004JJ00,66325,0.52,1629,25,0.13
22,0, 0, 3,2005JJ00,58795,0.46,976,17,0.08
23,0, 0, 3,2006JJ00,59755,0.47,974,16,0.08
24,0, 0, 3,2007JJ00,55040,0.43,951,17,0.07
25,0, 0, 3,2008JJ00,50005,0.39,873,17,0.07
26,0, 0, 3,2009JJ00,41205,0.32,719,17,0.06
27,0, 0, 3,2010JJ00,37405,0.28,638,17,0.05
28,0, 0, 4,2004JJ00,119180,0.94,17583,148,1.38
29,0, 0, 4,2005JJ00,66675,0.52,11314,170,0.89
30,0, 0, 4,2006JJ00,56665,0.44,10637,188,0.83
31,0, 0, 4,2007JJ00,59540,0.46,12262,206,0.96
32,0, 0, 4,2008JJ00,80850,0.62,18501,229,1.43
33,0, 0, 4,2009JJ00,98100,0.75,24419,249,1.87
34,0, 0, 4,2010JJ00,107350,0.82,28174,262,2.14
35,0, 0, 5,2004JJ00,19675,0.15,2444,124,0.19
36,0, 0, 5,2005JJ00,24720,0.19,3210,130,0.25
37,0, 0, 5,2006JJ00,26990,0.21,3671,136,0.29
38,0, 0, 5,2007JJ00,20795,0.16,2983,143,0.23
39,0, 0, 5,2008JJ00,14650,0.11,2137,146,0.16
40,0, 0, 5,2009JJ00,11585,0.09,1750,151,0.13
41,0, 0, 5,2010JJ00,9995,0.08,1557,156,0.12
42,0, 0, 6,2004JJ00,66680,0.52,8566,128,0.67
43,0, 0, 6,2005JJ00,66165,0.52,6914,104,0.54
44,0, 0, 6,2006JJ00,66135,0.52,7230,109,0.56
45,0, 0, 6,2007JJ00,76455,0.6,9461,124,0.74
46,0, 0, 6,2008JJ00,73190,0.56,9279,127,0.72
47,0, 0, 6,2009JJ00,67345,0.52,8685,129,0.67
48,0, 0, 6,2010JJ00,67080,0.51,8911,133,0.68
49,0, 0, 7,2004JJ00,126725,0.99,36207,286,2.84
50,0, 0, 7,2005JJ00,130350,1.02,39342,302,3.08
51,0, 0, 7,2006JJ00,131845,1.03,42317,321,3.3
52,0, 0, 7,2007JJ00,113325,0.88,38181,337,2.98
53,0, 0, 7,2008JJ00,93680,0.72,32270,344,2.49
54,0, 0, 7,2009JJ00,78340,0.6,27681,353,2.12
55,0, 0, 7,2010JJ00,70260,0.53,25094,357,1.91
56,0, 0, 8,2004JJ00,435375,3.42,39821,91,3.12
57,0, 0, 8,2005JJ00,440985,3.45,50043,113,3.91
58,0, 0, 8,2006JJ00,449770,3.51,53505,119,4.18
59,0, 0, 8,2007JJ00,430680,3.36,52780,123,4.11
60,0, 0, 8,2008JJ00,429290,3.31,53228,124,4.11
61,0, 0, 8,2009JJ00,431560,3.31,55423,128,4.25
62,0, 0, 8,2010JJ00,429925,3.27,56335,131,4.29
63,0, 0, 9,2004JJ00,352300,2.76,37384,106,2.93
64,0, 0, 9,2005JJ00,292615,2.29,29519,101,2.31
65,0, 0, 9,2006JJ00,286560,2.24,30193,105,2.36
66,0, 0, 9,2007JJ00,297320,2.32,32025,108,2.5
67,0, 0, 9,2008JJ00,315425,2.43,35373,112,2.73
68,0, 0, 9,2009JJ00,324560,2.49,37348,115,2.86
69,0, 0, 9,2010JJ00,339430,2.58,39431,116,3.0
70,0, 0,10,2004JJ00,279410,2.19,12310,44,0.97
71,0, 0,10,2005JJ00,280030,2.19,10931,39,0.86
72,0, 0,10,2006JJ00,284725,2.22,11333,40,0.88
73,0, 0,10,2007JJ00,265615,2.07,10475,39,0.82
74,0, 0,10,2008JJ00,231525,1.79,7846,34,0.61
75,0, 0,10,2009JJ00,198475,1.52,6423,32,0.49
76,0, 0,10,2010JJ00,184745,1.41,5960,32,0.45
77,0, 1, 0,2004JJ00,1700,0.13,108,63,0.08
78,0, 1, 0,2005JJ00,1735,0.13,115,66,0.09
79,0, 1, 0,2006JJ00,1815,0.14,140,77,0.1
80,0, 1, 0,2007JJ00,1835,0.14,152,83,0.11
81,0, 1, 0,2008JJ00,2030,0.15,160,79,0.12
82,0, 1, 0,2009JJ00,1825,0.13,153,84,0.11
83,0, 1, 0,2010JJ00,1670,0.12,151,90,0.11
84,0, 1, 1,2004JJ00,210,0.02,12,59,0.01
85,0, 1, 1,2005JJ00,310,0.02,19,63,0.01
86,0, 1, 1,2006JJ00,355,0.03,23,66,0.02
87,0, 1, 1,2007JJ00,300,0.02,21,70,0.02
88,0, 1, 1,2008JJ00,325,0.02,25,79,0.02
89,0, 1, 1,2009JJ00,350,0.03,29,82,0.02
90,0, 1, 1,2010JJ00,355,0.03,31,88,0.02
91,0, 1, 2,2004JJ00,205,0.02,12,59,0.01
92,0, 1, 2,2005JJ00,170,0.01,12,68,0.01
93,0, 1, 2,2006JJ00,185,0.01,20,106,0.01
94,0, 1, 2,2007JJ00,240,0.02,33,137,0.02
95,0, 1, 2,2008JJ00,375,0.03,32,84,0.02
96,0, 1, 2,2009JJ00,395,0.03,32,80,0.02
97,0, 1, 2,2010JJ00,490,0.03,43,87,0.03
98,0, 1, 3,2004JJ00,805,0.06,16,20,0.01
99,0, 1, 3,2005JJ00,840,0.06,12,14,0.01
100,0, 1, 3,2006JJ00,870,0.07,15,17,0.01
101,0, 1, 3,2007JJ00,930,0.07,21,22,0.02
102,0, 1, 3,2008JJ00,940,0.07,20,21,0.01
103,0, 1, 3,2009JJ00,750,0.05,17,23,0.01
104,0, 1, 3,2010JJ00,545,0.04,9,16,0.01
105,0, 1, 4,2004JJ00,200,0.01,22,110,0.02
106,0, 1, 4,2005JJ00,95,0.01,17,181,0.01
107,0, 1, 4,2006JJ00,75,0.01,17,222,0.01
108,0, 1, 4,2007JJ00,35,0.0,10,290,0.01
109,0, 1, 4,2008JJ00,35,0.0,9,253,0.01
110,0, 1, 4,2009JJ00,35,0.0,7,194,0.0
111,0, 1, 4,2010JJ00,40,0.0,10,227,0.01
112,0, 1, 5,2004JJ00,20,0.0,3,140,0.0
113,0, 1, 5,2005JJ00,25,0.0,2,95,0.0
114,0, 1, 5,2006JJ00,25,0.0,2,69,0.0
115,0, 1, 5,2007JJ00,15,0.0,1,103,0.0
116,0, 1, 5,2008JJ00,15,0.0,2,118,0.0
117,0, 1, 5,2009JJ00,10,0.0,1,129,0.0
118,0, 1, 5,2010JJ00,10,0.0,2,175,0.0
119,0, 1, 6,2004JJ00,205,0.02,26,127,0.02
120,0, 1, 6,2005JJ00,245,0.02,37,151,0.03
121,0, 1, 6,2006JJ00,250,0.02,42,165,0.03
122,0, 1, 6,2007JJ00,270,0.02,50,185,0.04
123,0, 1, 6,2008JJ00,305,0.02,58,191,0.04
124,0, 1, 6,2009JJ00,255,0.02,54,212,0.04
125,0, 1, 6,2010JJ00,210,0.01,49,235,0.03
126,0, 1, 7,2004JJ00,60,0.0,16,284,0.01
127,0, 1, 7,2005JJ00,50,0.0,15,289,0.01
128,0, 1, 7,2006JJ00,55,0.0,22,381,0.02
129,0, 1, 7,2007JJ00,45,0.0,16,375,0.01
130,0, 1, 7,2008JJ00,35,0.0,14,426,0.01
131,0, 1, 7,2009JJ00,30,0.0,13,473,0.01
132,0, 1, 7,2010JJ00,20,0.0,7,350,0.01
133,0, 1, 8,2004JJ00,485,0.04,25,52,0.02
134,0, 1, 8,2005JJ00,480,0.04,32,68,0.02
135,0, 1, 8,2006JJ00,510,0.04,36,72,0.03
136,0, 1, 8,2007JJ00,390,0.03,30,77,0.02
137,0, 1, 8,2008JJ00,410,0.03,36,88,0.03
138,0, 1, 8,2009JJ00,425,0.03,38,90,0.03
139,0, 1, 8,2010JJ00,430,0.03,41,96,0.03
140,0, 1, 9,2004JJ00,665,0.05,43,64,0.03
141,0, 1, 9,2005JJ00,565,0.04,47,83,0.03
142,0, 1, 9,2006JJ00,570,0.04,64,113,0.05
143,0, 1, 9,2007JJ00,585,0.04,79,135,0.06
144,0, 1, 9,2008JJ00,750,0.05,83,110,0.06
145,0, 1, 9,2009JJ00,715,0.05,80,112,0.06
146,0, 1, 9,2010JJ00,765,0.05,88,115,0.06
147,0, 1,10,2004JJ00,1090,0.08,40,36,0.03
148,0, 1,10,2005JJ00,1165,0.09,36,31,0.03
149,0, 1,10,2006JJ00,1205,0.09,39,32,0.03
150,0, 1,10,2007JJ00,1260,0.09,43,34,0.03
151,0, 1,10,2008JJ00,1290,0.09,42,32,0.03
152,0, 1,10,2009JJ00,1045,0.08,35,34,0.03
153,0, 1,10,2010JJ00,785,0.06,22,28,0.02
154,0, 2, 0,2004JJ00,3585,0.37,279,78,0.29
155,0, 2, 0,2005JJ00,3165,0.33,261,82,0.27
156,0, 2, 0,2006JJ00,3000,0.31,261,87,0.27
157,0, 2, 0,2007JJ00,2875,0.3,260,90,0.27
158,0, 2, 0,2008JJ00,2865,0.3,277,97,0.29
159,0, 2, 0,2009JJ00,2640,0.27,284,108,0.29
160,0, 2, 0,2010JJ00,2640,0.27,277,105,0.29
161,0, 2, 1,2004JJ00,920,0.09,58,63,0.06
162,0, 2, 1,2005JJ00,1280,0.13,94,74,0.1
163,0, 2, 1,2006JJ00,1355,0.14,111,82,0.11
164,0, 2, 1,2007JJ00,1230,0.13,104,85,0.11
165,0, 2, 1,2008JJ00,1240,0.13,108,88,0.11
166,0, 2, 1,2009JJ00,1285,0.13,125,97,0.13
167,0, 2, 1,2010JJ00,1400,0.14,134,96,0.14
168,0, 2, 2,2004JJ00,650,0.07,37,57,0.04
169,0, 2, 2,2005JJ00,230,0.02,12,51,0.01
170,0, 2, 2,2006JJ00,220,0.02,16,71,0.02
171,0, 2, 2,2007JJ00,240,0.02,22,91,0.02
172,0, 2, 2,2008JJ00,335,0.04,26,78,0.03
173,0, 2, 2,2009JJ00,335,0.03,33,100,0.03
174,0, 2, 2,2010JJ00,385,0.04,31,80,0.03
175,0, 2, 3,2004JJ00,805,0.08,11,14,0.01
176,0, 2, 3,2005JJ00,830,0.09,11,14,0.01
177,0, 2, 3,2006JJ00,810,0.08,13,16,0.01
178,0, 2, 3,2007JJ00,890,0.09,17,19,0.02
179,0, 2, 3,2008JJ00,770,0.08,16,20,0.02
180,0, 2, 3,2009JJ00,580,0.06,11,19,0.01
181,0, 2, 3,2010JJ00,455,0.05,7,14,0.01
182,0, 2, 4,2004JJ00,750,0.08,90,121,0.09
183,0, 2, 4,2005JJ00,325,0.03,55,168,0.06
184,0, 2, 4,2006JJ00,205,0.02,43,211,0.04
185,0, 2, 4,2007JJ00,105,0.01,28,263,0.03
186,0, 2, 4,2008JJ00,110,0.01,30,275,0.03
187,0, 2, 4,2009JJ00,130,0.01,31,242,0.03
188,0, 2, 4,2010JJ00,125,0.01,31,242,0.03
189,0, 2, 5,2004JJ00,55,0.01,4,73,0.0
190,0, 2, 5,2005JJ00,100,0.01,11,113,0.01
191,0, 2, 5,2006JJ00,80,0.01,9,113,0.01
192,0, 2, 5,2007JJ00,70,0.01,9,127,0.01
193,0, 2, 5,2008JJ00,50,0.01,7,140,0.01
194,0, 2, 5,2009JJ00,30,0.0,5,176,0.01
195,0, 2, 5,2010JJ00,25,0.0,3,142,0.0
196,0, 2, 6,2004JJ00,235,0.02,28,121,0.03
197,0, 2, 6,2005JJ00,240,0.02,25,107,0.03
198,0, 2, 6,2006JJ00,200,0.02,23,113,0.02
199,0, 2, 6,2007JJ00,240,0.03,39,163,0.04
200,0, 2, 6,2008JJ00,260,0.03,46,175,0.05
201,0, 2, 6,2009JJ00,210,0.02,41,192,0.04
202,0, 2, 6,2010JJ00,185,0.02,38,209,0.04
203,0, 2, 7,2004JJ00,175,0.02,50,285,0.05
204,0, 2, 7,2005JJ00,160,0.02,52,322,0.05
205,0, 2, 7,2006JJ00,130,0.01,48,369,0.05
206,0, 2, 7,2007JJ00,100,0.01,42,417,0.04
207,0, 2, 7,2008JJ00,100,0.01,44,443,0.05
208,0, 2, 7,2009JJ00,70,0.01,38,534,0.04
209,0, 2, 7,2010JJ00,70,0.01,33,493,0.03
210,0, 2, 8,2004JJ00,1900,0.2,119,63,0.12
211,0, 2, 8,2005JJ00,1865,0.19,153,82,0.16
212,0, 2, 8,2006JJ00,1765,0.18,157,89,0.16
213,0, 2, 8,2007JJ00,1505,0.16,138,91,0.14
214,0, 2, 8,2008JJ00,1495,0.16,142,95,0.15
215,0, 2, 8,2009JJ00,1515,0.16,161,106,0.17
216,0, 2, 8,2010JJ00,1620,0.17,166,103,0.17
217,0, 2, 9,2004JJ00,1810,0.19,120,67,0.12
218,0, 2, 9,2005JJ00,955,0.1,67,70,0.07
219,0, 2, 9,2006JJ00,755,0.08,66,87,0.07
220,0, 2, 9,2007JJ00,685,0.07,80,117,0.08
221,0, 2, 9,2008JJ00,805,0.08,91,113,0.09
222,0, 2, 9,2009JJ00,745,0.08,91,122,0.09
223,0, 2, 9,2010JJ00,760,0.08,86,113,0.09
224,0, 2,10,2004JJ00,1270,0.13,40,31,0.04
225,0, 2,10,2005JJ00,1330,0.14,41,31,0.04
226,0, 2,10,2006JJ00,1220,0.13,39,32,0.04
227,0, 2,10,2007JJ00,1300,0.14,42,32,0.04
228,0, 2,10,2008JJ00,1180,0.12,44,37,0.05
229,0, 2,10,2009JJ00,890,0.09,33,37,0.03
230,0, 2,10,2010JJ00,730,0.08,24,34,0.03
231,0, 3, 0,2004JJ00,8500,0.72,800,94,0.68
232,0, 3, 0,2005JJ00,6400,0.58,583,91,0.53
233,0, 3, 0,2006JJ00,5725,0.54,509,89,0.48
234,0, 3, 0,2007JJ00,4815,0.48,449,93,0.45
235,0, 3, 0,2008JJ00,4770,0.48,469,98,0.47
236,0, 3, 0,2009JJ00,4430,0.45,474,107,0.48
237,0, 3, 0,2010JJ00,4540,0.46,510,112,0.52
238,0, 3, 1,2004JJ00,2515,0.21,178,71,0.15
239,0, 3, 1,2005JJ00,3225,0.29,265,82,0.24
240,0, 3, 1,2006JJ00,3085,0.29,259,84,0.25
241,0, 3, 1,2007JJ00,2575,0.26,236,92,0.24
242,0, 3, 1,2008JJ00,2600,0.26,247,95,0.25
243,0, 3, 1,2009JJ00,2580,0.26,269,104,0.27
244,0, 3, 1,2010JJ00,2755,0.28,299,109,0.3
245,0, 3, 2,2004JJ00,1740,0.15,122,70,0.1
246,0, 3, 2,2005JJ00,395,0.04,31,79,0.03
247,0, 3, 2,2006JJ00,300,0.03,16,52,0.01
248,0, 3, 2,2007JJ00,340,0.03,23,69,0.02
249,0, 3, 2,2008JJ00,385,0.04,25,64,0.03
250,0, 3, 2,2009JJ00,410,0.04,23,57,0.02
251,0, 3, 2,2010JJ00,485,0.05,32,67,0.03
252,0, 3, 3,2004JJ00,1200,0.1,19,16,0.02
253,0, 3, 3,2005JJ00,1200,0.11,15,12,0.01
254,0, 3, 3,2006JJ00,1135,0.11,15,13,0.01
255,0, 3, 3,2007JJ00,985,0.1,15,15,0.02
256,0, 3, 3,2008JJ00,980,0.1,15,16,0.02
257,0, 3, 3,2009JJ00,725,0.07,13,17,0.01
258,0, 3, 3,2010JJ00,615,0.06,10,16,0.01
259,0, 3, 4,2004JJ00,2075,0.18,294,142,0.25
260,0, 3, 4,2005JJ00,705,0.06,113,159,0.1
261,0, 3, 4,2006JJ00,420,0.04,77,184,0.07
262,0, 3, 4,2007JJ00,220,0.02,49,224,0.05
263,0, 3, 4,2008JJ00,200,0.02,46,233,0.05
264,0, 3, 4,2009JJ00,220,0.02,56,257,0.06
265,0, 3, 4,2010JJ00,235,0.02,50,212,0.05
266,0, 3, 5,2004JJ00,135,0.01,15,109,0.01
267,0, 3, 5,2005JJ00,220,0.02,32,144,0.03
268,0, 3, 5,2006JJ00,215,0.02,25,114,0.02
269,0, 3, 5,2007JJ00,150,0.02,19,123,0.02
270,0, 3, 5,2008JJ00,120,0.01,17,138,0.02
271,0, 3, 5,2009JJ00,85,0.01,12,141,0.01
272,0, 3, 5,2010JJ00,70,0.01,13,189,0.01
273,0, 3, 6,2004JJ00,405,0.03,53,131,0.05
274,0, 3, 6,2005JJ00,340,0.03,32,93,0.03
275,0, 3, 6,2006JJ00,325,0.03,32,100,0.03
276,0, 3, 6,2007JJ00,355,0.04,35,99,0.03
277,0, 3, 6,2008JJ00,320,0.03,47,148,0.05
278,0, 3, 6,2009JJ00,280,0.03,38,134,0.04
279,0, 3, 6,2010JJ00,240,0.02,32,132,0.03
280,0, 3, 7,2004JJ00,430,0.04,119,275,0.1
281,0, 3, 7,2005JJ00,310,0.03,95,307,0.09
282,0, 3, 7,2006JJ00,245,0.02,85,347,0.08
283,0, 3, 7,2007JJ00,190,0.02,71,378,0.07
284,0, 3, 7,2008JJ00,170,0.02,72,426,0.07
285,0, 3, 7,2009JJ00,135,0.01,63,466,0.06
286,0, 3, 7,2010JJ00,145,0.01,74,515,0.07
287,0, 3, 8,2004JJ00,5155,0.44,359,70,0.31
288,0, 3, 8,2005JJ00,4465,0.4,400,90,0.36
289,0, 3, 8,2006JJ00,3965,0.38,363,91,0.35
290,0, 3, 8,2007JJ00,3135,0.31,304,97,0.3
291,0, 3, 8,2008JJ00,3085,0.31,315,102,0.32
292,0, 3, 8,2009JJ00,3015,0.31,333,110,0.34
293,0, 3, 8,2010JJ00,3205,0.33,363,113,0.37
294,0, 3, 9,2004JJ00,4655,0.4,368,79,0.31
295,0, 3, 9,2005JJ00,1755,0.16,124,71,0.11
296,0, 3, 9,2006JJ00,1285,0.12,94,73,0.09
297,0, 3, 9,2007JJ00,1105,0.11,95,86,0.09
298,0, 3, 9,2008JJ00,1070,0.11,106,99,0.11
299,0, 3, 9,2009JJ00,1045,0.11,101,97,0.1
300,0, 3, 9,2010JJ00,1100,0.11,113,102,0.11
301,0, 3,10,2004JJ00,2175,0.18,73,33,0.06
302,0, 3,10,2005JJ00,2070,0.19,58,28,0.05
303,0, 3,10,2006JJ00,1920,0.18,51,27,0.05
304,0, 3,10,2007JJ00,1680,0.17,50,29,0.05
305,0, 3,10,2008JJ00,1590,0.16,48,30,0.05
306,0, 3,10,2009JJ00,1225,0.12,40,32,0.04
307,0, 3,10,2010JJ00,1065,0.11,34,32,0.03
308,0, 4, 0,2004JJ00,11815,0.91,1161,98,0.89
309,0, 4, 0,2005JJ00,9645,0.74,949,98,0.73
310,0, 4, 0,2006JJ00,8950,0.7,925,103,0.72
311,0, 4, 0,2007JJ00,8135,0.65,849,104,0.68
312,0, 4, 0,2008JJ00,7910,0.65,855,108,0.7
313,0, 4, 0,2009JJ00,7170,0.61,810,113,0.69
314,0, 4, 0,2010JJ00,6985,0.63,821,117,0.74
315,0, 4, 1,2004JJ00,3610,0.28,279,77,0.21
316,0, 4, 1,2005JJ00,4805,0.37,451,94,0.35
317,0, 4, 1,2006JJ00,5030,0.39,479,95,0.37
318,0, 4, 1,2007JJ00,4605,0.37,455,99,0.36
319,0, 4, 1,2008JJ00,4435,0.36,461,104,0.38
320,0, 4, 1,2009JJ00,4345,0.37,477,110,0.41
321,0, 4, 1,2010JJ00,4470,0.4,505,113,0.46
322,0, 4, 2,2004JJ00,2195,0.17,151,69,0.12
323,0, 4, 2,2005JJ00,590,0.05,26,44,0.02
324,0, 4, 2,2006JJ00,410,0.03,17,42,0.01
325,0, 4, 2,2007JJ00,450,0.04,23,51,0.02
326,0, 4, 2,2008JJ00,550,0.04,24,44,0.02
327,0, 4, 2,2009JJ00,610,0.05,32,52,0.03
328,0, 4, 2,2010JJ00,610,0.06,32,52,0.03
329,0, 4, 3,2004JJ00,1610,0.12,27,17,0.02
330,0, 4, 3,2005JJ00,1660,0.13,22,13,0.02
331,0, 4, 3,2006JJ00,1525,0.12,22,14,0.02
332,0, 4, 3,2007JJ00,1520,0.12,25,16,0.02
333,0, 4, 3,2008JJ00,1475,0.12,27,18,0.02
334,0, 4, 3,2009JJ00,1070,0.09,19,18,0.02
335,0, 4, 3,2010JJ00,800,0.07,12,15,0.01
336,0, 4, 4,2004JJ00,2875,0.22,408,142,0.31
337,0, 4, 4,2005JJ00,1110,0.09,166,149,0.13
338,0, 4, 4,2006JJ00,665,0.05,127,192,0.1
339,0, 4, 4,2007JJ00,330,0.03,74,223,0.06
340,0, 4, 4,2008JJ00,355,0.03,82,232,0.07
341,0, 4, 4,2009JJ00,325,0.03,78,240,0.07
342,0, 4, 4,2010JJ00,365,0.03,90,248,0.08
343,0, 4, 5,2004JJ00,210,0.02,23,107,0.02
344,0, 4, 5,2005JJ00,310,0.02,36,115,0.03
345,0, 4, 5,2006JJ00,325,0.03,43,132,0.03
346,0, 4, 5,2007JJ00,245,0.02,32,131,0.03
347,0, 4, 5,2008JJ00,200,0.02,32,164,0.03
348,0, 4, 5,2009JJ00,145,0.01,24,166,0.02
349,0, 4, 5,2010JJ00,125,0.01,21,172,0.02
350,0, 4, 6,2004JJ00,630,0.05,76,121,0.06
351,0, 4, 6,2005JJ00,540,0.04,55,101,0.04
352,0, 4, 6,2006JJ00,490,0.04,60,121,0.05
353,0, 4, 6,2007JJ00,560,0.04,77,138,0.06
354,0, 4, 6,2008JJ00,530,0.04,68,127,0.06
355,0, 4, 6,2009JJ00,400,0.03,59,149,0.05
356,0, 4, 6,2010JJ00,400,0.04,56,139,0.05
357,0, 4, 7,2004JJ00,680,0.05,197,291,0.15
358,0, 4, 7,2005JJ00,625,0.05,193,310,0.15
359,0, 4, 7,2006JJ00,505,0.04,178,352,0.14
360,0, 4, 7,2007JJ00,420,0.03,162,384,0.13
361,0, 4, 7,2008JJ00,365,0.03,160,438,0.13
362,0, 4, 7,2009JJ00,275,0.02,121,440,0.1
363,0, 4, 7,2010JJ00,220,0.02,105,475,0.09
364,0, 4, 8,2004JJ00,7380,0.57,546,74,0.42
365,0, 4, 8,2005JJ00,6855,0.53,676,99,0.52
366,0, 4, 8,2006JJ00,6525,0.51,672,103,0.52
367,0, 4, 8,2007JJ00,5605,0.45,596,106,0.47
368,0, 4, 8,2008JJ00,5355,0.44,604,113,0.49
369,0, 4, 8,2009JJ00,5090,0.44,589,116,0.51
370,0, 4, 8,2010JJ00,5175,0.47,618,119,0.56
371,0, 4, 9,2004JJ00,6380,0.49,497,78,0.38
372,0, 4, 9,2005JJ00,2870,0.22,179,62,0.14
373,0, 4, 9,2006JJ00,2070,0.16,158,76,0.12
374,0, 4, 9,2007JJ00,1765,0.14,161,92,0.13
375,0, 4, 9,2008JJ00,1800,0.15,166,92,0.14
376,0, 4, 9,2009JJ00,1610,0.14,160,99,0.14
377,0, 4, 9,2010JJ00,1595,0.14,154,96,0.14
378,0, 4,10,2004JJ00,3130,0.24,118,38,0.09
379,0, 4,10,2005JJ00,3135,0.24,94,30,0.07
380,0, 4,10,2006JJ00,2845,0.22,95,34,0.07
381,0, 4,10,2007JJ00,2745,0.22,92,33,0.07
382,0, 4,10,2008JJ00,2570,0.21,85,33,0.07
383,0, 4,10,2009JJ00,1890,0.16,61,32,0.05
384,0, 4,10,2010JJ00,1545,0.14,49,32,0.04
385,0, 5, 0,2004JJ00,13485,1.04,1375,102,1.06
386,0, 5, 0,2005JJ00,11495,0.88,1217,106,0.93
387,0, 5, 0,2006JJ00,10965,0.84,1147,105,0.88
388,0, 5, 0,2007JJ00,10325,0.8,1078,104,0.84
389,0, 5, 0,2008JJ00,10290,0.8,1078,105,0.84
390,0, 5, 0,2009JJ00,9855,0.77,1128,114,0.88
391,0, 5, 0,2010JJ00,10155,0.79,1198,118,0.93
392,0, 5, 1,2004JJ00,4180,0.32,341,82,0.26
393,0, 5, 1,2005JJ00,5490,0.42,552,101,0.42
394,0, 5, 1,2006JJ00,5720,0.44,588,103,0.45
395,0, 5, 1,2007JJ00,5445,0.42,565,104,0.44
396,0, 5, 1,2008JJ00,5485,0.43,585,107,0.45
397,0, 5, 1,2009JJ00,5680,0.44,641,113,0.5
398,0, 5, 1,2010JJ00,6205,0.48,722,116,0.56
399,0, 5, 2,2004JJ00,1905,0.15,135,71,0.1
400,0, 5, 2,2005JJ00,570,0.04,25,44,0.02
401,0, 5, 2,2006JJ00,480,0.04,16,33,0.01
402,0, 5, 2,2007JJ00,570,0.04,28,49,0.02
403,0, 5, 2,2008JJ00,735,0.06,37,51,0.03
404,0, 5, 2,2009JJ00,790,0.06,36,46,0.03
405,0, 5, 2,2010JJ00,880,0.07,43,49,0.03
406,0, 5, 3,2004JJ00,2120,0.16,41,19,0.03
407,0, 5, 3,2005JJ00,2045,0.16,28,14,0.02
408,0, 5, 3,2006JJ00,2070,0.16,30,14,0.02
409,0, 5, 3,2007JJ00,2010,0.16,33,17,0.03
410,0, 5, 3,2008JJ00,1960,0.15,35,18,0.03
411,0, 5, 3,2009JJ00,1485,0.12,26,18,0.02
412,0, 5, 3,2010JJ00,1240,0.1,20,16,0.02
413,0, 5, 4,2004JJ00,3180,0.24,453,142,0.35
414,0, 5, 4,2005JJ00,1310,0.1,216,165,0.17
415,0, 5, 4,2006JJ00,720,0.06,128,178,0.1
416,0, 5, 4,2007JJ00,460,0.04,90,195,0.07
417,0, 5, 4,2008JJ00,480,0.04,104,218,0.08
418,0, 5, 4,2009JJ00,510,0.04,122,239,0.1
419,0, 5, 4,2010JJ00,585,0.05,141,241,0.11
420,0, 5, 5,2004JJ00,295,0.02,33,112,0.03
421,0, 5, 5,2005JJ00,445,0.03,54,122,0.04
422,0, 5, 5,2006JJ00,430,0.03,57,131,0.04
423,0, 5, 5,2007JJ00,335,0.03,49,147,0.04
424,0, 5, 5,2008JJ00,235,0.02,34,145,0.03
425,0, 5, 5,2009JJ00,190,0.01,28,151,0.02
426,0, 5, 5,2010JJ00,175,0.01,30,170,0.02
427,0, 5, 6,2004JJ00,825,0.06,100,122,0.08
428,0, 5, 6,2005JJ00,760,0.06,75,98,0.06
429,0, 5, 6,2006JJ00,775,0.06,76,99,0.06
430,0, 5, 6,2007JJ00,885,0.07,100,113,0.08
431,0, 5, 6,2008JJ00,880,0.07,94,107,0.07
432,0, 5, 6,2009JJ00,730,0.06,92,126,0.07
433,0, 5, 6,2010JJ00,665,0.05,83,125,0.06
434,0, 5, 7,2004JJ00,975,0.07,270,277,0.21
435,0, 5, 7,2005JJ00,880,0.07,268,305,0.2
436,0, 5, 7,2006JJ00,770,0.06,251,327,0.19
437,0, 5, 7,2007JJ00,615,0.05,213,346,0.17
438,0, 5, 7,2008JJ00,520,0.04,189,364,0.15
