ID,Geslacht,Leeftijd,TypeZorg,Perioden,AantalInVerslagjaar_1,PercentageInVerslagjaar_2,TotaalUrenInVerslagjaar_3,GemiddeldPerPersoonInVerslagjaar_4,GemiddeldInBevolkingInVerslagjaar_5
3215,2, 7, 8,2006JJ00,7925,1.41,910,115,1.62
3216,2, 7, 8,2007JJ00,7445,1.31,867,116,1.53
3217,2, 7, 8,2008JJ00,7620,1.32,893,117,1.55
3218,2, 7, 8,2009JJ00,7765,1.32,945,122,1.61
3219,2, 7, 8,2010JJ00,8120,1.36,1018,125,1.71
3220,2, 7, 9,2004JJ00,6180,1.12,486,79,0.88
3221,2, 7, 9,2005JJ00,3925,0.71,260,66,0.47
3222,2, 7, 9,2006JJ00,3455,0.61,252,73,0.45
3223,2, 7, 9,2007JJ00,3410,0.6,271,80,0.48
3224,2, 7, 9,2008JJ00,3630,0.63,305,84,0.53
3225,2, 7, 9,2009JJ00,3605,0.62,322,89,0.55
3226,2, 7, 9,2010JJ00,3770,0.63,348,92,0.58
3227,2, 7,10,2004JJ00,4645,0.84,227,49,0.41
3228,2, 7,10,2005JJ00,4660,0.84,179,38,0.32
3229,2, 7,10,2006JJ00,4635,0.82,165,36,0.29
3230,2, 7,10,2007JJ00,4355,0.77,158,36,0.28
3231,2, 7,10,2008JJ00,4185,0.73,141,34,0.24
3232,2, 7,10,2009JJ00,3595,0.61,118,33,0.2
3233,2, 7,10,2010JJ00,3240,0.54,102,31,0.17
3234,2, 8, 0,2004JJ00,16860,3.05,1880,112,3.41
3235,2, 8, 0,2005JJ00,16045,2.82,1883,117,3.31
3236,2, 8, 0,2006JJ00,15375,2.79,1850,120,3.35
3237,2, 8, 0,2007JJ00,15010,2.77,1803,120,3.33
3238,2, 8, 0,2008JJ00,14895,2.77,1831,123,3.4
3239,2, 8, 0,2009JJ00,14600,2.71,1862,128,3.45
3240,2, 8, 0,2010JJ00,15115,2.78,1955,129,3.59
3241,2, 8, 1,2004JJ00,5570,1.01,484,87,0.88
3242,2, 8, 1,2005JJ00,7065,1.24,760,108,1.34
3243,2, 8, 1,2006JJ00,7045,1.28,783,111,1.42
3244,2, 8, 1,2007JJ00,7015,1.3,784,112,1.45
3245,2, 8, 1,2008JJ00,7140,1.33,790,111,1.47
3246,2, 8, 1,2009JJ00,7255,1.34,841,116,1.56
3247,2, 8, 1,2010JJ00,7685,1.41,901,117,1.65
3248,2, 8, 2,2004JJ00,1165,0.21,76,65,0.14
3249,2, 8, 2,2005JJ00,630,0.11,39,61,0.07
3250,2, 8, 2,2006JJ00,610,0.11,20,33,0.04
3251,2, 8, 2,2007JJ00,890,0.16,33,37,0.06
3252,2, 8, 2,2008JJ00,1130,0.21,50,44,0.09
3253,2, 8, 2,2009JJ00,1260,0.23,62,50,0.12
3254,2, 8, 2,2010JJ00,1595,0.29,87,55,0.16
3255,2, 8, 3,2004JJ00,2655,0.48,56,21,0.1
3256,2, 8, 3,2005JJ00,2525,0.44,37,15,0.06
3257,2, 8, 3,2006JJ00,2445,0.44,37,15,0.07
3258,2, 8, 3,2007JJ00,2305,0.43,38,17,0.07
3259,2, 8, 3,2008JJ00,2110,0.39,34,16,0.06
3260,2, 8, 3,2009JJ00,1730,0.32,29,17,0.05
3261,2, 8, 3,2010JJ00,1555,0.29,25,16,0.05
3262,2, 8, 4,2004JJ00,3665,0.66,500,136,0.9
3263,2, 8, 4,2005JJ00,1640,0.29,250,152,0.44
3264,2, 8, 4,2006JJ00,1225,0.22,207,169,0.38
3265,2, 8, 4,2007JJ00,980,0.18,189,193,0.35
3266,2, 8, 4,2008JJ00,1155,0.21,265,229,0.49
3267,2, 8, 4,2009JJ00,1335,0.25,321,240,0.6
3268,2, 8, 4,2010JJ00,1455,0.27,365,252,0.67
3269,2, 8, 5,2004JJ00,575,0.1,70,122,0.13
3270,2, 8, 5,2005JJ00,690,0.12,79,114,0.14
3271,2, 8, 5,2006JJ00,670,0.12,86,129,0.16
3272,2, 8, 5,2007JJ00,530,0.1,75,140,0.14
3273,2, 8, 5,2008JJ00,380,0.07,59,156,0.11
3274,2, 8, 5,2009JJ00,345,0.06,55,160,0.1
3275,2, 8, 5,2010JJ00,285,0.05,48,168,0.09
3276,2, 8, 6,2004JJ00,1245,0.23,153,123,0.28
3277,2, 8, 6,2005JJ00,1475,0.26,129,87,0.23
3278,2, 8, 6,2006JJ00,1370,0.25,111,81,0.2
3279,2, 8, 6,2007JJ00,1680,0.31,148,88,0.27
3280,2, 8, 6,2008JJ00,1575,0.29,153,97,0.28
3281,2, 8, 6,2009JJ00,1510,0.28,150,99,0.28
3282,2, 8, 6,2010JJ00,1425,0.26,149,105,0.27
3283,2, 8, 7,2004JJ00,1980,0.36,541,273,0.98
3284,2, 8, 7,2005JJ00,2020,0.36,590,292,1.04
3285,2, 8, 7,2006JJ00,2010,0.36,606,301,1.1
3286,2, 8, 7,2007JJ00,1605,0.3,536,334,0.99
3287,2, 8, 7,2008JJ00,1405,0.26,479,342,0.89
3288,2, 8, 7,2009JJ00,1170,0.22,403,345,0.75
3289,2, 8, 7,2010JJ00,1120,0.21,380,339,0.7
3290,2, 8, 8,2004JJ00,11795,2.14,978,83,1.77
3291,2, 8, 8,2005JJ00,11420,2.01,1251,110,2.2
3292,2, 8, 8,2006JJ00,10955,1.98,1254,114,2.27
3293,2, 8, 8,2007JJ00,10135,1.87,1203,119,2.22
3294,2, 8, 8,2008JJ00,10080,1.87,1201,119,2.23
3295,2, 8, 8,2009JJ00,10105,1.87,1243,123,2.3
3296,2, 8, 8,2010JJ00,10545,1.94,1312,124,2.41
3297,2, 8, 9,2004JJ00,8055,1.46,626,78,1.13
3298,2, 8, 9,2005JJ00,5765,1.01,390,68,0.68
3299,2, 8, 9,2006JJ00,5220,0.95,363,70,0.66
3300,2, 8, 9,2007JJ00,5155,0.95,389,75,0.72
3301,2, 8, 9,2008JJ00,5260,0.98,449,85,0.83
3302,2, 8, 9,2009JJ00,5270,0.98,468,89,0.87
3303,2, 8, 9,2010JJ00,5595,1.03,502,90,0.92
3304,2, 8,10,2004JJ00,6460,1.17,276,43,0.5
3305,2, 8,10,2005JJ00,6710,1.18,242,36,0.42
3306,2, 8,10,2006JJ00,6495,1.18,233,36,0.42
3307,2, 8,10,2007JJ00,6120,1.13,211,35,0.39
3308,2, 8,10,2008JJ00,5470,1.02,182,33,0.34
3309,2, 8,10,2009JJ00,4750,0.88,151,32,0.28
3310,2, 8,10,2010JJ00,4385,0.81,141,32,0.26
3311,2, 9, 0,2004JJ00,19510,4.72,2245,115,5.44
3312,2, 9, 0,2005JJ00,18565,4.42,2281,123,5.43
3313,2, 9, 0,2006JJ00,19860,4.29,2496,126,5.4
3314,2, 9, 0,2007JJ00,20680,4.15,2592,125,5.2
3315,2, 9, 0,2008JJ00,21300,4.09,2641,124,5.07
3316,2, 9, 0,2009JJ00,21405,4.0,2777,130,5.18
3317,2, 9, 0,2010JJ00,22565,4.08,2977,132,5.39
3318,2, 9, 1,2004JJ00,6320,1.53,573,91,1.39
3319,2, 9, 1,2005JJ00,8085,1.93,877,108,2.09
3320,2, 9, 1,2006JJ00,9160,1.98,1023,112,2.21
3321,2, 9, 1,2007JJ00,9715,1.95,1089,112,2.19
3322,2, 9, 1,2008JJ00,9925,1.9,1118,113,2.15
3323,2, 9, 1,2009JJ00,10305,1.92,1193,116,2.23
3324,2, 9, 1,2010JJ00,10825,1.96,1282,118,2.32
3325,2, 9, 2,2004JJ00,1250,0.3,99,80,0.24
3326,2, 9, 2,2005JJ00,725,0.17,57,79,0.14
3327,2, 9, 2,2006JJ00,775,0.17,48,62,0.1
3328,2, 9, 2,2007JJ00,1175,0.24,62,53,0.12
3329,2, 9, 2,2008JJ00,1680,0.32,80,48,0.15
3330,2, 9, 2,2009JJ00,2045,0.38,107,52,0.2
3331,2, 9, 2,2010JJ00,2450,0.44,139,57,0.25
3332,2, 9, 3,2004JJ00,2855,0.69,56,19,0.13
3333,2, 9, 3,2005JJ00,2600,0.62,35,14,0.08
3334,2, 9, 3,2006JJ00,2790,0.6,37,13,0.08
3335,2, 9, 3,2007JJ00,2870,0.58,45,16,0.09
3336,2, 9, 3,2008JJ00,2755,0.53,45,16,0.09
3337,2, 9, 3,2009JJ00,2320,0.43,39,17,0.07
3338,2, 9, 3,2010JJ00,2085,0.38,30,14,0.05
3339,2, 9, 4,2004JJ00,4100,0.99,559,136,1.35
3340,2, 9, 4,2005JJ00,1970,0.47,296,150,0.71
3341,2, 9, 4,2006JJ00,1620,0.35,269,166,0.58
3342,2, 9, 4,2007JJ00,1505,0.3,282,188,0.57
3343,2, 9, 4,2008JJ00,1875,0.36,384,205,0.74
3344,2, 9, 4,2009JJ00,2150,0.4,492,229,0.92
3345,2, 9, 4,2010JJ00,2615,0.47,621,237,1.12
3346,2, 9, 5,2004JJ00,685,0.17,80,116,0.19
3347,2, 9, 5,2005JJ00,810,0.19,103,127,0.25
3348,2, 9, 5,2006JJ00,890,0.19,109,122,0.23
3349,2, 9, 5,2007JJ00,750,0.15,97,129,0.19
3350,2, 9, 5,2008JJ00,580,0.11,82,141,0.16
3351,2, 9, 5,2009JJ00,480,0.09,72,150,0.13
3352,2, 9, 5,2010JJ00,465,0.08,71,153,0.13
3353,2, 9, 6,2004JJ00,1535,0.37,173,112,0.42
3354,2, 9, 6,2005JJ00,1565,0.37,136,87,0.32
3355,2, 9, 6,2006JJ00,1720,0.37,145,84,0.31
3356,2, 9, 6,2007JJ00,2180,0.44,198,91,0.4
3357,2, 9, 6,2008JJ00,2290,0.44,200,88,0.38
3358,2, 9, 6,2009JJ00,2115,0.4,201,95,0.38
3359,2, 9, 6,2010JJ00,2255,0.41,207,92,0.37
3360,2, 9, 7,2004JJ00,2760,0.67,705,256,1.71
3361,2, 9, 7,2005JJ00,2810,0.67,777,276,1.85
3362,2, 9, 7,2006JJ00,2905,0.63,865,298,1.87
3363,2, 9, 7,2007JJ00,2495,0.5,819,328,1.64
3364,2, 9, 7,2008JJ00,2200,0.42,732,333,1.4
3365,2, 9, 7,2009JJ00,1995,0.37,673,338,1.26
3366,2, 9, 7,2010JJ00,1870,0.34,627,336,1.14
3367,2, 9, 8,2004JJ00,13865,3.36,1191,86,2.88
3368,2, 9, 8,2005JJ00,13675,3.26,1515,111,3.61
3369,2, 9, 8,2006JJ00,14575,3.15,1681,115,3.63
3370,2, 9, 8,2007JJ00,14460,2.9,1712,118,3.44
3371,2, 9, 8,2008JJ00,14575,2.8,1740,119,3.34
3372,2, 9, 8,2009JJ00,14925,2.79,1836,123,3.43
3373,2, 9, 8,2010JJ00,15775,2.85,1972,125,3.57
3374,2, 9, 9,2004JJ00,9645,2.34,742,77,1.8
3375,2, 9, 9,2005JJ00,7075,1.69,501,71,1.19
3376,2, 9, 9,2006JJ00,7020,1.52,531,76,1.15
3377,2, 9, 9,2007JJ00,7350,1.48,593,81,1.19
3378,2, 9, 9,2008JJ00,8045,1.54,655,81,1.26
3379,2, 9, 9,2009JJ00,8305,1.55,725,87,1.35
3380,2, 9, 9,2010JJ00,9190,1.66,812,88,1.47
3381,2, 9,10,2004JJ00,7840,1.9,312,40,0.76
3382,2, 9,10,2005JJ00,7790,1.86,265,34,0.63
3383,2, 9,10,2006JJ00,8305,1.8,284,34,0.61
3384,2, 9,10,2007JJ00,8290,1.67,287,35,0.58
3385,2, 9,10,2008JJ00,7820,1.5,245,31,0.47
3386,2, 9,10,2009JJ00,6910,1.29,215,31,0.4
3387,2, 9,10,2010JJ00,6675,1.21,193,29,0.35
3388,2,10, 0,2004JJ00,28390,8.07,3409,120,9.68
3389,2,10, 0,2005JJ00,27075,7.52,3391,125,9.41
3390,2,10, 0,2006JJ00,27550,7.55,3594,130,9.85
3391,2,10, 0,2007JJ00,27460,7.38,3580,130,9.62
3392,2,10, 0,2008JJ00,28185,7.36,3732,132,9.75
3393,2,10, 0,2009JJ00,28495,7.2,3897,137,9.84
3394,2,10, 0,2010JJ00,29100,7.22,4031,139,10.0
3395,2,10, 1,2004JJ00,9460,2.69,866,91,2.46
3396,2,10, 1,2005JJ00,11930,3.31,1271,107,3.53
3397,2,10, 1,2006JJ00,13005,3.57,1412,109,3.87
3398,2,10, 1,2007JJ00,13175,3.54,1467,111,3.94
3399,2,10, 1,2008JJ00,13485,3.52,1522,113,3.98
3400,2,10, 1,2009JJ00,13930,3.52,1635,117,4.13
3401,2,10, 1,2010JJ00,14075,3.49,1687,120,4.18
3402,2,10, 2,2004JJ00,1610,0.46,147,91,0.42
3403,2,10, 2,2005JJ00,1045,0.29,91,87,0.25
3404,2,10, 2,2006JJ00,1065,0.29,73,69,0.2
3405,2,10, 2,2007JJ00,1640,0.44,69,42,0.18
3406,2,10, 2,2008JJ00,2265,0.59,117,52,0.31
3407,2,10, 2,2009JJ00,2645,0.67,141,53,0.36
3408,2,10, 2,2010JJ00,3175,0.79,176,55,0.44
3409,2,10, 3,2004JJ00,3475,0.99,72,21,0.2
3410,2,10, 3,2005JJ00,3025,0.84,42,14,0.12
3411,2,10, 3,2006JJ00,3070,0.84,44,14,0.12
3412,2,10, 3,2007JJ00,2870,0.77,41,14,0.11
3413,2,10, 3,2008JJ00,2725,0.71,40,15,0.1
3414,2,10, 3,2009JJ00,2335,0.59,35,15,0.09
3415,2,10, 3,2010JJ00,2115,0.52,32,15,0.08
3416,2,10, 4,2004JJ00,6030,1.71,805,133,2.29
3417,2,10, 4,2005JJ00,3030,0.84,457,151,1.27
3418,2,10, 4,2006JJ00,2475,0.68,420,170,1.15
3419,2,10, 4,2007JJ00,2305,0.62,448,194,1.2
3420,2,10, 4,2008JJ00,2890,0.76,618,214,1.61
3421,2,10, 4,2009JJ00,3395,0.86,769,227,1.94
3422,2,10, 4,2010JJ00,3775,0.94,879,233,2.18
3423,2,10, 5,2004JJ00,1035,0.29,116,113,0.33
3424,2,10, 5,2005JJ00,1305,0.36,154,118,0.43
3425,2,10, 5,2006JJ00,1275,0.35,162,126,0.44
3426,2,10, 5,2007JJ00,1060,0.28,142,134,0.38
3427,2,10, 5,2008JJ00,810,0.21,116,143,0.3
3428,2,10, 5,2009JJ00,645,0.16,91,141,0.23
3429,2,10, 5,2010JJ00,575,0.14,84,146,0.21
3430,2,10, 6,2004JJ00,2180,0.62,232,106,0.66
3431,2,10, 6,2005JJ00,2320,0.64,179,77,0.5
3432,2,10, 6,2006JJ00,2180,0.6,179,82,0.49
3433,2,10, 6,2007JJ00,2655,0.71,237,89,0.64
3434,2,10, 6,2008JJ00,2690,0.7,253,94,0.66
3435,2,10, 6,2009JJ00,2600,0.66,257,99,0.65
3436,2,10, 6,2010JJ00,2590,0.64,255,99,0.63
3437,2,10, 7,2004JJ00,4600,1.31,1171,254,3.33
3438,2,10, 7,2005JJ00,4415,1.23,1197,271,3.32
3439,2,10, 7,2006JJ00,4475,1.23,1304,291,3.57
3440,2,10, 7,2007JJ00,3760,1.01,1176,313,3.16
3441,2,10, 7,2008JJ00,3315,0.87,1066,322,2.79
3442,2,10, 7,2009JJ00,2940,0.74,969,329,2.45
3443,2,10, 7,2010JJ00,2795,0.69,918,328,2.28
3444,2,10, 8,2004JJ00,21125,6.0,1840,87,5.23
3445,2,10, 8,2005JJ00,20680,5.74,2267,110,6.29
3446,2,10, 8,2006JJ00,21235,5.82,2435,115,6.68
3447,2,10, 8,2007JJ00,20300,5.45,2418,119,6.5
3448,2,10, 8,2008JJ00,20505,5.36,2466,120,6.44
3449,2,10, 8,2009JJ00,20910,5.28,2605,125,6.58
3450,2,10, 8,2010JJ00,21220,5.26,2675,126,6.64
3451,2,10, 9,2004JJ00,14425,4.1,1099,76,3.12
3452,2,10, 9,2005JJ00,10815,3.0,750,69,2.08
3453,2,10, 9,2006JJ00,10200,2.8,779,76,2.13
3454,2,10, 9,2007JJ00,10360,2.78,813,79,2.19
3455,2,10, 9,2008JJ00,11165,2.92,960,86,2.51
3456,2,10, 9,2009JJ00,11585,2.93,1033,89,2.61
3457,2,10, 9,2010JJ00,12330,3.06,1106,90,2.75
3458,2,10,10,2004JJ00,11290,3.21,470,42,1.33
3459,2,10,10,2005JJ00,11065,3.07,374,34,1.04
3460,2,10,10,2006JJ00,11005,3.02,379,34,1.04
3461,2,10,10,2007JJ00,10345,2.78,348,34,0.94
3462,2,10,10,2008JJ00,9540,2.49,307,32,0.8
3463,2,10,10,2009JJ00,8525,2.15,259,30,0.65
3464,2,10,10,2010JJ00,8075,2.0,250,31,0.62
3465,2,11, 0,2004JJ00,53495,16.73,6900,129,21.58
3466,2,11, 0,2005JJ00,49535,15.57,6729,136,21.15
3467,2,11, 0,2006JJ00,48850,15.31,6796,139,21.3
3468,2,11, 0,2007JJ00,47525,14.89,6579,138,20.61
3469,2,11, 0,2008JJ00,47280,14.55,6516,138,20.05
3470,2,11, 0,2009JJ00,46360,14.0,6614,143,19.97
3471,2,11, 0,2010JJ00,46620,13.73,6677,143,19.66
3472,2,11, 1,2004JJ00,19090,5.97,1804,94,5.64
3473,2,11, 1,2005JJ00,22990,7.23,2527,110,7.94
3474,2,11, 1,2006JJ00,23835,7.47,2675,112,8.38
3475,2,11, 1,2007JJ00,23475,7.36,2661,113,8.34
3476,2,11, 1,2008JJ00,23605,7.26,2697,114,8.3
3477,2,11, 1,2009JJ00,23210,7.01,2734,118,8.25
3478,2,11, 1,2010JJ00,22815,6.72,2733,120,8.05
3479,2,11, 2,2004JJ00,2660,0.83,296,111,0.93
3480,2,11, 2,2005JJ00,1760,0.55,168,95,0.53
3481,2,11, 2,2006JJ00,1935,0.61,108,56,0.34
3482,2,11, 2,2007JJ00,2865,0.9,142,50,0.45
3483,2,11, 2,2008JJ00,3855,1.19,208,54,0.64
3484,2,11, 2,2009JJ00,4330,1.31,249,58,0.75
3485,2,11, 2,2010JJ00,5270,1.55,328,62,0.97
3486,2,11, 3,2004JJ00,4170,1.3,88,21,0.28
3487,2,11, 3,2005JJ00,3670,1.15,52,14,0.16
3488,2,11, 3,2006JJ00,3680,1.15,59,16,0.18
3489,2,11, 3,2007JJ00,3390,1.06,50,15,0.16
3490,2,11, 3,2008JJ00,3000,0.92,45,15,0.14
3491,2,11, 3,2009JJ00,2445,0.74,37,15,0.11
3492,2,11, 3,2010JJ00,2335,0.69,38,16,0.11
3493,2,11, 4,2004JJ00,11810,3.69,1607,136,5.03
3494,2,11, 4,2005JJ00,6020,1.89,922,153,2.9
3495,2,11, 4,2006JJ00,4735,1.48,814,172,2.55
3496,2,11, 4,2007JJ00,4615,1.45,889,193,2.78
3497,2,11, 4,2008JJ00,5645,1.74,1176,208,3.62
3498,2,11, 4,2009JJ00,6510,1.96,1447,222,4.37
3499,2,11, 4,2010JJ00,6920,2.04,1614,233,4.75
3500,2,11, 5,2004JJ00,2005,0.63,239,119,0.75
3501,2,11, 5,2005JJ00,2295,0.72,304,132,0.95
3502,2,11, 5,2006JJ00,2350,0.74,308,131,0.97
3503,2,11, 5,2007JJ00,1795,0.56,249,139,0.78
3504,2,11, 5,2008JJ00,1300,0.4,182,140,0.56
3505,2,11, 5,2009JJ00,1005,0.3,148,147,0.45
3506,2,11, 5,2010JJ00,845,0.25,125,148,0.37
3507,2,11, 6,2004JJ00,4015,1.26,446,111,1.4
3508,2,11, 6,2005JJ00,3535,1.11,281,79,0.88
3509,2,11, 6,2006JJ00,3430,1.08,291,85,0.91
3510,2,11, 6,2007JJ00,4090,1.28,391,96,1.23
3511,2,11, 6,2008JJ00,3890,1.2,390,100,1.2
3512,2,11, 6,2009JJ00,3605,1.09,382,106,1.15
3513,2,11, 6,2010JJ00,3750,1.1,392,104,1.15
3514,2,11, 7,2004JJ00,9745,3.05,2419,248,7.57
3515,2,11, 7,2005JJ00,9265,2.91,2476,267,7.78
3516,2,11, 7,2006JJ00,8885,2.78,2542,286,7.97
3517,2,11, 7,2007JJ00,7295,2.29,2197,301,6.88
3518,2,11, 7,2008JJ00,5980,1.84,1818,304,5.59
3519,2,11, 7,2009JJ00,5255,1.59,1617,308,4.88
3520,2,11, 7,2010JJ00,4685,1.38,1449,309,4.27
3521,2,11, 8,2004JJ00,42650,13.34,3855,90,12.06
3522,2,11, 8,2005JJ00,40575,12.75,4593,113,14.44
3523,2,11, 8,2006JJ00,39805,12.48,4684,118,14.68
3524,2,11, 8,2007JJ00,37180,11.65,4485,121,14.05
3525,2,11, 8,2008JJ00,36530,11.24,4423,121,13.61
3526,2,11, 8,2009JJ00,35980,10.86,4489,125,13.55
3527,2,11, 8,2010JJ00,35265,10.38,4450,126,13.1
3528,2,11, 9,2004JJ00,28230,8.83,2266,80,7.09
3529,2,11, 9,2005JJ00,20580,6.47,1496,73,4.7
3530,2,11, 9,2006JJ00,18985,5.95,1462,77,4.58
3531,2,11, 9,2007JJ00,18865,5.91,1512,80,4.74
3532,2,11, 9,2008JJ00,19375,5.96,1647,85,5.07
3533,2,11, 9,2009JJ00,19700,5.95,1746,89,5.27
3534,2,11, 9,2010JJ00,20625,6.07,1875,91,5.52
3535,2,11,10,2004JJ00,19930,6.23,780,39,2.44
3536,2,11,10,2005JJ00,18765,5.9,640,34,2.01
3537,2,11,10,2006JJ00,18345,5.75,650,35,2.04
3538,2,11,10,2007JJ00,16565,5.19,583,35,1.83
3539,2,11,10,2008JJ00,14170,4.36,447,32,1.37
3540,2,11,10,2009JJ00,12315,3.72,379,31,1.14
3541,2,11,10,2010JJ00,11615,3.42,352,30,1.04
3542,2,12, 0,2004JJ00,84955,30.56,12190,143,43.85
3543,2,12, 0,2005JJ00,82875,29.5,12355,149,43.97
3544,2,12, 0,2006JJ00,83050,29.37,12797,154,45.26
3545,2,12, 0,2007JJ00,81965,28.66,12555,153,43.9
3546,2,12, 0,2008JJ00,80600,28.15,12336,153,43.08
3547,2,12, 0,2009JJ00,79145,27.51,12339,156,42.89
3548,2,12, 0,2010JJ00,76720,26.67,12136,158,42.19
3549,2,12, 1,2004JJ00,30605,11.01,3069,100,11.04
3550,2,12, 1,2005JJ00,38320,13.64,4230,110,15.05
3551,2,12, 1,2006JJ00,39975,14.14,4535,113,16.04
3552,2,12, 1,2007JJ00,39860,13.94,4569,115,15.97
3553,2,12, 1,2008JJ00,39105,13.66,4546,116,15.87
3554,2,12, 1,2009JJ00,38595,13.42,4654,121,16.18
3555,2,12, 1,2010JJ00,36150,12.57,4450,123,15.47
3556,2,12, 2,2004JJ00,3905,1.4,615,158,2.21
3557,2,12, 2,2005JJ00,2945,1.05,474,161,1.69
3558,2,12, 2,2006JJ00,3190,1.13,350,110,1.24
3559,2,12, 2,2007JJ00,5115,1.79,428,84,1.5
3560,2,12, 2,2008JJ00,6715,2.35,453,67,1.58
3561,2,12, 2,2009JJ00,7815,2.72,523,67,1.82
3562,2,12, 2,2010JJ00,8885,3.09,611,69,2.12
3563,2,12, 3,2004JJ00,4460,1.6,105,24,0.38
3564,2,12, 3,2005JJ00,4080,1.45,69,17,0.25
3565,2,12, 3,2006JJ00,4230,1.5,73,17,0.26
3566,2,12, 3,2007JJ00,3575,1.25,63,18,0.22
3567,2,12, 3,2008JJ00,3135,1.1,54,17,0.19
3568,2,12, 3,2009JJ00,2625,0.91,44,17,0.15
3569,2,12, 3,2010JJ00,2440,0.85,43,18,0.15
3570,2,12, 4,2004JJ00,18725,6.74,2661,142,9.57
3571,2,12, 4,2005JJ00,10215,3.63,1679,164,5.98
3572,2,12, 4,2006JJ00,8765,3.1,1592,182,5.63
3573,2,12, 4,2007JJ00,9340,3.27,1846,198,6.45
3574,2,12, 4,2008JJ00,11865,4.14,2593,219,9.05
3575,2,12, 4,2009JJ00,13490,4.69,3168,235,11.01
3576,2,12, 4,2010JJ00,13980,4.86,3419,245,11.89
3577,2,12, 5,2004JJ00,3045,1.1,386,127,1.39
3578,2,12, 5,2005JJ00,3750,1.33,496,132,1.77
3579,2,12, 5,2006JJ00,3940,1.39,548,139,1.94
3580,2,12, 5,2007JJ00,2935,1.03,423,144,1.48
3581,2,12, 5,2008JJ00,2000,0.7,288,144,1.01
3582,2,12, 5,2009JJ00,1615,0.56,240,149,0.83
3583,2,12, 5,2010JJ00,1340,0.47,205,153,0.71
3584,2,12, 6,2004JJ00,6500,2.34,737,113,2.65
3585,2,12, 6,2005JJ00,5815,2.07,513,88,1.83
3586,2,12, 6,2006JJ00,5500,1.95,527,96,1.87
3587,2,12, 6,2007JJ00,6390,2.23,684,107,2.39
3588,2,12, 6,2008JJ00,5945,2.08,657,110,2.29
3589,2,12, 6,2009JJ00,5350,1.86,617,115,2.15
3590,2,12, 6,2010JJ00,5380,1.87,653,121,2.27
3591,2,12, 7,2004JJ00,17710,6.37,4617,261,16.61
3592,2,12, 7,2005JJ00,17760,6.32,4894,276,17.42
3593,2,12, 7,2006JJ00,17455,6.17,5171,296,18.29
3594,2,12, 7,2007JJ00,14750,5.16,4544,308,15.89
3595,2,12, 7,2008JJ00,11830,4.13,3746,317,13.08
3596,2,12, 7,2009JJ00,9650,3.35,3093,321,10.75
3597,2,12, 7,2010JJ00,8545,2.97,2753,322,9.57
3598,2,12, 8,2004JJ00,70085,25.21,6646,95,23.9
3599,2,12, 8,2005JJ00,70040,24.93,8081,115,28.76
3600,2,12, 8,2006JJ00,70125,24.8,8474,121,29.97
3601,2,12, 8,2007JJ00,66890,23.39,8249,123,28.84
3602,2,12, 8,2008JJ00,64805,22.63,8106,125,28.31
3603,2,12, 8,2009JJ00,63350,22.02,8169,129,28.39
3604,2,12, 8,2010JJ00,60010,20.86,7864,131,27.34
3605,2,12, 9,2004JJ00,46840,16.85,4283,91,15.41
3606,2,12, 9,2005JJ00,36730,13.07,3142,86,11.18
3607,2,12, 9,2006JJ00,34905,12.35,3154,90,11.16
3608,2,12, 9,2007JJ00,35595,12.45,3270,92,11.43
3609,2,12, 9,2008JJ00,36360,12.7,3488,96,12.18
3610,2,12, 9,2009JJ00,36310,12.62,3567,98,12.4
3611,2,12, 9,2010JJ00,36790,12.79,3703,101,12.87
3612,2,12,10,2004JJ00,31720,11.41,1261,40,4.54
3613,2,12,10,2005JJ00,31400,11.18,1132,36,4.03
3614,2,12,10,2006JJ00,31120,11.01,1168,38,4.13
3615,2,12,10,2007JJ00,27650,9.67,1036,37,3.62
3616,2,12,10,2008JJ00,22915,8.0,742,32,2.59
3617,2,12,10,2009JJ00,19240,6.69,604,31,2.1
3618,2,12,10,2010JJ00,17705,6.15,569,32,1.98
3619,2,13, 0,2004JJ00,99655,43.39,16644,167,72.47
3620,2,13, 0,2005JJ00,98185,42.94,16843,172,73.66
3621,2,13, 0,2006JJ00,99735,43.65,17538,176,76.76
3622,2,13, 0,2007JJ00,99220,43.51,17374,175,76.19
3623,2,13, 0,2008JJ00,98925,43.26,17241,174,75.39
3624,2,13, 0,2009JJ00,98185,42.83,17378,177,75.81
3625,2,13, 0,2010JJ00,97605,41.91,17415,178,74.78
3626,2,13, 1,2004JJ00,31795,13.84,3318,104,14.45
3627,2,13, 1,2005JJ00,40165,17.56,4551,113,19.9
3628,2,13, 1,2006JJ00,42680,18.68,4907,115,21.48
3629,2,13, 1,2007JJ00,43015,18.86,5005,116,21.95
3630,2,13, 1,2008JJ00,42720,18.68,5035,118,22.02
3631,2,13, 1,2009JJ00,42260,18.44,5148,122,22.46
3632,2,13, 1,2010JJ00,40535,17.41,5061,125,21.73
3633,2,13, 2,2004JJ00,4555,1.98,1137,249,4.95
3634,2,13, 2,2005JJ00,3865,1.69,797,206,3.48
3635,2,13, 2,2006JJ00,4125,1.81,754,183,3.3
3636,2,13, 2,2007JJ00,6355,2.79,814,128,3.57
3637,2,13, 2,2008JJ00,8990,3.93,975,108,4.27
3638,2,13, 2,2009JJ00,10570,4.61,990,94,4.32
3639,2,13, 2,2010JJ00,12500,5.37,1096,88,4.71
