ID,Perioden,ProductieBasisprijzen_1,IntermediairVerbruik_2,TotaalBrutoToegevoegdeWaarde_3,ALandbouwBosbouwEnVisserij_4,BENijverheidGeenBouwEnEnergie_5,BDelfstoffenwinning_6,CIndustrie_7,DEnergievoorziening_8,EWaterbedrijvenEnAfvalbeheer_9,FBouwnijverheid_10,GIHandelVervoerEnHoreca_11,JInformatieEnCommunicatie_12,KFinancieleDienstverlening_13,LVerhuurEnHandelVanOnroerendGoed_14,MNZakelijkeDienstverlening_15,OQOverheidEnZorg_16,RUCultuurRecreatieOverigeDiensten_17,Saldo_18,ProductgebondenBelastingen_19,ProductgebondenSubsidies_20,VerschilToegerekendeEnAfgedragenBtw_21,BrutoBinnenlandsProduct_22,ProductieBasisprijzen_23,IntermediairVerbruik_24,TotaalBrutoToegevoegdeWaarde_25,ALandbouwBosbouwEnVisserij_26,BENijverheidGeenBouwEnEnergie_27,BDelfstoffenwinning_28,CIndustrie_29,DEnergievoorziening_30,EWaterbedrijvenEnAfvalbeheer_31,FBouwnijverheid_32,GIHandelVervoerEnHoreca_33,JInformatieEnCommunicatie_34,KFinancieleDienstverlening_35,LVerhuurEnHandelVanOnroerendGoed_36,MNZakelijkeDienstverlening_37,OQOverheidEnZorg_38,RUCultuurRecreatieOverigeDiensten_39,Saldo_40,ProductgebondenBelastingen_41,ProductgebondenSubsidies_42,VerschilToegerekendeEnAfgedragenBtw_43,BrutoBinnenlandsProduct_44,ProductieBasisprijzen_45,IntermediairVerbruik_46,TotaalBrutoToegevoegdeWaarde_47,ALandbouwBosbouwEnVisserij_48,BENijverheidGeenBouwEnEnergie_49,BDelfstoffenwinning_50,CIndustrie_51,DEnergievoorziening_52,EWaterbedrijvenEnAfvalbeheer_53,FBouwnijverheid_54,GIHandelVervoerEnHoreca_55,JInformatieEnCommunicatie_56,KFinancieleDienstverlening_57,LVerhuurEnHandelVanOnroerendGoed_58,MNZakelijkeDienstverlening_59,OQOverheidEnZorg_60,RUCultuurRecreatieOverigeDiensten_61,Saldo_62,ProductgebondenBelastingen_63,ProductgebondenSubsidies_64,VerschilToegerekendeEnAfgedragenBtw_65,BrutoBinnenlandsProduct_66,ProductieBasisprijzen_67,IntermediairVerbruik_68,TotaalBrutoToegevoegdeWaarde_69,ALandbouwBosbouwEnVisserij_70,BENijverheidGeenBouwEnEnergie_71,BDelfstoffenwinning_72,CIndustrie_73,DEnergievoorziening_74,EWaterbedrijvenEnAfvalbeheer_75,FBouwnijverheid_76,GIHandelVervoerEnHoreca_77,JInformatieEnCommunicatie_78,KFinancieleDienstverlening_79,LVerhuurEnHandelVanOnroerendGoed_80,MNZakelijkeDienstverlening_81,OQOverheidEnZorg_82,RUCultuurRecreatieOverigeDiensten_83,Saldo_84,ProductgebondenBelastingen_85,ProductgebondenSubsidies_86,VerschilToegerekendeEnAfgedragenBtw_87,BrutoBinnenlandsProduct_88,TotaalBeloningVanWerknemers_89,LonenEnSalarissen_90,SocialePremiesTLVWerkgevers_91,Saldo_92,BelastingenOpProductieEnInvoer_93,Subsidies_94,Bruto_95,Afschrijvingen_96,Netto_97,BrutoBinnenlandsProduct_98,TotaalBeloningVanWerknemers_99,LonenEnSalarissen_100,SocialePremiesTLVWerkgevers_101,Saldo_102,BelastingenOpProductieEnInvoer_103,Subsidies_104,Bruto_105,Afschrijvingen_106,Netto_107,BrutoBinnenlandsProduct_108,TotaalBeloningVanWerknemers_109,LonenEnSalarissen_110,SocialePremiesTLVWerkgevers_111,Saldo_112,BelastingenOpProductieEnInvoer_113,Subsidies_114,Bruto_115,Afschrijvingen_116,Netto_117,BrutoBinnenlandsProduct_118,TotaalBeloningVanWerknemers_119,LonenEnSalarissen_120,SocialePremiesTLVWerkgevers_121,Saldo_122,BelastingenOpProductieEnInvoer_123,Subsidies_124,Bruto_125,Afschrijvingen_126,Netto_127,BrutoBinnenlandsProduct_128,TotaalBrutoNationaleBestedingen_129,Totaal_130,Huishoudens_131,Overheid_132,Totaal_133,BedrijvenEnHuishoudens_134,Overheid_135,VeranderingInVoorraden_136,Totaal_137,Goederen_138,Diensten_139,Totaal_140,Goederen_141,Diensten_142,BrutoBinnenlandsProduct_143,TotaalBrutoNationaleBestedingen_144,Totaal_145,Huishoudens_146,Overheid_147,Totaal_148,BedrijvenEnHuishoudens_149,Overheid_150,VeranderingInVoorraden_151,Totaal_152,Goederen_153,Diensten_154,Totaal_155,Goederen_156,Diensten_157,BrutoBinnenlandsProduct_158,TotaalBrutoNationaleBestedingen_159,Totaal_160,Huishoudens_161,Overheid_162,Totaal_163,BedrijvenEnHuishoudens_164,Overheid_165,VeranderingInVoorraden_166,Totaal_167,Goederen_168,Diensten_169,Totaal_170,Goederen_171,Diensten_172,BrutoBinnenlandsProduct_173,TotaalBrutoNationaleBestedingen_174,Totaal_175,Huishoudens_176,Overheid_177,Totaal_178,BedrijvenEnHuishoudens_179,Overheid_180,VeranderingInVoorraden_181,Totaal_182,Goederen_183,Diensten_184,Totaal_185,Goederen_186,Diensten_187,BrutoBinnenlandsProduct_188
24,1993JJ00,519935.0,267134.0,252801.0,8594.0,54545.0,7264.0,41383.0,3849.0,2049.0,14513.0,52040.0,7983.0,13677.0,19172.0,23202.0,52816.0,6259.0,23260.0,30543.0,7283.0,-48.0,276013.0,686517.0,354585.0,332063.0,7752.0,66043.0,14521.0,45492.0,5108.0,2791.0,23564.0,58766.0,7932.0,23969.0,24988.0,32736.0,80931.0,9529.0,38694.0,44570.0,5041.0,,371418.0,0.8,0.4,1.2,2.8,-0.2,2.6,-0.7,0.9,-3.4,-2.3,0.7,1.0,5.6,3.0,2.1,1.8,1.1,2.1,2.3,2.6,,1.3,75.7,75.3,76.1,110.9,82.6,50.0,91.0,75.3,73.4,61.6,88.6,100.6,57.1,76.7,70.9,65.3,65.7,60.1,68.5,144.5,,74.3,147027.0,126702.0,20325.0,25782.0,33656.0,7874.0,103204.0,42437.0,60767.0,276013.0,,,,42876.0,48462.0,5466.0,,49633.0,,371418.0,,,,2.2,2.1,1.7,,3.1,,1.3,,,,60.1,69.4,144.1,,85.5,,74.3,261029.0,204231.0,137805.0,66426.0,58302.0,49429.0,8873.0,-1504.0,150658.0,117104.0,33554.0,135674.0,103345.0,32329.0,276013.0,345228.0,279476.0,184463.0,95431.0,67976.0,57827.0,10110.0,-1169.0,165521.0,124148.0,41838.0,142374.0,101232.0,42196.0,371418.0,-0.8,1.3,0.8,2.2,-1.6,-1.9,-0.4,,4.0,4.3,2.7,0.4,0.7,-0.6,1.3,75.6,73.1,74.7,69.6,85.8,85.5,87.8,,91.0,94.3,80.2,95.3,102.1,76.6,74.3
25,1994JJ00,545755.0,281274.0,264481.0,9107.0,56338.0,7133.0,43021.0,3957.0,2227.0,14959.0,54290.0,8427.0,15394.0,20712.0,24901.0,53970.0,6383.0,24086.0,30740.0,6654.0,1481.0,290048.0,707859.0,366665.0,341340.0,7950.0,68856.0,14657.0,47912.0,5084.0,2888.0,23812.0,60985.0,8311.0,23334.0,26444.0,34616.0,80856.0,9499.0,40512.0,45968.0,4948.0,,382416.0,3.1,3.4,2.8,2.6,4.3,0.9,5.3,-0.5,3.5,1.1,3.8,4.8,-2.6,5.8,5.7,-0.1,-0.3,4.7,3.1,-1.9,,3.0,77.1,76.7,77.5,114.5,81.8,48.7,89.8,77.8,77.1,62.8,89.0,101.4,66.0,78.3,71.9,66.7,67.2,59.5,66.9,134.5,,75.8,150603.0,130352.0,20251.0,26724.0,34018.0,7294.0,112721.0,43636.0,69085.0,290048.0,,,,44684.0,49946.0,5427.0,,50919.0,,382416.0,,,,4.2,3.1,-0.7,,2.6,,3.0,,,,59.8,68.1,134.4,,85.7,,75.8,273716.0,213338.0,144084.0,69254.0,59649.0,50418.0,9231.0,729.0,164709.0,128770.0,35939.0,148377.0,114022.0,34355.0,290048.0,354974.0,285017.0,188063.0,97385.0,69361.0,58843.0,10474.0,1478.0,179871.0,136182.0,43970.0,155236.0,111965.0,43893.0,382416.0,2.8,2.0,2.0,2.0,2.0,1.8,3.6,,8.7,9.7,5.1,9.0,10.6,4.0,3.0,77.1,74.9,76.6,71.1,86.0,85.7,88.1,,91.6,94.6,81.7,95.6,101.8,78.3,75.8
26,1995JJ00,573964.0,298278.0,275686.0,9261.0,59630.0,7367.0,45714.0,4152.0,2397.0,15217.0,55801.0,8978.0,17384.0,20436.0,27191.0,55170.0,6618.0,28558.0,32666.0,4108.0,1017.0,305261.0,732536.0,381250.0,351455.0,8105.0,70957.0,14454.0,49760.0,5145.0,3033.0,23540.0,63216.0,8870.0,24329.0,27633.0,37470.0,80516.0,9718.0,42292.0,47479.0,4913.0,,394332.0,3.5,4.0,3.0,1.9,3.1,-1.4,3.9,1.2,5.0,-1.1,3.7,6.7,4.3,4.5,8.2,-0.4,2.3,4.4,3.3,-0.7,,3.1,78.4,78.2,78.4,114.3,84.0,51.0,91.9,80.7,79.0,64.6,88.3,101.2,71.5,74.0,72.6,68.5,68.1,67.5,68.8,83.6,,77.4,155837.0,133469.0,22368.0,31035.0,35973.0,4938.0,118389.0,45226.0,73163.0,305261.0,,,,46040.0,51338.0,5529.0,,52399.0,,394332.0,,,,3.0,2.8,1.9,,2.9,,3.1,,,,67.4,70.1,89.3,,86.3,,77.4,287918.0,223745.0,151058.0,72687.0,63500.0,53868.0,9632.0,673.0,181219.0,144366.0,36853.0,163876.0,126867.0,37009.0,305261.0,366572.0,292466.0,193074.0,99828.0,73446.0,62532.0,10874.0,1334.0,196435.0,151098.0,45272.0,171006.0,124683.0,46604.0,394332.0,3.3,2.6,2.7,2.5,5.9,6.3,3.8,,9.2,11.0,3.0,10.2,11.4,6.2,3.1,78.5,76.5,78.2,72.8,86.5,86.1,88.6,,92.3,95.5,81.4,95.8,101.8,79.4,77.4
27,1996JJ00,607125.0,320046.0,287079.0,9095.0,60890.0,8207.0,45732.0,4367.0,2584.0,15648.0,57596.0,10204.0,18235.0,22251.0,30392.0,55813.0,6955.0,31524.0,35010.0,3486.0,1152.0,319755.0,762986.0,401083.0,362089.0,7912.0,72743.0,15470.0,50501.0,5386.0,3168.0,23223.0,65578.0,9731.0,25530.0,28654.0,40902.0,80657.0,9878.0,45120.0,49511.0,4300.0,,407765.0,4.2,5.2,3.0,-2.4,2.5,7.0,1.5,4.7,4.5,-1.3,3.7,9.7,4.9,3.7,9.2,0.2,1.6,6.7,4.3,-12.5,,3.4,79.6,79.8,79.3,114.9,83.7,53.1,90.6,81.1,81.6,67.4,87.8,104.9,71.4,77.7,74.3,69.2,70.4,69.9,70.7,81.1,,78.4,161820.0,138394.0,23426.0,33382.0,38435.0,5053.0,124553.0,47150.0,77403.0,319755.0,,,,47814.0,53640.0,5996.0,,54285.0,,407765.0,,,,3.9,4.5,8.4,,3.6,,3.4,,,,69.8,71.7,84.3,,86.9,,78.4,302870.0,233488.0,160658.0,72830.0,69149.0,58494.0,10655.0,233.0,190674.0,150899.0,39775.0,173789.0,133461.0,40328.0,319755.0,380754.0,300272.0,201375.0,99109.0,79712.0,67737.0,11927.0,1057.0,205031.0,156787.0,48336.0,180053.0,130768.0,49725.0,407765.0,3.9,2.7,4.3,-0.7,8.5,8.3,9.7,,4.4,3.8,6.8,5.3,4.9,6.7,3.4,79.5,77.8,79.8,73.5,86.7,86.4,89.3,,93.0,96.2,82.3,96.5,102.1,81.1,78.4
28,1997JJ00,650820.0,344281.0,306539.0,10250.0,62207.0,8415.0,47078.0,3906.0,2808.0,16447.0,63409.0,12156.0,18975.0,24480.0,32858.0,58233.0,7524.0,34723.0,38263.0,3540.0,975.0,342237.0,800566.0,423408.0,377338.0,8521.0,72610.0,14441.0,51229.0,4891.0,3387.0,23677.0,70539.0,11605.0,27518.0,29786.0,43108.0,81750.0,10132.0,47248.0,51708.0,4382.0,,425211.0,4.9,5.6,4.2,7.7,-0.2,-6.7,1.4,-9.2,6.9,2.0,7.6,19.3,7.8,4.0,5.4,1.4,2.6,4.7,4.4,1.9,,4.3,81.3,81.3,81.2,120.3,85.7,58.3,91.9,79.9,82.9,69.5,89.9,104.7,69.0,82.2,76.2,71.2,74.3,73.5,74.0,80.8,,80.5,171222.0,146979.0,24243.0,36131.0,41702.0,5571.0,134884.0,49309.0,85575.0,342237.0,,,,49176.0,55795.0,6700.0,,56604.0,,425211.0,,,,2.8,4.0,11.7,,4.3,,4.3,,,,73.5,74.7,83.2,,87.1,,80.5,322830.0,246651.0,170179.0,76472.0,75118.0,65088.0,10030.0,1061.0,216691.0,170935.0,45756.0,197284.0,151852.0,45432.0,342237.0,397831.0,309813.0,208427.0,101549.0,86506.0,75226.0,11285.0,1431.0,227349.0,172928.0,54681.0,201457.0,146558.0,55327.0,425211.0,4.5,3.2,3.5,2.5,8.5,11.1,-5.4,,10.9,10.3,13.1,11.9,12.1,11.3,4.3,81.1,79.6,81.6,75.3,86.8,86.5,88.9,,95.3,98.8,83.7,97.9,103.6,82.1,80.5
29,1998JJ00,685191.0,361164.0,324027.0,9252.0,63650.0,7079.0,49436.0,4224.0,2911.0,17553.0,68591.0,14040.0,19478.0,26587.0,35633.0,61180.0,8063.0,37337.0,40864.0,3527.0,1100.0,362464.0,838539.0,447099.0,391624.0,8004.0,73690.0,13614.0,52765.0,4907.0,3365.0,24464.0,75190.0,13721.0,29153.0,30458.0,45167.0,82977.0,10447.0,49743.0,54209.0,4404.0,,441894.0,4.7,5.6,3.8,-6.1,1.5,-5.7,3.0,0.3,-0.6,3.3,6.6,18.2,5.9,2.3,4.8,1.5,3.1,5.3,4.8,0.5,,3.9,81.7,80.8,82.7,115.6,86.4,52.0,93.7,86.1,86.5,71.7,91.2,102.3,66.8,87.3,78.9,73.7,77.2,75.1,75.4,80.1,,82.0,184054.0,148291.0,35763.0,38233.0,44472.0,6239.0,140177.0,52383.0,87794.0,362464.0,,,,50695.0,58496.0,7786.0,,59679.0,,441894.0,,,,3.1,4.8,16.2,,5.4,,3.9,,,,75.4,76.0,80.1,,87.8,,82.0,345500.0,263029.0,182540.0,80489.0,80461.0,69727.0,10734.0,2010.0,226766.0,177540.0,49226.0,209802.0,159826.0,49976.0,362464.0,418238.0,323171.0,219136.0,104059.0,92376.0,80264.0,12116.0,2400.0,242695.0,184818.0,58115.0,219592.0,159884.0,60139.0,441894.0,5.1,4.3,5.1,2.5,6.8,6.7,7.4,,6.8,6.9,6.3,9.0,9.1,8.7,3.9,82.6,81.4,83.3,77.3,87.1,86.9,88.6,,93.4,96.1,84.7,95.5,100.0,83.1,82.0
30,1999JJ00,729542.0,385207.0,344335.0,8756.0,64366.0,6270.0,50570.0,4240.0,3286.0,19379.0,73853.0,15940.0,21336.0,28401.0,39011.0,64795.0,8498.0,41192.0,45096.0,3904.0,666.0,386193.0,878815.0,469576.0,409455.0,8465.0,75953.0,13819.0,54548.0,4773.0,3704.0,25868.0,79653.0,16199.0,30233.0,31229.0,48227.0,83879.0,10678.0,52627.0,57118.0,4439.0,,462594.0,4.8,5.0,4.6,5.8,3.1,1.5,3.4,-2.7,10.1,5.7,5.9,18.1,3.7,2.5,6.8,1.1,2.2,5.8,5.4,0.8,,4.7,83.0,82.0,84.1,103.4,84.7,45.4,92.7,88.8,88.7,74.9,92.7,98.4,70.6,90.9,80.9,77.2,79.6,78.3,79.0,87.9,,83.5,197344.0,159361.0,37983.0,42035.0,49114.0,7079.0,146814.0,56326.0,90488.0,386193.0,,,,53355.0,61757.0,8376.0,,63433.0,,462594.0,,,,5.2,5.6,7.6,,6.3,,4.7,,,,78.8,79.5,84.5,,88.8,,83.5,369932.0,281641.0,195774.0,85867.0,88383.0,76732.0,11651.0,-92.0,243457.0,188543.0,54914.0,227196.0,171471.0,55725.0,386193.0,438567.0,337771.0,230668.0,107003.0,100379.0,87285.0,13100.0,33.0,263768.0,200268.0,63839.0,240006.0,174700.0,65787.0,462594.0,4.9,4.5,5.3,2.8,8.7,8.7,8.1,,8.7,8.4,9.8,9.3,9.3,9.4,4.7,84.4,83.4,84.9,80.2,88.0,87.9,88.9,,92.3,94.1,86.0,94.7,98.2,84.7,83.5
31,2000JJ00,806161.0,432746.0,373415.0,9359.0,71271.0,9050.0,54655.0,4060.0,3506.0,21281.0,79571.0,17779.0,22675.0,30701.0,42201.0,69390.0,9187.0,43833.0,48060.0,4227.0,712.0,417960.0,920052.0,494521.0,425829.0,8618.0,80232.0,13176.0,58432.0,4979.0,3855.0,26783.0,83634.0,18797.0,29513.0,31895.0,50339.0,85116.0,11043.0,54445.0,58918.0,4437.0,,480825.0,4.7,5.3,4.0,1.8,5.6,-4.7,7.1,4.3,4.1,3.5,5.0,16.0,-2.4,2.1,4.4,1.5,3.4,3.5,3.2,-0.1,,3.9,87.6,87.5,87.7,108.6,88.8,68.7,93.5,81.5,91.0,79.5,95.1,94.6,76.8,96.3,83.8,81.5,83.2,80.5,81.6,95.3,,86.9,211803.0,170718.0,41085.0,44975.0,52381.0,7406.0,161182.0,61308.0,99874.0,417960.0,,,,55389.0,63710.0,8318.0,,67098.0,,480825.0,,,,3.8,3.2,-0.7,,5.8,,3.9,,,,81.2,82.2,89.0,,91.4,,86.9,394776.0,302694.0,210823.0,91871.0,91652.0,78540.0,13112.0,430.0,292916.0,232334.0,60582.0,269732.0,208558.0,61174.0,417960.0,450575.0,348532.0,239268.0,109089.0,100979.0,86497.0,14472.0,760.0,299256.0,230975.0,68310.0,269229.0,199392.0,69834.0,480825.0,2.7,3.2,3.7,1.9,0.6,-0.9,10.5,,13.5,15.3,7.0,12.2,14.1,6.2,3.9,87.6,86.8,88.1,84.2,90.8,90.8,90.6,,97.9,100.6,88.7,100.2,104.6,87.6,86.9
32,2001JJ00,853164.0,455608.0,397556.0,9614.0,74402.0,11078.0,55228.0,4448.0,3648.0,23089.0,83016.0,19549.0,24345.0,31688.0,46207.0,75671.0,9975.0,49167.0,53104.0,3937.0,1008.0,447731.0,937566.0,504072.0,433798.0,8193.0,81151.0,14115.0,58420.0,5214.0,3845.0,27279.0,83667.0,20684.0,29672.0,32418.0,52365.0,87226.0,11499.0,55887.0,60289.0,4392.0,,490085.0,1.9,1.9,1.9,-4.9,1.1,7.1,0.0,4.7,-0.3,1.9,0.0,10.0,0.5,1.6,4.0,2.5,4.1,2.6,2.3,-1.0,,1.9,91.0,90.4,91.6,117.3,91.7,78.5,94.5,85.3,94.9,84.6,99.2,94.5,82.0,97.7,88.2,86.8,86.7,88.0,88.1,89.6,,91.4,227390.0,182607.0,44783.0,50145.0,57892.0,7747.0,170196.0,65865.0,104331.0,447731.0,,,,56699.0,65503.0,8778.0,,69812.0,,490085.0,,,,2.4,2.8,5.5,,4.0,,1.9,,,,88.4,88.4,88.3,,94.3,,91.4,421820.0,325629.0,224244.0,101385.0,94673.0,80110.0,14563.0,1518.0,301216.0,236721.0,64495.0,275305.0,209757.0,65548.0,447731.0,460842.0,357792.0,243639.0,114066.0,101143.0,85588.0,15548.0,1643.0,305044.0,235065.0,70059.0,275829.0,203493.0,72486.0,490085.0,2.3,2.7,1.8,4.6,0.2,-1.1,7.4,,1.9,1.8,2.6,2.5,2.1,3.8,1.9,91.5,91.0,92.0,88.9,93.6,93.6,93.7,,98.7,100.7,92.1,99.8,103.1,90.4,91.4
33,2002JJ00,870427.0,456053.0,414374.0,8988.0,75196.0,9964.0,55516.0,5879.0,3837.0,24159.0,87054.0,21109.0,26908.0,31192.0,45821.0,83286.0,10661.0,49706.0,53886.0,4180.0,1134.0,465214.0,930469.0,496094.0,434620.0,8048.0,82079.0,14180.0,58442.0,5943.0,4010.0,26426.0,82521.0,21577.0,30185.0,32811.0,49802.0,90027.0,11631.0,55439.0,59556.0,4112.0,,490459.0,-0.8,-1.6,0.2,-1.8,1.1,0.5,0.0,14.0,4.3,-3.1,-1.4,4.3,1.7,1.2,-4.9,3.2,1.2,-0.8,-1.2,-6.4,,0.1,93.5,91.9,95.3,111.7,91.6,70.3,95.0,98.9,95.7,91.4,105.5,97.8,89.1,95.1,92.0,92.5,91.7,89.7,90.5,101.7,,94.9,238825.0,189544.0,49281.0,50731.0,58890.0,8159.0,175658.0,69427.0,106231.0,465214.0,,,,56347.0,64914.0,8542.0,,71844.0,,490459.0,,,,-0.6,-0.9,-2.7,,2.9,,0.1,,,,90.0,90.7,95.5,,96.6,,94.9,434876.0,343289.0,233043.0,110246.0,92862.0,76437.0,16425.0,-1275.0,298450.0,232123.0,66327.0,268112.0,200904.0,67208.0,465214.0,458947.0,363717.0,245897.0,117794.0,96543.0,79404.0,17130.0,-1346.0,307867.0,238058.0,69813.0,276541.0,204216.0,72449.0,490459.0,-0.4,1.7,0.9,3.3,-4.5,-7.2,10.2,,0.9,1.3,-0.4,0.3,0.4,-0.1,0.1,94.8,94.4,94.8,93.6,96.2,96.3,95.9,,96.9,97.5,95.0,97.0,98.4,92.8,94.9
34,2003JJ00,883492.0,458236.0,425256.0,9300.0,77222.0,10395.0,56499.0,6238.0,4090.0,24169.0,85865.0,22338.0,30888.0,30337.0,45689.0,88567.0,10881.0,50978.0,55414.0,4436.0,711.0,476945.0,924808.0,488132.0,436743.0,8401.0,81180.0,13740.0,57917.0,5839.0,4102.0,25127.0,83782.0,22284.0,31609.0,32997.0,47988.0,92306.0,11339.0,55068.0,59298.0,4209.0,,492105.0,-0.6,-1.6,0.5,4.4,-1.1,-3.1,-0.9,-1.8,2.3,-4.9,1.5,3.3,4.7,0.6,-3.6,2.5,-2.5,-0.7,-0.4,2.4,,0.3,95.5,93.9,97.4,110.7,95.1,75.7,97.6,106.8,99.7,96.2,102.5,100.2,97.7,91.9,95.2,95.9,96.0,92.6,93.5,105.4,,96.9,245752.0,193799.0,51953.0,52345.0,60464.0,8119.0,178848.0,71461.0,107387.0,476945.0,,,,56314.0,64548.0,8225.0,,72981.0,,492105.0,,,,-0.1,-0.6,-3.7,,1.6,,0.3,,,,93.0,93.7,98.7,,97.9,,96.9,446985.0,354896.0,238103.0,116793.0,92848.0,75916.0,16932.0,-759.0,300498.0,233263.0,67235.0,270538.0,202221.0,68317.0,476945.0,460943.0,366658.0,245449.0,121213.0,95049.0,77837.0,17204.0,-768.0,312589.0,243186.0,69368.0,281603.0,210645.0,70920.0,492105.0,0.4,0.8,-0.2,2.9,-1.5,-2.0,0.4,,1.5,2.2,-0.6,1.8,3.1,-2.1,0.3,97.0,96.8,97.0,96.4,97.7,97.5,98.4,,96.1,95.9,96.9,96.1,96.0,96.3,96.9
35,2004JJ00,913856.0,476982.0,436874.0,8671.0,79959.0,11267.0,58850.0,5765.0,4077.0,24122.0,87967.0,22530.0,32221.0,31984.0,47061.0,91230.0,11129.0,53876.0,58040.0,4164.0,434.0,491184.0,942523.0,495620.0,446904.0,8872.0,84552.0,15222.0,60113.0,5877.0,4005.0,24487.0,87083.0,22424.0,34053.0,33132.0,48133.0,93069.0,11209.0,55756.0,59881.0,4122.0,,503111.0,1.9,1.5,2.3,5.6,4.2,10.8,3.8,0.7,-2.4,-2.5,3.9,0.6,7.7,0.4,0.3,0.8,-1.1,1.2,1.0,-2.1,,2.2,97.0,96.2,97.8,97.7,94.6,74.0,97.9,98.1,101.8,98.5,101.0,100.5,94.6,96.5,97.8,98.0,99.3,96.6,96.9,101.0,,97.6,251030.0,195648.0,55382.0,55042.0,63301.0,8259.0,185112.0,73498.0,111614.0,491184.0,,,,56812.0,65231.0,8404.0,,74332.0,,503111.0,,,,0.9,1.1,2.2,,1.8,,2.2,,,,96.9,97.0,98.3,,98.9,,97.6,454967.0,361723.0,242781.0,118942.0,92426.0,76610.0,15816.0,818.0,326111.0,256089.0,70022.0,289894.0,220710.0,69184.0,491184.0,463416.0,368982.0,247856.0,121125.0,93553.0,77624.0,15931.0,898.0,337223.0,265575.0,71644.0,297647.0,227671.0,69954.0,503111.0,0.5,0.6,1.0,-0.1,-1.6,-0.3,-7.4,,7.9,9.2,3.3,5.7,8.1,-1.4,2.2,98.2,98.0,98.0,98.2,98.8,98.7,99.3,,96.7,96.4,97.7,97.4,96.9,98.9,97.6
36,2005JJ00,962007.0,505825.0,456182.0,8826.0,84813.0,12532.0,61405.0,6933.0,3943.0,25264.0,90548.0,23372.0,35093.0,33212.0,50029.0,93645.0,11380.0,56587.0,60693.0,4106.0,638.0,513407.0,962007.0,505825.0,456182.0,8826.0,84813.0,12532.0,61405.0,6933.0,3943.0,25264.0,90548.0,23372.0,35093.0,33212.0,50029.0,93645.0,11380.0,56587.0,60693.0,4106.0,,513407.0,2.1,2.1,2.1,-0.5,0.3,-17.7,2.1,18.0,-1.5,3.2,4.0,4.2,3.1,0.2,3.9,0.6,1.5,1.5,1.4,-0.4,,2.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,254563.0,199011.0,55552.0,58801.0,66292.0,7491.0,200043.0,75709.0,124334.0,513407.0,,,,58801.0,66292.0,7491.0,,75709.0,,513407.0,,,,3.5,1.6,-10.9,,1.9,,2.0,,,,100.0,100.0,100.0,,100.0,,100.0,469642.0,372028.0,250343.0,121685.0,97016.0,80132.0,16884.0,598.0,357453.0,281867.0,75586.0,313688.0,241157.0,72531.0,513407.0,469642.0,372028.0,250343.0,121685.0,97016.0,80132.0,16884.0,598.0,357453.0,281867.0,75586.0,313688.0,241157.0,72531.0,513407.0,1.3,0.8,1.0,0.5,3.7,3.2,6.0,,6.0,6.1,5.5,5.4,5.9,3.7,2.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0
37,2006JJ00,1021783.0,542771.0,479012.0,9808.0,90763.0,15906.0,62743.0,8015.0,4099.0,26930.0,94644.0,24482.0,32415.0,37022.0,54933.0,96363.0,11652.0,61048.0,65217.0,4169.0,156.0,540216.0,996752.0,525376.0,471376.0,8747.0,86504.0,12201.0,63527.0,6757.0,4019.0,25860.0,95930.0,24721.0,36972.0,33234.0,53293.0,94504.0,11611.0,58793.0,62950.0,4157.0,,530833.0,3.6,3.9,3.3,-0.9,2.0,-2.6,3.5,-2.5,1.9,2.4,5.9,5.8,5.4,0.1,6.5,0.9,2.0,3.9,3.7,1.2,,3.4,102.5,103.3,101.6,112.1,104.9,130.4,98.8,118.6,102.0,104.1,98.7,99.0,87.7,111.4,103.1,102.0,100.4,103.8,103.6,100.3,,101.8,264925.0,207545.0,57380.0,63188.0,70859.0,7671.0,212103.0,78594.0,133509.0,540216.0,,,,60949.0,68594.0,7645.0,,77184.0,,530833.0,,,,3.7,3.5,2.1,,1.9,,3.4,,,,103.7,103.3,100.3,,101.8,,101.8,498410.0,390317.0,254875.0,135442.0,106373.0,88536.0,17837.0,1720.0,393475.0,316270.0,77205.0,351669.0,274775.0,76894.0,540216.0,488777.0,382772.0,249482.0,133290.0,104275.0,86707.0,17568.0,1730.0,383443.0,306425.0,77018.0,341387.0,265356.0,76031.0,530833.0,4.1,2.9,-0.3,9.5,7.5,8.2,4.1,,7.3,8.7,1.9,8.8,10.0,4.8,3.4,102.0,102.0,102.2,101.6,102.0,102.1,101.5,,102.6,103.2,100.2,103.0,103.5,101.1,101.8
