ID,Energiedragers,NederlandseEconomie,Perioden,Winning_1,IntermediairEnHuishoudelijkVerbruik_2,Invoer_3,Productie_4,NettoEnergieverbruik_5,Uitvoer_6
6750,E006461,330300 ,2014JJ00,,,,,,
6751,E006461,330300 ,2015JJ00,,,,,,
6752,E006461,330300 ,2016JJ00,,,,,,
6753,E006461,330300 ,2017JJ00,,,,,,
6754,E006461,330300 ,2018JJ00,,,,,,
6755,E006461,330300 ,2019JJ00,,,,,,
6756,E006461,330300 ,2020JJ00,,,,,,
6757,E006461,330300 ,2021JJ00,,,,,,
6758,E006461,330300 ,2022JJ00,,,,,,
6759,E006461,330300 ,2023JJ00,,,,,,
6760,E006461,332900 ,2014JJ00,,,,,,
6761,E006461,332900 ,2015JJ00,,,,,,
6762,E006461,332900 ,2016JJ00,,,,,,
6763,E006461,332900 ,2017JJ00,,,,,,
6764,E006461,332900 ,2018JJ00,,,,,,
6765,E006461,332900 ,2019JJ00,,,,,,
6766,E006461,332900 ,2020JJ00,,,,,,
6767,E006461,332900 ,2021JJ00,,,,,,
6768,E006461,332900 ,2022JJ00,,,,,,
6769,E006461,332900 ,2023JJ00,,,,,,
6770,E006461,334800 ,2014JJ00,,,,,,
6771,E006461,334800 ,2015JJ00,,,,,,
6772,E006461,334800 ,2016JJ00,,,,,,
6773,E006461,334800 ,2017JJ00,,,,,,
6774,E006461,334800 ,2018JJ00,,,,,,
6775,E006461,334800 ,2019JJ00,,,,,,
6776,E006461,334800 ,2020JJ00,,,,,,
6777,E006461,334800 ,2021JJ00,,,,,,
6778,E006461,334800 ,2022JJ00,,,,,,
6779,E006461,334800 ,2023JJ00,,,,,,
6780,E006461,336500 ,2014JJ00,,,,,,
6781,E006461,336500 ,2015JJ00,,,,,,
6782,E006461,336500 ,2016JJ00,,,,,,
6783,E006461,336500 ,2017JJ00,,,,,,
6784,E006461,336500 ,2018JJ00,,,,,,
6785,E006461,336500 ,2019JJ00,,,,,,
6786,E006461,336500 ,2020JJ00,,,,,,
6787,E006461,336500 ,2021JJ00,,,,,,
6788,E006461,336500 ,2022JJ00,,,,,,
6789,E006461,336500 ,2023JJ00,,,,,,
6790,E006461,339200 ,2014JJ00,,,,,,
6791,E006461,339200 ,2015JJ00,,,,,,
6792,E006461,339200 ,2016JJ00,,,,,,
6793,E006461,339200 ,2017JJ00,,,,,,
6794,E006461,339200 ,2018JJ00,,,,,,
6795,E006461,339200 ,2019JJ00,,,,,,
6796,E006461,339200 ,2020JJ00,,,,,,
6797,E006461,339200 ,2021JJ00,,,,,,
6798,E006461,339200 ,2022JJ00,,,,,,
6799,E006461,339200 ,2023JJ00,,,,,,
6800,E006461,340200 ,2014JJ00,,,,,,
6801,E006461,340200 ,2015JJ00,,,,,,
6802,E006461,340200 ,2016JJ00,,,,,,
6803,E006461,340200 ,2017JJ00,,,,,,
6804,E006461,340200 ,2018JJ00,,,,,,
6805,E006461,340200 ,2019JJ00,,,,,,
6806,E006461,340200 ,2020JJ00,,,,,,
6807,E006461,340200 ,2021JJ00,,,,,,
6808,E006461,340200 ,2022JJ00,,,,,,
6809,E006461,340200 ,2023JJ00,,,,,,
6810,E006461,900046 ,2014JJ00,,,,,,
6811,E006461,900046 ,2015JJ00,,,,,,
6812,E006461,900046 ,2016JJ00,,,,,,
6813,E006461,900046 ,2017JJ00,,,,,,
6814,E006461,900046 ,2018JJ00,,,,,,
6815,E006461,900046 ,2019JJ00,,,,,,
6816,E006461,900046 ,2020JJ00,,,,,,
6817,E006461,900046 ,2021JJ00,,,,,,
6818,E006461,900046 ,2022JJ00,,,,,,
6819,E006461,900046 ,2023JJ00,,,,,,
6820,E006461,344400 ,2014JJ00,,,,,,
6821,E006461,344400 ,2015JJ00,,,,,,
6822,E006461,344400 ,2016JJ00,,,,,,
6823,E006461,344400 ,2017JJ00,,,,,,
6824,E006461,344400 ,2018JJ00,,,,,,
6825,E006461,344400 ,2019JJ00,,,,,,
6826,E006461,344400 ,2020JJ00,,,,,,
6827,E006461,344400 ,2021JJ00,,,,,,
6828,E006461,344400 ,2022JJ00,,,,,,
6829,E006461,344400 ,2023JJ00,,,,,,
6830,E006461,346600 ,2014JJ00,,303.3,,,,
6831,E006461,346600 ,2015JJ00,,336.6,,,,
6832,E006461,346600 ,2016JJ00,,304.7,,,,
6833,E006461,346600 ,2017JJ00,,256.5,,,,
6834,E006461,346600 ,2018JJ00,,221.5,,,,
6835,E006461,346600 ,2019JJ00,,146.6,,,,
6836,E006461,346600 ,2020JJ00,,63.9,,,,
6837,E006461,346600 ,2021JJ00,,118.5,,,,
6838,E006461,346600 ,2022JJ00,,120.4,,,,
6839,E006461,346600 ,2023JJ00,,71.3,,,,
6840,E006461,348000 ,2014JJ00,,,,,,
6841,E006461,348000 ,2015JJ00,,,,,,
6842,E006461,348000 ,2016JJ00,,,,,,
6843,E006461,348000 ,2017JJ00,,,,,,
6844,E006461,348000 ,2018JJ00,,,,,,
6845,E006461,348000 ,2019JJ00,,,,,,
6846,E006461,348000 ,2020JJ00,,,,,,
6847,E006461,348000 ,2021JJ00,,,,,,
6848,E006461,348000 ,2022JJ00,,,,,,
6849,E006461,348000 ,2023JJ00,,,,,,
6850,E006461,348100 ,2014JJ00,,,,,,
6851,E006461,348100 ,2015JJ00,,,,,,
6852,E006461,348100 ,2016JJ00,,,,,,
6853,E006461,348100 ,2017JJ00,,,,,,
6854,E006461,348100 ,2018JJ00,,,,,,
6855,E006461,348100 ,2019JJ00,,,,,,
6856,E006461,348100 ,2020JJ00,,,,,,
6857,E006461,348100 ,2021JJ00,,,,,,
6858,E006461,348100 ,2022JJ00,,,,,,
6859,E006461,348100 ,2023JJ00,,,,,,
6860,E006461,800018 ,2014JJ00,,,,,,
6861,E006461,800018 ,2015JJ00,,,,,,
6862,E006461,800018 ,2016JJ00,,,,,,
6863,E006461,800018 ,2017JJ00,,,,,,
6864,E006461,800018 ,2018JJ00,,,,,,
6865,E006461,800018 ,2019JJ00,,,,,,
6866,E006461,800018 ,2020JJ00,,,,,,
6867,E006461,800018 ,2021JJ00,,,,,,
6868,E006461,800018 ,2022JJ00,,,,,,
6869,E006461,800018 ,2023JJ00,,,,,,
6870,E006461,350000 ,2014JJ00,,,,,,
6871,E006461,350000 ,2015JJ00,,,,,,
6872,E006461,350000 ,2016JJ00,,,,,,
6873,E006461,350000 ,2017JJ00,,,,,,
6874,E006461,350000 ,2018JJ00,,,,,,
6875,E006461,350000 ,2019JJ00,,,,,,
6876,E006461,350000 ,2020JJ00,,,,,,
6877,E006461,350000 ,2021JJ00,,,,,,
6878,E006461,350000 ,2022JJ00,,,,,,
6879,E006461,350000 ,2023JJ00,,,,,,
6880,E006461,354200 ,2014JJ00,,,,,,
6881,E006461,354200 ,2015JJ00,,,,,,
6882,E006461,354200 ,2016JJ00,,,,,,
6883,E006461,354200 ,2017JJ00,,,,,,
6884,E006461,354200 ,2018JJ00,,,,,,
6885,E006461,354200 ,2019JJ00,,,,,,
6886,E006461,354200 ,2020JJ00,,,,,,
6887,E006461,354200 ,2021JJ00,,,,,,
6888,E006461,354200 ,2022JJ00,,,,,,
6889,E006461,354200 ,2023JJ00,,,,,,
6890,E006461,354300 ,2014JJ00,,,,,,
6891,E006461,354300 ,2015JJ00,,,,,,
6892,E006461,354300 ,2016JJ00,,,,,,
6893,E006461,354300 ,2017JJ00,,,,,,
6894,E006461,354300 ,2018JJ00,,,,,,
6895,E006461,354300 ,2019JJ00,,,,,,
6896,E006461,354300 ,2020JJ00,,,,,,
6897,E006461,354300 ,2021JJ00,,,,,,
6898,E006461,354300 ,2022JJ00,,,,,,
6899,E006461,354300 ,2023JJ00,,,,,,
6900,E006461,356900 ,2014JJ00,,,,,,
6901,E006461,356900 ,2015JJ00,,,,,,
6902,E006461,356900 ,2016JJ00,,,,,,
6903,E006461,356900 ,2017JJ00,,,,,,
6904,E006461,356900 ,2018JJ00,,,,,,
6905,E006461,356900 ,2019JJ00,,,,,,
6906,E006461,356900 ,2020JJ00,,,,,,
6907,E006461,356900 ,2021JJ00,,,,,,
6908,E006461,356900 ,2022JJ00,,,,,,
6909,E006461,356900 ,2023JJ00,,,,,,
6910,E006461,371600 ,2014JJ00,,,,,,
6911,E006461,371600 ,2015JJ00,,,,,,
6912,E006461,371600 ,2016JJ00,,,,,,
6913,E006461,371600 ,2017JJ00,,,,,,
6914,E006461,371600 ,2018JJ00,,,,,,
6915,E006461,371600 ,2019JJ00,,,,,,
6916,E006461,371600 ,2020JJ00,,,,,,
6917,E006461,371600 ,2021JJ00,,,,,,
6918,E006461,371600 ,2022JJ00,,,,,,
6919,E006461,371600 ,2023JJ00,,,,,,
6920,E006461,383100 ,2014JJ00,,,,,,
6921,E006461,383100 ,2015JJ00,,,,,,
6922,E006461,383100 ,2016JJ00,,,,,,
6923,E006461,383100 ,2017JJ00,,,,,,
6924,E006461,383100 ,2018JJ00,,,,,,
6925,E006461,383100 ,2019JJ00,,,,,,
6926,E006461,383100 ,2020JJ00,,,,,,
6927,E006461,383100 ,2021JJ00,,,,,,
6928,E006461,383100 ,2022JJ00,,,,,,
6929,E006461,383100 ,2023JJ00,,,,,,
6930,E006461,383200 ,2014JJ00,,,,,,
6931,E006461,383200 ,2015JJ00,,,,,,
6932,E006461,383200 ,2016JJ00,,,,,,
6933,E006461,383200 ,2017JJ00,,,,,,
6934,E006461,383200 ,2018JJ00,,,,,,
6935,E006461,383200 ,2019JJ00,,,,,,
6936,E006461,383200 ,2020JJ00,,,,,,
6937,E006461,383200 ,2021JJ00,,,,,,
6938,E006461,383200 ,2022JJ00,,,,,,
6939,E006461,383200 ,2023JJ00,,,,,,
6940,E006461,384900 ,2014JJ00,,,,,,
6941,E006461,384900 ,2015JJ00,,,,,,
6942,E006461,384900 ,2016JJ00,,,,,,
6943,E006461,384900 ,2017JJ00,,,,,,
6944,E006461,384900 ,2018JJ00,,,,,,
6945,E006461,384900 ,2019JJ00,,,,,,
6946,E006461,384900 ,2020JJ00,,,,,,
6947,E006461,384900 ,2021JJ00,,,,,,
6948,E006461,384900 ,2022JJ00,,,,,,
6949,E006461,384900 ,2023JJ00,,,,,,
6950,E006461,386300 ,2014JJ00,,,,,,
6951,E006461,386300 ,2015JJ00,,,,,,
6952,E006461,386300 ,2016JJ00,,,,,,
6953,E006461,386300 ,2017JJ00,,,,,,
6954,E006461,386300 ,2018JJ00,,,,,,
6955,E006461,386300 ,2019JJ00,,,,,,
6956,E006461,386300 ,2020JJ00,,,,,,
6957,E006461,386300 ,2021JJ00,,,,,,
6958,E006461,386300 ,2022JJ00,,,,,,
6959,E006461,386300 ,2023JJ00,,,,,,
6960,E006461,386800 ,2014JJ00,,,,,,
6961,E006461,386800 ,2015JJ00,,,,,,
6962,E006461,386800 ,2016JJ00,,,,,,
6963,E006461,386800 ,2017JJ00,,,,,,
6964,E006461,386800 ,2018JJ00,,,,,,
6965,E006461,386800 ,2019JJ00,,,,,,
6966,E006461,386800 ,2020JJ00,,,,,,
6967,E006461,386800 ,2021JJ00,,,,,,
6968,E006461,386800 ,2022JJ00,,,,,,
6969,E006461,386800 ,2023JJ00,,,,,,
6970,E006461,388400 ,2014JJ00,,,,,,
6971,E006461,388400 ,2015JJ00,,,,,,
6972,E006461,388400 ,2016JJ00,,,,,,
6973,E006461,388400 ,2017JJ00,,,,,,
6974,E006461,388400 ,2018JJ00,,,,,,
6975,E006461,388400 ,2019JJ00,,,,,,
6976,E006461,388400 ,2020JJ00,,,,,,
6977,E006461,388400 ,2021JJ00,,,,,,
6978,E006461,388400 ,2022JJ00,,,,,,
6979,E006461,388400 ,2023JJ00,,,,,,
6980,E006461,389100 ,2014JJ00,,,,,,
6981,E006461,389100 ,2015JJ00,,,,,,
6982,E006461,389100 ,2016JJ00,,,,,,
6983,E006461,389100 ,2017JJ00,,,,,,
6984,E006461,389100 ,2018JJ00,,,,,,
6985,E006461,389100 ,2019JJ00,,,,,,
6986,E006461,389100 ,2020JJ00,,,,,,
6987,E006461,389100 ,2021JJ00,,,,,,
6988,E006461,389100 ,2022JJ00,,,,,,
6989,E006461,389100 ,2023JJ00,,,,,,
6990,E006461,391600 ,2014JJ00,,,,,,
6991,E006461,391600 ,2015JJ00,,,,,,
6992,E006461,391600 ,2016JJ00,,,,,,
6993,E006461,391600 ,2017JJ00,,,,,,
6994,E006461,391600 ,2018JJ00,,,,,,
6995,E006461,391600 ,2019JJ00,,,,,,
6996,E006461,391600 ,2020JJ00,,,,,,
6997,E006461,391600 ,2021JJ00,,,,,,
6998,E006461,391600 ,2022JJ00,,,,,,
6999,E006461,391600 ,2023JJ00,,,,,,
7000,E006461,391700 ,2014JJ00,,,,,,
7001,E006461,391700 ,2015JJ00,,,,,,
7002,E006461,391700 ,2016JJ00,,,,,,
7003,E006461,391700 ,2017JJ00,,,,,,
7004,E006461,391700 ,2018JJ00,,,,,,
7005,E006461,391700 ,2019JJ00,,,,,,
7006,E006461,391700 ,2020JJ00,,,,,,
7007,E006461,391700 ,2021JJ00,,,,,,
7008,E006461,391700 ,2022JJ00,,,,,,
7009,E006461,391700 ,2023JJ00,,,,,,
7010,E006461,800021 ,2014JJ00,,,,,,
7011,E006461,800021 ,2015JJ00,,,,,,
7012,E006461,800021 ,2016JJ00,,,,,,
7013,E006461,800021 ,2017JJ00,,,,,,
7014,E006461,800021 ,2018JJ00,,,,,,
7015,E006461,800021 ,2019JJ00,,,,,,
7016,E006461,800021 ,2020JJ00,,,,,,
7017,E006461,800021 ,2021JJ00,,,,,,
7018,E006461,800021 ,2022JJ00,,,,,,
7019,E006461,800021 ,2023JJ00,,,,,,
7020,E006461,394100 ,2014JJ00,,,,,,
7021,E006461,394100 ,2015JJ00,,,,,,
7022,E006461,394100 ,2016JJ00,,,,,,
7023,E006461,394100 ,2017JJ00,,,,,,
7024,E006461,394100 ,2018JJ00,,,,,,
7025,E006461,394100 ,2019JJ00,,,,,,
7026,E006461,394100 ,2020JJ00,,,,,,
7027,E006461,394100 ,2021JJ00,,,,,,
7028,E006461,394100 ,2022JJ00,,,,,,
7029,E006461,394100 ,2023JJ00,,,,,,
7030,E006461,395005 ,2014JJ00,,,,,,
7031,E006461,395005 ,2015JJ00,,,,,,
7032,E006461,395005 ,2016JJ00,,,,,,
7033,E006461,395005 ,2017JJ00,,,,,,
7034,E006461,395005 ,2018JJ00,,,,,,
7035,E006461,395005 ,2019JJ00,,,,,,
7036,E006461,395005 ,2020JJ00,,,,,,
7037,E006461,395005 ,2021JJ00,,,,,,
7038,E006461,395005 ,2022JJ00,,,,,,
7039,E006461,395005 ,2023JJ00,,,,,,
7040,E006461,396300 ,2014JJ00,,,,,,
7041,E006461,396300 ,2015JJ00,,,,,,
7042,E006461,396300 ,2016JJ00,,,,,,
7043,E006461,396300 ,2017JJ00,,,,,,
7044,E006461,396300 ,2018JJ00,,,,,,
7045,E006461,396300 ,2019JJ00,,,,,,
7046,E006461,396300 ,2020JJ00,,,,,,
7047,E006461,396300 ,2021JJ00,,,,,,
7048,E006461,396300 ,2022JJ00,,,,,,
7049,E006461,396300 ,2023JJ00,,,,,,
7050,E006461,396400 ,2014JJ00,,,,,,
7051,E006461,396400 ,2015JJ00,,,,,,
7052,E006461,396400 ,2016JJ00,,,,,,
7053,E006461,396400 ,2017JJ00,,,,,,
7054,E006461,396400 ,2018JJ00,,,,,,
7055,E006461,396400 ,2019JJ00,,,,,,
7056,E006461,396400 ,2020JJ00,,,,,,
7057,E006461,396400 ,2021JJ00,,,,,,
7058,E006461,396400 ,2022JJ00,,,,,,
7059,E006461,396400 ,2023JJ00,,,,,,
7060,E006461,398700 ,2014JJ00,,,,,,
7061,E006461,398700 ,2015JJ00,,,,,,
7062,E006461,398700 ,2016JJ00,,,,,,
7063,E006461,398700 ,2017JJ00,,,,,,
7064,E006461,398700 ,2018JJ00,,,,,,
7065,E006461,398700 ,2019JJ00,,,,,,
7066,E006461,398700 ,2020JJ00,,,,,,
7067,E006461,398700 ,2021JJ00,,,,,,
7068,E006461,398700 ,2022JJ00,,,,,,
7069,E006461,398700 ,2023JJ00,,,,,,
7070,E006461,400200 ,2014JJ00,,,,,,
7071,E006461,400200 ,2015JJ00,,,,,,
7072,E006461,400200 ,2016JJ00,,,,,,
7073,E006461,400200 ,2017JJ00,,,,,,
7074,E006461,400200 ,2018JJ00,,,,,,
7075,E006461,400200 ,2019JJ00,,,,,,
7076,E006461,400200 ,2020JJ00,,,,,,
7077,E006461,400200 ,2021JJ00,,,,,,
7078,E006461,400200 ,2022JJ00,,,,,,
7079,E006461,400200 ,2023JJ00,,,,,,
7080,E006461,402000 ,2014JJ00,,,,,,
7081,E006461,402000 ,2015JJ00,,,,,,
7082,E006461,402000 ,2016JJ00,,,,,,
7083,E006461,402000 ,2017JJ00,,,,,,
7084,E006461,402000 ,2018JJ00,,,,,,
7085,E006461,402000 ,2019JJ00,,,,,,
7086,E006461,402000 ,2020JJ00,,,,,,
7087,E006461,402000 ,2021JJ00,,,,,,
7088,E006461,402000 ,2022JJ00,,,,,,
7089,E006461,402000 ,2023JJ00,,,,,,
7090,E006461,403300 ,2014JJ00,,,,,,
7091,E006461,403300 ,2015JJ00,,,,,,
7092,E006461,403300 ,2016JJ00,,,,,,
7093,E006461,403300 ,2017JJ00,,,,,,
7094,E006461,403300 ,2018JJ00,,,,,,
7095,E006461,403300 ,2019JJ00,,,,,,
7096,E006461,403300 ,2020JJ00,,,,,,
7097,E006461,403300 ,2021JJ00,,,,,,
7098,E006461,403300 ,2022JJ00,,,,,,
7099,E006461,403300 ,2023JJ00,,,,,,
7100,E006461,900009 ,2014JJ00,,,,,,
7101,E006461,900009 ,2015JJ00,,,,,,
7102,E006461,900009 ,2016JJ00,,,,,,
7103,E006461,900009 ,2017JJ00,,,,,,
7104,E006461,900009 ,2018JJ00,,,,,,
7105,E006461,900009 ,2019JJ00,,,,,,
7106,E006461,900009 ,2020JJ00,,,,,,
7107,E006461,900009 ,2021JJ00,,,,,,
7108,E006461,900009 ,2022JJ00,,,,,,
7109,E006461,900009 ,2023JJ00,,,,,,
7110,E006461,405900 ,2014JJ00,,,,,,
7111,E006461,405900 ,2015JJ00,,,,,,
7112,E006461,405900 ,2016JJ00,,,,,,
7113,E006461,405900 ,2017JJ00,,,,,,
7114,E006461,405900 ,2018JJ00,,,,,,
7115,E006461,405900 ,2019JJ00,,,,,,
7116,E006461,405900 ,2020JJ00,,,,,,
7117,E006461,405900 ,2021JJ00,,,,,,
7118,E006461,405900 ,2022JJ00,,,,,,
7119,E006461,405900 ,2023JJ00,,,,,,
7120,E006461,406800 ,2014JJ00,,,,,,
7121,E006461,406800 ,2015JJ00,,,,,,
7122,E006461,406800 ,2016JJ00,,,,,,
7123,E006461,406800 ,2017JJ00,,,,,,
7124,E006461,406800 ,2018JJ00,,,,,,
7125,E006461,406800 ,2019JJ00,,,,,,
7126,E006461,406800 ,2020JJ00,,,,,,
7127,E006461,406800 ,2021JJ00,,,,,,
7128,E006461,406800 ,2022JJ00,,,,,,
7129,E006461,406800 ,2023JJ00,,,,,,
7130,E006461,408100 ,2014JJ00,,,,,,
7131,E006461,408100 ,2015JJ00,,,,,,
7132,E006461,408100 ,2016JJ00,,,,,,
7133,E006461,408100 ,2017JJ00,,,,,,
7134,E006461,408100 ,2018JJ00,,,,,,
7135,E006461,408100 ,2019JJ00,,,,,,
7136,E006461,408100 ,2020JJ00,,,,,,
7137,E006461,408100 ,2021JJ00,,,,,,
7138,E006461,408100 ,2022JJ00,,,,,,
7139,E006461,408100 ,2023JJ00,,,,,,
7140,E006461,800023 ,2014JJ00,,,,,,
7141,E006461,800023 ,2015JJ00,,,,,,
7142,E006461,800023 ,2016JJ00,,,,,,
7143,E006461,800023 ,2017JJ00,,,,,,
7144,E006461,800023 ,2018JJ00,,,,,,
7145,E006461,800023 ,2019JJ00,,,,,,
7146,E006461,800023 ,2020JJ00,,,,,,
7147,E006461,800023 ,2021JJ00,,,,,,
7148,E006461,800023 ,2022JJ00,,,,,,
7149,E006461,800023 ,2023JJ00,,,,,,
7150,E006461,410200 ,2014JJ00,,,,,,
7151,E006461,410200 ,2015JJ00,,,,,,
7152,E006461,410200 ,2016JJ00,,,,,,
7153,E006461,410200 ,2017JJ00,,,,,,
7154,E006461,410200 ,2018JJ00,,,,,,
7155,E006461,410200 ,2019JJ00,,,,,,
7156,E006461,410200 ,2020JJ00,,,,,,
7157,E006461,410200 ,2021JJ00,,,,,,
7158,E006461,410200 ,2022JJ00,,,,,,
7159,E006461,410200 ,2023JJ00,,,,,,
7160,E006461,410300 ,2014JJ00,,,,,,
7161,E006461,410300 ,2015JJ00,,,,,,
7162,E006461,410300 ,2016JJ00,,,,,,
7163,E006461,410300 ,2017JJ00,,,,,,
7164,E006461,410300 ,2018JJ00,,,,,,
7165,E006461,410300 ,2019JJ00,,,,,,
7166,E006461,410300 ,2020JJ00,,,,,,
7167,E006461,410300 ,2021JJ00,,,,,,
7168,E006461,410300 ,2022JJ00,,,,,,
7169,E006461,410300 ,2023JJ00,,,,,,
7170,E006461,412700 ,2014JJ00,,,,,,
7171,E006461,412700 ,2015JJ00,,,,,,
7172,E006461,412700 ,2016JJ00,,,,,,
7173,E006461,412700 ,2017JJ00,,,,,,
7174,E006461,412700 ,2018JJ00,,,,,,
7175,E006461,412700 ,2019JJ00,,,,,,
7176,E006461,412700 ,2020JJ00,,,,,,
7177,E006461,412700 ,2021JJ00,,,,,,
7178,E006461,412700 ,2022JJ00,,,,,,
7179,E006461,412700 ,2023JJ00,,,,,,
7180,E006461,413700 ,2014JJ00,,,,,,
7181,E006461,413700 ,2015JJ00,,,,,,
7182,E006461,413700 ,2016JJ00,,,,,,
7183,E006461,413700 ,2017JJ00,,,,,,
7184,E006461,413700 ,2018JJ00,,,,,,
7185,E006461,413700 ,2019JJ00,,,,,,
7186,E006461,413700 ,2020JJ00,,,,,,
7187,E006461,413700 ,2021JJ00,,,,,,
7188,E006461,413700 ,2022JJ00,,,,,,
7189,E006461,413700 ,2023JJ00,,,,,,
7190,E006461,900011 ,2014JJ00,,,,,,
7191,E006461,900011 ,2015JJ00,,,,,,
7192,E006461,900011 ,2016JJ00,,,,,,
7193,E006461,900011 ,2017JJ00,,,,,,
7194,E006461,900011 ,2018JJ00,,,,,,
7195,E006461,900011 ,2019JJ00,,,,,,
7196,E006461,900011 ,2020JJ00,,,,,,
7197,E006461,900011 ,2021JJ00,,,,,,
7198,E006461,900011 ,2022JJ00,,,,,,
7199,E006461,900011 ,2023JJ00,,,,,,
7200,E006461,417400 ,2014JJ00,,,,,,
7201,E006461,417400 ,2015JJ00,,,,,,
7202,E006461,417400 ,2016JJ00,,,,,,
7203,E006461,417400 ,2017JJ00,,,,,,
7204,E006461,417400 ,2018JJ00,,,,,,
7205,E006461,417400 ,2019JJ00,,,,,,
7206,E006461,417400 ,2020JJ00,,,,,,
7207,E006461,417400 ,2021JJ00,,,,,,
7208,E006461,417400 ,2022JJ00,,,,,,
7209,E006461,417400 ,2023JJ00,,,,,,
7210,E006461,419000 ,2014JJ00,,,,,,
7211,E006461,419000 ,2015JJ00,,,,,,
7212,E006461,419000 ,2016JJ00,,,,,,
7213,E006461,419000 ,2017JJ00,,,,,,
7214,E006461,419000 ,2018JJ00,,,,,,
7215,E006461,419000 ,2019JJ00,,,,,,
7216,E006461,419000 ,2020JJ00,,,,,,
7217,E006461,419000 ,2021JJ00,,,,,,
7218,E006461,419000 ,2022JJ00,,,,,,
7219,E006461,419000 ,2023JJ00,,,,,,
7220,E006461,422400 ,2014JJ00,,,,,,
7221,E006461,422400 ,2015JJ00,,,,,,
7222,E006461,422400 ,2016JJ00,,,,,,
7223,E006461,422400 ,2017JJ00,,,,,,
7224,E006461,422400 ,2018JJ00,,,,,,
7225,E006461,422400 ,2019JJ00,,,,,,
7226,E006461,422400 ,2020JJ00,,,,,,
7227,E006461,422400 ,2021JJ00,,,,,,
7228,E006461,422400 ,2022JJ00,,,,,,
7229,E006461,422400 ,2023JJ00,,,,,,
7230,E006461,422500 ,2014JJ00,,,,,,
7231,E006461,422500 ,2015JJ00,,,,,,
7232,E006461,422500 ,2016JJ00,,,,,,
7233,E006461,422500 ,2017JJ00,,,,,,
7234,E006461,422500 ,2018JJ00,,,,,,
7235,E006461,422500 ,2019JJ00,,,,,,
7236,E006461,422500 ,2020JJ00,,,,,,
7237,E006461,422500 ,2021JJ00,,,,,,
7238,E006461,422500 ,2022JJ00,,,,,,
7239,E006461,422500 ,2023JJ00,,,,,,
7240,E006461,425305 ,2014JJ00,,,,,,
7241,E006461,425305 ,2015JJ00,,,,,,
7242,E006461,425305 ,2016JJ00,,,,,,
7243,E006461,425305 ,2017JJ00,,,,,,
7244,E006461,425305 ,2018JJ00,,,,,,
7245,E006461,425305 ,2019JJ00,,,,,,
7246,E006461,425305 ,2020JJ00,,,,,,
7247,E006461,425305 ,2021JJ00,,,,,,
7248,E006461,425305 ,2022JJ00,,,,,,
7249,E006461,425305 ,2023JJ00,,,,,,
7250,E006461,428100 ,2014JJ00,,,,,,
7251,E006461,428100 ,2015JJ00,,,,,,
7252,E006461,428100 ,2016JJ00,,,,,,
7253,E006461,428100 ,2017JJ00,,,,,,
7254,E006461,428100 ,2018JJ00,,,,,,
7255,E006461,428100 ,2019JJ00,,,,,,
7256,E006461,428100 ,2020JJ00,,,,,,
7257,E006461,428100 ,2021JJ00,,,,,,
7258,E006461,428100 ,2022JJ00,,,,,,
7259,E006461,428100 ,2023JJ00,,,,,,
7260,E006461,900048 ,2014JJ00,,,,,,
7261,E006461,900048 ,2015JJ00,,,,,,
7262,E006461,900048 ,2016JJ00,,,,,,
7263,E006461,900048 ,2017JJ00,,,,,,
7264,E006461,900048 ,2018JJ00,,,,,,
7265,E006461,900048 ,2019JJ00,,,,,,
7266,E006461,900048 ,2020JJ00,,,,,,
7267,E006461,900048 ,2021JJ00,,,,,,
7268,E006461,900048 ,2022JJ00,,,,,,
7269,E006461,900048 ,2023JJ00,,,,,,
7270,E006461,431100 ,2014JJ00,,,,,,
7271,E006461,431100 ,2015JJ00,,,,,,
7272,E006461,431100 ,2016JJ00,,,,,,
7273,E006461,431100 ,2017JJ00,,,,,,
7274,E006461,431100 ,2018JJ00,,,,,,
7275,E006461,431100 ,2019JJ00,,,,,,
7276,E006461,431100 ,2020JJ00,,,,,,
7277,E006461,431100 ,2021JJ00,,,,,,
7278,E006461,431100 ,2022JJ00,,,,,,
7279,E006461,431100 ,2023JJ00,,,,,,
7280,E006461,435500 ,2014JJ00,,,,,,
7281,E006461,435500 ,2015JJ00,,,,,,
7282,E006461,435500 ,2016JJ00,,,,,,
7283,E006461,435500 ,2017JJ00,,,,,,
7284,E006461,435500 ,2018JJ00,,,,,,
7285,E006461,435500 ,2019JJ00,,,,,,
7286,E006461,435500 ,2020JJ00,,,,,,
7287,E006461,435500 ,2021JJ00,,,,,,
7288,E006461,435500 ,2022JJ00,,,,,,
7289,E006461,435500 ,2023JJ00,,,,,,
7290,E006461,435600 ,2014JJ00,,,,,,
7291,E006461,435600 ,2015JJ00,,,,,,
7292,E006461,435600 ,2016JJ00,,,,,,
7293,E006461,435600 ,2017JJ00,,,,,,
7294,E006461,435600 ,2018JJ00,,,,,,
7295,E006461,435600 ,2019JJ00,,,,,,
7296,E006461,435600 ,2020JJ00,,,,,,
7297,E006461,435600 ,2021JJ00,,,,,,
7298,E006461,435600 ,2022JJ00,,,,,,
7299,E006461,435600 ,2023JJ00,,,,,,
7300,E006461,437500 ,2014JJ00,,,,,,
7301,E006461,437500 ,2015JJ00,,,,,,
7302,E006461,437500 ,2016JJ00,,,,,,
7303,E006461,437500 ,2017JJ00,,,,,,
7304,E006461,437500 ,2018JJ00,,,,,,
