ID,Energiedragers,NederlandseEconomie,Perioden,Winning_1,IntermediairEnHuishoudelijkVerbruik_2,Invoer_3,Productie_4,NettoEnergieverbruik_5,Uitvoer_6
418,T001027,388400 ,2022JJ00,0.0,2.2,,0.0,2.2,
419,T001027,388400 ,2023JJ00,0.0,2.2,,0.0,2.2,
420,T001027,389100 ,2014JJ00,0.2,29.8,,0.1,29.9,
421,T001027,389100 ,2015JJ00,0.3,29.2,,0.1,29.4,
422,T001027,389100 ,2016JJ00,0.3,30.1,,0.1,30.3,
423,T001027,389100 ,2017JJ00,0.4,29.9,,0.2,30.1,
424,T001027,389100 ,2018JJ00,0.5,30.7,,0.2,31.0,
425,T001027,389100 ,2019JJ00,0.6,30.7,,0.3,31.0,
426,T001027,389100 ,2020JJ00,0.7,27.4,,0.4,27.8,
427,T001027,389100 ,2021JJ00,0.8,28.0,,0.4,28.4,
428,T001027,389100 ,2022JJ00,1.1,27.6,,0.6,28.1,
429,T001027,389100 ,2023JJ00,1.9,27.0,,0.9,28.0,
430,T001027,391600 ,2014JJ00,0.2,14.5,,0.1,14.6,
431,T001027,391600 ,2015JJ00,0.3,14.8,,0.1,15.0,
432,T001027,391600 ,2016JJ00,0.3,14.8,,0.1,15.0,
433,T001027,391600 ,2017JJ00,0.4,14.4,,0.1,14.6,
434,T001027,391600 ,2018JJ00,0.4,17.2,,0.1,17.5,
435,T001027,391600 ,2019JJ00,0.5,18.6,,0.1,18.9,
436,T001027,391600 ,2020JJ00,0.6,19.4,,0.2,19.8,
437,T001027,391600 ,2021JJ00,0.7,21.0,,0.3,21.5,
438,T001027,391600 ,2022JJ00,0.9,22.1,,0.4,22.6,
439,T001027,391600 ,2023JJ00,0.6,22.5,,0.5,22.7,
440,T001027,391700 ,2014JJ00,0.0,0.6,,0.0,0.6,
441,T001027,391700 ,2015JJ00,0.0,0.6,,0.0,0.6,
442,T001027,391700 ,2016JJ00,0.0,0.7,,0.0,0.7,
443,T001027,391700 ,2017JJ00,0.0,0.5,,0.0,0.5,
444,T001027,391700 ,2018JJ00,0.0,0.6,,0.0,0.6,
445,T001027,391700 ,2019JJ00,0.0,0.7,,0.0,0.7,
446,T001027,391700 ,2020JJ00,0.0,0.7,,0.0,0.8,
447,T001027,391700 ,2021JJ00,0.0,0.7,,0.0,0.8,
448,T001027,391700 ,2022JJ00,0.1,0.9,,0.0,0.9,
449,T001027,391700 ,2023JJ00,0.0,1.0,,0.0,1.0,
450,T001027,800021 ,2014JJ00,0.0,1.5,,0.0,1.5,
451,T001027,800021 ,2015JJ00,0.0,1.5,,0.0,1.5,
452,T001027,800021 ,2016JJ00,0.0,1.2,,0.0,1.2,
453,T001027,800021 ,2017JJ00,0.0,0.9,,0.0,1.0,
454,T001027,800021 ,2018JJ00,0.0,1.1,,0.0,1.1,
455,T001027,800021 ,2019JJ00,0.1,1.2,,0.0,1.3,
456,T001027,800021 ,2020JJ00,0.1,1.3,,0.0,1.3,
457,T001027,800021 ,2021JJ00,0.1,1.5,,0.0,1.6,
458,T001027,800021 ,2022JJ00,0.1,1.1,,0.0,1.1,
459,T001027,800021 ,2023JJ00,0.1,1.3,,0.1,1.4,
460,T001027,394100 ,2014JJ00,0.0,6.1,,0.0,6.1,
461,T001027,394100 ,2015JJ00,0.0,6.2,,0.0,6.3,
462,T001027,394100 ,2016JJ00,0.0,6.4,,0.0,6.4,
463,T001027,394100 ,2017JJ00,0.0,6.4,,0.0,6.4,
464,T001027,394100 ,2018JJ00,0.0,6.4,,0.0,6.4,
465,T001027,394100 ,2019JJ00,0.0,5.9,,0.0,6.0,
466,T001027,394100 ,2020JJ00,0.0,6.4,,0.0,6.4,
467,T001027,394100 ,2021JJ00,0.1,6.4,,0.0,6.4,
468,T001027,394100 ,2022JJ00,0.1,5.8,,0.0,5.9,
469,T001027,394100 ,2023JJ00,0.0,8.3,,0.0,8.3,
470,T001027,395005 ,2014JJ00,0.2,6.3,,0.1,6.4,
471,T001027,395005 ,2015JJ00,0.2,6.5,,0.1,6.6,
472,T001027,395005 ,2016JJ00,0.2,6.5,,0.1,6.7,
473,T001027,395005 ,2017JJ00,0.3,6.5,,0.1,6.7,
474,T001027,395005 ,2018JJ00,0.3,9.1,,0.1,9.3,
475,T001027,395005 ,2019JJ00,0.4,10.7,,0.1,10.9,
476,T001027,395005 ,2020JJ00,0.5,11.0,,0.2,11.3,
477,T001027,395005 ,2021JJ00,0.5,12.4,,0.2,12.7,
478,T001027,395005 ,2022JJ00,0.7,14.4,,0.3,14.8,
479,T001027,395005 ,2023JJ00,0.5,11.9,,0.4,12.0,
480,T001027,396300 ,2014JJ00,0.2,13.1,,0.4,12.9,
481,T001027,396300 ,2015JJ00,0.3,13.1,,0.5,13.0,
482,T001027,396300 ,2016JJ00,0.3,13.3,,0.5,13.2,
483,T001027,396300 ,2017JJ00,0.4,13.8,,0.5,13.7,
484,T001027,396300 ,2018JJ00,0.4,12.9,,0.6,12.8,
485,T001027,396300 ,2019JJ00,0.6,12.1,,0.6,12.1,
486,T001027,396300 ,2020JJ00,0.8,10.7,,0.9,10.6,
487,T001027,396300 ,2021JJ00,1.4,11.1,,1.4,11.1,
488,T001027,396300 ,2022JJ00,1.8,10.7,,1.7,10.8,
489,T001027,396300 ,2023JJ00,1.7,10.3,,1.8,10.2,
490,T001027,396400 ,2014JJ00,0.1,5.1,,0.3,5.0,
491,T001027,396400 ,2015JJ00,0.2,5.1,,0.3,5.0,
492,T001027,396400 ,2016JJ00,0.2,5.3,,0.3,5.2,
493,T001027,396400 ,2017JJ00,0.2,5.4,,0.3,5.3,
494,T001027,396400 ,2018JJ00,0.2,4.9,,0.3,4.9,
495,T001027,396400 ,2019JJ00,0.3,4.4,,0.4,4.4,
496,T001027,396400 ,2020JJ00,0.5,3.4,,0.5,3.4,
497,T001027,396400 ,2021JJ00,0.8,3.5,,0.8,3.5,
498,T001027,396400 ,2022JJ00,1.1,3.9,,1.0,3.9,
499,T001027,396400 ,2023JJ00,1.0,4.0,,1.1,3.9,
500,T001027,398700 ,2014JJ00,0.1,4.6,,0.1,4.6,
501,T001027,398700 ,2015JJ00,0.1,4.6,,0.1,4.6,
502,T001027,398700 ,2016JJ00,0.1,4.7,,0.1,4.7,
503,T001027,398700 ,2017JJ00,0.1,4.7,,0.1,4.7,
504,T001027,398700 ,2018JJ00,0.1,4.3,,0.1,4.3,
505,T001027,398700 ,2019JJ00,0.1,4.3,,0.1,4.3,
506,T001027,398700 ,2020JJ00,0.1,4.0,,0.1,4.0,
507,T001027,398700 ,2021JJ00,0.2,4.0,,0.2,4.0,
508,T001027,398700 ,2022JJ00,0.3,3.5,,0.3,3.5,
509,T001027,398700 ,2023JJ00,0.3,3.2,,0.3,3.2,
510,T001027,400200 ,2014JJ00,0.0,3.4,,0.1,3.3,
511,T001027,400200 ,2015JJ00,0.1,3.4,,0.1,3.3,
512,T001027,400200 ,2016JJ00,0.1,3.3,,0.1,3.3,
513,T001027,400200 ,2017JJ00,0.1,3.6,,0.1,3.6,
514,T001027,400200 ,2018JJ00,0.1,3.7,,0.1,3.6,
515,T001027,400200 ,2019JJ00,0.1,3.4,,0.2,3.4,
516,T001027,400200 ,2020JJ00,0.2,3.2,,0.2,3.2,
517,T001027,400200 ,2021JJ00,0.3,3.5,,0.3,3.5,
518,T001027,400200 ,2022JJ00,0.5,3.4,,0.4,3.4,
519,T001027,400200 ,2023JJ00,0.4,3.1,,0.5,3.1,
520,T001027,402000 ,2014JJ00,0.1,9.5,,0.0,9.5,
521,T001027,402000 ,2015JJ00,0.1,9.4,,0.0,9.5,
522,T001027,402000 ,2016JJ00,0.1,10.0,,0.1,10.1,
523,T001027,402000 ,2017JJ00,0.2,10.9,,0.1,11.0,
524,T001027,402000 ,2018JJ00,0.2,9.1,,0.2,9.1,
525,T001027,402000 ,2019JJ00,0.3,8.4,,0.2,8.5,
526,T001027,402000 ,2020JJ00,0.5,7.9,,0.4,8.0,
527,T001027,402000 ,2021JJ00,1.0,8.5,,0.9,8.6,
528,T001027,402000 ,2022JJ00,1.4,8.3,,1.3,8.4,
529,T001027,402000 ,2023JJ00,2.1,7.9,,1.4,8.6,
530,T001027,403300 ,2014JJ00,0.5,17.6,,0.2,17.9,
531,T001027,403300 ,2015JJ00,0.7,17.9,,0.3,18.3,
532,T001027,403300 ,2016JJ00,0.7,18.0,,0.2,18.5,
533,T001027,403300 ,2017JJ00,0.8,19.8,,0.3,20.4,
534,T001027,403300 ,2018JJ00,1.0,20.5,,0.4,21.2,
535,T001027,403300 ,2019JJ00,1.3,20.9,,0.6,21.6,
536,T001027,403300 ,2020JJ00,1.7,19.0,,0.9,19.8,
537,T001027,403300 ,2021JJ00,3.0,20.8,,2.7,21.2,
538,T001027,403300 ,2022JJ00,3.8,19.7,,3.3,20.2,
539,T001027,403300 ,2023JJ00,4.3,20.8,,3.7,21.4,
540,T001027,900009 ,2014JJ00,0.3,9.5,,0.1,9.7,
541,T001027,900009 ,2015JJ00,0.4,9.8,,0.1,10.0,
542,T001027,900009 ,2016JJ00,0.4,10.0,,0.1,10.2,
543,T001027,900009 ,2017JJ00,0.4,11.5,,0.1,11.8,
544,T001027,900009 ,2018JJ00,0.5,11.8,,0.2,12.2,
545,T001027,900009 ,2019JJ00,0.7,12.1,,0.3,12.5,
546,T001027,900009 ,2020JJ00,0.9,11.1,,0.5,11.5,
547,T001027,900009 ,2021JJ00,1.6,11.9,,1.4,12.1,
548,T001027,900009 ,2022JJ00,2.0,10.8,,1.7,11.0,
549,T001027,900009 ,2023JJ00,2.2,11.7,,1.9,12.1,
550,T001027,405900 ,2014JJ00,0.1,2.8,,0.0,2.8,
551,T001027,405900 ,2015JJ00,0.1,2.8,,0.0,2.9,
552,T001027,405900 ,2016JJ00,0.1,2.8,,0.0,2.9,
553,T001027,405900 ,2017JJ00,0.2,3.2,,0.1,3.4,
554,T001027,405900 ,2018JJ00,0.2,3.4,,0.1,3.5,
555,T001027,405900 ,2019JJ00,0.2,3.4,,0.1,3.5,
556,T001027,405900 ,2020JJ00,0.3,3.0,,0.2,3.2,
557,T001027,405900 ,2021JJ00,0.6,3.3,,0.5,3.4,
558,T001027,405900 ,2022JJ00,0.7,3.3,,0.6,3.3,
559,T001027,405900 ,2023JJ00,0.8,3.6,,0.7,3.7,
560,T001027,406800 ,2014JJ00,0.0,1.4,,0.0,1.4,
561,T001027,406800 ,2015JJ00,0.0,1.4,,0.0,1.4,
562,T001027,406800 ,2016JJ00,0.0,1.5,,0.0,1.5,
563,T001027,406800 ,2017JJ00,0.0,1.4,,0.0,1.4,
564,T001027,406800 ,2018JJ00,0.1,1.4,,0.0,1.5,
565,T001027,406800 ,2019JJ00,0.1,1.4,,0.0,1.4,
566,T001027,406800 ,2020JJ00,0.1,1.4,,0.1,1.4,
567,T001027,406800 ,2021JJ00,0.2,1.8,,0.2,1.9,
568,T001027,406800 ,2022JJ00,0.2,1.9,,0.2,2.0,
569,T001027,406800 ,2023JJ00,0.2,2.0,,0.2,2.0,
570,T001027,408100 ,2014JJ00,0.1,1.9,,0.0,2.0,
571,T001027,408100 ,2015JJ00,0.1,2.0,,0.0,2.0,
572,T001027,408100 ,2016JJ00,0.1,2.0,,0.0,2.0,
573,T001027,408100 ,2017JJ00,0.1,1.9,,0.0,2.0,
574,T001027,408100 ,2018JJ00,0.1,2.0,,0.0,2.0,
575,T001027,408100 ,2019JJ00,0.1,1.9,,0.1,2.0,
576,T001027,408100 ,2020JJ00,0.2,1.7,,0.1,1.8,
577,T001027,408100 ,2021JJ00,0.3,1.9,,0.2,1.9,
578,T001027,408100 ,2022JJ00,0.3,1.9,,0.3,1.9,
579,T001027,408100 ,2023JJ00,0.3,1.7,,0.3,1.8,
580,T001027,800023 ,2014JJ00,0.1,2.0,,0.0,2.0,
581,T001027,800023 ,2015JJ00,0.1,2.0,,0.0,2.1,
582,T001027,800023 ,2016JJ00,0.1,1.9,,0.0,1.9,
583,T001027,800023 ,2017JJ00,0.1,1.8,,0.0,1.8,
584,T001027,800023 ,2018JJ00,0.1,1.9,,0.1,2.0,
585,T001027,800023 ,2019JJ00,0.2,2.1,,0.1,2.2,
586,T001027,800023 ,2020JJ00,0.2,1.8,,0.1,1.9,
587,T001027,800023 ,2021JJ00,0.4,1.9,,0.4,2.0,
588,T001027,800023 ,2022JJ00,0.6,1.8,,0.5,1.9,
589,T001027,800023 ,2023JJ00,0.6,1.8,,0.5,1.9,
590,T001027,410200 ,2014JJ00,0.6,40.1,,0.4,40.3,
591,T001027,410200 ,2015JJ00,0.7,42.7,,0.4,43.0,
592,T001027,410200 ,2016JJ00,0.9,45.2,,0.4,45.7,
593,T001027,410200 ,2017JJ00,1.0,47.4,,0.4,47.9,
594,T001027,410200 ,2018JJ00,1.2,49.7,,0.5,50.4,
595,T001027,410200 ,2019JJ00,1.3,52.1,,0.5,52.9,
596,T001027,410200 ,2020JJ00,1.4,41.7,,0.7,42.4,
597,T001027,410200 ,2021JJ00,1.7,43.0,,0.8,43.9,
598,T001027,410200 ,2022JJ00,2.1,42.0,,1.0,43.1,
599,T001027,410200 ,2023JJ00,1.4,43.7,,1.3,43.8,
600,T001027,410300 ,2014JJ00,0.0,9.1,,0.0,9.1,
601,T001027,410300 ,2015JJ00,0.0,9.7,,0.0,9.7,
602,T001027,410300 ,2016JJ00,0.0,10.1,,0.0,10.1,
603,T001027,410300 ,2017JJ00,0.0,10.8,,0.0,10.8,
604,T001027,410300 ,2018JJ00,0.0,11.4,,0.0,11.5,
605,T001027,410300 ,2019JJ00,0.1,12.2,,0.0,12.2,
606,T001027,410300 ,2020JJ00,0.1,10.1,,0.0,10.1,
607,T001027,410300 ,2021JJ00,0.1,11.0,,0.0,11.0,
608,T001027,410300 ,2022JJ00,0.1,10.5,,0.0,10.6,
609,T001027,410300 ,2023JJ00,0.1,10.9,,0.1,10.9,
610,T001027,412700 ,2014JJ00,0.4,13.6,,0.2,13.8,
611,T001027,412700 ,2015JJ00,0.5,14.5,,0.2,14.8,
612,T001027,412700 ,2016JJ00,0.6,15.4,,0.3,15.8,
613,T001027,412700 ,2017JJ00,0.7,15.9,,0.3,16.3,
614,T001027,412700 ,2018JJ00,0.8,16.7,,0.3,17.2,
615,T001027,412700 ,2019JJ00,0.9,17.6,,0.4,18.1,
616,T001027,412700 ,2020JJ00,0.9,14.0,,0.4,14.5,
617,T001027,412700 ,2021JJ00,1.1,14.1,,0.5,14.7,
618,T001027,412700 ,2022JJ00,1.4,14.1,,0.7,14.8,
619,T001027,412700 ,2023JJ00,0.9,14.8,,0.8,14.8,
620,T001027,413700 ,2014JJ00,0.0,6.0,,0.0,6.0,
621,T001027,413700 ,2015JJ00,0.0,6.4,,0.0,6.4,
622,T001027,413700 ,2016JJ00,0.0,6.8,,0.0,6.8,
623,T001027,413700 ,2017JJ00,0.0,7.1,,0.0,7.1,
624,T001027,413700 ,2018JJ00,0.0,7.5,,0.0,7.5,
625,T001027,413700 ,2019JJ00,0.0,7.8,,0.0,7.9,
626,T001027,413700 ,2020JJ00,0.0,6.1,,0.0,6.1,
627,T001027,413700 ,2021JJ00,0.0,6.1,,0.0,6.1,
628,T001027,413700 ,2022JJ00,0.0,6.2,,0.0,6.2,
629,T001027,413700 ,2023JJ00,0.0,6.5,,0.0,6.5,
630,T001027,900011 ,2014JJ00,0.2,11.5,,0.1,11.5,
631,T001027,900011 ,2015JJ00,0.2,12.0,,0.1,12.1,
632,T001027,900011 ,2016JJ00,0.2,12.9,,0.1,13.0,
633,T001027,900011 ,2017JJ00,0.2,13.6,,0.1,13.7,
634,T001027,900011 ,2018JJ00,0.3,14.1,,0.1,14.2,
635,T001027,900011 ,2019JJ00,0.3,14.5,,0.1,14.7,
636,T001027,900011 ,2020JJ00,0.4,11.5,,0.2,11.7,
637,T001027,900011 ,2021JJ00,0.4,11.8,,0.2,12.0,
638,T001027,900011 ,2022JJ00,0.6,11.1,,0.3,11.4,
639,T001027,900011 ,2023JJ00,0.4,11.5,,0.4,11.6,
640,T001027,417400 ,2014JJ00,0.4,42.9,,5.2,38.1,
641,T001027,417400 ,2015JJ00,0.5,43.0,,5.2,38.3,
642,T001027,417400 ,2016JJ00,0.5,41.3,,5.2,36.7,
643,T001027,417400 ,2017JJ00,0.7,41.8,,5.1,37.4,
644,T001027,417400 ,2018JJ00,0.8,38.9,,5.3,34.4,
645,T001027,417400 ,2019JJ00,1.0,38.3,,5.6,33.7,
646,T001027,417400 ,2020JJ00,1.3,36.0,,6.0,31.3,
647,T001027,417400 ,2021JJ00,1.5,36.7,,6.4,31.8,
648,T001027,417400 ,2022JJ00,1.9,36.8,,6.6,32.1,
649,T001027,417400 ,2023JJ00,1.7,37.9,,7.0,32.6,
650,T001027,419000 ,2014JJ00,0.4,18.8,,1.0,18.2,
651,T001027,419000 ,2015JJ00,0.5,18.4,,1.0,17.9,
652,T001027,419000 ,2016JJ00,0.5,19.3,,1.0,18.9,
653,T001027,419000 ,2017JJ00,0.6,18.2,,1.2,17.7,
654,T001027,419000 ,2018JJ00,0.8,18.6,,1.3,18.2,
655,T001027,419000 ,2019JJ00,1.0,18.1,,1.4,17.6,
656,T001027,419000 ,2020JJ00,1.2,16.9,,1.4,16.7,
657,T001027,419000 ,2021JJ00,1.3,18.1,,1.5,17.9,
658,T001027,419000 ,2022JJ00,1.6,16.3,,1.5,16.4,
659,T001027,419000 ,2023JJ00,1.6,15.5,,1.5,15.6,
660,T001027,422400 ,2014JJ00,0.9,47.1,,2.2,45.7,
661,T001027,422400 ,2015JJ00,1.1,45.9,,2.2,44.8,
662,T001027,422400 ,2016JJ00,1.1,44.1,,2.0,43.1,
663,T001027,422400 ,2017JJ00,1.3,43.7,,2.2,42.8,
664,T001027,422400 ,2018JJ00,1.5,44.0,,2.3,43.3,
665,T001027,422400 ,2019JJ00,1.8,41.7,,2.4,41.1,
666,T001027,422400 ,2020JJ00,2.2,38.6,,2.4,38.4,
667,T001027,422400 ,2021JJ00,2.5,39.6,,2.5,39.6,
668,T001027,422400 ,2022JJ00,3.0,36.2,,2.8,36.4,
669,T001027,422400 ,2023JJ00,3.3,34.7,,3.2,34.8,
670,T001027,422500 ,2014JJ00,0.4,18.2,,1.1,17.5,
671,T001027,422500 ,2015JJ00,0.5,17.9,,1.1,17.4,
672,T001027,422500 ,2016JJ00,0.5,17.5,,1.0,17.1,
673,T001027,422500 ,2017JJ00,0.6,17.2,,1.0,16.7,
674,T001027,422500 ,2018JJ00,0.7,17.4,,1.1,17.0,
675,T001027,422500 ,2019JJ00,0.8,16.3,,1.2,16.0,
676,T001027,422500 ,2020JJ00,1.1,15.1,,1.1,15.0,
677,T001027,422500 ,2021JJ00,1.1,16.0,,1.1,16.0,
678,T001027,422500 ,2022JJ00,1.4,14.8,,1.3,14.9,
679,T001027,422500 ,2023JJ00,1.5,13.3,,1.5,13.3,
680,T001027,425305 ,2014JJ00,0.4,28.9,,1.1,28.2,
681,T001027,425305 ,2015JJ00,0.6,27.9,,1.1,27.4,
682,T001027,425305 ,2016JJ00,0.6,26.5,,1.1,26.1,
683,T001027,425305 ,2017JJ00,0.7,26.5,,1.1,26.0,
684,T001027,425305 ,2018JJ00,0.8,26.7,,1.2,26.3,
685,T001027,425305 ,2019JJ00,0.9,25.4,,1.3,25.0,
686,T001027,425305 ,2020JJ00,1.2,23.5,,1.3,23.4,
687,T001027,425305 ,2021JJ00,1.3,23.6,,1.3,23.6,
688,T001027,425305 ,2022JJ00,1.6,21.4,,1.5,21.6,
689,T001027,425305 ,2023JJ00,1.8,21.4,,1.8,21.5,
690,T001027,428100 ,2014JJ00,0.2,16.1,,0.1,16.1,
691,T001027,428100 ,2015JJ00,0.2,15.8,,0.1,15.8,
692,T001027,428100 ,2016JJ00,0.2,15.6,,0.2,15.7,
693,T001027,428100 ,2017JJ00,0.3,14.9,,0.2,15.0,
694,T001027,428100 ,2018JJ00,0.4,14.5,,0.3,14.6,
695,T001027,428100 ,2019JJ00,0.5,13.9,,0.4,14.0,
696,T001027,428100 ,2020JJ00,0.8,12.7,,0.6,12.9,
697,T001027,428100 ,2021JJ00,0.6,12.8,,0.4,13.0,
698,T001027,428100 ,2022JJ00,0.8,12.8,,0.7,13.0,
699,T001027,428100 ,2023JJ00,1.2,13.5,,0.8,13.9,
700,T001027,900048 ,2014JJ00,0.1,8.3,,0.1,8.3,
701,T001027,900048 ,2015JJ00,0.1,8.1,,0.1,8.1,
702,T001027,900048 ,2016JJ00,0.2,8.0,,0.1,8.0,
703,T001027,900048 ,2017JJ00,0.2,7.7,,0.2,7.7,
704,T001027,900048 ,2018JJ00,0.3,7.5,,0.2,7.6,
705,T001027,900048 ,2019JJ00,0.4,7.3,,0.3,7.3,
706,T001027,900048 ,2020JJ00,0.5,6.5,,0.4,6.6,
707,T001027,900048 ,2021JJ00,0.4,6.1,,0.3,6.2,
708,T001027,900048 ,2022JJ00,0.6,6.1,,0.5,6.2,
709,T001027,900048 ,2023JJ00,0.9,6.4,,0.6,6.7,
710,T001027,431100 ,2014JJ00,0.0,7.8,,0.0,7.8,
711,T001027,431100 ,2015JJ00,0.1,7.7,,0.0,7.7,
712,T001027,431100 ,2016JJ00,0.1,7.6,,0.1,7.6,
713,T001027,431100 ,2017JJ00,0.1,7.2,,0.1,7.3,
714,T001027,431100 ,2018JJ00,0.1,7.0,,0.1,7.1,
715,T001027,431100 ,2019JJ00,0.2,6.6,,0.1,6.7,
716,T001027,431100 ,2020JJ00,0.2,6.2,,0.2,6.2,
717,T001027,431100 ,2021JJ00,0.2,6.7,,0.1,6.7,
718,T001027,431100 ,2022JJ00,0.2,6.7,,0.2,6.8,
719,T001027,431100 ,2023JJ00,0.4,7.1,,0.2,7.2,
720,T001027,435500 ,2014JJ00,0.1,11.6,,0.1,11.7,
721,T001027,435500 ,2015JJ00,0.2,11.3,,0.1,11.4,
722,T001027,435500 ,2016JJ00,0.2,11.2,,0.1,11.3,
723,T001027,435500 ,2017JJ00,0.2,10.9,,0.1,11.1,
724,T001027,435500 ,2018JJ00,0.3,10.6,,0.1,10.7,
725,T001027,435500 ,2019JJ00,0.3,10.0,,0.2,10.2,
726,T001027,435500 ,2020JJ00,0.4,8.6,,0.2,8.8,
727,T001027,435500 ,2021JJ00,0.5,8.8,,0.3,9.0,
728,T001027,435500 ,2022JJ00,0.6,8.7,,0.4,9.0,
729,T001027,435500 ,2023JJ00,0.8,8.6,,0.5,8.8,
730,T001027,435600 ,2014JJ00,0.0,8.2,,0.0,8.2,
731,T001027,435600 ,2015JJ00,0.1,7.9,,0.0,7.9,
732,T001027,435600 ,2016JJ00,0.1,7.7,,0.0,7.8,
733,T001027,435600 ,2017JJ00,0.1,7.7,,0.0,7.7,
734,T001027,435600 ,2018JJ00,0.1,7.4,,0.0,7.4,
735,T001027,435600 ,2019JJ00,0.1,6.9,,0.0,6.9,
736,T001027,435600 ,2020JJ00,0.1,5.9,,0.1,6.0,
737,T001027,435600 ,2021JJ00,0.1,6.0,,0.1,6.1,
738,T001027,435600 ,2022JJ00,0.2,5.5,,0.1,5.6,
739,T001027,435600 ,2023JJ00,0.2,5.4,,0.1,5.5,
740,T001027,437500 ,2014JJ00,0.0,0.4,,0.0,0.4,
741,T001027,437500 ,2015JJ00,0.0,0.4,,0.0,0.4,
742,T001027,437500 ,2016JJ00,0.0,0.4,,0.0,0.4,
743,T001027,437500 ,2017JJ00,0.0,0.3,,0.0,0.4,
744,T001027,437500 ,2018JJ00,0.0,0.4,,0.0,0.4,
745,T001027,437500 ,2019JJ00,0.0,0.4,,0.0,0.4,
746,T001027,437500 ,2020JJ00,0.0,0.3,,0.0,0.3,
747,T001027,437500 ,2021JJ00,0.0,0.3,,0.0,0.4,
748,T001027,437500 ,2022JJ00,0.0,0.4,,0.0,0.4,
749,T001027,437500 ,2023JJ00,0.1,0.4,,0.0,0.4,
750,T001027,438600 ,2014JJ00,0.1,3.1,,0.0,3.1,
751,T001027,438600 ,2015JJ00,0.1,3.0,,0.0,3.1,
752,T001027,438600 ,2016JJ00,0.1,3.1,,0.0,3.2,
753,T001027,438600 ,2017JJ00,0.1,2.9,,0.1,3.0,
754,T001027,438600 ,2018JJ00,0.2,2.8,,0.1,2.9,
755,T001027,438600 ,2019JJ00,0.2,2.8,,0.1,2.9,
756,T001027,438600 ,2020JJ00,0.3,2.4,,0.1,2.6,
757,T001027,438600 ,2021JJ00,0.3,2.4,,0.2,2.6,
758,T001027,438600 ,2022JJ00,0.4,2.8,,0.2,3.0,
759,T001027,438600 ,2023JJ00,0.5,2.8,,0.3,2.9,
760,T001027,440000 ,2014JJ00,,,,,,
761,T001027,440000 ,2015JJ00,,,,,,
762,T001027,440000 ,2016JJ00,,,,,,
763,T001027,440000 ,2017JJ00,,,,,,
764,T001027,440000 ,2018JJ00,,,,,,
765,T001027,440000 ,2019JJ00,,,,,,
766,T001027,440000 ,2020JJ00,,,,,,
767,T001027,440000 ,2021JJ00,,,,,,
768,T001027,440000 ,2022JJ00,,,,,,
769,T001027,440000 ,2023JJ00,,,,,,
770,T001027,440900 ,2014JJ00,,0.5,,,0.5,
771,T001027,440900 ,2015JJ00,,0.4,,,0.4,
772,T001027,440900 ,2016JJ00,,0.4,,,0.4,
773,T001027,440900 ,2017JJ00,,0.4,,,0.4,
774,T001027,440900 ,2018JJ00,,0.4,,,0.4,
775,T001027,440900 ,2019JJ00,,0.4,,,0.4,
776,T001027,440900 ,2020JJ00,,0.4,,,0.4,
777,T001027,440900 ,2021JJ00,,0.4,,,0.4,
778,T001027,440900 ,2022JJ00,,0.3,,,0.3,
779,T001027,440900 ,2023JJ00,,0.3,,,0.3,
780,T001027,B000605,2014JJ00,,608.0,,,608.0,
781,T001027,B000605,2015JJ00,,622.1,,,622.1,
782,T001027,B000605,2016JJ00,,636.6,,,636.6,
783,T001027,B000605,2017JJ00,,631.4,,,631.4,
784,T001027,B000605,2018JJ00,,629.3,,,629.3,
785,T001027,B000605,2019JJ00,,618.5,,,618.5,
786,T001027,B000605,2020JJ00,,564.5,,,564.5,
787,T001027,B000605,2021JJ00,,606.8,,,606.8,
788,T001027,B000605,2022JJ00,,540.4,,,540.4,
789,T001027,B000605,2023JJ00,,512.7,,,512.7,
790,T001027,B000606,2014JJ00,,368.2,,,368.2,
791,T001027,B000606,2015JJ00,,347.0,,,347.0,
792,T001027,B000606,2016JJ00,,358.8,,,358.8,
793,T001027,B000606,2017JJ00,,349.1,,,349.1,
794,T001027,B000606,2018JJ00,,347.4,,,347.4,
795,T001027,B000606,2019JJ00,,337.0,,,337.0,
796,T001027,B000606,2020JJ00,,325.2,,,325.2,
797,T001027,B000606,2021JJ00,,363.2,,,363.2,
798,T001027,B000606,2022JJ00,,297.4,,,297.4,
799,T001027,B000606,2023JJ00,,259.8,,,259.8,
800,T001027,B000607,2014JJ00,,193.5,,,193.5,
801,T001027,B000607,2015JJ00,,226.6,,,226.6,
802,T001027,B000607,2016JJ00,,229.8,,,229.8,
803,T001027,B000607,2017JJ00,,234.7,,,234.7,
804,T001027,B000607,2018JJ00,,234.7,,,234.7,
805,T001027,B000607,2019JJ00,,234.3,,,234.3,
806,T001027,B000607,2020JJ00,,191.2,,,191.2,
807,T001027,B000607,2021JJ00,,194.5,,,194.5,
808,T001027,B000607,2022JJ00,,194.1,,,194.1,
809,T001027,B000607,2023JJ00,,206.3,,,206.3,
810,T001027,B000608,2014JJ00,,46.2,,,46.2,
811,T001027,B000608,2015JJ00,,48.5,,,48.5,
812,T001027,B000608,2016JJ00,,48.1,,,48.1,
813,T001027,B000608,2017JJ00,,47.7,,,47.7,
814,T001027,B000608,2018JJ00,,47.2,,,47.2,
815,T001027,B000608,2019JJ00,,47.2,,,47.2,
