ID,HerkomstVanUitvoer,Perioden,WaardeInWerkelijkePrijzen_1,WaardePrijsniveau2005_2,VolumemutatieTOVVoorafgaandJaar_3,Prijsindexcijfers_4,WaardeInWerkelijkePrijzen_5,WaardePrijsniveau2005_6,VolumemutatieTOVVoorafgaandJaar_7,Prijsindexcijfers_8,WaardeInWerkelijkePrijzen_9,WaardePrijsniveau2005_10,VolumemutatieTOVVoorafgaandJaar_11,Prijsindexcijfers_12
28,301000,1991JJ00,8111.0,8636.0,8.4,93.9,8109.0,8632.0,8.5,93.9,2.0,6.0,,
29,301000,1992JJ00,7925.0,8896.0,3.0,89.1,7923.0,8891.0,3.0,89.1,2.0,9.0,,
30,301000,1993JJ00,7631.0,8850.0,-0.5,86.2,7629.0,8846.0,-0.5,86.2,2.0,5.0,,
31,301000,1994JJ00,8340.0,9466.0,7.0,88.1,8337.0,9460.0,6.9,88.1,3.0,7.0,,
32,301000,1995JJ00,8999.0,9959.0,5.2,90.4,8997.0,9955.0,5.2,90.4,2.0,5.0,,
33,301000,1996JJ00,9147.0,9824.0,-1.4,93.1,9145.0,9820.0,-1.4,93.1,2.0,5.0,,
34,301000,1997JJ00,9172.0,9667.0,-1.6,94.9,9169.0,9663.0,-1.6,94.9,3.0,5.0,,
35,301000,1998JJ00,9618.0,9775.0,1.1,98.4,9615.0,9772.0,1.1,98.4,3.0,3.0,,
36,301000,1999JJ00,9838.0,10431.0,6.7,94.3,9836.0,10428.0,6.7,94.3,2.0,2.0,,
37,301000,2000JJ00,10753.0,10761.0,3.2,99.9,10751.0,10759.0,3.2,99.9,2.0,2.0,,
38,301000,2001JJ00,11106.0,10646.0,-1.1,104.3,11104.0,10644.0,-1.1,104.3,2.0,2.0,,
39,301000,2002JJ00,11798.0,11228.0,5.5,105.1,11795.0,11225.0,5.5,105.1,3.0,3.0,,
40,301000,2003JJ00,11660.0,11102.0,-1.1,105.0,11657.0,11098.0,-1.1,105.0,3.0,3.0,,
41,301000,2004JJ00,11733.0,11886.0,7.1,98.7,11728.0,11881.0,7.1,98.7,5.0,5.0,,
42,301000,2005JJ00,12038.0,12038.0,1.3,100.0,12033.0,12033.0,1.3,100.0,5.0,5.0,,
43,301000,2006JJ00,12914.0,12300.0,2.2,105.0,12909.0,12295.0,2.2,105.0,5.0,5.0,,
44,301000,2007JJ00,13552.0,12449.0,1.2,108.9,13547.0,12442.0,1.2,108.9,5.0,7.0,,
45,301000,2008JJ00,13237.0,12325.0,-1.0,107.4,13232.0,12319.0,-1.0,107.4,5.0,7.0,,
46,301000,2009JJ00,12719.0,12776.0,3.7,99.6,12713.0,12768.0,3.7,99.6,6.0,8.0,,
47,301000,2010JJ00,13805.0,13021.0,1.9,106.0,13798.0,13012.0,1.9,106.0,7.0,10.0,,
48,301000,2011JJ00,13807.0,12804.0,-1.7,107.8,13797.0,12794.0,-1.7,107.8,10.0,13.0,,
49,301000,2012JJ00,14636.0,12902.0,0.8,113.4,14626.0,12890.0,0.8,113.5,10.0,14.0,,
50,301100,1988JJ00,6084.0,6443.0,,94.4,6081.0,6442.0,,94.4,3.0,3.0,,
51,301100,1989JJ00,6648.0,7012.0,8.8,94.8,6648.0,7010.0,8.8,94.8,0.0,0.0,,
52,301100,1990JJ00,7130.0,7640.0,9.0,93.3,7130.0,7638.0,9.0,93.3,0.0,0.0,,
53,301100,1991JJ00,7772.0,8270.0,8.2,94.0,7772.0,8268.0,8.2,94.0,0.0,0.0,,
54,301100,1992JJ00,7611.0,8564.0,3.6,88.9,7611.0,8562.0,3.6,88.9,0.0,0.0,,
55,301100,1993JJ00,7326.0,8531.0,-0.4,85.9,7326.0,8529.0,-0.4,85.9,0.0,0.0,,
56,301100,1994JJ00,7995.0,9074.0,6.4,88.1,7994.0,9071.0,6.3,88.1,1.0,1.0,,
57,301100,1995JJ00,8617.0,9531.0,5.0,90.4,8617.0,9529.0,5.1,90.4,0.0,0.0,,
58,301100,1996JJ00,8781.0,9425.0,-1.1,93.2,8781.0,9423.0,-1.1,93.2,0.0,0.0,,
59,301100,1997JJ00,8802.0,9296.0,-1.4,94.7,8801.0,9294.0,-1.4,94.7,1.0,1.0,,
60,301100,1998JJ00,9232.0,9388.0,1.0,98.3,9231.0,9387.0,1.0,98.3,1.0,1.0,,
61,301100,1999JJ00,9426.0,10015.0,6.7,94.1,9426.0,10014.0,6.7,94.1,0.0,0.0,,
62,301100,2000JJ00,10325.0,10354.0,3.4,99.7,10325.0,10353.0,3.4,99.7,0.0,0.0,,
63,301100,2001JJ00,10642.0,10215.0,-1.3,104.2,10642.0,10215.0,-1.3,104.2,0.0,0.0,,
64,301100,2002JJ00,11308.0,10784.0,5.6,104.9,11307.0,10783.0,5.6,104.9,1.0,1.0,,
65,301100,2003JJ00,11184.0,10646.0,-1.3,105.1,11183.0,10645.0,-1.3,105.1,1.0,1.0,,
66,301100,2004JJ00,11287.0,11434.0,7.4,98.7,11284.0,11431.0,7.4,98.7,3.0,3.0,,
67,301100,2005JJ00,11572.0,11572.0,1.2,100.0,11569.0,11569.0,1.2,100.0,3.0,3.0,,
68,301100,2006JJ00,12449.0,11873.0,2.6,104.9,12446.0,11870.0,2.6,104.9,3.0,3.0,,
69,301100,2007JJ00,13053.0,11976.0,0.9,109.0,13050.0,11972.0,0.9,109.0,3.0,3.0,,
70,301100,2008JJ00,12765.0,11871.0,-0.9,107.5,12762.0,11867.0,-0.9,107.5,3.0,3.0,,
71,301100,2009JJ00,12330.0,12365.0,4.2,99.7,12326.0,12360.0,4.2,99.7,4.0,4.0,,
72,301100,2010JJ00,13367.0,12577.0,1.7,106.3,13362.0,12571.0,1.7,106.3,5.0,5.0,,
73,301100,2011JJ00,13358.0,12396.0,-1.4,107.8,13350.0,12388.0,-1.5,107.8,8.0,8.0,,
74,301100,2012JJ00,14158.0,12489.0,0.7,113.4,14150.0,12480.0,0.7,113.4,8.0,8.0,,
75,304300,1988JJ00,3.0,3.0,,,3.0,3.0,,,,,,
76,304300,1989JJ00,3.0,3.0,,,3.0,3.0,,,,,,
77,304300,1990JJ00,3.0,3.0,,,3.0,3.0,,,,,,
78,304300,1991JJ00,4.0,4.0,,,4.0,4.0,,,,,,
79,304300,1992JJ00,4.0,4.0,,,4.0,4.0,,,,,,
80,304300,1993JJ00,2.0,2.0,,,2.0,2.0,,,,,,
81,304300,1994JJ00,3.0,3.0,,,3.0,3.0,,,,,,
82,304300,1995JJ00,3.0,3.0,,,3.0,3.0,,,,,,
83,304300,1996JJ00,4.0,4.0,,,4.0,4.0,,,,,,
84,304300,1997JJ00,4.0,4.0,,,4.0,4.0,,,,,,
85,304300,1998JJ00,3.0,3.0,,,3.0,3.0,,,,,,
86,304300,1999JJ00,4.0,4.0,,,4.0,4.0,,,,,,
87,304300,2000JJ00,5.0,5.0,,,5.0,5.0,,,,,,
88,304300,2001JJ00,4.0,4.0,,,4.0,4.0,,,,,,
89,304300,2002JJ00,3.0,3.0,,,3.0,3.0,,,,,,
90,304300,2003JJ00,2.0,2.0,,,2.0,2.0,,,,,,
91,304300,2004JJ00,3.0,3.0,,,3.0,3.0,,,,,,
92,304300,2005JJ00,3.0,3.0,,,3.0,3.0,,,,,,
93,304300,2006JJ00,4.0,4.0,,,4.0,4.0,,,,,,
94,304300,2007JJ00,5.0,5.0,,,5.0,5.0,,,,,,
95,304300,2008JJ00,4.0,4.0,,,4.0,4.0,,,,,,
96,304300,2009JJ00,4.0,4.0,,,4.0,4.0,,,,,,
97,304300,2010JJ00,5.0,5.0,,,5.0,5.0,,,,,,
98,304300,2011JJ00,6.0,6.0,,,6.0,6.0,,,,,,
99,304300,2012JJ00,6.0,6.0,,,6.0,6.0,,,,,,
100,305000,1988JJ00,244.0,275.0,,88.6,242.0,273.0,,88.6,2.0,2.0,,
101,305000,1989JJ00,285.0,298.0,8.2,95.7,284.0,297.0,8.7,95.7,1.0,1.0,,
102,305000,1990JJ00,292.0,321.0,7.7,91.0,289.0,318.0,7.0,91.0,3.0,3.0,,
103,305000,1991JJ00,335.0,365.0,13.7,91.8,333.0,363.0,14.2,91.8,2.0,2.0,,
104,305000,1992JJ00,310.0,332.0,-9.0,93.3,308.0,329.0,-9.3,93.6,2.0,2.0,,
105,305000,1993JJ00,303.0,320.0,-3.5,94.6,301.0,318.0,-3.2,94.6,2.0,2.0,,
106,305000,1994JJ00,342.0,389.0,21.5,87.9,340.0,387.0,21.6,87.8,2.0,2.0,,
107,305000,1995JJ00,379.0,425.0,9.4,89.1,377.0,423.0,9.4,89.0,2.0,2.0,,
108,305000,1996JJ00,362.0,396.0,-6.9,91.4,360.0,394.0,-6.9,91.3,2.0,2.0,,
109,305000,1997JJ00,366.0,368.0,-7.2,99.5,364.0,366.0,-7.2,99.5,2.0,2.0,,
110,305000,1998JJ00,383.0,383.0,4.1,100.0,381.0,381.0,4.1,100.0,2.0,2.0,,
111,305000,1999JJ00,408.0,412.0,7.6,99.1,406.0,410.0,7.6,99.1,2.0,2.0,,
112,305000,2000JJ00,423.0,405.0,-1.7,104.5,421.0,403.0,-1.7,104.5,2.0,2.0,,
113,305000,2001JJ00,460.0,429.0,5.9,107.3,458.0,427.0,5.9,107.3,2.0,2.0,,
114,305000,2002JJ00,487.0,443.0,3.3,110.0,485.0,441.0,3.3,110.1,2.0,2.0,,
115,305000,2003JJ00,474.0,454.0,2.5,104.5,472.0,452.0,2.5,104.5,2.0,2.0,,
116,305000,2004JJ00,443.0,449.0,-1.1,98.7,441.0,447.0,-1.1,98.7,2.0,2.0,,
117,305000,2005JJ00,463.0,463.0,3.2,100.0,461.0,461.0,3.2,100.0,2.0,2.0,,
118,305000,2006JJ00,461.0,423.0,-8.6,109.0,459.0,421.0,-8.7,109.0,2.0,2.0,,
119,305000,2007JJ00,494.0,466.0,10.2,106.0,492.0,463.0,10.0,106.2,2.0,2.0,,
120,305000,2008JJ00,468.0,448.0,-3.8,104.4,466.0,445.0,-3.9,104.6,2.0,2.0,,
121,305000,2009JJ00,385.0,403.0,-10.0,95.5,383.0,400.0,-10.1,95.7,2.0,2.0,,
122,305000,2010JJ00,433.0,437.0,8.3,99.2,431.0,434.0,8.4,99.3,2.0,3.0,,
123,305000,2011JJ00,443.0,397.0,-9.0,111.5,441.0,395.0,-9.0,111.8,2.0,3.0,,
124,305000,2012JJ00,472.0,402.0,1.1,117.5,470.0,399.0,1.1,117.8,2.0,3.0,,
125,300002,1988JJ00,64836.0,83335.0,,77.8,62323.0,79822.0,,78.1,2513.0,3587.0,,70.1
126,300002,1989JJ00,73051.0,89024.0,6.8,82.1,70285.0,85209.0,6.7,82.5,2766.0,3901.0,8.8,70.9
127,300002,1990JJ00,76042.0,93160.0,4.6,81.6,73223.0,89334.0,4.8,82.0,2819.0,3888.0,-0.3,72.5
128,300002,1991JJ00,78385.0,96125.0,3.2,81.5,75300.0,92078.0,3.1,81.8,3085.0,4124.0,6.1,74.8
129,300002,1992JJ00,77508.0,97300.0,1.2,79.7,74479.0,93413.0,1.5,79.7,3029.0,3945.0,-4.3,76.8
130,300002,1993JJ00,76555.0,99135.0,1.9,77.2,73353.0,95117.0,1.8,77.1,3202.0,4080.0,3.4,78.5
131,300002,1994JJ00,81048.0,104294.0,5.2,77.7,77652.0,100088.0,5.2,77.6,3396.0,4271.0,4.7,79.5
132,300002,1995JJ00,88248.0,111313.0,6.7,79.3,84882.0,107145.0,7.1,79.2,3366.0,4245.0,-0.6,79.3
133,300002,1996JJ00,91705.0,114436.0,2.8,80.1,88326.0,110327.0,3.0,80.1,3379.0,4188.0,-1.3,80.7
134,300002,1997JJ00,100274.0,121116.0,5.8,82.8,96498.0,116541.0,5.6,82.8,3776.0,4657.0,11.2,81.1
135,300002,1998JJ00,101108.0,124837.0,3.1,81.0,97236.0,120238.0,3.2,80.9,3872.0,4681.0,0.5,82.7
136,300002,1999JJ00,104566.0,129622.0,3.8,80.7,100006.0,124312.0,3.4,80.4,4560.0,5384.0,15.0,84.7
137,300002,2000JJ00,125459.0,139143.0,7.3,90.2,119930.0,132799.0,6.8,90.3,5529.0,6391.0,18.7,86.5
138,300002,2001JJ00,125429.0,136848.0,-1.6,91.7,120052.0,130907.0,-1.4,91.7,5377.0,5975.0,-6.5,90.0
139,300002,2002JJ00,125853.0,139682.0,2.1,90.1,120275.0,133693.0,2.1,90.0,5578.0,6022.0,0.8,92.6
140,300002,2003JJ00,123136.0,136291.0,-2.4,90.3,117288.0,130158.0,-2.6,90.1,5848.0,6156.0,2.2,95.0
141,300002,2004JJ00,132353.0,142559.0,4.6,92.8,126271.0,136382.0,4.8,92.6,6082.0,6213.0,0.9,97.9
142,300002,2005JJ00,142753.0,142753.0,0.1,100.0,135892.0,135892.0,-0.4,100.0,6861.0,6861.0,10.4,100.0
143,300002,2006JJ00,157862.0,149030.0,4.4,105.9,150885.0,142176.0,4.6,106.1,6977.0,6854.0,-0.1,101.8
144,300002,2007JJ00,169085.0,155755.0,4.5,108.6,162007.0,148978.0,4.8,108.7,7078.0,6761.0,-1.4,104.7
145,300002,2008JJ00,178777.0,152366.0,-2.2,117.3,171322.0,145430.0,-2.4,117.8,7455.0,6932.0,2.5,107.6
146,300002,2009JJ00,143325.0,138151.0,-9.3,103.7,136133.0,131564.0,-9.5,103.5,7192.0,6612.0,-4.6,108.8
147,300002,2010JJ00,169049.0,150766.0,9.1,112.1,161302.0,143759.0,9.3,112.2,7747.0,7043.0,6.5,110.0
148,300002,2011JJ00,191744.0,154735.0,2.6,123.9,183645.0,147473.0,2.6,124.5,8099.0,7300.0,3.7,110.9
149,300002,2012JJ00,199873.0,156241.0,1.0,127.9,191533.0,148804.0,0.9,128.7,8340.0,7489.0,2.6,111.4
150,305700,1988JJ00,3095.0,5447.0,,56.8,2671.0,4758.0,,56.1,424.0,633.0,,67.0
151,305700,1989JJ00,3154.0,5477.0,0.5,57.6,2714.0,4778.0,0.4,56.8,440.0,641.0,1.4,68.6
152,305700,1990JJ00,3766.0,6120.0,11.7,61.5,3272.0,5359.0,12.2,61.1,494.0,700.0,9.1,70.6
153,305700,1991JJ00,4801.0,7095.0,15.9,67.7,4217.0,6227.0,16.2,67.7,584.0,799.0,14.2,73.1
154,305700,1992JJ00,3911.0,6570.0,-7.4,59.5,3356.0,5760.0,-7.5,58.3,555.0,746.0,-6.7,74.4
155,305700,1993JJ00,3686.0,6812.0,3.7,54.1,3119.0,5988.0,4.0,52.1,567.0,760.0,2.0,74.6
156,305700,1994JJ00,3670.0,6930.0,1.7,53.0,3096.0,6113.0,2.1,50.6,574.0,759.0,-0.2,75.6
157,305700,1995JJ00,3767.0,6774.0,-2.3,55.6,3161.0,5904.0,-3.4,53.5,606.0,789.0,4.0,76.8
158,305700,1996JJ00,4259.0,7322.0,8.1,58.2,3628.0,6455.0,9.3,56.2,631.0,802.0,1.7,78.6
159,305700,1997JJ00,4411.0,6928.0,-5.4,63.7,3738.0,5992.0,-7.2,62.4,673.0,842.0,4.9,79.9
160,305700,1998JJ00,3728.0,6498.0,-6.2,57.4,3044.0,5542.0,-7.5,54.9,684.0,851.0,1.0,80.4
161,305700,1999JJ00,3481.0,6918.0,6.5,50.3,2780.0,5979.0,7.9,46.5,701.0,852.0,0.1,82.3
162,305700,2000JJ00,5448.0,7379.0,6.7,73.8,4733.0,6499.0,8.7,72.8,715.0,840.0,-1.4,85.1
163,305700,2001JJ00,7367.0,8373.0,13.5,88.0,6630.0,7525.0,15.8,88.1,737.0,824.0,-1.8,89.4
164,305700,2002JJ00,6620.0,8531.0,1.9,77.6,5922.0,7757.0,3.1,76.3,698.0,752.0,-8.8,92.8
165,305700,2003JJ00,6770.0,8333.0,-2.3,81.2,6055.0,7552.0,-2.6,80.2,715.0,754.0,0.3,94.8
166,305700,2004JJ00,7901.0,9964.0,19.6,79.3,7156.0,9194.0,21.7,77.8,745.0,763.0,1.3,97.6
167,305700,2005JJ00,8984.0,8984.0,-9.8,100.0,8320.0,8320.0,-9.5,100.0,664.0,664.0,-13.0,100.0
168,305700,2006JJ00,11362.0,8819.0,-1.8,128.8,10698.0,8176.0,-1.7,130.8,664.0,643.0,-3.2,103.3
169,305700,2007JJ00,10980.0,9030.0,2.4,121.6,10303.0,8389.0,2.6,122.8,677.0,636.0,-1.1,106.4
170,305700,2008JJ00,15868.0,10092.0,11.8,157.2,15158.0,9431.0,12.4,160.7,710.0,647.0,1.6,109.8
171,305700,2009JJ00,11597.0,9305.0,-7.8,124.6,10916.0,8677.0,-8.0,125.8,681.0,623.0,-3.7,109.3
172,305700,2010JJ00,11846.0,10153.0,9.1,116.7,11097.0,9475.0,9.2,117.1,749.0,672.0,7.9,111.4
173,305700,2011JJ00,13766.0,9489.0,-6.5,145.1,13022.0,8828.0,-6.8,147.5,744.0,657.0,-2.3,113.2
174,305700,2012JJ00,16018.0,10145.0,6.9,157.9,15257.0,9468.0,7.2,161.1,761.0,664.0,1.1,114.6
175,305800,1988JJ00,2822.0,5236.0,,53.9,2418.0,4565.0,,53.0,404.0,608.0,,66.4
176,305800,1989JJ00,2863.0,5264.0,0.5,54.4,2443.0,4582.0,0.4,53.3,420.0,617.0,1.5,68.0
177,305800,1990JJ00,3484.0,5977.0,13.6,58.3,3010.0,5233.0,14.2,57.5,474.0,677.0,9.8,70.0
178,305800,1991JJ00,4496.0,7001.0,17.1,64.2,3932.0,6148.0,17.5,64.0,564.0,779.0,15.0,72.4
179,305800,1992JJ00,3618.0,6462.0,-7.7,56.0,3081.0,5666.0,-7.8,54.4,537.0,726.0,-6.7,73.9
180,305800,1993JJ00,3442.0,6678.0,3.3,51.5,2892.0,5867.0,3.5,49.3,550.0,743.0,2.2,74.1
181,305800,1994JJ00,3386.0,6731.0,0.8,50.3,2831.0,5927.0,1.0,47.8,555.0,739.0,-0.5,75.1
182,305800,1995JJ00,3491.0,6645.0,-1.3,52.5,2903.0,5787.0,-2.4,50.2,588.0,771.0,4.3,76.3
183,305800,1996JJ00,3967.0,7178.0,8.0,55.3,3373.0,6365.0,10.0,53.0,594.0,757.0,-1.7,78.4
184,305800,1997JJ00,4081.0,6706.0,-6.6,60.9,3459.0,5837.0,-8.3,59.3,622.0,782.0,3.2,79.6
185,305800,1998JJ00,3427.0,6226.0,-7.2,55.0,2792.0,5327.0,-8.7,52.4,635.0,794.0,1.6,79.9
186,305800,1999JJ00,3075.0,6412.0,3.0,48.0,2425.0,5522.0,3.7,43.9,650.0,794.0,0.0,81.8
187,305800,2000JJ00,5032.0,6862.0,7.0,73.3,4373.0,6046.0,9.5,72.3,659.0,777.0,-2.2,84.8
188,305800,2001JJ00,6908.0,7872.0,14.7,87.7,6230.0,7091.0,17.3,87.9,678.0,759.0,-2.3,89.3
189,305800,2002JJ00,6135.0,8030.0,2.0,76.4,5482.0,7306.0,3.0,75.0,653.0,702.0,-7.5,93.0
190,305800,2003JJ00,6311.0,7850.0,-2.2,80.4,5641.0,7118.0,-2.6,79.2,670.0,707.0,0.6,94.8
191,305800,2004JJ00,7440.0,9513.0,21.2,78.2,6740.0,8791.0,23.5,76.7,700.0,718.0,1.6,97.5
192,305800,2005JJ00,8502.0,8502.0,-10.6,100.0,7873.0,7873.0,-10.4,100.0,629.0,629.0,-12.4,100.0
193,305800,2006JJ00,10883.0,8346.0,-1.8,130.4,10250.0,7734.0,-1.8,132.5,633.0,612.0,-2.7,103.4
194,305800,2007JJ00,10478.0,8554.0,2.5,122.5,9827.0,7941.0,2.7,123.7,651.0,608.0,-0.6,107.0
195,305800,2008JJ00,15304.0,9617.0,12.4,159.1,14624.0,8986.0,13.2,162.7,680.0,617.0,1.4,110.3
196,305800,2009JJ00,11095.0,8884.0,-7.6,124.9,10439.0,8284.0,-7.8,126.0,656.0,596.0,-3.4,110.1
197,305800,2010JJ00,11261.0,9670.0,8.8,116.5,10536.0,9020.0,8.9,116.8,725.0,644.0,8.1,112.6
198,305800,2011JJ00,13155.0,9022.0,-6.7,145.8,12436.0,8389.0,-7.0,148.2,719.0,629.0,-2.3,114.4
199,305800,2012JJ00,15430.0,9700.0,7.5,159.1,14694.0,9052.0,7.9,162.3,736.0,635.0,1.0,115.9
200,306300,1988JJ00,273.0,263.0,,103.6,253.0,235.0,,107.7,20.0,25.0,,79.6
201,306300,1989JJ00,291.0,265.0,0.7,109.7,271.0,237.0,0.8,114.5,20.0,25.0,0.0,79.6
202,306300,1990JJ00,282.0,249.0,-6.2,113.3,262.0,222.0,-6.3,118.1,20.0,24.0,-5.0,83.8
203,306300,1991JJ00,305.0,252.0,1.1,121.2,285.0,225.0,1.5,126.5,20.0,23.0,-5.0,88.2
204,306300,1992JJ00,293.0,244.0,-3.0,120.0,275.0,219.0,-2.8,125.6,18.0,22.0,-5.0,83.5
205,306300,1993JJ00,244.0,263.0,7.8,92.7,227.0,238.0,8.7,95.3,17.0,20.0,-5.6,83.5
206,306300,1994JJ00,284.0,303.0,15.2,93.6,265.0,275.0,15.4,96.4,19.0,23.0,11.8,83.5
207,306300,1995JJ00,276.0,261.0,-14.1,105.9,258.0,234.0,-14.7,110.1,18.0,22.0,-5.3,83.5
208,306300,1996JJ00,292.0,284.0,9.1,102.8,255.0,239.0,1.9,106.7,37.0,45.0,111.1,81.3
209,306300,1997JJ00,330.0,315.0,11.0,104.7,279.0,258.0,7.8,108.3,51.0,60.0,32.4,84.7
210,306300,1998JJ00,301.0,333.0,5.5,90.5,252.0,277.0,7.5,91.0,49.0,57.0,-5.9,86.4
211,306300,1999JJ00,406.0,486.0,46.2,83.5,355.0,429.0,54.8,82.8,51.0,58.0,2.0,88.2
212,306300,2000JJ00,416.0,505.0,3.9,82.3,360.0,443.0,3.4,81.2,56.0,62.0,7.8,89.8
213,306300,2001JJ00,459.0,497.0,-1.7,92.4,400.0,432.0,-2.5,92.6,59.0,65.0,3.6,91.3
214,306300,2002JJ00,485.0,498.0,0.2,97.4,440.0,448.0,3.8,98.1,45.0,49.0,-23.7,91.3
215,306300,2003JJ00,459.0,480.0,-3.5,95.6,414.0,433.0,-3.4,95.6,45.0,47.0,-4.4,95.6
216,306300,2004JJ00,461.0,468.0,-2.6,98.5,416.0,423.0,-2.4,98.4,45.0,45.0,-4.4,100.0
217,306300,2005JJ00,482.0,482.0,3.0,100.0,447.0,447.0,5.8,100.0,35.0,35.0,-22.2,100.0
218,306300,2006JJ00,479.0,473.0,-1.9,101.3,448.0,442.0,-1.1,101.4,31.0,31.0,-11.4,100.0
219,306300,2007JJ00,502.0,474.0,0.2,105.9,476.0,446.0,0.9,106.7,26.0,28.0,-9.7,92.9
220,306300,2008JJ00,564.0,464.0,-2.2,121.7,534.0,434.0,-2.7,123.1,30.0,30.0,7.7,99.5
221,306300,2009JJ00,502.0,404.0,-12.8,124.1,477.0,378.0,-12.9,126.3,25.0,27.0,-10.0,92.1
222,306300,2010JJ00,585.0,466.0,15.1,125.6,561.0,437.0,15.7,128.3,24.0,28.0,4.0,85.0
223,306300,2011JJ00,611.0,450.0,-3.4,135.9,586.0,422.0,-3.6,139.0,25.0,28.0,0.0,88.6
224,306300,2012JJ00,588.0,422.0,-6.2,139.4,563.0,393.0,-6.7,143.1,25.0,29.0,4.0,85.2
225,307000,1988JJ00,,,,,,,,,,,,
226,307000,1989JJ00,,,,,,,,,,,,
227,307000,1990JJ00,,,,,,,,,,,,
228,307000,1991JJ00,,,,,,,,,,,,
229,307000,1992JJ00,,,,,,,,,,,,
230,307000,1993JJ00,,,,,,,,,,,,
231,307000,1994JJ00,,,,,,,,,,,,
232,307000,1995JJ00,,,,,,,,,,,,
233,307000,1996JJ00,,,,,,,,,,,,
234,307000,1997JJ00,,,,,,,,,,,,
235,307000,1998JJ00,,,,,,,,,,,,
