ID,HerkomstVanUitvoer,Perioden,WaardeInWerkelijkePrijzen_1,WaardePrijsniveau2005_2,VolumemutatieTOVVoorafgaandJaar_3,Prijsindexcijfers_4,WaardeInWerkelijkePrijzen_5,WaardePrijsniveau2005_6,VolumemutatieTOVVoorafgaandJaar_7,Prijsindexcijfers_8,WaardeInWerkelijkePrijzen_9,WaardePrijsniveau2005_10,VolumemutatieTOVVoorafgaandJaar_11,Prijsindexcijfers_12
1396,383200,2009JJ00,4148.0,3814.0,-9.4,108.8,5.0,5.0,,,4143.0,3809.0,-9.5,108.8
1397,383200,2010JJ00,4377.0,4000.0,4.9,109.4,6.0,5.0,,,4371.0,3995.0,4.9,109.4
1398,383200,2011JJ00,4506.0,4016.0,0.4,112.2,6.0,5.0,,,4500.0,4011.0,0.4,112.2
1399,383200,2012JJ00,4535.0,4033.0,0.4,112.4,6.0,6.0,,,4529.0,4027.0,0.4,112.5
1400,384900,1988JJ00,2401.0,2885.0,,83.2,,,,,2401.0,2885.0,,83.2
1401,384900,1989JJ00,2698.0,3154.0,9.3,85.5,,,,,2698.0,3154.0,9.3,85.5
1402,384900,1990JJ00,2688.0,3238.0,2.7,83.0,,,,,2688.0,3238.0,2.7,83.0
1403,384900,1991JJ00,2772.0,3330.0,2.8,83.2,,,,,2772.0,3330.0,2.8,83.2
1404,384900,1992JJ00,2859.0,3561.0,6.9,80.3,,,,,2859.0,3561.0,6.9,80.3
1405,384900,1993JJ00,2985.0,3531.0,-0.8,84.5,,,,,2985.0,3531.0,-0.8,84.5
1406,384900,1994JJ00,3044.0,3591.0,1.7,84.8,,,,,3044.0,3591.0,1.7,84.8
1407,384900,1995JJ00,3016.0,3613.0,0.6,83.5,,,,,3016.0,3613.0,0.6,83.5
1408,384900,1996JJ00,3006.0,3612.0,0.0,83.2,,,,,3006.0,3612.0,0.0,83.2
1409,384900,1997JJ00,3282.0,3807.0,5.4,86.2,,,,,3282.0,3807.0,5.4,86.2
1410,384900,1998JJ00,3565.0,4017.0,5.5,88.7,,,,,3565.0,4017.0,5.5,88.7
1411,384900,1999JJ00,3532.0,4117.0,2.5,85.8,,,,,3532.0,4117.0,2.5,85.8
1412,384900,2000JJ00,4011.0,4428.0,7.6,90.6,,,,,4011.0,4428.0,7.6,90.6
1413,384900,2001JJ00,4347.0,4849.0,9.5,89.6,,,,,4347.0,4849.0,9.5,89.6
1414,384900,2002JJ00,4232.0,4658.0,-3.9,90.8,,,,,4232.0,4658.0,-3.9,90.8
1415,384900,2003JJ00,4470.0,4843.0,4.0,92.3,,,,,4470.0,4843.0,4.0,92.3
1416,384900,2004JJ00,4742.0,4988.0,3.0,95.1,,,,,4742.0,4988.0,3.0,95.1
1417,384900,2005JJ00,5283.0,5283.0,5.9,100.0,,,,,5283.0,5283.0,5.9,100.0
1418,384900,2006JJ00,3986.0,4049.0,-23.4,98.4,,,,,3986.0,4049.0,-23.4,98.4
1419,384900,2007JJ00,4259.0,4560.0,12.6,93.4,,,,,4259.0,4560.0,12.6,93.4
1420,384900,2008JJ00,4663.0,4846.0,6.3,96.2,,,,,4663.0,4846.0,6.3,96.2
1421,384900,2009JJ00,3778.0,4354.0,-10.1,86.8,,,,,3778.0,4354.0,-10.1,86.8
1422,384900,2010JJ00,3702.0,4102.0,-5.8,90.3,,,,,3702.0,4102.0,-5.8,90.3
1423,384900,2011JJ00,3797.0,4055.0,-1.1,93.6,,,,,3797.0,4055.0,-1.1,93.6
1424,384900,2012JJ00,4077.0,4234.0,4.4,96.3,,,,,4077.0,4234.0,4.4,96.3
1425,386300,1988JJ00,1887.0,1982.0,,95.2,,,,,1887.0,1982.0,,95.2
1426,386300,1989JJ00,2027.0,2085.0,5.2,97.2,,,,,2027.0,2085.0,5.2,97.2
1427,386300,1990JJ00,2139.0,2206.0,5.8,97.0,,,,,2139.0,2206.0,5.8,97.0
1428,386300,1991JJ00,2470.0,2433.0,10.3,101.5,,,,,2470.0,2433.0,10.3,101.5
1429,386300,1992JJ00,2805.0,2906.0,19.4,96.5,,,,,2805.0,2906.0,19.4,96.5
1430,386300,1993JJ00,2964.0,3339.0,14.9,88.8,,,,,2964.0,3339.0,14.9,88.8
1431,386300,1994JJ00,3120.0,3630.0,8.7,86.0,,,,,3120.0,3630.0,8.7,86.0
1432,386300,1995JJ00,3372.0,3960.0,9.1,85.2,,,,,3372.0,3960.0,9.1,85.2
1433,386300,1996JJ00,3562.0,4209.0,6.3,84.6,,,,,3562.0,4209.0,6.3,84.6
1434,386300,1997JJ00,4275.0,4626.0,9.9,92.4,,,,,4275.0,4626.0,9.9,92.4
1435,386300,1998JJ00,4384.0,4762.0,2.9,92.1,,,,,4384.0,4762.0,2.9,92.1
1436,386300,1999JJ00,4448.0,4949.0,3.9,89.9,,,,,4448.0,4949.0,3.9,89.9
1437,386300,2000JJ00,5168.0,5201.0,5.1,99.4,,,,,5168.0,5201.0,5.1,99.4
1438,386300,2001JJ00,4977.0,4990.0,-4.0,99.7,,,,,4977.0,4990.0,-4.0,99.7
1439,386300,2002JJ00,5243.0,5068.0,1.5,103.5,,,,,5243.0,5068.0,1.5,103.5
1440,386300,2003JJ00,4705.0,4878.0,-3.7,96.5,,,,,4705.0,4878.0,-3.7,96.5
1441,386300,2004JJ00,5013.0,5239.0,7.4,95.7,,,,,5013.0,5239.0,7.4,95.7
1442,386300,2005JJ00,5612.0,5612.0,7.1,100.0,,,,,5612.0,5612.0,7.1,100.0
1443,386300,2006JJ00,6173.0,5947.0,6.0,103.8,,,,,6173.0,5947.0,6.0,103.8
1444,386300,2007JJ00,6055.0,5961.0,0.2,101.6,,,,,6055.0,5961.0,0.2,101.6
1445,386300,2008JJ00,6492.0,6146.0,3.1,105.6,,,,,6492.0,6146.0,3.1,105.6
1446,386300,2009JJ00,5156.0,5614.0,-8.6,91.8,,,,,5156.0,5614.0,-8.6,91.8
1447,386300,2010JJ00,6076.0,6162.0,9.8,98.6,,,,,6076.0,6162.0,9.8,98.6
1448,386300,2011JJ00,6454.0,6534.0,6.0,98.8,,,,,6454.0,6534.0,6.0,98.8
1449,386300,2012JJ00,6853.0,6634.0,1.5,103.3,,,,,6853.0,6634.0,1.5,103.3
1450,386800,1988JJ00,1845.0,2791.0,,66.1,,,,,1845.0,2791.0,,66.1
1451,386800,1989JJ00,1864.0,2815.0,0.9,66.2,,,,,1864.0,2815.0,0.9,66.2
1452,386800,1990JJ00,1975.0,2927.0,4.0,67.5,,,,,1975.0,2927.0,4.0,67.5
1453,386800,1991JJ00,2164.0,3049.0,4.2,71.0,,,,,2164.0,3049.0,4.2,71.0
1454,386800,1992JJ00,2256.0,3085.0,1.2,73.1,,,,,2256.0,3085.0,1.2,73.1
1455,386800,1993JJ00,2281.0,3048.0,-1.2,74.8,,,,,2281.0,3048.0,-1.2,74.8
1456,386800,1994JJ00,2360.0,3098.0,1.6,76.2,,,,,2360.0,3098.0,1.6,76.2
1457,386800,1995JJ00,2479.0,3175.0,2.5,78.1,,,,,2479.0,3175.0,2.5,78.1
1458,386800,1996JJ00,2593.0,3308.0,4.2,78.4,,,,,2593.0,3308.0,4.2,78.4
1459,386800,1997JJ00,2858.0,3575.0,8.1,79.9,,,,,2858.0,3575.0,8.1,79.9
1460,386800,1998JJ00,3111.0,3819.0,6.8,81.5,,,,,3111.0,3819.0,6.8,81.5
1461,386800,1999JJ00,3225.0,3958.0,3.6,81.5,,,,,3225.0,3958.0,3.6,81.5
1462,386800,2000JJ00,3469.0,4163.0,5.2,83.3,,,,,3469.0,4163.0,5.2,83.3
1463,386800,2001JJ00,3662.0,4217.0,1.3,86.8,,,,,3662.0,4217.0,1.3,86.8
1464,386800,2002JJ00,3829.0,4212.0,-0.1,90.9,,,,,3829.0,4212.0,-0.1,90.9
1465,386800,2003JJ00,3817.0,4098.0,-2.7,93.2,,,,,3817.0,4098.0,-2.7,93.2
1466,386800,2004JJ00,4179.0,4329.0,5.7,96.5,,,,,4179.0,4329.0,5.7,96.5
1467,386800,2005JJ00,4518.0,4518.0,4.4,100.0,,,,,4518.0,4518.0,4.4,100.0
1468,386800,2006JJ00,5000.0,4900.0,8.5,102.0,,,,,5000.0,4900.0,8.5,102.0
1469,386800,2007JJ00,5441.0,5202.0,6.2,104.6,,,,,5441.0,5202.0,6.2,104.6
1470,386800,2008JJ00,5820.0,5334.0,2.5,109.1,,,,,5820.0,5334.0,2.5,109.1
1471,386800,2009JJ00,5343.0,4819.0,-9.7,110.9,,,,,5343.0,4819.0,-9.7,110.9
1472,386800,2010JJ00,5773.0,5210.0,8.1,110.8,,,,,5773.0,5210.0,8.1,110.8
1473,386800,2011JJ00,6225.0,5483.0,5.2,113.5,,,,,6225.0,5483.0,5.2,113.5
1474,386800,2012JJ00,6491.0,5676.0,3.5,114.4,,,,,6491.0,5676.0,3.5,114.4
1475,388400,1988JJ00,351.0,487.0,,72.1,,,,,351.0,487.0,,72.1
1476,388400,1989JJ00,375.0,515.0,5.7,72.9,,,,,375.0,515.0,5.7,72.9
1477,388400,1990JJ00,405.0,552.0,7.2,73.4,,,,,405.0,552.0,7.2,73.4
1478,388400,1991JJ00,450.0,602.0,9.1,74.7,,,,,450.0,602.0,9.1,74.7
1479,388400,1992JJ00,529.0,680.0,12.9,77.8,,,,,529.0,680.0,12.9,77.8
1480,388400,1993JJ00,607.0,748.0,10.0,81.2,,,,,607.0,748.0,10.0,81.2
1481,388400,1994JJ00,642.0,758.0,1.3,84.7,,,,,642.0,758.0,1.3,84.7
1482,388400,1995JJ00,644.0,752.0,-0.8,85.7,,,,,644.0,752.0,-0.8,85.7
1483,388400,1996JJ00,736.0,852.0,13.4,86.4,,,,,736.0,852.0,13.4,86.4
1484,388400,1997JJ00,791.0,891.0,4.6,88.7,,,,,791.0,891.0,4.6,88.7
1485,388400,1998JJ00,929.0,1032.0,15.8,90.0,,,,,929.0,1032.0,15.8,90.0
1486,388400,1999JJ00,957.0,1052.0,1.9,90.9,,,,,957.0,1052.0,1.9,90.9
1487,388400,2000JJ00,1040.0,1128.0,7.2,92.2,,,,,1040.0,1128.0,7.2,92.2
1488,388400,2001JJ00,1114.0,1179.0,4.5,94.5,,,,,1114.0,1179.0,4.5,94.5
1489,388400,2002JJ00,1135.0,1192.0,1.1,95.2,,,,,1135.0,1192.0,1.1,95.2
1490,388400,2003JJ00,1144.0,1184.0,-0.6,96.6,,,,,1144.0,1184.0,-0.6,96.6
1491,388400,2004JJ00,1348.0,1375.0,16.1,98.0,,,,,1348.0,1375.0,16.1,98.0
1492,388400,2005JJ00,1376.0,1376.0,0.1,100.0,,,,,1376.0,1376.0,0.1,100.0
1493,388400,2006JJ00,1418.0,1380.0,0.3,102.8,,,,,1418.0,1380.0,0.3,102.8
1494,388400,2007JJ00,1444.0,1369.0,-0.8,105.5,,,,,1444.0,1369.0,-0.8,105.5
1495,388400,2008JJ00,1452.0,1336.0,-2.4,108.7,,,,,1452.0,1336.0,-2.4,108.7
1496,388400,2009JJ00,1335.0,1219.0,-8.7,109.5,,,,,1335.0,1219.0,-8.7,109.5
1497,388400,2010JJ00,1322.0,1187.0,-2.6,111.3,,,,,1322.0,1187.0,-2.6,111.3
1498,388400,2011JJ00,1463.0,1267.0,6.7,115.5,,,,,1463.0,1267.0,6.7,115.5
1499,388400,2012JJ00,1397.0,1169.0,-7.7,119.5,,,,,1397.0,1169.0,-7.7,119.5
1500,389100,1988JJ00,13.0,18.0,,72.4,,,,,13.0,18.0,,72.4
1501,389100,1989JJ00,16.0,22.0,23.1,72.4,,,,,16.0,22.0,23.1,72.4
1502,389100,1990JJ00,17.0,23.0,6.3,72.4,,,,,17.0,23.0,6.3,72.4
1503,389100,1991JJ00,20.0,23.0,0.0,85.1,,,,,20.0,23.0,0.0,85.1
1504,389100,1992JJ00,22.0,25.0,5.0,89.2,,,,,22.0,25.0,5.0,89.2
1505,389100,1993JJ00,26.0,28.0,13.6,92.8,,,,,26.0,28.0,13.6,92.8
1506,389100,1994JJ00,29.0,31.0,11.5,92.8,,,,,29.0,31.0,11.5,92.8
1507,389100,1995JJ00,26.0,31.0,0.0,83.2,,,,,26.0,31.0,0.0,83.2
1508,389100,1996JJ00,26.0,31.0,0.0,83.2,,,,,26.0,31.0,0.0,83.2
1509,389100,1997JJ00,25.0,29.0,-7.7,86.6,,,,,25.0,29.0,-7.7,86.6
1510,389100,1998JJ00,28.0,31.0,8.0,89.8,,,,,28.0,31.0,8.0,89.8
1511,389100,1999JJ00,23.0,26.0,-17.9,89.8,,,,,23.0,26.0,-17.9,89.8
1512,389100,2000JJ00,22.0,26.0,0.0,85.9,,,,,22.0,26.0,0.0,85.9
1513,389100,2001JJ00,24.0,27.0,4.5,89.7,,,,,24.0,27.0,4.5,89.7
1514,389100,2002JJ00,24.0,28.0,4.2,86.1,,,,,24.0,28.0,4.2,86.1
1515,389100,2003JJ00,26.0,29.0,4.2,89.5,,,,,26.0,29.0,4.2,89.5
1516,389100,2004JJ00,26.0,28.0,-3.8,93.1,,,,,26.0,28.0,-3.8,93.1
1517,389100,2005JJ00,29.0,29.0,3.8,100.0,,,,,29.0,29.0,3.8,100.0
1518,389100,2006JJ00,32.0,31.0,6.9,103.2,,,,,32.0,31.0,6.9,103.2
1519,389100,2007JJ00,33.0,31.0,0.0,106.5,,,,,33.0,31.0,0.0,106.5
1520,389100,2008JJ00,33.0,31.0,0.0,106.5,,,,,33.0,31.0,0.0,106.5
1521,389100,2009JJ00,31.0,30.0,-3.0,103.1,,,,,31.0,30.0,-3.0,103.1
1522,389100,2010JJ00,33.0,32.0,6.5,103.1,,,,,33.0,32.0,6.5,103.1
1523,389100,2011JJ00,32.0,31.0,-3.0,103.1,,,,,32.0,31.0,-3.0,103.1
1524,389100,2012JJ00,32.0,32.0,3.1,100.0,,,,,32.0,32.0,3.1,100.0
1525,389200,1988JJ00,2.0,2.0,,,,,,,2.0,2.0,,
1526,389200,1989JJ00,3.0,3.0,,,,,,,3.0,3.0,,
1527,389200,1990JJ00,3.0,3.0,,,,,,,3.0,3.0,,
1528,389200,1991JJ00,4.0,4.0,,,,,,,4.0,4.0,,
1529,389200,1992JJ00,4.0,4.0,,,,,,,4.0,4.0,,
1530,389200,1993JJ00,5.0,5.0,,,,,,,5.0,5.0,,
1531,389200,1994JJ00,6.0,6.0,,,,,,,6.0,6.0,,
1532,389200,1995JJ00,5.0,5.0,,,,,,,5.0,5.0,,
1533,389200,1996JJ00,5.0,5.0,,,,,,,5.0,5.0,,
1534,389200,1997JJ00,5.0,5.0,,,,,,,5.0,5.0,,
1535,389200,1998JJ00,5.0,5.0,,,,,,,5.0,5.0,,
1536,389200,1999JJ00,4.0,4.0,,,,,,,4.0,4.0,,
1537,389200,2000JJ00,3.0,3.0,,,,,,,3.0,3.0,,
1538,389200,2001JJ00,5.0,5.0,,,,,,,5.0,5.0,,
1539,389200,2002JJ00,5.0,5.0,,,,,,,5.0,5.0,,
1540,389200,2003JJ00,5.0,5.0,,,,,,,5.0,5.0,,
1541,389200,2004JJ00,5.0,5.0,,,,,,,5.0,5.0,,
1542,389200,2005JJ00,6.0,6.0,,,,,,,6.0,6.0,,
1543,389200,2006JJ00,6.0,6.0,,,,,,,6.0,6.0,,
1544,389200,2007JJ00,7.0,7.0,,,,,,,7.0,7.0,,
1545,389200,2008JJ00,7.0,7.0,,,,,,,7.0,7.0,,
1546,389200,2009JJ00,6.0,6.0,,,,,,,6.0,6.0,,
1547,389200,2010JJ00,6.0,8.0,,,,,,,6.0,8.0,,
1548,389200,2011JJ00,6.0,8.0,,,,,,,6.0,8.0,,
1549,389200,2012JJ00,6.0,9.0,,,,,,,6.0,9.0,,
1550,390500,1988JJ00,11.0,15.0,,71.5,,,,,11.0,15.0,,71.5
1551,390500,1989JJ00,13.0,18.0,18.2,71.5,,,,,13.0,18.0,18.2,71.5
1552,390500,1990JJ00,14.0,20.0,7.7,71.5,,,,,14.0,20.0,7.7,71.5
1553,390500,1991JJ00,16.0,20.0,0.0,81.8,,,,,16.0,20.0,0.0,81.8
1554,390500,1992JJ00,18.0,21.0,6.3,86.6,,,,,18.0,21.0,6.3,86.6
1555,390500,1993JJ00,21.0,23.0,11.1,90.9,,,,,21.0,23.0,11.1,90.9
1556,390500,1994JJ00,23.0,25.0,9.5,90.9,,,,,23.0,25.0,9.5,90.9
1557,390500,1995JJ00,21.0,25.0,0.0,83.0,,,,,21.0,25.0,0.0,83.0
1558,390500,1996JJ00,21.0,25.0,0.0,83.0,,,,,21.0,25.0,0.0,83.0
1559,390500,1997JJ00,20.0,23.0,-9.5,87.4,,,,,20.0,23.0,-9.5,87.4
1560,390500,1998JJ00,23.0,25.0,10.0,91.3,,,,,23.0,25.0,10.0,91.3
1561,390500,1999JJ00,19.0,21.0,-17.4,91.3,,,,,19.0,21.0,-17.4,91.3
1562,390500,2000JJ00,19.0,21.0,0.0,91.3,,,,,19.0,21.0,0.0,91.3
1563,390500,2001JJ00,19.0,21.0,0.0,91.3,,,,,19.0,21.0,0.0,91.3
1564,390500,2002JJ00,19.0,22.0,5.3,86.8,,,,,19.0,22.0,5.3,86.8
1565,390500,2003JJ00,21.0,23.0,5.3,91.1,,,,,21.0,23.0,5.3,91.1
1566,390500,2004JJ00,21.0,22.0,-4.8,95.7,,,,,21.0,22.0,-4.8,95.7
1567,390500,2005JJ00,23.0,23.0,4.8,100.0,,,,,23.0,23.0,4.8,100.0
1568,390500,2006JJ00,26.0,25.0,8.7,104.0,,,,,26.0,25.0,8.7,104.0
1569,390500,2007JJ00,26.0,25.0,0.0,104.0,,,,,26.0,25.0,0.0,104.0
1570,390500,2008JJ00,26.0,24.0,-3.8,108.2,,,,,26.0,24.0,-3.8,108.2
1571,390500,2009JJ00,25.0,23.0,-3.8,108.2,,,,,25.0,23.0,-3.8,108.2
1572,390500,2010JJ00,27.0,24.0,4.0,112.3,,,,,27.0,24.0,4.0,112.3
1573,390500,2011JJ00,26.0,23.0,-3.7,112.3,,,,,26.0,23.0,-3.7,112.3
1574,390500,2012JJ00,26.0,23.0,0.0,112.3,,,,,26.0,23.0,0.0,112.3
1575,391600,1988JJ00,1258.0,1297.0,,97.0,533.0,645.0,,82.7,725.0,705.0,,102.9
1576,391600,1989JJ00,1437.0,1488.0,14.7,96.6,553.0,673.0,4.3,82.2,884.0,862.0,22.3,102.6
1577,391600,1990JJ00,1670.0,1697.0,14.1,98.4,655.0,781.0,16.1,83.9,1015.0,972.0,12.8,104.4
1578,391600,1991JJ00,1977.0,1959.0,15.4,100.9,698.0,828.0,6.1,84.3,1279.0,1181.0,21.5,108.3
1579,391600,1992JJ00,1964.0,1919.0,-2.0,102.3,584.0,688.0,-16.9,84.8,1380.0,1253.0,6.1,110.1
1580,391600,1993JJ00,2211.0,2135.0,11.3,103.5,633.0,743.0,7.9,85.2,1578.0,1412.0,12.7,111.8
1581,391600,1994JJ00,2401.0,2274.0,6.5,105.6,691.0,778.0,4.7,88.8,1710.0,1514.0,7.2,113.0
1582,391600,1995JJ00,2446.0,2207.0,-3.0,110.8,808.0,916.0,17.8,88.2,1638.0,1342.0,-11.3,122.0
1583,391600,1996JJ00,2842.0,2514.0,13.9,113.1,927.0,1043.0,13.9,88.9,1915.0,1529.0,13.9,125.3
1584,391600,1997JJ00,3034.0,2773.0,10.3,109.4,997.0,1110.0,6.4,89.8,2037.0,1716.0,12.2,118.7
1585,391600,1998JJ00,3501.0,3355.0,21.0,104.3,1195.0,1326.0,19.5,90.1,2306.0,2089.0,21.7,110.4
1586,391600,1999JJ00,4364.0,4236.0,26.2,103.0,1404.0,1532.0,15.6,91.6,2960.0,2753.0,31.8,107.5
1587,391600,2000JJ00,5075.0,4870.0,15.0,104.2,1619.0,1707.0,11.4,94.9,3456.0,3211.0,16.7,107.6
1588,391600,2001JJ00,6111.0,5854.0,20.2,104.4,1754.0,1783.0,4.5,98.3,4357.0,4097.0,27.6,106.4
1589,391600,2002JJ00,5650.0,5641.0,-3.6,100.2,1394.0,1429.0,-19.9,97.6,4256.0,4215.0,2.9,101.0
1590,391600,2003JJ00,6049.0,6103.0,8.2,99.1,1444.0,1486.0,4.0,97.2,4605.0,4618.0,9.6,99.7
1591,391600,2004JJ00,6204.0,6207.0,1.7,100.0,1437.0,1457.0,-1.9,98.6,4767.0,4750.0,2.8,100.4
1592,391600,2005JJ00,6480.0,6480.0,4.4,100.0,1516.0,1516.0,4.0,100.0,4964.0,4964.0,4.5,100.0
1593,391600,2006JJ00,6660.0,6583.0,1.6,101.2,1298.0,1274.0,-16.0,101.9,5362.0,5309.0,7.0,101.0
1594,391600,2007JJ00,7390.0,7111.0,8.0,103.9,1381.0,1318.0,3.5,104.8,6009.0,5793.0,9.1,103.7
1595,391600,2008JJ00,7478.0,7159.0,0.7,104.5,1330.0,1298.0,-1.5,102.5,6148.0,5862.0,1.2,104.9
1596,391600,2009JJ00,7132.0,6899.0,-3.6,103.4,1194.0,1188.0,-8.5,100.5,5938.0,5710.0,-2.6,104.0
1597,391600,2010JJ00,7724.0,7388.0,7.1,104.5,1263.0,1250.0,5.2,101.1,6461.0,6137.0,7.5,105.3
1598,391600,2011JJ00,7878.0,7569.0,2.4,104.1,1258.0,1242.0,-0.6,101.3,6620.0,6324.0,3.0,104.7
1599,391600,2012JJ00,8081.0,7809.0,3.2,103.5,1310.0,1241.0,-0.1,105.6,6771.0,6564.0,3.8,103.2
1600,391705,1988JJ00,705.0,885.0,,79.6,367.0,429.0,,85.6,338.0,466.0,,72.5
1601,391705,1989JJ00,783.0,975.0,10.1,80.3,407.0,471.0,9.8,86.5,376.0,514.0,10.4,73.1
1602,391705,1990JJ00,877.0,1073.0,10.1,81.7,449.0,504.0,7.1,89.0,428.0,583.0,13.3,73.4
1603,391705,1991JJ00,980.0,1170.0,9.0,83.8,479.0,527.0,4.5,90.9,501.0,663.0,13.8,75.6
1604,391705,1992JJ00,966.0,1128.0,-3.6,85.7,453.0,495.0,-6.1,91.5,513.0,655.0,-1.2,78.3
1605,391705,1993JJ00,1035.0,1187.0,5.3,87.2,488.0,521.0,5.3,93.7,547.0,690.0,5.3,79.3
1606,391705,1994JJ00,1162.0,1304.0,9.9,89.1,518.0,529.0,1.4,98.0,644.0,809.0,17.4,79.6
1607,391705,1995JJ00,1047.0,1105.0,-15.3,94.8,603.0,625.0,18.3,96.4,444.0,466.0,-42.4,95.2
1608,391705,1996JJ00,1067.0,1113.0,0.8,95.9,567.0,587.0,-6.1,96.6,500.0,514.0,10.1,97.4
1609,391705,1997JJ00,995.0,1107.0,-0.6,89.9,572.0,586.0,-0.2,97.6,423.0,508.0,-1.0,83.2
1610,391705,1998JJ00,892.0,993.0,-10.3,89.8,638.0,657.0,12.1,97.1,254.0,303.0,-40.4,83.9
1611,391705,1999JJ00,983.0,1087.0,9.4,90.5,672.0,690.0,5.0,97.4,311.0,365.0,20.5,85.2
1612,391705,2000JJ00,1049.0,1122.0,3.3,93.5,700.0,693.0,0.4,101.0,349.0,399.0,9.3,87.5
1613,391705,2001JJ00,1313.0,1354.0,20.7,97.0,700.0,677.0,-2.3,103.4,613.0,665.0,66.8,92.2
1614,391705,2002JJ00,1206.0,1234.0,-8.9,97.8,548.0,540.0,-20.3,101.6,658.0,692.0,4.1,95.0
1615,391705,2003JJ00,1228.0,1247.0,1.1,98.5,542.0,538.0,-0.4,100.8,686.0,708.0,2.3,96.9
1616,391705,2004JJ00,1249.0,1257.0,0.8,99.4,511.0,516.0,-4.1,99.1,738.0,741.0,4.7,99.6
1617,391705,2005JJ00,1246.0,1246.0,-0.9,100.0,535.0,535.0,3.7,100.0,711.0,711.0,-4.1,100.0
1618,391705,2006JJ00,1249.0,1233.0,-1.0,101.3,546.0,539.0,0.7,101.3,703.0,694.0,-2.4,101.3
1619,391705,2007JJ00,1266.0,1232.0,-0.1,102.8,534.0,528.0,-2.0,101.1,732.0,704.0,1.4,104.0
1620,391705,2008JJ00,1212.0,1158.0,-6.0,104.7,467.0,464.0,-12.2,100.7,745.0,693.0,-1.5,107.5
1621,391705,2009JJ00,1227.0,1171.0,1.2,104.7,457.0,468.0,0.9,97.7,770.0,703.0,1.3,109.6
1622,391705,2010JJ00,1216.0,1156.0,-1.3,105.2,475.0,483.0,3.3,98.3,741.0,674.0,-4.0,109.9
1623,391705,2011JJ00,1243.0,1164.0,0.7,106.8,469.0,471.0,-2.5,99.6,774.0,693.0,2.7,111.8
1624,391705,2012JJ00,1258.0,1170.0,0.6,107.5,487.0,489.0,3.8,99.6,771.0,683.0,-1.4,112.9
1625,391700,1988JJ00,263.0,319.0,,82.4,250.0,296.0,,84.4,13.0,17.0,,77.8
1626,391700,1989JJ00,293.0,347.0,8.7,84.5,278.0,321.0,8.4,86.6,15.0,19.0,15.4,77.8
1627,391700,1990JJ00,318.0,359.0,3.4,88.6,303.0,333.0,3.6,91.1,15.0,19.0,0.0,77.8
1628,391700,1991JJ00,345.0,377.0,5.0,91.6,328.0,348.0,4.6,94.3,17.0,22.0,13.3,77.8
1629,391700,1992JJ00,333.0,361.0,-4.1,92.1,315.0,333.0,-4.3,94.6,18.0,22.0,0.0,82.4
1630,391700,1993JJ00,339.0,395.0,9.3,85.8,320.0,365.0,9.5,87.7,19.0,23.0,5.6,82.4
1631,391700,1994JJ00,368.0,404.0,2.4,91.0,346.0,373.0,2.2,92.8,22.0,24.0,5.3,90.6
1632,391700,1995JJ00,400.0,432.0,6.8,92.6,379.0,401.0,7.5,94.6,21.0,23.0,-4.5,90.6
1633,391700,1996JJ00,369.0,395.0,-8.5,93.4,334.0,350.0,-12.7,95.4,35.0,39.0,66.7,90.6
1634,391700,1997JJ00,370.0,396.0,0.3,93.4,329.0,344.0,-1.8,95.7,41.0,46.0,20.0,88.5
1635,391700,1998JJ00,442.0,473.0,19.5,93.4,380.0,395.0,14.9,96.2,62.0,72.0,56.1,85.7
1636,391700,1999JJ00,467.0,496.0,4.8,94.2,387.0,400.0,1.3,96.7,80.0,91.0,25.8,87.9
1637,391700,2000JJ00,497.0,514.0,3.6,96.7,403.0,404.0,1.0,99.7,94.0,106.0,16.3,88.8
1638,391700,2001JJ00,523.0,524.0,2.0,99.8,410.0,399.0,-1.2,102.7,113.0,123.0,16.0,92.1
1639,391700,2002JJ00,412.0,415.0,-20.8,99.3,301.0,297.0,-25.6,101.3,111.0,118.0,-3.5,93.8
1640,391700,2003JJ00,418.0,419.0,1.0,99.7,305.0,302.0,1.7,101.0,113.0,117.0,-0.9,96.4
1641,391700,2004JJ00,395.0,395.0,-5.7,100.0,289.0,288.0,-4.6,100.3,106.0,107.0,-8.8,99.2
1642,391700,2005JJ00,429.0,429.0,8.6,100.0,310.0,310.0,7.6,100.0,119.0,119.0,11.3,100.0
1643,391700,2006JJ00,461.0,455.0,6.1,101.3,340.0,337.0,8.7,100.9,121.0,118.0,-0.8,102.5
1644,391700,2007JJ00,475.0,469.0,3.0,101.3,348.0,349.0,3.5,99.7,127.0,120.0,1.7,105.9
1645,391700,2008JJ00,457.0,447.0,-4.6,102.2,328.0,328.0,-6.0,100.0,129.0,119.0,-0.8,108.4
1646,391700,2009JJ00,453.0,450.0,0.7,100.7,330.0,341.0,4.0,96.8,123.0,110.0,-7.8,112.0
1647,391700,2010JJ00,457.0,453.0,0.7,100.9,339.0,349.0,2.4,97.1,118.0,105.0,-4.1,112.0
1648,391700,2011JJ00,452.0,438.0,-3.3,103.2,339.0,341.0,-2.4,99.5,113.0,99.0,-5.9,114.1
1649,391700,2012JJ00,452.0,440.0,0.4,102.7,345.0,347.0,1.8,99.5,107.0,96.0,-3.5,112.0
1650,999998,1988JJ00,442.0,568.0,,77.8,117.0,139.0,,84.0,325.0,455.0,,71.4
