ID,BedrijfstakkenBranches,Seizoencorrectie,Perioden,ProductieBedrAfgelopen3Mnd_1,ProductieBedrKomende3Mnd_2,OmzetAfgelopen3Mnd_3,OmzetKomende3Mnd_4,BuitenlandseOmzetAfgelopen3Mnd_5,BuitenlandseOmzetKomende3Mnd_6,VerkoopprijzenTarievenKomende3Mnd_7,PersoneelssterkteAfgelopen3Mnd_8,PersoneelssterkteKomende3Mnd_9,EconomischKlimaatAfgelopen3Mnd_10,WinstgevendheidAfgelopen3Mnd_11
643,339205,A042501,2017KW02,31.8,10.6,7.1,19.0,11.3,10.6,0.5,13.0,1.8,5.9,13.5
644,339205,A042501,2017KW03,25.0,-0.3,17.8,12.2,15.6,13.2,8.9,25.7,26.6,9.7,-1.6
645,339205,A042501,2017KW04,0.1,39.9,6.7,39.9,7.2,38.6,5.6,34.3,16.5,18.8,5.5
646,339205,A042501,2018KW01,46.3,33.6,52.5,11.4,46.6,10.0,24.3,18.7,19.2,14.3,18.5
647,339205,A042501,2018KW02,28.3,34.8,24.6,39.7,21.5,32.2,9.7,21.2,29.5,18.8,-0.9
648,339205,A042501,2018KW03,20.8,6.2,43.8,8.3,29.9,0.6,5.1,30.9,15.2,26.8,17.6
649,339205,A042501,2018KW04,8.6,9.3,12.0,12.8,9.5,6.2,12.6,31.0,6.2,8.9,2.0
650,339205,A042501,2019KW01,12.6,6.5,23.3,7.7,18.5,2.9,18.0,10.9,-1.2,9.3,30.2
651,339205,A042501,2019KW02,-0.7,1.8,-1.1,-1.0,-6.8,-0.9,2.2,5.4,-10.0,3.9,13.7
652,339205,A042501,2019KW03,0.8,-13.1,12.1,-8.7,6.5,-8.8,1.8,-12.3,-2.6,-10.4,-12.9
653,339205,A042501,2019KW04,-19.8,-0.5,-14.0,2.9,-12.5,-8.2,2.6,-11.7,-11.7,-21.4,-18.1
654,339205,A042501,2020KW01,-18.9,-3.6,0.0,-13.4,-17.8,-14.5,23.4,-14.6,-10.0,-10.7,-25.0
655,339205,A042501,2020KW02,-28.6,-76.1,-29.2,-61.3,-28.2,-60.6,-2.9,-4.2,-39.4,-56.9,-44.9
656,339205,A042501,2020KW03,-43.5,-0.6,-50.1,-0.9,-48.2,1.7,11.3,-37.2,-5.1,-47.2,-60.7
657,339205,A042501,2020KW04,7.9,24.9,6.5,26.2,10.0,21.4,0.3,-4.7,10.4,-7.3,1.4
658,339205,A042501,2021KW01,22.4,15.3,33.5,0.8,27.5,0.9,-7.6,0.2,-9.8,7.8,6.4
659,339205,A042501,2021KW02,13.9,16.2,12.7,13.1,18.0,10.0,23.2,15.6,15.1,13.1,14.1
660,339205,A042501,2021KW03,-3.1,17.7,3.6,8.3,10.3,6.7,28.2,14.0,20.3,16.2,-4.8
661,339205,A042501,2021KW04,-10.4,12.3,-6.4,15.3,-8.8,13.1,39.7,13.1,36.9,-3.2,-1.4
662,339205,A042501,2022KW01,6.9,14.7,15.8,14.9,14.2,14.4,30.7,19.3,26.5,-1.3,9.8
663,339205,A042501,2022KW02,-8.9,23.7,-8.6,23.1,-0.1,17.4,36.1,17.2,21.8,-27.6,-21.5
664,339205,A042501,2022KW03,2.5,7.2,18.6,16.3,12.9,16.9,28.4,1.5,20.5,-1.8,-4.3
665,339205,A042501,2022KW04,9.4,16.1,22.8,12.4,17.1,14.3,39.7,11.1,8.3,-12.0,-4.4
666,339205,A042501,2023KW01,4.1,14.5,21.3,27.5,15.8,26.7,29.8,8.7,15.1,-3.5,-0.1
667,339205,A042500,2016KW01,14.0,8.2,27.9,1.4,15.3,-1.9,8.7,-4.5,-6.9,-4.7,-3.7
668,339205,A042500,2016KW02,10.3,4.0,6.7,10.6,13.2,11.3,5.1,8.2,0.6,7.3,7.4
669,339205,A042500,2016KW03,0.3,-8.1,8.4,-0.5,13.2,-1.3,5.5,-9.6,-9.5,-6.1,-5.5
670,339205,A042500,2016KW04,-10.3,10.4,-3.7,19.9,1.7,10.7,-1.2,5.5,4.9,-3.2,-12.3
671,339205,A042500,2017KW01,19.3,24.8,22.6,25.3,13.3,23.8,2.8,20.7,12.3,1.1,-4.9
672,339205,A042500,2017KW02,36.3,5.7,17.2,13.9,16.7,9.1,3.0,18.1,0.8,6.1,13.5
673,339205,A042500,2017KW03,25.0,12.2,16.9,23.6,14.5,20.0,11.3,23.9,28.4,9.4,-0.6
674,339205,A042500,2017KW04,-0.2,28.1,6.2,31.5,14.8,28.1,5.5,29.6,13.3,19.3,3.6
675,339205,A042500,2018KW01,64.2,37.9,61.1,13.0,45.3,15.2,19.5,20.0,21.6,13.9,19.6
676,339205,A042500,2018KW02,10.7,29.8,17.5,35.0,16.4,30.6,12.2,26.3,28.5,19.0,-1.1
677,339205,A042500,2018KW03,20.9,18.6,42.9,19.9,28.9,7.4,7.5,29.1,17.0,26.5,18.2
678,339205,A042500,2018KW04,8.5,-2.5,11.4,4.5,17.1,-4.3,12.5,26.3,3.1,9.4,0.7
679,339205,A042500,2019KW01,8.2,10.9,14.7,8.8,6.6,8.1,13.2,12.3,1.2,9.0,31.3
680,339205,A042500,2019KW02,3.7,-3.1,8.9,-5.5,-1.4,-2.5,4.7,10.5,-11.1,4.1,13.5
681,339205,A042500,2019KW03,0.9,-0.6,11.2,3.1,5.4,-2.0,4.2,-14.0,-0.9,-10.8,-12.7
682,339205,A042500,2019KW04,-19.9,-12.3,-14.5,-5.4,-4.9,-18.7,2.5,-16.4,-14.8,-21.0,-19.1
683,339205,A042500,2020KW01,-24.7,-2.2,-9.9,-9.4,-35.1,-9.4,17.7,-12.4,-8.4,-11.0,-27.7
684,339205,A042500,2020KW02,-24.9,-81.5,-19.4,-65.4,-24.5,-64.4,-0.7,0.8,-41.5,-57.0,-47.0
685,339205,A042500,2020KW03,-43.6,12.3,-51.0,4.2,-50.2,8.9,14.1,-39.5,-4.0,-47.6,-58.9
686,339205,A042500,2020KW04,10.3,16.1,7.5,21.1,25.6,12.9,0.9,-9.8,9.8,-6.6,4.4
687,339205,A042500,2021KW01,16.4,16.6,23.5,4.9,10.2,6.0,-13.3,2.5,-8.1,7.6,3.6
688,339205,A042500,2021KW02,17.8,10.8,22.6,9.3,21.7,6.2,25.5,20.7,12.9,13.0,12.0
689,339205,A042500,2021KW03,-3.6,30.7,2.7,13.0,8.4,13.9,31.0,11.7,21.4,15.8,-2.9
690,339205,A042500,2021KW04,-7.9,3.5,-5.4,10.4,6.8,4.6,40.3,8.0,36.3,-2.5,1.6
691,339205,A042500,2022KW01,2.8,16.6,5.3,19.0,10.6,16.2,20.1,21.4,29.7,-3.0,8.4
692,339205,A042500,2022KW02,-5.8,19.2,-2.5,18.3,1.5,17.0,44.1,19.9,22.3,-27.6,-22.3
693,339205,A042500,2022KW03,2.8,17.9,20.2,25.3,13.5,23.2,29.3,1.1,19.9,0.1,-0.7
694,339205,A042500,2022KW04,10.1,8.0,25.5,4.2,18.4,6.7,41.3,6.7,5.1,-12.2,-5.8
695,339205,A042500,2023KW01,-1.1,15.0,6.4,35.1,9.7,29.4,27.6,10.0,13.0,-4.7,-7.4
696,350000,A042501,2016KW01,24.6,5.4,40.4,9.8,,,19.3,7.3,-1.4,20.5,13.3
697,350000,A042501,2016KW02,10.2,29.3,18.9,38.1,,,21.1,10.7,9.5,10.5,1.5
698,350000,A042501,2016KW03,27.3,34.2,32.6,34.4,,,32.0,28.5,24.8,20.7,14.0
699,350000,A042501,2016KW04,26.1,42.9,34.8,45.6,,,31.4,34.7,20.7,24.0,20.1
700,350000,A042501,2017KW01,29.3,27.1,41.7,25.9,,,42.1,36.0,23.6,28.2,21.8
701,350000,A042501,2017KW02,32.6,41.9,34.0,42.4,,,36.3,36.7,31.5,26.8,16.4
702,350000,A042501,2017KW03,41.6,35.9,48.0,40.2,,,51.0,40.2,31.8,39.5,19.5
703,350000,A042501,2017KW04,20.2,40.0,28.6,41.8,,,56.3,38.1,30.0,36.7,29.0
704,350000,A042501,2018KW01,30.5,29.9,47.3,33.5,,,66.3,34.1,35.2,35.6,22.2
705,350000,A042501,2018KW02,16.0,59.6,20.3,57.6,,,61.0,27.3,31.9,36.4,10.8
706,350000,A042501,2018KW03,39.6,44.4,38.5,47.6,,,70.0,40.2,39.8,22.4,25.6
707,350000,A042501,2018KW04,28.1,34.1,31.4,37.2,,,52.9,33.4,26.8,6.4,12.5
708,350000,A042501,2019KW01,25.9,23.9,38.8,25.1,,,56.0,21.6,25.6,5.5,26.1
709,350000,A042501,2019KW02,17.7,46.5,25.2,48.0,,,45.2,24.3,24.7,4.9,12.3
710,350000,A042501,2019KW03,25.9,24.5,33.8,27.1,,,34.0,21.2,17.8,1.4,14.1
711,350000,A042501,2019KW04,11.0,14.6,20.8,16.2,,,23.5,13.5,11.6,-17.5,8.6
712,350000,A042501,2020KW01,10.7,1.8,25.7,1.4,,,30.4,9.7,7.6,-20.7,12.2
713,350000,A042501,2020KW02,-13.3,-41.6,-0.7,-43.3,,,0.3,-5.0,-19.5,-53.5,-14.4
714,350000,A042501,2020KW03,0.2,-1.7,6.1,-2.6,,,2.8,-2.9,-3.1,-36.3,-7.0
715,350000,A042501,2020KW04,-5.2,12.3,-3.1,13.2,,,9.2,9.3,2.3,-29.1,-12.0
716,350000,A042501,2021KW01,6.0,-0.9,22.7,0.2,,,21.5,0.2,10.5,-17.9,10.5
717,350000,A042501,2021KW02,3.0,29.1,11.7,28.2,,,38.5,9.5,21.0,-6.3,4.7
718,350000,A042501,2021KW03,18.9,18.5,26.2,20.6,,,63.0,8.4,14.7,-8.9,3.6
719,350000,A042501,2021KW04,17.3,24.5,20.8,26.1,,,62.6,15.3,21.7,-3.6,-0.2
720,350000,A042501,2022KW01,19.2,13.7,29.3,12.3,,,74.5,6.2,22.1,-0.1,6.9
721,350000,A042501,2022KW02,2.8,14.3,8.3,14.9,,,84.5,5.7,15.7,-47.9,-20.0
722,350000,A042501,2022KW03,16.9,5.2,23.0,12.5,,,69.9,1.3,15.0,-42.0,-21.1
723,350000,A042501,2022KW04,3.1,8.1,10.9,11.1,,,74.3,8.2,11.5,-45.2,-22.3
724,350000,A042501,2023KW01,5.3,1.2,20.0,0.5,,,63.9,4.6,15.7,-30.6,-7.9
725,350000,A042500,2016KW01,29.4,16.1,36.6,20.2,,,17.6,10.0,0.4,20.4,11.8
726,350000,A042500,2016KW02,10.1,18.9,29.1,29.9,,,23.6,14.6,7.7,12.9,2.9
727,350000,A042500,2016KW03,19.3,34.2,25.2,34.1,,,31.1,24.2,22.3,18.3,13.5
728,350000,A042500,2016KW04,29.8,42.5,35.6,43.7,,,31.5,32.5,23.2,24.0,20.7
729,350000,A042500,2017KW01,33.5,37.9,37.9,36.3,,,40.4,41.4,25.4,28.1,20.2
730,350000,A042500,2017KW02,32.7,31.6,44.3,34.2,,,38.8,37.7,29.8,29.3,17.8
731,350000,A042500,2017KW03,33.6,35.8,40.6,40.0,,,50.1,35.9,29.2,37.1,18.9
732,350000,A042500,2017KW04,24.2,39.7,29.5,39.9,,,56.4,35.8,32.5,36.7,29.6
733,350000,A042500,2018KW01,34.3,40.6,43.5,43.9,,,64.6,36.8,36.9,35.5,20.7
734,350000,A042500,2018KW02,16.2,49.3,30.6,49.3,,,63.4,31.1,30.4,38.9,12.2
735,350000,A042500,2018KW03,31.6,44.3,31.1,47.3,,,69.1,35.9,37.2,20.1,25.1
736,350000,A042500,2018KW04,32.4,33.8,32.3,35.4,,,53.0,31.1,29.2,6.4,13.1
737,350000,A042500,2019KW01,29.3,34.7,35.0,35.5,,,54.3,27.1,27.4,5.4,24.6
738,350000,A042500,2019KW02,18.1,36.1,35.5,39.7,,,47.7,25.3,23.3,7.3,13.7
739,350000,A042500,2019KW03,17.7,24.5,26.4,26.8,,,33.1,16.9,15.1,-0.9,13.6
740,350000,A042500,2019KW04,15.5,14.2,21.7,14.3,,,23.6,11.2,14.0,-17.5,9.3
741,350000,A042500,2020KW01,12.4,13.1,21.2,11.8,,,27.2,14.3,9.6,-20.6,9.6
742,350000,A042500,2020KW02,-9.9,-53.8,9.2,-53.2,,,0.3,-3.3,-21.5,-52.9,-10.6
743,350000,A042500,2020KW03,-7.8,-1.9,-0.5,-3.6,,,2.8,-7.2,-5.9,-39.0,-8.5
744,350000,A042500,2020KW04,-2.2,13.5,-2.0,13.7,,,12.3,7.2,5.2,-27.2,-11.6
745,350000,A042500,2021KW01,7.3,10.4,18.2,10.6,,,18.3,3.4,12.4,-17.7,7.9
746,350000,A042500,2021KW02,6.7,16.8,21.7,18.3,,,38.5,12.7,19.0,-5.6,8.5
747,350000,A042500,2021KW03,10.8,18.3,19.5,19.6,,,63.0,4.1,11.8,-11.6,2.2
748,350000,A042500,2021KW04,20.4,25.7,21.9,26.5,,,65.8,13.2,24.6,-1.7,0.1
749,350000,A042500,2022KW01,20.4,25.1,24.1,23.6,,,71.8,10.0,23.9,5.2,1.5
750,350000,A042500,2022KW02,8.8,2.3,16.0,5.5,,,85.6,8.2,13.2,-47.1,-15.2
751,350000,A042500,2022KW03,9.0,5.8,17.8,12.2,,,70.0,-1.9,14.1,-44.9,-22.0
752,350000,A042500,2022KW04,3.8,8.1,13.5,9.6,,,75.8,5.0,13.2,-42.3,-20.8
753,350000,A042500,2023KW01,5.3,12.0,11.7,11.4,,,61.5,8.1,16.6,-31.1,-14.9
754,354200,A042501,2016KW01,,,37.4,0.6,12.6,8.9,11.4,11.9,3.4,15.6,15.9
755,354200,A042501,2016KW02,,,5.0,29.2,6.9,13.7,6.1,7.1,9.2,9.2,4.5
756,354200,A042501,2016KW03,,,23.7,6.5,11.6,6.5,-1.6,10.4,4.4,8.6,11.0
757,354200,A042501,2016KW04,,,3.9,32.8,11.0,16.1,5.7,13.2,9.1,10.1,4.1
758,354200,A042501,2017KW01,,,42.2,6.4,13.2,13.5,13.9,13.7,9.2,22.3,19.4
759,354200,A042501,2017KW02,,,17.3,32.6,14.3,20.1,5.5,14.0,16.7,18.9,11.0
760,354200,A042501,2017KW03,,,36.9,10.4,12.7,7.0,4.2,18.4,12.0,19.0,14.2
761,354200,A042501,2017KW04,,,10.0,32.6,4.9,13.1,8.4,16.4,13.9,15.6,7.7
762,354200,A042501,2018KW01,,,39.0,15.7,19.0,16.0,16.5,20.0,14.6,22.8,16.6
763,354200,A042501,2018KW02,,,7.6,34.3,9.7,19.4,7.9,13.8,18.7,13.7,8.2
764,354200,A042501,2018KW03,,,30.4,4.3,14.9,5.3,4.7,19.1,15.3,15.8,12.1
765,354200,A042501,2018KW04,,,5.6,33.8,2.8,17.3,12.4,12.0,15.4,9.7,3.1
766,354200,A042501,2019KW01,,,28.0,10.9,9.4,10.8,30.8,12.4,7.7,5.7,7.3
767,354200,A042501,2019KW02,,,5.2,28.3,11.6,12.0,7.7,8.8,15.2,0.6,-0.4
768,354200,A042501,2019KW03,,,26.2,-0.7,4.9,8.1,4.8,11.6,11.6,2.4,4.6
769,354200,A042501,2019KW04,,,4.4,24.9,3.2,15.4,9.0,9.6,9.2,-5.1,-0.9
770,354200,A042501,2020KW01,,,29.9,0.2,12.0,10.0,20.0,10.0,9.3,5.5,7.7
771,354200,A042501,2020KW02,,,-5.6,-47.4,-10.2,-45.3,-3.1,-1.7,-17.6,-23.9,-18.6
772,354200,A042501,2020KW03,,,-6.2,-2.9,-24.7,-4.7,-0.7,-8.8,-1.5,-20.5,-22.5
773,354200,A042501,2020KW04,,,-2.5,9.3,-1.5,0.4,4.5,-4.0,-2.5,-1.3,-0.9
774,354200,A042501,2021KW01,,,12.7,-20.2,-4.9,-4.0,12.2,2.3,3.4,-6.6,-4.2
775,354200,A042501,2021KW02,,,-2.3,22.9,9.2,12.9,14.9,3.2,10.0,-7.4,-8.9
776,354200,A042501,2021KW03,,,33.4,2.1,19.0,8.8,23.5,10.4,15.0,17.1,16.6
777,354200,A042501,2021KW04,,,3.3,25.2,12.3,20.6,38.0,10.6,19.3,11.5,7.2
778,354200,A042501,2022KW01,,,24.0,-15.4,8.3,7.0,43.0,11.7,12.7,4.1,2.9
779,354200,A042501,2022KW02,,,4.8,32.6,15.2,19.8,57.6,7.3,24.1,-8.2,-5.0
780,354200,A042501,2022KW03,,,28.3,-8.0,11.5,0.2,45.8,1.0,10.3,-11.9,-4.0
781,354200,A042501,2022KW04,,,-3.4,17.1,5.1,4.0,56.4,1.8,7.9,-24.2,-19.4
782,354200,A042501,2023KW01,,,33.8,-9.8,14.2,5.2,53.3,2.6,5.8,-15.5,-7.6
783,354200,A042500,2016KW01,,,19.7,14.7,8.0,9.0,4.6,11.7,5.3,13.4,8.8
784,354200,A042500,2016KW02,,,15.9,16.6,11.0,11.0,6.3,8.2,6.8,9.6,8.4
785,354200,A042500,2016KW03,,,14.4,20.9,10.6,12.1,4.2,10.0,6.0,8.9,9.8
786,354200,A042500,2016KW04,,,20.0,16.8,12.4,13.1,6.5,12.7,8.0,11.6,8.5
787,354200,A042500,2017KW01,,,24.5,20.5,11.4,13.6,7.1,13.5,11.2,20.1,12.3
788,354200,A042500,2017KW02,,,28.2,20.0,15.6,17.4,5.7,15.1,14.4,19.3,14.9
789,354200,A042500,2017KW03,,,27.5,24.8,11.7,12.6,9.9,18.0,13.6,19.3,13.0
790,354200,A042500,2017KW04,,,26.1,16.6,6.4,10.1,9.2,15.8,12.7,17.1,12.0
791,354200,A042500,2018KW01,,,21.3,29.8,14.5,16.1,9.8,19.8,16.6,20.6,9.5
792,354200,A042500,2018KW02,,,18.5,21.7,13.8,16.7,8.1,14.9,16.3,14.1,12.1
793,354200,A042500,2018KW03,,,21.1,18.8,13.9,10.9,10.5,18.8,16.9,16.2,10.9
794,354200,A042500,2018KW04,,,21.7,17.8,4.3,14.3,13.2,11.5,14.2,11.1,7.5
795,354200,A042500,2019KW01,,,10.4,25.0,7.7,10.9,24.0,12.1,9.7,3.5,0.2
796,354200,A042500,2019KW02,,,16.1,15.7,12.9,9.3,7.9,9.8,12.8,1.0,3.5
797,354200,A042500,2019KW03,,,16.8,13.8,3.8,13.7,10.6,11.3,13.1,2.7,3.4
798,354200,A042500,2019KW04,,,20.5,8.9,4.6,12.4,9.8,9.1,8.1,-3.7,3.5
799,354200,A042500,2020KW01,,,13.1,11.2,10.7,10.0,12.4,9.7,11.7,3.1,2.0
800,354200,A042500,2020KW02,,,5.5,-59.5,-10.0,-47.6,-3.1,-0.2,-20.5,-23.1,-15.4
801,354200,A042500,2020KW03,,,-15.6,12.7,-25.5,0.7,6.1,-9.8,-0.5,-20.6,-24.0
802,354200,A042500,2020KW04,,,12.7,-5.2,0.4,-2.6,5.3,-4.2,-3.0,0.4,3.0
803,354200,A042500,2021KW01,,,-4.2,-9.2,-6.3,-4.0,4.5,2.0,5.7,-9.0,-9.9
804,354200,A042500,2021KW02,,,8.8,10.8,9.4,10.6,15.0,4.7,7.2,-6.6,-5.7
805,354200,A042500,2021KW03,,,24.0,17.8,18.1,14.2,30.2,9.4,16.0,17.0,15.1
806,354200,A042500,2021KW04,,,18.5,10.6,14.2,17.5,38.8,10.4,18.7,13.2,11.1
807,354200,A042500,2022KW01,,,13.5,-3.1,4.1,7.6,33.9,10.8,14.3,-13.2,-2.9
808,354200,A042500,2022KW02,,,19.1,20.0,17.6,17.1,62.7,9.2,21.6,-1.6,-0.1
809,354200,A042500,2022KW03,,,13.4,5.9,10.8,5.5,50.7,0.5,11.4,2.8,-5.3
810,354200,A042500,2022KW04,,,7.5,3.5,7.6,0.7,55.5,1.3,7.6,-22.3,-17.2
811,354200,A042500,2023KW01,,,21.9,5.1,12.1,6.9,46.4,1.4,7.8,-18.0,-12.2
812,300016,A042501,2016KW01,,,42.9,-10.7,,,5.2,10.7,-1.3,14.2,15.0
813,300016,A042501,2016KW02,,,-4.0,27.2,,,5.1,4.7,5.4,8.2,0.4
814,300016,A042501,2016KW03,,,21.9,2.3,,,-2.6,7.2,1.1,7.4,10.8
815,300016,A042501,2016KW04,,,-3.3,31.4,,,3.8,10.2,5.9,8.7,1.6
816,300016,A042501,2017KW01,,,45.2,-4.1,,,3.8,9.8,4.5,17.5,15.9
817,300016,A042501,2017KW02,,,9.4,30.6,,,3.6,9.0,11.2,15.1,7.8
818,300016,A042501,2017KW03,,,37.3,4.9,,,-1.9,13.8,9.2,12.1,11.0
819,300016,A042501,2017KW04,,,8.7,35.8,,,1.1,9.0,9.9,12.7,3.3
820,300016,A042501,2018KW01,,,38.4,7.9,,,6.4,19.3,10.8,16.5,10.8
821,300016,A042501,2018KW02,,,-6.3,31.7,,,5.0,8.9,17.3,7.3,-0.6
822,300016,A042501,2018KW03,,,24.9,-3.9,,,-1.0,14.0,13.7,9.6,5.9
823,300016,A042501,2018KW04,,,0.4,37.5,,,7.4,10.2,18.6,7.5,-0.6
824,300016,A042501,2019KW01,,,27.0,6.9,,,28.7,10.0,3.7,2.8,-1.0
825,300016,A042501,2019KW02,,,-4.6,30.3,,,3.9,4.8,15.4,-1.3,-3.9
826,300016,A042501,2019KW03,,,29.5,-7.2,,,0.4,7.2,8.1,3.4,2.5
827,300016,A042501,2019KW04,,,1.0,24.3,,,5.1,3.1,7.9,-5.4,-3.0
828,300016,A042501,2020KW01,,,32.4,-11.2,,,9.2,3.7,3.5,7.5,5.1
829,300016,A042501,2020KW02,,,-4.8,-34.8,,,-4.4,-4.3,-15.5,-18.9,-19.4
830,300016,A042501,2020KW03,,,9.2,-2.0,,,-2.2,-9.9,-4.8,-7.9,-15.3
831,300016,A042501,2020KW04,,,-3.8,13.3,,,0.6,-7.7,-3.3,2.1,0.7
832,300016,A042501,2021KW01,,,11.3,-32.9,,,1.6,2.2,0.2,-10.9,-9.5
833,300016,A042501,2021KW02,,,-14.0,20.6,,,6.7,-2.5,5.0,-17.6,-21.3
834,300016,A042501,2021KW03,,,28.2,-6.7,,,15.3,8.5,11.5,14.0,13.4
835,300016,A042501,2021KW04,,,-8.4,21.6,,,33.7,8.5,15.3,4.7,3.1
836,300016,A042501,2022KW01,,,23.0,-33.9,,,36.3,8.4,-2.9,3.0,-1.6
837,300016,A042501,2022KW02,,,-13.7,31.4,,,55.2,-0.7,16.9,-11.9,-10.0
838,300016,A042501,2022KW03,,,30.8,-18.6,,,48.8,-4.9,2.7,-14.2,-5.8
839,300016,A042501,2022KW04,,,-11.0,24.4,,,60.4,-2.7,5.0,-21.9,-29.2
840,300016,A042501,2023KW01,,,37.7,-23.4,,,53.1,-0.9,-1.1,-21.0,-14.8
841,300016,A042500,2016KW01,,,19.9,3.1,,,4.1,8.7,4.1,13.4,7.8
842,300016,A042500,2016KW02,,,9.3,11.8,,,4.6,7.9,1.4,9.0,5.2
843,300016,A042500,2016KW03,,,9.5,19.5,,,1.2,7.3,1.8,7.2,9.8
844,300016,A042500,2016KW04,,,18.8,15.3,,,1.7,8.7,3.7,9.0,5.0
845,300016,A042500,2017KW01,,,21.6,10.3,,,2.7,7.9,9.9,16.7,8.8
846,300016,A042500,2017KW02,,,23.4,15.4,,,3.0,12.3,7.3,15.9,12.5
847,300016,A042500,2017KW03,,,25.3,21.6,,,1.9,13.9,9.9,11.8,10.0
848,300016,A042500,2017KW04,,,30.0,19.8,,,-1.0,7.6,7.6,13.0,6.7
849,300016,A042500,2018KW01,,,14.8,23.0,,,5.3,17.4,16.2,15.7,3.6
850,300016,A042500,2018KW02,,,8.2,16.0,,,4.4,12.2,13.4,8.1,4.2
851,300016,A042500,2018KW03,,,13.1,12.4,,,2.8,14.1,14.5,9.3,4.9
852,300016,A042500,2018KW04,,,21.1,21.9,,,5.3,8.8,16.4,7.7,2.7
853,300016,A042500,2019KW01,,,3.6,22.3,,,27.5,8.1,9.1,1.9,-8.1
854,300016,A042500,2019KW02,,,10.0,14.3,,,3.4,8.0,11.5,-0.5,0.8
855,300016,A042500,2019KW03,,,17.6,8.8,,,4.3,7.3,8.9,3.2,1.5
856,300016,A042500,2019KW04,,,21.4,9.1,,,3.0,1.6,5.6,-5.1,0.3
857,300016,A042500,2020KW01,,,13.8,4.3,,,5.3,2.2,9.4,6.6,-0.9
858,300016,A042500,2020KW02,,,11.9,-51.3,,,-3.5,-1.5,-20.3,-17.8,-15.0
859,300016,A042500,2020KW03,,,-4.2,15.1,,,1.7,-10.1,-4.0,-8.5,-16.9
860,300016,A042500,2020KW04,,,11.4,-2.7,,,-0.3,-8.9,-5.2,2.4,3.9
861,300016,A042500,2021KW01,,,-6.9,-17.2,,,-2.3,0.7,6.1,-11.8,-15.5
862,300016,A042500,2021KW02,,,2.4,3.6,,,7.6,0.4,0.2,-16.4,-16.9
863,300016,A042500,2021KW03,,,14.6,10.4,,,19.2,8.3,12.3,13.5,11.8
864,300016,A042500,2021KW04,,,7.2,6.0,,,32.8,7.3,13.3,5.0,6.4
865,300016,A042500,2022KW01,,,7.4,-10.0,,,34.4,6.5,1.3,0.9,-6.5
866,300016,A042500,2022KW02,,,1.8,12.9,,,55.7,2.2,14.6,-9.1,-1.7
867,300016,A042500,2022KW03,,,16.0,-8.5,,,53.2,-5.3,2.9,-15.2,-9.0
868,300016,A042500,2022KW04,,,4.1,8.5,,,57.3,-3.4,2.9,-21.6,-29.4
869,300016,A042500,2023KW01,,,20.4,4.1,,,51.6,-3.6,3.0,-23.6,-24.1
870,354300,A042501,2016KW01,,,46.6,-12.7,,,13.4,7.6,-5.0,31.7,40.9
871,354300,A042501,2016KW02,,,-5.5,13.0,,,0.9,2.9,2.0,-0.7,-5.6
872,354300,A042501,2016KW03,,,13.5,-7.2,,,0.5,7.8,0.0,3.7,8.1
873,354300,A042501,2016KW04,,,-9.2,16.9,,,3.2,11.0,5.9,7.4,-3.0
874,354300,A042501,2017KW01,,,23.1,16.7,,,16.8,4.6,7.5,17.2,14.0
875,354300,A042501,2017KW02,,,25.4,15.5,,,2.9,14.3,5.8,12.2,16.7
876,354300,A042501,2017KW03,,,18.9,6.3,,,0.7,13.0,9.3,17.1,6.5
877,354300,A042501,2017KW04,,,5.7,26.9,,,5.2,9.4,8.1,10.5,0.4
878,354300,A042501,2018KW01,,,31.5,24.0,,,20.9,12.9,19.4,18.5,11.5
879,354300,A042501,2018KW02,,,21.1,13.9,,,6.9,13.9,22.0,10.2,6.4
880,354300,A042501,2018KW03,,,7.6,-12.9,,,6.9,7.9,23.2,4.0,7.2
881,354300,A042501,2018KW04,,,-10.4,22.6,,,8.6,13.3,12.4,-5.3,-14.3
882,354300,A042501,2019KW01,,,5.1,19.2,,,25.0,8.6,-0.6,4.7,-5.3
883,354300,A042501,2019KW02,,,8.0,0.0,,,1.9,-7.2,5.7,-4.5,-8.8
884,354300,A042501,2019KW03,,,-11.8,-23.8,,,1.8,-7.1,0.2,-10.5,-20.5
885,354300,A042501,2019KW04,,,-23.2,8.5,,,6.0,-5.0,-2.1,-18.4,-13.1
886,354300,A042501,2020KW01,,,22.4,-9.0,,,18.8,-7.2,-3.6,1.9,7.7
887,354300,A042501,2020KW02,,,-27.8,-81.6,,,-13.1,-11.8,-38.1,-39.8,-21.8
888,354300,A042501,2020KW03,,,-54.5,3.2,,,-0.8,-26.9,-11.2,-60.2,-63.6
889,354300,A042501,2020KW04,,,-11.9,-8.4,,,2.0,-20.2,-13.8,-30.7,-33.7
890,354300,A042501,2021KW01,,,-12.9,-19.9,,,4.9,-17.5,-5.3,-32.7,-21.0
891,354300,A042501,2021KW02,,,-10.3,-1.4,,,11.7,-0.1,1.4,-21.7,-11.5
892,354300,A042501,2021KW03,,,21.9,-8.3,,,9.7,0.7,11.3,13.3,19.2
893,354300,A042501,2021KW04,,,-4.7,1.0,,,28.1,5.0,10.8,-1.0,-1.3
894,354300,A042501,2022KW01,,,12.0,-5.8,,,40.6,-1.4,-1.4,-8.5,6.8
895,354300,A042501,2022KW02,,,11.5,-2.3,,,32.8,1.8,15.3,-9.7,2.0
