ID,Kredietverstrekkers,Perioden,VerstrekteLeningen_1,UitstaandeContracten_2,VerstrektKrediet_3,Rente_4,Aflossingen_5,UitstaandSaldo_6,UitstaandSaldoExclusiefRente_7,UitstaandeContracten_8,ToegezegdeLimieten_9,NieuweToegezegdeLimieten_10,VerstrektKrediet_11,Rente_12,Aflossingen_13,UitstaandSaldo_14,ToegezegdeLimieten_15,NieuweToegezegdeLimieten_16,UitstaandeContracten_17,ToegezegdeLimieten_18,NieuweToegezegdeLimieten_19,VerstrektKrediet_20,Rente_21,Aflossingen_22,UitstaandSaldo_23,ToegezegdeLimieten_24,NieuweToegezegdeLimieten_25
1149,80,2013MM04,2.0,81.0,20.0,4.0,28.0,531.0,440.0,634.0,634.0,5.0,83.0,20.0,106.0,2963.0,4717.0,47.0,,,,,,,,,
1150,80,2013MM05,2.0,81.0,20.0,4.0,18.0,537.0,446.0,634.0,634.0,4.0,72.0,19.0,96.0,2958.0,4722.0,42.0,,,,,,,,,
1151,80,2013MM06,2.0,81.0,20.0,4.0,22.0,539.0,448.0,634.0,634.0,4.0,65.0,20.0,99.0,2943.0,4723.0,38.0,,,,,,,,,
1152,80,2013MM07,2.0,81.0,23.0,5.0,29.0,538.0,448.0,634.0,634.0,4.0,82.0,19.0,112.0,2933.0,4727.0,45.0,,,,,,,,,
1153,80,2013MM08,2.0,81.0,20.0,4.0,16.0,545.0,454.0,634.0,634.0,4.0,73.0,19.0,84.0,2941.0,4726.0,39.0,,,,,,,,,
1154,80,2013MM09,2.0,83.0,18.0,4.0,15.0,555.0,462.0,639.0,639.0,4.0,74.0,20.0,93.0,3070.0,4453.0,34.0,,,,,,,,,
1155,80,2013MM10,2.0,84.0,20.0,4.0,23.0,556.0,464.0,640.0,640.0,5.0,80.0,20.0,113.0,3057.0,4455.0,39.0,,,,,,,,,
1156,80,2013MM11,2.0,84.0,18.0,4.0,17.0,560.0,467.0,642.0,642.0,6.0,78.0,20.0,89.0,3066.0,4469.0,53.0,,,,,,,,,
1157,80,2013MM12,2.0,83.0,15.0,3.0,30.0,548.0,457.0,641.0,641.0,3.0,66.0,20.0,101.0,3050.0,4463.0,31.0,,,,,,,,,
1158,90,1998MM01,7.0,82.0,53.0,5.0,57.0,488.0,437.0,,4.0,0.0,2.0,0.0,2.0,22.0,30.0,2.0,,,,,,,,,
1159,90,1998MM02,5.0,85.0,34.0,4.0,19.0,507.0,452.0,,4.0,0.0,2.0,0.0,1.0,23.0,30.0,2.0,,,,,,,,,
1160,90,1998MM03,5.0,86.0,31.0,4.0,31.0,511.0,457.0,,4.0,0.0,2.0,0.0,1.0,23.0,31.0,2.0,,,,,,,,,
1161,90,1998MM04,5.0,87.0,33.0,4.0,25.0,523.0,469.0,,4.0,0.0,2.0,0.0,1.0,24.0,33.0,2.0,,,,,,,,,
1162,90,1998MM05,5.0,89.0,33.0,4.0,21.0,540.0,480.0,,5.0,0.0,1.0,0.0,2.0,24.0,34.0,1.0,,,,,,,,,
1163,90,1998MM06,5.0,90.0,34.0,4.0,28.0,550.0,489.0,,5.0,0.0,2.0,0.0,1.0,25.0,34.0,2.0,,,,,,,,,
1164,90,1998MM07,4.0,91.0,32.0,5.0,36.0,550.0,492.0,,5.0,0.0,2.0,0.0,2.0,26.0,35.0,2.0,,,,,,,,,
1165,90,1998MM08,3.0,92.0,24.0,3.0,23.0,554.0,497.0,,5.0,0.0,2.0,0.0,1.0,26.0,36.0,2.0,,,,,,,,,
1166,90,1998MM09,3.0,92.0,24.0,4.0,27.0,555.0,498.0,,5.0,0.0,2.0,0.0,1.0,27.0,37.0,1.0,,,,,,,,,
1167,90,1998MM10,4.0,92.0,28.0,4.0,32.0,555.0,497.0,,5.0,0.0,2.0,0.0,1.0,28.0,38.0,2.0,,,,,,,,,
1168,90,1998MM11,4.0,93.0,30.0,4.0,26.0,562.0,504.0,,5.0,0.0,2.0,0.0,2.0,28.0,38.0,2.0,,,,,,,,,
1169,90,1998MM12,3.0,92.0,24.0,3.0,40.0,549.0,491.0,,5.0,0.0,1.0,0.0,2.0,28.0,39.0,1.0,,,,,,,,,
1170,90,1999MM01,7.0,93.0,44.0,4.0,46.0,552.0,496.0,,7.0,0.0,2.0,0.0,2.0,28.0,40.0,2.0,,,,,,,,,
1171,90,1999MM02,5.0,95.0,38.0,5.0,32.0,563.0,506.0,,7.0,0.0,2.0,0.0,2.0,28.0,40.0,2.0,,,,,,,,,
1172,90,1999MM03,6.0,96.0,40.0,5.0,40.0,568.0,510.0,,7.0,0.0,2.0,0.0,2.0,28.0,40.0,2.0,,,,,,,,,
1173,90,1999MM04,6.0,97.0,43.0,5.0,37.0,579.0,518.0,,7.0,0.0,3.0,0.0,2.0,29.0,42.0,3.0,,,,,,,,,
1174,90,1999MM05,5.0,99.0,34.0,5.0,29.0,589.0,527.0,,7.0,0.0,2.0,0.0,2.0,30.0,42.0,2.0,,,,,,,,,
1175,90,1999MM06,5.0,102.0,39.0,4.0,31.0,601.0,538.0,,7.0,0.0,3.0,0.0,2.0,30.0,43.0,3.0,,,,,,,,,
1176,90,1999MM07,5.0,101.0,35.0,5.0,38.0,603.0,539.0,,7.0,0.0,2.0,0.0,2.0,31.0,44.0,2.0,,,,,,,,,
1177,90,1999MM08,4.0,103.0,27.0,5.0,29.0,605.0,542.0,,7.0,0.0,2.0,0.0,2.0,31.0,41.0,2.0,,,,,,,,,
1178,90,1999MM09,4.0,103.0,30.0,4.0,30.0,609.0,545.0,,7.0,0.0,2.0,0.0,2.0,31.0,45.0,2.0,,,,,,,,,
1179,90,1999MM10,5.0,105.0,38.0,4.0,32.0,620.0,554.0,,7.0,0.0,2.0,0.0,2.0,32.0,46.0,2.0,,,,,,,,,
1180,90,1999MM11,5.0,107.0,41.0,4.0,28.0,638.0,571.0,,6.0,0.0,2.0,0.0,2.0,32.0,47.0,2.0,,,,,,,,,
1181,90,1999MM12,4.0,108.0,30.0,4.0,46.0,626.0,560.0,,6.0,0.0,2.0,0.0,2.0,32.0,47.0,2.0,,,,,,,,,
1182,90,2000MM01,5.0,107.0,35.0,7.0,39.0,629.0,559.0,,9.0,0.0,2.0,0.0,2.0,32.0,47.0,2.0,,,,,,,,,
1183,90,2000MM02,4.0,105.0,38.0,7.0,43.0,630.0,558.0,,9.0,0.0,3.0,0.0,2.0,33.0,48.0,3.0,,,,,,,,,
1184,90,2000MM03,5.0,108.0,37.0,7.0,37.0,637.0,563.0,,9.0,0.0,2.0,0.0,2.0,34.0,49.0,3.0,,,,,,,,,
1185,90,2000MM04,4.0,108.0,32.0,6.0,29.0,646.0,570.0,,8.0,0.0,2.0,0.0,2.0,35.0,50.0,2.0,,,,,,,,,
1186,90,2000MM05,5.0,111.0,39.0,6.0,26.0,665.0,585.0,,8.0,0.0,3.0,0.0,2.0,35.0,51.0,3.0,,,,,,,,,
1187,90,2000MM06,5.0,112.0,37.0,4.0,31.0,675.0,594.0,,8.0,0.0,2.0,0.0,2.0,36.0,53.0,2.0,,,,,,,,,
1188,90,2000MM07,5.0,114.0,36.0,4.0,30.0,685.0,602.0,,8.0,0.0,2.0,0.0,2.0,36.0,54.0,3.0,,,,,,,,,
1189,90,2000MM08,4.0,115.0,31.0,5.0,32.0,689.0,605.0,,8.0,0.0,3.0,0.0,2.0,37.0,55.0,3.0,,,,,,,,,
1190,90,2000MM09,4.0,116.0,30.0,4.0,31.0,692.0,607.0,,8.0,0.0,2.0,0.0,2.0,38.0,56.0,3.0,,,,,,,,,
1191,90,2000MM10,5.0,117.0,34.0,5.0,39.0,692.0,605.0,,8.0,0.0,1.0,0.0,1.0,38.0,57.0,3.0,,,,,,,,,
1192,90,2000MM11,4.0,118.0,29.0,5.0,29.0,697.0,610.0,,8.0,0.0,3.0,0.0,2.0,39.0,57.0,3.0,,,,,,,,,
1193,90,2000MM12,3.0,118.0,21.0,5.0,27.0,695.0,607.0,,7.0,0.0,2.0,0.0,2.0,39.0,59.0,2.0,,,,,,,,,
1194,90,2001MM01,5.0,114.0,43.0,6.0,67.0,677.0,599.0,,8.0,0.0,4.0,1.0,2.0,42.0,62.0,4.0,,,,,,,,,
1195,90,2001MM02,5.0,116.0,36.0,6.0,27.0,692.0,612.0,,8.0,0.0,3.0,1.0,2.0,44.0,67.0,4.0,,,,,,,,,
1196,90,2001MM03,5.0,115.0,39.0,7.0,47.0,690.0,611.0,,8.0,1.0,6.0,1.0,2.0,48.0,71.0,6.0,,,,,,,,,
1197,90,2001MM04,5.0,117.0,39.0,6.0,26.0,709.0,628.0,,9.0,1.0,4.0,1.0,2.0,50.0,75.0,4.0,,,,,,,,,
1198,90,2001MM05,6.0,117.0,47.0,7.0,37.0,726.0,643.0,,9.0,1.0,4.0,1.0,2.0,53.0,79.0,5.0,,,,,,,,,
1199,90,2001MM06,6.0,119.0,43.0,6.0,34.0,742.0,657.0,,9.0,1.0,5.0,1.0,2.0,56.0,84.0,5.0,,,,,,,,,
1200,90,2001MM07,6.0,119.0,44.0,6.0,48.0,745.0,659.0,,10.0,1.0,5.0,1.0,2.0,60.0,87.0,5.0,,,,,,,,,
1201,90,2001MM08,4.0,123.0,35.0,7.0,19.0,767.0,680.0,,10.0,0.0,4.0,1.0,2.0,62.0,92.0,4.0,,,,,,,,,
1202,90,2001MM09,4.0,120.0,31.0,6.0,45.0,759.0,665.0,,10.0,0.0,4.0,1.0,2.0,65.0,97.0,4.0,,,,,,,,,
1203,90,2001MM10,5.0,120.0,42.0,8.0,47.0,762.0,673.0,,10.0,1.0,5.0,1.0,3.0,68.0,102.0,6.0,,,,,,,,,
1204,90,2001MM11,4.0,121.0,36.0,6.0,41.0,763.0,674.0,,11.0,1.0,4.0,1.0,2.0,71.0,108.0,5.0,,,,,,,,,
1205,90,2001MM12,3.0,119.0,23.0,5.0,47.0,744.0,656.0,,11.0,0.0,4.0,1.0,2.0,73.0,107.0,4.0,,,,,,,,,
1206,90,2002MM01,6.0,112.0,47.0,7.0,82.0,716.0,628.0,,11.0,0.0,5.0,1.0,4.0,75.0,108.0,4.0,,,,,,,,,
1207,90,2002MM02,4.0,113.0,36.0,6.0,36.0,722.0,626.0,,11.0,0.0,4.0,1.0,4.0,75.0,111.0,4.0,,,,,,,,,
1208,90,2002MM03,4.0,114.0,40.0,6.0,42.0,726.0,638.0,,11.0,1.0,5.0,1.0,4.0,77.0,115.0,5.0,,,,,,,,,
1209,90,2002MM04,5.0,112.0,41.0,7.0,47.0,726.0,639.0,,12.0,1.0,5.0,1.0,4.0,79.0,113.0,6.0,,,,,,,,,
1210,90,2002MM05,5.0,113.0,43.0,7.0,37.0,739.0,650.0,,12.0,1.0,6.0,1.0,4.0,83.0,118.0,6.0,,,,,,,,,
1211,90,2002MM06,5.0,114.0,44.0,7.0,37.0,752.0,662.0,,12.0,1.0,6.0,1.0,4.0,85.0,117.0,6.0,,,,,,,,,
1212,90,2002MM07,5.0,115.0,51.0,7.0,44.0,766.0,674.0,,13.0,1.0,7.0,1.0,4.0,88.0,124.0,7.0,,,,,,,,,
1213,90,2002MM08,4.0,115.0,35.0,6.0,35.0,772.0,680.0,,12.0,1.0,6.0,1.0,9.0,86.0,129.0,6.0,,,,,,,,,
1214,90,2002MM09,4.0,115.0,35.0,6.0,34.0,779.0,686.0,,13.0,1.0,6.0,1.0,0.0,92.0,133.0,6.0,,,,,,,,,
1215,90,2002MM10,5.0,115.0,46.0,7.0,43.0,788.0,694.0,,13.0,1.0,7.0,1.0,4.0,96.0,137.0,7.0,,,,,,,,,
1216,90,2002MM11,4.0,114.0,36.0,6.0,40.0,791.0,697.0,,13.0,1.0,6.0,1.0,5.0,97.0,140.0,6.0,,,,,,,,,
1217,90,2002MM12,4.0,116.0,34.0,5.0,31.0,799.0,706.0,,14.0,1.0,6.0,1.0,5.0,99.0,142.0,6.0,,,,,,,,,
1218,90,2003MM01,6.0,117.0,54.0,9.0,44.0,818.0,722.0,,14.0,1.0,9.0,1.0,6.0,103.0,147.0,8.0,,,,,,,,,
1219,90,2003MM02,4.0,117.0,41.0,7.0,39.0,827.0,729.0,,14.0,1.0,7.0,1.0,5.0,105.0,152.0,7.0,,,,,,,,,
1220,90,2003MM03,5.0,117.0,42.0,7.0,43.0,833.0,734.0,,15.0,1.0,8.0,1.0,6.0,108.0,156.0,8.0,,,,,,,,,
1221,90,2003MM04,5.0,117.0,42.0,7.0,40.0,842.0,742.0,,15.0,1.0,7.0,1.0,5.0,110.0,160.0,7.0,,,,,,,,,
1222,90,2003MM05,5.0,117.0,44.0,7.0,45.0,848.0,747.0,,15.0,1.0,7.0,1.0,6.0,112.0,166.0,7.0,,,,,,,,,
1223,90,2003MM06,5.0,119.0,47.0,7.0,33.0,869.0,767.0,,15.0,1.0,5.0,1.0,6.0,113.0,162.0,5.0,,,,,,,,,
1224,90,2003MM07,7.0,121.0,70.0,8.0,48.0,900.0,795.0,,16.0,1.0,8.0,1.0,7.0,115.0,168.0,8.0,,,,,,,,,
1225,90,2003MM08,5.0,122.0,45.0,7.0,37.0,915.0,804.0,,16.0,0.0,5.0,1.0,6.0,115.0,169.0,5.0,,,,,,,,,
1226,90,2003MM09,5.0,123.0,45.0,7.0,47.0,920.0,807.0,,16.0,0.0,4.0,1.0,7.0,113.0,167.0,4.0,,,,,,,,,
1227,90,2003MM10,6.0,123.0,54.0,8.0,53.0,929.0,815.0,,15.0,0.0,5.0,1.0,6.0,112.0,160.0,4.0,,,,,,,,,
1228,90,2003MM11,5.0,122.0,48.0,7.0,49.0,935.0,822.0,,15.0,0.0,4.0,1.0,7.0,111.0,155.0,4.0,,,,,,,,,
1229,90,2003MM12,4.0,125.0,35.0,6.0,29.0,947.0,832.0,,15.0,0.0,3.0,1.0,6.0,109.0,155.0,3.0,,,,,,,,,
1230,90,2004MM01,5.0,123.0,46.0,8.0,50.0,950.0,836.0,,16.0,1.0,6.0,1.0,7.0,109.0,156.0,5.0,,,,,,,,,
1231,90,2004MM02,4.0,122.0,36.0,7.0,44.0,949.0,835.0,,16.0,1.0,8.0,1.0,9.0,109.0,158.0,7.0,,,,,,,,,
1232,90,2004MM03,4.0,120.0,40.0,7.0,56.0,940.0,827.0,,16.0,1.0,7.0,1.0,7.0,109.0,159.0,6.0,,,,,,,,,
1233,90,2004MM04,4.0,119.0,42.0,7.0,45.0,944.0,832.0,,16.0,0.0,5.0,1.0,5.0,110.0,161.0,4.0,,,,,,,,,
1234,90,2004MM05,4.0,117.0,35.0,6.0,51.0,935.0,824.0,,17.0,0.0,5.0,1.0,5.0,110.0,164.0,4.0,,,,,,,,,
1235,90,2004MM06,5.0,116.0,47.0,7.0,58.0,931.0,820.0,,17.0,1.0,6.0,1.0,7.0,110.0,167.0,5.0,,,,,,,,,
1236,90,2004MM07,4.0,114.0,43.0,7.0,53.0,928.0,817.0,,17.0,1.0,6.0,1.0,6.0,111.0,169.0,5.0,,,,,,,,,
1237,90,2004MM08,4.0,113.0,34.0,6.0,52.0,916.0,807.0,,18.0,1.0,6.0,1.0,6.0,112.0,170.0,5.0,,,,,,,,,
1238,90,2004MM09,3.0,111.0,36.0,6.0,50.0,909.0,801.0,,18.0,0.0,4.0,1.0,5.0,112.0,171.0,4.0,,,,,,,,,
1239,90,2004MM10,4.0,110.0,38.0,6.0,53.0,901.0,794.0,,18.0,0.0,5.0,1.0,5.0,112.0,174.0,4.0,,,,,,,,,
1240,90,2004MM11,4.0,108.0,40.0,6.0,53.0,894.0,788.0,,18.0,0.0,4.0,1.0,5.0,111.0,175.0,3.0,,,,,,,,,
1241,90,2004MM12,5.0,107.0,43.0,5.0,45.0,897.0,791.0,,19.0,0.0,4.0,1.0,5.0,111.0,176.0,3.0,,,,,,,,,
1242,90,2005MM01,5.0,108.0,59.0,6.0,56.0,907.0,800.0,19.0,19.0,1.0,5.0,1.0,7.0,110.0,174.0,5.0,,,,,,,,,
1243,90,2005MM02,3.0,108.0,36.0,5.0,49.0,899.0,794.0,18.0,19.0,0.0,3.0,1.0,5.0,109.0,172.0,3.0,,,,,,,,,
1244,90,2005MM03,4.0,108.0,42.0,6.0,49.0,897.0,794.0,19.0,19.0,1.0,5.0,1.0,5.0,110.0,169.0,6.0,,,,,,,,,
1245,90,2005MM04,4.0,108.0,52.0,6.0,55.0,901.0,799.0,19.0,19.0,1.0,5.0,1.0,6.0,110.0,177.0,5.0,,,,,,,,,
1246,90,2005MM05,4.0,108.0,37.0,5.0,49.0,895.0,794.0,19.0,19.0,1.0,5.0,1.0,5.0,111.0,178.0,5.0,,,,,,,,,
1247,90,2005MM06,4.0,109.0,44.0,6.0,48.0,897.0,796.0,19.0,19.0,1.0,5.0,1.0,6.0,111.0,179.0,6.0,,,,,,,,,
1248,90,2005MM07,4.0,109.0,44.0,6.0,42.0,905.0,802.0,19.0,19.0,1.0,5.0,1.0,6.0,111.0,174.0,6.0,,,,,,,,,
1249,90,2005MM08,4.0,108.0,39.0,5.0,58.0,891.0,792.0,19.0,19.0,1.0,5.0,1.0,6.0,112.0,172.0,5.0,,,,,,,,,
1250,90,2005MM09,3.0,106.0,35.0,5.0,68.0,863.0,766.0,19.0,19.0,1.0,5.0,1.0,6.0,111.0,170.0,5.0,,,,,,,,,
1251,90,2005MM10,4.0,107.0,41.0,5.0,35.0,873.0,777.0,19.0,19.0,1.0,5.0,1.0,6.0,111.0,168.0,6.0,,,,,,,,,
1252,90,2005MM11,4.0,108.0,45.0,5.0,36.0,886.0,789.0,19.0,19.0,1.0,5.0,1.0,4.0,112.0,169.0,5.0,,,,,,,,,
1253,90,2005MM12,4.0,109.0,39.0,4.0,40.0,888.0,792.0,19.0,19.0,0.0,3.0,1.0,5.0,111.0,167.0,4.0,,,,,,,,,
1254,90,2006X000,4.0,108.0,52.0,7.0,50.0,898.0,801.0,19.0,19.0,1.0,5.0,1.0,7.0,110.0,166.0,5.0,,,,,,,,,
1255,90,2006MM01,4.0,108.0,52.0,7.0,50.0,898.0,801.0,19.0,19.0,1.0,5.0,1.0,7.0,110.0,166.0,5.0,,,,,,,,,
1256,90,2006MM02,4.0,110.0,50.0,7.0,23.0,932.0,833.0,19.0,19.0,0.0,3.0,1.0,6.0,108.0,165.0,4.0,,,,,,,,,
1257,90,2006MM03,5.0,112.0,56.0,7.0,43.0,952.0,851.0,19.0,19.0,1.0,5.0,1.0,6.0,108.0,166.0,5.0,,,,,,,,,
1258,90,2006MM04,5.0,114.0,62.0,7.0,42.0,979.0,876.0,19.0,19.0,1.0,7.0,1.0,6.0,109.0,168.0,7.0,,,,,,,,,
1259,90,2006MM05,5.0,114.0,50.0,6.0,54.0,981.0,880.0,19.0,19.0,1.0,7.0,1.0,7.0,110.0,171.0,7.0,,,,,,,,,
1260,90,2006MM06,4.0,114.0,43.0,6.0,46.0,985.0,884.0,20.0,20.0,1.0,7.0,1.0,6.0,112.0,173.0,8.0,,,,,,,,,
1261,90,2006MM07,4.0,115.0,48.0,7.0,52.0,988.0,888.0,20.0,20.0,1.0,6.0,1.0,7.0,112.0,175.0,6.0,,,,,,,,,
1262,90,2006MM08,3.0,111.0,36.0,6.0,53.0,976.0,885.0,20.0,20.0,1.0,6.0,1.0,7.0,112.0,174.0,6.0,,,,,,,,,
1263,90,2006MM09,3.0,111.0,31.0,5.0,36.0,975.0,885.0,20.0,20.0,1.0,5.0,1.0,6.0,112.0,174.0,5.0,,,,,,,,,
1264,90,2006MM10,3.0,110.0,42.0,7.0,48.0,976.0,876.0,20.0,20.0,1.0,7.0,1.0,7.0,113.0,177.0,8.0,,,,,,,,,
1265,90,2006MM11,4.0,109.0,44.0,6.0,53.0,974.0,874.0,20.0,21.0,1.0,7.0,1.0,6.0,114.0,180.0,8.0,,,,,,,,,
1266,90,2006MM12,3.0,109.0,30.0,5.0,40.0,969.0,874.0,20.0,21.0,1.0,5.0,1.0,6.0,114.0,181.0,5.0,,,,,,,,,
1267,90,2007MM01,5.0,109.0,61.0,11.0,59.0,983.0,886.0,21.0,21.0,1.0,8.0,1.0,7.0,115.0,184.0,7.0,,,,,,,,,
1268,90,2007MM02,3.0,109.0,45.0,9.0,53.0,983.0,886.0,21.0,21.0,1.0,6.0,1.0,7.0,116.0,187.0,6.0,,,,,,,,,
1269,90,2007MM03,4.0,109.0,45.0,8.0,53.0,983.0,886.0,21.0,22.0,1.0,7.0,1.0,7.0,116.0,189.0,6.0,,,,,,,,,
1270,90,2007MM04,3.0,109.0,44.0,7.0,40.0,994.0,896.0,22.0,22.0,1.0,7.0,1.0,7.0,118.0,191.0,7.0,,,,,,,,,
1271,90,2007MM05,4.0,110.0,55.0,7.0,45.0,1011.0,910.0,22.0,22.0,1.0,7.0,1.0,8.0,118.0,194.0,7.0,,,,,,,,,
1272,90,2007MM06,5.0,112.0,61.0,7.0,43.0,1035.0,931.0,22.0,22.0,1.0,8.0,1.0,7.0,120.0,195.0,8.0,,,,,,,,,
1273,90,2007MM07,5.0,113.0,67.0,8.0,48.0,1062.0,955.0,22.0,23.0,1.0,9.0,1.0,8.0,122.0,196.0,9.0,,,,,,,,,
1274,90,2007MM08,4.0,114.0,53.0,7.0,42.0,1080.0,970.0,23.0,23.0,1.0,7.0,1.0,7.0,124.0,197.0,7.0,,,,,,,,,
1275,90,2007MM09,3.0,115.0,42.0,6.0,43.0,1085.0,975.0,23.0,23.0,1.0,6.0,1.0,7.0,124.0,198.0,6.0,,,,,,,,,
1276,90,2007MM10,4.0,115.0,48.0,8.0,44.0,1097.0,985.0,23.0,23.0,1.0,9.0,1.0,7.0,126.0,201.0,8.0,,,,,,,,,
1277,90,2007MM11,3.0,115.0,47.0,7.0,46.0,1104.0,991.0,23.0,23.0,1.0,6.0,1.0,7.0,127.0,203.0,6.0,,,,,,,,,
1278,90,2007MM12,2.0,113.0,31.0,5.0,42.0,1098.0,987.0,23.0,23.0,0.0,4.0,1.0,7.0,125.0,202.0,4.0,,,,,,,,,
1279,90,2008MM01,4.0,114.0,63.0,10.0,50.0,1121.0,1004.0,23.0,23.0,1.0,10.0,1.0,8.0,128.0,206.0,9.0,,,,,,,,,
1280,90,2008MM02,4.0,115.0,64.0,8.0,50.0,1143.0,1022.0,24.0,24.0,1.0,9.0,1.0,7.0,131.0,210.0,9.0,,,,,,,,,
1281,90,2008MM03,5.0,117.0,61.0,7.0,47.0,1164.0,1063.0,24.0,24.0,1.0,7.0,1.0,6.0,134.0,198.0,7.0,,,,,,,,,
1282,90,2008MM04,6.0,120.0,78.0,8.0,53.0,1197.0,1093.0,24.0,24.0,1.0,8.0,1.0,6.0,137.0,201.0,8.0,,,,,,,,,
1283,90,2008MM05,6.0,122.0,74.0,7.0,49.0,1229.0,1122.0,24.0,24.0,1.0,8.0,1.0,7.0,140.0,202.0,8.0,,,,,,,,,
1284,90,2008MM06,6.0,123.0,73.0,7.0,63.0,1246.0,1136.0,24.0,24.0,1.0,8.0,1.0,7.0,142.0,205.0,8.0,,,,,,,,,
1285,90,2008MM07,6.0,126.0,71.0,7.0,44.0,1280.0,1168.0,24.0,24.0,1.0,9.0,1.0,7.0,144.0,208.0,8.0,,,,,,,,,
1286,90,2008MM08,4.0,127.0,47.0,6.0,47.0,1287.0,1172.0,24.0,24.0,1.0,7.0,1.0,6.0,146.0,209.0,6.0,,,,,,,,,
1287,90,2008MM09,4.0,128.0,49.0,7.0,52.0,1290.0,1174.0,25.0,25.0,1.0,7.0,1.0,6.0,149.0,224.0,7.0,,,,,,,,,
1288,90,2008MM10,4.0,128.0,45.0,7.0,52.0,1291.0,1171.0,25.0,25.0,1.0,7.0,1.0,6.0,151.0,227.0,7.0,,,,,,,,,
1289,90,2008MM11,4.0,128.0,39.0,6.0,40.0,1295.0,1173.0,25.0,25.0,1.0,6.0,1.0,4.0,153.0,229.0,5.0,,,,,,,,,
1290,90,2008MM12,3.0,128.0,32.0,5.0,48.0,1284.0,1161.0,25.0,25.0,0.0,4.0,1.0,4.0,155.0,228.0,4.0,,,,,,,,,
1291,90,2009MM01,4.0,128.0,51.0,8.0,50.0,1293.0,1169.0,24.0,24.0,0.0,8.0,1.0,15.0,149.0,221.0,4.0,,,,,,,,,
1292,90,2009MM02,3.0,127.0,38.0,6.0,53.0,1285.0,1161.0,23.0,23.0,0.0,6.0,1.0,13.0,143.0,214.0,3.0,,,,,,,,,
1293,90,2009MM03,3.0,124.0,42.0,6.0,59.0,1273.0,1151.0,22.0,22.0,0.0,7.0,1.0,14.0,136.0,208.0,3.0,,,,,,,,,
1294,90,2009MM04,4.0,123.0,41.0,5.0,60.0,1259.0,1138.0,22.0,22.0,0.0,8.0,1.0,15.0,130.0,201.0,4.0,,,,,,,,,
1295,90,2009MM05,3.0,121.0,34.0,5.0,59.0,1239.0,1120.0,21.0,21.0,0.0,7.0,1.0,14.0,124.0,194.0,3.0,,,,,,,,,
1296,90,2009MM06,3.0,120.0,37.0,5.0,68.0,1213.0,1095.0,20.0,21.0,0.0,8.0,1.0,14.0,118.0,189.0,4.0,,,,,,,,,
1297,90,2009MM07,3.0,117.0,39.0,5.0,70.0,1187.0,1071.0,20.0,20.0,0.0,8.0,1.0,14.0,113.0,184.0,4.0,,,,,,,,,
1298,90,2009MM08,3.0,116.0,27.0,4.0,58.0,1161.0,1049.0,19.0,19.0,0.0,6.0,1.0,13.0,106.0,177.0,3.0,,,,,,,,,
1299,90,2009MM09,3.0,114.0,32.0,5.0,58.0,1140.0,1030.0,18.0,19.0,0.0,6.0,1.0,13.0,100.0,171.0,3.0,,,,,,,,,
1300,90,2009MM10,3.0,114.0,36.0,5.0,60.0,1121.0,1014.0,17.0,18.0,1.0,8.0,1.0,14.0,96.0,165.0,4.0,,,,,,,,,
1301,90,2009MM11,3.0,113.0,35.0,5.0,57.0,1104.0,999.0,17.0,18.0,1.0,9.0,1.0,14.0,92.0,161.0,5.0,,,,,,,,,
1302,90,2009MM12,2.0,111.0,25.0,4.0,61.0,1073.0,971.0,16.0,17.0,1.0,8.0,1.0,14.0,86.0,157.0,4.0,,,,,,,,,
1303,90,2010MM01,4.0,110.0,46.0,6.0,65.0,1059.0,959.0,16.0,17.0,0.0,2.0,1.0,4.0,85.0,155.0,2.0,,,,,,,,,
1304,90,2010MM02,3.0,111.0,38.0,5.0,49.0,1053.0,952.0,16.0,17.0,0.0,2.0,1.0,4.0,84.0,154.0,1.0,,,,,,,,,
1305,90,2010MM03,4.0,111.0,41.0,5.0,54.0,1045.0,945.0,16.0,17.0,0.0,3.0,1.0,4.0,83.0,154.0,2.0,,,,,,,,,
1306,90,2010MM04,4.0,111.0,41.0,5.0,40.0,1051.0,952.0,16.0,17.0,0.0,4.0,1.0,4.0,83.0,154.0,3.0,,,,,,,,,
1307,90,2010MM05,3.0,111.0,33.0,4.0,48.0,1041.0,949.0,17.0,17.0,0.0,4.0,1.0,5.0,82.0,154.0,3.0,,,,,,,,,
1308,90,2010MM06,4.0,112.0,49.0,5.0,57.0,1038.0,948.0,17.0,17.0,0.0,5.0,1.0,5.0,82.0,155.0,4.0,,,,,,,,,
1309,90,2010MM07,4.0,113.0,48.0,6.0,49.0,1043.0,953.0,17.0,17.0,0.0,4.0,1.0,4.0,83.0,156.0,3.0,,,,,,,,,
1310,90,2010MM08,4.0,114.0,40.0,5.0,46.0,1042.0,953.0,17.0,17.0,0.0,4.0,1.0,3.0,84.0,157.0,3.0,,,,,,,,,
1311,90,2010MM09,4.0,113.0,40.0,5.0,49.0,1038.0,950.0,17.0,17.0,0.0,4.0,1.0,4.0,84.0,158.0,3.0,,,,,,,,,
1312,90,2010MM10,4.0,113.0,45.0,5.0,48.0,1040.0,952.0,17.0,17.0,0.0,3.0,1.0,4.0,84.0,159.0,3.0,,,,,,,,,
