ID,ArbeidspositieEindePeriode,LangdurigeAandoening,Geslacht,KinderenInHuishouden,Perioden,Personen15Tot65JaarBeginPeriode_1,WerkzameBeroepsbevolkingBeginPeriode_2,WerklozenNietActievenBeginPeriode_3
545,1,2, 1,11,2003kw02,1279,697,582
546,1,2, 1,11,2003kw03,1281,718,563
547,1,2, 1,11,2003kw04,1283,697,586
548,1,2, 1,11,2003JJ00,1292,708,584
549,1,2, 1,11,2004kw01,1286,691,595
550,1,2, 1,11,2004kw02,1285,688,598
551,1,2, 1,11,2004kw03,1281,705,575
552,1,2, 1,11,2004kw04,1290,692,598
553,1,2, 1,11,2004JJ00,1297,700,597
554,1,2, 1,11,2005kw01,1260,677,583
555,1,2, 1,11,2005kw02,1268,688,580
556,1,2, 1,11,2005kw03,1259,683,576
557,1,2, 1,11,2005kw04,1248,682,567
558,1,2, 1,11,2005JJ00,1285,695,591
559,1,2, 1,11,2006kw01,1260,687,573
560,1,2, 1,11,2006kw02,1271,689,582
561,1,2, 1,11,2006kw03,1232,678,554
562,1,2, 1,11,2006kw04,1220,667,553
563,1,2, 1,11,2006JJ00,1231,664,567
564,1,2, 1,11,2008kw01,1447,895,552
565,1,2, 1,11,2008kw02,1340,816,524
566,1,2, 1,11,2008kw03,1242,737,505
567,1,2, 1,11,2008kw04,1154,666,489
568,1,2, 1,11,2008JJ00,1176,678,498
569,1,2, 1,11,2009kw01,1168,659,510
570,1,2, 1,11,2009kw02,1192,679,512
571,1,2, 1,11,2009kw03,1179,670,510
572,1,2, 1,11,2009kw04,1198,666,531
573,1,2, 1,11,2009JJ00,1207,682,524
574,1,2, 1,11,2010kw01,1161,651,510
575,1,2, 1,11,2010kw02,1035,580,455
576,1,2, 1,11,2010kw03,971,535,436
577,1,2, 1,11,2010kw04,891,475,416
578,1,2, 1,12,2003kw01,911,515,397
579,1,2, 1,12,2003kw02,913,520,392
580,1,2, 1,12,2003kw03,910,524,386
581,1,2, 1,12,2003kw04,911,506,404
582,1,2, 1,12,2003JJ00,913,516,397
583,1,2, 1,12,2004kw01,905,498,407
584,1,2, 1,12,2004kw02,899,497,402
585,1,2, 1,12,2004kw03,894,513,380
586,1,2, 1,12,2004kw04,901,496,405
587,1,2, 1,12,2004JJ00,903,507,396
588,1,2, 1,12,2005kw01,886,491,395
589,1,2, 1,12,2005kw02,887,493,394
590,1,2, 1,12,2005kw03,879,488,391
591,1,2, 1,12,2005kw04,872,487,385
592,1,2, 1,12,2005JJ00,888,492,396
593,1,2, 1,12,2006kw01,871,487,384
594,1,2, 1,12,2006kw02,877,493,384
595,1,2, 1,12,2006kw03,852,489,363
596,1,2, 1,12,2006kw04,839,479,360
597,1,2, 1,12,2006JJ00,849,476,374
598,1,2, 1,12,2008kw01,1001,637,364
599,1,2, 1,12,2008kw02,921,576,345
600,1,2, 1,12,2008kw03,843,516,327
601,1,2, 1,12,2008kw04,773,466,308
602,1,2, 1,12,2008JJ00,787,473,314
603,1,2, 1,12,2009kw01,780,457,323
604,1,2, 1,12,2009kw02,798,468,330
605,1,2, 1,12,2009kw03,780,462,318
606,1,2, 1,12,2009kw04,804,465,339
607,1,2, 1,12,2009JJ00,820,480,340
608,1,2, 1,12,2010kw01,777,454,322
609,1,2, 1,12,2010kw02,683,397,287
610,1,2, 1,12,2010kw03,646,374,271
611,1,2, 1,12,2010kw04,572,317,255
612,1,2, 1,13,2003kw01,362,176,186
613,1,2, 1,13,2003kw02,366,177,189
614,1,2, 1,13,2003kw03,371,194,177
615,1,2, 1,13,2003kw04,373,191,182
616,1,2, 1,13,2003JJ00,379,192,187
617,1,2, 1,13,2004kw01,381,192,189
618,1,2, 1,13,2004kw02,386,190,196
619,1,2, 1,13,2004kw03,387,192,195
620,1,2, 1,13,2004kw04,389,196,192
621,1,2, 1,13,2004JJ00,394,194,200
622,1,2, 1,13,2005kw01,374,186,188
623,1,2, 1,13,2005kw02,381,195,186
624,1,2, 1,13,2005kw03,380,195,185
625,1,2, 1,13,2005kw04,376,194,182
626,1,2, 1,13,2005JJ00,398,203,195
627,1,2, 1,13,2006kw01,389,200,189
628,1,2, 1,13,2006kw02,394,196,198
629,1,2, 1,13,2006kw03,380,189,191
630,1,2, 1,13,2006kw04,381,188,193
631,1,2, 1,13,2006JJ00,382,188,193
632,1,2, 1,13,2008kw01,446,258,188
633,1,2, 1,13,2008kw02,419,240,179
634,1,2, 1,13,2008kw03,399,221,178
635,1,2, 1,13,2008kw04,381,200,181
636,1,2, 1,13,2008JJ00,389,205,184
637,1,2, 1,13,2009kw01,388,201,187
638,1,2, 1,13,2009kw02,394,211,183
639,1,2, 1,13,2009kw03,400,207,192
640,1,2, 1,13,2009kw04,394,202,192
641,1,2, 1,13,2009JJ00,386,202,184
642,1,2, 1,13,2010kw01,384,197,187
643,1,2, 1,13,2010kw02,352,183,169
644,1,2, 1,13,2010kw03,326,161,165
645,1,2, 1,13,2010kw04,319,158,161
646,1,2, 1,14,2003kw01,1412,637,774
647,1,2, 1,14,2003kw02,1401,607,795
648,1,2, 1,14,2003kw03,1424,615,809
649,1,2, 1,14,2003kw04,1428,620,808
650,1,2, 1,14,2003JJ00,1443,635,808
651,1,2, 1,14,2004kw01,1387,591,796
652,1,2, 1,14,2004kw02,1392,607,785
653,1,2, 1,14,2004kw03,1403,625,778
654,1,2, 1,14,2004kw04,1417,627,790
655,1,2, 1,14,2004JJ00,1420,636,784
656,1,2, 1,14,2005kw01,1447,622,825
657,1,2, 1,14,2005kw02,1457,635,822
658,1,2, 1,14,2005kw03,1447,631,816
659,1,2, 1,14,2005kw04,1437,626,810
660,1,2, 1,14,2005JJ00,1453,644,809
661,1,2, 1,14,2006kw01,1415,617,798
662,1,2, 1,14,2006kw02,1425,619,806
663,1,2, 1,14,2006kw03,1434,622,812
664,1,2, 1,14,2006kw04,1407,607,800
665,1,2, 1,14,2006JJ00,1425,623,801
666,1,2, 1,14,2008kw01,1573,792,781
667,1,2, 1,14,2008kw02,1487,753,734
668,1,2, 1,14,2008kw03,1370,658,712
669,1,2, 1,14,2008kw04,1319,622,698
670,1,2, 1,14,2008JJ00,1347,620,727
671,1,2, 1,14,2009kw01,1301,615,686
672,1,2, 1,14,2009kw02,1321,614,707
673,1,2, 1,14,2009kw03,1350,628,722
674,1,2, 1,14,2009kw04,1349,622,727
675,1,2, 1,14,2009JJ00,1378,650,728
676,1,2, 1,14,2010kw01,1369,625,744
677,1,2, 1,14,2010kw02,1281,568,714
678,1,2, 1,14,2010kw03,1220,534,686
679,1,2, 1,14,2010kw04,1130,483,647
680,1,2, 2,10,2003kw01,1282,781,502
681,1,2, 2,10,2003kw02,1265,754,511
682,1,2, 2,10,2003kw03,1267,766,501
683,1,2, 2,10,2003kw04,1267,762,505
684,1,2, 2,10,2003JJ00,1274,773,501
685,1,2, 2,10,2004kw01,1253,753,499
686,1,2, 2,10,2004kw02,1268,759,508
687,1,2, 2,10,2004kw03,1263,769,494
688,1,2, 2,10,2004kw04,1288,773,515
689,1,2, 2,10,2004JJ00,1289,792,497
690,1,2, 2,10,2005kw01,1279,752,527
691,1,2, 2,10,2005kw02,1290,768,522
692,1,2, 2,10,2005kw03,1291,758,533
693,1,2, 2,10,2005kw04,1277,753,524
694,1,2, 2,10,2005JJ00,1306,771,535
695,1,2, 2,10,2006kw01,1268,749,519
696,1,2, 2,10,2006kw02,1286,757,528
697,1,2, 2,10,2006kw03,1251,745,506
698,1,2, 2,10,2006kw04,1222,723,499
699,1,2, 2,10,2006JJ00,1235,734,500
700,1,2, 2,10,2008kw01,1421,929,492
701,1,2, 2,10,2008kw02,1336,880,456
702,1,2, 2,10,2008kw03,1223,782,441
703,1,2, 2,10,2008kw04,1156,728,428
704,1,2, 2,10,2008JJ00,1183,743,440
705,1,2, 2,10,2009kw01,1156,724,432
706,1,2, 2,10,2009kw02,1185,733,452
707,1,2, 2,10,2009kw03,1195,724,470
708,1,2, 2,10,2009kw04,1195,719,476
709,1,2, 2,10,2009JJ00,1208,746,462
710,1,2, 2,10,2010kw01,1186,696,489
711,1,2, 2,10,2010kw02,1072,617,456
712,1,2, 2,10,2010kw03,1013,572,441
713,1,2, 2,10,2010kw04,930,513,417
714,1,2, 2,11,2003kw01,602,422,180
715,1,2, 2,11,2003kw02,599,413,186
716,1,2, 2,11,2003kw03,607,429,178
717,1,2, 2,11,2003kw04,607,422,185
718,1,2, 2,11,2003JJ00,611,428,183
719,1,2, 2,11,2004kw01,608,416,192
720,1,2, 2,11,2004kw02,618,417,201
721,1,2, 2,11,2004kw03,607,419,187
722,1,2, 2,11,2004kw04,613,416,197
723,1,2, 2,11,2004JJ00,615,421,195
724,1,2, 2,11,2005kw01,594,405,190
725,1,2, 2,11,2005kw02,588,404,184
726,1,2, 2,11,2005kw03,583,397,186
727,1,2, 2,11,2005kw04,581,395,185
728,1,2, 2,11,2005JJ00,598,403,195
729,1,2, 2,11,2006kw01,590,400,190
730,1,2, 2,11,2006kw02,600,402,198
731,1,2, 2,11,2006kw03,572,389,182
732,1,2, 2,11,2006kw04,563,379,184
733,1,2, 2,11,2006JJ00,563,377,186
734,1,2, 2,11,2008kw01,666,491,174
735,1,2, 2,11,2008kw02,615,454,161
736,1,2, 2,11,2008kw03,575,412,163
737,1,2, 2,11,2008kw04,537,377,160
738,1,2, 2,11,2008JJ00,548,389,159
739,1,2, 2,11,2009kw01,541,375,166
740,1,2, 2,11,2009kw02,557,386,171
741,1,2, 2,11,2009kw03,546,371,176
742,1,2, 2,11,2009kw04,547,366,181
743,1,2, 2,11,2009JJ00,549,377,172
744,1,2, 2,11,2010kw01,530,350,179
745,1,2, 2,11,2010kw02,459,305,153
746,1,2, 2,11,2010kw03,438,286,152
747,1,2, 2,11,2010kw04,403,257,146
748,1,2, 2,12,2003kw01,419,308,111
749,1,2, 2,12,2003kw02,416,303,112
750,1,2, 2,12,2003kw03,413,303,110
751,1,2, 2,12,2003kw04,416,298,119
752,1,2, 2,12,2003JJ00,418,304,114
753,1,2, 2,12,2004kw01,413,293,120
754,1,2, 2,12,2004kw02,415,293,122
755,1,2, 2,12,2004kw03,412,303,109
756,1,2, 2,12,2004kw04,412,294,118
757,1,2, 2,12,2004JJ00,413,299,114
758,1,2, 2,12,2005kw01,407,289,118
759,1,2, 2,12,2005kw02,400,282,118
760,1,2, 2,12,2005kw03,395,272,123
761,1,2, 2,12,2005kw04,392,273,120
762,1,2, 2,12,2005JJ00,399,275,124
763,1,2, 2,12,2006kw01,393,275,118
764,1,2, 2,12,2006kw02,399,279,120
765,1,2, 2,12,2006kw03,386,278,108
766,1,2, 2,12,2006kw04,374,267,107
767,1,2, 2,12,2006JJ00,375,265,110
768,1,2, 2,12,2008kw01,449,346,103
769,1,2, 2,12,2008kw02,414,315,99
770,1,2, 2,12,2008kw03,382,282,100
771,1,2, 2,12,2008kw04,348,253,95
772,1,2, 2,12,2008JJ00,354,259,95
773,1,2, 2,12,2009kw01,348,250,98
774,1,2, 2,12,2009kw02,359,255,104
775,1,2, 2,12,2009kw03,349,248,101
776,1,2, 2,12,2009kw04,357,247,110
777,1,2, 2,12,2009JJ00,359,254,105
778,1,2, 2,12,2010kw01,345,235,110
779,1,2, 2,12,2010kw02,292,201,91
780,1,2, 2,12,2010kw03,275,192,83
781,1,2, 2,12,2010kw04,243,163,80
782,1,2, 2,13,2003kw01,182,113,69
783,1,2, 2,13,2003kw02,183,110,74
784,1,2, 2,13,2003kw03,194,126,68
785,1,2, 2,13,2003kw04,191,124,66
786,1,2, 2,13,2003JJ00,193,124,68
787,1,2, 2,13,2004kw01,195,123,71
788,1,2, 2,13,2004kw02,204,125,79
789,1,2, 2,13,2004kw03,195,116,79
790,1,2, 2,13,2004kw04,201,122,79
791,1,2, 2,13,2004JJ00,203,122,81
792,1,2, 2,13,2005kw01,187,116,71
793,1,2, 2,13,2005kw02,188,122,66
794,1,2, 2,13,2005kw03,188,125,63
795,1,2, 2,13,2005kw04,188,123,65
796,1,2, 2,13,2005JJ00,199,128,71
797,1,2, 2,13,2006kw01,197,125,72
798,1,2, 2,13,2006kw02,201,123,79
799,1,2, 2,13,2006kw03,186,111,74
800,1,2, 2,13,2006kw04,188,111,77
801,1,2, 2,13,2006JJ00,188,113,75
802,1,2, 2,13,2008kw01,217,146,71
803,1,2, 2,13,2008kw02,201,139,62
804,1,2, 2,13,2008kw03,193,130,63
805,1,2, 2,13,2008kw04,189,123,66
806,1,2, 2,13,2008JJ00,194,130,64
807,1,2, 2,13,2009kw01,193,126,68
808,1,2, 2,13,2009kw02,197,131,66
809,1,2, 2,13,2009kw03,198,123,75
810,1,2, 2,13,2009kw04,191,119,71
811,1,2, 2,13,2009JJ00,190,123,68
812,1,2, 2,13,2010kw01,185,116,70
813,1,2, 2,13,2010kw02,167,105,63
814,1,2, 2,13,2010kw03,162,94,69
815,1,2, 2,13,2010kw04,160,94,66
816,1,2, 2,14,2003kw01,681,359,322
817,1,2, 2,14,2003kw02,666,342,325
818,1,2, 2,14,2003kw03,661,337,323
819,1,2, 2,14,2003kw04,660,341,319
820,1,2, 2,14,2003JJ00,663,345,318
821,1,2, 2,14,2004kw01,645,337,308
822,1,2, 2,14,2004kw02,649,342,307
823,1,2, 2,14,2004kw03,657,350,307
824,1,2, 2,14,2004kw04,676,358,318
825,1,2, 2,14,2004JJ00,673,371,302
826,1,2, 2,14,2005kw01,685,347,337
827,1,2, 2,14,2005kw02,702,364,339
828,1,2, 2,14,2005kw03,708,360,347
829,1,2, 2,14,2005kw04,697,358,339
830,1,2, 2,14,2005JJ00,708,369,340
831,1,2, 2,14,2006kw01,677,349,329
832,1,2, 2,14,2006kw02,686,355,330
833,1,2, 2,14,2006kw03,679,355,324
834,1,2, 2,14,2006kw04,659,344,315
835,1,2, 2,14,2006JJ00,672,357,315
836,1,2, 2,14,2008kw01,755,438,318
837,1,2, 2,14,2008kw02,721,426,295
838,1,2, 2,14,2008kw03,648,370,278
839,1,2, 2,14,2008kw04,619,351,267
840,1,2, 2,14,2008JJ00,635,354,281
841,1,2, 2,14,2009kw01,614,348,266
842,1,2, 2,14,2009kw02,628,347,281
843,1,2, 2,14,2009kw03,648,353,295
844,1,2, 2,14,2009kw04,648,353,295
845,1,2, 2,14,2009JJ00,659,369,290
846,1,2, 2,14,2010kw01,656,346,310
847,1,2, 2,14,2010kw02,614,311,303
848,1,2, 2,14,2010kw03,575,286,289
849,1,2, 2,14,2010kw04,528,256,272
850,1,2, 3,10,2003kw01,1402,547,855
851,1,2, 3,10,2003kw02,1415,549,866
852,1,2, 3,10,2003kw03,1438,568,870
853,1,2, 3,10,2003kw04,1444,555,889
854,1,2, 3,10,2003JJ00,1461,570,892
855,1,2, 3,10,2004kw01,1420,528,892
856,1,2, 3,10,2004kw02,1410,535,875
857,1,2, 3,10,2004kw03,1421,561,860
858,1,2, 3,10,2004kw04,1419,546,873
859,1,2, 3,10,2004JJ00,1428,544,884
860,1,2, 3,10,2005kw01,1428,548,881
861,1,2, 3,10,2005kw02,1435,555,880
862,1,2, 3,10,2005kw03,1415,556,859
863,1,2, 3,10,2005kw04,1408,555,853
864,1,2, 3,10,2005JJ00,1433,568,865
865,1,2, 3,10,2006kw01,1407,555,852
866,1,2, 3,10,2006kw02,1410,550,860
867,1,2, 3,10,2006kw03,1415,555,860
868,1,2, 3,10,2006kw04,1406,551,855
869,1,2, 3,10,2006JJ00,1421,553,868
870,1,2, 3,10,2008kw01,1600,758,841
871,1,2, 3,10,2008kw02,1491,690,802
872,1,2, 3,10,2008kw03,1389,613,776
873,1,2, 3,10,2008kw04,1318,560,758
874,1,2, 3,10,2008JJ00,1340,555,785
875,1,2, 3,10,2009kw01,1314,550,764
876,1,2, 3,10,2009kw02,1328,561,768
877,1,2, 3,10,2009kw03,1335,573,762
878,1,2, 3,10,2009kw04,1351,569,782
879,1,2, 3,10,2009JJ00,1377,586,791
880,1,2, 3,10,2010kw01,1344,579,765
881,1,2, 3,10,2010kw02,1245,531,713
882,1,2, 3,10,2010kw03,1178,497,681
883,1,2, 3,10,2010kw04,1091,445,646
884,1,2, 3,11,2003kw01,672,269,403
885,1,2, 3,11,2003kw02,680,284,396
886,1,2, 3,11,2003kw03,674,290,385
887,1,2, 3,11,2003kw04,677,276,401
888,1,2, 3,11,2003JJ00,681,279,401
889,1,2, 3,11,2004kw01,678,275,404
890,1,2, 3,11,2004kw02,667,270,397
891,1,2, 3,11,2004kw03,674,286,388
892,1,2, 3,11,2004kw04,677,276,401
893,1,2, 3,11,2004JJ00,682,280,402
894,1,2, 3,11,2005kw01,666,273,393
895,1,2, 3,11,2005kw02,680,284,396
896,1,2, 3,11,2005kw03,676,286,390
897,1,2, 3,11,2005kw04,668,286,381
898,1,2, 3,11,2005JJ00,688,292,396
899,1,2, 3,11,2006kw01,669,287,382
900,1,2, 3,11,2006kw02,670,287,384
901,1,2, 3,11,2006kw03,660,288,372
902,1,2, 3,11,2006kw04,658,288,369
903,1,2, 3,11,2006JJ00,668,287,381
904,1,2, 3,11,2008kw01,782,404,378
905,1,2, 3,11,2008kw02,725,362,363
906,1,2, 3,11,2008kw03,667,324,343
907,1,2, 3,11,2008kw04,618,289,328
908,1,2, 3,11,2008JJ00,628,289,339
909,1,2, 3,11,2009kw01,627,283,344
910,1,2, 3,11,2009kw02,635,293,342
911,1,2, 3,11,2009kw03,633,299,334
912,1,2, 3,11,2009kw04,650,300,350
913,1,2, 3,11,2009JJ00,658,305,352
914,1,2, 3,11,2010kw01,631,301,330
915,1,2, 3,11,2010kw02,577,275,302
916,1,2, 3,11,2010kw03,534,249,284
917,1,2, 3,11,2010kw04,489,218,271
918,1,2, 3,12,2003kw01,492,206,286
919,1,2, 3,12,2003kw02,497,217,280
920,1,2, 3,12,2003kw03,497,222,276
921,1,2, 3,12,2003kw04,494,209,285
922,1,2, 3,12,2003JJ00,494,212,283
923,1,2, 3,12,2004kw01,492,206,286
924,1,2, 3,12,2004kw02,484,204,280
925,1,2, 3,12,2004kw03,482,210,272
926,1,2, 3,12,2004kw04,489,202,287
927,1,2, 3,12,2004JJ00,490,208,283
928,1,2, 3,12,2005kw01,479,202,277
929,1,2, 3,12,2005kw02,487,211,276
930,1,2, 3,12,2005kw03,484,215,268
931,1,2, 3,12,2005kw04,479,215,265
932,1,2, 3,12,2005JJ00,489,217,271
933,1,2, 3,12,2006kw01,477,212,266
934,1,2, 3,12,2006kw02,478,214,264
935,1,2, 3,12,2006kw03,466,211,255
936,1,2, 3,12,2006kw04,465,212,253
937,1,2, 3,12,2006JJ00,474,211,263
938,1,2, 3,12,2008kw01,552,291,261
939,1,2, 3,12,2008kw02,506,261,246
940,1,2, 3,12,2008kw03,461,234,227
941,1,2, 3,12,2008kw04,426,212,213
942,1,2, 3,12,2008JJ00,433,214,219
943,1,2, 3,12,2009kw01,433,207,225
944,1,2, 3,12,2009kw02,439,214,225
945,1,2, 3,12,2009kw03,431,214,217
946,1,2, 3,12,2009kw04,447,218,230
947,1,2, 3,12,2009JJ00,462,226,235
948,1,2, 3,12,2010kw01,432,220,213
949,1,2, 3,12,2010kw02,392,196,196
950,1,2, 3,12,2010kw03,370,182,188
951,1,2, 3,12,2010kw04,329,154,175
952,1,2, 3,13,2003kw01,179,63,117
953,1,2, 3,13,2003kw02,182,67,116
954,1,2, 3,13,2003kw03,177,68,109
955,1,2, 3,13,2003kw04,182,67,116
956,1,2, 3,13,2003JJ00,186,68,119
957,1,2, 3,13,2004kw01,186,69,117
958,1,2, 3,13,2004kw02,183,66,117
959,1,2, 3,13,2004kw03,192,76,116
960,1,2, 3,13,2004kw04,188,74,114
961,1,2, 3,13,2004JJ00,191,72,119
962,1,2, 3,13,2005kw01,187,70,116
963,1,2, 3,13,2005kw02,193,73,120
964,1,2, 3,13,2005kw03,192,70,122
965,1,2, 3,13,2005kw04,188,71,117
966,1,2, 3,13,2005JJ00,199,74,124
967,1,2, 3,13,2006kw01,192,75,117
968,1,2, 3,13,2006kw02,192,73,119
969,1,2, 3,13,2006kw03,194,77,117
970,1,2, 3,13,2006kw04,193,76,116
971,1,2, 3,13,2006JJ00,194,76,118
972,1,2, 3,13,2008kw01,230,113,117
973,1,2, 3,13,2008kw02,219,102,117
974,1,2, 3,13,2008kw03,206,90,115
975,1,2, 3,13,2008kw04,192,77,115
976,1,2, 3,13,2008JJ00,195,75,120
977,1,2, 3,13,2009kw01,195,76,119
978,1,2, 3,13,2009kw02,196,80,117
979,1,2, 3,13,2009kw03,202,85,117
980,1,2, 3,13,2009kw04,203,82,121
981,1,2, 3,13,2009JJ00,196,79,117
982,1,2, 3,13,2010kw01,199,81,118
983,1,2, 3,13,2010kw02,185,79,106
984,1,2, 3,13,2010kw03,163,67,96
985,1,2, 3,13,2010kw04,159,64,95
986,1,2, 3,14,2003kw01,731,278,453
987,1,2, 3,14,2003kw02,735,265,470
988,1,2, 3,14,2003kw03,764,278,486
989,1,2, 3,14,2003kw04,768,279,488
990,1,2, 3,14,2003JJ00,781,290,491
991,1,2, 3,14,2004kw01,742,254,488
992,1,2, 3,14,2004kw02,743,265,478
993,1,2, 3,14,2004kw03,747,275,472
994,1,2, 3,14,2004kw04,742,270,472
995,1,2, 3,14,2004JJ00,746,265,482
996,1,2, 3,14,2005kw01,762,275,488
997,1,2, 3,14,2005kw02,755,271,484
998,1,2, 3,14,2005kw03,739,270,469
999,1,2, 3,14,2005kw04,740,269,472
1000,1,2, 3,14,2005JJ00,745,276,469
1001,1,2, 3,14,2006kw01,738,268,469
1002,1,2, 3,14,2006kw02,740,263,476
1003,1,2, 3,14,2006kw03,755,267,488
1004,1,2, 3,14,2006kw04,749,263,486
1005,1,2, 3,14,2006JJ00,753,267,487
1006,1,2, 3,14,2008kw01,818,355,463
1007,1,2, 3,14,2008kw02,766,327,438
1008,1,2, 3,14,2008kw03,722,289,434
1009,1,2, 3,14,2008kw04,701,270,430
1010,1,2, 3,14,2008JJ00,712,266,447
1011,1,2, 3,14,2009kw01,686,266,420
1012,1,2, 3,14,2009kw02,693,267,426
1013,1,2, 3,14,2009kw03,702,274,428
1014,1,2, 3,14,2009kw04,701,269,432
1015,1,2, 3,14,2009JJ00,719,281,438
1016,1,2, 3,14,2010kw01,713,278,434
1017,1,2, 3,14,2010kw02,668,257,411
1018,1,2, 3,14,2010kw03,644,248,397
1019,1,2, 3,14,2010kw04,602,227,375
1020,1,3, 1,10,2003kw01,8208,5617,2591
1021,1,3, 1,10,2003kw02,8226,5655,2571
1022,1,3, 1,10,2003kw03,8201,5688,2513
1023,1,3, 1,10,2003kw04,8202,5628,2574
1024,1,3, 1,10,2003JJ00,8168,5627,2541
1025,1,3, 1,10,2004kw01,8246,5612,2634
1026,1,3, 1,10,2004kw02,8245,5638,2607
1027,1,3, 1,10,2004kw03,8243,5674,2569
1028,1,3, 1,10,2004kw04,8224,5614,2610
1029,1,3, 1,10,2004JJ00,8208,5605,2604
1030,1,3, 1,10,2005kw01,8228,5582,2646
1031,1,3, 1,10,2005kw02,8213,5636,2577
1032,1,3, 1,10,2005kw03,8236,5728,2508
1033,1,3, 1,10,2005kw04,8259,5702,2557
1034,1,3, 1,10,2005JJ00,8201,5634,2567
1035,1,3, 1,10,2006kw01,8273,5690,2582
1036,1,3, 1,10,2006kw02,8255,5753,2502
1037,1,3, 1,10,2006kw03,8285,5870,2415
1038,1,3, 1,10,2006kw04,8328,5891,2437
1039,1,3, 1,10,2006JJ00,8296,5810,2486
1040,1,3, 1,10,2008kw01,7963,5709,2255
1041,1,3, 1,10,2008kw02,8165,5926,2240
1042,1,3, 1,10,2008kw03,8389,6183,2206
1043,1,3, 1,10,2008kw04,8536,6246,2289
1044,1,3, 1,10,2008JJ00,8474,6203,2271
1045,1,3, 1,10,2009kw01,8545,6226,2319
1046,1,3, 1,10,2009kw02,8501,6202,2299
1047,1,3, 1,10,2009kw03,8484,6202,2282
1048,1,3, 1,10,2009kw04,8467,6094,2372
1049,1,3, 1,10,2009JJ00,8429,6137,2292
1050,1,3, 1,10,2010kw01,8484,6037,2448
1051,1,3, 1,10,2010kw02,8699,6222,2477
1052,1,3, 1,10,2010kw03,8827,6387,2441
1053,1,3, 1,10,2010kw04,8999,6468,2532
1054,1,3, 1,11,2003kw01,4925,3278,1647
1055,1,3, 1,11,2003kw02,4923,3299,1624
1056,1,3, 1,11,2003kw03,4897,3328,1568
1057,1,3, 1,11,2003kw04,4918,3287,1632
1058,1,3, 1,11,2003JJ00,4812,3236,1576
1059,1,3, 1,11,2004kw01,4950,3278,1672
1060,1,3, 1,11,2004kw02,4960,3299,1661
1061,1,3, 1,11,2004kw03,4940,3327,1614
1062,1,3, 1,11,2004kw04,4946,3274,1672
1063,1,3, 1,11,2004JJ00,4869,3228,1641
1064,1,3, 1,11,2005kw01,4945,3259,1687
1065,1,3, 1,11,2005kw02,4933,3300,1633
1066,1,3, 1,11,2005kw03,4940,3372,1568
1067,1,3, 1,11,2005kw04,4961,3351,1610
1068,1,3, 1,11,2005JJ00,4858,3264,1593
1069,1,3, 1,11,2006kw01,4953,3336,1618
1070,1,3, 1,11,2006kw02,4919,3353,1566
1071,1,3, 1,11,2006kw03,4928,3422,1506
1072,1,3, 1,11,2006kw04,4973,3450,1523
1073,1,3, 1,11,2006JJ00,4879,3355,1524
1074,1,3, 1,11,2008kw01,4791,3375,1417
1075,1,3, 1,11,2008kw02,4906,3494,1412
1076,1,3, 1,11,2008kw03,5024,3656,1368
1077,1,3, 1,11,2008kw04,5126,3681,1445
1078,1,3, 1,11,2008JJ00,5025,3627,1399
1079,1,3, 1,11,2009kw01,5104,3640,1464
1080,1,3, 1,11,2009kw02,5095,3655,1441
1081,1,3, 1,11,2009kw03,5098,3680,1418
1082,1,3, 1,11,2009kw04,5040,3549,1491
1083,1,3, 1,11,2009JJ00,4967,3553,1414
1084,1,3, 1,11,2010kw01,5058,3524,1534
1085,1,3, 1,11,2010kw02,5190,3631,1559
1086,1,3, 1,11,2010kw03,5204,3686,1518
1087,1,3, 1,11,2010kw04,5279,3708,1571
1088,1,3, 1,12,2003kw01,3800,2519,1280
1089,1,3, 1,12,2003kw02,3799,2535,1264
1090,1,3, 1,12,2003kw03,3799,2583,1215
1091,1,3, 1,12,2003kw04,3796,2540,1255
1092,1,3, 1,12,2003JJ00,3716,2504,1212
1093,1,3, 1,12,2004kw01,3811,2531,1280
1094,1,3, 1,12,2004kw02,3778,2513,1265
1095,1,3, 1,12,2004kw03,3776,2544,1232
1096,1,3, 1,12,2004kw04,3788,2513,1274
1097,1,3, 1,12,2004JJ00,3737,2488,1249
1098,1,3, 1,12,2005kw01,3809,2503,1306
1099,1,3, 1,12,2005kw02,3784,2528,1256
1100,1,3, 1,12,2005kw03,3780,2576,1205
1101,1,3, 1,12,2005kw04,3815,2578,1237
1102,1,3, 1,12,2005JJ00,3747,2520,1227
1103,1,3, 1,12,2006kw01,3831,2590,1241
1104,1,3, 1,12,2006kw02,3795,2586,1210
1105,1,3, 1,12,2006kw03,3810,2647,1163
1106,1,3, 1,12,2006kw04,3831,2660,1171
1107,1,3, 1,12,2006JJ00,3770,2592,1177
1108,1,3, 1,12,2008kw01,3622,2555,1067
1109,1,3, 1,12,2008kw02,3700,2637,1063
1110,1,3, 1,12,2008kw03,3791,2759,1032
1111,1,3, 1,12,2008kw04,3862,2783,1079
1112,1,3, 1,12,2008JJ00,3840,2787,1052
1113,1,3, 1,12,2009kw01,3861,2769,1092
1114,1,3, 1,12,2009kw02,3825,2761,1064
1115,1,3, 1,12,2009kw03,3833,2777,1056
1116,1,3, 1,12,2009kw04,3800,2692,1109
1117,1,3, 1,12,2009JJ00,3809,2740,1069
1118,1,3, 1,12,2010kw01,3817,2678,1139
1119,1,3, 1,12,2010kw02,3888,2760,1127
