ID,ArbeidspositieEindePeriode,LangdurigeAandoening,Geslacht,KinderenInHuishouden,Perioden,Personen15Tot65JaarBeginPeriode_1,WerkzameBeroepsbevolkingBeginPeriode_2,WerklozenNietActievenBeginPeriode_3
4149,5,3, 1,12,2003kw02,1219,69,1150
4150,5,3, 1,12,2003kw03,1243,102,1141
4151,5,3, 1,12,2003kw04,1256,62,1194
4152,5,3, 1,12,2003JJ00,1170,135,1035
4153,5,3, 1,12,2004kw01,1255,54,1201
4154,5,3, 1,12,2004kw02,1218,59,1158
4155,5,3, 1,12,2004kw03,1264,103,1161
4156,5,3, 1,12,2004kw04,1275,61,1214
4157,5,3, 1,12,2004JJ00,1168,124,1044
4158,5,3, 1,12,2005kw01,1269,49,1220
4159,5,3, 1,12,2005kw02,1199,61,1138
4160,5,3, 1,12,2005kw03,1215,95,1120
4161,5,3, 1,12,2005kw04,1229,63,1166
4162,5,3, 1,12,2005JJ00,1122,106,1016
4163,5,3, 1,12,2006kw01,1200,44,1156
4164,5,3, 1,12,2006kw02,1149,62,1087
4165,5,3, 1,12,2006kw03,1169,97,1073
4166,5,3, 1,12,2006kw04,1157,61,1096
4167,5,3, 1,12,2006JJ00,1041,98,943
4168,5,3, 1,12,2008kw01,1012,44,968
4169,5,3, 1,12,2008kw02,1006,62,945
4170,5,3, 1,12,2008kw03,1055,104,951
4171,5,3, 1,12,2008kw04,1075,68,1007
4172,5,3, 1,12,2008JJ00,999,155,845
4173,5,3, 1,12,2009kw01,1072,60,1013
4174,5,3, 1,12,2009kw02,1039,84,955
4175,5,3, 1,12,2009kw03,1101,116,985
4176,5,3, 1,12,2009kw04,1117,78,1039
4177,5,3, 1,12,2009JJ00,1036,152,884
4178,5,3, 1,12,2010kw01,1098,57,1040
4179,5,3, 1,12,2010kw02,1074,78,997
4180,5,3, 1,12,2010kw03,1123,106,1017
4181,5,3, 1,12,2010kw04,1149,78,1071
4182,5,3, 1,13,2003kw01,350,19,331
4183,5,3, 1,13,2003kw02,352,32,320
4184,5,3, 1,13,2003kw03,362,43,320
4185,5,3, 1,13,2003kw04,375,29,345
4186,5,3, 1,13,2003JJ00,350,53,297
4187,5,3, 1,13,2004kw01,375,20,355
4188,5,3, 1,13,2004kw02,381,33,349
4189,5,3, 1,13,2004kw03,396,45,352
4190,5,3, 1,13,2004kw04,391,27,364
4191,5,3, 1,13,2004JJ00,364,50,313
4192,5,3, 1,13,2005kw01,359,20,339
4193,5,3, 1,13,2005kw02,363,32,331
4194,5,3, 1,13,2005kw03,368,38,330
4195,5,3, 1,13,2005kw04,375,28,347
4196,5,3, 1,13,2005JJ00,339,52,287
4197,5,3, 1,13,2006kw01,360,21,339
4198,5,3, 1,13,2006kw02,337,29,308
4199,5,3, 1,13,2006kw03,343,40,303
4200,5,3, 1,13,2006kw04,346,26,320
4201,5,3, 1,13,2006JJ00,310,43,266
4202,5,3, 1,13,2008kw01,330,20,310
4203,5,3, 1,13,2008kw02,332,37,295
4204,5,3, 1,13,2008kw03,343,47,296
4205,5,3, 1,13,2008kw04,366,34,332
4206,5,3, 1,13,2008JJ00,335,67,268
4207,5,3, 1,13,2009kw01,367,31,335
4208,5,3, 1,13,2009kw02,368,43,325
4209,5,3, 1,13,2009kw03,379,62,317
4210,5,3, 1,13,2009kw04,389,42,347
4211,5,3, 1,13,2009JJ00,342,72,270
4212,5,3, 1,13,2010kw01,379,31,348
4213,5,3, 1,13,2010kw02,409,39,370
4214,5,3, 1,13,2010kw03,411,49,361
4215,5,3, 1,13,2010kw04,436,47,389
4216,5,3, 1,14,2003kw01,963,72,891
4217,5,3, 1,14,2003kw02,939,69,871
4218,5,3, 1,14,2003kw03,960,85,875
4219,5,3, 1,14,2003kw04,968,80,889
4220,5,3, 1,14,2003JJ00,1007,162,846
4221,5,3, 1,14,2004kw01,956,60,896
4222,5,3, 1,14,2004kw02,944,57,888
4223,5,3, 1,14,2004kw03,965,69,896
4224,5,3, 1,14,2004kw04,964,79,886
4225,5,3, 1,14,2004JJ00,1004,170,834
4226,5,3, 1,14,2005kw01,947,49,898
4227,5,3, 1,14,2005kw02,939,65,874
4228,5,3, 1,14,2005kw03,949,74,875
4229,5,3, 1,14,2005kw04,960,71,889
4230,5,3, 1,14,2005JJ00,973,143,830
4231,5,3, 1,14,2006kw01,954,51,903
4232,5,3, 1,14,2006kw02,922,54,868
4233,5,3, 1,14,2006kw03,903,65,839
4234,5,3, 1,14,2006kw04,923,64,860
4235,5,3, 1,14,2006JJ00,941,126,815
4236,5,3, 1,14,2008kw01,830,55,776
4237,5,3, 1,14,2008kw02,819,56,763
4238,5,3, 1,14,2008kw03,851,77,774
4239,5,3, 1,14,2008kw04,867,76,791
4240,5,3, 1,14,2008JJ00,931,177,754
4241,5,3, 1,14,2009kw01,868,75,793
4242,5,3, 1,14,2009kw02,882,91,792
4243,5,3, 1,14,2009kw03,889,85,804
4244,5,3, 1,14,2009kw04,918,91,828
4245,5,3, 1,14,2009JJ00,946,196,750
4246,5,3, 1,14,2010kw01,912,74,838
4247,5,3, 1,14,2010kw02,906,73,833
4248,5,3, 1,14,2010kw03,930,84,846
4249,5,3, 1,14,2010kw04,992,96,896
4250,5,3, 2,10,2003kw01,876,69,808
4251,5,3, 2,10,2003kw02,856,84,771
4252,5,3, 2,10,2003kw03,890,114,776
4253,5,3, 2,10,2003kw04,913,87,827
4254,5,3, 2,10,2003JJ00,881,178,703
4255,5,3, 2,10,2004kw01,911,68,843
4256,5,3, 2,10,2004kw02,903,74,829
4257,5,3, 2,10,2004kw03,946,110,836
4258,5,3, 2,10,2004kw04,953,90,864
4259,5,3, 2,10,2004JJ00,894,176,718
4260,5,3, 2,10,2005kw01,909,56,853
4261,5,3, 2,10,2005kw02,881,79,802
4262,5,3, 2,10,2005kw03,923,107,815
4263,5,3, 2,10,2005kw04,930,82,848
4264,5,3, 2,10,2005JJ00,857,156,701
4265,5,3, 2,10,2006kw01,911,61,850
4266,5,3, 2,10,2006kw02,854,70,784
4267,5,3, 2,10,2006kw03,864,101,763
4268,5,3, 2,10,2006kw04,880,67,813
4269,5,3, 2,10,2006JJ00,801,118,684
4270,5,3, 2,10,2008kw01,767,55,712
4271,5,3, 2,10,2008kw02,760,73,686
4272,5,3, 2,10,2008kw03,814,112,702
4273,5,3, 2,10,2008kw04,852,90,762
4274,5,3, 2,10,2008JJ00,830,191,639
4275,5,3, 2,10,2009kw01,854,86,769
4276,5,3, 2,10,2009kw02,850,109,742
4277,5,3, 2,10,2009kw03,902,138,764
4278,5,3, 2,10,2009kw04,938,109,830
4279,5,3, 2,10,2009JJ00,895,220,675
4280,5,3, 2,10,2010kw01,924,82,842
4281,5,3, 2,10,2010kw02,903,92,810
4282,5,3, 2,10,2010kw03,937,116,821
4283,5,3, 2,10,2010kw04,990,109,881
4284,5,3, 2,11,2003kw01,514,32,482
4285,5,3, 2,11,2003kw02,495,48,447
4286,5,3, 2,11,2003kw03,513,70,443
4287,5,3, 2,11,2003kw04,530,43,487
4288,5,3, 2,11,2003JJ00,477,84,393
4289,5,3, 2,11,2004kw01,537,34,503
4290,5,3, 2,11,2004kw02,534,46,488
4291,5,3, 2,11,2004kw03,560,71,489
4292,5,3, 2,11,2004kw04,564,44,520
4293,5,3, 2,11,2004JJ00,496,79,417
4294,5,3, 2,11,2005kw01,535,31,504
4295,5,3, 2,11,2005kw02,516,47,469
4296,5,3, 2,11,2005kw03,541,64,477
4297,5,3, 2,11,2005kw04,543,42,501
4298,5,3, 2,11,2005JJ00,475,75,400
4299,5,3, 2,11,2006kw01,526,31,495
4300,5,3, 2,11,2006kw02,496,41,455
4301,5,3, 2,11,2006kw03,515,65,450
4302,5,3, 2,11,2006kw04,515,35,480
4303,5,3, 2,11,2006JJ00,439,60,379
4304,5,3, 2,11,2008kw01,462,27,435
4305,5,3, 2,11,2008kw02,457,45,412
4306,5,3, 2,11,2008kw03,496,72,424
4307,5,3, 2,11,2008kw04,522,47,475
4308,5,3, 2,11,2008JJ00,468,95,373
4309,5,3, 2,11,2009kw01,526,45,481
4310,5,3, 2,11,2009kw02,511,62,449
4311,5,3, 2,11,2009kw03,555,89,466
4312,5,3, 2,11,2009kw04,566,58,509
4313,5,3, 2,11,2009JJ00,505,106,399
4314,5,3, 2,11,2010kw01,552,40,512
4315,5,3, 2,11,2010kw02,546,52,493
4316,5,3, 2,11,2010kw03,571,76,495
4317,5,3, 2,11,2010kw04,594,61,533
4318,5,3, 2,12,2003kw01,367,19,348
4319,5,3, 2,12,2003kw02,352,30,323
4320,5,3, 2,12,2003kw03,363,46,317
4321,5,3, 2,12,2003kw04,377,25,351
4322,5,3, 2,12,2003JJ00,339,54,285
4323,5,3, 2,12,2004kw01,381,22,359
4324,5,3, 2,12,2004kw02,374,29,346
4325,5,3, 2,12,2004kw03,395,46,350
4326,5,3, 2,12,2004kw04,404,27,377
4327,5,3, 2,12,2004JJ00,353,51,301
4328,5,3, 2,12,2005kw01,394,20,375
4329,5,3, 2,12,2005kw02,366,26,339
4330,5,3, 2,12,2005kw03,388,45,343
4331,5,3, 2,12,2005kw04,383,23,361
4332,5,3, 2,12,2005JJ00,338,42,295
4333,5,3, 2,12,2006kw01,376,19,356
4334,5,3, 2,12,2006kw02,359,26,332
4335,5,3, 2,12,2006kw03,370,42,328
4336,5,3, 2,12,2006kw04,370,22,348
4337,5,3, 2,12,2006JJ00,318,36,282
4338,5,3, 2,12,2008kw01,322,18,304
4339,5,3, 2,12,2008kw02,318,24,294
4340,5,3, 2,12,2008kw03,351,47,304
4341,5,3, 2,12,2008kw04,363,28,335
4342,5,3, 2,12,2008JJ00,324,57,266
4343,5,3, 2,12,2009kw01,364,27,337
4344,5,3, 2,12,2009kw02,346,39,308
4345,5,3, 2,12,2009kw03,381,53,328
4346,5,3, 2,12,2009kw04,396,36,359
4347,5,3, 2,12,2009JJ00,354,67,287
4348,5,3, 2,12,2010kw01,382,23,359
4349,5,3, 2,12,2010kw02,373,33,340
4350,5,3, 2,12,2010kw03,400,50,350
4351,5,3, 2,12,2010kw04,407,36,370
4352,5,3, 2,13,2003kw01,146,12,134
4353,5,3, 2,13,2003kw02,142,18,124
4354,5,3, 2,13,2003kw03,149,24,125
4355,5,3, 2,13,2003kw04,153,17,136
4356,5,3, 2,13,2003JJ00,138,31,108
4357,5,3, 2,13,2004kw01,156,12,143
4358,5,3, 2,13,2004kw02,160,17,142
4359,5,3, 2,13,2004kw03,165,25,139
4360,5,3, 2,13,2004kw04,161,17,144
4361,5,3, 2,13,2004JJ00,143,28,115
4362,5,3, 2,13,2005kw01,141,11,130
4363,5,3, 2,13,2005kw02,150,20,130
4364,5,3, 2,13,2005kw03,153,20,133
4365,5,3, 2,13,2005kw04,160,19,140
4366,5,3, 2,13,2005JJ00,137,33,104
4367,5,3, 2,13,2006kw01,150,11,139
4368,5,3, 2,13,2006kw02,137,15,122
4369,5,3, 2,13,2006kw03,145,23,122
4370,5,3, 2,13,2006kw04,145,13,132
4371,5,3, 2,13,2006JJ00,121,24,98
4372,5,3, 2,13,2008kw01,140,9,131
4373,5,3, 2,13,2008kw02,139,21,118
4374,5,3, 2,13,2008kw03,145,25,121
4375,5,3, 2,13,2008kw04,159,19,140
4376,5,3, 2,13,2008JJ00,144,37,107
4377,5,3, 2,13,2009kw01,162,19,144
4378,5,3, 2,13,2009kw02,164,23,141
4379,5,3, 2,13,2009kw03,174,36,138
4380,5,3, 2,13,2009kw04,171,21,150
4381,5,3, 2,13,2009JJ00,151,39,112
4382,5,3, 2,13,2010kw01,170,17,153
4383,5,3, 2,13,2010kw02,172,19,153
4384,5,3, 2,13,2010kw03,172,26,145
4385,5,3, 2,13,2010kw04,188,25,163
4386,5,3, 2,14,2003kw01,363,37,326
4387,5,3, 2,14,2003kw02,361,36,325
4388,5,3, 2,14,2003kw03,377,44,333
4389,5,3, 2,14,2003kw04,384,44,340
4390,5,3, 2,14,2003JJ00,404,94,310
4391,5,3, 2,14,2004kw01,374,33,341
4392,5,3, 2,14,2004kw02,369,28,341
4393,5,3, 2,14,2004kw03,386,39,347
4394,5,3, 2,14,2004kw04,389,46,343
4395,5,3, 2,14,2004JJ00,398,97,301
4396,5,3, 2,14,2005kw01,374,25,349
4397,5,3, 2,14,2005kw02,365,32,333
4398,5,3, 2,14,2005kw03,382,43,338
4399,5,3, 2,14,2005kw04,387,40,347
4400,5,3, 2,14,2005JJ00,382,81,301
4401,5,3, 2,14,2006kw01,385,30,355
4402,5,3, 2,14,2006kw02,358,29,329
4403,5,3, 2,14,2006kw03,348,36,313
4404,5,3, 2,14,2006kw04,365,32,332
4405,5,3, 2,14,2006JJ00,362,57,305
4406,5,3, 2,14,2008kw01,305,28,277
4407,5,3, 2,14,2008kw02,303,28,274
4408,5,3, 2,14,2008kw03,318,40,278
4409,5,3, 2,14,2008kw04,329,43,287
4410,5,3, 2,14,2008JJ00,362,96,266
4411,5,3, 2,14,2009kw01,329,41,288
4412,5,3, 2,14,2009kw02,340,47,293
4413,5,3, 2,14,2009kw03,347,49,298
4414,5,3, 2,14,2009kw04,372,51,321
4415,5,3, 2,14,2009JJ00,390,115,276
4416,5,3, 2,14,2010kw01,372,43,330
4417,5,3, 2,14,2010kw02,357,40,317
4418,5,3, 2,14,2010kw03,366,40,326
4419,5,3, 2,14,2010kw04,396,48,348
4420,5,3, 3,10,2003kw01,1692,78,1614
4421,5,3, 3,10,2003kw02,1655,85,1569
4422,5,3, 3,10,2003kw03,1675,115,1560
4423,5,3, 3,10,2003kw04,1685,84,1601
4424,5,3, 3,10,2003JJ00,1646,172,1474
4425,5,3, 3,10,2004kw01,1675,66,1609
4426,5,3, 3,10,2004kw02,1640,74,1566
4427,5,3, 3,10,2004kw03,1680,107,1573
4428,5,3, 3,10,2004kw04,1677,77,1600
4429,5,3, 3,10,2004JJ00,1641,167,1474
4430,5,3, 3,10,2005kw01,1666,62,1604
4431,5,3, 3,10,2005kw02,1620,80,1540
4432,5,3, 3,10,2005kw03,1609,100,1509
4433,5,3, 3,10,2005kw04,1634,80,1554
4434,5,3, 3,10,2005JJ00,1578,145,1432
4435,5,3, 3,10,2006kw01,1603,55,1548
4436,5,3, 3,10,2006kw02,1554,75,1479
4437,5,3, 3,10,2006kw03,1552,100,1452
4438,5,3, 3,10,2006kw04,1546,83,1463
4439,5,3, 3,10,2006JJ00,1490,150,1341
4440,5,3, 3,10,2008kw01,1405,63,1342
4441,5,3, 3,10,2008kw02,1397,81,1316
4442,5,3, 3,10,2008kw03,1434,116,1318
4443,5,3, 3,10,2008kw04,1457,88,1369
4444,5,3, 3,10,2008JJ00,1435,207,1228
4445,5,3, 3,10,2009kw01,1453,81,1372
4446,5,3, 3,10,2009kw02,1438,108,1330
4447,5,3, 3,10,2009kw03,1468,126,1342
4448,5,3, 3,10,2009kw04,1486,102,1385
4449,5,3, 3,10,2009JJ00,1429,200,1229
4450,5,3, 3,10,2010kw01,1465,79,1385
4451,5,3, 3,10,2010kw02,1486,97,1389
4452,5,3, 3,10,2010kw03,1526,123,1403
4453,5,3, 3,10,2010kw04,1587,112,1474
4454,5,3, 3,11,2003kw01,1091,43,1049
4455,5,3, 3,11,2003kw02,1076,53,1023
4456,5,3, 3,11,2003kw03,1093,74,1019
4457,5,3, 3,11,2003kw04,1101,49,1052
4458,5,3, 3,11,2003JJ00,1043,104,939
4459,5,3, 3,11,2004kw01,1093,39,1054
4460,5,3, 3,11,2004kw02,1065,46,1019
4461,5,3, 3,11,2004kw03,1100,77,1023
4462,5,3, 3,11,2004kw04,1102,44,1058
4463,5,3, 3,11,2004JJ00,1036,95,941
4464,5,3, 3,11,2005kw01,1093,38,1055
4465,5,3, 3,11,2005kw02,1047,47,1000
4466,5,3, 3,11,2005kw03,1042,69,973
4467,5,3, 3,11,2005kw04,1061,49,1012
4468,5,3, 3,11,2005JJ00,986,83,904
4469,5,3, 3,11,2006kw01,1034,34,1000
4470,5,3, 3,11,2006kw02,990,50,941
4471,5,3, 3,11,2006kw03,997,71,926
4472,5,3, 3,11,2006kw04,987,51,936
4473,5,3, 3,11,2006JJ00,912,81,830
4474,5,3, 3,11,2008kw01,880,37,843
4475,5,3, 3,11,2008kw02,881,54,827
4476,5,3, 3,11,2008kw03,901,79,822
4477,5,3, 3,11,2008kw04,919,54,864
4478,5,3, 3,11,2008JJ00,866,127,739
4479,5,3, 3,11,2009kw01,913,46,867
4480,5,3, 3,11,2009kw02,896,65,831
4481,5,3, 3,11,2009kw03,925,89,836
4482,5,3, 3,11,2009kw04,940,62,878
4483,5,3, 3,11,2009JJ00,873,119,754
4484,5,3, 3,11,2010kw01,925,48,877
4485,5,3, 3,11,2010kw02,938,64,873
4486,5,3, 3,11,2010kw03,963,80,883
4487,5,3, 3,11,2010kw04,991,65,926
4488,5,3, 3,12,2003kw01,888,36,852
4489,5,3, 3,12,2003kw02,866,39,827
4490,5,3, 3,12,2003kw03,880,56,824
4491,5,3, 3,12,2003kw04,879,37,843
4492,5,3, 3,12,2003JJ00,831,81,750
4493,5,3, 3,12,2004kw01,873,31,842
4494,5,3, 3,12,2004kw02,843,30,813
4495,5,3, 3,12,2004kw03,869,58,811
4496,5,3, 3,12,2004kw04,871,33,838
4497,5,3, 3,12,2004JJ00,815,72,743
4498,5,3, 3,12,2005kw01,875,29,846
4499,5,3, 3,12,2005kw02,833,35,799
4500,5,3, 3,12,2005kw03,827,50,776
4501,5,3, 3,12,2005kw04,845,40,806
4502,5,3, 3,12,2005JJ00,784,63,721
4503,5,3, 3,12,2006kw01,824,24,800
4504,5,3, 3,12,2006kw02,790,36,755
4505,5,3, 3,12,2006kw03,799,55,745
4506,5,3, 3,12,2006kw04,787,39,748
4507,5,3, 3,12,2006JJ00,723,62,662
4508,5,3, 3,12,2008kw01,690,26,664
4509,5,3, 3,12,2008kw02,688,37,651
4510,5,3, 3,12,2008kw03,704,57,647
4511,5,3, 3,12,2008kw04,711,39,672
4512,5,3, 3,12,2008JJ00,676,97,578
4513,5,3, 3,12,2009kw01,709,33,676
4514,5,3, 3,12,2009kw02,692,45,647
4515,5,3, 3,12,2009kw03,720,63,657
4516,5,3, 3,12,2009kw04,721,41,680
4517,5,3, 3,12,2009JJ00,682,85,596
4518,5,3, 3,12,2010kw01,716,34,681
4519,5,3, 3,12,2010kw02,701,45,656
4520,5,3, 3,12,2010kw03,724,57,667
4521,5,3, 3,12,2010kw04,743,42,701
4522,5,3, 3,13,2003kw01,204,7,197
4523,5,3, 3,13,2003kw02,210,14,196
4524,5,3, 3,13,2003kw03,213,18,195
4525,5,3, 3,13,2003kw04,221,12,210
4526,5,3, 3,13,2003JJ00,212,22,189
4527,5,3, 3,13,2004kw01,220,8,212
4528,5,3, 3,13,2004kw02,222,16,206
4529,5,3, 3,13,2004kw03,232,19,212
4530,5,3, 3,13,2004kw04,230,11,220
4531,5,3, 3,13,2004JJ00,221,23,198
4532,5,3, 3,13,2005kw01,218,9,209
4533,5,3, 3,13,2005kw02,213,12,201
4534,5,3, 3,13,2005kw03,215,19,196
4535,5,3, 3,13,2005kw04,216,9,206
4536,5,3, 3,13,2005JJ00,202,20,182
4537,5,3, 3,13,2006kw01,209,9,200
4538,5,3, 3,13,2006kw02,200,14,186
4539,5,3, 3,13,2006kw03,197,16,181
4540,5,3, 3,13,2006kw04,201,13,188
4541,5,3, 3,13,2006JJ00,188,20,169
4542,5,3, 3,13,2008kw01,190,11,179
4543,5,3, 3,13,2008kw02,193,16,176
4544,5,3, 3,13,2008kw03,198,23,175
4545,5,3, 3,13,2008kw04,207,15,192
4546,5,3, 3,13,2008JJ00,191,30,161
4547,5,3, 3,13,2009kw01,204,13,192
4548,5,3, 3,13,2009kw02,203,19,184
4549,5,3, 3,13,2009kw03,205,26,179
4550,5,3, 3,13,2009kw04,218,21,198
4551,5,3, 3,13,2009JJ00,191,33,158
4552,5,3, 3,13,2010kw01,209,14,195
4553,5,3, 3,13,2010kw02,236,19,217
4554,5,3, 3,13,2010kw03,239,23,216
4555,5,3, 3,13,2010kw04,248,22,226
4556,5,3, 3,14,2003kw01,601,35,566
4557,5,3, 3,14,2003kw02,579,33,546
4558,5,3, 3,14,2003kw03,582,40,542
4559,5,3, 3,14,2003kw04,585,36,549
4560,5,3, 3,14,2003JJ00,603,68,535
4561,5,3, 3,14,2004kw01,582,27,556
4562,5,3, 3,14,2004kw02,575,28,547
4563,5,3, 3,14,2004kw03,579,30,550
4564,5,3, 3,14,2004kw04,575,33,542
4565,5,3, 3,14,2004JJ00,605,73,533
4566,5,3, 3,14,2005kw01,573,24,549
4567,5,3, 3,14,2005kw02,574,33,540
4568,5,3, 3,14,2005kw03,567,31,536
4569,5,3, 3,14,2005kw04,573,31,542
4570,5,3, 3,14,2005JJ00,592,63,529
4571,5,3, 3,14,2006kw01,569,21,548
4572,5,3, 3,14,2006kw02,564,25,539
4573,5,3, 3,14,2006kw03,555,29,526
4574,5,3, 3,14,2006kw04,559,32,527
4575,5,3, 3,14,2006JJ00,579,68,510
4576,5,3, 3,14,2008kw01,525,27,499
4577,5,3, 3,14,2008kw02,516,28,489
4578,5,3, 3,14,2008kw03,533,36,496
4579,5,3, 3,14,2008kw04,538,33,504
4580,5,3, 3,14,2008JJ00,569,80,489
4581,5,3, 3,14,2009kw01,540,35,505
4582,5,3, 3,14,2009kw02,542,44,499
4583,5,3, 3,14,2009kw03,543,37,506
4584,5,3, 3,14,2009kw04,547,40,507
4585,5,3, 3,14,2009JJ00,556,81,475
4586,5,3, 3,14,2010kw01,540,31,509
4587,5,3, 3,14,2010kw02,549,33,515
4588,5,3, 3,14,2010kw03,564,44,520
4589,5,3, 3,14,2010kw04,596,48,548
