ID,NederlandseEconomie,Energiedragers,Perioden,Winning_1,IntermediairEnHuishoudelijkVerbruik_2,Invoer_3,Productie_4,NettoEnergieverbruik_5,Uitvoer_6
9613,315800 ,A048078,2016JJ00,0.0,,,,,
9614,315800 ,A048078,2017JJ00,0.0,,,,,
9615,315800 ,A048078,2018JJ00,0.0,,,,,
9616,315800 ,A048078,2019JJ00,0.0,,,,,
9617,315800 ,A048078,2020JJ00,0.0,,,,,
9618,315800 ,E006461,2000JJ00,,0.0,,0.0,,
9619,315800 ,E006461,2001JJ00,,0.0,,0.0,,
9620,315800 ,E006461,2002JJ00,,0.0,,0.0,,
9621,315800 ,E006461,2003JJ00,,0.0,,0.0,,
9622,315800 ,E006461,2004JJ00,,0.0,,0.0,,
9623,315800 ,E006461,2005JJ00,,0.0,,0.0,,
9624,315800 ,E006461,2006JJ00,,0.0,,0.0,,
9625,315800 ,E006461,2007JJ00,,0.0,,0.0,,
9626,315800 ,E006461,2008JJ00,,0.0,,0.0,,
9627,315800 ,E006461,2009JJ00,,0.0,,0.0,,
9628,315800 ,E006461,2010JJ00,,0.0,,0.0,,
9629,315800 ,E006461,2011JJ00,,0.0,,0.0,,
9630,315800 ,E006461,2012JJ00,,0.0,,0.0,,
9631,315800 ,E006461,2013JJ00,,0.0,,0.0,,
9632,315800 ,E006461,2014JJ00,,0.0,,0.0,,
9633,315800 ,E006461,2015JJ00,,0.0,,0.0,,
9634,315800 ,E006461,2016JJ00,,0.0,,0.0,,
9635,315800 ,E006461,2017JJ00,,0.0,,0.0,,
9636,315800 ,E006461,2018JJ00,,0.0,,0.0,,
9637,315800 ,E006461,2019JJ00,,0.0,,0.0,,
9638,315800 ,E006461,2020JJ00,,0.0,,0.0,,
9639,315800 ,A048080,2000JJ00,,0.0,,0.0,,
9640,315800 ,A048080,2001JJ00,,0.0,,0.0,,
9641,315800 ,A048080,2002JJ00,,0.0,,0.0,,
9642,315800 ,A048080,2003JJ00,,0.0,,0.0,,
9643,315800 ,A048080,2004JJ00,,0.0,,0.0,,
9644,315800 ,A048080,2005JJ00,,0.0,,0.0,,
9645,315800 ,A048080,2006JJ00,,0.0,,0.0,,
9646,315800 ,A048080,2007JJ00,,0.0,,0.0,,
9647,315800 ,A048080,2008JJ00,,0.0,,0.0,,
9648,315800 ,A048080,2009JJ00,,0.0,,0.0,,
9649,315800 ,A048080,2010JJ00,,0.0,,0.0,,
9650,315800 ,A048080,2011JJ00,,0.0,,0.0,,
9651,315800 ,A048080,2012JJ00,,0.0,,0.0,,
9652,315800 ,A048080,2013JJ00,,0.0,,0.0,,
9653,315800 ,A048080,2014JJ00,,0.0,,0.0,,
9654,315800 ,A048080,2015JJ00,,0.0,,0.0,,
9655,315800 ,A048080,2016JJ00,,0.0,,0.0,,
9656,315800 ,A048080,2017JJ00,,0.0,,0.0,,
9657,315800 ,A048080,2018JJ00,,0.0,,0.0,,
9658,315800 ,A048080,2019JJ00,,0.0,,0.0,,
9659,315800 ,A048080,2020JJ00,,0.0,,0.0,,
9660,315800 ,E006477,2000JJ00,,0.0,,0.0,,
9661,315800 ,E006477,2001JJ00,,0.0,,0.0,,
9662,315800 ,E006477,2002JJ00,,0.0,,0.0,,
9663,315800 ,E006477,2003JJ00,,0.0,,0.0,,
9664,315800 ,E006477,2004JJ00,,0.0,,0.0,,
9665,315800 ,E006477,2005JJ00,,0.0,,0.0,,
9666,315800 ,E006477,2006JJ00,,0.0,,0.0,,
9667,315800 ,E006477,2007JJ00,,0.0,,0.0,,
9668,315800 ,E006477,2008JJ00,,0.0,,0.0,,
9669,315800 ,E006477,2009JJ00,,0.0,,0.0,,
9670,315800 ,E006477,2010JJ00,,0.0,,0.0,,
9671,315800 ,E006477,2011JJ00,,0.0,,0.0,,
9672,315800 ,E006477,2012JJ00,,0.0,,0.0,,
9673,315800 ,E006477,2013JJ00,,0.0,,0.0,,
9674,315800 ,E006477,2014JJ00,,0.0,,0.0,,
9675,315800 ,E006477,2015JJ00,,0.0,,0.0,,
9676,315800 ,E006477,2016JJ00,,0.0,,0.0,,
9677,315800 ,E006477,2017JJ00,,0.0,,0.0,,
9678,315800 ,E006477,2018JJ00,,0.0,,0.0,,
9679,315800 ,E006477,2019JJ00,,0.0,,0.0,,
9680,315800 ,E006477,2020JJ00,,0.0,,0.0,,
9681,315800 ,E007021,2000JJ00,,0.0,,0.0,,
9682,315800 ,E007021,2001JJ00,,0.0,,0.0,,
9683,315800 ,E007021,2002JJ00,,0.0,,0.0,,
9684,315800 ,E007021,2003JJ00,,0.0,,0.0,,
9685,315800 ,E007021,2004JJ00,,0.0,,0.0,,
9686,315800 ,E007021,2005JJ00,,0.0,,0.0,,
9687,315800 ,E007021,2006JJ00,,0.0,,0.0,,
9688,315800 ,E007021,2007JJ00,,0.0,,0.0,,
9689,315800 ,E007021,2008JJ00,,0.0,,0.0,,
9690,315800 ,E007021,2009JJ00,,0.0,,0.0,,
9691,315800 ,E007021,2010JJ00,,0.0,,0.0,,
9692,315800 ,E007021,2011JJ00,,0.0,,0.0,,
9693,315800 ,E007021,2012JJ00,,0.0,,0.0,,
9694,315800 ,E007021,2013JJ00,,0.0,,0.0,,
9695,315800 ,E007021,2014JJ00,,0.0,,0.0,,
9696,315800 ,E007021,2015JJ00,,0.0,,0.0,,
9697,315800 ,E007021,2016JJ00,,0.0,,0.0,,
9698,315800 ,E007021,2017JJ00,,0.0,,0.0,,
9699,315800 ,E007021,2018JJ00,,0.0,,0.0,,
9700,315800 ,E007021,2019JJ00,,0.0,,0.0,,
9701,315800 ,E007021,2020JJ00,,0.0,,0.0,,
9702,315800 ,E006480,2000JJ00,,0.0,,0.0,,
9703,315800 ,E006480,2001JJ00,,0.0,,0.0,,
9704,315800 ,E006480,2002JJ00,,0.0,,0.0,,
9705,315800 ,E006480,2003JJ00,,0.0,,0.0,,
9706,315800 ,E006480,2004JJ00,,0.0,,0.0,,
9707,315800 ,E006480,2005JJ00,,0.0,,0.0,,
9708,315800 ,E006480,2006JJ00,,0.0,,0.0,,
9709,315800 ,E006480,2007JJ00,,0.0,,0.0,,
9710,315800 ,E006480,2008JJ00,,0.0,,0.0,,
9711,315800 ,E006480,2009JJ00,,0.0,,0.0,,
9712,315800 ,E006480,2010JJ00,,0.0,,0.0,,
9713,315800 ,E006480,2011JJ00,,0.0,,0.0,,
9714,315800 ,E006480,2012JJ00,,0.0,,0.0,,
9715,315800 ,E006480,2013JJ00,,0.0,,0.0,,
9716,315800 ,E006480,2014JJ00,,0.0,,0.0,,
9717,315800 ,E006480,2015JJ00,,0.0,,0.0,,
9718,315800 ,E006480,2016JJ00,,0.0,,0.0,,
9719,315800 ,E006480,2017JJ00,,0.0,,0.0,,
9720,315800 ,E006480,2018JJ00,,0.0,,0.0,,
9721,315800 ,E006480,2019JJ00,,0.0,,0.0,,
9722,315800 ,E006480,2020JJ00,,0.0,,0.0,,
9723,315800 ,E006560,2000JJ00,,1.5,,0.0,,
9724,315800 ,E006560,2001JJ00,,0.7,,0.0,,
9725,315800 ,E006560,2002JJ00,,0.7,,0.0,,
9726,315800 ,E006560,2003JJ00,,0.7,,0.0,,
9727,315800 ,E006560,2004JJ00,,0.6,,0.0,,
9728,315800 ,E006560,2005JJ00,,0.7,,0.0,,
9729,315800 ,E006560,2006JJ00,,0.6,,0.0,,
9730,315800 ,E006560,2007JJ00,,0.5,,0.0,,
9731,315800 ,E006560,2008JJ00,,0.6,,0.0,,
9732,315800 ,E006560,2009JJ00,,0.9,,0.0,,
9733,315800 ,E006560,2010JJ00,,0.8,,0.0,,
9734,315800 ,E006560,2011JJ00,,1.0,,0.0,,
9735,315800 ,E006560,2012JJ00,,0.9,,0.0,,
9736,315800 ,E006560,2013JJ00,,0.8,,0.0,,
9737,315800 ,E006560,2014JJ00,,1.0,,0.0,,
9738,315800 ,E006560,2015JJ00,,0.9,,0.0,,
9739,315800 ,E006560,2016JJ00,,1.0,,0.0,,
9740,315800 ,E006560,2017JJ00,,0.5,,0.0,,
9741,315800 ,E006560,2018JJ00,,0.6,,0.0,,
9742,315800 ,E006560,2019JJ00,,0.4,,0.0,,
9743,315800 ,E006560,2020JJ00,,0.3,,0.0,,
9744,315800 ,E006510,2000JJ00,,0.0,,0.0,,
9745,315800 ,E006510,2001JJ00,,0.0,,0.0,,
9746,315800 ,E006510,2002JJ00,,0.0,,0.0,,
9747,315800 ,E006510,2003JJ00,,0.0,,0.0,,
9748,315800 ,E006510,2004JJ00,,0.0,,0.0,,
9749,315800 ,E006510,2005JJ00,,0.0,,0.0,,
9750,315800 ,E006510,2006JJ00,,0.0,,0.0,,
9751,315800 ,E006510,2007JJ00,,0.0,,0.0,,
9752,315800 ,E006510,2008JJ00,,0.0,,0.0,,
9753,315800 ,E006510,2009JJ00,,0.0,,0.0,,
9754,315800 ,E006510,2010JJ00,,0.0,,0.0,,
9755,315800 ,E006510,2011JJ00,,0.0,,0.0,,
9756,315800 ,E006510,2012JJ00,,0.0,,0.0,,
9757,315800 ,E006510,2013JJ00,,0.0,,0.0,,
9758,315800 ,E006510,2014JJ00,,0.0,,0.0,,
9759,315800 ,E006510,2015JJ00,,0.0,,0.0,,
9760,315800 ,E006510,2016JJ00,,0.0,,0.0,,
9761,315800 ,E006510,2017JJ00,,0.0,,0.0,,
9762,315800 ,E006510,2018JJ00,,0.0,,0.0,,
9763,315800 ,E006510,2019JJ00,,0.0,,0.0,,
9764,315800 ,E006510,2020JJ00,,0.0,,0.0,,
9765,315800 ,A048081,2000JJ00,,0.0,,0.0,,
9766,315800 ,A048081,2001JJ00,,0.0,,0.0,,
9767,315800 ,A048081,2002JJ00,,0.0,,0.0,,
9768,315800 ,A048081,2003JJ00,,0.0,,0.0,,
9769,315800 ,A048081,2004JJ00,,0.0,,0.0,,
9770,315800 ,A048081,2005JJ00,,0.0,,0.0,,
9771,315800 ,A048081,2006JJ00,,0.0,,0.0,,
9772,315800 ,A048081,2007JJ00,,0.0,,0.0,,
9773,315800 ,A048081,2008JJ00,,0.0,,0.0,,
9774,315800 ,A048081,2009JJ00,,0.0,,0.0,,
9775,315800 ,A048081,2010JJ00,,0.0,,0.0,,
9776,315800 ,A048081,2011JJ00,,0.0,,0.0,,
9777,315800 ,A048081,2012JJ00,,0.0,,0.0,,
9778,315800 ,A048081,2013JJ00,,0.0,,0.0,,
9779,315800 ,A048081,2014JJ00,,0.0,,0.0,,
9780,315800 ,A048081,2015JJ00,,0.0,,0.0,,
9781,315800 ,A048081,2016JJ00,,0.0,,0.0,,
9782,315800 ,A048081,2017JJ00,,0.0,,0.0,,
9783,315800 ,A048081,2018JJ00,,0.0,,0.0,,
9784,315800 ,A048081,2019JJ00,,0.0,,0.0,,
9785,315800 ,A048081,2020JJ00,,0.0,,0.0,,
9786,315800 ,E006504,2000JJ00,,0.0,,0.0,,
9787,315800 ,E006504,2001JJ00,,0.0,,0.0,,
9788,315800 ,E006504,2002JJ00,,0.0,,0.0,,
9789,315800 ,E006504,2003JJ00,,0.0,,0.0,,
9790,315800 ,E006504,2004JJ00,,0.0,,0.0,,
9791,315800 ,E006504,2005JJ00,,0.0,,0.0,,
9792,315800 ,E006504,2006JJ00,,0.0,,0.0,,
9793,315800 ,E006504,2007JJ00,,0.0,,0.0,,
9794,315800 ,E006504,2008JJ00,,0.0,,0.0,,
9795,315800 ,E006504,2009JJ00,,0.0,,0.0,,
9796,315800 ,E006504,2010JJ00,,0.0,,0.0,,
9797,315800 ,E006504,2011JJ00,,0.0,,0.0,,
9798,315800 ,E006504,2012JJ00,,0.0,,0.0,,
9799,315800 ,E006504,2013JJ00,,0.0,,0.0,,
9800,315800 ,E006504,2014JJ00,,0.0,,0.0,,
9801,315800 ,E006504,2015JJ00,,0.0,,0.0,,
9802,315800 ,E006504,2016JJ00,,0.0,,0.0,,
9803,315800 ,E006504,2017JJ00,,0.0,,0.0,,
9804,315800 ,E006504,2018JJ00,,0.0,,0.0,,
9805,315800 ,E006504,2019JJ00,,0.0,,0.0,,
9806,315800 ,E006504,2020JJ00,,0.0,,0.0,,
9807,315800 ,E006529,2000JJ00,,0.1,,0.0,,
9808,315800 ,E006529,2001JJ00,,0.1,,0.0,,
9809,315800 ,E006529,2002JJ00,,0.1,,0.0,,
9810,315800 ,E006529,2003JJ00,,0.1,,0.0,,
9811,315800 ,E006529,2004JJ00,,0.1,,0.0,,
9812,315800 ,E006529,2005JJ00,,0.1,,0.0,,
9813,315800 ,E006529,2006JJ00,,0.1,,0.0,,
9814,315800 ,E006529,2007JJ00,,0.1,,0.0,,
9815,315800 ,E006529,2008JJ00,,0.1,,0.0,,
9816,315800 ,E006529,2009JJ00,,0.1,,0.0,,
9817,315800 ,E006529,2010JJ00,,0.1,,0.0,,
9818,315800 ,E006529,2011JJ00,,0.1,,0.0,,
9819,315800 ,E006529,2012JJ00,,0.1,,0.0,,
9820,315800 ,E006529,2013JJ00,,0.1,,0.0,,
9821,315800 ,E006529,2014JJ00,,0.1,,0.0,,
9822,315800 ,E006529,2015JJ00,,0.1,,0.0,,
9823,315800 ,E006529,2016JJ00,,0.1,,0.0,,
9824,315800 ,E006529,2017JJ00,,0.1,,0.0,,
9825,315800 ,E006529,2018JJ00,,0.1,,0.0,,
9826,315800 ,E006529,2019JJ00,,0.1,,0.0,,
9827,315800 ,E006529,2020JJ00,,0.1,,0.0,,
9828,315800 ,E006533,2000JJ00,,0.1,,0.0,,
9829,315800 ,E006533,2001JJ00,,0.0,,0.0,,
9830,315800 ,E006533,2002JJ00,,0.0,,0.0,,
9831,315800 ,E006533,2003JJ00,,0.0,,0.0,,
9832,315800 ,E006533,2004JJ00,,0.0,,0.0,,
9833,315800 ,E006533,2005JJ00,,0.0,,0.0,,
9834,315800 ,E006533,2006JJ00,,0.0,,0.0,,
9835,315800 ,E006533,2007JJ00,,0.0,,0.0,,
9836,315800 ,E006533,2008JJ00,,0.0,,0.0,,
9837,315800 ,E006533,2009JJ00,,0.0,,0.0,,
9838,315800 ,E006533,2010JJ00,,0.0,,0.0,,
9839,315800 ,E006533,2011JJ00,,0.0,,0.0,,
9840,315800 ,E006533,2012JJ00,,0.0,,0.0,,
9841,315800 ,E006533,2013JJ00,,0.0,,0.0,,
9842,315800 ,E006533,2014JJ00,,0.0,,0.0,,
9843,315800 ,E006533,2015JJ00,,0.0,,0.0,,
9844,315800 ,E006533,2016JJ00,,0.0,,0.0,,
9845,315800 ,E006533,2017JJ00,,0.0,,0.0,,
9846,315800 ,E006533,2018JJ00,,0.0,,0.0,,
9847,315800 ,E006533,2019JJ00,,0.0,,0.0,,
9848,315800 ,E006533,2020JJ00,,0.0,,0.0,,
9849,315800 ,E006534,2000JJ00,,0.0,,0.0,,
9850,315800 ,E006534,2001JJ00,,0.0,,0.0,,
9851,315800 ,E006534,2002JJ00,,0.0,,0.0,,
9852,315800 ,E006534,2003JJ00,,0.0,,0.0,,
9853,315800 ,E006534,2004JJ00,,0.0,,0.0,,
9854,315800 ,E006534,2005JJ00,,0.0,,0.0,,
9855,315800 ,E006534,2006JJ00,,0.0,,0.0,,
9856,315800 ,E006534,2007JJ00,,0.0,,0.0,,
9857,315800 ,E006534,2008JJ00,,0.0,,0.0,,
9858,315800 ,E006534,2009JJ00,,0.0,,0.0,,
9859,315800 ,E006534,2010JJ00,,0.0,,0.0,,
9860,315800 ,E006534,2011JJ00,,0.0,,0.0,,
9861,315800 ,E006534,2012JJ00,,0.0,,0.0,,
9862,315800 ,E006534,2013JJ00,,0.0,,0.0,,
9863,315800 ,E006534,2014JJ00,,0.0,,0.0,,
9864,315800 ,E006534,2015JJ00,,0.0,,0.0,,
9865,315800 ,E006534,2016JJ00,,0.0,,0.0,,
9866,315800 ,E006534,2017JJ00,,0.0,,0.0,,
9867,315800 ,E006534,2018JJ00,,0.0,,0.0,,
9868,315800 ,E006534,2019JJ00,,0.0,,0.0,,
9869,315800 ,E006534,2020JJ00,,0.0,,0.0,,
9870,315800 ,E006526,2000JJ00,,,,,,
9871,315800 ,E006526,2001JJ00,,,,,,
9872,315800 ,E006526,2002JJ00,,,,,,
9873,315800 ,E006526,2003JJ00,,,,,,
9874,315800 ,E006526,2004JJ00,,,,,,
9875,315800 ,E006526,2005JJ00,,,,,,
9876,315800 ,E006526,2006JJ00,,,,,,
9877,315800 ,E006526,2007JJ00,,,,,,
9878,315800 ,E006526,2008JJ00,,,,,,
9879,315800 ,E006526,2009JJ00,,,,,,
9880,315800 ,E006526,2010JJ00,,,,,,
9881,315800 ,E006526,2011JJ00,,,,,,
9882,315800 ,E006526,2012JJ00,,,,,,
9883,315800 ,E006526,2013JJ00,,,,,,
9884,315800 ,E006526,2014JJ00,,,,,,
9885,315800 ,E006526,2015JJ00,,,,,,
9886,315800 ,E006526,2016JJ00,,,,,,
9887,315800 ,E006526,2017JJ00,,,,,,
9888,315800 ,E006526,2018JJ00,,,,,,
9889,315800 ,E006526,2019JJ00,,,,,,
9890,315800 ,E006526,2020JJ00,,,,,,
9891,315800 ,A048082,2000JJ00,,0.0,,0.0,,
9892,315800 ,A048082,2001JJ00,,0.0,,0.0,,
9893,315800 ,A048082,2002JJ00,,0.1,,0.0,,
9894,315800 ,A048082,2003JJ00,,0.0,,0.0,,
9895,315800 ,A048082,2004JJ00,,0.0,,0.0,,
9896,315800 ,A048082,2005JJ00,,0.0,,0.0,,
9897,315800 ,A048082,2006JJ00,,0.0,,0.0,,
9898,315800 ,A048082,2007JJ00,,0.0,,0.0,,
9899,315800 ,A048082,2008JJ00,,0.0,,0.0,,
9900,315800 ,A048082,2009JJ00,,0.0,,0.0,,
9901,315800 ,A048082,2010JJ00,,0.0,,0.0,,
9902,315800 ,A048082,2011JJ00,,0.0,,0.0,,
9903,315800 ,A048082,2012JJ00,,0.0,,0.0,,
9904,315800 ,A048082,2013JJ00,,0.0,,0.0,,
9905,315800 ,A048082,2014JJ00,,0.0,,0.0,,
9906,315800 ,A048082,2015JJ00,,0.0,,0.0,,
9907,315800 ,A048082,2016JJ00,,0.0,,0.0,,
9908,315800 ,A048082,2017JJ00,,0.0,,0.0,,
9909,315800 ,A048082,2018JJ00,,0.0,,0.0,,
9910,315800 ,A048082,2019JJ00,,0.0,,0.0,,
9911,315800 ,A048082,2020JJ00,,0.0,,0.0,,
9912,315800 ,A048083,2000JJ00,,0.0,,0.0,,
9913,315800 ,A048083,2001JJ00,,0.0,,0.0,,
9914,315800 ,A048083,2002JJ00,,0.0,,0.0,,
9915,315800 ,A048083,2003JJ00,,0.0,,0.0,,
9916,315800 ,A048083,2004JJ00,,0.0,,0.0,,
9917,315800 ,A048083,2005JJ00,,0.0,,0.0,,
9918,315800 ,A048083,2006JJ00,,0.0,,0.0,,
9919,315800 ,A048083,2007JJ00,,0.0,,0.0,,
9920,315800 ,A048083,2008JJ00,,0.0,,0.0,,
9921,315800 ,A048083,2009JJ00,,0.0,,0.0,,
9922,315800 ,A048083,2010JJ00,,0.0,,0.0,,
9923,315800 ,A048083,2011JJ00,,0.0,,0.0,,
9924,315800 ,A048083,2012JJ00,,0.0,,0.0,,
9925,315800 ,A048083,2013JJ00,,0.0,,0.0,,
9926,315800 ,A048083,2014JJ00,,0.0,,0.0,,
9927,315800 ,A048083,2015JJ00,,0.0,,0.0,,
9928,315800 ,A048083,2016JJ00,,0.0,,0.0,,
9929,315800 ,A048083,2017JJ00,,0.0,,0.0,,
9930,315800 ,A048083,2018JJ00,,0.0,,0.0,,
9931,315800 ,A048083,2019JJ00,,0.0,,0.0,,
9932,315800 ,A048083,2020JJ00,,0.0,,0.0,,
9933,315800 ,A048084,2000JJ00,,1.1,,2.5,,
9934,315800 ,A048084,2001JJ00,,1.1,,2.7,,
9935,315800 ,A048084,2002JJ00,,1.2,,3.0,,
9936,315800 ,A048084,2003JJ00,,1.2,,3.0,,
9937,315800 ,A048084,2004JJ00,,1.3,,3.3,,
9938,315800 ,A048084,2005JJ00,,1.4,,3.5,,
9939,315800 ,A048084,2006JJ00,,1.5,,4.1,,
9940,315800 ,A048084,2007JJ00,,1.5,,3.9,,
9941,315800 ,A048084,2008JJ00,,1.5,,4.2,,
9942,315800 ,A048084,2009JJ00,,1.5,,4.4,,
9943,315800 ,A048084,2010JJ00,,1.3,,4.5,,
9944,315800 ,A048084,2011JJ00,,1.3,,4.0,,
9945,315800 ,A048084,2012JJ00,,1.3,,4.5,,
9946,315800 ,A048084,2013JJ00,,1.2,,4.1,,
9947,315800 ,A048084,2014JJ00,,1.8,,4.4,,
9948,315800 ,A048084,2015JJ00,,2.0,,4.5,,
9949,315800 ,A048084,2016JJ00,,2.1,,4.6,,
9950,315800 ,A048084,2017JJ00,,1.7,,4.5,,
9951,315800 ,A048084,2018JJ00,,2.0,,5.0,,
9952,315800 ,A048084,2019JJ00,,1.8,,5.4,,
9953,315800 ,A048084,2020JJ00,,1.9,,5.7,,
9954,315800 ,A048085,2000JJ00,,0.0,,0.0,,
9955,315800 ,A048085,2001JJ00,,0.0,,0.0,,
9956,315800 ,A048085,2002JJ00,,0.0,,0.0,,
9957,315800 ,A048085,2003JJ00,,0.0,,0.0,,
9958,315800 ,A048085,2004JJ00,,0.0,,0.0,,
9959,315800 ,A048085,2005JJ00,,0.0,,0.0,,
9960,315800 ,A048085,2006JJ00,,0.0,,0.0,,
9961,315800 ,A048085,2007JJ00,,0.0,,0.0,,
9962,315800 ,A048085,2008JJ00,,0.0,,0.0,,
9963,315800 ,A048085,2009JJ00,,0.0,,0.0,,
9964,315800 ,A048085,2010JJ00,,0.0,,0.0,,
9965,315800 ,A048085,2011JJ00,,0.0,,0.0,,
9966,315800 ,A048085,2012JJ00,,0.0,,0.0,,
9967,315800 ,A048085,2013JJ00,,0.0,,0.0,,
9968,315800 ,A048085,2014JJ00,,0.0,,0.0,,
9969,315800 ,A048085,2015JJ00,,0.0,,0.0,,
9970,315800 ,A048085,2016JJ00,,0.0,,0.0,,
9971,315800 ,A048085,2017JJ00,,0.0,,0.0,,
9972,315800 ,A048085,2018JJ00,,0.0,,0.0,,
9973,315800 ,A048085,2019JJ00,,0.0,,0.0,,
9974,315800 ,A048085,2020JJ00,,0.0,,0.0,,
9975,315800 ,A048086,2000JJ00,,0.0,,0.0,,
9976,315800 ,A048086,2001JJ00,,0.0,,0.0,,
9977,315800 ,A048086,2002JJ00,,0.0,,0.0,,
9978,315800 ,A048086,2003JJ00,,0.0,,0.0,,
9979,315800 ,A048086,2004JJ00,,0.0,,0.0,,
9980,315800 ,A048086,2005JJ00,,0.0,,0.0,,
9981,315800 ,A048086,2006JJ00,,0.0,,0.0,,
9982,315800 ,A048086,2007JJ00,,0.0,,0.0,,
9983,315800 ,A048086,2008JJ00,,0.0,,0.0,,
9984,315800 ,A048086,2009JJ00,,0.0,,0.0,,
9985,315800 ,A048086,2010JJ00,,0.0,,0.0,,
9986,315800 ,A048086,2011JJ00,,0.0,,0.0,,
9987,315800 ,A048086,2012JJ00,,0.0,,0.0,,
9988,315800 ,A048086,2013JJ00,,0.0,,0.0,,
9989,315800 ,A048086,2014JJ00,,0.0,,0.0,,
9990,315800 ,A048086,2015JJ00,,0.0,,0.0,,
9991,315800 ,A048086,2016JJ00,,0.0,,0.0,,
9992,315800 ,A048086,2017JJ00,,0.0,,0.0,,
9993,315800 ,A048086,2018JJ00,,0.0,,0.0,,
9994,315800 ,A048086,2019JJ00,,0.0,,0.0,,
9995,315800 ,A048086,2020JJ00,,0.1,,0.0,,
9996,315800 ,E006607,2000JJ00,,1.0,,0.0,,
9997,315800 ,E006607,2001JJ00,,0.9,,0.0,,
9998,315800 ,E006607,2002JJ00,,0.9,,0.0,,
9999,315800 ,E006607,2003JJ00,,0.8,,0.0,,
10000,315800 ,E006607,2004JJ00,,0.7,,0.0,,
10001,315800 ,E006607,2005JJ00,,0.9,,0.0,,
10002,315800 ,E006607,2006JJ00,,0.9,,0.0,,
10003,315800 ,E006607,2007JJ00,,1.0,,0.0,,
10004,315800 ,E006607,2008JJ00,,1.0,,0.0,,
10005,315800 ,E006607,2009JJ00,,1.0,,0.0,,
10006,315800 ,E006607,2010JJ00,,0.9,,0.0,,
10007,315800 ,E006607,2011JJ00,,0.8,,0.0,,
10008,315800 ,E006607,2012JJ00,,0.9,,0.0,,
10009,315800 ,E006607,2013JJ00,,0.6,,0.0,,
10010,315800 ,E006607,2014JJ00,,0.7,,0.0,,
10011,315800 ,E006607,2015JJ00,,0.8,,0.0,,
10012,315800 ,E006607,2016JJ00,,0.7,,0.0,,
10013,315800 ,E006607,2017JJ00,,0.6,,0.0,,
10014,315800 ,E006607,2018JJ00,,0.5,,0.0,,
10015,315800 ,E006607,2019JJ00,,0.6,,0.0,,
10016,315800 ,E006607,2020JJ00,,0.8,,0.0,,
10017,315800 ,E006608,2000JJ00,,0.0,,0.0,,
10018,315800 ,E006608,2001JJ00,,0.0,,0.0,,
10019,315800 ,E006608,2002JJ00,,0.0,,0.0,,
10020,315800 ,E006608,2003JJ00,,0.0,,0.0,,
10021,315800 ,E006608,2004JJ00,,0.0,,0.0,,
10022,315800 ,E006608,2005JJ00,,0.0,,0.0,,
10023,315800 ,E006608,2006JJ00,,0.0,,0.0,,
10024,315800 ,E006608,2007JJ00,,0.1,,0.0,,
10025,315800 ,E006608,2008JJ00,,0.1,,0.0,,
10026,315800 ,E006608,2009JJ00,,0.0,,0.0,,
10027,315800 ,E006608,2010JJ00,,0.1,,0.0,,
10028,315800 ,E006608,2011JJ00,,0.1,,0.0,,
10029,315800 ,E006608,2012JJ00,,0.0,,0.0,,
10030,315800 ,E006608,2013JJ00,,0.0,,0.0,,
10031,315800 ,E006608,2014JJ00,,0.0,,0.0,,
10032,315800 ,E006608,2015JJ00,,0.0,,0.0,,
10033,315800 ,E006608,2016JJ00,,0.0,,0.0,,
10034,315800 ,E006608,2017JJ00,,0.0,,0.0,,
10035,315800 ,E006608,2018JJ00,,0.0,,0.0,,
10036,315800 ,E006608,2019JJ00,,0.0,,0.0,,
10037,315800 ,E006608,2020JJ00,,0.0,,0.0,,
10038,315800 ,E006567,2000JJ00,,1.5,,,,
10039,315800 ,E006567,2001JJ00,,1.6,,,,
10040,315800 ,E006567,2002JJ00,,1.8,,,,
10041,315800 ,E006567,2003JJ00,,1.8,,,,
10042,315800 ,E006567,2004JJ00,,2.0,,,,
10043,315800 ,E006567,2005JJ00,,2.1,,,,
10044,315800 ,E006567,2006JJ00,,2.5,,,,
10045,315800 ,E006567,2007JJ00,,2.4,,,,
10046,315800 ,E006567,2008JJ00,,2.6,,,,
10047,315800 ,E006567,2009JJ00,,2.7,,,,
10048,315800 ,E006567,2010JJ00,,2.7,,,,
10049,315800 ,E006567,2011JJ00,,2.4,,,,
10050,315800 ,E006567,2012JJ00,,2.7,,,,
10051,315800 ,E006567,2013JJ00,,2.5,,,,
10052,315800 ,E006567,2014JJ00,,2.6,,,,
10053,315800 ,E006567,2015JJ00,,2.7,,,,
10054,315800 ,E006567,2016JJ00,,2.8,,,,
10055,315800 ,E006567,2017JJ00,,2.7,,,,
10056,315800 ,E006567,2018JJ00,,3.0,,,,
10057,315800 ,E006567,2019JJ00,,3.2,,,,
10058,315800 ,E006567,2020JJ00,,3.5,,,,
10059,315800 ,E006613,2000JJ00,,0.0,,,,
10060,315800 ,E006613,2001JJ00,,0.0,,,,
10061,315800 ,E006613,2002JJ00,,0.0,,,,
10062,315800 ,E006613,2003JJ00,,0.0,,,,
10063,315800 ,E006613,2004JJ00,,0.0,,,,
10064,315800 ,E006613,2005JJ00,,0.0,,,,
10065,315800 ,E006613,2006JJ00,,0.0,,,,
10066,315800 ,E006613,2007JJ00,,0.0,,,,
10067,315800 ,E006613,2008JJ00,,0.0,,,,
10068,315800 ,E006613,2009JJ00,,0.0,,,,
