ID,NederlandseEconomie,Energiedragers,Perioden,Winning_1,IntermediairEnHuishoudelijkVerbruik_2,Invoer_3,Productie_4,NettoEnergieverbruik_5,Uitvoer_6
471,B000579,A048083,2009JJ00,,75.4,138.5,116.3,,187.5
472,B000579,A048083,2010JJ00,,104.9,172.5,132.9,,202.9
473,B000579,A048083,2011JJ00,,98.1,157.7,142.3,,199.0
474,B000579,A048083,2012JJ00,,104.0,171.2,135.3,,202.7
475,B000579,A048083,2013JJ00,,113.5,172.5,134.9,,194.4
476,B000579,A048083,2014JJ00,,124.1,180.8,142.3,,195.5
477,B000579,A048083,2015JJ00,,181.6,252.3,144.0,,209.2
478,B000579,A048083,2016JJ00,,222.9,343.9,181.1,,293.9
479,B000579,A048083,2017JJ00,,231.5,869.7,310.4,,920.0
480,B000579,A048083,2018JJ00,,247.9,1002.6,327.8,,1084.5
481,B000579,A048083,2019JJ00,,323.1,838.0,372.9,,876.4
482,B000579,A048083,2020JJ00,,163.3,275.2,180.6,,326.2
483,B000579,A048084,2000JJ00,,22.1,0.8,26.3,,5.0
484,B000579,A048084,2001JJ00,,25.9,1.8,31.5,,7.4
485,B000579,A048084,2002JJ00,,29.3,4.7,36.3,,11.7
486,B000579,A048084,2003JJ00,,27.9,3.5,36.2,,11.8
487,B000579,A048084,2004JJ00,,32.6,8.3,39.0,,14.7
488,B000579,A048084,2005JJ00,,40.5,14.3,39.5,,13.3
489,B000579,A048084,2006JJ00,,39.4,10.9,41.5,,13.0
490,B000579,A048084,2007JJ00,,40.6,13.2,41.3,,13.9
491,B000579,A048084,2008JJ00,,48.2,15.0,45.5,,12.3
492,B000579,A048084,2009JJ00,,57.8,21.4,47.8,,11.5
493,B000579,A048084,2010JJ00,,63.2,24.4,50.8,,12.0
494,B000579,A048084,2011JJ00,,60.7,23.5,47.2,,10.0
495,B000579,A048084,2012JJ00,,61.9,20.9,52.0,,10.9
496,B000579,A048084,2013JJ00,,52.9,14.7,50.5,,12.4
497,B000579,A048084,2014JJ00,,46.8,7.2,52.5,,12.8
498,B000579,A048084,2015JJ00,,46.9,5.1,54.0,,12.3
499,B000579,A048084,2016JJ00,,48.4,4.5,54.2,,10.3
500,B000579,A048084,2017JJ00,,50.2,3.4,57.1,,10.2
501,B000579,A048084,2018JJ00,,50.5,5.0,56.2,,10.7
502,B000579,A048084,2019JJ00,,65.3,15.8,60.3,,10.8
503,B000579,A048084,2020JJ00,,94.5,42.3,64.1,,11.8
504,B000579,A048085,2000JJ00,,0.0,0.0,0.0,,0.0
505,B000579,A048085,2001JJ00,,0.0,0.0,0.0,,0.0
506,B000579,A048085,2002JJ00,,0.8,0.8,0.0,,0.0
507,B000579,A048085,2003JJ00,,0.0,0.0,0.0,,0.0
508,B000579,A048085,2004JJ00,,4.0,3.5,0.7,,0.3
509,B000579,A048085,2005JJ00,,14.2,11.5,2.8,,0.2
510,B000579,A048085,2006JJ00,,20.0,13.1,7.1,,0.3
511,B000579,A048085,2007JJ00,,30.1,17.0,18.9,,2.8
512,B000579,A048085,2008JJ00,,33.4,22.5,21.0,,6.2
513,B000579,A048085,2009JJ00,,35.5,11.3,29.7,,4.9
514,B000579,A048085,2010JJ00,,19.6,7.0,23.9,,13.8
515,B000579,A048085,2011JJ00,,23.8,8.6,28.4,,11.4
516,B000579,A048085,2012JJ00,,28.3,7.8,57.4,,34.6
517,B000579,A048085,2013JJ00,,29.8,2.3,77.7,,46.4
518,B000579,A048085,2014JJ00,,32.3,7.5,80.8,,57.3
519,B000579,A048085,2015JJ00,,29.1,7.8,75.8,,54.4
520,B000579,A048085,2016JJ00,,21.8,7.1,66.3,,49.2
521,B000579,A048085,2017JJ00,,37.4,8.1,88.2,,60.8
522,B000579,A048085,2018JJ00,,53.2,10.3,96.3,,47.3
523,B000579,A048085,2019JJ00,,67.8,10.0,109.4,,51.7
524,B000579,A048085,2020JJ00,,78.3,17.9,117.4,,58.4
525,B000579,A048086,2000JJ00,,5.2,0.0,5.2,,0.0
526,B000579,A048086,2001JJ00,,5.4,0.0,5.4,,0.0
527,B000579,A048086,2002JJ00,,5.6,0.0,5.6,,0.0
528,B000579,A048086,2003JJ00,,5.4,0.0,5.4,,0.0
529,B000579,A048086,2004JJ00,,5.3,0.0,5.3,,0.0
530,B000579,A048086,2005JJ00,,5.1,0.0,5.1,,0.0
531,B000579,A048086,2006JJ00,,5.9,0.0,5.9,,0.0
532,B000579,A048086,2007JJ00,,7.2,0.0,7.2,,0.0
533,B000579,A048086,2008JJ00,,9.3,0.0,9.3,,0.0
534,B000579,A048086,2009JJ00,,10.9,0.0,10.9,,0.0
535,B000579,A048086,2010JJ00,,12.0,0.0,12.0,,0.0
536,B000579,A048086,2011JJ00,,12.0,0.0,12.0,,0.0
537,B000579,A048086,2012JJ00,,12.2,0.0,12.2,,0.0
538,B000579,A048086,2013JJ00,,12.8,0.0,12.8,,0.0
539,B000579,A048086,2014JJ00,,13.1,0.0,13.1,,0.0
540,B000579,A048086,2015JJ00,,13.7,0.0,13.7,,0.0
541,B000579,A048086,2016JJ00,,13.3,0.0,13.3,,0.0
542,B000579,A048086,2017JJ00,,13.4,0.0,13.4,,0.0
543,B000579,A048086,2018JJ00,,13.7,0.0,13.7,,0.0
544,B000579,A048086,2019JJ00,,14.9,0.0,14.9,,0.0
545,B000579,A048086,2020JJ00,,17.4,0.0,17.4,,0.0
546,B000579,E006607,2000JJ00,,390.4,82.6,322.3,,14.5
547,B000579,E006607,2001JJ00,,398.4,77.4,336.2,,15.2
548,B000579,E006607,2002JJ00,,387.2,75.1,328.2,,16.2
549,B000579,E006607,2003JJ00,,410.4,74.9,349.2,,13.7
550,B000579,E006607,2004JJ00,,421.0,77.1,362.7,,18.7
551,B000579,E006607,2005JJ00,,430.1,85.3,364.2,,19.4
552,B000579,E006607,2006JJ00,,434.0,98.4,356.8,,21.2
553,B000579,E006607,2007JJ00,,442.6,83.1,379.2,,19.7
554,B000579,E006607,2008JJ00,,444.2,89.9,387.1,,32.8
555,B000579,E006607,2009JJ00,,428.7,55.6,411.1,,38.0
556,B000579,E006607,2010JJ00,,440.7,56.1,430.7,,46.1
557,B000579,E006607,2011JJ00,,444.2,74.2,411.4,,41.5
558,B000579,E006607,2012JJ00,,427.1,115.8,365.5,,54.2
559,B000579,E006607,2013JJ00,,432.2,119.7,366.6,,54.1
560,B000579,E006607,2014JJ00,,421.8,118.3,368.8,,65.3
561,B000579,E006607,2015JJ00,,431.8,110.7,400.3,,79.2
562,B000579,E006607,2016JJ00,,436.9,87.3,419.3,,69.6
563,B000579,E006607,2017JJ00,,437.9,80.8,425.3,,68.2
564,B000579,E006607,2018JJ00,,443.9,96.3,415.2,,67.6
565,B000579,E006607,2019JJ00,,445.1,73.5,442.0,,70.4
566,B000579,E006607,2020JJ00,,438.0,71.2,447.6,,80.8
567,B000579,E006608,2000JJ00,,172.8,0.0,172.8,,0.0
568,B000579,E006608,2001JJ00,,172.4,0.0,172.4,,0.0
569,B000579,E006608,2002JJ00,,179.6,0.0,179.6,,0.0
570,B000579,E006608,2003JJ00,,182.4,0.0,182.4,,0.0
571,B000579,E006608,2004JJ00,,188.1,0.0,188.1,,0.0
572,B000579,E006608,2005JJ00,,179.2,0.0,179.2,,0.0
573,B000579,E006608,2006JJ00,,153.1,0.0,153.1,,0.0
574,B000579,E006608,2007JJ00,,151.6,0.0,151.6,,0.0
575,B000579,E006608,2008JJ00,,153.6,0.0,153.6,,0.0
576,B000579,E006608,2009JJ00,,156.5,0.0,156.5,,0.0
577,B000579,E006608,2010JJ00,,164.8,0.0,164.8,,0.0
578,B000579,E006608,2011JJ00,,160.0,0.0,160.0,,0.0
579,B000579,E006608,2012JJ00,,155.9,0.0,155.9,,0.0
580,B000579,E006608,2013JJ00,,157.6,0.0,157.6,,0.0
581,B000579,E006608,2014JJ00,,136.3,0.0,136.3,,0.0
582,B000579,E006608,2015JJ00,,122.3,0.0,122.3,,0.0
583,B000579,E006608,2016JJ00,,123.0,0.0,123.0,,0.0
584,B000579,E006608,2017JJ00,,119.5,0.0,119.5,,0.0
585,B000579,E006608,2018JJ00,,123.1,0.0,123.1,,0.0
586,B000579,E006608,2019JJ00,,132.1,0.0,132.1,,0.0
587,B000579,E006608,2020JJ00,,127.4,0.0,127.4,,0.0
588,B000579,E006567,2000JJ00,,46.1,0.0,,,0.0
589,B000579,E006567,2001JJ00,,49.0,0.0,,,0.0
590,B000579,E006567,2002JJ00,,53.4,0.0,,,0.0
591,B000579,E006567,2003JJ00,,52.6,0.0,,,0.0
592,B000579,E006567,2004JJ00,,55.9,0.3,,,0.0
593,B000579,E006567,2005JJ00,,58.4,0.2,,,0.0
594,B000579,E006567,2006JJ00,,62.1,0.9,,,0.0
595,B000579,E006567,2007JJ00,,64.4,3.0,,,0.0
596,B000579,E006567,2008JJ00,,71.9,2.9,,,0.0
597,B000579,E006567,2009JJ00,,84.0,8.8,,,0.0
598,B000579,E006567,2010JJ00,,92.1,12.3,,,0.0
599,B000579,E006567,2011JJ00,,96.4,17.7,,,1.3
600,B000579,E006567,2012JJ00,,127.0,43.4,,,1.5
601,B000579,E006567,2013JJ00,,146.6,64.1,,,1.4
602,B000579,E006567,2014JJ00,,149.3,63.8,,,1.4
603,B000579,E006567,2015JJ00,,148.0,61.6,,,1.4
604,B000579,E006567,2016JJ00,,143.0,57.5,,,1.4
605,B000579,E006567,2017JJ00,,160.8,72.2,,,1.7
606,B000579,E006567,2018JJ00,,156.6,68.3,,,1.7
607,B000579,E006567,2019JJ00,,164.3,71.4,,,1.7
608,B000579,E006567,2020JJ00,,169.4,69.3,,,1.7
609,B000579,E006613,2000JJ00,,24.3,0.0,,,0.0
610,B000579,E006613,2001JJ00,,24.5,0.0,,,0.0
611,B000579,E006613,2002JJ00,,26.1,0.0,,,0.0
612,B000579,E006613,2003JJ00,,28.3,0.0,,,0.0
613,B000579,E006613,2004JJ00,,29.4,0.0,,,0.0
614,B000579,E006613,2005JJ00,,30.1,0.0,,,0.0
615,B000579,E006613,2006JJ00,,28.8,0.0,,,0.0
616,B000579,E006613,2007JJ00,,30.2,0.0,,,0.0
617,B000579,E006613,2008JJ00,,31.8,0.0,,,0.0
618,B000579,E006613,2009JJ00,,31.2,0.0,,,0.0
619,B000579,E006613,2010JJ00,,30.3,0.0,,,0.0
620,B000579,E006613,2011JJ00,,31.8,1.6,,,1.1
621,B000579,E006613,2012JJ00,,31.3,4.3,,,1.2
622,B000579,E006613,2013JJ00,,33.3,7.1,,,1.2
623,B000579,E006613,2014JJ00,,34.3,7.2,,,1.2
624,B000579,E006613,2015JJ00,,33.4,7.5,,,1.2
625,B000579,E006613,2016JJ00,,36.0,8.9,,,1.2
626,B000579,E006613,2017JJ00,,35.8,9.0,,,1.5
627,B000579,E006613,2018JJ00,,35.7,8.4,,,1.5
628,B000579,E006613,2019JJ00,,34.1,7.1,,,1.5
629,B000579,E006613,2020JJ00,,33.1,4.7,,,1.5
630,T001081,T001027,2000JJ00,,6040.3,5274.2,5664.2,2691.6,3939.1
631,T001081,T001027,2001JJ00,,6129.7,5652.2,5840.9,2763.4,4471.6
632,T001081,T001027,2002JJ00,,6039.1,5326.8,5694.2,2774.2,4371.1
633,T001081,T001027,2003JJ00,,6298.4,5561.9,5739.1,2908.5,4333.5
634,T001081,T001027,2004JJ00,,6516.5,5828.7,6301.4,2946.6,4932.2
635,T001081,T001027,2005JJ00,,6564.1,5779.5,6132.4,2919.9,4672.5
636,T001081,T001027,2006JJ00,,6420.8,6092.1,6023.5,2840.5,5053.7
637,T001081,T001027,2007JJ00,,6422.1,5927.7,5978.8,2873.9,4898.0
638,T001081,T001027,2008JJ00,2691.3,6325.8,6047.4,6216.3,2801.4,5199.6
639,T001081,T001027,2009JJ00,2479.4,6275.7,6151.8,6008.7,2746.9,5257.8
640,T001081,T001027,2010JJ00,2818.5,6681.0,6456.2,6612.5,2887.5,5736.8
641,T001081,T001027,2011JJ00,2614.2,6441.8,6527.1,6280.1,2776.4,5825.4
642,T001081,T001027,2012JJ00,2579.7,6557.5,6918.3,6344.0,2793.7,6102.7
643,T001081,T001027,2013JJ00,2728.6,6459.8,6859.1,6467.6,2721.2,6315.2
644,T001081,T001027,2014JJ00,2309.0,6559.6,6808.3,6152.7,2716.4,5969.2
645,T001081,T001027,2015JJ00,1792.3,6878.6,7888.4,5885.2,2802.4,6318.4
646,T001081,T001027,2016JJ00,1716.9,7079.5,8204.0,5999.4,2812.7,6737.7
647,T001081,T001027,2017JJ00,1497.8,7144.9,8578.4,5836.5,2821.8,6909.8
648,T001081,T001027,2018JJ00,1314.5,7395.0,8719.0,5955.4,2764.6,6789.6
649,T001081,T001027,2019JJ00,1152.4,7648.8,8368.3,6108.5,2703.9,6300.1
650,T001081,T001027,2020JJ00,899.7,6848.3,7659.3,5153.2,2609.3,5549.8
651,T001081,A048076,2000JJ00,2290.5,,,,,
652,T001081,A048076,2001JJ00,2450.2,,,,,
653,T001081,A048076,2002JJ00,2404.0,,,,,
654,T001081,A048076,2003JJ00,2319.4,,,,,
655,T001081,A048076,2004JJ00,2703.7,,,,,
656,T001081,A048076,2005JJ00,2454.8,,,,,
657,T001081,A048076,2006JJ00,2407.0,,,,,
658,T001081,A048076,2007JJ00,2392.2,,,,,
659,T001081,A048076,2008JJ00,2648.8,,,,,
660,T001081,A048076,2009JJ00,2432.8,,,,,
661,T001081,A048076,2010JJ00,2771.9,,,,,
662,T001081,A048076,2011JJ00,2566.7,,,,,
663,T001081,A048076,2012JJ00,2527.3,,,,,
664,T001081,A048076,2013JJ00,2673.5,,,,,
665,T001081,A048076,2014JJ00,2257.4,,,,,
666,T001081,A048076,2015JJ00,1730.8,,,,,
667,T001081,A048076,2016JJ00,1649.9,,,,,
668,T001081,A048076,2017JJ00,1418.4,,,,,
669,T001081,A048076,2018JJ00,1212.4,,,,,
670,T001081,A048076,2019JJ00,1041.0,,,,,
671,T001081,A048076,2020JJ00,759.9,,,,,
672,T001081,E006602,2000JJ00,,42.4,42.4,0.0,,0.0
673,T001081,E006602,2001JJ00,,42.9,42.9,0.0,,0.0
674,T001081,E006602,2002JJ00,,42.3,42.3,0.0,,0.0
675,T001081,E006602,2003JJ00,,43.4,43.4,0.0,,0.0
676,T001081,E006602,2004JJ00,,41.3,41.3,0.0,,0.0
677,T001081,E006602,2005JJ00,,43.2,43.2,0.0,,0.0
678,T001081,E006602,2006JJ00,,37.5,37.5,0.0,,0.0
679,T001081,E006602,2007JJ00,,45.4,45.4,0.0,,0.0
680,T001081,E006602,2008JJ00,,45.0,45.0,0.0,,0.0
681,T001081,E006602,2009JJ00,,45.9,45.9,0.0,,0.0
682,T001081,E006602,2010JJ00,,42.9,42.9,0.0,,0.0
683,T001081,E006602,2011JJ00,,44.7,44.7,0.0,,0.0
684,T001081,E006602,2012JJ00,,42.3,42.3,0.0,,0.0
685,T001081,E006602,2013JJ00,,31.2,31.2,0.0,,0.0
686,T001081,E006602,2014JJ00,,44.2,44.2,0.0,,0.0
687,T001081,E006602,2015JJ00,,44.0,44.0,0.0,,0.0
688,T001081,E006602,2016JJ00,,42.8,42.8,0.0,,0.0
689,T001081,E006602,2017JJ00,,36.7,36.7,0.0,,0.0
690,T001081,E006602,2018JJ00,,38.0,38.0,0.0,,0.0
691,T001081,E006602,2019JJ00,,42.2,42.2,0.0,,0.0
692,T001081,E006602,2020JJ00,,44.1,44.1,0.0,,0.0
693,T001081,E006587,2000JJ00,0.5,,,,,
694,T001081,E006587,2001JJ00,0.4,,,,,
695,T001081,E006587,2002JJ00,0.4,,,,,
696,T001081,E006587,2003JJ00,0.3,,,,,
697,T001081,E006587,2004JJ00,0.3,,,,,
698,T001081,E006587,2005JJ00,0.3,,,,,
699,T001081,E006587,2006JJ00,0.4,,,,,
700,T001081,E006587,2007JJ00,0.4,,,,,
701,T001081,E006587,2008JJ00,0.4,,,,,
702,T001081,E006587,2009JJ00,0.4,,,,,
703,T001081,E006587,2010JJ00,0.4,,,,,
704,T001081,E006587,2011JJ00,0.2,,,,,
705,T001081,E006587,2012JJ00,0.4,,,,,
706,T001081,E006587,2013JJ00,0.4,,,,,
707,T001081,E006587,2014JJ00,0.4,,,,,
708,T001081,E006587,2015JJ00,0.3,,,,,
709,T001081,E006587,2016JJ00,0.4,,,,,
710,T001081,E006587,2017JJ00,0.2,,,,,
711,T001081,E006587,2018JJ00,0.3,,,,,
712,T001081,E006587,2019JJ00,0.3,,,,,
713,T001081,E006587,2020JJ00,0.2,,,,,
714,T001081,E006588,2000JJ00,3.0,,,,,
715,T001081,E006588,2001JJ00,3.0,,,,,
716,T001081,E006588,2002JJ00,3.4,,,,,
717,T001081,E006588,2003JJ00,4.8,,,,,
718,T001081,E006588,2004JJ00,6.7,,,,,
719,T001081,E006588,2005JJ00,7.4,,,,,
720,T001081,E006588,2006JJ00,9.8,,,,,
721,T001081,E006588,2007JJ00,12.4,,,,,
722,T001081,E006588,2008JJ00,15.3,,,,,
723,T001081,E006588,2009JJ00,16.5,,,,,
724,T001081,E006588,2010JJ00,14.4,,,,,
725,T001081,E006588,2011JJ00,18.4,,,,,
726,T001081,E006588,2012JJ00,17.9,,,,,
727,T001081,E006588,2013JJ00,20.3,,,,,
728,T001081,E006588,2014JJ00,20.9,,,,,
729,T001081,E006588,2015JJ00,27.2,,,,,
730,T001081,E006588,2016JJ00,29.4,,,,,
731,T001081,E006588,2017JJ00,38.0,,,,,
732,T001081,E006588,2018JJ00,38.0,,,,,
733,T001081,E006588,2019JJ00,41.4,,,,,
734,T001081,E006588,2020JJ00,55.2,,,,,
735,T001081,E006589,2000JJ00,0.5,,,,,
736,T001081,E006589,2001JJ00,0.6,,,,,
737,T001081,E006589,2002JJ00,0.6,,,,,
738,T001081,E006589,2003JJ00,0.7,,,,,
739,T001081,E006589,2004JJ00,0.8,,,,,
740,T001081,E006589,2005JJ00,0.8,,,,,
741,T001081,E006589,2006JJ00,0.9,,,,,
742,T001081,E006589,2007JJ00,0.9,,,,,
743,T001081,E006589,2008JJ00,1.0,,,,,
744,T001081,E006589,2009JJ00,1.1,,,,,
745,T001081,E006589,2010JJ00,1.2,,,,,
746,T001081,E006589,2011JJ00,1.4,,,,,
747,T001081,E006589,2012JJ00,1.8,,,,,
748,T001081,E006589,2013JJ00,2.6,,,,,
749,T001081,E006589,2014JJ00,3.7,,,,,
750,T001081,E006589,2015JJ00,5.1,,,,,
751,T001081,E006589,2016JJ00,6.9,,,,,
752,T001081,E006589,2017JJ00,9.1,,,,,
753,T001081,E006589,2018JJ00,14.5,,,,,
754,T001081,E006589,2019JJ00,20.4,,,,,
755,T001081,E006589,2020JJ00,32.7,,,,,
756,T001081,A048077,2000JJ00,20.2,,,,,
757,T001081,A048077,2001JJ00,19.6,,,,,
758,T001081,A048077,2002JJ00,19.9,,,,,
759,T001081,A048077,2003JJ00,23.3,,,,,
760,T001081,A048077,2004JJ00,19.2,,,,,
761,T001081,A048077,2005JJ00,24.0,,,,,
762,T001081,A048077,2006JJ00,24.5,,,,,
763,T001081,A048077,2007JJ00,24.1,,,,,
764,T001081,A048077,2008JJ00,24.1,,,,,
765,T001081,A048077,2009JJ00,26.4,,,,,
766,T001081,A048077,2010JJ00,27.6,,,,,
767,T001081,A048077,2011JJ00,24.0,,,,,
768,T001081,A048077,2012JJ00,28.0,,,,,
769,T001081,A048077,2013JJ00,26.5,,,,,
770,T001081,A048077,2014JJ00,20.2,,,,,
771,T001081,A048077,2015JJ00,20.8,,,,,
772,T001081,A048077,2016JJ00,21.0,,,,,
773,T001081,A048077,2017JJ00,21.5,,,,,
774,T001081,A048077,2018JJ00,36.6,,,,,
775,T001081,A048077,2019JJ00,32.8,,,,,
776,T001081,A048077,2020JJ00,32.4,,,,,
777,T001081,A048078,2000JJ00,0.0,,,,,
778,T001081,A048078,2001JJ00,0.0,,,,,
779,T001081,A048078,2002JJ00,0.0,,,,,
780,T001081,A048078,2003JJ00,0.0,,,,,
781,T001081,A048078,2004JJ00,0.0,,,,,
782,T001081,A048078,2005JJ00,0.0,,,,,
783,T001081,A048078,2006JJ00,0.0,,,,,
784,T001081,A048078,2007JJ00,0.0,,,,,
785,T001081,A048078,2008JJ00,1.8,,,,,
786,T001081,A048078,2009JJ00,2.3,,,,,
787,T001081,A048078,2010JJ00,3.0,,,,,
788,T001081,A048078,2011JJ00,3.6,,,,,
789,T001081,A048078,2012JJ00,4.3,,,,,
790,T001081,A048078,2013JJ00,5.4,,,,,
791,T001081,A048078,2014JJ00,6.5,,,,,
792,T001081,A048078,2015JJ00,8.1,,,,,
793,T001081,A048078,2016JJ00,9.3,,,,,
794,T001081,A048078,2017JJ00,10.7,,,,,
795,T001081,A048078,2018JJ00,12.8,,,,,
796,T001081,A048078,2019JJ00,16.4,,,,,
797,T001081,A048078,2020JJ00,19.3,,,,,
798,T001081,E006461,2000JJ00,,327.4,371.8,0.0,,39.1
799,T001081,E006461,2001JJ00,,349.1,499.8,0.0,,147.3
800,T001081,E006461,2002JJ00,,348.4,362.9,0.0,,22.3
801,T001081,E006461,2003JJ00,,357.4,364.0,0.0,,-9.2
802,T001081,E006461,2004JJ00,,355.7,381.6,0.0,,32.1
803,T001081,E006461,2005JJ00,,342.7,346.6,0.0,,2.9
804,T001081,E006461,2006JJ00,,337.0,359.0,0.0,,37.0
805,T001081,E006461,2007JJ00,,351.2,341.4,0.0,,-27.9
806,T001081,E006461,2008JJ00,,330.7,330.4,0.0,,0.0
807,T001081,E006461,2009JJ00,,307.5,304.3,0.0,,0.0
808,T001081,E006461,2010JJ00,,309.9,315.0,0.0,,0.0
809,T001081,E006461,2011JJ00,,304.7,308.5,0.0,,0.0
810,T001081,E006461,2012JJ00,,332.3,331.0,0.0,,0.0
811,T001081,E006461,2013JJ00,,336.6,334.0,0.0,,0.0
812,T001081,E006461,2014JJ00,,377.9,526.9,0.0,,137.8
813,T001081,E006461,2015JJ00,,465.5,584.9,0.0,,135.7
814,T001081,E006461,2016JJ00,,430.5,568.3,0.0,,141.2
815,T001081,E006461,2017JJ00,,383.7,507.0,0.0,,117.8
816,T001081,E006461,2018JJ00,,345.7,442.5,0.0,,98.6
817,T001081,E006461,2019JJ00,,269.9,359.4,0.0,,84.7
818,T001081,E006461,2020JJ00,,176.8,205.2,0.0,,40.9
819,T001081,A048080,2000JJ00,,0.6,0.7,0.0,,0.1
820,T001081,A048080,2001JJ00,,0.8,0.9,0.0,,0.1
821,T001081,A048080,2002JJ00,,0.7,0.9,0.0,,0.1
822,T001081,A048080,2003JJ00,,0.5,0.5,0.0,,0.0
823,T001081,A048080,2004JJ00,,0.5,0.6,0.0,,0.1
824,T001081,A048080,2005JJ00,,0.6,0.7,0.0,,0.1
825,T001081,A048080,2006JJ00,,0.3,0.5,0.0,,0.2
826,T001081,A048080,2007JJ00,,0.5,1.0,0.0,,0.5
827,T001081,A048080,2008JJ00,,0.1,0.1,0.0,,0.0
828,T001081,A048080,2009JJ00,,0.4,0.7,0.0,,0.0
829,T001081,A048080,2010JJ00,,0.5,0.4,0.0,,0.0
830,T001081,A048080,2011JJ00,,0.5,0.4,0.0,,0.0
831,T001081,A048080,2012JJ00,,0.6,0.6,0.0,,0.0
832,T001081,A048080,2013JJ00,,0.5,0.8,0.0,,0.0
833,T001081,A048080,2014JJ00,,0.6,0.8,0.0,,0.0
834,T001081,A048080,2015JJ00,,0.8,0.8,0.0,,0.0
835,T001081,A048080,2016JJ00,,0.8,0.8,0.0,,0.0
836,T001081,A048080,2017JJ00,,1.0,1.0,0.0,,0.0
837,T001081,A048080,2018JJ00,,1.0,1.0,0.0,,0.0
838,T001081,A048080,2019JJ00,,0.2,0.2,0.0,,0.0
839,T001081,A048080,2020JJ00,,0.3,0.3,0.0,,0.0
840,T001081,E006477,2000JJ00,,47.8,0.0,47.8,,0.0
841,T001081,E006477,2001JJ00,,50.9,0.0,50.9,,0.0
842,T001081,E006477,2002JJ00,,49.8,0.0,49.8,,0.0
843,T001081,E006477,2003JJ00,,52.8,0.0,52.8,,0.0
844,T001081,E006477,2004JJ00,,55.1,0.0,55.1,,0.0
845,T001081,E006477,2005JJ00,,55.2,0.0,55.2,,0.0
846,T001081,E006477,2006JJ00,,50.4,0.0,50.4,,0.0
847,T001081,E006477,2007JJ00,,57.3,0.0,57.3,,0.0
848,T001081,E006477,2008JJ00,,56.1,0.0,56.1,,0.0
849,T001081,E006477,2009JJ00,,42.1,0.0,42.1,,0.0
850,T001081,E006477,2010JJ00,,52.6,0.0,52.6,,0.0
851,T001081,E006477,2011JJ00,,53.6,0.0,53.6,,0.0
852,T001081,E006477,2012JJ00,,52.9,0.0,52.9,,0.0
853,T001081,E006477,2013JJ00,,51.5,0.0,51.5,,0.0
854,T001081,E006477,2014JJ00,,52.5,0.0,52.5,,0.0
855,T001081,E006477,2015JJ00,,53.2,0.0,53.2,,0.0
856,T001081,E006477,2016JJ00,,51.4,0.0,51.4,,0.0
857,T001081,E006477,2017JJ00,,53.1,0.0,53.1,,0.0
858,T001081,E006477,2018JJ00,,52.9,0.0,52.9,,0.0
859,T001081,E006477,2019JJ00,,50.0,0.0,50.0,,0.0
860,T001081,E006477,2020JJ00,,47.0,0.0,47.0,,0.0
861,T001081,E007021,2000JJ00,,61.6,15.6,64.4,,16.8
862,T001081,E007021,2001JJ00,,62.9,19.3,66.5,,23.8
863,T001081,E007021,2002JJ00,,62.8,17.6,63.9,,20.9
864,T001081,E007021,2003JJ00,,66.6,18.8,65.0,,17.4
865,T001081,E007021,2004JJ00,,65.5,10.7,66.9,,10.8
866,T001081,E007021,2005JJ00,,63.2,10.9,67.6,,11.0
867,T001081,E007021,2006JJ00,,58.0,13.9,65.4,,22.2
868,T001081,E007021,2007JJ00,,66.1,17.0,65.7,,17.6
869,T001081,E007021,2008JJ00,,66.9,10.7,64.2,,10.2
870,T001081,E007021,2009JJ00,,56.1,5.7,51.8,,4.8
871,T001081,E007021,2010JJ00,,67.2,9.3,62.0,,4.7
872,T001081,E007021,2011JJ00,,67.6,7.1,61.5,,1.8
873,T001081,E007021,2012JJ00,,66.1,9.4,57.6,,3.2
874,T001081,E007021,2013JJ00,,63.2,6.5,60.2,,9.2
875,T001081,E007021,2014JJ00,,59.7,15.2,61.2,,18.4
876,T001081,E007021,2015JJ00,,58.3,2.3,61.4,,5.0
877,T001081,E007021,2016JJ00,,59.2,2.8,61.1,,3.2
878,T001081,E007021,2017JJ00,,59.3,4.0,59.0,,5.9
879,T001081,E007021,2018JJ00,,59.0,3.8,59.7,,3.3
880,T001081,E007021,2019JJ00,,58.1,3.8,59.4,,4.2
881,T001081,E007021,2020JJ00,,51.4,1.4,56.4,,7.8
882,T001081,E006480,2000JJ00,,2639.7,2567.4,101.9,,13.8
883,T001081,E006480,2001JJ00,,2647.1,2589.8,97.6,,17.6
884,T001081,E006480,2002JJ00,,2457.9,2357.8,136.3,,39.0
885,T001081,E006480,2003JJ00,,2571.1,2470.7,131.8,,54.7
886,T001081,E006480,2004JJ00,,2656.9,2585.5,125.5,,50.2
887,T001081,E006480,2005JJ00,,2685.4,2643.0,97.8,,46.0
888,T001081,E006480,2006JJ00,,2625.3,2570.6,86.9,,28.5
889,T001081,E006480,2007JJ00,,2570.1,2492.5,112.8,,39.6
890,T001081,E006480,2008JJ00,,2547.1,2488.3,92.8,,40.3
891,T001081,E006480,2009JJ00,,2494.6,2485.3,73.3,,29.0
892,T001081,E006480,2010JJ00,,2605.1,2568.8,62.3,,26.6
893,T001081,E006480,2011JJ00,,2514.1,2449.2,64.3,,16.5
894,T001081,E006480,2012JJ00,,2507.1,2474.2,70.6,,22.5
895,T001081,E006480,2013JJ00,,2400.7,2350.9,65.6,,23.8
