ID,Zorgfuncties,Zorgaanbieders,Perioden,UitgavenGezondheidsEnWelzijnszorg_1
117,T001104,A052820,2022JJ00,692
118,T001104,A052820,2023JJ00,655
119,T001104,A052820,2024JJ00,655
120,A052130,A052785,2021JJ00,14950
121,A052130,A052785,2022JJ00,17519
122,A052130,A052785,2023JJ00,20534
123,A052130,A052785,2024JJ00,23510
124,A052130,A052786,2021JJ00,83
125,A052130,A052786,2022JJ00,93
126,A052130,A052786,2023JJ00,92
127,A052130,A052786,2024JJ00,99
128,A052130,A052787,2021JJ00,0
129,A052130,A052787,2022JJ00,0
130,A052130,A052787,2023JJ00,0
131,A052130,A052787,2024JJ00,0
132,A052130,A052788,2021JJ00,78
133,A052130,A052788,2022JJ00,87
134,A052130,A052788,2023JJ00,87
135,A052130,A052788,2024JJ00,94
136,A052130,A052789,2021JJ00,5
137,A052130,A052789,2022JJ00,5
138,A052130,A052789,2023JJ00,5
139,A052130,A052789,2024JJ00,5
140,A052130,A052790,2021JJ00,250
141,A052130,A052790,2022JJ00,269
142,A052130,A052790,2023JJ00,278
143,A052130,A052790,2024JJ00,305
144,A052130,A052791,2021JJ00,226
145,A052130,A052791,2022JJ00,235
146,A052130,A052791,2023JJ00,244
147,A052130,A052791,2024JJ00,269
148,A052130,A052792,2021JJ00,23
149,A052130,A052792,2022JJ00,34
150,A052130,A052792,2023JJ00,33
151,A052130,A052792,2024JJ00,36
152,A052130,A052795,2021JJ00,1032
153,A052130,A052795,2022JJ00,1087
154,A052130,A052795,2023JJ00,1206
155,A052130,A052795,2024JJ00,1294
156,A052130,A052796,2021JJ00,0
157,A052130,A052796,2022JJ00,0
158,A052130,A052796,2023JJ00,0
159,A052130,A052796,2024JJ00,0
160,A052130,A052797,2021JJ00,0
161,A052130,A052797,2022JJ00,0
162,A052130,A052797,2023JJ00,0
163,A052130,A052797,2024JJ00,0
164,A052130,A052799,2021JJ00,851
165,A052130,A052799,2022JJ00,902
166,A052130,A052799,2023JJ00,985
167,A052130,A052799,2024JJ00,1039
168,A052130,A052798,2021JJ00,162
169,A052130,A052798,2022JJ00,162
170,A052130,A052798,2023JJ00,177
171,A052130,A052798,2024JJ00,207
172,A052130,A052800,2021JJ00,19
173,A052130,A052800,2022JJ00,23
174,A052130,A052800,2023JJ00,44
175,A052130,A052800,2024JJ00,48
176,A052130,A052801,2021JJ00,0
177,A052130,A052801,2022JJ00,0
178,A052130,A052801,2023JJ00,0
179,A052130,A052801,2024JJ00,0
180,A052130,A052802,2021JJ00,0
181,A052130,A052802,2022JJ00,0
182,A052130,A052802,2023JJ00,0
183,A052130,A052802,2024JJ00,0
184,A052130,A052803,2021JJ00,0
185,A052130,A052803,2022JJ00,0
186,A052130,A052803,2023JJ00,0
187,A052130,A052803,2024JJ00,0
188,A052130,A052806,2021JJ00,0
189,A052130,A052806,2022JJ00,0
190,A052130,A052806,2023JJ00,0
191,A052130,A052806,2024JJ00,0
192,A052130,A052807,2021JJ00,0
193,A052130,A052807,2022JJ00,0
194,A052130,A052807,2023JJ00,0
195,A052130,A052807,2024JJ00,0
196,A052130,A052808,2021JJ00,0
197,A052130,A052808,2022JJ00,0
198,A052130,A052808,2023JJ00,0
199,A052130,A052808,2024JJ00,0
200,A052130,A052811,2021JJ00,443
201,A052130,A052811,2022JJ00,483
202,A052130,A052811,2023JJ00,557
203,A052130,A052811,2024JJ00,614
204,A052130,A052812,2021JJ00,78
205,A052130,A052812,2022JJ00,77
206,A052130,A052812,2023JJ00,74
207,A052130,A052812,2024JJ00,75
208,A052130,A052813,2021JJ00,78
209,A052130,A052813,2022JJ00,77
210,A052130,A052813,2023JJ00,74
211,A052130,A052813,2024JJ00,75
212,A052130,A052814,2021JJ00,0
213,A052130,A052814,2022JJ00,0
214,A052130,A052814,2023JJ00,0
215,A052130,A052814,2024JJ00,0
216,A052130,A052815,2021JJ00,0
217,A052130,A052815,2022JJ00,0
218,A052130,A052815,2023JJ00,0
219,A052130,A052815,2024JJ00,0
220,A052130,A052816,2021JJ00,0
221,A052130,A052816,2022JJ00,0
222,A052130,A052816,2023JJ00,0
223,A052130,A052816,2024JJ00,0
224,A052130,A052817,2021JJ00,13064
225,A052130,A052817,2022JJ00,15510
226,A052130,A052817,2023JJ00,18328
227,A052130,A052817,2024JJ00,21123
228,A052130,A052818,2021JJ00,62
229,A052130,A052818,2022JJ00,54
230,A052130,A052818,2023JJ00,46
231,A052130,A052818,2024JJ00,49
232,A052130,A052819,2021JJ00,13002
233,A052130,A052819,2022JJ00,15457
234,A052130,A052819,2023JJ00,18282
235,A052130,A052819,2024JJ00,21074
236,A052130,A052820,2021JJ00,0
237,A052130,A052820,2022JJ00,0
238,A052130,A052820,2023JJ00,0
239,A052130,A052820,2024JJ00,0
240,A052132,A052785,2021JJ00,3089
241,A052132,A052785,2022JJ00,3139
242,A052132,A052785,2023JJ00,3337
243,A052132,A052785,2024JJ00,3461
244,A052132,A052786,2021JJ00,2652
245,A052132,A052786,2022JJ00,2772
246,A052132,A052786,2023JJ00,2952
247,A052132,A052786,2024JJ00,3046
248,A052132,A052787,2021JJ00,2502
249,A052132,A052787,2022JJ00,2609
250,A052132,A052787,2023JJ00,2779
251,A052132,A052787,2024JJ00,2859
252,A052132,A052788,2021JJ00,124
253,A052132,A052788,2022JJ00,136
254,A052132,A052788,2023JJ00,145
255,A052132,A052788,2024JJ00,153
256,A052132,A052789,2021JJ00,25
257,A052132,A052789,2022JJ00,27
258,A052132,A052789,2023JJ00,29
259,A052132,A052789,2024JJ00,33
260,A052132,A052790,2021JJ00,39
261,A052132,A052790,2022JJ00,29
262,A052132,A052790,2023JJ00,32
263,A052132,A052790,2024JJ00,36
264,A052132,A052791,2021JJ00,27
265,A052132,A052791,2022JJ00,20
266,A052132,A052791,2023JJ00,23
267,A052132,A052791,2024JJ00,25
268,A052132,A052792,2021JJ00,12
269,A052132,A052792,2022JJ00,9
270,A052132,A052792,2023JJ00,9
271,A052132,A052792,2024JJ00,11
272,A052132,A052795,2021JJ00,342
273,A052132,A052795,2022JJ00,324
274,A052132,A052795,2023JJ00,347
275,A052132,A052795,2024JJ00,375
276,A052132,A052796,2021JJ00,19
277,A052132,A052796,2022JJ00,18
278,A052132,A052796,2023JJ00,18
279,A052132,A052796,2024JJ00,20
280,A052132,A052797,2021JJ00,4
281,A052132,A052797,2022JJ00,0
282,A052132,A052797,2023JJ00,0
283,A052132,A052797,2024JJ00,0
284,A052132,A052799,2021JJ00,33
285,A052132,A052799,2022JJ00,2
286,A052132,A052799,2023JJ00,0
287,A052132,A052799,2024JJ00,0
288,A052132,A052798,2021JJ00,285
289,A052132,A052798,2022JJ00,305
290,A052132,A052798,2023JJ00,329
291,A052132,A052798,2024JJ00,355
292,A052132,A052800,2021JJ00,0
293,A052132,A052800,2022JJ00,0
294,A052132,A052800,2023JJ00,0
295,A052132,A052800,2024JJ00,0
296,A052132,A052801,2021JJ00,2
297,A052132,A052801,2022JJ00,0
298,A052132,A052801,2023JJ00,0
299,A052132,A052801,2024JJ00,0
300,A052132,A052802,2021JJ00,0
301,A052132,A052802,2022JJ00,0
302,A052132,A052802,2023JJ00,0
303,A052132,A052802,2024JJ00,0
304,A052132,A052803,2021JJ00,2
305,A052132,A052803,2022JJ00,0
306,A052132,A052803,2023JJ00,0
307,A052132,A052803,2024JJ00,0
308,A052132,A052806,2021JJ00,0
309,A052132,A052806,2022JJ00,0
310,A052132,A052806,2023JJ00,0
311,A052132,A052806,2024JJ00,0
312,A052132,A052807,2021JJ00,0
313,A052132,A052807,2022JJ00,0
314,A052132,A052807,2023JJ00,0
315,A052132,A052807,2024JJ00,0
316,A052132,A052808,2021JJ00,0
317,A052132,A052808,2022JJ00,0
318,A052132,A052808,2023JJ00,0
319,A052132,A052808,2024JJ00,0
320,A052132,A052811,2021JJ00,11
321,A052132,A052811,2022JJ00,1
322,A052132,A052811,2023JJ00,0
323,A052132,A052811,2024JJ00,0
324,A052132,A052812,2021JJ00,4
325,A052132,A052812,2022JJ00,3
326,A052132,A052812,2023JJ00,3
327,A052132,A052812,2024JJ00,2
328,A052132,A052813,2021JJ00,4
329,A052132,A052813,2022JJ00,3
330,A052132,A052813,2023JJ00,3
331,A052132,A052813,2024JJ00,2
332,A052132,A052814,2021JJ00,0
333,A052132,A052814,2022JJ00,0
334,A052132,A052814,2023JJ00,0
335,A052132,A052814,2024JJ00,0
336,A052132,A052815,2021JJ00,0
337,A052132,A052815,2022JJ00,0
338,A052132,A052815,2023JJ00,0
339,A052132,A052815,2024JJ00,0
340,A052132,A052816,2021JJ00,0
341,A052132,A052816,2022JJ00,0
342,A052132,A052816,2023JJ00,0
343,A052132,A052816,2024JJ00,0
344,A052132,A052817,2021JJ00,39
345,A052132,A052817,2022JJ00,10
346,A052132,A052817,2023JJ00,3
347,A052132,A052817,2024JJ00,3
348,A052132,A052818,2021JJ00,0
349,A052132,A052818,2022JJ00,0
350,A052132,A052818,2023JJ00,0
351,A052132,A052818,2024JJ00,0
352,A052132,A052819,2021JJ00,39
353,A052132,A052819,2022JJ00,10
354,A052132,A052819,2023JJ00,3
355,A052132,A052819,2024JJ00,3
356,A052132,A052820,2021JJ00,0
357,A052132,A052820,2022JJ00,0
358,A052132,A052820,2023JJ00,0
359,A052132,A052820,2024JJ00,0
360,A052133,A052785,2021JJ00,222
361,A052133,A052785,2022JJ00,252
362,A052133,A052785,2023JJ00,256
363,A052133,A052785,2024JJ00,256
364,A052133,A052786,2021JJ00,147
365,A052133,A052786,2022JJ00,166
366,A052133,A052786,2023JJ00,170
367,A052133,A052786,2024JJ00,173
368,A052133,A052787,2021JJ00,147
369,A052133,A052787,2022JJ00,166
370,A052133,A052787,2023JJ00,170
371,A052133,A052787,2024JJ00,173
372,A052133,A052788,2021JJ00,0
373,A052133,A052788,2022JJ00,0
374,A052133,A052788,2023JJ00,0
375,A052133,A052788,2024JJ00,0
376,A052133,A052789,2021JJ00,0
377,A052133,A052789,2022JJ00,0
378,A052133,A052789,2023JJ00,0
379,A052133,A052789,2024JJ00,0
380,A052133,A052790,2021JJ00,11
381,A052133,A052790,2022JJ00,11
382,A052133,A052790,2023JJ00,11
383,A052133,A052790,2024JJ00,11
384,A052133,A052791,2021JJ00,11
385,A052133,A052791,2022JJ00,11
386,A052133,A052791,2023JJ00,11
387,A052133,A052791,2024JJ00,11
388,A052133,A052792,2021JJ00,0
389,A052133,A052792,2022JJ00,0
390,A052133,A052792,2023JJ00,0
391,A052133,A052792,2024JJ00,0
392,A052133,A052795,2021JJ00,10
393,A052133,A052795,2022JJ00,13
394,A052133,A052795,2023JJ00,14
395,A052133,A052795,2024JJ00,14
396,A052133,A052796,2021JJ00,5
397,A052133,A052796,2022JJ00,7
398,A052133,A052796,2023JJ00,7
399,A052133,A052796,2024JJ00,7
400,A052133,A052797,2021JJ00,3
401,A052133,A052797,2022JJ00,4
402,A052133,A052797,2023JJ00,4
403,A052133,A052797,2024JJ00,4
404,A052133,A052799,2021JJ00,0
405,A052133,A052799,2022JJ00,0
406,A052133,A052799,2023JJ00,0
407,A052133,A052799,2024JJ00,0
408,A052133,A052798,2021JJ00,2
409,A052133,A052798,2022JJ00,3
410,A052133,A052798,2023JJ00,3
411,A052133,A052798,2024JJ00,3
412,A052133,A052800,2021JJ00,0
413,A052133,A052800,2022JJ00,0
414,A052133,A052800,2023JJ00,0
415,A052133,A052800,2024JJ00,0
416,A052133,A052801,2021JJ00,0
417,A052133,A052801,2022JJ00,1
418,A052133,A052801,2023JJ00,1
419,A052133,A052801,2024JJ00,1
420,A052133,A052802,2021JJ00,0
421,A052133,A052802,2022JJ00,1
422,A052133,A052802,2023JJ00,1
423,A052133,A052802,2024JJ00,1
424,A052133,A052803,2021JJ00,0
425,A052133,A052803,2022JJ00,0
426,A052133,A052803,2023JJ00,0
427,A052133,A052803,2024JJ00,0
428,A052133,A052806,2021JJ00,4
429,A052133,A052806,2022JJ00,7
430,A052133,A052806,2023JJ00,7
431,A052133,A052806,2024JJ00,7
432,A052133,A052807,2021JJ00,4
433,A052133,A052807,2022JJ00,7
434,A052133,A052807,2023JJ00,7
435,A052133,A052807,2024JJ00,7
436,A052133,A052808,2021JJ00,0
437,A052133,A052808,2022JJ00,0
438,A052133,A052808,2023JJ00,0
439,A052133,A052808,2024JJ00,0
440,A052133,A052811,2021JJ00,6
441,A052133,A052811,2022JJ00,6
442,A052133,A052811,2023JJ00,6
443,A052133,A052811,2024JJ00,6
444,A052133,A052812,2021JJ00,0
445,A052133,A052812,2022JJ00,0
446,A052133,A052812,2023JJ00,0
447,A052133,A052812,2024JJ00,0
448,A052133,A052813,2021JJ00,0
449,A052133,A052813,2022JJ00,0
450,A052133,A052813,2023JJ00,0
451,A052133,A052813,2024JJ00,0
452,A052133,A052814,2021JJ00,0
453,A052133,A052814,2022JJ00,0
454,A052133,A052814,2023JJ00,0
455,A052133,A052814,2024JJ00,0
456,A052133,A052815,2021JJ00,0
457,A052133,A052815,2022JJ00,0
458,A052133,A052815,2023JJ00,0
459,A052133,A052815,2024JJ00,0
460,A052133,A052816,2021JJ00,0
461,A052133,A052816,2022JJ00,0
462,A052133,A052816,2023JJ00,0
463,A052133,A052816,2024JJ00,0
464,A052133,A052817,2021JJ00,0
465,A052133,A052817,2022JJ00,0
466,A052133,A052817,2023JJ00,0
467,A052133,A052817,2024JJ00,0
468,A052133,A052818,2021JJ00,0
469,A052133,A052818,2022JJ00,0
470,A052133,A052818,2023JJ00,0
471,A052133,A052818,2024JJ00,0
472,A052133,A052819,2021JJ00,0
473,A052133,A052819,2022JJ00,0
474,A052133,A052819,2023JJ00,0
475,A052133,A052819,2024JJ00,0
476,A052133,A052820,2021JJ00,43
477,A052133,A052820,2022JJ00,46
478,A052133,A052820,2023JJ00,47
479,A052133,A052820,2024JJ00,43
480,A019168,A052785,2021JJ00,99490
481,A019168,A052785,2022JJ00,99832
482,A019168,A052785,2023JJ00,105142
483,A019168,A052785,2024JJ00,113403
484,A019168,A052786,2021JJ00,32401
485,A019168,A052786,2022JJ00,33360
486,A019168,A052786,2023JJ00,35871
487,A019168,A052786,2024JJ00,38706
488,A019168,A052787,2021JJ00,26332
489,A019168,A052787,2022JJ00,26916
490,A019168,A052787,2023JJ00,28863
491,A019168,A052787,2024JJ00,30969
492,A019168,A052788,2021JJ00,4651
493,A019168,A052788,2022JJ00,4989
494,A019168,A052788,2023JJ00,5462
495,A019168,A052788,2024JJ00,6070
496,A019168,A052789,2021JJ00,1418
497,A019168,A052789,2022JJ00,1454
498,A019168,A052789,2023JJ00,1546
499,A019168,A052789,2024JJ00,1667
500,A019168,A052790,2021JJ00,26704
501,A019168,A052790,2022JJ00,27279
502,A019168,A052790,2023JJ00,29315
503,A019168,A052790,2024JJ00,32086
504,A019168,A052791,2021JJ00,19206
505,A019168,A052791,2022JJ00,19502
506,A019168,A052791,2023JJ00,20983
507,A019168,A052791,2024JJ00,22989
508,A019168,A052792,2021JJ00,7499
509,A019168,A052792,2022JJ00,7777
510,A019168,A052792,2023JJ00,8331
511,A019168,A052792,2024JJ00,9097
512,A019168,A052795,2021JJ00,18230
513,A019168,A052795,2022JJ00,19535
514,A019168,A052795,2023JJ00,21387
515,A019168,A052795,2024JJ00,23133
516,A019168,A052796,2021JJ00,3912
517,A019168,A052796,2022JJ00,3867
518,A019168,A052796,2023JJ00,4255
519,A019168,A052796,2024JJ00,4712
520,A019168,A052797,2021JJ00,3073
521,A019168,A052797,2022JJ00,3119
522,A019168,A052797,2023JJ00,3351
523,A019168,A052797,2024JJ00,3464
524,A019168,A052799,2021JJ00,5995
525,A019168,A052799,2022JJ00,6481
526,A019168,A052799,2023JJ00,7122
527,A019168,A052799,2024JJ00,7587
528,A019168,A052798,2021JJ00,4265
529,A019168,A052798,2022JJ00,5017
530,A019168,A052798,2023JJ00,5431
531,A019168,A052798,2024JJ00,6048
532,A019168,A052800,2021JJ00,984
533,A019168,A052800,2022JJ00,1050
534,A019168,A052800,2023JJ00,1228
535,A019168,A052800,2024JJ00,1322
536,A019168,A052801,2021JJ00,1120
537,A019168,A052801,2022JJ00,934
538,A019168,A052801,2023JJ00,882
539,A019168,A052801,2024JJ00,954
540,A019168,A052802,2021JJ00,500
541,A019168,A052802,2022JJ00,487
542,A019168,A052802,2023JJ00,586
543,A019168,A052802,2024JJ00,635
544,A019168,A052803,2021JJ00,620
545,A019168,A052803,2022JJ00,447
546,A019168,A052803,2023JJ00,295
547,A019168,A052803,2024JJ00,320
548,A019168,A052806,2021JJ00,7999
549,A019168,A052806,2022JJ00,7975
550,A019168,A052806,2023JJ00,7983
551,A019168,A052806,2024JJ00,8522
552,A019168,A052807,2021JJ00,4483
553,A019168,A052807,2022JJ00,4620
554,A019168,A052807,2023JJ00,4642
555,A019168,A052807,2024JJ00,4981
556,A019168,A052808,2021JJ00,3516
557,A019168,A052808,2022JJ00,3355
558,A019168,A052808,2023JJ00,3341
559,A019168,A052808,2024JJ00,3541
560,A019168,A052811,2021JJ00,6531
561,A019168,A052811,2022JJ00,4227
562,A019168,A052811,2023JJ00,3242
563,A019168,A052811,2024JJ00,3092
564,A019168,A052812,2021JJ00,3144
565,A019168,A052812,2022JJ00,3147
566,A019168,A052812,2023JJ00,3194
567,A019168,A052812,2024JJ00,3436
568,A019168,A052813,2021JJ00,885
569,A019168,A052813,2022JJ00,810
570,A019168,A052813,2023JJ00,762
571,A019168,A052813,2024JJ00,871
572,A019168,A052814,2021JJ00,1797
573,A019168,A052814,2022JJ00,1849
574,A019168,A052814,2023JJ00,1940
575,A019168,A052814,2024JJ00,2078
576,A019168,A052815,2021JJ00,462
577,A019168,A052815,2022JJ00,488
578,A019168,A052815,2023JJ00,492
579,A019168,A052815,2024JJ00,487
580,A019168,A052816,2021JJ00,0
581,A019168,A052816,2022JJ00,0
582,A019168,A052816,2023JJ00,0
583,A019168,A052816,2024JJ00,0
584,A019168,A052817,2021JJ00,2765
585,A019168,A052817,2022JJ00,2731
586,A019168,A052817,2023JJ00,2661
587,A019168,A052817,2024JJ00,2861
588,A019168,A052818,2021JJ00,157
589,A019168,A052818,2022JJ00,139
590,A019168,A052818,2023JJ00,129
591,A019168,A052818,2024JJ00,132
592,A019168,A052819,2021JJ00,2608
593,A019168,A052819,2022JJ00,2592
594,A019168,A052819,2023JJ00,2532
595,A019168,A052819,2024JJ00,2729
596,A019168,A052820,2021JJ00,597
597,A019168,A052820,2022JJ00,645
598,A019168,A052820,2023JJ00,608
599,A019168,A052820,2024JJ00,612
600,A019213,A052785,2021JJ00,11177
601,A019213,A052785,2022JJ00,11941
602,A019213,A052785,2023JJ00,12969
603,A019213,A052785,2024JJ00,14303
604,A019213,A052786,2021JJ00,1588
605,A019213,A052786,2022JJ00,1705
606,A019213,A052786,2023JJ00,1935
607,A019213,A052786,2024JJ00,2176
608,A019213,A052787,2021JJ00,75
609,A019213,A052787,2022JJ00,79
610,A019213,A052787,2023JJ00,84
611,A019213,A052787,2024JJ00,93
612,A019213,A052788,2021JJ00,1513
613,A019213,A052788,2022JJ00,1625
614,A019213,A052788,2023JJ00,1849
615,A019213,A052788,2024JJ00,2081
616,A019213,A052789,2021JJ00,0
617,A019213,A052789,2022JJ00,1
618,A019213,A052789,2023JJ00,2
619,A019213,A052789,2024JJ00,2
620,A019213,A052790,2021JJ00,5526
621,A019213,A052790,2022JJ00,5791
622,A019213,A052790,2023JJ00,6195
623,A019213,A052790,2024JJ00,6873
624,A019213,A052791,2021JJ00,1971
625,A019213,A052791,2022JJ00,2162
626,A019213,A052791,2023JJ00,2288
627,A019213,A052791,2024JJ00,2560
628,A019213,A052792,2021JJ00,3555
629,A019213,A052792,2022JJ00,3629
630,A019213,A052792,2023JJ00,3907
631,A019213,A052792,2024JJ00,4312
632,A019213,A052795,2021JJ00,605
633,A019213,A052795,2022JJ00,763
634,A019213,A052795,2023JJ00,995
635,A019213,A052795,2024JJ00,1029
636,A019213,A052796,2021JJ00,0
637,A019213,A052796,2022JJ00,0
638,A019213,A052796,2023JJ00,0
639,A019213,A052796,2024JJ00,0
640,A019213,A052797,2021JJ00,0
641,A019213,A052797,2022JJ00,0
642,A019213,A052797,2023JJ00,0
643,A019213,A052797,2024JJ00,0
644,A019213,A052799,2021JJ00,54
645,A019213,A052799,2022JJ00,80
646,A019213,A052799,2023JJ00,84
647,A019213,A052799,2024JJ00,91
648,A019213,A052798,2021JJ00,155
649,A019213,A052798,2022JJ00,182
650,A019213,A052798,2023JJ00,201
651,A019213,A052798,2024JJ00,239
652,A019213,A052800,2021JJ00,397
653,A019213,A052800,2022JJ00,501
654,A019213,A052800,2023JJ00,710
655,A019213,A052800,2024JJ00,700
656,A019213,A052801,2021JJ00,0
657,A019213,A052801,2022JJ00,0
658,A019213,A052801,2023JJ00,0
659,A019213,A052801,2024JJ00,0
660,A019213,A052802,2021JJ00,0
661,A019213,A052802,2022JJ00,0
662,A019213,A052802,2023JJ00,0
663,A019213,A052802,2024JJ00,0
664,A019213,A052803,2021JJ00,0
665,A019213,A052803,2022JJ00,0
666,A019213,A052803,2023JJ00,0
667,A019213,A052803,2024JJ00,0
668,A019213,A052806,2021JJ00,662
669,A019213,A052806,2022JJ00,694
670,A019213,A052806,2023JJ00,787
671,A019213,A052806,2024JJ00,828
672,A019213,A052807,2021JJ00,0
673,A019213,A052807,2022JJ00,0
674,A019213,A052807,2023JJ00,0
675,A019213,A052807,2024JJ00,0
676,A019213,A052808,2021JJ00,662
677,A019213,A052808,2022JJ00,694
678,A019213,A052808,2023JJ00,787
679,A019213,A052808,2024JJ00,828
680,A019213,A052811,2021JJ00,17
681,A019213,A052811,2022JJ00,12
682,A019213,A052811,2023JJ00,25
683,A019213,A052811,2024JJ00,29
684,A019213,A052812,2021JJ00,472
685,A019213,A052812,2022JJ00,563
686,A019213,A052812,2023JJ00,628
687,A019213,A052812,2024JJ00,696
688,A019213,A052813,2021JJ00,472
689,A019213,A052813,2022JJ00,563
690,A019213,A052813,2023JJ00,628
691,A019213,A052813,2024JJ00,696
692,A019213,A052814,2021JJ00,0
693,A019213,A052814,2022JJ00,0
694,A019213,A052814,2023JJ00,0
695,A019213,A052814,2024JJ00,0
696,A019213,A052815,2021JJ00,0
697,A019213,A052815,2022JJ00,0
698,A019213,A052815,2023JJ00,0
699,A019213,A052815,2024JJ00,0
700,A019213,A052816,2021JJ00,0
701,A019213,A052816,2022JJ00,0
702,A019213,A052816,2023JJ00,0
703,A019213,A052816,2024JJ00,0
704,A019213,A052817,2021JJ00,2306
705,A019213,A052817,2022JJ00,2413
706,A019213,A052817,2023JJ00,2404
707,A019213,A052817,2024JJ00,2673
708,A019213,A052818,2021JJ00,1515
709,A019213,A052818,2022JJ00,1589
710,A019213,A052818,2023JJ00,1729
711,A019213,A052818,2024JJ00,1905
712,A019213,A052819,2021JJ00,790
713,A019213,A052819,2022JJ00,823
714,A019213,A052819,2023JJ00,676
715,A019213,A052819,2024JJ00,768
716,A019213,A052820,2021JJ00,0
717,A019213,A052820,2022JJ00,0
