ID,TypeLozing,IndustrieVolgensSBI93,Perioden,FosforverbindingenAlsP_1,StikstofverbindingenAlsN_2,AntimoonverbindingenAlsSb_3,ArseenverbindingenAlsAs_4,CadmiumverbindingenAlsCd_5,ChroomverbindingenAlsCr_6,KobaltverbindingenAlsCo_7,KoperverbindingenAlsCu_8,KwikverbindingenAlsHg_9,LoodverbindingenAlsPb_10,NikkelverbindingenAlsNi_11,ZinkverbindingenAlsZn_12,Benzeen_13,Ethylbenzeen_14,Isopropylbenzeen_15,SomPAK6VanBorneff_16,Tolueen_17,XyleenTotaal_18,Dichloorethaan12_19,Hexachloorbutadieen_20,TetrachlooretheenPer_21,TetrachloormethaanTetra_22,DrinsAldrinDieldrinEnz_23,Hexachloorbenzenen_24,Pentachloorfenol_25,ChloorverbAnorgChloridenAlsCl_26,Fluoriden_27,CyanidenAnorganischAlsCN_28,CZV_29
362,D         ,155       ,2000JJ00  ,37.0,63.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7147.0,0.0,0.0,250.0
363,D         ,155       ,2003JJ00  ,41.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14635.0,0.0,0.0,379.0
364,D         ,155       ,2004JJ00  ,22.0,93.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7612.0,0.0,0.0,667.0
365,D         ,155       ,2005JJ00  ,32.0,74.0,0.0,0.0,0.2,0.0,0.0,5.0,0.0,3.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8787.0,0.0,0.0,281.0
366,D         ,155       ,2006JJ00  ,35.0,112.0,0.0,0.0,0.0,1.2,0.0,3.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6428.0,0.0,0.0,446.0
367,D         ,155       ,2007JJ00  ,28.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5854.0,0.0,0.0,191.0
368,D         ,155       ,2008JJ00  ,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7092.0,0.0,0.0,184.0
369,D         ,156       ,1990JJ00  ,258.0,3198.0,0.0,0.0,2.927,0.0,,0.0,1.0,0.0,0.0,1038.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5275.0,0.0,0.0,5103.0
370,D         ,156       ,1995JJ00  ,42.0,85.0,0.0,1.8,1.6,73.0,,14.0,0.6,6.0,29.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5403.0,0.0,0.0,843.0
371,D         ,156       ,2000JJ00  ,44.0,81.0,0.0,0.0,0.0,5.9,,0.0,0.3,21.0,4.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8810.0,0.0,0.0,752.0
372,D         ,156       ,2003JJ00  ,6.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,7.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7587.0,0.0,0.0,588.0
373,D         ,156       ,2004JJ00  ,12.0,74.0,0.0,0.4,0.2,2.6,0.0,18.0,0.02,4.0,9.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9669.0,0.0,0.0,692.0
374,D         ,156       ,2005JJ00  ,9.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9152.0,0.0,0.0,712.0
375,D         ,156       ,2006JJ00  ,9.0,68.0,0.0,4.5,0.0,20.8,0.0,0.0,0.0,0.0,16.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10519.0,0.0,0.0,550.0
376,D         ,156       ,2007JJ00  ,8.0,71.0,0.0,1.5,0.0,10.1,0.0,0.0,0.0,0.0,12.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10025.0,0.0,0.0,697.0
377,D         ,156       ,2008JJ00  ,8.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,17.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9374.0,0.0,0.0,684.0
378,D         ,157       ,1990JJ00  ,0.0,33.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,97.0
379,D         ,157       ,1995JJ00  ,1.0,28.0,0.0,24.1,0.0,0.0,,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,74.0
380,D         ,157       ,2000JJ00  ,27.0,49.0,0.0,0.0,0.0,0.1,,1.0,0.0,21.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,0.0,0.0,115.0
381,D         ,157       ,2003JJ00  ,12.0,16.0,0.0,0.1,0.0,0.1,0.0,3.0,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,0.0,0.0,62.0
382,D         ,157       ,2004JJ00  ,3.0,11.0,0.0,0.0,0.01,0.1,0.0,2.0,0.002,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,71.0
383,D         ,157       ,2005JJ00  ,2.0,19.0,0.0,0.0,0.012,0.1,0.0,3.0,0.0,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,0.0,110.0
384,D         ,157       ,2006JJ00  ,6.0,25.0,0.0,0.0,0.392,4.9,0.0,2.0,0.0,13.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0,119.0
385,D         ,157       ,2007JJ00  ,7.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,90.0
386,D         ,157       ,2008JJ00  ,6.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,0.0,120.0
387,D         ,158       ,1990JJ00  ,3.0,139.0,0.0,0.0,0.0,1.5,,10.0,0.0,18.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2073.0,0.0,0.0,1018.0
388,D         ,158       ,1995JJ00  ,6.0,163.0,0.0,28.8,3.01,1.2,,54.0,1.9,35.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.022,990.0,0.0,0.0,436.0
389,D         ,158       ,2000JJ00  ,22.0,128.0,0.0,9.3,4.28,2.5,,65.0,0.06,8.0,10.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7355.0,0.0,0.0,1046.0
390,D         ,158       ,2003JJ00  ,7.0,95.0,0.0,7.1,0.288,6.5,0.0,12.0,0.11,6.0,21.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910.0,0.0,0.0,416.0
391,D         ,158       ,2004JJ00  ,5.0,80.0,0.0,16.1,0.068,0.0,0.0,4.0,0.0,0.0,9.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,0.0,0.0,426.0
392,D         ,158       ,2005JJ00  ,5.0,51.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0.0,0.0,325.0
393,D         ,158       ,2006JJ00  ,5.0,49.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,0.0,0.0,462.0
394,D         ,158       ,2007JJ00  ,3.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,281.0
395,D         ,158       ,2008JJ00  ,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,115.0
396,D         ,159       ,1990JJ00  ,11.0,15.0,0.0,0.0,0.0,0.0,,158.0,0.0,0.0,0.0,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.0,0.0,0.0,275.0
397,D         ,159       ,1995JJ00  ,49.0,61.0,0.0,0.2,0.0,3.7,,3.0,0.056,2.0,1.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360.0,0.0,0.0,401.0
398,D         ,159       ,2000JJ00  ,49.0,44.0,0.0,0.0,5.0,0.0,,77.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,0.0,0.0,320.0
399,D         ,159       ,2003JJ00  ,31.0,110.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,222.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.0,0.0,0.0,710.0
400,D         ,159       ,2004JJ00  ,24.0,229.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,289.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0,0.0,0.0,6016.0
401,D         ,159       ,2005JJ00  ,20.0,71.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,1.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,0.0,865.0
402,D         ,159       ,2006JJ00  ,8.0,55.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.0,0.0,0.0,701.0
403,D         ,159       ,2007JJ00  ,9.0,29.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,0.0,0.0,183.0
404,D         ,159       ,2008JJ00  ,10.0,33.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,0.0,0.0,194.0
405,D         ,16        ,1990JJ00  ,0.0,156.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,423.0
406,D         ,16        ,1995JJ00  ,0.0,22.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,501.0
407,D         ,16        ,2000JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,D         ,16        ,2003JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,D         ,16        ,2004JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,D         ,16        ,2005JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,D         ,16        ,2006JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,D         ,16        ,2007JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,D         ,16        ,2008JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,D         ,DB        ,1990JJ00  ,0.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,201.0
415,D         ,DB        ,1995JJ00  ,2.0,5.0,0.0,0.0,0.0,12.3,,53.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,52.0
416,D         ,DB        ,2000JJ00  ,1.0,10.0,0.0,0.0,0.0,4.0,,88.0,0.0,3.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0
417,D         ,DB        ,2003JJ00  ,0.0,8.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0
418,D         ,DB        ,2004JJ00  ,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0
419,D         ,DB        ,2005JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,D         ,DB        ,2006JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,D         ,DB        ,2007JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,D         ,DB        ,2008JJ00  ,0.0,0.0,0.0,4.0,0.0,2.0,0.0,10.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,D         ,DC        ,1990JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,D         ,DC        ,1995JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,D         ,DC        ,2000JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,D         ,DC        ,2003JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,D         ,DC        ,2004JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,D         ,DC        ,2005JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,D         ,DC        ,2006JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,D         ,DC        ,2007JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,D         ,DC        ,2008JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,D         ,DD        ,1990JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,D         ,DD        ,1995JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,D         ,DD        ,2000JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,D         ,DD        ,2003JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,D         ,DD        ,2004JJ00  ,0.0,0.0,0.0,0.4,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,D         ,DD        ,2005JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,D         ,DD        ,2006JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,D         ,DD        ,2007JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,D         ,DD        ,2008JJ00  ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,D         ,DE        ,1990JJ00  ,28.0,182.0,0.0,0.0,3.5,92.0,,862.0,1.5,165.0,49.0,1596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1184.0,0.0,0.0,6017.0
442,D         ,DE        ,1995JJ00  ,56.0,400.0,0.0,1.9,0.0,120.1,,507.0,3.336,79.0,80.0,3729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2082.0,0.0,0.0,3879.0
443,D         ,DE        ,2000JJ00  ,39.0,219.0,0.0,61.1,4.4,104.5,,305.0,1.485,76.0,138.0,2087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3959.0,0.0,0.0,2830.0
444,D         ,DE        ,2003JJ00  ,28.0,259.0,0.0,43.4,16.9,222.0,0.0,244.0,0.4,98.0,144.0,2435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4628.0,0.0,0.0,2929.0
445,D         ,DE        ,2004JJ00  ,25.0,208.0,0.0,34.9,14.431,259.1,0.0,237.0,0.528,60.0,137.0,2558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5462.0,0.0,16.0,2873.0
446,D         ,DE        ,2005JJ00  ,28.0,193.0,0.0,42.2,6.572,328.3,0.0,221.0,4.444,66.0,122.0,1293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5593.0,0.0,0.0,3050.0
447,D         ,DE        ,2006JJ00  ,21.0,220.0,0.0,40.9,9.145,227.7,0.0,288.0,2.58,120.0,233.0,1613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5127.0,0.0,0.0,2632.0
448,D         ,DE        ,2007JJ00  ,17.0,160.0,0.0,38.5,56.44,252.5,0.0,211.0,1.001,104.0,299.0,1570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3388.0,0.0,0.0,2633.0
449,D         ,DE        ,2008JJ00  ,17.0,157.0,0.0,49.0,16.0,115.0,0.0,177.0,1.0,71.0,228.0,2338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2988.0,0.0,0.0,2793.0
450,D         ,DF        ,1990JJ00  ,68.0,616.0,0.0,80.0,1.5,110.4,,34.0,50.0,37.0,45.0,403.0,6732.4,0.0,0.0,12.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,110683.0,83.0,0.0,4125.0
451,D         ,DF        ,1995JJ00  ,6.0,351.0,0.0,55.0,0.66,65.1,,33.0,15.3,29.0,41.0,794.0,3051.8,540.0,0.0,9.6,3398.0,6210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8747.0,41.0,7984.0,469.0
452,D         ,DF        ,2000JJ00  ,9.0,588.0,0.0,33.2,2.838,84.0,,2335.0,0.217,31.0,287.0,475.0,19.0,0.0,0.0,10.7,106.4,258.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,54.0,111.0,2163.0
453,D         ,DF        ,2003JJ00  ,93.0,294.0,0.0,81.7,8.2,101.8,0.0,341.0,4.17,419.0,382.0,758.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,31.0,93.0,3204.0
454,D         ,DF        ,2004JJ00  ,38.0,518.0,0.0,310.3,6.63,561.0,0.0,89.0,12.96,149.0,892.0,854.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,30.0,97.0,1067.0
455,D         ,DF        ,2005JJ00  ,51.0,473.0,0.0,119.1,7.81,269.9,0.0,49.0,20.12,59.0,670.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,31.0,152.0,1611.0
456,D         ,DF        ,2006JJ00  ,34.0,442.0,0.0,94.6,1.0,388.0,0.0,181.0,12.57,3.0,1055.0,1184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,26.0,83.0,2978.0
457,D         ,DF        ,2007JJ00  ,34.0,470.0,0.0,114.3,2.2,289.0,0.0,198.0,16.3,7.0,1002.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,91.0,2455.0
458,D         ,DF        ,2008JJ00  ,27.0,401.0,0.0,157.0,5.0,33.0,0.0,152.0,7.0,11.0,763.0,887.0,488.0,34.0,0.0,13.0,777.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110959.0,37.0,154.0,2730.0
459,D         ,DG        ,1990JJ00  ,10437.0,5915.0,584.0,3348.1,3462.64,14678.2,,8444.0,386.703,12216.0,13156.0,55992.0,8949.5,2930.0,165.0,14.4,5136.2,13100.0,2081.6,0.973,106.0,396.67,8.912,7.795,1.4,676818.0,34683.0,9.0,14821.0
460,D         ,DG        ,1995JJ00  ,3119.0,3856.0,420.711,633.9,499.405,6686.2,,6673.0,210.241,5096.0,5723.0,24075.0,549.8,1066.0,37.0,3.8,429.3,4081.7,1297.0,0.185,127.4,115.05,2.812,1.541,0.0,322175.0,254.0,500.0,4581.0
