ID,Donorregistation,CharacteristicsHouseholdsPersons,Periods,DonorregisterFixedChoice_1,DonorregisterFixedChoice_2
51,T001421,60500  ,2016JJ00,2405.9,100
52,T001421,60500  ,2017JJ00,2355.6,100
53,T001421,60500  ,2018JJ00,2306.6,100
54,T001421,60500  ,2019JJ00,2260.5,100
55,T001421,60500  ,2020JJ00,2202.8,100
56,T001421,60600  ,2014JJ00,2384.4,100
57,T001421,60600  ,2015JJ00,2421.3,100
58,T001421,60600  ,2016JJ00,2450.7,100
59,T001421,60600  ,2017JJ00,2472.7,100
60,T001421,60600  ,2018JJ00,2491.0,100
61,T001421,60600  ,2019JJ00,2508.0,100
62,T001421,60600  ,2020JJ00,2534.6,100
63,T001421,60700  ,2014JJ00,2029.8,100
64,T001421,60700  ,2015JJ00,2060.4,100
65,T001421,60700  ,2016JJ00,2100.2,100
66,T001421,60700  ,2017JJ00,2083.7,100
67,T001421,60700  ,2018JJ00,2079.1,100
68,T001421,60700  ,2019JJ00,2089.7,100
69,T001421,60700  ,2020JJ00,2117.1,100
70,T001421,60800  ,2014JJ00,1216.1,100
71,T001421,60800  ,2015JJ00,1258.1,100
72,T001421,60800  ,2016JJ00,1289.7,100
73,T001421,60800  ,2017JJ00,1379.6,100
74,T001421,60800  ,2018JJ00,1460.5,100
75,T001421,60800  ,2019JJ00,1522.0,100
76,T001421,60800  ,2020JJ00,1581.8,100
77,T001421,21700  ,2014JJ00,716.8,100
78,T001421,21700  ,2015JJ00,734.7,100
79,T001421,21700  ,2016JJ00,748.5,100
80,T001421,21700  ,2017JJ00,764.0,100
81,T001421,21700  ,2018JJ00,778.6,100
82,T001421,21700  ,2019JJ00,798.6,100
83,T001421,21700  ,2020JJ00,831.1,100
84,T001421,1012600,2014JJ00,11546.5,100
85,T001421,1012600,2015JJ00,11573.3,100
86,T001421,1012600,2016JJ00,11592.8,100
87,T001421,1012600,2017JJ00,11605.8,100
88,T001421,1012600,2018JJ00,11613.8,100
89,T001421,1012600,2019JJ00,11618.7,100
90,T001421,1012600,2020JJ00,11635.9,100
91,T001421,2012605,2014JJ00,3044.5,100
92,T001421,2012605,2015JJ00,3111.8,100
93,T001421,2012605,2016JJ00,3189.8,100
94,T001421,2012605,2017JJ00,3289.4,100
95,T001421,2012605,2018JJ00,3392.0,100
96,T001421,2012605,2019JJ00,3498.5,100
97,T001421,2012605,2020JJ00,3629.4,100
98,T001421,H008766,2014JJ00,330.1,100
99,T001421,H008766,2015JJ00,332.6,100
100,T001421,H008766,2016JJ00,335.6,100
101,T001421,H008766,2017JJ00,340.0,100
102,T001421,H008766,2018JJ00,345.7,100
103,T001421,H008766,2019JJ00,352.5,100
104,T001421,H008766,2020JJ00,361.1,100
105,T001421,H008673,2014JJ00,285.8,100
106,T001421,H008673,2015JJ00,292.9,100
107,T001421,H008673,2016JJ00,299.9,100
108,T001421,H008673,2017JJ00,307.3,100
109,T001421,H008673,2018JJ00,315.5,100
110,T001421,H008673,2019JJ00,323.9,100
111,T001421,H008673,2020JJ00,333.2,100
112,T001421,H008751,2014JJ00,304.7,100
113,T001421,H008751,2015JJ00,307.2,100
114,T001421,H008751,2016JJ00,309.4,100
115,T001421,H008751,2017JJ00,312.2,100
116,T001421,H008751,2018JJ00,315.7,100
117,T001421,H008751,2019JJ00,319.3,100
118,T001421,H008751,2020JJ00,323.4,100
119,T001421,H007119,2014JJ00,120.6,100
120,T001421,H007119,2015JJ00,122.7,100
121,T001421,H007119,2016JJ00,124.6,100
122,T001421,H007119,2017JJ00,126.9,100
123,T001421,H007119,2018JJ00,130.2,100
124,T001421,H007119,2019JJ00,133.9,100
125,T001421,H007119,2020JJ00,138.7,100
126,T001421,2012655,2014JJ00,1426.1,100
127,T001421,2012655,2015JJ00,1451.8,100
128,T001421,2012655,2016JJ00,1475.7,100
129,T001421,2012655,2017JJ00,1505.0,100
130,T001421,2012655,2018JJ00,1542.4,100
131,T001421,2012655,2019JJ00,1583.0,100
132,T001421,2012655,2020JJ00,1633.8,100
133,T001421,2012657,2014JJ00,1618.3,100
134,T001421,2012657,2015JJ00,1660.0,100
135,T001421,2012657,2016JJ00,1714.0,100
136,T001421,2012657,2017JJ00,1784.4,100
137,T001421,2012657,2018JJ00,1849.6,100
138,T001421,2012657,2019JJ00,1915.5,100
139,T001421,2012657,2020JJ00,1995.6,100
140,T001421,2013356,2014JJ00,1759.0,100
141,T001421,2013356,2015JJ00,1796.4,100
142,T001421,2013356,2016JJ00,1845.4,100
143,T001421,2013356,2017JJ00,1915.2,100
144,T001421,2013356,2018JJ00,1987.2,100
145,T001421,2013356,2019JJ00,2063.5,100
146,T001421,2013356,2020JJ00,2160.8,100
147,T001421,2013357,2014JJ00,1285.5,100
148,T001421,2013357,2015JJ00,1315.4,100
149,T001421,2013357,2016JJ00,1344.3,100
150,T001421,2013357,2017JJ00,1374.2,100
151,T001421,2013357,2018JJ00,1404.8,100
152,T001421,2013357,2019JJ00,1435.0,100
153,T001421,2013357,2020JJ00,1468.7,100
154,A045380,T009002,2014JJ00,5768.6,40
155,A045380,T009002,2015JJ00,5814.5,40
156,A045380,T009002,2016JJ00,5865.6,40
157,A045380,T009002,2017JJ00,6057.6,41
158,A045380,T009002,2018JJ00,6317.8,42
159,A045380,T009002,2019JJ00,6373.9,42
160,A045380,T009002,2020JJ00,6933.7,45
161,A045380,3000   ,2014JJ00,2618.9,36
162,A045380,3000   ,2015JJ00,2635.6,36
163,A045380,3000   ,2016JJ00,2655.1,36
164,A045380,3000   ,2017JJ00,2747.8,37
165,A045380,3000   ,2018JJ00,2871.7,39
166,A045380,3000   ,2019JJ00,2897.4,39
167,A045380,3000   ,2020JJ00,3159.9,42
168,A045380,4000   ,2014JJ00,3149.7,43
169,A045380,4000   ,2015JJ00,3178.9,43
170,A045380,4000   ,2016JJ00,3210.5,43
171,A045380,4000   ,2017JJ00,3309.7,44
172,A045380,4000   ,2018JJ00,3446.1,45
173,A045380,4000   ,2019JJ00,3476.5,45
174,A045380,4000   ,2020JJ00,3773.8,49
175,A045380,52020  ,2014JJ00,19.1,2
176,A045380,52020  ,2015JJ00,17.0,1
177,A045380,52020  ,2016JJ00,17.1,1
178,A045380,52020  ,2017JJ00,19.1,2
179,A045380,52020  ,2018JJ00,19.7,2
180,A045380,52020  ,2019JJ00,14.0,1
181,A045380,52020  ,2020JJ00,16.3,1
182,A045380,53090  ,2014JJ00,83.6,21
183,A045380,53090  ,2015JJ00,74.3,19
184,A045380,53090  ,2016JJ00,71.6,18
185,A045380,53090  ,2017JJ00,75.9,18
186,A045380,53090  ,2018JJ00,140.5,33
187,A045380,53090  ,2019JJ00,91.1,21
188,A045380,53090  ,2020JJ00,112.2,26
189,A045380,60300  ,2014JJ00,796.0,38
190,A045380,60300  ,2015JJ00,798.8,38
191,A045380,60300  ,2016JJ00,790.2,37
192,A045380,60300  ,2017JJ00,804.7,37
193,A045380,60300  ,2018JJ00,826.5,38
194,A045380,60300  ,2019JJ00,828.4,38
195,A045380,60300  ,2020JJ00,919.2,41
196,A045380,60400  ,2014JJ00,881.9,44
197,A045380,60400  ,2015JJ00,878.5,44
198,A045380,60400  ,2016JJ00,891.2,44
199,A045380,60400  ,2017JJ00,929.7,45
200,A045380,60400  ,2018JJ00,968.2,47
201,A045380,60400  ,2019JJ00,980.4,47
202,A045380,60400  ,2020JJ00,1053.3,49
203,A045380,60500  ,2014JJ00,1141.5,45
204,A045380,60500  ,2015JJ00,1124.5,46
205,A045380,60500  ,2016JJ00,1106.8,46
206,A045380,60500  ,2017JJ00,1113.6,47
207,A045380,60500  ,2018JJ00,1118.5,48
208,A045380,60500  ,2019JJ00,1104.5,49
209,A045380,60500  ,2020JJ00,1138.1,52
210,A045380,60600  ,2014JJ00,1157.9,49
211,A045380,60600  ,2015JJ00,1166.0,48
212,A045380,60600  ,2016JJ00,1174.2,48
213,A045380,60600  ,2017JJ00,1204.9,49
214,A045380,60600  ,2018JJ00,1238.2,50
215,A045380,60600  ,2019JJ00,1252.3,50
216,A045380,60600  ,2020JJ00,1343.9,53
217,A045380,60700  ,2014JJ00,903.5,45
218,A045380,60700  ,2015JJ00,939.2,46
219,A045380,60700  ,2016JJ00,979.4,47
220,A045380,60700  ,2017JJ00,1013.5,49
221,A045380,60700  ,2018JJ00,1050.6,51
222,A045380,60700  ,2019JJ00,1082.4,52
223,A045380,60700  ,2020JJ00,1189.4,56
224,A045380,60800  ,2014JJ00,499.3,41
225,A045380,60800  ,2015JJ00,520.0,41
226,A045380,60800  ,2016JJ00,534.8,41
227,A045380,60800  ,2017JJ00,586.7,43
228,A045380,60800  ,2018JJ00,637.6,44
229,A045380,60800  ,2019JJ00,681.6,45
230,A045380,60800  ,2020JJ00,783.4,50
231,A045380,21700  ,2014JJ00,285.9,40
232,A045380,21700  ,2015JJ00,296.2,40
233,A045380,21700  ,2016JJ00,300.2,40
234,A045380,21700  ,2017JJ00,309.3,40
235,A045380,21700  ,2018JJ00,318.0,41
236,A045380,21700  ,2019JJ00,339.2,42
237,A045380,21700  ,2020JJ00,377.8,45
238,A045380,1012600,2014JJ00,5088.7,44
239,A045380,1012600,2015JJ00,5123.3,44
240,A045380,1012600,2016JJ00,5163.5,45
241,A045380,1012600,2017JJ00,5285.0,46
242,A045380,1012600,2018JJ00,5449.9,47
243,A045380,1012600,2019JJ00,5473.2,47
244,A045380,1012600,2020JJ00,5875.6,50
245,A045380,2012605,2014JJ00,679.9,22
246,A045380,2012605,2015JJ00,691.2,22
247,A045380,2012605,2016JJ00,702.1,22
248,A045380,2012605,2017JJ00,772.6,23
249,A045380,2012605,2018JJ00,867.9,26
250,A045380,2012605,2019JJ00,900.7,26
251,A045380,2012605,2020JJ00,1058.1,29
252,A045380,H008766,2014JJ00,32.0,10
253,A045380,H008766,2015JJ00,33.2,10
254,A045380,H008766,2016JJ00,34.3,10
255,A045380,H008766,2017JJ00,47.0,14
256,A045380,H008766,2018JJ00,63.2,18
257,A045380,H008766,2019JJ00,69.3,20
258,A045380,H008766,2020JJ00,92.6,26
259,A045380,H008673,2014JJ00,38.8,14
260,A045380,H008673,2015JJ00,39.9,14
261,A045380,H008673,2016JJ00,40.8,14
262,A045380,H008673,2017JJ00,59.9,19
263,A045380,H008673,2018JJ00,85.3,27
264,A045380,H008673,2019JJ00,91.3,28
265,A045380,H008673,2020JJ00,112.1,34
266,A045380,H008751,2014JJ00,58.7,19
267,A045380,H008751,2015JJ00,59.8,19
268,A045380,H008751,2016JJ00,61.0,20
269,A045380,H008751,2017JJ00,67.4,22
270,A045380,H008751,2018JJ00,77.2,24
271,A045380,H008751,2019JJ00,80.5,25
272,A045380,H008751,2020JJ00,98.3,30
273,A045380,H007119,2014JJ00,21.4,18
274,A045380,H007119,2015JJ00,22.1,18
275,A045380,H007119,2016JJ00,22.7,18
276,A045380,H007119,2017JJ00,24.6,19
277,A045380,H007119,2018JJ00,27.8,21
278,A045380,H007119,2019JJ00,28.8,21
279,A045380,H007119,2020JJ00,35.0,25
280,A045380,2012655,2014JJ00,450.3,32
281,A045380,2012655,2015JJ00,453.4,31
282,A045380,2012655,2016JJ00,456.8,31
283,A045380,2012655,2017JJ00,473.8,31
284,A045380,2012655,2018JJ00,493.7,32
285,A045380,2012655,2019JJ00,500.4,32
286,A045380,2012655,2020JJ00,552.2,34
287,A045380,2012657,2014JJ00,229.6,14
288,A045380,2012657,2015JJ00,237.9,14
289,A045380,2012657,2016JJ00,245.3,14
290,A045380,2012657,2017JJ00,298.7,17
291,A045380,2012657,2018JJ00,374.3,20
292,A045380,2012657,2019JJ00,400.3,21
293,A045380,2012657,2020JJ00,505.9,25
294,A045380,2013356,2014JJ00,291.6,17
295,A045380,2013356,2015JJ00,295.8,16
296,A045380,2013356,2016JJ00,299.2,16
297,A045380,2013356,2017JJ00,334.8,17
298,A045380,2013356,2018JJ00,379.9,19
299,A045380,2013356,2019JJ00,400.9,19
300,A045380,2013356,2020JJ00,485.7,22
301,A045380,2013357,2014JJ00,388.3,30
302,A045380,2013357,2015JJ00,395.4,30
303,A045380,2013357,2016JJ00,402.9,30
304,A045380,2013357,2017JJ00,437.7,32
305,A045380,2013357,2018JJ00,488.0,35
306,A045380,2013357,2019JJ00,499.8,35
307,A045380,2013357,2020JJ00,572.4,39
308,A045381,T009002,2014JJ00,2796.3,19
309,A045381,T009002,2015JJ00,2827.9,19
310,A045381,T009002,2016JJ00,2869.7,19
311,A045381,T009002,2017JJ00,2888.6,19
312,A045381,T009002,2018JJ00,2919.6,19
313,A045381,T009002,2019JJ00,2917.3,19
314,A045381,T009002,2020JJ00,2981.1,20
315,A045381,3000   ,2014JJ00,1315.5,18
316,A045381,3000   ,2015JJ00,1328.6,18
317,A045381,3000   ,2016JJ00,1346.7,18
318,A045381,3000   ,2017JJ00,1355.9,18
319,A045381,3000   ,2018JJ00,1370.1,18
320,A045381,3000   ,2019JJ00,1368.3,18
321,A045381,3000   ,2020JJ00,1400.4,19
322,A045381,4000   ,2014JJ00,1480.8,20
323,A045381,4000   ,2015JJ00,1499.3,20
324,A045381,4000   ,2016JJ00,1523.0,20
325,A045381,4000   ,2017JJ00,1532.7,20
326,A045381,4000   ,2018JJ00,1549.5,20
327,A045381,4000   ,2019JJ00,1549.0,20
328,A045381,4000   ,2020JJ00,1580.7,20
329,A045381,52020  ,2014JJ00,12.8,1
330,A045381,52020  ,2015JJ00,11.4,1
331,A045381,52020  ,2016JJ00,11.5,1
332,A045381,52020  ,2017JJ00,10.2,1
333,A045381,52020  ,2018JJ00,8.4,1
334,A045381,52020  ,2019JJ00,5.3,0
335,A045381,52020  ,2020JJ00,4.6,0
336,A045381,53090  ,2014JJ00,40.3,10
337,A045381,53090  ,2015JJ00,37.2,9
338,A045381,53090  ,2016JJ00,36.7,9
339,A045381,53090  ,2017JJ00,37.0,9
340,A045381,53090  ,2018JJ00,54.0,13
341,A045381,53090  ,2019JJ00,33.6,8
342,A045381,53090  ,2020JJ00,36.8,8
343,A045381,60300  ,2014JJ00,342.3,16
344,A045381,60300  ,2015JJ00,348.5,16
345,A045381,60300  ,2016JJ00,353.6,17
346,A045381,60300  ,2017JJ00,352.9,16
347,A045381,60300  ,2018JJ00,351.0,16
348,A045381,60300  ,2019JJ00,346.4,16
349,A045381,60300  ,2020JJ00,351.8,16
350,A045381,60400  ,2014JJ00,397.7,20
351,A045381,60400  ,2015JJ00,391.0,19
352,A045381,60400  ,2016JJ00,392.2,19
353,A045381,60400  ,2017JJ00,392.3,19
354,A045381,60400  ,2018JJ00,391.7,19
355,A045381,60400  ,2019JJ00,390.7,19
356,A045381,60400  ,2020JJ00,398.3,19
357,A045381,60500  ,2014JJ00,598.5,24
358,A045381,60500  ,2015JJ00,583.4,24
359,A045381,60500  ,2016JJ00,569.4,24
360,A045381,60500  ,2017JJ00,551.1,23
361,A045381,60500  ,2018JJ00,531.7,23
362,A045381,60500  ,2019JJ00,513.2,23
363,A045381,60500  ,2020JJ00,496.1,23
364,A045381,60600  ,2014JJ00,617.5,26
365,A045381,60600  ,2015JJ00,626.9,26
366,A045381,60600  ,2016JJ00,636.2,26
367,A045381,60600  ,2017JJ00,638.5,26
368,A045381,60600  ,2018JJ00,639.5,26
369,A045381,60600  ,2019JJ00,640.4,26
370,A045381,60600  ,2020JJ00,647.8,26
371,A045381,60700  ,2014JJ00,470.5,23
372,A045381,60700  ,2015JJ00,491.2,24
373,A045381,60700  ,2016JJ00,514.2,24
374,A045381,60700  ,2017JJ00,519.8,25
375,A045381,60700  ,2018JJ00,527.0,25
376,A045381,60700  ,2019JJ00,538.5,26
377,A045381,60700  ,2020JJ00,558.9,26
378,A045381,60800  ,2014JJ00,221.9,18
379,A045381,60800  ,2015JJ00,237.5,19
380,A045381,60800  ,2016JJ00,251.2,19
381,A045381,60800  ,2017JJ00,277.0,20
382,A045381,60800  ,2018JJ00,301.2,21
383,A045381,60800  ,2019JJ00,323.8,21
384,A045381,60800  ,2020JJ00,350.2,22
385,A045381,21700  ,2014JJ00,94.9,13
386,A045381,21700  ,2015JJ00,100.7,14
387,A045381,21700  ,2016JJ00,104.8,14
388,A045381,21700  ,2017JJ00,109.9,14
389,A045381,21700  ,2018JJ00,115.3,15
390,A045381,21700  ,2019JJ00,125.5,16
391,A045381,21700  ,2020JJ00,136.5,16
392,A045381,1012600,2014JJ00,2546.1,22
393,A045381,1012600,2015JJ00,2572.9,22
394,A045381,1012600,2016JJ00,2608.4,23
395,A045381,1012600,2017JJ00,2622.2,23
396,A045381,1012600,2018JJ00,2646.5,23
397,A045381,1012600,2019JJ00,2641.7,23
398,A045381,1012600,2020JJ00,2692.0,23
399,A045381,2012605,2014JJ00,250.2,8
400,A045381,2012605,2015JJ00,255.0,8
401,A045381,2012605,2016JJ00,261.3,8
402,A045381,2012605,2017JJ00,266.4,8
403,A045381,2012605,2018JJ00,273.2,8
404,A045381,2012605,2019JJ00,275.6,8
405,A045381,2012605,2020JJ00,289.2,8
406,A045381,H008766,2014JJ00,3.2,1
407,A045381,H008766,2015JJ00,3.4,1
408,A045381,H008766,2016JJ00,3.7,1
409,A045381,H008766,2017JJ00,3.9,1
410,A045381,H008766,2018JJ00,4.1,1
411,A045381,H008766,2019JJ00,4.2,1
412,A045381,H008766,2020JJ00,4.6,1
413,A045381,H008673,2014JJ00,1.0,0
414,A045381,H008673,2015JJ00,1.1,0
415,A045381,H008673,2016JJ00,1.2,0
416,A045381,H008673,2017JJ00,1.3,0
417,A045381,H008673,2018JJ00,1.4,0
418,A045381,H008673,2019JJ00,1.5,0
419,A045381,H008673,2020JJ00,1.7,0
420,A045381,H008751,2014JJ00,11.6,4
421,A045381,H008751,2015JJ00,12.0,4
422,A045381,H008751,2016JJ00,12.6,4
423,A045381,H008751,2017JJ00,12.9,4
424,A045381,H008751,2018JJ00,13.4,4
425,A045381,H008751,2019JJ00,13.6,4
426,A045381,H008751,2020JJ00,14.4,4
427,A045381,H007119,2014JJ00,7.4,6
428,A045381,H007119,2015JJ00,7.7,6
429,A045381,H007119,2016JJ00,8.0,6
430,A045381,H007119,2017JJ00,8.2,6
431,A045381,H007119,2018JJ00,8.6,7
432,A045381,H007119,2019JJ00,8.6,6
433,A045381,H007119,2020JJ00,9.2,7
434,A045381,2012655,2014JJ00,205.7,14
435,A045381,2012655,2015JJ00,208.1,14
436,A045381,2012655,2016JJ00,211.5,14
437,A045381,2012655,2017JJ00,213.9,14
438,A045381,2012655,2018JJ00,217.0,14
439,A045381,2012655,2019JJ00,218.1,14
440,A045381,2012655,2020JJ00,226.1,14
441,A045381,2012657,2014JJ00,44.5,3
442,A045381,2012657,2015JJ00,46.9,3
443,A045381,2012657,2016JJ00,49.8,3
444,A045381,2012657,2017JJ00,52.6,3
445,A045381,2012657,2018JJ00,56.2,3
446,A045381,2012657,2019JJ00,57.5,3
447,A045381,2012657,2020JJ00,63.0,3
448,A045381,2013356,2014JJ00,84.1,5
449,A045381,2013356,2015JJ00,86.0,5
450,A045381,2013356,2016JJ00,88.7,5
451,A045381,2013356,2017JJ00,91.7,5
452,A045381,2013356,2018JJ00,94.9,5
453,A045381,2013356,2019JJ00,97.2,5
454,A045381,2013356,2020JJ00,105.4,5
455,A045381,2013357,2014JJ00,166.1,13
456,A045381,2013357,2015JJ00,169.0,13
457,A045381,2013357,2016JJ00,172.7,13
458,A045381,2013357,2017JJ00,174.8,13
459,A045381,2013357,2018JJ00,178.2,13
460,A045381,2013357,2019JJ00,178.4,12
461,A045381,2013357,2020JJ00,183.8,13
462,A045382,T009002,2014JJ00,686.8,5
463,A045382,T009002,2015JJ00,708.4,5
464,A045382,T009002,2016JJ00,733.8,5
465,A045382,T009002,2017JJ00,750.9,5
466,A045382,T009002,2018JJ00,776.0,5
467,A045382,T009002,2019JJ00,781.9,5
468,A045382,T009002,2020JJ00,848.3,6
469,A045382,3000   ,2014JJ00,234.9,3
470,A045382,3000   ,2015JJ00,241.4,3
471,A045382,3000   ,2016JJ00,249.2,3
472,A045382,3000   ,2017JJ00,254.9,3
473,A045382,3000   ,2018JJ00,262.7,4
474,A045382,3000   ,2019JJ00,264.5,4
475,A045382,3000   ,2020JJ00,287.5,4
476,A045382,4000   ,2014JJ00,451.9,6
477,A045382,4000   ,2015JJ00,467.0,6
478,A045382,4000   ,2016JJ00,484.6,6
479,A045382,4000   ,2017JJ00,496.1,7
480,A045382,4000   ,2018JJ00,513.3,7
481,A045382,4000   ,2019JJ00,517.4,7
482,A045382,4000   ,2020JJ00,560.8,7
483,A045382,52020  ,2014JJ00,4.7,0
484,A045382,52020  ,2015JJ00,4.3,0
485,A045382,52020  ,2016JJ00,4.2,0
486,A045382,52020  ,2017JJ00,3.7,0
487,A045382,52020  ,2018JJ00,3.0,0
488,A045382,52020  ,2019JJ00,1.8,0
489,A045382,52020  ,2020JJ00,1.9,0
490,A045382,53090  ,2014JJ00,20.8,5
491,A045382,53090  ,2015JJ00,19.0,5
492,A045382,53090  ,2016JJ00,18.8,5
493,A045382,53090  ,2017JJ00,18.5,4
494,A045382,53090  ,2018JJ00,27.7,7
495,A045382,53090  ,2019JJ00,17.2,4
496,A045382,53090  ,2020JJ00,21.3,5
497,A045382,60300  ,2014JJ00,181.5,9
498,A045382,60300  ,2015JJ00,186.7,9
499,A045382,60300  ,2016JJ00,191.4,9
500,A045382,60300  ,2017JJ00,191.4,9
501,A045382,60300  ,2018JJ00,190.3,9
502,A045382,60300  ,2019JJ00,189.2,9
503,A045382,60300  ,2020JJ00,204.1,9
504,A045382,60400  ,2014JJ00,150.7,7
505,A045382,60400  ,2015JJ00,155.6,8
506,A045382,60400  ,2016JJ00,162.3,8
507,A045382,60400  ,2017JJ00,170.0,8
508,A045382,60400  ,2018JJ00,176.9,9
509,A045382,60400  ,2019JJ00,181.8,9
510,A045382,60400  ,2020JJ00,197.5,9
511,A045382,60500  ,2014JJ00,133.0,5
512,A045382,60500  ,2015JJ00,136.6,6
513,A045382,60500  ,2016JJ00,140.5,6
514,A045382,60500  ,2017JJ00,143.0,6
515,A045382,60500  ,2018JJ00,145.2,6
516,A045382,60500  ,2019JJ00,148.1,7
517,A045382,60500  ,2020JJ00,156.5,7
518,A045382,60600  ,2014JJ00,96.4,4
519,A045382,60600  ,2015JJ00,100.4,4
520,A045382,60600  ,2016JJ00,104.4,4
521,A045382,60600  ,2017JJ00,107.4,4
522,A045382,60600  ,2018JJ00,110.6,4
523,A045382,60600  ,2019JJ00,114.6,5
524,A045382,60600  ,2020JJ00,126.0,5
525,A045382,60700  ,2014JJ00,60.1,3
526,A045382,60700  ,2015JJ00,63.8,3
527,A045382,60700  ,2016JJ00,68.2,3
528,A045382,60700  ,2017JJ00,69.5,3
529,A045382,60700  ,2018JJ00,71.2,3
530,A045382,60700  ,2019JJ00,74.2,4
531,A045382,60700  ,2020JJ00,81.3,4
532,A045382,60800  ,2014JJ00,28.3,2
533,A045382,60800  ,2015JJ00,29.9,2
534,A045382,60800  ,2016JJ00,31.1,2
535,A045382,60800  ,2017JJ00,34.0,2
536,A045382,60800  ,2018JJ00,36.6,3
537,A045382,60800  ,2019JJ00,39.0,3
538,A045382,60800  ,2020JJ00,42.3,3
539,A045382,21700  ,2014JJ00,11.5,2
540,A045382,21700  ,2015JJ00,12.3,2
541,A045382,21700  ,2016JJ00,12.9,2
542,A045382,21700  ,2017JJ00,13.6,2
543,A045382,21700  ,2018JJ00,14.4,2
544,A045382,21700  ,2019JJ00,15.9,2
545,A045382,21700  ,2020JJ00,17.3,2
546,A045382,1012600,2014JJ00,620.4,5
547,A045382,1012600,2015JJ00,639.2,6
548,A045382,1012600,2016JJ00,661.5,6
549,A045382,1012600,2017JJ00,676.5,6
550,A045382,1012600,2018JJ00,698.6,6
551,A045382,1012600,2019JJ00,703.6,6
552,A045382,1012600,2020JJ00,762.6,7
553,A045382,2012605,2014JJ00,66.5,2
554,A045382,2012605,2015JJ00,69.2,2
555,A045382,2012605,2016JJ00,72.3,2
556,A045382,2012605,2017JJ00,74.4,2
557,A045382,2012605,2018JJ00,77.4,2
558,A045382,2012605,2019JJ00,78.3,2
559,A045382,2012605,2020JJ00,85.7,2
560,A045382,H008766,2014JJ00,1.8,1
561,A045382,H008766,2015JJ00,2.0,1
562,A045382,H008766,2016JJ00,2.2,1
563,A045382,H008766,2017JJ00,2.3,1
564,A045382,H008766,2018JJ00,2.5,1
565,A045382,H008766,2019JJ00,2.5,1
566,A045382,H008766,2020JJ00,2.8,1
567,A045382,H008673,2014JJ00,0.6,0
568,A045382,H008673,2015JJ00,0.6,0
569,A045382,H008673,2016JJ00,0.7,0
570,A045382,H008673,2017JJ00,0.8,0
571,A045382,H008673,2018JJ00,0.9,0
572,A045382,H008673,2019JJ00,0.9,0
573,A045382,H008673,2020JJ00,1.0,0
574,A045382,H008751,2014JJ00,5.7,2
575,A045382,H008751,2015JJ00,6.0,2
576,A045382,H008751,2016JJ00,6.3,2
577,A045382,H008751,2017JJ00,6.5,2
578,A045382,H008751,2018JJ00,6.8,2
579,A045382,H008751,2019JJ00,6.9,2
580,A045382,H008751,2020JJ00,7.8,2
